,Concept_ID,sl,kv
794,hundert::NUM,stó,сто
795,tausend::NUM,tísoč,тысяча
796,und::CNJ,in,и
797,und::CNJ,in,да
798,oder::CNJ,áli,или
799,stehen::V,státi,сулавны
800,sitzen::V,sedéti,пукавны
801,liegen::V,ležáti,куйлыны
802,hängen::V,viséti,ӧшавны
803,werden::V,postáti,лоны
804,passieren::V,zgodíti se,аркмыны
805,beginnen::V,začéti se,петны
806,enden::V,končáti se,-сь
807,enden::V,končáti se,бырны
808,wechseln::V,ménjati se,вежсьыны
809,aufgehen[Sonne]::V,vzíti,петавны
810,untergehen[Sonne]::V,zaíti,пуксьыны
811,scheinen[Sonne]::V,sijáti,югьявны
812,donnern::V,grméti,гымавны
813,wehen::V,píhati,пӧлявны
814,strömen::V,líti,киссьыны
815,fließen::V,têči,визывтны
816,sich drehen::V,vrtéti se,бергавны
817,schwanken::V,kolébati,кӧвьясьны
818,schwingen::V,níhati,дюттясьны
819,fallen::V,pádati,усьны
820,brennen::V,goréti,сотчыны
821,rauchen::V,kadíti se,тшынасьны
822,regnen::V,deževáti,зэрны
823,gefrieren::V,zmŕzniti,гегдыны
824,tauen::V,tájati,сывны
825,schmelzen::V,kopnéti,сывны
826,trocknen::V,sušíti se,косьмыны
827,sieden::V,kipéti,пизьны
828,faulen::V,gníti,нёльзьыны
829,verfaulen::V,zgníti,тӧрмыны
830,verfaulen::V,zgníti,сiсьмыны
831,reißen::V,tŕgati se,косясьны
832,versinken::V,pogrézniti se,вӧйны
833,vergehen::V,miníti,мунны
834,erscheinen::V,pojáviti se,мыччисьны
835,verschwinden::V,izgíniti,ӧшны
836,sinken::V,péšati,ямны
837,abnehmen::V,pojémati,ямны
838,zunehmen::V,véčati se,паськавны
839,zunehmen::V,množíti se,паськавны
840,steigen::V,dvígati se,лэбтiсьны
841,wachsen::V,rásti,быдмыны
842,glänzen::V,sijáti,свиттявны
843,funkeln::V,ískriti se,югйовтлыны
844,funkeln::V,ískriti se,югйӧв-керны
845,lärmen::V,ropotáti,чавзыны
846,lärmen::V,razgrájati,чавзыны
847,läuten::V,zvoníti,диньгыны
848,klingeln::V,zvončkljáti,силькӧтны
849,klirren::V,žvenketáti,жольӧтны
850,brausen::V,šuméti,гуасьны
851,rauschen::V,šuštéti,кышӧтны
852,rauschen::V,šelestéti,кышӧтны
853,klingen::V,zvenéti,горавны
854,bellen::V,lájati,увтны
855,bellen::V,lájati,вувтны
856,heulen::V,zavíjati,уннявны
857,blasen::V,píhniti,пӧлявны
858,pfeifen::V,pískati,пиксыны
859,pfeifen::V,žvížgati,пиксыны
860,schreien::V,kričáti,айзыны
861,stöhnen::V,stókati,ойзыны
862,stöhnen::V,stókati,ружтыны
863,zittern::V,drgetáti,легьявны
864,leben::V,živéti,овны
865,geboren werden::V,rodíti se,шогмыны
866,atmen::V,díhati,лолавны
867,trinken::V,píti,юны
868,essen::V,jésti,сёйны
869,schlucken::V,požírati,ньылавны
870,müde werden::V,péšati,мыдзны
871,müde werden::V,utrúditi se,мыдзны
872,einschlafen::V,zaspáti,ланьтны
873,schlafen::V,spáti,узьны
874,aufwachen::V,zbudíti se,саймыны
875,aufwachen::V,zbudíti se,пальмыны
876,aufstehen::V,vstáti,сувтны
877,sich erholen::V,oddahníti se,шоччисьлыны
878,krank werden::V,oboléti,моржитны
879,krank sein::V,bíti bolán,шогавны
880,krank sein::V,bíti bolán,визьӧтны
881,schmerzen::V,boléti,висьны
882,husten::V,kášljati,кашляйтны
883,genesen::V,okrévati,бурдны
884,sterben::V,umréti,кувны
885,umkommen::V,pogíniti,вийсьыны
886,sich bewegen::V,zganíti se,локны
887,sich bewegen::V,zganíti se,ветлӧтны
888,sich rühren::V,premakníti se,вӧрзьӧтчыны
889,sich erheben::V,vstájati,сувтны
890,sich erheben::V,vzdígniti se,сувтны
891,sich setzen::V,sésti,пуксьыны
892,hinfallen::V,pásti dôl,пӧрласьны
893,laufen::V,hodíti,мунны
894,schreiten::V,stópati,тальччавны
895,spazierengehen::V,na sprehòd íti,котрасьны
896,eilen::V,drvéti,тэрмасьны
897,sich beeilen::V,hitéti,тэрмасьны
898,sausen::V,dírkati,вирдавны-котӧртны
899,rennen::V,dírjati,
900,springen::V,skákati,чеччавны
901,klettern::V,plézati,кышасьны
902,schaukeln::V,kolébati,чурликасьны
903,kriechen::V,pláziti se,кыскасьны-мунны
904,schwimmen::V,plávati,вартчыны
905,tauchen::V,potápljati se,сунгисьны ваӧ
906,rudern::V,vesláti,сынны
907,fahren::V,vozíti se,мунны
908,fahren::V,peljáti se,мунны
909,fliegen::V,létati,лэбавны
910,gehen::V,íti,мунны
911,weggehen::V,odíti,мунны
912,abfahren::V,odpeljáti se,иньдӧтчыны
913,abfahren::V,odpeljáti se,мунны
914,anhalten::V,ustáviti se,сувтны
915,hineingehen::V,íti nóter,пырны
916,eintreten::V,vstopíti,пырны
917,kommen::V,príti,локны
918,ankommen::V,prispéti,локны
919,ankommen::V,prihájati,локны
920,zurückkommen::V,vrníti se,бертны
921,zurückkommen::V,vrníti se,панӧвтсьыны
922,bleiben::V,ostáti,кольччыны
923,warten::V,čákati,видзчисьны
924,erwarten::V,pričakováti,видзчисьны
925,suchen::V,iskáti,кошшыны
926,finden::V,nájti,адззыны
927,versuchen::V,poskúšati,пондыны
928,versuchen::V,poskúšati,пондӧтны
929,vorbereiten::V,pripráviti,лӧсьӧтны
930,lieben::V,ljubíti,милуйтны
931,mögen::V,márati,радейтны
932,lachen::V,smejáti se,серавны
933,rühren::V,ganíti,сьӧлӧм вӧрзьӧтны
934,weinen::V,jókati,горзыны
935,weinen::V,plákati,горзыны
936,schimpfen::V,psováti,видчыны
937,schimpfen::V,zmérjati,видчыны
938,sich ärgern::V,jezíti se,лёкавны
939,sich fürchten::V,báti se,повны
940,fürchten::V,báti se,повны
941,fliehen::V,bežáti,пышшыны
942,flüchten::V,pobégniti,пышшыны
943,sehen::V,vídeti,адззыны
944,anschauen::V,oglédati,видзӧтны
945,ansehen::V,glédati,видзӧтны
946,hören::V,slíšati,кывны
947,zuhören::V,poslúšati,кывзыны
948,probieren::V,poskúšati,пешлыны
949,riechen::V,dúhati,дукавны
950,fühlen::V,čutíti,кывны
951,scheinen::V,zdéti se,декуйтчыны
952,zu sehen sein::V,vídeti se,тыдавны
953,vernehmen::V,čúti,тӧдмавны
954,frieren::V,zébsti,гегдыны
955,tun::V,délati,керны
956,können::V,môči,вермыны
957,wollen::V,hotéti,мӧдны
958,anfangen::V,začéti,петны
959,beenden::V,dokončáti,ештӧтны
960,beenden::V,dokončáti,керыштны
961,aufhören::V,prenéhati,дугдыны
962,gelingen::V,uspéti,шогмыны
963,gelingen::V,posréčiti se,шогмыны
964,geraten::V,obnêsti se,мыччисьны
965,öffnen::V,odpréti,осьтны
966,schließen::V,zapréti,пӧднавны
967,stellen::V,postáviti,сувтӧтны
968,setzen::V,posadíti,пуксьӧтны
969,legen::V,položíti,пуктыны
970,berühren::V,dotíkati se,вӧрзьӧтны
971,verbinden::V,obvézati,йитны
972,bedecken::V,pokríti,вевттьыны
973,aufhängen::V,obésiti,ӧшӧтны
974,anzünden::V,zažgáti,ӧзтыны
975,aufheben::V,vzdígniti,лэбтыны
976,zurücklassen::V,zapustíti,кольны
977,verlieren::V,izgubíti,ӧштыны
978,fallen lassen::V,navréči,уськӧтны
979,machen::V,naredíti,керны
980,machen::V,napráviti,керны
981,herstellen::V,izdélati,вӧчны
982,bauen::V,gradíti,строитны
983,reparieren::V,popráviti,вочны
984,verbessern::V,izbóljšati,бурсьӧтны
985,ändern::V,spremeníti,вежны
986,graben::V,kopáti,гарйыны
987,graben::V,grêbsti,гарйыны
988,beugen::V,upogníti,кусіньтны
989,biegen::V,zavíjati,чукыльтыштны
990,drehen::V,vrtéti,бергӧтны
991,wenden::V,obrníti,бергӧтны
992,umdrehen::V,zasúkati,бергӧтны
993,heben::V,dvígati,лэбтыны
994,hochheben::V,privzdígniti,лэбтыны
995,ergreifen::V,zgrábiti,кватитны
996,halten::V,držáti,видзны
997,drücken::V,tiščáti,личкыны
998,schieben::V,ríniti,тойлавны
999,kratzen::V,práskati,шаркӧтны
1000,lecken::V,lízati,нювны
1001,beißen::V,grísti,йирны
1002,abreißen::V,odtŕgati,орӧтны
1003,abschneiden::V,odrézati,шӧрыштны
1004,abschneiden::V,odrézati,вундыштны
1005,binden::V,vézati,гӧрдззыны
1006,stecken::V,vtakníti,мӧртны
1007,brechen::V,lomíti,жугдыны
1008,klopfen::V,tólči,зукӧтны
1009,hauen::V,séči,желльыны
1010,kleben::V,lépiti,лякӧтны
1011,reiben::V,tréti,зыртны
1012,reiben::V,dŕgniti,зыртны
1013,streichen::V,namázati,мавтны
1014,schleifen::V,brúsiti,кыскыны
1015,schneiden::V,rézati,вундавны
1016,rütteln::V,strésti,шатлавны
1017,schütteln::V,majáti,зыбӧтны
1018,schwenken::V,obrníti,ӧвтны
1019,schwenken::V,obrníti,макайтны
1020,schütten::V,sípati,кисьтны
1021,füllen::V,napolníti,тыртны
1022,füllen::V,napolníti,тырсьӧтны
1023,einwickeln::V,zavíti,тубны
1024,tragen::V,nêsti,новйӧтны
1025,schleppen::V,vláčiti,кыскыны
1026,ziehen::V,vléči,кыскыны
1027,aufbewahren::V,shranjeváti,видзны
1028,werfen::V,lúčati,шентывлыны
1029,fangen::V,ujéti,кутны
1030,packen::V,prijéti,кутасьны
1031,packen::V,prijéti,кватитны
1032,verstecken::V,skríti,дзебны
1033,teilen::V,razdelíti,торйӧтны
1034,schicken::V,pošíljati,иньдыны
1035,bringen::V,prinêsti,вайны
1036,hinzufügen::V,pristáviti,содтыны
1037,bekommen::V,dobíti,получитны
1038,erhalten::V,prejéti,получитны
1039,nehmen::V,vzéti,босьтны
1040,wählen::V,izbírati,бӧрйыны
1041,auswählen::V,izbráti,бӧрйыны
1042,bewahren::V,ohraníti,видзны
1043,behindern::V,ovírati,падтыны
1044,verderben::V,pokváriti,изводавны
1045,beschädigen::V,poškodováti,паздыны
1046,zerbrechen::V,razlomíti,паздыны
1047,zerreißen::V,raztŕgati,косявны
1048,zerstören::V,razrúšiti,паздыны
1049,verbrennen::V,sežgáti,сотны
1050,geben::V,dáti,сетны
1051,reichen::V,séči,сетны
1052,reichen::V,molíti,сетны
1053,schenken::V,podáriti,козьнавны
1054,versprechen::V,obljubíti,кӧсйыны
1055,wünschen::V,vóščiti,бурсьыны
1056,loben::V,hváliti,ошкыны
1057,küssen::V,poljubováti,окавны
1058,wiegen::V,zíbati,тюттьӧтны
1059,zudecken::V,pokríti,вевттьыны
1060,wecken::V,zbudíti,саймӧтны
1061,zeigen::V,pokázati,мыччавны
1062,führen::V,vêsti,нуӧтны
1063,lehren::V,učíti,велӧтны
1064,unterrichten::V,poučeváti,велӧтны
1065,aufziehen::V,vzgojíti,быдтыны
1066,leiten::V,uprávljati,юравны
1067,leiten::V,uprávljati,веськӧтлыны
1068,antreiben::V,goníti,тэрмӧтны
1069,lassen::V,povzročíti,-ӧтыны
1070,einladen::V,povábiti,корны
1071,vereinigen::V,zdrúžiti,ӧтувтны
1072,vereinigen::V,zdrúžiti,ӧтлаавны
1073,besuchen::V,obiskáti,пыравлыны
1074,treffen::V,pogodíti,пантавны
1075,sich versammeln::V,zbráti se,ӧксьыны
1076,spielen::V,igráti se,орсны
1077,singen::V,péti,сьывны
1078,tanzen::V,plésati,йӧктыны
1079,sich trennen::V,ločíti se,торьясьны
1080,verlassen::V,zapustíti,кольны
1081,retten::V,réšiti,мынтны
1082,bewachen::V,strážiti,смекайтны
1083,schützen::V,sčítiti,дорйыны
1084,verteidigen::V,braníti,дорйыны
1085,sich schlagen::V,têpsti se,тышкасьны
1086,schießen::V,stréljati,лыйны
1087,siegen::V,zmágati,вермыны
1088,ärgern::V,jezíti,лӧгӧтны
1089,ärgern::V,razbúriti,лӧгӧтны
1090,schlagen::V,têpsti,базнитны
1091,schlagen::V,udáriti,базнитны
1092,treten::V,teptáti,чужьявны
1093,stechen::V,ubôsti,бытшкыны
1094,stoßen::V,peháti,тапкыны
1095,stoßen::V,peháti,тойыштны
1096,stoßen::V,drégniti,тапкыны
1097,stoßen::V,drégniti,тойыштны
1098,stehlen::V,ukrásti,гусявны
1099,stehlen::V,pokrásti,гусявны
1100,stören::V,motíti,костіавны
1101,belästigen::V,nadlegováti,назыляйтны
1102,verbergen::V,skríti,дзебны
1103,täuschen::V,slepíti,бӧбӧтны
1104,täuschen::V,slepíti,пӧрьявны
1105,betrügen::V,várati,муклачитны
1106,betrügen::V,ogoljufáti,муклачитны
1107,töten::V,ubíti,вийны
1108,wohnen::V,prebívati,овны
1109,arbeiten::V,délati,уджавны
1110,sammeln::V,zbráti,ӧктыны
1111,pflücken::V,obráti,судзлавны
1112,jagen::V,lovíti,вӧравны
1113,fischen::V,ribáriti,чериавны
1114,fassen::V,zajéti,кутны
1115,hüten::V,pásti,вердны
1116,hüten::V,pásti,йирсьӧтны
1117,treiben::V,pogánjati,вашӧтны
1118,anbinden::V,privézati,кӧртавны
1119,füttern::V,kŕmiti,вердны
1120,melken::V,mólsti,высьтыны
1121,melken::V,mólsti,чилькӧтны
1122,hacken::V,sékati,керавны
1123,gießen::V,ulíti,киськавны
1124,reifen::V,zoréti,кисьмыны
1125,zubereiten::V,pripráviti,лӧсьӧтны
1126,kochen::V,kúhati,пуны
1127,backen::V,cvréti,пӧжавны
1128,braten::V,pêči,жаритны
1129,umrühren::V,preméšati,соравны
1130,stricken::V,plêsti,домавны
1131,nähen::V,šívati,вурны
1132,färben::V,bárvati,краситны
1133,reinigen::V,očístiti,весӧтны
1134,waschen::V,opráti,пеславны
1135,abwischen::V,obrísati,чышкыны
1136,spülen::V,splakováti,гывьявны
1137,fegen::V,pométati,чышкыны
1138,kehren::V,mésti,чышкыны
1139,baden::V,kópati se,купайтчыны 
1140,sich waschen::V,umíti se,миссьыны
1141,ausziehen::V,izvléči,гыжтӧтны
1142,ausziehen::V,izvléči,пӧрччавны
1143,anziehen::V,obléči,пасьтавны
1144,sich anziehen::V,obléči se,пасьтасьны
1145,kämmen::V,česáti,сынавны
1146,schmücken::V,okrasíti,баситны
1147,sagen::V,dejáti,висьтавны
1148,sprechen::V,govoríti,шуны
1149,reden::V,rêči,баитны
1150,sich unterhalten::V,razgovárjati se,сёрнитны
1151,fragen::V,vprášati,юавны
1152,bitten::V,prosíti,корны
1153,erzählen::V,práviti,висьтавны
1154,mitteilen::V,naznániti,висьтавны
1155,nennen::V,imenováti,нимтны
1156,rufen::V,klícati,китсавны
1157,rufen::V,klícati,корны
1158,rufen::V,klícati,чукӧстны
1159,prahlen::V,baháti se,ошшасьны
1160,übersetzen::V,prevêsti,вуджӧтны
1161,denken::V,mísliti,чайтны
1162,glauben::V,verjéti,веритны
1163,bemerken::V,opáziti,казявны
1164,erkennen::V,spoznáti,тӧдсавны
1165,begreifen::V,pôjmiti,вежӧртны
1166,verstehen::V,razuméti,кывны
1167,lernen::V,učíti se,велӧтчыны
1168,wissen::V,znáti,тӧдны
1169,wissen::V,védeti,тӧдны
1170,sich erinnern an::V,spómniti se,касьтывны
1171,vergessen::V,pozábiti,вунӧтны
1172,messen::V,mériti,меряйтны
1173,zählen::V,štéti,лыддьыны
1174,rechnen::V,račúnati,лыддьыны
1175,lesen::V,bráti,лыддьӧтны
1176,lesen::V,čítati,лыддьӧтны
1177,malen::V,slíkati,
1178,zeichnen::V,rísati,гижмавны
1179,schreiben::V,písati,гижны
1180,besitzen::V,iméti,лоны
1181,kaufen::V,kupíti,небны
1182,verkaufen::V,prodáti,вузавны
1183,bezahlen::V,pláčati,вештыны
1184,zahlen::V,plačeváti,вештыны
1185,beherrschen::V,obvládati,
1186,ertragen::V,prenêsti,терпитны
1187,Verstand::N,,вежӧр
