,Concept_ID,sv,av
780,hinauf::ADV,uppåt,эхеде
781,überall::ADV,överallt,кибго
782,nicht::ADV,ej,
783,nicht::ADV,inte,
784,ein wenig::ADV,litet,дагьабго
785,kaum::ADV,knappt,хӏалалъ
786,kaum::ADV,knappast,хӏалалъ
787,sehr::ADV,mycket,кутакалда
788,so::ADV,så,гьедин
789,noch::ADV,än,жеги
790,noch::ADV,ännu,жеги
791,nur::ADV,bara,гӏӣцӏго
792,nur::ADV,endast,гӏӣцӏго
793,schon::ADV,redan,
794,wieder::ADV,åter,на́хъеги
795,vergebens::ADV,förgäves,чӏалгӏаде
796,vor::PRP,utanför,цебе
797,hinter::PRP,bakom,хадуса
798,unter::PRP,under,ахакь
799,unter::PRP,under,гъоркь
800,durch::PRP,genom,
801,durch::PRP,igenom,
802,neben::PRP,bredvid,аскӏо
803,neben::PRP,vid sidan av,аскӏо
804,zwischen::PRP,mellan,гьоркьоб
805,wegen::PRP,på grund av,гьелда
806,dies::PRN,detta,гьаб
807,dies::PRN,detta,гьеб
808,das::PRN,det,доб
809,alles::PRN,allt,
810,ich::PRN,jag,дун
811,du::PRN,du,дуца
812,er::PRN,han,доб
813,wir::PRN,vi,ниж
814,ihr::PRN,ni,нуж
815,sie::PRN,de,дол
816,sie::PRN,de,эл
817,was::FPRN,vad,щиб
818,wer::FPRN,vem,щиб
819,wo::FADV,var,киб
820,wo::FADV,var,кибехун
821,wohin::FADV,vart,кибехун
822,wie::FADV,hur,кин
823,warum::FADV,varför,щай
824,wieviel::FNUM,hur mycket,кигӏан
825,eins::NUM,en,цо
826,eins::NUM,ett,цо
827,zwei::NUM,två,кӏиго
828,drei::NUM,tre,лъабго
829,vier::NUM,fyra,ункъо
830,fünf::NUM,fem,щуго
831,sechs::NUM,sex,анлъго
832,sieben::NUM,sju,анкьго
833,acht::NUM,åtta,микьго
834,neun::NUM,nio,ичӏго
835,zehn::NUM,tio,анцӏго
836,elf::NUM,elva,анцӏила цо
837,zwölf::NUM,tolv,кӏиго-анцӏила
838,zwanzig::NUM,tjugo,къого
839,dreißig::NUM,trettio,лъеберго
840,vierzig::NUM,fyrtio,кӏикъого
841,fünfzig::NUM,femtio,кӏикъо́ялда анцӏго
842,sechzig::NUM,sextio,лъабкъого
843,siebzig::NUM,sjuttio,лъабкъо́ялда анцӏго
844,achtzig::NUM,åttio,ункъого
845,neunzig::NUM,nittio,ункъоялда а́нцӏила
846,hundert::NUM,hundra,нусго
847,tausend::NUM,tusen,азарго
848,und::CNJ,och,ва
849,und::CNJ,och,-ги
850,oder::CNJ,eller,ялъуни
851,stehen::V,stå,бахъунчӏезе
852,sitzen::V,sitta,гӏодов чӏезе
853,liegen::V,ligga,бегизе
854,hängen::V,hänga,базе
855,werden::V,bli,бахъине
856,passieren::V,ske,лъугьине
857,passieren::V,ske,лъугьа-бахъине
858,passieren::V,hända,лъугьине
859,passieren::V,hända,лъугьа-бахъине
860,beginnen::V,börja,байбихьизе
861,enden::V,ända,лъугӏизе
862,wechseln::V,växla,хиса-басизе
863,wechseln::V,växla,хисизе
864,aufgehen[Sonne]::V,gå upp,баккизе
865,untergehen[Sonne]::V,gå ned,щинкӏизе
866,scheinen[Sonne]::V,skina,къалъ-къалъизе
867,donnern::V,dundra,гъугъазе
868,wehen::V,blåsa,пуйзе
869,strömen::V,forsa,чвахизе
870,strömen::V,strömma,чвахизе
871,fließen::V,flyta,чвахизе
872,sich drehen::V,snurra,сверизе
873,schwanken::V,vackla,хьвагӏезе
874,schwanken::V,vackla,багъа-бачаризе
875,schwingen::V,svinga,щвартӏезе
876,fallen::V,falla,бортизе
877,brennen::V,brinna,рекӏине
878,rauchen::V,ryka,кӏкӏуй буризе
879,regnen::V,regna,базе
880,gefrieren::V,frysa,гӏу́низе
881,tauen::V,töa,биаризе
882,schmelzen::V,smälta,биине
883,trocknen::V,torka,бакъвазе
884,sieden::V,koka,гьалдезе
885,sieden::V,sjuda,гьалдезе
886,faulen::V,ruttna,махӏцине
887,verfaulen::V,ruttna,туризе
888,reißen::V,brista,бихъизе
889,versinken::V,sjunka,гъанкъизе
890,vergehen::V,förgå,базе
891,vergehen::V,förgå,бахъизе
892,vergehen::V,förgå,ине
893,erscheinen::V,synas,баккизе
894,erscheinen::V,visa sig,баккизе
895,verschwinden::V,försvinna,къине
896,verschwinden::V,försvinna,билизе
897,sinken::V,sjunka,гӏодо́бе ккезе
898,abnehmen::V,avta,тӏаса камизе
899,abnehmen::V,minskas,тӏаса камизе
900,zunehmen::V,tilltaga,гӏемерлъизе
901,steigen::V,stiga,бахине
902,wachsen::V,växa,кӏодолъизе
903,glänzen::V,glimma,цӏвакизе
904,funkeln::V,tindra,паркъезе
905,funkeln::V,gnistra,паркъезе
906,lärmen::V,bråka,хъудизе
907,lärmen::V,bråka,чӏиргъдизе
908,lärmen::V,väsnas,хъудизе
909,lärmen::V,väsnas,чӏиргъдизе
910,läuten::V,ringa,кьабизе
911,klingeln::V,ringa,кьабизе
912,klirren::V,klirra,зваргъизе
913,brausen::V,brusa,гьалаглъизе
914,rauschen::V,susa,шуршудизе
915,klingen::V,låta,бахъине
916,klingen::V,klinga,бахъине
917,bellen::V,skälla,гъанчдезе
918,heulen::V,yla,рурудизе
919,heulen::V,tjuta,рурудизе
920,blasen::V,blåsa,гьохьизе
921,pfeifen::V,vissla,гьещтӏезе
922,schreien::V,skrika,ахӏизе
923,schreien::V,skrika,ахӏдезе
924,stöhnen::V,stöna,зигардизе
925,zittern::V,darra,дарран
926,zittern::V,darra,гьаргьадизе
927,zittern::V,skälva,дарран
928,zittern::V,skälva,гьаргьадизе
929,leben::V,leva,бетӏербахъизе
930,geboren werden::V,födas,лъугьине
931,atmen::V,andas,хӏухьел биччазе
932,trinken::V,dricka,гьекъезе
933,essen::V,äta,квине
934,essen::V,äta,кваназе
935,schlucken::V,svälja,кӏкӏвине
936,schlucken::V,svälja,къулчӏизе
937,müde werden::V,tröttna,сваказе
938,einschlafen::V,somna,кьижизе
939,einschlafen::V,somna,гъапуллъизе
940,schlafen::V,sova,кьижизе
941,aufwachen::V,vakna,бигьине
942,aufstehen::V,stiga upp,бахъине
943,aufstehen::V,stiga upp,тӏадебахъине
944,sich erholen::V,repa sig,хьи бахъизе
945,sich erholen::V,repa sig,хӏалхьи гьабизе
946,sich erholen::V,hämta sig,хьи бахъизе
947,sich erholen::V,hämta sig,хӏалхьи гьабизе
948,krank werden::V,insjukna,унтизе
949,krank sein::V,vara sjuk,унтизе
950,schmerzen::V,smärta,унтизе
951,schmerzen::V,göra ont,унтизе
952,husten::V,hosta,хъегӏизе
953,genesen::V,tillfriskna,лъилъизе
954,sterben::V,dö,хвезе
955,umkommen::V,omkomma,гьалаглъизе
956,sich bewegen::V,röra sig,багъаризе
957,sich bewegen::V,röra sig,багъаргъизе
958,sich rühren::V,röra på sig,багъаризе
959,sich erheben::V,resa sig,тӏадебахъине
960,sich erheben::V,resa sig,бахъине
961,sich setzen::V,sätta sig,гӏодов чӏезе
962,hinfallen::V,falla omkull,щапизе
963,laufen::V,löpa,хьвадизе
964,schreiten::V,skrida,чӏезе
965,spazierengehen::V,promenera,тира-сверизе
966,eilen::V,ila,ракӏхӏалакине
967,eilen::V,ila,дуризе
968,sich beeilen::V,skynda sig,дуризе
969,sich beeilen::V,skynda sig,гӏедегӏизе
970,sausen::V,susa,тӏуризе
971,rennen::V,löpa,бекеризе
972,rennen::V,springa,бекеризе
973,springen::V,hoppa,кӏанцӏизе
974,klettern::V,klättra,хархадизе
975,schaukeln::V,gunga,гьерщезе
976,kriechen::V,kräla,хъурщизе
977,schwimmen::V,simma,лъедезе
978,tauchen::V,dyka,букъардизе
979,rudern::V,ro,хазе
980,fahren::V,köra,ине
981,fliegen::V,flyga,боржине
982,gehen::V,gå,ине
983,weggehen::V,gå bort,ине
984,abfahren::V,resa,къокъине
985,abfahren::V,avresa,къокъине
986,anhalten::V,stanna,чӏезе
987,anhalten::V,stanna,тархъизе
988,anhalten::V,stanna,лъалхъизе
989,hineingehen::V,gå in,тӏаделъугьине
990,eintreten::V,träda in,лъугьине
991,kommen::V,komma,бачӏине
992,ankommen::V,ankomma,щвезе
993,ankommen::V,ankomma,тӏадебачӏине
994,zurückkommen::V,återkomma,тадбуссине
995,zurückkommen::V,återkomma,тӏадбуссине
996,bleiben::V,bli,чӏезе
997,bleiben::V,bli,хутӏизе
998,bleiben::V,förbli,чӏезе
999,bleiben::V,förbli,хутӏизе
1000,warten::V,vänta,чӏезе
1001,erwarten::V,vänta,балагьизе
1002,suchen::V,leta,балагьизе
1003,finden::V,finna,батизе
1004,versuchen::V,försöka,хӏалбихьизе
1005,vorbereiten::V,förbereda,хӏадурлъизабизе
1006,lieben::V,älska,балай бегьизе
1007,mögen::V,tycka om,бокьизе
1008,lachen::V,skratta,белъизе
1009,rühren::V,röra,
1010,weinen::V,gråta,гӏодизе
1011,schimpfen::V,skälla,гъанчдезе
1012,sich ärgern::V,förargas,вагъизе
1013,sich ärgern::V,förargas,ццида́хине
1014,sich fürchten::V,vara rädd,хӏинкъизе
1015,fürchten::V,frukta,беркъазе
1016,fürchten::V,frukta,хӏинкъа-къазе
1017,fliehen::V,fly,лъутизе
1018,fliehen::V,rymma,лъутизе
1019,flüchten::V,fly,лъутизе
1020,sehen::V,se,бихьизе
1021,anschauen::V,se på,бертӏамизе
1022,anschauen::V,se på,балагьизе
1023,anschauen::V,betrakta,бертӏамизе
1024,anschauen::V,betrakta,балагьизе
1025,ansehen::V,åse,бала-гъалагьизе
1026,hören::V,höra,рагӏизе
1027,zuhören::V,höra på,гӏенеккизе
1028,zuhören::V,lyssna till,гӏенеккизе
1029,probieren::V,smaka,кӏалдиб хъва́зе
1030,probieren::V,smaka,чӏамизе
1031,probieren::V,smaka på,кӏалдиб хъва́зе
1032,probieren::V,smaka på,чӏамизе
1033,riechen::V,lukta,су́нтӏизе
1034,fühlen::V,känna,чӏвазе
1035,scheinen::V,verka,
1036,scheinen::V,tyckas,
1037,zu sehen sein::V,synas,бихьизе
1038,zu sehen sein::V,kunna ses,бихьизе
1039,vernehmen::V,få veta,рагӏизе
1040,vernehmen::V,förnimma,рагӏизе
1041,frieren::V,frysa,цӏорозе
1042,tun::V,göra,гьабизе
1043,können::V,kunna,кӏвезе
1044,können::V,kunna,лъазе
1045,wollen::V,vilja,бокьизе
1046,anfangen::V,börja,байбихьизе
1047,beenden::V,avsluta,тӏубазабизе
1048,beenden::V,avsluta,лъугӏизабизе
1049,aufhören::V,sluta,бахъизе
1050,aufhören::V,upphöra,бахъизе
1051,gelingen::V,lyckas,бахъизе
1052,geraten::V,bli,бахъизе
1053,öffnen::V,öppna,рагьизе
1054,schließen::V,låsa,къазе
1055,schließen::V,stänga,къазе
1056,stellen::V,ställa,чӏвазе
1057,setzen::V,sätta,рекӏинабизе
1058,setzen::V,sätta,гӏодор чӏезаризе
1059,legen::V,lägga,лъезе
1060,berühren::V,beröra,хъвазе
1061,verbinden::V,förbinda,хьухьине
1062,verbinden::V,förbinda,бухьине
1063,bedecken::V,täcka,кквезе
1064,bedecken::V,betäcka,кквезе
1065,aufhängen::V,hänga,базе
1066,aufhängen::V,hänga upp,базе
1067,anzünden::V,tända,бакизе
1068,anzünden::V,tända,рекӏинабизе
1069,anzünden::V,antända,бакизе
1070,anzünden::V,antända,рекӏинабизе
1071,anzünden::V,tända på,бакизе
1072,anzünden::V,tända på,рекӏинабизе
1073,aufheben::V,lyfta,
1074,zurücklassen::V,lämna,тезе
1075,zurücklassen::V,efterlämna,тезе
1076,verlieren::V,mista,билизабизе
1077,verlieren::V,förlora,билизабизе
1078,fallen lassen::V,tappa,бортизабизе
1079,fallen lassen::V,släppa,бортизабизе
1080,machen::V,göra,гьабизе
1081,herstellen::V,tillverka,гьабизе
1082,herstellen::V,tillverka,хӏадурлъизабизе
1083,herstellen::V,framställa,гьабизе
1084,herstellen::V,framställa,хӏадурлъизабизе
1085,bauen::V,bygga,базе
1086,bauen::V,bygga,гьабизе
1087,reparieren::V,reparera,къачӏазе
1088,verbessern::V,rätta,лъикӏлъизабизе
1089,verbessern::V,förbättra,лъикӏлъизабизе
1090,ändern::V,ändra,хисизабизе
1091,ändern::V,förändra,хисизабизе
1092,graben::V,gräva,бухъизе
1093,beugen::V,böja,хьетӏизабизе
1094,biegen::V,böja,гьетӏизабизе
1095,biegen::V,kröka,гьетӏизабизе
1096,drehen::V,vrida,тиризабизе
1097,drehen::V,vrida,свердизабизе
1098,wenden::V,vända,бегизе
1099,umdrehen::V,vrida om,бегизе
1100,umdrehen::V,vrida om,бега-битӏизе
1101,heben::V,häva,борхизе
1102,hochheben::V,lyfta,борхалъизабизе
1103,hochheben::V,lyfta,борхизе
1104,ergreifen::V,gripa,кквезе
1105,halten::V,hålla,кквезе
1106,drücken::V,trycka,къазе
1107,drücken::V,trycka,къанцӏу́зе
1108,drücken::V,trycka,къвал ба́зе
1109,schieben::V,skjuta,хъилдизе
1110,kratzen::V,riva,хачазе
1111,kratzen::V,skrapa,хачазе
1112,lecken::V,slicka,чӏикӏизе
1113,beißen::V,bita,хӏанчӏизе
1114,beißen::V,bita,хӏанчӏизабизе
1115,abreißen::V,slita_av,тӏезе
1116,abreißen::V,slita_av,тӏезабизе
1117,abreißen::V,riva_av,тӏезе
1118,abreißen::V,riva_av,тӏезабизе
1119,abschneiden::V,skära av,къотӏизе
1120,binden::V,binda,бухьине
1121,stecken::V,sticka,къазабизе
1122,brechen::V,bryta,бекизе
1123,brechen::V,brista,бекизе
1124,klopfen::V,banka,дванкезе
1125,klopfen::V,klappa,дванкезе
1126,hauen::V,hugga,базе
1127,kleben::V,klistra,бацӏцӏине
1128,reiben::V,gnida,хачазе
1129,streichen::V,smörja,бахине
1130,streichen::V,smörja,жужазе
1131,schleifen::V,slipa,лъухьизе
1132,schneiden::V,skära,къотӏизе
1133,schneiden::V,klippa,къотӏизе
1134,rütteln::V,skaka,багъа-бачаризабизе
1135,schütteln::V,rista,кӏобокӏизе
1136,schwenken::V,svänga,гьесадизе
1137,schwenken::V,svänga,хьвагӏезабизе
1138,schütten::V,hälla,тӏезе
1139,füllen::V,fylla,цӏезабизе
1140,einwickeln::V,slå in,жемизе
1141,einwickeln::V,veckla in,жемизе
1142,tragen::V,bära,баччизе
1143,schleppen::V,släpa,бехъерхъизе
1144,ziehen::V,dra,цӏазе
1145,aufbewahren::V,förvara,цӏунизе
1146,aufbewahren::V,ta vara på,цӏунизе
1147,werfen::V,kasta,рехизе
1148,fangen::V,fånga,кквезе
1149,packen::V,gripa,кквезе
1150,packen::V,gripa tag,кквезе
1151,verstecken::V,gömma,бахчизе
1152,teilen::V,dela,бикьизе
1153,schicken::V,skicka,битӏизе
1154,bringen::V,bringa,баччизе
1155,hinzufügen::V,tillägga,жубазе
1156,bekommen::V,få,щвезе
1157,bekommen::V,erhålla,щвезе
1158,erhalten::V,få,щвезе
1159,erhalten::V,få,босизе
1160,erhalten::V,erhålla,щвезе
1161,erhalten::V,erhålla,босизе
1162,nehmen::V,ta,босизе
1163,nehmen::V,taga,босизе
1164,wählen::V,välja,бищизе
1165,auswählen::V,utvälja,тӏасабищизе
1166,bewahren::V,bevara,цӏунизе
1167,behindern::V,hindra,квекӏен гьабизе
1168,behindern::V,förhindra,квекӏен гьабизе
1169,verderben::V,förstöra,хвезабизе
1170,beschädigen::V,skada,галгъазабизе
1171,zerbrechen::V,bryta isär,щущазабизе
1172,zerbrechen::V,bryta sönder,щущазабизе
1173,zerreißen::V,riva sönder,бихъизе
1174,zerreißen::V,slita sönder,бихъизе
1175,zerstören::V,förstöra,биххизабизе
1176,verbrennen::V,bränna,бухӏизе
1177,verbrennen::V,bränna upp,бухӏизе
1178,geben::V,ge,кьезе
1179,reichen::V,räcka,кьезе
1180,schenken::V,skänka,кьезе
1181,versprechen::V,lova,назру гьабизе
1182,wünschen::V,önska,бокьизе
1183,loben::V,lova,беццизе
1184,loben::V,lova,бецца-бекъизе
1185,loben::V,beröma,беццизе
1186,loben::V,beröma,бецца-бекъизе
1187,küssen::V,pussa,баизе
1188,wiegen::V,vagga,чӏучӏадизабизе
1189,zudecken::V,täcka,тӏадбигъине
1190,wecken::V,väcka,бигьинабизе
1191,zeigen::V,visa,бихьизабизе
1192,führen::V,föra,бачине
1193,lehren::V,lära,малъизе
1194,lehren::V,lära,цӏализабизе
1195,unterrichten::V,undervisa,цӏализабизе
1196,aufziehen::V,uppfostra,гӏезабизе
1197,leiten::V,leda,нухмалъи гьабизе
1198,antreiben::V,driva på,гӏедегӏизабизе
1199,lassen::V,få att,
1200,einladen::V,bjuda,ахӏизе
1201,einladen::V,bjuda,тӏадеахӏизе
1202,einladen::V,inbjuda,ахӏизе
1203,einladen::V,inbjuda,тӏадеахӏизе
1204,vereinigen::V,förena,цолъизабизе
1205,besuchen::V,besöka,баккизе
1206,besuchen::V,besöka,хьвадизе
1207,treffen::V,möta,дандчӏвазе
1208,treffen::V,träffa,дандчӏвазе
1209,sich versammeln::V,församla sig,данделъизе
1210,sich versammeln::V,församla sig,бакӏаризе
1211,spielen::V,leka,басандизе
1212,spielen::V,spela,басандизе
1213,singen::V,sjunga,ахӏизе
1214,tanzen::V,dansa,кьурдизе
1215,sich trennen::V,skiljas,батӏалъизе
1216,verlassen::V,lämna,тезе
1217,verlassen::V,lämna,рехунтезе
1218,verlassen::V,överge,тезе
1219,verlassen::V,överge,рехунтезе
1220,retten::V,rädda,хвасар гьабизе
1221,retten::V,rädda,хвасарлъизабизе
1222,bewachen::V,bevaka,цӏунизе
1223,schützen::V,skydda,цӏунизе
1224,schützen::V,beskydda,цӏунизе
1225,verteidigen::V,försvara,цӏунизе
1226,sich schlagen::V,slåss,багъизе
1227,schießen::V,skjuta,речӏчӏизе
1228,siegen::V,segra,бергьине
1229,ärgern::V,förarga,вагъизавизе
1230,schlagen::V,slå,кьабизе
1231,treten::V,sparka,мал тункизе
1232,stechen::V,sticka,къазабизе
1233,stoßen::V,stöta,тункизе
1234,stoßen::V,stöta,хъилдизе
1235,stehlen::V,stjäla,щинкӏизабизе
1236,stören::V,störa,квекӏен гьабизе
1237,stören::V,störa,татубахъи гьабизе
1238,belästigen::V,genera,рахӏатхвезабизе
1239,belästigen::V,besvära,рахӏатхвезабизе
1240,verbergen::V,dölja,бахчизе
1241,verbergen::V,dölja,балъго тезе
1242,täuschen::V,vilseleda,божуда рекӏкӏ гьабизе
1243,täuschen::V,vilseleda,гуккизе
1244,betrügen::V,bedra,хӏилла гьабизе
1245,betrügen::V,bedra,сандирахълъи гьабизе
1246,töten::V,döda,чӏвазе
1247,wohnen::V,bo,яшав гьабизе
1248,arbeiten::V,arbeta,хӏалтӏизе
1249,sammeln::V,samla,бакӏаризе
1250,pflücken::V,plocka,бетӏизе
1251,jagen::V,jaga,чан гьабизе
1252,fischen::V,fiska,ччугӏа кквезе
1253,fassen::V,fånga,кквезе
1254,hüten::V,vakta,кваназабизе
1255,treiben::V,driva,гъезе
1256,anbinden::V,binda fast,бухьине
1257,füttern::V,fodra,кваназабизе
1258,melken::V,mjölka,бечӏчӏизе
1259,hacken::V,hacka,чӏвазе
1260,gießen::V,hälla,лъалъазе
1261,gießen::V,vattna,лъалъазе
1262,reifen::V,mogna,барщизе
1263,zubereiten::V,tillaga,бежа-белъине
1264,zubereiten::V,tillreda,бежа-белъине
1265,kochen::V,koka,белъине
1266,backen::V,baka,базе
1267,braten::V,steka,бежизе
1268,umrühren::V,röra om,багъаризе
1269,stricken::V,sticka,хьухьине
1270,nähen::V,sy,букъизе
1271,färben::V,färga,кьер гьабизе
1272,reinigen::V,rensa,бацӏцӏине
1273,reinigen::V,rengöra,бацӏцӏине
1274,waschen::V,tvätta,чуризе
1275,abwischen::V,torka av,бацӏцӏине
1276,spülen::V,spola,хулизе
1277,spülen::V,skölja,хулизе
1278,fegen::V,feja,лъухьизе
1279,kehren::V,sopa,лъухьизе
1280,baden::V,bada,чордезе
1281,sich waschen::V,tvätta sig,
1282,ausziehen::V,ta av,бахъизе
1283,anziehen::V,ta på,ретӏине
1284,sich anziehen::V,klä på sig,ретӏине
1285,kämmen::V,kamma,хазе
1286,schmücken::V,pynta,чӏухӏизабизе
1287,schmücken::V,smycka,чӏухӏизабизе
1288,sagen::V,säga,бицине
1289,sprechen::V,tala,бицине
1290,reden::V,tala,гаргадизе
1291,reden::V,prata,гаргадизе
1292,sich unterhalten::V,prata,гаргадизе
1293,fragen::V,fråga,цӏехезе
1294,fragen::V,fråga,гьикъизе
1295,fragen::V,spörja,цӏехезе
1296,fragen::V,spörja,гьикъизе
1297,bitten::V,be,гьаризе
1298,erzählen::V,berätta,бицине
1299,mitteilen::V,meddela,лъазабизе
1300,nennen::V,kalla,цӏар лъезе
1301,rufen::V,ropa,ахӏизе
1302,prahlen::V,pråla,беццаризе
1303,prahlen::V,skryta,беццаризе
1304,übersetzen::V,tolka,буссинабизе
1305,übersetzen::V,översätta,буссинабизе
1306,denken::V,tänka,ургъизе
1307,glauben::V,tro,божизе
1308,bemerken::V,uppmärksamma,берречӏчӏизе
1309,bemerken::V,lägga märke till,берречӏчӏизе
1310,erkennen::V,känna igen,лъазе
1311,erkennen::V,känna igen,батӏаго бахъизе
1312,begreifen::V,begripa,бичӏчӏизе
1313,verstehen::V,förstå,
1314,lernen::V,lära sig,цӏализе
1315,wissen::V,veta,лъазе
1316,sich erinnern an::V,minnas,ракӏалде щвезе
1317,sich erinnern an::V,komma ihåg,ракӏалде щвезе
1318,vergessen::V,glömma,кӏочене
1319,messen::V,mäta,борцине
1320,zählen::V,räkna,рикӏкӏине
1321,rechnen::V,räkna,рикӏкӏине
1322,lesen::V,läsa,цӏализе
1323,malen::V,måla,бахъизе
1324,zeichnen::V,teckna,бахъизе
1325,schreiben::V,skriva,хъвазе
1326,besitzen::V,äga,щвезе
1327,besitzen::V,äga,бу́кӏине
1328,besitzen::V,besitta,щвезе
1329,besitzen::V,besitta,бу́кӏине
1330,kaufen::V,köpa,босизе
1331,verkaufen::V,sälja,бичизе
1332,bezahlen::V,betala,кьезе
1333,zahlen::V,betala,кьезе
1334,beherrschen::V,behärska,
1335,ertragen::V,tåla,баччизе
1336,ertragen::V,uthärda,баччизе
