,Concept_ID,eu,ka
145,Ufer::N,bazter,კიდე
146,Ufer::N,bazter,ნაპირი
147,Küste::N,itsasalde,ნაპირი
148,Festland::N,lehor,ხმელეთი
149,Meer::N,itsaso,ზღვა
150,Bucht::N,golko,ყურე
151,Insel::N,irla,კუნძული
152,Insel::N,uharte,კუნძული
153,Blume::N,lili,ყვავილი
154,Gras::N,belar,ბალახი
155,Wurzel::N,zuztar,ძირი
156,Wurzel::N,zuztar,ფესვი
157,Wurzel::N,sustrai,ძირი
158,Wurzel::N,sustrai,ფესვი
159,Baum::N,zuhaitz,ხე
160,Stamm::N,enbor,ტანი
161,Rinde::N,azal,ქერქი
162,Ast::N,adar,ტოტი
163,Zweig::N,abar,შტო
164,Blatt::N,hosto,ფოთოლი
165,Birke::N,urki,არყი
166,Kiefer[Baum]::N,ler,ფიჭვი
167,Weide[Baum]::N,zume,ტირიფი
168,Weide[Baum]::N,sahats,ტირიფი
169,Tanne::N,izei,ნაძვი
170,Horn::N,adar,რქა
171,Feder::N,luma,ფრთა
172,Feder::N,hegaki,ფრთა
173,Fell::N,ile,ტყავი
174,Fell::N,larru,ტყავი
175,Flügel::N,hego,ფრთა
176,Klaue::N,atzapar,კლანჭი
177,Kralle::N,erpe,ტორი
178,Kralle::N,atzapar,ტორი
179,Schwanz::N,isats,კუდი
180,Schwanz::N,buztan,კუდი
181,Ei::N,arrautza,კვერცხი
182,Nest::N,habia,ბუდე
183,Bau::N,ohantze,სორო
184,Tier::N,abere,ნადირი
185,Tier::N,abere,ცხოველი
186,Tier::N,piztia,ნადირი
187,Tier::N,piztia,ცხოველი
188,Herde::N,saldo,ფარა
189,Herde::N,abere talde,ფარა
190,Kuh::N,behi,ფური
191,Kuh::N,behi,ძროხა
192,Bulle::N,zezen,ხარი
193,Pferd::N,zaldi,რაში
194,Pferd::N,zaldi,ცხენი
195,Schaf::N,ardi,ცხვარი
196,Schwein::N,urde,ღორი
197,Schwein::N,txerri,ღორი
198,Hund::N,txakur,ძაღლი
199,Katze::N,katu,კატა
200,Bär::N,hartz,დათვი
201,Eichhörnchen::N,urtxintxa,ციყვი
202,Elch::N,altze,ცხენ-ირემი
203,Fuchs::N,azeri,მელა
204,Hase::N,erbi,კურდღელი
205,Maus::N,sagu,თაგვი
206,Wolf::N,otso,მგელი
207,Vogel::N,txori,ჩიტი
208,Vogel::N,txori,ფრინველი
209,Vogel::N,hegazti,ჩიტი
210,Vogel::N,hegazti,ფრინველი
211,Schwarm::N,aldra,გუნდი
212,Huhn::N,oilo,დედალი
213,Hahn::N,oilar,მამალი
214,Gans::N,antzara,ბატი
215,Adler::N,arrano,არწივი
216,Ente::N,ahate,იხვი
217,Eule::N,hontza,ბუ
218,Kranich::N,kurrilo,წერო
219,Krähe::N,bele,ყვავი
220,Kuckuck::N,kuku,გუგული
221,Schwan::N,beltxarga,გედი
222,Fisch::N,arrain,თევზი
223,Barsch::N,perka,ქორჭილა
224,Hecht::N,lutxo,ქარიყლაპია
225,Schlange[Tier]::N,suge,გველი
226,Wurm::N,har,ჭია
227,Spinne::N,armiarma,ობობა
228,Ameise::N,inurri,ჭიანჭველა
229,Laus::N,zorri,ტილი
230,Laus::N,zorri,მკბენარი
231,Mücke::N,eltxo,კოღო
232,Fliege::N,euli,ბუზი
233,Schmetterling::N,pinpirin,პეპელა
234,Schmetterling::N,tximeleta,პეპელა
235,Beere::N,baia,კენკრა
236,Apfel::N,sagar,ვაშლი
237,Pilz::N,onddo,სოკო
238,Pilz::N,perretxiko,სოკო
239,Zwiebel::N,tipula,ხახვი
240,Saat::N,haziak,თესლი
241,Korn::N,ale,მარცვალი
242,Korn::N,pikor,მარცვალი
243,Heu::N,belar ondu,თივა
244,Schale::N,azal,ჩენჩო
245,Grube::N,hobi,ორმო
246,Falle::N,harrapagailu,ხაფანგი
247,Schlinge::N,bilur,მახე
248,Schlinge::N,xedera,მახე
249,Spur::N,lorratz,კვალი
250,Asche::N,errauts,ფერფლი
251,Dreck::N,satsukeria,ტალახი
252,Dreck::N,satsukeria,სიბინძურე
253,Eisen::N,burdina,რკინა
254,Gold::N,urre,ოქრო
255,Gold::N,urregorri,ოქრო
256,Silber::N,zilar,ვერცხლი
257,Silber::N,urrezuri,ვერცხლი
258,Kohle::N,ikatz,ნახშირი
259,Glas::N,beira,მინა
260,Lehm::N,buztin,თიხა
261,Sand::N,harea,ქვიშა
262,Sand::N,hondar,ქვიშა
263,Mensch::N,gizaki,ადამიანი
264,Mann::N,gizon,კაცი
265,Frau::N,andere,ქალი
266,Frau::N,emakume,ქალი
267,Kind::N,haur,ბავშვი
268,Junge::N,mutil,ვაჟი
269,Mädchen::N,neska,გოგო
270,Familie::N,sendi,ოჯახი
271,Familie::N,familia,ოჯახი
272,Großvater::N,aitona,პაპა
273,Großvater::N,aitona,ბაბუა
274,Großvater::N,aitatxi,პაპა
275,Großvater::N,aitatxi,ბაბუა
276,Großmutter::N,amona,ბებია
277,Großmutter::N,amona,დიდედა
278,Großmutter::N,amatxi,ბებია
279,Großmutter::N,amatxi,დიდედა
280,Eltern::N,gurasoak,მშობლები
281,Vater::N,aita,მამა
282,Mutter::N,ama,დედა
283,Sohn::N,seme,ვაჟიშვილი
284,Tochter::N,alaba,ქალიშვილი
285,Bruder::N,neba,ძმა
286,Bruder::N,anaia,ძმა
287,Schwester::N,ahizpa,და
288,Onkel::N,osaba,ბიძა
289,Tante::N,izeba,დეიდა
290,Tante::N,izeba,მამიდა
291,Ehemann::N,senar,ქმარი
292,Ehefrau::N,emazte,ცოლი
293,Freude::N,poz,სიხარული
294,Freude::N,pozkari,სიხარული
295,Gelächter::N,barre,სიცილი
296,Gelächter::N,karkara,სიცილი
297,Glück::N,zori,ბედნიერება
298,Kummer::N,xangrin,მწუხარება
299,Kummer::N,atsekabe,მწუხარება
300,Wunsch::N,nahi,წადილი
301,Wunsch::N,nahi,სურვილი
302,Wunsch::N,nahikunde,წადილი
303,Wunsch::N,nahikunde,სურვილი
304,Lust::N,gogo,წადილი
305,Geist::N,gogo,სული
306,Gedanke::N,gogoeta,ფიქრი
307,Gedächtnis::N,oroimen,მეხსიერება
308,Gedächtnis::N,gogoramen,მეხსიერება
309,Verstand::N,adimen,ჭკუა
310,Verstand::N,adimen,გონება
311,Verstand::N,ulermen,ჭკუა
312,Verstand::N,ulermen,გონება
313,Sinn::N,zentzu,მნიშვნელობა
314,Grund::N,zergati,მიზეზი
315,Wahrheit::N,egia,სიმართლე
316,Wahrheit::N,egia,ჭეშმარიტება
317,Gespräch::N,hizketa,ბაასი
318,Gespräch::N,hizketa,საუბარი
319,Gespräch::N,elkarrizketa,ბაასი
320,Gespräch::N,elkarrizketa,საუბარი
321,Märchen::N,ipuin,არაკი
322,Märchen::N,ipuin,ზღაპარი
323,Erzählung::N,edesti,თქმულება
324,Erzählung::N,kontakizun,თქმულება
325,Nachricht::N,albiste,ცნობა
326,Nachricht::N,albiste,ამბავი
327,Neuigkeit::N,berri,სიახლე
328,Name::N,izen,სახელი
329,Rätsel::N,asmakizun,გამოცანა
330,Rede::N,hitzaldi,სიტყვა
331,Rede::N,mintzaldi,სიტყვა
332,Sprache::N,hizkuntza,ენა
333,Stimme::N,ahots,ხმა
334,Wort::N,hitz,სიტყვა
335,Zeichen::N,agerbide,ნიშანი
336,Zeichen::N,agergarri,ნიშანი
337,Ruf::N,dei,ძახილი
338,Lärm::N,zarata,ხმაური
339,Lärm::N,harrabots,ხმაური
340,Laut::N,hots,ხმა
341,Laut::N,hots,ბგერა
342,Ton::N,tonu,ტონი
343,Ton::N,soinu,ტონი
344,Lied::N,abesti,სიმღერა
345,Ruhe::N,nasaitasun,სიწყნარე
346,Leute::N,jende,ადამიანები
347,Volk::N,herri,ერი
348,Volk::N,herri,ხალხი
349,Volk::N,populu,ერი
350,Volk::N,populu,ხალხი
351,Arbeit::N,lan,მუშაობა
352,Gast::N,arrotz,სტუმარი
353,Gast::N,apopilo,სტუმარი
354,Geschenk::N,opari,საჩუქარი
355,Spiel::N,jolas,თამაში
356,Gesellschaft::N,gizarte,საზოგადოება
357,Hilfe::N,helpide,შველა
358,Hilfe::N,helpide,დახმარება
359,Hilfe::N,laguntza,შველა
360,Hilfe::N,laguntza,დახმარება
361,Freund::N,lagun,მეგობარი
362,Kamerad::N,adiskide,ამხანაგი
363,Kamerad::N,lagunkide,ამხანაგი
364,Angelegenheit::N,afera,საქმე
365,Anzahl::N,kopuru,ოდენობა
366,Art::N,mota,სახეობა
367,Stück::N,puska,ნატეხი
368,Teil::N,atal,წილი
369,Hälfte::N,erdi,ნახევარი
370,Kreis::N,biribilki,წრე
371,Kreuz::N,gurutze,ჯვარი
372,Linie::N,linea,ხაზი
373,Strich::N,marra,შტრიხი
374,Abstand::N,tarte,მანძილი
375,Entfernung::N,urrunera,სიშორე
376,Gegend::N,alderdi,არე
377,Gegend::N,alderdi,მხარე
378,Gegend::N,eskualde,არე
379,Gegend::N,eskualde,მხარე
380,Platz::N,leku,ფართობი
381,Ort::N,toki,ადგილი
382,Seite::N,albo,მხარე
383,Mitte::N,erdi,შუა
384,Gegenstand::N,gauzaki,საგანი
385,Sache::N,gauza,ნივთი
386,Rand::N,ertz,კიდე
387,Kante::N,ertz,ნაწიბული
388,Ecke::N,kantoi,კუთხე
389,Spitze::N,punta,წვეტი
390,Ende::N,buru,ბოლო
391,Ende::N,mutur,ბოლო
392,Loch::N,zulo,ხვრელი
393,Winkel::N,zoko,კუთხე
394,Winkel::N,bazter,კუთხე
395,Muster::N,eredu,მოხატულობა
396,Muster::N,marrazki,მოხატულობა
397,Größe::N,kaizu,ზომა
398,Größe::N,kaizu,სიდიდე
399,Größe::N,tamaina,ზომა
400,Größe::N,tamaina,სიდიდე
401,Länge::N,luzera,სიგრძე
402,Höhe::N,goiera,სიმაღლე
403,Höhe::N,garaiera,სიმაღლე
404,Gewicht::N,hazta,წონა
405,Menge::N,kopuru,რაოდენობა
406,Haufen::N,pila,გროვა
407,Haufen::N,mendoi,გროვა
408,Reihe::N,ilara,რიგი
409,Reihe::N,ilara,წყება
410,Reihe::N,errenkada,რიგი
411,Reihe::N,errenkada,წყება
412,Boot::N,potin,გემი
413,Boot::N,txalupa,გემი
414,Ruder::N,arraun,ხოფი
415,Ruder::N,arraun,ნიჩაბი
416,Schlitten::N,lera,მარხილი
417,Schlitten::N,narra,მარხილი
418,Ski::N,eski,თხილამური
419,Lagerfeuer::N,su,კოცონი
420,Last::N,zama,ტვირთი
421,Last::N,karga,ტვირთი
422,Gang::N,ibilera,სვლა
423,Schritt::N,pauso,ბიჯი
424,Schritt::N,urrats,ბიჯი
425,Norden::N,ipar,ჩრდილოეთი
426,Norden::N,iparralde,ჩრდილოეთი
427,Süden::N,hego,სამხრეთი
428,Süden::N,hegoalde,სამხრეთი
429,Westen::N,sartalde,დასავლეთი
430,Westen::N,mendebalde,დასავლეთი
431,Osten::N,ekialde,აღმოსავლეთი
432,Osten::N,sortalde,აღმოსავლეთი
433,Holz::N,zur,ხე
434,Brett::N,ohol,დაფა
435,Brett::N,ohol,ფიცარი
436,Platte::N,lauza,თლილი ქვა
437,Stütze::N,irozgarri,საყრდენი
438,Stütze::N,bermagailu,საყრდენი
439,Stange::N,haga,ჭოკი
440,Stock::N,makila,კეტი
441,Stab::N,makila,ლატანი
442,Rohr::N,hodi,მილაკი
443,Haus::N,etxe,სახლი
444,Heim::N,etxe,ოჯახის კერა
445,Heim::N,etxaleku,ოჯახის კერა
446,Ofen::N,berogailu,ღუმელი
447,Fußboden::N,zoru,იატაკი
448,Tisch::N,mahai,სუფრა
449,Tisch::N,mahai,მაგიდა
450,Stuhl::N,aulki,სკამი
451,Wiege::N,kuma,აკვანი
452,Wiege::N,sehaska,აკვანი
453,Bett::N,ohe,საწოლი
454,Bett::N,ohe,სარეცელი
455,Bett::N,ohatze,საწოლი
456,Bett::N,ohatze,სარეცელი
457,Regal::N,apalategi,თაროები
458,Kiste::N,kutxa,ყუთი
459,Kiste::N,kutxa,სკივრი
460,Fenster::N,leiho,ფანჯარა
461,Fenster::N,leiho,სარკმელი
462,Tür::N,ate,ბჭე
463,Tür::N,ate,კარი
464,Tor::N,atari,ჭიშკარი
465,Zaun::N,hesi,ღობე
466,Zaun::N,hesi,გალავანი
467,Dach::N,teilatu,სახურავი
468,Leiter::N,zurubi,კიბე
469,Besen::N,erratz,ცოცხი
470,Spaten::N,burdinpala,ნიჩაბი
471,Schaufel::N,pala,ბარი
472,Gabel::N,sardexka,ჩანგალი
473,Löffel::N,koilara,კოვზი
474,Messer::N,aizto,დანა
475,Nagel::N,iltze,ლურსმანი
476,Netz::N,sare,ბადე
477,Haken::N,mako,კავი
478,Haken::N,mako,კაუჭი
479,Griff::N,eskutoki,ტარი
480,Schloss::N,sarraila,კლიტე
481,Schloss::N,sarraila,საკეტი
482,Bild::N,irudi,სურათი
483,Figur::N,figura,ფიგურა
484,Puppe::N,panpina,თოჯინა
485,Puppe::N,andrakila,თოჯინა
486,Beutel::N,zorro,პარკი
487,Bündel::N,azao,გალა
488,Bündel::N,azao,ასხმა
489,Bündel::N,espal,გალა
490,Bündel::N,espal,ასხმა
491,Tasche::N,poltsa,ჩანთა
492,Eimer::N,treska,ჩამჩა
493,Deckel::N,tapa,ხუფი
494,Deckel::N,tapa,სარქველი
495,Deckel::N,estalki,ხუფი
496,Deckel::N,estalki,სარქველი
497,Geschirr::N,baxera,ჭურჭელი
498,Geschirr::N,ontziteria,ჭურჭელი
499,Sack::N,zaku,ტომარა
500,Tasse::N,kikara,ფინჯანი
501,Topf::N,ontzi,ქოთანი
502,Topf::N,lapiko,ქოთანი
503,Kessel::N,pazia,ქვაბი
504,Essen::N,janaldi,ჭამა
505,Nahrung::N,jan,საზრდო
506,Nahrung::N,jan,საკვები
507,Speise::N,jaki,საჭმელი
508,Fleisch::N,okela,ხორცი
509,Fleisch::N,haragi,ხორცი
510,Getreide::N,labore,მარცვლოვანი
511,Brei::N,ahi,ფაფა
512,Brei::N,pure,ფაფა
513,Brot::N,ogi,პური
514,Scheibe::N,xerra,ნაჭერი
515,Scheibe::N,pirripita,ნაჭერი
516,Fett::N,urin,ქონი
517,Fett::N,urin,ცხიმი
518,Fett::N,koipe,ქონი
519,Fett::N,koipe,ცხიმი
520,Butter::N,gurin,კარაქი
521,Öl::N,olio,ზეთი
522,Salz::N,gatz,მარილი
523,Suppe::N,zopa,სუფი
524,Suppe::N,salda,სუფი
525,Honig::N,ezti,თაფლი
526,Milch::N,esne,რძე
527,Tee::N,te,ჩაი
528,Leder::N,larru,ტყავი
529,Wolle::N,artile,მატყლი
530,Stoff::N,ehun,ქსოვილი
531,Nadel::N,orratz,ნემსი
532,Nadel::N,jostorratz,ნემსი
533,Faden::N,hari,ძაფი
534,Faden::N,hari,მკედი
535,Knopf::N,botoi,ღილი
536,Knoten::N,korapilo,ნასკვი
537,Farbe::N,pintura,საღებავი
538,Kleidung::N,arropa,ტანსაცმელი
539,Kleidung::N,jantziak,ტანსაცმელი
540,Hemd::N,atorra,ხალათი
541,Hemd::N,atorra,პერანგი
542,Hemd::N,alkandora,ხალათი
543,Hemd::N,alkandora,პერანგი
544,Kragen::N,idun,საყელო
545,Ärmel::N,mahuka,სახელო
546,Hose::N,prakak,შარვალი
547,Hose::N,galtzak,შარვალი
548,Gürtel::N,gerriko,ქამარი
549,Mütze::N,txano,ქუდი
550,Mütze::N,txapel,ქუდი
551,Schuh::N,oski,ფეხსაცმელი
552,Schuh::N,oinetako,ფეხსაცმელი
553,Stiefel::N,bota,ჩექმა
554,Ring::N,uztai,ბეჭედი
555,Band::N,zinta,ბაფთი
556,Band::N,xingola,ბაფთი
557,Kamm::N,orrazi,სავარცხელი
558,Spiegel::N,mirail,სარკე
559,Riemen::N,uhal,ღვედი
560,Schnur::N,lokailu,ლარი
561,Leine::N,lotura,ჯაჭვი
562,Decke::N,burusi,საბანი
563,Kissen::N,kuxin,ბალიში
564,Tuch::N,zapi,მაუდი
565,Tuch::N,zapi,თავშალი
566,Tuch::N,oihal,მაუდი
567,Tuch::N,oihal,თავშალი
568,Handtuch::N,eskuzapi,ხელსახოცი
569,Handtuch::N,eskuoihal,ხელსახოცი
570,Kraft::N,indar,ძალა
571,Stärke::N,indar,ღონე
572,Gesundheit::N,osasun,ჯანმრთელობა
573,Krankheit::N,eritasun,სენი
574,Krankheit::N,eritasun,ავადმყოფობა
575,Krankheit::N,gaixotasun,სენი
576,Krankheit::N,gaixotasun,ავადმყოფობა
577,Schmerz::N,min,ტკივილი
578,Wunde::N,zauri,იარი
579,Wunde::N,zauri,ჭრილობა
580,Fieber::N,sukar,ციება
581,Arznei::N,osagai,წამალი
582,Arznei::N,sendagai,წამალი
583,Brücke::N,zubi,ხიდი
584,Brunnen::N,putzu,ჭა
585,Weide::N,alha,საძოვარი
586,Weide::N,bazkaleku,საძოვარი
587,Pfad::N,zidor,ბილიკი
588,Pfad::N,bidexka,ბილიკი
589,Weg::N,bide,გზა
590,Straße::N,errepide,შარაგზა
591,Dorf::N,herri,დაბა
592,Dorf::N,herri,სოფელი
593,Stadt::N,hiri,ქალაქი
594,Brief::N,gutun,წერილი
595,Brief::N,eskutitz,წერილი
596,Buch::N,liburu,წიგნი
597,Buchstabe::N,hizki,ასო
598,Zeitung::N,egunkari,გაზეთი
599,Leben::N,bizi,სიცოცხლე
600,Leben::N,bizitza,სიცოცხლე
601,Tod::N,herio,სიკვდილი
602,Tod::N,heriotza,სიკვდილი
603,Grab::N,hobi,სამარე
604,Grab::N,hobi,საფლავი
605,Grab::N,hilobi,სამარე
606,Grab::N,hilobi,საფლავი
607,Kirche::N,eliza,ეკლესია
608,Sünde::N,hoben,ცოდვა
609,Sünde::N,bekatu,ცოდვა
610,Gott::N,jainko,ღმერთი
611,Arbeiter::N,langile,მუშა
612,Arbeiter::N,behargin,მუშა
613,Chef::N,nagusi,გამგე
614,Meister::N,maisu,ოსტატი
615,Arzt::N,osagile,ექიმი
616,Arzt::N,osagile,მკურნალი
617,Arzt::N,sendagile,ექიმი
618,Arzt::N,sendagile,მკურნალი
619,Lehrer::N,irakasle,მასწავლებელი
620,Geld::N,diru,ფული
621,Geschäft::N,negozio,საქმე
622,Geschäft::N,negozio,ბიზნესი
623,Laden::N,denda,დუქანი
624,Laden::N,denda,მაღაზია
625,Laden::N,saltegi,დუქანი
626,Laden::N,saltegi,მაღაზია
627,Preis::N,prezio,ფასი
628,Preis::N,salneurri,ფასი
629,Ware::N,salgai,საქონელი
630,Nutzen::N,onura,ხეირი
631,Nutzen::N,probetxu,ხეირი
632,Reichtum::N,aberastasun,სიმდიდრე
633,Welt::N,ludi,მსოფლიო
634,Welt::N,mundu,მსოფლიო
635,Land::N,herrialde,მხარე
636,Land::N,herrialde,ქვეყანა
637,Staat::N,estatu,სახელმწიფო
638,König::N,errege,მეფე
639,Macht::N,botere,ძლიერება
640,Grenze::N,muga,ზღვარი
641,Krieg::N,guda,ომი
642,Feind::N,etsai,მტერი
643,Feind::N,arerio,მტერი
644,Gewalt::N,bortxa,სისასტიკე
645,Gewalt::N,bortizkeria,სისასტიკე
646,Kampf::N,gudu,ბრძოლა
647,Kampf::N,auska,ბრძოლა
648,Bogen[Waffe]::N,arku,მშვილდი
649,Pfeil::N,gezi,ისარი
650,Pfeil::N,gezi,მახვილი
651,Gewehr::N,fusil,თოფი
652,Gewehr::N,fusil,შაშხანა
653,Fehler::N,huts,შეცდომა
654,Fehler::N,hutsegin,შეცდომა
655,Lüge::N,gezur,სიცრუე
656,Schaden::N,kalte,ვნება
657,Unglück::N,zoritxar,ხიფათი
658,Unglück::N,zoritxar,უბედურება
659,Unglück::N,zorigaitz,ხიფათი
660,Unglück::N,zorigaitz,უბედურება
661,Schuld::N,erru,ბრალი
662,Alter::N,adin,ასაკი
663,Schluss::N,bukaera,ბოლო
664,Schluss::N,bukaera,დასასრული
665,Zeit::N,aldi,დრო
666,Zeit::N,denbora,დრო
667,Tag::N,egun,დღე
668,Morgen::N,goiz,დილა
669,Mittag::N,eguerdi,შუადღე
670,Abend::N,arrats,საღამო
671,Nacht::N,gau,ღამე
672,Woche::N,aste,კვირა
673,Monat::N,hil,თვე
674,Jahr::N,urte,წელი
675,Frühling::N,udalehen,გაზაფხული
676,Sommer::N,uda,ზაფხული
677,Herbst::N,udazken,შემოდგომა
678,Herbst::N,neguantz,შემოდგომა
679,Winter::N,negu,ზამთარი
680,Januar::N,urtarril,იანვარი
681,Februar::N,otsail,თებერვალი
682,März::N,martxo,მარტი
683,April::N,apiril,აპრილი
684,Mai::N,maiatz,მაისი
685,Juni::N,ekain,ივნისი
686,Juli::N,uztail,ივლისი
687,August::N,abuztu,აგვისტო
688,September::N,irail,სექტემბერი
689,Oktober::N,urri,ოქტომბერი
690,November::N,azaro,ნოემბერი
691,Dezember::N,abendu,დეკემბერი
692,Montag::N,astelehen,ორშაბათი
693,Dienstag::N,astearte,სამშაბათი
694,Mittwoch::N,asteazken,ოთხშაბათი
695,Donnerstag::N,ostegun,ხუთშაბათი
696,Freitag::N,ostiral,პარასკევი
697,Samstag::N,larunbat,შაბათი
698,Sonntag::N,igande,კვირა
699,groß::A,handi,დიდი
700,klein::A,txiki,მცირე
701,klein::A,txiki,პატარა
702,lang::A,luze,გრძელი
703,kurz::A,labur,მოკლე
704,breit::A,zabal,ფართო
705,breit::A,zabal,განიერი
706,schmal::A,mehar,ვიწრო
707,schmal::A,mehar,წვრილი
708,dicht::A,sarri,მჭიდრო
709,dicht::A,trinko,მჭიდრო
710,dick[Gegenstand]::A,lodi,სქელი
711,dünn::A,mehe,წვრილი
712,fein::A,fin,თხელი
713,fest::A,tinko,მყარი
714,flach::A,lau,ბრტყელი
715,flach::A,ordoki,ბრტყელი
716,glatt::A,leun,გლუ
717,hart::A,gogor,მაგარი
718,weich::A,bigun,რბილი
719,weich::A,beratz,რბილი
720,rund::A,biribil,მრგვალი
721,spitz::A,puntadun,წვეტიანი
722,scharf::A,zorrotz,მჭრელი
723,stumpf::A,kamuts,ბლაგვი
724,schwer::A,astun,მძიმე
725,schwer::A,pisutsu,მძიმე
726,schön::A,eder,ლამაზი
727,heiß::A,bero,ცხელი
728,heiß::A,oso bero,ცხელი
