,Concept_ID,no,hy
147,Weide[Baum]::N,piletre,ուռենի
148,Tanne::N,gran,եղեւին
149,Horn::N,horn,
150,Feder::N,fjær,փետուր
151,Fell::N,skinn,մորթի
152,Flügel::N,vinge,թեւ
153,Klaue::N,klauv,չանչ
154,Kralle::N,klo,ճանկ
155,Schwanz::N,hale,պոչ
156,Ei::N,egg,ձու
157,Nest::N,rede,բույն
158,Bau::N,hi,որջ
159,Bau::N,hi,բայոց
160,Tier::N,dyr,կենդանի
161,Herde::N,flokk,հոտ
162,Kuh::N,ku,կով
163,Bulle::N,tyr,ցուլ
164,Pferd::N,hest,ձի
165,Schaf::N,får,ոչխար
166,Schwein::N,gris,խոզ
167,Hund::N,hund,շուն
168,Katze::N,katt,կատու
169,Bär::N,bjørn,արջ
170,Eichhörnchen::N,ekorn,սկյուռ
171,Elch::N,elg,հիւսիսային եղջերու
172,Fuchs::N,rev,աղվես
173,Hase::N,hare,նապաստակ
174,Maus::N,mus,մուկ
175,Wolf::N,ulv,գայլ
176,Wolf::N,varg,գայլ
177,Vogel::N,fugl,թռչուն
178,Schwarm::N,sverm,երամ
179,Huhn::N,høne,հավ
180,Hahn::N,hane,աքաղաղ
181,Gans::N,gås,սագ
182,Adler::N,ørn,արծիվ
183,Ente::N,and,բադ
184,Eule::N,ugle,բու
185,Kranich::N,trane,կռունկ
186,Krähe::N,kråke,ագռավ
187,Kuckuck::N,gjøk,կուկու
188,Schwan::N,svane,կարապ
189,Fisch::N,fisk,ձուկ
190,Barsch::N,abbor,պերկես
191,Hecht::N,gjedde,գայլաձուկ
192,Schlange[Tier]::N,orm,օձ
193,Schlange[Tier]::N,slange,օձ
194,Wurm::N,orm,որդ
195,Wurm::N,orm,ճիճու
196,Wurm::N,mark,որդ
197,Wurm::N,mark,ճիճու
198,Spinne::N,edderkopp,սարդ
199,Ameise::N,maur,միջյուն
200,Laus::N,lus,ոջիլ
201,Mücke::N,mygg,մժղուկ
202,Fliege::N,flue,ճանճ
203,Schmetterling::N,sommerfugl,թիթեռ
204,Beere::N,bær,հատապտուղ
205,Apfel::N,eple,խնձոր
206,Pilz::N,sopp,սունկ
207,Zwiebel::N,løk,սոխ
208,Saat::N,sæd,սերմ
209,Korn::N,korn,հատիկ
210,Heu::N,høy,խոտ
211,Schale::N,skall,կեղեւ
212,Grube::N,grop,փոս
213,Falle::N,felle,ծուղակ
214,Schlinge::N,snare,խեղդան
215,Spur::N,spor,հետք
216,Asche::N,aske,մոխիր
217,Dreck::N,møkk,աղտ
218,Dreck::N,skitt,աղտ
219,Eisen::N,jern,երկաթ
220,Gold::N,gull,ոսկի
221,Silber::N,sølv,արծաթ
222,Kohle::N,kol,քարածուխ
223,Kohle::N,kull,քարածուխ
224,Glas::N,glass,ապակի
225,Lehm::N,leire,կավ
226,Sand::N,sand,ավազ
227,Mensch::N,menneske,մարդ
228,Mann::N,mann,մարդ
229,Mann::N,mann,տղամարդ
230,Frau::N,kvinne,կին
231,Kind::N,barn,զավակ
232,Junge::N,gutt,տղա
233,Mädchen::N,pike,աղջիկ
234,Mädchen::N,jente,աղջիկ
235,Familie::N,familie,ընտանիք
236,Großvater::N,bestefar,պապ
237,Großmutter::N,bestemor,տատ
238,Eltern::N,foreldre,ծնողներ
239,Vater::N,far,հայր
240,Mutter::N,mor,մայր
241,Sohn::N,sønn,որդի
242,Tochter::N,datter,աղջիկ
243,Tochter::N,datter,դուստր
244,Bruder::N,bror,եղբայր
245,Schwester::N,søster,քույր
246,Onkel::N,onkel,քեռի
247,Onkel::N,onkel,հորեղբայր
248,Tante::N,tante,մորաքույր
249,Ehemann::N,ektemann,մարդ
250,Ehemann::N,ektemann,ամուսին
251,Ehefrau::N,hustru,կին ամուսին
252,Freude::N,glede,ուրախություն
253,Gelächter::N,latter,ծիծաղ
254,Glück::N,lykke,երջանկություն
255,Kummer::N,sorg,վիշտ
256,Wunsch::N,ønske,ցանկություն
257,Lust::N,lyst,փափագ
258,Lust::N,lyst,իղձ
259,Geist::N,ånd,ոգի
260,Gedanke::N,tanke,միտք
261,Gedächtnis::N,minne,հիշողություն
262,Gedächtnis::N,hukommelse,հիշողություն
263,Verstand::N,forstand,խելք
264,Sinn::N,mening,իմաստ
265,Sinn::N,betydning,իմաստ
266,Grund::N,grunn,պատճառ
267,Wahrheit::N,sannhet,ճշմարտություն
268,Gespräch::N,samtale,զրույց
269,Märchen::N,eventyr,պայիկի պատմություն
270,Erzählung::N,fortelling,պատմվածք
271,Erzählung::N,fortelling,պատմություն
272,Nachricht::N,melding,հաղորդագրություն
273,Neuigkeit::N,nyhet,լուր
274,Neuigkeit::N,nyhet,նորություն
275,Name::N,navn,անուն
276,Rätsel::N,gåte,բարդ խնդիր
277,Rede::N,tale,ճառ
278,Rede::N,tale,ելույթ
279,Sprache::N,språk,լեզու
280,Stimme::N,stemme,ձայն
281,Wort::N,ord,բառ
282,Zeichen::N,tegn,նշան
283,Ruf::N,rop,կոչ
284,Ruf::N,rop,կանչ
285,Lärm::N,bråk,աղմուկ
286,Laut::N,lyd,հնչյուն
287,Laut::N,lyd,ձայն
288,Ton::N,tone,տոն
289,Lied::N,vise,երգ
290,Ruhe::N,ro,անդորրություն
291,Leute::N,folk,մարդիկ
292,Volk::N,folk,ազգ
293,Arbeit::N,arbeid,գործ
294,Arbeit::N,arbeid,աշխատանք
295,Gast::N,gjest,հյուր
296,Geschenk::N,gave,նվեր
297,Spiel::N,lek,խաղ
298,Spiel::N,spill,խաղ
299,Gesellschaft::N,selskap,ընկերություն
300,Hilfe::N,hjelp,օգնությթուն
301,Freund::N,venn,ընկեր
302,Freund::N,venn,բարեկամ
303,Kamerad::N,kamerat,ուղեկից
304,Angelegenheit::N,sak,բան
305,Angelegenheit::N,sak,գործ
306,Angelegenheit::N,anliggende,բան
307,Angelegenheit::N,anliggende,գործ
308,Anzahl::N,antall,քանակ
309,Anzahl::N,antall,գումար
310,Art::N,art,տեսակ
311,Art::N,slag,տեսակ
312,Stück::N,stykke,կտոր
313,Teil::N,del,մաս
314,Hälfte::N,halvdel,կես
315,Kreis::N,ring,շիջանակ
316,Kreis::N,sirkel,շիջանակ
317,Kreuz::N,kors,խաչ
318,Kreuz::N,kryss,խաչ
319,Linie::N,linje,գիծ
320,Strich::N,strek,գիծ
321,Abstand::N,avstand,անջրպետ
322,Entfernung::N,avstand,հեռավորություն
323,Gegend::N,strøk,շրջան
324,Platz::N,plass,տարածություն
325,Ort::N,sted,տեղ
326,Ort::N,sted,վայր
327,Seite::N,side,կողմ
328,Mitte::N,midte,մեջտեղ
329,Gegenstand::N,gjenstand,առարկա
330,Sache::N,sak,բան
331,Rand::N,rand,վերջք
332,Kante::N,kant,եզր
333,Ecke::N,hjørne,անկյուն
334,Spitze::N,spiss,ծայր
335,Ende::N,ende,ծայր
336,Loch::N,hull,անցք
337,Winkel::N,vinkel,անկյուն
338,Muster::N,mønster,օրինակ
339,Größe::N,størrelse,մեծություն
340,Länge::N,lengde,երկարություն
341,Höhe::N,høyde,բարձրություն
342,Gewicht::N,vekt,կշիռ
343,Menge::N,mengde,քանակ
344,Haufen::N,haug,դեզ
345,Haufen::N,haug,կույտ
346,Haufen::N,bunke,դեզ
347,Haufen::N,bunke,կույտ
348,Reihe::N,rekke,շարք
349,Reihe::N,rekke,կարգ
350,Boot::N,båt,նավակ
351,Ruder::N,åre,թի
352,Ruder::N,åre,թիակ
353,Schlitten::N,slede,բալխիր
354,Schlitten::N,kjelke,բալխիր
355,Ski::N,ski,դահուկ
356,Lagerfeuer::N,leirbål,բացօդեայ կրակ
357,Last::N,bør,բեռ
358,Last::N,last,բեռ
359,Gang::N,gang,զբոսանք
360,Schritt::N,steg,քայլ
361,Schritt::N,skritt,քայլ
362,Norden::N,nord,հյուսիս
363,Süden::N,sør,հարավ
364,Westen::N,vest,արեւմուտք
365,Osten::N,øst,արեւելք
366,Holz::N,tre,փայտ
367,Brett::N,fjøl,տախտակ
368,Brett::N,brett,տախտակ
369,Platte::N,plate,թիթեղ
370,Stütze::N,støtte,նեցուկ
371,Stange::N,stang,ձող
372,Stock::N,pinne,փայտ
373,Stab::N,stav,ցուպ
374,Stab::N,stav,գավազան
375,Stab::N,kjepp,ցուպ
376,Stab::N,kjepp,գավազան
377,Rohr::N,rør,խողովակ
378,Haus::N,hus,տուն
379,Heim::N,hjem,տուն
380,Ofen::N,ovn,վառարան
381,Fußboden::N,gulv,հատակ
382,Tisch::N,bord,սեղան
383,Stuhl::N,stol,աթոռ
384,Wiege::N,vogge,օրորոց
385,Bett::N,seng,անկողին
386,Regal::N,reol,դարակ
387,Regal::N,hylle,դարակ
388,Kiste::N,kasse,տուփ
389,Fenster::N,vindu,պատուհան
390,Tür::N,dør,դուռ
391,Tor::N,port,դարպաս
392,Zaun::N,gjerde,ցանկապատ
393,Dach::N,tak,տանիք
394,Dach::N,tak,կտուր
395,Leiter::N,stige,սանդուղք
396,Besen::N,kost,ավել
397,Spaten::N,spade,բահ
398,Schaufel::N,skuffe,թի
399,Gabel::N,gaffel,պատառաքաղ
400,Löffel::N,skje,գդալ
401,Messer::N,kniv,դանակ
402,Nagel::N,spiker,մեխ
403,Netz::N,nett,ցանց
404,Haken::N,krok,կարթ
405,Griff::N,tak,կոթ
406,Griff::N,tak,բռնակ
407,Griff::N,håndtak,կոթ
408,Griff::N,håndtak,բռնակ
409,Schloss::N,lås,կողպեք
410,Bild::N,bilde,նկար
411,Bild::N,bilde,պատկեր
412,Figur::N,figur,քանդակ
413,Figur::N,figur,պատկեր
414,Puppe::N,dukke,տիկնիկ
415,Beutel::N,pose,տոպրակ
416,Bündel::N,bylt,կապոց
417,Tasche::N,veske,պայուսակ
418,Eimer::N,bøtte,դույլ
419,Deckel::N,lokk,կափարիչ
420,Geschirr::N,kjøkkentøy,ամանեղեն
421,Sack::N,sekk,պարկ
422,Sack::N,sekk,տոպրակ
423,Tasse::N,kopp,թաս
424,Tasse::N,kopp,գավաթ
425,Topf::N,gryte,անոթ
426,Kessel::N,kjele,կաթսա
427,Essen::N,mål,կերակուր
428,Nahrung::N,mat,ուտելիք
429,Nahrung::N,næring,ուտելիք
430,Speise::N,matrett,խորտիկ
431,Speise::N,matrett,կերակուր
432,Fleisch::N,kjøtt,միս
433,Getreide::N,korn,հացահատիկ
434,Brei::N,grøt,լանդակ
435,Brot::N,brød,հաց
436,Scheibe::N,skive,կտոր
437,Scheibe::N,skive,պատառ
438,Fett::N,fett,ճարպ
439,Butter::N,smør,կարագ
440,Öl::N,olje,ձեթ
441,Salz::N,salt,աղ
442,Suppe::N,suppe,սուպ
443,Suppe::N,suppe,ապուր
444,Honig::N,honning,մեղր
445,Milch::N,melk,կաթ
446,Tee::N,te,թեյ
447,Leder::N,lær,կաշի
448,Leder::N,skinn,կաշի
449,Wolle::N,ull,բուրդ
450,Stoff::N,tøy,գործվածք
451,Stoff::N,stoff,գործվածք
452,Nadel::N,nål,ասեղ
453,Faden::N,tråd,թել
454,Knopf::N,knapp,կոճակ
455,Knoten::N,knute,հանգույց
456,Farbe::N,farge,ներկ
457,Kleidung::N,påkledning,հագուստ
458,Hemd::N,skjorte,վերնաշապիկ
459,Kragen::N,krage,օձիք
460,Ärmel::N,erme,թեւք
461,Hose::N,bukse,շալվար
462,Gürtel::N,belte,գոտի
463,Mütze::N,lue,կեպի
464,Schuh::N,sko,կոշիկ
465,Stiefel::N,støvel,երկարաճիթ կոշիկ
466,Ring::N,ring,զնգալ
467,Band::N,band,ժապավեն
468,Kamm::N,kam,սանր
469,Spiegel::N,speil,հայելի
470,Riemen::N,rem,փոկ
471,Schnur::N,snor,լար
472,Leine::N,line,փոկ
473,Decke::N,teppe,վերմակ
474,Kissen::N,pute,բարձ
475,Tuch::N,tøy,թաշկինակ
476,Handtuch::N,håndkle,սրբիչ
477,Kraft::N,kraft,ուժ
478,Stärke::N,styrke,պնդություն
479,Stärke::N,styrke,ամրություն
480,Gesundheit::N,helse,առողջություն
481,Gesundheit::N,sunnhet,առողջություն
482,Krankheit::N,syke,ախտ
483,Krankheit::N,syke,հիվանդություն
484,Krankheit::N,sykdom,ախտ
485,Krankheit::N,sykdom,հիվանդություն
486,Schmerz::N,smerte,ցավ
487,Schmerz::N,smerte,տանջանք
488,Wunde::N,sår,վերք
489,Fieber::N,feber,տենդ
490,Arznei::N,medisin,դեղ
491,Arznei::N,legemiddel,դեղ
492,Brücke::N,bro,կամուրջ
493,Brunnen::N,brønn,հոր
494,Brunnen::N,brønn,ջրհոր
495,Weide::N,beite,արոտավայր
496,Pfad::N,sti,արահետ
497,Weg::N,vei,ուղի
498,Straße::N,gate,ճանապարհ
499,Dorf::N,landsby,գյուղ
500,Stadt::N,by,քաղաք
501,Brief::N,brev,նամակ
502,Buch::N,bok,գիրք
503,Buchstabe::N,bokstav,տառ
504,Buchstabe::N,bokstav,գիր
505,Zeitung::N,avis,լրագիր
506,Leben::N,liv,կյանք
507,Tod::N,død,մահ
508,Grab::N,grav,գերեզման
509,Kirche::N,kirke,եկեղեցի
510,Sünde::N,synd,մեղք
511,Gott::N,gud,աստված
512,Arbeiter::N,arbeider,բանվոր
513,Arbeiter::N,arbeider,աշխատող
514,Chef::N,sjef,տեր
515,Meister::N,mester,վարպետ
516,Arzt::N,lege,բժիշկ
517,Lehrer::N,lærer,ուսուցիչ
518,Geld::N,penger,փող
519,Geschäft::N,forretning,գործ
520,Geschäft::N,forretning,աշխատանք
521,Laden::N,butikk,կրպակ
522,Laden::N,butikk,խանութ
523,Preis::N,pris,գին
524,Ware::N,vare,ապրանք
525,Nutzen::N,nytte,օգուտ
526,Reichtum::N,rikdom,հարստություն
527,Welt::N,verden,աշխարհ
528,Land::N,land,երկիր
529,Staat::N,stat,պետություն
530,König::N,konge,արքա
531,König::N,konge,թագավոր
532,Macht::N,makt,իշխանություն
533,Grenze::N,grense,սահման
534,Krieg::N,krig,պատերազմ
535,Feind::N,fiende,թշնամի
536,Gewalt::N,vold,բռնություն
537,Gewalt::N,vold,սաստկություն
538,Kampf::N,kamp,մարտ
539,Bogen[Waffe]::N,bue,աղեղ
540,Pfeil::N,pil,նետ
541,Gewehr::N,gevær,հրացան
542,Fehler::N,feil,սխալ
543,Lüge::N,løgn,սուտ
544,Schaden::N,skade,վնաս
545,Unglück::N,uhell,դժբախտություն
546,Schuld::N,skyld,պակասություն
547,Alter::N,alder,հասակ
548,Schluss::N,slutt,վերջ
549,Schluss::N,slutt,վախճան
550,Zeit::N,tid,ժամանակ
551,Tag::N,dag,օր
552,Morgen::N,morgen,առավոտ
553,Mittag::N,middag,կեսօր
554,Abend::N,aften,երեկո
555,Nacht::N,natt,գիշեր
556,Woche::N,uke,շաբաթ
557,Monat::N,måned,ամիս
558,Jahr::N,år,տարի
559,Frühling::N,vår,գարուն
560,Sommer::N,sommer,ամառ
561,Herbst::N,høst,աշուն
562,Winter::N,vinter,ձմեռ
563,Januar::N,januar,հունվար
564,Februar::N,februar,փետրվար
565,März::N,mars,մարտ
566,April::N,april,ապրիլ
567,Mai::N,mai,մայիս
568,Juni::N,juni,հունիս
569,Juli::N,juli,հուլիս
570,August::N,august,օգոստոս
571,September::N,september,սեպտեմբեր
572,Oktober::N,oktober,հոկտեմբեր
573,November::N,november,նոյեմբեր
574,Dezember::N,desember,դեկտեմբեր
575,Montag::N,mandag,երկուշաբթի
576,Dienstag::N,tirsdag,երեքշաբթի
577,Mittwoch::N,onsdag,չորեքշաբթի
578,Donnerstag::N,torsdag,հինգշաբթի
579,Freitag::N,fredag,ուրբաթ
580,Samstag::N,lørdag,շաբաթ
581,Sonntag::N,søndag,կիրակի
582,groß::A,stor,մեծ
583,groß::A,stor,խոշոր
584,klein::A,liten,պստիկ
585,klein::A,liten,փոքրիկ
586,lang::A,lang,երկար
587,kurz::A,kort,կարճ
588,breit::A,bred,լայն
589,schmal::A,smal,նեղ
590,dicht::A,tett,խիտ
591,dick[Gegenstand]::A,tykk,հաստ
592,dünn::A,tynn,բարակ
593,fein::A,fin,նուրբ
594,fest::A,fast,ամուր
595,fest::A,fast,պինդ
596,flach::A,flat,տափակ
597,glatt::A,glatt,հարթ
598,hart::A,hard,կարծր
599,weich::A,myk,մեղմ
600,weich::A,myk,փափուկ
601,weich::A,bløt,մեղմ
602,weich::A,bløt,փափուկ
603,rund::A,rund,կլոր
604,spitz::A,spiss,սրածայր
605,scharf::A,kvass,սուր
606,stumpf::A,stubb,գուլ
607,schwer::A,tung,ծանր
608,schön::A,pen,սիրուն
609,schön::A,pen,գեղեցիկ
610,schön::A,vakker,սիրուն
611,schön::A,vakker,գեղեցիկ
612,heiß::A,het,թեժ
613,warm::A,varm,տաք
614,warm::A,varm,ջերմ
615,kalt::A,kald,ցուրտ
616,kühl::A,kjølig,զով
617,frisch::A,fersk,թարմ
618,feucht::A,fuktig,ղոնավ
619,nass::A,våt,թաց
620,trocken::A,tørr,ցամաք
621,voll::A,full,լի
622,voll::A,full,լիքը
623,leer::A,tom,դատարկ
624,offen::A,åpen,բաց
625,geschlossen::A,lukket,գոց
626,sauber::A,ren,մաքուր
627,schmutzig::A,skitten,կեղտոտ
628,roh::A,rå,հում
629,reif::A,moden,հասած
630,reif::A,moden,հասուն
631,lecker::A,lekker,համեղ
632,süß::A,søt,անուշ
633,bitter::A,besk,կծու
634,bitter::A,bitter,կծու
635,sauer::A,sur,թթու
636,sauer::A,sur,թթված
637,hell::A,lys,պայծառ
638,hell::A,lys,խելամիտ
639,dunkel::A,mørk,մութ
640,schwarz::A,svart,սեւ
641,weiß::A,hvit,սպիտակ
642,rot::A,rød,կարմիր
643,gelb::A,gul,դեղին
644,blau::A,blå,կապույտ
645,grün::A,grønn,կանաչ
646,grau::A,grå,գորշ
647,bunt::A,broket,գոյնզգոյն
648,billig::A,billig,էժան
649,teuer::A,dyr,թանկ
650,wertvoll::A,verdifull,թանկարժեք
651,blind::A,blind,կույր
652,taub::A,døv,խուլ
653,kräftig::A,kraftig,հզոր
654,stark::A,sterk,ուժեղ
655,schwach::A,svak,տկար
656,schwach::A,svak,թույլ
657,fett::A,fet,գեր
658,schlank::A,slank,նիհար
659,hübsch::A,pen,գրավիչ
660,hübsch::A,pen,սիրունիկ
661,böse::A,slem,չար
662,dumm::A,dum,հիմար
663,faul::A,lat,ծույլ
664,faul::A,doven,ծույլ
665,fleißig::A,flittig,ջանասեր
666,fleißig::A,flittig,փութաջան
667,geizig::A,gjerrig,ագահ
668,geizig::A,gjerrig,կծծի
669,klug::A,klok,խելոք
670,klug::A,klok,ընդունակ
671,geschickt::A,hendig,ճարտար
672,geschickt::A,skikket,ճարտար
673,lieb::A,kjær,սիրելի
674,lieb::A,snill,սիրելի
675,lustig::A,morsom,զվարթ
676,sanft::A,blid,հեզ
677,hungrig::A,sulten,քաղցած
678,krank::A,syk,հիվանդ
679,nackt::A,naken,մերկ
680,traurig::A,sørgmodig,տխուր
681,lebendig::A,levende,կենդանի
682,gut::A,god,լավ
683,schlecht::A,dårlig,վատ
684,richtig::A,riktig,ձիշտ
685,schlimm::A,slem,լղրճուկ
686,wahr::A,sann,ճիշտ
687,wahr::A,sann,իրական
688,alt::A,gammel,հին
689,neu::A,ny,նոր
690,ehemalig::A,forhenværende,նախկին
691,alt[Lebewesen]::A,gammel,ծեր
692,alt[Lebewesen]::A,gammel,պառավ
693,jung::A,ung,մատաղ
694,arm::A,fattig,աղքատ
695,reich::A,rik,հարուստ
696,bekannt::A,kjent,ծանոթ
697,berühmt::A,berømt,հայտնի
698,berühmt::A,berømt,հռչակավոր
699,fremd::A,fremmed,օտար
700,verschieden::A,forskjellig,տարբեր
701,nah::A,nær,մոտ
702,nah::A,nær,մերձ
703,fern::A,fjern,հեռավոր
704,linker::A,venstre,ձախ
705,rechter::A,høyre,աջ
706,anderer::A,annen,այլ
707,anderer::A,annen,ուրիշ
708,erster::A,første,առաջին
709,zweiter::A,annen,երկրորդ
710,dritter::A,tredje,երրորդ
711,letzter::A,sist,վերջին
712,allein::ADV,alene,միայնակ
713,auf einmal::ADV,med ett,միասնաբար
714,zusammen::ADV,sammen,միասին
715,zusammen::ADV,sammen,իրար հետ
716,lange::ADV,lenge,երկար ժամանակ
717,plötzlich::ADV,plutselig,հանկարծ
718,sofort::ADV,straks,իսկույն
719,später::ADV,senere,ավելի ուշ
720,später::ADV,senere,հետո
721,jetzt::ADV,nå,այժմ
722,heute::ADV,i dag,այսօր
723,morgen::ADV,i morgen,վաղը
724,bald::ADV,snart,շուտով
725,dann::ADV,så,ապա
726,dann::ADV,så,հետո
727,gestern::ADV,i går,երեկ
728,einst::ADV,engang,հին ատեն
729,damals::ADV,den gang,ատէնին
730,danach::ADV,deretter,ապա
731,danach::ADV,deretter,այն ժամանակ
732,vorher::ADV,før,առաջ
733,vorher::ADV,i forveien,առաջ
734,zuerst::ADV,først,նախ
735,einmal::ADV,en gang,մի անգամ
736,manchmal::ADV,somme tider,երբեմն
737,oft::ADV,ofte,հաճախ
738,immer::ADV,alltid,միշտ
739,niemals::ADV,aldri,երբեք
740,hier::ADV,her,այստեղ
741,hierhin::ADV,hit,այստեղ
742,von hier::ADV,herfra,այդտեղից
743,dort::ADV,der,այնտեղ
744,dorthin::ADV,dit,այնտեղ
745,geradeaus::ADV,rett fram,ուղիղ
746,vorwärts::ADV,fram,առաջ
747,vorwärts::ADV,framover,առաջ
748,rückwärts::ADV,baklengs,դեպի ետ
749,zurück::ADV,tilbake,ետ
750,unten::ADV,nede,ներքեւում
751,hinab::ADV,ned,ներքեւ
752,hinab::ADV,nedover,ներքեւ
753,oben::ADV,oppe,վերեւում
754,oben::ADV,ovenpå,վերեւում
755,hinauf::ADV,opp,վերեւ
756,hinauf::ADV,oppover,վերեւ
757,überall::ADV,overalt,ամենուր
758,nicht::ADV,ikke,չէ
759,ein wenig::ADV,litt,մի քիչ
760,kaum::ADV,neppe,հազիվ
761,sehr::ADV,svært,շատ
762,so::ADV,så,այդպես
763,noch::ADV,enda,դեռ
764,nur::ADV,bare,միայն
765,schon::ADV,alt,արդեն
766,schon::ADV,allerede,արդեն
767,wieder::ADV,igjen,նորից
768,wieder::ADV,igjen,դարձյալ
769,vergebens::ADV,forgjeves,իզուր
770,vor::PRP,foran,դիմացը
771,vor::PRP,utenfor,դիմացը
772,hinter::PRP,bak,ետեւը
773,hinter::PRP,bakom,ետեւը
774,unter::PRP,under,տակ
775,durch::PRP,gjennom,միջով
776,durch::PRP,igjennom,միջով
