,Concept_ID,tr,ca
65,Geruch::N,koku,olor
66,Schlaf::N,uyku,son
67,Traum::N,düş,somni
68,Traum::N,rüya,somni
69,Himmel::N,gök,celm
70,Sonne::N,güneş,sol
71,Mond::N,ay,lluna
72,Stern::N,yıldız,estel
73,Stern::N,yıldız,estrella
74,Luft::N,hava,aire
75,Wind::N,yel,vent
76,Wind::N,rüzgâr,vent
77,Welle::N,dalga,ona
78,Wasser::N,su,āigua
79,Stein::N,taş,pedra
80,Boden::N,yer,sòl
81,Boden::N,zemin,sòl
82,Erde::N,toprak,terra
83,Staub::N,toz,pols
84,Rauch::N,duman,fum
85,Funke::N,kıvılcım,guspira
86,Funke::N,kıvılcım,centella
87,Feuer::N,ateş,foc
88,Licht::N,ışık,llum
89,Schatten::N,gölge,ombra
90,Wetter::N,hava,temps
91,Nebel::N,pus,boira
92,Wolke::N,bulut,núvol
93,Regen::N,yağmur,pluja
94,Schnee::N,kar,neu
95,Eis::N,buz,gel
96,Eis::N,buz,glaç
97,Frost::N,don,glaçada
98,Kälte::N,soğukluk,fred
99,Hitze::N,sıcaklık,calor
100,Raureif::N,kırç,gebre
101,Regenbogen::N,gökkuşağı,arc iris
102,Donner::N,gök gürlemesi,tro
103,Strömung::N,akıntı,corrent
104,Strömung::N,cereyan,corrent
105,Tropfen::N,damla,gota
106,Schaum::N,köpük,escuma
107,Schmutz::N,çamur,brutícia
108,Schmutz::N,pislik,brutícia
109,See::N,göl,llac
110,Sumpf::N,batak,pantà
111,Moor::N,cılgıt,pantà
112,Wiese::N,çimen,prat
113,Wiese::N,çimen,prada
114,Wald::N,koru,bosc
115,Wald::N,orman,bosc
116,Hügel::N,tepe,puig
117,Hügel::N,tepe,pujol
118,Anhöhe::N,tümsek,turó
119,Anhöhe::N,yükseklik,turó
120,Berg::N,dağ,muntanya
121,Gipfel::N,zirve,cim
122,Höhle::N,in,cova
123,Höhle::N,mağara,cova
124,Abhang::N,bayır,coster
125,Quelle::N,pınar,font
126,Quelle::N,kaynak,font
127,Bach::N,çay,riera
128,Bach::N,dere,riera
129,Fluss::N,nehir,riu
130,Ufer::N,kıyı,riba
131,Ufer::N,sahil,riba
132,Küste::N,kıyı,costa
133,Küste::N,sahil,costa
134,Festland::N,kara,terra ferma
135,Meer::N,deniz,mar
136,Bucht::N,koy,cala
137,Bucht::N,koy,badia
138,Bucht::N,körfez,cala
139,Bucht::N,körfez,badia
140,Insel::N,ada,illa
141,Blume::N,çiçek,flor
142,Gras::N,ot,herba
143,Gras::N,çim,herba
144,Wurzel::N,kök,rel
145,Wurzel::N,kök,arrel
146,Baum::N,ağaç,arbre
147,Stamm::N,gövde,tronc
148,Rinde::N,kabuk,escorça
149,Ast::N,dal,branca
150,Ast::N,budak,branca
151,Zweig::N,dal,ram
152,Blatt::N,yaprak,fulla
153,Birke::N,huş,bedoll
154,Kiefer[Baum]::N,çam,pi
155,Weide[Baum]::N,söğüt,salze
156,Tanne::N,çam,avet
157,Tanne::N,köknar,avet
158,Horn::N,boynuz,corn
159,Horn::N,boynuz,banya
160,Feder::N,tüy,ploma
161,Fell::N,post,pell
162,Flügel::N,kanat,ala
163,Klaue::N,pençe,urpa
164,Kralle::N,tırnak,grapa
165,Schwanz::N,kuyruk,cua
166,Ei::N,yumurta,ou
167,Nest::N,yuva,niu
168,Bau::N,in,cau
169,Tier::N,hayvan,animāl
170,Herde::N,sürü,ramat
171,Kuh::N,inek,vaca
172,Bulle::N,boğa,toro
173,Pferd::N,at,cavāll
174,Pferd::N,beygir,cavāll
175,Schaf::N,koyun,be
176,Schaf::N,koyun,ovella
177,Schwein::N,domuz,bacó
178,Hund::N,it,ca
179,Hund::N,it,gos
180,Hund::N,köpek,ca
181,Hund::N,köpek,gos
182,Katze::N,kedi,gat
183,Bär::N,ayı,ós
184,Eichhörnchen::N,sincap,esquirol
185,Elch::N,büyük kuzey geyiği,ant
186,Fuchs::N,tilki,guilla
187,Hase::N,tavşan,llebre
188,Maus::N,fare,ratolí
189,Maus::N,sıçan,ratolí
190,Wolf::N,kurt,llop
191,Vogel::N,kuş,au
192,Vogel::N,kuş,ocēll
193,Schwarm::N,sürü,bandada
194,Huhn::N,tavuk,gallina
195,Hahn::N,horoz,gall
196,Gans::N,kaz,oca
197,Adler::N,kartal,àguila
198,Adler::N,karakuş,àguila
199,Ente::N,ördek,ànec
200,Eule::N,baykuş,òliba
201,Eule::N,baykuş,mussol
202,Kranich::N,turna,grua
203,Krähe::N,karga,cornella
204,Kuckuck::N,guguk,cucut
205,Schwan::N,kuğu,cigne
206,Fisch::N,balık,peix
207,Barsch::N,hani,perca
208,Barsch::N,levrek,perca
209,Hecht::N,turnabalığı,lluç
210,Schlange[Tier]::N,yılan,serp
211,Wurm::N,kurt,cuc
212,Wurm::N,solucan,cuc
213,Spinne::N,örümcek,aranya
214,Ameise::N,karınca,formiga
215,Laus::N,bit,poll
216,Mücke::N,sivrisinek,mosquit
217,Fliege::N,sinek,mosca
218,Schmetterling::N,kelebek,papallona
219,Beere::N,tane,baia
220,Apfel::N,elma,poma
221,Pilz::N,mantar,bolet
222,Zwiebel::N,soğan,ceba
223,Saat::N,ekin,sembra
224,Korn::N,tane,gra
225,Heu::N,kuru ot,fenc
226,Schale::N,kabuk,closca
227,Grube::N,çukur,sot
228,Grube::N,çukur,clot
229,Falle::N,tuzak,trampa
230,Schlinge::N,ilmik,baga
231,Spur::N,iz,traça
232,Asche::N,kül,cendra
233,Dreck::N,pislik,llot
234,Eisen::N,demir,ferro
235,Gold::N,altın,or
236,Silber::N,gümüş,plata
237,Kohle::N,kömür,carbó
238,Glas::N,cam,vidre
239,Lehm::N,balçık,fang
240,Lehm::N,balçık,argila
241,Sand::N,kum,arena
242,Mensch::N,insan,humà
243,Mensch::N,insan,persona
244,Mann::N,adam,home
245,Mann::N,erkek,home
246,Frau::N,bayan,dona
247,Kind::N,çocuk,nen
248,Junge::N,erkek çocuk,noi
249,Mädchen::N,kız,noia
250,Familie::N,aile,família
251,Großvater::N,dede,avi
252,Großvater::N,büyükbaba,avi
253,Großmutter::N,nine,àvia
254,Großmutter::N,büyükanne,àvia
255,Eltern::N,ebeveyn,pares
256,Eltern::N,ana baba,pares
257,Vater::N,ata,pare
258,Vater::N,baba,pare
259,Mutter::N,ana,mare
260,Mutter::N,anne,mare
261,Sohn::N,oğul,fill
262,Tochter::N,kız,filla
263,Tochter::N,kız evlât,filla
264,Bruder::N,abi,germà
265,Bruder::N,erkek kardeş,germà
266,Schwester::N,abla,germana
267,Schwester::N,kız kardeş,germana
268,Onkel::N,dayı,oncle
269,Tante::N,hala,tia
270,Tante::N,teyze,tia
271,Ehemann::N,koca,espòs
272,Ehefrau::N,karı,muller
273,Freude::N,neşe,goig
274,Freude::N,neşe,alegria
275,Freude::N,sevinç,goig
276,Freude::N,sevinç,alegria
277,Gelächter::N,gülme,riallada
278,Gelächter::N,kahkaha,riallada
279,Glück::N,mutluluk,felicitat
280,Kummer::N,dert,pena
281,Kummer::N,keder,pena
282,Wunsch::N,arzu,desig
283,Wunsch::N,istek,desig
284,Lust::N,arzu,ganes
285,Lust::N,heves,ganes
286,Geist::N,tin,ment
287,Geist::N,tin,esperit
288,Gedanke::N,fikir,pensament
289,Gedanke::N,düşünce,pensament
290,Gedächtnis::N,bellek,memòria
291,Verstand::N,zekâ,raó
292,Verstand::N,zekâ,seny
293,Sinn::N,anlam,solta
294,Sinn::N,anlam,sentit
295,Grund::N,sebep,raó
296,Grund::N,sebep,causa
297,Wahrheit::N,doğruluk,veritāt
298,Wahrheit::N,gerçeklik,veritāt
299,Gespräch::N,görüşme,conversa
300,Märchen::N,masal,conte
301,Erzählung::N,öykü,narració
302,Erzählung::N,hikâye,narració
303,Nachricht::N,haber,missatge
304,Neuigkeit::N,haber,novetat
305,Name::N,ad,nom
306,Name::N,isim,nom
307,Rätsel::N,bilmece,endevinalla
308,Rede::N,söylev,discurs
309,Rede::N,konuşma,discurs
310,Sprache::N,dil,llēngua
311,Sprache::N,lisan,llēngua
312,Stimme::N,ses,veu
313,Wort::N,kelime,mot
314,Wort::N,kelime,paraula
315,Zeichen::N,işaret,signe
316,Zeichen::N,işaret,senyal
317,Ruf::N,çağırma,crida
318,Lärm::N,şamata,sorōll
319,Lärm::N,gürültü,sorōll
320,Laut::N,ses,so
321,Ton::N,ses,to
322,Lied::N,türkü,cançó
323,Ruhe::N,sakinlik,calma
324,Ruhe::N,sakinlik,silenci
325,Leute::N,halk,gent
326,Leute::N,insanlar,gent
327,Volk::N,ulus,poble
328,Volk::N,millet,poble
329,Arbeit::N,iş,labor
330,Arbeit::N,iş,treball
331,Arbeit::N,çalışma,labor
332,Arbeit::N,çalışma,treball
333,Gast::N,konuk,hoste
334,Gast::N,misafir,hoste
335,Geschenk::N,hediye,regal
336,Geschenk::N,hediye,obsequi
337,Geschenk::N,armağan,regal
338,Geschenk::N,armağan,obsequi
339,Spiel::N,oyun,joc
340,Gesellschaft::N,çevre,companyia
341,Gesellschaft::N,arkadaşlık,companyia
342,Hilfe::N,yardım,ajut
343,Freund::N,dost,amīc
344,Freund::N,arkadaş,amīc
345,Kamerad::N,arkadaş,company
346,Kamerad::N,arkadaş,camarada
347,Angelegenheit::N,iş,afer
348,Angelegenheit::N,iş,assumpte
349,Angelegenheit::N,husus,afer
350,Angelegenheit::N,husus,assumpte
351,Anzahl::N,sayı,nombre
352,Anzahl::N,sayı,quantitat
353,Art::N,çeşit,tipus
354,Art::N,çeşit,classe
355,Stück::N,tane,peça
356,Stück::N,parça,peça
357,Teil::N,kısım,part
358,Hälfte::N,yarı,meitat
359,Kreis::N,daire,cercle
360,Kreuz::N,haç,creu
361,Linie::N,hat,línia
362,Linie::N,çizgi,línia
363,Strich::N,çizgi,traç
364,Strich::N,çizgi,ratlla
365,Abstand::N,aralık,distància
366,Entfernung::N,mesafe,distància
367,Entfernung::N,uzaklık,distància
368,Gegend::N,yöre,regió
369,Gegend::N,yöre,contrada
370,Platz::N,yer,cabuda
371,Ort::N,yer,lloc
372,Seite::N,yan,banda
373,Seite::N,yan,costāt
374,Seite::N,taraf,banda
375,Seite::N,taraf,costāt
376,Mitte::N,orta,mig
377,Mitte::N,orta,centre
378,Mitte::N,merkez,mig
379,Mitte::N,merkez,centre
380,Gegenstand::N,şey,objecte
381,Sache::N,iş,cosa
382,Sache::N,şey,cosa
383,Rand::N,kenar,vora
384,Rand::N,kenar,marge
385,Kante::N,kenar,caire
386,Kante::N,kenar,cantell
387,Ecke::N,köşe,cantonada
388,Spitze::N,uç,punta
389,Spitze::N,baş,punta
390,Ende::N,uç,cap
391,Loch::N,oyuk,forāt
392,Loch::N,delik,forāt
393,Winkel::N,köşe,racó
394,Muster::N,örnek,dibuix
395,Muster::N,örnek,disseny
396,Größe::N,büyüklük,grandària
397,Länge::N,uzunluk,longitud
398,Höhe::N,yükseklik,altura
399,Höhe::N,yükseklik,altitud
400,Gewicht::N,ağırlık,pes
401,Menge::N,miktar,quantitat
402,Haufen::N,küme,pila
403,Haufen::N,yığın,pila
404,Reihe::N,sıra,fila
405,Boot::N,kayık,bot
406,Boot::N,kayık,barca
407,Boot::N,sandal,bot
408,Boot::N,sandal,barca
409,Ruder::N,kürek,rem
410,Schlitten::N,kızak,trineu
411,Ski::N,kayak,esquí
412,Lagerfeuer::N,kamp ateşi,foc de campament
413,Last::N,yük,càrrega
414,Gang::N,gidiş,marxa
415,Gang::N,yürüyüş,marxa
416,Schritt::N,adım,pas
417,Norden::N,kuzey,nord
418,Süden::N,güney,sud
419,Westen::N,batı,oest
420,Westen::N,batı,occident
421,Osten::N,doğu,est
422,Osten::N,doğu,orient
423,Holz::N,ağaç,fusta
424,Holz::N,tahta,fusta
425,Brett::N,tahta,taula
426,Platte::N,levha,placa
427,Stütze::N,dayak,suport
428,Stütze::N,destek,suport
429,Stange::N,çubuk,vara
430,Stock::N,sopa,pal
431,Stock::N,değnek,pal
432,Stab::N,sırık,bastó
433,Stab::N,baston,bastó
434,Rohr::N,boru,tub
435,Haus::N,ev,casa
436,Heim::N,ev,llar
437,Heim::N,yurt,llar
438,Ofen::N,soba,estufa
439,Fußboden::N,taban,terra
440,Fußboden::N,döşeme,terra
441,Tisch::N,masa,taula
442,Stuhl::N,iskemle,cadira
443,Stuhl::N,sandalye,cadira
444,Wiege::N,beşik,bressol
445,Bett::N,yatak,llit
446,Regal::N,raf,prestatgeria
447,Kiste::N,sandık,caixa
448,Fenster::N,pencere,finestra
449,Tür::N,kapı,porta
450,Tor::N,kapı,portal
451,Zaun::N,çit,tanca
452,Dach::N,dam,teulada
453,Dach::N,çatı,teulada
454,Leiter::N,merdiven,escala
455,Leiter::N,merdiven,escala de mà
456,Besen::N,süpürge,escombra
457,Spaten::N,bel,pala
458,Schaufel::N,kürek,pala
459,Gabel::N,çatal,forquilla
460,Löffel::N,kaşık,cullera
461,Messer::N,bıçak,coltell
462,Nagel::N,çivi,clau
463,Netz::N,ağ,filat
464,Haken::N,çengel,ganxo
465,Griff::N,kulp,puny
466,Griff::N,kulp,mànec
467,Griff::N,tutamak,puny
468,Griff::N,tutamak,mànec
469,Schloss::N,kilit,pany
470,Bild::N,imaj,imatge
471,Bild::N,resim,imatge
472,Figur::N,şekil,figura
473,Figur::N,heykel,figura
474,Puppe::N,kukla,nina
475,Beutel::N,kese,bossa
476,Beutel::N,torba,bossa
477,Bündel::N,deste,feix
478,Bündel::N,deste,paquet
479,Tasche::N,çanta,bossa
480,Eimer::N,kova,galleda
481,Deckel::N,kapak,tapa
482,Deckel::N,kapak,tapadora
483,Geschirr::N,kap kacak,vaixella
484,Sack::N,torba,sac
485,Sack::N,torba,saca
486,Tasse::N,fincan,tassa
487,Topf::N,tencere,pot
488,Topf::N,tencere,olla
489,Kessel::N,kazan,caldera
490,Essen::N,yemek,àpat
491,Essen::N,yemek,menjada
492,Nahrung::N,gıda,aliment
493,Nahrung::N,besin,aliment
494,Speise::N,yemek,plat
495,Fleisch::N,et,carn
496,Getreide::N,tahıl,cereals
497,Getreide::N,hububat,cereals
498,Brei::N,ezme,puré
499,Brot::N,ekmek,pa
500,Scheibe::N,dilim,tall
501,Scheibe::N,dilim,llesca
502,Fett::N,yağ,greix
503,Butter::N,tereyağı,mantega
504,Öl::N,yağ,oli
505,Öl::N,akar yağ,oli
506,Salz::N,tuz,sal
507,Suppe::N,çorba,sopa
508,Honig::N,bal,mel
509,Milch::N,süt,llet
510,Tee::N,çay,te
511,Leder::N,deri,cuir
512,Leder::N,meşin,cuir
513,Wolle::N,yün,llana
514,Stoff::N,kumaş,tela
515,Nadel::N,iğne,agulla
516,Faden::N,tire,fil
517,Faden::N,iplik,fil
518,Knopf::N,düğme,botó
519,Knoten::N,düğüm,nus
520,Farbe::N,boya,pintura
521,Kleidung::N,giyim,roba
522,Kleidung::N,giyim,vestits
523,Hemd::N,gömlek,camisa
524,Kragen::N,yaka,coll
525,Ärmel::N,yen,màniga
526,Ärmel::N,elbise kolu,màniga
527,Hose::N,pantolon,pantalōns
528,Gürtel::N,kuşak,cinturó
529,Mütze::N,bere,gorra
530,Mütze::N,kasket,gorra
531,Schuh::N,kundura,sabata
532,Schuh::N,ayakkabı,sabata
533,Stiefel::N,çizme,bota
534,Ring::N,yüzük,anell
535,Band::N,bağ,veta
536,Band::N,bağ,cinta
537,Band::N,şerit,veta
538,Band::N,şerit,cinta
539,Kamm::N,tarak,pinta
540,Spiegel::N,ayna,mirāll
541,Riemen::N,kayış,corretja
542,Schnur::N,ip,corda
543,Schnur::N,sicim,corda
544,Leine::N,kayış,corretja
545,Decke::N,örtü,manta
546,Decke::N,örtü,flassada
547,Decke::N,yorgan,manta
548,Decke::N,yorgan,flassada
549,Kissen::N,yastık,coixí
550,Tuch::N,bez,mocador
551,Handtuch::N,havlu,tovallola
552,Kraft::N,güç,força
553,Kraft::N,kuvvet,força
554,Stärke::N,kuvvet,vigor
555,Gesundheit::N,sağlık,salut
556,Krankheit::N,hastalık,malaltia
557,Schmerz::N,ağrı,dolor
558,Schmerz::N,sancı,dolor
559,Wunde::N,yara,ferida
560,Fieber::N,ateş,febre
561,Arznei::N,ilâç,medicament
562,Brücke::N,köprü,pont
563,Brunnen::N,kuyu,pou
564,Brunnen::N,çeşme,pou
565,Weide::N,otlak,pastura
566,Pfad::N,patika,senda
567,Pfad::N,patika,sender
568,Pfad::N,keçiyolu,senda
569,Pfad::N,keçiyolu,sender
570,Weg::N,yol,camí
571,Straße::N,yol,carretera
572,Straße::N,cadde,carretera
573,Dorf::N,köy,poble
574,Stadt::N,kent,ciutāt
575,Stadt::N,şehir,ciutāt
576,Brief::N,mektup,carta
577,Buch::N,kitap,llibre
578,Buchstabe::N,harf,lletra
579,Zeitung::N,gazete,diāri
580,Leben::N,hayat,vida
581,Tod::N,ölüm,mort
582,Grab::N,kabir,tomba
583,Kirche::N,kilise,església
584,Sünde::N,günah,pecat
585,Gott::N,tanrı,déu
586,Arbeiter::N,işçi,obrer
587,Chef::N,şef,cap
588,Chef::N,müdür,cap
589,Meister::N,usta,mestre
590,Arzt::N,hekim,metge
591,Arzt::N,doktor,metge
592,Lehrer::N,hoca,mestre
593,Lehrer::N,öğretmen,mestre
594,Geld::N,para,dinērs
595,Geschäft::N,ticaret,negoci
596,Laden::N,dükkân,tenda
597,Laden::N,dükkân,botiga
598,Preis::N,fiyat,preu
599,Ware::N,mal,mercaderia
600,Nutzen::N,fayda,profit
601,Reichtum::N,servet,riquesa
602,Reichtum::N,zenginlik,riquesa
603,Welt::N,dünya,món
604,Land::N,ülke,país
605,Staat::N,devlet,estat
606,König::N,kral,rei
607,Macht::N,kudret,poder
608,Macht::N,kudret,potència
609,Macht::N,iktidar,poder
610,Macht::N,iktidar,potència
611,Grenze::N,had,frontera
612,Grenze::N,sınır,frontera
613,Krieg::N,savaş,guerra
614,Feind::N,düşman,enemic
615,Gewalt::N,zor,violència
616,Gewalt::N,cebir,violència
617,Kampf::N,savaş,lluita
618,Bogen[Waffe]::N,yay,arc
619,Pfeil::N,ok,fletxa
620,Gewehr::N,tüfek,fusell
621,Gewehr::N,tüfek,escopeta
622,Fehler::N,hata,falta
623,Fehler::N,yanlış,falta
624,Lüge::N,yalan,mentida
625,Schaden::N,zarar,dany
626,Unglück::N,felâket,desgràcia
627,Unglück::N,talihsizlik,desgràcia
628,Schuld::N,suç,culpa
629,Schuld::N,kabahat,culpa
630,Alter::N,yaş,edat
631,Schluss::N,son,fi
632,Schluss::N,son,final
633,Zeit::N,zaman,temps
634,Tag::N,gün,dia
635,Morgen::N,sabah,matí
636,Mittag::N,öğle,migdia
637,Abend::N,akşam,vespre
638,Nacht::N,gece,nit
639,Woche::N,hafta,setmana
640,Monat::N,ay,mes
641,Jahr::N,yıl,any
642,Jahr::N,sene,any
643,Frühling::N,ilkbahar,primavera
644,Sommer::N,yaz,estīu
645,Herbst::N,güz,tardor
646,Herbst::N,sonbahar,tardor
647,Winter::N,kış,hivērn
648,Januar::N,ocak,gener
649,Februar::N,şubat,febrer
650,März::N,mart,març
651,April::N,nisan,abril
652,Mai::N,mayıs,maig
653,Juni::N,haziran,juny
654,Juli::N,temmuz,juliol
655,August::N,ağustos,agost
656,September::N,eylül,setembre
657,Oktober::N,ekim,octubre
658,November::N,kasım,novembre
659,Dezember::N,aralık,desembre
660,Montag::N,pazartesi,dilluns
661,Dienstag::N,salı,dimarts
662,Mittwoch::N,çarşamba,dimecres
663,Donnerstag::N,perşembe,dijous
664,Freitag::N,cuma,divendres
665,Samstag::N,cumartesi,dissabte
666,Sonntag::N,pazar,diumenge
667,groß::A,büyük,gros
668,klein::A,ufak,petīt
669,klein::A,küçük,petīt
670,lang::A,uzun,llarg
671,kurz::A,kısa,curt
672,breit::A,enli,ample
673,breit::A,geniş,ample
674,schmal::A,dar,estret
675,dicht::A,sık,dens
676,dicht::A,yoğun,dens
677,dick[Gegenstand]::A,kalın,gruixūt
678,dick[Gegenstand]::A,iri,gruixūt
679,dünn::A,ince,prim
680,fein::A,ince,fi
681,fein::A,narin,fi
682,fest::A,sabit,ferm
683,fest::A,sabit,sòlid
684,fest::A,sağlam,ferm
685,fest::A,sağlam,sòlid
686,flach::A,düz,pla
687,flach::A,yassı,pla
688,glatt::A,düz,llis
689,hart::A,katı,dur
690,weich::A,yumuşak,tou
691,rund::A,yuvarlak,rodó
692,spitz::A,sivri,punxegut
693,scharf::A,keskin,agut
694,stumpf::A,kör,rom
695,stumpf::A,kör,esmussat
696,schwer::A,ağır,pesāt
697,schön::A,güzel,bonīc
698,heiß::A,kızgın,calēnt
699,warm::A,sıcak,càlid
700,kalt::A,soğuk,fred
701,kühl::A,serin,fresc
702,frisch::A,taze,fresc
703,feucht::A,nemli,humit
704,feucht::A,rutubetli,humit
705,nass::A,yaş,mullat
706,nass::A,ıslak,mullat
707,trocken::A,kuru,sec
708,voll::A,dolu,ple
709,voll::A,dolmuş,ple
710,leer::A,boş,buit
711,offen::A,açık,obert
712,geschlossen::A,kapalı,tancat
713,sauber::A,pak,net
714,sauber::A,temiz,net
715,schmutzig::A,pis,brut
716,schmutzig::A,kirli,brut
717,roh::A,çiğ,cru
718,reif::A,olgun,madur
719,lecker::A,lezzetli,deliciós
720,süß::A,tatlı,dolç
721,süß::A,şekerli,dolç
722,bitter::A,acı,amarg
723,sauer::A,ekşi,agre
724,hell::A,aydınlık,clar
725,dunkel::A,karanlık,fosc
726,schwarz::A,kara,negre
727,schwarz::A,siyah,negre
728,weiß::A,ak,blanc
729,weiß::A,beyaz,blanc
730,rot::A,kırmızı,vermēll
731,gelb::A,sarı,groc
732,blau::A,mavi,blau
733,grün::A,yeşil,verd
734,grau::A,boz,gris
735,bunt::A,renkli,multicolor
736,billig::A,ucuz,barat
737,teuer::A,pahalı,car
738,wertvoll::A,değerli,preciós
739,blind::A,kör,cec
740,taub::A,sağır,sord
741,kräftig::A,dinç,fort
742,kräftig::A,dinç,vigorós
743,kräftig::A,kuvvetli,fort
744,kräftig::A,kuvvetli,vigorós
745,stark::A,güçlü,fort
746,stark::A,kuvvetli,fort
747,schwach::A,zayıf,feble
748,schwach::A,güçsüz,feble
749,fett::A,şişman,gras
750,schlank::A,narin,esvelt
751,hübsch::A,güzel,maco
752,hübsch::A,sevimli,maco
753,böse::A,kötü,dolent
754,dumm::A,aptal,ximple
755,dumm::A,aptal,estúpid
756,faul::A,tembel,gandūl
757,faul::A,tembel,mandrós
758,fleißig::A,çalışkan,diligēnt
759,geizig::A,cimri,avar
760,klug::A,zekî,intel·ligent
761,klug::A,akıllı,intel·ligent
762,geschickt::A,becerikli,hàbil
763,lieb::A,sevimli,amat
764,lieb::A,sevimli,estimat
765,lustig::A,neşeli,alegre
766,sanft::A,nazik,suau
767,hungrig::A,aç,afamat
768,krank::A,hasta,malālt
769,krank::A,rahatsız,malālt
770,nackt::A,çıplak,nu
771,traurig::A,kederli,trist
772,traurig::A,üzüntülü,trist
773,lebendig::A,canlı,viu
774,gut::A,iyi,bo
775,schlecht::A,kötü,dolēnt
776,richtig::A,doğru,just
777,richtig::A,doğru,correcte
778,schlimm::A,kötü,greu
779,wahr::A,doğru,vertader
780,wahr::A,doğru,veritable
781,wahr::A,gerçek,vertader
782,wahr::A,gerçek,veritable
783,alt::A,eski,vell
784,neu::A,yeni,nou
785,ehemalig::A,önceki,antic
786,alt[Lebewesen]::A,yaşlı,vell
787,jung::A,genç,jove
788,arm::A,fakir,pobre
789,reich::A,zengin,ric
790,bekannt::A,bilinen,conegut
791,berühmt::A,ünlü,famós
792,berühmt::A,meşhur,famós
793,fremd::A,yabancı,estrany
794,verschieden::A,ayrı,diferent
795,verschieden::A,farklı,diferent
796,nah::A,yakın,pròxim
797,nah::A,bitişik,pròxim
798,fern::A,uzak,llunyà
799,fern::A,uzak,distant
800,linker::A,sol,esquerre
801,rechter::A,sağ,dret
802,anderer::A,diğer,altre
803,erster::A,ilk,primer
804,erster::A,birinci,primer
805,zweiter::A,ikinci,segon
806,dritter::A,üçüncü,tercer
807,letzter::A,son,últim
808,letzter::A,sonuncu,últim
809,allein::ADV,yalnız,sol
810,allein::ADV,tek başına,sol
811,auf einmal::ADV,birden,d'una vegada
812,zusammen::ADV,beraber,junt
813,zusammen::ADV,birlikte,junt
814,lange::ADV,çok,molt de temps
815,lange::ADV,uzun,molt de temps
816,plötzlich::ADV,ansızın,de cop
817,plötzlich::ADV,ansızın,de sobte
818,plötzlich::ADV,birdenbire,de cop
819,plötzlich::ADV,birdenbire,de sobte
820,sofort::ADV,hemen,de seguida
821,sofort::ADV,derhal,de seguida
822,später::ADV,daha sonra,més tard
823,jetzt::ADV,şimdi,ara
824,heute::ADV,bugün,avūi
825,morgen::ADV,yarın,demà
826,bald::ADV,yakında,aviāt
827,dann::ADV,sonra,després
828,gestern::ADV,dün,ahir
829,einst::ADV,eskiden,anteriorment
830,damals::ADV,o zamanlar,llavōrs
831,damals::ADV,o zamanlar,aleshores
832,danach::ADV,sonradan,després
833,danach::ADV,ondan sonra,després
834,vorher::ADV,önce,abāns
835,vorher::ADV,önceden,abāns
836,zuerst::ADV,ilk önce,primer
837,einmal::ADV,bir defa,una vegada
838,manchmal::ADV,bazan,de vegades
839,oft::ADV,sık sık,sovint
840,oft::ADV,çok defa,sovint
841,immer::ADV,daima,sempre
842,immer::ADV,her zaman,sempre
843,niemals::ADV,asla değil,no ... mai
844,niemals::ADV,hiçbir zaman,no ... mai
845,hier::ADV,burada,aquí
846,hierhin::ADV,buraya,per aquí
