,Concept_ID,fa,nl
824,heute::ADV,امروز,vandaag
825,morgen::ADV,فردا,morgen
826,bald::ADV,زود,gauw
827,bald::ADV,زود,weldra
828,bald::ADV,بزودی,gauw
829,bald::ADV,بزودی,weldra
830,dann::ADV,سپس,dan
831,dann::ADV,سپس,toen
832,dann::ADV,آنوقت,dan
833,dann::ADV,آنوقت,toen
834,gestern::ADV,دیروز,gisteren
835,einst::ADV,وقتی,eens
836,einst::ADV,زمانی,eens
837,damals::ADV,آنوقت,toen
838,damals::ADV,آنوقت,destijds
839,damals::ADV,آنزمان,toen
840,damals::ADV,آنزمان,destijds
841,danach::ADV,بعد,daarna
842,vorher::ADV,قبلاً,vooraf
843,vorher::ADV,قبلاً,van tevoren
844,zuerst::ADV,اول,eerst
845,zuerst::ADV,اول,het eerst
846,zuerst::ADV,ابتداء,eerst
847,zuerst::ADV,ابتداء,het eerst
848,einmal::ADV,یکدفعه,eens
849,einmal::ADV,یکدفعه,eenmaal
850,manchmal::ADV,گاهی,soms
851,manchmal::ADV,بعضی اوقات,soms
852,oft::ADV,اغلب,vaak
853,oft::ADV,اغلب,dikwijls
854,immer::ADV,همیشه,altijd
855,niemals::ADV,هرگز,nooit
856,hier::ADV,اینجا,hier
857,hierhin::ADV,به اینجا,hierheen
858,von hier::ADV,از اینجا,van hier
859,von hier::ADV,از اینجا,hiervandaan
860,dort::ADV,آنجا,daar
861,dort::ADV,آنجا,ginds
862,dorthin::ADV,به آنجا,daarheen
863,geradeaus::ADV,راست,rechtuit
864,geradeaus::ADV,راست,rechtdoor
865,vorwärts::ADV,جلو,vooruit
866,vorwärts::ADV,جلو,voorwaarts
867,vorwärts::ADV,به پیش,vooruit
868,vorwärts::ADV,به پیش,voorwaarts
869,rückwärts::ADV,عقب,achteruit
870,rückwärts::ADV,عقب,achterwaarts
871,zurück::ADV,پس,terug
872,zurück::ADV,عقب,terug
873,zurück::ADV,بالعکس,terug
874,unten::ADV,زیر,beneden
875,unten::ADV,زیر,onderaan
876,unten::ADV,پایین,beneden
877,unten::ADV,پایین,onderaan
878,hinab::ADV,به پایین,omlaag
879,hinab::ADV,به پایین,naar beneden
880,oben::ADV,بالا,boven
881,hinauf::ADV,به بالا,omhoog
882,hinauf::ADV,به بالا,naar boven
883,überall::ADV,همه‌جا,alom
884,überall::ADV,همه‌جا,overal
885,nicht::ADV,نه,niet
886,ein wenig::ADV,کمی,wat
887,kaum::ADV,به سختی,amper
888,kaum::ADV,به سختی,nauwelijks
889,sehr::ADV,خیلی,erg
890,sehr::ADV,خیلی,zeer
891,sehr::ADV,بسیار,erg
892,sehr::ADV,بسیار,zeer
893,so::ADV,چنین,zo
894,so::ADV,اینطور,zo
895,noch::ADV,هنوز,nog
896,nur::ADV,فقط,maar
897,nur::ADV,فقط,alleen
898,nur::ADV,تنها,maar
899,nur::ADV,تنها,alleen
900,schon::ADV,قبلاً,al
901,schon::ADV,قبلاً,reeds
902,schon::ADV,به این زودی,al
903,schon::ADV,به این زودی,reeds
904,wieder::ADV,باز,weer
905,wieder::ADV,باز,terug
906,wieder::ADV,دوباره,weer
907,wieder::ADV,دوباره,terug
908,vergebens::ADV,بیهوده,vergeefs
909,vergebens::ADV,بیهوده,tevergeefs
910,vor::PRP,در جلوی,voor
911,hinter::PRP,پشت,achter
912,unter::PRP,تحت,onder
913,unter::PRP,تحت,beneden
914,durch::PRP,از وسط,door
915,durch::PRP,از ميان,door
916,neben::PRP,کنار,naast
917,neben::PRP,پهلوی,naast
918,zwischen::PRP,بین,tussen
919,zwischen::PRP,میان,tussen
920,wegen::PRP,برای,wegens
921,wegen::PRP,برای,vanwege
922,wegen::PRP,بخاطر,wegens
923,wegen::PRP,بخاطر,vanwege
924,dies::PRN,این,dit
925,das::PRN,آن,dat
926,alles::PRN,تمام,alles
927,alles::PRN,همه‌چیر,alles
928,ich::PRN,من,ik
929,du::PRN,تو,je
930,du::PRN,تو,jij
931,er::PRN,او,hij
932,wir::PRN,ما,we
933,wir::PRN,ما,wij
934,ihr::PRN,شما,jullie
935,sie::PRN,آنها,ze
936,sie::PRN,آنها,zij
937,was::FPRN,چه,wat
938,wer::FPRN,کی,wie
939,wo::FADV,کجا,waar
940,wohin::FADV,بکجا,waarheen
941,wie::FADV,چطور,hoe
942,wie::FADV,چگونه,hoe
943,warum::FADV,چرا,waarom
944,warum::FADV,برای چه,waarom
945,wieviel::FNUM,چند,hoeveel
946,wieviel::FNUM,چقدر,hoeveel
947,eins::NUM,یک,één
948,zwei::NUM,دو,twee
949,drei::NUM,سه,drie
950,vier::NUM,چهار,vier
951,fünf::NUM,پنج,vijf
952,sechs::NUM,شش,zes
953,sieben::NUM,هفت,zeven
954,acht::NUM,هشت,acht
955,neun::NUM,نه,negen
956,zehn::NUM,ده,tien
957,elf::NUM,یازده,elf
958,zwölf::NUM,دوازده,twaalf
959,zwanzig::NUM,بیست,twintig
960,dreißig::NUM,سی,dertig
961,vierzig::NUM,چهل,veertig
962,fünfzig::NUM,پنجاه,vijftig
963,sechzig::NUM,شصت,zestig
964,siebzig::NUM,هفتاد,zeventig
965,achtzig::NUM,هشتاد,tachtig
966,neunzig::NUM,نود,negentig
967,hundert::NUM,صد,honderd
968,tausend::NUM,هزار,duizend
969,und::CNJ,و,en
970,oder::CNJ,یا,of
971,stehen::V,ایستادن,staan
972,sitzen::V,نشستن,zitten
973,liegen::V,خوابیدن,liggen
974,liegen::V,دراز کشیدن,liggen
975,hängen::V,آویزان بودن,hangen
976,werden::V,شدن,worden
977,passieren::V,گذشتن,gebeuren
978,passieren::V,اتفاق افتادن,gebeuren
979,beginnen::V,شروع شدن,beginnen
980,enden::V,تمام شدن,eindigen
981,wechseln::V,عوض شدن,wijzigen
982,wechseln::V,عوض شدن,veranderen
983,aufgehen[Sonne]::V,برآمدن,opgaan
984,aufgehen[Sonne]::V,طلوع کردن,opgaan
985,untergehen[Sonne]::V,غروب کردن,ondergaan
986,scheinen[Sonne]::V,تابیدن,schijnen
987,donnern::V,رعد زدن,donderen
988,wehen::V,دمیدن,waaien
989,strömen::V,روان شدن,stromen
990,fließen::V,روان شدن,vloeien
991,sich drehen::V,چرخیدن,draaien
992,sich drehen::V,چرخیدن,zich draaien
993,schwanken::V,خم و راست شدن,wankelen
994,schwingen::V,تاب خوردن,zwieren
995,schwingen::V,نوسان کردن,zwieren
996,fallen::V,افتادن,vallen
997,fallen::V,سقوط کردن,vallen
998,brennen::V,سوزاندن,branden
999,rauchen::V,دود کردن,roken
1000,regnen::V,باران آمدن,regenen
1001,gefrieren::V,یخ بستن,bevriezen
1002,tauen::V,آب شدن,dooien
1003,schmelzen::V,آب شدن,smelten
1004,trocknen::V,خشک شدن,drogen
1005,sieden::V,جوشیدن,koken
1006,sieden::V,جوشیدن,zieden
1007,faulen::V,فاسد شدن,rotten
1008,verfaulen::V,پوسیدن,verrotten
1009,reißen::V,پاره شدن,scheuren
1010,versinken::V,غرق شدن,verzinken
1011,vergehen::V,گذشتن,vergaan
1012,erscheinen::V,ظاهر شدن,opdagen
1013,erscheinen::V,ظاهر شدن,verschijnen
1014,verschwinden::V,گم شدن,verdwijnen
1015,verschwinden::V,از بین رفتن,verdwijnen
1016,sinken::V,پایین آمدن,zinken
1017,abnehmen::V,کم شدن,afnemen
1018,abnehmen::V,کم شدن,verminderen
1019,zunehmen::V,زیاد شدن,toenemen
1020,steigen::V,بالا رفتن,stijgen
1021,steigen::V,بالا رفتن,omhooggaan
1022,wachsen::V,قد کشیدن,groeien
1023,glänzen::V,برق زدن,glanzen
1024,glänzen::V,برق زدن,schitteren
1025,funkeln::V,جرقه زدن,fonkelen
1026,lärmen::V,شلوغ کردن,lawaai maken
1027,läuten::V,زنگ زدن,luiden
1028,klingeln::V,زنگ زدن,bellen
1029,klirren::V,جرنگ جرنگ صدا کردن,rinkelen
1030,brausen::V,طوفانی بودن,bruisen
1031,rauschen::V,خش‌خش کردن,ruisen
1032,klingen::V,صدا دادن,klinken
1033,bellen::V,عوعو کردن,blaffen
1034,heulen::V,زوزه کشیدن,huilen
1035,blasen::V,فوت کردن,blazen
1036,pfeifen::V,سوت زدن,fluiten
1037,schreien::V,فریاد زدن,gillen
1038,schreien::V,فریاد زدن,schreeuwen
1039,stöhnen::V,نالیدن,steunen
1040,zittern::V,لرزیدن,beven
1041,zittern::V,لرزیدن,sidderen
1042,leben::V,زیستن,leven
1043,leben::V,زندگی کردن,leven
1044,geboren werden::V,متولد شدن,geboren worden
1045,atmen::V,تنفس کردن,ademen
1046,trinken::V,نوشیدن,drinken
1047,essen::V,خوردن,eten
1048,schlucken::V,بلعیدن,slikken
1049,schlucken::V,قورت دادن,slikken
1050,müde werden::V,خسته شدن,moe worden
1051,einschlafen::V,خواب رفتن,inslapen
1052,schlafen::V,خوابیدن,slapen
1053,aufwachen::V,از خواب بیدار شدن,ontwaken
1054,aufwachen::V,از خواب بیدار شدن,wakker worden
1055,aufstehen::V,بیدار شدن,opstaan
1056,sich erholen::V,استراحت کردن,zich ontspannen
1057,krank werden::V,مریض شدن,ziek worden
1058,krank sein::V,بیمار بودن,ziek zijn
1059,schmerzen::V,درد کردن,pijn doen
1060,husten::V,سرفه کردن,hoesten
1061,genesen::V,بهبود یافتن,genezen
1062,sterben::V,مردن,sterven
1063,sterben::V,مردن,overlijden
1064,umkommen::V,کشته شدن,omkomen
1065,sich bewegen::V,حرکت کردن,zich bewegen
1066,sich rühren::V,تکان خوردن,zich verroeren
1067,sich erheben::V,برخواستن,oprijzen
1068,sich erheben::V,برخواستن,verrijzen
1069,sich setzen::V,نشستن,gaan zitten
1070,hinfallen::V,زمین خوردن,vallen
1071,hinfallen::V,زمین خوردن,neervallen
1072,laufen::V,پیاده رفتن,lopen
1073,schreiten::V,قدم زدن,stappen
1074,schreiten::V,قدم زدن,schrijden
1075,spazierengehen::V,گردش رفتن,gaan wandelen
1076,eilen::V,شتاب کردن,ijlen
1077,eilen::V,شتاب کردن,haasten
1078,sich beeilen::V,عجله کردن,zich haasten
1079,sausen::V,صفیر کشیدن,stuiven
1080,rennen::V,دویدن,rennen
1081,springen::V,پریدن,springen
1082,klettern::V,بالا رفتن,klimmen
1083,klettern::V,بالا رفتن,klauteren
1084,schaukeln::V,تاب خوردن,schommelen
1085,kriechen::V,خزیدن,kruipen
1086,schwimmen::V,شنا کردن,zwemmen
1087,tauchen::V,غواصی کردن,duiken
1088,rudern::V,پارو زدن,roeien
1089,fahren::V,سواره رفتن,rijden
1090,fliegen::V,پریدن,vliegen
1091,gehen::V,رفتن,gaan
1092,weggehen::V,رفتن,weggaan
1093,abfahren::V,حرکت کردن,vertrekken
1094,anhalten::V,ایست کردن,stoppen
1095,anhalten::V,ایست کردن,stilhouden
1096,hineingehen::V,داخل شدن,ingaan
1097,hineingehen::V,داخل شدن,binnengaan
1098,eintreten::V,وارد شدن,binnenkomen
1099,kommen::V,آمدن,komen
1100,ankommen::V,رسیدن,aankomen
1101,zurückkommen::V,برگشتن,terugkomen
1102,bleiben::V,ماندن,blijven
1103,warten::V,منتظر بودن,wachten
1104,erwarten::V,انتظار داشتن,verwachten
1105,suchen::V,جستجو کردن,zoeken
1106,finden::V,یافتن,vinden
1107,finden::V,پیدا کردن,vinden
1108,versuchen::V,سعی کردن,proberen
1109,versuchen::V,سعی کردن,beproeven
1110,versuchen::V,کوشش کردن,proberen
1111,versuchen::V,کوشش کردن,beproeven
1112,vorbereiten::V,آماده کردن,voorbereiden
1113,lieben::V,عاشق بودن,houden van
1114,mögen::V,میل داشتن,lusten
1115,mögen::V,میل داشتن,houden van
1116,mögen::V,دوست داشتن,lusten
1117,mögen::V,دوست داشتن,houden van
1118,lachen::V,خندیدن,lachen
1119,rühren::V,به رقت آوردن,roeren
1120,weinen::V,گریه کردن,huilen
1121,weinen::V,گریه کردن,schreien
1122,schimpfen::V,فحاشی کردن,kijven
1123,schimpfen::V,فحاشی کردن,schelden
1124,sich ärgern::V,ناراحت شدن,zich ergeren
1125,sich fürchten::V,واهمه کردن,bang zijn
1126,fürchten::V,ترسیدن,vrezen
1127,fliehen::V,گریختن,vluchten
1128,flüchten::V,فرار کردن,ontsnappen
1129,flüchten::V,فرار کردن,ontkomen
1130,sehen::V,دیدن,zien
1131,anschauen::V,نگاه کردن,aankijken
1132,ansehen::V,تماشا کردن,aanzien
1133,ansehen::V,تماشا کردن,bekijken
1134,hören::V,شنیدن,horen
1135,zuhören::V,گوش دادن,luisteren
1136,probieren::V,چشیدن,proeven
1137,riechen::V,بوییدن,ruiken
1138,riechen::V,بو کردن,ruiken
1139,fühlen::V,احساس کردن,voelen
1140,scheinen::V,بنظر آمدن,lijken
1141,zu sehen sein::V,دیده شدن,te zien zijn
1142,vernehmen::V,شنیدن,vernemen
1143,frieren::V,سرد بودن,het koud hebben
1144,tun::V,کردن,doen
1145,können::V,توانستن,kunnen
1146,wollen::V,خواستن,willen
1147,anfangen::V,شروع کردن,beginnen
1148,anfangen::V,شروع کردن,aanvangen
1149,beenden::V,تمام کردن,beëindigen
1150,beenden::V,پایان دادن,beëindigen
1151,aufhören::V,دست کشیدن,ophouden
1152,gelingen::V,موفق شدن,lukken
1153,gelingen::V,موفق شدن,gelukken
1154,geraten::V,نتیجه دادن,uitvallen
1155,öffnen::V,گشودن,openen
1156,öffnen::V,گشودن,opendoen
1157,öffnen::V,باز کردن,openen
1158,öffnen::V,باز کردن,opendoen
1159,schließen::V,بستن,sluiten
1160,schließen::V,بستن,dichtdoen
1161,schließen::V,قفل کردن,sluiten
1162,schließen::V,قفل کردن,dichtdoen
1163,stellen::V,گذاردن,stellen
1164,stellen::V,گذاردن,plaatsen
1165,setzen::V,نشاندن,zetten
1166,setzen::V,نشاندن,plaatsen
1167,legen::V,گذاشتن,leggen
1168,berühren::V,دست زدن,aanraken
1169,berühren::V,لمس کردن,aanraken
1170,verbinden::V,وصل کردن,verbinden
1171,bedecken::V,پوشاندن,bedekken
1172,aufhängen::V,آویختن,ophangen
1173,anzünden::V,سوزاندن,aansteken
1174,aufheben::V,برداشتن,oprapen
1175,aufheben::V,بلند کردن,oprapen
1176,zurücklassen::V,گذاشتن,achterlaten
1177,verlieren::V,گم کردن,verliezen
1178,fallen lassen::V,انداختن,laten vallen
1179,machen::V,کردن,maken
1180,machen::V,ساختن,maken
1181,herstellen::V,ساختن,produceren
1182,herstellen::V,ساختن,voortbrengen
1183,herstellen::V,تولید کردن,produceren
1184,herstellen::V,تولید کردن,voortbrengen
1185,bauen::V,ساختن,bouwen
1186,bauen::V,بنا کردن,bouwen
1187,reparieren::V,درست کردن,repareren
1188,reparieren::V,درست کردن,herstellen
1189,reparieren::V,تعمیر کردن,repareren
1190,reparieren::V,تعمیر کردن,herstellen
1191,verbessern::V,بهتر کردن,verbeteren
1192,ändern::V,تغییر دادن,wijzigen
1193,ändern::V,تغییر دادن,veranderen
1194,graben::V,کندن,graven
1195,graben::V,گود کردن,graven
1196,beugen::V,کج کردن,buigen
1197,biegen::V,خم کردن,buigen
1198,drehen::V,چرخاندن,draaien
1199,wenden::V,برگرداندن,keren
1200,wenden::V,برگرداندن,wenden
1201,umdrehen::V,برگرداندن,omdraaien
1202,heben::V,برداشتن,heffen
1203,heben::V,برداشتن,optillen
1204,hochheben::V,برآوردن,tillen
1205,hochheben::V,بلند کردن,tillen
1206,ergreifen::V,گرفتن,pakken
1207,ergreifen::V,گرفتن,grijpen
1208,halten::V,نگاه داشتن,houden
1209,drücken::V,فشار دادن,drukken
1210,drücken::V,فشار آوردن,drukken
1211,schieben::V,هل دادن,duwen
1212,schieben::V,هل دادن,schuiven
1213,kratzen::V,خاریدن,krassen
1214,lecken::V,لیسیدن,likken
1215,beißen::V,گاز زدن,bijten
1216,abreißen::V,پاره کردن,afrukken
1217,abreißen::V,پاره کردن,afscheuren
1218,abschneiden::V,بریدن,afsnijden
1219,abschneiden::V,قطع کردن,afsnijden
1220,binden::V,بستن,binden
1221,stecken::V,فرو کردن,steken
1222,brechen::V,شکستن,breken
1223,klopfen::V,کوبیدن,kloppen
1224,hauen::V,زدن,houwen
1225,kleben::V,چسباندن,plakken
1226,reiben::V,مالش دادن,wrijven
1227,streichen::V,مالیدن,smeren
1228,schleifen::V,تیز کردن,slijpen
1229,schneiden::V,چیدن,snijden
1230,schneiden::V,بریدن,snijden
1231,rütteln::V,لرزاندن,schudden
1232,rütteln::V,تکان دادن,schudden
1233,schütteln::V,تکان دادن,schudden
1234,schwenken::V,تاب دادن,wuiven
1235,schwenken::V,تاب دادن,zwaaien
1236,schütten::V,ریختن,gieten
1237,schütten::V,ریختن,storten
1238,füllen::V,پر کردن,vullen
1239,einwickeln::V,پیچیدن,inwikkelen
1240,tragen::V,بردن,dragen
1241,tragen::V,حمل کردن,dragen
1242,schleppen::V,کشیدن,slepen
1243,ziehen::V,کشیدن,trekken
1244,aufbewahren::V,نگهداری کردن,bewaren
1245,werfen::V,انداختن,gooien
1246,werfen::V,پرتاب کردن,gooien
1247,fangen::V,گرفتن,vangen
1248,packen::V,گرفتن,pakken
1249,packen::V,گرفتن,vastpakken
1250,verstecken::V,قایم کردن,verstoppen
1251,verstecken::V,پنهان کردن,verstoppen
1252,teilen::V,قسمت کردن,delen
1253,teilen::V,تقسیم کردن,delen
1254,schicken::V,فرستادن,sturen
1255,schicken::V,ارسال کردن,sturen
1256,bringen::V,آوردن,brengen
1257,hinzufügen::V,افزودن,toevoegen
1258,hinzufügen::V,اضافه کردن,toevoegen
1259,bekommen::V,گرفتن,verkrijgen
1260,erhalten::V,دریافت کردن,krijgen
1261,nehmen::V,گرفتن,nemen
1262,nehmen::V,برداشتن,nemen
1263,wählen::V,انتخاب کردن,kiezen
1264,wählen::V,انتخاب کردن,verkiezen
1265,auswählen::V,برگزیدن,uitkiezen
1266,bewahren::V,حفظ کردن,bewaren
1267,bewahren::V,حفاظت کردن,bewaren
1268,behindern::V,مانع بودن,hinderen
1269,verderben::V,از بین بردن,bederven
1270,beschädigen::V,صدمه زدن,beschadigen
1271,zerbrechen::V,شکستن,breken
1272,zerbrechen::V,شکستن,stukbreken
1273,zerreißen::V,دریدن,scheuren
1274,zerreißen::V,دریدن,verscheuren
1275,zerreißen::V,پاره کردن,scheuren
1276,zerreißen::V,پاره کردن,verscheuren
1277,zerstören::V,خراب کردن,vernielen
1278,zerstören::V,ویران کردن,vernielen
1279,verbrennen::V,سوزاندن,branden
1280,verbrennen::V,سوزاندن,verbranden
1281,geben::V,دادن,geven
1282,reichen::V,دادن,reiken
1283,reichen::V,دادن,aanreiken
1284,schenken::V,هدیه دادن,schenken
1285,versprechen::V,قول دادن,beloven
1286,versprechen::V,وعده دادن,beloven
1287,wünschen::V,آرزو کردن,wensen
1288,loben::V,ستایش کردن,loven
1289,loben::V,ستایش کردن,prijzen
1290,küssen::V,بوسیدن,kussen
1291,wiegen::V,نوسان کردن,wiegen
1292,zudecken::V,پوشاندن,toedekken
1293,wecken::V,بیدار کردن,wekken
1294,zeigen::V,نشان دادن,tonen
1295,zeigen::V,نشان دادن,wijzen
1296,führen::V,رهنمائی کردن,voeren
1297,lehren::V,آموختن,leren
1298,lehren::V,یاد دادن,leren
1299,unterrichten::V,درس دادن,onderwijzen
1300,unterrichten::V,تدریس کردن,onderwijzen
1301,aufziehen::V,تربیت کردن,grootbrengen
1302,leiten::V,اداره کردن,leiden
1303,antreiben::V,عجله دادن,aandrijven
1304,lassen::V,وادار کردن,laten
1305,einladen::V,دعوت کردن,uitnodigen
1306,einladen::V,مهمان کردن,uitnodigen
1307,vereinigen::V,یکی کردن,verenigen
1308,vereinigen::V,متحد کردن,verenigen
1309,besuchen::V,دیدار کردن,bezoeken
1310,treffen::V,ملاقات کردن,treffen
1311,treffen::V,ملاقات کردن,ontmoeten
1312,sich versammeln::V,جمع شدن,zich verzamelen
1313,spielen::V,بازی کردن,spelen
1314,singen::V,آواز خواندن,zingen
1315,tanzen::V,رقصیدن,dansen
1316,sich trennen::V,جدا شدن,van elkaar gaan
1317,verlassen::V,ترک کردن,verlaten
1318,retten::V,نجات دادن,redden
1319,bewachen::V,حراست کردن,bewaken
1320,schützen::V,حفظ کردن,beschermen
1321,verteidigen::V,دفاع کردن,verdedigen
1322,sich schlagen::V,کتک‌کاری کردن,knokken
1323,schießen::V,تیر زدن,schieten
1324,siegen::V,پیروز شدن,overwinnen
1325,ärgern::V,ناراحت کردن,ergeren
1326,schlagen::V,زدن,slaan
1327,schlagen::V,کوبیدن,slaan
1328,treten::V,لگد زدن,trappen
1329,treten::V,لگد زدن,schoppen
1330,stechen::V,چاقو زدن,steken
1331,stechen::V,چاقو زدن,prikken
1332,stoßen::V,هل دادن,stoten
1333,stehlen::V,دزدیدن,stelen
1334,stören::V,مزاحم شدن,storen
1335,stören::V,مزاحم شدن,verstoren
1336,belästigen::V,زحمت دادن,lastig vallen
1337,verbergen::V,پنهان کردن,verbergen
1338,täuschen::V,گول زدن,misleiden
1339,täuschen::V,فریب دادن,misleiden
1340,betrügen::V,گول زدن,bedriegen
1341,betrügen::V,فریب دادن,bedriegen
1342,töten::V,کشتن,doden
1343,wohnen::V,منزل داشتن,wonen
1344,wohnen::V,سکونت داشتن,wonen
1345,arbeiten::V,کار کردن,werken
1346,sammeln::V,جمع کردن,inzamelen
1347,sammeln::V,جمع کردن,verzamelen
1348,pflücken::V,چیدن,plukken
1349,jagen::V,شکار کردن,jagen
1350,fischen::V,صید کردن,vissen
1351,fischen::V,ماهی‌گیری کردن,vissen
1352,fassen::V,گرفتن,vangen
1353,hüten::V,چراندن,hoeden
1354,hüten::V,مراقبت کردن,hoeden
1355,treiben::V,راندن,drijven
1356,anbinden::V,متصل کردن,vastbinden
1357,füttern::V,غذا دادن,voeren
1358,melken::V,دوشیدن,melken
1359,hacken::V,خرد کردن,hakken
1360,gießen::V,ریختن,gieten
1361,reifen::V,رسیدن,rijpen
1362,zubereiten::V,طبخ کردن,klaarmaken
1363,zubereiten::V,طبخ کردن,toebereiden
1364,zubereiten::V,آماده کردن,klaarmaken
1365,zubereiten::V,آماده کردن,toebereiden
1366,kochen::V,پختن,koken
1367,kochen::V,آشپزی کردن,koken
1368,backen::V,پختن,bakken
1369,braten::V,سرخ کردن,braden
1370,umrühren::V,هم زدن,omroeren
1371,stricken::V,بافتن,breien
1372,nähen::V,دوختن,naaien
1373,färben::V,رنگ زدن,verven
1374,färben::V,رنگ زدن,kleuren
1375,reinigen::V,پاک کردن,reinigen
1376,reinigen::V,تمیز کردن,reinigen
1377,waschen::V,شستن,wassen
1378,abwischen::V,زدودن,afvegen
1379,spülen::V,شستن,spoelen
1380,spülen::V,شستن,afwassen
1381,fegen::V,جارو کردن,vegen
1382,kehren::V,جارو کردن,vegen
1383,baden::V,شنا کردن,baden
1384,baden::V,حمام کردن,baden
1385,sich waschen::V,شستشو کردن,zich wassen
1386,ausziehen::V,درآوردن,uittrekken
1387,anziehen::V,پوشیدن,aantrekken
1388,sich anziehen::V,لباس پوشیدن,zich aankleden
1389,kämmen::V,شانه زدن,kammen
1390,schmücken::V,زینت دادن,tooien
1391,sagen::V,گفتن,zeggen
1392,sprechen::V,حرف زدن,spreken
1393,sprechen::V,صحبت کردن,spreken
1394,reden::V,حرف زدن,praten
1395,reden::V,صحبت کردن,praten
1396,sich unterhalten::V,گپ زدن,zich onderhouden
1397,fragen::V,پرسیدن,vragen
1398,fragen::V,سؤال کردن,vragen
1399,bitten::V,خواهش کردن,vragen
1400,bitten::V,خواهش کردن,verzoeken
1401,bitten::V,درخواست کردن,vragen
1402,bitten::V,درخواست کردن,verzoeken
1403,erzählen::V,نقل کردن,vertellen
1404,erzählen::V,حکایت کردن,vertellen
1405,mitteilen::V,خبر دادن,meedelen
1406,nennen::V,نامیدن,noemen
1407,rufen::V,صدا کردن,roepen
1408,prahlen::V,پز آمدن,pralen
1409,übersetzen::V,ترجمه کردن,vertalen
1410,denken::V,فکر کردن,denken
1411,glauben::V,باور کردن,geloven
1412,glauben::V,عقیده داشتن,geloven
1413,bemerken::V,متوجه شدن,bemerken
1414,erkennen::V,شناختن,herkennen
1415,erkennen::V,تشخیص دادن,herkennen
1416,begreifen::V,فهمیدن,begrijpen
1417,begreifen::V,درک کردن,begrijpen
1418,verstehen::V,فهمیدن,verstaan
1419,lernen::V,آموختن,leren
1420,lernen::V,یاد گرفتن,leren
1421,wissen::V,دانستن,weten
1422,sich erinnern an::V,به یاد آوردن,zich herinneren aan
1423,vergessen::V,فراموش کردن,vergeten
1424,messen::V,اندازه گرفتن,meten
1425,zählen::V,شمردن,tellen
1426,rechnen::V,حساب کردن,rekenen
1427,lesen::V,خواندن,lezen
1428,malen::V,نقاشی کردن,schilderen
1429,zeichnen::V,کشیدن,tekenen
1430,zeichnen::V,رسم کردن,tekenen
1431,schreiben::V,نوشتن,schrijven
1432,besitzen::V,داشتن,bezitten
1433,kaufen::V,خریدن,kopen
1434,kaufen::V,خرید کردن,kopen
1435,verkaufen::V,فروختن,verkopen
1436,bezahlen::V,پرداختن,betalen
1437,zahlen::V,پرداخت کردن,betalen
1438,beherrschen::V,مسلط بودن,beheersen
1439,ertragen::V,تحمل کردن,verdragen
