,Concept_ID,ro,fa
490,Haken::N,cârlig,قلاب
491,Griff::N,mâner,دسته
492,Schloss::N,lacăt,قفل
493,Bild::N,tablou,عکس
494,Bild::N,tablou,تصویر
495,Bild::N,imagine,عکس
496,Bild::N,imagine,تصویر
497,Figur::N,chip,تندیس
498,Figur::N,figură,تندیس
499,Puppe::N,păpușă,عروسک
500,Beutel::N,pungă,کیسه
501,Beutel::N,săculeț,کیسه
502,Bündel::N,mănunchi,بسته
503,Tasche::N,geantă,کیف
504,Eimer::N,găleată,سطل
505,Deckel::N,capac,در
506,Geschirr::N,vase,ظرف
507,Geschirr::N,tacâmuri,ظرف
508,Sack::N,sac,گونی
509,Tasse::N,ceașcă,فنجان
510,Topf::N,oală,دیگ
511,Topf::N,oală,قابلمه
512,Kessel::N,cazan,دیگ
513,Kessel::N,căldare,دیگ
514,Essen::N,mâncare,خوراک
515,Nahrung::N,hrană,غذا
516,Nahrung::N,aliment,غذا
517,Speise::N,bucate,خوراک
518,Speise::N,fel de bucate,خوراک
519,Fleisch::N,carne,گوشت
520,Getreide::N,cereale,غله
521,Brei::N,pireu,فرنی
522,Brei::N,pireu,حریره
523,Brot::N,pâine,نان
524,Scheibe::N,felie,قاچ
525,Scheibe::N,felie,لزگه
526,Scheibe::N,bucată,قاچ
527,Scheibe::N,bucată,لزگه
528,Fett::N,untură,چربی
529,Fett::N,grăsime,چربی
530,Butter::N,unt,کره
531,Öl::N,ulei,روغن
532,Salz::N,sare,نمک
533,Suppe::N,supă,آش
534,Suppe::N,supă,سوپ
535,Suppe::N,ciorbă,آش
536,Suppe::N,ciorbă,سوپ
537,Honig::N,miere,عسل
538,Milch::N,lapte,شیر
539,Tee::N,ceai,چای
540,Leder::N,piele,چرم
541,Wolle::N,lână,پشم
542,Stoff::N,stofă,پارچه
543,Nadel::N,ac,سوزن
544,Faden::N,ață,نخ
545,Knopf::N,buton,دکمه
546,Knoten::N,nod,گره
547,Farbe::N,vopsea,رنگ
548,Kleidung::N,haine,لباس
549,Kleidung::N,haine,پوشاک
550,Kleidung::N,îmbrăcăminte,لباس
551,Kleidung::N,îmbrăcăminte,پوشاک
552,Hemd::N,cămașă,پیراهن
553,Kragen::N,guler,یقه
554,Ärmel::N,mânecă,آستین
555,Hose::N,pantaloni,شلوار
556,Gürtel::N,cordon,کمر‌بند
557,Mütze::N,șapcă,کلاه
558,Schuh::N,gheată,کفش
559,Stiefel::N,cizmă,چکمه
560,Ring::N,inel,حلقه
561,Ring::N,inel,انگشتر
562,Ring::N,verigă,حلقه
563,Ring::N,verigă,انگشتر
564,Band::N,panglică,نوار
565,Band::N,panglică,روبان
566,Band::N,șiret,نوار
567,Band::N,șiret,روبان
568,Kamm::N,pieptene,شانه
569,Spiegel::N,oglindă,آینه
570,Riemen::N,curea,تسمه
571,Schnur::N,funie,ریسمان
572,Schnur::N,sfoară,ریسمان
573,Leine::N,lesă,قلاده
574,Leine::N,curea,قلاده
575,Decke::N,pătură,پتو
576,Kissen::N,pernă,بالش
577,Tuch::N,batic,شال
578,Handtuch::N,prosop,حوله
579,Handtuch::N,ștergar,حوله
580,Kraft::N,forță,نیرو
581,Kraft::N,putere,نیرو
582,Stärke::N,tărie,زور
583,Stärke::N,vigoare,زور
584,Gesundheit::N,sănătate,سلامتی
585,Gesundheit::N,sănătate,تندرستی
586,Krankheit::N,boală,بیماری
587,Krankheit::N,maladie,بیماری
588,Schmerz::N,durere,درد
589,Wunde::N,rană,زخم
590,Fieber::N,febră,تب
591,Arznei::N,leac,دارو
592,Arznei::N,medicament,دارو
593,Brücke::N,pod,پل
594,Brücke::N,punte,پل
595,Brunnen::N,puț,چاه
596,Weide::N,izlaz,چراگاه
597,Weide::N,pășune,چراگاه
598,Pfad::N,cărare,راه
599,Weg::N,drum,راه
600,Weg::N,drum,طریق
601,Straße::N,cale,راه
602,Straße::N,cale,جاده
603,Straße::N,stradă,راه
604,Straße::N,stradă,جاده
605,Dorf::N,sat,ده
606,Dorf::N,sat,روستا
607,Stadt::N,oraș,شهر
608,Brief::N,scrisoare,نامه
609,Buch::N,carte,کتاب
610,Buchstabe::N,literă,حرف
611,Buchstabe::N,caracter,حرف
612,Zeitung::N,ziar,روزنامه
613,Zeitung::N,gazetă,روزنامه
614,Leben::N,viață,عمر
615,Leben::N,viață,زندگی
616,Tod::N,moarte,مرگ
617,Grab::N,groapă,گور
618,Grab::N,groapă,مزار
619,Grab::N,mormânt,گور
620,Grab::N,mormânt,مزار
621,Kirche::N,biserică,کلیسا
622,Sünde::N,păcat,بزه
623,Sünde::N,păcat,گناه
624,Gott::N,zeu,خدا
625,Arbeiter::N,muncitor,کارگر
626,Chef::N,șef,رئیس
627,Meister::N,meșter,استاد
628,Meister::N,maestru,استاد
629,Arzt::N,medic,پزشک
630,Arzt::N,doctor,پزشک
631,Lehrer::N,profesor,معلم
632,Lehrer::N,profesor,آموزگار
633,Lehrer::N,învățător,معلم
634,Lehrer::N,învățător,آموزگار
635,Geld::N,bani,پول
636,Geld::N,parale,پول
637,Geschäft::N,treabă,کار
638,Geschäft::N,treabă,بیزنس
639,Geschäft::N,afacere,کار
640,Geschäft::N,afacere,بیزنس
641,Laden::N,magazin,دکان
642,Laden::N,magazin,مغازه
643,Laden::N,prăvălie,دکان
644,Laden::N,prăvălie,مغازه
645,Preis::N,preț,بها
646,Preis::N,preț,قیمت
647,Ware::N,marfă,جنس
648,Ware::N,marfă,کالا
649,Nutzen::N,folos,مزیت
650,Nutzen::N,folos,امتیاز
651,Nutzen::N,profit,مزیت
652,Nutzen::N,profit,امتیاز
653,Reichtum::N,avuție,مال
654,Reichtum::N,avuție,ثروت
655,Reichtum::N,bogăție,مال
656,Reichtum::N,bogăție,ثروت
657,Welt::N,lume,دنیا
658,Land::N,țară,کشور
659,Land::N,țară,مملکت
660,Staat::N,stat,دولت
661,König::N,rege,شاه
662,König::N,rege,پادشاه
663,Macht::N,putere,قدرت
664,Macht::N,putere,اختیار
665,Macht::N,putință,قدرت
666,Macht::N,putință,اختیار
667,Grenze::N,hotar,مرز
668,Grenze::N,graniță,مرز
669,Grenze::N,frontieră,مرز
670,Krieg::N,război,جنگ
671,Feind::N,dușman,دشمن
672,Gewalt::N,violență,زور
673,Gewalt::N,violență,خشونت
674,Kampf::N,luptă,نبرد
675,Kampf::N,luptă,مبارزه
676,Bogen[Waffe]::N,arc,کمان
677,Pfeil::N,săgeată,تیر
678,Gewehr::N,armă,تفنگ
679,Gewehr::N,pușcă,تفنگ
680,Fehler::N,eroare,غلط
681,Fehler::N,eroare,اشتباه
682,Fehler::N,greșeală,غلط
683,Fehler::N,greșeală,اشتباه
684,Lüge::N,minciună,دروغ
685,Schaden::N,daună,آسیب
686,Schaden::N,daună,خسارت
687,Schaden::N,pagubă,آسیب
688,Schaden::N,pagubă,خسارت
689,Unglück::N,nenorocire,بلا
690,Schuld::N,vină,گناه
691,Schuld::N,vină,تقصیر
692,Alter::N,etate,سن
693,Alter::N,etate,عمر
694,Alter::N,vârstă,سن
695,Alter::N,vârstă,عمر
696,Schluss::N,sfârșit,انتها
697,Zeit::N,timp,وقت
698,Zeit::N,timp,زمان
699,Zeit::N,vreme,وقت
700,Zeit::N,vreme,زمان
701,Tag::N,zi,روز
702,Morgen::N,dimineață,صبح
703,Mittag::N,prânz,ظهر
704,Mittag::N,amiază,ظهر
705,Abend::N,seară,شب
706,Abend::N,seară,عصر
707,Nacht::N,noapte,شب
708,Woche::N,săptămână,هفته
709,Monat::N,lună,ماه
710,Jahr::N,an,سال
711,Frühling::N,primăvară,بهار
712,Sommer::N,vară,تابستان
713,Herbst::N,toamnă,پاییز
714,Winter::N,iarnă,زمستان
715,Januar::N,ianuarie,ژانویه
716,Februar::N,februarie,فوریه
717,März::N,martie,مارس
718,April::N,aprilie,آوریل
719,Mai::N,mai,مه
720,Juni::N,iunie,ژوئن
721,Juli::N,iulie,ژویه
722,August::N,august,اوت
723,September::N,septembrie,سپتامبر
724,Oktober::N,octombrie,اکتبر
725,November::N,noiembrie,نوامبر
726,Dezember::N,decembrie,دسامبر
727,Montag::N,luni,دو‌شنبه
728,Dienstag::N,marți,سه‌شنبه
729,Mittwoch::N,miercuri,چهار‌شنبه
730,Donnerstag::N,joi,پنج شنبه
731,Freitag::N,vineri,جمعه
732,Samstag::N,sâmbătă,شنبه
733,Sonntag::N,duminică,یکشنبه
734,groß::A,mare,بزرگ
735,klein::A,mic,کوچک
736,lang::A,lung,بلند
737,kurz::A,scurt,کوتاه
738,breit::A,lat,پهن
739,breit::A,larg,پهن
740,schmal::A,strâmt,تنگ
741,schmal::A,strâmt,نازک
742,dicht::A,des,چگال
743,dicht::A,des,انبوه
744,dick[Gegenstand]::A,gros,ضخیم
745,dünn::A,subțire,نازک
746,fein::A,fin,ریز
747,fein::A,fin,باریک
748,fein::A,subțire,ریز
749,fein::A,subțire,باریک
750,fest::A,tare,محکم
751,fest::A,solid,محکم
752,flach::A,șes,صاف
753,flach::A,șes,مسطح
754,flach::A,plan,صاف
755,flach::A,plan,مسطح
756,glatt::A,lins,لیز
757,hart::A,dur,سفت
758,weich::A,moale,نرم
759,weich::A,moale,ملایم
760,rund::A,rotund,گرد
761,rund::A,circular,گرد
762,spitz::A,ascuțit,تیز
763,spitz::A,ascuțit,نوک‌تیز
764,scharf::A,tăios,تیز
765,scharf::A,tăios,برنده
766,scharf::A,ascuțit,تیز
767,scharf::A,ascuțit,برنده
768,stumpf::A,tocit,کند
769,schwer::A,greu,سنگین
770,schön::A,frumos,زیبا
771,heiß::A,cald,داغ
772,heiß::A,fierbinte,داغ
773,warm::A,cald,گرم
774,warm::A,fierbinte,گرم
775,kalt::A,rece,سرد
776,kühl::A,rece,خنک
777,kühl::A,răcoros,خنک
778,frisch::A,răcoros,تازه
779,frisch::A,proaspăt,تازه
780,feucht::A,umed,مرطوب
781,feucht::A,jilav,مرطوب
782,nass::A,ud,تر
783,nass::A,ud,خیش
784,trocken::A,sec,خشک
785,trocken::A,uscat,خشک
786,voll::A,plin,پر
787,leer::A,gol,خالی
788,offen::A,deschis,باز
789,geschlossen::A,închis,بسته
790,sauber::A,curat,پاک
791,sauber::A,curat,تمیز
792,schmutzig::A,murdar,کثیف
793,schmutzig::A,murdar,آلوده
794,roh::A,crud,خام
795,reif::A,copt,رسیده
796,lecker::A,gustos,لذیذ
797,lecker::A,gustos,خوشمزه
798,süß::A,dulce,شیرین
799,bitter::A,amar,تلخ
800,sauer::A,acru,ترش
801,hell::A,clar,روشن
802,hell::A,luminos,روشن
803,dunkel::A,obscur,تاریک
804,dunkel::A,întunecos,تاریک
805,schwarz::A,negru,سیاه
806,weiß::A,alb,سفید
807,rot::A,roșu,سرخ
808,rot::A,roșu,قرمز
809,gelb::A,galben,زرد
810,blau::A,albastru,آبی
811,grün::A,verde,سبز
812,grau::A,gri,طوسی
813,grau::A,gri,خاکستری
814,grau::A,cenușiu,طوسی
815,grau::A,cenușiu,خاکستری
816,bunt::A,colorat,رنگارنگ
817,billig::A,ieftin,ارزان
