,Concept_ID,ml,fa
637,schwarz::A,കറുത്ത,سیاه
638,weiß::A,വെളുത്ത,سفید
639,rot::A,ചുവന്ന,سرخ
640,rot::A,ചുവന്ന,قرمز
641,gelb::A,മഞ്ഞനിറമായ,زرد
642,blau::A,നീലനിറമുള്ള,آبی
643,grün::A,പച്ചനിറമുള്ള,سبز
644,grau::A,ചാരനിറത്തിലുള്ള,طوسی
645,grau::A,ചാരനിറത്തിലുള്ള,خاکستری
646,bunt::A,വർണ്ണശബളമായ,رنگارنگ
647,billig::A,വിലകുറഞ്ഞ,ارزان
648,teuer::A,ചെലവേറിയ,گران
649,wertvoll::A,വിലപിടിപ്പുള്ള,قیمتی
650,wertvoll::A,വിലപിടിപ്പുള്ള,گرانبها
651,blind::A,അന്ധനായ,کور
652,blind::A,അന്ധനായ,نابینا
653,taub::A,കേൾവിക്കുറവുള്ള,کر
654,taub::A,കേൾവിക്കുറവുള്ള,ناشنوا
655,kräftig::A,ശക്തിയുള്ള,قوی
656,stark::A,ബലമുള്ള,قوی
657,stark::A,ബലമുള്ള,نیرومند
658,schwach::A,ക്ഷീണിച്ച,ضعیف
659,fett::A,കൊഴുപ്പുള്ള,چرب
660,schlank::A,മെലിഞ്ഞ,باریک‌اندام
661,hübsch::A,മനോഹരമായ,قشنگ
662,hübsch::A,മനോഹരമായ,خوشگل
663,böse::A,പാപിയായ,بد
664,dumm::A,വിവരംകെട്ട,احمق
665,faul::A,അലസനായ,لش
666,faul::A,അലസനായ,تنبل
667,fleißig::A,അദ്ധ്വാനശീലമുള്ള,زرنگ
668,geizig::A,പിശുക്കനായ,خسیس
669,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,عاقل
670,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,باهوش
671,geschickt::A,പ്രതിഭാശാലി,ماهر
672,lieb::A,പ്രിയപ്പെട്ട,عزیز
673,lustig::A,ആനന്ദകരമായ,شاد
674,lustig::A,ആനന്ദകരമായ,خوشحال
675,sanft::A,സൌമ്യമായ,لطیف
676,hungrig::A,വിശപ്പുള്ള,گرسنه
677,krank::A,അസുഖമുള്ള,مریض
678,krank::A,അസുഖമുള്ള,بیمار
679,nackt::A,നഡമായ,لخت
680,nackt::A,നഡമായ,برهنه
681,traurig::A,വിഷമമുള്ള,غمگین
682,lebendig::A,ഉപജീവനം,زنده
683,gut::A,നല്ല,خوب
684,schlecht::A,മോശമായ,بد
685,richtig::A,ശരിയായ,درست
686,schlimm::A,വൃത്തികെട്ട,وخيم
687,wahr::A,ശരിയായ,درست
688,wahr::A,ശരിയായ,حقیقی
689,alt::A,പഴയ,کهنه
690,neu::A,പുതിയ,نو
691,ehemalig::A,മുൻ,قبلی
692,alt[Lebewesen]::A,വയസ്സുള്ള,پیر
693,jung::A,കൌമാരമായ,جوان
694,arm::A,പാവപ്പെട്ട,فقیر
695,reich::A,സമ്പന്നമായ,پولدار
696,reich::A,സമ്പന്നമായ,ثروتمند
697,bekannt::A,പരിചിതമായ,آشنا
698,bekannt::A,പരിചിതമായ,معلوم
699,berühmt::A,പ്രശസ്തനായ,مشهور
700,fremd::A,വൈദേശികമായ,خارجی
701,fremd::A,വൈദേശികമായ,بیگانه
702,verschieden::A,വ്യത്യസ്തമായ,مختلف
703,verschieden::A,വ്യത്യസ്തമായ,متفاوت
704,nah::A,അരികത്തുള്ള,نزدیک
705,fern::A,അകലെയുള്ള,دور
706,linker::A,അവശേഷിച്ച,چپ
707,rechter::A,വലത്തേ,راست
708,anderer::A,മറ്റുള്ള,دیگر
709,erster::A,ആദ്യത്തെ,اول
710,zweiter::A,രണ്ടാം,دوم
711,dritter::A,മൂന്നാമത്,سوم
712,letzter::A,അവസാനത്തെ,آخر
713,allein::ADV,തനിച്ചുള്ള,تنها
714,auf einmal::ADV,ഉടന്,همزمان
715,zusammen::ADV,ഒരുമിച്ച,باهم
716,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,مدت‌ها
717,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,مدت زیادی
718,plötzlich::ADV,പെട്ടെന്ന്,ناگهان
719,sofort::ADV,തത്ക്ഷണം,فوراً
720,später::ADV,പിന്നീട്,بعدها
721,jetzt::ADV,ഇപ്പോൾ,حالا
722,jetzt::ADV,ഇപ്പോൾ,اکنون
723,heute::ADV,ഇന്ന്,امروز
724,morgen::ADV,നാളെ,فردا
725,bald::ADV,ഉടനെ,زود
726,bald::ADV,ഉടനെ,بزودی
727,dann::ADV,അപ്പോൾ,سپس
728,dann::ADV,അപ്പോൾ,آنوقت
729,gestern::ADV,ഇന്നലെ,دیروز
730,einst::ADV,പണ്ടൊരിക്കല്,وقتی
731,einst::ADV,പണ്ടൊരിക്കല്,زمانی
732,damals::ADV,അപ്പോൾ,آنوقت
733,damals::ADV,അപ്പോൾ,آنزمان
734,danach::ADV,പിന്നീട്,بعد
735,vorher::ADV,മുൻപ്,قبلاً
736,zuerst::ADV,ആദ്യം,اول
737,zuerst::ADV,ആദ്യം,ابتداء
738,einmal::ADV,ഒരിക്കൽ,یکدفعه
739,manchmal::ADV,ചിലപ്പോൾ,گاهی
740,manchmal::ADV,ചിലപ്പോൾ,بعضی اوقات
741,oft::ADV,പലപ്പോഴും,اغلب
742,immer::ADV,എപ്പോഴും,همیشه
743,niemals::ADV,ഒരിക്കലും,هرگز
744,hier::ADV,ഇവിടെ,اینجا
745,hierhin::ADV,ഇവിടേക്ക്,به اینجا
746,von hier::ADV,ഇവിടെനിന്ന്,از اینجا
747,dort::ADV,അവിടെ,آنجا
748,dorthin::ADV,അവിടേക്ക്,به آنجا
749,geradeaus::ADV,മുമ്പിൽ,راست
750,geradeaus::ADV,മുമന്നോട്ട്,راست
751,vorwärts::ADV,മുന്നോട്ട്,جلو
752,vorwärts::ADV,മുന്നോട്ട്,به پیش
753,rückwärts::ADV,തലതിരിച്ച്,عقب
754,zurück::ADV,പുറകിലേക്ക്,پس
755,zurück::ADV,പുറകിലേക്ക്,عقب
756,zurück::ADV,പുറകിലേക്ക്,بالعکس
757,unten::ADV,താഴെ,زیر
758,unten::ADV,താഴെ,پایین
759,hinab::ADV,താഴേക്ക്,به پایین
760,oben::ADV,മുകളിൽ,بالا
761,hinauf::ADV,മുകളിൽ,به بالا
762,überall::ADV,എല്ലായിടത്തും,همه‌جا
763,nicht::ADV,ഇല്ല,نه
764,ein wenig::ADV,കുറച്ച്,کمی
765,kaum::ADV,കഷ്ടിച്ച്,به سختی
766,sehr::ADV,വളരെ,خیلی
767,sehr::ADV,വളരെ,بسیار
768,so::ADV,അങ്ങനെ,چنین
769,so::ADV,അങ്ങനെ,اینطور
770,noch::ADV,ഇപ്പോഴും,هنوز
771,nur::ADV,മാത്രം,فقط
772,nur::ADV,മാത്രം,تنها
773,schon::ADV,നേരത്തേ തന്നെ,قبلاً
774,schon::ADV,നേരത്തേ തന്നെ,به این زودی
775,wieder::ADV,വീണ്ടും,باز
776,wieder::ADV,വീണ്ടും,دوباره
777,vergebens::ADV,വിഫല,بیهوده
778,vor::PRP,മുമ്പിൽ,در جلوی
779,hinter::PRP,പുറകിൽ,پشت
780,unter::PRP,കീഴിൽ,تحت
781,durch::PRP,ഉള്ളിലൂടെ,از وسط
782,durch::PRP,ഉള്ളിലൂടെ,از ميان
783,neben::PRP,അടുത്ത്,کنار
784,neben::PRP,അടുത്ത്,پهلوی
785,zwischen::PRP,ഇടയ്ക്ക്,بین
786,zwischen::PRP,ഇടയ്ക്ക്,میان
787,wegen::PRP,നിമിത്തം,برای
788,wegen::PRP,നിമിത്തം,بخاطر
789,dies::PRN,ഇത്,این
790,das::PRN,അത്,آن
791,alles::PRN,എല്ലാം,تمام
792,alles::PRN,എല്ലാം,همه‌چیر
793,ich::PRN,ഞാൻ,من
794,du::PRN,നിങ്ങൾ,تو
795,er::PRN,അദ്ദേഹം,او
796,er::PRN,അയാൾ,او
797,er::PRN,അവൻ,او
798,er::PRN,അവർ,او
799,er::PRN,അവൾ,او
800,wir::PRN,നമ്മൾ,ما
801,ihr::PRN,നിങ്ങൾ,شما
802,sie::PRN,അവർ,آنها
803,was::FPRN,എന്ത്,چه
804,wer::FPRN,ആര്,کی
805,wo::FADV,എവിടെ,کجا
806,wohin::FADV,എവിടേക്ക്,بکجا
807,wie::FADV,എങ്ങനെ,چطور
808,wie::FADV,എങ്ങനെ,چگونه
809,warum::FADV,എന്തുകൊണ്ട്,چرا
810,warum::FADV,എന്തുകൊണ്ട്,برای چه
811,wieviel::FNUM,എത്ര,چند
812,wieviel::FNUM,എത്ര,چقدر
813,eins::NUM,ഒന്ന്,یک
814,zwei::NUM,രണ്ട്,دو
815,drei::NUM,മൂന്ന്,سه
816,vier::NUM,നാല്,چهار
817,fünf::NUM,അഞ്ച്,پنج
818,sechs::NUM,ആറ്,شش
819,sieben::NUM,ഏഴ്,هفت
820,acht::NUM,എട്ട്,هشت
821,neun::NUM,ഒമ്പത്,نه
822,zehn::NUM,പത്ത്,ده
823,elf::NUM,പതിനൊന്ന്,یازده
824,zwölf::NUM,പന്ത്രണ്ട്,دوازده
825,zwanzig::NUM,ഇരുപത്,بیست
826,dreißig::NUM,മുപ്പത്,سی
827,vierzig::NUM,നാൽപ്പത്,چهل
828,fünfzig::NUM,അൻപത്,پنجاه
829,sechzig::NUM,അറുപത്,شصت
830,siebzig::NUM,എഴുപത്,هفتاد
831,achtzig::NUM,എൺപത്,هشتاد
832,neunzig::NUM,തൊണ്ണൂറ്,نود
833,hundert::NUM,നൂറ്,صد
834,tausend::NUM,ആയിരം,هزار
835,und::CNJ,ഉം,و
836,oder::CNJ,അഥവാ,یا
837,stehen::V,നിൽക്കുക,ایستادن
838,sitzen::V,ഇരിക്കുക,نشستن
839,liegen::V,കിടക്കുക,خوابیدن
840,liegen::V,കിടക്കുക,دراز کشیدن
841,hängen::V,തൂങ്ങുക,آویزان بودن
842,werden::V,ആയിത്തീരുക,شدن
843,passieren::V,സംഭവിക്കുക,گذشتن
844,passieren::V,സംഭവിക്കുക,اتفاق افتادن
845,beginnen::V,ആരംഭിക്കുക,شروع شدن
846,enden::V,അവസാനിപ്പിക്കുക,تمام شدن
847,wechseln::V,മാറ്റുക,عوض شدن
848,aufgehen[Sonne]::V,ഉയരുക,برآمدن
849,aufgehen[Sonne]::V,ഉയരുക,طلوع کردن
850,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,غروب کردن
851,scheinen[Sonne]::V,പ്രകാശിക്കുക,تابیدن
852,donnern::V,ഇടിവെട്ടുക,رعد زدن
853,wehen::V,വീശുക,دمیدن
854,strömen::V,ഒഴുകുക,روان شدن
855,fließen::V,ഒഴുകുക,روان شدن
856,sich drehen::V,ചുറ്റുക,چرخیدن
857,sich drehen::V,കറക്കുക,چرخیدن
858,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,خم و راست شدن
859,schwingen::V,ആടുക,تاب خوردن
860,schwingen::V,ആടുക,نوسان کردن
861,fallen::V,വീഴുക,افتادن
862,fallen::V,വീഴുക,سقوط کردن
863,brennen::V,കത്തുക,سوزاندن
864,rauchen::V,പുകയുക,دود کردن
865,regnen::V,മഴ_പെയ്യുക,باران آمدن
866,gefrieren::V,തണത്ത്_മരവിക്കുക,یخ بستن
867,tauen::V,അലിയുക,آب شدن
868,schmelzen::V,ഉരുകുക,آب شدن
869,trocknen::V,വരളുക,خشک شدن
870,sieden::V,തിളപ്പിക്കുക,جوشیدن
871,faulen::V,ചീയുക,فاسد شدن
872,verfaulen::V,അഴുകുക,پوسیدن
873,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,پاره شدن
874,versinken::V,മുക്കുക,غرق شدن
875,vergehen::V,കടന്നുപോകുക,گذشتن
876,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,ظاهر شدن
877,verschwinden::V,അദൃശ്യമാകുക,گم شدن
878,verschwinden::V,അദൃശ്യമാകുക,از بین رفتن
879,sinken::V,താഴുക,پایین آمدن
880,abnehmen::V,കുറിയുക,کم شدن
881,zunehmen::V,വർദ്ധിക്കുക,زیاد شدن
882,steigen::V,ഉയരുക,بالا رفتن
883,wachsen::V,വളരുക,قد کشیدن
884,glänzen::V,മിന്നുക,برق زدن
885,funkeln::V,തിളങ്ങുക,جرقه زدن
886,lärmen::V,ശബ്ദമുണ്ടാക്കുക,شلوغ کردن
887,läuten::V,മണിമുഴങ്ങുക,زنگ زدن
888,klingeln::V,ചിലമ്പുക,زنگ زدن
889,klirren::V,കിലുക്കുക,جرنگ جرنگ صدا کردن
890,brausen::V,മുഴങ്ങുക,طوفانی بودن
891,rauschen::V,അനങ്ങുക,خش‌خش کردن
892,klingen::V,മുഴക്കുക,صدا دادن
893,bellen::V,കുരയ്ക്കുക,عوعو کردن
894,heulen::V,ഓരിയിടുക,زوزه کشیدن
895,blasen::V,ഊതുക,فوت کردن
896,pfeifen::V,വിസിലടിക്കുക,سوت زدن
897,schreien::V,ആക്രോശിക്കുക,فریاد زدن
898,stöhnen::V,അരക്കം,نالیدن
899,stöhnen::V,ആർത്തനാദം,نالیدن
900,zittern::V,വിറയ്ക്കുക,لرزیدن
901,leben::V,താമസിക്കുക,زیستن
902,leben::V,താമസിക്കുക,زندگی کردن
903,geboren werden::V,ജനിക്കുക,متولد شدن
904,atmen::V,ശ്വസിക്കുക,تنفس کردن
905,trinken::V,കുടിക്കുക,نوشیدن
906,essen::V,കഴിക്കുക,خوردن
907,schlucken::V,വിഴുങ്ങുക,بلعیدن
908,schlucken::V,വിഴുങ്ങുക,قورت دادن
909,müde werden::V,ക്ഷീണിക്കുക,خسته شدن
910,einschlafen::V,നിദ്രിക്കുക,خواب رفتن
911,schlafen::V,ഉറങ്ങുക,خوابیدن
912,aufwachen::V,ഉണരുക,از خواب بیدار شدن
913,aufstehen::V,എഴുന്നേൽക്കുക,بیدار شدن
914,sich erholen::V,വിശ്രമിക്കുക,استراحت کردن
915,krank werden::V,ദീനംപിടിക്കുക,مریض شدن
916,krank sein::V,രോഗികളാകുക,بیمار بودن
917,schmerzen::V,വേദനിക്കുക,درد کردن
918,husten::V,ചുമയ്ക്കുക,سرفه کردن
919,genesen::V,സുഖപ്പെടുക,بهبود یافتن
920,sterben::V,മരിക്കുക,مردن
921,umkommen::V,മരിക്കുക,کشته شدن
922,sich bewegen::V,സ്ഥലം_മാറുക,حرکت کردن
923,sich rühren::V,ചലിക്കുക,تکان خوردن
924,sich erheben::V,നിൽക്കുക,برخواستن
925,sich setzen::V,ഇരിക്കുക,نشستن
926,hinfallen::V,വീഴുക,زمین خوردن
927,laufen::V,നടക്കുക,پیاده رفتن
928,schreiten::V,നടക്കുക,قدم زدن
929,spazierengehen::V,ഉലാത്തുക,گردش رفتن
930,eilen::V,പാഞ്ഞെത്തുക,شتاب کردن
931,sich beeilen::V,തിരിക്കുകൂട്ടുക,عجله کردن
932,sich beeilen::V,തിടുക്കം_കാട്ടുക,عجله کردن
933,sausen::V,കുതിക്കുക,صفیر کشیدن
934,rennen::V,ഓടുക,دویدن
935,springen::V,ചാടുക,پریدن
936,klettern::V,കയറുക,بالا رفتن
937,schaukeln::V,ഇളകുക,تاب خوردن
938,kriechen::V,പതുങ്ങികയറുക,خزیدن
939,schwimmen::V,നീന്തുക,شنا کردن
940,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,غواصی کردن
941,rudern::V,തുഴയുക,پارو زدن
942,fahren::V,വാഹനം ഓടിക്കുക,سواره رفتن
943,fliegen::V,പറക്കുക,پریدن
944,gehen::V,പോകുക,رفتن
945,weggehen::V,വിടുക,رفتن
946,abfahren::V,പുറപ്പെടുക,حرکت کردن
947,anhalten::V,നിർത്തുക,ایست کردن
948,hineingehen::V,പ്രവേശിക്കുക,داخل شدن
949,eintreten::V,പ്രവേശിക്കുക,وارد شدن
950,kommen::V,വരുക,آمدن
951,ankommen::V,എത്തിച്ചേരുക,رسیدن
952,zurückkommen::V,തിരിച്ചു വരുക,برگشتن
953,bleiben::V,തുടരുക,ماندن
954,warten::V,കാത്തിരിക്കുക,منتظر بودن
955,erwarten::V,പ്രതീക്ഷിക്കുക,انتظار داشتن
956,suchen::V,തിരയുക,جستجو کردن
957,finden::V,കണ്ടെത്തുക,یافتن
958,finden::V,കണ്ടെത്തുക,پیدا کردن
959,versuchen::V,ശ്രമിക്കുക,سعی کردن
960,versuchen::V,ശ്രമിക്കുക,کوشش کردن
961,vorbereiten::V,തയ്യാറെടുക്കുക,آماده کردن
962,lieben::V,സ്നേഹിക്കുക,عاشق بودن
963,mögen::V,ഇഷ്ടപ്പെടുക,میل داشتن
964,mögen::V,ഇഷ്ടപ്പെടുക,دوست داشتن
965,lachen::V,ചിരിക്കുക,خندیدن
966,rühren::V,ഹൃദയം സ്പർശിക്കുക,به رقت آوردن
967,weinen::V,തേങ്ങുക,گریه کردن
968,schimpfen::V,പിറുപിറുക്കുക,فحاشی کردن
969,sich ärgern::V,കോപിക്കുക,ناراحت شدن
970,sich fürchten::V,പേടിക്കുക,واهمه کردن
971,fürchten::V,പേടിക്കുക,ترسیدن
972,fliehen::V,രക്ഷപ്പെടുക,گریختن
973,flüchten::V,രക്ഷപ്പെടുക,فرار کردن
974,sehen::V,കാണുക,دیدن
975,anschauen::V,നോക്കുക,نگاه کردن
976,ansehen::V,നോക്കുക,تماشا کردن
977,hören::V,കേൾക്കുക,شنیدن
978,zuhören::V,ശ്രദ്ധിക്കുക,گوش دادن
979,probieren::V,രുചിയുള്ളതായി_തോന്നുക,چشیدن
980,riechen::V,മണത്തു_നോക്കുക,بوییدن
981,riechen::V,മണത്തു_നോക്കുക,بو کردن
982,fühlen::V,സ്പർശിച്ചറിയുക,احساس کردن
983,scheinen::V,കാണപ്പെടുക,بنظر آمدن
984,zu sehen sein::V,വെളിച്ചപ്പെടുക,دیده شدن
985,vernehmen::V,കേൾക്കുക,شنیدن
986,frieren::V,വിറയ്ക്കുക,سرد بودن
987,tun::V,ചെയ്യുക,کردن
988,können::V,കഴിയുക,توانستن
989,wollen::V,വേണുക,خواستن
990,anfangen::V,തുടങ്ങുക,شروع کردن
991,beenden::V,പൂർത്തിയാക്കുക,تمام کردن
992,beenden::V,പൂർത്തിയാക്കുക,پایان دادن
993,aufhören::V,നിർത്തുക,دست کشیدن
994,gelingen::V,വിജയിക്കുക,موفق شدن
995,geraten::V,പരിണമിക്കുക,نتیجه دادن
996,öffnen::V,തുറക്കുക,گشودن
997,öffnen::V,തുറക്കുക,باز کردن
998,schließen::V,അടയ്ക്കുക,بستن
999,schließen::V,അടയ്ക്കുക,قفل کردن
1000,stellen::V,വയ്ക്കുക,گذاردن
1001,setzen::V,വയ്ക്കുക,نشاندن
1002,legen::V,ഇടുക,گذاشتن
1003,berühren::V,തൊടുക,دست زدن
1004,berühren::V,തൊടുക,لمس کردن
1005,verbinden::V,ഘടിപ്പിക്കുക,وصل کردن
1006,bedecken::V,മുടുക,پوشاندن
1007,aufhängen::V,കെട്ടിതൂക്കുക,آویختن
1008,anzünden::V,കത്തിക്കുക,سوزاندن
1009,aufheben::V,പെറുക്കിയെടുക്കുക,برداشتن
1010,aufheben::V,പെറുക്കിയെടുക്കുക,بلند کردن
1011,zurücklassen::V,വച്ചുപോരുക,گذاشتن
1012,verlieren::V,നഷ്ടപ്പെടുക,گم کردن
1013,fallen lassen::V,വീഴ്ത്തുക,انداختن
1014,machen::V,ഉണ്ടാക്കുക,کردن
1015,machen::V,ഉണ്ടാക്കുക,ساختن
1016,herstellen::V,ഉൽപാദിപ്പിക്കുക,ساختن
1017,herstellen::V,ഉൽപാദിപ്പിക്കുക,تولید کردن
1018,bauen::V,നിർമ്മിക്കുക,ساختن
1019,bauen::V,നിർമ്മിക്കുക,بنا کردن
1020,reparieren::V,നന്നാക്കുക,درست کردن
1021,reparieren::V,നന്നാക്കുക,تعمیر کردن
1022,verbessern::V,മെച്ചപ്പെടുക,بهتر کردن
1023,ändern::V,മാറ്റംവരുത്തുക,تغییر دادن
1024,graben::V,കുഴിക്കുക,کندن
1025,graben::V,കുഴിക്കുക,گود کردن
1026,beugen::V,വണങ്ങുക,کج کردن
1027,biegen::V,കുനിയുക,خم کردن
1028,drehen::V,തിരിക്കുക,چرخاندن
1029,wenden::V,തിരിയുക,برگرداندن
1030,umdrehen::V,തിരിയുക,برگرداندن
1031,heben::V,ഉയർത്തുക,برداشتن
1032,hochheben::V,ഉയർത്തുക,برآوردن
1033,hochheben::V,ഉയർത്തുക,بلند کردن
1034,ergreifen::V,ബലമായി_പിടിക്കുക,گرفتن
1035,halten::V,പിടിക്കുക,نگاه داشتن
1036,drücken::V,അമർത്തുക,فشار دادن
1037,drücken::V,അമർത്തുക,فشار آوردن
1038,schieben::V,തള്ളുക,هل دادن
1039,kratzen::V,ചുരണ്ടുക,خاریدن
1040,lecken::V,നക്കുക,لیسیدن
1041,beißen::V,കടിക്കുക,گاز زدن
1042,abreißen::V,കീറിക്കളയുക,پاره کردن
1043,abschneiden::V,മുറിച്ചുമാറ്റുക,بریدن
1044,abschneiden::V,മുറിച്ചുമാറ്റുക,قطع کردن
1045,binden::V,കെട്ടുക,بستن
1046,stecken::V,തുളയ്ക്കുക,فرو کردن
1047,brechen::V,ഉടയുക,شکستن
1048,klopfen::V,തട്ടുക,کوبیدن
1049,hauen::V,അടിക്കുക,زدن
1050,kleben::V,ഒട്ടിക്കുക,چسباندن
1051,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,مالش دادن
1052,streichen::V,പടർത്തുക,مالیدن
1053,schleifen::V,പൊടിക്കുക,تیز کردن
1054,schneiden::V,മുറിക്കുക,چیدن
1055,schneiden::V,മുറിക്കുക,بریدن
1056,rütteln::V,മുട്ടുക,لرزاندن
1057,rütteln::V,മുട്ടുക,تکان دادن
1058,schütteln::V,കുലുക്കുക,تکان دادن
1059,schwenken::V,ആടുക,تاب دادن
1060,schütten::V,ഒഴിക്കുക,ریختن
1061,füllen::V,നിറയ്ക്കുക,پر کردن
1062,einwickeln::V,പൊതിയുക,پیچیدن
1063,tragen::V,വഹിക്കുക,بردن
1064,tragen::V,വഹിക്കുക,حمل کردن
1065,schleppen::V,വലിച്ചിഴയ്ക്കുക,کشیدن
1066,ziehen::V,വലിക്കുക,کشیدن
1067,aufbewahren::V,വയ്ക്കുക,نگهداری کردن
1068,werfen::V,എറിയുക,انداختن
1069,werfen::V,എറിയുക,پرتاب کردن
1070,fangen::V,പിടിക്കുക,گرفتن
1071,packen::V,തട്ടിപ്പറിക്കുക,گرفتن
1072,verstecken::V,മറയ്ക്കുക,قایم کردن
1073,verstecken::V,മറയ്ക്കുക,پنهان کردن
1074,teilen::V,വിഭജിക്കുക,قسمت کردن
1075,teilen::V,വിഭജിക്കുക,تقسیم کردن
1076,schicken::V,അയയ്ക്കുക,فرستادن
1077,schicken::V,അയയ്ക്കുക,ارسال کردن
1078,bringen::V,കൊണ്ടുവരുക,آوردن
1079,hinzufügen::V,കൂട്ടുക,افزودن
1080,hinzufügen::V,കൂട്ടുക,اضافه کردن
1081,bekommen::V,കിട്ടുക,گرفتن
1082,erhalten::V,സ്വീകരിക്കുക,دریافت کردن
1083,nehmen::V,എടുക്കുക,گرفتن
1084,nehmen::V,എടുക്കുക,برداشتن
1085,wählen::V,തിരഞ്ഞെടുക്കുക,انتخاب کردن
1086,auswählen::V,തിരഞ്ഞെടുക്കുക,برگزیدن
1087,bewahren::V,പുലർത്തുക,حفظ کردن
1088,bewahren::V,പുലർത്തുക,حفاظت کردن
1089,behindern::V,തടയിടുക,مانع بودن
1090,verderben::V,നശിപ്പിക്കുക,از بین بردن
1091,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,صدمه زدن
1092,zerbrechen::V,ഉടയുക,شکستن
1093,zerreißen::V,കീറുക,دریدن
1094,zerreißen::V,കീറുക,پاره کردن
1095,zerstören::V,നശിപ്പിക്കുക,خراب کردن
1096,zerstören::V,നശിപ്പിക്കുക,ویران کردن
1097,verbrennen::V,കത്തിനശിക്കുക,سوزاندن
1098,verbrennen::V,കത്തിച്ചുകളയുക,سوزاندن
1099,geben::V,കൊടുക്കുക,دادن
1100,geben::V,തരുക,دادن
1101,reichen::V,കൈമാറുക,دادن
1102,schenken::V,സമ്മാനം കൊടുക്കുക,هدیه دادن
1103,versprechen::V,വാഗ്ദാനം_നൽകുക,قول دادن
1104,versprechen::V,വാഗ്ദാനം_നൽകുക,وعده دادن
1105,wünschen::V,ആഗ്രഹിക്കുക,آرزو کردن
1106,loben::V,പുകഴ്ത്തുക,ستایش کردن
1107,küssen::V,ഉമ്മവയ്ക്കുക,بوسیدن
1108,wiegen::V,ഇളകുക,نوسان کردن
1109,zudecken::V,മുടുക,پوشاندن
1110,wecken::V,ഉണർത്തുക,بیدار کردن
1111,zeigen::V,കാണിക്കുക,نشان دادن
1112,führen::V,നടത്തുക,رهنمائی کردن
1113,lehren::V,പഠിപ്പിക്കുക,آموختن
1114,lehren::V,പഠിപ്പിക്കുക,یاد دادن
1115,unterrichten::V,പരിശീലിപ്പിക്കുക,درس دادن
1116,unterrichten::V,പരിശീലിപ്പിക്കുക,تدریس کردن
1117,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,تربیت کردن
1118,leiten::V,നയിക്കുക,اداره کردن
1119,antreiben::V,പ്രേരിപ്പിക്കുക,عجله دادن
1120,lassen::V,അനുവദിക്കുക,وادار کردن
1121,einladen::V,ക്ഷണിക്കുക,دعوت کردن
1122,einladen::V,ക്ഷണിക്കുക,مهمان کردن
1123,vereinigen::V,കൂടിച്ചേരുക,یکی کردن
1124,vereinigen::V,കൂടിച്ചേരുക,متحد کردن
1125,besuchen::V,സന്ദർശിക്കുക,دیدار کردن
1126,treffen::V,തമ്മിൽ കാണുക,ملاقات کردن
1127,sich versammeln::V,സംയോജിപ്പിക്കുക,جمع شدن
1128,spielen::V,കളിക്കുക,بازی کردن
1129,singen::V,പാടുക,آواز خواندن
1130,tanzen::V,നൃത്തം ചെയ്യുക,رقصیدن
1131,sich trennen::V,നേർപെടുത്തുക,جدا شدن
1132,verlassen::V,പിൻവാങ്ങുക,ترک کردن
1133,retten::V,രക്ഷിക്കുക,نجات دادن
1134,bewachen::V,കാവൽനിൽക്കുക,حراست کردن
1135,schützen::V,പരിരക്ഷിക്കുക,حفظ کردن
1136,verteidigen::V,പ്രതിരോധിക്കുക,دفاع کردن
1137,sich schlagen::V,കലഹിക്കുക,کتک‌کاری کردن
1138,schießen::V,വെടിവെക്കുക,تیر زدن
1139,siegen::V,വിജയിക്കുക,پیروز شدن
1140,ärgern::V,വിഷമിപ്പിക്കുക,ناراحت کردن
1141,schlagen::V,അടിക്കുക,زدن
1142,schlagen::V,അടിക്കുക,کوبیدن
1143,treten::V,തൊഴിക്കുക,لگد زدن
1144,stechen::V,കുത്തുക,چاقو زدن
1145,stoßen::V,തള്ളുക,هل دادن
1146,stehlen::V,മോഷ്ടിക്കുക,دزدیدن
1147,stören::V,ശല്യപ്പെടുത്തുക,مزاحم شدن
1148,belästigen::V,മെനക്കെടുക,زحمت دادن
1149,verbergen::V,മറയ്ക്കുക,پنهان کردن
1150,verbergen::V,ഒളിക്കുക,پنهان کردن
1151,täuschen::V,കബളിപ്പിക്കുക,گول زدن
1152,täuschen::V,കബളിപ്പിക്കുക,فریب دادن
1153,betrügen::V,ചതിക്കുക,گول زدن
1154,betrügen::V,ചതിക്കുക,فریب دادن
1155,töten::V,കൊല്ലുക,کشتن
1156,wohnen::V,താമസിക്കുക,منزل داشتن
1157,wohnen::V,താമസിക്കുക,سکونت داشتن
1158,arbeiten::V,ജോലിചെയ്യുക,کار کردن
1159,sammeln::V,സഞ്ചയിക്കുക,جمع کردن
