,Concept_ID,bg,udm
149,Zweig::N,клон,вай
150,Blatt::N,лист,куар
151,Birke::N,бреза,кызьпу
152,Kiefer[Baum]::N,бор,пужым
153,Weide[Baum]::N,върба,бадьпу
154,Tanne::N,ела,кыз
155,Horn::N,рог,сюр
156,Feder::N,перо,тылы
157,Fell::N,кожа,ку
158,Flügel::N,крило,бурд
159,Klaue::N,нокът,гижы
160,Kralle::N,нокът,пыд
161,Schwanz::N,опашка,быж
162,Ei::N,яйце,пуз
163,Ei::N,яйце,кукей
164,Nest::N,гнездо,кар
165,Nest::N,гнездо,пузкар
166,Bau::N,дупка,кар
167,Bau::N,дупка,гу
168,Tier::N,животно,пӧйшур
169,Herde::N,стадо,уллё
170,Kuh::N,крава,скал
171,Bulle::N,бик,ош
172,Bulle::N,бик,пороз
173,Pferd::N,кон,вал
174,Schaf::N,овца,ыж
175,Schwein::N,свиня,парсь
176,Hund::N,куче,пуны
177,Katze::N,котка,коӵыш
178,Bär::N,мечка,гондыр
179,Eichhörnchen::N,катерица,коньы
180,Elch::N,лос,койык
181,Fuchs::N,лисица,ӟичы
182,Hase::N,заек,кеч
183,Maus::N,мишка,шыр
184,Wolf::N,вълк,кион
185,Vogel::N,птица,тылобурдо
186,Schwarm::N,рой,уллё
187,Schwarm::N,рояк,уллё
188,Huhn::N,кокошка,курег
189,Hahn::N,петел,атас
190,Gans::N,гъска,ӟазег
191,Adler::N,орел,ӧрзи
192,Ente::N,патица,ӵӧж
193,Eule::N,сова,кучыран
194,Kranich::N,жерав,тури
195,Krähe::N,врана,куака
196,Kuckuck::N,кукувица,кикы
197,Schwan::N,лебед,юсь
198,Fisch::N,риба,чорыг
199,Barsch::N,костур,юш
200,Hecht::N,щука,чипей
201,Schlange[Tier]::N,змия,кый
202,Wurm::N,червей,нумыр
203,Spinne::N,паяк,чонари
204,Ameise::N,мравка,кузьыли
205,Laus::N,въшка,тэй
206,Mücke::N,комар,нымы
207,Mücke::N,комар,чибинь
208,Fliege::N,муха,кут
209,Schmetterling::N,пеперуда,бубыли
210,Beere::N,плод,узы-боры
211,Apfel::N,ябълка,яблок
212,Pilz::N,гъба,губи
213,Zwiebel::N,лук,сугон
214,Zwiebel::N,кромид,сугон
215,Saat::N,семе,кидыс
216,Korn::N,зърно,тысь
217,Heu::N,сено,турын
218,Schale::N,кора,кыд
219,Grube::N,яма,гу
220,Grube::N,яма,гоп
221,Grube::N,дупка,гу
222,Grube::N,дупка,гоп
223,Falle::N,примка,налик
224,Schlinge::N,клуп,гиӟ
225,Schlinge::N,клуп,герд
226,Spur::N,диря,пытьы
227,Spur::N,диря,бервыл
228,Spur::N,следа,пытьы
229,Spur::N,следа,бервыл
230,Asche::N,пепел,пень
231,Dreck::N,кал,дэри
232,Eisen::N,желязо,корт
233,Gold::N,злато,зарни
234,Silber::N,сребро,азвесь
235,Kohle::N,въглища,эгыр
236,Glas::N,стъкло,стекло
237,Glas::N,стъкло,пияла
238,Lehm::N,глина,сюй
239,Sand::N,пясък,луо
240,Mensch::N,човек,мурт
241,Mensch::N,човек,адями
242,Mann::N,мъж,воргорон
243,Frau::N,жена,кышномурт
244,Kind::N,дете,нуны
245,Kind::N,дете,пинал
246,Junge::N,момче,пи
247,Mädchen::N,момиче,ныл
248,Familie::N,фамилия,семья
249,Familie::N,семейство,семья
250,Großvater::N,дядо,песятай
251,Großvater::N,дядо,пересь атай
252,Großmutter::N,баба,песянай
253,Großmutter::N,баба,пересь анай
254,Eltern::N,родители,атай-анай
255,Eltern::N,родители,бубы-мумы
256,Vater::N,баща,айы
257,Vater::N,баща,атай
258,Mutter::N,майка,мумы
259,Sohn::N,син,пи
260,Tochter::N,дъщеря,ныл
261,Bruder::N,брат,агай
262,Schwester::N,сестра,апа
263,Schwester::N,сестра,сузэр
264,Onkel::N,чичо,агай
265,Onkel::N,вуйчо,агай
266,Tante::N,леля,апа
267,Tante::N,леля,кенак
268,Ehemann::N,съпруг,карт
269,Ehefrau::N,съпруга,кышно
270,Freude::N,радост,шумпотон
271,Gelächter::N,смях,горем
272,Glück::N,щастие,шуд
273,Kummer::N,тъга,кайгу
274,Kummer::N,тъга,куректон
275,Wunsch::N,желание,мылпотон
276,Lust::N,желание,потон
277,Geist::N,дух,лул
278,Gedanke::N,мисъл,малпан
279,Gedächtnis::N,памет,йырсазь
280,Gedächtnis::N,памет,тодэваён
281,Verstand::N,ум,йырвизь
282,Verstand::N,разум,йырвизь
283,Sinn::N,смисъл,смысл
284,Grund::N,причина,муг
285,Grund::N,причина,ньӧм
286,Wahrheit::N,правда,зэм
287,Wahrheit::N,правда,шонер
288,Gespräch::N,разговор,вераськон
289,Märchen::N,приказка,выжыкыл
290,Erzählung::N,разказ,верос
291,Nachricht::N,вест,ивор
292,Nachricht::N,известие,ивор
293,Neuigkeit::N,новина,выльивор
294,Name::N,име,ним
295,Rätsel::N,гатанка,мадькыл
296,Rede::N,реч,верам
297,Rede::N,слово,верам
298,Sprache::N,език,кыл
299,Stimme::N,глас,куара
300,Wort::N,дума,кыл
301,Zeichen::N,знак,пус
302,Zeichen::N,знак,тодмет
303,Ruf::N,зов,ӧтён
304,Ruf::N,зов,чортон
305,Lärm::N,шум,ӵашетон
306,Lärm::N,глъчка,ӵашетон
307,Laut::N,звук,куара
308,Ton::N,тон,куара
309,Lied::N,песен,кырӟан
310,Ruhe::N,тишина,чалмыт улон
311,Ruhe::N,спокойствие,чалмыт улон
312,Leute::N,хора,адямиос
313,Volk::N,народ,калык
314,Arbeit::N,труд,уж
315,Arbeit::N,работа,уж
316,Gast::N,гост,куно
317,Geschenk::N,дар,салам
318,Geschenk::N,дар,кузьым
319,Geschenk::N,подарък,салам
320,Geschenk::N,подарък,кузьым
321,Spiel::N,игра,шудон
322,Gesellschaft::N,общество,калык
323,Hilfe::N,помощ,юрттон
324,Freund::N,приятел,эш
325,Freund::N,приятел,юлтош
326,Kamerad::N,другар,тодмо
327,Angelegenheit::N,работа,уж
328,Anzahl::N,брой,лыд
329,Anzahl::N,количество,лыд
330,Art::N,вид,тус
331,Stück::N,къс,юдэс
332,Stück::N,парче,юдэс
333,Teil::N,дял,люкет
334,Teil::N,част,люкет
335,Hälfte::N,половина,ӝыны
336,Kreis::N,кръг,котырес
337,Kreuz::N,кръст,крест
338,Linie::N,черта,гож
339,Strich::N,щрих,гож
340,Strich::N,черта,гож
341,Abstand::N,дистанция,вис
342,Abstand::N,дистанция,кусып
343,Abstand::N,разстояние,вис
344,Abstand::N,разстояние,кусып
345,Entfernung::N,разстояние,кусып
346,Gegend::N,местност,инты
347,Platz::N,място,инты
348,Ort::N,място,инты
349,Ort::N,място,места
350,Seite::N,страна,пал
351,Mitte::N,среда,шор
352,Gegenstand::N,предмет,арбери
353,Sache::N,вещ,котыр
354,Rand::N,ръб,дур
355,Rand::N,ръб,шаер
356,Kante::N,ръб,дур
357,Kante::N,кант,дур
358,Ecke::N,ъгъл,сэрег
359,Spitze::N,връх,йыл
360,Spitze::N,острие,йыл
361,Ende::N,край,пум
362,Loch::N,дупка,пась
363,Winkel::N,кът,сэрег
364,Winkel::N,ъгъл,сэрег
365,Muster::N,десен,пужы
366,Muster::N,образец,пужы
367,Größe::N,големина,быдӟала
368,Länge::N,дължина,кузьдала
369,Höhe::N,висота,ӝуждала
370,Höhe::N,височина,ӝуждала
371,Gewicht::N,тегло,сектала
372,Gewicht::N,тегло,секытлык
373,Gewicht::N,тежест,сектала
374,Gewicht::N,тежест,секытлык
375,Menge::N,количество,лыд
376,Menge::N,количество,лыдпус
377,Haufen::N,куп,люк
378,Haufen::N,грамада,люк
379,Reihe::N,ред,чур
380,Reihe::N,редица,чур
381,Boot::N,лодка,пыж
382,Boot::N,лодка,лодка
383,Ruder::N,весло,полыс
384,Ruder::N,гребло,полыс
385,Schlitten::N,шейна,додьы
386,Ski::N,ски,куас
387,Lagerfeuer::N,огнище,тылскем
388,Last::N,товар,секыт
389,Gang::N,ход,ветлон
390,Gang::N,вървеж,ветлон
391,Schritt::N,стъпка,вамыш
392,Norden::N,север,уйпал
393,Süden::N,юг,лымшор
394,Westen::N,запад,шунды пуксён
395,Osten::N,изток,шунды ӝужан
396,Holz::N,дърво,пу
397,Brett::N,дъска,пул
398,Stange::N,прът,пуӵ
399,Stange::N,върлина,пуӵ
400,Stock::N,прът,боды
401,Stock::N,тояга,боды
402,Stab::N,прът,пуӵ
403,Stab::N,прът,боды
404,Rohr::N,цев,труба
405,Rohr::N,тръба,труба
406,Haus::N,къща,юрт
407,Heim::N,дом,корка
408,Ofen::N,печка,гур
409,Fußboden::N,под,выж
410,Tisch::N,маса,ӝӧк
411,Stuhl::N,стол,пукон
412,Wiege::N,люлка,кӧкы
413,Wiege::N,люлка,зыбка
414,Bett::N,легло,валес
415,Bett::N,креват,валес
416,Regal::N,рафт,ӝажы
417,Regal::N,етажерка,ӝажы
418,Kiste::N,кутия,ящик
419,Kiste::N,сандък,ящик
420,Fenster::N,прозорец,укно
421,Fenster::N,прозорец,косяк
422,Tür::N,врата,ӧс
423,Tor::N,врата,ӟезьы
424,Zaun::N,ограда,забор
425,Dach::N,покрив,липет
426,Leiter::N,стълба,падӟа
427,Besen::N,метла,ӵужон
428,Besen::N,метла,исьнер
429,Spaten::N,лопата,лопатка
430,Schaufel::N,лопата,ютырон
431,Gabel::N,вилица,тэчы
432,Gabel::N,вилица,вилка
433,Löffel::N,лъжица,пуньы
434,Messer::N,нож,пурт
435,Nagel::N,гвоздей,кортӵог
436,Netz::N,мрежа,сеть
437,Haken::N,кука,курик
438,Haken::N,закачалка,курик
439,Griff::N,ръчка,ныд
440,Griff::N,дръжка,ныд
441,Schloss::N,брава,тунгон
442,Schloss::N,ключалка,тунгон
443,Bild::N,картина,суред
444,Figur::N,фигура,фигура
445,Puppe::N,кукла,мунё
446,Beutel::N,кесия,пуйы
447,Bündel::N,връзка,керттэт
448,Tasche::N,чанта,пуйы
449,Tasche::N,чанта,сумка
450,Eimer::N,кофа,ведра
451,Deckel::N,капак,ӵоксэт
452,Deckel::N,похлупак,ӵоксэт
453,Geschirr::N,съдове,тусьты-пуньы
454,Sack::N,чувал,пуйы
455,Tasse::N,чаша,ӵаша
456,Topf::N,гърне,миска
457,Topf::N,тенджера,миска
458,Kessel::N,котел,пурты
459,Essen::N,ядене,сиськон
460,Nahrung::N,храна,сион
461,Speise::N,ястие,сиён
462,Fleisch::N,месо,сӥль
463,Getreide::N,зърнено храни,ю тысь
464,Brei::N,каша,ӝук
465,Brot::N,хляб,нянь
466,Scheibe::N,резен,шорем
467,Fett::N,мазнина,кӧй
468,Butter::N,масло,вӧй
469,Öl::N,олио,вӧй
470,Öl::N,оливия,вӧй
471,Salz::N,сол,сылал
472,Suppe::N,супа,шыд
473,Honig::N,мед,чечы
474,Milch::N,мляко,йӧл
475,Tee::N,чай,чай
476,Leder::N,кожа,сурон
477,Wolle::N,вълна,гон
478,Wolle::N,вълна,ыжгон
479,Stoff::N,плат,куэм
480,Stoff::N,материал,куэм
481,Nadel::N,игла,вень
482,Faden::N,конец,сӥньыс
483,Knopf::N,копче,бирды
484,Knoten::N,възел,герд
485,Farbe::N,боя,буёл
486,Kleidung::N,дрехи,дӥсь
487,Kleidung::N,облекло,дӥсь
488,Hemd::N,риза,дэрем
489,Kragen::N,яка,сирес
490,Ärmel::N,ръкав,саес
491,Hose::N,панталони,брюки
492,Hose::N,панталони,штань
493,Gürtel::N,пояс,кускерттон
494,Gürtel::N,колан,кускерттон
495,Mütze::N,каскет,ызьы
496,Mütze::N,фуражка,ызьы
497,Schuh::N,обувка,ботинка
498,Stiefel::N,ботуш,сапег
499,Ring::N,пръстен,зундэс
500,Band::N,лента,лента
501,Band::N,връзка,лента
502,Kamm::N,гребен,сын
503,Spiegel::N,огледало,синучкон
504,Riemen::N,каиш,е
505,Riemen::N,ремък,е
506,Schnur::N,връв,гозы
507,Leine::N,връв,думет
508,Leine::N,въже,думет
509,Decke::N,покривка,шобрет
510,Kissen::N,възглавница,миндэр
511,Tuch::N,сукно,кышет
512,Handtuch::N,пешкир,ӵушкон
513,Handtuch::N,кърпа за лице,ӵушкон
514,Kraft::N,мощ,кать
515,Kraft::N,мощ,ӟигар
516,Kraft::N,сила,кать
517,Kraft::N,сила,ӟигар
518,Stärke::N,сила,юнлык
519,Gesundheit::N,здраве,тазалык
520,Krankheit::N,болест,висён
521,Schmerz::N,болка,висён
522,Wunde::N,рана,яра
523,Fieber::N,треска,кезег
524,Fieber::N,температура,кезег
525,Arznei::N,лек,эмъюм
526,Arznei::N,лекарство,эмъюм
527,Brücke::N,мост,выж
528,Brunnen::N,чешма,колдэч
529,Brunnen::N,кладенец,колдэч
530,Weide::N,паша,возь
531,Weide::N,пасище,возь
532,Pfad::N,пътека,сюрес
533,Weg::N,път,сюрес
534,Straße::N,шосе,сюрес
535,Dorf::N,село,гурт
536,Stadt::N,град,кар
537,Stadt::N,град,город
538,Brief::N,писмо,гожтэт
539,Buch::N,книга,книга
540,Buchstabe::N,буква,буква
541,Zeitung::N,вестник,газет
542,Leben::N,живот,улон
543,Tod::N,смърт,кулон
544,Grab::N,гроб,шайгу
545,Kirche::N,църква,черк
546,Sünde::N,грях,сьӧлык
547,Gott::N,бог,ӥнмар
548,Arbeiter::N,работник,рабочий
549,Chef::N,шеф,начальник
550,Chef::N,началник,начальник
551,Meister::N,майстор,кибашлы
552,Arzt::N,лекар,врач
553,Lehrer::N,учител,дышетӥсь
554,Geld::N,пари,уксё
555,Geld::N,пари,коньдон
556,Geschäft::N,сделка,уж
557,Laden::N,дюкян,магазин
558,Laden::N,магазин,магазин
559,Preis::N,цена,дун
560,Ware::N,стока,вуз
561,Nutzen::N,полза,пайда
562,Nutzen::N,облага,пайда
563,Reichtum::N,богатство,узырлык
564,Welt::N,свят,дунне
565,Land::N,страна,шаер
566,Staat::N,щат,кун
567,Staat::N,държава,кун
568,König::N,крал,эксэй
569,Macht::N,мощ,власть
570,Macht::N,власт,власть
571,Grenze::N,граница,кунгож
572,Krieg::N,война,ож
573,Feind::N,враг,тушмон
574,Feind::N,неприятел,тушмон
575,Gewalt::N,сила,эриктэман
576,Gewalt::N,насилие,эриктэман
577,Kampf::N,борба,нюръяськон
578,Kampf::N,сражение,нюръяськон
579,Bogen[Waffe]::N,лък,пукыӵ
580,Pfeil::N,стрела,пукыӵ вень
581,Gewehr::N,пушка,пыӵал
582,Fehler::N,грешка,янгыш
583,Lüge::N,лъжа,пӧян
584,Lüge::N,лъжа,алдан
585,Lüge::N,лъжа,ӧрекчан
586,Schaden::N,повреда,изъян
587,Unglück::N,нещастие,куректон
588,Unglück::N,нещастие,шудтэме усён
589,Schuld::N,вина,янгыш
590,Alter::N,възраст,арлыд
591,Schluss::N,край,пум
592,Zeit::N,време,дыр
593,Tag::N,ден,нунал
594,Morgen::N,утро,ӵукна
595,Morgen::N,сутрин,ӵукна
596,Mittag::N,обед,лымшор
597,Mittag::N,пладне,лымшор
598,Abend::N,вечер,ӝыт
599,Abend::N,вечер,акшан
600,Nacht::N,нощ,уй
601,Woche::N,седмица,арня
602,Monat::N,месец,толэзь
603,Jahr::N,година,ар
604,Frühling::N,пролет,тулыс
605,Sommer::N,лято,гужем
606,Herbst::N,есен,сӥзьыл
607,Winter::N,зима,тол
608,Januar::N,януари,выльартолэзь
609,Februar::N,февруари,тулыспал
610,März::N,март,южтолэзь
611,April::N,април,оштолэзь
612,Mai::N,май,куартолэзь
613,Juni::N,юни,вожотолэзь
614,Juli::N,юли,пӧсьтолэзь
615,August::N,август,гудырикошкон
616,September::N,септември,куарусён
617,Oktober::N,октомври,выльӝуктолэзь
618,November::N,ноември,шуркынмон
619,Dezember::N,декември,толсур
620,Montag::N,понеделник,вордӥськон
621,Dienstag::N,вторник,вторник
622,Mittwoch::N,сряда,вирнунал
623,Donnerstag::N,четвъртък,покчиарня
624,Freitag::N,петък,удмуртарня
625,Samstag::N,събота,кӧснунал
626,Sonntag::N,неделя,арня
627,groß::A,едър,бадӟым
628,groß::A,голям,бадӟым
629,klein::A,малък,пичи
630,klein::A,дребен,пичи
631,lang::A,дълъг,кузь
632,kurz::A,къс,вакчи
633,breit::A,широк,паськыт
634,schmal::A,тесен,сюлэг
635,dicht::A,гъст,ӵем
636,dick[Gegenstand]::A,дебел,зӧк
637,dünn::A,тънък,векчи
638,fein::A,фин,векчи
639,fein::A,тънък,векчи
640,fest::A,твърд,юн
641,fest::A,твърд,чурыт
642,fest::A,плътен,юн
643,fest::A,плътен,чурыт
644,flach::A,равен,ӵошкыт
645,flach::A,плосък,ӵошкыт
646,glatt::A,гладък,гылыт
647,glatt::A,гладък,вольыт
648,hart::A,твърд,чурыт
649,hart::A,корав,чурыт
650,weich::A,мек,небыт
651,rund::A,кръгъл,котырес
652,spitz::A,островръх,йылсо
653,scharf::A,остър,лэчыт
654,stumpf::A,тъп,ныж
655,schwer::A,тежък,секыт
656,schön::A,хубав,чебер
657,schön::A,красив,чебер
658,heiß::A,жарък,пӧсь
659,warm::A,топъл,шуныт
660,kalt::A,студен,кезьыт
661,kühl::A,хладен,юзмыт
662,kühl::A,хладен,салкым
663,frisch::A,свеж,выль
664,feucht::A,влажен,мускыт
665,nass::A,мокър,котмем
666,trocken::A,сух,кӧс
667,voll::A,пълен,тыр
668,leer::A,празен,буш
669,leer::A,празен,тырттэм
670,offen::A,откровен,усьтэм
671,geschlossen::A,закрит,ӵогам
672,geschlossen::A,закрит,пунням
673,geschlossen::A,затворен,ӵогам
674,geschlossen::A,затворен,пунням
675,sauber::A,чист,ӝикыт
676,sauber::A,чист,чылкыт
677,schmutzig::A,мръсен,нӧд
678,roh::A,суров,ыль
679,reif::A,зрял,вуэм
680,lecker::A,вкусен,ческыт
681,süß::A,сладък,ческыт
682,bitter::A,горчив,курыт
683,sauer::A,кисел,чырс
684,hell::A,ясен,югыт
685,hell::A,светъл,югыт
686,dunkel::A,тъмен,пеймыт
687,schwarz::A,черен,сьӧд
688,weiß::A,бял,тӧдьы
689,rot::A,червен,горд
690,gelb::A,жълт,ӵуж
691,blau::A,син,лыз
692,grün::A,зелен,вож
693,grau::A,сив,пурысь
694,bunt::A,шарен,куӵо
695,bunt::A,пъстър,куӵо
696,billig::A,евтин,дунтэм
697,teuer::A,скъп,дуно
698,wertvoll::A,ценен,дуно
699,blind::A,сляп,сукыр
700,blind::A,сляп,синтэм
701,taub::A,глух,пельтэм
702,kräftig::A,силен,кужмо
703,stark::A,здрав,юн
704,stark::A,здрав,кужмо
705,stark::A,силен,юн
706,stark::A,силен,кужмо
707,schwach::A,слаб,ляб
708,schwach::A,слаб,начар
709,fett::A,тлъст,кӧй
710,schlank::A,тънък,веськыт
711,schlank::A,тънък,веськрес
712,schlank::A,строен,веськыт
713,schlank::A,строен,веськрес
714,hübsch::A,хубав,чебер
715,hübsch::A,хубав,синмаськымон
716,böse::A,зъл,лек
717,dumm::A,глупав,шузи
718,dumm::A,глупав,визьтэм
719,faul::A,ленив,азьтэм
720,faul::A,мързелив,азьтэм
721,fleißig::A,прилежен,сюлмо
722,geizig::A,скъпернически,сук
723,klug::A,умен,визьмо
724,klug::A,разумен,визьмо
725,geschickt::A,умел,усто
726,geschickt::A,умел,быгатӥсь
727,geschickt::A,сръчен,усто
728,geschickt::A,сръчен,быгатӥсь
729,lieb::A,мил,мусо
730,lieb::A,драг,мусо
731,lustig::A,весел,шулдыр
732,sanft::A,нежен,мусо
733,sanft::A,нежен,эрке
734,sanft::A,кротък,мусо
735,sanft::A,кротък,эрке
736,hungrig::A,гладен,сютэм
737,krank::A,болен,висись
738,nackt::A,гол,гольык
739,traurig::A,тъжен,мӧзмыт
740,traurig::A,печален,мӧзмыт
741,lebendig::A,жив,улэп
742,gut::A,добър,ӟеч
743,gut::A,добър,умой
744,schlecht::A,лош,урод
745,schlecht::A,лош,алама
746,richtig::A,правилен,шонер
747,schlimm::A,лош,алама
748,wahr::A,верен,зэмос
749,wahr::A,истински,зэмос
750,alt::A,стар,вуж
751,alt::A,древен,вуж
752,neu::A,нов,выль
753,ehemalig::A,бивш,азьвылэз
754,alt[Lebewesen]::A,стар,пересь
755,jung::A,млад,егит
756,jung::A,млад,пинал
757,arm::A,беден,начар
758,arm::A,беден,куанер
759,reich::A,богат,узыр
760,bekannt::A,познат,тодмо
761,bekannt::A,известен,тодмо
762,berühmt::A,почут,дано
763,berühmt::A,известен,дано
764,fremd::A,чужд,ят
765,verschieden::A,разен,пӧртэм
766,verschieden::A,различен,пӧртэм
767,nah::A,близък,матысь
768,fern::A,далечен,кыдёкысь
769,linker::A,ляв,паллян
770,rechter::A,прав,бур
771,rechter::A,прав,бурпал
772,anderer::A,друг,мукет
773,erster::A,пръв,нырысетӥез
774,erster::A,първи,нырысетӥез
775,zweiter::A,втори,кыктэтӥез
776,dritter::A,трети,кунньметӥез
777,letzter::A,последен,берло
778,letzter::A,последен,берпум
779,allein::ADV,само,огназ
780,auf einmal::ADV,същевременно,огдыре
781,zusammen::ADV,заедно,ӵош
782,zusammen::ADV,заедно,валче
783,lange::ADV,дълго,кема
784,plötzlich::ADV,изведнъж,мапламтэ шорысь
785,sofort::ADV,веднага,али ик
786,später::ADV,по-късно,бергес
787,später::ADV,по-късно,берлогес
788,jetzt::ADV,сега,али
789,jetzt::ADV,сега,табере
790,heute::ADV,днес,туннэ
791,morgen::ADV,утре,ӵуказе
792,bald::ADV,скоро,ӝоген
793,dann::ADV,после,берло
794,dann::ADV,тогава,берло
795,gestern::ADV,вчера,толон
796,einst::ADV,някога,огпол
797,einst::ADV,някога,одӥг пол
798,damals::ADV,тогава,соку
799,danach::ADV,после,собере
800,danach::ADV,след това,собере
801,vorher::ADV,преди,азьло
802,vorher::ADV,преди,азьвыл
803,vorher::ADV,преди това,азьло
804,vorher::ADV,преди това,азьвыл
805,zuerst::ADV,най-напред,азьло
806,einmal::ADV,веднъж,огпол
807,einmal::ADV,един път,огпол
808,manchmal::ADV,понякога,куддыръя
809,oft::ADV,често,ӵем
810,immer::ADV,винаги,пыр
811,immer::ADV,винаги,котьку
812,niemals::ADV,никога,уз ноку
813,hier::ADV,тук,татын
814,hier::ADV,тука,татын
815,hierhin::ADV,насам,татчы
816,von hier::ADV,оттук,татысь
817,von hier::ADV,оттука,татысь
818,dort::ADV,там,отӥ
819,dort::ADV,там,отын
820,dorthin::ADV,натам,отчы
821,dorthin::ADV,нататък,отчы
822,geradeaus::ADV,направо,меӵак
823,vorwärts::ADV,напред,азьлань
824,rückwärts::ADV,назад,берлань
825,zurück::ADV,обратно,берен
826,zurück::ADV,обратно,берлань
827,unten::ADV,долу,улын
828,hinab::ADV,надолу,улэ
829,oben::ADV,горе,вылын
