,Concept_ID,sl,se
1558,Sohn::N,sín,pärni
1559,Sohn::N,sín,â´lǧǧ
1560,Sohn::N,sín,pä´rnn
1561,Sohn::N,sín,алльк
1562,Tochter::N,hčí,nïejte
1563,Tochter::N,hčí,daktere
1564,Tochter::N,hčí,niejdda
1565,Tochter::N,hčí,nieida
1566,Tochter::N,hčí,niei'dâ
1567,Tochter::N,hčí,nijdd
1568,Tochter::N,hčí,нӣййт
1569,Tochter::N,hčérka,nïejte
1570,Tochter::N,hčérka,daktere
1571,Tochter::N,hčérka,niejdda
1572,Tochter::N,hčérka,nieida
1573,Tochter::N,hčérka,niei'dâ
1574,Tochter::N,hčérka,nijdd
1575,Tochter::N,hčérka,нӣййт
1576,Bruder::N,bràt,vïelle
1577,Bruder::N,bràt,viellja
1578,Bruder::N,bràt,viellja
1579,Bruder::N,bràt,viljâ
1580,Bruder::N,bràt,vi´llj
1581,Bruder::N,bràt,вӣлльй
1582,Schwester::N,sêstra,åabpa
1583,Schwester::N,sêstra,oabbá
1584,Schwester::N,sêstra,oabbá
1585,Schwester::N,sêstra,uáb'bi
1586,Schwester::N,sêstra,vuä´b'b
1587,Schwester::N,sêstra,вуэррьпенҍ
1588,Onkel::N,újec,jyøne
1589,Onkel::N,újec,jiekie
1590,Onkel::N,újec,tjietsie
1591,Onkel::N,újec,ænoj
1592,Onkel::N,újec,iehke
1593,Onkel::N,újec,eanu
1594,Onkel::N,újec,eahki
1595,Onkel::N,újec,čeahci
1596,Onkel::N,újec,eehi
1597,Onkel::N,újec,iänui
1598,Onkel::N,újec,jään
1599,Onkel::N,újec,čia´cc
1600,Onkel::N,újec,ӣнн
1601,Onkel::N,stríc,jyøne
1602,Onkel::N,stríc,jiekie
1603,Onkel::N,stríc,tjietsie
1604,Onkel::N,stríc,ænoj
1605,Onkel::N,stríc,iehke
1606,Onkel::N,stríc,eanu
1607,Onkel::N,stríc,eahki
1608,Onkel::N,stríc,čeahci
1609,Onkel::N,stríc,eehi
1610,Onkel::N,stríc,iänui
1611,Onkel::N,stríc,jään
1612,Onkel::N,stríc,čia´cc
1613,Onkel::N,stríc,ӣнн
1614,Tante::N,têta,seasa
1615,Tante::N,têta,jijmie
1616,Tante::N,têta,gåeskie
1617,Tante::N,têta,goasske
1618,Tante::N,têta,siessá
1619,Tante::N,têta,muohtá
1620,Tante::N,têta,ipmi
1621,Tante::N,têta,goaski
1622,Tante::N,têta,siäsá
1623,Tante::N,têta,sie´ss
1624,Tante::N,têta,kuä´sǩǩ
1625,Tante::N,têta,сӣссь
1626,Tante::N,strína,seasa
1627,Tante::N,strína,jijmie
1628,Tante::N,strína,gåeskie
1629,Tante::N,strína,goasske
1630,Tante::N,strína,siessá
1631,Tante::N,strína,muohtá
1632,Tante::N,strína,ipmi
1633,Tante::N,strína,goaski
1634,Tante::N,strína,siäsá
1635,Tante::N,strína,sie´ss
1636,Tante::N,strína,kuä´sǩǩ
1637,Tante::N,strína,сӣссь
1638,Ehemann::N,móž,ålma
1639,Ehemann::N,móž,geelle
1640,Ehemann::N,móž,boaddnje
1641,Ehemann::N,móž,gállásjålmåj
1642,Ehemann::N,móž,isit
1643,Ehemann::N,móž,boadnji
1644,Ehemann::N,móž,kääḷis
1645,Ehemann::N,móž,kuõjj
1646,Ehemann::N,móž,кӯйй
1647,Ehemann::N,móž,ка̄ллесь
1648,Ehemann::N,sopróg,ålma
1649,Ehemann::N,sopróg,geelle
1650,Ehemann::N,sopróg,boaddnje
1651,Ehemann::N,sopróg,gállásjålmåj
1652,Ehemann::N,sopróg,isit
1653,Ehemann::N,sopróg,boadnji
1654,Ehemann::N,sopróg,kääḷis
1655,Ehemann::N,sopróg,kuõjj
1656,Ehemann::N,sopróg,кӯйй
1657,Ehemann::N,sopróg,ка̄ллесь
1658,Ehefrau::N,žêna,gåmma
1659,Ehefrau::N,žêna,måersie
1660,Ehefrau::N,žêna,geellege
1661,Ehefrau::N,žêna,áhkká
1662,Ehefrau::N,žêna,áhkásj
1663,Ehefrau::N,žêna,áhkká
1664,Ehefrau::N,žêna,kálgu
1665,Ehefrau::N,žêna,eemeed
1666,Ehefrau::N,žêna,ä´ǩǩ
1667,Ehefrau::N,žêna,а̄ххьк
1668,Ehefrau::N,sopróga,gåmma
1669,Ehefrau::N,sopróga,måersie
1670,Ehefrau::N,sopróga,geellege
1671,Ehefrau::N,sopróga,áhkká
1672,Ehefrau::N,sopróga,áhkásj
1673,Ehefrau::N,sopróga,áhkká
1674,Ehefrau::N,sopróga,kálgu
1675,Ehefrau::N,sopróga,eemeed
1676,Ehefrau::N,sopróga,ä´ǩǩ
1677,Ehefrau::N,sopróga,а̄ххьк
1678,Freude::N,rádost,aavoe
1679,Freude::N,rádost,gearjoe
1680,Freude::N,rádost,ávvo
1681,Freude::N,rádost,sjålle
1682,Freude::N,rádost,illu
1683,Freude::N,rádost,iḷo
1684,Freude::N,rádost,rämm
1685,Freude::N,rádost,kuärgg
1686,Freude::N,rádost,räädast
1687,Freude::N,rádost,ро̄а̄мм
1688,Freude::N,vesêlje,aavoe
1689,Freude::N,vesêlje,gearjoe
1690,Freude::N,vesêlje,ávvo
1691,Freude::N,vesêlje,sjålle
1692,Freude::N,vesêlje,illu
1693,Freude::N,vesêlje,iḷo
1694,Freude::N,vesêlje,rämm
1695,Freude::N,vesêlje,kuärgg
1696,Freude::N,vesêlje,räädast
1697,Freude::N,vesêlje,ро̄а̄мм
1698,Gelächter::N,sméh,föörhkelh
1699,Gelächter::N,sméh,boagos
1700,Gelächter::N,sméh,tjajmos
1701,Gelächter::N,sméh,čaibman
1702,Gelächter::N,sméh,boagusteapmi
1703,Gelächter::N,sméh,gávdnasat
1704,Gelächter::N,sméh,käämmin
1705,Gelächter::N,sméh,smiâhh
1706,Gelächter::N,sméh,тӣшш
1707,Gelächter::N,grohòt,föörhkelh
1708,Gelächter::N,grohòt,boagos
1709,Gelächter::N,grohòt,tjajmos
1710,Gelächter::N,grohòt,čaibman
1711,Gelächter::N,grohòt,boagusteapmi
1712,Gelächter::N,grohòt,gávdnasat
1713,Gelächter::N,grohòt,käämmin
1714,Gelächter::N,grohòt,smiâhh
1715,Gelächter::N,grohòt,тӣшш
1716,Glück::N,sréča,læhkoe
1717,Glück::N,sréča,ávvo
1718,Glück::N,sréča,lihkku
1719,Glück::N,sréča,lukko
1720,Glück::N,sréča,uási
1721,Glück::N,sréča,lekk
1722,Glück::N,sréča,vuâ´ss
1723,Glück::N,sréča,вуэссь
1724,Kummer::N,gorjé,sårkoe
1725,Kummer::N,gorjé,vádja
1726,Kummer::N,gorjé,surggo
1727,Kummer::N,gorjé,moraš
1728,Kummer::N,gorjé,muurâš
1729,Kummer::N,gorjé,pe´ccel
1730,Kummer::N,gorjé,пэ̄джь
1731,Kummer::N,gorjé,пя̄ццель
1732,Wunsch::N,žêlja,vajtele
1733,Wunsch::N,žêlja,miella
1734,Wunsch::N,žêlja,hállo
1735,Wunsch::N,žêlja,áigumuš
1736,Wunsch::N,žêlja,tuoivâ
1737,Wunsch::N,žêlja,ää´jes
1738,Wunsch::N,žêlja,ä´estõs
1739,Wunsch::N,žêlja,туввмушш
1740,Lust::N,poželênje,luste
1741,Lust::N,poželênje,ulla
1742,Lust::N,poželênje,hibmo
1743,Lust::N,poželênje,hállu
1744,Lust::N,poželênje,haalu
1745,Lust::N,poželênje,haall
1746,Lust::N,poželênje,туввмушш
1747,Geist::N,dúša,aajmoe
1748,Geist::N,dúša,voejkene
1749,Geist::N,dúša,vuojŋŋan
1750,Geist::N,dúša,vuojŋŋanis
1751,Geist::N,dúša,vuoigŋa
1752,Geist::N,dúša,vuoi'ŋâ
1753,Geist::N,dúša,jiõg'g
1754,Geist::N,dúša,čuu´ddes
1755,Geist::N,dúša,мӣлл
1756,Geist::N,dúša,то̄ӆӆк
1757,Gedanke::N,mísel,åssjalommes
1758,Gedanke::N,mísel,ájádus
1759,Gedanke::N,mísel,ussjolmis
1760,Gedanke::N,mísel,jurdda
1761,Gedanke::N,mísel,juurdâ
1762,Gedanke::N,mísel,tu´mm
1763,Gedanke::N,mísel,юрт
1764,Gedächtnis::N,pámet,mojhtese
1765,Gedächtnis::N,pámet,mujtto
1766,Gedächtnis::N,pámet,muitu
1767,Gedächtnis::N,pámet,mušto
1768,Gedächtnis::N,pámet,moštt
1769,Gedächtnis::N,pámet,мушт
1770,Gedächtnis::N,pámet,мӣлл
1771,Sinn::N,pomèn,mïele
1772,Sinn::N,pomèn,våajnoe
1773,Sinn::N,pomèn,sisadno
1774,Sinn::N,pomèn,mierkkidus
1775,Sinn::N,pomèn,mearkkašupmi
1776,Sinn::N,pomèn,mēinnet
1777,Sinn::N,pomèn,me'rhâšuṃe
1778,Sinn::N,pomèn,mieḷâ
1779,Sinn::N,pomèn,miõll
1780,Sinn::N,pomèn,юрт
1781,Sinn::N,pomèn,то̄ӆӆк
1782,Sinn::N,smísel,mïele
1783,Sinn::N,smísel,våajnoe
1784,Sinn::N,smísel,sisadno
1785,Sinn::N,smísel,mierkkidus
1786,Sinn::N,smísel,mearkkašupmi
1787,Sinn::N,smísel,mēinnet
1788,Sinn::N,smísel,me'rhâšuṃe
1789,Sinn::N,smísel,mieḷâ
1790,Sinn::N,smísel,miõll
1791,Sinn::N,smísel,юрт
1792,Sinn::N,smísel,то̄ӆӆк
1793,Grund::N,vzròk,sjïeke
1794,Grund::N,vzròk,sivva
1795,Grund::N,vzròk,sivva
1796,Grund::N,vzròk,suijâ
1797,Grund::N,vzròk,ää´šš
1798,Grund::N,vzròk,а̄шшь
1799,Wahrheit::N,resníca,rïektesvoete
1800,Wahrheit::N,resníca,saetniesvoete
1801,Wahrheit::N,resníca,sádnesvuohta
1802,Wahrheit::N,resníca,duohtavuohta
1803,Wahrheit::N,resníca,tuo'tâvuotâ
1804,Wahrheit::N,resníca,tuõđâšvuõtt
1805,Wahrheit::N,resníca,зо̄абэль
1806,Gespräch::N,pogóvor,gaskestalleme
1807,Gespräch::N,pogóvor,ságastibme
1808,Gespräch::N,pogóvor,ságastallam
1809,Gespräch::N,pogóvor,ságastallan
1810,Gespräch::N,pogóvor,ráđ̣ádâllâm
1811,Gespräch::N,pogóvor,мо̄а̄йнас
1812,Märchen::N,právljica,heamture
1813,Märchen::N,právljica,dålusj subtsas
1814,Märchen::N,právljica,máinnas
1815,Märchen::N,právljica,cukca
1816,Märchen::N,právljica,maainâs
1817,Märchen::N,právljica,maainâs
1818,Märchen::N,právljica,ба̄йхьк
1819,Märchen::N,právljica,мо̄а̄йнас
1820,Erzählung::N,povést,gåata
1821,Erzählung::N,povést,vaajese
1822,Erzählung::N,povést,soptsese
1823,Erzählung::N,povést,giehtto
1824,Erzählung::N,povést,mujttalus
1825,Erzählung::N,povést,muitalus
1826,Erzählung::N,povést,maainâs
1827,Erzählung::N,povést,maainâs
1828,Erzählung::N,povést,мо̄а̄йнас
1829,Nachricht::N,sporočílo,dïjre
1830,Nachricht::N,sporočílo,diedádus
1831,Nachricht::N,sporočílo,diededibme
1832,Nachricht::N,sporočílo,sáhka
1833,Nachricht::N,sporočílo,saahâ
1834,Nachricht::N,sporočílo,a'lmottâs
1835,Nachricht::N,sporočílo,saakk
1836,Nachricht::N,sporočílo,i´lmmtõs
1837,Nachricht::N,sporočílo,со̄а̄гк
1838,Neuigkeit::N,novóst,saernie
1839,Neuigkeit::N,novóst,ådås
1840,Neuigkeit::N,novóst,sáhka
1841,Neuigkeit::N,novóst,sáhka
1842,Neuigkeit::N,novóst,uuđâs
1843,Neuigkeit::N,novóst,saakk
1844,Neuigkeit::N,novóst,о̄дтс
1845,Neuigkeit::N,novóst,со̄а̄гк
1846,Name::N,imé,nomme
1847,Name::N,imé,namma
1848,Name::N,imé,namma
1849,Name::N,imé,nommâ
1850,Name::N,imé,nõmm
1851,Name::N,imé,нэ̄мм
1852,Rätsel::N,ugánka,mojnestimmie
1853,Rätsel::N,ugánka,árvvádus
1854,Rätsel::N,ugánka,árvádus
1855,Rätsel::N,ugánka,arvâdâs
1856,Rätsel::N,ugánka,a´rvvtõs
1857,Rätsel::N,ugánka,а̄ррьв
1858,Rede::N,góvor,håaleme
1859,Rede::N,góvor,hålla
1860,Rede::N,góvor,sáhka
1861,Rede::N,góvor,hástu
1862,Rede::N,góvor,са̄ррнмушш
1863,Sprache::N,jêzik,gïele
1864,Sprache::N,jêzik,giella
1865,Sprache::N,jêzik,giella
1866,Sprache::N,jêzik,kieḷâ
1867,Sprache::N,jêzik,ǩiõll
1868,Sprache::N,jêzik,кӣлл
1869,Stimme::N,glás,tjoeje
1870,Stimme::N,glás,jiedna
1871,Stimme::N,glás,giella
1872,Stimme::N,glás,jietna
1873,Stimme::N,glás,jieṇâ
1874,Stimme::N,glás,jiõnn
1875,Stimme::N,glás,ӣнн
1876,Wort::N,beséda,baakoe
1877,Wort::N,beséda,báhko
1878,Wort::N,beséda,sátni
1879,Wort::N,beséda,pááhu
1880,Wort::N,beséda,sää´nn
1881,Wort::N,beséda,са̄ннҍ
1882,Zeichen::N,znák,væhta
1883,Zeichen::N,znák,mærkka
1884,Zeichen::N,znák,mearka
1885,Zeichen::N,znák,merkkâ
1886,Zeichen::N,znák,meârkk
1887,Zeichen::N,znák,тӣххт
1888,Ruf::N,klíc,ruodja
1889,Ruf::N,klíc,tjuorvas
1890,Ruf::N,klíc,čurvestat
1891,Ruf::N,klíc,koččom
1892,Ruf::N,klíc,pákkum
1893,Ruf::N,klíc,čuârvvmoš
1894,Lärm::N,hrúp,stujmie
1895,Lärm::N,hrúp,juhtsa
1896,Lärm::N,hrúp,šlápma
1897,Lärm::N,hrúp,ruojâ
1898,Lärm::N,hrúp,šlaaṃâ
1899,Lärm::N,hrúp,šuumm'mõš
1900,Lärm::N,hrúp,шэҏҏ
1901,Lärm::N,hrúp,ё̄афф
1902,Lärm::N,trúšč,stujmie
1903,Lärm::N,trúšč,juhtsa
1904,Lärm::N,trúšč,šlápma
1905,Lärm::N,trúšč,ruojâ
1906,Lärm::N,trúšč,šlaaṃâ
1907,Lärm::N,trúšč,šuumm'mõš
1908,Lärm::N,trúšč,шэҏҏ
1909,Lärm::N,trúšč,ё̄афф
1910,Laut::N,glás,tjoeje
1911,Laut::N,glás,jiedna
1912,Laut::N,glás,jietna
1913,Laut::N,glás,jieṇâ
1914,Laut::N,glás,jiõnn
1915,Laut::N,glás,ӣнн
1916,Ton::N,tón,tjoeje
1917,Ton::N,tón,tåvnnå
1918,Ton::N,tón,tjuodja
1919,Ton::N,tón,šuokŋa
1920,Ton::N,tón,nuot'tâ
1921,Ton::N,tón,suõmm
1922,Ton::N,tón,ӣнн
1923,Lied::N,pésem,laavloe
1924,Lied::N,pésem,lávla
1925,Lied::N,pésem,lávlla
1926,Lied::N,pésem,laavlâ
1927,Lied::N,pésem,laaul
1928,Lied::N,pésem,ла̄ввл
1929,Ruhe::N,pokòj,frïere
1930,Ruhe::N,pokòj,raeffie
1931,Ruhe::N,pokòj,vuojŋadibme
1932,Ruhe::N,pokòj,vuojŋadallam
1933,Ruhe::N,pokòj,ráfi
1934,Ruhe::N,pokòj,máššu
1935,Ruhe::N,pokòj,vuo'iŋâstus
1936,Ruhe::N,pokòj,ráávhu
1937,Ruhe::N,pokòj,rääuh
1938,Ruhe::N,pokòj,vuâŋŋmõš
1939,Ruhe::N,pokòj,юэв
1940,Ruhe::N,pokòj,вуэӈӈмушш
1941,Leute::N,ljudjé,aalmoge
1942,Leute::N,ljudjé,ulmutja
1943,Leute::N,ljudjé,álbmot
1944,Leute::N,ljudjé,viehâ
1945,Leute::N,ljudjé,aalmi
1946,Leute::N,ljudjé,о̄ллмэ
1947,Volk::N,národ,aalmoge
1948,Volk::N,národ,álmmuk
1949,Volk::N,národ,fuolkke
1950,Volk::N,národ,álbmot
1951,Volk::N,národ,aalmug
1952,Volk::N,národ,aalmi
1953,Volk::N,národ,нарэдт
1954,Arbeit::N,délo,barkoe
1955,Arbeit::N,délo,barggo
1956,Arbeit::N,délo,rahtjam
1957,Arbeit::N,délo,bargu
1958,Arbeit::N,délo,pargo
1959,Arbeit::N,délo,tyej̣i
1960,Arbeit::N,délo,likk
1961,Arbeit::N,délo,tue´jj
1962,Arbeit::N,délo,лыххк
1963,Gast::N,gòst,guessie
1964,Gast::N,gòst,guosse
1965,Gast::N,gòst,guossi
1966,Gast::N,gòst,kyes'si
1967,Gast::N,gòst,kue´s's
1968,Gast::N,gòst,кӯссь
1969,Geschenk::N,darílo,daevere
1970,Geschenk::N,darílo,sjielege
1971,Geschenk::N,darílo,vadda
1972,Geschenk::N,darílo,vattáldahka
1973,Geschenk::N,darílo,skeaŋka
1974,Geschenk::N,darílo,adaldâh
1975,Geschenk::N,darílo,sǩiâŋkk
1976,Geschenk::N,darílo,тӯмаш
1977,Spiel::N,ígra,spïele
1978,Spiel::N,ígra,stååkedimmie
1979,Spiel::N,ígra,spella
1980,Spiel::N,ígra,stoagos
1981,Spiel::N,ígra,speallu
1982,Spiel::N,ígra,leikkâ
1983,Spiel::N,ígra,siõrr
1984,Spiel::N,ígra,сӣрр
1985,Gesellschaft::N,drúžba,sïelte
1986,Gesellschaft::N,drúžba,rádnastallam
1987,Gesellschaft::N,drúžba,searvi
1988,Gesellschaft::N,drúžba,servi
1989,Gesellschaft::N,drúžba,seä´brr
1990,Gesellschaft::N,drúžba,се̄ббр
1991,Hilfe::N,pomóč,viehkie
1992,Hilfe::N,pomóč,viehkke
1993,Hilfe::N,pomóč,veahkki
1994,Hilfe::N,pomóč,iše
1995,Hilfe::N,pomóč,veä´ǩ'ǩ
1996,Hilfe::N,pomóč,ве̄ххьк
1997,Freund::N,prijátelj,voelpe
1998,Freund::N,prijátelj,ráddna
1999,Freund::N,prijátelj,venak
2000,Freund::N,prijátelj,ustit
2001,Freund::N,prijátelj,verdde
2002,Freund::N,prijátelj,veerdi
2003,Freund::N,prijátelj,na´zvan
2004,Freund::N,prijátelj,ка̄ннҌц
2005,Kamerad::N,továriš,guejmie
2006,Kamerad::N,továriš,ráddna
2007,Kamerad::N,továriš,guojmme
2008,Kamerad::N,továriš,guoibmi
2009,Kamerad::N,továriš,kyei'mi
2010,Kamerad::N,továriš,taaurõš
2011,Kamerad::N,továriš,то̄а̄врэшш
2012,Angelegenheit::N,zadéva,aate
2013,Angelegenheit::N,zadéva,saake
2014,Angelegenheit::N,zadéva,ássje
2015,Angelegenheit::N,zadéva,ášši
2016,Angelegenheit::N,zadéva,äšši
2017,Angelegenheit::N,zadéva,ä´šš
2018,Angelegenheit::N,zadéva,тӯйй
2019,Anzahl::N,števílo,taale
2020,Anzahl::N,števílo,låhkoe
2021,Anzahl::N,števílo,låhko
2022,Anzahl::N,števílo,mierre
2023,Anzahl::N,števílo,mearri
2024,Anzahl::N,števílo,lohkomearra
2025,Anzahl::N,števílo,meeṛi
2026,Anzahl::N,števílo,mie´rr
2027,Anzahl::N,števílo,чӣссел
2028,Art::N,vŕsta,aarhte
2029,Art::N,vŕsta,sládja
2030,Art::N,vŕsta,tjærdda
2031,Art::N,vŕsta,čearda
2032,Art::N,vŕsta,šlaaj̣â
2033,Art::N,vŕsta,nää´ll
2034,Art::N,vŕsta,на̄лль
2035,Stück::N,kós,bæhta
2036,Stück::N,kós,biehkie
2037,Stück::N,kós,biehkke
2038,Stück::N,kós,bihttá
2039,Stück::N,kós,pittá
2040,Stück::N,kós,káppálâh
2041,Stück::N,kós,ku´sǩǩ
2042,Stück::N,kós,кусськ
2043,Teil::N,dél,stuhtje
2044,Teil::N,dél,oasse
2045,Teil::N,dél,bielle
2046,Teil::N,dél,guovllo
2047,Teil::N,dél,oassi
2048,Teil::N,dél,bihttá
2049,Teil::N,dél,uási
2050,Teil::N,dél,vuâ´ss
2051,Teil::N,dél,pie´ǩ'ǩ
2052,Teil::N,dél,кусськ
2053,Hälfte::N,polovíca,lehkie
2054,Hälfte::N,polovíca,lahkke
2055,Hälfte::N,polovíca,bealli
2056,Hälfte::N,polovíca,peeḷi
2057,Hälfte::N,polovíca,lâ´ǩǩ
2058,Hälfte::N,polovíca,pie´ll
2059,Hälfte::N,polovíca,пе̄лль
2060,Kreis::N,króg,rïngke
2061,Kreis::N,króg,gievlle
2062,Kreis::N,króg,gierdu
2063,Kreis::N,króg,riggee
2064,Kreis::N,króg,kruugg
2065,Kreis::N,króg,круг
2066,Kreis::N,kolobár,rïngke
2067,Kreis::N,kolobár,gievlle
2068,Kreis::N,kolobár,gierdu
2069,Kreis::N,kolobár,riggee
2070,Kreis::N,kolobár,kruugg
2071,Kreis::N,kolobár,круг
2072,Kreuz::N,kríž,kroesse
2073,Kreuz::N,kríž,ruossa
2074,Kreuz::N,kríž,rista
2075,Kreuz::N,kríž,ristâ
2076,Kreuz::N,kríž,ristt
2077,Kreuz::N,kríž,рысст
2078,Linie::N,próga,sïeve
2079,Linie::N,próga,linnja
2080,Linie::N,próga,linjá
2081,Linie::N,próga,linnjá
2082,Linie::N,próga,njuálgus
2083,Linie::N,próga,certldõk
2084,Linie::N,próga,це̄кесь
2085,Strich::N,čŕta,sïeve
2086,Strich::N,čŕta,sáhtso
2087,Strich::N,čŕta,sárggis
2088,Strich::N,čŕta,čálástâh
2089,Strich::N,čŕta,certldõk
2090,Strich::N,čŕta,ця̄кас
2091,Strich::N,čŕta,це̄кесь
2092,Abstand::N,preslédek,gåhkoe
2093,Abstand::N,preslédek,gåhkaldahke
2094,Abstand::N,preslédek,lahka
2095,Abstand::N,preslédek,gasska
2096,Abstand::N,preslédek,gaska
2097,Abstand::N,preslédek,koskâ
2098,Abstand::N,preslédek,kõskk
2099,Abstand::N,preslédek,кэ̄сск
2100,Entfernung::N,oddáljenost,gåhkoe
2101,Entfernung::N,oddáljenost,gåhkaldahke
2102,Entfernung::N,oddáljenost,gasska
2103,Entfernung::N,oddáljenost,mælggat
2104,Entfernung::N,oddáljenost,gaska
2105,Entfernung::N,oddáljenost,mátkegaska
2106,Entfernung::N,oddáljenost,koskâ
2107,Entfernung::N,oddáljenost,kõskk
2108,Entfernung::N,oddáljenost,jäämkõskk
2109,Entfernung::N,oddáljenost,кэ̄сск
2110,Gegend::N,kràj,haerie
2111,Gegend::N,kràj,guovvlo
2112,Gegend::N,kràj,bájkke
2113,Gegend::N,kràj,guovlu
2114,Gegend::N,kràj,duovdda
2115,Gegend::N,kràj,kuáv'lu
2116,Gegend::N,kràj,vu´vdd
2117,Gegend::N,kràj,па̄йхьк
2118,Gegend::N,dežêla,haerie
2119,Gegend::N,dežêla,guovvlo
2120,Gegend::N,dežêla,bájkke
2121,Gegend::N,dežêla,guovlu
2122,Gegend::N,dežêla,duovdda
2123,Gegend::N,dežêla,kuáv'lu
2124,Gegend::N,dežêla,vu´vdd
2125,Gegend::N,dežêla,па̄йхьк
2126,Platz::N,prôstor,sijjie
2127,Platz::N,prôstor,sadje
2128,Platz::N,prôstor,sadji
2129,Platz::N,prôstor,tááḷu
2130,Platz::N,prôstor,tääll
2131,Platz::N,prôstor,сайй
2132,Ort::N,mésto,sijjie
2133,Ort::N,mésto,bájkke
2134,Ort::N,mésto,sadje
2135,Ort::N,mésto,báiki
2136,Ort::N,mésto,päikki
2137,Ort::N,mésto,pâi´ǩǩ
2138,Ort::N,mésto,сайй
2139,Ort::N,mésto,па̄йхьк
2140,Seite::N,bòk,bielie
2141,Seite::N,bòk,sijddo
2142,Seite::N,bòk,bealli
2143,Seite::N,bòk,ertti
2144,Seite::N,bòk,jeä´rtt
2145,Seite::N,bòk,пе̄лль
2146,Seite::N,bòk,е̄ммьне
2147,Seite::N,strán,bielie
2148,Seite::N,strán,sijddo
2149,Seite::N,strán,bealli
2150,Seite::N,strán,ertti
2151,Seite::N,strán,jeä´rtt
2152,Seite::N,strán,пе̄лль
2153,Seite::N,strán,е̄ммьне
2154,Mitte::N,sredína,gaske
2155,Mitte::N,sredína,jarnge
2156,Mitte::N,sredína,gasska
2157,Mitte::N,sredína,guovddaš
2158,Mitte::N,sredína,gaskamuddu
2159,Mitte::N,sredína,koskâ
2160,Mitte::N,sredína,kõskk
2161,Mitte::N,sredína,кэ̄сск
2162,Gegenstand::N,prédmet,daevere
2163,Gegenstand::N,prédmet,oabme
2164,Gegenstand::N,prédmet,gávnne
2165,Gegenstand::N,prédmet,bierggas
2166,Gegenstand::N,prédmet,ettâ
2167,Gegenstand::N,prédmet,kápulâh
2168,Gegenstand::N,prédmet,käu´nn
2169,Gegenstand::N,prédmet,ка̄ввьн
2170,Sache::N,réč,aate
2171,Sache::N,réč,saake
2172,Sache::N,réč,ássje
2173,Sache::N,réč,ášši
2174,Sache::N,réč,äšši
2175,Sache::N,réč,ä´šš
2176,Sache::N,réč,ве̄шш
2177,Sache::N,stvár,aate
2178,Sache::N,stvár,saake
2179,Sache::N,stvár,ássje
2180,Sache::N,stvár,ášši
2181,Sache::N,stvár,äšši
2182,Sache::N,stvár,ä´šš
2183,Sache::N,stvár,ве̄шш
2184,Rand::N,kràj,raedtie
2185,Rand::N,kràj,rabdda
2186,Rand::N,kràj,ravda
2187,Rand::N,kràj,robdâ
2188,Rand::N,kràj,čårr
2189,Rand::N,kràj,ruõbdd
2190,Rand::N,kràj,рӯммт
2191,Rand::N,kràj,ре̄ввьн
2192,Kante::N,rób,raedtie
2193,Kante::N,rób,rabdda
2194,Kante::N,rób,ravda
2195,Kante::N,rób,robdâ
2196,Kante::N,rób,å´rdd
2197,Kante::N,rób,ruõbdd
2198,Kante::N,rób,рӯммт
2199,Kante::N,rób,ре̄ввьн
2200,Ecke::N,vogál,roene
2201,Ecke::N,vogál,kråane
2202,Ecke::N,vogál,náhpo
2203,Ecke::N,vogál,nusske
2204,Ecke::N,vogál,nurki
2205,Ecke::N,vogál,čiehka
2206,Ecke::N,vogál,čiehâ
2207,Ecke::N,vogál,čiõkk
2208,Ecke::N,vogál,suåp'p
2209,Ecke::N,vogál,уггл
2210,Spitze::N,óst,gietjie
2211,Spitze::N,óst,snjuhtje
2212,Spitze::N,óst,gihttje
2213,Spitze::N,óst,geahči
2214,Spitze::N,óst,picci
2215,Spitze::N,óst,keeči
2216,Spitze::N,óst,ǩie´čč
2217,Spitze::N,óst,кя̄женч
2218,Ende::N,kônec,gietjie
2219,Ende::N,kônec,giehtje
2220,Ende::N,kônec,geahči
2221,Ende::N,kônec,keeči
2222,Ende::N,kônec,puäš'š
2223,Ende::N,kônec,ке̄джь
2224,Loch::N,lúknja,raejkie
2225,Loch::N,lúknja,rájgge
2226,Loch::N,lúknja,ráigi
2227,Loch::N,lúknja,räigi
2228,Loch::N,lúknja,loikk
2229,Loch::N,lúknja,râi´ǧǧ
2230,Loch::N,lúknja,ра̄ййк
2231,Winkel::N,kót,skaavhte
2232,Winkel::N,kót,tjiehka
2233,Winkel::N,kót,soahppa
2234,Winkel::N,kót,čiehka
2235,Winkel::N,kót,sogge
2236,Winkel::N,kót,suåp'p
2237,Winkel::N,kót,уггл
2238,Muster::N,vzórec,goere
2239,Muster::N,vzórec,girjja
2240,Muster::N,vzórec,girjjit
2241,Muster::N,vzórec,kovos
2242,Muster::N,vzórec,кыррьй
2243,Muster::N,vzórec,кырьйнесс
2244,Größe::N,veličína,ståaroe
2245,Größe::N,veličína,stuorrudahka
2246,Größe::N,veličína,stūrrodat
2247,Größe::N,veličína,mahtodat
2248,Größe::N,veličína,allodat
2249,Größe::N,veličína,stuá'ṛudâh
2250,Größe::N,veličína,роаӈӈьк
2251,Länge::N,dolžína,gåhkoe
2252,Länge::N,dolžína,guhkkudahka
2253,Länge::N,dolžína,guhkkodat
2254,Länge::N,dolžína,kukkodâh
2255,Länge::N,dolžína,õllâdvuõtt
2256,Länge::N,dolžína,куххьквӯдт
2257,Höhe::N,vršína,jalloe
