,Concept_ID,pt,pt
858,stark::A,forte,robusto
859,stark::A,robusto,forte
860,stark::A,robusto,robusto
861,schwach::A,débil,débil
862,fett::A,gordo,gordo
863,schlank::A,esbelto,esbelto
864,hübsch::A,giro,giro
865,hübsch::A,giro,bonito
866,hübsch::A,bonito,giro
867,hübsch::A,bonito,bonito
868,böse::A,mau,mau
869,dumm::A,parvo,parvo
870,dumm::A,parvo,estúpido
871,dumm::A,estúpido,parvo
872,dumm::A,estúpido,estúpido
873,faul::A,preguiçoso,preguiçoso
874,fleißig::A,aplicado,aplicado
875,fleißig::A,aplicado,diligente
876,fleißig::A,diligente,aplicado
877,fleißig::A,diligente,diligente
878,geizig::A,avarento,avarento
879,klug::A,prudente,prudente
880,klug::A,prudente,inteligente
881,klug::A,inteligente,prudente
882,klug::A,inteligente,inteligente
883,geschickt::A,hábil,hábil
884,lieb::A,caro,caro
885,lieb::A,caro,querido
886,lieb::A,querido,caro
887,lieb::A,querido,querido
888,lustig::A,alegre,alegre
889,sanft::A,suave,suave
890,sanft::A,suave,brando
891,sanft::A,brando,suave
892,sanft::A,brando,brando
893,hungrig::A,faminto,faminto
894,krank::A,doente,doente
895,krank::A,doente,enfermo
896,krank::A,enfermo,doente
897,krank::A,enfermo,enfermo
898,nackt::A,nu,nu
899,nackt::A,nu,despido
900,nackt::A,despido,nu
901,nackt::A,despido,despido
902,traurig::A,triste,triste
903,lebendig::A,vivo,vivo
904,gut::A,bom,bom
905,schlecht::A,mau,mau
906,schlecht::A,mau,ruim
907,schlecht::A,ruim,mau
908,schlecht::A,ruim,ruim
909,richtig::A,justo,justo
910,richtig::A,justo,correcto
911,richtig::A,correcto,justo
912,richtig::A,correcto,correcto
913,schlimm::A,mau,mau
914,schlimm::A,mau,grave
915,schlimm::A,grave,mau
916,schlimm::A,grave,grave
917,wahr::A,verdadeiro,verdadeiro
918,alt::A,velho,velho
919,alt::A,velho,antigo
920,alt::A,antigo,velho
921,alt::A,antigo,antigo
922,neu::A,novo,novo
923,ehemalig::A,antigo,antigo
924,alt[Lebewesen]::A,velho,velho
925,jung::A,jovem,jovem
926,arm::A,pobre,pobre
927,reich::A,rico,rico
928,bekannt::A,conhecido,conhecido
929,berühmt::A,famoso,famoso
930,berühmt::A,famoso,célebre
931,berühmt::A,célebre,famoso
932,berühmt::A,célebre,célebre
933,fremd::A,alheio,alheio
934,fremd::A,alheio,estranho
935,fremd::A,estranho,alheio
936,fremd::A,estranho,estranho
937,verschieden::A,diverso,diverso
938,verschieden::A,diverso,diferente
939,verschieden::A,diferente,diverso
940,verschieden::A,diferente,diferente
941,nah::A,próximo,próximo
942,fern::A,remoto,remoto
943,fern::A,remoto,distante
944,fern::A,distante,remoto
945,fern::A,distante,distante
946,linker::A,esquerdo,esquerdo
947,rechter::A,direito,direito
948,anderer::A,outro,outro
949,erster::A,primeiro,primeiro
950,zweiter::A,segundo,segundo
951,dritter::A,terceiro,terceiro
952,letzter::A,final,final
953,letzter::A,final,último
954,letzter::A,último,final
955,letzter::A,último,último
956,allein::ADV,só,só
957,auf einmal::ADV,de vez,de vez
958,zusammen::ADV,juntos,juntos
959,lange::ADV,muito tempo,muito tempo
960,plötzlich::ADV,de repente,de repente
961,sofort::ADV,imediatamente,imediatamente
962,später::ADV,mais tarde,mais tarde
963,jetzt::ADV,agora,agora
964,heute::ADV,hoje,hoje
965,morgen::ADV,amanhã,amanhã
966,bald::ADV,logo,logo
967,bald::ADV,logo,breve
968,bald::ADV,breve,logo
969,bald::ADV,breve,breve
970,dann::ADV,então,então
971,dann::ADV,então,depois
972,dann::ADV,depois,então
973,dann::ADV,depois,depois
974,gestern::ADV,ontem,ontem
975,einst::ADV,antigamente,antigamente
976,damals::ADV,então,então
977,danach::ADV,logo,logo
978,danach::ADV,logo,depois
979,danach::ADV,depois,logo
980,danach::ADV,depois,depois
981,vorher::ADV,antes,antes
982,zuerst::ADV,primeiro,primeiro
983,einmal::ADV,uma vez,uma vez
984,manchmal::ADV,às vezes,às vezes
985,oft::ADV,muitas vezes,muitas vezes
986,immer::ADV,sempre,sempre
987,niemals::ADV,nunca,nunca
988,hier::ADV,cá,cá
989,hier::ADV,cá,aqui
990,hier::ADV,aqui,cá
991,hier::ADV,aqui,aqui
992,hierhin::ADV,para cá,para cá
993,von hier::ADV,daqui,daqui
994,dort::ADV,lá,lá
995,dort::ADV,lá,ali
996,dort::ADV,ali,lá
997,dort::ADV,ali,ali
998,dorthin::ADV,lá,lá
999,dorthin::ADV,lá,para lá
1000,dorthin::ADV,para lá,lá
1001,dorthin::ADV,para lá,para lá
1002,geradeaus::ADV,em frente,em frente
1003,vorwärts::ADV,avante,avante
1004,rückwärts::ADV,para trás,para trás
1005,zurück::ADV,atrás,atrás
1006,unten::ADV,debaixo,debaixo
1007,unten::ADV,debaixo,em baixo
1008,unten::ADV,em baixo,debaixo
1009,unten::ADV,em baixo,em baixo
1010,hinab::ADV,para baixo,para baixo
1011,oben::ADV,em cima,em cima
1012,hinauf::ADV,para cima,para cima
1013,überall::ADV,em toda parte,em toda parte
1014,nicht::ADV,não,não
1015,ein wenig::ADV,um pouco,um pouco
1016,ein wenig::ADV,um pouco,um bocado
1017,ein wenig::ADV,um bocado,um pouco
1018,ein wenig::ADV,um bocado,um bocado
1019,kaum::ADV,apenas,apenas
1020,sehr::ADV,muito,muito
1021,so::ADV,tão,tão
1022,so::ADV,tão,assim
1023,so::ADV,assim,tão
1024,so::ADV,assim,assim
1025,noch::ADV,ainda,ainda
1026,nur::ADV,só,só
1027,nur::ADV,só,apenas
1028,nur::ADV,só,somente
1029,nur::ADV,apenas,só
1030,nur::ADV,apenas,apenas
1031,nur::ADV,apenas,somente
1032,nur::ADV,somente,só
1033,nur::ADV,somente,apenas
1034,nur::ADV,somente,somente
1035,schon::ADV,já,já
1036,wieder::ADV,outra vez,outra vez
1037,vergebens::ADV,em vão,em vão
1038,vor::PRP,diante de,diante de
1039,hinter::PRP,atrás de,atrás de
1040,unter::PRP,sob,sob
1041,unter::PRP,sob,debaixo de
1042,unter::PRP,debaixo de,sob
1043,unter::PRP,debaixo de,debaixo de
1044,durch::PRP,por,por
1045,durch::PRP,por,através de
1046,durch::PRP,através de,por
1047,durch::PRP,através de,através de
1048,neben::PRP,junto de,junto de
1049,neben::PRP,junto de,ao lado de
1050,neben::PRP,ao lado de,junto de
1051,neben::PRP,ao lado de,ao lado de
1052,zwischen::PRP,entre,entre
1053,wegen::PRP,por,por
1054,wegen::PRP,por,por causa de
1055,wegen::PRP,por causa de,por
1056,wegen::PRP,por causa de,por causa de
1057,dies::PRN,isto,isto
1058,das::PRN,isso,isso
1059,das::PRN,isso,aquilo
1060,das::PRN,aquilo,isso
1061,das::PRN,aquilo,aquilo
1062,alles::PRN,todo,todo
1063,ich::PRN,eu,eu
1064,du::PRN,tu,tu
1065,er::PRN,ele,ele
1066,wir::PRN,nós,nós
1067,ihr::PRN,vós,vós
1068,ihr::PRN,vós,vocês
1069,ihr::PRN,vocês,vós
1070,ihr::PRN,vocês,vocês
1071,sie::PRN,eles,eles
1072,was::FPRN,quê,quê
1073,wer::FPRN,quem,quem
1074,wo::FADV,onde,onde
1075,wohin::FADV,aonde,aonde
1076,wohin::FADV,aonde,para onde
1077,wohin::FADV,para onde,aonde
1078,wohin::FADV,para onde,para onde
1079,wie::FADV,como,como
1080,warum::FADV,porquê,porquê
1081,warum::FADV,porquê,por que
1082,warum::FADV,por que,porquê
1083,warum::FADV,por que,por que
1084,wieviel::FNUM,quanto,quanto
1085,eins::NUM,um,um
1086,zwei::NUM,dois,dois
1087,drei::NUM,três,três
1088,vier::NUM,quatro,quatro
1089,fünf::NUM,cinco,cinco
1090,sechs::NUM,seis,seis
1091,sieben::NUM,sete,sete
1092,acht::NUM,oito,oito
1093,neun::NUM,nove,nove
1094,zehn::NUM,dez,dez
1095,elf::NUM,onze,onze
1096,zwölf::NUM,doze,doze
1097,zwanzig::NUM,vinte,vinte
1098,dreißig::NUM,trinta,trinta
1099,vierzig::NUM,quarenta,quarenta
1100,fünfzig::NUM,cinquenta,cinquenta
1101,sechzig::NUM,sessenta,sessenta
1102,siebzig::NUM,setenta,setenta
1103,achtzig::NUM,oitenta,oitenta
1104,neunzig::NUM,noventa,noventa
1105,hundert::NUM,cem,cem
1106,hundert::NUM,cem,cento
1107,hundert::NUM,cento,cem
1108,hundert::NUM,cento,cento
1109,tausend::NUM,mil,mil
1110,und::CNJ,e,e
1111,oder::CNJ,ou,ou
1112,stehen::V,estar em pé,estar em pé
1113,sitzen::V,estar sentado,estar sentado
1114,liegen::V,jazer,jazer
1115,liegen::V,jazer,estar deitado
1116,liegen::V,estar deitado,jazer
1117,liegen::V,estar deitado,estar deitado
1118,hängen::V,pender,pender
1119,hängen::V,pender,estar pendurado
1120,hängen::V,estar pendurado,pender
1121,hängen::V,estar pendurado,estar pendurado
1122,werden::V,tornar-se,tornar-se
1123,passieren::V,acontecer,acontecer
1124,beginnen::V,começar,começar
1125,enden::V,acabar,acabar
1126,enden::V,acabar,terminar
1127,enden::V,terminar,acabar
1128,enden::V,terminar,terminar
1129,wechseln::V,variar,variar
1130,wechseln::V,variar,alternar
1131,wechseln::V,alternar,variar
1132,wechseln::V,alternar,alternar
1133,aufgehen[Sonne]::V,nascer,nascer
1134,untergehen[Sonne]::V,pôr-se,pôr-se
1135,scheinen[Sonne]::V,brilhar,brilhar
1136,donnern::V,trovejar,trovejar
1137,wehen::V,soprar,soprar
1138,strömen::V,correr,correr
1139,fließen::V,fluir,fluir
1140,sich drehen::V,girar,girar
1141,schwanken::V,oscilar,oscilar
1142,schwingen::V,vibrar,vibrar
1143,fallen::V,cair,cair
1144,brennen::V,arder,arder
1145,rauchen::V,fumegar,fumegar
1146,regnen::V,chover,chover
1147,gefrieren::V,gelar,gelar
1148,gefrieren::V,gelar,congelar
1149,gefrieren::V,congelar,gelar
1150,gefrieren::V,congelar,congelar
1151,tauen::V,derreter,derreter
1152,tauen::V,derreter,descongelar
1153,tauen::V,descongelar,derreter
1154,tauen::V,descongelar,descongelar
1155,schmelzen::V,fundir-se,fundir-se
1156,trocknen::V,secar,secar
1157,sieden::V,ferver,ferver
1158,faulen::V,estragar-se,estragar-se
1159,verfaulen::V,apodrecer,apodrecer
1160,reißen::V,romper-se,romper-se
1161,versinken::V,afundar-se,afundar-se
1162,vergehen::V,passar,passar
1163,erscheinen::V,aparecer,aparecer
1164,verschwinden::V,desaparecer,desaparecer
1165,sinken::V,descer,descer
1166,abnehmen::V,diminuir,diminuir
1167,abnehmen::V,diminuir,decrescer
1168,abnehmen::V,decrescer,diminuir
1169,abnehmen::V,decrescer,decrescer
1170,zunehmen::V,crescer,crescer
1171,zunehmen::V,crescer,aumentar
1172,zunehmen::V,aumentar,crescer
1173,zunehmen::V,aumentar,aumentar
1174,steigen::V,subir,subir
1175,wachsen::V,crescer,crescer
1176,glänzen::V,brilhar,brilhar
1177,funkeln::V,cintilar,cintilar
1178,lärmen::V,fazer barulho,fazer barulho
1179,läuten::V,chocalhar,chocalhar
1180,klingeln::V,tocar,tocar
1181,klirren::V,tinir,tinir
1182,brausen::V,bramar,bramar
1183,rauschen::V,murmurar,murmurar
1184,rauschen::V,murmurar,rumorejar
1185,rauschen::V,rumorejar,murmurar
1186,rauschen::V,rumorejar,rumorejar
1187,klingen::V,soar,soar
1188,bellen::V,ladrar,ladrar
1189,heulen::V,uivar,uivar
1190,blasen::V,soprar,soprar
1191,pfeifen::V,assobiar,assobiar
1192,schreien::V,gritar,gritar
1193,stöhnen::V,gemer,gemer
1194,zittern::V,tremer,tremer
1195,leben::V,viver,viver
1196,geboren werden::V,nascer,nascer
1197,atmen::V,respirar,respirar
1198,trinken::V,beber,beber
1199,essen::V,comer,comer
1200,schlucken::V,engolir,engolir
1201,müde werden::V,cansar-se,cansar-se
1202,einschlafen::V,adormecer,adormecer
1203,schlafen::V,dormir,dormir
1204,aufwachen::V,acordar,acordar
1205,aufstehen::V,levantar-se,levantar-se
1206,sich erholen::V,descansar,descansar
1207,krank werden::V,adoecer,adoecer
1208,krank werden::V,adoecer,ficar doente
1209,krank werden::V,ficar doente,adoecer
1210,krank werden::V,ficar doente,ficar doente
1211,krank sein::V,estar doente,estar doente
1212,schmerzen::V,doer,doer
1213,husten::V,tossir,tossir
1214,genesen::V,convalescer,convalescer
1215,sterben::V,morrer,morrer
1216,umkommen::V,perecer,perecer
1217,sich bewegen::V,mover-se,mover-se
1218,sich rühren::V,mexer-se,mexer-se
1219,sich erheben::V,levantar-se,levantar-se
1220,sich setzen::V,sentar-se,sentar-se
1221,hinfallen::V,cair,cair
1222,laufen::V,andar,andar
1223,laufen::V,andar,caminhar
1224,laufen::V,caminhar,andar
1225,laufen::V,caminhar,caminhar
1226,schreiten::V,andar,andar
1227,schreiten::V,andar,caminhar
1228,schreiten::V,caminhar,andar
1229,schreiten::V,caminhar,caminhar
1230,spazierengehen::V,passear,passear
1231,eilen::V,apressar-se,apressar-se
1232,sich beeilen::V,apressar-se,apressar-se
1233,sich beeilen::V,apressar-se,despachar-se
1234,sich beeilen::V,despachar-se,apressar-se
1235,sich beeilen::V,despachar-se,despachar-se
1236,sausen::V,correr,correr
1237,rennen::V,correr,correr
1238,springen::V,saltar,saltar
1239,klettern::V,trepar,trepar
1240,schaukeln::V,baloiçar,baloiçar
1241,kriechen::V,rastejar,rastejar
1242,kriechen::V,rastejar,arrastar-se
1243,kriechen::V,arrastar-se,rastejar
1244,kriechen::V,arrastar-se,arrastar-se
1245,schwimmen::V,nadar,nadar
1246,tauchen::V,mergulhar,mergulhar
1247,rudern::V,remar,remar
1248,fahren::V,ir,ir
1249,fliegen::V,voar,voar
1250,gehen::V,ir,ir
1251,gehen::V,ir,andar
1252,gehen::V,andar,ir
1253,gehen::V,andar,andar
1254,weggehen::V,partir,partir
1255,weggehen::V,partir,ir-se embora
1256,weggehen::V,ir-se embora,partir
1257,weggehen::V,ir-se embora,ir-se embora
1258,abfahren::V,sair,sair
1259,abfahren::V,sair,partir
1260,abfahren::V,partir,sair
1261,abfahren::V,partir,partir
1262,anhalten::V,parar,parar
1263,hineingehen::V,entrar,entrar
1264,eintreten::V,entrar,entrar
1265,kommen::V,vir,vir
1266,ankommen::V,chegar,chegar
1267,zurückkommen::V,voltar,voltar
1268,zurückkommen::V,voltar,regressar
1269,zurückkommen::V,regressar,voltar
1270,zurückkommen::V,regressar,regressar
1271,bleiben::V,ficar,ficar
1272,bleiben::V,ficar,permanecer
1273,bleiben::V,permanecer,ficar
1274,bleiben::V,permanecer,permanecer
1275,warten::V,esperar,esperar
1276,erwarten::V,esperar,esperar
1277,erwarten::V,esperar,aguardar
1278,erwarten::V,aguardar,esperar
1279,erwarten::V,aguardar,aguardar
1280,suchen::V,buscar,buscar
1281,suchen::V,buscar,procurar
1282,suchen::V,procurar,buscar
1283,suchen::V,procurar,procurar
1284,finden::V,achar,achar
1285,finden::V,achar,encontrar
1286,finden::V,encontrar,achar
1287,finden::V,encontrar,encontrar
1288,versuchen::V,tentar,tentar
1289,vorbereiten::V,preparar,preparar
1290,lieben::V,amar,amar
1291,lieben::V,amar,querer
1292,lieben::V,querer,amar
1293,lieben::V,querer,querer
1294,mögen::V,gostar de,gostar de
1295,lachen::V,rir,rir
1296,lachen::V,rir,rir-se
1297,lachen::V,rir-se,rir
1298,lachen::V,rir-se,rir-se
1299,rühren::V,comover,comover
1300,weinen::V,chorar,chorar
1301,schimpfen::V,ralhar,ralhar
1302,sich ärgern::V,zangar-se,zangar-se
1303,sich fürchten::V,ter medo de,ter medo de
1304,sich fürchten::V,ter medo de,ter receio de
1305,sich fürchten::V,ter receio de,ter medo de
1306,sich fürchten::V,ter receio de,ter receio de
1307,fürchten::V,temer,temer
1308,fürchten::V,temer,recear
1309,fürchten::V,recear,temer
1310,fürchten::V,recear,recear
1311,fliehen::V,fugir,fugir
1312,flüchten::V,refugiar-se,refugiar-se
1313,sehen::V,ver,ver
1314,anschauen::V,olhar,olhar
1315,ansehen::V,mirar,mirar
1316,hören::V,ouvir,ouvir
1317,zuhören::V,escutar,escutar
1318,probieren::V,provar,provar
1319,probieren::V,provar,saborear
1320,probieren::V,saborear,provar
1321,probieren::V,saborear,saborear
1322,riechen::V,cheirar,cheirar
1323,fühlen::V,sentir,sentir
1324,scheinen::V,parecer,parecer
1325,zu sehen sein::V,estar à vista,estar à vista
1326,vernehmen::V,ouvir,ouvir
1327,frieren::V,ter frio,ter frio
1328,tun::V,fazer,fazer
1329,können::V,saber,saber
1330,wollen::V,querer,querer
1331,anfangen::V,iniciar,iniciar
1332,beenden::V,acabar,acabar
1333,beenden::V,acabar,terminar
1334,beenden::V,terminar,acabar
1335,beenden::V,terminar,terminar
1336,aufhören::V,cessar,cessar
1337,aufhören::V,cessar,desistir
1338,aufhören::V,desistir,cessar
1339,aufhören::V,desistir,desistir
1340,gelingen::V,sair bem,sair bem
1341,gelingen::V,sair bem,dar bom resultado
1342,gelingen::V,dar bom resultado,sair bem
1343,gelingen::V,dar bom resultado,dar bom resultado
1344,geraten::V,sair,sair
1345,geraten::V,sair,dar resultado
1346,geraten::V,dar resultado,sair
1347,geraten::V,dar resultado,dar resultado
1348,öffnen::V,abrir,abrir
1349,schließen::V,fechar,fechar
1350,stellen::V,pôr,pôr
1351,stellen::V,pôr,colocar
1352,stellen::V,colocar,pôr
1353,stellen::V,colocar,colocar
1354,setzen::V,pôr,pôr
1355,setzen::V,pôr,meter
1356,setzen::V,meter,pôr
1357,setzen::V,meter,meter
1358,legen::V,pôr,pôr
1359,legen::V,pôr,meter
1360,legen::V,meter,pôr
1361,legen::V,meter,meter
1362,berühren::V,tocar,tocar
1363,verbinden::V,unir,unir
1364,verbinden::V,unir,ligar
1365,verbinden::V,ligar,unir
1366,verbinden::V,ligar,ligar
1367,bedecken::V,cobrir,cobrir
1368,aufhängen::V,pendurar,pendurar
1369,anzünden::V,acender,acender
1370,aufheben::V,apanhar,apanhar
1371,aufheben::V,apanhar,levantar
1372,aufheben::V,levantar,apanhar
1373,aufheben::V,levantar,levantar
1374,zurücklassen::V,deixar,deixar
1375,verlieren::V,perder,perder
1376,fallen lassen::V,deixar cair,deixar cair
1377,machen::V,fazer,fazer
1378,herstellen::V,produzir,produzir
1379,bauen::V,edificar,edificar
1380,bauen::V,edificar,construir
1381,bauen::V,construir,edificar
1382,bauen::V,construir,construir
1383,reparieren::V,reparar,reparar
1384,reparieren::V,reparar,consertar
1385,reparieren::V,consertar,reparar
1386,reparieren::V,consertar,consertar
1387,verbessern::V,melhorar,melhorar
1388,ändern::V,mudar,mudar
1389,ändern::V,mudar,alterar
1390,ändern::V,alterar,mudar
1391,ändern::V,alterar,alterar
1392,graben::V,cavar,cavar
1393,beugen::V,curvar,curvar
1394,biegen::V,vergar,vergar
1395,drehen::V,girar,girar
1396,wenden::V,virar,virar
1397,wenden::V,virar,voltar
1398,wenden::V,voltar,virar
1399,wenden::V,voltar,voltar
1400,umdrehen::V,virar,virar
1401,umdrehen::V,virar,revolver
1402,umdrehen::V,revolver,virar
1403,umdrehen::V,revolver,revolver
1404,heben::V,levantar,levantar
1405,hochheben::V,erguer,erguer
1406,hochheben::V,erguer,levantar
1407,hochheben::V,levantar,erguer
1408,hochheben::V,levantar,levantar
1409,ergreifen::V,apanhar,apanhar
1410,halten::V,segurar,segurar
1411,drücken::V,apertar,apertar
1412,schieben::V,empurrar,empurrar
1413,kratzen::V,raspar,raspar
1414,lecken::V,lamber,lamber
1415,beißen::V,morder,morder
1416,abreißen::V,arrancar,arrancar
1417,abschneiden::V,talhar,talhar
1418,binden::V,ligar,ligar
1419,stecken::V,meter,meter
1420,stecken::V,meter,enfiar
1421,stecken::V,enfiar,meter
1422,stecken::V,enfiar,enfiar
1423,brechen::V,romper,romper
1424,brechen::V,romper,quebrar
1425,brechen::V,quebrar,romper
1426,brechen::V,quebrar,quebrar
1427,klopfen::V,bater,bater
1428,hauen::V,bater,bater
1429,kleben::V,colar,colar
1430,reiben::V,esfregar,esfregar
1431,streichen::V,barrar,barrar
1432,schleifen::V,afiar,afiar
1433,schneiden::V,cortar,cortar
1434,rütteln::V,sacudir,sacudir
1435,schütteln::V,abanar,abanar
1436,schütteln::V,abanar,sacudir
1437,schütteln::V,sacudir,abanar
1438,schütteln::V,sacudir,sacudir
1439,schwenken::V,agitar,agitar
1440,schütten::V,deitar,deitar
1441,füllen::V,encher,encher
1442,einwickeln::V,envolver,envolver
1443,einwickeln::V,envolver,embrulhar
1444,einwickeln::V,embrulhar,envolver
1445,einwickeln::V,embrulhar,embrulhar
1446,tragen::V,levar,levar
1447,tragen::V,levar,trazer
1448,tragen::V,trazer,levar
1449,tragen::V,trazer,trazer
1450,schleppen::V,arrastar,arrastar
1451,ziehen::V,puxar,puxar
1452,aufbewahren::V,guardar,guardar
1453,aufbewahren::V,guardar,conservar
1454,aufbewahren::V,conservar,guardar
1455,aufbewahren::V,conservar,conservar
1456,werfen::V,lançar,lançar
1457,fangen::V,apanhar,apanhar
1458,packen::V,agarrar,agarrar
1459,verstecken::V,esconder,esconder
1460,teilen::V,partir,partir
1461,teilen::V,partir,dividir
1462,teilen::V,dividir,partir
1463,teilen::V,dividir,dividir
1464,schicken::V,enviar,enviar
1465,bringen::V,trazer,trazer
1466,hinzufügen::V,acrescentar,acrescentar
1467,bekommen::V,obter,obter
1468,erhalten::V,receber,receber
1469,nehmen::V,tomar,tomar
1470,wählen::V,eleger,eleger
1471,wählen::V,eleger,escolher
1472,wählen::V,escolher,eleger
1473,wählen::V,escolher,escolher
1474,auswählen::V,escolher,escolher
1475,auswählen::V,escolher,seleccionar
1476,auswählen::V,seleccionar,escolher
1477,auswählen::V,seleccionar,seleccionar
1478,bewahren::V,guardar,guardar
1479,bewahren::V,guardar,conservar
1480,bewahren::V,conservar,guardar
1481,bewahren::V,conservar,conservar
1482,behindern::V,impedir,impedir
1483,verderben::V,estragar,estragar
1484,verderben::V,estragar,corromper
1485,verderben::V,corromper,estragar
1486,verderben::V,corromper,corromper
1487,beschädigen::V,danificar,danificar
1488,zerbrechen::V,romper,romper
1489,zerbrechen::V,romper,quebrar
1490,zerbrechen::V,quebrar,romper
1491,zerbrechen::V,quebrar,quebrar
1492,zerreißen::V,rasgar,rasgar
1493,zerstören::V,destruir,destruir
1494,verbrennen::V,queimar,queimar
1495,geben::V,dar,dar
1496,reichen::V,passar,passar
1497,schenken::V,oferecer,oferecer
1498,versprechen::V,prometer,prometer
1499,wünschen::V,desejar,desejar
1500,loben::V,louvar,louvar
1501,küssen::V,beijar,beijar
1502,wiegen::V,embalar,embalar
1503,zudecken::V,tapar,tapar
1504,zudecken::V,tapar,cobrir
1505,zudecken::V,cobrir,tapar
1506,zudecken::V,cobrir,cobrir
1507,wecken::V,acordar,acordar
1508,wecken::V,acordar,despertar
1509,wecken::V,despertar,acordar
1510,wecken::V,despertar,despertar
1511,zeigen::V,mostrar,mostrar
1512,führen::V,guiar,guiar
1513,führen::V,guiar,conduzir
1514,führen::V,conduzir,guiar
1515,führen::V,conduzir,conduzir
1516,lehren::V,ensinar,ensinar
1517,unterrichten::V,instruir,instruir
1518,aufziehen::V,criar,criar
1519,leiten::V,dirigir,dirigir
1520,leiten::V,dirigir,conduzir
1521,leiten::V,conduzir,dirigir
1522,leiten::V,conduzir,conduzir
1523,antreiben::V,impelir,impelir
1524,lassen::V,fazer,fazer
1525,einladen::V,convidar,convidar
1526,vereinigen::V,unir,unir
1527,vereinigen::V,unir,reunir
1528,vereinigen::V,reunir,unir
1529,vereinigen::V,reunir,reunir
1530,besuchen::V,ir ver,ir ver
1531,besuchen::V,ir ver,visitar
1532,besuchen::V,visitar,ir ver
1533,besuchen::V,visitar,visitar
1534,treffen::V,encontrar,encontrar
1535,sich versammeln::V,reunir-se,reunir-se
1536,spielen::V,jogar,jogar
1537,spielen::V,jogar,brincar
1538,spielen::V,brincar,jogar
1539,spielen::V,brincar,brincar
1540,singen::V,cantar,cantar
1541,tanzen::V,bailar,bailar
1542,sich trennen::V,apartar-se,apartar-se
1543,verlassen::V,deixar,deixar
1544,verlassen::V,deixar,abandonar
1545,verlassen::V,abandonar,deixar
1546,verlassen::V,abandonar,abandonar
1547,retten::V,salvar,salvar
1548,bewachen::V,vigiar,vigiar
1549,bewachen::V,vigiar,guardar
1550,bewachen::V,guardar,vigiar
1551,bewachen::V,guardar,guardar
1552,schützen::V,proteger,proteger
1553,verteidigen::V,defender,defender
1554,sich schlagen::V,brigar,brigar
1555,sich schlagen::V,brigar,bater-se
1556,sich schlagen::V,bater-se,brigar
1557,sich schlagen::V,bater-se,bater-se
1558,schießen::V,disparar,disparar
1559,siegen::V,vencer,vencer
1560,ärgern::V,irritar,irritar
1561,ärgern::V,irritar,aborrecer
1562,ärgern::V,aborrecer,irritar
1563,ärgern::V,aborrecer,aborrecer
1564,schlagen::V,bater,bater
1565,treten::V,pisar,pisar
1566,stechen::V,picar,picar
1567,stoßen::V,empurrar,empurrar
1568,stehlen::V,furtar,furtar
1569,stören::V,perturbar,perturbar
1570,belästigen::V,incomodar,incomodar
1571,belästigen::V,incomodar,importunar
1572,belästigen::V,importunar,incomodar
1573,belästigen::V,importunar,importunar
1574,verbergen::V,ocultar,ocultar
1575,verbergen::V,ocultar,esconder
1576,verbergen::V,esconder,ocultar
1577,verbergen::V,esconder,esconder
1578,täuschen::V,iludir,iludir
1579,täuschen::V,iludir,enganar
1580,täuschen::V,enganar,iludir
1581,täuschen::V,enganar,enganar
1582,betrügen::V,burlar,burlar
1583,betrügen::V,burlar,enganar
1584,betrügen::V,enganar,burlar
1585,betrügen::V,enganar,enganar
1586,töten::V,matar,matar
1587,wohnen::V,morar,morar
1588,arbeiten::V,trabalhar,trabalhar
1589,sammeln::V,recolher,recolher
1590,sammeln::V,recolher,coleccionar
1591,sammeln::V,coleccionar,recolher
1592,sammeln::V,coleccionar,coleccionar
1593,pflücken::V,colher,colher
1594,jagen::V,caçar,caçar
1595,fischen::V,pescar,pescar
1596,fassen::V,apanhar,apanhar
1597,hüten::V,guardar,guardar
1598,treiben::V,conduzir,conduzir
1599,anbinden::V,atar,atar
1600,füttern::V,dar de comer a,dar de comer a
1601,melken::V,ordenhar,ordenhar
1602,hacken::V,rachar,rachar
1603,gießen::V,regar,regar
1604,reifen::V,amadurecer,amadurecer
1605,zubereiten::V,preparar,preparar
1606,kochen::V,cozer,cozer
1607,backen::V,cozer,cozer
1608,braten::V,assar,assar
1609,braten::V,assar,fritar
1610,braten::V,fritar,assar
1611,braten::V,fritar,fritar
1612,umrühren::V,remexer,remexer
1613,stricken::V,tricotar,tricotar
1614,stricken::V,tricotar,fazer malha
1615,stricken::V,fazer malha,tricotar
1616,stricken::V,fazer malha,fazer malha
1617,nähen::V,coser,coser
1618,nähen::V,coser,costurar
1619,nähen::V,costurar,coser
1620,nähen::V,costurar,costurar
1621,färben::V,tingir,tingir
1622,färben::V,tingir,colorir
1623,färben::V,colorir,tingir
1624,färben::V,colorir,colorir
1625,reinigen::V,limpar,limpar
1626,reinigen::V,limpar,purificar
1627,reinigen::V,purificar,limpar
1628,reinigen::V,purificar,purificar
1629,waschen::V,lavar,lavar
1630,abwischen::V,limpar,limpar
1631,abwischen::V,limpar,esfregar
1632,abwischen::V,esfregar,limpar
1633,abwischen::V,esfregar,esfregar
1634,spülen::V,lavar,lavar
1635,spülen::V,lavar,enxaguar
1636,spülen::V,enxaguar,lavar
1637,spülen::V,enxaguar,enxaguar
1638,fegen::V,varrer,varrer
1639,kehren::V,varrer,varrer
1640,baden::V,banhar,banhar
1641,baden::V,banhar,tomar banho
1642,baden::V,tomar banho,banhar
1643,baden::V,tomar banho,tomar banho
