,Concept_ID,kv,lt
776,hinauf::ADV,вывлань,aukštyn
777,hinauf::ADV,вывлань,į viršų
778,hinauf::ADV,вывланьӧ,aukštyn
779,hinauf::ADV,вывланьӧ,į viršų
780,überall::ADV,быдлан,visur
781,nicht::ADV,ог,ne
782,ein wenig::ADV,-ышт,truputį
783,ein wenig::ADV,невна,truputį
784,kaum::ADV,ӧдва,vos
785,sehr::ADV,вывтi,labai
786,sehr::ADV,вывтi,baisiai
787,so::ADV,сiдз,taip
788,noch::ADV,эшӧ,dar
789,nur::ADV,только,tik
790,nur::ADV,только,vien
791,schon::ADV,ни,jau
792,wieder::ADV,бӧра,vėl
793,wieder::ADV,бӧра,iš naujo
794,vergebens::ADV,весись,veltui
795,vergebens::ADV,весись,bergždžiai
796,vor::PRP,одзас,prieš
797,hinter::PRP,бӧрӧ,už
798,unter::PRP,увтын,po
799,durch::PRP,пыр,pro
800,durch::PRP,пыр,per
801,neben::PRP,бокам,prie
802,neben::PRP,бокам,šalia
803,neben::PRP,боксиным,prie
804,neben::PRP,боксиным,šalia
805,zwischen::PRP,коласас,tarp
806,wegen::PRP,понда,dėl
807,wegen::PRP,понда,dėlei
808,dies::PRN,эта,šis
809,dies::PRN,эта,šitas
810,das::PRN,сiя,tat
811,alles::PRN,быдӧс,visas
812,ich::PRN,ме,aš
813,du::PRN,тэ,tu
814,er::PRN,сiя,jis
815,wir::PRN,мийӧ,mes
816,ihr::PRN,ті,jūs
817,sie::PRN,нія,ji
818,sie::PRN,нія,jos
819,was::FPRN,мый,kas
820,wer::FPRN,кин,kas
821,wo::FADV,кытӧн,kur
822,wohin::FADV,кытчӧ,kur
823,wohin::FADV,кытчӧ,kur link
824,wie::FADV,дзик,kaip
825,warum::FADV,мыля,kod̃ėl
826,warum::FADV,мыля,dėl ko
827,warum::FADV,мыйсянь,kod̃ėl
828,warum::FADV,мыйсянь,dėl ko
829,wieviel::FNUM,мымда,kiek
830,eins::NUM,ӧт,vienas
831,zwei::NUM,кык,du
832,drei::NUM,куим,trys
833,vier::NUM,нёль,keturi
834,fünf::NUM,вит,penki
835,sechs::NUM,квать,šeši
836,sieben::NUM,сизим,septyni
837,acht::NUM,кыкьямыс,aštuoni
838,neun::NUM,ӧкмыс,devyni
839,zehn::NUM,дас,dešimt
840,elf::NUM,дасотік,vienuolika
841,zwölf::NUM,даскык,dvylika
842,zwanzig::NUM,кыкдас,dvidešimt
843,dreißig::NUM,куимдас,trisdešimt
844,vierzig::NUM,нёльдас,keturiasdešimt
845,fünfzig::NUM,витдас,penkiasdešimt
846,sechzig::NUM,кватьдас,šešiasdešimt
847,siebzig::NUM,сизимдас,septyniasdešimt
848,achtzig::NUM,кыкьямысдас,aštuoniasdešimt
849,neunzig::NUM,ӧкмысдас,devyniasdešimt
850,hundert::NUM,сто,šimtas
851,tausend::NUM,тысяча,tūkstantis
852,und::CNJ,и,ĩr
853,und::CNJ,да,ĩr
854,oder::CNJ,или,ar
855,oder::CNJ,или,arba
856,stehen::V,сулавны,stovėti
857,sitzen::V,пукавны,sėdėti
858,liegen::V,куйлыны,gulėti
859,hängen::V,ӧшавны,kyboti
860,hängen::V,ӧшавны,kabėti
861,werden::V,лоны,taptis
862,werden::V,лоны,darytis
863,passieren::V,аркмыны,atsitikti
864,passieren::V,аркмыны,pasitaikyti
865,beginnen::V,петны,prasid́ėti
866,enden::V,-сь,baigtis
867,enden::V,бырны,baigtis
868,wechseln::V,вежсьыны,keistis
869,wechseln::V,вежсьыны,pasikeisti
870,aufgehen[Sonne]::V,петавны,tekėti
871,aufgehen[Sonne]::V,петавны,patekėti
872,untergehen[Sonne]::V,пуксьыны,leistis
873,untergehen[Sonne]::V,пуксьыны,nusileisti
874,scheinen[Sonne]::V,югьявны,šviesti
875,donnern::V,гымавны,griausti
876,donnern::V,гымавны,griaudėti
877,wehen::V,пӧлявны,pūsti
878,strömen::V,киссьыны,lietis
879,strömen::V,киссьыны,plūsti
880,fließen::V,визывтны,tekėti
881,sich drehen::V,бергавны,suktis
882,sich drehen::V,бергавны,pasisukti
883,schwanken::V,кӧвьясьны,svyruoti
884,schwingen::V,дюттясьны,suptis
885,fallen::V,усьны,pulti
886,fallen::V,усьны,kristi
887,brennen::V,сотчыны,degti
888,rauchen::V,тшынасьны,rūkyti
889,regnen::V,зэрны,lyti
890,gefrieren::V,гегдыны,užšalti
891,tauen::V,сывны,tirpti
892,schmelzen::V,сывны,lydytis
893,trocknen::V,косьмыны,džiūti
894,sieden::V,пизьны,virti
895,faulen::V,нёльзьыны,pūti
896,verfaulen::V,тӧрмыны,švinkti
897,verfaulen::V,сiсьмыны,švinkti
898,reißen::V,косясьны,plyšti
899,reißen::V,косясьны,trūkti
900,versinken::V,вӧйны,skę̃sti
901,versinken::V,вӧйны,grimzti
902,vergehen::V,мунны,praeiti
903,erscheinen::V,мыччисьны,pasirodyti
904,verschwinden::V,ӧшны,dingti
905,verschwinden::V,ӧшны,išnykti
906,verschwinden::V,ӧшны,pranykti
907,sinken::V,ямны,kristi
908,abnehmen::V,ямны,mažėti
909,abnehmen::V,ямны,silpnėti
910,zunehmen::V,паськавны,didėti
911,zunehmen::V,паськавны,padaugėti
912,steigen::V,лэбтiсьны,kilti
913,wachsen::V,быдмыны,augti
914,glänzen::V,свиттявны,blizgėti
915,funkeln::V,югйовтлыны,žibėti
916,funkeln::V,югйӧв-керны,žibėti
917,lärmen::V,чавзыны,triukšmauti
918,läuten::V,диньгыны,skambinti
919,klingeln::V,силькӧтны,skambinti
920,klirren::V,жольӧтны,žvangėti
921,brausen::V,гуасьны,šniokšti
922,rauschen::V,кышӧтны,ošti
923,rauschen::V,кышӧтны,šlamėti
924,klingen::V,горавны,skardėti
925,bellen::V,увтны,loti
926,bellen::V,вувтны,loti
927,heulen::V,уннявны,kaukti
928,heulen::V,уннявны,staugti
929,blasen::V,пӧлявны,pūsti
930,pfeifen::V,пиксыны,švilpti
931,pfeifen::V,пиксыны,švilpauti
932,schreien::V,айзыны,šaukti
933,stöhnen::V,ойзыны,dejuoti
934,stöhnen::V,ойзыны,aimanuoti
935,stöhnen::V,ружтыны,dejuoti
936,stöhnen::V,ружтыны,aimanuoti
937,zittern::V,легьявны,virpėti
938,leben::V,овны,gyventi
939,geboren werden::V,шогмыны,gimti
940,atmen::V,лолавны,alsuoti
941,atmen::V,лолавны,kvėpuoti
942,trinken::V,юны,gerti
943,essen::V,сёйны,valgyti
944,schlucken::V,ньылавны,praryti
945,müde werden::V,мыдзны,nuvargti
946,müde werden::V,мыдзны,privargti
947,einschlafen::V,ланьтны,užmigti
948,schlafen::V,узьны,miegoti
949,aufwachen::V,саймыны,pabusti
950,aufwachen::V,пальмыны,pabusti
951,aufstehen::V,сувтны,keltis
952,aufstehen::V,сувтны,atsikelti
953,sich erholen::V,шоччисьлыны,pailsėti
954,sich erholen::V,шоччисьлыны,poilsiauti
955,krank werden::V,моржитны,susirgti
956,krank sein::V,шогавны,sirgti
957,krank sein::V,визьӧтны,sirgti
958,schmerzen::V,висьны,sopėti
959,schmerzen::V,висьны,skaudėti
960,husten::V,кашляйтны,kosėti
961,genesen::V,бурдны,sveikti
962,genesen::V,бурдны,taisytis
963,sterben::V,кувны,mirti
964,sterben::V,кувны,numirti
965,umkommen::V,вийсьыны,žūti
966,sich bewegen::V,локны,judėti
967,sich bewegen::V,локны,pasijudinti
968,sich bewegen::V,ветлӧтны,judėti
969,sich bewegen::V,ветлӧтны,pasijudinti
970,sich rühren::V,вӧрзьӧтчыны,krutėti
971,sich erheben::V,сувтны,pakilti
972,sich erheben::V,сувтны,atsikelti
973,sich setzen::V,пуксьыны,sėstis
974,sich setzen::V,пуксьыны,atsisėsti
975,hinfallen::V,пӧрласьны,parkristi
976,hinfallen::V,пӧрласьны,pargriūti
977,laufen::V,мунны,eiti
978,schreiten::V,тальччавны,žengti
979,schreiten::V,тальччавны,žingsniuoti
980,spazierengehen::V,котрасьны,pasivaikščioti
981,eilen::V,тэрмасьны,skubėti
982,sich beeilen::V,тэрмасьны,paskub́ėti
983,sich beeilen::V,тэрмасьны,pasiskubinti
984,sausen::V,вирдавны-котӧртны,dumti
985,sausen::V,вирдавны-котӧртны,lėkti
986,springen::V,чеччавны,šokti
987,klettern::V,кышасьны,kopti
988,schaukeln::V,чурликасьны,supti
989,schaukeln::V,чурликасьны,linguoti
990,kriechen::V,кыскасьны-мунны,ropoti
991,kriechen::V,кыскасьны-мунны,šliaužti
992,schwimmen::V,вартчыны,plaukti
993,tauchen::V,сунгисьны ваӧ,nerti
994,rudern::V,сынны,irtis
995,rudern::V,сынны,irkluoti
996,fahren::V,мунны,važiuoti
997,fahren::V,мунны,važinėti
998,fliegen::V,лэбавны,lėkti
999,fliegen::V,лэбавны,skristi
1000,gehen::V,мунны,eiti
1001,weggehen::V,мунны,išeiti
1002,abfahren::V,иньдӧтчыны,išvykti
1003,abfahren::V,иньдӧтчыны,išvažiuoti
1004,abfahren::V,мунны,išvykti
1005,abfahren::V,мунны,išvažiuoti
1006,anhalten::V,сувтны,sustoti
1007,hineingehen::V,пырны,įeiti
1008,eintreten::V,пырны,įžengti
1009,kommen::V,локны,ateiti
1010,ankommen::V,локны,ateiti
1011,zurückkommen::V,бертны,grį̃žti
1012,zurückkommen::V,бертны,sugrį̃žti
1013,zurückkommen::V,панӧвтсьыны,grį̃žti
1014,zurückkommen::V,панӧвтсьыны,sugrį̃žti
1015,bleiben::V,кольччыны,likti
1016,bleiben::V,кольччыны,pasilikti
1017,warten::V,видзчисьны,laukti
1018,erwarten::V,видзчисьны,laukti
1019,suchen::V,кошшыны,ieškoti
1020,finden::V,адззыны,rasti
1021,finden::V,адззыны,surasti
1022,versuchen::V,пондыны,mėginti
1023,versuchen::V,пондӧтны,mėginti
1024,vorbereiten::V,лӧсьӧтны,rengti
1025,lieben::V,милуйтны,myĺėti
1026,mögen::V,радейтны,ḿėgti
1027,mögen::V,радейтны,patikti
1028,lachen::V,серавны,juoktis
1029,rühren::V,сьӧлӧм вӧрзьӧтны,jaudinti
1030,rühren::V,сьӧлӧм вӧрзьӧтны,graudinti
1031,weinen::V,горзыны,verkti
1032,schimpfen::V,видчыны,bartis
1033,sich ärgern::V,лёкавны,pykti
1034,sich ärgern::V,лёкавны,apmaudauti
1035,sich fürchten::V,повны,bijoti
1036,sich fürchten::V,повны,baimintis
1037,fürchten::V,повны,bijoti
1038,fürchten::V,повны,baimintis
1039,fliehen::V,пышшыны,bėgti
1040,fliehen::V,пышшыны,sprukti
1041,flüchten::V,пышшыны,pabėgti
1042,sehen::V,адззыны,žiūŕėti
1043,anschauen::V,видзӧтны,žiūŕėti
1044,ansehen::V,видзӧтны,žiūrėti į
1045,ansehen::V,видзӧтны,pažiūrėti į
1046,hören::V,кывны,girdėti
1047,zuhören::V,кывзыны,klausytis
1048,probieren::V,пешлыны,ragauti
1049,probieren::V,пешлыны,paragauti
1050,riechen::V,дукавны,uosti
1051,riechen::V,дукавны,užuosti
1052,fühlen::V,кывны,justi
1053,fühlen::V,кывны,jausti
1054,fühlen::V,кывны,pajusti
1055,scheinen::V,декуйтчыны,rodytis
1056,scheinen::V,декуйтчыны,atrodyti
1057,zu sehen sein::V,тыдавны,pasirodyti
1058,vernehmen::V,тӧдмавны,išgirsti
1059,frieren::V,гегдыны,šalti
1060,tun::V,керны,daryti
1061,können::V,вермыны,galėti
1062,können::V,вермыны,pajėgti
1063,wollen::V,мӧдны,norėti
1064,anfangen::V,петны,pradėti
1065,anfangen::V,петны,prasid́ėti
1066,beenden::V,ештӧтны,baigti
1067,beenden::V,ештӧтны,užbaigti
1068,beenden::V,керыштны,baigti
1069,beenden::V,керыштны,užbaigti
1070,aufhören::V,дугдыны,liautis
1071,gelingen::V,шогмыны,pavykti
1072,gelingen::V,шогмыны,pasisekti
1073,geraten::V,мыччисьны,nusisekti
1074,öffnen::V,осьтны,atverti
1075,öffnen::V,осьтны,atidaryti
1076,schließen::V,пӧднавны,uždaryti
1077,stellen::V,сувтӧтны,statyti
1078,stellen::V,сувтӧтны,pastatyti
1079,setzen::V,пуксьӧтны,sodinti
1080,setzen::V,пуксьӧтны,pasodinti
1081,legen::V,пуктыны,dėti
1082,legen::V,пуктыны,pad́ėti
1083,berühren::V,вӧрзьӧтны,liesti
1084,berühren::V,вӧрзьӧтны,paliesti
1085,verbinden::V,йитны,jungti
1086,verbinden::V,йитны,surišti
1087,bedecken::V,вевттьыны,uždengti
1088,aufhängen::V,ӧшӧтны,pakarti
1089,aufhängen::V,ӧшӧтны,pakabinti
1090,anzünden::V,ӧзтыны,padegti
1091,aufheben::V,лэбтыны,pakelti
1092,zurücklassen::V,кольны,palikti
1093,verlieren::V,ӧштыны,pamesti
1094,fallen lassen::V,уськӧтны,atsisakyti
1095,machen::V,керны,dirbti
1096,herstellen::V,вӧчны,gaminti
1097,bauen::V,строитны,statyti
1098,bauen::V,строитны,pastatyti
1099,reparieren::V,вочны,taisyti
1100,reparieren::V,вочны,remontuoti
1101,verbessern::V,бурсьӧтны,gerinti
1102,verbessern::V,бурсьӧтны,ištaisyti
1103,ändern::V,вежны,keisti
1104,ändern::V,вежны,pakeisti
1105,graben::V,гарйыны,kasti
1106,beugen::V,кусіньтны,lenkti
1107,beugen::V,кусіньтны,palenkti
1108,biegen::V,чукыльтыштны,lenkti
1109,biegen::V,чукыльтыштны,palenkti
1110,drehen::V,бергӧтны,sukti
1111,wenden::V,бергӧтны,kreipti
1112,wenden::V,бергӧтны,pakreipti
1113,umdrehen::V,бергӧтны,sukti
1114,umdrehen::V,бергӧтны,apversti
1115,heben::V,лэбтыны,kelti
1116,heben::V,лэбтыны,pakelti
1117,hochheben::V,лэбтыны,pakelti
1118,ergreifen::V,кватитны,čiupti
1119,ergreifen::V,кватитны,griebti
1120,halten::V,видзны,laikyti
1121,halten::V,видзны,palaikyti
1122,drücken::V,личкыны,spausti
1123,schieben::V,тойлавны,stumti
1124,kratzen::V,шаркӧтны,kasyti
1125,kratzen::V,шаркӧтны,grandyti
1126,lecken::V,нювны,laižyti
1127,beißen::V,йирны,kandžioti
1128,abreißen::V,орӧтны,nuplėšti
1129,abschneiden::V,шӧрыштны,atpjauti
1130,abschneiden::V,шӧрыштны,atkirpti
1131,abschneiden::V,вундыштны,atpjauti
1132,abschneiden::V,вундыштны,atkirpti
1133,binden::V,гӧрдззыны,rišti
1134,binden::V,гӧрдззыны,surišti
1135,stecken::V,мӧртны,kišti
1136,stecken::V,мӧртны,įkišti
1137,brechen::V,жугдыны,lūžti
1138,brechen::V,жугдыны,laužyti
1139,klopfen::V,зукӧтны,belsti
1140,klopfen::V,зукӧтны,barbenti
1141,hauen::V,желльыны,mušti
1142,kleben::V,лякӧтны,lipdyti
1143,kleben::V,лякӧтны,klijuoti
1144,reiben::V,зыртны,trinti
1145,reiben::V,зыртны,tarkuoti
1146,streichen::V,мавтны,tepti
1147,streichen::V,мавтны,užtepti
1148,schleifen::V,кыскыны,galą́sti
1149,schneiden::V,вундавны,pjauti
1150,schneiden::V,вундавны,kirpti
1151,rütteln::V,шатлавны,purtyti
1152,schütteln::V,зыбӧтны,purtyti
1153,schwenken::V,ӧвтны,mojuoti
1154,schwenken::V,макайтны,mojuoti
1155,schütten::V,кисьтны,pilti
1156,schütten::V,кисьтны,berti
1157,füllen::V,тыртны,pildyti
1158,füllen::V,тыртны,pripildyti
1159,füllen::V,тырсьӧтны,pildyti
1160,füllen::V,тырсьӧтны,pripildyti
1161,einwickeln::V,тубны,įvynioti
1162,einwickeln::V,тубны,suvynioti
1163,tragen::V,новйӧтны,nešti
1164,tragen::V,новйӧтны,nešioti
1165,schleppen::V,кыскыны,vilkti
1166,ziehen::V,кыскыны,tempti
1167,aufbewahren::V,видзны,laikyti
1168,werfen::V,шентывлыны,mesti
1169,werfen::V,шентывлыны,sviesti
1170,fangen::V,кутны,sugauti
1171,packen::V,кутасьны,čiupti
1172,packen::V,кутасьны,griebti
1173,packen::V,кватитны,čiupti
1174,packen::V,кватитны,griebti
1175,verstecken::V,дзебны,slėpti
1176,verstecken::V,дзебны,slapstyti
1177,teilen::V,торйӧтны,dalyti
1178,teilen::V,торйӧтны,padalyti
1179,schicken::V,иньдыны,sių̃sti
1180,schicken::V,иньдыны,pasių̃sti
1181,bringen::V,вайны,atnešti
1182,hinzufügen::V,содтыны,pridėti
1183,bekommen::V,получитны,gauti
1184,erhalten::V,получитны,gauti
1185,nehmen::V,босьтны,paimti
1186,wählen::V,бӧрйыны,rinkti
1187,wählen::V,бӧрйыны,išsirinkti
1188,auswählen::V,бӧрйыны,išrinkti
1189,bewahren::V,видзны,išsaugoti
1190,behindern::V,падтыны,trukdyti
1191,verderben::V,изводавны,sugadinti
1192,beschädigen::V,паздыны,žaloti
1193,beschädigen::V,паздыны,gadinti
1194,zerbrechen::V,паздыны,sukulti
1195,zerbrechen::V,паздыны,sudaužyti
1196,zerreißen::V,косявны,perplėšti
1197,zerreißen::V,косявны,suplėšyti
1198,zerstören::V,паздыны,suardyti
1199,zerstören::V,паздыны,sugriauti
1200,verbrennen::V,сотны,deginti
1201,verbrennen::V,сотны,sudeginti
1202,geben::V,сетны,duoti
1203,geben::V,сетны,paduoti
1204,reichen::V,сетны,paduoti
1205,schenken::V,козьнавны,dovanoti
1206,versprechen::V,кӧсйыны,žadėti
1207,versprechen::V,кӧсйыны,pažadėti
1208,wünschen::V,бурсьыны,norėti
1209,wünschen::V,бурсьыны,linḱėti
1210,loben::V,ошкыны,girti
1211,loben::V,ошкыны,pagirti
1212,küssen::V,окавны,bučiuoti
1213,wiegen::V,тюттьӧтны,supti
1214,zudecken::V,вевттьыны,užkloti
1215,zudecken::V,вевттьыны,uždengti
1216,wecken::V,саймӧтны,žadinti
1217,zeigen::V,мыччавны,rodyti
1218,führen::V,нуӧтны,vesti
1219,führen::V,нуӧтны,vadovauti
1220,lehren::V,велӧтны,mokyti
1221,lehren::V,велӧтны,išmokyti
1222,unterrichten::V,велӧтны,dėstyti
1223,aufziehen::V,быдтыны,išauginti
1224,leiten::V,юравны,valdyti
1225,leiten::V,юравны,vadovauti
1226,leiten::V,веськӧтлыны,valdyti
1227,leiten::V,веськӧтлыны,vadovauti
1228,antreiben::V,тэрмӧтны,uiti
1229,antreiben::V,тэрмӧтны,raginti
1230,antreiben::V,тэрмӧтны,skubinti
1231,lassen::V,-ӧтыны,paliepti
1232,einladen::V,корны,kviesti
1233,einladen::V,корны,pakviesti
1234,vereinigen::V,ӧтувтны,sujungti
1235,vereinigen::V,ӧтувтны,suvienyti
1236,vereinigen::V,ӧтлаавны,sujungti
1237,vereinigen::V,ӧтлаавны,suvienyti
1238,besuchen::V,пыравлыны,lankyti
1239,besuchen::V,пыравлыны,aplankyti
1240,treffen::V,пантавны,sutikti
1241,treffen::V,пантавны,pasitikti
1242,sich versammeln::V,ӧксьыны,susirinkti
1243,spielen::V,орсны,groti
1244,spielen::V,орсны,žaisti
1245,singen::V,сьывны,dainuoti
1246,tanzen::V,йӧктыны,šokti
1247,sich trennen::V,торьясьны,skirtis
1248,sich trennen::V,торьясьны,išsiskirti
1249,verlassen::V,кольны,palikti
1250,retten::V,мынтны,gelbėti
1251,bewachen::V,смекайтны,sergėti
1252,schützen::V,дорйыны,ginti
1253,schützen::V,дорйыны,apginti
1254,verteidigen::V,дорйыны,ginti
1255,verteidigen::V,дорйыны,apginti
1256,sich schlagen::V,тышкасьны,muštis
1257,schießen::V,лыйны,šauti
1258,schießen::V,лыйны,šaudyti
1259,siegen::V,вермыны,nugalėti
1260,ärgern::V,лӧгӧтны,pykinti
1261,schlagen::V,базнитны,mušti
1262,schlagen::V,базнитны,smogti
1263,schlagen::V,базнитны,trenkti
1264,treten::V,чужьявны,mygti
1265,stechen::V,бытшкыны,gelti
1266,stechen::V,бытшкыны,smeigti
1267,stoßen::V,тапкыны,stumti
1268,stoßen::V,тапкыны,pastumti
1269,stoßen::V,тойыштны,stumti
1270,stoßen::V,тойыштны,pastumti
1271,stehlen::V,гусявны,vogti
1272,stören::V,костіавны,trikdyti
1273,belästigen::V,назыляйтны,apsunkinti
1274,verbergen::V,дзебны,slėpti
1275,verbergen::V,дзебны,paslėpti
1276,täuschen::V,бӧбӧтны,klaidinti
1277,täuschen::V,пӧрьявны,klaidinti
1278,betrügen::V,муклачитны,apgauti
1279,töten::V,вийны,žudyti
1280,töten::V,вийны,nužudyti
1281,wohnen::V,овны,gyventi
1282,arbeiten::V,уджавны,dirbti
1283,arbeiten::V,уджавны,triūsti
1284,sammeln::V,ӧктыны,rinkti
1285,pflücken::V,судзлавны,skinti
1286,pflücken::V,судзлавны,raškyti
1287,jagen::V,вӧравны,medžioti
1288,fischen::V,чериавны,žvejoti
1289,fassen::V,кутны,sučiupti
1290,hüten::V,вердны,ganyti
1291,hüten::V,йирсьӧтны,ganyti
1292,treiben::V,вашӧтны,ginti
1293,anbinden::V,кӧртавны,pririšti
1294,füttern::V,вердны,šerti
1295,melken::V,высьтыны,melžti
1296,melken::V,чилькӧтны,melžti
1297,hacken::V,керавны,kapoti
1298,gießen::V,киськавны,lieti
1299,gießen::V,киськавны,laistyti
1300,reifen::V,кисьмыны,nokti
1301,reifen::V,кисьмыны,sirpti
1302,zubereiten::V,лӧсьӧтны,ruošti
1303,zubereiten::V,лӧсьӧтны,gaminti
1304,kochen::V,пуны,virti
1305,kochen::V,пуны,virinti
1306,backen::V,пӧжавны,kepti
1307,braten::V,жаритны,kepti
1308,braten::V,жаритны,kepinti
1309,umrühren::V,соравны,maišyti
1310,umrühren::V,соравны,pamaišyti
1311,stricken::V,домавны,megzti
1312,nähen::V,вурны,siūti
1313,färben::V,краситны,dažyti
1314,färben::V,краситны,nudažyti
1315,reinigen::V,весӧтны,valyti
1316,reinigen::V,весӧтны,švarinti
1317,waschen::V,пеславны,plauti
1318,waschen::V,пеславны,mazgoti
1319,waschen::V,пеславны,skalbti
1320,abwischen::V,чышкыны,nušluostyti
1321,spülen::V,гывьявны,plauti
1322,spülen::V,гывьявны,skalauti
1323,fegen::V,чышкыны,šluoti
1324,kehren::V,чышкыны,šluoti
1325,baden::V,купайтчыны ,maudytis
1326,sich waschen::V,миссьыны,praustis
1327,ausziehen::V,гыжтӧтны,numauti
1328,ausziehen::V,гыжтӧтны,nuvilkti
1329,ausziehen::V,пӧрччавны,numauti
1330,ausziehen::V,пӧрччавны,nuvilkti
1331,anziehen::V,пасьтавны,mauti
1332,anziehen::V,пасьтавны,apsivilkti
1333,sich anziehen::V,пасьтасьны,rengtis
1334,sich anziehen::V,пасьтасьны,apsirengti
1335,kämmen::V,сынавны,šukuoti
1336,schmücken::V,баситны,puošti
1337,schmücken::V,баситны,dabinti
1338,schmücken::V,баситны,gražinti
1339,sagen::V,висьтавны,tarti
1340,sprechen::V,шуны,kalbėti
1341,reden::V,баитны,šnekėti
1342,sich unterhalten::V,сёрнитны,kalbėtis
1343,sich unterhalten::V,сёрнитны,šnekučiuotis
1344,fragen::V,юавны,klausti
1345,bitten::V,корны,prašyti
1346,erzählen::V,висьтавны,pasakoti
1347,mitteilen::V,висьтавны,skelbti
1348,mitteilen::V,висьтавны,pranešti
1349,nennen::V,нимтны,vadinti
1350,nennen::V,нимтны,vardyti
1351,rufen::V,китсавны,šaukti
1352,rufen::V,китсавны,kviesti
1353,rufen::V,корны,šaukti
1354,rufen::V,корны,kviesti
1355,rufen::V,чукӧстны,šaukti
1356,rufen::V,чукӧстны,kviesti
1357,prahlen::V,ошшасьны,girtis
1358,übersetzen::V,вуджӧтны,versti
1359,übersetzen::V,вуджӧтны,išversti
1360,denken::V,чайтны,galvoti
1361,glauben::V,веритны,manyti
1362,glauben::V,веритны,tikėti
1363,bemerken::V,казявны,pamatyti
1364,bemerken::V,казявны,pastebėti
1365,erkennen::V,тӧдсавны,pažinti
1366,erkennen::V,тӧдсавны,atpažinti
1367,begreifen::V,вежӧртны,suvokti
1368,verstehen::V,кывны,suprasti
1369,lernen::V,велӧтчыны,mokytis
1370,wissen::V,тӧдны,žinoti
1371,sich erinnern an::V,касьтывны,prisiminti
1372,vergessen::V,вунӧтны,užmiršti
1373,messen::V,меряйтны,matuoti
1374,zählen::V,лыддьыны,skaičiuoti
1375,rechnen::V,лыддьыны,skaičiuoti
1376,lesen::V,лыддьӧтны,skaityti
1377,zeichnen::V,гижмавны,piešti
1378,zeichnen::V,гижмавны,žymėti
1379,zeichnen::V,гижмавны,braižyti
1380,schreiben::V,гижны,rašyti
1381,besitzen::V,лоны,turėti
1382,kaufen::V,небны,pirkti
1383,verkaufen::V,вузавны,parduoti
1384,bezahlen::V,вештыны,apmokėti
1385,zahlen::V,вештыны,mokėti
1386,ertragen::V,терпитны,kę̃sti
1387,ertragen::V,терпитны,pakelti
1388,ertragen::V,терпитны,iškę̃sti
1389,Insel::N,,sala
1390,Menge::N,,kiekis
1391,Menge::N,,daugybė
1392,Gewalt::N,,jėga
1393,Gewalt::N,,smurtas
1394,Gewalt::N,,prievarta
1395,Alter::N,,amžius
1396,richtig::A,,tikras
1397,richtig::A,,teisingas
1398,wahr::A,,tikras
1399,berühmt::A,,žymus
1400,berühmt::A,,garsus
1401,allein::ADV,,vienas
1402,rennen::V,,bėgti
1403,malen::V,,tapyti
1404,beherrschen::V,,valdyti
