,Concept_ID,kl,te
637,alt::A,pisoqaq,ముసలి
638,neu::A,nutaavoq,క్రొత్త
639,alt[Lebewesen]::A,utoqqaq,ముసలి
640,jung::A,inuusuppoq,పసి
641,jung::A,kingulliarsuk,పసి
642,arm::A,piillasoq,బీద
643,arm::A,piitsuuvoq,బీద
644,reich::A,pisuuvoq,ధనవంతుడైన
645,berühmt::A,tusaamasaq,ప్రపిద్దికెక్కివ
646,fremd::A,ajasoornarpoq,అన్యమైన
647,verschieden::A,allatut,భేదమైన
648,verschieden::A,tamalaat,భేదమైన
649,nah::A,qanippoq,దగ్గఱనున్న
650,fern::A,ungasippoq,దూరమందున్న
651,linker::A,saamerleq,ఎడమప్రక్కగ
652,rechter::A,innarluissut,కుడి
653,erster::A,siulleq,మొదటి
654,zweiter::A,qataatsup tullia,రెండన
655,dritter::A,pingajorarterut,మూడో
656,letzter::A,kingulleq,కడపటి
657,allein::ADV,kisimiippoq,ఒంటిగా
658,auf einmal::ADV,tassanngaannaq,హరాత్తుగ
659,zusammen::ADV,attaasa,కలిసి
660,zusammen::ADV,attarmik,కలిసి
661,lange::ADV,akuni,బహుకాలము
662,plötzlich::ADV,tassanngaannaq,హరాత్తుగ
663,sofort::ADV,erniinnaq,తక్షణము
664,später::ADV,kingorna,ఇటీవలి
665,jetzt::ADV,maanna,ఇప్పుడు
666,jetzt::ADV,massakkut,ఇప్పుడు
667,heute::ADV,ullumi,నేడు
668,morgen::ADV,aqagu,ఱేపు
669,bald::ADV,erniinnaq,శీఘ్రముగ
670,dann::ADV,taava,అప్పుడు
671,gestern::ADV,ippassaq,నిన్నటి దినము
672,einst::ADV,ataatsimik,పూర్వమొకప్పుడు
673,einst::ADV,ilaanni,పూర్వమొకప్పుడు
674,damals::ADV,taamani,అప్పుడు
675,damals::ADV,taamanikkut,అప్పుడు
676,damals::ADV,taassumuunakkut,అప్పుడు
677,danach::ADV,taava,అప్పుడు
678,vorher::ADV,siornagut,ఎదుట
679,einmal::ADV,ilaanni,ఒకసారి
680,einmal::ADV,ataatsimik,ఒకసారి
681,manchmal::ADV,qaqutigu,అప్పటప్పటికి
682,manchmal::ADV,qaqutigut,అప్పటప్పటికి
683,oft::ADV,akulikitsumik,తఱచుగా
684,immer::ADV,tamatigut,ఎల్లప్పుడు
685,hier::ADV,maani,ఇక్కడ
686,hierhin::ADV,maani,ఇక్కడకు
687,dorthin::ADV,ikuuna,అక్కడికి
688,geradeaus::ADV,narlumut,సూటిగా
689,vorwärts::ADV,pilangavoc,ముందుకు
690,rückwärts::ADV,kingumut,వెనుకకు
691,rückwärts::ADV,tunumut or tunummut,వెనుకకు
692,zurück::ADV,kingumut,వెనుకభాగము
693,zurück::ADV,tunumut or tunummut,వెనుకభాగము
694,unten::ADV,kana,క్రింద
695,hinab::ADV,qiviu,కిందికి
696,überall::ADV,tamaginni,అంతటా
697,überall::ADV,tamani tamaani,అంతటా
698,kaum::ADV,qaqutigorsuaq,చాలిచాలక
699,sehr::ADV,assut,చాల
700,noch::ADV,qeratavoq,ఇప్పటికిని
701,schon::ADV,taava-una,ఇదివఱకే
702,wieder::ADV,kingumut,తిరిగి
703,vergebens::ADV,angiluk,నిష్ఫలముగా
704,dies::PRN,manna,ఇది
705,dies::PRN,matuma,ఇది
706,das::PRN,ua,అది
707,ich::PRN,uanga,నేను
708,du::PRN,illit,నీవు
709,er::PRN,una,అతడు
710,wir::PRN,uagut,మనము
711,ihr::PRN,ilissi,మీరు
712,sie::PRN,uku,వారు
713,was::FPRN,aat?,ఏమి
714,wer::FPRN,kikkut,ఎవడు
715,wo::FADV,sumi,ఎక్కడ
716,wohin::FADV,sumut,ఎందుకు
717,wie::FADV,qanoq,ఎట్టు
718,warum::FADV,sooq,ఏల
719,wieviel::FNUM,qassit,ఎంత
720,wieviel::FNUM,qanoq atsigisumik?,ఎంత
721,eins::NUM,ataaseq,ఒకటి
722,zwei::NUM,marluk,రెండు
723,drei::NUM,pingasut,మూడు
724,vier::NUM,sisamat,నాలుగు
725,vier::NUM,qajuusat,నాలుగు
726,fünf::NUM,tallimat,అయిదు
727,sechs::NUM,arfineq,ఆఱు
728,sechs::NUM,arfinillit,ఆఱు
729,sieben::NUM,arfineq-marluk,ఏరు
730,acht::NUM,arfineq pingasut,ఎనిమదు
731,neun::NUM,qulingiluat,తొమ్మిది
732,neun::NUM,arfineq sisamat,తొమ్మిది
733,zehn::NUM,qulit,పది
734,elf::NUM,aqqaneq,పదునొకొండు
735,zwölf::NUM,aqqaneq-marluk,పండ్రండు
736,zwanzig::NUM,tyve,ఇరుపది
737,dreißig::NUM,tredive,ముప్పది
738,dreißig::NUM,pingasunik qulillit,ముప్పది
739,vierzig::NUM,fyrre,నలువది
740,fünfzig::NUM,halvtreds,ఏబది
741,fünfzig::NUM,tallimanik qulillit,ఏబది
742,sechzig::NUM,tres,అరుపది
743,siebzig::NUM,halvfjerds,డెబ్బది
744,achtzig::NUM,firs,ఎనుబది
745,neunzig::NUM,halvfems,తొంబది
746,hundert::NUM,et hundrede,నూఱు
747,tausend::NUM,et tusinde,వేయి
748,und::CNJ,aamma,మఱియు
749,oder::CNJ,imalluunnit,లేక
750,stehen::V,sikingavoq,నిలుచు
751,sitzen::V,ingippoq,కూర్చుండు
752,liegen::V,nalavoq,పండుకొనుట
753,liegen::V,aqupivoq,పండుకొనుట
754,hängen::V,nivinngarpaa,వ్రేలాడదీయు
755,werden::V,pinngorpoq,అగు
756,passieren::V,pivoq,సంభవించు
757,beginnen::V,aallarnerpaa,ఆరంభించు
758,enden::V,naggaserpaa,తీరుట
759,wechseln::V,immikkut ilivoq,మార్చు
760,untergehen[Sonne]::V,ilioqqaasoq,అస్తమించు
761,scheinen[Sonne]::V,qinnorpoq,ప్రకాశించు
762,scheinen[Sonne]::V,qinngorpoq,ప్రకాశించు
763,donnern::V,kalleq,ఉరుముట
764,wehen::V,timmivoq,దురద్పప్టము
765,sich drehen::V,ipippaa,తిరుగు
766,schwanken::V,aalavoq,ఆడించుట
767,schwingen::V,issakajaat or issakatsiaarut,ఊగుట
768,fallen::V,quasivaa,పడు
769,brennen::V,seerpoq,కాలుట
770,brennen::V,uuppaa,కాలుట
771,rauchen::V,pujoorpoq,పొగసుట
772,regnen::V,siallerpoq,కురిపించుట
773,gefrieren::V,qiulerpoq,గడ్డకట్టు
774,tauen::V,aappoq,కరగు
775,schmelzen::V,aappoq,కరగు
776,schmelzen::V,aatsippaa,కరగు
777,trocknen::V,panerserpaa,యెండుట
778,sieden::V,qalappoq,ఉడుకు
779,reißen::V,qulli,చించు
780,reißen::V,alittorpaa,చించు
781,reißen::V,kimillanneq,చించు
782,versinken::V,kivivaa,మునుగు
783,versinken::V,apparpoq,మునుగు
784,vergehen::V,qaangerpaa,సంభవించు
785,vergehen::V,sarsuppoq,సంభవించు
786,erscheinen::V,takutippoq,కనబడు
787,sinken::V,kivivaa,ముణుగుట
788,sinken::V,apparpoq,ముణుగుట
789,abnehmen::V,ikillipput,తగ్గు
790,zunehmen::V,allisippaa,పెరుగుట
791,steigen::V,allisippaa,లేచు
792,wachsen::V,allivoq,పెరుగు
793,glänzen::V,qinngorpoq,ప్రకాశించు
794,glänzen::V,qinnorpoq,ప్రకాశించు
795,funkeln::V,uisorilavoq,ప్రకాశించు
796,läuten::V,avilualaarpoq,మేళవించుట
797,klingeln::V,aviluarpoq,వాయించుట
798,klingeln::V,aviluarpaluppoq,వాయించుట
799,brausen::V,ittuk,గర్జించు
800,brausen::V,ittuppoq,గర్జించు
801,brausen::V,ittuppaluppoq,గర్జించు
802,bellen::V,qiluppoq,అఱచు
803,heulen::V,maarpoq,కూయు
804,heulen::V,maalavoq,కూయు
805,heulen::V,miaggoorpoq,కూయు
806,blasen::V,aporneq,దురద్పప్టము
807,pfeifen::V,siggartartitsivoq,ఈలవేయు
808,pfeifen::V,siorsulavoq,ఈలవేయు
809,schreien::V,suaarpoq,అఱచు
810,stöhnen::V,nipiliorpoq,మూలుగు
811,stöhnen::V,nipilliorpoq,మూలుగు
812,zittern::V,qarsulivik,వణకు
813,leben::V,inuuvoq,జీవించుట
814,geboren werden::V,inuuvoq,పుట్టుట
815,geboren werden::V,inunngorpoq,పుట్టుట
816,atmen::V,anersaarpoq,ఉపిరి తీయు
817,trinken::V,imerpoq,త్రాగు
818,essen::V,tamorpoq,తిను
819,schlucken::V,tuluarnaq,మ్రింగు
820,einschlafen::V,sinippoq,నిద్రించు
821,schlafen::V,sinik,నిద్రురించు
822,aufwachen::V,iterpoq,మేలుకొను
823,aufwachen::V,eqqumavoq,మేలుకొను
824,aufstehen::V,makippoq,లేచు
825,sich erholen::V,qasuerserpoq,నడ్డి వాల్చు
826,schmerzen::V,anneraa,నొచ్చుట
827,schmerzen::V,annernarpoq,నొచ్చుట
828,husten::V,quersorpoq,దగ్గుట
829,genesen::V,ajunngissivoq,కుదురుట
830,genesen::V,ilisimmarpoq,కుదురుట
831,genesen::V,ilorrippoq,కుదురుట
832,sterben::V,toquvoq,మరణించు
833,sich bewegen::V,ingerlavoq,కదలు
834,sich setzen::V,ingippoq,కూర్చుణ్డు
835,laufen::V,arpappoq,నడచు
836,schreiten::V,ingerlavoq,అడుగుపెట్టుట
837,spazierengehen::V,utertakajaarpoq,పచారు చేయు
838,spazierengehen::V,utertakattajaarpoq,పచారు చేయు
839,eilen::V,qaa qaa,తొందరపడు
840,eilen::V,qiilasaarpoq,తొందరపడు
841,eilen::V,ingerlasaarpaa,తొందరపడు
842,sich beeilen::V,tuaviorpoq,త్వరపెట్టు
843,sausen::V,uiguut,విసరికొట్టు
844,rennen::V,igivoq,పరుగెత్తు
845,springen::V,upernassaq,దుముకు
846,klettern::V,pilaakkeerpoq,ఎక్కు
847,schaukeln::V,aalavoq,ఉయ్యాల ఊగు 
848,schwimmen::V,naluppoq,ఈదు
849,tauchen::V,allorpoq,మునుగు
850,rudern::V,ipuppaa,తెడ్లతోఁగడపు
851,fahren::V,qimusserpoq,నడపు
852,fliegen::V,timmivoq,ఎగురు
853,weggehen::V,piiarpoq,బయలుదేరు
854,anhalten::V,unitsippaa,నిలుపు
855,hineingehen::V,timaappaa,ప్రవేశించు
856,eintreten::V,allattorpaa,ప్రవేశించు
857,kommen::V,qaa-,వచ్చు
858,kommen::V,pivaa,వచ్చు
859,ankommen::V,tikippoq,వచ్చి చేరు
860,zurückkommen::V,angerlarpoq,తిరిగీవచ్చుట
861,bleiben::V,uninngavoq,ఉండు
862,warten::V,paavoq,కనిపెట్టు
863,warten::V,utaqqivoq,కనిపెట్టు
864,suchen::V,nivivaa,వెదకు
865,finden::V,nanivaa,కనుగొను
866,versuchen::V,uuppaa,ప్రయత్నించు
867,versuchen::V,ussersarpaa,ప్రయత్నించు
868,vorbereiten::V,piareersarpaa,తయారుచేయు
869,lieben::V,asavaa,ప్రేమించు
870,mögen::V,akaaraa,ఇష్టపడు
871,rühren::V,qeerlerpaa,గుండె తాకు
872,weinen::V,qiavoq,వీడ్చు
873,schimpfen::V,qatimaarpoq,గొణుగు
874,sich ärgern::V,ugguutigaa,అలుగు
875,sich fürchten::V,eqqanaarpoq,భయపడు
876,fürchten::V,ersigaa,భయపడు
877,fliehen::V,qimaavoq,పాఱిపోపు
878,flüchten::V,allikarfigaa,తప్పించుకొను
879,sehen::V,isigaa,చూచు
880,ansehen::V,alaatsinaappaa,కాచియుండు
881,hören::V,tusarpaa,విను
882,zuhören::V,naalappoq,విను
883,riechen::V,tipippoq,వాసనచూచు
884,fühlen::V,misigaa,స్పర్శించుట
885,scheinen::V,takutippoq,కనబడు
886,frieren::V,qiiavoq,చలికి వడకు
887,tun::V,iliorpoq,చేయు
888,wollen::V,piumavaa,కోరు
889,anfangen::V,pilerpoq,ఆరంభించు
890,beenden::V,naggaserpaa,ముగించు
891,aufhören::V,naammatsippaa,నిలుపు
892,öffnen::V,ammarpaa,తెఱచు
893,schließen::V,matuaa,మూయు
894,stellen::V,ilivaa,ఉంచు
895,stellen::V,iliorarpai,ఉంచు
896,stellen::V,ilioqqarpai,ఉంచు
897,setzen::V,iliorarpai,ఉంచు
898,setzen::V,ilioqqarpai,ఉంచు
899,legen::V,ilivaa,పెట్టు
900,berühren::V,attorpaa,తాకు
901,verbinden::V,taperserpaa,చేర్చుట
902,bedecken::V,iikkerpaa,మూయు
903,bedecken::V,iikkersorpaa,మూయు
904,aufhängen::V,inivaa,వ్రేలాడదీయు
905,aufhängen::V,iniorarpai,వ్రేలాడదీయు
906,anzünden::V,saggaavoq,వెలిగించు
907,aufheben::V,allisippaa,సేకరించు
908,zurücklassen::V,aallarpoq,విడుచు
909,verlieren::V,annaavaa,పోగొట్టుకొను
910,fallen lassen::V,nakkaavaa,జాఱవిడుచు
911,machen::V,iliorpoq,చేయు
912,herstellen::V,anillatsippaa,ఉత్పత్తిచేయు
913,bauen::V,marrarterpaa,నిర్మించు
914,reparieren::V,iluarsaappaa,సరిచేయు
915,verbessern::V,naqqippaa,వృద్ధి చేయు
916,graben::V,assappaa,త్రవ్వు
917,beugen::V,qappappoq,వంచు
918,biegen::V,qappappoq,వంచు
919,wenden::V,assappaa,త్రిప్పు
920,wenden::V,assakarpoq,త్రిప్పు
921,umdrehen::V,assakartippaa,త్రిప్పు
922,heben::V,kivippaa,ఎత్తు
923,hochheben::V,kissumiarpaa,ఎత్తు
924,ergreifen::V,isaappaa,వశపఱచుకొను
925,ergreifen::V,isaguppaa,వశపఱచుకొను
926,halten::V,minarpaa,ఉంచు
927,drücken::V,naqittaat,అణచు
928,kratzen::V,qitsuppaa,గోకు
929,lecken::V,aluppaa,నాకు
930,beißen::V,kiivaa,కఱచు
931,abreißen::V,aqqarpaa,తెగతెంచు
932,abreißen::V,isaterpaa,తెగతెంచు
933,abschneiden::V,kipivaa,తెగకొట్టు
934,binden::V,kakkersarpaa,కట్టు
935,stecken::V,kussunneq,తగులుకొనివుండుట
936,brechen::V,nallorpaa,పగులగొట్టు
937,klopfen::V,pattappaa,కొట్టు
938,hauen::V,aqivaa,కొట్టు
939,kleben::V,qaappoq,అంటుకొను
940,reiben::V,tagiarpaa,రాచు
941,reiben::V,tangiarpaa,రాచు
942,streichen::V,erlerpoq,వ్యాపింపజేయు
943,schleifen::V,sequppaa,రాచు
944,schneiden::V,uullivoq,కోయు
945,schütteln::V,aalavoq,కదల్చు
946,schwenken::V,issarpoq,ఊచుట
947,füllen::V,immerpaa,నింపు
948,einwickeln::V,immoqquserpaa,చుట్టు
949,tragen::V,maqippaa,మోయు
950,tragen::V,assartorpoq,మోయు
951,schleppen::V,assartorpoq,ఈడ్చు
952,ziehen::V,kalippaa,ఈడ్చు
953,ziehen::V,kalissarpoq,ఈడ్చు
954,aufbewahren::V,toqqorpaa,కాపాడు
955,werfen::V,kuivaa,విసరు
956,fangen::V,anguaa,పట్టుకొను
957,verstecken::V,anngigaa,దాచు
958,teilen::V,agguut,భాగించు
959,teilen::V,agguusersorpaa,భాగించు
960,schicken::V,nassiuppaa,పంపు
961,bringen::V,aggiuppaa,తెచ్చు
962,bringen::V,nassataraa,తెచ్చు
963,bekommen::V,tiguaa,సంపాదించు
964,erhalten::V,tiguaa,పుచ్చుకొను
965,nehmen::V,pivoq,తీసికొను
966,nehmen::V,tiguaa,తీసికొను
967,bewahren::V,sukkunik simerserpaa,భద్రపఱుచు
968,verderben::V,asiutippaa,చెఱచు
969,verderben::V,piuneerunnerit,చెఱచు
970,zerbrechen::V,ukuvoq,పగులగొట్టు
971,zerreißen::V,tisavaa,చించు
972,zerreißen::V,alittorpaa,చించు
973,zerstören::V,aserorpaa,వాశనము చేయు
974,verbrennen::V,seerpoq,కాల్చు
975,geben::V,pivoq,ఇచ్చు
976,versprechen::V,neriorsorpaa,వాగ్దత్తము చేయు
977,wünschen::V,kissaat,కోరు
978,loben::V,nersorpaa,స్తుతించు
979,loben::V,nersornaat,స్తుతించు
980,küssen::V,kunippaa,ముద్దుపెట్టుకొను
981,küssen::V,kunissorpaa,ముద్దుపెట్టుకొను
982,zudecken::V,majorpaa,మూయు
983,wecken::V,itersarpaa,నిద్రపలేపుట
984,zeigen::V,tikkuuppaa,చూవు
985,führen::V,tasissiuppaa,దారిచూపు
986,führen::V,ilitsersorpaa,దారిచూపు
987,führen::V,tasissersuuppaa,దారిచూపు
988,lehren::V,ilinniartippaa,బోధించు
989,unterrichten::V,ajoqerpaa,నేర్పు
990,unterrichten::V,ajoqersorpaa,నేర్పు
991,unterrichten::V,ilinniartitsivoq,నేర్పు
992,aufziehen::V,inororsarpaa,పెంచు
993,leiten::V,iluatsippaa,తీసుకపోవుట
994,antreiben::V,ikusimmippaa,ప్రేరేపించు
995,einladen::V,qaaqquaa,ఆహ్వానించు
996,einladen::V,qaasarpaa,ఆహ్వానించు
997,vereinigen::V,taperserpaa,కూడుట
998,besuchen::V,tikeraarpaa,పోయి చూచు
999,treffen::V,aporappaa,కలియు
1000,sich versammeln::V,majorpoq,కూర్చు
1001,spielen::V,pinnguarpoq,ఆట లాడు
1002,singen::V,erinarsorpoq,పాడు
1003,tanzen::V,qitippoq,నృత్యముచేయు
1004,sich trennen::V,immikkoortippaa,ఎడబాయుట
1005,retten::V,annaappaa,తప్పించుట
1006,schützen::V,eriagaa,రక్షించు
1007,schützen::V,pineqartaalivaa,రక్షించు
1008,schießen::V,aallaavaa,కాల్చు
1009,schießen::V,piseriuppaa,కాల్చు
1010,ärgern::V,ninngassarpaa,పీడించుట
1011,ärgern::V,ninngassaarpaa,పీడించుట
1012,schlagen::V,unatarpaa,కొట్టు
1013,treten::V,tukerpoq,తన్ను
1014,stechen::V,iguppaa,కుట్టు
1015,stechen::V,qasilippoq,కుట్టు
1016,stoßen::V,ikuserpaa,గెంటు
1017,stoßen::V,ikusimmippaa,గెంటు
1018,stehlen::V,tillippaa,దొంగిలించు
1019,stören::V,akornuserpaa,కలతపఱచు
1020,verbergen::V,anngigaa,దాచు
1021,betrügen::V,peqquserluttuliorfigaa,మోసపుచ్చు
1022,töten::V,maappaa,చంపు
1023,töten::V,toquppaa,చంపు
1024,wohnen::V,najugaqarpoq,నివసించు
1025,arbeiten::V,sulivoq,పనిచేయు
1026,sammeln::V,katersorpai,ప్రోగుచేయు
1027,jagen::V,piniarpoq,వేటాడు
1028,fischen::V,aalisarpoq,వెదకు
1029,anbinden::V,qilerut,కట్టు
1030,anbinden::V,qilersorpaa,కట్టు
1031,anbinden::V,ungerlatserpaa,కట్టు
1032,füttern::V,nerlerpaa,భోజనము పెట్టు
1033,gießen::V,imerterpaa,నీళ్ళుకట్టుట
1034,kochen::V,igavoq,వండు
1035,braten::V,siappaa,వేపు
1036,umrühren::V,qeerlerpaa,కదులుట
1037,färben::V,misuppaa,రంగు వేయు
1038,reinigen::V,sanniarpaa,శుభ్రము చేయు
1039,waschen::V,asappaa,కడుగు
1040,abwischen::V,saligarpaa,తుడుచు
1041,abwischen::V,saligartorpaa,తుడుచు
1042,fegen::V,sanngiarpaa,ఊడ్చు
1043,baden::V,uffarpoq,స్నానము చేయు
1044,sich waschen::V,uffarpoq,కడుగు
1045,ausziehen::V,annoraajarpaa,విప్పు
1046,anziehen::V,ativaa,ధరించు
1047,anziehen::V,atitippaa,ధరించు
1048,sich anziehen::V,atisalersorpoq,బట్టలు వేసుకొను
1049,sich anziehen::V,atisalersorpoq,తొడుగుకొను
1050,sagen::V,oqarpoq,చెప్పు
1051,sprechen::V,oqaluttarpoq,చెప్పు
1052,reden::V,oqaluppoq,మాటలాడు
1053,fragen::V,aperaa,ప్రశ్నించు
1054,bitten::V,aperaa,కోరు
1055,bitten::V,qinnuigaa,కోరు
1056,erzählen::V,oqaluttuaraa,చెప్పు
1057,mitteilen::V,oqalualaarpoq,తెలియజేయు
1058,rufen::V,qaaqquaa,పిలుచు
1059,prahlen::V,oqqartuvoq,జల్లి
1060,prahlen::V,oqallortuvoq,జల్లి
1061,übersetzen::V,ikaarpoq,తర్జుమాచేయు
1062,übersetzen::V,nutserpaa,తర్జుమాచేయు
1063,denken::V,isumaqarpoq,ఆలోచించు
1064,glauben::V,upperaa,నమ్ము
1065,glauben::V,isumaqarpoq,నమ్ము
1066,erkennen::V,ilisaraa,గుర్తించు
1067,verstehen::V,paasivaa,గ్రహించు
1068,lernen::V,ilinniarpoq,నేర్చు కొను
1069,wissen::V,nalunngilaa,తెలిసికొను
1070,sich erinnern an::V,eqqaavaa,జ్ఞాపకముంచుకొను
1071,vergessen::V,puiorpaa,మఱచిపోవు
1072,messen::V,ussersarpaa,కొలుచుట
1073,zählen::V,kisitsivoq,లెక్కపెట్టు
1074,rechnen::V,kisitsivoq,లెక్కపెట్టు
1075,lesen::V,atuarpoq,చదువు
1076,malen::V,qalipappaa,పూనుట
1077,schreiben::V,allappoq,వ్రాయు
1078,kaufen::V,pisiaraa,కొను
1079,verkaufen::V,akigaa,అమ్ము
1080,bezahlen::V,akilerpaa,చెల్లించు
1081,beherrschen::V,inappaa,ఏలు
1082,ertragen::V,ernertaaraa,భరించు
1083,Nase::N,,ముక్కు
1084,Schnurrbart::N,,మీసము
1085,Fuß::N,,అడుగు
1086,Schlaf::N,,నిద్ర
1087,Strömung::N,,ప్రవాహము
1088,Moor::N,,చిత్తడినేల
1089,Wald::N,,అడవి
1090,Anhöhe::N,,కొండ
1091,Gipfel::N,,శిఖరము
1092,Quelle::N,,మూలము
1093,Festland::N,,భూమి
1094,Kiefer[Baum]::N,,దేవదారు చెట్టు
1095,Pferd::N,,గుఱ్ఱము
1096,Elch::N,,కణంజు
1097,Schwarm::N,,గుంపు
1098,Ente::N,,పాట్టిబాతు
1099,Barsch::N,,ఒకచేఁప
1100,Hecht::N,,గండుమీను
1101,Wurm::N,,పురుగు
1102,Heu::N,,ఎండుగడ్డి
1103,Kummer::N,,దుఃఖము
1104,Gespräch::N,,పంభాషణ
1105,Spiel::N,,ఆట
1106,Gesellschaft::N,,జట్టు
1107,Angelegenheit::N,,విషయము
1108,Anzahl::N,,లెక్క
1109,Strich::N,,గీత
1110,Gegenstand::N,,పద్దు
1111,Höhe::N,,పొడుగు
1112,Lagerfeuer::N,,నెగడు
1113,Gang::N,,నడక
1114,Heim::N,,స్వగృహము
1115,Beutel::N,,సంచి
1116,Eimer::N,,చేద
1117,Sack::N,,గోనెసంచి
1118,Brei::N,,గుజ్జు
1119,Leder::N,,బాగుచేసివతోలు
1120,Gott::N,,దేవుడు
1121,Reichtum::N,,ధనము
1122,Staat::N,,రాజ్యము
1123,Gewalt::N,,దౌర్జన్యము
1124,Bogen[Waffe]::N,,విల్లు
1125,Lüge::N,,అసత్యము
1126,Schaden::N,,నష్టము
1127,April::N,,ఏప్రిలు
1128,frisch::A,,తాజాయైన
1129,lecker::A,,రుచి గల
1130,sauer::A,,పుల్లని
1131,bunt::A,,రంగేలీ
1132,teuer::A,,వెలపొడుగైన
1133,geschickt::A,,నిపుణతగల
1134,nackt::A,,దిగంబరమైన
1135,ehemalig::A,,పూర్వపు
1136,bekannt::A,,తెలిసిన
1137,anderer::A,,వేఱ్తెన
1138,zuerst::ADV,,మొదటిలో
1139,niemals::ADV,,ఎప్పుడునులేదు
1140,von hier::ADV,,ఇక్కడనుండి
1141,dort::ADV,,అక్కడ
1142,oben::ADV,,మీద
1143,hinauf::ADV,,పైకి
1144,nicht::ADV,,కాదు
1145,ein wenig::ADV,,కొంచెము
1146,so::ADV,,ఆలాగున
1147,nur::ADV,,మాత్రము
1148,vor::PRP,,ముందు
1149,hinter::PRP,,వెనుక
1150,unter::PRP,,క్రింద
1151,durch::PRP,,ద్వారా
1152,neben::PRP,,దగ్గెర
1153,zwischen::PRP,,మధ్య
1154,wegen::PRP,,కారణంగా
1155,alles::PRN,,సకలము
1156,aufgehen[Sonne]::V,,ఉదయించు
1157,strömen::V,,పారుట
1158,fließen::V,,ప్రవహించు
1159,faulen::V,,క్రుళ్లు
1160,verfaulen::V,,క్షిణించు
1161,verschwinden::V,,అదృశ్యమగు
1162,lärmen::V,,అరుచుట
1163,klirren::V,,ఘంటానాదము
1164,rauschen::V,,చటచటమనుట
1165,klingen::V,,ధ్వనించుట
1166,müde werden::V,,అలయు
1167,krank werden::V,,జబ్బుపడు
1168,krank sein::V,,జబ్బు చేయు
1169,umkommen::V,,నశించు
1170,sich rühren::V,,కదలు
1171,sich erheben::V,,లేచు
1172,hinfallen::V,,దొర్లు
1173,kriechen::V,,ప్రాకు
1174,gehen::V,,పోవు
1175,abfahren::V,,విడిచిపోవు
1176,erwarten::V,,నిరిక్షించు
1177,lachen::V,,నవ్వు
1178,anschauen::V,,చూచు
1179,probieren::V,,చవిచూచుట
1180,zu sehen sein::V,,చూవు
1181,vernehmen::V,,విను
1182,können::V,,గల
1183,gelingen::V,,గెలుపాందు
1184,geraten::V,,వెలువడు
1185,ändern::V,,మార్చు
1186,drehen::V,,నూలువడుకు
1187,schieben::V,,నొక్కు
1188,rütteln::V,,కుదిలించుట
1189,schütten::V,,పోయు
1190,packen::V,,పట్టుకొను
1191,hinzufügen::V,,చేర్చు
1192,wählen::V,,ఇష్టపడు
1193,auswählen::V,,ఏరుకొను
1194,behindern::V,,అడ్డగించుట
1195,beschädigen::V,,చెరుపుట
1196,reichen::V,,అందుకొనుట
1197,schenken::V,,అర్పించు
1198,wiegen::V,,ఊచుట
1199,lassen::V,,అనుమతించు
1200,verlassen::V,,విడుచు
1201,bewachen::V,,కాపాడు
1202,verteidigen::V,,రక్షించు
1203,sich schlagen::V,,జగడమాడు
1204,siegen::V,,గెలుచు
1205,belästigen::V,,పీడించు
1206,täuschen::V,,మోసము చేయు
1207,pflücken::V,,యేరుట
1208,fassen::V,,పట్టుకొమ
1209,hüten::V,,మందచేరుట
1210,treiben::V,,నడపు
1211,melken::V,,పాలు పితుకు
1212,hacken::V,,నఱకు
1213,reifen::V,,పండుట
1214,zubereiten::V,,వండు
1215,backen::V,,రొట్టెకాల్చు
1216,stricken::V,,అల్లు
1217,nähen::V,,కుట్టు
1218,spülen::V,,నీటిలో జడించు
1219,kehren::V,,ఊడ్చు
1220,kämmen::V,,దువ్వుట
1221,schmücken::V,,అలంకరించు
1222,sich unterhalten::V,,ముచ్చటలాడు
1223,nennen::V,,పేరు వెట్టు
1224,bemerken::V,,గుర్తించు
1225,begreifen::V,,గ్రహించు
1226,zeichnen::V,,వ్రాసుట
1227,besitzen::V,,కలిగియుండు
1228,zahlen::V,,చెల్లించు
