,Concept_ID,lt,ro
61,Atem::N,kvapas,respirație
62,Hunger::N,badas,foame
63,Hunger::N,alkis,foame
64,Träne::N,ašara,lacrimă
65,Geschmack::N,skonis,gust
66,Geruch::N,kvapas,miros
67,Schlaf::N,miegas,somn
68,Traum::N,sapnas,vis
69,Himmel::N,dangus,cer
70,Sonne::N,saulė,soare
71,Mond::N,mėnulis,lună
72,Stern::N,žvaigždė,stea
73,Luft::N,oras,aer
74,Wind::N,vėjas,vânt
75,Welle::N,banga,val
76,Welle::N,banga,undă
77,Welle::N,vilnis,val
78,Welle::N,vilnis,undă
79,Wasser::N,vanduo,apă
80,Stein::N,akmuo,piatră
81,Boden::N,žemė,sol
82,Boden::N,žemė,pământ
83,Boden::N,dugnas,sol
84,Boden::N,dugnas,pământ
85,Erde::N,žemė,pământ
86,Staub::N,dulkės,praf
87,Rauch::N,dūmai,fum
88,Funke::N,kibirkštis,scânteie
89,Feuer::N,ugnis,foc
90,Licht::N,šviesa,lumină
91,Schatten::N,paūksmė,umbră
92,Wetter::N,oras,timp
93,Wetter::N,oras,vreme
94,Nebel::N,migla,ceață
95,Nebel::N,migla,negură
96,Nebel::N,rūkas,ceață
97,Nebel::N,rūkas,negură
98,Wolke::N,debesis,nor
99,Regen::N,lietus,ploaie
100,Schnee::N,sniegas,zăpadă
101,Eis::N,ledas,gheață
102,Frost::N,šalna,ger
103,Kälte::N,šaltis,frig
104,Hitze::N,karštis,arșiță
105,Hitze::N,karštis,căldură
106,Raureif::N,šerkšnas,chiciură
107,Regenbogen::N,vaivorykštė,curcubeu
108,Donner::N,perkūnas,tunet
109,Donner::N,griaustinis,tunet
110,Strömung::N,tėkmė,curent
111,Tropfen::N,lašas,picătură
112,Schaum::N,putos,spumă
113,Schmutz::N,purvas,murdărie
114,See::N,ežeras,lac
115,Sumpf::N,klampynė,mlaștină
116,Sumpf::N,liūnas,mlaștină
117,Moor::N,pelkė,bărăgan
118,Wiese::N,pieva,fânaț
119,Wiese::N,pieva,livadă
120,Wald::N,miškas,codru
121,Wald::N,miškas,pădure
122,Hügel::N,kalva,deal
123,Hügel::N,kalva,movilă
124,Anhöhe::N,kauburys,deal
125,Anhöhe::N,kauburys,ridicătură
126,Berg::N,kalnas,munte
127,Gipfel::N,viršūnė,pisc
128,Höhle::N,ola,peșteră
129,Abhang::N,šlaitas,pantă
130,Abhang::N,šlaitas,versant
131,Abhang::N,nuokalnė,pantă
132,Abhang::N,nuokalnė,versant
133,Quelle::N,versmė,izvor
134,Quelle::N,šaltinis,izvor
135,Bach::N,upelis,gârlă
136,Fluss::N,upė,râu
137,Fluss::N,upė,fluviu
138,Ufer::N,krantas,mal
139,Ufer::N,krantas,țărm
140,Küste::N,pajūris,coastă
141,Festland::N,sausuma,uscat
142,Meer::N,jūra,mare
143,Bucht::N,įlanka,golf
144,Bucht::N,užutekis,golf
145,Insel::N,sala,insulă
146,Blume::N,gėlė,floare
147,Gras::N,žolė,iarbă
148,Wurzel::N,šaknis,rădăcină
149,Baum::N,medis,copac
150,Baum::N,medis,arbore
151,Stamm::N,kamienas,tulpină
152,Rinde::N,žievė,scoarță
153,Ast::N,šaka,cracă
154,Ast::N,šaka,creangă
155,Zweig::N,šakelė,ramură
156,Zweig::N,šakelė,creangă
157,Blatt::N,lapas,frunză
158,Birke::N,beržas,mesteacăn
159,Kiefer[Baum]::N,pušis,pin
160,Weide[Baum]::N,karklas,salcie
161,Weide[Baum]::N,karklas,răchită
162,Tanne::N,eglė,brad
163,Tanne::N,kėnis,brad
164,Horn::N,ragas,corn
165,Feder::N,plunksna,pană
166,Fell::N,kailis,piele
167,Flügel::N,sparnas,aripă
168,Klaue::N,kanopa,gheară
169,Kralle::N,nagas,labă
170,Kralle::N,nagas,gheară
171,Schwanz::N,uodega,coadă
172,Ei::N,kiaušinis,ou
173,Nest::N,gūžta,cuib
174,Nest::N,lizdas,cuib
175,Bau::N,ola,bârlog
176,Bau::N,ola,vizuină
177,Tier::N,gyvūnas,animal
178,Herde::N,banda,turmă
179,Herde::N,banda,cireadă
180,Herde::N,kaimenė,turmă
181,Herde::N,kaimenė,cireadă
182,Kuh::N,karvė,vacă
183,Bulle::N,bulius,taur
184,Pferd::N,arklys,cal
185,Schaf::N,avis,oaie
186,Schwein::N,kiaulė,porc
187,Hund::N,šuo,câine
188,Katze::N,katė,pisică
189,Bär::N,lokys,urs
190,Eichhörnchen::N,voveraitė,veveriță
191,Elch::N,briedis,elan
192,Fuchs::N,lapė,vulpe
193,Hase::N,kiškas,iepure
194,Maus::N,pelė,șoarece
195,Wolf::N,vilkas,lup
196,Vogel::N,paukštis,pasăre
197,Schwarm::N,spiečius,cârd
198,Huhn::N,višta,găină
199,Hahn::N,gaidys,cocoș
200,Gans::N,žąsis,gâscă
201,Adler::N,erelis,vultur
202,Ente::N,antis,rață
203,Eule::N,pelėda,bufniță
204,Kranich::N,gervė,cocor
205,Krähe::N,varna,cioară
206,Kuckuck::N,gegužė,cuc
207,Schwan::N,gulbė,lebădă
208,Fisch::N,žuvis,pește
209,Barsch::N,ešerys,biban
210,Hecht::N,lydeka,știucă
211,Schlange[Tier]::N,gyvatė,șarpe
212,Wurm::N,kirmėlė,vierme
213,Spinne::N,voras,păianjen
214,Ameise::N,skruzdė,furnică
215,Laus::N,utėlė,păduche
216,Mücke::N,uodas,țânțar
217,Fliege::N,musė,muscă
218,Schmetterling::N,drugys,fluture
219,Schmetterling::N,peteliškė,fluture
220,Beere::N,uoga,boabă
221,Apfel::N,obuolys,măr
222,Pilz::N,grybas,burete
223,Pilz::N,grybas,ciupercă
224,Zwiebel::N,svogūnas,ceapă
225,Saat::N,sėkla,semănătură
226,Korn::N,grūdai,grâu
227,Heu::N,šienas,fân
228,Schale::N,žievelė,coajă
229,Grube::N,duobė,groapă
230,Falle::N,pinklės,cursă
231,Falle::N,pinklės,capcană
232,Falle::N,žabangai,cursă
233,Falle::N,žabangai,capcană
234,Schlinge::N,kilpa,laț
235,Spur::N,vėžė,dâră
236,Spur::N,pėdos,dâră
237,Spur::N,pėdsakas,dâră
238,Asche::N,pelenai,cenușă
239,Dreck::N,purvas,noroi
240,Dreck::N,purvas,murdărie
241,Eisen::N,geležis,fier
242,Gold::N,auksas,aur
243,Silber::N,sidabras,argint
244,Kohle::N,anglis,cărbune
245,Glas::N,stiklas,sticlă
246,Lehm::N,molis,lut
247,Lehm::N,molis,humă
248,Sand::N,smėlis,nisip
249,Mensch::N,žmogus,om
250,Mensch::N,žmogus,persoană
251,Mann::N,vyras,om
252,Mann::N,vyras,bărbat
253,Mann::N,vyriškis,om
254,Mann::N,vyriškis,bărbat
255,Frau::N,moteris,femeie
256,Kind::N,vaikas,copil
257,Junge::N,vaikinas,băiat
258,Junge::N,vaikinas,flăcău
259,Junge::N,berniukas,băiat
260,Junge::N,berniukas,flăcău
261,Mädchen::N,mergytė,fată
262,Mädchen::N,mergaitė,fată
263,Familie::N,šeima,familie
264,Großvater::N,senelis,bunic
265,Großvater::N,senelis,tată mare
266,Großmutter::N,senelė,bunică
267,Großmutter::N,senelė,mamă mare
268,Eltern::N,tėvai,părinți
269,Vater::N,tėvas,tată
270,Vater::N,tėvas,părinte
271,Mutter::N,motina,mamă
272,Sohn::N,sūnus,fiu
273,Sohn::N,sūnus,fecior
274,Tochter::N,duktė,fiică
275,Bruder::N,brolis,frate
276,Schwester::N,sesuo,soră
277,Onkel::N,dėdė,unchi
278,Tante::N,teta,mătușă
279,Ehemann::N,vyras,soț
280,Ehemann::N,vyras,bărbat
281,Ehefrau::N,žmona,soție
282,Freude::N,džiaugsmas,bucurie
283,Gelächter::N,juokas,râset
284,Glück::N,laimė,fericire
285,Kummer::N,vargas,mâhnire
286,Kummer::N,rūpestis,mâhnire
287,Wunsch::N,troškimas,dorință
288,Wunsch::N,troškimas,deziderat
289,Wunsch::N,pageidavimas,dorință
290,Wunsch::N,pageidavimas,deziderat
291,Lust::N,noras,poftă
292,Lust::N,noras,înclinare
293,Lust::N,geidulys,poftă
294,Lust::N,geidulys,înclinare
295,Geist::N,dvasia,duh
296,Geist::N,dvasia,minte
297,Geist::N,dvasia,suflet
298,Gedanke::N,mintis,gând
299,Gedanke::N,mintis,cuget
300,Gedächtnis::N,atmintis,memorie
301,Verstand::N,protas,minte
302,Verstand::N,protas,intelect
303,Sinn::N,prasmė,sens
304,Sinn::N,prasmė,înțeles
305,Grund::N,priežastis,cauză
306,Grund::N,priežastis,pricină
307,Wahrheit::N,tiesa,adevăr
308,Wahrheit::N,teisybė,adevăr
309,Gespräch::N,pokalbis,convorbire
310,Gespräch::N,pokalbis,conversație
311,Märchen::N,pasaka,basm
312,Märchen::N,pasaka,poveste
313,Erzählung::N,apsakymas,poveste
314,Erzählung::N,pasakojimas,poveste
315,Nachricht::N,žinia,veste
316,Neuigkeit::N,naujiena,noutate
317,Neuigkeit::N,naujiena,actualitate
318,Name::N,vardas,nume
319,Rätsel::N,mįslė,ghicitoare
320,Rede::N,kalba,discurs
321,Sprache::N,kalba,limbă
322,Sprache::N,kalba,limbaj
323,Stimme::N,balsas,glas
324,Wort::N,žodis,cuvânt
325,Zeichen::N,žymė,semn
326,Zeichen::N,žymė,semnal
327,Zeichen::N,ženklas,semn
328,Zeichen::N,ženklas,semnal
329,Ruf::N,šauksmas,chemare
330,Lärm::N,triukšmas,zgomot
331,Lärm::N,triukšmas,tărăboi
332,Laut::N,garsas,sunet
333,Ton::N,tonas,ton
334,Ton::N,garsas,ton
335,Lied::N,daina,cântec
336,Lied::N,giesmė,cântec
337,Ruhe::N,ramybė,odihnă
338,Ruhe::N,ramybė,liniște
339,Ruhe::N,ramumas,odihnă
340,Ruhe::N,ramumas,liniște
341,Leute::N,žmonės,lume
342,Leute::N,žmonės,oameni
343,Volk::N,tauta,popor
344,Volk::N,tauta,națiune
345,Arbeit::N,darbas,lucru
346,Arbeit::N,triūsas,lucru
347,Gast::N,svečias,musafir
348,Geschenk::N,dovana,dar
349,Geschenk::N,dovana,cadou
350,Spiel::N,žaismas,joc
351,Spiel::N,žaidimas,joc
352,Gesellschaft::N,draugija,societate
353,Gesellschaft::N,kompanija,societate
354,Hilfe::N,pagalba,ajutor
355,Freund::N,draugas,amic
356,Freund::N,draugas,prieten
357,Freund::N,bičiulis,amic
358,Freund::N,bičiulis,prieten
359,Kamerad::N,draugas,tovarăș
360,Angelegenheit::N,dalykas,afacere
361,Angelegenheit::N,reikalas,afacere
362,Anzahl::N,kiekis,număr
363,Anzahl::N,kiekis,cantitate
364,Anzahl::N,skaičius,număr
365,Anzahl::N,skaičius,cantitate
366,Art::N,rūšis,fel
367,Art::N,rūšis,specie
368,Stück::N,gabalas,bucată
369,Teil::N,dalis,parte
370,Teil::N,dalis,porție
371,Hälfte::N,pusė,jumătate
372,Kreis::N,ratas,cerc
373,Kreis::N,apskritis,cerc
374,Kreis::N,apskritimas,cerc
375,Kreuz::N,kryžius,cruce
376,Linie::N,linija,linie
377,Strich::N,brėžis,linie
378,Strich::N,brėžis,trăsătură
379,Strich::N,brūkšnys,linie
380,Strich::N,brūkšnys,trăsătură
381,Abstand::N,atstumas,distanță
382,Abstand::N,atstumas,depărtare
383,Entfernung::N,atstumas,distanță
384,Entfernung::N,atstumas,depărtare
385,Gegend::N,vietovė,regiune
386,Platz::N,vieta,loc
387,Ort::N,vieta,loc
388,Ort::N,vietovė,loc
389,Seite::N,pusė,latură
390,Seite::N,šonas,latură
391,Mitte::N,vidurys,centru
392,Gegenstand::N,dalykas,obiect
393,Sache::N,daiktas,lucru
394,Sache::N,daiktas,chestie
395,Rand::N,kraštas,bordură
396,Rand::N,pakraštys,bordură
397,Kante::N,kraštas,muchie
398,Kante::N,kraštas,bordură
399,Ecke::N,kertė,colț
400,Ecke::N,kampas,colț
401,Spitze::N,priekis,vârf
402,Spitze::N,priekis,creștet
403,Spitze::N,priešakys,vârf
404,Spitze::N,priešakys,creștet
405,Ende::N,galas,capăt
406,Loch::N,skylė,gaură
407,Winkel::N,kampas,colț
408,Winkel::N,kampelis,colț
409,Muster::N,raštas,desen
410,Größe::N,dydis,mărime
411,Größe::N,didumas,mărime
412,Länge::N,ilgis,lungime
413,Länge::N,ilgumas,lungime
414,Höhe::N,aukštis,înălțime
415,Höhe::N,aukštuma,înălțime
416,Gewicht::N,svoris,greutate
417,Gewicht::N,svarstis,greutate
418,Menge::N,kiekis,cantitate
419,Menge::N,daugybė,cantitate
420,Haufen::N,krūva,grămadă
421,Haufen::N,šūsnis,grămadă
422,Reihe::N,greta,șir
423,Reihe::N,greta,rând
424,Boot::N,valtis,barcă
425,Boot::N,valtis,luntre
426,Boot::N,laivelis,barcă
427,Boot::N,laivelis,luntre
428,Ruder::N,irklas,vâslă
429,Ruder::N,irklas,lopată
430,Schlitten::N,rogės,sanie
431,Schlitten::N,rogutės,sanie
432,Ski::N,slidė,schi
433,Lagerfeuer::N,laužas,foc de tabără
434,Last::N,našta,povară
435,Last::N,našta,sarcină
436,Last::N,nešulys,povară
437,Last::N,nešulys,sarcină
438,Gang::N,eisena,mers
439,Gang::N,eisena,umblet
440,Schritt::N,žingsnis,pas
441,Norden::N,šiaurė,nord
442,Norden::N,šiaurė,miazănoapte
443,Norden::N,žiemiai,nord
444,Norden::N,žiemiai,miazănoapte
445,Süden::N,pietūs,sud
446,Süden::N,pietūs,miazăzi
447,Westen::N,vakarai,apus
448,Osten::N,rytai,est
449,Osten::N,rytai,răsărit
450,Holz::N,mediena,lemn
451,Brett::N,lenta,scândură
452,Platte::N,plokštė,placă
453,Stütze::N,atrama,proptea
454,Stütze::N,atspara,proptea
455,Stange::N,lazda,bară
456,Stange::N,lazda,prăjină
457,Stange::N,kartis,bară
458,Stange::N,kartis,prăjină
459,Stock::N,lazda,băț
460,Stock::N,lazda,baston
461,Stab::N,kartis,baston
462,Stab::N,kartis,prăjină
463,Rohr::N,vamzdis,tub
464,Rohr::N,vamzdis,țeavă
465,Haus::N,namas,casă
466,Heim::N,namai,casă
467,Heim::N,namai,cămin
468,Ofen::N,krosnis,sobă
469,Fußboden::N,grindys,podea
470,Fußboden::N,grindys,dușumea
471,Tisch::N,stalas,masă
472,Stuhl::N,kėdė,scaun
473,Wiege::N,lopšys,leagăn
474,Bett::N,lova,pat
475,Bett::N,patalai,pat
476,Regal::N,lentyna,rafturi
477,Kiste::N,dėžė,ladă
478,Kiste::N,dėžė,cutie
479,Fenster::N,langas,fereastră
480,Tür::N,durys,ușă
481,Tor::N,vartai,poartă
482,Zaun::N,tvora,gard
483,Dach::N,stogas,acoperiș
484,Leiter::N,kopėčios,scară
485,Besen::N,šluota,mătură
486,Spaten::N,lopeta,cazma
487,Spaten::N,lopeta,hârleț
488,Spaten::N,kastuvas,cazma
489,Spaten::N,kastuvas,hârleț
490,Schaufel::N,semtuvas,lopată
491,Gabel::N,šakutė,furculiță
492,Löffel::N,šaukštas,lingură
493,Messer::N,peilis,cuțit
494,Nagel::N,vinis,cui
495,Netz::N,tinklas,plasă
496,Haken::N,vagis,cârlig
497,Haken::N,kablys,cârlig
498,Griff::N,kotas,mâner
499,Griff::N,rankena,mâner
500,Schloss::N,spyna,lacăt
501,Schloss::N,užraktas,lacăt
502,Bild::N,paveikslas,tablou
503,Bild::N,paveikslas,imagine
504,Figur::N,figūra,chip
505,Figur::N,figūra,figură
506,Puppe::N,lėlė,păpușă
507,Beutel::N,krepšys,pungă
508,Beutel::N,krepšys,săculeț
509,Beutel::N,maišelis,pungă
510,Beutel::N,maišelis,săculeț
511,Bündel::N,ryšulys,mănunchi
512,Tasche::N,krepšelis,geantă
513,Eimer::N,kibiras,găleată
514,Deckel::N,dangtis,capac
515,Geschirr::N,indai,vase
516,Geschirr::N,indai,tacâmuri
517,Sack::N,maišas,sac
518,Tasse::N,puodukas,ceașcă
519,Topf::N,puodas,oală
520,Kessel::N,katilas,cazan
521,Kessel::N,katilas,căldare
522,Essen::N,valgis,mâncare
523,Nahrung::N,penas,hrană
524,Nahrung::N,penas,aliment
525,Nahrung::N,maistas,hrană
526,Nahrung::N,maistas,aliment
527,Speise::N,patiekalas,bucate
528,Speise::N,patiekalas,fel de bucate
529,Fleisch::N,mėsa,carne
530,Getreide::N,javai,cereale
531,Brei::N,košė,pireu
532,Brot::N,duona,pâine
533,Scheibe::N,riekė,felie
534,Scheibe::N,riekė,bucată
535,Fett::N,taukai,untură
536,Fett::N,taukai,grăsime
537,Fett::N,riebalai,untură
538,Fett::N,riebalai,grăsime
539,Butter::N,sviestas,unt
540,Öl::N,aliejus,ulei
541,Salz::N,druska,sare
542,Suppe::N,sriuba,supă
543,Suppe::N,sriuba,ciorbă
544,Honig::N,medus,miere
545,Milch::N,pienas,lapte
546,Tee::N,arbata,ceai
547,Leder::N,oda,piele
548,Wolle::N,vilna,lână
549,Stoff::N,audeklas,stofă
550,Nadel::N,adata,ac
551,Faden::N,gija,ață
552,Faden::N,siūlas,ață
553,Knopf::N,saga,buton
554,Knoten::N,mazgas,nod
555,Farbe::N,dažai,vopsea
556,Kleidung::N,rūbai,haine
557,Kleidung::N,rūbai,îmbrăcăminte
558,Kleidung::N,drabužiai,haine
559,Kleidung::N,drabužiai,îmbrăcăminte
560,Hemd::N,marškiniai,cămașă
561,Kragen::N,apykaklė,guler
562,Ärmel::N,rankovė,mânecă
563,Hose::N,kelnės,pantaloni
564,Gürtel::N,juosta,cordon
565,Gürtel::N,diržas,cordon
566,Mütze::N,kepurė,șapcă
567,Schuh::N,batas,gheată
568,Stiefel::N,auliniai batai,cizmă
569,Ring::N,žiedas,inel
570,Ring::N,žiedas,verigă
571,Band::N,kaspinas,panglică
572,Band::N,kaspinas,șiret
573,Kamm::N,šukos,pieptene
574,Spiegel::N,veidrodis,oglindă
575,Riemen::N,diržas,curea
576,Schnur::N,virvė,funie
577,Schnur::N,virvė,sfoară
578,Leine::N,pavadėlis,lesă
579,Leine::N,pavadėlis,curea
580,Decke::N,antklodė,pătură
581,Kissen::N,pagalvė,pernă
582,Kissen::N,priegalvis,pernă
583,Tuch::N,skarelė,batic
584,Handtuch::N,rankšluostis,prosop
585,Handtuch::N,rankšluostis,ștergar
586,Kraft::N,jėga,forță
587,Kraft::N,jėga,putere
588,Stärke::N,stiprumas,tărie
589,Stärke::N,stiprumas,vigoare
590,Gesundheit::N,sveikata,sănătate
591,Krankheit::N,liga,boală
592,Krankheit::N,liga,maladie
593,Schmerz::N,skausmas,durere
594,Wunde::N,žaizda,rană
595,Fieber::N,karštis,febră
596,Arznei::N,vaistas,leac
597,Arznei::N,vaistas,medicament
598,Brücke::N,tiltas,pod
599,Brücke::N,tiltas,punte
600,Brunnen::N,šulinys,puț
601,Weide::N,ganykla,izlaz
602,Weide::N,ganykla,pășune
603,Weide::N,gluosnis,izlaz
604,Weide::N,gluosnis,pășune
605,Pfad::N,takas,cărare
606,Weg::N,kelias,drum
607,Straße::N,gatvė,cale
608,Straße::N,gatvė,stradă
609,Dorf::N,kaimas,sat
610,Dorf::N,sodžius,sat
611,Stadt::N,miestas,oraș
612,Brief::N,laiškas,scrisoare
613,Buch::N,knyga,carte
614,Buchstabe::N,raidė,literă
615,Buchstabe::N,raidė,caracter
616,Zeitung::N,laikraštis,ziar
617,Zeitung::N,laikraštis,gazetă
618,Leben::N,gyvybė,viață
619,Leben::N,gyvenimas,viață
620,Tod::N,mirtis,moarte
621,Grab::N,kapas,groapă
622,Grab::N,kapas,mormânt
623,Kirche::N,bažnyčia,biserică
624,Sünde::N,nuodėmė,păcat
625,Sünde::N,nusidėjimas,păcat
626,Gott::N,dievas,zeu
627,Arbeiter::N,darbininkas,muncitor
628,Chef::N,šefas,șef
629,Chef::N,vadovas,șef
630,Chef::N,viršininkas,șef
631,Meister::N,meistras,meșter
632,Meister::N,meistras,maestru
633,Arzt::N,gydytojas,medic
634,Arzt::N,gydytojas,doctor
635,Lehrer::N,mokytojas,profesor
636,Lehrer::N,mokytojas,învățător
637,Geld::N,pinigai,bani
638,Geld::N,pinigai,parale
639,Geschäft::N,biznis,treabă
640,Geschäft::N,biznis,afacere
641,Laden::N,krautuvė,magazin
642,Laden::N,krautuvė,prăvălie
643,Laden::N,parduotuvė,magazin
644,Laden::N,parduotuvė,prăvălie
645,Preis::N,kaina,preț
646,Ware::N,prekė,marfă
647,Nutzen::N,nauda,folos
648,Nutzen::N,nauda,profit
649,Nutzen::N,pelnas,folos
650,Nutzen::N,pelnas,profit
651,Reichtum::N,turtas,avuție
652,Reichtum::N,turtas,bogăție
653,Welt::N,pasaulis,lume
654,Land::N,žemė,țară
655,Land::N,šalis,țară
656,Staat::N,valstija,stat
657,König::N,karalius,rege
658,Macht::N,galia,putere
659,Macht::N,galia,putință
660,Macht::N,valdžia,putere
661,Macht::N,valdžia,putință
662,Grenze::N,riba,hotar
663,Grenze::N,riba,graniță
664,Grenze::N,riba,frontieră
665,Grenze::N,siena,hotar
666,Grenze::N,siena,graniță
667,Grenze::N,siena,frontieră
668,Krieg::N,karas,război
669,Feind::N,priešas,dușman
670,Gewalt::N,jėga,violență
671,Gewalt::N,smurtas,violență
672,Gewalt::N,prievarta,violență
673,Kampf::N,kova,luptă
674,Bogen[Waffe]::N,lankas,arc
675,Pfeil::N,strėlė,săgeată
676,Gewehr::N,šautuvas,armă
677,Gewehr::N,šautuvas,pușcă
678,Fehler::N,klaida,eroare
679,Fehler::N,klaida,greșeală
680,Lüge::N,melas,minciună
681,Schaden::N,nuostolis,daună
682,Schaden::N,nuostolis,pagubă
683,Schaden::N,apgadinimas,daună
684,Schaden::N,apgadinimas,pagubă
685,Unglück::N,nelaimė,nenorocire
686,Schuld::N,kaltė,vină
687,Alter::N,amžius,etate
688,Alter::N,amžius,vârstă
689,Schluss::N,pabaiga,sfârșit
690,Zeit::N,laikas,timp
691,Zeit::N,laikas,vreme
692,Tag::N,diena,zi
693,Morgen::N,rytas,dimineață
694,Mittag::N,vidurdienis,prânz
695,Mittag::N,vidurdienis,amiază
696,Abend::N,vakaras,seară
697,Nacht::N,naktis,noapte
698,Woche::N,savaitė,săptămână
699,Monat::N,mėnuo,lună
700,Jahr::N,metai,an
701,Frühling::N,pavasaris,primăvară
702,Sommer::N,vasara,vară
703,Herbst::N,ruduo,toamnă
704,Winter::N,žiema,iarnă
705,Januar::N,sausis,ianuarie
706,Februar::N,vasaris,februarie
707,März::N,kovas,martie
708,April::N,balandis,aprilie
709,Mai::N,gegužė,mai
710,Juni::N,birželis,iunie
711,Juli::N,liepa,iulie
712,August::N,rugpjūtis,august
713,September::N,rugsėjis,septembrie
714,Oktober::N,spalis,octombrie
715,November::N,lapkritis,noiembrie
716,Dezember::N,gruodis,decembrie
717,Montag::N,pirmadienis,luni
718,Dienstag::N,antradienis,marți
719,Mittwoch::N,trečiadienis,miercuri
720,Donnerstag::N,ketvirtadienis,joi
721,Freitag::N,penktadienis,vineri
722,Samstag::N,šeštadienis,sâmbătă
723,Sonntag::N,sekmadienis,duminică
724,groß::A,didis,mare
725,groß::A,didelis,mare
726,klein::A,mažas,mic
727,lang::A,ilgas,lung
728,kurz::A,trumpas,scurt
729,breit::A,platus,lat
730,breit::A,platus,larg
731,schmal::A,smulkus,strâmt
732,dicht::A,tankus,des
733,dick[Gegenstand]::A,storas,gros
734,dünn::A,plonas,subțire
735,fein::A,smulkus,fin
736,fein::A,smulkus,subțire
737,fest::A,kietas,tare
738,fest::A,kietas,solid
739,fest::A,tvirtas,tare
740,fest::A,tvirtas,solid
741,flach::A,lėkštas,șes
742,flach::A,lėkštas,plan
743,flach::A,plokščias,șes
744,flach::A,plokščias,plan
745,glatt::A,slidus,lins
746,hart::A,kietas,dur
747,weich::A,minkštas,moale
748,rund::A,apvalus,rotund
749,rund::A,apvalus,circular
750,rund::A,apskritas,rotund
751,rund::A,apskritas,circular
752,spitz::A,aštrus,ascuțit
753,spitz::A,smailus,ascuțit
754,scharf::A,aštrus,tăios
755,scharf::A,aštrus,ascuțit
756,stumpf::A,bukas,tocit
757,stumpf::A,atšipęs,tocit
758,schwer::A,sunkus,greu
759,schön::A,gražus,frumos
760,heiß::A,karštas,cald
761,heiß::A,karštas,fierbinte
762,warm::A,šiltas,cald
763,warm::A,šiltas,fierbinte
764,kalt::A,šaltas,rece
765,kühl::A,vėsus,rece
766,kühl::A,vėsus,răcoros
767,kühl::A,bejausmis,rece
768,kühl::A,bejausmis,răcoros
769,frisch::A,šviežias,răcoros
770,frisch::A,šviežias,proaspăt
771,feucht::A,drėgnas,umed
772,feucht::A,drėgnas,jilav
773,nass::A,šlapias,ud
774,trocken::A,sausas,sec
775,trocken::A,sausas,uscat
776,voll::A,pilnas,plin
777,leer::A,tuščias,gol
778,offen::A,atviras,deschis
779,geschlossen::A,uždaras,închis
780,geschlossen::A,uždarytas,închis
781,sauber::A,švarus,curat
782,schmutzig::A,nešvarus,murdar
783,schmutzig::A,purvinas,murdar
784,roh::A,žalias,crud
785,reif::A,prinokęs,copt
786,reif::A,pribrendęs,copt
787,lecker::A,gardus,gustos
788,süß::A,saldus,dulce
789,bitter::A,kartus,amar
790,sauer::A,gižus,acru
791,sauer::A,rūgštus,acru
792,hell::A,šviesus,clar
793,hell::A,šviesus,luminos
794,hell::A,skaistus,clar
795,hell::A,skaistus,luminos
796,dunkel::A,tamsus,obscur
797,dunkel::A,tamsus,întunecos
798,schwarz::A,juodas,negru
799,weiß::A,baltas,alb
800,rot::A,raudonas,roșu
801,gelb::A,geltonas,galben
802,blau::A,mėlynas,albastru
803,grün::A,žalias,verde
804,grau::A,pilkas,gri
805,grau::A,pilkas,cenușiu
