,Concept_ID,br,ce
780,geboren werden::V,genel,хила
781,atmen::V,tennañ e anal,садеӏа
782,trinken::V,evañ,мала
783,essen::V,debriñ,кхалла
784,schlucken::V,lonkañ,къурдбан
785,müde werden::V,skuizhañ,кӏаддала
786,einschlafen::V,menel kousket,наб кхета
787,schlafen::V,kousket,вижа
788,schlafen::V,kousket,наб ян
789,schlafen::V,kousket,дижина хила
790,aufwachen::V,dihuniñ,самадала
791,aufstehen::V,sevel,гӏатта
792,sich erholen::V,diskuizhañ,садаӏа
793,krank werden::V,klañviñ,цомгуш хила
794,krank sein::V,bezañ klañv,цомгуш хила
795,schmerzen::V,skourjezañ,лаза
796,schmerzen::V,skourjezañ,ӏийжа
797,husten::V,pasaat,йовхарш етта
798,husten::V,peudal,йовхарш етта
799,genesen::V,pareañ,тадала
800,sterben::V,mervel,дала
801,umkommen::V,perisañ,хӏаллакхила
802,sich bewegen::V,bouljal,лела
803,sich rühren::V,fiñval,меттахъхьен
804,sich erheben::V,sevel,хьалагlатта
805,sich setzen::V,azezañ,хаа
806,sich setzen::V,mont en e goazez,хаа
807,hinfallen::V,kouezhañ,дожа
808,hinfallen::V,kouezhañ,охьакхета
809,laufen::V,redek,вада
810,laufen::V,redek,хьада
811,schreiten::V,kerzhet,болар дан
812,schreiten::V,kerzhet,ког баккха
813,spazierengehen::V,pourmen,доладала
814,eilen::V,hastañ,сихдала
815,sich beeilen::V,hastañ,сихдала
816,sausen::V,karzhañ,
817,rennen::V,redek,дада
818,springen::V,lammat,ирхкхийсадала
819,klettern::V,krimpat,тӏедийла
820,schaukeln::V,brañsellat,техко
821,kriechen::V,skrampañ,такха
822,schwimmen::V,neuial,некадан
823,tauchen::V,splujañ,чулелха
824,rudern::V,roeñvat,дига лело
825,rudern::V,roeñvat,кема лело
826,fahren::V,kas,хахка
827,fahren::V,bleniañ,хахка
828,fliegen::V,nijal,тӏемадала
829,gehen::V,mont,лeла
830,weggehen::V,mont kuit,дӏадаха
831,abfahren::V,mont kuit,дӏадаха
832,anhalten::V,chom a-sav,саца
833,hineingehen::V,monet e-barzh,чудала
834,eintreten::V,monet e-barzh,чудала
835,kommen::V,dont,кхача
836,kommen::V,dont,дӏакхача
837,kommen::V,dont,схьакхача
838,ankommen::V,erruout,кхача
839,ankommen::V,erruout,схьакхача
840,zurückkommen::V,addonet,юхада
841,bleiben::V,chom,диса
842,warten::V,gortoz,хьежа
843,warten::V,gortoz,cобар дан
844,erwarten::V,gortoz,хьоьжуш ӏан
845,suchen::V,klask,леха
846,finden::V,kavout,каро
847,versuchen::V,klask,дан хьажа
848,vorbereiten::V,aozañ,кечъян
849,lieben::V,karout,деза
850,mögen::V,karout,безамхила
851,lachen::V,c'hoarzin,дела
852,rühren::V,tenerañ,хьедан
853,weinen::V,gouelañ,делха
854,schimpfen::V,krozal,чехо
855,sich ärgern::V,fachañ,оьгӏазъэха
856,sich ärgern::V,en em fachañ,оьгӏазъэха
857,fliehen::V,tec'het,дӏадада
858,flüchten::V,tuzañ,дӏадада
859,sehen::V,gwelet,ган
860,anschauen::V,sellout ouzh,хьажа
861,anschauen::V,sellout ouzh,хьежа
862,ansehen::V,sellout ouzh,хьовса
863,hören::V,klevet,хаза
864,zuhören::V,selaou,ладогӏа
865,probieren::V,blasa,хьажа
866,riechen::V,klevet,хьожа яха
867,fühlen::V,santout,хаадала
868,scheinen::V,diskouez bezañ,мотта
869,zu sehen sein::V,bezañ gwelus,гуш хила
870,vernehmen::V,merzhañ,бартхатта
871,frieren::V,anoued,гӏоро
872,tun::V,ober,дан
873,können::V,gouzout,дадала
874,wollen::V,fellout da,тӏергӏа
875,wollen::V,kaout c'hoant da,тӏергӏа
876,anfangen::V,kregiñ,доло
877,beenden::V,achuiñ,довла
878,aufhören::V,paouez,саца
879,öffnen::V,digeriñ,дӏаделла
880,öffnen::V,digeriñ,схьаделла
881,schließen::V,serriñ,къовла
882,schließen::V,serriñ,дӏачӏагӏа
883,stellen::V,lakaat,хlотто
884,setzen::V,lakaat,дийгӏа
885,legen::V,lakaat,охьадилла
886,berühren::V,touch,хьедан
887,verbinden::V,eren,вовшахтаса
888,bedecken::V,goloiñ,тилла
889,bedecken::V,goloiñ,тӏетаса
890,aufhängen::V,istribilhañ,хьалаолла
891,anzünden::V,alumiñ,лато
892,anzünden::V,c'hwezzañ,лато
893,aufheben::V,dastum,айа
894,zurücklassen::V,lezel,дита
895,verlieren::V,koll,дайа
896,fallen lassen::V,laoskel,охьадожо
897,fallen lassen::V,lezel da gouezhel,охьадожо
898,machen::V,ober,дан
899,herstellen::V,fardañ,дан
900,bauen::V,sevel,гӏишлоян
901,reparieren::V,adaozañ,тадан
902,verbessern::V,gwellaat,нисдан
903,ändern::V,cheñch,хийца
904,graben::V,kleuzañ,ахка
905,beugen::V,plegañ,сатто
906,biegen::V,krommañ,сатто
907,drehen::V,treiñ,хьовзо
908,wenden::V,treiñ,
909,umdrehen::V,treiñ,хьовзo
910,heben::V,sevel,айа
911,heben::V,sevel,хьалаайа
912,hochheben::V,sevel,хьалаайа
913,ergreifen::V,kemer,дӏалаца
914,halten::V,dalc'hen,латто
915,drücken::V,bountañ,тӏетаӏо
916,schieben::V,poulzañ,татта
917,kratzen::V,skrabat,мӏараш тийса
918,lecken::V,lipat,мотт хьекха
919,beißen::V,kregiñ,катoха
920,abreißen::V,diframmañ,схьадаккха
921,abschneiden::V,troc'hañ,кхада
922,binden::V,stagañ,дӏадехка
923,binden::V,stagañ,вовшахтаса
924,stecken::V,sankañ,чудахийта
925,brechen::V,darnaouiñ,кагдан
926,klopfen::V,skoiñ,детта
927,hauen::V,dornañ,етта
928,kleben::V,pegañ,тӏелато
929,reiben::V,taravat,хьекхо
930,reiben::V,trekiñ,хьекхо
931,streichen::V,toazañ,тlехьакха
932,schleifen::V,lemmañ,ирдан
933,schneiden::V,troc'hañ,ларга
934,rütteln::V,tordorosañ,лесто
935,schütteln::V,hejañ,лесто
936,schütten::V,diskargañ,дотта
937,füllen::V,kargañ,дуза
938,einwickeln::V,gronnañ,хьарчо
939,tragen::V,dougen,дахьа
940,schleppen::V,stlejal,ийзо
941,ziehen::V,sachañ,озо
942,aufbewahren::V,miret,ӏалашдан
943,werfen::V,teuler,кхосса
944,fangen::V,tapañ,леца
945,packen::V,krapat,леца
946,verstecken::V,kuzhat,къайладаккха
947,teilen::V,rannañ,декъа
948,schicken::V,kas,дӏадахьийта
949,bringen::V,degas,дан
950,hinzufügen::V,lakat ouzhpenn,тӏетоха
951,bekommen::V,kaout,даккха
952,erhalten::V,kaout,даккха
953,nehmen::V,kemer,схьаэца
954,wählen::V,choaz,харжа
955,auswählen::V,dibab,харжа
956,bewahren::V,mirout,lалашдан
957,behindern::V,diaezañ,новкъарло ян
958,verderben::V,lovrañ,талхо
959,beschädigen::V,gwallegañ,дохо
960,zerbrechen::V,torriñ,дохо
961,zerbrechen::V,torriñ,кагдан
962,zerreißen::V,diroegiñ,хадо
963,zerstören::V,distrujañ,дохо
964,zerstören::V,distrujañ,кагдан
965,verbrennen::V,deviñ,даго
966,geben::V,reiñ,яла
967,schenken::V,donezonañ,совгӏат дан
968,versprechen::V,prometiñ,ваӏда дан
969,wünschen::V,hetiñ,лаа
970,loben::V,feurmiñ,хасто
971,küssen::V,pokat,оба яккха
972,wiegen::V,pouezañ,тахка
973,zudecken::V,goloiñ,тӏетаса
974,wecken::V,dihuniñ,самадаккха
975,zeigen::V,diskouez,гайта
976,führen::V,kas,дига
977,lehren::V,deskiñ,ӏамо
978,unterrichten::V,kelenn,хьеха
979,leiten::V,bleinañ,урхалла дан
980,antreiben::V,poulzañ,сихдан
981,lassen::V,leuskel,-йта
982,einladen::V,pediñ,кхайкха
983,vereinigen::V,unisañ,цхьаьнатоха
984,besuchen::V,gweladenniñ,хьажахIотта
985,treffen::V,kejal,дуьхьалкхета
986,treffen::V,ankontrañ,дуьхьалкхета
987,sich versammeln::V,bodennañ,гулдан
988,spielen::V,c'hoari,ловза
989,singen::V,kanañ,лакха
990,tanzen::V,dañsal,хелхадала
991,sich trennen::V,dispartiañ,къаста
992,verlassen::V,lezel,дита
993,retten::V,saveteiñ,кӏелхьардаккха
994,bewachen::V,mesa,ха дан
995,schützen::V,diwall,лардан
996,verteidigen::V,difenn,лардан
997,sich schlagen::V,lopañ,етта
998,siegen::V,trec'hiñ,тола
999,ärgern::V,hegasiñ,оьгӏаздахийта
1000,schlagen::V,skeiñ,тоха
1001,treten::V,botaouiñ,мийра тоха
1002,stechen::V,pikat,ӏотта
1003,stechen::V,pikat,къовзо
1004,stoßen::V,stokañ,татта
1005,stehlen::V,laerezh,лачкъо
1006,stören::V,direnkañ,новкъарло ян
1007,belästigen::V,dregasiñ,сагатдан
1008,verbergen::V,skoachañ,къайладаккха
1009,täuschen::V,tromplañ,ӏexo
1010,betrügen::V,lorbañ,ледан
1011,töten::V,lazhañ,ден
1012,wohnen::V,bezañ o chom,даха
1013,arbeiten::V,labourat,къахьега
1014,sammeln::V,dastum,гулдан
1015,pflücken::V,kuntuilhañ,даха
1016,jagen::V,chaseal,талла
1017,fischen::V,pesketa,чӏерий леца
1018,fassen::V,pakañ,лаца
1019,fassen::V,pakañ,схьалаца
1020,hüten::V,geota,лардан
1021,anbinden::V,stagañ,дӏадехка
1022,füttern::V,boueta,хӏума яла
1023,melken::V,goro,оза
1024,hacken::V,difrakal,
1025,gießen::V,dourañ,хи тоха
1026,reifen::V,azviñ,хьекъа
1027,zubereiten::V,keginañ,кечъян
1028,zubereiten::V,keginañ,кхача бан
1029,kochen::V,poazhañ,кхача бан
1030,backen::V,fritañ,датта
1031,braten::V,rostañ,кхарза
1032,stricken::V,stammañ,
1033,nähen::V,gwriat,тега
1034,färben::V,livañ,басардан
1035,reinigen::V,naetañ,цӏандан
1036,waschen::V,gwalc'hiñ,йила
1037,waschen::V,gwalc'hiñ,йитта
1038,waschen::V,gwalc'hiñ,дӏадайа
1039,abwischen::V,torchañ,дӏадайа
1040,spülen::V,disgwalc'hiñ,хи кхарза
1041,fegen::V,skubañ,нуй хьакха
1042,kehren::V,skubañ,нуй хьакха
1043,baden::V,kouronkañ,лийча
1044,sich waschen::V,en em walc'hiñ,юьхь йила
1045,sich anziehen::V,gwiskañ,духа
1046,kämmen::V,kribat,ехк хьакха
1047,schmücken::V,kinklañ,хаздан
1048,sagen::V,larêt,ала
1049,sagen::V,lavaret,ала
1050,sprechen::V,komz,баха
1051,sprechen::V,komz,мотт бийца
1052,reden::V,kaozeal,къамел дан
1053,sich unterhalten::V,balbotal,къамел дан
1054,fragen::V,goulenn,хатта
1055,bitten::V,goulenn,деха
1056,erzählen::V,kontañ,дийца
1057,mitteilen::V,kemenn,хаам бан
1058,nennen::V,anviñ,цӏе яккха
1059,rufen::V,gelver,кхайкха
1060,prahlen::V,fougeal,куралла ян
1061,prahlen::V,fougeal,дозалла дан
1062,übersetzen::V,treiñ,гоч дан
1063,denken::V,soñjal,ойла ян
1064,glauben::V,krediñ,теша
1065,bemerken::V,apresevañ,ган
1066,erkennen::V,anavout,довза
1067,begreifen::V,meizañ,кхета
1068,verstehen::V,kompren,кхета
1069,lernen::V,deskiñ,деша
1070,wissen::V,gouzout,хаа
1071,sich erinnern an::V,kaout soñj e,дагадан
1072,vergessen::V,ankouaat,дицдала
1073,messen::V,muzuliañ,дуста
1074,zählen::V,kontañ,дагардан
1075,rechnen::V,jedañ,лара
1076,lesen::V,lenn,еша
1077,malen::V,livañ,сурт дилла
1078,zeichnen::V,tresañ,сурт дилла
1079,schreiben::V,skrivañ,яздан
1080,besitzen::V,kaout,доладан
1081,kaufen::V,prenañ,эца
1082,verkaufen::V,gwerzhañ,дохка
1083,bezahlen::V,paeañ,мах бала
1084,zahlen::V,paeañ,мах бала
1085,beherrschen::V,mestroniañ,собаре хила
1086,ertragen::V,anduriñ,лан
1087,ertragen::V,anduriñ,сатоха
1088,ertragen::V,anduriñ,садетта
1089,Grube::N,,ор
1090,Spur::N,,лар
1091,Lehm::N,,поппар
1092,Laut::N,,аз
1093,Winkel::N,,са
1094,Lagerfeuer::N,,цӏе
1095,vergebens::ADV,,эрна
1096,untergehen[Sonne]::V,,чубуза
1097,läuten::V,,детта
1098,klingeln::V,,дека
1099,sich fürchten::V,,кхера
1100,fürchten::V,,кхера
1101,gelingen::V,,кадала
1102,geraten::V,,хила
1103,schwenken::V,,лесто
1104,reichen::V,,дӏадала
1105,reichen::V,,дӏакховдо
1106,aufziehen::V,,кхио
1107,schießen::V,,детта
1108,treiben::V,,лахка
1109,umrühren::V,,кего
1110,ausziehen::V,,духар дӏадаккха
