,Concept_ID,fr,fi
102,Raureif::N,givre,huurre
103,Regenbogen::N,arc-en-ciel,sateenkaari
104,Donner::N,tonnerre,jyrinä
105,Strömung::N,courant,virtaus
106,Tropfen::N,goutte,tippa
107,Tropfen::N,goutte,pisara
108,Schaum::N,écume,vaahto
109,Schaum::N,mousse,vaahto
110,Schmutz::N,boue,loka
111,Schmutz::N,saleté,loka
112,See::N,lac,järvi
113,Sumpf::N,marais,suo
114,Sumpf::N,marécage,suo
115,Moor::N,tourbière,räme
116,Wiese::N,pré,niitty
117,Wald::N,bois,metsä
118,Wald::N,forêt,metsä
119,Hügel::N,coteau,mäki
120,Hügel::N,coteau,kumpu
121,Hügel::N,coteau,kukkula
122,Hügel::N,colline,mäki
123,Hügel::N,colline,kumpu
124,Hügel::N,colline,kukkula
125,Anhöhe::N,éminence,mäki
126,Anhöhe::N,éminence,kumpare
127,Anhöhe::N,élévation,mäki
128,Anhöhe::N,élévation,kumpare
129,Berg::N,mont,mäki
130,Berg::N,mont,vuori
131,Berg::N,montagne,mäki
132,Berg::N,montagne,vuori
133,Gipfel::N,cime,laki
134,Gipfel::N,cime,huippu
135,Gipfel::N,sommet,laki
136,Gipfel::N,sommet,huippu
137,Höhle::N,caverne,luola
138,Abhang::N,pente,rinne
139,Abhang::N,versant,rinne
140,Quelle::N,source,lähde
141,Quelle::N,fontaine,lähde
142,Bach::N,ruisseau,puro
143,Fluss::N,fleuve,joki
144,Fluss::N,rivière,joki
145,Ufer::N,bord,ranta
146,Ufer::N,rivage,ranta
147,Küste::N,côte,rannikko
148,Festland::N,terre ferme,manner
149,Meer::N,mer,meri
150,Bucht::N,baie,lahti
151,Insel::N,île,saari
152,Blume::N,fleur,kukka
153,Gras::N,herbe,ruoho
154,Wurzel::N,racine,juuri
155,Baum::N,arbre,puu
156,Stamm::N,tronc,runko
157,Rinde::N,écorce,kuori
158,Rinde::N,écorce,parkki
159,Ast::N,branche,oksa
160,Zweig::N,rameau,haara
161,Blatt::N,feuille,lehti
162,Birke::N,bouleau,koivu
163,Kiefer[Baum]::N,pin,mänty
164,Kiefer[Baum]::N,pin,petäjä
165,Weide[Baum]::N,saule,paju
166,Tanne::N,sapin,kuusi
167,Horn::N,corne,sarvi
168,Feder::N,plume,sulka
169,Feder::N,plume,höyhen
170,Fell::N,peau,talja
171,Flügel::N,aile,siipi
172,Klaue::N,serre,kynsi
173,Kralle::N,ongle,kynsi
174,Kralle::N,griffe,kynsi
175,Schwanz::N,queue,häntä
176,Schwanz::N,queue,pyrstö
177,Ei::N,œuf,muna
178,Nest::N,nid,pesä
179,Bau::N,terrier,pesä
180,Tier::N,animal,eläin
181,Herde::N,troupeau,lauma
182,Kuh::N,vache,lehmä
183,Bulle::N,taureau,sonni
184,Pferd::N,cheval,hevonen
185,Schaf::N,mouton,lammas
186,Schwein::N,porc,sika
187,Schwein::N,cochon,sika
188,Hund::N,chien,koira
189,Katze::N,chat,kissa
190,Bär::N,ours,karhu
191,Eichhörnchen::N,écureuil,orava
192,Elch::N,élan,hirvi
193,Fuchs::N,renard,kettu
194,Hase::N,lièvre,jänis
195,Maus::N,souris,hiiri
196,Wolf::N,loup,susi
197,Vogel::N,oiseau,lintu
198,Schwarm::N,nuée,parvi
199,Schwarm::N,volée,parvi
200,Huhn::N,poule,kana
201,Hahn::N,coq,kukko
202,Gans::N,oie,hanhi
203,Adler::N,aigle,kotka
204,Ente::N,canard,ankka
205,Eule::N,hibou,pöllö
206,Kranich::N,grue,kurki
207,Krähe::N,corneille,varis
208,Kuckuck::N,coucou,käki
209,Schwan::N,cygne,joutsen
210,Fisch::N,poisson,kala
211,Barsch::N,perche,ahven
212,Hecht::N,brochet,hauki
213,Schlange[Tier]::N,serpent,käärme
214,Wurm::N,ver,mato
215,Spinne::N,araignée,hämähäkki
216,Ameise::N,fourmi,muurahainen
217,Laus::N,pou,täi
218,Mücke::N,moucheron,sääski
219,Mücke::N,moucheron,hyttynen
220,Fliege::N,mouche,kärpänen
221,Schmetterling::N,papillon,perhonen
222,Beere::N,baie,marja
223,Apfel::N,pomme,omena
224,Pilz::N,champignon,sieni
225,Zwiebel::N,oignon,sipuli
226,Saat::N,semence,siemenet
227,Korn::N,grain,jyvä
228,Korn::N,grain,vilja
229,Heu::N,foin,heinä
230,Schale::N,pelure,kuori
231,Grube::N,fosse,kuoppa
232,Falle::N,piège,loukku
233,Schlinge::N,lacs,ansa
234,Spur::N,trace,jälki
235,Asche::N,cendre,tuhka
236,Dreck::N,crotte,lika
237,Eisen::N,fer,rauta
238,Gold::N,or,kulta
239,Silber::N,argent,hopea
240,Kohle::N,charbon,hiili
241,Glas::N,verre,lasi
242,Lehm::N,glaise,savi
243,Sand::N,sable,hiekka
244,Mensch::N,homme,ihminen
245,Mann::N,homme,mies
246,Frau::N,femme,nainen
247,Kind::N,enfant,lapsi
248,Junge::N,garçon,poika
249,Mädchen::N,fille,tyttö
250,Mädchen::N,jeune fille,tyttö
251,Familie::N,famille,perhe
252,Großvater::N,grand-père,isoisä
253,Großmutter::N,grand-mère,isoäiti
254,Eltern::N,parents,vanhemmat
255,Vater::N,père,isä
256,Mutter::N,mère,äiti
257,Sohn::N,fils,poika
258,Tochter::N,fille,tytär
259,Bruder::N,frère,veli
260,Schwester::N,sœur,sisko
261,Onkel::N,oncle,eno
262,Onkel::N,oncle,setä
263,Tante::N,tante,täti
264,Ehemann::N,mari,mies
265,Ehemann::N,mari,aviomies
266,Ehemann::N,époux,mies
267,Ehemann::N,époux,aviomies
268,Ehefrau::N,femme,vaimo
269,Ehefrau::N,femme,aviovaimo
270,Ehefrau::N,épouse,vaimo
271,Ehefrau::N,épouse,aviovaimo
272,Freude::N,joie,ilo
273,Freude::N,joie,riemu
274,Freude::N,plaisir,ilo
275,Freude::N,plaisir,riemu
276,Gelächter::N,rires,nauru
277,Glück::N,bonheur,onni
278,Kummer::N,peine,suru
279,Kummer::N,peine,murhe
280,Kummer::N,chagrin,suru
281,Kummer::N,chagrin,murhe
282,Wunsch::N,désir,toive
283,Wunsch::N,désir,toivomus
284,Lust::N,envie,himo
285,Geist::N,esprit,henki
286,Gedanke::N,idée,aate
287,Gedanke::N,idée,ajatus
288,Gedanke::N,pensée,aate
289,Gedanke::N,pensée,ajatus
290,Gedächtnis::N,mémoire,muisti
291,Verstand::N,raison,äly
292,Verstand::N,raison,järki
293,Verstand::N,raison,ymmärrys
294,Sinn::N,sens,merkitys
295,Grund::N,cause,syy
296,Grund::N,cause,peruste
297,Grund::N,raison,syy
298,Grund::N,raison,peruste
299,Wahrheit::N,vérité,tosi
300,Wahrheit::N,vérité,totuus
301,Gespräch::N,conversation,puhelu
302,Gespräch::N,conversation,keskustelu
303,Märchen::N,conte,satu
304,Märchen::N,conte de fées,satu
305,Erzählung::N,conte,tarina
306,Erzählung::N,conte,kertomus
307,Erzählung::N,narration,tarina
308,Erzählung::N,narration,kertomus
309,Nachricht::N,message,tieto
310,Nachricht::N,message,ilmoitus
311,Neuigkeit::N,nouvelle,uutinen
312,Name::N,nom,nimi
313,Rätsel::N,énigme,arvoitus
314,Rätsel::N,devinette,arvoitus
315,Rede::N,parole,puhe
316,Rede::N,discours,puhe
317,Sprache::N,langue,kieli
318,Sprache::N,langage,kieli
319,Stimme::N,voix,ääni
320,Wort::N,mot,sana
321,Zeichen::N,signe,merkki
322,Ruf::N,cri,kutsu
323,Ruf::N,appel,kutsu
324,Lärm::N,bruit,melu
325,Lärm::N,bruit,hälinä
326,Laut::N,son,ääni
327,Ton::N,ton,sävel
328,Lied::N,chant,laulu
329,Lied::N,chanson,laulu
330,Ruhe::N,calme,lepo
331,Ruhe::N,calme,rauha
332,Ruhe::N,tranquillité,lepo
333,Ruhe::N,tranquillité,rauha
334,Leute::N,gens,väki
335,Leute::N,gens,ihmiset
336,Volk::N,peuple,kansa
337,Arbeit::N,travail,työ
338,Gast::N,hôte,vieras
339,Gast::N,invité,vieras
340,Geschenk::N,cadeau,lahja
341,Geschenk::N,présent,lahja
342,Spiel::N,jeu,peli
343,Spiel::N,jeu,leikki
344,Gesellschaft::N,compagnie,seura
345,Hilfe::N,aide,apu
346,Hilfe::N,secours,apu
347,Freund::N,ami,ystävä
348,Kamerad::N,copain,toveri
349,Kamerad::N,camarade,toveri
350,Angelegenheit::N,affaire,asia
351,Anzahl::N,nombre,lukumäärä
352,Art::N,sorte,laji
353,Art::N,espèce,laji
354,Stück::N,morceau,pala
355,Stück::N,morceau,kappale
356,Teil::N,part,osa
357,Teil::N,partie,osa
358,Hälfte::N,moitié,puoli
359,Kreis::N,cercle,ympyrä
360,Kreuz::N,croix,risti
361,Linie::N,ligne,viiva
362,Strich::N,trait,piirto
363,Abstand::N,écart,väli
364,Abstand::N,écart,väljyys
365,Entfernung::N,distance,etäisyys
366,Gegend::N,région,seutu
367,Gegend::N,contrée,seutu
368,Platz::N,place,tila
369,Ort::N,lieu,kohta
370,Ort::N,lieu,paikka
371,Ort::N,endroit,kohta
372,Ort::N,endroit,paikka
373,Seite::N,côté,sivu
374,Seite::N,côté,kylki
375,Mitte::N,milieu,keskus
376,Mitte::N,milieu,puoliväli
377,Gegenstand::N,objet,kalu
378,Gegenstand::N,objet,esine
379,Sache::N,chose,asia
380,Rand::N,bord,ääri
381,Rand::N,bord,syrjä
382,Kante::N,arête,särmä
383,Ecke::N,coin,nurkka
384,Ecke::N,tournant,nurkka
385,Spitze::N,cime,terä
386,Spitze::N,cime,kärki
387,Spitze::N,pointe,terä
388,Spitze::N,pointe,kärki
389,Ende::N,bout,pää
390,Ende::N,bout,perä
391,Loch::N,trou,kolo
392,Loch::N,trou,reikä
393,Winkel::N,coin,kulma
394,Winkel::N,réduit,kulma
395,Muster::N,dessin,kuvio
396,Größe::N,grandeur,koko
397,Größe::N,grandeur,suuruus
398,Länge::N,longueur,pituus
399,Höhe::N,hauteur,korkeus
400,Höhe::N,altitude,korkeus
401,Gewicht::N,poids,paino
402,Menge::N,quantité,määrä
403,Haufen::N,tas,kasa
404,Reihe::N,file,rivi
405,Reihe::N,rangée,rivi
406,Boot::N,canot,vene
407,Boot::N,bateau,vene
408,Ruder::N,rame,airo
409,Ruder::N,aviron,airo
410,Schlitten::N,traîneau,reki
411,Schlitten::N,traîneau,kelkka
412,Ski::N,ski,suksi
413,Lagerfeuer::N,feu de camp,nuotio
414,Last::N,charge,kuorma
415,Last::N,fardeau,kuorma
416,Gang::N,tour,kulku
417,Gang::N,tour,käynti
418,Gang::N,marche,kulku
419,Gang::N,marche,käynti
420,Schritt::N,pas,askel
421,Norden::N,nord,pohjoinen
422,Süden::N,sud,etelä
423,Westen::N,ouest,länsi
424,Westen::N,occident,länsi
425,Osten::N,est,itä
426,Osten::N,orient,itä
427,Holz::N,bois,puu
428,Brett::N,planche,lauta
429,Platte::N,plaque,levy
430,Stütze::N,appui,noja
431,Stütze::N,soutien,noja
432,Stange::N,barre,tanko
433,Stange::N,perche,tanko
434,Stock::N,canne,keppi
435,Stab::N,bâton,sauva
436,Stab::N,bâton,seiväs
437,Rohr::N,tube,putki
438,Rohr::N,tuyau,putki
439,Haus::N,maison,talo
440,Heim::N,maison,koti
441,Ofen::N,poêle,uuni
442,Fußboden::N,plancher,lattia
443,Tisch::N,table,pöytä
444,Stuhl::N,chaise,tuoli
445,Wiege::N,berceau,kehto
446,Bett::N,lit,sänky
447,Regal::N,étagère,hylly
448,Kiste::N,caisse,arkku
449,Kiste::N,caisse,kirstu
450,Kiste::N,caisse,laatikko
451,Fenster::N,fenêtre,ikkuna
452,Tür::N,porte,ovi
453,Tor::N,porte,portti
454,Tor::N,portail,portti
455,Zaun::N,clôture,aita
456,Dach::N,toit,katto
457,Leiter::N,échelle,tikkaat
458,Leiter::N,échelle,tikapuut
459,Besen::N,balai,luuta
460,Spaten::N,bêche,lapio
461,Schaufel::N,pelle,lapio
462,Gabel::N,fourchette,haarukka
463,Löffel::N,cuiller,lusikka
464,Messer::N,couteau,veitsi
465,Nagel::N,clou,naula
466,Netz::N,filet,verkko
467,Haken::N,croc,haka
468,Haken::N,croc,koukku
469,Haken::N,crochet,haka
470,Haken::N,crochet,koukku
471,Griff::N,prise,ripa
472,Griff::N,prise,kahva
473,Griff::N,manche,ripa
474,Griff::N,manche,kahva
475,Schloss::N,serrure,lukko
476,Bild::N,image,kuva
477,Bild::N,tableau,kuva
478,Figur::N,figure,kuvio
479,Puppe::N,poupée,nukke
480,Beutel::N,sac,pussi
481,Beutel::N,petit sac,pussi
482,Bündel::N,paquet,nippu
483,Bündel::N,paquet,kimppu
484,Bündel::N,faisceau,nippu
485,Bündel::N,faisceau,kimppu
486,Tasche::N,sac,laukku
487,Eimer::N,seau,sanko
488,Eimer::N,seau,ämpäri
489,Deckel::N,couvercle,kansi
490,Geschirr::N,vaisselle,astia
491,Sack::N,sac,säkki
492,Tasse::N,tasse,kuppi
493,Topf::N,pot,pata
494,Topf::N,marmite,pata
495,Kessel::N,chaudron,kattila
496,Essen::N,repas,syönti
497,Essen::N,manger,syönti
498,Nahrung::N,nourriture,ruoka
499,Nahrung::N,nourriture,ravinto
500,Speise::N,plat,ruoka
501,Fleisch::N,viande,liha
502,Getreide::N,blé,vilja
503,Getreide::N,céréales,vilja
504,Brei::N,purée,puuro
505,Brei::N,bouillie,puuro
506,Brot::N,pain,leipä
507,Scheibe::N,tranche,viipale
508,Fett::N,graisse,rasva
509,Butter::N,beurre,voi
510,Öl::N,huile,öljy
511,Salz::N,sel,suola
512,Suppe::N,soupe,keitto
513,Suppe::N,potage,keitto
514,Honig::N,miel,hunaja
515,Milch::N,lait,maito
516,Tee::N,thé,tee
517,Leder::N,cuir,nahka
518,Wolle::N,laine,villa
519,Stoff::N,tissu,kangas
520,Stoff::N,étoffe,kangas
521,Nadel::N,aiguille,neula
522,Faden::N,fil,lanka
523,Knopf::N,bouton,nappi
524,Knoten::N,nœud,solmu
525,Farbe::N,peinture,maali
526,Kleidung::N,vêtements,vaatteet
527,Kleidung::N,habillement,vaatteet
528,Hemd::N,chemise,paita
529,Kragen::N,col,kaulus
530,Ärmel::N,manche,hiha
531,Hose::N,pantalon,housut
532,Gürtel::N,ceinture,vyö
533,Mütze::N,bonnet,lakki
534,Mütze::N,casquette,lakki
535,Schuh::N,soulier,kenkä
536,Schuh::N,chaussure,kenkä
537,Stiefel::N,botte,saapas
538,Ring::N,bague,sormus
539,Band::N,ruban,nauha
540,Kamm::N,peigne,kampa
541,Spiegel::N,glace,peili
542,Spiegel::N,miroir,peili
543,Riemen::N,lanière,hihna
544,Riemen::N,courroie,hihna
545,Schnur::N,corde,naru
546,Schnur::N,corde,nuora
547,Schnur::N,ficelle,naru
548,Schnur::N,ficelle,nuora
549,Leine::N,laisse,talutushihna
550,Decke::N,couverture,peite
551,Kissen::N,oreiller,tyyny
552,Kissen::N,oreiller,pielus
553,Tuch::N,drap,huivi
554,Tuch::N,fichu,huivi
555,Handtuch::N,serviette,pyyheliina
556,Handtuch::N,essuie-mains,pyyheliina
557,Kraft::N,force,väki
558,Kraft::N,force,voima
559,Stärke::N,vigueur,vahvuus
560,Gesundheit::N,santé,terveys
561,Krankheit::N,maladie,tauti
562,Krankheit::N,maladie,sairaus
563,Schmerz::N,douleur,kipu
564,Schmerz::N,douleur,särky
565,Wunde::N,plaie,haava
566,Wunde::N,blessure,haava
567,Fieber::N,fièvre,kuume
568,Arznei::N,remède,lääke
569,Arznei::N,médecine,lääke
570,Brücke::N,pont,silta
571,Brunnen::N,puits,kaivo
572,Weide::N,pâturage,laidun
573,Pfad::N,sentier,polku
574,Weg::N,voie,tie
575,Weg::N,chemin,tie
576,Straße::N,route,katu
577,Dorf::N,village,kylä
578,Stadt::N,cité,kaupunki
579,Stadt::N,ville,kaupunki
580,Brief::N,lettre,kirje
581,Buch::N,livre,kirja
582,Buchstabe::N,lettre,kirjain
583,Buchstabe::N,caractère,kirjain
584,Zeitung::N,journal,lehti
585,Zeitung::N,journal,sanomalehti
586,Leben::N,vie,elo
587,Leben::N,vie,elämä
588,Tod::N,mort,kuolema
589,Grab::N,tombe,hauta
590,Kirche::N,église,kirkko
591,Sünde::N,péché,synti
592,Gott::N,dieu,jumala
593,Arbeiter::N,ouvrier,työläinen
594,Arbeiter::N,travailleur,työläinen
595,Chef::N,chef,päällikkö
596,Chef::N,patron,päällikkö
597,Meister::N,maître,mestari
598,Arzt::N,médecin,lääkäri
599,Lehrer::N,professeur,opettaja
600,Lehrer::N,instituteur,opettaja
601,Geld::N,argent,raha
602,Geschäft::N,affaire,liike
603,Geschäft::N,commerce,liike
604,Laden::N,magasin,puoti
605,Laden::N,magasin,kauppa
606,Laden::N,boutique,puoti
607,Laden::N,boutique,kauppa
608,Preis::N,prix,hinta
609,Ware::N,marchandise,tavara
610,Nutzen::N,profit,hyöty
611,Reichtum::N,richesse,rikkaus
612,Welt::N,monde,maailma
613,Land::N,pays,maa
614,Staat::N,État,valtio
615,König::N,roi,kuningas
616,Macht::N,pouvoir,mahti
617,Macht::N,puissance,mahti
618,Grenze::N,frontière,raja
619,Krieg::N,guerre,sota
620,Feind::N,ennemi,vihollinen
621,Gewalt::N,violence,väkivalta
622,Kampf::N,lutte,taistelu
623,Kampf::N,combat,taistelu
624,Bogen[Waffe]::N,arc,jousi
625,Pfeil::N,flèche,nuoli
626,Gewehr::N,fusil,kivääri
627,Fehler::N,faute,vika
628,Fehler::N,faute,virhe
629,Fehler::N,erreur,vika
630,Fehler::N,erreur,virhe
631,Lüge::N,mensonge,valhe
632,Schaden::N,dégât,vaurio
633,Schaden::N,dégât,vahinko
634,Schaden::N,dommage,vaurio
635,Schaden::N,dommage,vahinko
636,Unglück::N,malheur,vahinko
637,Unglück::N,malheur,onnettomuus
638,Schuld::N,faute,syy
639,Schuld::N,culpabilité,syy
640,Alter::N,âge,ikä
641,Schluss::N,fin,loppu
642,Zeit::N,temps,aika
643,Tag::N,jour,päivä
644,Tag::N,journée,päivä
645,Morgen::N,matin,aamu
646,Morgen::N,matin,huomen
647,Morgen::N,matinée,aamu
648,Morgen::N,matinée,huomen
649,Mittag::N,midi,keskipäivä
650,Abend::N,soir,ilta
651,Abend::N,soirée,ilta
652,Nacht::N,nuit,yö
653,Woche::N,semaine,viikko
654,Monat::N,mois,kuukausi
655,Jahr::N,an,vuosi
656,Jahr::N,année,vuosi
657,Frühling::N,printemps,kevät
658,Sommer::N,été,kesä
659,Herbst::N,automne,syksy
660,Winter::N,hiver,talvi
661,Januar::N,janvier,tammikuu
662,Februar::N,février,helmikuu
663,März::N,mars,maaliskuu
664,April::N,avril,huhtikuu
665,Mai::N,mai,toukokuu
666,Juni::N,juin,kesäkuu
667,Juli::N,juillet,heinäkuu
668,August::N,août,elokuu
669,September::N,septembre,syyskuu
670,Oktober::N,octobre,lokakuu
671,November::N,novembre,marraskuu
672,Dezember::N,décembre,joulukuu
673,Montag::N,lundi,maanantai
674,Dienstag::N,mardi,tiistai
675,Mittwoch::N,mercredi,keskiviikko
676,Donnerstag::N,jeudi,torstai
677,Freitag::N,vendredi,perjantai
678,Samstag::N,samedi,lauantai
679,Sonntag::N,dimanche,sunnuntai
680,groß::A,grand,iso
681,groß::A,grand,suuri
682,klein::A,petit,pieni
683,lang::A,long,pitkä
684,kurz::A,court,lyhyt
685,breit::A,large,leveä
686,schmal::A,étroit,kapea
687,dicht::A,dense,taaja
688,dick[Gegenstand]::A,épais,paksu
689,dünn::A,mince,ohut
690,fein::A,fin,hieno
691,fein::A,menu,hieno
692,fest::A,ferme,luja
693,fest::A,solide,luja
694,flach::A,plat,litteä
695,flach::A,plat,tasainen
696,glatt::A,poli,sileä
697,glatt::A,poli,siloinen
698,glatt::A,lisse,sileä
699,glatt::A,lisse,siloinen
700,hart::A,dur,kova
701,weich::A,mou,pehmeä
702,rund::A,rond,pyöreä
703,spitz::A,aigu,terävä
704,spitz::A,pointu,terävä
705,scharf::A,tranchant,terävä
706,stumpf::A,mousse,tylsä
707,stumpf::A,émoussé,tylsä
708,schwer::A,lourd,raskas
709,schwer::A,lourd,painava
710,schwer::A,pesant,raskas
711,schwer::A,pesant,painava
712,schön::A,beau,kaunis
713,heiß::A,chaud,kuuma
714,heiß::A,très chaud,kuuma
715,warm::A,chaud,lämmin
716,kalt::A,froid,kylmä
717,kalt::A,froid,viluinen
718,kühl::A,frais,viileä
719,frisch::A,frais,tuore
720,feucht::A,humide,kostea
721,nass::A,mouillé,märkä
722,trocken::A,sec,kuiva
723,voll::A,plein,täysi
724,voll::A,rempli,täysi
725,leer::A,vide,tyhjä
726,offen::A,ouvert,avonainen
727,geschlossen::A,clos,suljettu
728,geschlossen::A,fermé,suljettu
729,sauber::A,net,puhdas
730,sauber::A,propre,puhdas
731,schmutzig::A,sale,likainen
732,schmutzig::A,crasseux,likainen
733,roh::A,cru,raaka
734,roh::A,brut,raaka
735,reif::A,mûr,kypsä
736,lecker::A,délicieux,herkullinen
737,lecker::A,appétissant,herkullinen
738,süß::A,doux,makea
739,bitter::A,amer,karvas
740,bitter::A,amer,kitkerä
741,sauer::A,aigre,hapan
742,hell::A,clair,kirkas
743,hell::A,clair,valoisa
744,dunkel::A,sombre,pimeä
745,schwarz::A,noir,musta
746,weiß::A,blanc,valkea
747,rot::A,rouge,punainen
748,gelb::A,jaune,keltainen
749,blau::A,bleu,sininen
750,grün::A,vert,vihreä
751,grau::A,gris,harmaa
752,bunt::A,multicolore,kirjava
753,billig::A,bon marché,halpa
754,billig::A,bon marché,huokea
755,teuer::A,cher,kallis
756,wertvoll::A,précieux,arvokas
757,blind::A,aveugle,sokea
758,taub::A,sourd,kuuro
759,kräftig::A,fort,väkevä
760,kräftig::A,fort,voimakas
761,kräftig::A,vigoureux,väkevä
762,kräftig::A,vigoureux,voimakas
763,stark::A,fort,vahva
764,stark::A,puissant,vahva
765,schwach::A,faible,heikko
766,fett::A,gras,lihava
767,schlank::A,svelte,hoikka
768,schlank::A,svelte,solakka
769,hübsch::A,joli,soma
770,hübsch::A,joli,sievä
771,böse::A,mauvais,paha
772,böse::A,mauvais,häijy
773,dumm::A,sot,tyhmä
774,dumm::A,sot,typerä
775,dumm::A,bête,tyhmä
776,dumm::A,bête,typerä
777,faul::A,fainéant,laiska
778,faul::A,paresseux,laiska
779,fleißig::A,appliqué,ahkera
780,geizig::A,avare,saita
781,klug::A,intelligent,älykäs
782,geschickt::A,habile,taitava
783,lieb::A,cher,rakas
784,lieb::A,gentil,rakas
785,lustig::A,gai,hauska
786,lustig::A,gai,iloinen
787,lustig::A,joyeux,hauska
788,lustig::A,joyeux,iloinen
789,sanft::A,doux,lauha
790,sanft::A,doux,lempeä
791,hungrig::A,affamé,nälkäinen
792,krank::A,malade,sairas
793,nackt::A,nu,alaston
794,traurig::A,triste,surullinen
795,traurig::A,triste,murheellinen
796,lebendig::A,vivant,elävä
797,gut::A,bon,hyvä
798,schlecht::A,mauvais,paha
799,schlecht::A,mauvais,huono
800,richtig::A,juste,oikea
801,richtig::A,correct,oikea
802,schlimm::A,grave,paha
803,schlimm::A,mauvais,paha
804,wahr::A,vrai,tosi
805,wahr::A,véritable,tosi
806,alt::A,vieux,vanha
807,neu::A,neuf,uusi
808,neu::A,nouveau,uusi
809,ehemalig::A,ancien,entinen
810,ehemalig::A,ancien,muinainen
811,alt[Lebewesen]::A,âgé,vanha
812,alt[Lebewesen]::A,vieux,vanha
813,jung::A,jeune,nuori
814,arm::A,pauvre,köyhä
815,reich::A,riche,rikas
816,bekannt::A,connu,tuttu
817,bekannt::A,connu,tunnettu
818,berühmt::A,fameux,kuuluisa
819,berühmt::A,célèbre,kuuluisa
820,fremd::A,étranger,vieras
821,verschieden::A,différent,eri
822,verschieden::A,différent,erilainen
823,nah::A,lié,läheinen
824,nah::A,proche,läheinen
825,fern::A,éloigné,etäinen
826,fern::A,lointain,etäinen
827,linker::A,gauche,vasen
828,rechter::A,droit,oikea
829,anderer::A,autre,muu
830,anderer::A,autre,toinen
831,erster::A,premier,ensimmäinen
832,zweiter::A,second,toinen
833,zweiter::A,deuxième,toinen
834,dritter::A,troisième,kolmas
835,letzter::A,dernier,viimeinen
836,allein::ADV,seul,yksin
837,auf einmal::ADV,à la fois,yhdellä kertaa
838,zusammen::ADV,ensemble,yhdessä
839,lange::ADV,longtemps,kauan
840,lange::ADV,longtemps,pitkään
