,Concept_ID,kk,bg
77,Stern::N,жұлдыз,звезда
78,Luft::N,әуе,въздух
79,Wind::N,жел,вятър
80,Welle::N,толқын,вълна
81,Wasser::N,су,вода
82,Stein::N,тас,камък
83,Boden::N,қыртыс,земя
84,Boden::N,қыртыс,почва
85,Erde::N,топырақ,земя
86,Erde::N,топырақ,почва
87,Staub::N,шаң,прах
88,Rauch::N,түтін,дим
89,Rauch::N,түтін,пушек
90,Funke::N,ұшқын,искра
91,Feuer::N,алау,огън
92,Licht::N,шұғыла,светлина
93,Schatten::N,көлеңке,сянка
94,Wetter::N,ауа райы,време
95,Nebel::N,тұман,мъгла
96,Wolke::N,бұлт,облак
97,Regen::N,жаңбыр,дъжд
98,Schnee::N,қар,сняг
99,Eis::N,мұз,лед
100,Frost::N,суық,мраз
101,Kälte::N,ызғар,студ
102,Kälte::N,суықтық,студ
103,Hitze::N,аптап,жега
104,Hitze::N,аптап,горещина
105,Raureif::N,қырау,скреж
106,Raureif::N,қырау,слана
107,Regenbogen::N,кемпірқосақ,дъга
108,Donner::N,күн күркіреу,гръм
109,Strömung::N,ағын,течение
110,Tropfen::N,тамшы,капка
111,Schaum::N,көбік,пяна
112,Schmutz::N,кір,кал
113,Schmutz::N,кір,мръсотия
114,See::N,көл,езеро
115,Sumpf::N,саз,блато
116,Moor::N,саз,мочурище
117,Wiese::N,шалғын,ливада
118,Wald::N,орман,гора
119,Hügel::N,төбе,рид
120,Hügel::N,төбе,хълм
121,Hügel::N,белес,рид
122,Hügel::N,белес,хълм
123,Hügel::N,белес-белес,рид
124,Hügel::N,белес-белес,хълм
125,Anhöhe::N,дөң,могила
126,Anhöhe::N,дөң,възвишение
127,Anhöhe::N,адыр,могила
128,Anhöhe::N,адыр,възвишение
129,Anhöhe::N,қырат,могила
130,Anhöhe::N,қырат,възвишение
131,Berg::N,тау,планина
132,Gipfel::N,төбе,връх
133,Höhle::N,үңгір,пещера
134,Abhang::N,бауыр,склон
135,Abhang::N,бауыр,стръмнина
136,Quelle::N,қайнар,извор
137,Bach::N,жылға,поток
138,Fluss::N,өзен,река
139,Ufer::N,жиек,бряг
140,Küste::N,жиегі,бряг
141,Küste::N,жиегі,крайбрежие
142,Küste::N,жағалау,бряг
143,Küste::N,жағалау,крайбрежие
144,Festland::N,құрылық,суша
145,Meer::N,теңіз,море
146,Bucht::N,шығанақ,залив
147,Insel::N,арал,остров
148,Blume::N,гүл,цвете
149,Gras::N,от,трева
150,Wurzel::N,түбір,корен
151,Baum::N,ағаш,дърво
152,Baum::N,дарақ,дърво
153,Stamm::N,сояу,стъбло
154,Stamm::N,оқпан,стъбло
155,Rinde::N,қабық,кора
156,Ast::N,бұтақ,клон
157,Zweig::N,шыбық,клон
158,Blatt::N,жапырақ,лист
159,Birke::N,қайың,бреза
160,Kiefer[Baum]::N,қарағай,бор
161,Weide[Baum]::N,тал,върба
162,Tanne::N,шырша,ела
163,Horn::N,мүйіз,рог
164,Feder::N,қаламұш,перо
165,Fell::N,тері,кожа
166,Flügel::N,қанат,крило
167,Klaue::N,тырнақ,нокът
168,Kralle::N,аяқ,нокът
169,Schwanz::N,құйрық,опашка
170,Ei::N,жұмыртқа,яйце
171,Nest::N,ұя,гнездо
172,Bau::N,жатақ,дупка
173,Tier::N,айуан,животно
174,Tier::N,жануар,животно
175,Herde::N,пада,стадо
176,Kuh::N,сиыр,крава
177,Bulle::N,өгіз,бик
178,Pferd::N,жылқы,кон
179,Schaf::N,қой,овца
180,Schwein::N,шошқа,свиня
181,Hund::N,ит,куче
182,Katze::N,мысық,котка
183,Bär::N,аю,мечка
184,Eichhörnchen::N,тиін,катерица
185,Elch::N,бұғы,лос
186,Fuchs::N,түлкі,лисица
187,Hase::N,қоян,заек
188,Maus::N,қаптесер,мишка
189,Wolf::N,бөрі,вълк
190,Wolf::N,қасқыр,вълк
191,Vogel::N,құс,птица
192,Schwarm::N,топ,рой
193,Schwarm::N,топ,рояк
194,Schwarm::N,үйір,рой
195,Schwarm::N,үйір,рояк
196,Huhn::N,тауық,кокошка
197,Huhn::N,мекиен,кокошка
198,Hahn::N,әтеш,петел
199,Hahn::N,қораз,петел
200,Gans::N,қаз,гъска
201,Adler::N,бүркіт,орел
202,Ente::N,үйрек,патица
203,Eule::N,жапалақ,сова
204,Kranich::N,тырна,жерав
205,Krähe::N,қарға,врана
206,Kuckuck::N,көкек,кукувица
207,Schwan::N,аққу,лебед
208,Fisch::N,балық,риба
209,Barsch::N,алабұға,костур
210,Hecht::N,шортан,щука
211,Schlange[Tier]::N,жылан,змия
212,Wurm::N,шұбалшаң,червей
213,Spinne::N,өрмекші,паяк
214,Ameise::N,қүмырска,мравка
215,Laus::N,бит,въшка
216,Mücke::N,маса,комар
217,Fliege::N,шыбын,муха
218,Schmetterling::N,көбелек,пеперуда
219,Beere::N,жидек,плод
220,Apfel::N,алма,ябълка
221,Pilz::N,қозықұйрық,гъба
222,Pilz::N,саңыраукулақ,гъба
223,Zwiebel::N,жуа,лук
224,Zwiebel::N,жуа,кромид
225,Saat::N,тұқым,семе
226,Korn::N,дән,зърно
227,Heu::N,шөп,сено
228,Schale::N,қабық,кора
229,Schale::N,қабығы,кора
230,Grube::N,ор,яма
231,Grube::N,ор,дупка
232,Falle::N,дұзақ,примка
233,Falle::N,қақпан,примка
234,Schlinge::N,ілмек,клуп
235,Spur::N,із,диря
236,Spur::N,із,следа
237,Asche::N,күл,пепел
238,Dreck::N,былғаныш,кал
239,Eisen::N,темір,желязо
240,Gold::N,алтын,злато
241,Silber::N,күміс,сребро
242,Kohle::N,көмір,въглища
243,Glas::N,шыны,стъкло
244,Lehm::N,балшық,глина
245,Sand::N,құм,пясък
246,Mensch::N,адам,човек
247,Mann::N,еркек,мъж
248,Mann::N,ер адам,мъж
249,Frau::N,бике,жена
250,Frau::N,қатын,жена
251,Kind::N,бала,дете
252,Kind::N,перзент,дете
253,Junge::N,бала,момче
254,Junge::N,ер бала,момче
255,Mädchen::N,қыз,момиче
256,Familie::N,жанұя,фамилия
257,Familie::N,жанұя,семейство
258,Großvater::N,ата,дядо
259,Großmutter::N,әже,баба
260,Großmutter::N,әжей,баба
261,Eltern::N,ата-аналар,родители
262,Vater::N,әке,баща
263,Mutter::N,ана,майка
264,Sohn::N,ұл,син
265,Tochter::N,қызым,дъщеря
266,Bruder::N,бауырым,брат
267,Schwester::N,әпке,сестра
268,Onkel::N,көке,чичо
269,Onkel::N,көке,вуйчо
270,Tante::N,тәте,леля
271,Ehemann::N,ер,съпруг
272,Ehefrau::N,зайып,съпруга
273,Freude::N,қуаныш,радост
274,Freude::N,сүйініш,радост
275,Freude::N,шат-думан,радост
276,Freude::N,қуаныштылық,радост
277,Gelächter::N,күлу,смях
278,Glück::N,бақыт,щастие
279,Glück::N,бақыттылық,щастие
280,Kummer::N,аза,тъга
281,Kummer::N,қайғы,тъга
282,Kummer::N,қасырет,тъга
283,Wunsch::N,мүдде,желание
284,Lust::N,тәбет,желание
285,Lust::N,ынтызар,желание
286,Lust::N,құштарлық,желание
287,Geist::N,рух,дух
288,Gedanke::N,ой,мисъл
289,Gedächtnis::N,ес,памет
290,Gedächtnis::N,жады,памет
291,Gedächtnis::N,ақыл-ес,памет
292,Verstand::N,ақыл,ум
293,Verstand::N,ақыл,разум
294,Verstand::N,парасат,ум
295,Verstand::N,парасат,разум
296,Sinn::N,мән,смисъл
297,Sinn::N,маныз,смисъл
298,Sinn::N,мағына,смисъл
299,Sinn::N,мән-мағына,смисъл
300,Grund::N,себеп,причина
301,Wahrheit::N,рас,правда
302,Gespräch::N,әңгіме,разговор
303,Märchen::N,ертеп,приказка
304,Märchen::N,ертек,приказка
305,Erzählung::N,әңгіме,разказ
306,Nachricht::N,хабар,вест
307,Nachricht::N,хабар,известие
308,Neuigkeit::N,жаңалық,новина
309,Name::N,ат,име
310,Name::N,атау,име
311,Rätsel::N,жұмбақ,гатанка
312,Rede::N,сөз,реч
313,Rede::N,сөз,слово
314,Sprache::N,тіл,език
315,Stimme::N,үн,глас
316,Stimme::N,әуен,глас
317,Stimme::N,дауыс,глас
318,Wort::N,сөз,дума
319,Zeichen::N,ишара,знак
320,Ruf::N,айғай,зов
321,Lärm::N,айғай-шу,шум
322,Lärm::N,айғай-шу,глъчка
323,Lärm::N,айғай-ұйғай,шум
324,Lärm::N,айғай-ұйғай,глъчка
325,Laut::N,дыбыс,звук
326,Laut::N,дауыс,звук
327,Ton::N,әуен,тон
328,Lied::N,ән,песен
329,Lied::N,жыр,песен
330,Lied::N,ән-жыр,песен
331,Ruhe::N,тыныштық,тишина
332,Ruhe::N,тыныштық,спокойствие
333,Leute::N,кісілер,хора
334,Volk::N,халық,народ
335,Arbeit::N,еңбек,труд
336,Arbeit::N,еңбек,работа
337,Gast::N,қонақ,гост
338,Gast::N,мейман,гост
339,Geschenk::N,қадия,дар
340,Geschenk::N,қадия,подарък
341,Spiel::N,ойын,игра
342,Gesellschaft::N,қауым,общество
343,Gesellschaft::N,жұртшылық,общество
344,Hilfe::N,жэрдем,помощ
345,Freund::N,дос,приятел
346,Kamerad::N,дос-жар,другар
347,Angelegenheit::N,жұмыс,работа
348,Anzahl::N,сан,брой
349,Anzahl::N,сан,количество
350,Anzahl::N,саны,брой
351,Anzahl::N,саны,количество
352,Art::N,түр,вид
353,Stück::N,тілім,къс
354,Stück::N,тілім,парче
355,Teil::N,үлес,дял
356,Teil::N,үлес,част
357,Teil::N,бөлшек,дял
358,Teil::N,бөлшек,част
359,Hälfte::N,жарты,половина
360,Kreis::N,шеңбер,кръг
361,Kreuz::N,крест,кръст
362,Linie::N,сызық,черта
363,Strich::N,сызық,щрих
364,Strich::N,сызық,черта
365,Abstand::N,ара,дистанция
366,Abstand::N,ара,разстояние
367,Abstand::N,аралық,дистанция
368,Abstand::N,аралық,разстояние
369,Entfernung::N,аралық,разстояние
370,Gegend::N,өңір,местност
371,Platz::N,орны,място
372,Ort::N,орын,място
373,Seite::N,жақ,страна
374,Seite::N,бүйір,страна
375,Mitte::N,ортасы,среда
376,Gegenstand::N,зат,предмет
377,Gegenstand::N,нәрсе,предмет
378,Sache::N,бұйым,вещ
379,Rand::N,шет,ръб
380,Rand::N,шеті,ръб
381,Kante::N,қыр,ръб
382,Kante::N,қыр,кант
383,Kante::N,қыры,ръб
384,Kante::N,қыры,кант
385,Ecke::N,қыры,ъгъл
386,Ecke::N,бұрыш,ъгъл
387,Spitze::N,ұшы,връх
388,Spitze::N,ұшы,острие
389,Ende::N,аяқ,край
390,Ende::N,соңы,край
391,Loch::N,тесік,дупка
392,Winkel::N,мүйіс,кът
393,Winkel::N,мүйіс,ъгъл
394,Muster::N,мәнер,десен
395,Muster::N,мәнер,образец
396,Größe::N,ауқым,големина
397,Größe::N,көлемдік,големина
398,Länge::N,бой,дължина
399,Länge::N,ұзындық,дължина
400,Höhe::N,жоғарылық,висота
401,Höhe::N,жоғарылық,височина
402,Höhe::N,биіктік,висота
403,Höhe::N,биіктік,височина
404,Gewicht::N,салмақ,тегло
405,Gewicht::N,салмақ,тежест
406,Menge::N,мөлшер,количество
407,Haufen::N,үйме,куп
408,Haufen::N,үйме,грамада
409,Haufen::N,үйінді,куп
410,Haufen::N,үйінді,грамада
411,Reihe::N,сап,ред
412,Reihe::N,сап,редица
413,Boot::N,қайық,лодка
414,Ruder::N,ескек,весло
415,Ruder::N,ескек,гребло
416,Schlitten::N,шана,шейна
417,Ski::N,шаңғы,ски
418,Lagerfeuer::N,алау,огнище
419,Last::N,ауырлық,товар
420,Last::N,ауыр зат,товар
421,Gang::N,жүріс,ход
422,Gang::N,жүріс,вървеж
423,Schritt::N,адым,стъпка
424,Norden::N,солтүстік,север
425,Norden::N,терістік,север
426,Süden::N,оңтүстік,юг
427,Westen::N,батыс,запад
428,Osten::N,күншығыс,изток
429,Holz::N,ағаш,дърво
430,Holz::N,сүрек,дърво
431,Brett::N,тақта,дъска
432,Platte::N,тақта,
433,Stütze::N,тіреу,
434,Stange::N,қада,прът
435,Stange::N,қада,върлина
436,Stock::N,сойыл,прът
437,Stock::N,сойыл,тояга
438,Stab::N,сырық,прът
439,Rohr::N,құбыр,цев
440,Rohr::N,құбыр,тръба
441,Haus::N,үй,къща
442,Heim::N,үйлі,дом
443,Heim::N,шаңырақ,дом
444,Ofen::N,ошақ,печка
445,Ofen::N,пеш,печка
446,Fußboden::N,еден,под
447,Tisch::N,үстел,маса
448,Stuhl::N,орындық,стол
449,Wiege::N,бесік,люлка
450,Bett::N,кереует,легло
451,Bett::N,кереует,креват
452,Regal::N,сөре,рафт
453,Regal::N,сөре,етажерка
454,Kiste::N,жәшік,кутия
455,Kiste::N,жәшік,сандък
456,Fenster::N,терезе,прозорец
457,Tür::N,есік,врата
458,Tor::N,дарбаза,врата
459,Zaun::N,дуал,ограда
460,Dach::N,шатыр,покрив
461,Leiter::N,саты,стълба
462,Leiter::N,басқыш,стълба
463,Besen::N,сыпырғыш,метла
464,Spaten::N,күрек,лопата
465,Schaufel::N,қалақ,лопата
466,Gabel::N,аша,вилица
467,Gabel::N,шанышқы,вилица
468,Löffel::N,қасық,лъжица
469,Messer::N,пышақ,нож
470,Nagel::N,мық,гвоздей
471,Nagel::N,шеге,гвоздей
472,Netz::N,керегекөз,мрежа
473,Haken::N,ілмек,кука
474,Haken::N,ілмек,закачалка
475,Griff::N,сап,ръчка
476,Griff::N,сап,дръжка
477,Griff::N,тұтқа,ръчка
478,Griff::N,тұтқа,дръжка
479,Schloss::N,құлып,брава
480,Schloss::N,құлып,ключалка
481,Schloss::N,бекіткіш,брава
482,Schloss::N,бекіткіш,ключалка
483,Bild::N,сурет,картина
484,Figur::N,тұлға,фигура
485,Puppe::N,қуыршақ,кукла
486,Beutel::N,қапшық,кесия
487,Bündel::N,байлам,връзка
488,Tasche::N,дорба,чанта
489,Eimer::N,шелек,кофа
490,Deckel::N,жапқыш,капак
491,Deckel::N,жапқыш,похлупак
492,Geschirr::N,ыдыс,съдове
493,Sack::N,қап,чувал
494,Tasse::N,шыныаяқ,чаша
495,Topf::N,кәстрөл,гърне
496,Topf::N,кәстрөл,тенджера
497,Kessel::N,қазан,котел
498,Essen::N,ас,ядене
499,Nahrung::N,ас,храна
500,Nahrung::N,тамақ,храна
501,Speise::N,тағам,ястие
502,Fleisch::N,ет,месо
503,Getreide::N,дәнді,зърнено храни
504,Brei::N,ботқа,каша
505,Brot::N,күлше,хляб
506,Scheibe::N,тілім,резен
507,Fett::N,май,мазнина
508,Butter::N,май,масло
509,Öl::N,май,олио
510,Öl::N,май,оливия
511,Salz::N,тұз,сол
512,Suppe::N,көже,супа
513,Honig::N,бал,мед
514,Milch::N,сүт,мляко
515,Tee::N,шай,чай
516,Leder::N,көн,кожа
517,Wolle::N,жүн,вълна
518,Stoff::N,мата,плат
519,Stoff::N,мата,материал
520,Stoff::N,кездеме,плат
521,Stoff::N,кездеме,материал
522,Nadel::N,ине,игла
523,Faden::N,жіп,конец
524,Knopf::N,түйме,копче
525,Knoten::N,түйін,възел
526,Farbe::N,рең,боя
527,Kleidung::N,киім,дрехи
528,Kleidung::N,киім,облекло
529,Hemd::N,жейде,риза
530,Kragen::N,жаға,яка
531,Ärmel::N,жең,ръкав
532,Hose::N,шалбар,панталони
533,Gürtel::N,белбеу,пояс
534,Gürtel::N,белбеу,колан
535,Mütze::N,қалпақ,каскет
536,Mütze::N,қалпақ,фуражка
537,Schuh::N,кебіс,обувка
538,Stiefel::N,етік,ботуш
539,Ring::N,жүзік,пръстен
540,Band::N,таспа,лента
541,Band::N,таспа,връзка
542,Kamm::N,тарақ,гребен
543,Spiegel::N,айна,огледало
544,Riemen::N,қайыс,каиш
545,Riemen::N,қайыс,ремък
546,Schnur::N,жіп,връв
547,Leine::N,тізгін,връв
548,Leine::N,тізгін,въже
549,Decke::N,көрпе,покривка
550,Kissen::N,жастық,възглавница
551,Tuch::N,орамал,сукно
552,Handtuch::N,сүлгі,пешкир
553,Handtuch::N,сүлгі,кърпа за лице
554,Kraft::N,қуат,мощ
555,Kraft::N,қуат,сила
556,Kraft::N,қарқын,мощ
557,Kraft::N,қарқын,сила
558,Kraft::N,әл-шама,мощ
559,Kraft::N,әл-шама,сила
560,Kraft::N,әл-дәрмен,мощ
561,Kraft::N,әл-дәрмен,сила
562,Stärke::N,әл,сила
563,Stärke::N,күш,сила
564,Gesundheit::N,денсаулык,здраве
565,Krankheit::N,ауру,болест
566,Schmerz::N,ауру,болка
567,Wunde::N,зақым,рана
568,Wunde::N,жарақат,рана
569,Fieber::N,безгек,треска
570,Fieber::N,безгек,температура
571,Fieber::N,қалтырау,треска
572,Fieber::N,қалтырау,температура
573,Fieber::N,қызу көтерілуі,треска
574,Fieber::N,қызу көтерілуі,температура
575,Arznei::N,дәрі,лек
576,Arznei::N,дәрі,лекарство
577,Arznei::N,дәрі-дәрмек,лек
578,Arznei::N,дәрі-дәрмек,лекарство
579,Brücke::N,көпір,мост
580,Brunnen::N,құдық,чешма
581,Brunnen::N,құдық,кладенец
582,Weide::N,өріс,паша
583,Weide::N,өріс,пасище
584,Weide::N,жайылым,паша
585,Weide::N,жайылым,пасище
586,Pfad::N,жол,пътека
587,Weg::N,жол,път
588,Straße::N,жол,шосе
589,Dorf::N,ауыл,село
590,Stadt::N,қала,град
591,Stadt::N,шаһар,град
592,Brief::N,хат,писмо
593,Brief::N,жазу,писмо
594,Buch::N,кітап,книга
595,Buchstabe::N,әріп,буква
596,Buchstabe::N,қаріп,буква
597,Zeitung::N,газет,вестник
598,Leben::N,өмір,живот
599,Leben::N,тіршілік,живот
600,Tod::N,опат,смърт
601,Grab::N,мола,гроб
602,Grab::N,мазар,гроб
603,Kirche::N,шіркеу,църква
604,Sünde::N,күнә,грях
605,Gott::N,алла,бог
606,Gott::N,құдай,бог
607,Gott::N,тәңірі,бог
608,Gott::N,пәруардігер,бог
609,Gott::N,жаратқан тәңірі,бог
610,Arbeiter::N,жүмысшы,работник
611,Chef::N,басшы,шеф
612,Chef::N,басшы,началник
613,Chef::N,жұмыс басқарушысы,шеф
614,Chef::N,жұмыс басқарушысы,началник
615,Meister::N,шебер,майстор
616,Meister::N,өнерпаз,майстор
617,Arzt::N,дәрігер,лекар
618,Lehrer::N,мұғалім,учител
619,Geld::N,пұл,пари
620,Geschäft::N,бизнес,сделка
621,Laden::N,дүкен,дюкян
622,Laden::N,дүкен,магазин
623,Preis::N,ақы,цена
624,Preis::N,құны,цена
625,Preis::N,нарық,цена
626,Ware::N,тауар,стока
627,Nutzen::N,пайда,полза
628,Nutzen::N,пайда,облага
629,Reichtum::N,бақ-дәулет,богатство
630,Welt::N,әлем,свят
631,Welt::N,жиһан,свят
632,Land::N,аймақ,страна
633,Staat::N,мемлекет,щат
634,Staat::N,мемлекет,държава
635,König::N,патша,крал
636,Macht::N,өкімет,мощ
637,Macht::N,өкімет,власт
638,Macht::N,қожалық,мощ
639,Macht::N,қожалық,власт
640,Grenze::N,шек,граница
641,Krieg::N,соғыс,война
642,Feind::N,жау,враг
643,Feind::N,жау,неприятел
644,Feind::N,дұшпан,враг
645,Feind::N,дұшпан,неприятел
646,Gewalt::N,зорлык,сила
647,Gewalt::N,зорлык,насилие
648,Gewalt::N,зорлық-зомбылык,сила
649,Gewalt::N,зорлық-зомбылык,насилие
650,Kampf::N,күрес,борба
651,Kampf::N,күрес,сражение
652,Kampf::N,алыспақ,борба
653,Kampf::N,алыспақ,сражение
654,Bogen[Waffe]::N,саржа,лък
655,Pfeil::N,жебе,стрела
656,Gewehr::N,қару,пушка
657,Fehler::N,әбес,грешка
658,Fehler::N,қаталық,грешка
659,Lüge::N,өтірік,лъжа
660,Schaden::N,зиян,повреда
661,Schaden::N,зарар,повреда
662,Unglück::N,пәле,нещастие
663,Unglück::N,қасырет,нещастие
664,Unglück::N,ауыртпалық,нещастие
665,Schuld::N,айыптылық,вина
666,Alter::N,жас,възраст
667,Alter::N,жас шамасы,възраст
668,Schluss::N,ада,край
669,Schluss::N,бітуі,край
670,Zeit::N,уақыт,време
671,Tag::N,күн,ден
672,Morgen::N,таң,утро
673,Morgen::N,таң,сутрин
674,Morgen::N,таңертең,утро
675,Morgen::N,таңертең,сутрин
676,Mittag::N,талтүс,обед
677,Mittag::N,талтүс,пладне
678,Abend::N,кеш,вечер
679,Nacht::N,түн,нощ
680,Woche::N,апта,седмица
681,Monat::N,ай,месец
682,Jahr::N,жыл,година
683,Frühling::N,көктем,пролет
684,Sommer::N,жаз,лято
685,Herbst::N,күз,есен
686,Winter::N,қыс,зима
687,Januar::N,каңтар,януари
688,Februar::N,ақпан,февруари
689,März::N,наурыз,март
690,April::N,сәуір,април
691,Mai::N,мамыр,май
692,Juni::N,маусым,юни
693,Juli::N,шілде,юли
694,August::N,сүмбіле,август
695,August::N,тамыз,август
696,September::N,қыркүйек,септември
697,Oktober::N,ақырап,октомври
698,November::N,қараша,ноември
699,Dezember::N,желтоқсан,декември
700,Montag::N,дүйсенбі,понеделник
701,Dienstag::N,сейсенбі,вторник
702,Mittwoch::N,сәрсенбі,сряда
703,Donnerstag::N,бейсенбі,четвъртък
704,Freitag::N,жұма,петък
705,Samstag::N,сенбі,събота
706,Sonntag::N,жексембі,неделя
707,groß::A,алпамсадай,едър
708,groß::A,алпамсадай,голям
709,klein::A,кішкене,малък
710,klein::A,кішкене,дребен
711,klein::A,қарғадай,малък
712,klein::A,қарғадай,дребен
713,lang::A,сопақ,дълъг
714,lang::A,сорайған,дълъг
715,kurz::A,кеспелтек,къс
716,breit::A,айдынды,широк
717,schmal::A,қысық,тесен
718,dicht::A,жиі,гъст
719,dick[Gegenstand]::A,шомбал,дебел
720,dünn::A,жұқа,тънък
721,dünn::A,жіңішке,тънък
722,fein::A,қаңылтақ,фин
723,fein::A,қаңылтақ,тънък
724,fest::A,берік,твърд
725,fest::A,берік,плътен
726,fest::A,мызғымас,твърд
727,fest::A,мызғымас,плътен
728,flach::A,жалпак,равен
729,flach::A,жалпак,плосък
730,glatt::A,типыл,гладък
731,hart::A,қатты,твърд
732,hart::A,қатты,корав
733,weich::A,жұмсақ,мек
734,rund::A,домалақ,кръгъл
735,spitz::A,үшкір,островръх
736,scharf::A,сүйрік,остър
737,stumpf::A,доғал,тъп
738,stumpf::A,өтпейтін,тъп
739,schwer::A,салмақты,тежък
740,schön::A,сұлу,хубав
741,schön::A,сұлу,красив
742,heiß::A,ыссы,жарък
743,warm::A,жылы,топъл
744,kalt::A,аязды,студен
745,kühl::A,салқын,хладен
746,frisch::A,таза,свеж
747,frisch::A,жаңа,свеж
748,feucht::A,нам,влажен
749,feucht::A,дымқылды,влажен
750,nass::A,сулы,мокър
751,trocken::A,құрғақ,сух
752,voll::A,толы,пълен
753,leer::A,бос,празен
754,offen::A,ашып қойылған,откровен
755,geschlossen::A,жабулы,закрит
756,geschlossen::A,жабулы,затворен
757,sauber::A,дақсыз,чист
758,sauber::A,мұнтаздай,чист
759,schmutzig::A,айғыз,мръсен
760,schmutzig::A,сатпақ,мръсен
761,schmutzig::A,сатал-сатал,мръсен
762,roh::A,шикі,суров
763,reif::A,піскен,зрял
764,lecker::A,дәмді,вкусен
765,süß::A,тәтті,сладък
766,bitter::A,ащы,горчив
767,sauer::A,қышқыл,кисел
768,hell::A,жарық,ясен
769,hell::A,жарық,светъл
770,hell::A,жарқын,ясен
771,hell::A,жарқын,светъл
772,dunkel::A,қараңғы,тъмен
773,schwarz::A,қара,черен
774,weiß::A,ақ,бял
775,rot::A,қызыл,червен
776,gelb::A,сары,жълт
777,blau::A,көк,син
778,grün::A,жасыл,зелен
779,grau::A,бозамық,сив
780,bunt::A,алабажак,шарен
781,bunt::A,алабажак,пъстър
782,billig::A,арзан,евтин
783,teuer::A,бағалы,скъп
784,wertvoll::A,құнды,ценен
785,wertvoll::A,қымбат,ценен
786,blind::A,көзсіз,сляп
787,blind::A,көр,сляп
788,blind::A,көр_соқыр,сляп
789,taub::A,керең,глух
790,taub::A,саңырау,глух
791,kräftig::A,қуатты,силен
792,kräftig::A,қарымды,силен
793,stark::A,білекті,здрав
794,stark::A,білекті,силен
795,schwach::A,әлсіз,слаб
796,schwach::A,күшсіз,слаб
797,schwach::A,қайратсыз,слаб
798,fett::A,семіз,тлъст
799,schlank::A,ашаң,тънък
800,schlank::A,ашаң,строен
801,hübsch::A,ажарлы,хубав
802,hübsch::A,шырайлы,хубав
803,böse::A,өш,зъл
804,böse::A,сұм,зъл
805,böse::A,жауыз,зъл
806,dumm::A,көкми,глупав
807,dumm::A,ақымақ,глупав
808,dumm::A,миы жоқ,глупав
809,faul::A,жалқау,ленив
810,faul::A,жалқау,мързелив
811,faul::A,еріншек,ленив
812,faul::A,еріншек,мързелив
813,fleißig::A,ұқыпты,прилежен
814,geizig::A,сараң,скъпернически
815,klug::A,жетік,умен
816,klug::A,жетік,разумен
817,klug::A,ақылды,умен
818,klug::A,ақылды,разумен
819,geschickt::A,шебер,умел
820,geschickt::A,шебер,сръчен
821,lieb::A,абзал,мил
822,lieb::A,абзал,драг
823,lieb::A,айналайын,мил
