,Concept_ID,mrj,de
149,Fuchs::N,рӹвӹж,Fuchs
150,Hase::N,морен,Hase
151,Maus::N,каля,Maus
152,Wolf::N,пирӹ,Wolf
153,Vogel::N,кек,Vogel
154,Schwarm::N,цуца,Schwarm
155,Huhn::N,цӹвӹ,Huhn
156,Hahn::N,ӓптӓн,Hahn
157,Gans::N,комбы,Gans
158,Adler::N,кучкыж,Adler
159,Ente::N,лыды,Ente
160,Eule::N,тымана,Eule
161,Kranich::N,тырня,Kranich
162,Kranich::N,тыртня,Kranich
163,Krähe::N,лудыгарак,Krähe
164,Kuckuck::N,куку,Kuckuck
165,Schwan::N,йӱксӹ,Schwan
166,Fisch::N,кол,Fisch
167,Barsch::N,алангы,Barsch
168,Hecht::N,нуж,Hecht
169,Hecht::N,нужгол,Hecht
170,Schlange[Tier]::N,кӹшкы,Schlange
171,Wurm::N,шукш,Wurm
172,Spinne::N,ӓнгӹремшӹ,Spinne
173,Ameise::N,кыткы,Ameise
174,Laus::N,ти,Laus
175,Mücke::N,кужнер,Mücke
176,Mücke::N,кужынер,Mücke
177,Fliege::N,шӹнгӓ,Fliege
178,Schmetterling::N,лӹпӹ,Schmetterling
179,Beere::N,мöр,Beere
180,Apfel::N,олма,Apfel
181,Pilz::N,понгы,Pilz
182,Zwiebel::N,охыра,Zwiebel
183,Saat::N,нӱшмӹ,Saat
184,Saat::N,нӱшмӱ,Saat
185,Korn::N,пӹрцӹ,Korn
186,Heu::N,шуды,Heu
187,Schale::N,аваха,Schale
188,Schale::N,карлангы,Schale
189,Grube::N,йӓм,Grube
190,Falle::N,лӱдӹ,Falle
191,Falle::N,лӱдӹш,Falle
192,Schlinge::N,онгы,Schlinge
193,Spur::N,кишӓ,Spur
194,Asche::N,ломых,Asche
195,Asche::N,ломпыж,Asche
196,Dreck::N,лявӹрӓ,Dreck
197,Eisen::N,кӹртни,Eisen
198,Gold::N,шöртни,Gold
199,Gold::N,шöртньӹ,Gold
200,Silber::N,ши,Silber
201,Kohle::N,шӱ,Kohle
202,Glas::N,охоница,Glas
203,Lehm::N,шун,Lehm
204,Sand::N,ошма,Sand
205,Mensch::N,эдем,Mensch
206,Mann::N,пӱэргӹ,Mann
207,Frau::N,ӹдӹрӓмӓш,Frau
208,Kind::N,ӓзӓ,Kind
209,Kind::N,шачшы,Kind
210,Junge::N,рвезӹ,Junge
211,Junge::N,ӹрвезӹ,Junge
212,Mädchen::N,ӹдӹрӓш,Mädchen
213,Familie::N,йиш,Familie
214,Familie::N,семня,Familie
215,Großvater::N,тьоти,Großvater
216,Großmutter::N,папа,Großmutter
217,Eltern::N,ӓтя-ӓвӓ,Eltern
218,Vater::N,ӓтя,Vater
219,Mutter::N,ӓвӓ,Mutter
220,Sohn::N,эргӹ,Sohn
221,Tochter::N,ӹдӹр,Tochter
222,Bruder::N,ӹза,Bruder
223,Schwester::N,ӓкӓ,Schwester
224,Onkel::N,кугуза,Onkel
225,Tante::N,куака,Tante
226,Ehemann::N,мары,Ehemann
227,Ehefrau::N,вӓтӹ,Ehefrau
228,Freude::N,ӹвӹртӹмӓш,Freude
229,Gelächter::N,ваштылмаш,Gelächter
230,Glück::N,пиӓл,Glück
231,Kummer::N,ясы,Kummer
232,Wunsch::N,охата,Wunsch
233,Wunsch::N,шанымаш,Wunsch
234,Lust::N,шӓр,Lust
235,Lust::N,охата,Lust
236,Lust::N,шанымаш,Lust
237,Geist::N,тух,Geist
238,Gedanke::N,шанымаш,Gedanke
239,Gedächtnis::N,ӓш,Gedächtnis
240,Verstand::N,ыш,Verstand
241,Sinn::N,кын,Sinn
242,Grund::N,вир,Grund
243,Wahrheit::N,тöр,Wahrheit
244,Gespräch::N,хытырымаш,Gespräch
245,Märchen::N,ямак,Märchen
246,Erzählung::N,шайыштмаш,Erzählung
247,Nachricht::N,увертӓрӹмӓш,Nachricht
248,Neuigkeit::N,увер,Neuigkeit
249,Name::N,лӹм,Name
250,Rätsel::N,тышты,Rätsel
251,Rede::N,шая,Rede
252,Rede::N,шамак,Rede
253,Sprache::N,йӹлмӹ,Sprache
254,Stimme::N,юк,Stimme
255,Wort::N,шамак,Wort
256,Zeichen::N,палӹ,Zeichen
257,Ruf::N,сӹгӹрӹмӓш,Ruf
258,Lärm::N,юкланымащ,Lärm
259,Laut::N,юк,Laut
260,Ton::N,юк,Ton
261,Lied::N,мыры,Lied
262,Ruhe::N,тыр,Ruhe
263,Leute::N,эдемвлӓ,Leute
264,Volk::N,халык,Volk
265,Arbeit::N,пӓшӓ,Arbeit
266,Gast::N,хына,Gast
267,Geschenk::N,подарка,Geschenk
268,Spiel::N,мадыш,Spiel
269,Gesellschaft::N,йӓл,Gesellschaft
270,Gesellschaft::N,йӓлвлӓ,Gesellschaft
271,Hilfe::N,палшык,Hilfe
272,Freund::N,тӓнг,Freund
273,Kamerad::N,тос,Kamerad
274,Angelegenheit::N,дела,Angelegenheit
275,Angelegenheit::N,йела,Angelegenheit
276,Angelegenheit::N,йыла,Angelegenheit
277,Angelegenheit::N,пӓшӓ,Angelegenheit
278,Anzahl::N,шот,Anzahl
279,Art::N,цӹре,Art
280,Stück::N,лаштык,Stück
281,Teil::N,пай,Teil
282,Teil::N,часть,Teil
283,Hälfte::N,пел,Hälfte
284,Kreis::N,тӹртӹш,Kreis
285,Kreuz::N,крестӹ,Kreuz
286,Abstand::N,ло,Abstand
287,Entfernung::N,ло,Entfernung
288,Gegend::N,вӓр,Gegend
289,Platz::N,вӓр,Platz
290,Ort::N,вӓр,Ort
291,Seite::N,öрдӹж,Seite
292,Mitte::N,ло,Mitte
293,Gegenstand::N,хӓдӹр,Gegenstand
294,Sache::N,хӓдӹр,Sache
295,Rand::N,шöр,Rand
296,Kante::N,шöр,Kante
297,Ecke::N,лык,Ecke
298,Spitze::N,вуй,Spitze
299,Ende::N,вуй,Ende
300,Ende::N,мычаш,Ende
301,Loch::N,ыраж,Loch
302,Winkel::N,лык,Winkel
303,Muster::N,тӹрлец,Muster
304,Größe::N,кӱкшӹц,Größe
305,Länge::N,кыт,Länge
306,Höhe::N,кӱкшӹц,Höhe
307,Gewicht::N,нелӹц,Gewicht
308,Menge::N,шот,Menge
309,Haufen::N,ара,Haufen
310,Reihe::N,ряд,Reihe
311,Boot::N,пыш,Boot
312,Ruder::N,вешлӓ,Ruder
313,Schlitten::N,тир,Schlitten
314,Ski::N,ечӹ,Ski
315,Lagerfeuer::N,тыл,Lagerfeuer
316,Last::N,нелӹц,Last
317,Gang::N,ход,Gang
318,Schritt::N,ашкыл,Schritt
319,Norden::N,йыдпелвел,Norden
320,Süden::N,кечӹвӓлвел,Süden
321,Westen::N,кечӹ шӹцмӹ,Westen
322,Osten::N,ирвел,Osten
323,Osten::N,кечӹ лӱлтмӹ,Osten
324,Holz::N,пушӓнгӹ,Holz
325,Brett::N,ханга,Brett
326,Platte::N,плитӓ,Platte
327,Stütze::N,цӓрӓк,Stütze
328,Stange::N,равы,Stange
329,Stange::N,намаш,Stange
330,Stock::N,панды,Stock
331,Stab::N,равы,Stab
332,Rohr::N,пыч,Rohr
333,Haus::N,пöрт,Haus
334,Heim::N,пöрт,Heim
335,Ofen::N,камака,Ofen
336,Fußboden::N,седӹрӓ,Fußboden
337,Tisch::N,стöл,Tisch
338,Stuhl::N,пöкен,Stuhl
339,Wiege::N,шипкӓ,Wiege
340,Bett::N,койка,Bett
341,Bett::N,кравать,Bett
342,Regal::N,полицӓ,Regal
343,Kiste::N,шӱ́ндӹк,Kiste
344,Fenster::N,окня,Fenster
345,Tür::N,амаса,Tür
346,Tor::N,хапка,Tor
347,Zaun::N,забор,Zaun
348,Dach::N,левӓш,Dach
349,Leiter::N,ташкалтыш,Leiter
350,Besen::N,сало,Besen
351,Besen::N,салко,Besen
352,Spaten::N,кольмы,Spaten
353,Schaufel::N,лоток,Schaufel
354,Gabel::N,ви́лка,Gabel
355,Löffel::N,савала,Löffel
356,Messer::N,кӹзӹ,Messer
357,Nagel::N,пыда,Nagel
358,Netz::N,вӓпш,Netz
359,Haken::N,крӱк,Haken
360,Haken::N,кагак,Haken
361,Griff::N,кычем,Griff
362,Schloss::N,замок,Schloss
363,Schloss::N,сыравач,Schloss
364,Bild::N,картин,Bild
365,Figur::N,кӓн,Figur
366,Puppe::N,поханя,Puppe
367,Beutel::N,мешӓк,Beutel
368,Bündel::N,топ,Bündel
369,Bündel::N,пидӹш,Bündel
370,Bündel::N,кӹлдӹш,Bündel
371,Tasche::N,сумкы,Tasche
372,Eimer::N,ведӹрӓ,Eimer
373,Deckel::N,комдыш,Deckel
374,Geschirr::N,ӓтӹ,Geschirr
375,Sack::N,мешӓк,Sack
376,Tasse::N,цӓшкӓ,Tasse
377,Topf::N,ми́ска,Topf
378,Kessel::N,пад,Kessel
379,Essen::N,качкыш,Essen
380,Essen::N,качкыш-йӱш,Essen
381,Nahrung::N,качкыш,Nahrung
382,Nahrung::N,качкыш-йӱш,Nahrung
383,Speise::N,няня,Speise
384,Fleisch::N,пай,Fleisch
385,Getreide::N,киндӹ,Getreide
386,Brei::N,шӹрӓш,Brei
387,Brot::N,сыкыр,Brot
388,Scheibe::N,ламыт,Scheibe
389,Scheibe::N,лаштык,Scheibe
390,Fett::N,кая,Fett
391,Butter::N,ӱ,Butter
392,Öl::N,ӱ,Öl
393,Salz::N,санзал,Salz
394,Suppe::N,лем,Suppe
395,Honig::N,мӱ,Honig
396,Milch::N,шӹшер,Milch
397,Tee::N,чӓй,Tee
398,Leder::N,шарга,Leder
399,Leder::N,кавашты,Leder
400,Wolle::N,миж,Wolle
401,Stoff::N,матер,Stoff
402,Stoff::N,матери,Stoff
403,Nadel::N,им,Nadel
404,Faden::N,шӹртӹ,Faden
405,Knopf::N,полдыш,Knopf
406,Knoten::N,пӱкшем,Knoten
407,Farbe::N,чиӓ,Farbe
408,Farbe::N,крӓскӓ,Farbe
409,Kleidung::N,выргем,Kleidung
410,Hemd::N,тыгыр,Hemd
411,Kragen::N,шӱ,Kragen
412,Ärmel::N,шокш,Ärmel
413,Hose::N,ялаш,Hose
414,Gürtel::N,ӹштӹ,Gürtel
415,Mütze::N,упш,Mütze
416,Schuh::N,ту́фльы,Schuh
417,Stiefel::N,кем,Stiefel
418,Ring::N,шӓргӓш,Ring
419,Band::N,лемтӓ,Band
420,Kamm::N,шерге,Kamm
421,Spiegel::N,тӹгӹр,Spiegel
422,Riemen::N,прӓжӓ,Riemen
423,Schnur::N,кӓндӹра,Schnur
424,Leine::N,керем,Leine
425,Decke::N,одеял,Decke
426,Kissen::N,кӹпцӹк,Kissen
427,Tuch::N,савыц,Tuch
428,Handtuch::N,шӹргӹсавыц,Handtuch
429,Handtuch::N,шӹргӹмсавыц,Handtuch
430,Kraft::N,ви,Kraft
431,Stärke::N,ви,Stärke
432,Gesundheit::N,шу,Gesundheit
433,Gesundheit::N,шулык,Gesundheit
434,Krankheit::N,мыж,Krankheit
435,Schmerz::N,карштыш,Schmerz
436,Wunde::N,шушыр,Wunde
437,Fieber::N,ӱштӹмыж,Fieber
438,Arznei::N,лекӓрцӹ,Arznei
439,Brücke::N,кӹвер,Brücke
440,Brunnen::N,вӹдсӹнзӓ,Brunnen
441,Weide::N,ныр,Weide
442,Pfad::N,ялгорны,Pfad
443,Weg::N,корны,Weg
444,Straße::N,корны,Straße
445,Dorf::N,сола,Dorf
446,Stadt::N,города,Stadt
447,Brief::N,сирмӓш,Brief
448,Buch::N,книгӓ,Buch
449,Buchstabe::N,буква́,Buchstabe
450,Zeitung::N,газет,Zeitung
451,Zeitung::N,кайзет,Zeitung
452,Leben::N,житя,Leben
453,Tod::N,смöрт,Tod
454,Grab::N,шӹгер,Grab
455,Grab::N,мыгилӓ,Grab
456,Grab::N,шӹгерлӓ,Grab
457,Kirche::N,церкӹ,Kirche
458,Sünde::N,сулык,Sünde
459,Gott::N,йымы,Gott
460,Arbeiter::N,пӓшӓзӹ,Arbeiter
461,Chef::N,вуй,Chef
462,Meister::N,мастар,Meister
463,Arzt::N,доктор,Arzt
464,Lehrer::N,тымдышы,Lehrer
465,Geld::N,окса,Geld
466,Geschäft::N,торге́йӹмӓш,Geschäft
467,Laden::N,лапка,Laden
468,Laden::N,магазин,Laden
469,Preis::N,ӓк,Preis
470,Ware::N,товар,Ware
471,Nutzen::N,пайда,Nutzen
472,Reichtum::N,перке,Reichtum
473,Welt::N,сӓндӓлӹк,Welt
474,Welt::N,свет,Welt
475,Land::N,сӓндӓлӹк,Land
476,Staat::N,кугижӓншӹ,Staat
477,König::N,король,König
478,Macht::N,власть,Macht
479,Grenze::N,пӹсмӓн,Grenze
480,Krieg::N,вырсы,Krieg
481,Feind::N,тышман,Feind
482,Gewalt::N,ви,Gewalt
483,Kampf::N,кредӓлмӓш,Kampf
484,Bogen[Waffe]::N,янгеж,Bogen
485,Pfeil::N,пикш,Pfeil
486,Gewehr::N,пичӓл,Gewehr
487,Fehler::N,самынь,Fehler
488,Lüge::N,шая,Lüge
489,Schaden::N,вре́дӓ,Schaden
490,Unglück::N,пёда,Unglück
491,Unglück::N,тымаша,Unglück
492,Schuld::N,вуйнамат,Schuld
493,Alter::N,иӓш,Alter
494,Alter::N,игечӹ,Alter
495,Schluss::N,пӹтӓртӹш,Schluss
496,Zeit::N,веремӓ,Zeit
497,Tag::N,кечӹ,Tag
498,Morgen::N,ир,Morgen
499,Morgen::N,ирок,Morgen
500,Mittag::N,кечӹвӓл,Mittag
501,Abend::N,вады,Abend
502,Nacht::N,йыд,Nacht
503,Woche::N,ӓрня,Woche
504,Monat::N,тӹ́лзӹ,Monat
505,Jahr::N,год,Jahr
506,Frühling::N,шошым,Frühling
507,Sommer::N,кӓнгӹж,Sommer
508,Herbst::N,шӹжӹ,Herbst
509,Winter::N,тел,Winter
510,Winter::N,телӹ,Winter
511,Januar::N,январ,Januar
512,Januar::N,январь,Januar
513,Februar::N,февраль,Februar
514,März::N,март,März
515,April::N,апрель,April
516,Mai::N,май,Mai
517,Juni::N,июнь,Juni
518,Juli::N,июль,Juli
519,August::N,август,August
520,September::N,сентябрь,September
521,Oktober::N,октябрь,Oktober
522,November::N,ноябрь,November
523,Dezember::N,декавыр,Dezember
524,Montag::N,шачмы,Montag
525,Dienstag::N,кышкыжмы,Dienstag
526,Mittwoch::N,вӹрчегӹ,Mittwoch
527,Donnerstag::N,изӓрня,Donnerstag
528,Freitag::N,когарня,Freitag
529,Samstag::N,кукшыгечӹ,Samstag
530,Sonntag::N,рушӓрня,Sonntag
531,groß::A,кого,groß
532,klein::A,изи,klein
533,lang::A,кужы,lang
534,kurz::A,кӹтӹк,kurz
535,breit::A,кымда,breit
536,schmal::A,ӓнгӹсӹр,schmal
537,dicht::A,шӹре,dicht
538,dick[Gegenstand]::A,кӹжгӹ,dick
539,dünn::A,вӹцкӹж,dünn
540,fein::A,пыльга,fein
541,fest::A,цаткыды,fest
542,flach::A,тӓлякӓ,flach
543,glatt::A,ягылгы,glatt
544,hart::A,пингӹдӹ,hart
545,weich::A,пышкыды,weich
546,rund::A,тӹртӹш,rund
547,spitz::A,кашар,spitz
548,scharf::A,кашар,scharf
549,stumpf::A,нӹшкӹ,stumpf
550,schwer::A,нелӹ,schwer
551,schön::A,цевер,schön
552,schön::A,олмыдшы,schön
553,heiß::A,шокшы,heiß
554,warm::A,шокшы,warm
555,kalt::A,ӱштӹ,kalt
556,kühl::A,юалгы,kühl
557,kühl::A,йонгата,kühl
558,frisch::A,йонгата,frisch
559,feucht::A,ӹлӹкшӹ,feucht
560,feucht::A,вӹдӹжгӹ,feucht
561,nass::A,начкы,nass
562,trocken::A,кукшы,trocken
563,voll::A,темшӹ,voll
564,voll::A,темыман,voll
565,leer::A,йӓрӓ,leer
566,offen::A,виш,offen
567,geschlossen::A,чӱчмӹ,geschlossen
568,geschlossen::A,тӹкӹлӓлтшӹ,geschlossen
569,sauber::A,ире,sauber
570,schmutzig::A,шоран,schmutzig
571,schmutzig::A,лявӹрӓн,schmutzig
572,schmutzig::A,шорангшы,schmutzig
573,roh::A,пеле кӱшӹ,roh
574,reif::A,кӱшӹ,reif
575,lecker::A,тотан,lecker
576,süß::A,мӱӓн,süß
577,bitter::A,качы,bitter
578,sauer::A,шапы,sauer
579,hell::A,соты,hell
580,hell::A,валгыды,hell
581,dunkel::A,пӹц,dunkel
582,dunkel::A,пӹцкемӹш,dunkel
583,schwarz::A,шим,schwarz
584,weiß::A,ош,weiß
585,weiß::A,ошы,weiß
586,rot::A,якшаргы,rot
587,gelb::A,сар,gelb
588,gelb::A,сары,gelb
589,blau::A,симсӹ,blau
590,grün::A,ыжар,grün
591,grau::A,луды,grau
592,bunt::A,ала,bunt
593,billig::A,шулдаш,billig
594,teuer::A,шергӹ,teuer
595,teuer::A,шергӓкӓн,teuer
596,wertvoll::A,ӓкӓн,wertvoll
597,blind::A,слöпöй,blind
598,blind::A,сльöпöй,blind
599,taub::A,тӱтӱк,taub
600,kräftig::A,виӓн,kräftig
601,stark::A,виӓн,stark
602,schwach::A,шава,schwach
603,schwach::A,лӹпкӓ,schwach
604,schwach::A,слабка,schwach
605,fett::A,таза,fett
606,schlank::A,яштака,schlank
607,hübsch::A,сӹлнӹ,hübsch
608,hübsch::A,олмыдшы,hübsch
609,böse::A,шӹдӓн,böse
610,dumm::A,окмак,dumm
611,faul::A,ялахай,faul
612,fleißig::A,пӓшам яратышы,fleißig
613,geizig::A,шык,geizig
614,klug::A,ышан,klug
615,geschickt::A,мастар,geschickt
616,lieb::A,тыри,lieb
617,lustig::A,мындыр,lustig
618,lustig::A,сусу,lustig
619,sanft::A,йӹвӹжӓ,sanft
620,hungrig::A,шужышы,hungrig
621,krank::A,церлӹ,krank
622,krank::A,хворой,krank
623,nackt::A,цӓрӓ,nackt
624,traurig::A,сы́лыкан,traurig
625,traurig::A,кымы́лдымы,traurig
626,lebendig::A,живой,lebendig
627,gut::A,яжо,gut
628,schlecht::A,уда,schlecht
629,schlecht::A,худа,schlecht
630,richtig::A,вургамла,richtig
631,schlimm::A,йӹрнык,schlimm
632,wahr::A,настоящий,wahr
633,wahr::A,настояшый,wahr
634,alt::A,шонгы,alt
635,neu::A,у,neu
636,ehemalig::A,тошты,ehemalig
637,alt[Lebewesen]::A,ӹлалшӹ,alt
638,jung::A,нöргӹ,jung
639,jung::A,молода,jung
640,arm::A,укеӓн,arm
641,reich::A,паян,reich
642,reich::A,пурлыкан,reich
643,bekannt::A,палӹмӹ,bekannt
644,berühmt::A,лӹмлы,berühmt
645,fremd::A,эдемӹн,fremd
646,verschieden::A,тӹрлӹ,verschieden
647,nah::A,лишӹл,nah
648,fern::A,мӹндӹр,fern
649,linker::A,шалахай,linker
650,rechter::A,вургамла,rechter
651,anderer::A,вес,anderer
652,anderer::A,весӹ,anderer
653,erster::A,икшӹ,erster
654,erster::A,икӹмшӹ,erster
655,zweiter::A,кокшы,zweiter
656,dritter::A,кымшы,dritter
657,letzter::A,остатка,letzter
658,allein::ADV,иктӹ,allein
659,allein::ADV,иктӹт,allein
660,auf einmal::ADV,тöрöк,auf einmal
661,zusammen::ADV,икараш,zusammen
662,zusammen::ADV,цымырын,zusammen
663,lange::ADV,кужын,lange
664,plötzlich::ADV,трӱк,plötzlich
665,sofort::ADV,полт,sofort
666,sofort::ADV,тöрöк,sofort
667,sofort::ADV,тӹшӓкок,sofort
668,später::ADV,вара,später
669,heute::ADV,тагачы,heute
670,morgen::ADV,иргод,morgen
671,morgen::ADV,иргодым,morgen
672,bald::ADV,чӹнь,bald
673,bald::ADV,вӓшке,bald
674,bald::ADV,выртышты,bald
675,dann::ADV,пакыла,dann
676,gestern::ADV,тенгечӹ,gestern
677,einst::ADV,икӓнӓ,einst
678,damals::ADV,тӹнӓм,damals
679,danach::ADV,пакыла,danach
680,vorher::ADV,перви,vorher
681,zuerst::ADV,андак,zuerst
682,einmal::ADV,гӓнӓк,einmal
683,einmal::ADV,гӓнӓ,einmal
684,manchmal::ADV,кынамжы,manchmal
685,oft::ADV,чӹчкӹдӹн,oft
686,immer::ADV,со,immer
687,immer::ADV,соок,immer
688,niemals::ADV,нинам,niemals
689,niemals::ADV,нигынам,niemals
690,niemals::ADV,нигынамат,niemals
691,hier::ADV,тиштӹ,hier
692,hierhin::ADV,тишкӹ,hierhin
693,von hier::ADV,тишец,von hier
694,von hier::ADV,тишецӹн,von hier
695,dort::ADV,тӹштӹ,dort
696,dorthin::ADV,тӹшкӹ,dorthin
697,dorthin::ADV,тӹшкӹлӓ,dorthin
698,geradeaus::ADV,вик,geradeaus
699,geradeaus::ADV,тура,geradeaus
700,vorwärts::ADV,анзыкы,vorwärts
701,rückwärts::ADV,мӹнгеш,rückwärts
702,zurück::ADV,мӹнгеш,zurück
703,unten::ADV,ӱлнӹ,unten
704,unten::ADV,лӹвӓлнӹ,unten
705,hinab::ADV,ӱлӹкӹ,hinab
706,hinab::ADV,лӹвӓкӹ,hinab
707,oben::ADV,вӹлнӹ,oben
708,hinauf::ADV,кӱшкӹлӓ,hinauf
709,hinauf::ADV,кӱш,hinauf
710,überall::ADV,йӹлт,überall
711,überall::ADV,цилӓ вӓре,überall
712,nicht::ADV,уке,nicht
713,ein wenig::ADV,изиш,ein wenig
714,ein wenig::ADV,иклаштык,ein wenig
715,kaum::ADV,цылик,kaum
716,kaum::ADV,чучок-чучок,kaum
717,sehr::ADV,чоте,sehr
718,so::ADV,тенге,so
719,so::ADV,тенгелӓ,so
720,noch::ADV,мол,noch
721,noch::ADV,моло,noch
722,nur::ADV,веле,nur
723,schon::ADV,уже,schon
724,schon::ADV,ӹнде,schon
725,wieder::ADV,уэш,wieder
726,vergebens::ADV,зря,vergebens
727,vergebens::ADV,ӹзрӓ,vergebens
728,vergebens::ADV,ӹзӹрӓ,vergebens
729,vor::PRP,анзыц,vor
730,vor::PRP,анзыцын,vor
731,hinter::PRP,шайылан,hinter
732,hinter::PRP,шайылный,hinter
733,unter::PRP,лӹвӓкӹ,unter
734,durch::PRP,вашт,durch
735,neben::PRP,сага,neben
736,zwischen::PRP,лош,zwischen
