,Concept_ID,fi,lv
187,Wetter::N,sää,поводдя
188,Wetter::N,sää,laiks
189,Nebel::N,sumu,ру
190,Nebel::N,sumu,онь
191,Nebel::N,sumu,migla
192,Wolke::N,pilvi,кымӧр
193,Wolke::N,pilvi,mākonis
194,Regen::N,sade,зэр
195,Regen::N,sade,lietus
196,Schnee::N,lumi,лым
197,Schnee::N,lumi,sniegs
198,Eis::N,jää,йи
199,Eis::N,jää,ledus
200,Frost::N,halla,кӧдзыд
201,Frost::N,halla,sals
202,Frost::N,pakkanen,кӧдзыд
203,Frost::N,pakkanen,sals
204,Kälte::N,vilu,кӧдзыд
205,Kälte::N,vilu,saltums
206,Kälte::N,vilu,aukstums
207,Kälte::N,kylmyys,кӧдзыд
208,Kälte::N,kylmyys,saltums
209,Kälte::N,kylmyys,aukstums
210,Hitze::N,helle,пӧсь
211,Hitze::N,helle,гожӧд
212,Hitze::N,helle,karstums
213,Hitze::N,kuumuus,пӧсь
214,Hitze::N,kuumuus,гожӧд
215,Hitze::N,kuumuus,karstums
216,Raureif::N,huurre,пуж
217,Raureif::N,huurre,гыӧр
218,Raureif::N,huurre,sarma
219,Regenbogen::N,sateenkaari,ӧшкамӧшка
220,Regenbogen::N,sateenkaari,varavīksne
221,Donner::N,jyrinä,гым
222,Donner::N,jyrinä,pērkons
223,Strömung::N,virtaus,ва ныр
224,Strömung::N,virtaus,визувтӧм
225,Strömung::N,virtaus,straume
226,Strömung::N,virtaus,strāvojums
227,Tropfen::N,tippa,войт
228,Tropfen::N,tippa,lāse
229,Tropfen::N,pisara,войт
230,Tropfen::N,pisara,lāse
231,Schaum::N,vaahto,быг
232,Schaum::N,vaahto,быгзьӧм
233,Schaum::N,vaahto,putas
234,Schmutz::N,loka,няйт
235,Schmutz::N,loka,dubļi
236,See::N,järvi,ты
237,See::N,järvi,ezers
238,Sumpf::N,suo,гыбад
239,Sumpf::N,suo,кад
240,Sumpf::N,suo,dumbrājs
241,Sumpf::N,suo,staignājs
242,Moor::N,räme,нюр
243,Moor::N,räme,purvs
244,Moor::N,räme,muklājs
245,Wiese::N,niitty,видз
246,Wiese::N,niitty,pļava
247,Wald::N,metsä,вӧр
248,Wald::N,metsä,mežs
249,Hügel::N,mäki,дзиб
250,Hügel::N,mäki,мыльк
251,Hügel::N,mäki,нӧрыс
252,Hügel::N,mäki,paugurs
253,Hügel::N,kumpu,дзиб
254,Hügel::N,kumpu,мыльк
255,Hügel::N,kumpu,нӧрыс
256,Hügel::N,kumpu,paugurs
257,Hügel::N,kukkula,дзиб
258,Hügel::N,kukkula,мыльк
259,Hügel::N,kukkula,нӧрыс
260,Hügel::N,kukkula,paugurs
261,Anhöhe::N,mäki,мыльк
262,Anhöhe::N,mäki,нӧрыс
263,Anhöhe::N,mäki,paugurs
264,Anhöhe::N,kumpare,мыльк
265,Anhöhe::N,kumpare,нӧрыс
266,Anhöhe::N,kumpare,paugurs
267,Berg::N,mäki,чой
268,Berg::N,mäki,керӧс
269,Berg::N,mäki,kalns
270,Berg::N,vuori,чой
271,Berg::N,vuori,керӧс
272,Berg::N,vuori,kalns
273,Gipfel::N,laki,чук
274,Gipfel::N,laki,virsotne
275,Gipfel::N,huippu,чук
276,Gipfel::N,huippu,virsotne
277,Höhle::N,luola,рудӧг
278,Höhle::N,luola,ala
279,Abhang::N,rinne,ньывк
280,Abhang::N,rinne,бокша
281,Abhang::N,rinne,nogāze
282,Quelle::N,lähde,ӧшмӧс
283,Quelle::N,lähde,avots
284,Bach::N,puro,шор
285,Bach::N,puro,urga
286,Bach::N,puro,strauts
287,Fluss::N,joki,ю
288,Fluss::N,joki,upe
289,Ufer::N,ranta,вадор
290,Ufer::N,ranta,krasts
291,Küste::N,rannikko,вадор
292,Küste::N,rannikko,piekraste
293,Festland::N,manner,му
294,Festland::N,manner,sauszeme
295,Meer::N,meri,саридз
296,Meer::N,meri,jūra
297,Bucht::N,lahti,куръя
298,Bucht::N,lahti,līcis
299,Insel::N,saari,ді
300,Insel::N,saari,sala
301,Blume::N,kukka,дзоридз
302,Blume::N,kukka,puķe
303,Blume::N,kukka,zieds
304,Gras::N,ruoho,турун
305,Gras::N,ruoho,zāle
306,Wurzel::N,juuri,вуж
307,Wurzel::N,juuri,sakne
308,Baum::N,puu,пу
309,Baum::N,puu,koks
310,Stamm::N,runko,пучер
311,Stamm::N,runko,stumbrs
312,Rinde::N,kuori,кырсь
313,Rinde::N,kuori,miza
314,Rinde::N,parkki,кырсь
315,Rinde::N,parkki,miza
316,Ast::N,oksa,ув
317,Ast::N,oksa,zars
318,Zweig::N,haara,вож
319,Zweig::N,haara,nozare
320,Blatt::N,lehti,кор
321,Blatt::N,lehti,lapa
322,Birke::N,koivu,кыдз
323,Birke::N,koivu,bērzs
324,Kiefer[Baum]::N,mänty,пожӧм
325,Kiefer[Baum]::N,mänty,priede
326,Kiefer[Baum]::N,petäjä,пожӧм
327,Kiefer[Baum]::N,petäjä,priede
328,Weide[Baum]::N,paju,бадь
329,Weide[Baum]::N,paju,kārkls
330,Tanne::N,kuusi,коз
331,Tanne::N,kuusi,egle
332,Horn::N,sarvi,сюр
333,Horn::N,sarvi,rags
334,Feder::N,sulka,гӧн
335,Feder::N,sulka,тывборд
336,Feder::N,sulka,spalva
337,Feder::N,höyhen,гӧн
338,Feder::N,höyhen,тывборд
339,Feder::N,höyhen,spalva
340,Fell::N,talja,ку
341,Fell::N,talja,āda
342,Flügel::N,siipi,борд
343,Flügel::N,siipi,spārns
344,Klaue::N,kynsi,гыж
345,Klaue::N,kynsi,nags
346,Kralle::N,kynsi,гыж
347,Kralle::N,kynsi,nags
348,Schwanz::N,häntä,бӧж
349,Schwanz::N,häntä,ļipa
350,Schwanz::N,pyrstö,бӧж
351,Schwanz::N,pyrstö,ļipa
352,Ei::N,muna,кольк
353,Ei::N,muna,ola
354,Nest::N,pesä,поз
355,Nest::N,pesä,ligzda
356,Bau::N,pesä,горс
357,Bau::N,pesä,пырмӧс
358,Bau::N,pesä,гу
359,Bau::N,pesä,ala
360,Tier::N,eläin,пемӧс
361,Tier::N,eläin,dzīvnieks
362,Herde::N,lauma,стада
363,Herde::N,lauma,кельӧб
364,Herde::N,lauma,ganāmpulks
365,Kuh::N,lehmä,мӧс
366,Kuh::N,lehmä,govs
367,Bulle::N,sonni,ӧш
368,Bulle::N,sonni,bullis
369,Pferd::N,hevonen,вӧв
370,Pferd::N,hevonen,zirgs
371,Schaf::N,lammas,ыж
372,Schaf::N,lammas,aita
373,Schwein::N,sika,порсь
374,Schwein::N,sika,cūka
375,Hund::N,koira,пон
376,Hund::N,koira,suns
377,Katze::N,kissa,кань
378,Katze::N,kissa,kaķis
379,Bär::N,karhu,ош
380,Bär::N,karhu,lācis
381,Eichhörnchen::N,orava,ур
382,Eichhörnchen::N,orava,vāvere
383,Elch::N,hirvi,йӧра
384,Elch::N,hirvi,alnis
385,Fuchs::N,kettu,руч
386,Fuchs::N,kettu,lapsa
387,Hase::N,jänis,кӧч
388,Hase::N,jänis,zaķis
389,Maus::N,hiiri,шыр
390,Maus::N,hiiri,pele
391,Wolf::N,susi,кӧин
392,Wolf::N,susi,vilks
393,Vogel::N,lintu,кай
394,Vogel::N,lintu,лэбач
395,Vogel::N,lintu,putns
396,Schwarm::N,parvi,чукӧр
397,Schwarm::N,parvi,spiets
398,Huhn::N,kana,курӧг
399,Huhn::N,kana,vista
400,Hahn::N,kukko,петук
401,Hahn::N,kukko,gailis
402,Gans::N,hanhi,дзодзӧг
403,Gans::N,hanhi,zoss
404,Adler::N,kotka,кутш
405,Adler::N,kotka,ērglis
406,Ente::N,ankka,утка
407,Ente::N,ankka,pīle
408,Eule::N,pöllö,сюзь
409,Eule::N,pöllö,pūce
410,Kranich::N,kurki,тури
411,Kranich::N,kurki,dzērve
412,Krähe::N,varis,рака
413,Krähe::N,varis,vārna
414,Kuckuck::N,käki,кӧк
415,Kuckuck::N,käki,dzeguze
416,Schwan::N,joutsen,юсь
417,Schwan::N,joutsen,gulbis
418,Fisch::N,kala,чери
419,Fisch::N,kala,zivs
420,Barsch::N,ahven,ёкыш
421,Barsch::N,ahven,asaris
422,Hecht::N,hauki,сир
423,Hecht::N,hauki,līdaka
424,Schlange[Tier]::N,käärme,кый
425,Schlange[Tier]::N,käärme,čūska
426,Wurm::N,mato,номыр
427,Wurm::N,mato,tārps
428,Spinne::N,hämähäkki,черань
429,Spinne::N,hämähäkki,zirneklis
430,Ameise::N,muurahainen,кодзувкот
431,Ameise::N,muurahainen,skudra
432,Laus::N,täi,той
433,Laus::N,täi,uts
434,Mücke::N,sääski,ном
435,Mücke::N,sääski,ods
436,Mücke::N,hyttynen,ном
437,Mücke::N,hyttynen,ods
438,Fliege::N,kärpänen,гут
439,Fliege::N,kärpänen,muša
440,Schmetterling::N,perhonen,бобув
441,Schmetterling::N,perhonen,tauriņš
442,Beere::N,marja,тусь
443,Beere::N,marja,вотӧс
444,Beere::N,marja,oga
445,Apfel::N,omena,яблӧг
446,Apfel::N,omena,ābols
447,Pilz::N,sieni,тшак
448,Pilz::N,sieni,sēne
449,Zwiebel::N,sipuli,луккок
450,Zwiebel::N,sipuli,йӧнгыль
451,Zwiebel::N,sipuli,sīpols
452,Saat::N,siemenet,тусь
453,Saat::N,siemenet,кӧйдыс
454,Saat::N,siemenet,sēkla
455,Korn::N,jyvä,тусь
456,Korn::N,jyvä,grauds
457,Korn::N,vilja,тусь
458,Korn::N,vilja,grauds
459,Heu::N,heinä,турун
460,Heu::N,heinä,siens
461,Schale::N,kuori,кор
462,Schale::N,kuori,čaula
463,Schale::N,kuori,čaumala
464,Grube::N,kuoppa,гу
465,Grube::N,kuoppa,bedre
466,Falle::N,loukku,лэч
467,Falle::N,loukku,slazds
468,Falle::N,loukku,lamatas
469,Schlinge::N,ansa,лэч
470,Schlinge::N,ansa,cilpa
471,Spur::N,jälki,туй
472,Spur::N,jälki,pēda
473,Asche::N,tuhka,пӧм
474,Asche::N,tuhka,pelni
475,Dreck::N,lika,няйт
476,Dreck::N,lika,dubļi
477,Eisen::N,rauta,кӧрт
478,Eisen::N,rauta,dzelzs
479,Gold::N,kulta,зарни
480,Gold::N,kulta,zelts
481,Silber::N,hopea,эзысь
482,Silber::N,hopea,sudrabs
483,Kohle::N,hiili,шом
484,Kohle::N,hiili,ogle
485,Glas::N,lasi,стеклӧ
486,Glas::N,lasi,stikls
487,Lehm::N,savi,сёй
488,Lehm::N,savi,māls
489,Sand::N,hiekka,лыа
490,Sand::N,hiekka,smiltis
491,Mensch::N,ihminen,морт
492,Mensch::N,ihminen,cilvēks
493,Mann::N,mies,аймӧрт
494,Mann::N,mies,мужичӧй
495,Mann::N,mies,vīrietis
496,Frau::N,nainen,ань
497,Frau::N,nainen,нывбаба
498,Frau::N,nainen,sieviete
499,Kind::N,lapsi,кага
500,Kind::N,lapsi,bērns
501,Junge::N,poika,пи
502,Junge::N,poika,zēns
503,Junge::N,poika,puika
504,Junge::N,poika,puisis
505,Mädchen::N,tyttö,ныв
506,Mädchen::N,tyttö,meiča
507,Mädchen::N,tyttö,skuķis
508,Mädchen::N,tyttö,meitene
509,Familie::N,perhe,семья
510,Familie::N,perhe,ģimene
511,Großvater::N,isoisä,пӧль
512,Großvater::N,isoisä,vecaistēvs
513,Großmutter::N,isoäiti,баб
514,Großmutter::N,isoäiti,vecāmāte
515,Eltern::N,vanhemmat,ай-мам
516,Eltern::N,vanhemmat,бать-мам
517,Eltern::N,vanhemmat,vecāki
518,Vater::N,isä,бать
519,Vater::N,isä,ай
520,Vater::N,isä,tēvs
521,Mutter::N,äiti,мам
522,Mutter::N,äiti,māte
523,Sohn::N,poika,пи
524,Sohn::N,poika,dēls
525,Tochter::N,tytär,ныв
526,Tochter::N,tytär,meita
527,Bruder::N,veli,вок
528,Bruder::N,veli,brālis
529,Schwester::N,sisko,чой
530,Schwester::N,sisko,māsa
531,Onkel::N,eno,дядь
532,Onkel::N,eno,tēvocis
533,Onkel::N,setä,дядь
534,Onkel::N,setä,tēvocis
535,Tante::N,täti,тьӧт
536,Tante::N,täti,tante
537,Ehemann::N,mies,верӧс
538,Ehemann::N,mies,vīrs
539,Ehemann::N,aviomies,верӧс
540,Ehemann::N,aviomies,vīrs
541,Ehefrau::N,vaimo,гӧтыр
542,Ehefrau::N,vaimo,sieva
543,Ehefrau::N,aviovaimo,гӧтыр
544,Ehefrau::N,aviovaimo,sieva
545,Freude::N,ilo,радлун
546,Freude::N,ilo,prieks
547,Freude::N,riemu,радлун
548,Freude::N,riemu,prieks
549,Gelächter::N,nauru,серам
550,Gelächter::N,nauru,smiekli
551,Glück::N,onni,шуд
552,Glück::N,onni,laime
553,Kummer::N,suru,шог
554,Kummer::N,suru,bēdas
555,Kummer::N,suru,raizes
556,Kummer::N,murhe,шог
557,Kummer::N,murhe,bēdas
558,Kummer::N,murhe,raizes
559,Wunsch::N,toive,кӧсйӧм
560,Wunsch::N,toive,vēlme
561,Wunsch::N,toive,vēlējums
562,Wunsch::N,toivomus,кӧсйӧм
563,Wunsch::N,toivomus,vēlme
564,Wunsch::N,toivomus,vēlējums
565,Lust::N,himo,кыскӧм
566,Lust::N,himo,радейтӧм
567,Lust::N,himo,kāre
568,Geist::N,henki,лов
569,Geist::N,henki,gars
570,Gedanke::N,aate,мӧвп
571,Gedanke::N,aate,doma
572,Gedanke::N,ajatus,мӧвп
573,Gedanke::N,ajatus,doma
574,Gedächtnis::N,muisti,паметь
575,Gedächtnis::N,muisti,atmiņa
576,Verstand::N,äly,вежӧр
577,Verstand::N,äly,prāts
578,Verstand::N,järki,вежӧр
579,Verstand::N,järki,prāts
580,Verstand::N,ymmärrys,вежӧр
581,Verstand::N,ymmärrys,prāts
582,Sinn::N,merkitys,мог
583,Sinn::N,merkitys,вежӧртас
584,Sinn::N,merkitys,nozīme
585,Grund::N,syy,помка
586,Grund::N,syy,pamats
587,Grund::N,syy,iemesls
588,Grund::N,peruste,помка
589,Grund::N,peruste,pamats
590,Grund::N,peruste,iemesls
591,Wahrheit::N,tosi,збыль
592,Wahrheit::N,tosi,збыльтор
593,Wahrheit::N,tosi,taisnība
594,Wahrheit::N,tosi,patiesība
595,Wahrheit::N,totuus,збыль
596,Wahrheit::N,totuus,збыльтор
597,Wahrheit::N,totuus,taisnība
598,Wahrheit::N,totuus,patiesība
599,Gespräch::N,puhelu,сёрни
600,Gespräch::N,puhelu,saruna
601,Gespräch::N,keskustelu,сёрни
602,Gespräch::N,keskustelu,saruna
603,Märchen::N,satu,мойд
604,Märchen::N,satu,pasaka
605,Erzählung::N,tarina,висьт
606,Erzählung::N,tarina,stāsts
607,Erzählung::N,tarina,nostāsts
608,Erzählung::N,kertomus,висьт
609,Erzählung::N,kertomus,stāsts
610,Erzählung::N,kertomus,nostāsts
611,Nachricht::N,tieto,юӧртӧм
612,Nachricht::N,tieto,ziņa
613,Nachricht::N,ilmoitus,юӧртӧм
614,Nachricht::N,ilmoitus,ziņa
615,Neuigkeit::N,uutinen,выльтор
616,Neuigkeit::N,uutinen,jaunums
617,Name::N,nimi,ним
618,Name::N,nimi,vārds
619,Rätsel::N,arvoitus,нӧдкыв
620,Rätsel::N,arvoitus,mīkla
621,Rede::N,puhe,сёрни
622,Rede::N,puhe,runa
623,Sprache::N,kieli,кыв
624,Sprache::N,kieli,valoda
625,Stimme::N,ääni,гӧлӧс
626,Stimme::N,ääni,вом шы
627,Stimme::N,ääni,balss
628,Wort::N,sana,кыв
629,Wort::N,sana,vārds
630,Zeichen::N,merkki,пас
631,Zeichen::N,merkki,zīme
632,Ruf::N,kutsu,чукӧстчӧм
633,Ruf::N,kutsu,корӧм
634,Ruf::N,kutsu,sauciens
635,Lärm::N,melu,шы
636,Lärm::N,melu,зык
637,Lärm::N,melu,зычитӧм
638,Lärm::N,melu,troksnis
639,Lärm::N,hälinä,шы
640,Lärm::N,hälinä,зык
641,Lärm::N,hälinä,зычитӧм
642,Lärm::N,hälinä,troksnis
643,Laut::N,ääni,шы
644,Laut::N,ääni,skaņa
645,Ton::N,sävel,шы
646,Ton::N,sävel,tonis
647,Lied::N,laulu,сьылан
648,Lied::N,laulu,сьыланкыв
649,Lied::N,laulu,dziesma
650,Ruhe::N,lepo,чӧв
651,Ruhe::N,lepo,miers
652,Ruhe::N,rauha,чӧв
653,Ruhe::N,rauha,miers
654,Leute::N,väki,йӧз
655,Leute::N,väki,войтыр
656,Leute::N,väki,ļaudis
657,Leute::N,väki,cilvēki
658,Leute::N,ihmiset,йӧз
659,Leute::N,ihmiset,войтыр
660,Leute::N,ihmiset,ļaudis
661,Leute::N,ihmiset,cilvēki
662,Volk::N,kansa,йӧз
663,Volk::N,kansa,войтыр
664,Volk::N,kansa,tauta
665,Arbeit::N,työ,удж
666,Arbeit::N,työ,darbs
667,Gast::N,vieras,гӧсть
668,Gast::N,vieras,viešņa
669,Gast::N,vieras,ciemiņš
670,Geschenk::N,lahja,козин
671,Geschenk::N,lahja,dāvana
672,Spiel::N,peli,ворсан
673,Spiel::N,peli,rotaļa
674,Spiel::N,leikki,ворсан
675,Spiel::N,leikki,rotaļa
676,Gesellschaft::N,seura,котыр
677,Gesellschaft::N,seura,biedrība
678,Gesellschaft::N,seura,kompānija
679,Hilfe::N,apu,отсӧг
680,Hilfe::N,apu,palīdzība
681,Freund::N,ystävä,ёрт
682,Freund::N,ystävä,draugs
683,Kamerad::N,toveri,ёрт
684,Kamerad::N,toveri,biedrs
685,Angelegenheit::N,asia,мог
686,Angelegenheit::N,asia,делӧ
687,Angelegenheit::N,asia,darīšana
688,Anzahl::N,lukumäärä,лыд
689,Anzahl::N,lukumäärä,тшӧт
690,Anzahl::N,lukumäärä,skaits
691,Anzahl::N,lukumäärä,daudzums
692,Art::N,laji,сикас
693,Art::N,laji,suga
694,Art::N,laji,šķira
695,Stück::N,pala,тор
696,Stück::N,pala,gabals
697,Stück::N,kappale,тор
698,Stück::N,kappale,gabals
699,Teil::N,osa,юкӧн
700,Teil::N,osa,daļa
701,Hälfte::N,puoli,пӧв
702,Hälfte::N,puoli,джын
703,Hälfte::N,puoli,puse
704,Kreis::N,ympyrä,кытш
705,Kreis::N,ympyrä,aplis
706,Kreis::N,ympyrä,riņķis
707,Kreuz::N,risti,перна
708,Kreuz::N,risti,крест
709,Kreuz::N,risti,krusts
710,Linie::N,viiva,визь
711,Linie::N,viiva,līnija
712,Strich::N,piirto,визь
713,Strich::N,piirto,svītra
714,Abstand::N,väli,кост
715,Abstand::N,väli,коласт
716,Abstand::N,väli,atstarpe
717,Abstand::N,väljyys,кост
718,Abstand::N,väljyys,коласт
719,Abstand::N,väljyys,atstarpe
720,Entfernung::N,etäisyys,ылна
721,Entfernung::N,etäisyys,attālums
722,Entfernung::N,etäisyys,atstatums
723,Gegend::N,seutu,му-ва
724,Gegend::N,seutu,apvidus
725,Gegend::N,seutu,apgabals
726,Platz::N,tila,ылдӧс
727,Platz::N,tila,йир
728,Platz::N,tila,гӧгӧртас
729,Platz::N,tila,vieta
730,Ort::N,kohta,ин
731,Ort::N,kohta,места
732,Ort::N,kohta,vieta
733,Ort::N,paikka,ин
734,Ort::N,paikka,места
735,Ort::N,paikka,vieta
736,Seite::N,sivu,бок
737,Seite::N,sivu,ӧтарладор
738,Seite::N,sivu,sāns
739,Seite::N,kylki,бок
740,Seite::N,kylki,ӧтарладор
741,Seite::N,kylki,sāns
742,Mitte::N,keskus,шӧр
743,Mitte::N,keskus,vidus
744,Mitte::N,puoliväli,шӧр
745,Mitte::N,puoliväli,vidus
746,Gegenstand::N,kalu,кӧлуй
747,Gegenstand::N,kalu,priekšmets
748,Gegenstand::N,esine,кӧлуй
749,Gegenstand::N,esine,priekšmets
750,Sache::N,asia,добра
751,Sache::N,asia,lieta
752,Rand::N,ääri,дор
753,Rand::N,ääri,mala
754,Rand::N,ääri,apmale
755,Rand::N,syrjä,дор
756,Rand::N,syrjä,mala
757,Rand::N,syrjä,apmale
758,Kante::N,särmä,дор
759,Kante::N,särmä,šķautne
760,Ecke::N,nurkka,пельӧс
761,Ecke::N,nurkka,kakts
762,Ecke::N,nurkka,stūris
763,Spitze::N,terä,йыв
764,Spitze::N,terä,smaile
765,Spitze::N,terä,galotne
766,Spitze::N,kärki,йыв
767,Spitze::N,kärki,smaile
768,Spitze::N,kärki,galotne
769,Ende::N,pää,пом
770,Ende::N,pää,gals
771,Ende::N,pää,uzgalis
772,Ende::N,perä,пом
773,Ende::N,perä,gals
774,Ende::N,perä,uzgalis
775,Loch::N,kolo,розь
776,Loch::N,kolo,caurums
777,Loch::N,reikä,розь
778,Loch::N,reikä,caurums
779,Winkel::N,kulma,пельӧс
780,Winkel::N,kulma,leņķis
781,Muster::N,kuvio,сер
782,Muster::N,kuvio,piemērs
783,Größe::N,koko,ыджда
784,Größe::N,koko,lielums
785,Größe::N,suuruus,ыджда
786,Größe::N,suuruus,lielums
787,Länge::N,pituus,кузьта
788,Länge::N,pituus,garums
789,Höhe::N,korkeus,джуджда
790,Höhe::N,korkeus,augstums
791,Gewicht::N,paino,сьӧкта
792,Gewicht::N,paino,сьӧкталун
793,Gewicht::N,paino,svars
794,Gewicht::N,paino,smagums
795,Menge::N,määrä,лун
796,Menge::N,määrä,числӧ
