,Concept_ID,cs,ro
209,Schlange[Tier]::N,had,șarpe
210,Wurm::N,červ,vierme
211,Spinne::N,pavouk,păianjen
212,Ameise::N,mravenec,furnică
213,Laus::N,veš,păduche
214,Mücke::N,komár,țânțar
215,Fliege::N,moucha,muscă
216,Schmetterling::N,motýl,fluture
217,Beere::N,bobule,boabă
218,Apfel::N,jablko,măr
219,Pilz::N,houba,burete
220,Pilz::N,houba,ciupercă
221,Zwiebel::N,cibule,ceapă
222,Saat::N,osivo,semănătură
223,Korn::N,zrno,grâu
224,Heu::N,seno,fân
225,Schale::N,slupka,coajă
226,Schale::N,skořápka,coajă
227,Grube::N,jáma,groapă
228,Falle::N,past,cursă
229,Falle::N,past,capcană
230,Falle::N,léčka,cursă
231,Falle::N,léčka,capcană
232,Schlinge::N,smyčka,laț
233,Spur::N,stopa,dâră
234,Asche::N,popel,cenușă
235,Dreck::N,špína,noroi
236,Dreck::N,špína,murdărie
237,Eisen::N,železo,fier
238,Gold::N,zlato,aur
239,Silber::N,stříbro,argint
240,Kohle::N,uhlí,cărbune
241,Glas::N,sklo,sticlă
242,Lehm::N,jíl,lut
243,Lehm::N,jíl,humă
244,Lehm::N,hlína,lut
245,Lehm::N,hlína,humă
246,Sand::N,písek,nisip
247,Mensch::N,člověk,om
248,Mensch::N,člověk,persoană
249,Mann::N,muž,om
250,Mann::N,muž,bărbat
251,Frau::N,žena,femeie
252,Kind::N,dítě,copil
253,Junge::N,hoch,băiat
254,Junge::N,hoch,flăcău
255,Junge::N,chlapec,băiat
256,Junge::N,chlapec,flăcău
257,Mädchen::N,děvče,fată
258,Familie::N,rodina,familie
259,Großvater::N,děd,bunic
260,Großvater::N,děd,tată mare
261,Großvater::N,dědeček,bunic
262,Großvater::N,dědeček,tată mare
263,Großmutter::N,babička,bunică
264,Großmutter::N,babička,mamă mare
265,Eltern::N,rodiče,părinți
266,Vater::N,otec,tată
267,Vater::N,otec,părinte
268,Mutter::N,matka,mamă
269,Sohn::N,syn,fiu
270,Sohn::N,syn,fecior
271,Tochter::N,dcera,fiică
272,Bruder::N,bratr,frate
273,Schwester::N,sestra,soră
274,Onkel::N,strýc,unchi
275,Tante::N,teta,mătușă
276,Ehemann::N,choť,soț
277,Ehemann::N,choť,bărbat
278,Ehemann::N,manžel,soț
279,Ehemann::N,manžel,bărbat
280,Ehefrau::N,choť,soție
281,Ehefrau::N,manželka,soție
282,Freude::N,radost,bucurie
283,Gelächter::N,smích,râset
284,Glück::N,štěstí,fericire
285,Kummer::N,žal,mâhnire
286,Kummer::N,trápení,mâhnire
287,Wunsch::N,přání,dorință
288,Wunsch::N,přání,deziderat
289,Lust::N,chuť,poftă
290,Lust::N,chuť,înclinare
291,Geist::N,duch,duh
292,Geist::N,duch,minte
293,Geist::N,duch,suflet
294,Gedanke::N,myšlenka,gând
295,Gedanke::N,myšlenka,cuget
296,Gedächtnis::N,paměť,memorie
297,Verstand::N,rozum,minte
298,Verstand::N,rozum,intelect
299,Sinn::N,smysl,sens
300,Sinn::N,smysl,înțeles
301,Grund::N,důvod,cauză
302,Grund::N,důvod,pricină
303,Wahrheit::N,pravda,adevăr
304,Gespräch::N,rozhovor,convorbire
305,Gespräch::N,rozhovor,conversație
306,Märchen::N,pohádka,basm
307,Märchen::N,pohádka,poveste
308,Erzählung::N,povídka,poveste
309,Nachricht::N,zpráva,veste
310,Neuigkeit::N,novina,noutate
311,Neuigkeit::N,novina,actualitate
312,Neuigkeit::N,novinka,noutate
313,Neuigkeit::N,novinka,actualitate
314,Name::N,jméno,nume
315,Rätsel::N,hádanka,ghicitoare
316,Rede::N,řeč,discurs
317,Rede::N,proslov,discurs
318,Sprache::N,řeč,limbă
319,Sprache::N,řeč,limbaj
320,Sprache::N,jazyk,limbă
321,Sprache::N,jazyk,limbaj
322,Stimme::N,hlas,glas
323,Wort::N,slovo,cuvânt
324,Zeichen::N,znamení,semn
325,Zeichen::N,znamení,semnal
326,Ruf::N,zavolání,chemare
327,Lärm::N,hluk,zgomot
328,Lärm::N,hluk,tărăboi
329,Laut::N,zvuk,sunet
330,Ton::N,tón,ton
331,Lied::N,píseň,cântec
332,Ruhe::N,klid,odihnă
333,Ruhe::N,klid,liniște
334,Ruhe::N,pokoj,odihnă
335,Ruhe::N,pokoj,liniște
336,Leute::N,lidé,lume
337,Leute::N,lidé,oameni
338,Volk::N,národ,popor
339,Volk::N,národ,națiune
340,Arbeit::N,práce,lucru
341,Gast::N,host,musafir
342,Geschenk::N,dar,dar
343,Geschenk::N,dar,cadou
344,Spiel::N,hra,joc
345,Gesellschaft::N,společnost,societate
346,Hilfe::N,pomoc,ajutor
347,Freund::N,přítel,amic
348,Freund::N,přítel,prieten
349,Kamerad::N,kamarád,tovarăș
350,Angelegenheit::N,záležitost,afacere
351,Anzahl::N,počet,număr
352,Anzahl::N,počet,cantitate
353,Art::N,druh,fel
354,Art::N,druh,specie
355,Stück::N,kus,bucată
356,Stück::N,kousek,bucată
357,Teil::N,díl,parte
358,Teil::N,díl,porție
359,Teil::N,část,parte
360,Teil::N,část,porție
361,Hälfte::N,půl,jumătate
362,Kreis::N,kruh,cerc
363,Kreuz::N,kříž,cruce
364,Linie::N,linka,linie
365,Strich::N,čára,linie
366,Strich::N,čára,trăsătură
367,Strich::N,čárka,linie
368,Strich::N,čárka,trăsătură
369,Abstand::N,vzdálenost,distanță
370,Abstand::N,vzdálenost,depărtare
371,Entfernung::N,vzdálenost,distanță
372,Entfernung::N,vzdálenost,depărtare
373,Gegend::N,krajina,regiune
374,Platz::N,prostor,loc
375,Ort::N,místo,loc
376,Seite::N,strana,latură
377,Mitte::N,střed,centru
378,Mitte::N,prostředek,centru
379,Gegenstand::N,předmět,obiect
380,Sache::N,věc,lucru
381,Sache::N,věc,chestie
382,Rand::N,kraj,bordură
383,Rand::N,okraj,bordură
384,Kante::N,hrana,muchie
385,Kante::N,hrana,bordură
386,Ecke::N,roh,colț
387,Spitze::N,hrot,vârf
388,Spitze::N,hrot,creștet
389,Spitze::N,špička,vârf
390,Spitze::N,špička,creștet
391,Ende::N,konec,capăt
392,Loch::N,díra,gaură
393,Winkel::N,kout,colț
394,Muster::N,vzor,desen
395,Größe::N,velikost,mărime
396,Länge::N,délka,lungime
397,Höhe::N,výška,înălțime
398,Gewicht::N,váha,greutate
399,Menge::N,množství,cantitate
400,Haufen::N,kupa,grămadă
401,Haufen::N,hromada,grămadă
402,Reihe::N,řada,șir
403,Reihe::N,řada,rând
404,Reihe::N,řádek,șir
405,Reihe::N,řádek,rând
406,Boot::N,člun,barcă
407,Boot::N,člun,luntre
408,Ruder::N,veslo,vâslă
409,Ruder::N,veslo,lopată
410,Schlitten::N,sáně,sanie
411,Ski::N,lyže,schi
412,Lagerfeuer::N,táborák,foc de tabără
413,Last::N,náklad,povară
414,Last::N,náklad,sarcină
415,Last::N,břemeno,povară
416,Last::N,břemeno,sarcină
417,Gang::N,chůze,mers
418,Gang::N,chůze,umblet
419,Gang::N,chodba,mers
420,Gang::N,chodba,umblet
421,Schritt::N,krok,pas
422,Norden::N,sever,nord
423,Norden::N,sever,miazănoapte
424,Süden::N,jih,sud
425,Süden::N,jih,miazăzi
426,Westen::N,západ,apus
427,Osten::N,východ,est
428,Osten::N,východ,răsărit
429,Holz::N,dřevo,lemn
430,Brett::N,prkno,scândură
431,Platte::N,deska,placă
432,Stütze::N,opěra,proptea
433,Stange::N,tyč,bară
434,Stange::N,tyč,prăjină
435,Stange::N,tyčka,bară
436,Stange::N,tyčka,prăjină
437,Stock::N,hůlka,băț
438,Stock::N,hůlka,baston
439,Stab::N,hůl,baston
440,Stab::N,hůl,prăjină
441,Rohr::N,trubka,tub
442,Rohr::N,trubka,țeavă
443,Haus::N,dům,casă
444,Heim::N,domov,casă
445,Heim::N,domov,cămin
446,Ofen::N,kamna,sobă
447,Fußboden::N,podlaha,podea
448,Fußboden::N,podlaha,dușumea
449,Tisch::N,stůl,masă
450,Stuhl::N,židle,scaun
451,Wiege::N,kolébka,leagăn
452,Bett::N,postel,pat
453,Regal::N,regál,rafturi
454,Regal::N,police,rafturi
455,Kiste::N,bedna,ladă
456,Kiste::N,bedna,cutie
457,Fenster::N,okno,fereastră
458,Tür::N,dveře,ușă
459,Tor::N,vrata,poartă
460,Zaun::N,plot,gard
461,Dach::N,střecha,acoperiș
462,Leiter::N,žebřík,scară
463,Besen::N,koště,mătură
464,Besen::N,smeták,mătură
465,Spaten::N,rýč,cazma
466,Spaten::N,rýč,hârleț
467,Schaufel::N,lopata,lopată
468,Gabel::N,vidlička,furculiță
469,Löffel::N,lžíce,lingură
470,Messer::N,nůž,cuțit
471,Nagel::N,hřebík,cui
472,Netz::N,síť,plasă
473,Haken::N,hák,cârlig
474,Griff::N,držadlo,mâner
475,Schloss::N,zámek,lacăt
476,Bild::N,obraz,tablou
477,Bild::N,obraz,imagine
478,Figur::N,figura,chip
479,Figur::N,figura,figură
480,Puppe::N,panenka,păpușă
481,Beutel::N,pytlík,pungă
482,Beutel::N,pytlík,săculeț
483,Bündel::N,svazek,mănunchi
484,Tasche::N,taška,geantă
485,Tasche::N,brašna,geantă
486,Eimer::N,kýbl,găleată
487,Eimer::N,vědro,găleată
488,Deckel::N,víko,capac
489,Deckel::N,příklop,capac
490,Geschirr::N,nádobí,vase
491,Geschirr::N,nádobí,tacâmuri
492,Sack::N,pytel,sac
493,Tasse::N,šálek,ceașcă
494,Topf::N,hrnec,oală
495,Kessel::N,kotel,cazan
496,Kessel::N,kotel,căldare
497,Essen::N,jídlo,mâncare
498,Nahrung::N,strava,hrană
499,Nahrung::N,strava,aliment
500,Nahrung::N,potrava,hrană
501,Nahrung::N,potrava,aliment
502,Speise::N,jídlo,bucate
503,Speise::N,jídlo,fel de bucate
504,Fleisch::N,maso,carne
505,Getreide::N,obilí,cereale
506,Brei::N,kaše,pireu
507,Brot::N,chléb,pâine
508,Scheibe::N,krajíc,felie
509,Scheibe::N,krajíc,bucată
510,Fett::N,tuk,untură
511,Fett::N,tuk,grăsime
512,Fett::N,omastek,untură
513,Fett::N,omastek,grăsime
514,Butter::N,máslo,unt
515,Öl::N,olej,ulei
516,Salz::N,sůl,sare
517,Suppe::N,polévka,supă
518,Suppe::N,polévka,ciorbă
519,Honig::N,med,miere
520,Milch::N,mléko,lapte
521,Tee::N,čaj,ceai
522,Leder::N,kůže,piele
523,Wolle::N,vlna,lână
524,Stoff::N,látka,stofă
525,Nadel::N,jehla,ac
526,Faden::N,nit,ață
527,Knopf::N,knoflík,buton
528,Knoten::N,uzel,nod
529,Farbe::N,barva,vopsea
530,Kleidung::N,šaty,haine
531,Kleidung::N,šaty,îmbrăcăminte
532,Kleidung::N,šatstvo,haine
533,Kleidung::N,šatstvo,îmbrăcăminte
534,Hemd::N,košile,cămașă
535,Kragen::N,límec,guler
536,Ärmel::N,rukáv,mânecă
537,Hose::N,kalhoty,pantaloni
538,Gürtel::N,pás,cordon
539,Gürtel::N,opasek,cordon
540,Mütze::N,čepice,șapcă
541,Schuh::N,bota,gheată
542,Stiefel::N,holínka,cizmă
543,Ring::N,prsten,inel
544,Ring::N,prsten,verigă
545,Band::N,pásek,panglică
546,Band::N,pásek,șiret
547,Kamm::N,hřeben,pieptene
548,Spiegel::N,zrcadlo,oglindă
549,Riemen::N,řemen,curea
550,Schnur::N,šňůra,funie
551,Schnur::N,šňůra,sfoară
552,Leine::N,vodítko,lesă
553,Leine::N,vodítko,curea
554,Decke::N,pokrývka,pătură
555,Decke::N,přikrývka,pătură
556,Kissen::N,polštář,pernă
557,Tuch::N,šátek,batic
558,Handtuch::N,ručník,prosop
559,Handtuch::N,ručník,ștergar
560,Kraft::N,síla,forță
561,Kraft::N,síla,putere
562,Stärke::N,síla,tărie
563,Stärke::N,síla,vigoare
564,Gesundheit::N,zdraví,sănătate
565,Krankheit::N,nemoc,boală
566,Krankheit::N,nemoc,maladie
567,Krankheit::N,choroba,boală
568,Krankheit::N,choroba,maladie
569,Schmerz::N,bolest,durere
570,Wunde::N,rána,rană
571,Fieber::N,horečka,febră
572,Arznei::N,lék,leac
573,Arznei::N,lék,medicament
574,Brücke::N,most,pod
575,Brücke::N,most,punte
576,Brunnen::N,studna,puț
577,Weide::N,pastva,izlaz
578,Weide::N,pastva,pășune
579,Weide::N,pastvina,izlaz
580,Weide::N,pastvina,pășune
581,Pfad::N,pěšina,cărare
582,Weg::N,cesta,drum
583,Straße::N,silnice,cale
584,Straße::N,silnice,stradă
585,Dorf::N,vesnice,sat
586,Stadt::N,město,oraș
587,Brief::N,dopis,scrisoare
588,Buch::N,kniha,carte
589,Buchstabe::N,písmeno,literă
590,Buchstabe::N,písmeno,caracter
591,Zeitung::N,noviny,ziar
592,Zeitung::N,noviny,gazetă
593,Leben::N,život,viață
594,Tod::N,smrt,moarte
595,Grab::N,hrob,groapă
596,Grab::N,hrob,mormânt
597,Kirche::N,kostel,biserică
598,Sünde::N,hřích,păcat
599,Gott::N,bůh,zeu
600,Arbeiter::N,dělník,muncitor
601,Arbeiter::N,pracovník,muncitor
602,Chef::N,šéf,șef
603,Chef::N,vedoucí,șef
604,Meister::N,mistr,meșter
605,Meister::N,mistr,maestru
606,Arzt::N,lékař,medic
607,Arzt::N,lékař,doctor
608,Lehrer::N,učitel,profesor
609,Lehrer::N,učitel,învățător
610,Geld::N,peníze,bani
611,Geld::N,peníze,parale
612,Geschäft::N,obchod,treabă
613,Geschäft::N,obchod,afacere
614,Laden::N,krám,magazin
615,Laden::N,krám,prăvălie
616,Preis::N,cena,preț
617,Ware::N,zboží,marfă
618,Nutzen::N,užitek,folos
619,Nutzen::N,užitek,profit
620,Reichtum::N,bohatství,avuție
621,Reichtum::N,bohatství,bogăție
622,Welt::N,svět,lume
623,Land::N,země,țară
624,Staat::N,stát,stat
625,König::N,král,rege
626,Macht::N,moc,putere
627,Macht::N,moc,putință
628,Macht::N,mocnost,putere
629,Macht::N,mocnost,putință
630,Grenze::N,hranice,hotar
631,Grenze::N,hranice,graniță
632,Grenze::N,hranice,frontieră
633,Krieg::N,válka,război
634,Feind::N,nepřítel,dușman
635,Gewalt::N,násilí,violență
636,Kampf::N,boj,luptă
637,Bogen[Waffe]::N,luk,arc
638,Pfeil::N,šíp,săgeată
639,Gewehr::N,puška,armă
640,Gewehr::N,puška,pușcă
641,Gewehr::N,ručnice,armă
642,Gewehr::N,ručnice,pușcă
643,Fehler::N,chyba,eroare
644,Fehler::N,chyba,greșeală
645,Lüge::N,lež,minciună
646,Schaden::N,škoda,daună
647,Schaden::N,škoda,pagubă
648,Unglück::N,neštěstí,nenorocire
649,Schuld::N,vina,vină
650,Alter::N,věk,etate
651,Alter::N,věk,vârstă
652,Schluss::N,konec,sfârșit
653,Zeit::N,čas,timp
654,Zeit::N,čas,vreme
655,Tag::N,den,zi
656,Morgen::N,ráno,dimineață
657,Morgen::N,jitro,dimineață
658,Mittag::N,poledne,prânz
659,Mittag::N,poledne,amiază
660,Abend::N,večer,seară
661,Nacht::N,noc,noapte
662,Woche::N,týden,săptămână
663,Monat::N,měsíc,lună
664,Jahr::N,rok,an
665,Frühling::N,jaro,primăvară
666,Sommer::N,léto,vară
667,Herbst::N,podzim,toamnă
668,Winter::N,zima,iarnă
669,Januar::N,leden,ianuarie
670,Februar::N,únor,februarie
671,März::N,březen,martie
672,April::N,duben,aprilie
673,Mai::N,květen,mai
674,Juni::N,červen,iunie
675,Juli::N,červenec,iulie
676,August::N,srpen,august
677,September::N,září,septembrie
678,Oktober::N,říjen,octombrie
679,November::N,listopad,noiembrie
680,Dezember::N,prosinec,decembrie
681,Montag::N,pondělí,luni
682,Montag::N,pondělek,luni
683,Dienstag::N,úterý,marți
684,Mittwoch::N,středa,miercuri
685,Donnerstag::N,čtvrtek,joi
686,Freitag::N,pátek,vineri
687,Samstag::N,sobota,sâmbătă
688,Sonntag::N,neděle,duminică
689,groß::A,velký,mare
690,klein::A,malý,mic
691,lang::A,dlouhý,lung
692,kurz::A,krátký,scurt
693,breit::A,široký,lat
694,breit::A,široký,larg
695,schmal::A,úzký,strâmt
696,dicht::A,hustý,des
697,dick[Gegenstand]::A,tlustý,gros
698,dünn::A,tenký,subțire
699,fein::A,jemný,fin
700,fein::A,jemný,subțire
701,fest::A,pevný,tare
702,fest::A,pevný,solid
703,flach::A,plochý,șes
704,flach::A,plochý,plan
705,flach::A,placatý,șes
706,flach::A,placatý,plan
707,glatt::A,hladký,lins
708,hart::A,tvrdý,dur
709,weich::A,měkký,moale
710,rund::A,kulatý,rotund
711,rund::A,kulatý,circular
712,rund::A,okrouhlý,rotund
713,rund::A,okrouhlý,circular
714,spitz::A,špičatý,ascuțit
715,scharf::A,ostrý,tăios
716,scharf::A,ostrý,ascuțit
717,stumpf::A,tupý,tocit
718,schwer::A,těžký,greu
719,schön::A,pěkný,frumos
720,schön::A,krásný,frumos
721,heiß::A,horký,cald
722,heiß::A,horký,fierbinte
723,warm::A,teplý,cald
724,warm::A,teplý,fierbinte
725,kalt::A,studený,rece
726,kühl::A,chladný,rece
727,kühl::A,chladný,răcoros
728,frisch::A,svěží,răcoros
729,frisch::A,svěží,proaspăt
730,feucht::A,vlhký,umed
731,feucht::A,vlhký,jilav
732,nass::A,mokrý,ud
733,trocken::A,suchý,sec
734,trocken::A,suchý,uscat
735,voll::A,plný,plin
736,leer::A,prázdný,gol
737,offen::A,otevřený,deschis
738,geschlossen::A,zavřený,închis
739,sauber::A,čistý,curat
740,schmutzig::A,špinavý,murdar
741,roh::A,syrový,crud
742,reif::A,zralý,copt
743,lecker::A,chutný,gustos
744,süß::A,sladký,dulce
745,bitter::A,hořký,amar
746,sauer::A,kyselý,acru
747,hell::A,světlý,clar
748,hell::A,světlý,luminos
749,dunkel::A,temný,obscur
750,dunkel::A,temný,întunecos
751,schwarz::A,černý,negru
752,weiß::A,bílý,alb
753,rot::A,rudý,roșu
754,rot::A,červený,roșu
755,gelb::A,žlutý,galben
756,blau::A,modrý,albastru
757,grün::A,zelený,verde
758,grau::A,šedý,gri
759,grau::A,šedý,cenușiu
760,grau::A,šedivý,gri
761,grau::A,šedivý,cenușiu
762,bunt::A,pestrý,colorat
763,billig::A,levný,ieftin
764,billig::A,laciný,ieftin
765,teuer::A,drahý,scump
766,wertvoll::A,cenný,prețios
767,blind::A,slepý,orb
768,taub::A,hluchý,surd
769,kräftig::A,silný,tare
770,kräftig::A,silný,forte
771,kräftig::A,silný,robust
772,stark::A,silný,viguros
773,stark::A,silný,puternic
774,schwach::A,slabý,slab
775,schwach::A,slabý,debil
776,fett::A,tučný,gras
777,fett::A,tlustý,gras
778,schlank::A,štíhlý,zvelt
779,hübsch::A,hezký,drăguț
780,böse::A,zlý,rău
781,böse::A,zlý,răutăcios
782,dumm::A,hloupý,nerod
783,dumm::A,hloupý,tâmpit
784,faul::A,líný,leneș
785,fleißig::A,pilný,harnic
786,fleißig::A,pilný,sârguincios
787,geizig::A,lakomý,calic
788,geizig::A,lakomý,zgârcit
789,klug::A,chytrý,isteț
790,klug::A,chytrý,deștept
791,geschickt::A,šikovný,dibaci
792,lieb::A,milý,drag
793,lieb::A,milý,iubit
794,lustig::A,veselý,vesel
795,sanft::A,mírný,blând
796,sanft::A,mírný,blajin
797,hungrig::A,hladový,flămând
798,krank::A,nemocný,bolnav
799,nackt::A,nahý,gol
800,traurig::A,smutný,trist
801,traurig::A,smutný,mâhnit
802,traurig::A,truchlivý,trist
803,traurig::A,truchlivý,mâhnit
804,lebendig::A,živý,viu
805,gut::A,dobrý,bun
806,schlecht::A,špatný,rău
807,schlecht::A,špatný,prost
808,richtig::A,pravý,drept
809,richtig::A,pravý,corect
810,richtig::A,správný,drept
811,richtig::A,správný,corect
812,schlimm::A,zlý,rău
813,wahr::A,pravdivý,adevărat
814,alt::A,starý,uzat
815,alt::A,starý,vechi
816,neu::A,nový,nou
817,ehemalig::A,bývalý,fost
818,ehemalig::A,bývalý,anterior
819,alt[Lebewesen]::A,starý,bătrîn
820,jung::A,mladý,tânăr
821,arm::A,chudý,sărac
822,arm::A,chudý,sărman
823,reich::A,bohatý,avut
824,reich::A,bohatý,bogat
825,bekannt::A,známý,cunoscut
826,berühmt::A,slavný,renumit
827,fremd::A,cizí,străin
828,verschieden::A,různý,diferit
829,verschieden::A,různý,deosebit
830,verschieden::A,rozličný,diferit
831,verschieden::A,rozličný,deosebit
832,nah::A,blízký,apropiat
833,fern::A,daleký,departe
834,linker::A,levý,stâng
835,rechter::A,pravý,drept
836,anderer::A,jiný,alt
837,erster::A,první,prim
838,zweiter::A,druhý,al doilea
839,dritter::A,třetí,treilea
840,letzter::A,poslední,final
841,allein::ADV,sám,singur
842,auf einmal::ADV,najednou,dintrodată
843,zusammen::ADV,spolu,împreună
844,zusammen::ADV,dohromady,împreună
845,lange::ADV,dlouho,îndelung
