,Concept_ID,ru,myv
116,Berg::N,гора,пандо
117,Gipfel::N,вершина,пря
118,Höhle::N,пещера,пещера
119,Abhang::N,склон,пандочама
120,Quelle::N,источник,ушодкс
121,Bach::N,ручей,чудикерькс
122,Fluss::N,река,лей
123,Ufer::N,берег,чире
124,Küste::N,побережье,лейчире
125,Festland::N,суша,мода
126,Meer::N,море,моря
127,Bucht::N,бухта,усия
128,Insel::N,остров,усия
129,Blume::N,цветок,цеця
130,Gras::N,трава,тикше
131,Wurzel::N,корень,юр
132,Wurzel::N,корень,ундокс
133,Baum::N,дерево,чувто
134,Stamm::N,ствол,рунго
135,Rinde::N,кора,суд
136,Rinde::N,кора,керь
137,Ast::N,сук,морго
138,Zweig::N,ветвь,тарад
139,Blatt::N,лист,лопа
140,Birke::N,береза,килей
141,Kiefer[Baum]::N,сосна,пиче
142,Weide[Baum]::N,ива,каль
143,Tanne::N,ель,куз
144,Horn::N,рог,сюро
145,Feder::N,перо,толга
146,Fell::N,шкура,пона
147,Flügel::N,крыло,сёлмо
148,Klaue::N,коготь,кенже
149,Kralle::N,лапа,кенже
150,Schwanz::N,хвост,пуло
151,Ei::N,яйцо,ал
152,Nest::N,гнездо,пизэ
153,Bau::N,нора,варя
154,Bau::N,нора,пизе
155,Tier::N,животное,ракша
156,Herde::N,стадо,стада
157,Kuh::N,корова,скал
158,Bulle::N,бык,бука
159,Pferd::N,лошадь,лишме
160,Schaf::N,овца,реве
161,Schwein::N,свинья,туво
162,Hund::N,собака,пине
163,Hund::N,собака,киска
164,Katze::N,кошка,псака
165,Bär::N,медведь,овто
166,Eichhörnchen::N,белка,ур
167,Elch::N,лось,сярдо
168,Fuchs::N,лиса,ривезь
169,Hase::N,заяц,нумоло
170,Maus::N,мышь,чеерь
171,Wolf::N,волк,верьгиз
172,Vogel::N,птица,нармунь
173,Schwarm::N,стая,полк
174,Schwarm::N,стая,стада
175,Huhn::N,курица,сараз
176,Hahn::N,петух,атякш
177,Gans::N,гусь,гала
178,Gans::N,гусь,мацей
179,Adler::N,орел,куцькан
180,Adler::N,орел,тумоатякш
181,Ente::N,утка,яксярго
182,Eule::N,сова,корж
183,Kranich::N,журавль,карго
184,Krähe::N,ворона,варака
185,Kuckuck::N,кукушка,куко
186,Schwan::N,лебедь,локсей
187,Fisch::N,рыба,кал
188,Barsch::N,окунь,окунь
189,Hecht::N,щука,щука
190,Schlange[Tier]::N,змея,гуй
191,Wurm::N,червяк,сукс
192,Spinne::N,паук,шанжав
193,Ameise::N,муравей,коткудав
194,Laus::N,вошь,сий
195,Mücke::N,комар,сеське
196,Fliege::N,муха,карво
197,Schmetterling::N,бабочка,нимиляв
198,Beere::N,ягода,умарь
199,Apfel::N,яблоко,умарь
200,Pilz::N,гриб,панго
201,Zwiebel::N,луковица,чурька
202,Saat::N,семя,видьметь
203,Korn::N,зерно,сюро
204,Heu::N,сено,тикше
205,Schale::N,шелуха,кедь
206,Schale::N,шелуха,ваткавкс
207,Grube::N,яма,латко
208,Falle::N,ловушка,тувор
209,Falle::N,ловушка,кундамка
210,Schlinge::N,силок,килькш
211,Spur::N,след,челькс
212,Spur::N,след,пильгеки
213,Asche::N,зола,кулов
214,Asche::N,пепел,кулов
215,Dreck::N,грязь,рудаз
216,Eisen::N,железо,кшни
217,Gold::N,золото,сырне
218,Silber::N,серебро,сия
219,Kohle::N,уголь,сэдь
220,Kohle::N,уголь,уголия
221,Glas::N,стекло,сулика
222,Lehm::N,глина,сёвонь
223,Sand::N,песок,човар
224,Mensch::N,человек,ломань
225,Mann::N,мужчина,аля
226,Mann::N,мужчина,цёраломань
227,Frau::N,женщина,ава
228,Kind::N,ребенок,эйкакш
229,Junge::N,мальчик,цёрыне
230,Mädchen::N,девочка,тейтерне
231,Familie::N,семья,семия
232,Großvater::N,дедушка,покштя
233,Großmutter::N,бабушка,баба
234,Eltern::N,родители,тетят-ават
235,Vater::N,отец,тетя
236,Mutter::N,мать,ава
237,Sohn::N,сын,цёра
238,Tochter::N,дочь,тейтерь
239,Bruder::N,брат,леля
240,Bruder::N,брат,ялакс
241,Schwester::N,сестра,сазор
242,Onkel::N,дядя,леля
243,Tante::N,тетя,патя
244,Ehemann::N,муж,мирде
245,Ehefrau::N,жена,ни
246,Freude::N,радость,кеняркс
247,Gelächter::N,смех,ракамо
248,Gelächter::N,смех,пейдема
249,Glück::N,счастье,уцяска
250,Kummer::N,горе,рискс
251,Kummer::N,горе,мелявкс
252,Wunsch::N,желание,мель
253,Wunsch::N,желание,бажамо
254,Lust::N,влечение,бажамо
255,Geist::N,дух,ойме
256,Gedanke::N,мысль,мель
257,Gedächtnis::N,память,мель
258,Verstand::N,ум,прев
259,Sinn::N,смысл,толк
260,Sinn::N,смысл,смысла
261,Grund::N,повод,тувтал
262,Wahrheit::N,правда,видечи
263,Gespräch::N,беседа,кортнема
264,Märchen::N,сказка,ёвкс
265,Erzählung::N,рассказ,ёвтнема
266,Nachricht::N,сообщение,куля
267,Neuigkeit::N,новость,куля
268,Name::N,имя,лем
269,Rätsel::N,загадка,содамоёвкс
270,Rede::N,речь,кортамо
271,Sprache::N,язык,кель
272,Stimme::N,голос,ваигель
273,Wort::N,слово,вал
274,Zeichen::N,знак,теште
275,Ruf::N,зов,тердема
276,Lärm::N,шум,шалнома
277,Laut::N,звук,вайгель
278,Ton::N,звучание,гайнема
279,Lied::N,песня,моро
280,Ruhe::N,покой,оймамо
281,Leute::N,люди,ломанть
282,Volk::N,народ,народ
283,Arbeit::N,работа,тев
284,Gast::N,гость,инже
285,Geschenk::N,подарок,казне
286,Spiel::N,игра,налксема
287,Gesellschaft::N,общество,община
288,Hilfe::N,помощь,лездамо
289,Freund::N,друг,оя
290,Freund::N,друг,ялга
291,Kamerad::N,приятель,оя
292,Kamerad::N,приятель,ялга
293,Angelegenheit::N,дело,тев
294,Anzahl::N,количество,ламоксчи
295,Art::N,вид,вид
296,Stück::N,кусок,пакш
297,Stück::N,кусок,пелькс
298,Teil::N,часть,часть
299,Teil::N,часть,пелькс
300,Hälfte::N,половина,пель
301,Hälfte::N,половина,пелькс
302,Kreis::N,круг,кирькс
303,Kreuz::N,крест,крёст
304,Linie::N,линия,кикс
305,Strich::N,черта,межа
306,Abstand::N,промежуток,ютко
307,Entfernung::N,расстояние,ютко
308,Gegend::N,местность,тарка
309,Gegend::N,местность,пертьпелькс
310,Platz::N,пространство,васолкс
311,Ort::N,место,тарка
312,Seite::N,сторона,ён
313,Seite::N,сторона,чире
314,Mitte::N,середина,куншка
315,Gegenstand::N,предмет,предмет
316,Sache::N,вещь,тев
317,Sache::N,вещь,веща
318,Rand::N,край,пе
319,Rand::N,край,чире
320,Kante::N,ребро,ирдез
321,Ecke::N,угол,ужо
322,Spitze::N,кончик,пряне
323,Spitze::N,кончик,пе
324,Ende::N,конец,пе
325,Loch::N,дыра,варя
326,Winkel::N,угол,ужо
327,Muster::N,узор,сёрма
328,Größe::N,размер,сэрь
329,Größe::N,размер,покшолма
330,Länge::N,длина,кувалмо
331,Höhe::N,высота,сэрь
332,Höhe::N,высота,пандо
333,Gewicht::N,вес,сталмо
334,Menge::N,количество,лововкс
335,Haufen::N,куча,мар
336,Haufen::N,куча,валявкс
337,Reihe::N,ряд,ряд
338,Boot::N,лодка,венч
339,Ruder::N,весло,милё
340,Schlitten::N,сани,нурдт
341,Ski::N,лыжа,сокс
342,Lagerfeuer::N,костер,толбандя
343,Last::N,тяжесть,сталмо
344,Last::N,тяжесть,кандома
345,Gang::N,ход,молема
346,Gang::N,ход,якамо
347,Schritt::N,шаг,эскелькс
348,Norden::N,север,якшамо ёнкс
349,Süden::N,юг,лембе ёнкс
350,Westen::N,запад,чивалгома
351,Osten::N,восток,чилисема
352,Holz::N,древесина,чувто
353,Brett::N,доска,лаз
354,Platte::N,плита,плита
355,Stütze::N,подпорка,неже
356,Stange::N,жердь,олга
357,Stock::N,палка,мандо
358,Stab::N,шест,олога
359,Rohr::N,труба,турба
360,Haus::N,дом,кудо
361,Heim::N,дом,кудо
362,Ofen::N,печь,каштомо
363,Fußboden::N,пол,киякс
364,Tisch::N,стол,столь
365,Stuhl::N,стул,стул
366,Wiege::N,колыбель,лавсь
367,Wiege::N,колыбель,нурямот
368,Bett::N,постель,ацамо
369,Regal::N,полка,лався
370,Regal::N,полка,лавсяланго
371,Kiste::N,ящик,горобия
372,Kiste::N,ящик,сундук
373,Fenster::N,окно,вальма
374,Tür::N,дверь,кенкш
375,Tor::N,ворота,ортат
376,Zaun::N,забор,пирявт
377,Zaun::N,забор,пирвякс
378,Dach::N,крыша,кудопря
379,Leiter::N,лестница,кузтема
380,Besen::N,метла,тенсть
381,Spaten::N,лопата,койме
382,Schaufel::N,совок,кече
383,Schaufel::N,совок,келей койме
384,Gabel::N,вилка,сянгине
385,Löffel::N,ложка,пенч
386,Messer::N,нож,пеель
387,Nagel::N,гвоздь,эске
388,Netz::N,сеть,алтыма
389,Haken::N,крюк,кечказ
390,Griff::N,ручка,кедне
391,Schloss::N,замок,замок
392,Schloss::N,замок,панжома
393,Bild::N,картина,картина
394,Figur::N,фигура,рунго
395,Puppe::N,кукла,няка
396,Beutel::N,мешок,кескав
397,Bündel::N,связка,керькс
398,Tasche::N,сумка,юдма
399,Eimer::N,ведро,ведра
400,Deckel::N,крышка,велькс
401,Geschirr::N,посуда,кедьге
402,Sack::N,мешок,кескав
403,Tasse::N,чашка,чакш
404,Topf::N,кастрюля,кастрюля
405,Kessel::N,котел,котёл
406,Essen::N,еда,ярсамо
407,Nahrung::N,пища,ярсамопель
408,Speise::N,блюдо,ярсамопель
409,Speise::N,кушанье,ярсамопель
410,Fleisch::N,мясо,сывель
411,Getreide::N,хлеб,сюро
412,Brei::N,каша,каша
413,Brot::N,хлеб,кши
414,Scheibe::N,ломоть,кочом
415,Scheibe::N,ломоть,сускомо
416,Fett::N,жир,куя
417,Butter::N,масло,ой
418,Öl::N,масло,ой
419,Salz::N,соль,сал
420,Suppe::N,суп,ям
421,Honig::N,мед,медь
422,Milch::N,молоко,ловсо
423,Tee::N,чай,чай
424,Leder::N,кожа,киське
425,Wolle::N,шерсть,пона
426,Stoff::N,ткань,коцт
427,Nadel::N,игла,салмукс
428,Faden::N,нитка,суре
429,Knopf::N,пуговица,пов
430,Knoten::N,узел,сюлмо
431,Farbe::N,краска,артомапель
432,Kleidung::N,одежда,оршамот
433,Hemd::N,рубашка,панар
434,Kragen::N,воротник,сиве
435,Ärmel::N,рукав,ожа
436,Hose::N,брюки,понкст
437,Gürtel::N,пояс,каркс
438,Mütze::N,шапка,чапка
439,Schuh::N,ботинок,туфля
440,Stiefel::N,сапог,кем
441,Ring::N,кольцо,суркс
442,Band::N,лента,лента
443,Kamm::N,расческа,сурсеме
444,Spiegel::N,зеркало,чавачамо
445,Riemen::N,ремень,кшнань каркс
446,Schnur::N,веревка,пикс
447,Leine::N,поводок,ведьме
448,Decke::N,одеяло,вельтямо
449,Kissen::N,подушка,тодов
450,Tuch::N,платок,паця
451,Handtuch::N,полотенце,нардамо
452,Kraft::N,сила,вий
453,Stärke::N,крепость,виевчи
454,Gesundheit::N,здоровье,шумбрачи
455,Krankheit::N,болезнь,орма
456,Krankheit::N,болезнь,сэредема
457,Schmerz::N,боль,сэредькс
458,Wunde::N,рана,керявкс
459,Fieber::N,лихорадка,маштыкс
460,Fieber::N,температура,маштыкс
461,Arznei::N,лекарство,ормаменькс
462,Brücke::N,мост,сэдь
463,Brücke::N,мост,мадамо
464,Brunnen::N,колодец,лисьма
465,Weide::N,пастбище,ракшань ванома тарка
466,Pfad::N,тропа,ян
467,Weg::N,путь,ки
468,Weg::N,дорога,ки
469,Straße::N,улица,ки
470,Straße::N,дорога,ки
471,Dorf::N,деревня,веле
472,Stadt::N,город,ош
473,Brief::N,письмо,сёрма
474,Buch::N,книга,книга
475,Buchstabe::N,буква,буква
476,Zeitung::N,газета,газета
477,Leben::N,жизнь,эрямо
478,Tod::N,смерть,кулома
479,Grab::N,могила,калмо
480,Kirche::N,церковь,церькова
481,Sünde::N,грех,чумочи
482,Gott::N,бог,паз
483,Arbeiter::N,рабочий,робочей
484,Chef::N,начальник,прявт
485,Meister::N,мастер,кол тевень тенця
486,Arzt::N,врач,врач
487,Lehrer::N,учитель,учитель
488,Lehrer::N,учитель,тонавтыця
489,Geld::N,деньги,ярмак
490,Geschäft::N,занятие,ладязь тев
491,Laden::N,магазин,лавка
492,Preis::N,цена,питне
493,Ware::N,товар,миевкс
494,Ware::N,товар,рамавкс
495,Nutzen::N,выгода,паро
496,Nutzen::N,выгода,лезэ
497,Reichtum::N,богатство,сюпавчи
498,Welt::N,мир,мир
499,Welt::N,мир,мастор ланго
500,Land::N,страна,мастор
501,Staat::N,государство,государства
502,König::N,король,король
503,Macht::N,власть,азорксчи
504,Grenze::N,граница,буен тешкс
505,Krieg::N,война,война
506,Feind::N,враг,душман
507,Gewalt::N,насилие,нарьгамо
508,Kampf::N,борьба,тюрема
509,Bogen[Waffe]::N,лук,нал
510,Pfeil::N,стрела,нал
511,Gewehr::N,ружье,ружия
512,Gewehr::N,ружье,винтовка
513,Fehler::N,ошибка,ильведькс
514,Fehler::N,ошибка,ильведевкс
515,Lüge::N,ложь,манчема
516,Lüge::N,ложь,кенгелема
517,Schaden::N,вред,зыян
518,Unglück::N,беда,зыян
519,Schuld::N,вина,чумочи
520,Alter::N,возраст,шка
521,Schluss::N,окончание,пе
522,Zeit::N,время,шка
523,Zeit::N,время,пинге
524,Tag::N,день,чи
525,Morgen::N,утро,валске
526,Mittag::N,полдень,чикуншка
527,Abend::N,вечер,чокшнэ
528,Nacht::N,ночь,ве
529,Woche::N,неделя,недля
530,Monat::N,месяц,ков
531,Jahr::N,год,ие
532,Frühling::N,весна,тундо
533,Sommer::N,лето,кизэ
534,Herbst::N,осень,сёксь
535,Winter::N,зима,теле
536,Januar::N,январь,якшамков
537,Februar::N,февраль,февраль
538,März::N,март,март
539,April::N,апрель,апрель
540,Mai::N,май,май
541,Juni::N,июнь,июнь
542,Juli::N,июль,июль
543,August::N,август,август
544,September::N,сентябрь,сентября
545,Oktober::N,октябрь,октября
546,November::N,ноябрь,ноября
547,Dezember::N,декабрь,декабря
548,Montag::N,понедельник,пондельник
549,Dienstag::N,вторник,овторник
550,Mittwoch::N,среда,серёда
551,Donnerstag::N,четверг,цетьверьг
552,Freitag::N,пятница,пеця
553,Samstag::N,суббота,субута
554,Samstag::N,суббота,шлямочи
555,Sonntag::N,воскресенье,недлячи
556,groß::A,большой,ине
557,groß::A,большой,покш
558,klein::A,маленький,вишка
559,lang::A,длинный,кувака
560,kurz::A,короткий,нурькине
561,breit::A,широкий,келей
562,schmal::A,узкий,теине
563,dicht::A,густой,тусто
564,dick[Gegenstand]::A,толстый,эчке
565,dünn::A,тонкий,човине
566,fein::A,тонкий,човине
567,fest::A,крепкий,кеме
568,flach::A,плоский,лапужа
569,glatt::A,гладкий,валаня
570,hart::A,твердый,калгодо
571,weich::A,мягкий,чевте
572,rund::A,круглый,кеверь
573,spitz::A,остроконечный,пшти
574,scharf::A,острый,пшти
575,stumpf::A,тупой,ношка
576,schwer::A,тяжелый,стака
577,schön::A,красивый,мазый
578,heiß::A,жаркий,пси
579,warm::A,теплый,лембе
580,kalt::A,холодный,якшамо
581,kühl::A,прохладный,экше
582,frisch::A,свежий,свежа
583,feucht::A,влажный,летьке
584,nass::A,мокрый,начко
585,trocken::A,сухой,коське
586,voll::A,полный,пешксе
587,voll::A,наполненный,пешксе
588,leer::A,пустой,чаво
589,offen::A,открытый,панжадо
590,offen::A,открытый,виде
591,geschlossen::A,закрытый,пекстазь
592,geschlossen::A,закрытый,сёлгозь
593,sauber::A,чистый,ванькс
594,schmutzig::A,грязный,ливезев
595,roh::A,сырой,верек
596,reif::A,зрелый,кенерезь
597,lecker::A,вкусный,тантей
598,süß::A,сладкий,ламбамо
599,bitter::A,горький,сэпей
600,sauer::A,кислый,чапамо
601,hell::A,светлый,валдо
602,dunkel::A,темный,чопода
603,schwarz::A,черный,раужо
604,weiß::A,белый,ашо
605,rot::A,красный,якстере
606,gelb::A,желтый,ожо
607,blau::A,синий,сэнь
608,grün::A,зеленый,пиже
609,grau::A,серый,шержев
610,bunt::A,пестрый,сёрмав
611,billig::A,дешевый,аволь питней
612,teuer::A,дорогой,питней
613,wertvoll::A,ценный,питней
614,blind::A,слепой,сокор
615,taub::A,глухой,амариця
616,kräftig::A,могучий,пек виев
617,stark::A,сильный,виев
618,schwach::A,слабый,лавшо
619,fett::A,жирный,куя
620,schlank::A,стройный,виде ронга
621,hübsch::A,прелестный,мазый
622,böse::A,злой,кежей
623,dumm::A,глупый,чавола
624,dumm::A,глупый,превтеме
625,faul::A,ленивый,нузякс
626,fleißig::A,прилежный,мелень путыця
627,geizig::A,жадный,скупой
628,klug::A,умный,превей
629,geschickt::A,искусный,маштозь теезь
630,lieb::A,милый,вадря
631,lustig::A,веселый,весёла
632,sanft::A,нежный,сэтьме
633,hungrig::A,голодный,вачо
634,krank::A,больной,сэредиця
635,nackt::A,голый,штапо
636,traurig::A,грустный,нусманя
637,lebendig::A,живой,эриця
638,gut::A,хороший,паро
639,schlecht::A,плохой,берянь
640,richtig::A,правильный,виде
641,schlimm::A,отвратительный,берянь
642,schlimm::A,мерзкий,берянь
643,wahr::A,настоящий,алкуксонь
644,alt::A,старый,ташто
645,neu::A,новый,од
646,ehemalig::A,бывший,икелень
647,alt[Lebewesen]::A,пожилой,сыре
648,jung::A,молодой,од
649,arm::A,бедный,кажов
650,reich::A,богатый,сюпав
651,bekannt::A,знакомый,содавикс
652,berühmt::A,знаменитый,содавикс
653,fremd::A,чужой,лия
654,fremd::A,чужой,асодавикс
655,verschieden::A,разный,эрьва
656,nah::A,близкий,а васолонь
657,fern::A,далекий,умонь
658,fern::A,далекий,кезэрень
659,linker::A,левый,керш
660,rechter::A,правый,вить
661,anderer::A,другой,лия
662,erster::A,первый,васень
663,erster::A,первый,васенце
664,zweiter::A,второй,омбоце
665,dritter::A,третий,колмоце
666,letzter::A,последний,меельце
667,allein::ADV,один,башка
668,allein::ADV,один,ськамонзо
669,auf einmal::ADV,сразу,вейсэ
670,zusammen::ADV,вместе,вейс
671,zusammen::ADV,вместе,вейсэ
672,lange::ADV,долго,кувать
673,plötzlich::ADV,вдруг,апак учо
674,sofort::ADV,тотчас,курок
675,sofort::ADV,тотчас,нейке
676,später::ADV,позже,мейле
677,jetzt::ADV,сейчас,ней
678,heute::ADV,сегодня,течи
679,morgen::ADV,завтра,ванды
680,bald::ADV,скоро,курок
681,dann::ADV,потом,мейле
682,dann::ADV,потом,седе мейле
683,gestern::ADV,вчера,исяк
684,einst::ADV,однажды,весть
685,einst::ADV,однажды,зярдо-бути
686,damals::ADV,тогда,сестэ
687,danach::ADV,затем,мейле
688,danach::ADV,затем,седе мейле
689,vorher::ADV,раньше,васняяк
690,zuerst::ADV,сперва,васня
691,einmal::ADV,раз,весть
692,manchmal::ADV,иногда,лиясто
693,oft::ADV,часто,сеетьстэ
694,immer::ADV,всегда,свал
695,niemals::ADV,никогда,а зярдояк
696,hier::ADV,здесь,тесэ
697,hierhin::ADV,сюда,тей
698,von hier::ADV,отсюда,тестэ
699,dort::ADV,там,тосо
700,dorthin::ADV,туда,тов
701,geradeaus::ADV,прямо,витьстэ
702,vorwärts::ADV,вперед,икелев
703,rückwärts::ADV,назад,мекев
704,zurück::ADV,обратно,мекев
705,unten::ADV,внизу,ало
706,hinab::ADV,вниз,алов
707,oben::ADV,наверху,вере
708,hinauf::ADV,вверх,верев
709,überall::ADV,везде,эрьва косо
710,nicht::ADV,не,а
711,ein wenig::ADV,немного,аламошка
712,kaum::ADV,едва,ансяк
713,sehr::ADV,очень,пек
714,sehr::ADV,очень,вельть
715,so::ADV,так,истя
716,noch::ADV,еще,таго
717,nur::ADV,только,ансяк
718,schon::ADV,уже,уш
719,wieder::ADV,опять,таго
720,vergebens::ADV,напрасно,стяко
721,vor::PRP,перед,икеле
722,hinter::PRP,за,вельде
723,hinter::PRP,позади,вельде
724,unter::PRP,под,ало
725,durch::PRP,сквозь,пачк
726,neben::PRP,возле,вакссо
727,zwischen::PRP,между,ютксо
728,wegen::PRP,из-за,кис
729,wegen::PRP,из-за,коряс
730,wegen::PRP,из-за,кувалт
731,dies::PRN,это,те
732,das::PRN,то,те
733,das::PRN,то,тона
734,alles::PRN,все,весе
735,alles::PRN,все,весемесь
736,ich::PRN,я,мон
737,du::PRN,ты,тон
738,er::PRN,он,сон
739,wir::PRN,мы,минь
740,ihr::PRN,вы,тынь
741,sie::PRN,они,сынь
742,was::FPRN,что,мезе
743,wer::FPRN,кто,ки
744,wo::FADV,где,косо
745,wohin::FADV,куда,ков
746,wohin::FADV,куда,козо
747,wie::FADV,как,кода
748,warum::FADV,почему,мекс
749,wieviel::FNUM,сколько,зяро
750,eins::NUM,один,вейке
751,zwei::NUM,два,кавто
752,drei::NUM,три,колмо
753,vier::NUM,четыре,ниле
754,fünf::NUM,пять,вете
755,sechs::NUM,шесть,кото
756,sieben::NUM,семь,сисем
757,acht::NUM,восемь,кавксо
758,neun::NUM,девять,вейксэ
759,zehn::NUM,десять,кемень
760,elf::NUM,одиннадцать,кевейкее
761,zwölf::NUM,двенадцать,кемгавтово
762,zwanzig::NUM,двадцать,комсь
763,dreißig::NUM,тридцать,колоньгемень
764,vierzig::NUM,сорок,ниленьгемень
765,fünfzig::NUM,пятьдесят,ведьгемень
766,sechzig::NUM,шестьдесят,кодгемень
767,siebzig::NUM,семьдесят,сизьгемень
768,achtzig::NUM,восемьдесят,кавксоньгемень
769,neunzig::NUM,девяносто,вейксэньгемень
770,hundert::NUM,сто,сядо
771,tausend::NUM,тысяча,тыща
772,und::CNJ,и,ды
773,oder::CNJ,или,или
774,oder::CNJ,либо,или
775,stehen::V,стоять,аштемс стядо
776,sitzen::V,сидеть,аштемс озадо
777,liegen::V,лежать,мадезь аштемс
778,hängen::V,висеть,нурьгемс
779,werden::V,стать,арамс
780,passieren::V,случиться,лисэмс
781,beginnen::V,начаться,ушодомс
782,enden::V,кончиться,лоткамс
783,wechseln::V,меняться,полавтнемс
784,aufgehen[Sonne]::V,взойти,лисемс
785,aufgehen[Sonne]::V,взойти,стямс
786,untergehen[Sonne]::V,зайти,валгомс
787,scheinen[Sonne]::V,светить,валдомтомс
788,donnern::V,греметь,цярномс
789,donnern::V,греметь,галдордомс
790,wehen::V,дуть,пувамс
791,strömen::V,литься,чудемс
792,fließen::V,течь,чудемс
793,sich drehen::V,вращаться,велямс
794,schwanken::V,колебаться,лыкамс
795,schwanken::V,колебаться,якамс
796,schwingen::V,качаться,нурсемс
797,schwingen::V,качаться,лыкамс
798,fallen::V,падать,прамс
799,fallen::V,падать,сяворемс
800,brennen::V,гореть,паломс
801,rauchen::V,дымить,качадомс
802,regnen::V,дождить,пиземс
803,gefrieren::V,замерзнуть,кельмемс
804,tauen::V,таять,соламс
805,schmelzen::V,плавиться,соламс
806,trocknen::V,сохнуть,коськемс
807,sieden::V,кипеть,лакамс
808,sieden::V,кипеть,пиксемс
809,faulen::V,гнить,наксадомс
810,verfaulen::V,сгнить,наксадомс
811,reißen::V,рваться,сезневемс
812,versinken::V,тонуть,ваямс
813,vergehen::V,проходить,ютамс
814,erscheinen::V,появиться,лисемс
815,verschwinden::V,исчезнуть,ёмамс
816,sinken::V,спадать,явамс
817,abnehmen::V,уменьшиться,киремемс
818,zunehmen::V,увеличиваться,ламолгадомс
819,zunehmen::V,увеличиваться,раштамс
820,steigen::V,подниматься,куземс
821,steigen::V,подниматься,кепсевемс
822,wachsen::V,расти,касомс
823,glänzen::V,блестеть,цитнемс
824,funkeln::V,сверкать,пиндолдомс
825,funkeln::V,сверкать,цивтёрдомс
826,lärmen::V,шуметь,шалномс
