,Concept_ID,az,he
794,fünfzig::NUM,əlli,חמשים
795,sechzig::NUM,altmış,ששים
796,siebzig::NUM,yetmiş,שבעים
797,achtzig::NUM,səksən,שמונים
798,neunzig::NUM,doxsan,תשעים
799,hundert::NUM,yüz,מאה
800,tausend::NUM,min,אלף
801,und::CNJ,və,ו
802,oder::CNJ,ya,או
803,stehen::V,durmaq,עמד
804,sitzen::V,oturmaq,ישב
805,liegen::V,uzanmaq,שכב
806,hängen::V,asılmaq,היה תלוי
807,werden::V,olmaq,הפך ל
808,passieren::V,olmaq,קרה
809,passieren::V,baş vermək,קרה
810,beginnen::V,başlamaq,התחיל
811,enden::V,bitmək,הסתים
812,wechseln::V,dəyişmək,השתנה
813,aufgehen[Sonne]::V,doğmaq,זרח
814,untergehen[Sonne]::V,batmaq,שקע
815,scheinen[Sonne]::V,parlamaq,בהק
816,donnern::V,guruldamaq,רעם
817,wehen::V,əsmək,נשב
818,strömen::V,axmaq,זרם
819,fließen::V,axmaq,זרם
820,sich drehen::V,dönmək,הסתובב
821,schwanken::V,yellənmək,התנודד
822,schwingen::V,yellənmək,התנענע
823,fallen::V,düşmek,נפל
824,brennen::V,yanmaq,בער
825,rauchen::V,tüstüləmək,עשן
826,regnen::V,yağmaq,ירד גשם
827,gefrieren::V,donmaq,קפא
828,tauen::V,ərimək,נמס
829,schmelzen::V,ərimək,התיך
830,trocknen::V,qurumaq,התיבש
831,sieden::V,qaynamaq,רתח
832,faulen::V,çürümək,רקב
833,verfaulen::V,çürümək,רקב
834,reißen::V,yırtılmaq,נקרע
835,versinken::V,batmaq,טבע
836,vergehen::V,ötmək,עבר
837,erscheinen::V,görünmək,נגלה
838,erscheinen::V,görünmək,הופיע
839,verschwinden::V,yox olmaq,נעלם
840,sinken::V,enmək,ירד
841,abnehmen::V,azalmaq,הפחית
842,zunehmen::V,artmaq,רבה
843,steigen::V,yüksəlmək,עלה
844,wachsen::V,böyümək,גדל
845,glänzen::V,parlamaq,נצץ
846,glänzen::V,parlamaq,בהק
847,funkeln::V,parıldamaq,נצנץ
848,lärmen::V,səs-küy etmək,רעש
849,läuten::V,çalmaq,צלצל
850,klingeln::V,zəng etmək,צלצל
851,klirren::V,cingildəmək,קרקש
852,brausen::V,gurlamaq,געש
853,rauschen::V,xışıldamaq,רשרש
854,klingen::V,səslənmək,נשמע
855,bellen::V,hürmək,נבח
856,heulen::V,ulamaq,ילל
857,blasen::V,üfləmək,נשף
858,pfeifen::V,fit vermek,שרק
859,schreien::V,bağırmaq,צעק
860,schreien::V,qışqırmaq,צעק
861,stöhnen::V,inləmək,נאנק
862,zittern::V,titrəmək,רעד
863,leben::V,yaşamaq,חי
864,geboren werden::V,doğmaq,נולד
865,atmen::V,nəfəs almaq,נשם
866,trinken::V,içmek,שתה
867,essen::V,yemək,אכל
868,schlucken::V,udmaq,בלע
869,müde werden::V,yorulmaq,התעיף
870,einschlafen::V,yuxuya getmək,נרדם
871,schlafen::V,uyumaq,ישן
872,aufwachen::V,oyanmaq,התעורר
873,aufstehen::V,yuxudan durmaq,קם
874,sich erholen::V,dincəlmək,נפש
875,krank werden::V,xəstə olmaq,חלה
876,krank sein::V,azarlanmaq,היה חולה
877,krank sein::V,xəstələnmək,היה חולה
878,schmerzen::V,ağrimaq,כאב
879,husten::V,öksürmək,השתעל
880,genesen::V,sağalmaq,הבריא
881,sterben::V,ölmək,מת
882,sterben::V,vəfat etmək,מת
883,umkommen::V,həlak olmaq,נספה
884,sich bewegen::V,hərəkət etmək,נע
885,sich rühren::V,tərpənmək,זז
886,sich erheben::V,qalxmaq,קם
887,sich setzen::V,oturmaq,התישב
888,hinfallen::V,yıxılmaq,נפל
889,laufen::V,yerimək,הלך ברגל
890,schreiten::V,addım atmaq,פסע
891,spazierengehen::V,gəzmək,טיל
892,eilen::V,atılmaq,אץ
893,eilen::V,atılmaq,מהר
894,sich beeilen::V,tələsmək,מהר
895,sausen::V,çırpmaq,אץ
896,rennen::V,qaçmaq,רץ
897,springen::V,sıçramaq,קפץ
898,klettern::V,dırmanmaq,טפס
899,schaukeln::V,sallanmaq,התנדנד
900,kriechen::V,sürünmək,זחל
901,schwimmen::V,üzmek,שחה
902,tauchen::V,dalmaq,צלל
903,rudern::V,avarlamaq,חתר
904,fahren::V,sürmək,נסע
905,fliegen::V,uçmaq,עף
906,gehen::V,getmək,הלך
907,weggehen::V,getmək,עזב
908,abfahren::V,yola düşmək,יצא
909,anhalten::V,saxlamaq,עצר
910,hineingehen::V,girmək,נכנס
911,eintreten::V,girmək,נכנס
912,eintreten::V,daxil olmaq,נכנס
913,kommen::V,gəlmək,בא
914,ankommen::V,gəlib çatmaq,הגיע
915,zurückkommen::V,qayıtmaq,שב
916,zurückkommen::V,qayıtmaq,חזר
917,bleiben::V,qalmaq,נשאר
918,warten::V,gözləmək,חכה
919,warten::V,gözləmək,המתין
920,erwarten::V,bəkləmək,צפה
921,suchen::V,aramaq,חפש
922,suchen::V,axtarmaq,חפש
923,finden::V,tapmaq,מצא
924,versuchen::V,çalışmaq,נסה
925,vorbereiten::V,hazırlamaq,הכין
926,lieben::V,sevmək,אהב
927,mögen::V,xoşlamaq,אהב
928,lachen::V,gülmək,צחק
929,rühren::V,həyəcanlandırmaq,נגע ללב
930,weinen::V,ağlamaq,בכה
931,schimpfen::V,küfr etmək,גער
932,sich ärgern::V,acıqlanmaq,זעם
933,sich ärgern::V,acıqlanmaq,כעס
934,sich fürchten::V,qorxmaq,פחד
935,sich fürchten::V,qorxmaq,חשש
936,fürchten::V,qorxmaq,פחד מ
937,fürchten::V,qorxmaq,חשש מ
938,fliehen::V,qaçmaq,ברח
939,flüchten::V,qaçmaq,נמלט
940,sehen::V,görmək,ראה
941,anschauen::V,baxmaq,הביט
942,ansehen::V,baxmaq,התבונן
943,hören::V,duymaq,שמע
944,hören::V,eşitmək,שמע
945,zuhören::V,dinləmək,הקשיב
946,probieren::V,dadına baxmaq,נסה
947,riechen::V,qoxlamaq,הריח
948,fühlen::V,duymaq,חש
949,scheinen::V,görünmək,נדמה
950,zu sehen sein::V,görünmək,נראה
951,vernehmen::V,eşitmək,נודע ל
952,frieren::V,üşümək,קר ל
953,tun::V,etmək,פעל
954,können::V,bilmək,יכל
955,können::V,bacarmaq,יכל
956,wollen::V,istəmək,רצה
957,anfangen::V,başlamaq,התחיל
958,beenden::V,bitirmək,גמר
959,aufhören::V,bitmək,סים
960,aufhören::V,qurtarmaq,סים
961,gelingen::V,müvəffəq olmaq,הצליח
962,geraten::V,düşmək,עלה
963,öffnen::V,açmaq,פתח
964,schließen::V,qapamaq,סגר
965,stellen::V,qoymaq,העמיד
966,setzen::V,oturtmaq,הושיב
967,legen::V,qoymaq,שם
968,berühren::V,toxunmaq,נגע
969,verbinden::V,bağlamaq,קשר
970,bedecken::V,örtmək,כסה
971,aufhängen::V,asmaq,תלה
972,anzünden::V,yandırmaq,הצית
973,aufheben::V,qaldırmaq,אסף
974,zurücklassen::V,buraxmaq,השאיר
975,verlieren::V,itirmək,אבד
976,fallen lassen::V,düşürmək,שמט
977,fallen lassen::V,düşürmək,הפיל
978,machen::V,etmək,עשה
979,herstellen::V,istehsal etmək,יצר
980,bauen::V,tikmək,בנה
981,reparieren::V,təmir etmək,תקן
982,verbessern::V,düzəltmək,שפר
983,ändern::V,dəyişdirmək,שנה
984,graben::V,qazımaq,חפר
985,beugen::V,əymək,כפף
986,biegen::V,bükmək,כופף
987,drehen::V,döndərmək,סובב
988,wenden::V,çevirmək,הפך
989,umdrehen::V,çevirmək,סובב
990,heben::V,qaldırmaq,הרים
991,hochheben::V,qaldırmaq,הרים
992,ergreifen::V,tutmaq,אחז
993,halten::V,saxlamaq,החזיק
994,drücken::V,sıxmaq,לחץ
995,schieben::V,sürmək,הזיז
996,kratzen::V,qaşımaq,שרט
997,kratzen::V,qaşımaq,שפשף
998,lecken::V,yalamaq,לקק
999,beißen::V,dişləmək,נשך
1000,abreißen::V,qoparmaq,קרע
1001,abschneiden::V,ayırmaq,חתך
1002,binden::V,bağlamaq,קשר
1003,stecken::V,soxmaq,תקע
1004,brechen::V,qırmaq,שבר
1005,klopfen::V,sındırmaq,נקש
1006,hauen::V,vurmaq,הכה
1007,kleben::V,apışdırmaq,הדביק
1008,reiben::V,ovmaq,שפשף
1009,streichen::V,sürtmək,מרח
1010,schleifen::V,bülövləmək,השחיז
1011,schneiden::V,kəsmək,גזר
1012,rütteln::V,sirkələmək,נענע
1013,schütteln::V,çalxalamaq,נער
1014,schwenken::V,yelləmək,נופף
1015,schwenken::V,yelləmək,טלטל
1016,schütten::V,tökmək,שפך
1017,füllen::V,doldurmaq,מלא
1018,einwickeln::V,sarımaq,עטף
1019,tragen::V,daşımaq,נשא
1020,schleppen::V,sürükləmək,סחב
1021,ziehen::V,çəkmək,משך
1022,aufbewahren::V,gizlətmək,שמר
1023,werfen::V,atmaq,זרק
1024,fangen::V,tutmaq,תפס
1025,packen::V,yaxalamaq,אחז
1026,verstecken::V,gizlətmək,החביא
1027,teilen::V,bölmək,חלק
1028,schicken::V,yollamaq,שלח
1029,schicken::V,göndərmək,שלח
1030,bringen::V,gətirmək,הביא
1031,hinzufügen::V,əlavə etmək,הוסיף
1032,bekommen::V,almaq,תפס
1033,bekommen::V,əldə etmək,תפס
1034,erhalten::V,almaq,קבל
1035,nehmen::V,almaq,אחז
1036,wählen::V,seçmək,בחר
1037,auswählen::V,arımaq,בחר ב
1038,bewahren::V,qorumaq,קים
1039,behindern::V,mane olmaq,מנע
1040,verderben::V,pozmaq,מנע
1041,beschädigen::V,zədələmək,הזיק
1042,zerbrechen::V,qırmaq,נשבר
1043,zerbrechen::V,sındırmaq,נשבר
1044,zerreißen::V,yırtmaq,קרע
1045,zerstören::V,dağıtmaq,הרס
1046,zerstören::V,dağıtmaq,השמיד
1047,verbrennen::V,yandırmaq,שרף
1048,geben::V,vermək,נתן
1049,reichen::V,uzatmaq,העביר
1050,schenken::V,vermək,נתן במתנה
1051,versprechen::V,vəd vermək,הבטיח
1052,wünschen::V,arzulamaq,אחל
1053,loben::V,tərifləmək,שבח
1054,küssen::V,öpmək,נשק
1055,wiegen::V,tərpətmək,נדנד
1056,zudecken::V,örtmək,כסה
1057,wecken::V,oyatmaq,עורר
1058,zeigen::V,göstərmək,הראה
1059,führen::V,rəhbərlik etmək,הביא
1060,führen::V,rəhbərlik etmək,הוביל
1061,lehren::V,öyrətmək,למד
1062,unterrichten::V,öyrətmək,למד
1063,unterrichten::V,dərs vermək,למד
1064,aufziehen::V,tərbiyə etmək,רומם
1065,leiten::V,idarə etmək,נהל
1066,antreiben::V,bizləmək,המרץ
1067,lassen::V,-tırmaq,נתן
1068,einladen::V,dəvət etmək,הזמין
1069,vereinigen::V,birləşdirmək,אחד
1070,vereinigen::V,birləşdirmək,לכד
1071,besuchen::V,baş çəkmək,בקר
1072,besuchen::V,ziyarət etmək,בקר
1073,treffen::V,rastlaşmaq,פגש
1074,treffen::V,rast gəlmək,פגש
1075,sich versammeln::V,toplanmaq,התאסף
1076,spielen::V,oynamaq,שחק
1077,singen::V,oxumaq,שר
1078,tanzen::V,oynamaq,רקד
1079,tanzen::V,rəqs etmək,רקד
1080,sich trennen::V,ayrılmaq,נפרד
1081,verlassen::V,tərk etmək,עזב
1082,retten::V,xilas etmək,הציל
1083,bewachen::V,gözətmək,שמר
1084,schützen::V,qorumaq,אבטח
1085,verteidigen::V,qorumaq,הגן
1086,sich schlagen::V,döyüşmək,התכתש
1087,schießen::V,atmaq,ירה
1088,schießen::V,atəş açmaq,ירה
1089,siegen::V,yenmək,גבר
1090,siegen::V,yenmək,נצח
1091,ärgern::V,acışdırmaq,עצבן
1092,schlagen::V,döymək,הכה
1093,schlagen::V,döymək,הלקה
1094,treten::V,təpmək,בעט
1095,stechen::V,soxmaq,דקר
1096,stoßen::V,itələmək,דחק
1097,stehlen::V,çalmaq,גנב
1098,stehlen::V,oğurlamaq,גנב
1099,stören::V,pozmaq,קטע
1100,stören::V,pozmaq,הפריע
1101,belästigen::V,narahat etmək,הציק
1102,belästigen::V,narahat etmək,הטריד
1103,verbergen::V,gizləmək,הצניע
1104,täuschen::V,aldatmaq,שגע
1105,betrügen::V,aldatmaq,הונה
1106,töten::V,öldürmək,הרג
1107,wohnen::V,yaşamaq,גר
1108,arbeiten::V,işləmək,עבד
1109,arbeiten::V,çalışmaq,עבד
1110,sammeln::V,yığmaq,אסף
1111,sammeln::V,toplamaq,אסף
1112,pflücken::V,qoparmaq,קטף
1113,jagen::V,ovlamaq,צד
1114,fischen::V,balıq tutmaq,דג
1115,fassen::V,tutmaq,תפס
1116,hüten::V,güdmək,רעה
1117,treiben::V,haylamaq,הוציא
1118,anbinden::V,bağlamaq,קשר
1119,füttern::V,bəsləmək,הלעיט
1120,melken::V,sağmaq,חלב
1121,hacken::V,yarmaq,קצץ
1122,gießen::V,sulamaq,השקה
1123,reifen::V,dəymək,בשל
1124,zubereiten::V,bişirmək,הכין
1125,kochen::V,qaynatmaq,בשל
1126,backen::V,bişirmək,אפה
1127,braten::V,qızartmaq,צלה
1128,braten::V,qızartmaq,טגן
1129,umrühren::V,qarışdırmaq,ערבב
1130,stricken::V,hörmək,סרג
1131,nähen::V,tikmək,תפר
1132,färben::V,boyamaq,צבע
1133,reinigen::V,təmizləmək,נקה
1134,waschen::V,yumaq,רחץ
1135,waschen::V,yumaq,כבס
1136,abwischen::V,silmək,נגב
1137,spülen::V,çalxamaq,שטף
1138,fegen::V,süpürmək,טאטא
1139,kehren::V,süpürmək,טאטא
1140,baden::V,çimmək,טבל
1141,baden::V,çimmək,שחה
1142,sich waschen::V,yuyunmaq,התרחץ
1143,ausziehen::V,soyunmaq,הוריד
1144,anziehen::V,geymək,לבש
1145,sich anziehen::V,geyinmək,התלבש
1146,kämmen::V,daramaq,סרק
1147,schmücken::V,bəzəmək,קשט
1148,sagen::V,demək,אמר
1149,sagen::V,söymek,אמר
1150,sprechen::V,danışmaq,דבר
1151,reden::V,danışmaq,דבר
1152,sich unterhalten::V,söhbət etmək,שוחח
1153,fragen::V,soruşmaq,שאל
1154,bitten::V,diləmək,בקש
1155,bitten::V,xahiş etmək,בקש
1156,erzählen::V,bəhs etmək,ספר
1157,mitteilen::V,bildirmək,מסר
1158,mitteilen::V,bildirmək,הודיע
1159,nennen::V,adlandırmaq,קרא בשם
1160,rufen::V,çağırmaq,גיס
1161,rufen::V,çağırmaq,הזמין לבוא
1162,prahlen::V,öyünmək,התרברב
1163,übersetzen::V,tərcümə etmək,תרגם
1164,denken::V,düşünmək,חשב
1165,denken::V,fikirləşmək,חשב
1166,glauben::V,inanmaq,האמין
1167,bemerken::V,qeyd etmək,הבחין
1168,erkennen::V,tanımaq,זהה
1169,begreifen::V,anlamaq,קלט
1170,begreifen::V,anlamaq,הבין
1171,verstehen::V,duymaq,הבין
1172,lernen::V,öyrənmək,למד
1173,wissen::V,bilmək,ידע
1174,sich erinnern an::V,xatırlamaq,זכר
1175,vergessen::V,unutmaq,שכח
1176,messen::V,ölçmək,מדד
1177,zählen::V,saymaq,ספר
1178,rechnen::V,hesablamaq,חשב
1179,lesen::V,oxumaq,קרא
1180,malen::V,şəkil çəkmək,ציר
1181,zeichnen::V,cızmaq,שרטט
1182,schreiben::V,yazmaq,כתב
1183,besitzen::V,yiyələnmək,היה בעל של
1184,besitzen::V,malik olmaq,היה בעל של
1185,kaufen::V,satın almaq,קנה
1186,kaufen::V,satın almaq,רכש
1187,verkaufen::V,satmaq,מכר
1188,bezahlen::V,ödəmək,שלם
1189,zahlen::V,ödəmək,שלם
1190,beherrschen::V,idarə etmək,שלט
1191,ertragen::V,dözmək,סבל
