,Concept_ID,ab,eu
729,faul::A,аашьа,nagi
730,faul::A,аашьа,alfer
731,fleißig::A,иҟубҷоу,maratz
732,fleißig::A,иҟубҷоу,lanzale
733,geizig::A,акы,zeken
734,geizig::A,акы,zikoitz
735,geizig::A,акаҷбеи,zeken
736,geizig::A,акаҷбеи,zikoitz
737,geizig::A,аҟəџьыр,zeken
738,geizig::A,аҟəџьыр,zikoitz
739,klug::A,аҟəыш,zuhur
740,klug::A,аҟəыӷа,zuhur
741,geschickt::A,напҟазала,trebe
742,geschickt::A,напҟазала,antzetsu
743,lieb::A,алашара,maite
744,lieb::A,алашара,laztan
745,lustig::A,алах-ҿых,alaitsu
746,lustig::A,игурҕьаччо,alaitsu
747,lustig::A,агурҕьа,alaitsu
748,lustig::A,агурҿыхага,alaitsu
749,sanft::A,атата,eme
750,sanft::A,атата,ezti
751,sanft::A,аҟəымшəышə,eme
752,sanft::A,аҟəымшəышə,ezti
753,sanft::A,ақьыҧш,eme
754,sanft::A,ақьыҧш,ezti
755,hungrig::A,амлашь,gose
756,krank::A,ачымазаҩ,eri
757,krank::A,ачымазаҩ,gaixo
758,nackt::A,аҟьантаз,biluzi
759,traurig::A,алахьеиқəҵага,itun
760,traurig::A,алахьеиқəҵага,betilun
761,lebendig::A,абза,bizirik
762,gut::A,абзиа,on
763,schlecht::A,-хəарҭам,txar
764,richtig::A,иашоу,zuzen
765,schlimm::A,абааҧсы,larri
766,wahr::A,агəҭылса,egiazko
767,wahr::A,абзиаҵəҟьа,egiazko
768,alt::A,Ажə,zahar
769,neu::A,аҿыц,berri
770,ehemalig::A,анкьатәи,lehengo
771,alt[Lebewesen]::A,абырг,adindun
772,alt[Lebewesen]::A,ақабада,adindun
773,alt[Lebewesen]::A,Ажə,adindun
774,jung::A,аҟата,gazte
775,arm::A,ананамга,txiro
776,arm::A,ананамга,behartsu
777,reich::A,абеиа,dirudun
778,bekannt::A,адыр,ezagun
779,berühmt::A,адыр,entzun
780,berühmt::A,адыр,ospetsu
781,fremd::A,атəым,arrotz
782,verschieden::A,Еиуа-еиҧшым,ezberdin
783,verschieden::A,Еиуа-еиҧшым,desberdin
784,nah::A,ааигəа,hurre
785,nah::A,ааигəа,hurbil
786,fern::A,ахара,urrun
787,linker::A,арма,ezker
788,rechter::A,арҕьа,eskuin
789,anderer::A,даҽа,beste
790,anderer::A,даҽакы,beste
791,erster::A,актәи,lehen
792,erster::A,актәи,aurren
793,zweiter::A,аҩбатəи,bigarren
794,dritter::A,ахҕатәи,hirugarren
795,letzter::A,аҵыхəтəантəи,azken
796,letzter::A,аҵыхəтəантəи,hondar
797,allein::ADV,мацара,bakarrik
798,auf einmal::ADV,зныкала,batera
799,auf einmal::ADV,зныкҟьара,batera
800,zusammen::ADV,аиц...,elkarrekin
801,lange::ADV,акыраамҭа,luzaro
802,plötzlich::ADV,иаалырҟьаны,bat-batean
803,sofort::ADV,иаразнакҵәҟьа,berehala
804,später::ADV,уажəшьҭаншəа,gero
805,jetzt::ADV,уажәы,orain
806,heute::ADV,иахьа,gaur
807,morgen::ADV,уаҵәы,bihar
808,bald::ADV,иласны,aurki
809,bald::ADV,иласны,laster
810,dann::ADV,нас,ondoren
811,gestern::ADV,иацы,atzo
812,einst::ADV,зны,antzina
813,damals::ADV,усҟан,orduan
814,danach::ADV,нас,gerora
815,danach::ADV,нас,ondoren
816,vorher::ADV,уаанӡа,lehenago
817,zuerst::ADV,азнаказы,aurrena
818,zuerst::ADV,азнаказы,lehenbizi
819,zuerst::ADV,аҧхьа,aurrena
820,zuerst::ADV,аҧхьа,lehenbizi
821,einmal::ADV,зны,behin
822,einmal::ADV,зны,aldi bat
823,manchmal::ADV,зны-зынла,batzuetan
824,manchmal::ADV,зны-зынла,zenbaitetan
825,oft::ADV,лассы-лассы,maiz
826,oft::ADV,лассы-лассы,askotan
827,immer::ADV,енагь,beti
828,immer::ADV,еснагь,beti
829,niemals::ADV,ианакəызаалак,inoiz ez
830,niemals::ADV,ианакəызаалак,sekula ez
831,hier::ADV,ара,hemen
832,hier::ADV,абра,hemen
833,hier::ADV,араҟа,hemen
834,hierhin::ADV,ара,hona
835,hierhin::ADV,араҟа,hona
836,von hier::ADV,арантә,hemendik
837,von hier::ADV,арантә,honetatik
838,dort::ADV,уа,han
839,dorthin::ADV,уахь,hara
840,dorthin::ADV,анахь,hara
841,geradeaus::ADV,ишиашоу,artez
842,vorwärts::ADV,ҕхьаҟа,aurrera
843,rückwärts::ADV,шьҭахьла,atzera
844,rückwärts::ADV,шьҭахьла,atzerantz
845,zurück::ADV,шьҭахьҟа,atzera
846,unten::ADV,лбаа,behean
847,hinab::ADV,алада,behera
848,hinab::ADV,алада,beherantz
849,oben::ADV,хыхь,goian
850,hinauf::ADV,аҩада,gora
851,hinauf::ADV,аҩада,gorantz
852,überall::ADV,зегьынцьара,edonon
853,nicht::ADV,-м,ez
854,ein wenig::ADV,ҕыҭк,apur bat
855,ein wenig::ADV,ҕыҭк,pixka bat
856,kaum::ADV,аарлаҳәа,ozta
857,kaum::ADV,аарлаҳәа,nekez
858,kaum::ADV,афергьҳәа,ozta
859,kaum::ADV,афергьҳәа,nekez
860,sehr::ADV,даара,oso
861,so::ADV,ас,hala
862,so::ADV,ас,honela
863,so::ADV,абас,hala
864,so::ADV,абас,honela
865,noch::ADV,макьана,oraindik
866,nur::ADV,заҵәык,bakarrik
867,schon::ADV,уажәшьҭа,ja
868,schon::ADV,уажәшьҭа,jada
869,schon::ADV,аиҳа ипоу,ja
870,schon::ADV,аиҳа ипоу,jada
871,wieder::ADV,ҿыц,berriro
872,wieder::ADV,дырҩегь,berriro
873,wieder::ADV,дырҩегьых,berriro
874,vergebens::ADV,баша,alferrik
875,vor::PRP,аҕхьа,aurrean
876,hinter::PRP,нхыҵ,ostean
877,hinter::PRP,нхыҵ,gibelean
878,unter::PRP,амҵа,pean
879,unter::PRP,амҵа,azpian
880,unter::PRP,амҵан,pean
881,unter::PRP,амҵан,azpian
882,neben::PRP,ааигуара,ondoan
883,neben::PRP,ааигуара,aldamenean
884,zwischen::PRP,абжьара,artean
885,wegen::PRP,-иззы,-gatik
886,wegen::PRP,-ҟнытә,-gatik
887,dies::PRN,ари,hau
888,dies::PRN,абри,hau
889,das::PRN,Абни,hura
890,das::PRN,убри,hura
891,alles::PRN,зегьы,dena
892,ich::PRN,са,ni
893,ich::PRN,сара,ni
894,du::PRN,бара,zu
895,er::PRN,иара,bera
896,wir::PRN,ҳара,gu
897,ihr::PRN,шәара,zuek
898,sie::PRN,дара,berak
899,wer::FPRN,дарбан,nor
900,wo::FADV,иабыкуу,non
901,wo::FADV,аба-,non
902,wo::FADV,ахь-,non
903,wohin::FADV,иабыкуу,nora
904,wohin::FADV,аба-,nora
905,wohin::FADV,ахь-,nora
906,wie::FADV,-шҕа,nola
907,wie::FADV,-шҕа,zelan
908,warum::FADV,избан,zeren
909,warum::FADV,избан,zergatik
910,wieviel::FNUM,заҟа,zenbat
911,eins::NUM,акы,bat
912,eins::NUM,аӡәы,bat
913,zwei::NUM,ҩба,bi
914,zwei::NUM,ҩба,biga
915,drei::NUM,хҕа,hiru
916,vier::NUM,ҕшьба,lau
917,fünf::NUM,хəба,bost
918,sechs::NUM,фба,sei
919,sieben::NUM,Бжьба,zazpi
920,acht::NUM,ааба,zortzi
921,neun::NUM,жәба,bederatzi
922,zehn::NUM,жәаба,hamar
923,elf::NUM,жәеизатәи,hamaika
924,zwölf::NUM,жәаҩа,hamabi
925,zwanzig::NUM,ҩажәа,hogei
926,dreißig::NUM,ҩажәижәабатәи,hogeita hamar
927,vierzig::NUM,ҩынҩажәа,berrogei
928,fünfzig::NUM,ҩынҩажәеижәаба,berrogeita hamar
929,sechzig::NUM,хынҩажәа,hirurogei
930,siebzig::NUM,хынҩажәижәаба,hirurogeita hamar
931,achtzig::NUM,ҕшьынҩажәа,laurogei
932,neunzig::NUM,ҕшьынҩажәижәаба,laurogeita hamar
933,hundert::NUM,шәкы,ehun
934,tausend::NUM,зқьы,mila
935,und::CNJ,-и,eta
936,oder::CNJ,ма,edo
937,stehen::V,агылазаара,zutik egon
938,sitzen::V,атəара,eserita egon
939,sitzen::V,атəа(заа)ра,eserita egon
940,liegen::V,аиара,etzan
941,hängen::V,акнаҳара,eskegita egon
942,hängen::V,акнаҳара,zintzilik egon
943,werden::V,аҟалара,bihurtu
944,werden::V,аҟалара,bilakatu
945,passieren::V,аҟалара,pasatu
946,passieren::V,аҟалара,gertatu
947,beginnen::V,алагара,hasi
948,enden::V,алгара,bukatu
949,wechseln::V,аҽыҧсахра,aldatu
950,aufgehen[Sonne]::V,агылара,ilki
951,aufgehen[Sonne]::V,агылара,sortu
952,aufgehen[Sonne]::V,ахашлара,ilki
953,aufgehen[Sonne]::V,ахашлара,sortu
954,aufgehen[Sonne]::V,аҩаҵхахара,ilki
955,aufgehen[Sonne]::V,аҩаҵхахара,sortu
956,untergehen[Sonne]::V,аҭашəара,sartu
957,scheinen[Sonne]::V,акаҧхара,eguzkia egon
958,donnern::V,адыдра,trumoia jo
959,wehen::V,асра,haizea ibili
960,strömen::V,акаҭəара,zorrotadaka isuri
961,fließen::V,ацара,isuri
962,sich drehen::V,ахагьежьра,biratu
963,schwanken::V,аҵысра,zabuka ibili
964,schwingen::V,ахызазара,kulunkatu
965,schwingen::V,акьаандара,kulunkatu
966,fallen::V,акаҳара,erori
967,brennen::V,абылра,sutan egon
968,rauchen::V,ахылҵра,kea bota
969,regnen::V,аура,euria ari izan
970,gefrieren::V,аҵаара,izoztu
971,gefrieren::V,аҵаара,hormatu
972,tauen::V,аӡҭра,gesaldu
973,schmelzen::V,ақəӡыҭра,urtu
974,schmelzen::V,аҭəара,urtu
975,trocknen::V,абара,idortu
976,trocknen::V,абара,lehortu
977,sieden::V,ашра,irakin
978,faulen::V,абаара,hirotu
979,faulen::V,абаара,usteldu
980,verfaulen::V,абаара,hirotu
981,verfaulen::V,абаара,usteldu
982,verfaulen::V,аилашра,hirotu
983,verfaulen::V,аилашра,usteldu
984,reißen::V,аҧжəара,eten
985,reißen::V,аҧжəара,tarrat egin
986,versinken::V,аӡааҟəрылара,urperatu
987,vergehen::V,ацара,iragan
988,erscheinen::V,ацəырҵра,agertu
989,verschwinden::V,аҵашəкəара,desagertu
990,sinken::V,атəара,beheititu
991,sinken::V,алаҟəра,beheititu
992,abnehmen::V,ацӡаара,gutxitu
993,abnehmen::V,ацӡаара,beheratu
994,abnehmen::V,аиҵалара,gutxitu
995,abnehmen::V,аиҵалара,beheratu
996,zunehmen::V,аҽырҭбаара,gora egin
997,zunehmen::V,аиҵыҵра,gora egin
998,zunehmen::V,арацəахара,gora egin
999,steigen::V,азҳара,igo
1000,steigen::V,ашьҭыҵра,igo
1001,steigen::V,адухара,igo
1002,steigen::V,ацлара,igo
1003,wachsen::V,азҳара,hazi
1004,glänzen::V,ацыр-цырра,distiratu
1005,glänzen::V,ацыҩ-цыҩра,distiratu
1006,glänzen::V,аказказра,distiratu
1007,funkeln::V,ашап-шапра,izarniatu
1008,funkeln::V,ацым-цымра,izarniatu
1009,lärmen::V,ашьҭыбжьгара,zarata atera
1010,lärmen::V,аҕьҕьаҳәа аилалара,zarata atera
1011,läuten::V,аҵəҵəасра,jo
1012,läuten::V,аҵəҵəасра,hots egin
1013,klingeln::V,аҵəҵəасра,txirrina jo
1014,klirren::V,ахьархьарра,tintin egin
1015,klirren::V,архьархьарра,tintin egin
1016,brausen::V,аилаҽҽара,marru egin
1017,brausen::V,еилашуера,marru egin
1018,klingen::V,агара,soinu egin
1019,klingen::V,ашьҭыбжь гара,soinu egin
1020,bellen::V,ашра,zaunkatu
1021,heulen::V,ауура,ulu egin
1022,heulen::V,ауура,uhuri egin
1023,blasen::V,аҭəҳəара,ufa egin
1024,blasen::V,аҭəҳəара,putz egin
1025,pfeifen::V,ашəшəра,txistu egin
1026,schreien::V,аҳəҳəара,oihu egin
1027,schreien::V,аҳəҳəара,garrasi egin
1028,schreien::V,ахəаара,oihu egin
1029,schreien::V,ахəаара,garrasi egin
1030,schreien::V,аҟаара,oihu egin
1031,schreien::V,аҟаара,garrasi egin
1032,stöhnen::V,ақьра,intziri egin
1033,zittern::V,аҵыс-ҵысра,ikara egin
1034,zittern::V,аҵыс-ҵысра,dar-dar egin
1035,leben::V,аҟазаара,bizi izan
1036,geboren werden::V,Аира,jaio
1037,atmen::V,аҕсыҕ лагаҩагара,hats egin
1038,atmen::V,аҕсыҕ лагаҩагара,arnasa egin
1039,trinken::V,ажəра,edan
1040,essen::V,акрыфара,jan
1041,schlucken::V,албаадара,irentsi
1042,müde werden::V,ааҕсара,unatu
1043,müde werden::V,ааҕсара,nekatu
1044,einschlafen::V,ацəара,lokartu
1045,schlafen::V,ацəазаара,lo egin
1046,aufwachen::V,аҿыхара,esnatu
1047,aufwachen::V,аҿыхара,atzarri
1048,aufstehen::V,Агəылҵра,jaiki
1049,sich erholen::V,аҧсшьара,atseden egin
1050,krank werden::V,ачмазаҩхара,gaixotu
1051,krank sein::V,аҳəарҧсарра,eri izan
1052,krank sein::V,аҳəарҧсарра,gaixo izan
1053,schmerzen::V,ахьра,min egin
1054,husten::V,аимҳәара,eztul egin
1055,genesen::V,абзиахара,osatu
1056,genesen::V,аӷəӷəахара,osatu
1057,sterben::V,аҧсра,hil
1058,sterben::V,аҧсра,zendu
1059,umkommen::V,аҭахара,istripuz hil
1060,sich bewegen::V,аиҭаҵра,higitu
1061,sich rühren::V,ақəацара,zirkin egin
1062,sich erheben::V,аҩагылара,zutitu
1063,sich erheben::V,аҩагылара,altxatu
1064,sich setzen::V,атəара,eseri
1065,sich setzen::V,атəара,jesarri
1066,hinfallen::V,акаҳара,erori
1067,laufen::V,аныҟəара,ibili
1068,schreiten::V,ашьаҿа еихгара,oinkatu
1069,spazierengehen::V,анеи-ааира,paseatu
1070,spazierengehen::V,анеи-ааира,ostera bat egin
1071,eilen::V,аццакра,lasterkatu
1072,sich beeilen::V,аццакра,lehiatu
1073,sausen::V,аҧырра,ziztu bizian joan
1074,sausen::V,иҭрысны,ziztu bizian joan
1075,sausen::V,ишьҭҟьаны ацара,ziztu bizian joan
1076,rennen::V,аҩра,lasterka egin
1077,springen::V,аҧара,jauzi egin
1078,klettern::V,ақəлара,igo
1079,schaukeln::V,аҟəараҟəанҽара,zabu egin
1080,schaukeln::V,аҟəараҟəанҽара,zanbulu egin
1081,kriechen::V,аҳəазара,narras egin
1082,schwimmen::V,аӡсара,igerikatu
1083,schwimmen::V,аӡсара,igeri egin
1084,tauchen::V,ахəӡааҵəира,murgildu
1085,tauchen::V,ахəӡааҵəира,pulunpatu
1086,rudern::V,аҵшьра,bogatu
1087,rudern::V,аҵшьра,arraun egin
1088,fahren::V,акала,joan
1089,fliegen::V,аҧырра,hegaldatu
1090,fliegen::V,аҧырра,hegan egin
1091,gehen::V,аиҭаҵра,joan
1092,weggehen::V,ацара,alde egin
1093,abfahren::V,адəықəлара,abiatu
1094,abfahren::V,ацара,abiatu
1095,anhalten::V,ааныргылара,geratu
1096,anhalten::V,ааныргылара,gelditu
1097,hineingehen::V,аҭалара,sartu
1098,eintreten::V,аҩналара,sartu
1099,kommen::V,аара,etorri
1100,kommen::V,ааира,etorri
1101,ankommen::V,ааира,heldu
1102,ankommen::V,ааира,iritsi
1103,ankommen::V,аара,heldu
1104,ankommen::V,аара,iritsi
1105,ankommen::V,анеира,heldu
1106,ankommen::V,анеира,iritsi
1107,zurückkommen::V,азыхынҳəра,itzuli
1108,bleiben::V,аанхара,gelditu
1109,bleiben::V,анхара,gelditu
1110,bleiben::V,аангылара,gelditu
1111,warten::V,азҧшзаара,itxaron
1112,warten::V,азҧшзаара,zain egon
1113,erwarten::V,азҧшра,iguriki
1114,suchen::V,ашьҭазаара,bilatu
1115,finden::V,аҧшаара,idoro
1116,finden::V,аҧшаара,aurkitu
1117,versuchen::V,аҽазкра,saiatu
1118,versuchen::V,аҽазкра,ahalegindu
1119,vorbereiten::V,армазеира,gertatu
1120,lieben::V,абзиабара,maitatu
1121,lieben::V,абзиабара,maite izan
1122,mögen::V,агəаҧхара,laket izan
1123,mögen::V,агəаҧхара,atsegin izan
1124,lachen::V,аччара,irri egin
1125,lachen::V,аччара,barre egin
1126,rühren::V,арҵəуара,hunkitu
1127,weinen::V,аҵəуара,negar egin
1128,schimpfen::V,ацəҳара,erneguka ari izan
1129,sich ärgern::V,агəаара,ernegatu
1130,sich ärgern::V,агəаара,haserretu
1131,sich fürchten::V,аӡыӡара,beldur izan
1132,fürchten::V,ацəшəара,beldur izan
1133,fliehen::V,абналара,ihes egin
1134,fliehen::V,ацəцара,ihes egin
1135,flüchten::V,абналара,ihes egin
1136,flüchten::V,ацəцара,ihes egin
1137,sehen::V,абара,ikusi
1138,anschauen::V,ахəаҧшра,begietsi
1139,ansehen::V,ахəаҧшра,begiratu
1140,hören::V,аҳара,aditu
1141,zuhören::V,азыӡырҩра,entzun
1142,probieren::V,аҧышəара,dastatu
1143,riechen::V,афыҩра,usnatu
1144,riechen::V,афыҩра,usaindu
1145,fühlen::V,анырра,sentitu
1146,fühlen::V,ацәакырра,sentitu
1147,scheinen::V,шәа,iruditu
1148,scheinen::V,шәа,begitandu
1149,scheinen::V,аацәырҵа,iruditu
1150,scheinen::V,аацәырҵа,begitandu
1151,vernehmen::V,аҳара,aditu
1152,frieren::V,ашəра,hotz izan
1153,frieren::V,аҵаара,hotz izan
1154,tun::V,аҟаҵара,egin
1155,können::V,алшара,ahal izan
1156,wollen::V,аҭахра,nahi izan
1157,anfangen::V,алагара,hasi
1158,beenden::V,алгара,bukatu
1159,aufhören::V,аҟəыҵра,utzi
1160,gelingen::V,аура,lortu
1161,gelingen::V,аманшəалахара,lortu
1162,gelingen::V,алҵра,lortu
1163,geraten::V,нзаарын,heldu
1164,öffnen::V,аартра,ireki
1165,öffnen::V,аартра,zabaldu
1166,schließen::V,аркра,itxi
1167,stellen::V,аргылара,ipini
1168,setzen::V,артəара,jesarri
1169,legen::V,ақəҵара,jarri
1170,berühren::V,акьысра,ukitu
1171,berühren::V,алакьысра,ukitu
1172,verbinden::V,аҿаҳəара,uztartu
1173,bedecken::V,ақəршəра,estali
1174,aufhängen::V,акнаҳара,eseki
1175,aufhängen::V,акнаҳара,eskegi
1176,anzünden::V,аркра,piztu
1177,aufheben::V,ашьҭыхра,jaso
1178,zurücklassen::V,аныжьра,atzean utzi
1179,verlieren::V,ацəыӡра,galdu
1180,fallen lassen::V,ацəкаҳара,erortzen utzi
1181,machen::V,ачаҧара,egin
1182,herstellen::V,аиҵдара,ekoiztu
1183,bauen::V,аргылара,eraiki
1184,reparieren::V,арҽеира,konpondu
1185,verbessern::V,аиҕьтəра,hobetu
1186,ändern::V,аҧсахра,mudatu
1187,graben::V,ажра,aitzurtu
1188,beugen::V,арҟəра,makurtu
1189,beugen::V,архəара,makurtu
1190,biegen::V,арҟəра,malgutu
1191,biegen::V,арҟəра,makolatu
1192,biegen::V,архəара,malgutu
1193,biegen::V,архəара,makolatu
1194,drehen::V,аргьежьра,jiratu
1195,umdrehen::V,аарҳәра,biratu
1196,umdrehen::V,аарҳәра,alderantzikatu
1197,heben::V,аҩахара,jaso
1198,heben::V,аҩахара,goratu
1199,heben::V,араҳара,jaso
1200,heben::V,араҳара,goratu
1201,hochheben::V,ахагалара,goratu
1202,hochheben::V,ахагалара,altxatu
1203,hochheben::V,ашьҭҳəара,goratu
1204,hochheben::V,ашьҭҳəара,altxatu
1205,halten::V,акра,eutsi
1206,drücken::V,ақəрӷəӷəара,sakatu
1207,schieben::V,аҵгəара,bultzatu
1208,schieben::V,агəара,bultzatu
1209,kratzen::V,ацəҟьара,hatz egin
1210,kratzen::V,ацəҟьара,hazka egin
1211,lecken::V,арбзара,miaztu
1212,lecken::V,арбзара,lamikatu
1213,beißen::V,ацҳара,hozka egin
1214,beißen::V,ацҳара,ausiki egin
1215,abreißen::V,амжəара,kendu
1216,abschneiden::V,ахҵəара,moztu
1217,abschneiden::V,ахҵəара,pikatu
1218,abschneiden::V,аҿахҵəара,moztu
1219,abschneiden::V,аҿахҵəара,pikatu
1220,binden::V,аҿаҳəара,lotu
1221,binden::V,аҿаҳəара,estekatu
1222,stecken::V,алаҵара,sartu
1223,brechen::V,аҧҵəара,apurtu
1224,klopfen::V,асра,jo
1225,hauen::V,ақəкшара,jo
1226,kleben::V,аҷабра,itsatsi
1227,reiben::V,арҟəыҷра,igurtzi
1228,streichen::V,ахьшьра,igurtzi
1229,schleifen::V,ахра,zorroztu
1230,schneiden::V,аҧҟара,moztu
1231,rütteln::V,арҵысра,astindu
1232,rütteln::V,арҵысра,inarrosi
1233,schütteln::V,аршəшəара,astindu
1234,schütteln::V,аршəшəара,inarrosi
1235,schwenken::V,аҟьара,zabukatu
1236,schütten::V,аҭаҭəара,isuri
1237,füllen::V,арҭəра,bete
1238,einwickeln::V,алаҳəара,bildu
1239,tragen::V,аҩагара,eroan
1240,tragen::V,аҩагара,eraman
1241,schleppen::V,арҳəазара,narrastu
1242,schleppen::V,арҳəазара,herrestatu
1243,ziehen::V,ахара,tira egin
1244,aufbewahren::V,аҵəахра,gorde
1245,werfen::V,аршəра,jaurti
1246,werfen::V,аршəра,aurtiki
1247,fangen::V,акра,atzeman
1248,packen::V,анкра,heldu
1249,packen::V,аҵкаара,heldu
1250,verstecken::V,аҵəахра,ostendu
1251,verstecken::V,аҵəахра,ezkutatu
1252,teilen::V,ашара,zatitu
1253,schicken::V,ашьҭра,bidali
1254,bringen::V,аагара,ekarri
1255,hinzufügen::V,ацҵара,eratxiki
1256,hinzufügen::V,ацҵара,gaineratu
1257,bekommen::V,аҧшаара,jaso
1258,bekommen::V,архиара,jaso
1259,bekommen::V,аура,jaso
1260,erhalten::V,аиура,jaso
1261,nehmen::V,агара,hartu
1262,wählen::V,алҧшаара,hautatu
1263,wählen::V,алҧшаара,aukeratu
1264,auswählen::V,алхра,hautatu
1265,auswählen::V,алхра,aukeratu
1266,behindern::V,аҧырхагахара,oztopatu
1267,verderben::V,алгара,hondatu
1268,verderben::V,абжьыхра,hondatu
1269,verderben::V,аҧхасҭатəра,hondatu
1270,beschädigen::V,аҧхасҭатəра,akastu
1271,zerbrechen::V,аҧҽра,apurtu
1272,zerreißen::V,аҧжəара,zarratatu
1273,zerstören::V,аилаҧыххаара,suntsitu
1274,verbrennen::V,абылра,erre
1275,verbrennen::V,абылра,kiskali
1276,geben::V,аҭара,eman
1277,reichen::V,аҭара,luzatu
1278,reichen::V,аҭара,helarazi
1279,schenken::V,аҩгара,oparitu
1280,versprechen::V,ақəргəыӷра,agindu
1281,loben::V,арҽхəара,laudatu
1282,loben::V,арҽхəара,goraipatu
1283,küssen::V,агəӡра,musu eman
1284,zudecken::V,аҵахҩара,estali
1285,zudecken::V,ақəршəра,estali
1286,wecken::V,арҿыхара,esnatu
1287,wecken::V,арҿыхара,iratzartu
1288,zeigen::V,арбара,erakutsi
1289,führen::V,аныҟəгара,gidatu
1290,lehren::V,арҵара,irakatsi
1291,unterrichten::V,арҧхьара,eskolak eman
1292,aufziehen::V,ааӡара,hazi
1293,leiten::V,ахагылазаара,arteztu
1294,antreiben::V,арццакра,bulkatu
1295,lassen::V,арҟаҵара,-arazi
1296,einladen::V,ааҕхьара,gonbidatu
1297,einladen::V,анаҧхьара,gonbidatu
1298,vereinigen::V,аилаҵара,batu
1299,vereinigen::V,аилаҵара,bateratu
1300,besuchen::V,абара,ikustatu
1301,treffen::V,аҧылара,topatu
1302,sich versammeln::V,аизара,bildu
1303,spielen::V,ахəмарра,jolastu
1304,singen::V,ашəаҳəара,abestu
1305,singen::V,ашəаҳəара,kantatu
1306,tanzen::V,акəашара,dantzatu
1307,tanzen::V,акəашара,dantzan egin
1308,sich trennen::V,аилыҵра,banandu
1309,verlassen::V,акажьра,utzietsi
1310,retten::V,Аиқəрхара,salbatu
1311,retten::V,Аиқəрхара,gaizkatu
1312,bewachen::V,ахьчара,jagon
1313,bewachen::V,ахьчара,zaindu
1314,schützen::V,ацəыхьчара,babestu
1315,schützen::V,ацəыхьчара,gerizatu
1316,verteidigen::V,ахьчара,aldeztu
1317,sich schlagen::V,аисра,elkar jo
1318,sich schlagen::V,аисра,elkar borrokatu
1319,schießen::V,ахысра,tiro egin
1320,siegen::V,аиааира,irabazi
1321,ärgern::V,аргəаара,ernegatu
1322,ärgern::V,аргəаара,haserretu
1323,schlagen::V,асра,jo
1324,schlagen::V,асра,erauntsi
1325,schlagen::V,аҭасра,jo
1326,schlagen::V,аҭасра,erauntsi
1327,stechen::V,алакшара,sastatu
1328,stoßen::V,агəҭасра,bultzatu
1329,stehlen::V,аӡара,ostu
1330,stehlen::V,аӡара,lapurtu
1331,stören::V,аҧырхагахара,galarazi
1332,belästigen::V,аргəамҵра,gohaindu
1333,belästigen::V,аргəамҵра,alamena eman
1334,verbergen::V,аӡара,ezkutatu
1335,täuschen::V,ажьара,tronpatu
1336,täuschen::V,ажьара,engainatu
1337,betrügen::V,ажьара,iruzurtu
1338,töten::V,ашьра,hil
1339,töten::V,ашьра,heriotza eman
1340,wohnen::V,анхара,bizi izan
1341,arbeiten::V,аусура,lan egin
1342,arbeiten::V,аусура,behar egin
1343,sammeln::V,аҟəшəара,bildu
1344,sammeln::V,аҟəшəара,bildumatu
1345,pflücken::V,аҿыршəара,batu
1346,pflücken::V,аҿыршəара,bildu
1347,pflücken::V,аҿыхра,batu
1348,pflücken::V,аҿыхра,bildu
1349,jagen::V,ашəарыцара,ehizatu
1350,fischen::V,аҧсыӡ икуеит,arrantzatu
1351,fischen::V,аҧсыӡ икуеит,arrantza egin
1352,fassen::V,акра,harrapatu
1353,hüten::V,арҳəра,begiratu
1354,hüten::V,ахьчара,begiratu
1355,treiben::V,акацара,bultza egin
1356,anbinden::V,адҳəалара,estekatu
1357,füttern::V,акырҿаҵара,bazkatu
1358,melken::V,ахьара,jetzi
1359,hacken::V,аҟəаҟəара,xehatu
1360,gießen::V,аҵаҭəара,isuri
1361,reifen::V,ашəра,heldu
1362,reifen::V,ашəра,zoritu
1363,reifen::V,аҟалара,heldu
1364,reifen::V,аҟалара,zoritu
1365,zubereiten::V,ацура,prestatu
1366,kochen::V,ажəра,egosi
1367,backen::V,аӡра,labean egin
1368,braten::V,аӡра,erregosi
1369,umrühren::V,аилрыхра,eragin
1370,stricken::V,аҧара,trikotatu
1371,stricken::V,аҧара,puntu egin
1372,nähen::V,аӡахра,josi
1373,färben::V,ашəра,tindatu
1374,reinigen::V,арыцқьара,ikuzi
1375,reinigen::V,арыцқьара,garbitu
1376,waschen::V,аӡәӡәара,xahutu
1377,waschen::V,аӡәӡәара,garbitu
1378,abwischen::V,арбара,xukatu
1379,spülen::V,аҭыршара,irakutzi
1380,fegen::V,аҧссара,erraztatu
1381,baden::V,аҽыкəабара,bainatu
1382,baden::V,аҽыкəабара,bainua hartu
1383,sich waschen::V,аҽыӡəӡəара,burua garbitu
1384,ausziehen::V,ашəыхра,erantzi
1385,anziehen::V,ашəҵара,jantzi
1386,sich anziehen::V,аҽеилаҳəара,jantzi
1387,kämmen::V,аҳəара,orraztu
1388,schmücken::V,арҧшӡара,apaindu
1389,sagen::V,аҳəара,esan
1390,sprechen::V,ацəажəара,mintzatu
1391,sprechen::V,ацəажəара,hitz egin
1392,reden::V,ацəажəара,hitz egin
1393,reden::V,аицәажәара,hitz egin
1394,sich unterhalten::V,аицәажәара,solastu
1395,sich unterhalten::V,аицәажәара,solas egin
1396,fragen::V,азҵаара,galdetu
1397,bitten::V,аҳəара,eskatu
1398,bitten::V,аҳəара,galdegin
1399,erzählen::V,аҳəара,edestu
