,Concept_ID,is,et
159,Schwanz::N,skott,saba
160,Ei::N,egg,muna
161,Nest::N,hreiður,pesa
162,Bau::N,greni,urg
163,Bau::N,bæli,urg
164,Tier::N,dýr,loom
165,Herde::N,hjörð,kari
166,Kuh::N,kýr,lehm
167,Bulle::N,boli,pull
168,Pferd::N,hestur,hobune
169,Schaf::N,kind,lammas
170,Schwein::N,svín,siga
171,Hund::N,hundur,koer
172,Katze::N,köttur,kass
173,Bär::N,björn,karu
174,Eichhörnchen::N,íkorni,orav
175,Elch::N,elgur,põder
176,Fuchs::N,refur,rebane
177,Hase::N,héri,jänes
178,Maus::N,mús,hiir
179,Wolf::N,úlfur,hunt
180,Vogel::N,fugl,lind
181,Schwarm::N,sægur,parv
182,Huhn::N,hæna,kana
183,Hahn::N,hani,kukk
184,Gans::N,gæs,hani
185,Adler::N,örn,kotkas
186,Ente::N,önd,part
187,Eule::N,uggla,kakk
188,Eule::N,uggla,öökull
189,Kranich::N,trana,kurg
190,Krähe::N,kráka,vares
191,Kuckuck::N,gaukur,kägu
192,Schwan::N,svanur,luik
193,Fisch::N,fiskur,kala
194,Barsch::N,aborri,ahven
195,Hecht::N,gedda,haug
196,Schlange[Tier]::N,naðra,uss
197,Wurm::N,ormur,uss
198,Wurm::N,ormur,vagel
199,Spinne::N,kónguló,ämblik
200,Ameise::N,maur,sipelgas
201,Laus::N,lús,täi
202,Mücke::N,mý,sääsk
203,Mücke::N,mýfluga,sääsk
204,Fliege::N,fluga,kärbes
205,Schmetterling::N,fiðrildi,liblikas
206,Beere::N,ber,mari
207,Apfel::N,epli,õun
208,Pilz::N,sveppur,seen
209,Zwiebel::N,laukur,sibul
210,Saat::N,fræ,seeme
211,Saat::N,útsæði,seeme
212,Korn::N,korn,iva
213,Korn::N,korn,tera
214,Heu::N,hey,hein
215,Schale::N,hýði,koor
216,Grube::N,gryfja,kaevand
217,Falle::N,gildra,lõks
218,Falle::N,gildra,püünis
219,Schlinge::N,snara,aas
220,Spur::N,spor,jälg
221,Asche::N,aska,tuhk
222,Dreck::N,óþverri,saast
223,Dreck::N,óþverri,mustus
224,Eisen::N,járn,raud
225,Gold::N,gull,kuld
226,Silber::N,silfur,hõbe
227,Kohle::N,kol,süsi
228,Glas::N,gler,klaas
229,Lehm::N,leir,savi
230,Sand::N,sandur,liiv
231,Mensch::N,maður,inimene
232,Mensch::N,manneskja,inimene
233,Mann::N,maður,mees
234,Mann::N,karlmaður,mees
235,Frau::N,kona,naine
236,Kind::N,barn,laps
237,Kind::N,krakki,laps
238,Junge::N,drengur,poiss
239,Mädchen::N,stelpa,tüdruk
240,Familie::N,fjölskylda,perekond
241,Großvater::N,afi,vanaisa
242,Großmutter::N,amma,vanaema
243,Eltern::N,foreldrar,vanemad
244,Vater::N,faðir,isa
245,Mutter::N,móðir,ema
246,Sohn::N,sonur,poeg
247,Tochter::N,dóttir,tütar
248,Bruder::N,bróðir,vend
249,Schwester::N,systir,õde
250,Onkel::N,föðurbróðir,onu
251,Tante::N,frænka,tädi
252,Tante::N,móðursystir,tädi
253,Ehemann::N,eiginmaður,mees
254,Ehemann::N,eiginmaður,abikaasa
255,Ehefrau::N,eiginkona,naine
256,Ehefrau::N,eiginkona,abikaasa
257,Freude::N,gleði,rõõm
258,Gelächter::N,hlátur,naer
259,Glück::N,gæfa,õnn
260,Kummer::N,sorg,mure
261,Kummer::N,sorg,kurbus
262,Wunsch::N,ósk,soov
263,Lust::N,fýsn,himu
264,Lust::N,löngun,himu
265,Geist::N,andi,vaim
266,Gedanke::N,hugsun,mõte
267,Gedächtnis::N,minni,mälu
268,Verstand::N,vit,aru
269,Verstand::N,vit,mõistus
270,Sinn::N,merking,tähendus
271,Grund::N,ástæða,põhjus
272,Wahrheit::N,sannleikur,tõde
273,Gespräch::N,samtal,kõne
274,Gespräch::N,samtal,vestlus
275,Märchen::N,ævintýri,muinasjutt
276,Erzählung::N,saga,jutustus
277,Nachricht::N,frétt,teade
278,Neuigkeit::N,frétt,uudis
279,Name::N,nafn,nimi
280,Rätsel::N,gáta,mõistatus
281,Rede::N,ræða,kõne
282,Sprache::N,mál,keel
283,Sprache::N,tungumál,keel
284,Stimme::N,rödd,hääl
285,Wort::N,orð,sõna
286,Zeichen::N,tákn,märk
287,Zeichen::N,merki,märk
288,Ruf::N,kall,hüüe
289,Lärm::N,hávaði,müra
290,Laut::N,hljóð,hääl
291,Ton::N,tónn,toon
292,Lied::N,ljóð,laul
293,Lied::N,söngur,laul
294,Ruhe::N,ró,rahu
295,Ruhe::N,ró,vaikus
296,Ruhe::N,kyrrð,rahu
297,Ruhe::N,kyrrð,vaikus
298,Leute::N,fólk,inimesed
299,Volk::N,þjóð,rahvas
300,Arbeit::N,vinna,töö
301,Gast::N,gestur,külaline
302,Geschenk::N,gjöf,kingitus
303,Spiel::N,leikur,mäng
304,Gesellschaft::N,selskapur,selts
305,Hilfe::N,hjálp,abi
306,Freund::N,vinur,sõber
307,Kamerad::N,félagi,sõber
308,Angelegenheit::N,mál,asi
309,Angelegenheit::N,málefni,asi
310,Anzahl::N,tala,arv
311,Anzahl::N,tala,hulk
312,Anzahl::N,fjöldi,arv
313,Anzahl::N,fjöldi,hulk
314,Art::N,tegund,liik
315,Stück::N,biti,tükk
316,Stück::N,stykki,tükk
317,Teil::N,hluti,osa
318,Teil::N,partur,osa
319,Hälfte::N,helmingur,pool
320,Kreis::N,hringur,ring
321,Kreuz::N,kross,rist
322,Kreuz::N,krossmark,rist
323,Linie::N,lína,joon
324,Strich::N,strik,joon
325,Abstand::N,millibil,vahe
326,Entfernung::N,fjarlægð,kaugus
327,Entfernung::N,fjarlægð,vahemaa
328,Gegend::N,hérað,ümbrus
329,Platz::N,pláss,ruum
330,Ort::N,staður,paik
331,Seite::N,hlið,pool
332,Mitte::N,miðja,keskpaik
333,Gegenstand::N,hlutur,ese
334,Sache::N,mál,ese
335,Rand::N,brún,äär
336,Rand::N,brún,serv
337,Kante::N,rönd,kant
338,Ecke::N,horn,nurk
339,Spitze::N,oddur,teravik
340,Ende::N,endi,ots
341,Ende::N,endi,jupp
342,Loch::N,gat,auk
343,Loch::N,hola,auk
344,Winkel::N,skot,nurk
345,Winkel::N,krókur,nurk
346,Muster::N,munstur,muster
347,Größe::N,stærð,suurus
348,Länge::N,lengd,pikkus
349,Höhe::N,hæð,kõrgus
350,Gewicht::N,vigt,kaal
351,Gewicht::N,vigt,raskus
352,Gewicht::N,þyngd,kaal
353,Gewicht::N,þyngd,raskus
354,Menge::N,magn,arv
355,Menge::N,magn,hulk
356,Haufen::N,hrúga,hunnik
357,Haufen::N,haugur,hunnik
358,Reihe::N,röð,rivi
359,Boot::N,bátur,paat
360,Ruder::N,ár,aer
361,Schlitten::N,sleði,saan
362,Ski::N,skíði,suusk
363,Lagerfeuer::N,varðeldur,lõke
364,Last::N,byrði,koorem
365,Last::N,farmur,koorem
366,Gang::N,ganga,käik
367,Schritt::N,skref,samm
368,Norden::N,norður,põhi
369,Süden::N,suður,lõuna
370,Westen::N,vestur,lääs
371,Osten::N,austur,ida
372,Holz::N,viður,puu
373,Brett::N,fjöl,saelaud
374,Platte::N,flötur,plaat
375,Stütze::N,stoð,tugi
376,Stange::N,stöng,latt
377,Stange::N,stöng,teivas
378,Stock::N,prik,kepp
379,Stock::N,stafur,kepp
380,Stab::N,prik,varras
381,Stab::N,stafur,varras
382,Rohr::N,rör,toru
383,Rohr::N,pípa,toru
384,Haus::N,hús,maja
385,Heim::N,heimili,kodu
386,Ofen::N,ofn,ahi
387,Fußboden::N,gólf,põrand
388,Tisch::N,borð,laud
389,Stuhl::N,stóll,tool
390,Wiege::N,vagga,häll
391,Wiege::N,vagga,kätki
392,Bett::N,rúm,voodi
393,Bett::N,hvíla,voodi
394,Regal::N,hilla,riiul
395,Kiste::N,kassi,kast
396,Fenster::N,gluggi,aken
397,Tür::N,dyr,uks
398,Tür::N,hurð,uks
399,Tor::N,hlið,värav
400,Zaun::N,girðing,aed
401,Zaun::N,girðing,tara
402,Zaun::N,limgarður,aed
403,Zaun::N,limgarður,tara
404,Dach::N,þak,katus
405,Leiter::N,stigi,redel
406,Besen::N,sópur,luud
407,Spaten::N,spaði,labidas
408,Schaufel::N,skófla,kühvel
409,Gabel::N,gaffall,kahvel
410,Löffel::N,skeið,lusikas
411,Messer::N,hnífur,nuga
412,Nagel::N,nögl,nael
413,Netz::N,net,võrk
414,Haken::N,krókur,haak
415,Haken::N,krókur,konks
416,Griff::N,tak,sang
417,Griff::N,tak,käepide
418,Schloss::N,lás,lukk
419,Bild::N,mynd,pilt
420,Figur::N,stytta,kuju
421,Figur::N,stytta,kujund
422,Puppe::N,brúða,nukk
423,Beutel::N,poki,paun
424,Beutel::N,baggi,paun
425,Bündel::N,böggull,kimp
426,Tasche::N,veski,kott
427,Eimer::N,fata,pang
428,Eimer::N,fata,ämber
429,Deckel::N,lok,kaas
430,Geschirr::N,leirtau,nõud
431,Sack::N,sekkur,kott
432,Tasse::N,bolli,tass
433,Topf::N,pottur,pada
434,Kessel::N,ketill,pada
435,Essen::N,matur,söök
436,Nahrung::N,fæða,toit
437,Speise::N,réttur,roog
438,Speise::N,matarréttur,roog
439,Fleisch::N,kjöt,liha
440,Getreide::N,korn,teravili
441,Brei::N,grautur,puder
442,Brot::N,brauð,sai
443,Brot::N,brauð,leib
444,Scheibe::N,sneið,viil
445,Scheibe::N,sneið,viilukas
446,Fett::N,fita,rasv
447,Butter::N,smjör,või
448,Öl::N,olía,õli
449,Salz::N,salt,sool
450,Suppe::N,súpa,supp
451,Honig::N,hunang,mesi
452,Milch::N,mjólk,piim
453,Tee::N,te,tee
454,Leder::N,skinn,nahk
455,Wolle::N,ull,vill
456,Stoff::N,dúkur,kangas
457,Nadel::N,nál,nõel
458,Faden::N,þráður,niit
459,Knopf::N,tala,nööp
460,Knopf::N,hnappur,nööp
461,Knoten::N,hnútur,sõlm
462,Farbe::N,málning,värv
463,Kleidung::N,búningur,riided
464,Kleidung::N,búningur,riietus
465,Kleidung::N,klæðnaður,riided
466,Kleidung::N,klæðnaður,riietus
467,Hemd::N,skyrta,särk
468,Kragen::N,kragi,krae
469,Kragen::N,flibbi,krae
470,Ärmel::N,ermi,varrukas
471,Hose::N,buxur,püksid
472,Gürtel::N,belti,vöö
473,Mütze::N,húfa,müts
474,Schuh::N,skór,king
475,Stiefel::N,stígvél,saabas
476,Ring::N,hringur,sõrmus
477,Band::N,band,lint
478,Kamm::N,greiða,kamm
479,Spiegel::N,spegill,peegel
480,Riemen::N,ól,rihm
481,Riemen::N,reim,rihm
482,Schnur::N,snúra,nöör
483,Leine::N,band,jalutusrihm
484,Decke::N,teppi,tekk
485,Kissen::N,koddi,padi
486,Tuch::N,klútur,kalev
487,Handtuch::N,þurrka,käterätik
488,Handtuch::N,handklæði,käterätik
489,Kraft::N,afl,jõud
490,Kraft::N,kraftur,jõud
491,Stärke::N,styrkur,tugevus
492,Gesundheit::N,heilsa,tervis
493,Gesundheit::N,heilbrigði,tervis
494,Krankheit::N,sjúkdómur,haigus
495,Schmerz::N,sársauki,valu
496,Wunde::N,sár,haav
497,Fieber::N,hitasótt,palavik
498,Arznei::N,lyf,ravim
499,Brücke::N,brú,sild
500,Brunnen::N,brunnur,kaev
501,Weide::N,hagi,karjamaa
502,Pfad::N,stígur,rada
503,Weg::N,vegur,tee
504,Straße::N,gata,tee
505,Straße::N,stræti,tee
506,Dorf::N,þorp,küla
507,Stadt::N,borg,linn
508,Brief::N,bréf,kiri
509,Buch::N,bók,raamat
510,Buchstabe::N,bókstafur,täht
511,Zeitung::N,dagblað,ajaleht
512,Leben::N,líf,elu
513,Tod::N,dauði,surm
514,Grab::N,gröf,haud
515,Kirche::N,kirkja,kirik
516,Sünde::N,synd,patt
517,Gott::N,guð,jumal
518,Arbeiter::N,verkamaður,tööline
519,Chef::N,yfirmaður,ülemus
520,Chef::N,yfirmaður,juhataja
521,Meister::N,meistari,meister
522,Arzt::N,læknir,arst
523,Lehrer::N,kennari,õpetaja
524,Geld::N,peningar,raha
525,Geschäft::N,viðskipti,äri
526,Laden::N,búð,pood
527,Laden::N,búð,kauplus
528,Laden::N,verslun,pood
529,Laden::N,verslun,kauplus
530,Preis::N,verð,hind
531,Ware::N,vara,kaup
532,Nutzen::N,gagn,tulu
533,Nutzen::N,gagn,kasulikkus
534,Reichtum::N,auður,rikkus
535,Welt::N,veröld,maailm
536,Land::N,land,maa
537,Staat::N,ríki,riik
538,König::N,konungur,kuningas
539,Macht::N,vald,võim
540,Grenze::N,landamæri,piir
541,Krieg::N,stríð,sõda
542,Feind::N,fjandmaður,vaenlane
543,Gewalt::N,ofbeldi,väevõim
544,Kampf::N,bardagi,võitlus
545,Bogen[Waffe]::N,bogi,vibu
546,Pfeil::N,ör,nool
547,Gewehr::N,byssa,püss
548,Fehler::N,villa,viga
549,Lüge::N,lygi,vale
550,Schaden::N,skemmd,kahju
551,Unglück::N,óhamingja,häda
552,Unglück::N,óhamingja,õnnetus
553,Schuld::N,sök,süü
554,Alter::N,aldur,iga
555,Schluss::N,lok,lõpp
556,Schluss::N,endir,lõpp
557,Zeit::N,tími,aeg
558,Tag::N,dagur,päev
559,Morgen::N,morgunn,hommik
560,Mittag::N,hádegi,lõuna
561,Mittag::N,hádegi,keskpäev
562,Abend::N,kvöld,õhtu
563,Nacht::N,nótt,öö
564,Woche::N,vika,nädal
565,Monat::N,mánuður,kuu
566,Jahr::N,ár,aasta
567,Frühling::N,vor,kevad
568,Sommer::N,sumar,suvi
569,Herbst::N,haust,sügis
570,Winter::N,vetur,talv
571,Januar::N,janúar,jaanuar
572,Februar::N,február,veebruar
573,März::N,mars,märts
574,April::N,apríl,aprill
575,Mai::N,maí,mai
576,Juni::N,júní,juuni
577,Juli::N,júlí,juuli
578,August::N,ágúst,august
579,September::N,september,september
580,Oktober::N,október,oktoober
581,November::N,nóvember,november
582,Dezember::N,desember,detsember
583,Montag::N,mánudagur,esmaspäev
584,Dienstag::N,þriðjudagur,teisipäev
585,Mittwoch::N,miðvikudagur,kesknädal
586,Donnerstag::N,fimmtudagur,neljapäev
587,Freitag::N,föstudagur,reede
588,Samstag::N,laugardagur,laupäev
589,Sonntag::N,sunnudagur,pühapäev
590,groß::A,stór,suur
591,klein::A,lítill,väike
592,klein::A,lítill,pisike
593,lang::A,langur,pikk
594,kurz::A,stuttur,lühike
595,breit::A,breiður,lai
596,schmal::A,mjór,kitsas
597,dicht::A,þéttur,tihe
598,dick[Gegenstand]::A,þykkur,jäme
599,dünn::A,þunnur,õhuke
600,dünn::A,þunnur,peenike
601,fein::A,fíngerður,peen
602,fein::A,fíngerður,õhuke
603,fest::A,fastur,püsiv
604,fest::A,fastur,kindel
605,flach::A,flatur,lame
606,flach::A,flatur,tasane
607,glatt::A,háll,sile
608,glatt::A,sléttur,sile
609,hart::A,harður,kõva
610,weich::A,mjúkur,pehme
611,rund::A,kringlóttur,ümar
612,spitz::A,oddhvass,torkav
613,scharf::A,beittur,terav
614,stumpf::A,bitlaus,nüri
615,schwer::A,þungur,raske
616,schön::A,fagur,kena
617,schön::A,fallegur,kena
618,heiß::A,heitur,kuum
619,heiß::A,heitur,palav
620,warm::A,hlýr,soe
621,warm::A,heitur,soe
622,kalt::A,kaldur,külm
623,kühl::A,svalur,jahe
624,frisch::A,frískur,värske
625,feucht::A,rakur,niiske
626,feucht::A,þvalur,niiske
627,nass::A,votur,märg
628,nass::A,blautur,märg
629,trocken::A,þurr,kuiv
630,voll::A,fullur,täis
631,leer::A,tómur,tühi
632,offen::A,opinn,avatud
633,offen::A,opinn,lahtine
634,geschlossen::A,lokaður,suletud
635,sauber::A,þrifinn,puhas
636,schmutzig::A,óhreinn,räpane
637,schmutzig::A,óhreinn,määrdunud
638,schmutzig::A,sóðalegur,räpane
639,schmutzig::A,sóðalegur,määrdunud
640,roh::A,hrár,toores
641,reif::A,þroskaður,küps
642,lecker::A,ljúffengur,hõrk
643,lecker::A,ljúffengur,maitsev
644,süß::A,sætur,magus
645,bitter::A,beiskur,mõru
646,sauer::A,súr,hapu
647,hell::A,bjartur,hele
648,dunkel::A,dimmur,pime
649,schwarz::A,svartur,must
650,weiß::A,hvítur,valge
651,rot::A,rauður,punane
652,gelb::A,gulur,kollane
653,blau::A,blár,sinine
654,grün::A,grænn,roheline
655,grau::A,grár,hall
656,bunt::A,marglitur,kirju
657,bunt::A,marglitur,värviline
658,billig::A,ódýr,odav
659,teuer::A,dýr,kallis
660,wertvoll::A,verðmætur,väärtuslik
661,blind::A,blindur,pime
662,taub::A,heyrnarlaus,kurt
663,kräftig::A,öflugur,jõuline
664,stark::A,sterkur,tugev
665,schwach::A,veill,nõrk
666,schwach::A,veill,jõuetu
667,fett::A,feitur,rasvane
668,schlank::A,grannur,sale
669,schlank::A,spengilegur,sale
670,hübsch::A,snotur,kena
671,hübsch::A,laglegur,kena
672,böse::A,illur,tige
673,böse::A,vondur,tige
674,dumm::A,heimskur,juhm
675,dumm::A,heimskur,rumal
676,faul::A,latur,laisk
677,fleißig::A,iðinn,virk
678,fleißig::A,iðinn,hoolas
679,geizig::A,nískur,ihne
680,klug::A,hygginn,tark
681,klug::A,hygginn,arukas
682,klug::A,hygginn,mõistlik
683,geschickt::A,fimur,osav
684,geschickt::A,laginn,osav
685,lieb::A,kær,armas
686,lieb::A,ljúfur,armas
687,lustig::A,kátur,lõbus
688,sanft::A,blíður,õrn
689,hungrig::A,soltinn,näljane
690,hungrig::A,hungraður,näljane
691,krank::A,sjúkur,haige
692,nackt::A,nakinn,alasti
693,traurig::A,dapur,kurb
694,traurig::A,hryggur,kurb
695,lebendig::A,lifandi,elus
696,gut::A,góður,hea
697,schlecht::A,slæmur,halb
698,schlecht::A,lélegur,halb
699,richtig::A,réttur,õige
700,schlimm::A,slæmur,paha
701,wahr::A,sannur,tõene
702,alt::A,gamall,vana
703,neu::A,nýr,uus
704,ehemalig::A,fyrrverandi,endine
705,alt[Lebewesen]::A,gamall,vana
706,jung::A,ungur,noor
707,arm::A,vesall,vaene
708,arm::A,fátækur,vaene
709,reich::A,ríkur,rikas
710,reich::A,auðugur,rikas
711,bekannt::A,kunnugur,teada
712,bekannt::A,kunnugur,tuttav
713,berühmt::A,frægur,tuntud
714,fremd::A,framandi,võõras
715,fremd::A,ókunnugur,võõras
716,verschieden::A,ýmis,erinev
717,nah::A,nálægur,lähedane
718,fern::A,fjarri,kauge
719,fern::A,fjarlægur,kauge
720,linker::A,vinstri,vasak
721,rechter::A,hægri,parem
722,anderer::A,annar,muu
723,anderer::A,annar,teine
724,erster::A,fyrsti,esimene
725,zweiter::A,annar,teine
726,dritter::A,þriðji,kolmas
727,letzter::A,síðasti,viimane
728,allein::ADV,einn,üksi
729,allein::ADV,aleinn,üksi
730,auf einmal::ADV,allt í einu,korraga
731,auf einmal::ADV,allt í einu,ühekorraga
732,zusammen::ADV,saman,koos
733,zusammen::ADV,saman,üheskoos
734,lange::ADV,lengi,kaua
735,plötzlich::ADV,skyndilega,äkki
736,plötzlich::ADV,skyndilega,järsku
737,sofort::ADV,strax,kohe
738,sofort::ADV,þegar í stað,kohe
739,später::ADV,seinna,hiljem
740,jetzt::ADV,nú,nüüd
741,jetzt::ADV,núna,nüüd
742,heute::ADV,í dag,täna
743,morgen::ADV,á morgun,homme
744,bald::ADV,brátt,pea
745,bald::ADV,brátt,varsti
746,bald::ADV,bráðum,pea
747,bald::ADV,bráðum,varsti
748,dann::ADV,svo,siis
749,dann::ADV,síðan,siis
750,gestern::ADV,í gær,eile
751,einst::ADV,forðum,vanasti
752,damals::ADV,þá,tookord
753,damals::ADV,á þeim tímum,tookord
754,danach::ADV,á eftir því,seejärel
755,vorher::ADV,áður,enne
756,zuerst::ADV,fyrst,enne
757,zuerst::ADV,fyrst,esmalt
758,einmal::ADV,einu sinni,kord
759,einmal::ADV,einu sinni,üks kord
760,manchmal::ADV,stundum,mõnikord
761,oft::ADV,oft,tihti
762,oft::ADV,oft,sageli
763,immer::ADV,alltaf,ikka
764,immer::ADV,alltaf,alati
765,immer::ADV,sífellt,ikka
766,immer::ADV,sífellt,alati
767,niemals::ADV,aldrei,mitte kunagi
768,hier::ADV,hér,siin
769,hierhin::ADV,hingað,siia
770,von hier::ADV,héðan,siit
771,dort::ADV,þar,seal
772,dort::ADV,þarna,seal
773,dorthin::ADV,þangað,sinna
774,geradeaus::ADV,beint áfram,otse edasi
775,vorwärts::ADV,áfram,edasi
776,rückwärts::ADV,aftur á bak,tagurpidi
777,zurück::ADV,aftur,tagasi
778,zurück::ADV,til baka,tagasi
779,unten::ADV,niðri,all
780,unten::ADV,niðri,allpool
781,unten::ADV,fyrir neðan,all
782,unten::ADV,fyrir neðan,allpool
783,hinab::ADV,niður,alla
784,hinab::ADV,niður eftir,alla
785,oben::ADV,uppi,ülal
786,hinauf::ADV,upp,üles
787,hinauf::ADV,upp eftir,üles
788,überall::ADV,alls staðar,kõikjal
789,nicht::ADV,ekki,ei
790,nicht::ADV,ekki,mitte
791,ein wenig::ADV,dálítið,veidi
792,ein wenig::ADV,dálítið,natuke
793,kaum::ADV,varla,vaevalt
794,kaum::ADV,tæplega,vaevalt
795,sehr::ADV,mjög,väga
796,so::ADV,svo,nii
797,so::ADV,þannig,nii
798,noch::ADV,enn,veel
799,noch::ADV,ennþá,veel
800,nur::ADV,bara,ainult
801,nur::ADV,aðeins,ainult
802,schon::ADV,nú þegar,juba
803,wieder::ADV,aftur,jälle
804,wieder::ADV,að nýju,jälle
805,vergebens::ADV,árangurslaust,asjata
806,vor::PRP,fyrir,ees
807,hinter::PRP,bak við,taha
808,hinter::PRP,aftur fyrir,taha
809,unter::PRP,undir,all
810,durch::PRP,gegnum,läbi
811,durch::PRP,gegnum,kaudu
812,neben::PRP,hjá,kõrval
813,neben::PRP,við hliðina á,kõrval
814,zwischen::PRP,milli,vahel
815,zwischen::PRP,á milli,vahel
816,wegen::PRP,vegna,tõttu
817,wegen::PRP,vegna,pärast
818,dies::PRN,þetta,see
819,das::PRN,það,see
820,alles::PRN,allt,kõik
821,ich::PRN,ég,mina
822,du::PRN,þú,sina
823,er::PRN,hann,tema
824,wir::PRN,við,me
825,ihr::PRN,þið,te
826,sie::PRN,þær,nad
827,sie::PRN,þeir,nad
828,was::FPRN,hvað,mis
829,wer::FPRN,hver,kes
