,Concept_ID,no,no
870,brennen::V,brenne,brenne
871,rauchen::V,ryke,ryke
872,regnen::V,regne,regne
873,gefrieren::V,fryse,fryse
874,tauen::V,tine,tine
875,schmelzen::V,smelte,smelte
876,trocknen::V,tørre,tørre
877,sieden::V,koke,koke
878,faulen::V,råtne,råtne
879,verfaulen::V,råtne,råtne
880,reißen::V,briste,briste
881,versinken::V,synke,synke
882,versinken::V,synke,synke ned
883,versinken::V,synke ned,synke
884,versinken::V,synke ned,synke ned
885,vergehen::V,forløpe,forløpe
886,erscheinen::V,synes,synes
887,verschwinden::V,forsvinne,forsvinne
888,sinken::V,synke,synke
889,abnehmen::V,avta,avta
890,abnehmen::V,avta,minske
891,abnehmen::V,minske,avta
892,abnehmen::V,minske,minske
893,zunehmen::V,tilta,tilta
894,steigen::V,stige,stige
895,wachsen::V,gro,gro
896,wachsen::V,gro,vokse
897,wachsen::V,vokse,gro
898,wachsen::V,vokse,vokse
899,glänzen::V,skinne,skinne
900,funkeln::V,tindre,tindre
901,lärmen::V,bråke,bråke
902,läuten::V,ringe,ringe
903,klingeln::V,ringe,ringe
904,klirren::V,klirre,klirre
905,brausen::V,bruse,bruse
906,rauschen::V,suse,suse
907,klingen::V,lyde,lyde
908,klingen::V,lyde,klinge
909,klingen::V,klinge,lyde
910,klingen::V,klinge,klinge
911,bellen::V,gjø,gjø
912,bellen::V,gjø,bjeffe
913,bellen::V,bjeffe,gjø
914,bellen::V,bjeffe,bjeffe
915,heulen::V,ule,ule
916,blasen::V,blåse,blåse
917,pfeifen::V,plystre,plystre
918,schreien::V,skrike,skrike
919,stöhnen::V,stønne,stønne
920,zittern::V,dirre,dirre
921,zittern::V,dirre,skjelve
922,zittern::V,skjelve,dirre
923,zittern::V,skjelve,skjelve
924,leben::V,leve,leve
925,geboren werden::V,fødes,fødes
926,atmen::V,ånde,ånde
927,atmen::V,ånde,puste
928,atmen::V,puste,ånde
929,atmen::V,puste,puste
930,trinken::V,drikke,drikke
931,essen::V,spise,spise
932,schlucken::V,svelge,svelge
933,müde werden::V,bli trett,bli trett
934,einschlafen::V,sovne,sovne
935,schlafen::V,sove,sove
936,aufwachen::V,våkne,våkne
937,aufstehen::V,stå opp,stå opp
938,sich erholen::V,bli bra,bli bra
939,sich erholen::V,bli bra,komme seg
940,sich erholen::V,komme seg,bli bra
941,sich erholen::V,komme seg,komme seg
942,krank werden::V,bli syk,bli syk
943,krank sein::V,være syk,være syk
944,schmerzen::V,gjøre vondt,gjøre vondt
945,husten::V,hoste,hoste
946,genesen::V,komme seg,komme seg
947,sterben::V,dø,dø
948,umkommen::V,omkomme,omkomme
949,sich bewegen::V,bevege seg,bevege seg
950,sich rühren::V,røre på seg,røre på seg
951,sich erheben::V,reise seg,reise seg
952,sich setzen::V,sette sig,sette sig
953,hinfallen::V,falle over ende,falle over ende
954,laufen::V,løpe,løpe
955,schreiten::V,skride,skride
956,spazierengehen::V,spasere,spasere
957,spazierengehen::V,spasere,gå en tur
958,spazierengehen::V,gå en tur,spasere
959,spazierengehen::V,gå en tur,gå en tur
960,eilen::V,ile,ile
961,sich beeilen::V,skynde seg,skynde seg
962,sausen::V,suse,suse
963,rennen::V,løpe,løpe
964,springen::V,hoppe,hoppe
965,springen::V,hoppe,springe
966,springen::V,springe,hoppe
967,springen::V,springe,springe
968,klettern::V,klatre,klatre
969,schaukeln::V,huske,huske
970,kriechen::V,krype,krype
971,schwimmen::V,svømme,svømme
972,tauchen::V,dykke,dykke
973,rudern::V,ro,ro
974,fahren::V,kjøre,kjøre
975,fliegen::V,fly,fly
976,gehen::V,gå,gå
977,weggehen::V,gå bort,gå bort
978,abfahren::V,reise,reise
979,anhalten::V,stanse,stanse
980,hineingehen::V,gå inn,gå inn
981,eintreten::V,tre inn,tre inn
982,kommen::V,komme,komme
983,ankommen::V,ankomme,ankomme
984,ankommen::V,ankomme,komme til
985,ankommen::V,komme til,ankomme
986,ankommen::V,komme til,komme til
987,zurückkommen::V,komme tilbake,komme tilbake
988,bleiben::V,bli,bli
989,bleiben::V,bli,forbli
990,bleiben::V,forbli,bli
991,bleiben::V,forbli,forbli
992,warten::V,vente,vente
993,erwarten::V,vente,vente
994,suchen::V,søke,søke
995,finden::V,finne,finne
996,versuchen::V,prøve,prøve
997,versuchen::V,prøve,forsøke
998,versuchen::V,forsøke,prøve
999,versuchen::V,forsøke,forsøke
1000,vorbereiten::V,forberede,forberede
1001,lieben::V,elske,elske
1002,mögen::V,like,like
1003,lachen::V,le,le
1004,rühren::V,røre,røre
1005,weinen::V,gråte,gråte
1006,schimpfen::V,skjelle,skjelle
1007,sich ärgern::V,ergre seg,ergre seg
1008,sich fürchten::V,være redd,være redd
1009,fürchten::V,være redd for,være redd for
1010,fliehen::V,rømme,rømme
1011,fliehen::V,rømme,flykte
1012,fliehen::V,flykte,rømme
1013,fliehen::V,flykte,flykte
1014,flüchten::V,flykte,flykte
1015,sehen::V,se,se
1016,anschauen::V,se på,se på
1017,anschauen::V,se på,betrakte
1018,anschauen::V,betrakte,se på
1019,anschauen::V,betrakte,betrakte
1020,ansehen::V,anse,anse
1021,hören::V,høre,høre
1022,zuhören::V,tilhøre,tilhøre
1023,probieren::V,smake,smake
1024,probieren::V,smake,smake på
1025,probieren::V,smake på,smake
1026,probieren::V,smake på,smake på
1027,riechen::V,lukte,lukte
1028,fühlen::V,føle,føle
1029,scheinen::V,se ut,se ut
1030,zu sehen sein::V,synes,synes
1031,vernehmen::V,få vite,få vite
1032,frieren::V,fryse,fryse
1033,tun::V,gjøre,gjøre
1034,können::V,kunne,kunne
1035,wollen::V,ville,ville
1036,anfangen::V,begynne,begynne
1037,beenden::V,avslutte,avslutte
1038,aufhören::V,slutte,slutte
1039,aufhören::V,slutte,holde opp
1040,aufhören::V,holde opp,slutte
1041,aufhören::V,holde opp,holde opp
1042,gelingen::V,lykkes,lykkes
1043,geraten::V,bli,bli
1044,öffnen::V,åpne,åpne
1045,schließen::V,lukke,lukke
1046,schließen::V,lukke,stenge
1047,schließen::V,stenge,lukke
1048,schließen::V,stenge,stenge
1049,stellen::V,stille,stille
1050,setzen::V,sette,sette
1051,legen::V,legge,legge
1052,berühren::V,berøre,berøre
1053,verbinden::V,forbinde,forbinde
1054,bedecken::V,dekke,dekke
1055,aufhängen::V,henge,henge
1056,aufhängen::V,henge,henge opp
1057,aufhängen::V,henge opp,henge
1058,aufhängen::V,henge opp,henge opp
1059,anzünden::V,tenne,tenne
1060,anzünden::V,tenne,antenne
1061,anzünden::V,tenne,tenne på
1062,anzünden::V,antenne,tenne
1063,anzünden::V,antenne,antenne
1064,anzünden::V,antenne,tenne på
1065,anzünden::V,tenne på,tenne
1066,anzünden::V,tenne på,antenne
1067,anzünden::V,tenne på,tenne på
1068,aufheben::V,løfte,løfte
1069,aufheben::V,løfte,ta opp
1070,aufheben::V,ta opp,løfte
1071,aufheben::V,ta opp,ta opp
1072,zurücklassen::V,slippe tilbake,slippe tilbake
1073,verlieren::V,miste,miste
1074,fallen lassen::V,droppe,droppe
1075,fallen lassen::V,droppe,la falle
1076,fallen lassen::V,la falle,droppe
1077,fallen lassen::V,la falle,la falle
1078,machen::V,lage,lage
1079,machen::V,lage,gjøre
1080,machen::V,gjøre,lage
1081,machen::V,gjøre,gjøre
1082,herstellen::V,fremstille,fremstille
1083,bauen::V,bygge,bygge
1084,reparieren::V,reparere,reparere
1085,verbessern::V,rette,rette
1086,verbessern::V,rette,forbedre
1087,verbessern::V,forbedre,rette
1088,verbessern::V,forbedre,forbedre
1089,ändern::V,forandre,forandre
1090,graben::V,grave,grave
1091,beugen::V,bøye,bøye
1092,biegen::V,bøye,bøye
1093,drehen::V,dreie,dreie
1094,wenden::V,vende,vende
1095,umdrehen::V,snu,snu
1096,heben::V,heve,heve
1097,hochheben::V,løfte,løfte
1098,ergreifen::V,gripe,gripe
1099,ergreifen::V,gripe,få tak i
1100,ergreifen::V,få tak i,gripe
1101,ergreifen::V,få tak i,få tak i
1102,halten::V,holde,holde
1103,drücken::V,trykke,trykke
1104,schieben::V,skyve,skyve
1105,kratzen::V,klø,klø
1106,kratzen::V,klø,klore
1107,kratzen::V,klore,klø
1108,kratzen::V,klore,klore
1109,lecken::V,slikke,slikke
1110,beißen::V,bite,bite
1111,abreißen::V,rive av,rive av
1112,abschneiden::V,skjære av,skjære av
1113,binden::V,binde,binde
1114,stecken::V,stikke,stikke
1115,brechen::V,bryte,bryte
1116,brechen::V,bryte,briste
1117,brechen::V,briste,bryte
1118,brechen::V,briste,briste
1119,klopfen::V,banke,banke
1120,hauen::V,hogge,hogge
1121,kleben::V,klistre,klistre
1122,reiben::V,gni,gni
1123,streichen::V,stryke,stryke
1124,schleifen::V,slipe,slipe
1125,schneiden::V,klippe,klippe
1126,rütteln::V,ruske,ruske
1127,schütteln::V,riste,riste
1128,schwenken::V,svinge,svinge
1129,schütten::V,helle,helle
1130,füllen::V,fylle,fylle
1131,einwickeln::V,vikle inn,vikle inn
1132,tragen::V,bære,bære
1133,schleppen::V,slepe,slepe
1134,ziehen::V,dra,dra
1135,ziehen::V,dra,trekke
1136,ziehen::V,trekke,dra
1137,ziehen::V,trekke,trekke
1138,aufbewahren::V,oppbevare,oppbevare
1139,aufbewahren::V,oppbevare,ta vare på
1140,aufbewahren::V,ta vare på,oppbevare
1141,aufbewahren::V,ta vare på,ta vare på
1142,werfen::V,kaste,kaste
1143,fangen::V,fange,fange
1144,packen::V,gripe,gripe
1145,packen::V,gripe,gripe tak i
1146,packen::V,gripe tak i,gripe
1147,packen::V,gripe tak i,gripe tak i
1148,verstecken::V,gjemme,gjemme
1149,teilen::V,dele,dele
1150,schicken::V,sende,sende
1151,bringen::V,bringe,bringe
1152,hinzufügen::V,tilføye,tilføye
1153,bekommen::V,få,få
1154,erhalten::V,få,få
1155,nehmen::V,ta,ta
1156,wählen::V,velge,velge
1157,auswählen::V,velge ut,velge ut
1158,bewahren::V,bevare,bevare
1159,behindern::V,hindre,hindre
1160,behindern::V,hindre,forhindre
1161,behindern::V,forhindre,hindre
1162,behindern::V,forhindre,forhindre
1163,verderben::V,ødelegge,ødelegge
1164,beschädigen::V,skade,skade
1165,zerbrechen::V,brekke i stykker,brekke i stykker
1166,zerreißen::V,rive i stykker,rive i stykker
1167,zerstören::V,ødelegge,ødelegge
1168,verbrennen::V,brenne,brenne
1169,verbrennen::V,brenne,brenne opp
1170,verbrennen::V,brenne opp,brenne
1171,verbrennen::V,brenne opp,brenne opp
1172,geben::V,gi,gi
1173,reichen::V,rekke,rekke
1174,schenken::V,forære,forære
1175,schenken::V,forære,skjenke
1176,schenken::V,skjenke,forære
1177,schenken::V,skjenke,skjenke
1178,versprechen::V,love,love
1179,wünschen::V,ønske,ønske
1180,loben::V,rose,rose
1181,küssen::V,kysse,kysse
1182,wiegen::V,vogge,vogge
1183,zudecken::V,dekke til,dekke til
1184,wecken::V,vekke,vekke
1185,zeigen::V,vise,vise
1186,führen::V,føre,føre
1187,lehren::V,lære,lære
1188,unterrichten::V,undervise,undervise
1189,aufziehen::V,oppdra,oppdra
1190,leiten::V,lede,lede
1191,antreiben::V,drive på,drive på
1192,lassen::V,få til å,få til å
1193,einladen::V,be,be
1194,einladen::V,be,invitere
1195,einladen::V,invitere,be
1196,einladen::V,invitere,invitere
1197,vereinigen::V,forene,forene
1198,besuchen::V,besøke,besøke
1199,treffen::V,møte,møte
1200,treffen::V,møte,treffe
1201,treffen::V,treffe,møte
1202,treffen::V,treffe,treffe
1203,sich versammeln::V,forsamles,forsamles
1204,spielen::V,leke,leke
1205,spielen::V,leke,spille
1206,spielen::V,spille,leke
1207,spielen::V,spille,spille
1208,singen::V,synge,synge
1209,tanzen::V,danse,danse
1210,sich trennen::V,skilles,skilles
1211,verlassen::V,forlate,forlate
1212,retten::V,redde,redde
1213,bewachen::V,bevokte,bevokte
1214,schützen::V,verne,verne
1215,schützen::V,verne,beskytte
1216,schützen::V,beskytte,verne
1217,schützen::V,beskytte,beskytte
1218,verteidigen::V,forsvare,forsvare
1219,sich schlagen::V,slåss,slåss
1220,schießen::V,skyte,skyte
1221,siegen::V,seire,seire
1222,ärgern::V,ergre,ergre
1223,treten::V,sparke,sparke
1224,stechen::V,stikke,stikke
1225,stoßen::V,støte,støte
1226,stehlen::V,stjele,stjele
1227,stören::V,forstyrre,forstyrre
1228,belästigen::V,plage,plage
1229,belästigen::V,plage,sjenere
1230,belästigen::V,sjenere,plage
1231,belästigen::V,sjenere,sjenere
1232,verbergen::V,gjemme,gjemme
1233,täuschen::V,villede,villede
1234,betrügen::V,bedra,bedra
1235,töten::V,drepe,drepe
1236,wohnen::V,bo,bo
1237,arbeiten::V,arbeide,arbeide
1238,sammeln::V,samle,samle
1239,pflücken::V,plukke,plukke
1240,jagen::V,jage,jage
1241,fischen::V,fiske,fiske
1242,fassen::V,fange,fange
1243,hüten::V,vokte,vokte
1244,treiben::V,drive,drive
1245,anbinden::V,feste,feste
1246,füttern::V,fore,fore
1247,melken::V,melke,melke
1248,hacken::V,hakke,hakke
1249,gießen::V,helle,helle
1250,reifen::V,modne,modne
1251,zubereiten::V,lage,lage
1252,zubereiten::V,lage,tilberede
1253,zubereiten::V,tilberede,lage
1254,zubereiten::V,tilberede,tilberede
1255,kochen::V,koke,koke
1256,backen::V,bake,bake
1257,braten::V,steke,steke
1258,umrühren::V,røre om,røre om
1259,stricken::V,strikke,strikke
1260,nähen::V,sy,sy
1261,färben::V,farge,farge
1262,reinigen::V,rense,rense
1263,reinigen::V,rense,gjøre ren
1264,reinigen::V,gjøre ren,rense
1265,reinigen::V,gjøre ren,gjøre ren
1266,waschen::V,vaske,vaske
1267,abwischen::V,tørke av,tørke av
1268,spülen::V,spyle,spyle
1269,spülen::V,spyle,skylle
1270,spülen::V,skylle,spyle
1271,spülen::V,skylle,skylle
1272,fegen::V,feie,feie
1273,kehren::V,koste,koste
1274,baden::V,bade,bade
1275,sich waschen::V,vaske seg,vaske seg
1276,ausziehen::V,ta av,ta av
1277,anziehen::V,ta på,ta på
1278,sich anziehen::V,kle på seg,kle på seg
1279,kämmen::V,gre,gre
1280,kämmen::V,gre,kjemme
1281,kämmen::V,kjemme,gre
1282,kämmen::V,kjemme,kjemme
1283,schmücken::V,pynte,pynte
1284,schmücken::V,pynte,smykke
1285,schmücken::V,smykke,pynte
1286,schmücken::V,smykke,smykke
1287,sagen::V,si,si
1288,sprechen::V,snakke,snakke
1289,reden::V,tale,tale
1290,reden::V,tale,snakke
1291,reden::V,snakke,tale
1292,reden::V,snakke,snakke
1293,sich unterhalten::V,samtale,samtale
1294,fragen::V,spørre,spørre
1295,bitten::V,be,be
1296,erzählen::V,fortelle,fortelle
1297,mitteilen::V,meddele,meddele
1298,nennen::V,kalle,kalle
1299,rufen::V,rope,rope
1300,prahlen::V,skryte,skryte
1301,übersetzen::V,oversette,oversette
1302,denken::V,tenke,tenke
1303,glauben::V,tro,tro
1304,bemerken::V,bemerke,bemerke
1305,bemerken::V,bemerke,legge merke til
1306,bemerken::V,legge merke til,bemerke
1307,bemerken::V,legge merke til,legge merke til
1308,erkennen::V,gjenkjenne,gjenkjenne
1309,begreifen::V,begripe,begripe
1310,verstehen::V,forstå,forstå
1311,verstehen::V,forstå,skjønne
1312,verstehen::V,skjønne,forstå
1313,verstehen::V,skjønne,skjønne
1314,lernen::V,lære,lære
1315,wissen::V,vite,vite
1316,sich erinnern an::V,huske på,huske på
1317,vergessen::V,glemme,glemme
1318,messen::V,måle,måle
1319,zählen::V,telle,telle
1320,rechnen::V,regne,regne
1321,lesen::V,lese,lese
1322,malen::V,male,male
1323,zeichnen::V,tegne,tegne
1324,schreiben::V,skrive,skrive
1325,besitzen::V,eie,eie
1326,besitzen::V,eie,inneha
1327,besitzen::V,inneha,eie
1328,besitzen::V,inneha,inneha
1329,kaufen::V,kjøpe,kjøpe
1330,verkaufen::V,selge,selge
1331,bezahlen::V,betale,betale
1332,zahlen::V,betale,betale
1333,beherrschen::V,beherske,beherske
1334,ertragen::V,orke,orke
