,Concept_ID,se,pt
102,Kiefer[Anatomie]::N,uá'lultähti,mandíbula
103,Kiefer[Anatomie]::N,vuâl'lõš,maxila
104,Kiefer[Anatomie]::N,vuâl'lõš,mandíbula
105,Kiefer[Anatomie]::N,вуаллнешш,maxila
106,Kiefer[Anatomie]::N,вуаллнешш,mandíbula
107,Kehle::N,gealoe,garganta
108,Kehle::N,tjåttå,garganta
109,Kehle::N,njiello,garganta
110,Kehle::N,čotta,garganta
111,Kehle::N,čuudâ,garganta
112,Kehle::N,čoodd,garganta
113,Kehle::N,чонт,garganta
114,Kehle::N,кэ̄ҏс,garganta
115,Hals::N,tjeapohke,colo
116,Hals::N,tjeapohke,pescoço
117,Hals::N,tjiebet,colo
118,Hals::N,tjiebet,pescoço
119,Hals::N,čeabet,colo
120,Hals::N,čeabet,pescoço
121,Hals::N,čiäppát,colo
122,Hals::N,čiäppát,pescoço
123,Hals::N,čeäppat,colo
124,Hals::N,čeäppat,pescoço
125,Hals::N,ча̄пэх,colo
126,Hals::N,ча̄пэх,pescoço
127,Genick::N,tjovrese,nuca
128,Genick::N,nisske,nuca
129,Genick::N,niehkki,nuca
130,Genick::N,niski,nuca
131,Genick::N,niek'ki,nuca
132,Genick::N,nji´šǩǩmaadd,nuca
133,Genick::N,нышшькмоант,nuca
134,Kopf::N,åejjie,cabeça
135,Kopf::N,oajvve,cabeça
136,Kopf::N,oaivi,cabeça
137,Kopf::N,uái'vi,cabeça
138,Kopf::N,vuei´vv,cabeça
139,Kopf::N,вуэййв,cabeça
140,Rücken::N,rudtje,dorso
141,Rücken::N,rudtje,costas
142,Rücken::N,hárddo,dorso
143,Rücken::N,hárddo,costas
144,Rücken::N,tjavelk,dorso
145,Rücken::N,tjavelk,costas
146,Rücken::N,sealgi,dorso
147,Rücken::N,sealgi,costas
148,Rücken::N,selgi,dorso
149,Rücken::N,selgi,costas
150,Rücken::N,čielgi,dorso
151,Rücken::N,čielgi,costas
152,Rücken::N,seä´lǧǧ,dorso
153,Rücken::N,seä´lǧǧ,costas
154,Rücken::N,се̄лльк,dorso
155,Rücken::N,се̄лльк,costas
156,Bauch::N,tjåejjie,ventre
157,Bauch::N,tjåejjie,barriga
158,Bauch::N,tjoajvve,ventre
159,Bauch::N,tjoajvve,barriga
160,Bauch::N,čoavji,ventre
161,Bauch::N,čoavji,barriga
162,Bauch::N,čuáv'ji,ventre
163,Bauch::N,čuáv'ji,barriga
164,Bauch::N,čåu´jj,ventre
165,Bauch::N,čåu´jj,barriga
166,Bauch::N,чо̄ввьй,ventre
167,Bauch::N,чо̄ввьй,barriga
168,Nabel::N,naepie,umbigo
169,Nabel::N,náhpe,umbigo
170,Nabel::N,náhpi,umbigo
171,Nabel::N,nääpi,umbigo
172,Nabel::N,nää´pp,umbigo
173,Nabel::N,на̄бпь,umbigo
174,Busen::N,boenge,seio
175,Busen::N,bållå,seio
176,Busen::N,čižži,seio
177,Busen::N,njamma,seio
178,Busen::N,njižže,seio
179,Busen::N,nje´ǯǯ,seio
180,Busen::N,раннҍт,seio
181,Brust::N,mïelke,peito
182,Brust::N,radde,peito
183,Brust::N,mielgga,peito
184,Brust::N,raddi,peito
185,Brust::N,radde,peito
186,Brust::N,râ´dd,peito
187,Brust::N,раннҍт,peito
188,Schulter::N,åelkie,ombro
189,Schulter::N,oalgge,ombro
190,Schulter::N,hárdu,ombro
191,Schulter::N,ärdee,ombro
192,Schulter::N,uál'gi,ombro
193,Schulter::N,a´rddi,ombro
194,Schulter::N,vuä´lǧǧ,ombro
195,Schulter::N,вуэллык,ombro
196,Arm::N,gïete,braço
197,Arm::N,giehta,braço
198,Arm::N,giehta,braço
199,Arm::N,kietâ,braço
200,Arm::N,kie'tâkaaṿâ,braço
201,Arm::N,ǩiõtt,braço
202,Arm::N,кӣдт,braço
203,Ellenbogen::N,gernjere,cotovelo
204,Ellenbogen::N,garŋŋel,cotovelo
205,Ellenbogen::N,gargŋil,cotovelo
206,Ellenbogen::N,käŋŋir,cotovelo
207,Ellenbogen::N,kõõnjâr,cotovelo
208,Ellenbogen::N,карьнэль,cotovelo
209,Hand::N,gïete,mão
210,Hand::N,giehta,mão
211,Hand::N,giehta,mão
212,Hand::N,kietâ,mão
213,Hand::N,ǩiõtt,mão
214,Hand::N,кӣдт,mão
215,Handfläche::N,gïeten-låapoe,palma
216,Handfläche::N,gïeten-låapoe,palma da mão
217,Handfläche::N,giehtavuodo,palma
218,Handfläche::N,giehtavuodo,palma da mão
219,Handfläche::N,tjårmmåvuodo,palma
220,Handfläche::N,tjårmmåvuodo,palma da mão
221,Handfläche::N,giehtaloahpu,palma
222,Handfläche::N,giehtaloahpu,palma da mão
223,Handfläche::N,kiämád,palma
224,Handfläche::N,kiämád,palma da mão
225,Handfläche::N,kuámmir,palma
226,Handfläche::N,kuámmir,palma da mão
227,Handfläche::N,kuä´m'mer,palma
228,Handfläche::N,kuä´m'mer,palma da mão
229,Handfläche::N,ǩiõttǩeä´m'men,palma
230,Handfläche::N,ǩiõttǩeä´m'men,palma da mão
231,Handfläche::N,ко̄а̄ллдэгк,palma
232,Handfläche::N,ко̄а̄ллдэгк,palma da mão
233,Handfläche::N,кӣдткоалдэгк,palma
234,Handfläche::N,кӣдткоалдэгк,palma da mão
235,Finger::N,soerme,dedo
236,Finger::N,tjuvdde,dedo
237,Finger::N,suorbma,dedo
238,Finger::N,čuvde,dedo
239,Finger::N,suor'mâ,dedo
240,Finger::N,suõrmm,dedo
241,Finger::N,це̄ххп,dedo
242,Fingernagel::N,gadtse,unha
243,Fingernagel::N,guehpere,unha
244,Fingernagel::N,gadtsa,unha
245,Fingernagel::N,gazza,unha
246,Fingernagel::N,kozzâ,unha
247,Fingernagel::N,kõʒʒ,unha
248,Fingernagel::N,кэ̄ннц,unha
249,Nagel[Anatomie]::N,gadtse,unha
250,Nagel[Anatomie]::N,guehpere,unha
251,Nagel[Anatomie]::N,gadtsa,unha
252,Nagel[Anatomie]::N,gazza,unha
253,Nagel[Anatomie]::N,kozzâ,unha
254,Nagel[Anatomie]::N,kõʒʒ,unha
255,Nagel[Anatomie]::N,кэ̄ннц,unha
256,Zeh::N,tjiehtjere,dedo do pé
257,Zeh::N,juolggetjuvdde,dedo do pé
258,Zeh::N,juolgesuorbma,dedo do pé
259,Zeh::N,jyel'gisuor'mâ,dedo do pé
260,Zeh::N,jue´lǧǧsuõrmm,dedo do pé
261,Zeh::N,ю̄лльк-це̄һп,dedo do pé
262,Fuß::N,juelkie,pé
263,Fuß::N,juolgge,pé
264,Fuß::N,juolgi,pé
265,Fuß::N,jyel'gi,pé
266,Fuß::N,jue´lǧǧ,pé
267,Fuß::N,ла̄бпь,pé
268,Ferse::N,båetskie,calcanhar
269,Ferse::N,boasske,calcanhar
270,Ferse::N,šušmi,calcanhar
271,Ferse::N,šušme,calcanhar
272,Ferse::N,jue´lǧǧkädd,calcanhar
273,Ferse::N,ка̄ннт,calcanhar
274,Knie::N,boelve,joelho
275,Knie::N,buolvva,joelho
276,Knie::N,čibbi,joelho
277,Knie::N,veaŋki,joelho
278,Knie::N,iidâ,joelho
279,Knie::N,puõlvv,joelho
280,Knie::N,пуллв,joelho
281,Oberschenkel::N,ruaksja,coxa
282,Oberschenkel::N,tjibbe,coxa
283,Oberschenkel::N,gassaváhkká,coxa
284,Oberschenkel::N,badjeváhkáa,coxa
285,Oberschenkel::N,čuár'bpeeḷi,coxa
286,Oberschenkel::N,če´bb,coxa
287,Oberschenkel::N,чуаррбе̄лль,coxa
288,Bein::N,juelkie,perna
289,Bein::N,juolgge,perna
290,Bein::N,juolgi,perna
291,Bein::N,jyel'gi,perna
292,Bein::N,jue´lǧǧ,perna
293,Bein::N,ю̄лльк,perna
294,Körper::N,kråahpe,corpo
295,Körper::N,rumáj,corpo
296,Körper::N,rumaš,corpo
297,Körper::N,ruumâš,corpo
298,Körper::N,rå´pp,corpo
299,Körper::N,лышшьк,corpo
300,Körper::N,роаӈӈьк,corpo
301,Haut::N,njaltja,pele
302,Haut::N,lijkke,pele
303,Haut::N,tjuobma,pele
304,Haut::N,liiki,pele
305,Haut::N,liške,pele
306,Haut::N,le´šǩǩ,pele
307,Haut::N,лышшьк,pele
308,Blut::N,vïrre,sangue
309,Blut::N,maelie,sangue
310,Blut::N,varra,sangue
311,Blut::N,varra,sangue
312,Blut::N,vorrâ,sangue
313,Blut::N,võrr,sangue
314,Blut::N,вэ̄рр,sangue
315,Ader::N,åerie,veia
316,Ader::N,aajroe,veia
317,Ader::N,suodna,veia
318,Ader::N,varrasuotna,veia
319,Ader::N,suoṇâ,veia
320,Ader::N,suõnn,veia
321,Ader::N,сӯнн,veia
322,Sehne::N,soene,tendão
323,Sehne::N,gåårtenje,tendão
324,Sehne::N,suodna,tendão
325,Sehne::N,suotna,tendão
326,Sehne::N,suoṇâ,tendão
327,Sehne::N,suõnn,tendão
328,Sehne::N,сӯнн,tendão
329,Knochen::N,måara,osso
330,Knochen::N,måaroe,osso
331,Knochen::N,dákte,osso
332,Knochen::N,dákti,osso
333,Knochen::N,tähti,osso
334,Knochen::N,tä´htt,osso
335,Knochen::N,та̄ххт,osso
336,Knochen::N,та̄ффьт,osso
337,Gehirn::N,aajla,cérebro
338,Gehirn::N,vuojŋam,cérebro
339,Gehirn::N,vuoigŋašat,cérebro
340,Gehirn::N,vuoi'ŋâšeh,cérebro
341,Gehirn::N,vuo'ivâšneh,cérebro
342,Gehirn::N,vuõivâšn,cérebro
343,Gehirn::N,вуэййвэшна,cérebro
344,Herz::N,vaajmoe,coração
345,Herz::N,tsåhke,coração
346,Herz::N,váibmu,coração
347,Herz::N,váimu,coração
348,Herz::N,čââ´đ,coração
349,Herz::N,кӯттҌк,coração
350,Magen::N,tjåejjie,estômago
351,Magen::N,tjoajvve,estômago
352,Magen::N,čoavji,estômago
353,Magen::N,čuáv'ji,estômago
354,Magen::N,čåu´jj,estômago
355,Magen::N,чо̄ввьй,estômago
356,Leber::N,mueksie,fígado
357,Leber::N,librre,fígado
358,Leber::N,vuoivvas,fígado
359,Leber::N,vuoivâs,fígado
360,Leber::N,vuõivâs,fígado
361,Leber::N,вуйвас,fígado
362,Atem::N,voejngehtasse,fôlego
363,Atem::N,båssånis,fôlego
364,Atem::N,vuojŋadahka,fôlego
365,Atem::N,vuoiŋŋahat,fôlego
366,Atem::N,vuo'iŋâstim,fôlego
367,Atem::N,jiõg'g,fôlego
368,Atem::N,вӯйнас,fôlego
369,Atem::N,вӯййнмушш,fôlego
370,Hunger::N,nielkie,fome
371,Hunger::N,nielgge,fome
372,Hunger::N,nealgi,fome
373,Hunger::N,nelgi,fome
374,Hunger::N,neä´lǧǧ,fome
375,Hunger::N,не̄лльк,fome
376,Träne::N,gïknjele,lágrima
377,Träne::N,ganjál,lágrima
378,Träne::N,ganjal,lágrima
379,Träne::N,koonjâl,lágrima
380,Träne::N,kõõnjâl,lágrima
381,Träne::N,кэ̄нял,lágrima
382,Geschmack::N,aelmie,gosto
383,Geschmack::N,muosse,gosto
384,Geschmack::N,smáhkka,gosto
385,Geschmack::N,máhku,gosto
386,Geschmack::N,smáhkka,gosto
387,Geschmack::N,mááhu,gosto
388,Geschmack::N,smakkâ,gosto
389,Geschmack::N,njõõd,gosto
390,Geschmack::N,smääkk,gosto
391,Geschmack::N,ня̄лльк,gosto
392,Geruch::N,haaje,odor
393,Geruch::N,haaje,cheiro
394,Geruch::N,habjja,odor
395,Geruch::N,habjja,cheiro
396,Geruch::N,hádja,odor
397,Geruch::N,hádja,cheiro
398,Geruch::N,opsâ,odor
399,Geruch::N,opsâ,cheiro
400,Geruch::N,haajâ,odor
401,Geruch::N,haajâ,cheiro
402,Geruch::N,õpss,odor
403,Geruch::N,õpss,cheiro
404,Geruch::N,haajj,odor
405,Geruch::N,haajj,cheiro
406,Geruch::N,апс,odor
407,Geruch::N,апс,cheiro
408,Geruch::N,лэ̄гк,odor
409,Geruch::N,лэ̄гк,cheiro
410,Schlaf::N,nahkerh,sono
411,Schlaf::N,nager,sono
412,Schlaf::N,oados,sono
413,Schlaf::N,nagir,sono
414,Schlaf::N,naṿer,sono
415,Schlaf::N,nââ´er,sono
416,Schlaf::N,нагерь,sono
417,Traum::N,nahkere,sonho
418,Traum::N,niehko,sonho
419,Traum::N,niehku,sonho
420,Traum::N,naṿer,sonho
421,Traum::N,nââ´er,sonho
422,Traum::N,нагерь,sonho
423,Himmel::N,elmie,céu
424,Himmel::N,almme,céu
425,Himmel::N,albmi,céu
426,Himmel::N,alme,céu
427,Himmel::N,â´lmm,céu
428,Himmel::N,алльм,céu
429,Sonne::N,biejjie,sol
430,Sonne::N,bæjvásj,sol
431,Sonne::N,beaivváš,sol
432,Sonne::N,peivi,sol
433,Sonne::N,piäiváš,sol
434,Sonne::N,pei´vv,sol
435,Sonne::N,пе̄ййв,sol
436,Mond::N,aske,lua
437,Mond::N,mánno,lua
438,Mond::N,mánnu,lua
439,Mond::N,máánu,lua
440,Mond::N,mään,lua
441,Mond::N,ма̄нн,lua
442,Stern::N,daasta,estrela
443,Stern::N,naestie,estrela
444,Stern::N,násste,estrela
445,Stern::N,násti,estrela
446,Stern::N,täsni,estrela
447,Stern::N,tä´snn,estrela
448,Stern::N,та̄ссьт,estrela
449,Luft::N,elmie,ar
450,Luft::N,ájmmo,ar
451,Luft::N,áibmu,ar
452,Luft::N,áimu,ar
453,Luft::N,šõŋŋ,ar
454,Luft::N,вӯйнас,ar
455,Wind::N,bïegke,vento
456,Wind::N,biegga,vento
457,Wind::N,biegga,vento
458,Wind::N,pieg'gâ,vento
459,Wind::N,piõg'g,vento
460,Wind::N,пӣӈӈк,vento
461,Welle::N,baaroe,onda
462,Welle::N,bárro,onda
463,Welle::N,bárru,onda
464,Welle::N,pááṛu,onda
465,Welle::N,päärr,onda
466,Welle::N,нэ̄ммп,onda
467,Wasser::N,tjaetsie,água
468,Wasser::N,tjáhtje,água
469,Wasser::N,čáhci,água
470,Wasser::N,čääci,água
471,Wasser::N,čää´cc,água
472,Wasser::N,ча̄дзь,água
473,Stein::N,gierkie,pedra
474,Stein::N,giergge,pedra
475,Stein::N,geađgi,pedra
476,Stein::N,keđgi,pedra
477,Stein::N,ǩeä´dǧǧ,pedra
478,Stein::N,ке̄ддҌк,pedra
479,Boden::N,betnie,solo
480,Boden::N,ednam,solo
481,Boden::N,bodni,solo
482,Boden::N,vuođđu,solo
483,Boden::N,ponne,solo
484,Boden::N,vuáđ̣u,solo
485,Boden::N,vuâđđ,solo
486,Boden::N,лаввьн,solo
487,Boden::N,е̄ммьне,solo
488,Erde::N,jåarta,terra
489,Erde::N,mueltie,terra
490,Erde::N,ednam,terra
491,Erde::N,mållde,terra
492,Erde::N,eana,terra
493,Erde::N,eennâm,terra
494,Erde::N,mädd,terra
495,Erde::N,jânnam,terra
496,Erde::N,е̄ммьне,terra
497,Staub::N,heblie,pó
498,Staub::N,tsumhtsie,pó
499,Staub::N,dubme,pó
500,Staub::N,dopmu,pó
501,Staub::N,kovjâ,pó
502,Staub::N,põõ´l,pó
503,Staub::N,кэ̄ббьй,pó
504,Rauch::N,soeve,fumo
505,Rauch::N,suovva,fumo
506,Rauch::N,suovva,fumo
507,Rauch::N,suoṿâ,fumo
508,Rauch::N,suõvv,fumo
509,Rauch::N,сӯвв,fumo
510,Funke::N,naestie,faísca
511,Funke::N,naestie,centelha
512,Funke::N,tjuonam,faísca
513,Funke::N,tjuonam,centelha
514,Funke::N,čuotnan,faísca
515,Funke::N,čuotnan,centelha
516,Funke::N,čuođâlm,faísca
517,Funke::N,čuođâlm,centelha
518,Funke::N,iiskâr,faísca
519,Funke::N,iiskâr,centelha
520,Funke::N,čuõzzâm,faísca
521,Funke::N,čuõzzâm,centelha
522,Funke::N,чӯссэм,faísca
523,Funke::N,чӯссэм,centelha
524,Feuer::N,dålle,fogo
525,Feuer::N,dållå,fogo
526,Feuer::N,dolla,fogo
527,Feuer::N,tullâ,fogo
528,Feuer::N,toll,fogo
529,Feuer::N,то̄лл,fogo
530,Licht::N,tjoevke,luz
531,Licht::N,tjuovgga,luz
532,Licht::N,čuovga,luz
533,Licht::N,čuovggas,luz
534,Licht::N,čuoṿâ,luz
535,Licht::N,toll,luz
536,Licht::N,čuõvv,luz
537,Licht::N,то̄лл,luz
538,Schatten::N,skugkie,sombra
539,Schatten::N,soejvene,sombra
540,Schatten::N,irkes,sombra
541,Schatten::N,sieges,sombra
542,Schatten::N,itku,sombra
543,Schatten::N,suoivâ,sombra
544,Schatten::N,õõtt,sombra
545,Schatten::N,ǩeeu´niǩ,sombra
546,Schatten::N,кывьнэхь,sombra
547,Wetter::N,vïerhtse,tempo
548,Wetter::N,dálkke,tempo
549,Wetter::N,dálki,tempo
550,Wetter::N,šoŋŋâ,tempo
551,Wetter::N,šõŋŋ,tempo
552,Wetter::N,шэ̄ӈӈ,tempo
553,Nebel::N,såavla,nevoeiro
554,Nebel::N,mearhka,nevoeiro
555,Nebel::N,murkko,nevoeiro
556,Nebel::N,mierkká,nevoeiro
557,Nebel::N,mierká,nevoeiro
558,Nebel::N,miär'kká,nevoeiro
559,Nebel::N,oṃo,nevoeiro
560,Nebel::N,sue´lnn,nevoeiro
561,Nebel::N,цӣгк,nevoeiro
562,Nebel::N,сулльн,nevoeiro
563,Wolke::N,balve,nuvem
564,Wolke::N,balvva,nuvem
565,Wolke::N,balva,nuvem
566,Wolke::N,polvâ,nuvem
567,Wolke::N,põlvv,nuvem
568,Wolke::N,пэллв,nuvem
569,Regen::N,ebrie,chuva
570,Regen::N,harvve,chuva
571,Regen::N,arvi,chuva
572,Regen::N,arve,chuva
573,Regen::N,â´brr,chuva
574,Regen::N,аббьр,chuva
575,Schnee::N,lopme,neve
576,Schnee::N,moehtege,neve
577,Schnee::N,muohta,neve
578,Schnee::N,muohta,neve
579,Schnee::N,muotâ,neve
580,Schnee::N,muõtt,neve
581,Schnee::N,вэ̄дз,neve
582,Schnee::N,куэллт,neve
583,Eis::N,jïenge,gelo
584,Eis::N,jiegŋa,gelo
585,Eis::N,jiekŋa,gelo
586,Eis::N,jieŋ̣â,gelo
587,Eis::N,jiõŋŋ,gelo
588,Eis::N,ӣӈӈ,gelo
589,Frost::N,baajkoe,gelo
590,Frost::N,baajkoe,geada
591,Frost::N,tjoasskem,gelo
592,Frost::N,tjoasskem,geada
593,Frost::N,buolaš,gelo
594,Frost::N,buolaš,geada
595,Frost::N,puolâš,gelo
596,Frost::N,puolâš,geada
597,Frost::N,puõlâš,gelo
598,Frost::N,puõlâš,geada
599,Frost::N,мӯнь,gelo
600,Frost::N,мӯнь,geada
601,Kälte::N,jueskie,frio
602,Kälte::N,tjåetskeme,frio
603,Kälte::N,tjoasskem,frio
604,Kälte::N,čoaskin,frio
605,Kälte::N,ko'lmâsvuotâ,frio
606,Kälte::N,ijss,frio
607,Kälte::N,čuä´cǩǩem,frio
608,Kälte::N,tuârggnjõs,frio
609,Kälte::N,кэ̄лмас,frio
610,Hitze::N,baahke,ardor
611,Hitze::N,báhkka,ardor
612,Hitze::N,báhkka,ardor
613,Hitze::N,pakkâ,ardor
614,Hitze::N,kuṃe,ardor
615,Hitze::N,paašt,ardor
616,Hitze::N,жоарр,ardor
617,Raureif::N,jyjse,geada
618,Raureif::N,ridne,geada
619,Raureif::N,goarre,geada
620,Raureif::N,ritni,geada
621,Raureif::N,suhči,geada
622,Raureif::N,riṇe,geada
623,Raureif::N,ай,geada
624,Regenbogen::N,aatjan goengere,arco-iris
625,Regenbogen::N,aatjan joekse,arco-iris
626,Regenbogen::N,ádjájuoksa,arco-iris
627,Regenbogen::N,arvedávgi,arco-iris
628,Regenbogen::N,bajándávgi,arco-iris
629,Regenbogen::N,äijihtävgi,arco-iris
630,Regenbogen::N,teârmmazjohss,arco-iris
631,Regenbogen::N,тӣрмесью̄ккс,arco-iris
632,Donner::N,raejrie,trovão
633,Donner::N,átjek,trovão
634,Donner::N,átjárájdde,trovão
635,Donner::N,áddjá,trovão
636,Donner::N,baján,trovão
637,Donner::N,juuṛâ,trovão
638,Donner::N,tie´rmes,trovão
639,Donner::N,тӣрмесь,trovão
640,Donner::N,ча̄ркнэгк,trovão
641,Strömung::N,njuvvie,corrente
642,Strömung::N,ájggedáhpe,corrente
643,Strömung::N,rávdnji,corrente
644,Strömung::N,virde,corrente
645,Strömung::N,ve´rdd,corrente
646,Strömung::N,выррьт,corrente
647,Tropfen::N,gåajhkohts,gota
648,Tropfen::N,gåjkudis,gota
649,Tropfen::N,goaikkanas,gota
650,Tropfen::N,čalme,gota
651,Tropfen::N,čâ´lmm,gota
652,Tropfen::N,ча̄лльм,gota
653,Schaum::N,sapte,espuma
654,Schaum::N,såpptå,espuma
655,Schaum::N,sokta,espuma
656,Schaum::N,suptâ,espuma
657,Schaum::N,soptt,espuma
658,Schaum::N,со̄ппт,espuma
659,Schmutz::N,haaskoe,sujidade
660,Schmutz::N,haaskoe,imundície
661,Schmutz::N,duolvva,sujidade
662,Schmutz::N,duolvva,imundície
663,Schmutz::N,duolva,sujidade
664,Schmutz::N,duolva,imundície
665,Schmutz::N,durdi,sujidade
666,Schmutz::N,durdi,imundície
667,Schmutz::N,stänži,sujidade
668,Schmutz::N,stänži,imundície
669,Schmutz::N,sähss,sujidade
670,Schmutz::N,sähss,imundície
671,Schmutz::N,са̄ккьс,sujidade
672,Schmutz::N,са̄ккьс,imundície
673,Schmutz::N,не̄шшь,sujidade
674,Schmutz::N,не̄шшь,imundície
675,See::N,jaevrie,lago
676,See::N,jávrre,lago
677,See::N,jávri,lago
678,See::N,jävri,lago
679,See::N,jâu´rr,lago
680,See::N,я̄ввьр,lago
681,Sumpf::N,pluevie,charco
682,Sumpf::N,pluevie,pântano
683,Sumpf::N,áhpe,charco
684,Sumpf::N,áhpe,pântano
685,Sumpf::N,sæmssa,charco
686,Sumpf::N,sæmssa,pântano
687,Sumpf::N,jeaggi,charco
688,Sumpf::N,jeaggi,pântano
689,Sumpf::N,jeggi,charco
690,Sumpf::N,jeggi,pântano
691,Sumpf::N,jeä´ǧ'ǧ,charco
692,Sumpf::N,jeä´ǧ'ǧ,pântano
693,Sumpf::N,ла̄ммьп,charco
694,Sumpf::N,ла̄ммьп,pântano
695,Moor::N,pluevie,pântano
696,Moor::N,jiegge,pântano
697,Moor::N,suotnju,pântano
698,Moor::N,karrii,pântano
699,Moor::N,kä´rev,pântano
700,Moor::N,veättaǩ,pântano
701,Moor::N,ла̄ммьп,pântano
702,Wiese::N,ïentje,prado
703,Wiese::N,giedde,prado
704,Wiese::N,gieddi,prado
705,Wiese::N,nijtto,prado
706,Wiese::N,пуэшенҍ,prado
707,Wald::N,skåake,bosque
708,Wald::N,skåake,floresta
709,Wald::N,skåajje,bosque
710,Wald::N,skåajje,floresta
711,Wald::N,miehtsie,bosque
712,Wald::N,miehtsie,floresta
713,Wald::N,vuovdde,bosque
714,Wald::N,vuovdde,floresta
715,Wald::N,miehttse,bosque
716,Wald::N,miehttse,floresta
717,Wald::N,vuovdi,bosque
718,Wald::N,vuovdi,floresta
719,Wald::N,meahcci,bosque
720,Wald::N,meahcci,floresta
721,Wald::N,mecci,bosque
722,Wald::N,mecci,floresta
723,Wald::N,vyemi,bosque
724,Wald::N,vyemi,floresta
725,Wald::N,vue´mm,bosque
726,Wald::N,vue´mm,floresta
727,Wald::N,meä´c'c,bosque
728,Wald::N,meä´c'c,floresta
729,Wald::N,ля̄ммт,bosque
730,Wald::N,ля̄ммт,floresta
731,Hügel::N,deava,colina
732,Hügel::N,dievvá,colina
733,Hügel::N,dievvá,colina
734,Hügel::N,čummâ,colina
735,Hügel::N,pä´rcc,colina
736,Hügel::N,teä´rmm,colina
737,Hügel::N,ка̄ннҌт,colina
738,Anhöhe::N,deava,alto
739,Anhöhe::N,deava,outeiro
