,Concept_ID,vep,ba
769,durch::PRP,kal't,үтә
770,neben::PRP,rindal,эргәһендә
771,zwischen::PRP,keskes,араһында
772,wegen::PRP,tagut,өсөн
773,wegen::PRP,tagut,сәбәпле
774,dies::PRN,nece,был
775,dies::PRN,nece,ошо
776,das::PRN,se,ул
777,alles::PRN,kaik,бөтә
778,ich::PRN,minä,мин
779,du::PRN,sinä,һин
780,er::PRN,hän,ул
781,wir::PRN,mö,беҙ
782,ihr::PRN,tö,һеҙ
783,sie::PRN,hö,улар
784,was::FPRN,mi,ә
785,was::FPRN,mi,ни
786,was::FPRN,mi,нәмә
787,wer::FPRN,ken,ҡем
788,wo::FADV,kus,ҡайҙа
789,wohin::FADV,kuna,ҡайҙа
790,wie::FADV,kut,инидәй
791,wie::FADV,mit',инидәй
792,warum::FADV,mikš,ин өсөн
793,wieviel::FNUM,äjak,күпме
794,wieviel::FNUM,kuverz',күпме
795,eins::NUM,üks',бер
796,zwei::NUM,kaks',ике
797,zwei::NUM,kaks',икәү
798,drei::NUM,koume,өс
799,vier::NUM,nel'l',дүрт
800,fünf::NUM,viž,биш
801,sechs::NUM,kuz',алты
802,sieben::NUM,seičeme,ете
803,acht::NUM,kahesa,һигеҙ
804,neun::NUM,ühesa,туғыҙ
805,zehn::NUM,kümne,ун
806,elf::NUM,üks'toštkümne,ун бер
807,zwölf::NUM,kaks'toštkümne,ун ике
808,zwanzig::NUM,kaks'kümne,егерме
809,dreißig::NUM,koumekümne,утыҙ
810,vierzig::NUM,nel'l'kümne,ҡырҡ
811,fünfzig::NUM,vižkümne,илле
812,sechzig::NUM,kuz'kümne,алтмыш
813,siebzig::NUM,seičemekümne,етмеш
814,achtzig::NUM,kahesakümne,һикһән
815,neunzig::NUM,ühesakümne,туҡһан
816,hundert::NUM,sada,йөҙ
817,tausend::NUM,tuha,мең
818,und::CNJ,i,да
819,und::CNJ,da,да
820,oder::CNJ,vai,йәки
821,stehen::V,seišta,тороу
822,sitzen::V,ištta,ултырыу
823,liegen::V,venuda,ятыу
824,hängen::V,ripta,аҫылынып тороу
825,werden::V,lindä,булыу
826,werden::V,tehtas,булыу
827,passieren::V,ozaitas,булыу
828,beginnen::V,augotadas,башлау
829,enden::V,loptas,бөтөү
830,enden::V,loptas,тамамланыү
831,wechseln::V,vajehtadas,үҙгәреү
832,aufgehen[Sonne]::V,nousta,ҡалҡыу
833,untergehen[Sonne]::V,lasktas,байыу
834,scheinen[Sonne]::V,paštta,яҡтыртып тороу
835,donnern::V,juraita,күкрәү
836,wehen::V,dölta,иҫеү
837,wehen::V,puhuda,иҫеү
838,strömen::V,valadas,ташыу
839,fließen::V,valuda,ағыу
840,sich drehen::V,punotas,әйләнеү
841,schwanken::V,čibuda,тирбәлеү
842,schwingen::V,čibuda,бәүетеү
843,fallen::V,langeta,йығылыу
844,brennen::V,pallada,яныу
845,rauchen::V,savustada,төтәү
846,regnen::V,vihmda,ямғыр яуа
847,gefrieren::V,jäduda,туңыү
848,gefrieren::V,kül'mdä,туңыү
849,tauen::V,sulada,иреү
850,schmelzen::V,sulada,иреү
851,trocknen::V,kuida,кибеү
852,trocknen::V,kuivehtuda,кибеү
853,sieden::V,kehuda,ҡайнау
854,faulen::V,hapata,сереу
855,faulen::V,traudäs,сереу
856,verfaulen::V,hapata,сереу
857,reißen::V,rebita,өҙөү
858,reißen::V,rebita,йыртылыу
859,versinken::V,upota,батыу
860,vergehen::V,mända,үтеү
861,erscheinen::V,ozutadas,килеп сығыу
862,verschwinden::V,hajeta,юғалыу
863,sinken::V,väheta,түбәнәйеү
864,sinken::V,lasktas,түбәнәйеү
865,abnehmen::V,peneta,кәметеү
866,zunehmen::V,ližaduda,артыу
867,steigen::V,nousta,күтәрелеү
868,wachsen::V,kazda,үҫеү
869,glänzen::V,loštta,ялтырау
870,funkeln::V,hoštta,баҙлау
871,lärmen::V,robaita,шаулау
872,läuten::V,judaita,ҡағыу
873,klingeln::V,kelotada,ҡағыу
874,klingeln::V,kelotada,шылтыратыу
875,klirren::V,biraita,шылтыратыу
876,brausen::V,bruncta,ҡотороноу
877,rauschen::V,šobaita,шыптырлау
878,klingen::V,heläita,яңғырау
879,bellen::V,nutta,өрөү
880,heulen::V,ulaita,олоу
881,blasen::V,puhuda,өрөү
882,pfeifen::V,pistta,һызғырып ебәреү
883,pfeifen::V,vihelta,һызғырып ебәреү
884,schreien::V,kirkta,ҡысҡырыу
885,schreien::V,kidastada,ҡысҡырыу
886,stöhnen::V,ohkta,уңғырашыу
887,stöhnen::V,voivotada,уңғырашыу
888,zittern::V,säraita,ҡалтырау
889,leben::V,eläda,йәшәү
890,geboren werden::V,sünduda,тыуыу
891,atmen::V,henktä,тын алыү
892,trinken::V,joda,эсеү
893,essen::V,söda,ашау
894,schlucken::V,lainata,йотоу
895,müde werden::V,väzuda,арыу
896,müde werden::V,šuštuda,арыу
897,einschlafen::V,uinota,йоҡлап китеү
898,schlafen::V,magata,йоҡлау
899,schlafen::V,nukkuda,йоҡлау
900,aufwachen::V,heraštuda,уяныу
901,aufstehen::V,nousta,тороу
902,sich erholen::V,lebaitas,ял итеү
903,krank werden::V,läžegata,сирләү
904,krank sein::V,läžuda,сирләү
905,schmerzen::V,kibištada,ауыртыу
906,husten::V,rügda,йүтәлләү
907,genesen::V,tervehtuda,һауығыу
908,sterben::V,kolda,үлеү
909,umkommen::V,kolda,һәләк булыу
910,sich bewegen::V,likkuda,хәрәкәт итеү
911,sich rühren::V,likahtada,ҡуҙғалыу
912,sich rühren::V,kubahtada,ҡуҙғалыу
913,sich erheben::V,nousta,тороу
914,sich setzen::V,išttas,ултырыу
915,hinfallen::V,langeta,ҡолау
916,laufen::V,kävuda,йөрөү
917,schreiten::V,astta,атлау
918,schreiten::V,haškta,атлау
919,spazierengehen::V,kävelta,ял итеп йороү
920,eilen::V,kiruhtada,ашығыу
921,eilen::V,kiruhtada,ҡабаланыу
922,sich beeilen::V,kiruhtada,ашығыу
923,sich beeilen::V,kiruhtada,ҡабаланыу
924,sausen::V,fun'urta,елеү
925,rennen::V,joksta,йүгеп йөрөү
926,springen::V,hüptä,һикереү
927,klettern::V,libuda,үрмәләү
928,klettern::V,libuda,үрмәләп менеү
929,schaukeln::V,čibuda,сайҡалыу
930,kriechen::V,ličtas,шыуышыу
931,schwimmen::V,ujuda,йоҙөү
932,tauchen::V,čukautas,сумыу
933,rudern::V,souta,ишеү
934,fahren::V,ajada,йөрөү
935,fahren::V,ajelda,йөрөү
936,fliegen::V,leta,осоу
937,gehen::V,mända,барыу
938,gehen::V,kävuda,барыу
939,weggehen::V,päzda,китеү
940,weggehen::V,lähtta,китеү
941,abfahren::V,tönduda,сығыу
942,anhalten::V,seižutadas,тукталыу
943,hineingehen::V,mända südäimehe,инеү
944,eintreten::V,tulda,инеү
945,kommen::V,tulda,килеү
946,ankommen::V,tulda,килеү
947,zurückkommen::V,pörtas,ҡайтыу
948,bleiben::V,jäda,ҡалыу
949,warten::V,varastada,көтөп тороу
950,erwarten::V,varastada,көтөү
951,suchen::V,ectä,эҙләү
952,finden::V,löuta,табыу
953,versuchen::V,ladida,тырышып ҡарау
954,versuchen::V,rohkaita,тырышып ҡарау
955,vorbereiten::V,vaumita,әҙерләү
956,lieben::V,armastada,яратыу
957,mögen::V,navedida,һөйөү
958,mögen::V,navedida,яратыу
959,lachen::V,nagrda,көлөү
960,rühren::V,likutada,ҡағылыу
961,weinen::V,itkta,илау
962,schimpfen::V,laidas,һүгенеү
963,schimpfen::V,laidas,тиргәнеү
964,schimpfen::V,laidas,һуҡраныу
965,schimpfen::V,pačatada,һүгенеү
966,schimpfen::V,pačatada,тиргәнеү
967,schimpfen::V,pačatada,һуҡраныу
968,sich ärgern::V,rändüda,асыуланыу
969,sich fürchten::V,varaita,ҡурҡыу
970,fürchten::V,varaita,ҡурҡыу
971,fliehen::V,pageta,ҡасыу
972,flüchten::V,pageta,ҡасыу
973,flüchten::V,joksta,ҡасыу
974,sehen::V,nähta,күреү
975,anschauen::V,kacta,ҡарау
976,ansehen::V,kacta,ҡарау
977,ansehen::V,kacta,тикшереү
978,hören::V,kulda,ишетеү
979,zuhören::V,kundeltas,тыңлау
980,probieren::V,mujada,татыу
981,riechen::V,rižada,еҫкәү
982,fühlen::V,mujada,тойоу
983,scheinen::V,näguda,кеүек күренеү
984,scheinen::V,näguda,тойолоу
985,zu sehen sein::V,näguda,күренеү
986,vernehmen::V,kulištada,ишетеү
987,frieren::V,kül'mdä,туңыү
988,tun::V,tehta,яһау
989,tun::V,tehta,әшләү
990,können::V,voida,алыу
991,können::V,voida,мөмкин булыу
992,können::V,mahtta,алыу
993,können::V,mahtta,мөмкин булыу
994,wollen::V,himoita,теләү
995,wollen::V,tahtoida,теләү
996,anfangen::V,zavottä,башлау
997,anfangen::V,augotada,башлау
998,beenden::V,loptä,бөтөрөү
999,beenden::V,loptä,тамамлау
1000,aufhören::V,loptas,туктау
1001,gelingen::V,lähtta,уңышлы булыу
1002,gelingen::V,tehtas,уңышлы булыу
1003,geraten::V,tulda,булып сығыу
1004,öffnen::V,avaita,асыу
1005,schließen::V,saubata,йомоу
1006,stellen::V,panda,ҡуйыу
1007,stellen::V,seižutada,ҡуйыу
1008,setzen::V,ištutada,урынлаштырыу
1009,legen::V,panda,һалыу
1010,berühren::V,koskta,тейеү
1011,berühren::V,koskta,ҡағылыу
1012,berühren::V,käziduda,тейеү
1013,berühren::V,käziduda,ҡағылыу
1014,verbinden::V,ühtenzoitta,ҡушыу
1015,verbinden::V,ühtenzoitta,бәйләү
1016,bedecken::V,katta,ҡаплау
1017,bedecken::V,peitta,ҡаплау
1018,aufhängen::V,riputada,элеү
1019,anzünden::V,sütutada,тоҡандырыу
1020,aufheben::V,leta,мендереү
1021,zurücklassen::V,jätta,ҡалдырыу
1022,verlieren::V,kadotada,юғалтыу
1023,fallen lassen::V,kirbotada,төшөрөп ебәреү
1024,machen::V,säta,яһау
1025,machen::V,säta,эшләү
1026,machen::V,tehta,яһау
1027,machen::V,tehta,эшләү
1028,herstellen::V,tehta,эшләп сығарыу
1029,bauen::V,leta,төҙөү
1030,bauen::V,sauda,төҙөү
1031,reparieren::V,koheta,төҙәтеү
1032,verbessern::V,paremboita,яҡшыртыу
1033,ändern::V,vajehtada,үҙгәртеү
1034,graben::V,kaida,ҡаҙыу
1035,graben::V,čongoida,ҡаҙыу
1036,beugen::V,koverta,бөгөү
1037,biegen::V,painda,бөгөү
1038,drehen::V,punotada,өйрөлтөү
1039,drehen::V,punotada,әйләндереү
1040,wenden::V,käta,әйләндереү
1041,wenden::V,kärauta,әйләндереү
1042,umdrehen::V,käta,түңкәреү
1043,heben::V,leta,күтәреү
1044,heben::V,leta,мендереү
1045,hochheben::V,libutada,күтәреү
1046,ergreifen::V,tabata,тотоп алыу
1047,halten::V,pidada,тотоу
1048,drücken::V,painda,ҡыҫыу
1049,schieben::V,žigutada,этеү
1050,schieben::V,žigutada,төртөү
1051,kratzen::V,künstä,ҡырыу
1052,lecken::V,nolda,ялау
1053,beißen::V,purda,тешләү
1054,beißen::V,hambastada,тешләү
1055,abreißen::V,ratketa,өҙөү
1056,abschneiden::V,čapata,ҡырҡыу
1057,abschneiden::V,leikata,ҡырҡыу
1058,binden::V,sidoda,бәйләү
1059,stecken::V,čokaita,ҡаҙау
1060,brechen::V,katkaita,боҙоу
1061,klopfen::V,kolkotada,шаҡылдау
1062,hauen::V,löda,туҡмау
1063,kleben::V,klejata,йәбештереү
1064,reiben::V,hosta,ыуыу
1065,reiben::V,hosta,ышҡыу
1066,reiben::V,törkita,ыуыу
1067,reiben::V,törkita,ышҡыу
1068,reiben::V,jorotada,ыуыу
1069,reiben::V,jorotada,ышҡыу
1070,streichen::V,voita,яғыу
1071,schleifen::V,hijoida,үткерләү
1072,schleifen::V,teravzoitta,үткерләү
1073,schneiden::V,leikata,ҡырҡыу
1074,rütteln::V,heilutada,һелкетеү
1075,schütteln::V,pudištada,һелкетеү
1076,schwenken::V,maihutada,болғау
1077,schütten::V,valada,ҡойоу
1078,füllen::V,täutta,тултырыу
1079,einwickeln::V,kärdä,төрөү
1080,tragen::V,kantta,алып барыу
1081,tragen::V,kandišta,алып барыу
1082,schleppen::V,vedätada,һөйрәү
1083,ziehen::V,vedada,тартыу
1084,aufbewahren::V,kaita,һаҡлау
1085,werfen::V,čuta,ырғытыу
1086,werfen::V,tactä,ырғытыу
1087,fangen::V,püta,тотоу
1088,packen::V,tabata,етеү
1089,packen::V,tabata,тотоп алыу
1090,verstecken::V,peitta,йәшереү
1091,teilen::V,jagada,бүлеү
1092,schicken::V,oigeta,ебәреү
1093,bringen::V,veda,килтереү
1094,hinzufügen::V,ližata,өтәү
1095,bekommen::V,sada,алыу
1096,erhalten::V,sada,алыу
1097,nehmen::V,otta,алыу
1098,wählen::V,valita,һайлаү
1099,auswählen::V,valita,һайлап алыу
1100,bewahren::V,kaita,һаҡлау
1101,behindern::V,telustada,тотҡарлыҡ яһау
1102,verderben::V,travida,боҙоу
1103,beschädigen::V,satatada,боҙоу
1104,zerbrechen::V,mureta,ҡыйратыу
1105,zerreißen::V,rebitada,йыртыу
1106,zerstören::V,mureta,емереү
1107,verbrennen::V,poltta,үртәү
1108,geben::V,antta,биреү
1109,reichen::V,antta,биреү
1110,schenken::V,lahjoita,бүләк итеү
1111,versprechen::V,toivotada,вәғәҙә биреү
1112,wünschen::V,toivotada,теләу
1113,loben::V,kitta,маҡтау
1114,küssen::V,tervehtada,үбеү
1115,wiegen::V,likutada,бәүетеү
1116,wiegen::V,likutada,тирбәтеү
1117,zudecken::V,katta,ҡаплау
1118,wecken::V,noustatada,уятыу
1119,zeigen::V,ozutada,күрһәтеү
1120,führen::V,astutada,етәкләү
1121,lehren::V,opeta,уҡытыу
1122,lehren::V,opeta,өйрәтеү
1123,unterrichten::V,opeta,уҡытыу
1124,aufziehen::V,kazvatada,тәрбиәле
1125,leiten::V,ohjata,етәкләү
1126,leiten::V,ohjata,етәкселек итеү
1127,antreiben::V,rigehtoitta,ашыҡтырыу
1128,lassen::V,käskta,мәжбүр итеү
1129,einladen::V,kucta,саҡырыу
1130,vereinigen::V,ühtenzoitta,берләштереү
1131,besuchen::V,rižada,килеп сығыу
1132,treffen::V,vastata,тойоү
1133,treffen::V,vastata,осратыу
1134,treffen::V,vastata,ҡаршылау
1135,sich versammeln::V,kägeta,йыйылыу
1136,sich versammeln::V,sätas,йыйылыу
1137,spielen::V,väta,тартыу
1138,singen::V,pajatada,йырлау
1139,tanzen::V,kargaita,бейеү
1140,sich trennen::V,erigata,айырылышыу
1141,verlassen::V,jätta,ташлау
1142,verlassen::V,jätta,ташлап китеү
1143,retten::V,päzutada,ҡотҡарыу
1144,bewachen::V,varjoita,һаҡлау
1145,schützen::V,kaita,һаҡлау
1146,verteidigen::V,kaita,яҡлау
1147,sich schlagen::V,torata,һуғышыу
1148,schießen::V,ampta,атыу
1149,siegen::V,vägestada,еңеү
1150,ärgern::V,verdutada,асыуландырыу
1151,ärgern::V,rändütada,асыуландырыу
1152,schlagen::V,löda,бәреү
1153,schlagen::V,löda,туҡмау
1154,schlagen::V,iškta,бәреү
1155,schlagen::V,iškta,туҡмау
1156,treten::V,peksta,тибеү
1157,treten::V,peksta,типкеләү
1158,treten::V,topsta,тибеү
1159,treten::V,topsta,типкеләү
1160,stechen::V,pystiä,сәнсеү
1161,stoßen::V,iškta,этеү
1162,stoßen::V,iškta,төртөү
1163,stoßen::V,pudištada,этеү
1164,stoßen::V,pudištada,төртөү
1165,stehlen::V,vargastada,урлау
1166,stören::V,keskustada,ҡамасаулау
1167,belästigen::V,tartuteldas,бимазалау
1168,belästigen::V,tartuteldas,ҡамасаулау
1169,verbergen::V,katelda,йәшереү
1170,täuschen::V,manitada,ултыртыу
1171,betrügen::V,manitada,алдау
1172,töten::V,rikta,үлтереү
1173,töten::V,surmita,үлтереү
1174,wohnen::V,eläda,йәшәү
1175,arbeiten::V,rata,эшләү
1176,sammeln::V,kogota,йыйыу
1177,pflücken::V,poimda,өҙөү
1178,jagen::V,mecata,аулау
1179,fischen::V,kalatada,аулау
1180,fassen::V,tabata,тотоу
1181,hüten::V,paimeta,көтөү
1182,treiben::V,ajada,ҡыуыу
1183,anbinden::V,küttestada,бәйләү
1184,anbinden::V,sidoda,бәйләү
1185,füttern::V,sötta,ашатыу
1186,melken::V,lüpsta,һауыү
1187,hacken::V,sauda,турау
1188,hacken::V,sauda,тапау
1189,gießen::V,valada,ҡойоу
1190,reifen::V,küpseta,өлғөрөү
1191,zubereiten::V,vaumištada,бешереү
1192,kochen::V,keitta,бешереү
1193,backen::V,paštta,бешереү
1194,braten::V,žarda,ҡурыу
1195,umrühren::V,segoitada,ҡатнаштырыу
1196,stricken::V,kudoda,бәйләү
1197,nähen::V,ombelta,тегеү
1198,färben::V,mujutada,буяу
1199,reinigen::V,puhtastada,таҙартыу
1200,waschen::V,pesta,йыуыу
1201,abwischen::V,pühktä,һөртөү
1202,spülen::V,huhtoida,сайҡау
1203,fegen::V,pühkta,һепереү
1204,kehren::V,uhoita,һепереү
1205,baden::V,kül'ptäs,һыу инеү
1206,sich waschen::V,pestas,йыуыныу
1207,ausziehen::V,riičta,сисеү
1208,ausziehen::V,rušta,сисеү
1209,anziehen::V,panda päle,кейеү
1210,anziehen::V,panda kädehe,кейеү
1211,anziehen::V,panda jaugha,кейеү
1212,sich anziehen::V,sobdas,кейенеү
1213,kämmen::V,harjata,тарау
1214,schmücken::V,čomitada,биҙәү
1215,sagen::V,sanuda,әйтеү
1216,sprechen::V,pagišta,әйтеү
1217,sprechen::V,pagišta,һөйләшеү
1218,reden::V,pagišta,һөйләшеү
1219,sich unterhalten::V,lodaita,әңгәмәләшеү
1220,fragen::V,küzuda,һорау
1221,bitten::V,pakita,үтенеү
1222,erzählen::V,sanuda,һөйләү
1223,erzählen::V,starinoita,һөйләү
1224,mitteilen::V,tedotada,әйтеү
1225,nennen::V,nimitada,атау
1226,nennen::V,nimitada,исемләү
1227,rufen::V,kucta,саҡырыу
1228,prahlen::V,kittäs,маҡтаныу
1229,prahlen::V,kittäs,шапырыныу
1230,übersetzen::V,käta,тәржемә итеү
1231,denken::V,meletada,уйлау
1232,glauben::V,uskta,ышаныу
1233,bemerken::V,homaita,күреү
1234,erkennen::V,tundištada,таныу
1235,begreifen::V,tabata,аңлау
1236,verstehen::V,el'geta,аңлау
1237,verstehen::V,toimetada,аңлау
1238,lernen::V,opetas,өйрәнеү
1239,wissen::V,teta,белеү
1240,sich erinnern an::V,johtutada,хәтергә алыу
1241,vergessen::V,unohtada,онотоу
1242,messen::V,märita,үлсәү
1243,zählen::V,lugeda,һанау
1244,rechnen::V,lugeda,һанау
1245,lesen::V,lugeda,уҡыу
1246,malen::V,pirta,һүрәт яһау
1247,malen::V,pirta,рәсем төшөрөү
1248,zeichnen::V,pirta,һүрәт яһау
1249,zeichnen::V,pirta,рәсем төшөрөү
1250,schreiben::V,kirjutada,яҙыу
1251,besitzen::V,omištada,биләү
1252,kaufen::V,ostta,һатып алыу
1253,verkaufen::V,möda,һатыу
1254,bezahlen::V,maksta,түләү
1255,zahlen::V,maksta,түләү
1256,beherrschen::V,valdoita,биләү
1257,ertragen::V,tirpta,түҙеү
