,Concept_ID,vep,xal
176,Kranich::N,kurg,тоһрун
177,Krähe::N,variš,шаазһа
178,Kuckuck::N,kägi,эргин хуцдг
179,Schwan::N,joucen,хун
180,Fisch::N,kala,заһсн
181,Barsch::N,ahven,шүрг
182,Hecht::N,haug',цурх
183,Schlange[Tier]::N,kü,моһа
184,Schlange[Tier]::N,mado,моһа
185,Wurm::N,mado,өтн
186,Spinne::N,hämähouk,аралҗн
187,Ameise::N,murahaine,шорһлҗн
188,Laus::N,täi,бөөсн
189,Mücke::N,säs'k,бөкүн
190,Fliege::N,kärbhaine,батхн
191,Schmetterling::N,lipkaine,эрвәкә
192,Beere::N,marj,бөөлҗрһн
193,Apfel::N,jablok,альмн
194,Pilz::N,sen',теңгрин ки
195,Pilz::N,babuk,теңгрин ки
196,Zwiebel::N,lauk,мәңгрснә толһа
197,Saat::N,semned,буудян экн
198,Korn::N,jüvä,экн
199,Korn::N,vill',экн
200,Heu::N,hein,өвсн
201,Schale::N,kor',хальсн
202,Grube::N,kop,нүкн
203,Falle::N,rida,урх
204,Falle::N,rida,хавх
205,Schlinge::N,rihm,бүтү
206,Spur::N,jäl'g,мөр
207,Asche::N,tuhk,үмсн
208,Dreck::N,redu,бальчг
209,Dreck::N,pačak,бальчг
210,Eisen::N,raud,төмр
211,Gold::N,kuld,алтн
212,Silber::N,hobed,мөңгн
213,Silber::N,hobed,цаһан мөңгн
214,Kohle::N,hil',нүүрсн
215,Glas::N,stökol,шил
216,Lehm::N,savi,шавр
217,Sand::N,lete,элсн
218,Mensch::N,mez',күн
219,Mensch::N,mez',күмн
220,Mensch::N,ristit,күн
221,Mensch::N,ristit,күмн
222,Mann::N,mez',эр
223,Frau::N,naine,күүкд күн
224,Kind::N,laps',үрн
225,Junge::N,poig,көвүн
226,Junge::N,prihaine,көвүн
227,Mädchen::N,neičukaine,бичкн күүкн
228,Familie::N,kanz,бүл
229,Familie::N,pereh,бүл
230,Großvater::N,ded,өвк эцк
231,Großvater::N,ded,наһц эцк
232,Großmutter::N,bab,эмг эк
233,Großmutter::N,bab,наһц эк
234,Eltern::N,vanhembad,эк эцк хойр
235,Eltern::N,kazvatajad,эк эцк хойр
236,Vater::N,tat,эцк
237,Mutter::N,mam,эк
238,Sohn::N,poig,көвүн
239,Tochter::N,tütär,күүкн
240,Bruder::N,veik,дү көвүн
241,Bruder::N,vell',дү көвүн
242,Schwester::N,čiža,эгч
243,Schwester::N,čiža,дү күүкн
244,Schwester::N,sizar,эгч
245,Schwester::N,sizar,дү күүкн
246,Onkel::N,däd',авһ
247,Onkel::N,däd',наһцх
248,Tante::N,tädi,наһц эгч
249,Ehemann::N,mužik,залу
250,Ehefrau::N,ak,гергн
251,Freude::N,ilo,байр
252,Freude::N,ihastuz,байр
253,Gelächter::N,nagr,инәдн
254,Glück::N,oza,җирһл
255,Glück::N,oza,сәәхн җирһл
256,Kummer::N,gor'a,зовлң
257,Wunsch::N,taht,дурн
258,Lust::N,himo,җилвтлһн
259,Geist::N,heng,зөрг
260,Gedanke::N,meletuz,ухан
261,Gedächtnis::N,mušt,чееҗин тодлвр
262,Verstand::N,mel',ухан
263,Sinn::N,jüvä,учр-утх
264,Grund::N,sü,учр
265,Grund::N,sü,шалтан
266,Wahrheit::N,tozi,үнн
267,Gespräch::N,lodu,күүндвүр
268,Gespräch::N,pagin,күүндвүр
269,Märchen::N,sarn,тууль
270,Erzählung::N,sanutez,келвр
271,Nachricht::N,tedotuz,медүллһн
272,Neuigkeit::N,uzištuz,зәңг
273,Name::N,nimi,нерн
274,Rätsel::N,ozoitez,тәәлвртә тууль
275,Rede::N,pagin,келлһн
276,Rede::N,sanad,келлһн
277,Sprache::N,kel',келн
278,Stimme::N,än',дун
279,Wort::N,sana,үг
280,Zeichen::N,znam,темдг
281,Ruf::N,kida,дуудлһн
282,Ruf::N,kucund,дуудлһн
283,Lärm::N,judu,шууган
284,Laut::N,kulund,ә
285,Ton::N,kulund,дун
286,Lied::N,pajo,дун
287,Ruhe::N,lebu,амулң
288,Leute::N,rahvaz,әмтн
289,Volk::N,rahvaz,улс
290,Arbeit::N,tö,көдлмш
291,Arbeit::N,rad,көдлмш
292,Gast::N,adiv,гиич
293,Geschenk::N,lahj,белг
294,Spiel::N,vänd,наадн
295,Gesellschaft::N,sebr,олн
296,Hilfe::N,abu,нөкд
297,Freund::N,sebranik,иньг
298,Kamerad::N,sebranik,үр
299,Angelegenheit::N,azj,керг
300,Anzahl::N,lugu,то
301,Art::N,rod,зүүл
302,Art::N,rodsugu,зүүл
303,Stück::N,pala,хусг
304,Stück::N,supal,хусг
305,Teil::N,pala,хүв
306,Hälfte::N,pol',өрәл
307,Kreis::N,ümbruz,төгрг
308,Kreis::N,kehkruz,төгрг
309,Kreuz::N,rist,кирс
310,Linie::N,pird,зурасн
311,Strich::N,pird,татасн
312,Abstand::N,keskust,зә
313,Entfernung::N,matk,һазр
314,Gegend::N,taho,һазр
315,Platz::N,avaruz',зә
316,Ort::N,koht,бәәрн
317,Seite::N,pol',тал
318,Seite::N,pol',хаҗу
319,Seite::N,pol',хәврһ
320,Seite::N,kül'g,тал
321,Seite::N,kül'g,хаҗу
322,Seite::N,kül'g,хәврһ
323,Mitte::N,kesk,дунд
324,Gegenstand::N,kalu,юмн
325,Sache::N,azj,юмн
326,Rand::N,röun,зах
327,Kante::N,röun,ирмәг
328,Ecke::N,saum,өнцг
329,Spitze::N,agjaine,үзүр
330,Ende::N,agj,үзүр
331,Loch::N,reig,хаһрха
332,Winkel::N,čoga,булң
333,Winkel::N,saum,булң
334,Muster::N,kirjam,намч
335,Größe::N,suruz',кемҗән
336,Länge::N,piduz,ут
337,Höhe::N,korktuz',өндр
338,Gewicht::N,jügu,күнд
339,Gewicht::N,jügu,чиңнүр
340,Gewicht::N,vedäduz,күнд
341,Gewicht::N,vedäduz,чиңнүр
342,Menge::N,äjüz',ик
343,Haufen::N,kogo,ова
344,Reihe::N,rivi,зерг
345,Reihe::N,rivi,зерглән
346,Boot::N,veneh,оңһц
347,Ruder::N,air,хәәв
348,Schlitten::N,regi,цан
349,Schlitten::N,regut,цан
350,Ski::N,suks',лыҗ
351,Lagerfeuer::N,nodj,костёр
352,Lagerfeuer::N,pažag,костёр
353,Last::N,jüguz,күнд
354,Gang::N,astund,йовлһн
355,Schritt::N,hašk,ишкм
356,Norden::N,pohjoine,ар үзг
357,Süden::N,suvi,өмн
358,Süden::N,suvi,өмн үзг
359,Westen::N,päivlaskm,барун
360,Westen::N,päivlaskm,барун үзг
361,Osten::N,päivnouzm,зүн
362,Osten::N,päivnouzm,зүн үзг
363,Holz::N,pu,модн
364,Brett::N,laud,харһа
365,Platte::N,keitim,хавтха чолун
366,Stütze::N,tugi,тулг
367,Stange::N,arz',уньн
368,Stock::N,kalu,модн
369,Stab::N,seibaz,шуург
370,Rohr::N,torv,турва
371,Haus::N,pert',гер
372,Heim::N,kodi,гер-бул
373,Ofen::N,päč,беш
374,Fußboden::N,lava,девскр
375,Tisch::N,laud,ширә
376,Tisch::N,stal'c,ширә
377,Stuhl::N,ištim,стул
378,Wiege::N,kätte,өлгә
379,Wiege::N,kätte,дүүҗң
380,Bett::N,sija,орн
381,Bett::N,sija,орндг
382,Bett::N,magaduzsija,орн
383,Bett::N,magaduzsija,орндг
384,Regal::N,palič,таг
385,Regal::N,palič,тәвц
386,Kiste::N,mülütim,яршг
387,Fenster::N,ikun,терз
388,Tür::N,uks',үүдн
389,Tor::N,verai,үүдн
390,Tor::N,verai,өргн үүдн
391,Tor::N,verai,хашан үүдн
392,Zaun::N,aid,хаша
393,Dach::N,katuz,деевр
394,Leiter::N,pordhad,шат
395,Leiter::N,pordhad,давшур
396,Besen::N,lud,сәвүр
397,Besen::N,vast,сәвүр
398,Spaten::N,labid,күрз
399,Schaufel::N,labid,совг
400,Gabel::N,hangoine,серә
401,Löffel::N,luzik,ухр
402,Messer::N,veič,утх
403,Nagel::N,nagl,хадасн
404,Netz::N,verk,гөлм
405,Haken::N,kouk,дегә
406,Griff::N,kägä,иш
407,Griff::N,kägä,бәрүл
408,Griff::N,varz',иш
409,Griff::N,varz',бәрүл
410,Schloss::N,lukkol,оньс
411,Bild::N,kuva,зург
412,Figur::N,figur,фигур
413,Puppe::N,tätüine,наадһа
414,Beutel::N,havad,мишг
415,Bündel::N,toppaz,багла
416,Bündel::N,toppaz,боодһа
417,Bündel::N,käč,багла
418,Bündel::N,käč,боодһа
419,Tasche::N,sumk,сумк
420,Eimer::N,vädr,суулһ
421,Deckel::N,katuz,бүркәсн
422,Geschirr::N,astii,сав
423,Geschirr::N,astii,сав-сарх
424,Sack::N,havad,мишг
425,Tasse::N,čašk,ааһ
426,Topf::N,pada,кастрюль
427,Kessel::N,katil,хәәсн
428,Essen::N,sönd,зоогллһн
429,Nahrung::N,söm,теҗәл
430,Speise::N,sömine,хот
431,Fleisch::N,liha,махн
432,Getreide::N,vill',хот болҗ эдлгддг цецгүдтә урһмл
433,Brei::N,pudr,хаш
434,Brot::N,leib,өдмг
435,Scheibe::N,bibaleh,зүсм
436,Scheibe::N,šlik,зүсм
437,Fett::N,razv,өөкн
438,Butter::N,voi,тосн
439,Öl::N,voi,тосн
440,Salz::N,sol,давсн
441,Suppe::N,lem',шөлн
442,Suppe::N,keitoz,шөлн
443,Honig::N,mezi,бал
444,Milch::N,maid,үсн
445,Tee::N,čai,цә
446,Leder::N,nahk,арсн
447,Wolle::N,vill,утцн
448,Wolle::N,vill,эд
449,Stoff::N,kangaz,эд
450,Nadel::N,negl,зүн
451,Faden::N,nit',утцн
452,Knopf::N,nübl',товч
453,Knoten::N,sol'm,зәңгдә
454,Farbe::N,muju,будг
455,Kleidung::N,sobad,хувцн
456,Kleidung::N,sobad,хувц-хунр
457,Hemd::N,paid,киилг
458,Kragen::N,kagluz,зах
459,Ärmel::N,hijam,ханцн
460,Hose::N,štanad,шалвур
461,Gürtel::N,vö,бүс
462,Mütze::N,šapuk,махла
463,Schuh::N,keng',башмгуд
464,Stiefel::N,sapug,һосн
465,Ring::N,rengaz,билцг
466,Band::N,lentaine,лент
467,Kamm::N,suga,сам
468,Spiegel::N,zerkol,толь
469,Riemen::N,vö,бүс
470,Schnur::N,nor,деесн
471,Leine::N,talutimnor,бурнтг
472,Leine::N,talutimnor,нохан көтлвр
473,Decke::N,sijakatuz,көнҗл
474,Kissen::N,pöluz,дер
475,Tuch::N,paik,альчур
476,Handtuch::N,käzipaik,полотенц
477,Handtuch::N,käzipaik,һар-нүүрин альчур
478,Kraft::N,vägi,күчн
479,Stärke::N,vahvuz',чидл
480,Gesundheit::N,tervhuz,эрүл-менд
481,Krankheit::N,läžund,өвчн
482,Schmerz::N,kibu,өвдлһн
483,Wunde::N,čapatez,шав
484,Fieber::N,säru,безг
485,Arznei::N,zel'l',эм
486,Brücke::N,sild,тагт
487,Brunnen::N,kaiv,худг
488,Weide::N,omaluine,малын идг
489,Pfad::N,tehut,цувг
490,Weg::N,te,хаалһ
491,Straße::N,te,зам
492,Dorf::N,külä,хотн
493,Stadt::N,lidn,балһсн
494,Brief::N,kirjeine,бичг
495,Buch::N,kirj,дегтр
496,Buchstabe::N,kirjam,үзг
497,Zeitung::N,lehtez,газет
498,Leben::N,elo,җирһл
499,Tod::N,surm,үкл
500,Tod::N,surm,өңгрлһн
501,Grab::N,kaum,оршалһна нүкн
502,Kirche::N,jumalanpert',чонҗ
503,Sünde::N,grähk,нүл
504,Sünde::N,grähk,килнц
505,Gott::N,jumal,бурхн
506,Arbeiter::N,radnik,көдлмшч
507,Chef::N,pämez',толһач
508,Meister::N,mastar,урн
509,Arzt::N,lekar',эмч
510,Lehrer::N,opendai,багш
511,Geld::N,rahad,мөңгн
512,Geschäft::N,biznes,көдлмш
513,Laden::N,lauk,лавк
514,Preis::N,arv,үн
515,Ware::N,tavar,эд-тавр
516,Nutzen::N,liža,олз
517,Reichtum::N,kodielo,зөөр
518,Reichtum::N,kal'huz',зөөр
519,Welt::N,mail'm,орчлң
520,Welt::N,mail'm,делкә
521,Land::N,ma,орн-нутг
522,Staat::N,valdkund,государств
523,König::N,kunigaz,хан
524,Macht::N,vald,йосн
525,Grenze::N,röun,меҗә
526,Krieg::N,soda,дән
527,Feind::N,vihanik,дәәсн
528,Feind::N,vastustai,дәәсн
529,Gewalt::N,vägivald,күч һарһлһн
530,Kampf::N,tora,ноолдан
531,Kampf::N,tora,бәрлдлһн
532,Bogen[Waffe]::N,taug,саадг
533,Pfeil::N,nol,сумн
534,Gewehr::N,oružj,бу
535,Fehler::N,viga,алдг
536,Lüge::N,kelastuz,худл
537,Schaden::N,pahuz',хорлт
538,Unglück::N,bed,гүрм
539,Unglück::N,gor'a,гүрм
540,Schuld::N,värhuz',гем
541,Schuld::N,värhuz',буру
542,Alter::N,igä,насн
543,Schluss::N,lop,чилгч
544,Zeit::N,aig,цаг
545,Tag::N,päiv,өдр
546,Morgen::N,homendez,өрүн
547,Mittag::N,keskpäiv,үд
548,Abend::N,eht,асхн
549,Nacht::N,ö,сө
550,Woche::N,nedal',долан хонг
551,Monat::N,ku,сар
552,Jahr::N,voz',җил
553,Frühling::N,keväz',хавр
554,Sommer::N,keza,зун
555,Herbst::N,sügüz',намр
556,Winter::N,tal'v,үвл
557,Januar::N,viluku,январь
558,Februar::N,uhoku,февраль
559,März::N,keväz'ku,март
560,März::N,keväz'ku,моһа сар
561,April::N,sulaku,апрель
562,Mai::N,semendku,май
563,Juni::N,kezaku,июнь
564,Juni::N,kezaku,мөчн сар
565,Juli::N,heinku,июль
566,August::N,eloku,август
567,September::N,sügüz'ku,һаха сар
568,Oktober::N,reduku,октябрь
569,November::N,kül'mku,ноябрь
570,November::N,kül'mku,үкр сар
571,Dezember::N,tal'vku,бар сар
572,Montag::N,ezmärg,понедельник
573,Dienstag::N,tožnarg,вторник
574,Mittwoch::N,koumanz'päiv,среда
575,Mittwoch::N,koumanz'päiv,үлмҗ өдр
576,Donnerstag::N,nellänz'päiv,четверг
577,Donnerstag::N,nellänz'päiv,пүрвә өдр
578,Freitag::N,pätnič,пятниц
579,Freitag::N,videnz'päiv,пятниц
580,Samstag::N,sobat,суббот
581,Sonntag::N,pühäpäiv,нарн өдр
582,Sonntag::N,pühäpäiv,воскресень
583,groß::A,sur',ик
584,groß::A,järed,ик
585,klein::A,pen',бичкн
586,klein::A,pičuine,бичкн
587,lang::A,pit'k,ут
588,kurz::A,lühüd,оһтр
589,breit::A,leved,өргн
590,schmal::A,kaid,уутьхн
591,dicht::A,tihed,нигт
592,dick[Gegenstand]::A,paks,зузан
593,dünn::A,hoik,нимгн
594,fein::A,hen,нәрхн
595,fest::A,luja,бат
596,fest::A,ninev,бат
597,flach::A,lapak,хавтха
598,glatt::A,siled,тегш
599,glatt::A,siled,тиньгр
600,hart::A,kova,хату
601,weich::A,pehmed,җөөлн
602,weich::A,pehmed,җөөлкн
603,rund::A,kehker,төгрг
604,spitz::A,nügu,шовһр
605,spitz::A,terav,шовһр
606,scharf::A,terav,хурц
607,stumpf::A,tül'c,мука
608,schwer::A,jüged,күнд
609,schön::A,čoma,сәәхн
610,heiß::A,räk,халун
611,warm::A,läm',дулан
612,kalt::A,vilu,киитн
613,kühl::A,raibak,серүн
614,kühl::A,viluhk,серүн
615,frisch::A,lahed,серүн
616,feucht::A,neps,чиигтә
617,feucht::A,toreh,чиигтә
618,nass::A,märg,чиигтә
619,trocken::A,kuiv,хагсу
620,voll::A,täuz',дүүрң
621,leer::A,joudai,сул
622,leer::A,joudai,хоосн
623,offen::A,avoin,секәтә
624,offen::A,avol'jaine,секәтә
625,geschlossen::A,saubaline,хаалһата
626,sauber::A,puhtaz,цевр
627,schmutzig::A,redukaz,киртә
628,roh::A,rohk,түүкә
629,roh::A,toreh,түүкә
630,reif::A,küps,болсн
631,lecker::A,magukaz,әмтәхн
632,süß::A,maged,әмтәхн
633,bitter::A,karged,һашун
634,bitter::A,karged,һашута
635,sauer::A,muiged,ишклң
636,hell::A,kirkas,герлтә
637,hell::A,valgei,герлтә
638,dunkel::A,pimed,харңһу
639,schwarz::A,must,хар
640,weiß::A,vauged,цаһан
641,rot::A,rusked,улан
642,gelb::A,pakuine,шар
643,blau::A,sinine,көк
644,grün::A,vihand,көк
645,grau::A,hahk,бор
646,bunt::A,kirjav,алг
647,bunt::A,kirjav,эрәтә
648,billig::A,odav,кимд
649,teuer::A,kalliž,үнтә
650,wertvoll::A,arvokas,үнтә
651,wertvoll::A,arvokas,эрднь
652,blind::A,soged,сохр
653,taub::A,kurdiž,дүлә
654,kräftig::A,vägev,күчтә
655,stark::A,vahv,чаңһ
656,stark::A,vägekaz,чаңһ
657,schwach::A,väll',күчн тату
658,fett::A,razvakaz,тарһн
659,schlank::A,kapos,эццн
660,hübsch::A,čoma,көркхн
661,böse::A,äred,уурта
662,böse::A,käred,уурта
663,dumm::A,el'getoi,тенг
664,faul::A,lašk,залху
665,fleißig::A,radonnavedii,кинән
666,fleißig::A,radonnavedii,кинмһә
667,geizig::A,ažlak,ховдг
668,klug::A,melev,ухата
669,klug::A,melekaz,ухата
670,geschickt::A,mahtokaz,чадмг
671,lieb::A,izo,эңкр
672,lieb::A,sula,эңкр
673,lustig::A,ilokaz,сергмҗтә
674,lustig::A,ilokaz,җирһлтә
675,sanft::A,laskav,номһн
676,hungrig::A,näl'ghine,өлн
677,hungrig::A,näl'ghine,харһнсн
678,krank::A,läžui,өвчтә
679,krank::A,läžui,шалтгта
680,nackt::A,alastoi,нүцкн
681,traurig::A,opalahine,һундлта
682,lebendig::A,eläb,әмд
683,gut::A,hüvä,сән
684,schlecht::A,huba,му
685,richtig::A,oiged,зөвтә
686,schlimm::A,paha,җигшүртә
687,wahr::A,todesine,үнн
688,wahr::A,todesine,мөн
689,alt::A,vanh,хуучн
690,neu::A,uz',шин
691,ehemalig::A,edeline,хуучн
692,alt[Lebewesen]::A,ravaz,көгшн
693,jung::A,nor',баһ
694,arm::A,gol'l',угатя
695,reich::A,elokaz,байн
696,bekannt::A,tutab,таньл
697,bekannt::A,tutab,таньдг
698,berühmt::A,tetab,туурсн
699,fremd::A,veraz,күүнә
700,verschieden::A,erazvuitte,әдл биш
701,verschieden::A,erazvuitte,йилһәтә
702,nah::A,läheline,өөрхн
703,fern::A,edahaine,хол
704,linker::A,hura,зүн
705,rechter::A,oiged,барун
706,anderer::A,toine,талдан
707,erster::A,ezmäine,негдгч
708,zweiter::A,toine,хойрдгч
709,dritter::A,koumanz',һурвдгч
710,letzter::A,jäl'gmäine,отхн
711,allein::ADV,üksnäze,һанцарн
712,auf einmal::ADV,ühten aigan,нег дәкҗ
713,zusammen::ADV,ühtes,хамдан
714,lange::ADV,hätken,удан
715,plötzlich::ADV,äkkid,генткн
716,sofort::ADV,kerdalaz,дарунь
717,später::ADV,möhemba,сүүлд
718,jetzt::ADV,nügüd',ода
719,heute::ADV,tämbei,эндр
720,morgen::ADV,homen,маңһдур
721,bald::ADV,pigai,дарунь
722,dann::ADV,sid',дәкәд
723,gestern::ADV,eglai,өцклдүр
724,einst::ADV,ende,нег саамд
725,einst::ADV,kerdan,нег саамд
726,damals::ADV,siloi,тиигхд
727,danach::ADV,sid',тегәд
728,vorher::ADV,ende,урд
729,zuerst::ADV,ezmäi,түрүләд
730,einmal::ADV,kerdan,нег дәкҗ
731,manchmal::ADV,erašti,зәрмдән
732,oft::ADV,paksus,хара биш
733,oft::ADV,paksus,хатяр биш
734,oft::ADV,paksus,дару-дарунь
735,immer::ADV,kaiken,оньдинд
736,niemals::ADV,ei nikonz,кезә чмгн биш
737,hier::ADV,täs,энд
738,hier::ADV,täs,энүнд
739,hier::ADV,tägä,энд
740,hier::ADV,tägä,энүнд
741,hierhin::ADV,tänna,нааран
742,von hier::ADV,täspäi,эндәс
743,von hier::ADV,sid'päi,эндәс
744,dort::ADV,sigä,тенд
745,dorthin::ADV,sinna,тиигән
746,dorthin::ADV,nakkale,тиигән
747,geradeaus::ADV,kohtha,шуд
748,vorwärts::ADV,edehe,уралан
749,rückwärts::ADV,sel'gin,гедргән
750,zurück::ADV,tagaze,хәрү
751,unten::ADV,alahan,дор
752,hinab::ADV,alaz,дор
753,hinab::ADV,alaz,доракшан
754,hinab::ADV,alahaks,дор
755,hinab::ADV,alahaks,доракшан
756,oben::ADV,ülähän,деер
757,hinauf::ADV,ülez,өөдән
758,hinauf::ADV,ülez,деер
759,hinauf::ADV,ülähäks,өөдән
760,hinauf::ADV,ülähäks,деер
761,überall::ADV,kaikjal,альд болв чигн
762,nicht::ADV,ei,эс
763,nicht::ADV,ei,биш
764,nicht::ADV,ei,бичә
765,ein wenig::ADV,vähän,баахн
766,ein wenig::ADV,vähän,баахнар
767,kaum::ADV,habi,әрә
768,sehr::ADV,lujas,йир
769,so::ADV,muga,иигҗ
770,so::ADV,ninga,иигҗ
771,noch::ADV,völ,ода чигн
772,nur::ADV,järg,һанцхн
773,nur::ADV,vaiše,һанцхн
774,schon::ADV,jo,одх
775,wieder::ADV,möst,бас
776,vergebens::ADV,uhtei,киидән
777,vor::PRP,edes,урд
778,hinter::PRP,taga,ца
779,unter::PRP,al,дор
780,durch::PRP,läbi,ивт
781,durch::PRP,läbi,дундаһур
782,durch::PRP,kal't,ивт
783,durch::PRP,kal't,дундаһур
784,neben::PRP,rindal,хаҗуд
785,zwischen::PRP,keskes,хоорнд
786,wegen::PRP,tagut,көлтә
787,wegen::PRP,tagut,деерәс
788,dies::PRN,nece,эн
789,das::PRN,se,тер
790,alles::PRN,kaik,цуһар
791,ich::PRN,minä,би
792,du::PRN,sinä,чи
793,er::PRN,hän,тер
794,wir::PRN,mö,мадн
795,ihr::PRN,tö,та
