,Concept_ID,pl,la
90,Regen::N,deszcz,pluvia
91,Schnee::N,śnieg,nix
92,Eis::N,lód,glacies
93,Frost::N,mróz,gelu
94,Kälte::N,chłód,frigus
95,Hitze::N,gorąco,calor
96,Hitze::N,gorąco,aestus
97,Raureif::N,szron,pruina
98,Regenbogen::N,tęcza,arcus
99,Donner::N,grzmot,tonitrus
100,Strömung::N,nurt,fluctus
101,Tropfen::N,kropla,gutta
102,Schaum::N,piana,spuma
103,Schmutz::N,brud,sordes
104,Schmutz::N,brud,squalor
105,See::N,jezioro,lacus
106,Sumpf::N,bagno,palus
107,Moor::N,bagno,palus
108,Wiese::N,łąka,pratum
109,Wald::N,las,silva
110,Hügel::N,pagórek,collis
111,Anhöhe::N,wzgórze,specula
112,Berg::N,góra,mons
113,Gipfel::N,szczyt,vertex
114,Gipfel::N,wierzchołek,vertex
115,Höhle::N,pieczara,caverna
116,Höhle::N,pieczara,spelunca
117,Abhang::N,stok,declivum
118,Abhang::N,zbocze,declivum
119,Quelle::N,zdrój,fons
120,Quelle::N,źródło,fons
121,Bach::N,potok,rivus
122,Bach::N,strumień,rivus
123,Fluss::N,rzeka,flumen
124,Ufer::N,brzeg,ripa
125,Küste::N,wybrzeże,litus
126,Festland::N,ląd,continens
127,Meer::N,morze,mare
128,Bucht::N,zatoka,sinus
129,Insel::N,wyspa,insula
130,Blume::N,kwiat,flos
131,Gras::N,trawa,herba
132,Gras::N,trawa,gramen
133,Wurzel::N,korzeń,radix
134,Baum::N,drzewo,arbor
135,Stamm::N,pień,truncus
136,Rinde::N,kora,cortex
137,Ast::N,gałąź,ramus
138,Zweig::N,gałąź,ramus
139,Blatt::N,liść,folium
140,Birke::N,brzoza,betulla
141,Kiefer[Baum]::N,sosna,pinus
142,Weide[Baum]::N,wierzba,salix
143,Tanne::N,jodła,abies
144,Horn::N,róg,cornu
145,Feder::N,pióro,penna
146,Fell::N,futro,pellis
147,Flügel::N,skrzydło,ala
148,Klaue::N,szpon,unguis
149,Kralle::N,pazur,unguis
150,Schwanz::N,ogon,cauda
151,Ei::N,jajko,ovum
152,Nest::N,gniazdo,nidus
153,Bau::N,nora,cavum
154,Bau::N,nora,latibulum
155,Tier::N,zwierzę,bestia
156,Herde::N,stado,grex
157,Herde::N,trzoda,grex
158,Kuh::N,krowa,vacca
159,Bulle::N,byk,taurus
160,Pferd::N,koń,equus
161,Schaf::N,owca,ovis
162,Schwein::N,świnia,sus
163,Schwein::N,świnia,porcus
164,Hund::N,pies,canis
165,Katze::N,kot,felis
166,Katze::N,kotka,felis
167,Bär::N,niedźwiedż,ursus
168,Eichhörnchen::N,wiewiórka,sciurus
169,Elch::N,łóś,alces
170,Fuchs::N,lis,vulpes
171,Hase::N,zając,lepus
172,Maus::N,mysz,mus
173,Wolf::N,wilk,lupus
174,Vogel::N,ptak,avis
175,Schwarm::N,stado,examen
176,Huhn::N,kura,gallina
177,Hahn::N,kogut,gallus
178,Gans::N,gęś,anser
179,Adler::N,orzeł,aquila
180,Ente::N,kaczka,anas
181,Eule::N,sowa,ulula
182,Eule::N,sowa,noctua
183,Kranich::N,żuraw,grus
184,Krähe::N,wrona,cornix
185,Kuckuck::N,kukułka,cuculus
186,Schwan::N,łabędż,olor
187,Schwan::N,łabędż,cycnus
188,Fisch::N,ryba,piscis
189,Barsch::N,okoń,perca
190,Hecht::N,szczupak,esox
191,Schlange[Tier]::N,wąż,serpens
192,Schlange[Tier]::N,żmija,serpens
193,Wurm::N,robak,vermis
194,Spinne::N,pająk,aranea
195,Ameise::N,mrówka,formica
196,Laus::N,wesz,pediculus
197,Mücke::N,komar,culex
198,Fliege::N,mucha,musca
199,Schmetterling::N,motyl,papilio
200,Beere::N,jagoda,baca
201,Apfel::N,jabłko,malum
202,Pilz::N,grzyb,fungus
203,Zwiebel::N,cebula,cepa
204,Saat::N,siew,seges
205,Korn::N,ziarno,granum
206,Heu::N,siano,faenum
207,Schale::N,łupina,putamen
208,Grube::N,dół,fovea
209,Grube::N,jama,fovea
210,Falle::N,pułapka,pedica
211,Schlinge::N,sidła,laqueus
212,Spur::N,ślad,vestigium
213,Asche::N,popiół,cinis
214,Dreck::N,brud,lutum
215,Eisen::N,żelazo,ferrum
216,Gold::N,złoto,aurum
217,Silber::N,srebro,argentum
218,Kohle::N,węgiel,carbo
219,Glas::N,szkło,vitrum
220,Lehm::N,glina,lutum
221,Sand::N,piasek,arena
222,Mensch::N,człowiek,homo
223,Mann::N,mężczyzna,vir
224,Frau::N,kobieta,mulier
225,Kind::N,dziecko,puer
226,Kind::N,dziecko,infans
227,Junge::N,chłopak,puer
228,Junge::N,chłopiec,puer
229,Mädchen::N,dziewczynka,puella
230,Familie::N,rodzina,familia
231,Großvater::N,dziadek,avus
232,Großmutter::N,babka,avia
233,Eltern::N,rodzice,parentes
234,Vater::N,ojciec,pater
235,Mutter::N,matka,mater
236,Sohn::N,syn,filius
237,Tochter::N,córka,filia
238,Bruder::N,brat,frater
239,Schwester::N,siostra,soror
240,Onkel::N,wuj,patruus
241,Onkel::N,wuj,avunculus
242,Onkel::N,stryj,patruus
243,Onkel::N,stryj,avunculus
244,Tante::N,ciotka,amita
245,Ehemann::N,mąż,maritus
246,Ehefrau::N,żona,uxor
247,Freude::N,radość,gaudium
248,Freude::N,radość,laetitia
249,Gelächter::N,śmiech,risus
250,Glück::N,szczęście,felicitas
251,Kummer::N,zmartwienie,aegritudo
252,Wunsch::N,życzenie,voluntas
253,Wunsch::N,życzenie,desiderium
254,Lust::N,chęć,libido
255,Lust::N,chęć,voluptas
256,Lust::N,ochota,libido
257,Lust::N,ochota,voluptas
258,Geist::N,duch,mens
259,Geist::N,duch,animus
260,Gedanke::N,myśl,sententia
261,Gedächtnis::N,pamięć,memoria
262,Verstand::N,rozum,ratio
263,Verstand::N,rozum,ingenium
264,Sinn::N,zmysł,sensus
265,Grund::N,powód,causa
266,Wahrheit::N,prawda,veritas
267,Gespräch::N,rozmowa,sermo
268,Märchen::N,bajka,fabula
269,Erzählung::N,opowiadanie,fabula
270,Erzählung::N,opowiadanie,narratio
271,Nachricht::N,wiadomość,nuntius
272,Neuigkeit::N,nowina,novitas
273,Name::N,imię,nomen
274,Rätsel::N,zagadka,aenigma
275,Rede::N,mowa,oratio
276,Sprache::N,język,lingua
277,Stimme::N,głos,vox
278,Wort::N,słowo,verbum
279,Wort::N,słowo,vocabulum
280,Zeichen::N,znak,signum
281,Ruf::N,wołanie,clamor
282,Lärm::N,hałas,strepitus
283,Lärm::N,zgiełk,strepitus
284,Laut::N,dźwięk,sonus
285,Ton::N,ton,sonus
286,Ton::N,dźwięk,sonus
287,Lied::N,pieśń,carmen
288,Lied::N,piosenka,carmen
289,Ruhe::N,spokój,quies
290,Leute::N,ludzie,homines
291,Volk::N,naród,populus
292,Arbeit::N,praca,labor
293,Arbeit::N,robota,labor
294,Gast::N,gość,hospes
295,Gast::N,gość,conviva
296,Geschenk::N,prezent,munus
297,Geschenk::N,podarunek,munus
298,Spiel::N,gra,ludus
299,Spiel::N,zabawa,ludus
300,Gesellschaft::N,towarzystwo,societas
301,Hilfe::N,pomoc,auxilium
302,Hilfe::N,pomoc,subsidium
303,Freund::N,przyjaciel,amicus
304,Kamerad::N,kolega,socius
305,Angelegenheit::N,sprawa,res
306,Anzahl::N,ilość,numerus
307,Art::N,rodzaj,genus
308,Stück::N,kawałek,frustum
309,Stück::N,kawałek,fragmentum
310,Teil::N,część,pars
311,Hälfte::N,połowa,dimidium
312,Kreis::N,krąg,orbis
313,Kreis::N,krąg,circus
314,Kreuz::N,krzyż,crux
315,Linie::N,linia,linea
316,Strich::N,kreska,lineamentum
317,Abstand::N,odstęp,intervallum
318,Entfernung::N,odległość,spatium
319,Gegend::N,okolica,loca
320,Gegend::N,okolica,regio
321,Platz::N,miejsce,locus
322,Ort::N,miejsce,locus
323,Seite::N,bok,latus
324,Seite::N,strona,latus
325,Mitte::N,środek,medium
326,Gegenstand::N,przedmiot,res
327,Sache::N,rzecz,res
328,Rand::N,skraj,margo
329,Rand::N,krawędź,margo
330,Kante::N,kant,angulus
331,Kante::N,krawędź,angulus
332,Ecke::N,róg,angulus
333,Spitze::N,ostrze,cacumen
334,Ende::N,koniec,caput
335,Loch::N,dziura,foramen
336,Winkel::N,kąt,angulus
337,Winkel::N,kącik,angulus
338,Muster::N,wzór,exemplum
339,Größe::N,rozmiar,magnitudo
340,Größe::N,wielkość,magnitudo
341,Länge::N,długość,longitudo
342,Höhe::N,wysokość,altitudo
343,Gewicht::N,ciężar,pondus
344,Menge::N,ilość,copia
345,Haufen::N,kupa,acervus
346,Reihe::N,rząd,ordo
347,Reihe::N,szereg,ordo
348,Boot::N,łódź,navicula
349,Boot::N,łódka,navicula
350,Ruder::N,wiosło,remus
351,Schlitten::N,sanki,sclodia
352,Ski::N,narta,narta
353,Lagerfeuer::N,ognisko,ignis
354,Last::N,ciężar,onus
355,Last::N,brzemię,onus
356,Gang::N,chód,cursus
357,Schritt::N,krok,gradus
358,Norden::N,północ,septentriones
359,Süden::N,południe,meridies
360,Westen::N,zachód,occidens
361,Osten::N,wschód,oriens
362,Holz::N,drzewo,lignum
363,Brett::N,deska,tabula
364,Platte::N,płyta,lamina
365,Stütze::N,podpora,adminiculum
366,Stange::N,drąg,pertica
367,Stange::N,żerdź,pertica
368,Stock::N,kij,baculum
369,Stock::N,laska,baculum
370,Stab::N,pręt,scipio
371,Rohr::N,rura,tubus
372,Haus::N,dom,aedes
373,Heim::N,dom,domicilium
374,Ofen::N,piec,fornax
375,Fußboden::N,podłoga,solum
376,Tisch::N,stół,mensa
377,Stuhl::N,krzesło,sella
378,Wiege::N,kołyska,cunae
379,Bett::N,łóżko,lectus
380,Bett::N,pościel,lectus
381,Regal::N,regał,foruli
382,Kiste::N,skrzynia,cista
383,Fenster::N,okno,fenestra
384,Tür::N,drzwi,ianua
385,Tor::N,brama,porta
386,Zaun::N,płot,saepes
387,Zaun::N,parkan,saepes
388,Dach::N,dach,tectum
389,Leiter::N,drabina,scalae
390,Besen::N,miotła,scopae
391,Spaten::N,rydel,pala
392,Schaufel::N,łopata,pala
393,Gabel::N,widelec,fuscinula
394,Löffel::N,łyżka,coclear
395,Messer::N,nóż,culter
396,Nagel::N,gwóźdź,clavus
397,Netz::N,sieć,rete
398,Haken::N,hak,hamus
399,Griff::N,chwyt,manubrium
400,Schloss::N,zamek,claustra
401,Bild::N,obraz,tabula
402,Bild::N,obraz,pictura
403,Figur::N,figura,statunculum
404,Puppe::N,lalka,pupa
405,Beutel::N,torba,sacculus
406,Bündel::N,wiązka,fascis
407,Tasche::N,torba,sacculus
408,Eimer::N,kubeł,situla
409,Eimer::N,wiadro,situla
410,Deckel::N,przykrywka,operculum
411,Geschirr::N,statki,vasa
412,Geschirr::N,naczynia,vasa
413,Sack::N,worek,saccus
414,Tasse::N,filiżanka,pocillum
415,Topf::N,garnek,olla
416,Kessel::N,kocioł,aenum
417,Essen::N,jedzenie,cena
418,Nahrung::N,pokarm,cibus
419,Nahrung::N,pokarm,alimenta
420,Nahrung::N,pożywienie,cibus
421,Nahrung::N,pożywienie,alimenta
422,Speise::N,potrawa,cibus
423,Speise::N,jedzenie,cibus
424,Fleisch::N,mięso,caro
425,Getreide::N,zboże,frumentum
426,Brei::N,kasza,puls
427,Brot::N,chleb,panis
428,Scheibe::N,kromka,frustum
429,Fett::N,tłuszcz,pingue
430,Butter::N,masło,butȳrum
431,Öl::N,olej,oleum
432,Salz::N,sól,sal
433,Suppe::N,zupa,ius
434,Honig::N,miód,mel
435,Milch::N,mleko,lac
436,Tee::N,herbata,thea
437,Leder::N,skóra,corium
438,Wolle::N,wełna,lana
439,Stoff::N,tkanina,textum
440,Stoff::N,materiał,textum
441,Nadel::N,igła,acus
442,Faden::N,nić,filum
443,Faden::N,nitka,filum
444,Knopf::N,guzik,bulla
445,Knoten::N,węzeł,nodus
446,Farbe::N,farba,pigmentum
447,Kleidung::N,odzież,vestimenta
448,Hemd::N,koszula,tunica
449,Kragen::N,kołnierz,collare
450,Ärmel::N,rękaw,manica
451,Hose::N,spodnie,bracae
452,Gürtel::N,pasek,cingulum
453,Mütze::N,czapka,pilleus
454,Schuh::N,but,calceus
455,Schuh::N,bucik,calceus
456,Stiefel::N,but,pero
457,Stiefel::N,but,caliga
458,Stiefel::N,kozak,pero
459,Stiefel::N,kozak,caliga
460,Ring::N,pierścień,anulus
461,Band::N,wstęga,redimiculum
462,Kamm::N,grzebień,pecten
463,Spiegel::N,lustro,speculum
464,Riemen::N,rzemień,lorum
465,Schnur::N,sznur,linum
466,Leine::N,smycz,retinaculum
467,Decke::N,kołdra,lodix
468,Kissen::N,poduszka,pulvinus
469,Tuch::N,chustka,velum
470,Handtuch::N,ręcznik,mantele
471,Kraft::N,moc,vis
472,Kraft::N,siła,vis
473,Stärke::N,moc,robur
474,Stärke::N,siła,robur
475,Gesundheit::N,zdrowie,valetudo
476,Krankheit::N,choroba,morbus
477,Schmerz::N,ból,dolor
478,Wunde::N,rana,vulnus
479,Fieber::N,gorączka,febris
480,Arznei::N,lekarstwo,remedium
481,Brücke::N,most,pons
482,Brunnen::N,studnia,puteus
483,Weide::N,pastwisko,pascua
484,Pfad::N,ścieżka,semita
485,Weg::N,droga,iter
486,Straße::N,ulica,via
487,Dorf::N,wieś,vicus
488,Stadt::N,miasto,urbs
489,Stadt::N,miasto,oppidum
490,Brief::N,list,epistula
491,Buch::N,książka,liber
492,Buchstabe::N,litera,littera
493,Zeitung::N,gazeta,diurnum
494,Zeitung::N,dziennik,diurnum
495,Leben::N,życie,vita
496,Tod::N,śmierć,mors
497,Grab::N,grób,sepulcrum
498,Kirche::N,kościół,ecclesia
499,Sünde::N,grzech,peccatum
500,Gott::N,bóg,deus
501,Arbeiter::N,robotnik,operarius
502,Chef::N,szef,praefectus
503,Meister::N,mistrz,magister
504,Meister::N,majster,magister
505,Arzt::N,lekarz,medicus
506,Lehrer::N,nauczyciel,magister
507,Geld::N,pieniądze,aes
508,Geld::N,pieniądze,pecunia
509,Geschäft::N,sprawa,negotium
510,Geschäft::N,interes,negotium
511,Laden::N,sklep,taberna
512,Preis::N,cena,pretium
513,Ware::N,towar,merx
514,Nutzen::N,pożytek,utilitas
515,Reichtum::N,bogactwo,opes
516,Reichtum::N,bogactwo,divitiae
517,Welt::N,świat,mundus
518,Land::N,kraj,terra
519,Staat::N,państwo,res publica
520,König::N,król,rex
521,Macht::N,władza,potestas
522,Grenze::N,granica,limes
523,Krieg::N,wojna,bellum
524,Feind::N,wróg,inimicus
525,Gewalt::N,władza,vis
526,Kampf::N,bój,pugna
527,Kampf::N,walka,pugna
528,Bogen[Waffe]::N,łuk,arcus
529,Pfeil::N,strzała,sagitta
530,Gewehr::N,karabin,sclopetum
531,Fehler::N,błąd,error
532,Lüge::N,kłamstwo,mendacium
533,Schaden::N,szkoda,damnum
534,Schaden::N,szkoda,detrimentum
535,Unglück::N,nieszczęście,miseria
536,Unglück::N,nieszczęście,calamitas
537,Schuld::N,wina,culpa
538,Alter::N,wiek,aetas
539,Schluss::N,koniec,finis
540,Schluss::N,zakończenie,finis
541,Zeit::N,czas,tempus
542,Tag::N,dzień,dies
543,Morgen::N,ranek,mane
544,Morgen::N,poranek,mane
545,Mittag::N,południe,meridies
546,Abend::N,wieczór,vesper
547,Nacht::N,noc,nox
548,Woche::N,tydzień,septimana
549,Monat::N,miesiąc,mensis
550,Jahr::N,rok,annus
551,Frühling::N,wiosna,ver
552,Sommer::N,lato,aestas
553,Herbst::N,jesień,autumnus
554,Winter::N,zima,hiems
555,Januar::N,styczeń,Ianuarius
556,Februar::N,luty,Februarius
557,März::N,marzec,Martius
558,April::N,kwiecień,Aprilis
559,Mai::N,maj,Maius
560,Juni::N,czerwiec,Iunius
561,Juli::N,lipiec,Iulius
562,August::N,sierpień,Augustus
563,September::N,wrzesień,September
564,Oktober::N,październik,Octobris
565,November::N,listopad,Novembris
566,Dezember::N,grudzień,December
567,Montag::N,poniedziałek,dies lunae
568,Dienstag::N,wtorek,dies Martis 
569,Mittwoch::N,środa,dies Mercurii
570,Donnerstag::N,czwartek,dies Iovis
571,Freitag::N,piątek,dies Veneris
572,Samstag::N,sobota,dies Saturni
573,Sonntag::N,niedziela,dominicus
574,Sonntag::N,niedziela,dies solis
575,groß::A,duży,magnus
576,groß::A,wielki,magnus
577,klein::A,mały,parvus
578,lang::A,długi,longus
579,kurz::A,krótki,brevis
580,breit::A,szeroki,latus
581,schmal::A,wąski,angustus
582,dicht::A,gęsty,densus
583,dick[Gegenstand]::A,gruby,crassus
584,dünn::A,cienki,tenuis
585,fein::A,drobny,subtilis
586,fest::A,mocny,solidus
587,fest::A,mocny,stabilis
588,fest::A,twardy,solidus
589,fest::A,twardy,stabilis
590,flach::A,płaski,planus
591,glatt::A,gładki,levis
592,hart::A,twardy,durus
593,weich::A,miękki,mollis
594,rund::A,okrągły,rotundus
595,spitz::A,spiczasty,acutus
596,scharf::A,ostry,acer
597,stumpf::A,tępy,hebes
598,schwer::A,ciężki,gravis
599,schön::A,ładny,pulcher
600,schön::A,ładny,formosus
601,schön::A,piękny,pulcher
602,schön::A,piękny,formosus
603,heiß::A,gorący,fervidus
604,warm::A,ciepły,calidus
605,kalt::A,zimny,frigidus
606,kühl::A,chłodny,frigidus
607,frisch::A,świeży,recens
608,feucht::A,wilgotny,umidus
609,nass::A,mokry,madidus
610,trocken::A,suchy,aridus
611,voll::A,pełny,plenus
612,leer::A,pusty,vacuus
613,leer::A,próżny,vacuus
614,offen::A,otwarty,apertus
615,geschlossen::A,zamknięty,clausus
616,sauber::A,czysty,lautus
617,schmutzig::A,brudny,sordidus
618,roh::A,surowy,crudus
619,reif::A,dojrzały,maturus
620,lecker::A,smaczny,delicatus
621,süß::A,słodki,dulcis
622,bitter::A,gorzki,amarus
623,bitter::A,gorzki,acerbus
624,sauer::A,kwaśny,acidus
625,hell::A,jasny,clarus
626,dunkel::A,ciemny,obscurus
627,schwarz::A,czarny,niger
628,weiß::A,biały,albus
629,rot::A,czerwony,ruber
630,gelb::A,żółty,flavus
631,blau::A,błękitny,caeruleus
632,blau::A,niebieski,caeruleus
633,grün::A,zielony,viridis
634,grau::A,szary,canus
635,bunt::A,barwny,varius
636,billig::A,tani,vilis
637,teuer::A,drogi,carus
638,wertvoll::A,cenny,pretiosus
639,blind::A,ślepy,caecus
640,taub::A,głuchy,surdus
641,kräftig::A,mocny,robustus
642,stark::A,silny,firmus
643,stark::A,silny,validus
644,schwach::A,słaby,debilis
645,schwach::A,słaby,infirmus
646,fett::A,tłusty,crassus
647,schlank::A,smukły,procerus
648,hübsch::A,ładny,pulcher
649,böse::A,zły,improbus
650,dumm::A,głupi,stultus
651,dumm::A,głupi,stupidus
652,faul::A,leniwy,piger
653,fleißig::A,pilny,sedulus
654,geizig::A,skąpy,avarus
655,klug::A,mądry,prudens
656,geschickt::A,zręczny,sollers
657,lieb::A,miły,carus
658,lustig::A,wesoły,iocosus
659,sanft::A,łagodny,clemens
660,hungrig::A,głodny,impastus
661,krank::A,chory,aeger
662,nackt::A,nagi,nudus
663,traurig::A,smutny,maestus
664,lebendig::A,żywy,vivus
665,gut::A,dobry,bonus
666,schlecht::A,zły,malus
667,richtig::A,słuszny,rectus
668,richtig::A,właściwy,rectus
669,schlimm::A,zły,malus
670,wahr::A,prawdziwy,verus
671,alt::A,stary,antiquus
672,neu::A,nowy,novus
673,ehemalig::A,były,pristinus
674,alt[Lebewesen]::A,stary,vetus
675,jung::A,młody,iuvenis
676,arm::A,ubogi,pauper
677,arm::A,biedny,pauper
678,reich::A,bogaty,dives
679,bekannt::A,znany,notus
680,berühmt::A,słynny,celeber
681,berühmt::A,słynny,illustris
682,fremd::A,obcy,peregrinus
683,fremd::A,cudzy,peregrinus
684,verschieden::A,różny,varius
685,nah::A,bliski,propinquus
686,fern::A,daleki,longinquus
687,linker::A,lewy,sinister
688,rechter::A,prawy,dexter
689,anderer::A,inny,alius
690,erster::A,pierwszy,primus
691,zweiter::A,drugi,secundus
692,dritter::A,trzeci,tertius
693,letzter::A,ostatni,ultimus
694,allein::ADV,sam,solum
695,auf einmal::ADV,naraz,simul
696,zusammen::ADV,razem,una
697,lange::ADV,długo,diu
698,plötzlich::ADV,nagle,subito
699,plötzlich::ADV,nagle,repente
700,sofort::ADV,natychmiast,statim
701,später::ADV,później,postea
702,jetzt::ADV,teraz,nunc
703,jetzt::ADV,obecnie,nunc
704,heute::ADV,dziś,hodie
705,heute::ADV,dzisiaj,hodie
706,morgen::ADV,jutro,cras
707,bald::ADV,wkrótce,mox
708,dann::ADV,potem,deinde
709,gestern::ADV,wczoraj,heri
710,einst::ADV,kiedyś,olim
711,einst::ADV,niegdyś,olim
712,damals::ADV,wtedy,tum
713,damals::ADV,wówczas,tum
714,danach::ADV,następnie,postea
715,vorher::ADV,przedtem,antea
716,zuerst::ADV,naprzód,primo
717,zuerst::ADV,najpierw,primo
718,einmal::ADV,raz,semel
719,manchmal::ADV,czasem,interdum
720,oft::ADV,często,saepe
721,immer::ADV,zawsze,semper
722,niemals::ADV,nigdy,numquam
723,hier::ADV,tu,hic
724,hier::ADV,tutaj,hic
725,hierhin::ADV,tu,huc
726,von hier::ADV,stąd,hinc
727,dort::ADV,tam,ibi
728,dorthin::ADV,tam,eo
729,geradeaus::ADV,prosto,recte
730,vorwärts::ADV,naprzód,porro
731,rückwärts::ADV,wstecz,retro
732,zurück::ADV,z powrotem,retro
733,unten::ADV,u dołu,infra
734,unten::ADV,na dole,infra
735,hinab::ADV,na_dół,pessum
736,hinab::ADV,w_dół,pessum
737,oben::ADV,w górze,supra
738,oben::ADV,na górze,supra
739,hinauf::ADV,w górę,sursum
740,hinauf::ADV,na górę,sursum
741,überall::ADV,wszędzie,ubique
742,nicht::ADV,nie,non
743,ein wenig::ADV,trochę,paulum
744,kaum::ADV,ledwie,vix
745,kaum::ADV,ledwie,aegre
746,kaum::ADV,prawie nie,vix
747,kaum::ADV,prawie nie,aegre
748,sehr::ADV,bardzo,valde
749,sehr::ADV,bardzo,magnopere
750,so::ADV,tak,ita
751,noch::ADV,jeszcze,etiam
752,nur::ADV,tylko,solum
753,nur::ADV,tylko,tantum
754,schon::ADV,już,iam
755,wieder::ADV,znów,rursus
756,wieder::ADV,znowu,rursus
757,vergebens::ADV,na próżno,frustra
758,vor::PRP,przed,ante
759,hinter::PRP,za,post
760,unter::PRP,pod,sub
761,durch::PRP,przez,per
762,neben::PRP,obok,iuxta
763,zwischen::PRP,między,inter
764,wegen::PRP,z powodu,propter
765,dies::PRN,to,hoc
766,das::PRN,to,id
767,alles::PRN,wszystko,omnia
768,ich::PRN,ja,ego
769,du::PRN,ty,tu
770,er::PRN,on,is
771,er::PRN,on,ille
772,wir::PRN,my,nos
773,ihr::PRN,wy,vos
774,sie::PRN,oni,ii
775,sie::PRN,oni,illi
776,was::FPRN,co,quid
777,wer::FPRN,kto,quis
778,wo::FADV,gdzie,ubi
779,wohin::FADV,dokąd,quo
780,wie::FADV,jak,quomodo
781,warum::FADV,dlaczego,cur
782,wieviel::FNUM,ile,quantum
783,eins::NUM,jeden,unus
784,zwei::NUM,dwa,duo
785,drei::NUM,trzy,tres
786,vier::NUM,cztery,quattuor
787,fünf::NUM,pięć,quinque
788,sechs::NUM,sześć,sex
789,sieben::NUM,siedem,septem
790,acht::NUM,osiem,octo
791,neun::NUM,dziewięć,novem
792,zehn::NUM,dziesięć,decem
793,elf::NUM,jedenaście,undecim
794,zwölf::NUM,dwanaście,duodecim
795,zwanzig::NUM,dwadzieścia,viginti
796,dreißig::NUM,trzydzieści,triginta
797,vierzig::NUM,czterdzieści,quadraginta
798,fünfzig::NUM,pięćdziesiąt,quinquaginta
799,sechzig::NUM,sześćdziesiąt,sexaginta
800,siebzig::NUM,siedemdziesiąt,septuaginta
801,achtzig::NUM,osiemdziesiąt,octoginta
802,neunzig::NUM,dziewięćdziesiąt,nonaginta
803,hundert::NUM,sto,centum
804,tausend::NUM,tysiąc,mille
805,und::CNJ,i,et
806,und::CNJ,i,-que
807,oder::CNJ,lub,vel
808,oder::CNJ,albo,vel
809,stehen::V,stać,stare
810,sitzen::V,siedzieć,sedere
811,liegen::V,leżeć,iacere
812,hängen::V,wisieć,pendere
813,werden::V,zostać,fieri
814,werden::V,stać się,fieri
815,passieren::V,dziać się,accidere
816,passieren::V,zdarzyć się,accidere
817,beginnen::V,zacząć się,incipere
818,enden::V,kończyć się,finem habere
819,wechseln::V,zmienić się,mutari
820,aufgehen[Sonne]::V,wzejść,oriri
821,untergehen[Sonne]::V,zajść,occidere
822,scheinen[Sonne]::V,świecić,lucere
823,donnern::V,grzmieć,tonare
