,Concept_ID,ko,cs
280,Arbeit::N,근로,práce
281,Arbeit::N,너무,práce
282,Gast::N,손님,host
283,Geschenk::N,행하,dar
284,Spiel::N,무리,hra
285,Gesellschaft::N,교제,společnost
286,Hilfe::N,거들음,pomoc
287,Hilfe::N,보좌,pomoc
288,Freund::N,친구,přítel
289,Kamerad::N,동실자,kamarád
290,Angelegenheit::N,용무,záležitost
291,Anzahl::N,어떤,počet
292,Anzahl::N,수,počet
293,Art::N,정류,druh
294,Stück::N,일부분,kus
295,Stück::N,일부분,kousek
296,Teil::N,몱,díl
297,Teil::N,몱,část
298,Teil::N,구훠,díl
299,Teil::N,구훠,část
300,Hälfte::N,2분의,půl
301,Kreis::N,고리,kruh
302,Kreuz::N,열십자,kříž
303,Linie::N,선,linka
304,Strich::N,스침,čára
305,Strich::N,스침,čárka
306,Abstand::N,거리,vzdálenost
307,Entfernung::N,거리,vzdálenost
308,Gegend::N,곳,krajina
309,Gegend::N,부금,krajina
310,Platz::N,장소,prostor
311,Ort::N,장소,místo
312,Seite::N,옆면,strana
313,Mitte::N,궁간,střed
314,Mitte::N,궁간,prostředek
315,Gegenstand::N,항목,předmět
316,Sache::N,뭉에,věc
317,Rand::N,가,kraj
318,Rand::N,가,okraj
319,Kante::N,귀퉁,hrana
320,Ecke::N,구석,roh
321,Spitze::N,끝,hrot
322,Spitze::N,끝,špička
323,Spitze::N,참단,hrot
324,Spitze::N,참단,špička
325,Ende::N,말당,konec
326,Loch::N,빙옷,díra
327,Winkel::N,각도,kout
328,Muster::N,본,vzor
329,Muster::N,견복,vzor
330,Größe::N,신장,velikost
331,Länge::N,길이긺,délka
332,Höhe::N,높이,výška
333,Gewicht::N,추,váha
334,Menge::N,수양,množství
335,Haufen::N,퇴적,kupa
336,Haufen::N,퇴적,hromada
337,Reihe::N,열,řada
338,Reihe::N,열,řádek
339,Boot::N,보트,člun
340,Ruder::N,노,veslo
341,Schlitten::N,썰매,sáně
342,Ski::N,스키,lyže
343,Lagerfeuer::N,캠프의 모닥불,táborák
344,Last::N,무거운짐,náklad
345,Last::N,무거운짐,břemeno
346,Gang::N,걸음,chůze
347,Gang::N,걸음,chodba
348,Schritt::N,보조,krok
349,Norden::N,북쪽 ,sever
350,Süden::N,남쪽,jih
351,Westen::N,서쪽,západ
352,Osten::N,동쪽,východ
353,Holz::N,목재,dřevo
354,Brett::N,마루널,prkno
355,Platte::N,탤,deska
356,Platte::N,금속판,deska
357,Stütze::N,버팀목,opěra
358,Stange::N,장대,tyč
359,Stange::N,장대,tyčka
360,Stock::N,막대기,hůlka
361,Stab::N,작대기,hůl
362,Rohr::N,갈대,trubka
363,Haus::N,집,dům
364,Heim::N,집,domov
365,Ofen::N,아궁이,kamna
366,Fußboden::N,마루,podlaha
367,Tisch::N,탁자,stůl
368,Stuhl::N,의자,židle
369,Wiege::N,발상지,kolébka
370,Bett::N,침대,postel
371,Regal::N,서가,regál
372,Regal::N,서가,police
373,Kiste::N,짐궤,bedna
374,Fenster::N,눔,okno
375,Tür::N,문,dveře
376,Tor::N,대문,vrata
377,Zaun::N,담장,plot
378,Dach::N,지붕,střecha
379,Leiter::N,사닥다리,žebřík
380,Besen::N,비,koště
381,Besen::N,비,smeták
382,Spaten::N,가래,rýč
383,Schaufel::N,삽,lopata
384,Gabel::N,갈래,vidlička
385,Löffel::N,숟가락,lžíce
386,Messer::N,나이프,nůž
387,Nagel::N,발툽,hřebík
388,Netz::N,그물,síť
389,Haken::N,갈고리,hák
390,Griff::N,움켜쥠,držadlo
391,Schloss::N,자물쇠,zámek
392,Bild::N,그림,obraz
393,Figur::N,몸메,figura
394,Puppe::N,인형,panenka
395,Beutel::N,클,pytlík
396,Bündel::N,자근다발,svazek
397,Tasche::N,가방,taška
398,Tasche::N,가방,brašna
399,Eimer::N,동이,kýbl
400,Eimer::N,동이,vědro
401,Deckel::N,뚜껑,víko
402,Deckel::N,뚜껑,příklop
403,Geschirr::N,식시,nádobí
404,Sack::N,조갑,pytel
405,Tasse::N,차잔,šálek
406,Topf::N,단지,hrnec
407,Kessel::N,주전자,kotel
408,Essen::N,먹기,jídlo
409,Nahrung::N,식료,strava
410,Nahrung::N,식료,potrava
411,Speise::N,음식물,jídlo
412,Fleisch::N,고기,maso
413,Getreide::N,곡물,obilí
414,Brei::N,젤리,kaše
415,Brot::N,빵,chléb
416,Scheibe::N,원반,krajíc
417,Fett::N,기름,tuk
418,Fett::N,기름,omastek
419,Butter::N,버터,máslo
420,Öl::N,올리브유,olej
421,Salz::N,소금,sůl
422,Suppe::N,국,polévka
423,Suppe::N,수프,polévka
424,Honig::N,감미,med
425,Milch::N,유즙,mléko
426,Tee::N,차,čaj
427,Leder::N,가죽,kůže
428,Wolle::N,양털,vlna
429,Stoff::N,패료,látka
430,Nadel::N,바늘,jehla
431,Faden::N,콘실,nit
432,Knopf::N,단추,knoflík
433,Knoten::N,곁절,uzel
434,Farbe::N,색,barva
435,Kleidung::N,옷입기,šaty
436,Kleidung::N,옷입기,šatstvo
437,Hemd::N,속옷,košile
438,Kragen::N,깃,límec
439,Ärmel::N,소매,rukáv
440,Hose::N,바지,kalhoty
441,Gürtel::N,밴드,pás
442,Gürtel::N,밴드,opasek
443,Mütze::N,모자,čepice
444,Schuh::N,구두,bota
445,Stiefel::N,장화,holínka
446,Ring::N,고리,prsten
447,Band::N,리본,pásek
448,Kamm::N,빗,hřeben
449,Spiegel::N,거울,zrcadlo
450,Riemen::N,가죽끈,řemen
451,Schnur::N,밧줄,šňůra
452,Leine::N,고삐줄,vodítko
453,Decke::N,이부자리,pokrývka
454,Decke::N,이부자리,přikrývka
455,Kissen::N,깔개,polštář
456,Tuch::N,천,šátek
457,Handtuch::N,수건,ručník
458,Kraft::N,세력,síla
459,Stärke::N,힘,síla
460,Gesundheit::N,위생,zdraví
461,Krankheit::N,병,nemoc
462,Krankheit::N,병,choroba
463,Schmerz::N,아픔고통,bolest
464,Wunde::N,상처,rána
465,Fieber::N,열별,horečka
466,Arznei::N,약,lék
467,Brücke::N,교량,most
468,Brunnen::N,원천,studna
469,Weide::N,목장,pastva
470,Weide::N,목장,pastvina
471,Pfad::N,좁은길,pěšina
472,Weg::N,길,cesta
473,Straße::N,길,silnice
474,Dorf::N,촌,vesnice
475,Dorf::N,촌락,vesnice
476,Stadt::N,도시,město
477,Brief::N,서한,dopis
478,Buch::N,책,kniha
479,Buchstabe::N,문자,písmeno
480,Zeitung::N,신문,noviny
481,Leben::N,삶,život
482,Tod::N,죽음,smrt
483,Grab::N,무덤,hrob
484,Kirche::N,교회,kostel
485,Sünde::N,부정,hřích
486,Gott::N,하느님,bůh
487,Arbeiter::N,일하는사람,dělník
488,Arbeiter::N,일하는사람,pracovník
489,Chef::N,사장,šéf
490,Chef::N,사장,vedoucí
491,Meister::N,명인,mistr
492,Meister::N,대가,mistr
493,Arzt::N,의사,lékař
494,Lehrer::N,교사,učitel
495,Geld::N,돈,peníze
496,Geschäft::N,일,obchod
497,Laden::N,가게,krám
498,Preis::N,가격,cena
499,Ware::N,상품,zboží
500,Nutzen::N,이익,užitek
501,Reichtum::N,많음,bohatství
502,Welt::N,세상,svět
503,Land::N,지방,země
504,Staat::N,국가,stát
505,König::N,국왕,král
506,Macht::N,힘,moc
507,Macht::N,힘,mocnost
508,Grenze::N,국경,hranice
509,Krieg::N,전쟁,válka
510,Feind::N,적,nepřítel
511,Gewalt::N,권력,násilí
512,Kampf::N,전투,boj
513,Bogen[Waffe]::N,활,luk
514,Pfeil::N,화살,šíp
515,Gewehr::N,무기,puška
516,Gewehr::N,무기,ručnice
517,Fehler::N,오류,chyba
518,Lüge::N,거짓말,lež
519,Schaden::N,손상,škoda
520,Unglück::N,불행,neštěstí
521,Schuld::N,부채,vina
522,Alter::N,연령,věk
523,Schluss::N,마감,konec
524,Zeit::N,때,čas
525,Zeit::N,시간,čas
526,Tag::N,하루,den
527,Morgen::N,이침,ráno
528,Morgen::N,이침,jitro
529,Mittag::N,대낮,poledne
530,Abend::N,저녁,večer
531,Nacht::N,밤,noc
532,Woche::N,근무일,týden
533,Monat::N,달,měsíc
534,Jahr::N,해,rok
535,Frühling::N,봄,jaro
536,Sommer::N,여름,léto
537,Herbst::N,가을,podzim
538,Winter::N,겨울,zima
539,Januar::N,일월,leden
540,Februar::N,이월,únor
541,März::N,삼월,březen
542,April::N,사월,duben
543,Mai::N,오월,květen
544,Juni::N,유월,červen
545,Juli::N,칠월,červenec
546,August::N,팔월,srpen
547,September::N,구월,září
548,Oktober::N,시월,říjen
549,November::N,십일월,listopad
550,Dezember::N,십이월,prosinec
551,Montag::N,월요일,pondělí
552,Montag::N,월요일,pondělek
553,Dienstag::N,화요일,úterý
554,Mittwoch::N,수요일,středa
555,Donnerstag::N,모교일,čtvrtek
556,Freitag::N,그묘일,pátek
557,Samstag::N,토요일,sobota
558,Sonntag::N,일요일,neděle
559,groß::A,큰,velký
560,klein::A,자근,malý
561,lang::A,긴,dlouhý
562,kurz::A,짧은,krátký
563,breit::A,넓은,široký
564,schmal::A,좁은,úzký
565,dicht::A,농밀한,hustý
566,dick[Gegenstand]::A,두꺼운,tlustý
567,dünn::A,얇은,tenký
568,fein::A,미세한,jemný
569,fest::A,굳은,pevný
570,flach::A,얕은,plochý
571,flach::A,얕은,placatý
572,glatt::A,반들반들한,hladký
573,hart::A,굳은,tvrdý
574,weich::A,연한,měkký
575,rund::A,둥근,kulatý
576,rund::A,둥근,okrouhlý
577,spitz::A,뾰족한,špičatý
578,scharf::A,날카로운,ostrý
579,stumpf::A,무딘,tupý
580,schwer::A,무거운,těžký
581,schön::A,멋진,pěkný
582,schön::A,멋진,krásný
583,heiß::A,뜨거운,horký
584,warm::A,따뜻한,teplý
585,kalt::A,찬,studený
586,kühl::A,서늘한,chladný
587,frisch::A,신선한,svěží
588,feucht::A,축축한,vlhký
589,nass::A,젖은,mokrý
590,trocken::A,마른,suchý
591,voll::A,완전한,plný
592,leer::A,빈,prázdný
593,offen::A,열린,otevřený
594,geschlossen::A,닫힌,zavřený
595,sauber::A,깨끗한,čistý
596,schmutzig::A,더러운,špinavý
597,roh::A,날게잇의,syrový
598,reif::A,이근,zralý
599,lecker::A,맛있는,chutný
600,süß::A,단,sladký
601,bitter::A,찌르는듯한,hořký
602,sauer::A,산성의,kyselý
603,hell::A,밝은,světlý
604,dunkel::A,어두운,temný
605,schwarz::A,검은,černý
606,weiß::A,하얀,bílý
607,rot::A,붉은,rudý
608,rot::A,붉은,červený
609,gelb::A,황색,žlutý
610,blau::A,푸른,modrý
611,grün::A,녹색의,zelený
612,grau::A,회색의,šedý
613,grau::A,회색의,šedivý
614,bunt::A,알록달록한,pestrý
615,billig::A,싼,levný
616,billig::A,싼,laciný
617,teuer::A,값비산,drahý
618,wertvoll::A,가치가많은,cenný
619,blind::A,눈먼,slepý
620,taub::A,무감간한,hluchý
621,kräftig::A,강장한,silný
622,stark::A,강한,silný
623,schwach::A,약한,slabý
624,fett::A,실찐,tučný
625,fett::A,실찐,tlustý
626,schlank::A,호리호리한,štíhlý
627,hübsch::A,예쁜,hezký
628,böse::A,나쁜,zlý
629,dumm::A,어리석은,hloupý
630,faul::A,너덜너덜한,líný
631,fleißig::A,근면한,pilný
632,geizig::A,인색한,lakomý
633,geschickt::A,교묘한,šikovný
634,lieb::A,친애하는,milý
635,lustig::A,유쾌한,veselý
636,sanft::A,온화한,mírný
637,hungrig::A,배고픈,hladový
638,krank::A,병든,nemocný
639,nackt::A,벌거벗은,nahý
640,traurig::A,슬픈,smutný
641,traurig::A,슬픈,truchlivý
642,lebendig::A,살아있는,živý
643,gut::A,좋은,dobrý
644,schlecht::A,나쁜,špatný
645,richtig::A,바른,pravý
646,richtig::A,바른,správný
647,schlimm::A,못된,zlý
648,wahr::A,참된,pravdivý
649,alt::A,늙은,starý
650,neu::A,새,nový
651,ehemalig::A,전의,bývalý
652,alt[Lebewesen]::A,낡은,starý
653,jung::A,젊은,mladý
654,arm::A,가난한,chudý
655,reich::A,풍부한,bohatý
656,bekannt::A,저명한,známý
657,berühmt::A,유명한,slavný
658,fremd::A,타처이,cizí
659,verschieden::A,따른,různý
660,verschieden::A,따른,rozličný
661,nah::A,가까운,blízký
662,fern::A,먼,daleký
663,linker::A,왼쭉의,levý
664,rechter::A,오른쪽의,pravý
665,anderer::A,다른,jiný
666,erster::A,첫째,první
667,zweiter::A,둘째,druhý
668,dritter::A,셋째,třetí
669,letzter::A,의후자의,poslední
670,allein::ADV,훌로,sám
671,auf einmal::ADV,갑자기,najednou
672,zusammen::ADV,모아서,spolu
673,zusammen::ADV,모아서,dohromady
674,lange::ADV,오래,dlouho
675,plötzlich::ADV,둘연한,vtom
676,plötzlich::ADV,둘연한,náhle
677,sofort::ADV,즉시,hned
678,sofort::ADV,즉시,ihned
679,später::ADV,보다늦은,později
680,jetzt::ADV,목하,teď
681,jetzt::ADV,목하,nyní
682,heute::ADV,오늘,dnes
683,heute::ADV,오늘,dneska
684,morgen::ADV,내일,zítra
685,bald::ADV,곱,brzo
686,dann::ADV,그경우에,pak
687,dann::ADV,그경우에,potom
688,gestern::ADV,어제,včera
689,einst::ADV,옛날에,kdysi
690,damals::ADV,그때에,tehdy
691,damals::ADV,그때에,tenkrát
692,danach::ADV,그 뒤에,podle toho
693,vorher::ADV,미리,dříve
694,vorher::ADV,미리,napřed
695,zuerst::ADV,최초로,nejprve
696,zuerst::ADV,최초로,nejdříve
697,einmal::ADV,한번,jednou
698,manchmal::ADV,땓대로,někdy
699,oft::ADV,땓대로,často
700,immer::ADV,늘,vždy
701,immer::ADV,늘,stále
702,niemals::ADV,결코...(하지)않다,nikdy
703,hier::ADV,여기,zde
704,hier::ADV,여기,tady
705,hierhin::ADV,여기로,sem
706,dort::ADV,거기,tam
707,dorthin::ADV,저기예,tam
708,geradeaus::ADV,곧장,rovně
709,vorwärts::ADV,앞으로,kupředu
710,rückwärts::ADV,뒤로,zpět
711,zurück::ADV,제자리로,zpět
712,zurück::ADV,제자리로,nazpět
713,unten::ADV,아래에,dole
714,hinab::ADV,아래쪽으로,dolů
715,oben::ADV,위에,nahoře
716,oben::ADV,위에,navrchu
717,hinauf::ADV,위쪽으로,nahoru
718,überall::ADV,도처에,všude
719,nicht::ADV,안,ne
720,ein wenig::ADV,적음,trochu
721,kaum::ADV,가의,sotva
722,sehr::ADV,자주,velmi
723,sehr::ADV,자주,velice
724,so::ADV,그와같이,tak
725,so::ADV,그와같이,takto
726,noch::ADV,아직,ještě
727,nur::ADV,다만,jen
728,nur::ADV,다만,jenom
729,schon::ADV,이미,už
730,schon::ADV,이미,již
731,wieder::ADV,다시,zase
732,vergebens::ADV,헛되이,marně
733,vor::PRP,앞에,před
734,hinter::PRP,뒤에,za
735,unter::PRP,잍에,pod
736,durch::PRP,통고하여,skrz
737,neben::PRP,와나란히,vedle
738,zwischen::PRP,의사이로,mezi
739,wegen::PRP,때문에,pro
740,dies::PRN,이,toto
741,dies::PRN,이,tohle
742,das::PRN,저,to
743,alles::PRN,모든것,všechno
744,ich::PRN,나,já
745,du::PRN,너,ty
746,er::PRN,그,on
747,wir::PRN,우리,my
748,ihr::PRN,너희들,vy
749,sie::PRN,그들,oni
750,was::FPRN,뭣,co
751,wer::FPRN,누구,kdo
752,wo::FADV,어디,kde
753,wohin::FADV,어디로,kam
754,wie::FADV,어떻게,jak
755,warum::FADV,왜,proč
756,wieviel::FNUM,얼마만큰,kolik
757,eins::NUM,하나,jeden
758,zwei::NUM,둘,dva
759,drei::NUM,셋,tři
760,vier::NUM,넷,čtyři
761,fünf::NUM,다섯,pět
762,sechs::NUM,여섯,šest
763,sieben::NUM,일곱,sedm
764,acht::NUM,여덟,osm
765,neun::NUM,아홉,devět
766,zehn::NUM,열,deset
767,elf::NUM,열하나,jedenáct
768,zwölf::NUM,열둘,dvanáct
769,zwanzig::NUM,스물,dvacet
770,dreißig::NUM,서름,třicet
771,vierzig::NUM,마흔,čtyřicet
772,fünfzig::NUM,숸,padesát
773,sechzig::NUM,에순,šedesát
774,siebzig::NUM,일흔,sedmdesát
775,achtzig::NUM,여든,osmdesát
776,neunzig::NUM,아흔,devadesát
777,hundert::NUM,백,sto
778,tausend::NUM,천,tisíc
779,und::CNJ,와,a
780,oder::CNJ,아니면,nebo
781,stehen::V,서다,stát
782,sitzen::V,앉다,sedět
783,liegen::V,눕다,ležet
784,hängen::V,달다,viset
785,werden::V,되다,stát se
786,passieren::V,지장옶다,stát se
787,beginnen::V,시작되다,počít
788,enden::V,큳내다,končit
789,enden::V,큳내다,skončit
790,wechseln::V,병경하다,měnit se
791,aufgehen[Sonne]::V,뜨다,vyjít
792,untergehen[Sonne]::V,지다,zapadnout
793,scheinen[Sonne]::V,빛나다,svítit
794,donnern::V,천둥치다,hřmět
795,wehen::V,풀다,vát
796,wehen::V,풀다,vanout
797,strömen::V,흐르다,proudit
798,fließen::V,흐르다,téct
799,sich drehen::V,돌다,točit se
800,schwanken::V,동요하다,kolísat
801,schwanken::V,동요하다,houpat se
802,schwingen::V,흔들다,kývat se
803,fallen::V,떨어지다,padat
804,brennen::V,타다,hořet
805,rauchen::V,김이나다,kouřit
806,regnen::V,비가오다,pršet
807,gefrieren::V,얼다,zamrznout
808,tauen::V,녹다,tát
809,schmelzen::V,녹다,tavit
810,trocknen::V,홈치다,schnout
811,sieden::V,끓다,vřít
812,faulen::V,부패하다,hnít
813,verfaulen::V,썩다,shnít
814,reißen::V,지바찢다,roztrhat se
815,versinken::V,가라앉다,topit se
816,versinken::V,가라앉다,ponořit se
817,vergehen::V,지나가다,plynout
818,erscheinen::V,나타나다,objevit se
819,verschwinden::V,사라지다,zmizet
820,sinken::V,가라앉다,klesat
821,abnehmen::V,떼어내다,ubýt
822,zunehmen::V,증가하다,přibýt
823,steigen::V,상승하다,stoupat
824,wachsen::V,생기하다,růst
825,glänzen::V,뛰오나다,lesknout se
826,funkeln::V,불티가잍어나다,jiskřit se
827,lärmen::V,떠들다,dělat hluk
828,läuten::V,울시다,zvonit
829,klingeln::V,초닌총을울리다,zvonit
830,klirren::V,탁탁울리다,řinčet
831,brausen::V,쏴쏴소리내다,hučet
832,rauschen::V,솨솨,šumět
833,klingen::V,반향하다,znít
834,bellen::V,짖다,štěkat
835,heulen::V,포효하다,výt
836,blasen::V,불다,foukat
837,pfeifen::V,피리를불다,pískat
838,schreien::V,절규하다,křičet
839,stöhnen::V,신음하다,sténat
840,zittern::V,저뉼하다,třást se
841,leben::V,살다,žít
842,geboren werden::V,태어난,rodit se
843,atmen::V,숨쉬다,dýchat
