,Concept_ID,br,mn
787,manchmal::ADV,a-wechoù,заримдаа
788,oft::ADV,alies,олонтоо
789,immer::ADV,atav,байнга
790,immer::ADV,bepred,байнга
791,niemals::ADV,gwech ebet,хэзээ ч
792,niemals::ADV,gwech ebet,хэдийд ч
793,hier::ADV,amañ,энд
794,hierhin::ADV,dre amañ,нааш
795,von hier::ADV,alemañ,эндээс
796,dort::ADV,aze,тэнд
797,dort::ADV,ahont,тэнд
798,dorthin::ADV,di,тийш
799,dorthin::ADV,aze,тийш
800,dorthin::ADV,ahont,тийш
801,geradeaus::ADV,war-eeun,шулуун
802,vorwärts::ADV,war-raok,урагшаа
803,rückwärts::ADV,war-lerc'h,буцаан
804,rückwärts::ADV,war-lerc'h,сөөргөө
805,zurück::ADV,war-dreñv,буцаж
806,zurück::ADV,war-dreñv,гэдрэг
807,unten::ADV,en traoñ,дор
808,hinab::ADV,a-izel,уруу
809,oben::ADV,en nec'h,дээр
810,hinauf::ADV,e-krec'h,өөд
811,hinauf::ADV,e-krec'h,дээш
812,überall::ADV,dre-holl,хааяагүй
813,überall::ADV,dre-holl,энд тэндгүй
814,nicht::ADV,ne ... ket,эс
815,nicht::ADV,ne ... ket,-гүй
816,ein wenig::ADV,un tammig,жаахан
817,kaum::ADV,a-boan,арай
818,kaum::ADV,a-boan,арай гэж
819,sehr::ADV,-tre,тун
820,sehr::ADV,-kenañ,тун
821,so::ADV,evel-se,тэгж
822,so::ADV,evel-se,ингээд
823,noch::ADV,c'hoazh,дахин
824,noch::ADV,c'hoazh,дахиад
825,nur::ADV,hepken,зөвхөн
826,nur::ADV,hepken,гагцхүү
827,schon::ADV,dija,нэгэнт
828,wieder::ADV,adarre,дахин
829,wieder::ADV,adarre,дахиад
830,vor::PRP,dirak,өмнө
831,hinter::PRP,a-drek,ард
832,hinter::PRP,a-dreñv,ард
833,unter::PRP,dindan,доор
834,durch::PRP,dre,дундуур
835,neben::PRP,e-kichen,хажууд
836,zwischen::PRP,etre,завсар
837,zwischen::PRP,etre,хооронд
838,wegen::PRP,abalamour da,төлөө
839,wegen::PRP,abalamour da,дээрээс
840,dies::PRN,hemañ,энэ
841,das::PRN,se,тэр
842,das::PRN,hennezh,тэр
843,alles::PRN,pep tra,цөм
844,alles::PRN,pep tra,бүгд
845,ich::PRN,me,би
846,du::PRN,te,чи
847,er::PRN,eñ,тэр
848,er::PRN,eñ,тэр хүн
849,wir::PRN,ni,бид
850,ihr::PRN,c'hwi,та нар
851,sie::PRN,int,тэд
852,was::FPRN,petra,юу
853,wer::FPRN,piv,хэн
854,wo::FADV,pelec'h,хаа
855,wo::FADV,pelec'h,хаана
856,wohin::FADV,da belec'h,хааш
857,wohin::FADV,da belec'h,хаана
858,wie::FADV,penaos,яаж
859,wie::FADV,penaos,хэрхэн
860,warum::FADV,perak,юунд
861,warum::FADV,perak,яагаад
862,wieviel::FNUM,pet,хэдий
863,wieviel::FNUM,pet,хэд
864,eins::NUM,unan,нэг
865,zwei::NUM,daou,хоёр
866,drei::NUM,tri,гурав
867,vier::NUM,pevar,дөрөв
868,fünf::NUM,pemp,тав
869,sechs::NUM,c'hwec'h,зургаа
870,sieben::NUM,seizh,долоо
871,acht::NUM,eizh,найм
872,neun::NUM,nav,ес
873,zehn::NUM,dek,арав
874,elf::NUM,unnek,арван нэг
875,zwölf::NUM,daouzek,арван хоёр
876,zwanzig::NUM,ugent,хорь
877,dreißig::NUM,tregont,гуч
878,vierzig::NUM,daou-ugent,дөч
879,fünfzig::NUM,hanter-kant,тавь
880,sechzig::NUM,tri-ugent,жар
881,siebzig::NUM,dek ha tri-ugent,дал
882,achtzig::NUM,pevar-ugent,ная
883,neunzig::NUM,dek ha pevar-ugent,ер
884,hundert::NUM,kant,зуу
885,tausend::NUM,mil,мянга
886,und::CNJ,ha,ч
887,und::CNJ,ha,болон
888,oder::CNJ,pe,буюу
889,stehen::V,bezañ a-sav,зогсох
890,sitzen::V,azezañ,суух
891,sitzen::V,bezañ en e goazez,суух
892,liegen::V,bezañ en e c'hourvez,хэвтэх
893,hängen::V,krougañ,өлгөөтэй байх
894,hängen::V,krougañ,дүүжлээтэй байх
895,werden::V,dazonet,болох
896,passieren::V,c'hoarvezout,тохиох
897,beginnen::V,stagañ,эхлэх
898,enden::V,achuiñ,дүүрэх
899,wechseln::V,cheñch,хувирах
900,aufgehen[Sonne]::V,dirouzañ,мандах
901,scheinen[Sonne]::V,lugernañ,гэрэлтэх
902,donnern::V,taranal,дуугарах
903,wehen::V,c'hwezhañ,салхилах
904,wehen::V,c'hwezhañ,хөөрөгдөх
905,strömen::V,deredek,гүйх
906,strömen::V,deredek,урсах
907,fließen::V,redek,урсах
908,sich drehen::V,troiñ,эргэлдэх
909,schwanken::V,trantellat,хэлбэлзэх
910,schwingen::V,froumal,ганхах
911,schwingen::V,froumal,хэлбэлзэх
912,fallen::V,kouezhañ,унах
913,brennen::V,deviñ,шатах
914,rauchen::V,divogedañ,баагих
915,regnen::V,glavañ,бороо орно
916,gefrieren::V,reviñ,хөлдөх
917,tauen::V,diskornañ,хайлах
918,schmelzen::V,teuziñ,уярах
919,trocknen::V,sec'hañ,хатах
920,sieden::V,berviñ,буцлах
921,sieden::V,berviñ,даргилах
922,faulen::V,breinañ,үжрэх
923,faulen::V,breinañ,өмхийрөх
924,verfaulen::V,breinañ,бээх
925,verfaulen::V,breinañ,өгрөх
926,reißen::V,darnaouiñ,цуурах
927,versinken::V,sodellañ,живэх
928,vergehen::V,tremen,нөгчих
929,vergehen::V,tremen,өнгөрөх
930,erscheinen::V,donet war-wel,гарах
931,erscheinen::V,donet war-wel,бултайх
932,verschwinden::V,monet diwar wel,далд орох
933,verschwinden::V,monet diwar wel,алга болох
934,sinken::V,en em izelat,татрах
935,sinken::V,en em izelat,доошлох
936,abnehmen::V,nebeutaat,багасах
937,abnehmen::V,nebeutaat,хорогдох
938,zunehmen::V,kreskiñ,ихсэх
939,steigen::V,sevel,нэмэгдэх
940,wachsen::V,kreskiñ,өсөх
941,wachsen::V,kreskiñ,ургах
942,glänzen::V,lugernañ,гилгэнэх
943,glänzen::V,lugernañ,гилбэгнэх
944,funkeln::V,elieniñ,гялжах
945,funkeln::V,elieniñ,гялалзах
946,lärmen::V,rabotat,шуугих
947,klirren::V,diridignat,хангир жингэр хийх
948,klirren::V,sterlinkañ,хангир жингэр хийх
949,brausen::V,gwegal,бургилах
950,rauschen::V,trouzal,сэржигнэх
951,klingen::V,seniñ,хангинах
952,bellen::V,harzhal,хуцах
953,heulen::V,yudal,улих
954,blasen::V,c'hwezhañ,үлзэх
955,pfeifen::V,c'hwitellat,исгэрэх
956,schreien::V,huchal,хашгирах
957,stöhnen::V,hirvoudiñ,ёолох
958,stöhnen::V,hirvoudiñ,гэнгэнэх
959,zittern::V,krenañ,дагжих
960,leben::V,bevañ,амьдрах
961,geboren werden::V,genel,төрөх
962,atmen::V,tennañ e anal,амьсгалах
963,trinken::V,evañ,уух
964,essen::V,debriñ,идэх
965,schlucken::V,lonkañ,залгих
966,müde werden::V,skuizhañ,ядрах
967,einschlafen::V,menel kousket,унтчих
968,schlafen::V,kousket,унтах
969,aufwachen::V,dihuniñ,сэрэх
970,aufstehen::V,sevel,босох
971,sich erholen::V,diskuizhañ,амрах
972,krank werden::V,klañviñ,өвдөж эхлэх
973,krank sein::V,bezañ klañv,өвдөх
974,schmerzen::V,skourjezañ,өвдөх
975,schmerzen::V,skourjezañ,шархирах
976,husten::V,pasaat,ханиах
977,husten::V,peudal,ханиах
978,genesen::V,pareañ,засрах
979,sterben::V,mervel,үхэх
980,sterben::V,mervel,нас барах
981,umkommen::V,perisañ,үхэх
982,sich bewegen::V,bouljal,хөдлөх
983,sich rühren::V,fiñval,хөдлөх
984,sich erheben::V,sevel,босох
985,sich setzen::V,azezañ,суух
986,sich setzen::V,mont en e goazez,суух
987,hinfallen::V,kouezhañ,ойчих
988,laufen::V,redek,явган явах
989,schreiten::V,kerzhet,алхах
990,spazierengehen::V,pourmen,зугаалах
991,eilen::V,hastañ,хурдлах
992,sich beeilen::V,hastañ,яарах
993,sich beeilen::V,hastañ,шамдах
994,sausen::V,karzhañ,давхих
995,rennen::V,redek,гүйх
996,springen::V,lammat,харайх
997,springen::V,lammat,дэвхрэх
998,klettern::V,krimpat,авирах
999,schaukeln::V,brañsellat,ганхалзах
1000,kriechen::V,skrampañ,мөлхөх
1001,schwimmen::V,neuial,сэлэх
1002,tauchen::V,splujañ,шунгах
1003,rudern::V,roeñvat,сэлүүрдэх
1004,fahren::V,kas,явах
1005,fahren::V,bleniañ,явах
1006,fliegen::V,nijal,нисэх
1007,gehen::V,mont,явах
1008,weggehen::V,mont kuit,явах
1009,abfahren::V,mont kuit,одох
1010,abfahren::V,mont kuit,хөдлөх
1011,anhalten::V,chom a-sav,зогсох
1012,hineingehen::V,monet e-barzh,орох
1013,eintreten::V,monet e-barzh,орох
1014,kommen::V,dont,ирэх
1015,ankommen::V,erruout,хүрэх
1016,zurückkommen::V,addonet,харих
1017,zurückkommen::V,addonet,буцаж ирэх
1018,bleiben::V,chom,үлдэх
1019,warten::V,gortoz,хүлээх
1020,erwarten::V,gortoz,хүлээх
1021,suchen::V,klask,эрэх
1022,suchen::V,klask,бэдрэх
1023,finden::V,kavout,олох
1024,versuchen::V,klask,оролдох
1025,vorbereiten::V,aozañ,бэлтгэх
1026,lieben::V,karout,янаглах
1027,mögen::V,karout,таалах
1028,lachen::V,c'hoarzin,инээх
1029,rühren::V,tenerañ,сэтгэл уяруулах
1030,weinen::V,gouelañ,уйлах
1031,schimpfen::V,krozal,хараах
1032,sich ärgern::V,fachañ,уурлах
1033,sich ärgern::V,en em fachañ,уурлах
1034,fliehen::V,tec'het,зугтах
1035,fliehen::V,tec'het,гүйж очих
1036,flüchten::V,tuzañ,оргох
1037,sehen::V,gwelet,үзэх
1038,anschauen::V,sellout ouzh,харах
1039,ansehen::V,sellout ouzh,харах
1040,hören::V,klevet,дуулах
1041,zuhören::V,selaou,чагнах
1042,probieren::V,blasa,амсаж үзэх
1043,riechen::V,klevet,үнэрлэх
1044,fühlen::V,santout,мэдрэх
1045,scheinen::V,diskouez bezañ,шиг үзэгдэх
1046,zu sehen sein::V,bezañ gwelus,үзэгдэх
1047,zu sehen sein::V,bezañ gwelus,харагдах
1048,vernehmen::V,merzhañ,дуулах
1049,frieren::V,anoued,даарах
1050,tun::V,ober,хийх
1051,tun::V,ober,үйлдэх
1052,können::V,gouzout,болох
1053,wollen::V,fellout da,хүсэх
1054,wollen::V,kaout c'hoant da,хүсэх
1055,anfangen::V,kregiñ,эхлэх
1056,beenden::V,achuiñ,дуусгах
1057,aufhören::V,paouez,болих
1058,aufhören::V,paouez,зогсох
1059,öffnen::V,digeriñ,нээх
1060,öffnen::V,digeriñ,тайлах
1061,schließen::V,serriñ,хаах
1062,stellen::V,lakaat,тавих
1063,stellen::V,lakaat,босгох
1064,setzen::V,lakaat,суулгах
1065,legen::V,lakaat,хийх
1066,legen::V,lakaat,тавих
1067,berühren::V,touch,шүргэх
1068,verbinden::V,eren,залгах
1069,bedecken::V,goloiñ,бүрэх
1070,aufhängen::V,istribilhañ,өлгөх
1071,aufhängen::V,istribilhañ,дүүжлэх
1072,anzünden::V,alumiñ,асаах
1073,anzünden::V,alumiñ,ноцоох
1074,anzünden::V,c'hwezzañ,асаах
1075,anzünden::V,c'hwezzañ,ноцоох
1076,aufheben::V,dastum,өргөх
1077,zurücklassen::V,lezel,орхих
1078,zurücklassen::V,lezel,үлдээх
1079,verlieren::V,koll,гээх
1080,fallen lassen::V,laoskel,унагах
1081,fallen lassen::V,lezel da gouezhel,унагах
1082,machen::V,ober,хийх
1083,machen::V,ober,гаргах
1084,herstellen::V,fardañ,бүтээх
1085,bauen::V,sevel,барих
1086,reparieren::V,adaozañ,засах
1087,reparieren::V,adaozañ,сэлбэх
1088,verbessern::V,gwellaat,засах
1089,verbessern::V,gwellaat,сайжруулах
1090,ändern::V,cheñch,өөрчлөх
1091,graben::V,kleuzañ,малтах
1092,beugen::V,plegañ,бөгтийлгөх
1093,biegen::V,krommañ,матах
1094,biegen::V,krommañ,муруйлгах
1095,drehen::V,treiñ,эргүүлэх
1096,wenden::V,treiñ,эргүүлэх
1097,umdrehen::V,treiñ,хөрвүүлэх
1098,heben::V,sevel,өргөх
1099,hochheben::V,sevel,өргөх
1100,ergreifen::V,kemer,атгах
1101,halten::V,dalc'hen,барих
1102,drücken::V,bountañ,дарах
1103,schieben::V,poulzañ,түлхэх
1104,kratzen::V,skrabat,хусах
1105,kratzen::V,skrabat,маажих
1106,lecken::V,lipat,долоох
1107,beißen::V,kregiñ,зуух
1108,beißen::V,kregiñ,хазах
1109,abreißen::V,diframmañ,таслах
1110,abschneiden::V,troc'hañ,тайрах
1111,binden::V,stagañ,боох
1112,binden::V,stagañ,хүлэх
1113,stecken::V,sankañ,шаах
1114,stecken::V,sankañ,шигтгэх
1115,brechen::V,darnaouiñ,хугалах
1116,klopfen::V,skoiñ,цохих
1117,klopfen::V,skoiñ,тогших
1118,hauen::V,dornañ,дэлдэх
1119,kleben::V,pegañ,наах
1120,reiben::V,taravat,нухах
1121,reiben::V,taravat,нидчих
1122,reiben::V,trekiñ,нухах
1123,reiben::V,trekiñ,нидчих
1124,streichen::V,toazañ,нялах
1125,streichen::V,toazañ,түрхэх
1126,schleifen::V,lemmañ,билүүдэх
1127,schleifen::V,lemmañ,гуранздах
1128,schneiden::V,troc'hañ,огтлох
1129,rütteln::V,tordorosañ,холхнулах
1130,schütteln::V,hejañ,сэгсрэх
1131,schütten::V,diskargañ,цутгах
1132,schütten::V,diskargañ,аягалах
1133,füllen::V,kargañ,дүүргэх
1134,einwickeln::V,gronnañ,боох
1135,einwickeln::V,gronnañ,ороох
1136,tragen::V,dougen,авчрах
1137,schleppen::V,stlejal,чирэх
1138,ziehen::V,sachañ,татах
1139,aufbewahren::V,miret,хадгалах
1140,werfen::V,teuler,хаях
1141,werfen::V,teuler,шидэх
1142,fangen::V,tapañ,барих
1143,packen::V,krapat,шүүрэх
1144,verstecken::V,kuzhat,нуух
1145,teilen::V,rannañ,хуваах
1146,schicken::V,kas,илгээх
1147,schicken::V,kas,явуулах
1148,bringen::V,degas,авчрах
1149,bringen::V,degas,аваачих
1150,hinzufügen::V,lakat ouzhpenn,нэмэх
1151,bekommen::V,kaout,хүлээн авах
1152,erhalten::V,kaout,хүлээн авах
1153,nehmen::V,kemer,авах
1154,wählen::V,choaz,сонгох
1155,auswählen::V,dibab,шилэх
1156,bewahren::V,mirout,гамнах
1157,behindern::V,diaezañ,саад хийх
1158,behindern::V,diaezañ,тотгор болох
1159,verderben::V,lovrañ,эвдэх
1160,beschädigen::V,gwallegañ,гэмтээх
1161,zerbrechen::V,torriñ,хагалах
1162,zerbrechen::V,torriñ,хага цохих
1163,zerreißen::V,diroegiñ,урах
1164,zerstören::V,distrujañ,эвдэх
1165,zerstören::V,distrujañ,сүйтгэх
1166,verbrennen::V,deviñ,шатаах
1167,geben::V,reiñ,өгөх
1168,schenken::V,donezonañ,бэлэглэх
1169,versprechen::V,prometiñ,амлах
1170,wünschen::V,hetiñ,ерөөх
1171,loben::V,feurmiñ,магтах
1172,loben::V,feurmiñ,сайшаах
1173,küssen::V,pokat,озох
1174,küssen::V,pokat,үнсэх
1175,wiegen::V,pouezañ,бүүвэйлэх
1176,zudecken::V,goloiñ,хучих
1177,zudecken::V,goloiñ,бүтээх
1178,wecken::V,dihuniñ,сэрээх
1179,zeigen::V,diskouez,үзүүлэх
1180,führen::V,kas,хөтлөх
1181,lehren::V,deskiñ,заах
1182,unterrichten::V,kelenn,сургах
1183,leiten::V,bleinañ,удирдах
1184,antreiben::V,poulzañ,шамдуулах
1185,lassen::V,leuskel,-уулах
1186,einladen::V,pediñ,залах
1187,vereinigen::V,unisañ,нэгтгэх
1188,vereinigen::V,unisañ,хамтруулах
1189,besuchen::V,gweladenniñ,зочлох
1190,treffen::V,kejal,учрах
1191,treffen::V,kejal,дайралдах
1192,treffen::V,ankontrañ,учрах
1193,treffen::V,ankontrañ,дайралдах
1194,sich versammeln::V,bodennañ,хуралдах
1195,spielen::V,c'hoari,наадах
1196,singen::V,kanañ,дуулах
1197,tanzen::V,dañsal,бүжиглэх
1198,sich trennen::V,dispartiañ,салах
1199,verlassen::V,lezel,хаях
1200,retten::V,saveteiñ,гэтэлгэх
1201,bewachen::V,mesa,сахих
1202,schützen::V,diwall,хамгаалах
1203,verteidigen::V,difenn,хамгаалах
1204,sich schlagen::V,lopañ,зодолдох
1205,siegen::V,trec'hiñ,ялах
1206,ärgern::V,hegasiñ,уурлуулах
1207,ärgern::V,hegasiñ,уур хүргэх
1208,schlagen::V,skeiñ,цохих
1209,treten::V,botaouiñ,өшиглөх
1210,stechen::V,pikat,хатгах
1211,stoßen::V,stokañ,ёврох
1212,stoßen::V,stokañ,нудрах
1213,stehlen::V,laerezh,хулгайлах
1214,stören::V,direnkañ,саад болох
1215,belästigen::V,dregasiñ,зовоох
1216,belästigen::V,dregasiñ,амраахгүй байх
1217,verbergen::V,skoachañ,нуух
1218,verbergen::V,skoachañ,далдлах
1219,täuschen::V,tromplañ,мэхлэх
1220,betrügen::V,lorbañ,хуурах
1221,töten::V,lazhañ,алах
1222,wohnen::V,bezañ o chom,суух
1223,wohnen::V,bezañ o chom,амьдрах
1224,arbeiten::V,labourat,ажиллах
1225,arbeiten::V,labourat,хөдөлмөрлөх
1226,sammeln::V,dastum,түүх
1227,sammeln::V,dastum,хураах
1228,pflücken::V,kuntuilhañ,түүх
1229,jagen::V,chaseal,агнах
1230,jagen::V,chaseal,гөрөөлөх
1231,fischen::V,pesketa,загасчлах
1232,fischen::V,pesketa,загас барих
1233,fassen::V,pakañ,барих
1234,hüten::V,geota,маллах
1235,hüten::V,geota,хариулах
1236,anbinden::V,stagañ,уях
1237,füttern::V,boueta,тэжээх
1238,melken::V,goro,саах
1239,hacken::V,difrakal,цавчих
1240,gießen::V,dourañ,услах
1241,reifen::V,azviñ,боловсрох
1242,zubereiten::V,keginañ,бэлдэх
1243,kochen::V,poazhañ,чанах
1244,backen::V,fritañ,жигнэх
1245,braten::V,rostañ,шарах
1246,braten::V,rostañ,хайрах
1247,stricken::V,stammañ,нэхэх
1248,stricken::V,stammañ,сүлжих
1249,nähen::V,gwriat,оёх
1250,färben::V,livañ,будах
1251,reinigen::V,naetañ,арилгах
1252,reinigen::V,naetañ,цэвэрлэх
1253,waschen::V,gwalc'hiñ,угаах
1254,abwischen::V,torchañ,арчих
1255,spülen::V,disgwalc'hiñ,зайлах
1256,fegen::V,skubañ,хамах
1257,fegen::V,skubañ,шүүрдэх
1258,kehren::V,skubañ,шүүрдэх
1259,kehren::V,skubañ,туужуудах
1260,baden::V,kouronkañ,усанд орох
1261,sich waschen::V,en em walc'hiñ,биеэ угаах
1262,sich anziehen::V,gwiskañ,хувцаслах
1263,kämmen::V,kribat,самнах
1264,schmücken::V,kinklañ,гоёх
1265,schmücken::V,kinklañ,чимэх
1266,sagen::V,larêt,гэх
1267,sagen::V,larêt,хэлэх
1268,sagen::V,lavaret,гэх
1269,sagen::V,lavaret,хэлэх
1270,sprechen::V,komz,ярих
1271,sprechen::V,komz,өгүүлэх
1272,reden::V,kaozeal,хэлэх
1273,reden::V,kaozeal,хөөрөлдөх
1274,sich unterhalten::V,balbotal,ярилцах
1275,fragen::V,goulenn,асуух
1276,bitten::V,goulenn,гуйх
1277,erzählen::V,kontañ,өгүүлэх
1278,mitteilen::V,kemenn,дуулгах
1279,mitteilen::V,kemenn,мэдээлэх
1280,nennen::V,anviñ,нэрлэх
1281,rufen::V,gelver,дуудах
1282,prahlen::V,fougeal,бардах
1283,prahlen::V,fougeal,сайрхах
1284,übersetzen::V,treiñ,орчуулах
1285,denken::V,soñjal,санах
1286,glauben::V,krediñ,итгэх
1287,bemerken::V,apresevañ,ажих
1288,bemerken::V,apresevañ,ажиглах
1289,erkennen::V,anavout,таних
1290,begreifen::V,meizañ,ойлгох
1291,verstehen::V,kompren,мэдэж авах
1292,lernen::V,deskiñ,сурах
1293,wissen::V,gouzout,мэдэх
1294,sich erinnern an::V,kaout soñj e,дурсах
1295,vergessen::V,ankouaat,мартах
1296,messen::V,muzuliañ,хэмжих
1297,zählen::V,kontañ,тоолох
1298,rechnen::V,jedañ,тооцоох
1299,lesen::V,lenn,унших
1300,malen::V,livañ,зурах
1301,zeichnen::V,tresañ,дүрслэн бичих
1302,schreiben::V,skrivañ,бичих
1303,besitzen::V,kaout,эзэмших
1304,kaufen::V,prenañ,худалдан авах
1305,verkaufen::V,gwerzhañ,худалдах
1306,bezahlen::V,paeañ,төлөх
1307,zahlen::V,paeañ,төлөх
1308,beherrschen::V,mestroniañ,эзэмших
1309,ertragen::V,anduriñ,тэсэх
1310,Grube::N,,алам
1311,Grube::N,,нүх
1312,Spur::N,,мөр
1313,Lehm::N,,шавар
1314,Laut::N,,анир
1315,Laut::N,,дуу
1316,Winkel::N,,өнцөг
1317,Lagerfeuer::N,,түүдэг
1318,vergebens::ADV,,хий
1319,untergehen[Sonne]::V,,жаргах
1320,läuten::V,,цохих
1321,klingeln::V,,хонхдох
1322,klingeln::V,,дуугарах
1323,sich fürchten::V,,айх
1324,fürchten::V,,айх
1325,gelingen::V,,бүтэх
1326,geraten::V,,илрэх
1327,schwenken::V,,дэвэх
1328,schwenken::V,,даллах
1329,reichen::V,,өгөх
1330,reichen::V,,дамжуулах
1331,aufziehen::V,,өсгөх
1332,aufziehen::V,,хүмүүжүүлэх
1333,schießen::V,,харвах
1334,schießen::V,,буу буудах
1335,treiben::V,,туух
1336,umrühren::V,,хутгах
1337,ausziehen::V,,тайлах
1338,anziehen::V,,өмсөх
