,Concept_ID,ko,da
852,lachen::V,웃다,le
853,rühren::V,건드리다,røre
854,weinen::V,울다,græde
855,schimpfen::V,꾸짖다,skænde
856,sich ärgern::V,화를내게 하다,ærgre sig
857,sich fürchten::V,두려원하다,være bange
858,fürchten::V,두려원하다,være bange for
859,fliehen::V,도망치다,flygte
860,flüchten::V,도주하다,flygte
861,sehen::V,보다,se
862,anschauen::V,바라보다,se på
863,anschauen::V,바라보다,betragte
864,ansehen::V,바라보다,anse
865,hören::V,듣다,høre
866,zuhören::V,듣다,høre til
867,probieren::V,시식하다,smage
868,probieren::V,시식하다,smage på
869,riechen::V,내새를맡다,lugte
870,fühlen::V,느끼다,føle
871,scheinen::V,...것같다,synes
872,zu sehen sein::V,보이는,synes
873,vernehmen::V,듣다,erfare
874,vernehmen::V,들어서일다,erfare
875,frieren::V,춥다,fryse
876,tun::V,하다,gøre
877,können::V,할주릴다,kunne
878,wollen::V,바라다,ville
879,anfangen::V,시작하다,begynde
880,beenden::V,다하다,afslutte
881,aufhören::V,그만두다,ophøre
882,aufhören::V,그만두다,holde op
883,gelingen::V,성국하다,lykkes
884,geraten::V,잘되어가다,blive
885,öffnen::V,열다,åbne
886,schließen::V,추측하다,lukke
887,stellen::V,세우다,stille
888,setzen::V,놓다,sætte
889,legen::V,눕히다,lægge
890,berühren::V,대다,berøre
891,verbinden::V,옝열하다,forbinde
892,bedecken::V,덮다,dække
893,bedecken::V,덮다,bedække
894,aufhängen::V,매달다,hænge
895,aufhängen::V,매달다,hænge op
896,anzünden::V,점화하다,tænde
897,anzünden::V,점화하다,antænde
898,aufheben::V,위로올리다,løfte
899,aufheben::V,위로올리다,tage op
900,zurücklassen::V,튀에남기다,lade tilbage
901,verlieren::V,잃다,miste
902,fallen lassen::V,떨어뜨리다,tabe
903,fallen lassen::V,떨어뜨리다,droppe
904,machen::V,하다,gøre
905,herstellen::V,제조하다,fremstille
906,bauen::V,짓다,bygge
907,reparieren::V,수셩자다,reparere
908,verbessern::V,정정하다,rette
909,verbessern::V,정정하다,forbedre
910,ändern::V,바꾸다,ændre
911,graben::V,파다,grave
912,beugen::V,구부리다,bøje
913,biegen::V,굽히다,bøje
914,drehen::V,회전,dreje
915,wenden::V,회전시키다,vende
916,umdrehen::V,회전시키다,dreje om
917,heben::V,일으아키다,hæve
918,hochheben::V,틀어올리다,løfte
919,ergreifen::V,잡다,gribe fat i
920,halten::V,잡다,holde
921,drücken::V,누르다,trykke
922,schieben::V,밀다,skyde
923,schieben::V,밀다,skubbe
924,kratzen::V,긁다,klø
925,kratzen::V,긁다,kradse
926,lecken::V,핥다,slikke
927,beißen::V,물다,bide
928,abschneiden::V,귾어내다,skære af
929,binden::V,매다,binde
930,stecken::V,찌르다,stikke
931,brechen::V,금,brække
932,klopfen::V,치다,banke
933,hauen::V,때리다,hugge
934,kleben::V,들러붙다,klistre
935,reiben::V,문지르다,gnide
936,streichen::V,쓰다듬다,smøre
937,schleifen::V,갈다,slibe
938,schneiden::V,베다,skære
939,schneiden::V,베다,klippe
940,rütteln::V,흔들다,ruske
941,schütteln::V,흔들다,ryste
942,schwenken::V,흔들다,svinge
943,schütten::V,따르다,hælde
944,füllen::V,담다,fylde
945,einwickeln::V,싸다,pakke ind
946,tragen::V,지우다,bære
947,schleppen::V,끌다,slæbe
948,ziehen::V,당기다,trække
949,aufbewahren::V,간직하다,opbevare
950,werfen::V,던지다,kaste
951,fangen::V,밥다,fange
952,packen::V,쥐다,gribe
953,verstecken::V,숨기다,gemme
954,teilen::V,나누다,dele
955,schicken::V,보내다,sende
956,bringen::V,가겨,bringe
957,hinzufügen::V,부가하다,tilføje
958,bekommen::V,얻다,få
959,erhalten::V,지니다,få
960,nehmen::V,잡다,tage
961,wählen::V,선거하다,vælge
962,auswählen::V,선출하다,udvælge
963,bewahren::V,저장보종,bevare
964,behindern::V,훼방하다,hindre
965,behindern::V,훼방하다,forhindre
966,verderben::V,못쓰게 되다,ødelægge
967,beschädigen::V,상하게하다,beskadige
968,zerbrechen::V,깨뜨리다,brække itu
969,zerreißen::V,잡아쫓다,rive itu
970,zerstören::V,파괴하다,ødelægge
971,verbrennen::V,소실하다,brænde
972,geben::V,주다,give
973,reichen::V,내일다,række
974,schenken::V,주다,forære
975,versprechen::V,약속하다,love
976,wünschen::V,바라다,ønske
977,loben::V,칭찬하다,rose
978,küssen::V,키스하다,kysse
979,wiegen::V,어르다,vugge
980,zudecken::V,뚜꺼을하다,dække til
981,wecken::V,깨우다,vække
982,zeigen::V,보이다,vise
983,führen::V,가게하다,føre
984,lehren::V,가르치다,lære
985,unterrichten::V,가르지다,undervise
986,aufziehen::V,사육하다,opdrage
987,leiten::V,이끌다,lede
988,antreiben::V,몰다,skynde på
989,lassen::V,내버려두다,få til at
990,einladen::V,초청하다,indbyde
991,einladen::V,초청하다,invitere
992,vereinigen::V,하나로하다,forene
993,besuchen::V,방문하다,besøge
994,treffen::V,만나다,møde
995,sich versammeln::V,조립하다,forsamles
996,spielen::V,눌다,lege
997,spielen::V,눌다,spille
998,singen::V,노래하다,synge
999,tanzen::V,춤추하다,danse
1000,sich trennen::V,가르다,skilles
1001,verlassen::V,버림받은,forlade
1002,retten::V,구조하다,redde
1003,bewachen::V,치키다,bevogte
1004,schützen::V,보호하다,skærme
1005,schützen::V,보호하다,beskytte
1006,verteidigen::V,막다,forsvare
1007,sich schlagen::V,치다,slås
1008,schießen::V,쏘다,skyde
1009,siegen::V,이기다,sejre
1010,ärgern::V,성을내게하다,ærgre
1011,schlagen::V,치다,slå
1012,treten::V,디디다,sparke
1013,stechen::V,찌르다,stikke
1014,stoßen::V,찌르다,støde
1015,stehlen::V,훔치다,stjæle
1016,stören::V,움직이다,forstyrre
1017,belästigen::V,괴롭히다,genere
1018,belästigen::V,괴롭히다,ulejlige
1019,verbergen::V,숨기다,skjule
1020,täuschen::V,속이다,villede
1021,betrügen::V,속이다,bedrage
1022,töten::V,죽이다,dræbe
1023,wohnen::V,실다,bo
1024,arbeiten::V,일하다,arbejde
1025,sammeln::V,모으다,samle
1026,pflücken::V,꿔다,plukke
1027,jagen::V,사냥하다,jage
1028,fischen::V,고기를잡다,fiske
1029,fassen::V,움켜쥐다,fange
1030,hüten::V,망보다,vogte
1031,treiben::V,몰아세우다,drive
1032,anbinden::V,묶다,binde fast
1033,füttern::V,사료를주다,fodre
1034,melken::V,젖을짜다,malke
1035,hacken::V,자르다,hakke
1036,gießen::V,물을대다,hælde
1037,reifen::V,성숙하다,modne
1038,zubereiten::V,조제하다,tilberede
1039,kochen::V,요리하다,koge
1040,backen::V,쿱다,bage
1041,braten::V,굽다,stege
1042,umrühren::V,교반하다,røre om
1043,stricken::V,뜨개질하다,strikke
1044,nähen::V,꿰매다,sy
1045,färben::V,채색하다,farve
1046,reinigen::V,청소하다,rense
1047,reinigen::V,청소하다,gøre ren
1048,waschen::V,씻다,vaske
1049,abwischen::V,닦다,tørre af
1050,spülen::V,씻다,skylle
1051,fegen::V,소체하다,feje
1052,kehren::V,청소하다,feje
1053,baden::V,감다,bade
1054,sich waschen::V,모믈 씻다,vaske sig
1055,ausziehen::V,벗다,tage af
1056,anziehen::V,끌어움직이다,tage på
1057,kämmen::V,빗다,rede
1058,kämmen::V,빗다,frisere
1059,schmücken::V,치레하다,pynte
1060,schmücken::V,치레하다,smykke
1061,sagen::V,말하다,sige
1062,sprechen::V,말하다,snakke
1063,reden::V,이야기하다,tale
1064,reden::V,이야기하다,snakke
1065,fragen::V,질문하다,spørge
1066,bitten::V,원하다,bede
1067,erzählen::V,이야기하다,berette
1068,erzählen::V,이야기하다,fortælle
1069,mitteilen::V,이야기하다,meddele
1070,nennen::V,부르다,nævne
1071,rufen::V,불러내다,råbe
1072,prahlen::V,자랑하다,prale
1073,übersetzen::V,번역하다,oversætte
1074,denken::V,생각하다,tænke
1075,glauben::V,믿다,tro
1076,bemerken::V,인자하다,bemærke
1077,bemerken::V,인자하다,lægge mærke til
1078,erkennen::V,인식하다,genkende
1079,begreifen::V,파악하다,begribe
1080,verstehen::V,이해하다,forstå
1081,lernen::V,배우다,lære
1082,wissen::V,알다,vide
1083,sich erinnern an::V,상기하다,mindes
1084,sich erinnern an::V,상기하다,huske på
1085,vergessen::V,잊다,glemme
1086,messen::V,측정하다,måle
1087,zählen::V,세다,tælle
1088,rechnen::V,게산하다,regne
1089,lesen::V,읽다,læse
1090,malen::V,그리다,male
1091,zeichnen::V,소묘하다,tegne
1092,schreiben::V,쓰다,skrive
1093,besitzen::V,소유하다,eje
1094,besitzen::V,소유하다,besidde
1095,kaufen::V,사다,købe
1096,verkaufen::V,팔다,sælge
1097,bezahlen::V,지불하다,betale
1098,zahlen::V,치르다,betale
1099,beherrschen::V,지배하다,beherske
1100,ertragen::V,참다,tåle
1101,ertragen::V,참다,udholde
1102,Raureif::N,,rimfrost
1103,Grube::N,,grav
1104,Lust::N,,lyst
1105,Nachricht::N,,efterretning
1106,klug::A,,klog
1107,von hier::ADV,,herfra
1108,müde werden::V,,blive træt
1109,krank werden::V,,blive syg
1110,krank sein::V,,være syg
1111,abreißen::V,,rive af
1112,sich anziehen::V,,klæde sig på
1113,sich unterhalten::V,,snakke sammen
