,Concept_ID,ml,es
645,hungrig::A,വിശപ്പുള്ള,hambriento
646,krank::A,അസുഖമുള്ള,enfermo
647,nackt::A,നഡമായ,desnudo
648,traurig::A,വിഷമമുള്ള,triste
649,lebendig::A,ഉപജീവനം,vivo
650,lebendig::A,ഉപജീവനം,viviente
651,gut::A,നല്ല,bueno
652,schlecht::A,മോശമായ,malo
653,richtig::A,ശരിയായ,justo
654,richtig::A,ശരിയായ,correcto
655,schlimm::A,വൃത്തികെട്ട,malo
656,schlimm::A,വൃത്തികെട്ട,grave
657,wahr::A,ശരിയായ,verídico
658,wahr::A,ശരിയായ,verdadero
659,alt::A,പഴയ,viejo
660,neu::A,പുതിയ,nuevo
661,ehemalig::A,മുൻ,antiguo
662,alt[Lebewesen]::A,വയസ്സുള്ള,viejo
663,jung::A,കൌമാരമായ,joven
664,arm::A,പാവപ്പെട്ട,pobre
665,reich::A,സമ്പന്നമായ,rico
666,bekannt::A,പരിചിതമായ,conocido
667,berühmt::A,പ്രശസ്തനായ,famoso
668,berühmt::A,പ്രശസ്തനായ,célebre
669,fremd::A,വൈദേശികമായ,extraño
670,verschieden::A,വ്യത്യസ്തമായ,diverso
671,verschieden::A,വ്യത്യസ്തമായ,distinto
672,verschieden::A,വ്യത്യസ്തമായ,diferente
673,nah::A,അരികത്തുള്ള,cercano
674,fern::A,അകലെയുള്ള,lejano
675,linker::A,അവശേഷിച്ച,izquierdo
676,rechter::A,വലത്തേ,derecho
677,anderer::A,മറ്റുള്ള,otro
678,erster::A,ആദ്യത്തെ,primero
679,zweiter::A,രണ്ടാം,segundo
680,dritter::A,മൂന്നാമത്,tercero
681,letzter::A,അവസാനത്തെ,último
682,allein::ADV,തനിച്ചുള്ള,a solo
683,auf einmal::ADV,ഉടന്,de una vez
684,zusammen::ADV,ഒരുമിച്ച,juntos
685,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,mucho tiempo
686,plötzlich::ADV,പെട്ടെന്ന്,de repente
687,sofort::ADV,തത്ക്ഷണം,en seguida
688,später::ADV,പിന്നീട്,más tarde
689,jetzt::ADV,ഇപ്പോൾ,ahora
690,heute::ADV,ഇന്ന്,hoy
691,morgen::ADV,നാളെ,mañana
692,bald::ADV,ഉടനെ,pronto
693,bald::ADV,ഉടനെ,en breve
694,dann::ADV,അപ്പോൾ,luego
695,dann::ADV,അപ്പോൾ,entonces
696,gestern::ADV,ഇന്നലെ,ayer
697,einst::ADV,പണ്ടൊരിക്കല്,antaño
698,damals::ADV,അപ്പോൾ,entonces
699,danach::ADV,പിന്നീട്,después
700,vorher::ADV,മുൻപ്,antes
701,zuerst::ADV,ആദ്യം,primero
702,einmal::ADV,ഒരിക്കൽ,una vez
703,manchmal::ADV,ചിലപ്പോൾ,a veces
704,oft::ADV,പലപ്പോഴും,a menudo
705,oft::ADV,പലപ്പോഴും,con frecuencia
706,immer::ADV,എപ്പോഴും,siempre
707,niemals::ADV,ഒരിക്കലും,jamás
708,hier::ADV,ഇവിടെ,aquí
709,hierhin::ADV,ഇവിടേക്ക്,acá
710,von hier::ADV,ഇവിടെനിന്ന്,desde aquí
711,dort::ADV,അവിടെ,ahí
712,dort::ADV,അവിടെ,allí
713,dorthin::ADV,അവിടേക്ക്,allí
714,dorthin::ADV,അവിടേക്ക്,hacia allí
715,geradeaus::ADV,മുമ്പിൽ,todo derecho
716,geradeaus::ADV,മുമന്നോട്ട്,todo derecho
717,vorwärts::ADV,മുന്നോട്ട്,adelante
718,rückwärts::ADV,തലതിരിച്ച്,hacia atrás
719,zurück::ADV,പുറകിലേക്ക്,atrás
720,unten::ADV,താഴെ,abajo
721,hinab::ADV,താഴേക്ക്,hacia abajo
722,oben::ADV,മുകളിൽ,arriba
723,hinauf::ADV,മുകളിൽ,hacia arriba
724,überall::ADV,എല്ലായിടത്തും,por todas partes
725,nicht::ADV,ഇല്ല,no
726,ein wenig::ADV,കുറച്ച്,un poco
727,kaum::ADV,കഷ്ടിച്ച്,apenas
728,sehr::ADV,വളരെ,muy
729,sehr::ADV,വളരെ,mucho
730,so::ADV,അങ്ങനെ,tan
731,noch::ADV,ഇപ്പോഴും,aún
732,noch::ADV,ഇപ്പോഴും,todavía
733,nur::ADV,മാത്രം,solamente
734,schon::ADV,നേരത്തേ തന്നെ,ya
735,wieder::ADV,വീണ്ടും,de nuevo
736,vergebens::ADV,വിഫല,en vano
737,vor::PRP,മുമ്പിൽ,antes de
738,vor::PRP,മുമ്പിൽ,delante de
739,hinter::PRP,പുറകിൽ,tras
740,hinter::PRP,പുറകിൽ,detrás de
741,unter::PRP,കീഴിൽ,bajo
742,unter::PRP,കീഴിൽ,debajo de
743,durch::PRP,ഉള്ളിലൂടെ,por
744,durch::PRP,ഉള്ളിലൂടെ,a través de
745,neben::PRP,അടുത്ത്,al lado de
746,zwischen::PRP,ഇടയ്ക്ക്,entre
747,wegen::PRP,നിമിത്തം,por
748,wegen::PRP,നിമിത്തം,a causa de
749,dies::PRN,ഇത്,esto
750,das::PRN,അത്,eso
751,das::PRN,അത്,esto
752,alles::PRN,എല്ലാം,todo
753,ich::PRN,ഞാൻ,yo
754,du::PRN,നിങ്ങൾ,tú
755,er::PRN,അദ്ദേഹം,él
756,er::PRN,അയാൾ,él
757,er::PRN,അവൻ,él
758,er::PRN,അവർ,él
759,er::PRN,അവൾ,él
760,wir::PRN,നമ്മൾ,nosotros
761,ihr::PRN,നിങ്ങൾ,vosotros
762,sie::PRN,അവർ,ellos
763,was::FPRN,എന്ത്,qué
764,wer::FPRN,ആര്,quién
765,wo::FADV,എവിടെ,dónde
766,wohin::FADV,എവിടേക്ക്,adónde
767,wohin::FADV,എവിടേക്ക്,hacia dónde
768,wie::FADV,എങ്ങനെ,cómo
769,warum::FADV,എന്തുകൊണ്ട്,por qué
770,wieviel::FNUM,എത്ര,cuánto
771,eins::NUM,ഒന്ന്,uno
772,zwei::NUM,രണ്ട്,dos
773,drei::NUM,മൂന്ന്,tres
774,vier::NUM,നാല്,cuatro
775,fünf::NUM,അഞ്ച്,cinco
776,sechs::NUM,ആറ്,seis
777,sieben::NUM,ഏഴ്,siete
778,acht::NUM,എട്ട്,ocho
779,neun::NUM,ഒമ്പത്,nueve
780,zehn::NUM,പത്ത്,diez
781,elf::NUM,പതിനൊന്ന്,once
782,zwölf::NUM,പന്ത്രണ്ട്,doce
783,zwanzig::NUM,ഇരുപത്,veinte
784,dreißig::NUM,മുപ്പത്,treinta
785,vierzig::NUM,നാൽപ്പത്,cuarenta
786,fünfzig::NUM,അൻപത്,cincuenta
787,sechzig::NUM,അറുപത്,sesenta
788,siebzig::NUM,എഴുപത്,setenta
789,achtzig::NUM,എൺപത്,ochenta
790,neunzig::NUM,തൊണ്ണൂറ്,noventa
791,hundert::NUM,നൂറ്,cien
792,hundert::NUM,നൂറ്,ciento
793,tausend::NUM,ആയിരം,mil
794,und::CNJ,ഉം,y
795,oder::CNJ,അഥവാ,o
796,stehen::V,നിൽക്കുക,estar de pie
797,sitzen::V,ഇരിക്കുക,estar sentado
798,liegen::V,കിടക്കുക,yacer
799,liegen::V,കിടക്കുക,estar acostado
800,hängen::V,തൂങ്ങുക,pender
801,werden::V,ആയിത്തീരുക,hacerse
802,passieren::V,സംഭവിക്കുക,suceder
803,beginnen::V,ആരംഭിക്കുക,iniciarse
804,beginnen::V,ആരംഭിക്കുക,principiar
805,enden::V,അവസാനിപ്പിക്കുക,acabar
806,enden::V,അവസാനിപ്പിക്കുക,terminar
807,wechseln::V,മാറ്റുക,variar
808,wechseln::V,മാറ്റുക,alternar
809,aufgehen[Sonne]::V,ഉയരുക,salir
810,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,ponerse
811,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,descender
812,scheinen[Sonne]::V,പ്രകാശിക്കുക,brillar
813,donnern::V,ഇടിവെട്ടുക,tronar
814,wehen::V,വീശുക,soplar
815,strömen::V,ഒഴുകുക,afluir
816,fließen::V,ഒഴുകുക,fluir
817,fließen::V,ഒഴുകുക,correr
818,sich drehen::V,ചുറ്റുക,girar
819,sich drehen::V,കറക്കുക,girar
820,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,vacilar
821,schwingen::V,ആടുക,oscilar
822,fallen::V,വീഴുക,caer
823,brennen::V,കത്തുക,arder
824,brennen::V,കത്തുക,quemar
825,rauchen::V,പുകയുക,humear
826,rauchen::V,പുകയുക,echar humo
827,regnen::V,മഴ_പെയ്യുക,llover
828,gefrieren::V,തണത്ത്_മരവിക്കുക,helarse
829,tauen::V,അലിയുക,deshelarse
830,schmelzen::V,ഉരുകുക,fundirse
831,schmelzen::V,ഉരുകുക,derretirse
832,trocknen::V,വരളുക,secarse
833,sieden::V,തിളപ്പിക്കുക,hervir
834,faulen::V,ചീയുക,pudrirse
835,verfaulen::V,അഴുകുക,pudrirse
836,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,romperse
837,versinken::V,മുക്കുക,hundirse
838,vergehen::V,കടന്നുപോകുക,pasar
839,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,aparecer
840,verschwinden::V,അദൃശ്യമാകുക,desaparecer
841,sinken::V,താഴുക,bajar
842,abnehmen::V,കുറിയുക,decrecer
843,abnehmen::V,കുറിയുക,disminuir
844,zunehmen::V,വർദ്ധിക്കുക,crecer
845,zunehmen::V,വർദ്ധിക്കുക,aumentar
846,steigen::V,ഉയരുക,subir
847,steigen::V,ഉയരുക,ascender
848,wachsen::V,വളരുക,crecer
849,glänzen::V,മിന്നുക,brillar
850,glänzen::V,മിന്നുക,resplandecer
851,funkeln::V,തിളങ്ങുക,chispear
852,lärmen::V,ശബ്ദമുണ്ടാക്കുക,hacer ruido
853,läuten::V,മണിമുഴങ്ങുക,sonar
854,läuten::V,മണിമുഴങ്ങുക,repicar
855,klingeln::V,ചിലമ്പുക,tocar el timbre
856,klirren::V,കിലുക്കുക,tintinear
857,brausen::V,മുഴങ്ങുക,zumbar
858,rauschen::V,അനങ്ങുക,murmurar
859,klingen::V,മുഴക്കുക,sonar
860,bellen::V,കുരയ്ക്കുക,ladrar
861,heulen::V,ഓരിയിടുക,ulular
862,blasen::V,ഊതുക,soplar
863,pfeifen::V,വിസിലടിക്കുക,silbar
864,schreien::V,ആക്രോശിക്കുക,gritar
865,stöhnen::V,അരക്കം,gemir
866,stöhnen::V,ആർത്തനാദം,gemir
867,zittern::V,വിറയ്ക്കുക,temblar
868,leben::V,താമസിക്കുക,vivir
869,geboren werden::V,ജനിക്കുക,nacer
870,atmen::V,ശ്വസിക്കുക,respirar
871,trinken::V,കുടിക്കുക,beber
872,essen::V,കഴിക്കുക,comer
873,schlucken::V,വിഴുങ്ങുക,tragar
874,müde werden::V,ക്ഷീണിക്കുക,cansarse
875,müde werden::V,ക്ഷീണിക്കുക,fatigarse
876,einschlafen::V,നിദ്രിക്കുക,dormirse
877,schlafen::V,ഉറങ്ങുക,dormir
878,aufwachen::V,ഉണരുക,despertarse
879,aufstehen::V,എഴുന്നേൽക്കുക,levantarse
880,sich erholen::V,വിശ്രമിക്കുക,reposar
881,sich erholen::V,വിശ്രമിക്കുക,descansar
882,krank werden::V,ദീനംപിടിക്കുക,caer enfermo
883,krank sein::V,രോഗികളാകുക,estar enfermo
884,schmerzen::V,വേദനിക്കുക,doler
885,husten::V,ചുമയ്ക്കുക,toser
886,genesen::V,സുഖപ്പെടുക,convalecer
887,genesen::V,സുഖപ്പെടുക,restablecerse
888,sterben::V,മരിക്കുക,morir
889,umkommen::V,മരിക്കുക,perecer
890,sich bewegen::V,സ്ഥലം_മാറുക,moverse
891,sich rühren::V,ചലിക്കുക,rebullir
892,sich erheben::V,നിൽക്കുക,levantarse
893,sich setzen::V,ഇരിക്കുക,sentarse
894,hinfallen::V,വീഴുക,caerse
895,laufen::V,നടക്കുക,andar
896,schreiten::V,നടക്കുക,proceder
897,spazierengehen::V,ഉലാത്തുക,pasear
898,spazierengehen::V,ഉലാത്തുക,pasearse
899,eilen::V,പാഞ്ഞെത്തുക,correr prisa
900,sich beeilen::V,തിരിക്കുകൂട്ടുക,darse prisa
901,sich beeilen::V,തിടുക്കം_കാട്ടുക,darse prisa
902,sausen::V,കുതിക്കുക,correr
903,rennen::V,ഓടുക,correr
904,springen::V,ചാടുക,saltar
905,klettern::V,കയറുക,trepar
906,klettern::V,കയറുക,escalar
907,schaukeln::V,ഇളകുക,bambolearse
908,kriechen::V,പതുങ്ങികയറുക,reptar
909,kriechen::V,പതുങ്ങികയറുക,arrastrarse
910,schwimmen::V,നീന്തുക,nadar
911,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,bucear
912,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,sumergirse
913,rudern::V,തുഴയുക,remar
914,fahren::V,വാഹനം ഓടിക്കുക,ir
915,fliegen::V,പറക്കുക,volar
916,gehen::V,പോകുക,ir
917,gehen::V,പോകുക,andar
918,weggehen::V,വിടുക,irse
919,weggehen::V,വിടുക,marcharse
920,abfahren::V,പുറപ്പെടുക,salir
921,abfahren::V,പുറപ്പെടുക,partir
922,anhalten::V,നിർത്തുക,parar
923,anhalten::V,നിർത്തുക,pararse
924,hineingehen::V,പ്രവേശിക്കുക,entrar
925,eintreten::V,പ്രവേശിക്കുക,entrar
926,kommen::V,വരുക,venir
927,ankommen::V,എത്തിച്ചേരുക,llegar
928,zurückkommen::V,തിരിച്ചു വരുക,volver
929,zurückkommen::V,തിരിച്ചു വരുക,regresar
930,bleiben::V,തുടരുക,quedarse
931,warten::V,കാത്തിരിക്കുക,esperar
932,erwarten::V,പ്രതീക്ഷിക്കുക,esperar
933,suchen::V,തിരയുക,buscar
934,finden::V,കണ്ടെത്തുക,hallar
935,finden::V,കണ്ടെത്തുക,encontrar
936,versuchen::V,ശ്രമിക്കുക,intentar
937,vorbereiten::V,തയ്യാറെടുക്കുക,preparar
938,lieben::V,സ്നേഹിക്കുക,amar
939,lieben::V,സ്നേഹിക്കുക,querer
940,mögen::V,ഇഷ്ടപ്പെടുക,querer
941,lachen::V,ചിരിക്കുക,reír
942,rühren::V,ഹൃദയം സ്പർശിക്കുക,conmover
943,weinen::V,തേങ്ങുക,llorar
944,schimpfen::V,പിറുപിറുക്കുക,regañar
945,sich ärgern::V,കോപിക്കുക,enfadarse
946,sich fürchten::V,പേടിക്കുക,tener miedo
947,fürchten::V,പേടിക്കുക,temer
948,fürchten::V,പേടിക്കുക,tener miedo a
949,fliehen::V,രക്ഷപ്പെടുക,huir
950,flüchten::V,രക്ഷപ്പെടുക,escaparse
951,sehen::V,കാണുക,ver
952,anschauen::V,നോക്കുക,mirar
953,ansehen::V,നോക്കുക,mirar
954,hören::V,കേൾക്കുക,oír
955,zuhören::V,ശ്രദ്ധിക്കുക,escuchar
956,probieren::V,രുചിയുള്ളതായി_തോന്നുക,probar
957,probieren::V,രുചിയുള്ളതായി_തോന്നുക,degustar
958,riechen::V,മണത്തു_നോക്കുക,oler
959,fühlen::V,സ്പർശിച്ചറിയുക,sentir
960,scheinen::V,കാണപ്പെടുക,parecer
961,zu sehen sein::V,വെളിച്ചപ്പെടുക,poder verse
962,vernehmen::V,കേൾക്കുക,oír
963,vernehmen::V,കേൾക്കുക,percibir
964,frieren::V,വിറയ്ക്കുക,tener frío
965,tun::V,ചെയ്യുക,hacer
966,können::V,കഴിയുക,poder
967,wollen::V,വേണുക,querer
968,anfangen::V,തുടങ്ങുക,iniciar
969,beenden::V,പൂർത്തിയാക്കുക,acabar
970,beenden::V,പൂർത്തിയാക്കുക,terminar
971,aufhören::V,നിർത്തുക,cesar
972,gelingen::V,വിജയിക്കുക,salir bien
973,geraten::V,പരിണമിക്കുക,salir
974,geraten::V,പരിണമിക്കുക,dar resultado
975,öffnen::V,തുറക്കുക,abrir
976,schließen::V,അടയ്ക്കുക,cerrar
977,stellen::V,വയ്ക്കുക,poner
978,stellen::V,വയ്ക്കുക,colocar
979,setzen::V,വയ്ക്കുക,poner
980,setzen::V,വയ്ക്കുക,colocar
981,legen::V,ഇടുക,poner
982,berühren::V,തൊടുക,tocar
983,verbinden::V,ഘടിപ്പിക്കുക,unir
984,verbinden::V,ഘടിപ്പിക്കുക,juntar
985,bedecken::V,മുടുക,tapar
986,bedecken::V,മുടുക,cubrir
987,aufhängen::V,കെട്ടിതൂക്കുക,colgar
988,anzünden::V,കത്തിക്കുക,encender
989,aufheben::V,പെറുക്കിയെടുക്കുക,recoger
990,zurücklassen::V,വച്ചുപോരുക,dejar
991,verlieren::V,നഷ്ടപ്പെടുക,perder
992,fallen lassen::V,വീഴ്ത്തുക,dejar caer
993,machen::V,ഉണ്ടാക്കുക,hacer
994,herstellen::V,ഉൽപാദിപ്പിക്കുക,fabricar
995,bauen::V,നിർമ്മിക്കുക,construir
996,reparieren::V,നന്നാക്കുക,reparar
997,verbessern::V,മെച്ചപ്പെടുക,mejorar
998,ändern::V,മാറ്റംവരുത്തുക,mudar
999,ändern::V,മാറ്റംവരുത്തുക,modificar
1000,graben::V,കുഴിക്കുക,cavar
1001,beugen::V,വണങ്ങുക,doblar
1002,beugen::V,വണങ്ങുക,inclinar
1003,biegen::V,കുനിയുക,doblar
1004,drehen::V,തിരിക്കുക,volver
1005,drehen::V,തിരിക്കുക,hacer girar
1006,wenden::V,തിരിയുക,volver
1007,umdrehen::V,തിരിയുക,revolver
1008,heben::V,ഉയർത്തുക,levantar
1009,hochheben::V,ഉയർത്തുക,alzar
1010,ergreifen::V,ബലമായി_പിടിക്കുക,coger
1011,halten::V,പിടിക്കുക,tener
1012,drücken::V,അമർത്തുക,apretar
1013,schieben::V,തള്ളുക,empujar
1014,kratzen::V,ചുരണ്ടുക,rascar
1015,lecken::V,നക്കുക,lamer
1016,beißen::V,കടിക്കുക,morder
1017,abreißen::V,കീറിക്കളയുക,arrancar
1018,abschneiden::V,മുറിച്ചുമാറ്റുക,cortar
1019,binden::V,കെട്ടുക,atar
1020,stecken::V,തുളയ്ക്കുക,meter
1021,brechen::V,ഉടയുക,romper
1022,brechen::V,ഉടയുക,quebrar
1023,klopfen::V,തട്ടുക,golpear
1024,hauen::V,അടിക്കുക,pegar
1025,kleben::V,ഒട്ടിക്കുക,pegar
1026,kleben::V,ഒട്ടിക്കുക,encolar
1027,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,frotar
1028,streichen::V,പടർത്തുക,untar
1029,streichen::V,പടർത്തുക,recubrir
1030,schleifen::V,പൊടിക്കുക,afilar
1031,schneiden::V,മുറിക്കുക,cortar
1032,rütteln::V,മുട്ടുക,agitar
1033,schütteln::V,കുലുക്കുക,agitar
1034,schütteln::V,കുലുക്കുക,sacudir
1035,schwenken::V,ആടുക,menear
1036,schütten::V,ഒഴിക്കുക,verter
1037,füllen::V,നിറയ്ക്കുക,llenar
1038,einwickeln::V,പൊതിയുക,envolver
1039,tragen::V,വഹിക്കുക,llevar
1040,schleppen::V,വലിച്ചിഴയ്ക്കുക,arrastrar
1041,ziehen::V,വലിക്കുക,tirar
1042,aufbewahren::V,വയ്ക്കുക,conservar
1043,werfen::V,എറിയുക,echar
1044,werfen::V,എറിയുക,lanzar
1045,fangen::V,പിടിക്കുക,coger
1046,packen::V,തട്ടിപ്പറിക്കുക,agarrar
1047,verstecken::V,മറയ്ക്കുക,esconder
1048,teilen::V,വിഭജിക്കുക,partir
1049,teilen::V,വിഭജിക്കുക,dividir
1050,schicken::V,അയയ്ക്കുക,enviar
1051,bringen::V,കൊണ്ടുവരുക,traer
1052,hinzufügen::V,കൂട്ടുക,añadir
1053,bekommen::V,കിട്ടുക,obtener
1054,bekommen::V,കിട്ടുക,conseguir
1055,erhalten::V,സ്വീകരിക്കുക,recibir
1056,nehmen::V,എടുക്കുക,tomar
1057,wählen::V,തിരഞ്ഞെടുക്കുക,elegir
1058,auswählen::V,തിരഞ്ഞെടുക്കുക,escoger
1059,auswählen::V,തിരഞ്ഞെടുക്കുക,seleccionar
1060,bewahren::V,പുലർത്തുക,guardar
1061,bewahren::V,പുലർത്തുക,preservar
1062,behindern::V,തടയിടുക,estorbar
1063,behindern::V,തടയിടുക,obstaculizar
1064,verderben::V,നശിപ്പിക്കുക,estropear
1065,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,deteriorar
1066,zerbrechen::V,ഉടയുക,romper
1067,zerbrechen::V,ഉടയുക,quebrar
1068,zerreißen::V,കീറുക,desgarrar
1069,zerreißen::V,കീറുക,despedazar
1070,zerstören::V,നശിപ്പിക്കുക,destruir
1071,zerstören::V,നശിപ്പിക്കുക,destrozar
1072,verbrennen::V,കത്തിനശിക്കുക,quemar
1073,verbrennen::V,കത്തിച്ചുകളയുക,quemar
1074,geben::V,കൊടുക്കുക,dar
1075,geben::V,തരുക,dar
1076,reichen::V,കൈമാറുക,pasar
1077,schenken::V,സമ്മാനം കൊടുക്കുക,regalar
1078,versprechen::V,വാഗ്ദാനം_നൽകുക,prometer
1079,wünschen::V,ആഗ്രഹിക്കുക,desear
1080,loben::V,പുകഴ്ത്തുക,alabar
1081,küssen::V,ഉമ്മവയ്ക്കുക,besar
1082,wiegen::V,ഇളകുക,mecer
1083,zudecken::V,മുടുക,tapar
1084,zudecken::V,മുടുക,cubrir
1085,wecken::V,ഉണർത്തുക,despertar
1086,zeigen::V,കാണിക്കുക,mostrar
1087,führen::V,നടത്തുക,guiar
1088,führen::V,നടത്തുക,conducir
1089,lehren::V,പഠിപ്പിക്കുക,enseñar
1090,lehren::V,പഠിപ്പിക്കുക,instruir
1091,unterrichten::V,പരിശീലിപ്പിക്കുക,enseñar
1092,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,criar
1093,leiten::V,നയിക്കുക,guiar
1094,leiten::V,നയിക്കുക,dirigir
1095,antreiben::V,പ്രേരിപ്പിക്കുക,impeler
1096,antreiben::V,പ്രേരിപ്പിക്കുക,impulsar
1097,lassen::V,അനുവദിക്കുക,hacer
1098,einladen::V,ക്ഷണിക്കുക,invitar
1099,vereinigen::V,കൂടിച്ചേരുക,unir
1100,besuchen::V,സന്ദർശിക്കുക,visitar
1101,besuchen::V,സന്ദർശിക്കുക,ir a ver
1102,treffen::V,തമ്മിൽ കാണുക,encontrar
1103,sich versammeln::V,സംയോജിപ്പിക്കുക,reunirse
1104,sich versammeln::V,സംയോജിപ്പിക്കുക,congregarse
1105,spielen::V,കളിക്കുക,jugar
1106,singen::V,പാടുക,cantar
1107,tanzen::V,നൃത്തം ചെയ്യുക,bailar
1108,sich trennen::V,നേർപെടുത്തുക,separarse
1109,verlassen::V,പിൻവാങ്ങുക,dejar
1110,verlassen::V,പിൻവാങ്ങുക,abandonar
1111,retten::V,രക്ഷിക്കുക,salvar
1112,bewachen::V,കാവൽനിൽക്കുക,vigilar
1113,schützen::V,പരിരക്ഷിക്കുക,proteger
1114,verteidigen::V,പ്രതിരോധിക്കുക,defender
1115,sich schlagen::V,കലഹിക്കുക,batirse
1116,schießen::V,വെടിവെക്കുക,tirar
1117,schießen::V,വെടിവെക്കുക,disparar
1118,siegen::V,വിജയിക്കുക,vencer
1119,ärgern::V,വിഷമിപ്പിക്കുക,enojar
1120,ärgern::V,വിഷമിപ്പിക്കുക,enfadar
1121,schlagen::V,അടിക്കുക,pegar
1122,schlagen::V,അടിക്കുക,golpear
1123,treten::V,തൊഴിക്കുക,dar una patada a
1124,stechen::V,കുത്തുക,pinchar
1125,stoßen::V,തള്ളുക,empujar
1126,stehlen::V,മോഷ്ടിക്കുക,robar
1127,stehlen::V,മോഷ്ടിക്കുക,hurtar
1128,stören::V,ശല്യപ്പെടുത്തുക,molestar
1129,belästigen::V,മെനക്കെടുക,molestar
1130,belästigen::V,മെനക്കെടുക,importunar
1131,verbergen::V,മറയ്ക്കുക,ocultar
1132,verbergen::V,മറയ്ക്കുക,esconder
1133,verbergen::V,ഒളിക്കുക,ocultar
1134,verbergen::V,ഒളിക്കുക,esconder
1135,täuschen::V,കബളിപ്പിക്കുക,engañar
1136,betrügen::V,ചതിക്കുക,engañar
1137,töten::V,കൊല്ലുക,matar
1138,wohnen::V,താമസിക്കുക,vivir
1139,wohnen::V,താമസിക്കുക,habitar
1140,arbeiten::V,ജോലിചെയ്യുക,trabajar
1141,sammeln::V,സഞ്ചയിക്കുക,recoger
1142,sammeln::V,സഞ്ചയിക്കുക,coleccionar
1143,pflücken::V,പറിച്ചെടുക്കുക,coger
1144,jagen::V,വേട്ടയാടുക,cazar
1145,fischen::V,മീൻ പിടിക്കുക,pescar
1146,fassen::V,പിടിക്കുക,atrapar
1147,fassen::V,പിടിക്കുക,capturar
1148,hüten::V,ചേർക്കുക,guardar
1149,treiben::V,വാഹനം_ഓടിക്കുക,aballar
1150,anbinden::V,കെട്ടിയിടുക,atar
1151,füttern::V,തീറ്റുക,echar de comer
1152,melken::V,പാലുകറക്കുക,ordeñar
1153,hacken::V,വെട്ടിമുറിക്കുക,picar
1154,hacken::V,വെട്ടിമുറിക്കുക,cortar
1155,gießen::V,നനയ്ക്കുക,regar
1156,reifen::V,പാകമാകുക,madurar
1157,zubereiten::V,പാചകം_ചെയ്യുക,preparar
1158,kochen::V,വേവിക്കുക,cocer
1159,kochen::V,വേവിക്കുക,guisar
1160,backen::V,ബേക്ക് ചെയ്യുക,hornear
1161,backen::V,ബേക്ക് ചെയ്യുക,cocer al horno
1162,braten::V,പോരിക്കുക,asar
1163,braten::V,പോരിക്കുക,freír
1164,umrühren::V,ഇളക്കുക,remover
1165,stricken::V,മെടയുക,hacer punto
1166,stricken::V,മെടയുക,hacer calceta
1167,nähen::V,തുന്നുക,coser
1168,färben::V,ചായം പൂശുക,teñir
1169,färben::V,ചായം പൂശുക,colorear
1170,reinigen::V,വൃത്തിയാക്കുക,limpiar
1171,waschen::V,കഴുകുക,lavar
1172,abwischen::V,തുടയ്ക്കുക,fregar
1173,abwischen::V,തുടയ്ക്കുക,limpiar
1174,spülen::V,കഴുകുക,aclarar
1175,spülen::V,കഴുകുക,enjuagar
1176,fegen::V,അടിച്ചുവാരുക,barrer
1177,fegen::V,അടിച്ചുവാരുക,pasar la escoba
1178,kehren::V,അടിച്ചുവാരുക,barrer
1179,baden::V,നീന്തിത്തുടിക്കുക,bañarse
1180,sich waschen::V,കഴുകുക,lavarse
1181,ausziehen::V,ഇഴുക്കുക,quitar
1182,ausziehen::V,ഇഴുക്കുക,quitarse
1183,anziehen::V,ഉടുക്കുക,ponerse
1184,sich anziehen::V,ധരിച്ച നേടുകയുക,vestirse
1185,kämmen::V,മുടിചീകുക,peinar
1186,schmücken::V,അലങ്കരിക്കുക,adornar
1187,sagen::V,പറയുക,decir
1188,sprechen::V,സംസാരിക്കുക,hablar
1189,reden::V,സംസാരിക്കുക,hablar
1190,reden::V,സംസാരിക്കുക,conversar
1191,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,charlar
1192,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,conversar
1193,fragen::V,ചോദിക്കുക,preguntar
1194,bitten::V,അപേക്ഷിക്കുക,rogar
1195,erzählen::V,പറയുക,contar
1196,mitteilen::V,അറിയിക്കുക,comunicar
1197,mitteilen::V,അറിയിക്കുക,participar
1198,nennen::V,പേരിടുക,llamar
1199,nennen::V,പേരിടുക,nombrar
1200,rufen::V,വിളിക്കുക,llamar
1201,prahlen::V,പൊങ്ങച്ചം പറയുക,jactarse
1202,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,traducir
1203,denken::V,ചിന്തിക്കുക,pensar
1204,glauben::V,വിശ്വസിക്കുക,creer
1205,bemerken::V,ശ്രദ്ധിക്കുക,notar
1206,erkennen::V,തിരിചറിയുക,reconocer
1207,begreifen::V,കൈപ്പിടിയിലാക്കുക,concebir
