,Concept_ID,mn,mdf
537,Stiefel::N,гутал,кя́ме
538,Ring::N,бөгж,суркс
539,Band::N,тууз,керькс
540,Band::N,тууз,лента
541,Kamm::N,сам,сюрьхцем
542,Spiegel::N,толь,ванома
543,Riemen::N,тасам,шнань каркс
544,Riemen::N,сур,шнань каркс
545,Schnur::N,татлага,пикс
546,Schnur::N,татлага,карькскя
547,Leine::N,оосор,вядьме
548,Decke::N,хөнжил,вельхкс
549,Decke::N,хучлага,вельхкс
550,Kissen::N,дэр,тоду
551,Tuch::N,алчуур,руця́
552,Tuch::N,даавуу,руця́
553,Handtuch::N,алчуур,на́рдама
554,Kraft::N,чадал,вий
555,Kraft::N,хүч,вий
556,Stärke::N,эрч,вииши
557,Stärke::N,тэнхээ,вииши
558,Gesundheit::N,бие,шумбраши́
559,Gesundheit::N,эрүүл мэнд,шумбраши́
560,Krankheit::N,эмгэг,урма́
561,Krankheit::N,эмгэг,сярядема
562,Schmerz::N,өвчин,маряма
563,Wunde::N,шарх,керф
564,Fieber::N,халуун,маштыкс
565,Arznei::N,эм,надо́бья
566,Arznei::N,эм,пъчка́фтома
567,Brücke::N,гүүр,седь
568,Brunnen::N,худаг,эши
569,Weide::N,бэлчээр,ванома васта
570,Pfad::N,жим,ян
571,Pfad::N,жим,киня́
572,Pfad::N,зөрөг,ян
573,Pfad::N,зөрөг,киня́
574,Weg::N,зам,ки
575,Weg::N,харгуй,ки
576,Straße::N,зам,ки
577,Straße::N,харгуй,ки
578,Dorf::N,тосгон,веле
579,Dorf::N,гацаа,веле
580,Stadt::N,хот,ош
581,Brief::N,захидал,сёрма
582,Brief::N,захиа,сёрма
583,Buch::N,ном,книга
584,Buch::N,бичиг,книга
585,Buchstabe::N,үсэг,бу́ква
586,Zeitung::N,сонин,газе́та
587,Leben::N,амь,эряф
588,Leben::N,амь,эряма
589,Leben::N,амьдрал,эряф
590,Leben::N,амьдрал,эряма
591,Tod::N,үхэл,кулома́
592,Grab::N,булш,калма
593,Kirche::N,сүм,це́рькав
594,Sünde::N,нүгэл,пежеть
595,Sünde::N,нүгэл,муворкс
596,Sünde::N,хилэнц,пежеть
597,Sünde::N,хилэнц,муворкс
598,Gott::N,бурхан,шкай
599,Arbeiter::N,ажилчин,трудендай
600,Arbeiter::N,ажилчин,работник
601,Arbeiter::N,хөдөлмөрчин,трудендай
602,Arbeiter::N,хөдөлмөрчин,работник
603,Chef::N,дарга,азор
604,Chef::N,дарга,оцюня
605,Meister::N,дархан,мастяр
606,Arzt::N,эмч,врач
607,Arzt::N,эмч,доктор
608,Lehrer::N,багш,учи́тель
609,Geld::N,цаас,ярмакт
610,Geld::N,мөнгө,ярмакт
611,Geschäft::N,наймаа,ладяфкс
612,Geschäft::N,наймаа,ладяф тев
613,Laden::N,дэлгүүр,ла́вка
614,Preis::N,үнэ,питне
615,Ware::N,таваар,миф
616,Ware::N,таваар,ра́маф
617,Ware::N,бараа,миф
618,Ware::N,бараа,ра́маф
619,Nutzen::N,ашиг,пара
620,Nutzen::N,ашиг,лезкс
621,Reichtum::N,баялаг,ко́зяши
622,Welt::N,дэлхий,свет
623,Welt::N,орчлон,свет
624,Land::N,улс,мастор
625,Land::N,орон,мастор
626,Staat::N,төр,государства
627,Staat::N,гүрэн,государства
628,König::N,ван,король
629,Macht::N,засаг,азорондама
630,Macht::N,засаг,азорксши
631,Grenze::N,хил,ёткаян
632,Krieg::N,дайн,война́
633,Feind::N,дайсан,душман
634,Feind::N,дайсан,каршек тюри
635,Gewalt::N,хүчирхэх,наругама
636,Kampf::N,тэмцэл,тюрема́
637,Kampf::N,байлдаан,тюрема́
638,Bogen[Waffe]::N,нум,нал
639,Pfeil::N,годил,нал
640,Pfeil::N,сум,нал
641,Gewehr::N,буу,винто́вка
642,Fehler::N,эндэл,эльбядькс
643,Fehler::N,алдаа,эльбядькс
644,Lüge::N,худал,васькафнема
645,Schaden::N,хор,зия́н
646,Schaden::N,хөнөөл,зия́н
647,Unglück::N,гай,зия́н
648,Unglück::N,гамшиг,зия́н
649,Schuld::N,гэм,муворши
650,Schuld::N,буруу,муворши
651,Alter::N,нас,эряф кизот
652,Alter::N,нас,эряфонь пинге
653,Schluss::N,эцэс,пе
654,Schluss::N,төгсгөл,пе
655,Zeit::N,цаг,пинге
656,Tag::N,өдөр,ши
657,Morgen::N,өглөө,шобдава
658,Mittag::N,үд,шикучка
659,Abend::N,үдэш,иля́дь
660,Nacht::N,шөнө,ве
661,Woche::N,долоо хоног,недя́ля
662,Monat::N,сар,ков
663,Jahr::N,жил,киза
664,Frühling::N,хавар,тунда́
665,Sommer::N,зун,киза
666,Herbst::N,намар,сёксе
667,Winter::N,өвөл,тяла
668,Januar::N,нэгдүгээр сар,кельмеков
669,Februar::N,хоёрдугаар сар,уфайков
670,März::N,гуравдугаар сар,марайков
671,April::N,дөрөвдүгээр сар,шудиков
672,Mai::N,тавдугаар сар,панжиков
673,Juni::N,зургаадугаар сар,лямбеков
674,Juli::N,долдугаар сар,псиков
675,August::N,наймдугаар сар,сёроньков
676,September::N,есдүгээр сар,тюжягов
677,Oktober::N,аравдугаар сар,кельмазаков
678,November::N,арван нэгдүгээр сар,эйндамков
679,Dezember::N,арван хоёрдугаар сар,кучкаков
680,Montag::N,даваа,одговши
681,Dienstag::N,мягмар,ша́вши
682,Mittwoch::N,лхагва,вержи
683,Donnerstag::N,пүрэв,шува́ланя
684,Freitag::N,баасан,пя́денця
685,Samstag::N,бямба,ёткши
686,Sonntag::N,ням,таргоши
687,groß::A,их,оцю
688,groß::A,том,оцю
689,klein::A,бага,ёмла
690,klein::A,жаахан,ёмла
691,lang::A,урт,кува́ка
692,kurz::A,охор,нюрьхкя́ня
693,kurz::A,богино,нюрьхкя́ня
694,breit::A,өргөн,кели
695,schmal::A,уйтан,тяйня
696,schmal::A,нарийн,тяйня
697,dicht::A,нягт,сиде
698,dicht::A,нягт,туста
699,dicht::A,чигжүү,сиде
700,dicht::A,чигжүү,туста
701,dick[Gegenstand]::A,зузаан,эчке
702,dünn::A,нимгэн,шува́ня
703,fein::A,нарийн,шува́ня
704,fest::A,бөх,кеме
705,fest::A,хатуу,кеме
706,flach::A,хавтгай,лапш
707,glatt::A,цагаан,вадяв
708,glatt::A,цагаан,такор
709,hart::A,хатуу,калгода
710,weich::A,зөөлөн,ляпе
711,rund::A,дугуй,кру́глай
712,rund::A,дугариг,кру́глай
713,spitz::A,шовх,ботаз
714,spitz::A,шовх,оржа
715,spitz::A,шовгор,ботаз
716,spitz::A,шовгор,оржа
717,scharf::A,хурц,оржа
718,scharf::A,иртэй,оржа
719,stumpf::A,мохоо,ношка
720,schwer::A,хүнд,стака
721,schön::A,гуа,мазы
722,schön::A,сайхан,мазы
723,heiß::A,халуун,пси
724,warm::A,дулаан,лямбе
725,kalt::A,хүйтэн,кельме
726,kühl::A,сэрүүн,эше
727,frisch::A,эрүүл,свежай
728,frisch::A,жихүүн,свежай
729,feucht::A,чийгтэй,летьке
730,nass::A,нойтон,начка
731,trocken::A,хатсан,коське
732,voll::A,дүүрэн,пяшксе
733,leer::A,хоосон,шава
734,offen::A,онгорхой,панжада
735,offen::A,онгорхой,виде
736,geschlossen::A,битүү,пякстаф
737,geschlossen::A,битүү,сёлгф
738,geschlossen::A,хаалтай,пякстаф
739,geschlossen::A,хаалтай,сёлгф
740,sauber::A,цэвэр,ару
741,sauber::A,хиргүй,ару
742,schmutzig::A,бохир,рда́зу
743,schmutzig::A,бохир,пя́ндра
744,schmutzig::A,хиртэй,рда́зу
745,schmutzig::A,хиртэй,пя́ндра
746,roh::A,түүхий,верок
747,reif::A,болсон,ке́нерьф
748,lecker::A,амттай,танцти
749,süß::A,амттай,ламбама
750,süß::A,чихэрлэг,ламбама
751,bitter::A,гашуун,сяпи
752,sauer::A,эсгэлэн,шапама
753,hell::A,гэгээн,валда
754,hell::A,гэрэлтэй,валда
755,dunkel::A,бараан,шобда
756,dunkel::A,харанхуй,шобда
757,schwarz::A,хар,равжа
758,weiß::A,цагаан,акша
759,rot::A,улаан,якстерь
760,gelb::A,шар,тюжя́
761,blau::A,хөх,сенем
762,blau::A,цэнхэр,сенем
763,grün::A,ногоон,пиже
764,grün::A,ногоон,сянгяря
765,grau::A,орог,уле
766,grau::A,саарал,уле
767,bunt::A,эрээн,сёрмав
768,billig::A,хямд,у́цез
769,billig::A,хямд,аф пи́тни
770,teuer::A,үнэтэй,пи́тни
771,wertvoll::A,үнэт,питни
772,blind::A,сохор,сокор
773,taub::A,чих хатуу,пярав
774,kräftig::A,чийрэг,пяк вии
775,stark::A,хүчтэй,вии
776,stark::A,чадалтай,вии
777,schwach::A,сул,лафча
778,fett::A,тарган,куя́
779,fett::A,голигор,куя́
780,schlank::A,голшиг,виде ронга
781,hübsch::A,сайхан,мазы
782,hübsch::A,хөөрхөн,мазы
783,böse::A,муу,кяжи
784,böse::A,хортой,кяжи
785,dumm::A,тэнэг,аф ёню
786,dumm::A,тэнэг,шава пря
787,faul::A,залхуу,нола
788,fleißig::A,чармайлтгай,ку́лхцонды
789,geizig::A,харамч,кирьжя
790,geizig::A,харамч,жаднай
791,klug::A,цэцэн,ёню
792,klug::A,цэцэн,пря́ви
793,geschickt::A,дүйтэй,маштозь тиф
794,lieb::A,хайрт,цебярь
795,lustig::A,цэнгэлтэй,ра́хси
796,sanft::A,наалинхай,сетьме
797,hungrig::A,өлөн,вача
798,hungrig::A,өлөн,вачеда
799,hungrig::A,өлссөн,вача
800,hungrig::A,өлссөн,вачеда
801,krank::A,өвчтэй,сяряди
802,nackt::A,нүцгэн,штада
803,nackt::A,нүцгэн,кърхтапа
804,traurig::A,гунигт,ла́жнай
805,lebendig::A,амьд,эряй
806,lebendig::A,амьтай,эряй
807,gut::A,сайн,пара
808,gut::A,сайн,цебярь
809,schlecht::A,муу,кальдяв
810,schlecht::A,өөдгүй,кальдяв
811,richtig::A,зөв,виде
812,richtig::A,зүйтэй,виде
813,schlimm::A,муухай,кальдяв
814,wahr::A,үнэн,афкуксонь
815,wahr::A,жинхэнэ,афкуксонь
816,alt::A,хуучин,ташта
817,neu::A,шинэ,од
818,ehemalig::A,агсан,и́нгольдень
819,ehemalig::A,байсан,и́нгольдень
820,alt[Lebewesen]::A,өвгөн,сире
821,alt[Lebewesen]::A,хижээл,сире
822,jung::A,залуу,од
823,arm::A,ядуу,а́шу
824,reich::A,баян,козя
825,reich::A,баялаг,козя
826,bekannt::A,танил,содаф
827,berühmt::A,цуутай,содавикс
828,berühmt::A,алдартай,содавикс
829,fremd::A,харь,лия
830,fremd::A,харь,аф содаф
831,fremd::A,гадаад,лия
832,fremd::A,гадаад,аф содаф
833,verschieden::A,ондоо,аф фкя ла́цонь
834,verschieden::A,янз янзын,аф фкя ла́цонь
835,nah::A,ойрын,мала
836,nah::A,ойрын,аф ичкоздень
837,nah::A,дөтийн,мала
838,nah::A,дөтийн,аф ичкоздень
839,fern::A,холын,и́чкоздень
840,fern::A,холын,куна́рдонь
841,linker::A,буруу,кержи
842,rechter::A,баруун,види
843,anderer::A,өөр,лия
844,anderer::A,нөгөө,лия
845,erster::A,нэгдэх,васенце
846,erster::A,нэгдүгээр,васенце
847,zweiter::A,хоёрдугаар,омбоце
848,dritter::A,гуравдугаар,колмоце
849,letzter::A,сүүлийн,ме́кольце
850,allein::ADV,ганцаараа,ськамонза
851,auf einmal::ADV,нэгмөсөн,вихцок
852,zusammen::ADV,цуг,марс
853,zusammen::ADV,цуг,ма́рса
854,zusammen::ADV,хамт,марс
855,zusammen::ADV,хамт,ма́рса
856,lange::ADV,удаан,кува́тьс
857,plötzlich::ADV,гэнэт,а́пак учт
858,sofort::ADV,дороо,тяникиге
859,später::ADV,дараа,ме́ле
860,jetzt::ADV,өнөө,тяни
861,heute::ADV,өнөө,тячи
862,heute::ADV,өнөөдөр,тячи
863,morgen::ADV,маргааш,ва́нды
864,morgen::ADV,маргаадар,ва́нды
865,bald::ADV,түргэн,курок
866,bald::ADV,удахгүй,курок
867,dann::ADV,хожим,меле
868,dann::ADV,хожим,сяда меле
869,dann::ADV,тэгээд,меле
870,dann::ADV,тэгээд,сяда меле
871,gestern::ADV,өчигдөр,ися́к
872,einst::ADV,нэг,весть
873,einst::ADV,нэг,мзя́рда-бди
874,damals::ADV,тэгэхэд,эста
875,danach::ADV,тэгээд,меле
876,danach::ADV,дараа нь,меле
877,vorher::ADV,урьд,инголи
878,zuerst::ADV,анх,ва́сенда
879,zuerst::ADV,эхлээд,ва́сенда
880,einmal::ADV,нэг удаа,весть
881,manchmal::ADV,хааяа,лия́ста
882,manchmal::ADV,хааяа,ко́ста-ко́ста
883,manchmal::ADV,заримдаа,лия́ста
884,manchmal::ADV,заримдаа,ко́ста-ко́ста
885,oft::ADV,олонтоо,си́деста
886,immer::ADV,байнга,фалу
887,immer::ADV,байнга,най
888,niemals::ADV,хэзээ ч,аф мзя́рдонга
889,niemals::ADV,хэдийд ч,аф мзя́рдонга
890,hier::ADV,энд,тяса
891,hierhin::ADV,нааш,сей
892,hierhin::ADV,нааш,тяза
893,von hier::ADV,эндээс,тя́ста
894,dort::ADV,тэнд,тоса
895,dorthin::ADV,тийш,тов
896,dorthin::ADV,тийш,тоза
897,geradeaus::ADV,шулуун,ви́деста
898,vorwärts::ADV,урагшаа,и́нголи
899,rückwärts::ADV,буцаан,ме́ки
900,rückwärts::ADV,сөөргөө,ме́ки
901,zurück::ADV,буцаж,ме́ки
902,zurück::ADV,гэдрэг,ме́ки
903,unten::ADV,дор,ала
904,hinab::ADV,уруу,алу
905,oben::ADV,дээр,вяре
906,hinauf::ADV,өөд,вяри
907,hinauf::ADV,дээш,вяри
908,überall::ADV,хааяагүй,се́мбе ва́стова
909,überall::ADV,энд тэндгүй,се́мбе ва́стова
910,nicht::ADV,эс,аф
911,nicht::ADV,-гүй,аф
912,ein wenig::ADV,жаахан,аф лама
913,kaum::ADV,арай,а́ньцек
914,kaum::ADV,арай гэж,а́ньцек
915,sehr::ADV,тун,пяк
916,so::ADV,тэгж,ста́не
917,so::ADV,ингээд,ста́не
918,noch::ADV,дахин,нинге
919,noch::ADV,дахиад,нинге
920,nur::ADV,зөвхөн,аньцек
921,nur::ADV,гагцхүү,аньцек
922,schon::ADV,нэгэнт,ни
923,wieder::ADV,дахин,та́га
924,wieder::ADV,дахиад,та́га
925,vergebens::ADV,хий,стак
926,vor::PRP,өмнө,инголе
927,hinter::PRP,ард,фтала
928,hinter::PRP,ард,мельге
929,unter::PRP,доор,ала
930,durch::PRP,дундуур,пачк
931,neben::PRP,хажууд,ваксса
932,zwischen::PRP,завсар,ёткса
933,zwischen::PRP,хооронд,ёткса
934,wegen::PRP,төлөө,сюнеда
935,wegen::PRP,дээрээс,сюнеда
936,dies::PRN,энэ,тя
937,das::PRN,тэр,ся
938,das::PRN,тэр,тона
939,alles::PRN,цөм,сембе
940,alles::PRN,бүгд,сембе
941,ich::PRN,би,мон
942,du::PRN,чи,тон
943,er::PRN,тэр,сон
944,er::PRN,тэр хүн,сон
945,wir::PRN,бид,минь
946,ihr::PRN,та нар,тинь
947,sie::PRN,тэд,синь
948,was::FPRN,юу,мезе
949,wer::FPRN,хэн,кие
950,wo::FADV,хаа,коса
951,wo::FADV,хаана,коса
952,wohin::FADV,хааш,ков
953,wohin::FADV,хааш,коза
954,wohin::FADV,хаана,ков
955,wohin::FADV,хаана,коза
956,wie::FADV,яаж,ко́да
957,wie::FADV,хэрхэн,ко́да
958,warum::FADV,юунд,мес
959,warum::FADV,яагаад,мес
960,wieviel::FNUM,хэдий,мзя́ра
961,wieviel::FNUM,хэд,мзя́ра
962,eins::NUM,нэг,фкя
963,zwei::NUM,хоёр,кафта
964,drei::NUM,гурав,колма
965,vier::NUM,дөрөв,ниле
966,fünf::NUM,тав,вете
967,sechs::NUM,зургаа,кота
968,sieben::NUM,долоо,сисем
969,acht::NUM,найм,кафкса
970,neun::NUM,ес,ве́йхкса
971,zehn::NUM,арав,кемонь
972,elf::NUM,арван нэг,кефкие
973,zwölf::NUM,арван хоёр,кемгафтува
974,zwanzig::NUM,хорь,комсь
975,dreißig::NUM,гуч,колмогемонь
976,vierzig::NUM,дөч,нильге́монь
977,fünfzig::NUM,тавь,ве́дьгемонь
978,sechzig::NUM,жар,ко́дгемонь
979,siebzig::NUM,дал,сизьге́монь
980,achtzig::NUM,ная,ка́фксогемонь
981,neunzig::NUM,ер,ве́йхксогемонь
982,hundert::NUM,зуу,сяда
983,tausend::NUM,мянга,тёжянь
984,und::CNJ,ч,и
985,und::CNJ,ч,дъ
986,und::CNJ,болон,и
987,und::CNJ,болон,дъ
988,oder::CNJ,буюу,или
989,oder::CNJ,буюу,али
990,stehen::V,зогсох,а́щемс стя́да
991,sitzen::V,суух,ащемс озада
992,liegen::V,хэвтэх,ма́дозь а́щемс
993,hängen::V,өлгөөтэй байх,нюрьгомс
994,hängen::V,дүүжлээтэй байх,нюрьгомс
995,werden::V,болох,арамс
996,werden::V,болох,тиевомс
997,passieren::V,тохиох,лисэмс
998,passieren::V,тохиох,эвондамс
999,beginnen::V,эхлэх,ушедомс
1000,enden::V,дүүрэх,лоткамс
1001,wechseln::V,хувирах,по́лафнемс
1002,aufgehen[Sonne]::V,мандах,стямс
1003,aufgehen[Sonne]::V,мандах,лисемс
1004,untergehen[Sonne]::V,жаргах,валгомс
1005,scheinen[Sonne]::V,гэрэлтэх,ва́лдоптомс
1006,donnern::V,дуугарах,торамс
1007,wehen::V,салхилах,уфа́мс
1008,wehen::V,хөөрөгдөх,уфа́мс
1009,strömen::V,гүйх,шудемс
1010,strömen::V,урсах,шудемс
1011,fließen::V,урсах,шудемс
1012,sich drehen::V,эргэлдэх,шаромс
1013,schwanken::V,хэлбэлзэх,якамс
1014,schwingen::V,ганхах,люксемс
1015,schwingen::V,ганхах,нюрьсемс
1016,schwingen::V,хэлбэлзэх,люксемс
1017,schwingen::V,хэлбэлзэх,нюрьсемс
1018,fallen::V,унах,прамс
1019,fallen::V,унах,прашендомс
1020,brennen::V,шатах,паломс
1021,rauchen::V,баагих,качадомс
1022,regnen::V,бороо орно,пиземс
1023,gefrieren::V,хөлдөх,эйндамс
1024,gefrieren::V,хөлдөх,кельмомс
1025,tauen::V,хайлах,соламс
1026,schmelzen::V,уярах,соламс
1027,trocknen::V,хатах,коськомс
1028,sieden::V,буцлах,лакамс
1029,sieden::V,даргилах,лакамс
1030,faulen::V,үжрэх,наксадомс
1031,faulen::V,өмхийрөх,наксадомс
1032,verfaulen::V,бээх,наксадомс
1033,verfaulen::V,өгрөх,наксадомс
1034,reißen::V,цуурах,сязевомс
1035,versinken::V,живэх,ваямс
1036,vergehen::V,нөгчих,ётамс
1037,vergehen::V,өнгөрөх,ётамс
1038,erscheinen::V,гарах,эвондамс
1039,erscheinen::V,бултайх,эвондамс
1040,verschwinden::V,далд орох,юма́мс
1041,verschwinden::V,алга болох,юма́мс
1042,sinken::V,татрах,валгомс
1043,sinken::V,доошлох,валгомс
1044,abnehmen::V,багасах,киремс
1045,abnehmen::V,хорогдох,киремс
1046,zunehmen::V,ихсэх,ламокстомс
1047,zunehmen::V,ихсэх,рашнемс
1048,steigen::V,нэмэгдэх,кеподемс
1049,wachsen::V,өсөх,касомс
1050,wachsen::V,ургах,касомс
1051,glänzen::V,гилгэнэх,цинзелдомс
1052,glänzen::V,гилгэнэх,цифордомс
1053,glänzen::V,гилбэгнэх,цинзелдомс
1054,glänzen::V,гилбэгнэх,цифордомс
1055,funkeln::V,гялжах,ци́фтордомс
1056,funkeln::V,гялалзах,ци́фтордомс
1057,lärmen::V,шуугих,жалнамс
1058,läuten::V,цохих,гайфтемс
1059,klingeln::V,хонхдох,гайфтемс
1060,klingeln::V,дуугарах,гайфтемс
1061,klirren::V,хангир жингэр хийх,ка́нзеркшнемс
1062,brausen::V,бургилах,жоледемс
1063,rauschen::V,сэржигнэх,вжнамс
1064,rauschen::V,сэржигнэх,гамнамс
1065,klingen::V,хангинах,кайгомс
1066,bellen::V,хуцах,ува́мс
1067,heulen::V,улих,сувомс
1068,heulen::V,улих,урнамс
1069,blasen::V,үлзэх,уфа́мс
1070,pfeifen::V,исгэрэх,вяшкомс
1071,schreien::V,хашгирах,пешкодомс
1072,stöhnen::V,ёолох,куфцемс
1073,stöhnen::V,гэнгэнэх,куфцемс
1074,zittern::V,дагжих,таромс
1075,leben::V,амьдрах,эрямс
1076,geboren werden::V,төрөх,шачемс
1077,atmen::V,амьсгалах,ажнамс
1078,trinken::V,уух,симомс
1079,essen::V,идэх,ярхцамс
1080,schlucken::V,залгих,нилемс
1081,müde werden::V,ядрах,сиземс
1082,einschlafen::V,унтчих,матодовомс
1083,schlafen::V,унтах,удомс
1084,aufwachen::V,сэрэх,съргоземс
1085,aufstehen::V,босох,стямс
1086,sich erholen::V,амрах,ваймосемс
1087,krank werden::V,өвдөж эхлэх,сярядькстомс
1088,krank sein::V,өвдөх,сярядемс
1089,schmerzen::V,өвдөх,сярядемс
1090,schmerzen::V,шархирах,сярядемс
1091,husten::V,ханиах,козомс
1092,genesen::V,засрах,пъ́чкамс
1093,sterben::V,үхэх,куломс
1094,sterben::V,нас барах,куломс
1095,umkommen::V,үхэх,юма́мс
1096,sich bewegen::V,хөдлөх,шаштомс
1097,sich rühren::V,хөдлөх,сърхка́мс
1098,sich erheben::V,босох,стямс
1099,sich setzen::V,суух,озамс
1100,hinfallen::V,ойчих,прамс
1101,hinfallen::V,ойчих,сяворемс
1102,laufen::V,явган явах,якамс
1103,schreiten::V,алхах,молемс
1104,schreiten::V,алхах,аськолямс
1105,spazierengehen::V,зугаалах,якамс
1106,eilen::V,хурдлах,эряскодомс
1107,sich beeilen::V,яарах,эряскодомс
1108,sich beeilen::V,шамдах,эряскодомс
1109,sausen::V,давхих,лиемс
1110,rennen::V,гүйх,арнемс
1111,springen::V,харайх,комотнемс
1112,springen::V,дэвхрэх,комотнемс
1113,klettern::V,авирах,ку́цемс
1114,schaukeln::V,ганхалзах,нюрямс
1115,kriechen::V,мөлхөх,шаштомс комада
1116,schwimmen::V,сэлэх,уемс
1117,tauchen::V,шунгах,юпиемс
1118,tauchen::V,шунгах,чёпафнемс
1119,rudern::V,сэлүүрдэх,па́немс ве́неж
1120,fahren::V,явах,ардомс
1121,fliegen::V,нисэх,лиемс
1122,gehen::V,явах,молемс
1123,weggehen::V,явах,тумс
1124,abfahren::V,одох,тумс
1125,abfahren::V,хөдлөх,тумс
1126,anhalten::V,зогсох,лоткамс
1127,hineingehen::V,орох,сува́мс
1128,eintreten::V,орох,сува́мс
1129,kommen::V,ирэх,самс
1130,ankommen::V,хүрэх,самс
1131,ankommen::V,хүрэх,пачкодемс
1132,zurückkommen::V,харих,мърдамс
1133,zurückkommen::V,буцаж ирэх,мърдамс
1134,bleiben::V,үлдэх,иля́домс
1135,warten::V,хүлээх,учемс
1136,erwarten::V,хүлээх,учемс
1137,suchen::V,эрэх,вешемс
1138,suchen::V,бэдрэх,вешемс
1139,finden::V,олох,мумс
1140,versuchen::V,оролдох,варчсемс
1141,vorbereiten::V,бэлтгэх,анокламс
1142,lieben::V,янаглах,кельгомс
1143,mögen::V,таалах,кельгомс
1144,lachen::V,инээх,рахамс
1145,lachen::V,инээх,рахсемс
1146,rühren::V,сэтгэл уяруулах,токамс седи
1147,weinen::V,уйлах,авардемс
1148,schimpfen::V,хараах,сюцемс
1149,sich ärgern::V,уурлах,кяжиямс
1150,sich fürchten::V,айх,пелемс
1151,fürchten::V,айх,пелемс
1152,fliehen::V,зугтах,ворьгодемс
1153,fliehen::V,гүйж очих,ворьгодемс
1154,flüchten::V,оргох,ша́домс
1155,flüchten::V,оргох,во́рьгодемс
1156,sehen::V,үзэх,няемс
1157,anschauen::V,харах,ваномс
1158,ansehen::V,харах,ваномс
1159,hören::V,дуулах,марямс
1160,zuhören::V,чагнах,ку́лхдоньомс
1161,probieren::V,амсаж үзэх,варжамс
1162,riechen::V,үнэрлэх,никса́мс
1163,fühlen::V,мэдрэх,марямс
1164,scheinen::V,шиг үзэгдэх,ня́евомс
1165,zu sehen sein::V,үзэгдэх,ня́евомс
1166,zu sehen sein::V,харагдах,ня́евомс
1167,vernehmen::V,дуулах,марямс
1168,frieren::V,даарах,паломс
1169,frieren::V,даарах,кельмомс
1170,tun::V,хийх,тиемс
1171,tun::V,үйлдэх,тиемс
1172,können::V,болох,маштомс
1173,wollen::V,хүсэх,-не-
1174,anfangen::V,эхлэх,ушедомс
1175,beenden::V,дуусгах,аде́ламс
1176,aufhören::V,болих,лоткамс
1177,aufhören::V,зогсох,лоткамс
1178,gelingen::V,бүтэх,удалакшнемс
1179,geraten::V,илрэх,лисемс
1180,öffnen::V,нээх,панжемс
1181,öffnen::V,тайлах,панжемс
1182,schließen::V,хаах,сёлгомс
1183,stellen::V,тавих,путомс
1184,stellen::V,босгох,путомс
1185,setzen::V,суулгах,озафнемс
1186,setzen::V,суулгах,озавтнемс
1187,legen::V,хийх,путомс
1188,legen::V,тавих,путомс
1189,berühren::V,шүргэх,токамс
1190,verbinden::V,залгах,сотомс
1191,bedecken::V,бүрэх,комачамс
1192,bedecken::V,бүрэх,вельхтямс
1193,aufhängen::V,өлгөх,повфтамс
1194,aufhängen::V,дүүжлэх,повфтамс
1195,anzünden::V,асаах,крьвя́стемс
1196,anzünden::V,ноцоох,крьвя́стемс
1197,aufheben::V,өргөх,кеподемс
1198,aufheben::V,өргөх,касфтомс
1199,zurücklassen::V,орхих,ка́домс
1200,zurücklassen::V,үлдээх,ка́домс
1201,verlieren::V,гээх,юма́фтомс
1202,fallen lassen::V,унагах,прафтомс
1203,machen::V,хийх,тиемс
1204,machen::V,гаргах,тиемс
1205,herstellen::V,бүтээх,анокламс
1206,bauen::V,барих,путомс
1207,reparieren::V,засах,петемс
1208,reparieren::V,сэлбэх,петемс
1209,verbessern::V,засах,цебярьгофтомс
1210,verbessern::V,сайжруулах,цебярьгофтомс
1211,ändern::V,өөрчлөх,полафтомс
1212,graben::V,малтах,шу́вомс
1213,graben::V,малтах,та́ргамс
1214,beugen::V,бөгтийлгөх,мяндемс
1215,biegen::V,матах,комафтомс
1216,biegen::V,муруйлгах,комафтомс
1217,drehen::V,эргүүлэх,шо́вамс
1218,drehen::V,эргүүлэх,ша́рфнемс
1219,wenden::V,эргүүлэх,ша́рфтомс
1220,umdrehen::V,хөрвүүлэх,шарфтомс
1221,heben::V,өргөх,ке́подемс
1222,hochheben::V,өргөх,ке́подемс
1223,hochheben::V,өргөх,ка́сфтомс
1224,ergreifen::V,атгах,фатямс
1225,halten::V,барих,кирдемс
1226,drücken::V,дарах,люпшта́мс
1227,schieben::V,түлхэх,шашфтомс
1228,kratzen::V,хусах,а́нгорямс
1229,kratzen::V,хусах,киськоря́мс
1230,kratzen::V,маажих,а́нгорямс
1231,kratzen::V,маажих,киськоря́мс
1232,lecken::V,долоох,нолсемс
1233,beißen::V,зуух,сускомс
1234,beißen::V,хазах,сускомс
1235,abreißen::V,таслах,сяземс
1236,abschneiden::V,тайрах,керомс
1237,binden::V,боох,сотомс
1238,binden::V,хүлэх,сотомс
1239,stecken::V,шаах,сялгомс
1240,stecken::V,шигтгэх,сялгомс
1241,brechen::V,хугалах,си́ннемс
1242,brechen::V,хугалах,ка́лафтомс
1243,klopfen::V,цохих,чакамс
1244,klopfen::V,цохих,чакиемс
1245,klopfen::V,тогших,чакамс
1246,klopfen::V,тогших,чакиемс
1247,hauen::V,дэлдэх,шавомс
1248,hauen::V,дэлдэх,пиксомс
1249,kleben::V,наах,пе́тфнемс
1250,reiben::V,нухах,шо́вамс
1251,reiben::V,нидчих,шо́вамс
1252,streichen::V,нялах,вадемс
1253,streichen::V,түрхэх,вадемс
