,Concept_ID,el,vep
189,Maus::N,ποντικός,hir'
190,Wolf::N,λύκος,händikaz
191,Vogel::N,πουλί,lind
192,Schwarm::N,σμήνος,parveh
193,Huhn::N,κότα,kana
194,Huhn::N,όρνιθα,kana
195,Hahn::N,πετεινός,kukoi
196,Gans::N,χήνα,hanh'
197,Adler::N,αετός,orl
198,Ente::N,πάπια,sorz
199,Eule::N,κουκουβάγια,hir'pulo
200,Kranich::N,γερανός,kurg
201,Krähe::N,καρακάξα,variš
202,Kuckuck::N,κούκος,kägi
203,Schwan::N,κύκνος,joucen
204,Fisch::N,ψάρι,kala
205,Barsch::N,πέρκα,ahven
206,Hecht::N,λούτσος,haug'
207,Schlange[Tier]::N,φίδι,kü
208,Schlange[Tier]::N,φίδι,mado
209,Wurm::N,σκουλήκι,mado
210,Spinne::N,αράχνη,hämähouk
211,Ameise::N,μυρμήγκι,murahaine
212,Laus::N,ψείρα,täi
213,Mücke::N,κουνούπι,säs'k
214,Fliege::N,μύγα,kärbhaine
215,Schmetterling::N,πεταλούδα,lipkaine
216,Beere::N,ρόγα,marj
217,Apfel::N,μήλο,jablok
218,Pilz::N,μανιτάρι,sen'
219,Pilz::N,μανιτάρι,babuk
220,Zwiebel::N,κρεμμύδι,lauk
221,Saat::N,σπόρος,semned
222,Korn::N,σπυρί,jüvä
223,Korn::N,σπυρί,vill'
224,Heu::N,σανός,hein
225,Schale::N,τσόφλι,kor'
226,Grube::N,λάκκος,kop
227,Falle::N,παγίδα,rida
228,Schlinge::N,θηλειά,rihm
229,Spur::N,ίχνος,jäl'g
230,Asche::N,στάχτη,tuhk
231,Dreck::N,βρωμιά,redu
232,Dreck::N,βρωμιά,pačak
233,Eisen::N,σίδερο,raud
234,Gold::N,μάλαμα,kuld
235,Gold::N,χρυσάφι,kuld
236,Silber::N,ασήμι,hobed
237,Silber::N,άργυρος,hobed
238,Kohle::N,κάρβουνο,hil'
239,Glas::N,γυαλί,stökol
240,Lehm::N,πηλός,savi
241,Sand::N,άμμος,lete
242,Mensch::N,άνθρωπος,mez'
243,Mensch::N,άνθρωπος,ristit
244,Mann::N,άνδρας,mez'
245,Frau::N,γυναίκα,naine
246,Kind::N,παιδί,laps'
247,Junge::N,αγόρι,poig
248,Junge::N,αγόρι,prihaine
249,Mädchen::N,κοπέλα,neičukaine
250,Mädchen::N,κορίτσι,neičukaine
251,Familie::N,οικογένεια,kanz
252,Familie::N,οικογένεια,pereh
253,Großvater::N,παππούς,ded
254,Großmutter::N,γιαγιά,bab
255,Eltern::N,γονείς,vanhembad
256,Eltern::N,γονείς,kazvatajad
257,Vater::N,πατέρας,tat
258,Mutter::N,μητέρα,mam
259,Sohn::N,γιος,poig
260,Tochter::N,κόρη,tütär
261,Bruder::N,αδελφός,veik
262,Bruder::N,αδελφός,vell'
263,Schwester::N,αδελφή,čiža
264,Schwester::N,αδελφή,sizar
265,Onkel::N,θείος,däd'
266,Tante::N,θεία,tädi
267,Ehemann::N,σύζυγος,mužik
268,Ehefrau::N,σύζυγος,ak
269,Freude::N,χαρά,ilo
270,Freude::N,χαρά,ihastuz
271,Gelächter::N,γέλια,nagr
272,Glück::N,ευτυχία,oza
273,Kummer::N,έγνοια,gor'a
274,Wunsch::N,επιθυμία,taht
275,Lust::N,όρεξη,himo
276,Geist::N,πνέυμα,heng
277,Gedanke::N,σκέψη,meletuz
278,Gedächtnis::N,μνήμη,mušt
279,Verstand::N,νους,mel'
280,Sinn::N,νόημα,jüvä
281,Grund::N,λόγος,sü
282,Wahrheit::N,αλήθεια,tozi
283,Gespräch::N,συνομιλία,lodu
284,Gespräch::N,συνομιλία,pagin
285,Märchen::N,παραμύθι,sarn
286,Erzählung::N,διήγημα,sanutez
287,Nachricht::N,είδηση,tedotuz
288,Neuigkeit::N,νέο,uzištuz
289,Name::N,όνομα,nimi
290,Rätsel::N,αίνιγμα,ozoitez
291,Rede::N,λόγος,pagin
292,Rede::N,λόγος,sanad
293,Rede::N,ομιλία,pagin
294,Rede::N,ομιλία,sanad
295,Sprache::N,γλώσσα,kel'
296,Stimme::N,φωνή,än'
297,Wort::N,λέξη,sana
298,Zeichen::N,σημείο,znam
299,Ruf::N,κραυγή,kida
300,Ruf::N,κραυγή,kucund
301,Lärm::N,θόρυβος,judu
302,Laut::N,ήχος,kulund
303,Ton::N,ήχος,kulund
304,Ton::N,τόνος,kulund
305,Lied::N,τραγούδι,pajo
306,Ruhe::N,ησυχία,lebu
307,Leute::N,κόσμος,rahvaz
308,Leute::N,άνθρωποι,rahvaz
309,Volk::N,λαός,rahvaz
310,Arbeit::N,εργασία,tö
311,Arbeit::N,εργασία,rad
312,Gast::N,επισκέπτης,adiv
313,Geschenk::N,δώρο,lahj
314,Spiel::N,παιχνίδι,vänd
315,Gesellschaft::N,κοινωνία,sebr
316,Hilfe::N,βοήθεια,abu
317,Freund::N,φίλος,sebranik
318,Kamerad::N,σύντροφος,sebranik
319,Angelegenheit::N,υπόθεση,azj
320,Anzahl::N,αριθμός,lugu
321,Art::N,είδος,rod
322,Art::N,είδος,rodsugu
323,Stück::N,κομμάτι,pala
324,Stück::N,κομμάτι,supal
325,Teil::N,μέρος,pala
326,Hälfte::N,μισό,pol'
327,Kreis::N,κύκλος,ümbruz
328,Kreis::N,κύκλος,kehkruz
329,Kreuz::N,σταυρός,rist
330,Linie::N,γραμμή,pird
331,Strich::N,γραμμή,pird
332,Abstand::N,απόσταση,keskust
333,Entfernung::N,απόσταση,matk
334,Gegend::N,περιοχή,taho
335,Gegend::N,τοποθεσία,taho
336,Platz::N,χώρος,avaruz'
337,Ort::N,τόπος,koht
338,Seite::N,πλευρά,pol'
339,Seite::N,πλευρά,kül'g
340,Mitte::N,μέση,kesk
341,Gegenstand::N,αντικείμενο,kalu
342,Sache::N,πράγμα,azj
343,Rand::N,άκρη,röun
344,Rand::N,χείλος,röun
345,Kante::N,άκρη,röun
346,Ecke::N,γωνιά,saum
347,Spitze::N,μύτη,agjaine
348,Ende::N,άκρη,agj
349,Loch::N,τρύπα,reig
350,Winkel::N,γωνία,čoga
351,Winkel::N,γωνία,saum
352,Muster::N,σχέδιο,kirjam
353,Größe::N,μέγεθος,suruz'
354,Länge::N,μήκος,piduz
355,Höhe::N,ύψος,korktuz'
356,Gewicht::N,βάρος,jügu
357,Gewicht::N,βάρος,vedäduz
358,Menge::N,ποσότητα,äjüz'
359,Haufen::N,σωρός,kogo
360,Reihe::N,αράδα,rivi
361,Boot::N,βάρκα,veneh
362,Ruder::N,κουπί,air
363,Schlitten::N,έλκηθρο,regi
364,Schlitten::N,έλκηθρο,regut
365,Ski::N,σκι,suks'
366,Lagerfeuer::N,φωτιά,nodj
367,Lagerfeuer::N,φωτιά,pažag
368,Last::N,φορτίο,jüguz
369,Gang::N,δρόμος,astund
370,Schritt::N,βήμα,hašk
371,Norden::N,βορράς,pohjoine
372,Süden::N,νότος,suvi
373,Westen::N,δύση,päivlaskm
374,Osten::N,ανατολή,päivnouzm
375,Holz::N,ξύλο,pu
376,Brett::N,σανίδι,laud
377,Platte::N,πλάκα,keitim
378,Stütze::N,στήριγμα,tugi
379,Stange::N,ραβδί,arz'
380,Stange::N,κοντός,arz'
381,Stock::N,ξύλο,kalu
382,Stock::N,μπαστούνι,kalu
383,Stab::N,ραβδί,seibaz
384,Rohr::N,σωλήνας,torv
385,Haus::N,σπίτι,pert'
386,Heim::N,σπίτι,kodi
387,Ofen::N,σόμπα,päč
388,Ofen::N,θερμάστρα,päč
389,Fußboden::N,πάτωμα,lava
390,Tisch::N,τραπέζι,laud
391,Tisch::N,τραπέζι,stal'c
392,Stuhl::N,καρέκλα,ištim
393,Wiege::N,κούνια,kätte
394,Bett::N,κρεβάτι,sija
395,Bett::N,κρεβάτι,magaduzsija
396,Regal::N,ράφι,palič
397,Kiste::N,κιβώτιο,mülütim
398,Fenster::N,παράθυρο,ikun
399,Tür::N,πόρτα,uks'
400,Tor::N,πύλη,verai
401,Zaun::N,φράχτης,aid
402,Dach::N,στέγη,katuz
403,Leiter::N,σκάλα,pordhad
404,Leiter::N,κλίμακα,pordhad
405,Besen::N,σκούπα,lud
406,Besen::N,σκούπα,vast
407,Spaten::N,φτυάρι,labid
408,Schaufel::N,φτυάρι,labid
409,Gabel::N,πιρούνι,hangoine
410,Löffel::N,κουτάλι,luzik
411,Messer::N,μαχαίρι,veič
412,Nagel::N,καρφί,nagl
413,Netz::N,δίχτυ,verk
414,Haken::N,γάντζος,kouk
415,Haken::N,αγκίστρι,kouk
416,Griff::N,λαβή,kägä
417,Griff::N,λαβή,varz'
418,Schloss::N,κλειδαριά,lukkol
419,Bild::N,εικόνα,kuva
420,Figur::N,ανάστημα,figur
421,Puppe::N,κούκλα,tätüine
422,Beutel::N,πουγγί,havad
423,Bündel::N,δεμάτι,toppaz
424,Bündel::N,δεμάτι,käč
425,Tasche::N,τσάντα,sumk
426,Eimer::N,κουβάς,vädr
427,Deckel::N,καπάκι,katuz
428,Geschirr::N,σκεύη,astii
429,Sack::N,σάκος,havad
430,Tasse::N,φλιτζάνι,čašk
431,Topf::N,χύτρα,pada
432,Kessel::N,καζάνι,katil
433,Essen::N,φαγητό,sönd
434,Nahrung::N,τροφή,söm
435,Speise::N,φαγητό,sömine
436,Fleisch::N,κρέας,liha
437,Getreide::N,σιτάρι,vill'
438,Brei::N,χυλός,pudr
439,Brot::N,ψωμί,leib
440,Brot::N,άρτος,leib
441,Scheibe::N,φέτα,bibaleh
442,Scheibe::N,φέτα,šlik
443,Fett::N,πάχος,razv
444,Butter::N,βούτυρο,voi
445,Öl::N,λάδι,voi
446,Salz::N,αλάτι,sol
447,Suppe::N,σούπα,lem'
448,Suppe::N,σούπα,keitoz
449,Honig::N,μέλι,mezi
450,Milch::N,γάλα,maid
451,Tee::N,τσάι,čai
452,Leder::N,πετσί,nahk
453,Wolle::N,μαλλί,vill
454,Stoff::N,ύφασμα,kangaz
455,Nadel::N,βελόνα,negl
456,Faden::N,κλωστή,nit'
457,Knopf::N,κουμπί,nübl'
458,Knoten::N,κόμπος,sol'm
459,Farbe::N,μπογιά,muju
460,Kleidung::N,ρούχα,sobad
461,Kleidung::N,ενδυμασία,sobad
462,Hemd::N,πουκάμισο,paid
463,Kragen::N,κολάρο,kagluz
464,Ärmel::N,μανίκι,hijam
465,Hose::N,πανταλόνι,štanad
466,Gürtel::N,ζώνη,vö
467,Mütze::N,σκούφος,šapuk
468,Schuh::N,παπούτσι,keng'
469,Stiefel::N,μπότα,sapug
470,Ring::N,δαχτυλίδι,rengaz
471,Band::N,κορδέλα,lentaine
472,Kamm::N,χτένα,suga
473,Spiegel::N,καθρέφτης,zerkol
474,Riemen::N,λουρί,vö
475,Schnur::N,κορδόνι,nor
476,Leine::N,σχοινί,talutimnor
477,Decke::N,κουβέρτα,sijakatuz
478,Kissen::N,μαξιλάρι,pöluz
479,Tuch::N,πανί,paik
480,Tuch::N,μαντήλι,paik
481,Handtuch::N,πετσέτα,käzipaik
482,Kraft::N,δύναμη,vägi
483,Stärke::N,ισχύς,vahvuz'
484,Stärke::N,δύναμη,vahvuz'
485,Gesundheit::N,υγεία,tervhuz
486,Krankheit::N,αρρώστια,läžund
487,Schmerz::N,πόνος,kibu
488,Wunde::N,πληγή,čapatez
489,Fieber::N,πυρετός,säru
490,Arznei::N,φάρμακο,zel'l'
491,Brücke::N,γέφυρα,sild
492,Brunnen::N,πηγάδι,kaiv
493,Weide::N,βοσκή,omaluine
494,Pfad::N,μονοπάτι,tehut
495,Weg::N,δρόμος,te
496,Straße::N,οδός,te
497,Straße::N,δρόμος,te
498,Dorf::N,χωριό,külä
499,Stadt::N,πόλη,lidn
500,Brief::N,γράμμα,kirjeine
501,Brief::N,επιστολή,kirjeine
502,Buch::N,βιβλίο,kirj
503,Buchstabe::N,γράμμα,kirjam
504,Zeitung::N,εφημερίδα,lehtez
505,Leben::N,ζωή,elo
506,Leben::N,βίος,elo
507,Tod::N,θάνατος,surm
508,Grab::N,τάφος,kaum
509,Kirche::N,εκκλησία,jumalanpert'
510,Sünde::N,αμαρτία,grähk
511,Gott::N,θεός,jumal
512,Arbeiter::N,εργάτης,radnik
513,Chef::N,προϊστάμενος,pämez'
514,Meister::N,μάστορας,mastar
515,Meister::N,αρχιτεχνίτης,mastar
516,Arzt::N,γιατρός,lekar'
517,Lehrer::N,δάσκαλος,opendai
518,Geld::N,λεφτά,rahad
519,Geld::N,χρήματα,rahad
520,Geschäft::N,συναλλαγή,biznes
521,Laden::N,μαγαζί,lauk
522,Laden::N,κατάστημα,lauk
523,Preis::N,τιμή,arv
524,Ware::N,εμπόρευμα,tavar
525,Nutzen::N,όφελος,liža
526,Reichtum::N,πλούτος,kodielo
527,Reichtum::N,πλούτος,kal'huz'
528,Welt::N,κόσμος,mail'm
529,Land::N,χώρα,ma
530,Staat::N,κράτος,valdkund
531,Staat::N,πολιτεία,valdkund
532,König::N,βασιλιάς,kunigaz
533,Macht::N,εξουσία,vald
534,Grenze::N,σύνορα,röun
535,Krieg::N,πόλεμος,soda
536,Feind::N,εχθρός,vihanik
537,Feind::N,εχθρός,vastustai
538,Gewalt::N,βία,vägivald
539,Kampf::N,αγώνας,tora
540,Bogen[Waffe]::N,τόξο,taug
541,Pfeil::N,σαΐτα,nol
542,Gewehr::N,τουφέκι,oružj
543,Fehler::N,λάθος,viga
544,Fehler::N,σφάλμα,viga
545,Lüge::N,ψέμα,kelastuz
546,Lüge::N,ψεύδος,kelastuz
547,Schaden::N,ζημία,pahuz'
548,Unglück::N,δυστυχία,bed
549,Unglück::N,δυστυχία,gor'a
550,Schuld::N,ενοχή,värhuz'
551,Schuld::N,φταίξιμο,värhuz'
552,Alter::N,ηλικία,igä
553,Schluss::N,τέλος,lop
554,Zeit::N,χρόνος,aig
555,Tag::N,μέρα,päiv
556,Tag::N,ημέρα,päiv
557,Morgen::N,πρωί,homendez
558,Mittag::N,μεσημέρι,keskpäiv
559,Abend::N,βράδυ,eht
560,Nacht::N,νύχτα,ö
561,Woche::N,εβδομάδα,nedal'
562,Monat::N,μήνας,ku
563,Jahr::N,έτος,voz'
564,Jahr::N,χρόνος,voz'
565,Frühling::N,άνοιξη,keväz'
566,Sommer::N,καλοκαίρι,keza
567,Herbst::N,φθινόπωρο,sügüz'
568,Winter::N,χειμώνας,tal'v
569,Januar::N,Ιανουάριος,viluku
570,Februar::N,Φεβρουάριος,uhoku
571,März::N,Μάρτιος,keväz'ku
572,April::N,Απρίλιος,sulaku
573,Mai::N,Μάιος,semendku
574,Juni::N,Ιούνιος,kezaku
575,Juli::N,Ιούλιος,heinku
576,August::N,Αύγουστος,eloku
577,September::N,Σεπτέμβριος,sügüz'ku
578,Oktober::N,Οκτώβριος,reduku
579,November::N,Νοέμβριος,kül'mku
580,Dezember::N,Δεκέμβριος,tal'vku
581,Montag::N,Δευτέρα,ezmärg
582,Dienstag::N,Τρίτη,tožnarg
583,Mittwoch::N,Τετάρτη,koumanz'päiv
584,Donnerstag::N,Πέμπτη,nellänz'päiv
585,Freitag::N,Παρασκευή,pätnič
586,Freitag::N,Παρασκευή,videnz'päiv
587,Samstag::N,Σάββατο,sobat
588,Sonntag::N,Κυριακή,pühäpäiv
589,groß::A,μεγάλος,sur'
590,groß::A,μεγάλος,järed
591,klein::A,μικρός,pen'
592,klein::A,μικρός,pičuine
593,lang::A,μακρύς,pit'k
594,kurz::A,κοντός,lühüd
595,breit::A,φαρδύς,leved
596,schmal::A,στενός,kaid
597,dicht::A,πυκνός,tihed
598,dick[Gegenstand]::A,παχύς,paks
599,dick[Gegenstand]::A,χοντρός,paks
600,dünn::A,ψιλός,hoik
601,dünn::A,λεπτός,hoik
602,fein::A,ψιλός,hen
603,fest::A,στερεός,luja
604,fest::A,στερεός,ninev
605,flach::A,επίπεδος,lapak
606,glatt::A,λείος,siled
607,glatt::A,ομαλός,siled
608,hart::A,σκληρός,kova
609,weich::A,μαλακός,pehmed
610,rund::A,στρογγυλός,kehker
611,spitz::A,μυτερός,nügu
612,spitz::A,μυτερός,terav
613,scharf::A,κοφτερός,terav
614,stumpf::A,αμβλύς,tül'c
615,schwer::A,βαρύς,jüged
616,schön::A,ωραίος,čoma
617,schön::A,όμορφος,čoma
618,heiß::A,ζεστός,räk
619,warm::A,θερμός,läm'
620,kalt::A,κρύος,vilu
621,kalt::A,ψυχρός,vilu
622,kühl::A,δροσερός,raibak
623,kühl::A,δροσερός,viluhk
624,frisch::A,νωπός,lahed
625,frisch::A,φρέσκος,lahed
626,feucht::A,υγρός,neps
627,feucht::A,υγρός,toreh
628,nass::A,βρεγμένος,märg
629,trocken::A,ξηρός,kuiv
630,trocken::A,στεγνός,kuiv
631,voll::A,γεμάτος,täuz'
632,leer::A,άδειος,joudai
633,offen::A,ανοιχτός,avoin
634,offen::A,ανοιχτός,avol'jaine
635,geschlossen::A,κλειστός,saubaline
636,sauber::A,καθαρός,puhtaz
637,schmutzig::A,βρώμικος,redukaz
638,schmutzig::A,λερωμένος,redukaz
639,roh::A,ωμός,rohk
640,roh::A,ωμός,toreh
641,reif::A,ώριμος,küps
642,lecker::A,νόστιμος,magukaz
643,süß::A,γλυκός,maged
644,bitter::A,πικρός,karged
645,sauer::A,ξινός,muiged
646,hell::A,φωτεινός,kirkas
647,hell::A,φωτεινός,valgei
648,dunkel::A,σκοτεινός,pimed
649,schwarz::A,μαύρος,must
650,schwarz::A,μελανός,must
651,weiß::A,άσπρος,vauged
652,rot::A,κόκκινος,rusked
653,gelb::A,κίτρινος,pakuine
654,blau::A,μπλε,sinine
655,blau::A,γαλανός,sinine
656,grün::A,πράσινος,vihand
657,grau::A,γκρίζος,hahk
658,bunt::A,ποικιλόχρωπος,kirjav
659,billig::A,φτηνός,odav
660,teuer::A,ακριβός,kalliž
661,wertvoll::A,πολύτιμος,arvokas
662,blind::A,τυφλός,soged
663,taub::A,κουφός,kurdiž
664,kräftig::A,δυνατός,vägev
665,stark::A,γερός,vahv
666,stark::A,γερός,vägekaz
667,schwach::A,αδύνατος,väll'
668,fett::A,παχύς,razvakaz
669,schlank::A,λεπτός,kapos
670,schlank::A,λυγερός,kapos
671,hübsch::A,όμορφος,čoma
672,hübsch::A,χαριτωμένος,čoma
673,böse::A,κακός,äred
674,böse::A,κακός,käred
675,dumm::A,κουτός,el'getoi
676,dumm::A,ανόητος,el'getoi
677,faul::A,τεμπέλης,lašk
678,fleißig::A,εργατικός,radonnavedii
679,geizig::A,τσιγγούνης,ažlak
680,klug::A,έξυπνος,melev
681,klug::A,έξυπνος,melekaz
682,geschickt::A,επιδέξιος,mahtokaz
683,lieb::A,φίλος,izo
684,lieb::A,φίλος,sula
685,lieb::A,αγαπητός,izo
686,lieb::A,αγαπητός,sula
687,lustig::A,εύθυμος,ilokaz
688,lustig::A,χαρούμενος,ilokaz
689,sanft::A,ήπιος,laskav
690,hungrig::A,πεινασμένος,näl'ghine
691,krank::A,άρρωστος,läžui
692,nackt::A,γυμνός,alastoi
693,traurig::A,λυπημένος,opalahine
694,lebendig::A,ζωντανός,eläb
695,gut::A,καλός,hüvä
696,schlecht::A,κακός,huba
697,richtig::A,σωστός,oiged
698,schlimm::A,άσχημος,paha
699,wahr::A,αληθής,todesine
700,wahr::A,αληθινός,todesine
701,alt::A,παλιός,vanh
702,neu::A,νέος,uz'
703,neu::A,καινούργιος,uz'
704,ehemalig::A,παλιός,edeline
705,alt[Lebewesen]::A,γέρος,ravaz
706,jung::A,νέος,nor'
707,arm::A,φτωχός,gol'l'
708,reich::A,πλούσιος,elokaz
709,bekannt::A,γνωστός,tutab
710,berühmt::A,περίφημος,tetab
711,berühmt::A,ξακουσμένος,tetab
712,fremd::A,ξένος,veraz
713,verschieden::A,διαφορετικός,erazvuitte
714,nah::A,κοντινός,läheline
715,fern::A,μακριά,edahaine
716,linker::A,αριστερός,hura
717,rechter::A,δεξιός,oiged
718,anderer::A,άλλος,toine
719,erster::A,πρώτος,ezmäine
720,zweiter::A,δεύτερος,toine
721,dritter::A,τρίτος,koumanz'
722,letzter::A,τελευταίος,jäl'gmäine
723,allein::ADV,μόνος,üksnäze
724,auf einmal::ADV,εφάπαξ,ühten aigan
725,zusammen::ADV,μαζί,ühtes
726,lange::ADV,πολύν καιρό,hätken
727,plötzlich::ADV,έξαφνα,äkkid
728,sofort::ADV,αμέσως,kerdalaz
729,später::ADV,αργότερα,möhemba
730,jetzt::ADV,τώρα,nügüd'
731,heute::ADV,σήμερα,tämbei
732,morgen::ADV,αύριο,homen
733,bald::ADV,σε λίγο,pigai
734,bald::ADV,εντός ολίγου,pigai
735,dann::ADV,ύστερα,sid'
736,gestern::ADV,χτες,eglai
