,Concept_ID,ko,hy
773,achtzig::NUM,여든,ութսուն
774,neunzig::NUM,아흔,իննսուն
775,hundert::NUM,백,հարյուր
776,tausend::NUM,천,հազար
777,und::CNJ,와,ու
778,oder::CNJ,아니면,կամ
779,stehen::V,서다,կանգնել
780,sitzen::V,앉다,նստել
781,liegen::V,눕다,ստել
782,hängen::V,달다,կախվել
783,werden::V,되다,դառնալ
784,passieren::V,지장옶다,պատահել
785,beginnen::V,시작되다,սկսվել
786,enden::V,큳내다,վերջանալ
787,wechseln::V,병경하다,փոխվել
788,aufgehen[Sonne]::V,뜨다,բարձրանալ
789,aufgehen[Sonne]::V,뜨다,ելնել 
790,untergehen[Sonne]::V,지다,մտնել
791,scheinen[Sonne]::V,빛나다,շողալ
792,scheinen[Sonne]::V,빛나다,փայլել
793,donnern::V,천둥치다,որոտալ
794,wehen::V,풀다,փչել
795,strömen::V,흐르다,հոսել
796,fließen::V,흐르다,հոսել
797,sich drehen::V,돌다,պտտվել
798,schwanken::V,동요하다,տատանվել
799,schwingen::V,흔들다,ճոճվել
800,fallen::V,떨어지다,ընկնել
801,brennen::V,타다,այրվել
802,rauchen::V,김이나다,ծխել
803,regnen::V,비가오다,անձրեւ գալ
804,gefrieren::V,얼다,սառչել
805,tauen::V,녹다,լկիլ
806,schmelzen::V,녹다,հալիլ
807,trocknen::V,홈치다,չորանալ
808,sieden::V,끓다,եռալ
809,faulen::V,부패하다,փտել
810,verfaulen::V,썩다,նեխել
811,reißen::V,지바찢다,պատռվել
812,reißen::V,지바찢다,ճղվել
813,versinken::V,가라앉다,սուզվել
814,vergehen::V,지나가다,անցնել 
815,erscheinen::V,나타나다,հայտնվել
816,erscheinen::V,나타나다,երեւալ
817,verschwinden::V,사라지다,անհետանալ
818,sinken::V,가라앉다,ընկնել
819,abnehmen::V,떼어내다,փոքրանալ
820,zunehmen::V,증가하다,մեծանալ
821,steigen::V,상승하다,բարձրանալ
822,wachsen::V,생기하다,աճել
823,glänzen::V,뛰오나다,նշուլել
824,glänzen::V,뛰오나다,փայլիլ
825,funkeln::V,불티가잍어나다,փայլատակել
826,lärmen::V,떠들다,աղմուկ հանել
827,läuten::V,울시다,զնգալ
828,klingeln::V,초닌총을울리다,զնգալ
829,klirren::V,탁탁울리다,զնգզնգալ
830,brausen::V,쏴쏴소리내다,մոլեգնել
831,rauschen::V,솨솨,սոսափել
832,klingen::V,반향하다,հնչել
833,bellen::V,짖다,հաչել
834,heulen::V,포효하다,ոռնալ 
835,blasen::V,불다,փչել 
836,pfeifen::V,피리를불다,սուլել
837,schreien::V,절규하다,գոռալ 
838,stöhnen::V,신음하다,տնքալ
839,zittern::V,저뉼하다,դողալ
840,leben::V,살다,ապրել
841,geboren werden::V,태어난,ծնվել
842,atmen::V,숨쉬다,շնչել
843,trinken::V,마시다,խմել
844,essen::V,먹다,ուտել
845,schlucken::V,들이켜다,կլանել
846,schlucken::V,들이켜다,կուլ տալ
847,einschlafen::V,잠들다,քուն մտնել
848,schlafen::V,자다,քնել
849,aufwachen::V,눈트다,արթննալ
850,aufstehen::V,서다,ելլել
851,sich erholen::V,회복하다,հանգստանալ
852,schmerzen::V,아프다,ցավել
853,husten::V,잔기침하다,հազալ
854,genesen::V,낫다,ապաքինվել
855,sterben::V,죽다,մեռնել
856,sterben::V,죽다,վախճանվել
857,umkommen::V,못쓰게되다,կործանվել
858,sich bewegen::V,움직이다,ընթանալ
859,sich rühren::V,움직이다,շարժվել
860,sich erheben::V,이러서다,կանգնել
861,sich erheben::V,이러서다,վեր կենալ
862,sich setzen::V,앉히다,նստել
863,hinfallen::V,넘어지다,ընկնել
864,laufen::V,걷다,քայլել
865,schreiten::V,보행하다,ճեմել
866,spazierengehen::V,산보하다,շրջագայել
867,eilen::V,서둘다,շտապել
868,sich beeilen::V,서둘게하다,շտապել 
869,sausen::V,서들러 떠나다,սլանալ
870,rennen::V,달리다,վազել
871,springen::V,도약하다,ցատկել
872,klettern::V,갑겨오르다,մագլցել
873,schaukeln::V,흔들리게하다,ճոճվել
874,schaukeln::V,흔들리게하다,օրորվել
875,kriechen::V,기다,սողալ
876,schwimmen::V,헤엄치다,լողալ
877,tauchen::V,잠기다,սուզվել
878,rudern::V,물을헤치다,թիավարել
879,fahren::V,가다,ընթանալ
880,fahren::V,나르다,ընթանալ
881,fliegen::V,날다,թռչել
882,gehen::V,가다,գնալ
883,weggehen::V,팔리다,հեռանալ
884,abfahren::V,출발하다,ճանապարհվել
885,anhalten::V,멈추다,կանգնել
886,hineingehen::V,(그리로)가다,մտնել
887,eintreten::V,들러가다,մտնել
888,kommen::V,오다,գալ
889,ankommen::V,고챀하다,ժամանել
890,zurückkommen::V,보기,վերադառնալ
891,bleiben::V,체류,մնալ
892,warten::V,기다리다,սպասել
893,erwarten::V,기대하다,սպասել
894,suchen::V,찾다,որոնել
895,suchen::V,구하다,որոնել
896,finden::V,찾아내다,գտնել
897,versuchen::V,시험하다,փորձել
898,vorbereiten::V,재비하다,պատրաստել
899,lieben::V,사랑하다,սիրել
900,mögen::V,줗아하다,հավանել
901,mögen::V,줗아하다,սիրել
902,lachen::V,웃다,ծիծաղել
903,rühren::V,건드리다,հուզել
904,weinen::V,울다,լալ
905,schimpfen::V,꾸짖다,տրտնջալ
906,schimpfen::V,꾸짖다,քրթմնջել
907,sich ärgern::V,화를내게 하다,զայրանալ
908,sich fürchten::V,두려원하다,վախնալ
909,fürchten::V,두려원하다,վախենալ
910,fliehen::V,도망치다,փախչել
911,flüchten::V,도주하다,փախչել
912,sehen::V,보다,տեսնել
913,anschauen::V,바라보다,դիտել
914,ansehen::V,바라보다,նայել
915,hören::V,듣다,լսել
916,zuhören::V,듣다,ունկնդրել
917,probieren::V,시식하다,համը տեսել
918,riechen::V,내새를맡다,հոտ առնել
919,fühlen::V,느끼다,զգալ
920,scheinen::V,...것같다,երեւալ
921,zu sehen sein::V,보이는,երեւալ
922,vernehmen::V,듣다,իմանալ 
923,vernehmen::V,들어서일다,իմանալ 
924,frieren::V,춥다,մրսել
925,tun::V,하다,անել
926,können::V,할주릴다,կարողանալ
927,wollen::V,바라다,ուզել
928,wollen::V,바라다,ցանկանալ
929,anfangen::V,시작하다,սկսել
930,beenden::V,다하다,վերջացնել
931,aufhören::V,그만두다,դադարել
932,gelingen::V,성국하다,հաջողվել
933,gelingen::V,성국하다,գլուխ գալ
934,geraten::V,잘되어가다,ստացվել
935,öffnen::V,열다,բաց անել
936,schließen::V,추측하다,փակել 
937,stellen::V,세우다,դնել
938,setzen::V,놓다,նստեցնել
939,legen::V,눕히다,դնել
940,berühren::V,대다,դիպչել
941,berühren::V,대다,շոշափել
942,verbinden::V,옝열하다,շաղկապել
943,bedecken::V,덮다,ծածկել
944,aufhängen::V,매달다,կախել
945,anzünden::V,점화하다,վառել
946,aufheben::V,위로올리다,վերցնել
947,zurücklassen::V,튀에남기다,թողնել
948,verlieren::V,잃다,կորցնել
949,fallen lassen::V,떨어뜨리다,գցել
950,machen::V,하다,անել
951,herstellen::V,제조하다,արտադրել
952,bauen::V,짓다,կառուցել
953,reparieren::V,수셩자다,նորոգել
954,verbessern::V,정정하다,բարելավել
955,ändern::V,바꾸다,փոխել
956,graben::V,파다,փորել
957,beugen::V,구부리다,ծռել
958,biegen::V,굽히다,թեքել
959,drehen::V,회전,ոլորել
960,wenden::V,회전시키다,պտտել
961,umdrehen::V,회전시키다,շրջել
962,heben::V,일으아키다,բարձրացնել
963,hochheben::V,틀어올리다,բարձրացնել
964,ergreifen::V,잡다,վարակվել
965,halten::V,잡다,բռնել
966,drücken::V,누르다,ճնշել
967,schieben::V,밀다,հրել
968,kratzen::V,긁다,քերել
969,lecken::V,핥다,լիզել
970,beißen::V,물다,կծել
971,abschneiden::V,귾어내다,կտրել 
972,binden::V,매다,կապել
973,stecken::V,찌르다,խրել
974,brechen::V,금,կոտրել 
975,klopfen::V,치다,թակել
976,hauen::V,때리다,ծեծել
977,kleben::V,들러붙다,կպցնել
978,reiben::V,문지르다,շփել
979,streichen::V,쓰다듬다,վրան քսել
980,schleifen::V,갈다,սրել 
981,schneiden::V,베다,կտրել
982,rütteln::V,흔들다,ցնցել
983,schütteln::V,흔들다,թափահարել
984,schwenken::V,흔들다,ճոճել
985,schütten::V,따르다,լցնել
986,füllen::V,담다,լիքը լցնել
987,einwickeln::V,싸다,փաթաթել
988,tragen::V,지우다,կրել
989,tragen::V,지우다,տանել
990,schleppen::V,끌다,քաշել
991,ziehen::V,당기다,ձգել
992,ziehen::V,당기다,քաշել
993,aufbewahren::V,간직하다,պահել 
994,werfen::V,던지다,նետել
995,fangen::V,밥다,
996,packen::V,쥐다,հափշտակել
997,verstecken::V,숨기다,ծածկել
998,teilen::V,나누다,բաժանել
999,schicken::V,보내다,ուղարկել
1000,bringen::V,가겨,բերել
1001,hinzufügen::V,부가하다,ավելացնել
1002,bekommen::V,얻다,հայթայթել
1003,erhalten::V,지니다,ստանալ
1004,nehmen::V,잡다,վերցնել
1005,wählen::V,선거하다,ընտրել
1006,auswählen::V,선출하다,գերադասել
1007,bewahren::V,저장보종,պահպանել
1008,behindern::V,훼방하다,խոչընդոտել
1009,verderben::V,못쓰게 되다,փչացնել
1010,beschädigen::V,상하게하다,վնասել
1011,zerbrechen::V,깨뜨리다,ջարդել
1012,zerbrechen::V,깨뜨리다,կոտրել
1013,zerreißen::V,잡아쫓다,պատռել
1014,zerstören::V,파괴하다,քանդել
1015,verbrennen::V,소실하다,այրել
1016,geben::V,주다,տալ
1017,reichen::V,내일다,հանձնել
1018,schenken::V,주다,նվիրել
1019,versprechen::V,약속하다,խոստանալ
1020,wünschen::V,바라다,մաղթել
1021,loben::V,칭찬하다,գովել
1022,küssen::V,키스하다,համբուրել
1023,wiegen::V,어르다,օրորել
1024,zudecken::V,뚜꺼을하다,վրան գցել
1025,wecken::V,깨우다,զարթնեցնել
1026,zeigen::V,보이다,ցույց տալ
1027,führen::V,가게하다,ուղեկցել
1028,lehren::V,가르치다,սովորեցնել
1029,unterrichten::V,가르지다,ավանդել
1030,aufziehen::V,사육하다,դաստիարակել
1031,leiten::V,이끌다,ղեկավարել
1032,leiten::V,이끌다,կառավարել
1033,antreiben::V,몰다,շտապեցնել
1034,lassen::V,내버려두다,ստիպել
1035,einladen::V,초청하다,հրավիրել
1036,vereinigen::V,하나로하다,միացնել
1037,besuchen::V,방문하다,այցելել
1038,treffen::V,만나다,հանդիպել
1039,sich versammeln::V,조립하다,հավաքվել
1040,spielen::V,눌다,խաղալ
1041,singen::V,노래하다,երգել
1042,tanzen::V,춤추하다,պարել
1043,sich trennen::V,가르다,ցրվել
1044,verlassen::V,버림받은,լքել
1045,retten::V,구조하다,փրկել
1046,bewachen::V,치키다,պահել
1047,schützen::V,보호하다,պաշտպանել
1048,verteidigen::V,막다,պաշտպանել
1049,sich schlagen::V,치다,կռվել
1050,schießen::V,쏘다,կրակել
1051,siegen::V,이기다,հաղթել
1052,ärgern::V,성을내게하다,ձանձրացնել
1053,schlagen::V,치다,խփել
1054,treten::V,디디다,քացի տալ
1055,stechen::V,찌르다,խայթել
1056,stoßen::V,찌르다,մղել
1057,stehlen::V,훔치다,գողանալ
1058,stören::V,움직이다,խանգարել
1059,belästigen::V,괴롭히다,անհանգստացնել
1060,verbergen::V,숨기다,թաքցնել
1061,täuschen::V,속이다,խաբել
1062,betrügen::V,속이다,խաբել
1063,töten::V,죽이다,սպանել 
1064,wohnen::V,실다,բնակվել
1065,arbeiten::V,일하다,աշխատել
1066,sammeln::V,모으다,հավաքել
1067,pflücken::V,꿔다,քաղել
1068,jagen::V,사냥하다,որս անել
1069,fischen::V,고기를잡다,ձուկ բռնել
1070,fassen::V,움켜쥐다,բռնել
1071,hüten::V,망보다,արածեցնել
1072,treiben::V,몰아세우다,հովուել
1073,anbinden::V,묶다,չուանել
1074,füttern::V,사료를주다,կերակրել
1075,melken::V,젖을짜다,կթել
1076,hacken::V,자르다,կոտորել
1077,gießen::V,물을대다,ջրել
1078,reifen::V,성숙하다,հասունանալ 
1079,zubereiten::V,조제하다,պատրաստել
1080,kochen::V,요리하다,եփել
1081,backen::V,쿱다,թխել
1082,braten::V,굽다,տապակել
1083,umrühren::V,교반하다,խառնել
1084,stricken::V,뜨개질하다,գործել
1085,nähen::V,꿰매다,կարել
1086,färben::V,채색하다,ներկել
1087,reinigen::V,청소하다,մաքրել
1088,waschen::V,씻다,լվանալ
1089,abwischen::V,닦다,սրբել
1090,spülen::V,씻다,ողողել
1091,spülen::V,씻다,պարզաջրել
1092,fegen::V,소체하다,ավլել
1093,kehren::V,청소하다,ավլել
1094,baden::V,감다,լողանալ
1095,sich waschen::V,모믈 씻다,լվացվել
1096,ausziehen::V,벗다,հանել
1097,anziehen::V,끌어움직이다,հագնել
1098,kämmen::V,빗다,սանրել
1099,schmücken::V,치레하다,զարդարել
1100,sagen::V,말하다,ասել
1101,sprechen::V,말하다,խոսել
1102,reden::V,이야기하다,զրուցել
1103,fragen::V,질문하다,հարցնել
1104,bitten::V,원하다,խնդրել
1105,erzählen::V,이야기하다,պատմել
1106,mitteilen::V,이야기하다,հաղորդել
1107,nennen::V,부르다,անվանել
1108,rufen::V,불러내다,կանչել
1109,prahlen::V,자랑하다,պարծենալ
1110,übersetzen::V,번역하다,թարգմանել
1111,denken::V,생각하다,մտածել
1112,glauben::V,믿다,հավատալ
1113,bemerken::V,인자하다,նկատել
1114,erkennen::V,인식하다,ճանաչել
1115,begreifen::V,파악하다,հասկանալ
1116,verstehen::V,이해하다,ըմբռնել
1117,lernen::V,배우다,սովորել
1118,wissen::V,알다,իմանալ
1119,sich erinnern an::V,상기하다,հիշել
1120,sich erinnern an::V,상기하다,մտաբերել
1121,vergessen::V,잊다,մոռանալ
1122,messen::V,측정하다,չափել
1123,zählen::V,세다,թվել
1124,zählen::V,세다,հաշվել
1125,rechnen::V,게산하다,հաշվել
1126,rechnen::V,게산하다,հաշվարկել
1127,lesen::V,읽다,կարդալ
1128,malen::V,그리다,նկարել
1129,zeichnen::V,소묘하다,գծել
1130,schreiben::V,쓰다,գրել
1131,besitzen::V,소유하다,ունենալ
1132,besitzen::V,소유하다,տեր լինել
1133,kaufen::V,사다,գնել
1134,verkaufen::V,팔다,վաճառել
1135,bezahlen::V,지불하다,վճարել
1136,zahlen::V,치르다,վճարել
1137,beherrschen::V,지배하다,ղեկավարել
1138,ertragen::V,참다,դիմանալ
1139,Raureif::N,,ցօղեղեամ
1140,Grube::N,,փոս
1141,Lust::N,,փափագ
1142,Lust::N,,իղձ
1143,Nachricht::N,,հաղորդագրություն
1144,klug::A,,խելոք
1145,klug::A,,ընդունակ
1146,von hier::ADV,,այդտեղից
1147,müde werden::V,,հոգնել
1148,krank werden::V,,հիւանդանալ
1149,krank sein::V,,հիվանդ լինել
1150,abreißen::V,,պոկել
1151,sich anziehen::V,,հագնվել
1152,sich unterhalten::V,,խոսակցել
