,Concept_ID,kl,ml
596,hell::A,qaamavoq,ജ്വലിക്കുന്ന
597,dunkel::A,qernerpoq,ഇരുണ്ട
598,schwarz::A,qernerpoq,കറുത്ത
599,weiß::A,qaqorpoq,വെളുത്ത
600,rot::A,aappaluppoq,ചുവന്ന
601,gelb::A,sungaarpoq,മഞ്ഞനിറമായ
602,blau::A,tungujorpoq,നീലനിറമുള്ള
603,grün::A,qorsooqqippoq,പച്ചനിറമുള്ള
604,grau::A,qaserpoq,ചാരനിറത്തിലുള്ള
605,billig::A,akikippoq,വിലകുറഞ്ഞ
606,wertvoll::A,erlinnarpoq,വിലപിടിപ്പുള്ള
607,blind::A,tappiippoq,അന്ധനായ
608,blind::A,isigisaqanngilaq,അന്ധനായ
609,taub::A,tusilarpoq,കേൾവിക്കുറവുള്ള
610,kräftig::A,pissaq,ശക്തിയുള്ള
611,kräftig::A,pissarsuaq,ശക്തിയുള്ള
612,stark::A,sanngivoq,ബലമുള്ള
613,schwach::A,nakuippoq,ക്ഷീണിച്ച
614,fett::A,pualavoq,കൊഴുപ്പുള്ള
615,schlank::A,tuappoq,മെലിഞ്ഞ
616,hübsch::A,aatsialaq,മനോഹരമായ
617,böse::A,ajorpoq,പാപിയായ
618,dumm::A,taqajak,വിവരംകെട്ട
619,dumm::A,sikkilluppoq,വിവരംകെട്ട
620,dumm::A,qaatusimasaqanngilaq,വിവരംകെട്ട
621,faul::A,eqiasuppoq,അലസനായ
622,faul::A,eqiattortuvoq,അലസനായ
623,fleißig::A,eqiasuippoq,അദ്ധ്വാനശീലമുള്ള
624,geizig::A,iasilaarpoq,പിശുക്കനായ
625,geizig::A,tukkuippoq,പിശുക്കനായ
626,klug::A,mallak,ബുദ്ധിസാമർഥ്യമുള്ള
627,klug::A,ittanneq,ബുദ്ധിസാമർഥ്യമുള്ള
628,klug::A,kutaappoq,ബുദ്ധിസാമർഥ്യമുള്ള
629,klug::A,kuttaappoq,ബുദ്ധിസാമർഥ്യമുള്ള
630,klug::A,qarasagippoq,ബുദ്ധിസാമർഥ്യമുള്ള
631,lieb::A,akisooq,പ്രിയപ്പെട്ട
632,lustig::A,piikulavoq,ആനന്ദകരമായ
633,sanft::A,isumagippoq,സൌമ്യമായ
634,hungrig::A,kaappoq,വിശപ്പുള്ള
635,hungrig::A,perlilerpoq,വിശപ്പുള്ള
636,krank::A,napparsimavoq,അസുഖമുള്ള
637,traurig::A,aliasuppoq,വിഷമമുള്ള
638,lebendig::A,uumavoq,ഉപജീവനം
639,gut::A,ajunngilaq,നല്ല
640,schlecht::A,sualuppoq,മോശമായ
641,richtig::A,iluarpoq,ശരിയായ
642,schlimm::A,amiilaarnarpoq,വൃത്തികെട്ട
643,wahr::A,ilumoorpoq,ശരിയായ
644,alt::A,pisoqaq,പഴയ
645,neu::A,nutaavoq,പുതിയ
646,alt[Lebewesen]::A,utoqqaq,വയസ്സുള്ള
647,jung::A,inuusuppoq,കൌമാരമായ
648,jung::A,kingulliarsuk,കൌമാരമായ
649,arm::A,piillasoq,പാവപ്പെട്ട
650,arm::A,piitsuuvoq,പാവപ്പെട്ട
651,reich::A,pisuuvoq,സമ്പന്നമായ
652,berühmt::A,tusaamasaq,പ്രശസ്തനായ
653,fremd::A,ajasoornarpoq,വൈദേശികമായ
654,verschieden::A,allatut,വ്യത്യസ്തമായ
655,verschieden::A,tamalaat,വ്യത്യസ്തമായ
656,nah::A,qanippoq,അരികത്തുള്ള
657,fern::A,ungasippoq,അകലെയുള്ള
658,linker::A,saamerleq,അവശേഷിച്ച
659,rechter::A,innarluissut,വലത്തേ
660,erster::A,siulleq,ആദ്യത്തെ
661,zweiter::A,qataatsup tullia,രണ്ടാം
662,dritter::A,pingajorarterut,മൂന്നാമത്
663,letzter::A,kingulleq,അവസാനത്തെ
664,allein::ADV,kisimiippoq,തനിച്ചുള്ള
665,auf einmal::ADV,tassanngaannaq,ഉടന്
666,zusammen::ADV,attaasa,ഒരുമിച്ച
667,zusammen::ADV,attarmik,ഒരുമിച്ച
668,lange::ADV,akuni,നീണ്ട_കാലത്തേയ്ക്ക്
669,plötzlich::ADV,tassanngaannaq,പെട്ടെന്ന്
670,sofort::ADV,erniinnaq,തത്ക്ഷണം
671,später::ADV,kingorna,പിന്നീട്
672,jetzt::ADV,maanna,ഇപ്പോൾ
673,jetzt::ADV,massakkut,ഇപ്പോൾ
674,heute::ADV,ullumi,ഇന്ന്
675,morgen::ADV,aqagu,നാളെ
676,bald::ADV,erniinnaq,ഉടനെ
677,dann::ADV,taava,അപ്പോൾ
678,gestern::ADV,ippassaq,ഇന്നലെ
679,einst::ADV,ataatsimik,പണ്ടൊരിക്കല്
680,einst::ADV,ilaanni,പണ്ടൊരിക്കല്
681,damals::ADV,taamani,അപ്പോൾ
682,damals::ADV,taamanikkut,അപ്പോൾ
683,damals::ADV,taassumuunakkut,അപ്പോൾ
684,danach::ADV,taava,പിന്നീട്
685,vorher::ADV,siornagut,മുൻപ്
686,einmal::ADV,ilaanni,ഒരിക്കൽ
687,einmal::ADV,ataatsimik,ഒരിക്കൽ
688,manchmal::ADV,qaqutigu,ചിലപ്പോൾ
689,manchmal::ADV,qaqutigut,ചിലപ്പോൾ
690,oft::ADV,akulikitsumik,പലപ്പോഴും
691,immer::ADV,tamatigut,എപ്പോഴും
692,hier::ADV,maani,ഇവിടെ
693,hierhin::ADV,maani,ഇവിടേക്ക്
694,dorthin::ADV,ikuuna,അവിടേക്ക്
695,geradeaus::ADV,narlumut,മുമ്പിൽ
696,geradeaus::ADV,narlumut,മുമന്നോട്ട്
697,vorwärts::ADV,pilangavoc,മുന്നോട്ട്
698,rückwärts::ADV,kingumut,തലതിരിച്ച്
699,rückwärts::ADV,tunumut or tunummut,തലതിരിച്ച്
700,zurück::ADV,kingumut,പുറകിലേക്ക്
701,zurück::ADV,tunumut or tunummut,പുറകിലേക്ക്
702,unten::ADV,kana,താഴെ
703,hinab::ADV,qiviu,താഴേക്ക്
704,überall::ADV,tamaginni,എല്ലായിടത്തും
705,überall::ADV,tamani tamaani,എല്ലായിടത്തും
706,kaum::ADV,qaqutigorsuaq,കഷ്ടിച്ച്
707,sehr::ADV,assut,വളരെ
708,noch::ADV,qeratavoq,ഇപ്പോഴും
709,schon::ADV,taava-una,നേരത്തേ തന്നെ
710,wieder::ADV,kingumut,വീണ്ടും
711,vergebens::ADV,angiluk,വിഫല
712,dies::PRN,manna,ഇത്
713,dies::PRN,matuma,ഇത്
714,das::PRN,ua,അത്
715,ich::PRN,uanga,ഞാൻ
716,du::PRN,illit,നിങ്ങൾ
717,er::PRN,una,അദ്ദേഹം
718,er::PRN,una,അയാൾ
719,er::PRN,una,അവൻ
720,er::PRN,una,അവർ
721,er::PRN,una,അവൾ
722,wir::PRN,uagut,നമ്മൾ
723,ihr::PRN,ilissi,നിങ്ങൾ
724,sie::PRN,uku,അവർ
725,was::FPRN,aat?,എന്ത്
726,wer::FPRN,kikkut,ആര്
727,wo::FADV,sumi,എവിടെ
728,wohin::FADV,sumut,എവിടേക്ക്
729,wie::FADV,qanoq,എങ്ങനെ
730,warum::FADV,sooq,എന്തുകൊണ്ട്
731,wieviel::FNUM,qassit,എത്ര
732,wieviel::FNUM,qanoq atsigisumik?,എത്ര
733,eins::NUM,ataaseq,ഒന്ന്
734,zwei::NUM,marluk,രണ്ട്
735,drei::NUM,pingasut,മൂന്ന്
736,vier::NUM,sisamat,നാല്
737,vier::NUM,qajuusat,നാല്
738,fünf::NUM,tallimat,അഞ്ച്
739,sechs::NUM,arfineq,ആറ്
740,sechs::NUM,arfinillit,ആറ്
741,sieben::NUM,arfineq-marluk,ഏഴ്
742,acht::NUM,arfineq pingasut,എട്ട്
743,neun::NUM,qulingiluat,ഒമ്പത്
744,neun::NUM,arfineq sisamat,ഒമ്പത്
745,zehn::NUM,qulit,പത്ത്
746,elf::NUM,aqqaneq,പതിനൊന്ന്
747,zwölf::NUM,aqqaneq-marluk,പന്ത്രണ്ട്
748,zwanzig::NUM,tyve,ഇരുപത്
749,dreißig::NUM,tredive,മുപ്പത്
750,dreißig::NUM,pingasunik qulillit,മുപ്പത്
751,vierzig::NUM,fyrre,നാൽപ്പത്
752,fünfzig::NUM,halvtreds,അൻപത്
753,fünfzig::NUM,tallimanik qulillit,അൻപത്
754,sechzig::NUM,tres,അറുപത്
755,siebzig::NUM,halvfjerds,എഴുപത്
756,achtzig::NUM,firs,എൺപത്
757,neunzig::NUM,halvfems,തൊണ്ണൂറ്
758,hundert::NUM,et hundrede,നൂറ്
759,tausend::NUM,et tusinde,ആയിരം
760,und::CNJ,aamma,ഉം
761,oder::CNJ,imalluunnit,അഥവാ
762,stehen::V,sikingavoq,നിൽക്കുക
763,sitzen::V,ingippoq,ഇരിക്കുക
764,liegen::V,nalavoq,കിടക്കുക
765,liegen::V,aqupivoq,കിടക്കുക
766,hängen::V,nivinngarpaa,തൂങ്ങുക
767,werden::V,pinngorpoq,ആയിത്തീരുക
768,passieren::V,pivoq,സംഭവിക്കുക
769,beginnen::V,aallarnerpaa,ആരംഭിക്കുക
770,enden::V,naggaserpaa,അവസാനിപ്പിക്കുക
771,wechseln::V,immikkut ilivoq,മാറ്റുക
772,untergehen[Sonne]::V,ilioqqaasoq,അടുക്കി_വയ്ക്കുക
773,scheinen[Sonne]::V,qinnorpoq,പ്രകാശിക്കുക
774,scheinen[Sonne]::V,qinngorpoq,പ്രകാശിക്കുക
775,donnern::V,kalleq,ഇടിവെട്ടുക
776,wehen::V,timmivoq,വീശുക
777,sich drehen::V,ipippaa,ചുറ്റുക
778,sich drehen::V,ipippaa,കറക്കുക
779,schwanken::V,aalavoq,ഇരുവശത്തേയ്ക്കും_ആടുക
780,schwingen::V,issakajaat or issakatsiaarut,ആടുക
781,fallen::V,quasivaa,വീഴുക
782,brennen::V,seerpoq,കത്തുക
783,brennen::V,uuppaa,കത്തുക
784,rauchen::V,pujoorpoq,പുകയുക
785,regnen::V,siallerpoq,മഴ_പെയ്യുക
786,gefrieren::V,qiulerpoq,തണത്ത്_മരവിക്കുക
787,tauen::V,aappoq,അലിയുക
788,schmelzen::V,aappoq,ഉരുകുക
789,schmelzen::V,aatsippaa,ഉരുകുക
790,trocknen::V,panerserpaa,വരളുക
791,sieden::V,qalappoq,തിളപ്പിക്കുക
792,reißen::V,qulli,ശബ്ദത്തോടെ_മുറിയുക
793,reißen::V,alittorpaa,ശബ്ദത്തോടെ_മുറിയുക
794,reißen::V,kimillanneq,ശബ്ദത്തോടെ_മുറിയുക
795,versinken::V,kivivaa,മുക്കുക
796,versinken::V,apparpoq,മുക്കുക
797,vergehen::V,qaangerpaa,കടന്നുപോകുക
798,vergehen::V,sarsuppoq,കടന്നുപോകുക
799,erscheinen::V,takutippoq,പ്രത്യക്ഷപ്പെടുക
800,sinken::V,kivivaa,താഴുക
801,sinken::V,apparpoq,താഴുക
802,abnehmen::V,ikillipput,കുറിയുക
803,zunehmen::V,allisippaa,വർദ്ധിക്കുക
804,steigen::V,allisippaa,ഉയരുക
805,wachsen::V,allivoq,വളരുക
806,glänzen::V,qinngorpoq,മിന്നുക
807,glänzen::V,qinnorpoq,മിന്നുക
808,funkeln::V,uisorilavoq,തിളങ്ങുക
809,läuten::V,avilualaarpoq,മണിമുഴങ്ങുക
810,klingeln::V,aviluarpoq,ചിലമ്പുക
811,klingeln::V,aviluarpaluppoq,ചിലമ്പുക
812,brausen::V,ittuk,മുഴങ്ങുക
813,brausen::V,ittuppoq,മുഴങ്ങുക
814,brausen::V,ittuppaluppoq,മുഴങ്ങുക
815,bellen::V,qiluppoq,കുരയ്ക്കുക
816,heulen::V,maarpoq,ഓരിയിടുക
817,heulen::V,maalavoq,ഓരിയിടുക
818,heulen::V,miaggoorpoq,ഓരിയിടുക
819,blasen::V,aporneq,ഊതുക
820,pfeifen::V,siggartartitsivoq,വിസിലടിക്കുക
821,pfeifen::V,siorsulavoq,വിസിലടിക്കുക
822,schreien::V,suaarpoq,ആക്രോശിക്കുക
823,stöhnen::V,nipiliorpoq,അരക്കം
824,stöhnen::V,nipiliorpoq,ആർത്തനാദം
825,stöhnen::V,nipilliorpoq,അരക്കം
826,stöhnen::V,nipilliorpoq,ആർത്തനാദം
827,zittern::V,qarsulivik,വിറയ്ക്കുക
828,leben::V,inuuvoq,താമസിക്കുക
829,geboren werden::V,inuuvoq,ജനിക്കുക
830,geboren werden::V,inunngorpoq,ജനിക്കുക
831,atmen::V,anersaarpoq,ശ്വസിക്കുക
832,trinken::V,imerpoq,കുടിക്കുക
833,essen::V,tamorpoq,കഴിക്കുക
834,schlucken::V,tuluarnaq,വിഴുങ്ങുക
835,einschlafen::V,sinippoq,നിദ്രിക്കുക
836,schlafen::V,sinik,ഉറങ്ങുക
837,aufwachen::V,iterpoq,ഉണരുക
838,aufwachen::V,eqqumavoq,ഉണരുക
839,aufstehen::V,makippoq,എഴുന്നേൽക്കുക
840,sich erholen::V,qasuerserpoq,വിശ്രമിക്കുക
841,schmerzen::V,anneraa,വേദനിക്കുക
842,schmerzen::V,annernarpoq,വേദനിക്കുക
843,husten::V,quersorpoq,ചുമയ്ക്കുക
844,genesen::V,ajunngissivoq,സുഖപ്പെടുക
845,genesen::V,ilisimmarpoq,സുഖപ്പെടുക
846,genesen::V,ilorrippoq,സുഖപ്പെടുക
847,sterben::V,toquvoq,മരിക്കുക
848,sich bewegen::V,ingerlavoq,സ്ഥലം_മാറുക
849,sich setzen::V,ingippoq,ഇരിക്കുക
850,laufen::V,arpappoq,നടക്കുക
851,schreiten::V,ingerlavoq,നടക്കുക
852,spazierengehen::V,utertakajaarpoq,ഉലാത്തുക
853,spazierengehen::V,utertakattajaarpoq,ഉലാത്തുക
854,eilen::V,qaa qaa,പാഞ്ഞെത്തുക
855,eilen::V,qiilasaarpoq,പാഞ്ഞെത്തുക
856,eilen::V,ingerlasaarpaa,പാഞ്ഞെത്തുക
857,sich beeilen::V,tuaviorpoq,തിരിക്കുകൂട്ടുക
858,sich beeilen::V,tuaviorpoq,തിടുക്കം_കാട്ടുക
859,sausen::V,uiguut,കുതിക്കുക
860,rennen::V,igivoq,ഓടുക
861,springen::V,upernassaq,ചാടുക
862,klettern::V,pilaakkeerpoq,കയറുക
863,schaukeln::V,aalavoq,ഇളകുക
864,schwimmen::V,naluppoq,നീന്തുക
865,tauchen::V,allorpoq,വെള്ളത്തിലേക്ക് ചാടുക
866,rudern::V,ipuppaa,തുഴയുക
867,fahren::V,qimusserpoq,വാഹനം ഓടിക്കുക
868,fliegen::V,timmivoq,പറക്കുക
869,weggehen::V,piiarpoq,വിടുക
870,anhalten::V,unitsippaa,നിർത്തുക
871,hineingehen::V,timaappaa,പ്രവേശിക്കുക
872,eintreten::V,allattorpaa,പ്രവേശിക്കുക
873,kommen::V,qaa-,വരുക
874,kommen::V,pivaa,വരുക
875,ankommen::V,tikippoq,എത്തിച്ചേരുക
876,zurückkommen::V,angerlarpoq,തിരിച്ചു വരുക
877,bleiben::V,uninngavoq,തുടരുക
878,warten::V,paavoq,കാത്തിരിക്കുക
879,warten::V,utaqqivoq,കാത്തിരിക്കുക
880,suchen::V,nivivaa,തിരയുക
881,finden::V,nanivaa,കണ്ടെത്തുക
882,versuchen::V,uuppaa,ശ്രമിക്കുക
883,versuchen::V,ussersarpaa,ശ്രമിക്കുക
884,vorbereiten::V,piareersarpaa,തയ്യാറെടുക്കുക
885,lieben::V,asavaa,സ്നേഹിക്കുക
886,mögen::V,akaaraa,ഇഷ്ടപ്പെടുക
887,rühren::V,qeerlerpaa,ഹൃദയം സ്പർശിക്കുക
888,weinen::V,qiavoq,തേങ്ങുക
889,schimpfen::V,qatimaarpoq,പിറുപിറുക്കുക
890,sich ärgern::V,ugguutigaa,കോപിക്കുക
891,sich fürchten::V,eqqanaarpoq,പേടിക്കുക
892,fürchten::V,ersigaa,പേടിക്കുക
893,fliehen::V,qimaavoq,രക്ഷപ്പെടുക
894,flüchten::V,allikarfigaa,രക്ഷപ്പെടുക
895,sehen::V,isigaa,കാണുക
896,ansehen::V,alaatsinaappaa,നോക്കുക
897,hören::V,tusarpaa,കേൾക്കുക
898,zuhören::V,naalappoq,ശ്രദ്ധിക്കുക
899,riechen::V,tipippoq,മണത്തു_നോക്കുക
900,fühlen::V,misigaa,സ്പർശിച്ചറിയുക
901,scheinen::V,takutippoq,കാണപ്പെടുക
902,frieren::V,qiiavoq,വിറയ്ക്കുക
903,tun::V,iliorpoq,ചെയ്യുക
904,wollen::V,piumavaa,വേണുക
905,anfangen::V,pilerpoq,തുടങ്ങുക
906,beenden::V,naggaserpaa,പൂർത്തിയാക്കുക
907,aufhören::V,naammatsippaa,നിർത്തുക
908,öffnen::V,ammarpaa,തുറക്കുക
909,schließen::V,matuaa,അടയ്ക്കുക
910,stellen::V,ilivaa,വയ്ക്കുക
911,stellen::V,iliorarpai,വയ്ക്കുക
912,stellen::V,ilioqqarpai,വയ്ക്കുക
913,setzen::V,iliorarpai,വയ്ക്കുക
914,setzen::V,ilioqqarpai,വയ്ക്കുക
915,legen::V,ilivaa,ഇടുക
916,berühren::V,attorpaa,തൊടുക
917,verbinden::V,taperserpaa,ഘടിപ്പിക്കുക
918,bedecken::V,iikkerpaa,മുടുക
919,bedecken::V,iikkersorpaa,മുടുക
920,aufhängen::V,inivaa,കെട്ടിതൂക്കുക
921,aufhängen::V,iniorarpai,കെട്ടിതൂക്കുക
922,anzünden::V,saggaavoq,കത്തിക്കുക
923,aufheben::V,allisippaa,പെറുക്കിയെടുക്കുക
924,zurücklassen::V,aallarpoq,വച്ചുപോരുക
925,verlieren::V,annaavaa,നഷ്ടപ്പെടുക
926,fallen lassen::V,nakkaavaa,വീഴ്ത്തുക
927,machen::V,iliorpoq,ഉണ്ടാക്കുക
928,herstellen::V,anillatsippaa,ഉൽപാദിപ്പിക്കുക
929,bauen::V,marrarterpaa,നിർമ്മിക്കുക
930,reparieren::V,iluarsaappaa,നന്നാക്കുക
931,verbessern::V,naqqippaa,മെച്ചപ്പെടുക
932,graben::V,assappaa,കുഴിക്കുക
933,beugen::V,qappappoq,വണങ്ങുക
934,biegen::V,qappappoq,കുനിയുക
935,wenden::V,assappaa,തിരിയുക
936,wenden::V,assakarpoq,തിരിയുക
937,umdrehen::V,assakartippaa,തിരിയുക
938,heben::V,kivippaa,ഉയർത്തുക
939,hochheben::V,kissumiarpaa,ഉയർത്തുക
940,ergreifen::V,isaappaa,ബലമായി_പിടിക്കുക
941,ergreifen::V,isaguppaa,ബലമായി_പിടിക്കുക
942,halten::V,minarpaa,പിടിക്കുക
943,drücken::V,naqittaat,അമർത്തുക
944,kratzen::V,qitsuppaa,ചുരണ്ടുക
945,lecken::V,aluppaa,നക്കുക
946,beißen::V,kiivaa,കടിക്കുക
947,abreißen::V,aqqarpaa,കീറിക്കളയുക
948,abreißen::V,isaterpaa,കീറിക്കളയുക
949,abschneiden::V,kipivaa,മുറിച്ചുമാറ്റുക
950,binden::V,kakkersarpaa,കെട്ടുക
951,stecken::V,kussunneq,തുളയ്ക്കുക
952,brechen::V,nallorpaa,ഉടയുക
953,klopfen::V,pattappaa,തട്ടുക
954,hauen::V,aqivaa,അടിക്കുക
955,kleben::V,qaappoq,ഒട്ടിക്കുക
956,reiben::V,tagiarpaa,തിരുമ്മിത്തുടയ്ക്കുക
957,reiben::V,tangiarpaa,തിരുമ്മിത്തുടയ്ക്കുക
958,streichen::V,erlerpoq,പടർത്തുക
959,schleifen::V,sequppaa,പൊടിക്കുക
960,schneiden::V,uullivoq,മുറിക്കുക
961,schütteln::V,aalavoq,കുലുക്കുക
962,schwenken::V,issarpoq,ആടുക
963,füllen::V,immerpaa,നിറയ്ക്കുക
964,einwickeln::V,immoqquserpaa,പൊതിയുക
965,tragen::V,maqippaa,വഹിക്കുക
966,tragen::V,assartorpoq,വഹിക്കുക
967,schleppen::V,assartorpoq,വലിച്ചിഴയ്ക്കുക
968,ziehen::V,kalippaa,വലിക്കുക
969,ziehen::V,kalissarpoq,വലിക്കുക
970,aufbewahren::V,toqqorpaa,വയ്ക്കുക
971,werfen::V,kuivaa,എറിയുക
972,fangen::V,anguaa,പിടിക്കുക
973,verstecken::V,anngigaa,മറയ്ക്കുക
974,teilen::V,agguut,വിഭജിക്കുക
975,teilen::V,agguusersorpaa,വിഭജിക്കുക
976,schicken::V,nassiuppaa,അയയ്ക്കുക
977,bringen::V,aggiuppaa,കൊണ്ടുവരുക
978,bringen::V,nassataraa,കൊണ്ടുവരുക
979,bekommen::V,tiguaa,കിട്ടുക
980,erhalten::V,tiguaa,സ്വീകരിക്കുക
981,nehmen::V,pivoq,എടുക്കുക
982,nehmen::V,tiguaa,എടുക്കുക
983,bewahren::V,sukkunik simerserpaa,പുലർത്തുക
984,verderben::V,asiutippaa,നശിപ്പിക്കുക
985,verderben::V,piuneerunnerit,നശിപ്പിക്കുക
986,zerbrechen::V,ukuvoq,ഉടയുക
987,zerreißen::V,tisavaa,കീറുക
988,zerreißen::V,alittorpaa,കീറുക
989,zerstören::V,aserorpaa,നശിപ്പിക്കുക
990,verbrennen::V,seerpoq,കത്തിനശിക്കുക
991,verbrennen::V,seerpoq,കത്തിച്ചുകളയുക
992,geben::V,pivoq,കൊടുക്കുക
993,geben::V,pivoq,തരുക
994,versprechen::V,neriorsorpaa,വാഗ്ദാനം_നൽകുക
995,wünschen::V,kissaat,ആഗ്രഹിക്കുക
996,loben::V,nersorpaa,പുകഴ്ത്തുക
997,loben::V,nersornaat,പുകഴ്ത്തുക
998,küssen::V,kunippaa,ഉമ്മവയ്ക്കുക
999,küssen::V,kunissorpaa,ഉമ്മവയ്ക്കുക
1000,zudecken::V,majorpaa,മുടുക
1001,wecken::V,itersarpaa,ഉണർത്തുക
1002,zeigen::V,tikkuuppaa,കാണിക്കുക
1003,führen::V,tasissiuppaa,നടത്തുക
1004,führen::V,ilitsersorpaa,നടത്തുക
1005,führen::V,tasissersuuppaa,നടത്തുക
1006,lehren::V,ilinniartippaa,പഠിപ്പിക്കുക
1007,unterrichten::V,ajoqerpaa,പരിശീലിപ്പിക്കുക
1008,unterrichten::V,ajoqersorpaa,പരിശീലിപ്പിക്കുക
1009,unterrichten::V,ilinniartitsivoq,പരിശീലിപ്പിക്കുക
1010,aufziehen::V,inororsarpaa,വളർത്തിക്കൊണ്ടുവരുക
1011,leiten::V,iluatsippaa,നയിക്കുക
1012,antreiben::V,ikusimmippaa,പ്രേരിപ്പിക്കുക
1013,einladen::V,qaaqquaa,ക്ഷണിക്കുക
1014,einladen::V,qaasarpaa,ക്ഷണിക്കുക
1015,vereinigen::V,taperserpaa,കൂടിച്ചേരുക
1016,besuchen::V,tikeraarpaa,സന്ദർശിക്കുക
1017,treffen::V,aporappaa,തമ്മിൽ കാണുക
1018,sich versammeln::V,majorpoq,സംയോജിപ്പിക്കുക
1019,spielen::V,pinnguarpoq,കളിക്കുക
1020,singen::V,erinarsorpoq,പാടുക
1021,tanzen::V,qitippoq,നൃത്തം ചെയ്യുക
1022,sich trennen::V,immikkoortippaa,നേർപെടുത്തുക
1023,retten::V,annaappaa,രക്ഷിക്കുക
1024,schützen::V,eriagaa,പരിരക്ഷിക്കുക
1025,schützen::V,pineqartaalivaa,പരിരക്ഷിക്കുക
1026,schießen::V,aallaavaa,വെടിവെക്കുക
1027,schießen::V,piseriuppaa,വെടിവെക്കുക
1028,ärgern::V,ninngassarpaa,വിഷമിപ്പിക്കുക
1029,ärgern::V,ninngassaarpaa,വിഷമിപ്പിക്കുക
1030,schlagen::V,unatarpaa,അടിക്കുക
1031,treten::V,tukerpoq,തൊഴിക്കുക
1032,stechen::V,iguppaa,കുത്തുക
1033,stechen::V,qasilippoq,കുത്തുക
1034,stoßen::V,ikuserpaa,തള്ളുക
1035,stoßen::V,ikusimmippaa,തള്ളുക
1036,stehlen::V,tillippaa,മോഷ്ടിക്കുക
1037,stören::V,akornuserpaa,ശല്യപ്പെടുത്തുക
1038,verbergen::V,anngigaa,മറയ്ക്കുക
1039,verbergen::V,anngigaa,ഒളിക്കുക
1040,betrügen::V,peqquserluttuliorfigaa,ചതിക്കുക
1041,töten::V,maappaa,കൊല്ലുക
1042,töten::V,toquppaa,കൊല്ലുക
1043,wohnen::V,najugaqarpoq,താമസിക്കുക
1044,arbeiten::V,sulivoq,ജോലിചെയ്യുക
1045,sammeln::V,katersorpai,സഞ്ചയിക്കുക
1046,jagen::V,piniarpoq,വേട്ടയാടുക
1047,fischen::V,aalisarpoq,മീൻ പിടിക്കുക
1048,anbinden::V,qilerut,കെട്ടിയിടുക
1049,anbinden::V,qilersorpaa,കെട്ടിയിടുക
1050,anbinden::V,ungerlatserpaa,കെട്ടിയിടുക
1051,füttern::V,nerlerpaa,തീറ്റുക
1052,gießen::V,imerterpaa,നനയ്ക്കുക
1053,kochen::V,igavoq,വേവിക്കുക
1054,braten::V,siappaa,പോരിക്കുക
1055,umrühren::V,qeerlerpaa,ഇളക്കുക
1056,färben::V,misuppaa,ചായം പൂശുക
1057,reinigen::V,sanniarpaa,വൃത്തിയാക്കുക
1058,waschen::V,asappaa,കഴുകുക
1059,abwischen::V,saligarpaa,തുടയ്ക്കുക
1060,abwischen::V,saligartorpaa,തുടയ്ക്കുക
1061,fegen::V,sanngiarpaa,അടിച്ചുവാരുക
1062,baden::V,uffarpoq,നീന്തിത്തുടിക്കുക
1063,sich waschen::V,uffarpoq,കഴുകുക
1064,ausziehen::V,annoraajarpaa,ഇഴുക്കുക
1065,anziehen::V,ativaa,ഉടുക്കുക
1066,anziehen::V,atitippaa,ഉടുക്കുക
1067,sich anziehen::V,atisalersorpoq,ധരിച്ച നേടുകയുക
1068,sagen::V,oqarpoq,പറയുക
1069,sprechen::V,oqaluttarpoq,സംസാരിക്കുക
1070,reden::V,oqaluppoq,സംസാരിക്കുക
1071,fragen::V,aperaa,ചോദിക്കുക
1072,bitten::V,aperaa,അപേക്ഷിക്കുക
1073,bitten::V,qinnuigaa,അപേക്ഷിക്കുക
1074,erzählen::V,oqaluttuaraa,പറയുക
1075,mitteilen::V,oqalualaarpoq,അറിയിക്കുക
1076,rufen::V,qaaqquaa,വിളിക്കുക
1077,prahlen::V,oqqartuvoq,പൊങ്ങച്ചം പറയുക
1078,prahlen::V,oqallortuvoq,പൊങ്ങച്ചം പറയുക
1079,übersetzen::V,ikaarpoq,പരിഭാഷപ്പെടുത്തുക
1080,übersetzen::V,nutserpaa,പരിഭാഷപ്പെടുത്തുക
1081,denken::V,isumaqarpoq,ചിന്തിക്കുക
1082,glauben::V,upperaa,വിശ്വസിക്കുക
1083,glauben::V,isumaqarpoq,വിശ്വസിക്കുക
1084,erkennen::V,ilisaraa,തിരിചറിയുക
1085,verstehen::V,paasivaa,മനസ്സിലാക്കുക
1086,lernen::V,ilinniarpoq,പഠിക്കുക
1087,wissen::V,nalunngilaa,അറിയുക
1088,sich erinnern an::V,eqqaavaa,ഓർമിക്കുക
1089,vergessen::V,puiorpaa,മറക്കുക
1090,messen::V,ussersarpaa,അളക്കുക
1091,zählen::V,kisitsivoq,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1092,rechnen::V,kisitsivoq,ഗണിക്കുക
1093,lesen::V,atuarpoq,വായിക്കുക
1094,malen::V,qalipappaa,ചിത്രം വരയ്ക്കുക
1095,schreiben::V,allappoq,എഴുതുക
1096,kaufen::V,pisiaraa,വാങ്ങുക
1097,verkaufen::V,akigaa,വിൽക്കുക
1098,bezahlen::V,akilerpaa,പരിഹാരം ചെയ്യുക
1099,beherrschen::V,inappaa,ഭരിക്കുക
1100,ertragen::V,ernertaaraa,താങ്ങുക
1101,Nase::N,,മൂക്ക്
1102,Schnurrbart::N,,മീശ
