,Concept_ID,mn,ml
631,rund::A,дугуй,വട്ടത്തിലുള്ള
632,rund::A,дугариг,വട്ടത്തിലുള്ള
633,spitz::A,шовх,മുനയുള്ള
634,spitz::A,шовгор,മുനയുള്ള
635,scharf::A,хурц,മൂർച്ചയുള്ള
636,scharf::A,иртэй,മൂർച്ചയുള്ള
637,stumpf::A,мохоо,തുറന്നടിക്കുന്ന
638,schwer::A,хүнд,ഭാരമുള്ള
639,schön::A,гуа,മനോഹരമായ
640,schön::A,сайхан,മനോഹരമായ
641,heiß::A,халуун,ചൂടുള്ള
642,warm::A,дулаан,ചൂടുള്ള
643,kalt::A,хүйтэн,തണുത്ത
644,kühl::A,сэрүүн,തണുപ്പുള്ള
645,frisch::A,эрүүл,ശുദ്ധമായ
646,frisch::A,жихүүн,ശുദ്ധമായ
647,feucht::A,чийгтэй,ഈറനുള്ള
648,nass::A,нойтон,നനഞ്ഞ
649,trocken::A,хатсан,വരണ്ട
650,voll::A,дүүрэн,നിറയെ
651,leer::A,хоосон,ഒഴിഞ്ഞ
652,offen::A,онгорхой,തുറന്ന
653,geschlossen::A,битүү,അടച്ച
654,geschlossen::A,хаалтай,അടച്ച
655,sauber::A,цэвэр,വൃത്തിയുള്ള
656,sauber::A,хиргүй,വൃത്തിയുള്ള
657,schmutzig::A,бохир,അഴുക്കുനിറഞ്ഞ
658,schmutzig::A,хиртэй,അഴുക്കുനിറഞ്ഞ
659,roh::A,түүхий,അസംസ്കൃതമായ
660,reif::A,болсон,പഴുത്ത
661,lecker::A,амттай,രുചികരമായ
662,süß::A,амттай,മധുരമുള്ള
663,süß::A,чихэрлэг,മധുരമുള്ള
664,bitter::A,гашуун,കടുത്ത
665,sauer::A,эсгэлэн,പുളിപ്പുള്ള
666,hell::A,гэгээн,ജ്വലിക്കുന്ന
667,hell::A,гэрэлтэй,ജ്വലിക്കുന്ന
668,dunkel::A,бараан,ഇരുണ്ട
669,dunkel::A,харанхуй,ഇരുണ്ട
670,schwarz::A,хар,കറുത്ത
671,weiß::A,цагаан,വെളുത്ത
672,rot::A,улаан,ചുവന്ന
673,gelb::A,шар,മഞ്ഞനിറമായ
674,blau::A,хөх,നീലനിറമുള്ള
675,blau::A,цэнхэр,നീലനിറമുള്ള
676,grün::A,ногоон,പച്ചനിറമുള്ള
677,grau::A,орог,ചാരനിറത്തിലുള്ള
678,grau::A,саарал,ചാരനിറത്തിലുള്ള
679,bunt::A,эрээн,വർണ്ണശബളമായ
680,billig::A,хямд,വിലകുറഞ്ഞ
681,teuer::A,үнэтэй,ചെലവേറിയ
682,wertvoll::A,үнэт,വിലപിടിപ്പുള്ള
683,blind::A,сохор,അന്ധനായ
684,taub::A,чих хатуу,കേൾവിക്കുറവുള്ള
685,kräftig::A,чийрэг,ശക്തിയുള്ള
686,stark::A,хүчтэй,ബലമുള്ള
687,stark::A,чадалтай,ബലമുള്ള
688,schwach::A,сул,ക്ഷീണിച്ച
689,fett::A,тарган,കൊഴുപ്പുള്ള
690,fett::A,голигор,കൊഴുപ്പുള്ള
691,schlank::A,голшиг,മെലിഞ്ഞ
692,hübsch::A,сайхан,മനോഹരമായ
693,hübsch::A,хөөрхөн,മനോഹരമായ
694,böse::A,муу,പാപിയായ
695,böse::A,хортой,പാപിയായ
696,dumm::A,тэнэг,വിവരംകെട്ട
697,faul::A,залхуу,അലസനായ
698,fleißig::A,чармайлтгай,അദ്ധ്വാനശീലമുള്ള
699,geizig::A,харамч,പിശുക്കനായ
700,klug::A,цэцэн,ബുദ്ധിസാമർഥ്യമുള്ള
701,geschickt::A,дүйтэй,പ്രതിഭാശാലി
702,lieb::A,хайрт,പ്രിയപ്പെട്ട
703,lustig::A,цэнгэлтэй,ആനന്ദകരമായ
704,sanft::A,наалинхай,സൌമ്യമായ
705,hungrig::A,өлөн,വിശപ്പുള്ള
706,hungrig::A,өлссөн,വിശപ്പുള്ള
707,krank::A,өвчтэй,അസുഖമുള്ള
708,nackt::A,нүцгэн,നഡമായ
709,traurig::A,гунигт,വിഷമമുള്ള
710,lebendig::A,амьд,ഉപജീവനം
711,lebendig::A,амьтай,ഉപജീവനം
712,gut::A,сайн,നല്ല
713,schlecht::A,муу,മോശമായ
714,schlecht::A,өөдгүй,മോശമായ
715,richtig::A,зөв,ശരിയായ
716,richtig::A,зүйтэй,ശരിയായ
717,schlimm::A,муухай,വൃത്തികെട്ട
718,wahr::A,үнэн,ശരിയായ
719,wahr::A,жинхэнэ,ശരിയായ
720,alt::A,хуучин,പഴയ
721,neu::A,шинэ,പുതിയ
722,ehemalig::A,агсан,മുൻ
723,ehemalig::A,байсан,മുൻ
724,alt[Lebewesen]::A,өвгөн,വയസ്സുള്ള
725,alt[Lebewesen]::A,хижээл,വയസ്സുള്ള
726,jung::A,залуу,കൌമാരമായ
727,arm::A,ядуу,പാവപ്പെട്ട
728,reich::A,баян,സമ്പന്നമായ
729,reich::A,баялаг,സമ്പന്നമായ
730,bekannt::A,танил,പരിചിതമായ
731,berühmt::A,цуутай,പ്രശസ്തനായ
732,berühmt::A,алдартай,പ്രശസ്തനായ
733,fremd::A,харь,വൈദേശികമായ
734,fremd::A,гадаад,വൈദേശികമായ
735,verschieden::A,ондоо,വ്യത്യസ്തമായ
736,verschieden::A,янз янзын,വ്യത്യസ്തമായ
737,nah::A,ойрын,അരികത്തുള്ള
738,nah::A,дөтийн,അരികത്തുള്ള
739,fern::A,холын,അകലെയുള്ള
740,linker::A,буруу,അവശേഷിച്ച
741,rechter::A,баруун,വലത്തേ
742,anderer::A,өөр,മറ്റുള്ള
743,anderer::A,нөгөө,മറ്റുള്ള
744,erster::A,нэгдэх,ആദ്യത്തെ
745,erster::A,нэгдүгээр,ആദ്യത്തെ
746,zweiter::A,хоёрдугаар,രണ്ടാം
747,dritter::A,гуравдугаар,മൂന്നാമത്
748,letzter::A,сүүлийн,അവസാനത്തെ
749,allein::ADV,ганцаараа,തനിച്ചുള്ള
750,auf einmal::ADV,нэгмөсөн,ഉടന്
751,zusammen::ADV,цуг,ഒരുമിച്ച
752,zusammen::ADV,хамт,ഒരുമിച്ച
753,lange::ADV,удаан,നീണ്ട_കാലത്തേയ്ക്ക്
754,plötzlich::ADV,гэнэт,പെട്ടെന്ന്
755,sofort::ADV,дороо,തത്ക്ഷണം
756,später::ADV,дараа,പിന്നീട്
757,jetzt::ADV,өнөө,ഇപ്പോൾ
758,heute::ADV,өнөө,ഇന്ന്
759,heute::ADV,өнөөдөр,ഇന്ന്
760,morgen::ADV,маргааш,നാളെ
761,morgen::ADV,маргаадар,നാളെ
762,bald::ADV,түргэн,ഉടനെ
763,bald::ADV,удахгүй,ഉടനെ
764,dann::ADV,хожим,അപ്പോൾ
765,dann::ADV,тэгээд,അപ്പോൾ
766,gestern::ADV,өчигдөр,ഇന്നലെ
767,einst::ADV,нэг,പണ്ടൊരിക്കല്
768,damals::ADV,тэгэхэд,അപ്പോൾ
769,danach::ADV,тэгээд,പിന്നീട്
770,danach::ADV,дараа нь,പിന്നീട്
771,vorher::ADV,урьд,മുൻപ്
772,zuerst::ADV,анх,ആദ്യം
773,zuerst::ADV,эхлээд,ആദ്യം
774,einmal::ADV,нэг удаа,ഒരിക്കൽ
775,manchmal::ADV,хааяа,ചിലപ്പോൾ
776,manchmal::ADV,заримдаа,ചിലപ്പോൾ
777,oft::ADV,олонтоо,പലപ്പോഴും
778,immer::ADV,байнга,എപ്പോഴും
779,niemals::ADV,хэзээ ч,ഒരിക്കലും
780,niemals::ADV,хэдийд ч,ഒരിക്കലും
781,hier::ADV,энд,ഇവിടെ
782,hierhin::ADV,нааш,ഇവിടേക്ക്
783,von hier::ADV,эндээс,ഇവിടെനിന്ന്
784,dort::ADV,тэнд,അവിടെ
785,dorthin::ADV,тийш,അവിടേക്ക്
786,geradeaus::ADV,шулуун,മുമ്പിൽ
787,geradeaus::ADV,шулуун,മുമന്നോട്ട്
788,vorwärts::ADV,урагшаа,മുന്നോട്ട്
789,rückwärts::ADV,буцаан,തലതിരിച്ച്
790,rückwärts::ADV,сөөргөө,തലതിരിച്ച്
791,zurück::ADV,буцаж,പുറകിലേക്ക്
792,zurück::ADV,гэдрэг,പുറകിലേക്ക്
793,unten::ADV,дор,താഴെ
794,hinab::ADV,уруу,താഴേക്ക്
795,oben::ADV,дээр,മുകളിൽ
796,hinauf::ADV,өөд,മുകളിൽ
797,hinauf::ADV,дээш,മുകളിൽ
798,überall::ADV,хааяагүй,എല്ലായിടത്തും
799,überall::ADV,энд тэндгүй,എല്ലായിടത്തും
800,nicht::ADV,эс,ഇല്ല
801,nicht::ADV,-гүй,ഇല്ല
802,ein wenig::ADV,жаахан,കുറച്ച്
803,kaum::ADV,арай,കഷ്ടിച്ച്
804,kaum::ADV,арай гэж,കഷ്ടിച്ച്
805,sehr::ADV,тун,വളരെ
806,so::ADV,тэгж,അങ്ങനെ
807,so::ADV,ингээд,അങ്ങനെ
808,noch::ADV,дахин,ഇപ്പോഴും
809,noch::ADV,дахиад,ഇപ്പോഴും
810,nur::ADV,зөвхөн,മാത്രം
811,nur::ADV,гагцхүү,മാത്രം
812,schon::ADV,нэгэнт,നേരത്തേ തന്നെ
813,wieder::ADV,дахин,വീണ്ടും
814,wieder::ADV,дахиад,വീണ്ടും
815,vergebens::ADV,хий,വിഫല
816,vor::PRP,өмнө,മുമ്പിൽ
817,hinter::PRP,ард,പുറകിൽ
818,unter::PRP,доор,കീഴിൽ
819,durch::PRP,дундуур,ഉള്ളിലൂടെ
820,neben::PRP,хажууд,അടുത്ത്
821,zwischen::PRP,завсар,ഇടയ്ക്ക്
822,zwischen::PRP,хооронд,ഇടയ്ക്ക്
823,wegen::PRP,төлөө,നിമിത്തം
824,wegen::PRP,дээрээс,നിമിത്തം
825,dies::PRN,энэ,ഇത്
826,das::PRN,тэр,അത്
827,alles::PRN,цөм,എല്ലാം
828,alles::PRN,бүгд,എല്ലാം
829,ich::PRN,би,ഞാൻ
830,du::PRN,чи,നിങ്ങൾ
831,er::PRN,тэр,അദ്ദേഹം
832,er::PRN,тэр,അയാൾ
833,er::PRN,тэр,അവൻ
834,er::PRN,тэр,അവർ
835,er::PRN,тэр,അവൾ
836,er::PRN,тэр хүн,അദ്ദേഹം
837,er::PRN,тэр хүн,അയാൾ
838,er::PRN,тэр хүн,അവൻ
839,er::PRN,тэр хүн,അവർ
840,er::PRN,тэр хүн,അവൾ
841,wir::PRN,бид,നമ്മൾ
842,ihr::PRN,та нар,നിങ്ങൾ
843,sie::PRN,тэд,അവർ
844,was::FPRN,юу,എന്ത്
845,wer::FPRN,хэн,ആര്
846,wo::FADV,хаа,എവിടെ
847,wo::FADV,хаана,എവിടെ
848,wohin::FADV,хааш,എവിടേക്ക്
849,wohin::FADV,хаана,എവിടേക്ക്
850,wie::FADV,яаж,എങ്ങനെ
851,wie::FADV,хэрхэн,എങ്ങനെ
852,warum::FADV,юунд,എന്തുകൊണ്ട്
853,warum::FADV,яагаад,എന്തുകൊണ്ട്
854,wieviel::FNUM,хэдий,എത്ര
855,wieviel::FNUM,хэд,എത്ര
856,eins::NUM,нэг,ഒന്ന്
857,zwei::NUM,хоёр,രണ്ട്
858,drei::NUM,гурав,മൂന്ന്
859,vier::NUM,дөрөв,നാല്
860,fünf::NUM,тав,അഞ്ച്
861,sechs::NUM,зургаа,ആറ്
862,sieben::NUM,долоо,ഏഴ്
863,acht::NUM,найм,എട്ട്
864,neun::NUM,ес,ഒമ്പത്
865,zehn::NUM,арав,പത്ത്
866,elf::NUM,арван нэг,പതിനൊന്ന്
867,zwölf::NUM,арван хоёр,പന്ത്രണ്ട്
868,zwanzig::NUM,хорь,ഇരുപത്
869,dreißig::NUM,гуч,മുപ്പത്
870,vierzig::NUM,дөч,നാൽപ്പത്
871,fünfzig::NUM,тавь,അൻപത്
872,sechzig::NUM,жар,അറുപത്
873,siebzig::NUM,дал,എഴുപത്
874,achtzig::NUM,ная,എൺപത്
875,neunzig::NUM,ер,തൊണ്ണൂറ്
876,hundert::NUM,зуу,നൂറ്
877,tausend::NUM,мянга,ആയിരം
878,und::CNJ,ч,ഉം
879,und::CNJ,болон,ഉം
880,oder::CNJ,буюу,അഥവാ
881,stehen::V,зогсох,നിൽക്കുക
882,sitzen::V,суух,ഇരിക്കുക
883,liegen::V,хэвтэх,കിടക്കുക
884,hängen::V,өлгөөтэй байх,തൂങ്ങുക
885,hängen::V,дүүжлээтэй байх,തൂങ്ങുക
886,werden::V,болох,ആയിത്തീരുക
887,passieren::V,тохиох,സംഭവിക്കുക
888,beginnen::V,эхлэх,ആരംഭിക്കുക
889,enden::V,дүүрэх,അവസാനിപ്പിക്കുക
890,wechseln::V,хувирах,മാറ്റുക
891,aufgehen[Sonne]::V,мандах,ഉയരുക
892,untergehen[Sonne]::V,жаргах,അടുക്കി_വയ്ക്കുക
893,scheinen[Sonne]::V,гэрэлтэх,പ്രകാശിക്കുക
894,donnern::V,дуугарах,ഇടിവെട്ടുക
895,wehen::V,салхилах,വീശുക
896,wehen::V,хөөрөгдөх,വീശുക
897,strömen::V,гүйх,ഒഴുകുക
898,strömen::V,урсах,ഒഴുകുക
899,fließen::V,урсах,ഒഴുകുക
900,sich drehen::V,эргэлдэх,ചുറ്റുക
901,sich drehen::V,эргэлдэх,കറക്കുക
902,schwanken::V,хэлбэлзэх,ഇരുവശത്തേയ്ക്കും_ആടുക
903,schwingen::V,ганхах,ആടുക
904,schwingen::V,хэлбэлзэх,ആടുക
905,fallen::V,унах,വീഴുക
906,brennen::V,шатах,കത്തുക
907,rauchen::V,баагих,പുകയുക
908,regnen::V,бороо орно,മഴ_പെയ്യുക
909,gefrieren::V,хөлдөх,തണത്ത്_മരവിക്കുക
910,tauen::V,хайлах,അലിയുക
911,schmelzen::V,уярах,ഉരുകുക
912,trocknen::V,хатах,വരളുക
913,sieden::V,буцлах,തിളപ്പിക്കുക
914,sieden::V,даргилах,തിളപ്പിക്കുക
915,faulen::V,үжрэх,ചീയുക
916,faulen::V,өмхийрөх,ചീയുക
917,verfaulen::V,бээх,അഴുകുക
918,verfaulen::V,өгрөх,അഴുകുക
919,reißen::V,цуурах,ശബ്ദത്തോടെ_മുറിയുക
920,versinken::V,живэх,മുക്കുക
921,vergehen::V,нөгчих,കടന്നുപോകുക
922,vergehen::V,өнгөрөх,കടന്നുപോകുക
923,erscheinen::V,гарах,പ്രത്യക്ഷപ്പെടുക
924,erscheinen::V,бултайх,പ്രത്യക്ഷപ്പെടുക
925,verschwinden::V,далд орох,അദൃശ്യമാകുക
926,verschwinden::V,алга болох,അദൃശ്യമാകുക
927,sinken::V,татрах,താഴുക
928,sinken::V,доошлох,താഴുക
929,abnehmen::V,багасах,കുറിയുക
930,abnehmen::V,хорогдох,കുറിയുക
931,zunehmen::V,ихсэх,വർദ്ധിക്കുക
932,steigen::V,нэмэгдэх,ഉയരുക
933,wachsen::V,өсөх,വളരുക
934,wachsen::V,ургах,വളരുക
935,glänzen::V,гилгэнэх,മിന്നുക
936,glänzen::V,гилбэгнэх,മിന്നുക
937,funkeln::V,гялжах,തിളങ്ങുക
938,funkeln::V,гялалзах,തിളങ്ങുക
939,lärmen::V,шуугих,ശബ്ദമുണ്ടാക്കുക
940,läuten::V,цохих,മണിമുഴങ്ങുക
941,klingeln::V,хонхдох,ചിലമ്പുക
942,klingeln::V,дуугарах,ചിലമ്പുക
943,klirren::V,хангир жингэр хийх,കിലുക്കുക
944,brausen::V,бургилах,മുഴങ്ങുക
945,rauschen::V,сэржигнэх,അനങ്ങുക
946,klingen::V,хангинах,മുഴക്കുക
947,bellen::V,хуцах,കുരയ്ക്കുക
948,heulen::V,улих,ഓരിയിടുക
949,blasen::V,үлзэх,ഊതുക
950,pfeifen::V,исгэрэх,വിസിലടിക്കുക
951,schreien::V,хашгирах,ആക്രോശിക്കുക
952,stöhnen::V,ёолох,അരക്കം
953,stöhnen::V,ёолох,ആർത്തനാദം
954,stöhnen::V,гэнгэнэх,അരക്കം
955,stöhnen::V,гэнгэнэх,ആർത്തനാദം
956,zittern::V,дагжих,വിറയ്ക്കുക
957,leben::V,амьдрах,താമസിക്കുക
958,geboren werden::V,төрөх,ജനിക്കുക
959,atmen::V,амьсгалах,ശ്വസിക്കുക
960,trinken::V,уух,കുടിക്കുക
961,essen::V,идэх,കഴിക്കുക
962,schlucken::V,залгих,വിഴുങ്ങുക
963,müde werden::V,ядрах,ക്ഷീണിക്കുക
964,einschlafen::V,унтчих,നിദ്രിക്കുക
965,schlafen::V,унтах,ഉറങ്ങുക
966,aufwachen::V,сэрэх,ഉണരുക
967,aufstehen::V,босох,എഴുന്നേൽക്കുക
968,sich erholen::V,амрах,വിശ്രമിക്കുക
969,krank werden::V,өвдөж эхлэх,ദീനംപിടിക്കുക
970,krank sein::V,өвдөх,രോഗികളാകുക
971,schmerzen::V,өвдөх,വേദനിക്കുക
972,schmerzen::V,шархирах,വേദനിക്കുക
973,husten::V,ханиах,ചുമയ്ക്കുക
974,genesen::V,засрах,സുഖപ്പെടുക
975,sterben::V,үхэх,മരിക്കുക
976,sterben::V,нас барах,മരിക്കുക
977,umkommen::V,үхэх,മരിക്കുക
978,sich bewegen::V,хөдлөх,സ്ഥലം_മാറുക
979,sich rühren::V,хөдлөх,ചലിക്കുക
980,sich erheben::V,босох,നിൽക്കുക
981,sich setzen::V,суух,ഇരിക്കുക
982,hinfallen::V,ойчих,വീഴുക
983,laufen::V,явган явах,നടക്കുക
984,schreiten::V,алхах,നടക്കുക
985,spazierengehen::V,зугаалах,ഉലാത്തുക
986,eilen::V,хурдлах,പാഞ്ഞെത്തുക
987,sich beeilen::V,яарах,തിരിക്കുകൂട്ടുക
988,sich beeilen::V,яарах,തിടുക്കം_കാട്ടുക
989,sich beeilen::V,шамдах,തിരിക്കുകൂട്ടുക
990,sich beeilen::V,шамдах,തിടുക്കം_കാട്ടുക
991,sausen::V,давхих,കുതിക്കുക
992,rennen::V,гүйх,ഓടുക
993,springen::V,харайх,ചാടുക
994,springen::V,дэвхрэх,ചാടുക
995,klettern::V,авирах,കയറുക
996,schaukeln::V,ганхалзах,ഇളകുക
997,kriechen::V,мөлхөх,പതുങ്ങികയറുക
998,schwimmen::V,сэлэх,നീന്തുക
999,tauchen::V,шунгах,വെള്ളത്തിലേക്ക് ചാടുക
1000,rudern::V,сэлүүрдэх,തുഴയുക
1001,fahren::V,явах,വാഹനം ഓടിക്കുക
1002,fliegen::V,нисэх,പറക്കുക
1003,gehen::V,явах,പോകുക
1004,weggehen::V,явах,വിടുക
1005,abfahren::V,одох,പുറപ്പെടുക
1006,abfahren::V,хөдлөх,പുറപ്പെടുക
1007,anhalten::V,зогсох,നിർത്തുക
1008,hineingehen::V,орох,പ്രവേശിക്കുക
1009,eintreten::V,орох,പ്രവേശിക്കുക
1010,kommen::V,ирэх,വരുക
1011,ankommen::V,хүрэх,എത്തിച്ചേരുക
1012,zurückkommen::V,харих,തിരിച്ചു വരുക
1013,zurückkommen::V,буцаж ирэх,തിരിച്ചു വരുക
1014,bleiben::V,үлдэх,തുടരുക
1015,warten::V,хүлээх,കാത്തിരിക്കുക
1016,erwarten::V,хүлээх,പ്രതീക്ഷിക്കുക
1017,suchen::V,эрэх,തിരയുക
1018,suchen::V,бэдрэх,തിരയുക
1019,finden::V,олох,കണ്ടെത്തുക
1020,versuchen::V,оролдох,ശ്രമിക്കുക
1021,vorbereiten::V,бэлтгэх,തയ്യാറെടുക്കുക
1022,lieben::V,янаглах,സ്നേഹിക്കുക
1023,mögen::V,таалах,ഇഷ്ടപ്പെടുക
1024,lachen::V,инээх,ചിരിക്കുക
1025,rühren::V,сэтгэл уяруулах,ഹൃദയം സ്പർശിക്കുക
1026,weinen::V,уйлах,തേങ്ങുക
1027,schimpfen::V,хараах,പിറുപിറുക്കുക
1028,sich ärgern::V,уурлах,കോപിക്കുക
1029,sich fürchten::V,айх,പേടിക്കുക
1030,fürchten::V,айх,പേടിക്കുക
1031,fliehen::V,зугтах,രക്ഷപ്പെടുക
1032,fliehen::V,гүйж очих,രക്ഷപ്പെടുക
1033,flüchten::V,оргох,രക്ഷപ്പെടുക
1034,sehen::V,үзэх,കാണുക
1035,anschauen::V,харах,നോക്കുക
1036,ansehen::V,харах,നോക്കുക
1037,hören::V,дуулах,കേൾക്കുക
1038,zuhören::V,чагнах,ശ്രദ്ധിക്കുക
1039,probieren::V,амсаж үзэх,രുചിയുള്ളതായി_തോന്നുക
1040,riechen::V,үнэрлэх,മണത്തു_നോക്കുക
1041,fühlen::V,мэдрэх,സ്പർശിച്ചറിയുക
1042,scheinen::V,шиг үзэгдэх,കാണപ്പെടുക
1043,zu sehen sein::V,үзэгдэх,വെളിച്ചപ്പെടുക
1044,zu sehen sein::V,харагдах,വെളിച്ചപ്പെടുക
1045,vernehmen::V,дуулах,കേൾക്കുക
1046,frieren::V,даарах,വിറയ്ക്കുക
1047,tun::V,хийх,ചെയ്യുക
1048,tun::V,үйлдэх,ചെയ്യുക
1049,können::V,болох,കഴിയുക
1050,wollen::V,хүсэх,വേണുക
1051,anfangen::V,эхлэх,തുടങ്ങുക
1052,beenden::V,дуусгах,പൂർത്തിയാക്കുക
1053,aufhören::V,болих,നിർത്തുക
1054,aufhören::V,зогсох,നിർത്തുക
1055,gelingen::V,бүтэх,വിജയിക്കുക
1056,geraten::V,илрэх,പരിണമിക്കുക
1057,öffnen::V,нээх,തുറക്കുക
1058,öffnen::V,тайлах,തുറക്കുക
1059,schließen::V,хаах,അടയ്ക്കുക
1060,stellen::V,тавих,വയ്ക്കുക
1061,stellen::V,босгох,വയ്ക്കുക
1062,setzen::V,суулгах,വയ്ക്കുക
1063,legen::V,хийх,ഇടുക
1064,legen::V,тавих,ഇടുക
1065,berühren::V,шүргэх,തൊടുക
1066,verbinden::V,залгах,ഘടിപ്പിക്കുക
1067,bedecken::V,бүрэх,മുടുക
1068,aufhängen::V,өлгөх,കെട്ടിതൂക്കുക
1069,aufhängen::V,дүүжлэх,കെട്ടിതൂക്കുക
1070,anzünden::V,асаах,കത്തിക്കുക
1071,anzünden::V,ноцоох,കത്തിക്കുക
1072,aufheben::V,өргөх,പെറുക്കിയെടുക്കുക
1073,zurücklassen::V,орхих,വച്ചുപോരുക
1074,zurücklassen::V,үлдээх,വച്ചുപോരുക
1075,verlieren::V,гээх,നഷ്ടപ്പെടുക
1076,fallen lassen::V,унагах,വീഴ്ത്തുക
1077,machen::V,хийх,ഉണ്ടാക്കുക
1078,machen::V,гаргах,ഉണ്ടാക്കുക
1079,herstellen::V,бүтээх,ഉൽപാദിപ്പിക്കുക
1080,bauen::V,барих,നിർമ്മിക്കുക
1081,reparieren::V,засах,നന്നാക്കുക
1082,reparieren::V,сэлбэх,നന്നാക്കുക
1083,verbessern::V,засах,മെച്ചപ്പെടുക
1084,verbessern::V,сайжруулах,മെച്ചപ്പെടുക
1085,ändern::V,өөрчлөх,മാറ്റംവരുത്തുക
1086,graben::V,малтах,കുഴിക്കുക
1087,beugen::V,бөгтийлгөх,വണങ്ങുക
1088,biegen::V,матах,കുനിയുക
1089,biegen::V,муруйлгах,കുനിയുക
1090,drehen::V,эргүүлэх,തിരിക്കുക
1091,wenden::V,эргүүлэх,തിരിയുക
1092,umdrehen::V,хөрвүүлэх,തിരിയുക
1093,heben::V,өргөх,ഉയർത്തുക
1094,hochheben::V,өргөх,ഉയർത്തുക
1095,ergreifen::V,атгах,ബലമായി_പിടിക്കുക
1096,halten::V,барих,പിടിക്കുക
1097,drücken::V,дарах,അമർത്തുക
1098,schieben::V,түлхэх,തള്ളുക
1099,kratzen::V,хусах,ചുരണ്ടുക
1100,kratzen::V,маажих,ചുരണ്ടുക
1101,lecken::V,долоох,നക്കുക
1102,beißen::V,зуух,കടിക്കുക
1103,beißen::V,хазах,കടിക്കുക
1104,abreißen::V,таслах,കീറിക്കളയുക
1105,abschneiden::V,тайрах,മുറിച്ചുമാറ്റുക
1106,binden::V,боох,കെട്ടുക
1107,binden::V,хүлэх,കെട്ടുക
1108,stecken::V,шаах,തുളയ്ക്കുക
1109,stecken::V,шигтгэх,തുളയ്ക്കുക
1110,brechen::V,хугалах,ഉടയുക
1111,klopfen::V,цохих,തട്ടുക
1112,klopfen::V,тогших,തട്ടുക
1113,hauen::V,дэлдэх,അടിക്കുക
1114,kleben::V,наах,ഒട്ടിക്കുക
1115,reiben::V,нухах,തിരുമ്മിത്തുടയ്ക്കുക
1116,reiben::V,нидчих,തിരുമ്മിത്തുടയ്ക്കുക
1117,streichen::V,нялах,പടർത്തുക
1118,streichen::V,түрхэх,പടർത്തുക
1119,schleifen::V,билүүдэх,പൊടിക്കുക
1120,schleifen::V,гуранздах,പൊടിക്കുക
1121,schneiden::V,огтлох,മുറിക്കുക
1122,rütteln::V,холхнулах,മുട്ടുക
1123,schütteln::V,сэгсрэх,കുലുക്കുക
1124,schwenken::V,дэвэх,ആടുക
1125,schwenken::V,даллах,ആടുക
1126,schütten::V,цутгах,ഒഴിക്കുക
1127,schütten::V,аягалах,ഒഴിക്കുക
1128,füllen::V,дүүргэх,നിറയ്ക്കുക
1129,einwickeln::V,боох,പൊതിയുക
1130,einwickeln::V,ороох,പൊതിയുക
1131,tragen::V,авчрах,വഹിക്കുക
1132,schleppen::V,чирэх,വലിച്ചിഴയ്ക്കുക
1133,ziehen::V,татах,വലിക്കുക
1134,aufbewahren::V,хадгалах,വയ്ക്കുക
1135,werfen::V,хаях,എറിയുക
1136,werfen::V,шидэх,എറിയുക
1137,fangen::V,барих,പിടിക്കുക
1138,packen::V,шүүрэх,തട്ടിപ്പറിക്കുക
1139,verstecken::V,нуух,മറയ്ക്കുക
1140,teilen::V,хуваах,വിഭജിക്കുക
1141,schicken::V,илгээх,അയയ്ക്കുക
1142,schicken::V,явуулах,അയയ്ക്കുക
1143,bringen::V,авчрах,കൊണ്ടുവരുക
1144,bringen::V,аваачих,കൊണ്ടുവരുക
1145,hinzufügen::V,нэмэх,കൂട്ടുക
1146,bekommen::V,хүлээн авах,കിട്ടുക
1147,erhalten::V,хүлээн авах,സ്വീകരിക്കുക
1148,nehmen::V,авах,എടുക്കുക
1149,wählen::V,сонгох,തിരഞ്ഞെടുക്കുക
1150,auswählen::V,шилэх,തിരഞ്ഞെടുക്കുക
1151,bewahren::V,гамнах,പുലർത്തുക
1152,behindern::V,саад хийх,തടയിടുക
1153,behindern::V,тотгор болох,തടയിടുക
1154,verderben::V,эвдэх,നശിപ്പിക്കുക
1155,beschädigen::V,гэмтээх,ക്ഷതമേൽപ്പിക്കുക
1156,zerbrechen::V,хагалах,ഉടയുക
1157,zerbrechen::V,хага цохих,ഉടയുക
1158,zerreißen::V,урах,കീറുക
1159,zerstören::V,эвдэх,നശിപ്പിക്കുക
1160,zerstören::V,сүйтгэх,നശിപ്പിക്കുക
1161,verbrennen::V,шатаах,കത്തിനശിക്കുക
1162,verbrennen::V,шатаах,കത്തിച്ചുകളയുക
1163,geben::V,өгөх,കൊടുക്കുക
1164,geben::V,өгөх,തരുക
1165,reichen::V,өгөх,കൈമാറുക
1166,reichen::V,дамжуулах,കൈമാറുക
1167,schenken::V,бэлэглэх,സമ്മാനം കൊടുക്കുക
1168,versprechen::V,амлах,വാഗ്ദാനം_നൽകുക
1169,wünschen::V,ерөөх,ആഗ്രഹിക്കുക
1170,loben::V,магтах,പുകഴ്ത്തുക
1171,loben::V,сайшаах,പുകഴ്ത്തുക
1172,küssen::V,озох,ഉമ്മവയ്ക്കുക
1173,küssen::V,үнсэх,ഉമ്മവയ്ക്കുക
1174,wiegen::V,бүүвэйлэх,ഇളകുക
1175,zudecken::V,хучих,മുടുക
1176,zudecken::V,бүтээх,മുടുക
1177,wecken::V,сэрээх,ഉണർത്തുക
