,Concept_ID,bn,pt
729,morgen::ADV,আগামিকাল,amanhã
730,bald::ADV,অস্পকালমধ্যে,logo
731,bald::ADV,অস্পকালমধ্যে,breve
732,dann::ADV,তখন,então
733,dann::ADV,তখন,depois
734,gestern::ADV,গতকাল,ontem
735,einst::ADV,একবার মাত্র,antigamente
736,damals::ADV,তখন,então
737,danach::ADV,পরে,logo
738,danach::ADV,পরে,depois
739,vorher::ADV,আগে,antes
740,zuerst::ADV,আগে,primeiro
741,einmal::ADV,একবার,uma vez
742,manchmal::ADV,কখনও কখনও,às vezes
743,oft::ADV,ঘনঘন,muitas vezes
744,immer::ADV,সর্বদা,sempre
745,niemals::ADV,কখলও নহে,nunca
746,hier::ADV,এখানে,cá
747,hier::ADV,এখানে,aqui
748,hierhin::ADV,এখানে,para cá
749,von hier::ADV,ত্রই স্তান হইতে,daqui
750,dort::ADV,ওখানে,lá
751,dort::ADV,ওখানে,ali
752,dorthin::ADV,ওখানে,lá
753,dorthin::ADV,ওখানে,para lá
754,geradeaus::ADV,অগ্রগামী,em frente
755,vorwärts::ADV,সন্মুখিকে,avante
756,rückwärts::ADV,খিরিয়া,para trás
757,zurück::ADV,পিঠ,atrás
758,unten::ADV,নীচে,debaixo
759,unten::ADV,নীচে,em baixo
760,hinab::ADV,নিম্নগামী,para baixo
761,oben::ADV,উপরে,em cima
762,hinauf::ADV,উচ্চতর অংশে,para cima
763,überall::ADV,সর্বত্র,em toda parte
764,nicht::ADV,না,não
765,ein wenig::ADV,অল্প,um pouco
766,ein wenig::ADV,অল্প,um bocado
767,kaum::ADV,কষ্টসহকাবে,apenas
768,sehr::ADV,খুব,muito
769,so::ADV,তত,tão
770,so::ADV,তত,assim
771,noch::ADV,এখন পর্যস্ত,ainda
772,nur::ADV,শুধু,só
773,nur::ADV,শুধু,apenas
774,nur::ADV,শুধু,somente
775,schon::ADV,ইতঃপুর্বে,já
776,wieder::ADV,আবার,outra vez
777,vergebens::ADV,বিফলে,em vão
778,vor::PRP,সম্মুখে,diante de
779,hinter::PRP,পশ্চাতে,atrás de
780,unter::PRP,নীচে,sob
781,unter::PRP,নীচে,debaixo de
782,durch::PRP,দ্বারা,por
783,durch::PRP,দ্বারা,através de
784,neben::PRP,কাছে,junto de
785,neben::PRP,কাছে,ao lado de
786,zwischen::PRP,মধ্যে,entre
787,wegen::PRP,জন্য,por
788,wegen::PRP,জন্য,por causa de
789,dies::PRN,এটা,isto
790,das::PRN,ওটা,isso
791,das::PRN,ওটা,aquilo
792,alles::PRN,সব,todo
793,ich::PRN,আমি,eu
794,du::PRN,তুমি,tu
795,er::PRN,উনি,ele
796,wir::PRN,আমরা,nós
797,ihr::PRN,তোমরা,vós
798,ihr::PRN,তোমরা,vocês
799,sie::PRN,তারা,eles
800,was::FPRN,কি,quê
801,wer::FPRN,কে,quem
802,wo::FADV,কোথায়,onde
803,wohin::FADV,কোথায়,aonde
804,wohin::FADV,কোথায়,para onde
805,wie::FADV,কেমন,como
806,warum::FADV,কেন,porquê
807,warum::FADV,কেন,por que
808,wieviel::FNUM,কত,quanto
809,eins::NUM,অক,um
810,zwei::NUM,দুই,dois
811,drei::NUM,তিন,três
812,vier::NUM,চার,quatro
813,fünf::NUM,পাঁচ,cinco
814,sechs::NUM,ছয়,seis
815,sieben::NUM,সাত,sete
816,acht::NUM,আট,oito
817,neun::NUM,নয়,nove
818,zehn::NUM,দশ,dez
819,elf::NUM,এগারো,onze
820,zwölf::NUM,দ্বাদশ,doze
821,zwanzig::NUM,বিশ,vinte
822,dreißig::NUM,ত্রিশ,trinta
823,vierzig::NUM,চল্লিশ,quarenta
824,fünfzig::NUM,পঞ্চাশ,cinquenta
825,sechzig::NUM,ষাট,sessenta
826,siebzig::NUM,সত্তর,setenta
827,achtzig::NUM,আশি,oitenta
828,neunzig::NUM,নব্বুই,noventa
829,hundert::NUM,শত,cem
830,hundert::NUM,শত,cento
831,tausend::NUM,হাজার,mil
832,und::CNJ,আর,e
833,und::CNJ,এবং,e
834,oder::CNJ,বা,ou
835,stehen::V,দাঁড়ানো,estar em pé
836,sitzen::V,বসা,estar sentado
837,liegen::V,শোয়া,jazer
838,liegen::V,শোয়া,estar deitado
839,hängen::V,ঝোলা,pender
840,hängen::V,ঝোলা,estar pendurado
841,werden::V,হইয়া উঠা,tornar-se
842,passieren::V,ঘটা,acontecer
843,beginnen::V,আরম্ভ হওয়া,começar
844,enden::V,শেষ হওয়া,acabar
845,enden::V,শেষ হওয়া,terminar
846,wechseln::V,রূপাস্তর করা,variar
847,wechseln::V,রূপাস্তর করা,alternar
848,aufgehen[Sonne]::V,উদিত হওয়া,nascer
849,untergehen[Sonne]::V,অস্ত যাওয়া,pôr-se
850,scheinen[Sonne]::V,আলো দেওয়া,brilhar
851,donnern::V,বজ্রধ্বনি করা,trovejar
852,wehen::V,প্রবাহিত হওয়া,soprar
853,strömen::V,প্রবাহিত হওয়া,correr
854,fließen::V,ছুটা,fluir
855,sich drehen::V,পাক খাওয়া,girar
856,schwanken::V,দোলা,oscilar
857,schwingen::V,দোলা,vibrar
858,fallen::V,পড়া,cair
859,brennen::V,সেঁকা,arder
860,rauchen::V,ধোঁয়া ছড়ান,fumegar
861,regnen::V,বর্ষণ_করা,chover
862,gefrieren::V,হিমায়িত হওয়া,gelar
863,gefrieren::V,হিমায়িত হওয়া,congelar
864,tauen::V,গলা,derreter
865,tauen::V,গলা,descongelar
866,schmelzen::V,গলা,fundir-se
867,trocknen::V,শুষ্ক করা,secar
868,sieden::V,ফোঁড়া,ferver
869,faulen::V,ক্ষয় হওয়া,estragar-se
870,verfaulen::V,ক্ষয় হওয়া ,apodrecer
871,reißen::V,ছিঁড়া,romper-se
872,versinken::V,ডুবা,afundar-se
873,vergehen::V,যাওয়া,passar
874,erscheinen::V,আসা,aparecer
875,verschwinden::V,অদৃশ্য হওয়া,desaparecer
876,sinken::V,হ্রাস হওয়া,descer
877,abnehmen::V,হ্রাস হওয়া,diminuir
878,abnehmen::V,হ্রাস হওয়া,decrescer
879,zunehmen::V,বৃদ্ধি পাওয়া,crescer
880,zunehmen::V,বৃদ্ধি পাওয়া,aumentar
881,steigen::V,ওঠা,subir
882,wachsen::V,বড় হওয়া,crescer
883,glänzen::V,জ্বলা,brilhar
884,funkeln::V,জ্বল্জ্বল করা,cintilar
885,läuten::V,রুসুঝুসু করা,chocalhar
886,klingeln::V,বাজা,tocar
887,klirren::V,টুংটাং-শব্দ করা,tinir
888,brausen::V,গর্জন করা,bramar
889,rauschen::V,মর্মরধ্বনি করা,murmurar
890,rauschen::V,মর্মরধ্বনি করা,rumorejar
891,klingen::V,শব্দ করা,soar
892,bellen::V,ঘেউ ঘেউ করা,ladrar
893,heulen::V,গর্জন করা,uivar
894,blasen::V,ফুঁ দেওয়া,soprar
895,pfeifen::V,শিস্ দেওয়া,assobiar
896,schreien::V,চিৎকার করা,gritar
897,stöhnen::V,গোঁ-গো করা,gemer
898,zittern::V,কাঁপা,tremer
899,leben::V,বাঁচা,viver
900,geboren werden::V,জন্মানো,nascer
901,atmen::V,শ্বাস ফেলা,respirar
902,trinken::V,পান করা,beber
903,essen::V,ভক্ষণ করা,comer
904,schlucken::V,গেলা,engolir
905,müde werden::V,পরিশ্রান্ত হওয়া,cansar-se
906,einschlafen::V,নিদ্রামগ্ন হওয়া,adormecer
907,schlafen::V,নিদ্রা যাওয়া,dormir
908,aufwachen::V,জাগা,acordar
909,aufstehen::V,জাগা,levantar-se
910,sich erholen::V,আরাম করা,descansar
911,krank werden::V,অসুস্থ হত্তয়া,adoecer
912,krank werden::V,অসুস্থ হত্তয়া,ficar doente
913,krank sein::V,রূগ্ণ হত্তয়া,estar doente
914,schmerzen::V,কন্কন করা,doer
915,husten::V,কাশা,tossir
916,genesen::V,আরোগ্য হওয়া,convalescer
917,sterben::V,মারা যাওয়া,morrer
918,umkommen::V,মারা যাওয়া,perecer
919,sich bewegen::V,চলা,mover-se
920,sich rühren::V,নড়া,mexer-se
921,sich erheben::V,উদিত হওয়া,levantar-se
922,sich setzen::V,বসা,sentar-se
923,hinfallen::V,পড়া,cair
924,laufen::V,হাঁটা,andar
925,laufen::V,হাঁটা,caminhar
926,schreiten::V,হাঁটা,andar
927,schreiten::V,হাঁটা,caminhar
928,spazierengehen::V,পায়চারি করা,passear
929,eilen::V,ত্বরাম্বিত করা,apressar-se
930,sich beeilen::V,ত্বরাম্বিত করা,apressar-se
931,sich beeilen::V,ত্বরাম্বিত করা,despachar-se
932,sausen::V,ধেয়ে যাওয়া,correr
933,rennen::V,চলা,correr
934,springen::V,লাফানো,saltar
935,klettern::V,আরোহণ করা,trepar
936,schaukeln::V,দোলা,baloiçar
937,kriechen::V,হামাগুড়ি দেওয়া,rastejar
938,kriechen::V,হামাগুড়ি দেওয়া,arrastar-se
939,schwimmen::V,সাঁতার কাটা,nadar
940,tauchen::V,ডোবা,mergulhar
941,rudern::V,দাঁড় টানা,remar
942,fahren::V,চালান,ir
943,fliegen::V,ওড়া,voar
944,gehen::V,যাওয়া,ir
945,gehen::V,যাওয়া,andar
946,weggehen::V,প্রস্থান করা,partir
947,weggehen::V,প্রস্থান করা,ir-se embora
948,abfahren::V,প্রস্থান করা,sair
949,abfahren::V,প্রস্থান করা,partir
950,anhalten::V,থামা,parar
951,hineingehen::V,ঢোকা,entrar
952,eintreten::V,ঢোকা,entrar
953,kommen::V,আসা,vir
954,ankommen::V,আসা,chegar
955,zurückkommen::V,ফিরা,voltar
956,zurückkommen::V,ফিরা,regressar
957,bleiben::V,থাকা,ficar
958,bleiben::V,থাকা,permanecer
959,warten::V,অপেক্ষা করা,esperar
960,erwarten::V,অপেক্ষা করা,esperar
961,erwarten::V,অপেক্ষা করা,aguardar
962,suchen::V,খোঁজ করা,buscar
963,suchen::V,খোঁজ করা,procurar
964,finden::V,পাওয়া,achar
965,finden::V,পাওয়া,encontrar
966,versuchen::V,পরখ করা,tentar
967,vorbereiten::V,প্রস্তুত করা,preparar
968,lieben::V,ভালবাসা,amar
969,lieben::V,ভালবাসা,querer
970,mögen::V,পছন্দ করা,gostar de
971,lachen::V,হাসা,rir
972,lachen::V,হাসা,rir-se
973,rühren::V,হৃদয়ম্পর্শ করা,comover
974,weinen::V,কাঁদা,chorar
975,schimpfen::V,নালিশ করা,ralhar
976,sich ärgern::V,রাগ হত্তয়া,zangar-se
977,sich fürchten::V,ভয় করা,ter medo de
978,sich fürchten::V,ভয় করা,ter receio de
979,fürchten::V,ডরা,temer
980,fürchten::V,ডরা,recear
981,fliehen::V,পালানো,fugir
982,flüchten::V,পালানো,refugiar-se
983,sehen::V,দেখা,ver
984,anschauen::V,দেখা,olhar
985,ansehen::V,দেখা,mirar
986,hören::V,শোনা,ouvir
987,zuhören::V,শোনা,escutar
988,probieren::V,পরখ করা,provar
989,probieren::V,পরখ করা,saborear
990,riechen::V,শুঁকা,cheirar
991,fühlen::V,অনুভব করা,sentir
992,scheinen::V,মনে হত্তয়া,parecer
993,zu sehen sein::V,দেখা দেত্তয়া,estar à vista
994,vernehmen::V,শোনা,ouvir
995,frieren::V,শীত লাগা,ter frio
996,tun::V,করা,fazer
997,können::V,পারা,saber
998,wollen::V,ইচ্ছা করা,querer
999,anfangen::V,আরম্ভ করা,iniciar
1000,beenden::V,শেষ করা,acabar
1001,beenden::V,শেষ করা,terminar
1002,aufhören::V,থামা,cessar
1003,aufhören::V,থামা,desistir
1004,gelingen::V,সিদ্ধিলাভ করা,sair bem
1005,gelingen::V,সিদ্ধিলাভ করা,dar bom resultado
1006,geraten::V,পরিণত হত্তয়া,sair
1007,geraten::V,পরিণত হত্তয়া,dar resultado
1008,öffnen::V,খোলা,abrir
1009,schließen::V,বন্ধ করা,fechar
1010,stellen::V,স্থাপন করা,pôr
1011,stellen::V,স্থাপন করা,colocar
1012,setzen::V,স্থাপন করা,pôr
1013,setzen::V,স্থাপন করা,meter
1014,legen::V,স্থাপন করা,pôr
1015,legen::V,স্থাপন করা,meter
1016,berühren::V,স্পর্শ করা,tocar
1017,verbinden::V,সংযুক্ত করা,unir
1018,verbinden::V,সংযুক্ত করা,ligar
1019,bedecken::V,ঢাকা,cobrir
1020,aufhängen::V,ঝুলানো,pendurar
1021,anzünden::V,জ্বালান,acender
1022,aufheben::V,কুড়াইয়া তোলা,apanhar
1023,aufheben::V,কুড়াইয়া তোলা,levantar
1024,zurücklassen::V,পরিত্যাগ করা,deixar
1025,verlieren::V,হারান,perder
1026,fallen lassen::V,ফেলা,deixar cair
1027,machen::V,গঠন করা,fazer
1028,herstellen::V,সৃষ্টি করা,produzir
1029,bauen::V,নির্মাণ করা,edificar
1030,bauen::V,নির্মাণ করা,construir
1031,reparieren::V,মেরামত করা,reparar
1032,reparieren::V,মেরামত করা,consertar
1033,verbessern::V,উন্নতিলাভ করা,melhorar
1034,ändern::V,পরিবর্তিত করা,mudar
1035,ändern::V,পরিবর্তিত করা,alterar
1036,graben::V,খনন করা,cavar
1037,beugen::V,নোয়া,curvar
1038,biegen::V,নোয়া,vergar
1039,drehen::V,ঘোরান,girar
1040,wenden::V,উলটাইয়া দেত্তয়া,virar
1041,wenden::V,উলটাইয়া দেত্তয়া,voltar
1042,umdrehen::V,উলটানো,virar
1043,umdrehen::V,উলটানো,revolver
1044,heben::V,উত্তোলন করা,levantar
1045,hochheben::V,উঁচু করা,erguer
1046,hochheben::V,উঁচু করা,levantar
1047,ergreifen::V,দখল করা,apanhar
1048,halten::V,ধরা,segurar
1049,drücken::V,টেপা,apertar
1050,schieben::V,ঠেলা,empurrar
1051,kratzen::V,চাঁচা,raspar
1052,lecken::V,চাটা,lamber
1053,beißen::V,দংশন করা,morder
1054,abreißen::V,বিচ্ছিন্ন করা,arrancar
1055,abschneiden::V,বিচ্ছিন্ন করা,talhar
1056,binden::V,বন্ধন করা,ligar
1057,stecken::V,বিদ্ধ করা,meter
1058,stecken::V,বিদ্ধ করা,enfiar
1059,brechen::V,ভাঙা,romper
1060,brechen::V,ভাঙা,quebrar
1061,klopfen::V,আঘাত করা,bater
1062,hauen::V,আঘাত করা,bater
1063,kleben::V,সাঁটা,colar
1064,reiben::V,ঘষা,esfregar
1065,streichen::V,ছড়াইয়া,barrar
1066,schleifen::V,ধার দেওয়া,afiar
1067,schneiden::V,কাটা,cortar
1068,rütteln::V,নাড়ান,sacudir
1069,schütteln::V,নড়া,abanar
1070,schütteln::V,নড়া,sacudir
1071,schwenken::V,দোলা,agitar
1072,schütten::V,বর্ষণ করা,deitar
1073,füllen::V,পরিপূর্ণ করা,encher
1074,einwickeln::V,মুড়া,envolver
1075,einwickeln::V,মুড়া,embrulhar
1076,tragen::V,বহন করা,levar
1077,tragen::V,বহন করা,trazer
1078,schleppen::V,টানা,arrastar
1079,ziehen::V,টানা,puxar
1080,aufbewahren::V,রাখা,guardar
1081,aufbewahren::V,রাখা,conservar
1082,werfen::V,ছুড়া,lançar
1083,fangen::V,লোফা,apanhar
1084,packen::V,ধরা,agarrar
1085,verstecken::V,গোপন করা,esconder
1086,teilen::V,বিভক্ত করা,partir
1087,teilen::V,বিভক্ত করা,dividir
1088,schicken::V,প্রেরণ করা,enviar
1089,bringen::V,আনা,trazer
1090,hinzufügen::V,একত্র করা,acrescentar
1091,bekommen::V,পাওয়া,obter
1092,erhalten::V,পাওয়া,receber
1093,nehmen::V,নেওয়া,tomar
1094,wählen::V,বাছা,eleger
1095,wählen::V,বাছা,escolher
1096,auswählen::V,বাছা,escolher
1097,auswählen::V,বাছা,seleccionar
1098,bewahren::V,বাঁচাইয়া রাখা,guardar
1099,bewahren::V,বাঁচাইয়া রাখা,conservar
1100,behindern::V,বাধা দেওয়া,impedir
1101,verderben::V,নষ্ট করা,estragar
1102,verderben::V,নষ্ট করা,corromper
1103,beschädigen::V,ক্ষতি করা,danificar
1104,zerbrechen::V,ভাঙ্গিয়া যাওয়া,romper
1105,zerbrechen::V,ভাঙ্গিয়া যাওয়া,quebrar
1106,zerreißen::V,ছিঁড়া,rasgar
1107,zerstören::V,বিনাশ করা,destruir
1108,verbrennen::V,দহন করা,queimar
1109,geben::V,দেওয়া,dar
1110,reichen::V,দেওয়া,passar
1111,schenken::V,উপহার দেত্তয়া,oferecer
1112,versprechen::V,প্রতিশ্রুতি দেওয়া,prometer
1113,wünschen::V,আকাঙ্ক্ষা করা,desejar
1114,loben::V,প্রশংসা করা,louvar
1115,küssen::V,চুম্বন করা,beijar
1116,wiegen::V,দুলানো,embalar
1117,zudecken::V,ঢাকা,tapar
1118,zudecken::V,ঢাকা,cobrir
1119,wecken::V,জাগানো,acordar
1120,wecken::V,জাগানো,despertar
1121,zeigen::V,দেখানো,mostrar
1122,führen::V,পথ দেখানো,guiar
1123,führen::V,পথ দেখানো,conduzir
1124,lehren::V,শেখানো,ensinar
1125,unterrichten::V,শিক্ষা দেওয়া,instruir
1126,aufziehen::V,পালন করা,criar
1127,leiten::V,পরিচালনা করা,dirigir
1128,leiten::V,পরিচালনা করা,conduzir
1129,antreiben::V,চালনা করা,impelir
1130,lassen::V,অনুমতি দেওয়া,fazer
1131,einladen::V,নিমন্ত্রণ করা,convidar
1132,vereinigen::V,এক করা,unir
1133,vereinigen::V,এক করা,reunir
1134,besuchen::V,দেখিতে যাওয়া,ir ver
1135,besuchen::V,দেখিতে যাওয়া,visitar
1136,treffen::V,সন্মুখীন হওয়া,encontrar
1137,sich versammeln::V,জড়ো হওয়া,reunir-se
1138,spielen::V,খেলা,jogar
1139,spielen::V,খেলা,brincar
1140,singen::V,গাওয়া,cantar
1141,tanzen::V,নাচা,bailar
1142,sich trennen::V,পৃথক করা,apartar-se
1143,verlassen::V,পরিত্যাগ করা,deixar
1144,verlassen::V,পরিত্যাগ করা,abandonar
1145,retten::V,উদ্ধার করা,salvar
1146,bewachen::V,পাহারা দেওয়া,vigiar
1147,bewachen::V,পাহারা দেওয়া,guardar
1148,schützen::V,রক্ষা করা,proteger
1149,verteidigen::V,রক্ষা করা,defender
1150,sich schlagen::V,লড়াই করা,brigar
1151,sich schlagen::V,লড়াই করা,bater-se
1152,schießen::V,তীরবেগে ছোটা,disparar
1153,siegen::V,জেতা,vencer
1154,ärgern::V,বিরক্ত করা,irritar
1155,ärgern::V,বিরক্ত করা,aborrecer
1156,schlagen::V,আঘাত করা,bater
1157,treten::V,লাথি মারা,pisar
1158,stechen::V,দংশন করা,picar
1159,stoßen::V,ঠেলা,empurrar
1160,stehlen::V,অপহরণ করা,furtar
1161,stören::V,ঘাঁটান,perturbar
1162,belästigen::V,বিরক্ত করা,incomodar
1163,belästigen::V,বিরক্ত করা,importunar
1164,verbergen::V,গোপন করা,ocultar
1165,verbergen::V,গোপন করা,esconder
1166,täuschen::V,প্রবঞ্চনা করা,iludir
1167,täuschen::V,প্রবঞ্চনা করা,enganar
1168,betrügen::V,প্রতারণা করা,burlar
1169,betrügen::V,প্রতারণা করা,enganar
1170,töten::V,হত্যা করা,matar
1171,wohnen::V,বাস করা,morar
1172,arbeiten::V,কাজ করা,trabalhar
1173,sammeln::V,সংগ্রহ করা,recolher
1174,sammeln::V,সংগ্রহ করা,coleccionar
1175,pflücken::V,চয়ন করা,colher
1176,jagen::V,শিকার করা,caçar
1177,fischen::V,মাছ ধরা,pescar
1178,fassen::V,ধরা,apanhar
1179,hüten::V,যুথভুক্ত করা,guardar
1180,treiben::V,চালনা করা,conduzir
1181,anbinden::V,বন্ধন করা,atar
1182,füttern::V,ভোজন করানো,dar de comer a
1183,melken::V,দুগ্ধ দোহন করা,ordenhar
1184,hacken::V,কাটা,rachar
1185,gießen::V,বর্ষণ করা,regar
1186,reifen::V,পাকা,amadurecer
1187,zubereiten::V,রন্ধন করা,preparar
1188,kochen::V,রন্ধন করা,cozer
1189,backen::V,সেকা,cozer
1190,braten::V,ভাজা,assar
1191,braten::V,ভাজা,fritar
1192,umrühren::V,নড়ানো,remexer
1193,stricken::V,বোনা,tricotar
1194,stricken::V,বোনা,fazer malha
1195,nähen::V,সেলাই করা,coser
1196,nähen::V,সেলাই করা,costurar
1197,färben::V,রঞ্জিত করা,tingir
1198,färben::V,রঞ্জিত করা,colorir
1199,reinigen::V,পরিষ্কার করা,limpar
1200,reinigen::V,পরিষ্কার করা,purificar
1201,waschen::V,পরিষ্কার করা,lavar
1202,abwischen::V,মুছা,limpar
1203,abwischen::V,মুছা,esfregar
1204,spülen::V,পরিষ্কার করা,lavar
1205,spülen::V,পরিষ্কার করা,enxaguar
1206,fegen::V,ঝাঁট দেওয়া,varrer
1207,kehren::V,ঝাঁট দেওয়া,varrer
1208,baden::V,অবগাহন করা,banhar
1209,baden::V,অবগাহন করা,tomar banho
1210,sich waschen::V,ধোয়া,lavar-se
1211,ausziehen::V,খুলা,despir
1212,anziehen::V,গায়ে দেত্তয়া,vestir
1213,sich anziehen::V,পোশাক পরা,vestir-se
1214,kämmen::V,আঁচড়ানো,pentear
1215,schmücken::V,সাজান করা,adornar
1216,sagen::V,উচ্চারণ করা,dizer
1217,sprechen::V,বলা,falar
1218,reden::V,আলাপ করা,falar
1219,sich unterhalten::V,আড্ডা দেওয়া,conversar
1220,fragen::V,জিজ্ঞাসা করা,perguntar
1221,bitten::V,প্রার্থনা করা,pedir
1222,erzählen::V,বর্ণনা করা,contar
1223,mitteilen::V,বলা,comunicar
1224,mitteilen::V,বলা,participar
1225,nennen::V,নাম দেওয়া,nomear
1226,nennen::V,নাম দেওয়া,apelidar
1227,rufen::V,আমন্ত্রণ করা,chamar
1228,prahlen::V,বড়াই করা,gabar-se
1229,prahlen::V,বড়াই করা,vangloriar-se
1230,übersetzen::V,ভাষাস্তরিত করা,traduzir
1231,denken::V,ভাবা,pensar
1232,glauben::V,বিশ্বাস করা,crer
1233,bemerken::V,লক্ষ্য করা,notar
1234,bemerken::V,লক্ষ্য করা,observar
1235,erkennen::V,চিনিতে পারা,reconhecer
1236,begreifen::V,উপলব্ধি করা,apreender
1237,begreifen::V,উপলব্ধি করা,compreender
1238,verstehen::V,উপলব্ধি করা,entender
1239,verstehen::V,উপলব্ধি করা,compreender
1240,lernen::V,শেখা,aprender
1241,wissen::V,জানা,saber
1242,sich erinnern an::V,মনে করা,lembrar-se de
1243,sich erinnern an::V,মনে করা,recordar-se de
1244,vergessen::V,বিস্মৃত হওয়া,esquecer
1245,messen::V,মাপা,medir
1246,zählen::V,গণনা করা,contar
1247,rechnen::V,হিসাব করা,calcular
1248,lesen::V,পাঠ করা,ler
1249,malen::V,আঁকা,pintar
1250,zeichnen::V,ছকা,desenhar
1251,schreiben::V,লেখা,escrever
1252,besitzen::V,অধিকার করা,possuir
1253,kaufen::V,ক্রয় করা,comprar
1254,verkaufen::V,বেচা,vender
1255,bezahlen::V,প্রদান করা,pagar
1256,zahlen::V,প্রদান করা,pagar
1257,beherrschen::V,শাসন করা,imperar
1258,ertragen::V,বহন করা,suportar
1259,lärmen::V,,fazer barulho
