,Concept_ID,he,hu
822,zwölf::NUM,שתים עשרה,tizenkettő
823,zwanzig::NUM,עשרים,húsz
824,dreißig::NUM,שלושים,harminc
825,vierzig::NUM,ארבעים,negyven
826,fünfzig::NUM,חמשים,ötven
827,sechzig::NUM,ששים,hatvan
828,siebzig::NUM,שבעים,hetven
829,achtzig::NUM,שמונים,nyolcvan
830,neunzig::NUM,תשעים,kilencven
831,hundert::NUM,מאה,száz
832,tausend::NUM,אלף,ezer
833,und::CNJ,ו,és
834,und::CNJ,ו,meg
835,oder::CNJ,או,vagy
836,stehen::V,עמד,áll
837,sitzen::V,ישב,ül
838,liegen::V,שכב,fekszik
839,hängen::V,היה תלוי,függ
840,werden::V,הפך ל,lesz
841,passieren::V,קרה,történik
842,beginnen::V,התחיל,kezdődik
843,enden::V,הסתים,végződik
844,enden::V,הסתים,befejeződik
845,wechseln::V,השתנה,változik
846,aufgehen[Sonne]::V,זרח,kel
847,untergehen[Sonne]::V,שקע,lemegy
848,scheinen[Sonne]::V,בהק,süt
849,donnern::V,רעם,dörög
850,wehen::V,נשב,fúj
851,strömen::V,זרם,áramlik
852,fließen::V,זרם,folyik
853,sich drehen::V,הסתובב,forog
854,schwanken::V,התנודד,inog
855,schwanken::V,התנודד,ingadozik
856,schwingen::V,התנענע,leng
857,fallen::V,נפל,esik
858,brennen::V,בער,ég
859,rauchen::V,עשן,füstöl
860,regnen::V,ירד גשם,esik
861,gefrieren::V,קפא,megfagy
862,tauen::V,נמס,olvad
863,schmelzen::V,התיך,olvad
864,schmelzen::V,התיך,elolvad
865,trocknen::V,התיבש,szárad
866,sieden::V,רתח,forr
867,faulen::V,רקב,rothad
868,verfaulen::V,רקב,elrothad
869,verfaulen::V,רקב,megrothad
870,reißen::V,נקרע,szakad
871,versinken::V,טבע,süllyed
872,versinken::V,טבע,elsüllyed
873,vergehen::V,עבר,múlik
874,vergehen::V,עבר,elmúlik
875,erscheinen::V,נגלה,feltűnik
876,erscheinen::V,נגלה,megjelenik
877,erscheinen::V,הופיע,feltűnik
878,erscheinen::V,הופיע,megjelenik
879,verschwinden::V,נעלם,letűnik
880,sinken::V,ירד,süllyed
881,abnehmen::V,הפחית,apad
882,abnehmen::V,הפחית,csökken
883,zunehmen::V,רבה,növekszik
884,zunehmen::V,רבה,gyarapszik
885,steigen::V,עלה,emelkedik
886,wachsen::V,גדל,nő
887,wachsen::V,גדל,terem
888,wachsen::V,גדל,növekszik
889,glänzen::V,נצץ,ragyog
890,glänzen::V,נצץ,fénylik
891,glänzen::V,בהק,ragyog
892,glänzen::V,בהק,fénylik
893,funkeln::V,נצנץ,csillog
894,funkeln::V,נצנץ,tündöklik
895,lärmen::V,רעש,lármázik
896,läuten::V,צלצל,cseng
897,klingeln::V,צלצל,csenget
898,klirren::V,קרקש,csörömpöl
899,brausen::V,געש,zúg
900,brausen::V,געש,morajlik
901,rauschen::V,רשרש,zúg
902,klingen::V,נשמע,hangzik
903,bellen::V,נבח,ugat
904,heulen::V,ילל,bőg
905,heulen::V,ילל,üvölt
906,blasen::V,נשף,fúj
907,pfeifen::V,שרק,fütyül
908,schreien::V,צעק,kiált
909,schreien::V,צעק,kiabál
910,stöhnen::V,נאנק,nyög
911,zittern::V,רעד,remeg
912,zittern::V,רעד,reszket
913,leben::V,חי,él
914,geboren werden::V,נולד,születik
915,atmen::V,נשם,lélegzik
916,trinken::V,שתה,iszik
917,essen::V,אכל,eszik
918,schlucken::V,בלע,nyel
919,müde werden::V,התעיף,elfárad
920,müde werden::V,התעיף,kifárad
921,einschlafen::V,נרדם,elalszik
922,schlafen::V,ישן,alszik
923,aufwachen::V,התעורר,felébred
924,aufstehen::V,קם,felkel
925,sich erholen::V,נפש,pihen
926,krank werden::V,חלה,megbetegedik
927,krank werden::V,חלה,belebetegszik
928,krank sein::V,היה חולה,betegeskedik
929,schmerzen::V,כאב,fáj
930,husten::V,השתעל,köhög
931,genesen::V,הבריא,meggyógyul
932,sterben::V,מת,hal
933,umkommen::V,נספה,elpusztul
934,sich bewegen::V,נע,mozog
935,sich rühren::V,זז,mozdul
936,sich erheben::V,קם,feláll
937,sich erheben::V,קם,felemelkedik
938,sich setzen::V,התישב,ül
939,sich setzen::V,התישב,leül
940,hinfallen::V,נפל,bukik
941,hinfallen::V,נפל,elesik
942,laufen::V,הלך ברגל,jár
943,schreiten::V,פסע,lép
944,spazierengehen::V,טיל,sétál
945,eilen::V,אץ,siet
946,eilen::V,מהר,siet
947,sich beeilen::V,מהר,siet
948,sausen::V,אץ,robog
949,rennen::V,רץ,fut
950,rennen::V,רץ,szalad
951,springen::V,קפץ,ugrik
952,klettern::V,טפס,kúszik
953,schaukeln::V,התנדנד,hintázik
954,kriechen::V,זחל,kúszik
955,schwimmen::V,שחה,úszik
956,tauchen::V,צלל,merül
957,rudern::V,חתר,evez
958,fahren::V,נסע,jár
959,fahren::V,נסע,megy
960,fahren::V,נסע,utazik
961,fliegen::V,עף,száll
962,gehen::V,הלך,megy
963,weggehen::V,עזב,elmegy
964,abfahren::V,יצא,indul
965,anhalten::V,עצר,megáll
966,hineingehen::V,נכנס,bemegy
967,eintreten::V,נכנס,belép
968,kommen::V,בא,jön
969,ankommen::V,הגיע,érkezik
970,ankommen::V,הגיע,megérkezik
971,zurückkommen::V,שב,visszajön
972,zurückkommen::V,חזר,visszajön
973,bleiben::V,נשאר,marad
974,bleiben::V,נשאר,megmarad
975,warten::V,חכה,vár
976,warten::V,חכה,várakozik
977,warten::V,המתין,vár
978,warten::V,המתין,várakozik
979,erwarten::V,צפה,vár
980,erwarten::V,צפה,megvár
981,suchen::V,חפש,kutat
982,finden::V,מצא,talál
983,versuchen::V,נסה,megpróbál
984,versuchen::V,נסה,megkísérel
985,vorbereiten::V,הכין,előkészít
986,lieben::V,אהב,szeret
987,mögen::V,אהב,szeret
988,lachen::V,צחק,nevet
989,rühren::V,נגע ללב,mozdít
990,weinen::V,בכה,sír
991,schimpfen::V,גער,szid
992,schimpfen::V,גער,szitkozódik
993,sich ärgern::V,זעם,mérgelődik
994,sich ärgern::V,זעם,bosszankodik
995,sich ärgern::V,כעס,mérgelődik
996,sich ärgern::V,כעס,bosszankodik
997,sich fürchten::V,פחד,fél
998,sich fürchten::V,פחד,retteg
999,sich fürchten::V,חשש,fél
1000,sich fürchten::V,חשש,retteg
1001,fürchten::V,פחד מ,fél
1002,fürchten::V,חשש מ,fél
1003,fliehen::V,ברח,menekül
1004,flüchten::V,נמלט,elmenekül
1005,sehen::V,ראה,néz
1006,anschauen::V,הביט,megnéz
1007,ansehen::V,התבונן,néz
1008,ansehen::V,התבונן,ránéz
1009,ansehen::V,התבונן,megnéz
1010,hören::V,שמע,hall
1011,zuhören::V,הקשיב,hallgat
1012,zuhören::V,הקשיב,meghallgat
1013,probieren::V,נסה,kóstol
1014,probieren::V,נסה,megkóstol
1015,riechen::V,הריח,szagol
1016,fühlen::V,חש,érez
1017,scheinen::V,נדמה,tűnik
1018,scheinen::V,נדמה,látszik
1019,zu sehen sein::V,נראה,mutatkozik
1020,vernehmen::V,נודע ל,hall
1021,frieren::V,קר ל,fázik
1022,tun::V,פעל,csinál
1023,tun::V,פעל,cselekszik
1024,können::V,יכל,tud
1025,wollen::V,רצה,akar
1026,anfangen::V,התחיל,kezd
1027,beenden::V,גמר,befejez
1028,aufhören::V,סים,megszűnik
1029,gelingen::V,הצליח,sikerül
1030,geraten::V,עלה,kerül
1031,geraten::V,עלה,jut
1032,öffnen::V,פתח,nyit
1033,öffnen::V,פתח,kinyit
1034,schließen::V,סגר,csuk
1035,schließen::V,סגר,becsuk
1036,stellen::V,העמיד,állít
1037,stellen::V,העמיד,helyez
1038,setzen::V,הושיב,ültet
1039,setzen::V,הושיב,helyez
1040,legen::V,שם,tesz
1041,legen::V,שם,fektet
1042,berühren::V,נגע,érint
1043,verbinden::V,קשר,beköt
1044,verbinden::V,קשר,összeköt
1045,bedecken::V,כסה,betakar
1046,bedecken::V,כסה,beborít
1047,aufhängen::V,תלה,felakaszt
1048,anzünden::V,הצית,gyújt
1049,anzünden::V,הצית,meggyújt
1050,aufheben::V,אסף,felemel
1051,zurücklassen::V,השאיר,hátrahagy
1052,verlieren::V,אבד,veszít
1053,verlieren::V,אבד,elveszít
1054,fallen lassen::V,שמט,elejt
1055,fallen lassen::V,הפיל,elejt
1056,machen::V,עשה,tesz
1057,machen::V,עשה,csinál
1058,herstellen::V,יצר,gyárt
1059,herstellen::V,יצר,előállít
1060,bauen::V,בנה,épít
1061,reparieren::V,תקן,javít
1062,reparieren::V,תקן,kijavít
1063,reparieren::V,תקן,megjavít
1064,verbessern::V,שפר,megjavít
1065,ändern::V,שנה,változtat
1066,ändern::V,שנה,megváltoztat
1067,graben::V,חפר,ás
1068,beugen::V,כפף,meghajt
1069,biegen::V,כופף,hajlít
1070,drehen::V,סובב,forgat
1071,wenden::V,הפך,fordít
1072,wenden::V,הפך,megfordít
1073,umdrehen::V,סובב,megfordít
1074,umdrehen::V,סובב,megforgat
1075,heben::V,הרים,emel
1076,hochheben::V,הרים,felemel
1077,ergreifen::V,אחז,megfog
1078,halten::V,החזיק,tart
1079,drücken::V,לחץ,nyom
1080,drücken::V,לחץ,megnyom
1081,schieben::V,הזיז,tol
1082,kratzen::V,שרט,vakar
1083,kratzen::V,שפשף,vakar
1084,lecken::V,לקק,nyal
1085,beißen::V,נשך,harap
1086,abreißen::V,קרע,letép
1087,abschneiden::V,חתך,levág
1088,binden::V,קשר,köt
1089,binden::V,קשר,kötöz
1090,stecken::V,תקע,dug
1091,brechen::V,שבר,tör
1092,brechen::V,שבר,eltör
1093,klopfen::V,נקש,kopogtat
1094,hauen::V,הכה,vág
1095,hauen::V,הכה,levág
1096,kleben::V,הדביק,tapaszt
1097,reiben::V,שפשף,dörzsöl
1098,reiben::V,שפשף,súrol
1099,streichen::V,מרח,simít
1100,schleifen::V,השחיז,fen
1101,schleifen::V,השחיז,csiszol
1102,schleifen::V,השחיז,köszörül
1103,schneiden::V,גזר,vág
1104,schneiden::V,גזר,szel
1105,schneiden::V,גזר,metsz
1106,rütteln::V,נענע,ráz
1107,schütteln::V,נער,ráz
1108,schütteln::V,נער,megráz
1109,schwenken::V,נופף,lóbál
1110,schwenken::V,נופף,lobogtat
1111,schwenken::V,טלטל,lóbál
1112,schwenken::V,טלטל,lobogtat
1113,schütten::V,שפך,önt
1114,füllen::V,מלא,tölt
1115,füllen::V,מלא,megtölt
1116,einwickeln::V,עטף,becsavar
1117,tragen::V,נשא,hord
1118,schleppen::V,סחב,vonszol
1119,ziehen::V,משך,húz
1120,aufbewahren::V,שמר,megőriz
1121,werfen::V,זרק,dob
1122,werfen::V,זרק,hajít
1123,fangen::V,תפס,fog
1124,packen::V,אחז,megragad
1125,verstecken::V,החביא,eldug
1126,verstecken::V,החביא,elrejt
1127,teilen::V,חלק,oszt
1128,teilen::V,חלק,megoszt
1129,schicken::V,שלח,küld
1130,bringen::V,הביא,hoz
1131,bringen::V,הביא,visz
1132,hinzufügen::V,הוסיף,hozzáad
1133,bekommen::V,תפס,kap
1134,bekommen::V,תפס,megkap
1135,erhalten::V,קבל,kap
1136,erhalten::V,קבל,megkap
1137,nehmen::V,אחז,vesz
1138,wählen::V,בחר,választ
1139,auswählen::V,בחר ב,kiválaszt
1140,bewahren::V,קים,megtart
1141,behindern::V,מנע,akadályoz
1142,behindern::V,מנע,gátol
1143,verderben::V,מנע,elront
1144,beschädigen::V,הזיק,rongál
1145,zerbrechen::V,נשבר,eltör
1146,zerbrechen::V,נשבר,széttör
1147,zerbrechen::V,נשבר,kettétör
1148,zerreißen::V,קרע,eltép
1149,zerreißen::V,קרע,széttép
1150,zerstören::V,הרס,elpusztít
1151,zerstören::V,השמיד,elpusztít
1152,verbrennen::V,שרף,éget
1153,verbrennen::V,שרף,eléget
1154,geben::V,נתן,ad
1155,reichen::V,העביר,nyújt
1156,schenken::V,נתן במתנה,ajándékoz
1157,versprechen::V,הבטיח,ígér
1158,wünschen::V,אחל,kíván
1159,loben::V,שבח,dicsér
1160,küssen::V,נשק,csókol
1161,wiegen::V,נדנד,ringat
1162,zudecken::V,כסה,betakar
1163,wecken::V,עורר,kelt
1164,wecken::V,עורר,ébreszt
1165,zeigen::V,הראה,mutat
1166,führen::V,הביא,visz
1167,führen::V,הביא,vezet
1168,führen::V,הוביל,visz
1169,führen::V,הוביל,vezet
1170,lehren::V,למד,tanít
1171,unterrichten::V,למד,tanít
1172,aufziehen::V,רומם,felnevel
1173,leiten::V,נהל,vezet
1174,leiten::V,נהל,vezérel
1175,antreiben::V,המרץ,hajt
1176,lassen::V,נתן,-tat
1177,lassen::V,נתן,-at
1178,einladen::V,הזמין,meghív
1179,vereinigen::V,אחד,egyesít
1180,vereinigen::V,לכד,egyesít
1181,besuchen::V,בקר,látogat
1182,treffen::V,פגש,talál
1183,sich versammeln::V,התאסף,gyülekezik
1184,sich versammeln::V,התאסף,összegyűlik
1185,spielen::V,שחק,játszik
1186,singen::V,שר,énekel
1187,tanzen::V,רקד,táncol
1188,sich trennen::V,נפרד,elválik
1189,verlassen::V,עזב,elhagy
1190,retten::V,הציל,ment
1191,bewachen::V,שמר,őriz
1192,schützen::V,אבטח,óv
1193,schützen::V,אבטח,véd
1194,verteidigen::V,הגן,véd
1195,sich schlagen::V,התכתש,verekszik
1196,schießen::V,ירה,lő
1197,siegen::V,גבר,győz
1198,siegen::V,נצח,győz
1199,ärgern::V,עצבן,bosszant
1200,schlagen::V,הכה,üt
1201,schlagen::V,הכה,ver
1202,schlagen::V,הלקה,üt
1203,schlagen::V,הלקה,ver
1204,treten::V,בעט,rúg
1205,stechen::V,דקר,döf
1206,stechen::V,דקר,szúr
1207,stoßen::V,דחק,lök
1208,stehlen::V,גנב,lop
1209,stören::V,קטע,zavar
1210,stören::V,הפריע,zavar
1211,belästigen::V,הציק,zaklat
1212,belästigen::V,הטריד,zaklat
1213,verbergen::V,הצניע,rejt
1214,verbergen::V,הצניע,elrejt
1215,täuschen::V,שגע,megtéveszt
1216,betrügen::V,הונה,csal
1217,töten::V,הרג,öl
1218,wohnen::V,גר,lakik
1219,arbeiten::V,עבד,dolgozik
1220,sammeln::V,אסף,szed
1221,sammeln::V,אסף,gyűjt
1222,pflücken::V,קטף,szed
1223,jagen::V,צד,vadászik
1224,fischen::V,דג,halászik
1225,fassen::V,תפס,fog
1226,hüten::V,רעה,őriz
1227,hüten::V,רעה,legeltet
1228,treiben::V,הוציא,hajt
1229,anbinden::V,קשר,köt
1230,füttern::V,הלעיט,etet
1231,melken::V,חלב,fej
1232,hacken::V,קצץ,vág
1233,gießen::V,השקה,öntöz
1234,reifen::V,בשל,érik
1235,zubereiten::V,הכין,elkészít
1236,kochen::V,בשל,főz
1237,backen::V,אפה,süt
1238,braten::V,צלה,süt
1239,braten::V,טגן,süt
1240,umrühren::V,ערבב,megkever
1241,stricken::V,סרג,köt
1242,nähen::V,תפר,varr
1243,färben::V,צבע,fest
1244,reinigen::V,נקה,tisztít
1245,waschen::V,רחץ,mos
1246,waschen::V,כבס,mos
1247,abwischen::V,נגב,letöröl
1248,spülen::V,שטף,mosogat
1249,fegen::V,טאטא,söpör
1250,kehren::V,טאטא,söpör
1251,baden::V,טבל,fürdik
1252,baden::V,שחה,fürdik
1253,sich waschen::V,התרחץ,mosdik
1254,sich waschen::V,התרחץ,mosakszik
1255,ausziehen::V,הוריד,levesz
1256,anziehen::V,לבש,felölt
1257,anziehen::V,לבש,felvesz
1258,sich anziehen::V,התלבש,öltözik
1259,sich anziehen::V,התלבש,felöltözik
1260,kämmen::V,סרק,fésül
1261,schmücken::V,קשט,díszít
1262,sagen::V,אמר,mond
1263,sprechen::V,דבר,beszél
1264,reden::V,דבר,beszél
1265,sich unterhalten::V,שוחח,beszélget
1266,fragen::V,שאל,kérdez
1267,bitten::V,בקש,kér
1268,erzählen::V,ספר,mesél
1269,erzählen::V,ספר,elbeszél
1270,mitteilen::V,מסר,közöl
1271,mitteilen::V,הודיע,közöl
1272,nennen::V,קרא בשם,hív
1273,nennen::V,קרא בשם,nevez
1274,rufen::V,גיס,hív
1275,rufen::V,הזמין לבוא,hív
1276,prahlen::V,התרברב,dicsekszik
1277,übersetzen::V,תרגם,fordít
1278,denken::V,חשב,gondol
1279,glauben::V,האמין,hisz
1280,bemerken::V,הבחין,észrevesz
1281,erkennen::V,זהה,ráismer
1282,erkennen::V,זהה,felismer
1283,begreifen::V,קלט,felfog
1284,begreifen::V,הבין,felfog
1285,verstehen::V,הבין,ért
1286,verstehen::V,הבין,megért
1287,lernen::V,למד,tanul
1288,lernen::V,למד,megtanul
1289,wissen::V,ידע,tud
1290,sich erinnern an::V,זכר,emlékszik
1291,vergessen::V,שכח,felejt
1292,vergessen::V,שכח,elfelejt
1293,messen::V,מדד,mér
1294,messen::V,מדד,megmér
1295,zählen::V,ספר,számol
1296,zählen::V,ספר,megszámol
1297,rechnen::V,חשב,számít
1298,lesen::V,קרא,olvas
1299,malen::V,ציר,fest
1300,zeichnen::V,שרטט,rajzol
1301,schreiben::V,כתב,ír
1302,besitzen::V,היה בעל של,birtokol
1303,kaufen::V,קנה,vesz
1304,kaufen::V,קנה,megvesz
1305,kaufen::V,רכש,vesz
1306,kaufen::V,רכש,megvesz
1307,verkaufen::V,מכר,elad
1308,bezahlen::V,שלם,fizet
1309,bezahlen::V,שלם,kifizet
1310,zahlen::V,שלם,fizet
1311,zahlen::V,שלם,megfizet
1312,beherrschen::V,שלט,ural
1313,ertragen::V,סבל,elbír
1314,ertragen::V,סבל,elvisel
