,Concept_ID,mhr,et
753,oft::ADV,чӱ́чкыдын,sageli
754,immer::ADV,эре́,ikka
755,immer::ADV,эре́,alati
756,immer::ADV,ту́тыш,ikka
757,immer::ADV,ту́тыш,alati
758,niemals::ADV,ок нигуна́м,mitte kunagi
759,hier::ADV,ты́ште,siin
760,hierhin::ADV,ты́шке,siia
761,hierhin::ADV,тыш,siia
762,von hier::ADV,тыше́ч,siit
763,von hier::ADV,тыве́ч,siit
764,dort::ADV,ту́што,seal
765,dorthin::ADV,туш,sinna
766,dorthin::ADV,ту́шко,sinna
767,geradeaus::ADV,вик,otse edasi
768,vorwärts::ADV,о́нчыко,edasi
769,rückwärts::ADV,шеҥге́к,tagurpidi
770,zurück::ADV,мӧҥге́ш,tagasi
771,unten::ADV,ӱ́лнӧ,all
772,unten::ADV,ӱ́лнӧ,allpool
773,unten::ADV,йыма́лне,all
774,unten::ADV,йыма́лне,allpool
775,hinab::ADV,йыма́к,alla
776,oben::ADV,кӱ́шнӧ,ülal
777,oben::ADV,ӱмба́лне,ülal
778,hinauf::ADV,кӱ́ш,üles
779,hinauf::ADV,кӱ́шкӧ,üles
780,überall::ADV,чыла́ вере́,kõikjal
781,nicht::ADV,ок,ei
782,nicht::ADV,ок,mitte
783,nicht::ADV,о́геш,ei
784,nicht::ADV,о́геш,mitte
785,ein wenig::ADV,изи́ш,veidi
786,ein wenig::ADV,изи́ш,natuke
787,kaum::ADV,пыкше́,vaevalt
788,sehr::ADV,чот,väga
789,so::ADV,тыге́,nii
790,noch::ADV,а́ле,veel
791,nur::ADV,гына́,ainult
792,schon::ADV,ы́нде,juba
793,wieder::ADV,ада́к,jälle
794,vergebens::ADV,ара́м,asjata
795,vor::PRP,о́нчыч,ees
796,hinter::PRP,шеҥге́лне,taha
797,unter::PRP,йыма́лне,all
798,durch::PRP,вошт,läbi
799,durch::PRP,вошт,kaudu
800,neben::PRP,вокте́н,kõrval
801,zwischen::PRP,кокла́ште,vahel
802,wegen::PRP,верч,tõttu
803,wegen::PRP,верч,pärast
804,dies::PRN,ти́де,see
805,das::PRN,са́де,see
806,alles::PRN,чыла́,kõik
807,ich::PRN,мый,mina
808,du::PRN,тый,sina
809,er::PRN,ту́до,tema
810,wir::PRN,ме,me
811,ihr::PRN,те,te
812,sie::PRN,ну́но,nad
813,was::FPRN,мо,mis
814,wer::FPRN,кӧ,kes
815,wo::FADV,куша́н,kus
816,wohin::FADV,куш,kuhu
817,wohin::FADV,ку́шко,kuhu
818,wie::FADV,кузе́,kuidas
819,warum::FADV,мо,miks
820,warum::FADV,мола́н,miks
821,wieviel::FNUM,куна́р,mitu
822,wieviel::FNUM,куна́р,kui palju
823,eins::NUM,ик,üks
824,zwei::NUM,ко́кыт,kaks
825,drei::NUM,кум,kolm
826,vier::NUM,ныл,neli
827,fünf::NUM,вич,viis
828,sechs::NUM,куд,kuus
829,sieben::NUM,шым,seitse
830,acht::NUM,канда́ш,kaheksa
831,neun::NUM,инде́ш,üheksa
832,zehn::NUM,лу,kümme
833,elf::NUM,лати́к,üksteist
834,zwölf::NUM,латко́к,kaksteist
835,zwanzig::NUM,ко́ло,kakskümmend
836,dreißig::NUM,ку́мло,kolmkümmend
837,vierzig::NUM,ны́лле,nelikümmend
838,fünfzig::NUM,ви́тле,viiskümmend
839,sechzig::NUM,ку́дло,kuuskümmend
840,siebzig::NUM,шы́мле,seitsekümmend
841,achtzig::NUM,канда́шле,kaheksakümmend
842,neunzig::NUM,инде́шле,üheksakümmend
843,hundert::NUM,шӱ́дӧ,sada
844,tausend::NUM,тӱже́м,tuhat
845,und::CNJ,да,ja
846,und::CNJ,ден,ja
847,oder::CNJ,я,või
848,oder::CNJ,а́ле,või
849,stehen::V,шога́ш,seisma
850,sitzen::V,шинча́ш,istuma
851,liegen::V,кия́ш,lamama
852,hängen::V,кеча́ш,rippuma
853,werden::V,лия́ш,saama
854,werden::V,лия́ш,hakkama
855,passieren::V,лия́ш,juhtuma
856,beginnen::V,тӱҥгала́ш,algama
857,beginnen::V,тӱҥгала́ш,hakkama
858,enden::V,пыта́ш,lõppema
859,wechseln::V,вашталта́ш,vahelduma
860,aufgehen[Sonne]::V,лекта́ш,tõusma
861,untergehen[Sonne]::V,шинча́ш,loojuma
862,scheinen[Sonne]::V,волгалта́ш,paistma
863,donnern::V,кӱдырта́ш,kõmisema
864,donnern::V,сургалта́ш,kõmisema
865,wehen::V,пуа́ш,puhuma
866,strömen::V,шийалтара́ш,voolama
867,fließen::V,йога́ш,voolama
868,sich drehen::V,пӧрда́ш,pöörduma
869,schwanken::V,лӱҥга́ш,kõikuma
870,schwanken::V,тайныла́ш,kõikuma
871,schwingen::V,рӱпшалта́ш,võnkuma
872,fallen::V,воза́ш,langema
873,fallen::V,йӧрла́ш,langema
874,brennen::V,йӱла́ш,põlema
875,rauchen::V,шикша́ш,suitsema
876,regnen::V,йӱра́ш,sadama
877,gefrieren::V,кылма́ш,kinni külmuma
878,gefrieren::V,ияҥа́ш,kinni külmuma
879,tauen::V,шула́ш,sulama
880,schmelzen::V,лева́ш,sulama
881,trocknen::V,кошка́ш,kuivama
882,sieden::V,шола́ш,keema
883,faulen::V,шӱя́ш,mädanema
884,verfaulen::V,шӱйы́н шуа́ш,mädanema
885,reißen::V,кӱрла́ш,rebenema
886,versinken::V,пуре́н кая́ш,uppuma
887,vergehen::V,эрте́н кая́ш,mööduma
888,erscheinen::V,толы́н лекта́ш,ilmuma
889,verschwinden::V,йома́ш,kaduma
890,sinken::V,пуча́ш,vajuma
891,sinken::V,пуча́ш,langema
892,abnehmen::V,пуча́ш,vähenema
893,abnehmen::V,пуча́ш,kahenema
894,zunehmen::V,шукема́ш,kasvama
895,steigen::V,нӧлталта́ш,tõusma
896,steigen::V,нӧлталта́ш,üles minema
897,wachsen::V,кушка́ш,kasvama
898,glänzen::V,йылгыжа́ш,läikimä
899,funkeln::V,чолга́ш,sädelema
900,lärmen::V,рӱшка́ш,lärmama
901,läuten::V,мура́ш,helisema
902,klingeln::V,йыҥгырта́ш,helisema
903,klirren::V,чылдыртата́ш,kõlisema
904,brausen::V,лӱшка́ш,kohisema
905,rauschen::V,лыжга́ш,kohisema
906,klingen::V,йоҥга́ш,kõlama
907,bellen::V,опта́ш,haukuma
908,heulen::V,урмыжа́ш,uluma
909,blasen::V,пуала́ш,puhuma
910,pfeifen::V,шӱ́шкаш,vilistama
911,schreien::V,кычкыра́ш,karjuma
912,stöhnen::V,йыҥыса́ш,oigama
913,zittern::V,чытыра́ш,värisema
914,leben::V,ила́ш,elama
915,leben::V,ила́ш,elus olema
916,geboren werden::V,шоча́ш,sündima
917,atmen::V,шӱла́ш,hingama
918,trinken::V,йӱа́ш,jooma
919,essen::V,кочка́ш,sööma
920,schlucken::V,нела́ш,neelama
921,müde werden::V,ноя́ш,väsima
922,einschlafen::V,мале́н колта́ш,uinuma
923,schlafen::V,мала́ш,magama
924,aufwachen::V,помыжалта́ш,ärkama
925,aufstehen::V,кынела́ш,ärkama
926,aufstehen::V,кынела́ш,üles tõusma
927,sich erholen::V,кана́ш,puhkama
928,krank werden::V,черлане́н воза́ш,haigestuma
929,krank werden::V,черлане́н воза́ш,haigeks jääma
930,krank sein::V,черлане́н кия́ш,haige olema
931,schmerzen::V,коршта́ш,valutama
932,husten::V,кокыра́ш,köhima
933,genesen::V,тӱрла́ш,toibuma
934,genesen::V,тазаҥа́ш,toibuma
935,sterben::V,кола́ш,surema
936,umkommen::V,вуй йома́ш,surma saama
937,sich bewegen::V,кошта́ш,liikuma
938,sich rühren::V,тарвана́ш,liikuma
939,sich erheben::V,кынела́ш,kerkima
940,sich setzen::V,шинча́ш,istet võtma
941,hinfallen::V,йӧрла́ш,kukkuma
942,hinfallen::V,йӧрла́ш,maha kukkuma
943,laufen::V,кошта́ш,kõndima
944,schreiten::V,ошкыла́ш,astuma
945,spazierengehen::V,гуля́яш,jalutama
946,eilen::V,вашка́ш,ruttama
947,eilen::V,вашка́ш,kiirustama
948,sich beeilen::V,вашкешта́ш,ruttama
949,sich beeilen::V,вашкешта́ш,kiirustama
950,sausen::V,юлтка́ш,kihutama
951,sausen::V,юлтка́ш,tormama
952,rennen::V,куржтала́ш,jooksma
953,rennen::V,куржтала́ш,kihutama
954,springen::V,тӧршта́ш,hüppama
955,klettern::V,кӱза́ш,ronima
956,schaukeln::V,лӱҥгалта́ш,kiikuma
957,kriechen::V,нушка́ш,roomama
958,schwimmen::V,ия́ш,ujuma
959,tauchen::V,шуҥгалта́ш,sukelduma
960,rudern::V,удыра́ш,sõudma
961,fahren::V,кудала́ш,sõitma
962,fliegen::V,чоҥешта́ш,lendama
963,gehen::V,кая́ш,käima
964,gehen::V,кая́ш,minema
965,weggehen::V,кораҥа́ш,ära minema
966,weggehen::V,кораҥа́ш,välja minema
967,abfahren::V,лекта́ш,väljuma
968,abfahren::V,лекта́ш,ära sõitma
969,anhalten::V,чарна́ш,peatuma
970,hineingehen::V,пура́ш,sisenema
971,hineingehen::V,пура́ш,sisse minema
972,eintreten::V,пура́ш,sisenema
973,eintreten::V,пура́ш,sisse astuma
974,kommen::V,тола́ш,tulema
975,ankommen::V,шуа́ш,saabuma
976,zurückkommen::V,пӧртыла́ш,tagasi tulema
977,bleiben::V,кода́ш,jääma
978,warten::V,вуча́ш,ootama
979,erwarten::V,вуча́ш,ootama
980,erwarten::V,вуча́ш,lootma
981,suchen::V,кычала́ш,otsima
982,finden::V,муа́ш,leidma
983,versuchen::V,толаша́ш,püüdma
984,versuchen::V,толаша́ш,üritama
985,versuchen::V,толаша́ш,katsetama
986,vorbereiten::V,ямдыла́ш,valmistama
987,lieben::V,йӧрата́ш,armastama
988,mögen::V,йӧрата́ш,sallima
989,mögen::V,йӧрата́ш,meeldima
990,lachen::V,воштыла́ш,naerma
991,rühren::V,ку́мыл тарвата́ш,liigutama
992,rühren::V,ку́мыл тарвата́ш,heldima panema
993,weinen::V,шорта́ш,nutma
994,schimpfen::V,каргаша́ш,sõimama
995,sich ärgern::V,сыра́ш,ärrituma
996,sich ärgern::V,сыра́ш,vihastuma
997,sich fürchten::V,лӱда́ш,kartma
998,sich fürchten::V,лӱда́ш,hirmu tundma
999,fürchten::V,лӱда́ш,kartma
1000,fliehen::V,куржа́ш,põgenema
1001,flüchten::V,куржа́ш,põgenema
1002,sehen::V,ужа́ш,nägema
1003,anschauen::V,онча́ш,vaatama
1004,ansehen::V,эскера́ш,vaatama
1005,hören::V,кола́ш,kuulma
1006,zuhören::V,колышта́ш,kuulama
1007,probieren::V,тамла́ш,proovima
1008,riechen::V,ӱпшынча́ш,nuusutama
1009,fühlen::V,шижа́ш,tundma
1010,scheinen::V,чуча́ш,näida
1011,scheinen::V,чуча́ш,ilmuda
1012,zu sehen sein::V,коя́ш,ilmuma
1013,vernehmen::V,кола́ш,üle kuulama
1014,frieren::V,кылма́ш,külmetada
1015,tun::V,ышта́ш,tegema
1016,können::V,мошта́ш,võima
1017,können::V,мошта́ш,oskama
1018,wollen::V,тӱна́ш,tahtma
1019,anfangen::V,тӱҥала́ш,hakkama
1020,anfangen::V,тӱҥала́ш,alustama
1021,beenden::V,пытара́ш,lõpetama
1022,aufhören::V,чарна́ш,lakkama
1023,gelingen::V,сай лекта́ш,õnnestuma
1024,geraten::V,лекта́ш,jõudma
1025,öffnen::V,поча́ш,avama
1026,schließen::V,петыра́ш,sulgema
1027,stellen::V,шында́ш,panema
1028,stellen::V,шында́ш,asetama
1029,setzen::V,шында́ш,panema
1030,legen::V,опта́ш,panema
1031,legen::V,опта́ш,asetama
1032,legen::V,пышта́ш,panema
1033,legen::V,пышта́ш,asetama
1034,berühren::V,тӱка́ш,riivama
1035,berühren::V,тӱка́ш,puudutama
1036,verbinden::V,пида́ш,ühendama
1037,bedecken::V,леведа́ш,katma
1038,aufhängen::V,сака́ш,riputama
1039,anzünden::V,чӱкта́ш,süütama
1040,aufheben::V,нӧлтала́ш,üles tõstma
1041,zurücklassen::V,кода́ш,jätma
1042,verlieren::V,йомдара́ш,kaotama
1043,fallen lassen::V,воза́ш,maha pillama
1044,fallen lassen::V,воза́ш,kukkuda laskma
1045,machen::V,ышта́ш,tegema
1046,herstellen::V,ямдыла́ш,valmistama
1047,bauen::V,чоҥа́ш,ehitama
1048,reparieren::V,ачала́ш,parandama
1049,verbessern::V,саемда́ш,parandama
1050,ändern::V,весемда́ш,muutma
1051,ändern::V,весемда́ш,ümber tegema
1052,graben::V,кӱнча́ш,kaevama
1053,beugen::V,пӱгырта́ш,painutama
1054,biegen::V,лывырта́ш,painutama
1055,drehen::V,пӱтыра́ш,keerama
1056,wenden::V,ирала́ш,ümber pöörama
1057,umdrehen::V,савырала́ш,ümber keerama
1058,heben::V,нӧлта́ш,tõstma
1059,hochheben::V,нӧлта́ш,üles tõstma
1060,hochheben::V,нӧлта́ш,kõrgele tõstma
1061,ergreifen::V,руалта́ш,haarama
1062,halten::V,куча́ш,hoidma
1063,drücken::V,иша́ш,pigistama
1064,drücken::V,темда́ш,pigistama
1065,schieben::V,шӱкала́ш,lükkama
1066,kratzen::V,удыра́ш,kraapima
1067,lecken::V,нула́ш,lakkuma
1068,beißen::V,пура́ш,purema
1069,beißen::V,пура́ш,hammustama
1070,abreißen::V,кӱрла́ш,rebima
1071,abreißen::V,кӱрла́ш,ära rebima
1072,abschneiden::V,пӱчка́ш,ära lõikama
1073,binden::V,кылда́ш,siduma
1074,stecken::V,шуралта́ш,pistma
1075,brechen::V,тодышта́ш,murdma
1076,klopfen::V,кыра́ш,koputama
1077,hauen::V,тӱя́ш,lööma
1078,kleben::V,клеитла́ш,kleepima
1079,reiben::V,йыга́ш,hõõruma
1080,reiben::V,туржала́ш,hõõruma
1081,streichen::V,шӱра́ш,silitama
1082,schleifen::V,шума́ш,lihvima
1083,schleifen::V,шума́ш,teritama
1084,schleifen::V,яна́ш,lihvima
1085,schleifen::V,яна́ш,teritama
1086,schneiden::V,пӱчка́ш,lõikama
1087,rütteln::V,рӱза́ш,raputama
1088,schütteln::V,почка́ш,raputama
1089,schütteln::V,почка́ш,loksutama
1090,schwenken::V,рӱза́ш,vehkima
1091,schwenken::V,рӱза́ш,lehvitama
1092,schütten::V,опта́ш,kallama
1093,füllen::V,тема́ш,täitma
1094,einwickeln::V,вӱдыла́ш,sisse mähkima
1095,tragen::V,нумала́ш,kandma
1096,schleppen::V,шӱдыра́ш,tassima
1097,schleppen::V,шӱдыра́ш,lohistama
1098,ziehen::V,шупша́ш,vedama
1099,ziehen::V,шупша́ш,tõmbama
1100,aufbewahren::V,арала́ш,säilitama
1101,aufbewahren::V,арала́ш,alal hoidma
1102,werfen::V,шуа́ш,viskama
1103,werfen::V,кышка́ш,viskama
1104,fangen::V,куча́ш,püüdma
1105,packen::V,руалта́ш,kinni haarama
1106,packen::V,руалта́ш,kinni võtma
1107,verstecken::V,тоя́ш,peitma
1108,teilen::V,пӧла́ш,jagama
1109,teilen::V,пӧла́ш,jaotama
1110,schicken::V,колта́ш,saatma
1111,bringen::V,конда́ш,viima
1112,hinzufügen::V,ешара́ш,lisama
1113,bekommen::V,нала́ш,saama
1114,erhalten::V,нала́ш,saama
1115,nehmen::V,нала́ш,võtma
1116,wählen::V,сайла́ш,valima
1117,auswählen::V,таҥгла́ш,valima
1118,bewahren::V,сакла́ш,hoidma
1119,behindern::V,чаракла́ш,takistama
1120,verderben::V,пужа́ш,rikkuma
1121,beschädigen::V,пужа́ш,rikkuma
1122,zerbrechen::V,пудырта́ш,katki tegema
1123,zerreißen::V,кӱрла́ш,katki rebima
1124,zerstören::V,шалата́ш,purustama
1125,verbrennen::V,йӱлата́ш,põletama
1126,geben::V,пуа́ш,andma
1127,reichen::V,пуа́ш,andma
1128,reichen::V,пуа́ш,ulatama
1129,schenken::V,пӧлекла́ш,kinkima
1130,versprechen::V,сӧра́ш,lubama
1131,versprechen::V,сӧра́ш,tõotama
1132,wünschen::V,тылана́ш,soovima
1133,loben::V,мокта́ш,kiitma
1134,küssen::V,шупшала́ш,suudlema
1135,wiegen::V,рӱпша́ш,hällitama
1136,zudecken::V,леведа́ш,kaanetama
1137,zudecken::V,леведа́ш,kinni katma
1138,wecken::V,помыжалтара́ш,äratama
1139,zeigen::V,ончыкта́ш,näitama
1140,führen::V,вӱда́ш,juhatama
1141,lehren::V,туныкта́ш,õpetama
1142,unterrichten::V,туныкта́ш,õpetama
1143,aufziehen::V,орышта́ш,üles kasvatama
1144,leiten::V,вӱда́ш,juhtima
1145,leiten::V,вуйлата́ш,juhtima
1146,antreiben::V,поктыла́ш,ergutama
1147,lassen::V,-та́ш,laskma
1148,einladen::V,ӱжа́ш,kutsuma
1149,vereinigen::V,иктешла́ш,ühendama
1150,besuchen::V,то́лын кая́ш,külastama
1151,treffen::V,вашлия́ш,kohtama
1152,sich versammeln::V,погына́ш,kogunema
1153,sich versammeln::V,чумырга́ш,kogunema
1154,spielen::V,мода́ш,mängima
1155,singen::V,мура́ш,laulma
1156,tanzen::V,кушта́ш,tantsima
1157,sich trennen::V,ойырла́ш,lahku minema
1158,verlassen::V,кудалта́ш,maha jätma
1159,retten::V,утара́ш,päästma
1160,bewachen::V,орола́ш,valvama
1161,schützen::V,арала́ш,kaitsma
1162,verteidigen::V,арала́ш,kaitsma
1163,sich schlagen::V,кредала́ш,kaklema
1164,schießen::V,лӱя́ш,tulistama
1165,siegen::V,сеҥа́ш,võitma
1166,ärgern::V,сырыкта́ш,ärritama
1167,ärgern::V,сырыкта́ш,vihastama
1168,schlagen::V,пера́ш,lööma
1169,treten::V,тошка́ш,sõtkuma
1170,stechen::V,кера́ш,pistma
1171,stechen::V,кера́ш,torkama
1172,stoßen::V,шӱкала́ш,tõukama
1173,stehlen::V,шолышта́ш,varastama
1174,stören::V,мешая́ш,segama
1175,stören::V,мешая́ш,häirima
1176,belästigen::V,толаштара́ш,ahistama
1177,verbergen::V,шылта́ш,peitma
1178,verbergen::V,шылта́ш,varjama
1179,täuschen::V,ондала́ш,petma
1180,täuschen::V,ондала́ш,tüssama
1181,betrügen::V,ондала́ш,petma
1182,betrügen::V,ондала́ш,tüssama
1183,betrügen::V,ондала́ш,truudust murtma
1184,töten::V,пушта́ш,tapma
1185,töten::V,пушта́ш,surmama
1186,wohnen::V,ила́ш,elama
1187,arbeiten::V,пашалана́ш,töötama
1188,arbeiten::V,паша́м ышта́ш,töötama
1189,sammeln::V,пога́ш,koguma
1190,sammeln::V,пога́ш,korjama
1191,pflücken::V,кӱра́ш,noppima
1192,jagen::V,сонарла́ш,jahtima
1193,fischen::V,кол куча́ш,kalastama
1194,fischen::V,кол куча́ш,kala püüdma
1195,fassen::V,куча́ш,püüdma
1196,hüten::V,кӱта́ш,karjatama
1197,treiben::V,покта́ш,ajama
1198,anbinden::V,йолышта́ш,kinni siduma
1199,füttern::V,пукша́ш,söötma
1200,melken::V,лӱшта́ш,lüpsma
1201,hacken::V,руа́ш,raiuma
1202,hacken::V,руа́ш,lõhkuma
1203,gießen::V,шава́ш,kastma
1204,reifen::V,кӱа́ш,valmima
1205,zubereiten::V,ямдыла́ш,valmistama
1206,kochen::V,шолта́ш,keetma
1207,backen::V,кӱкташ,küpsetama
1208,braten::V,пуштыла́ш,praadima
1209,braten::V,жаритла́ш,praadima
1210,umrühren::V,луга́ш,segama
1211,stricken::V,пида́ш,kuduma
1212,nähen::V,урга́ш,õmblema
1213,färben::V,чиялта́ш,värvima
1214,reinigen::V,эрыкта́ш,puhastama
1215,waschen::V,мушка́ш,pesema
1216,abwischen::V,ӱшта́ш,puhtaks pühkima
1217,spülen::V,шӱалта́ш,uhtma
1218,fegen::V,ӱшта́ш,pühkima
1219,kehren::V,ӱшта́ш,pühkima
1220,baden::V,йӱштыла́ш,suplema
1221,baden::V,йӱштыла́ш,kümblema
1222,sich waschen::V,мушкылта́ш,end pesema
1223,ausziehen::V,кудаша́ш,käest võtma
1224,ausziehen::V,кудаша́ш,jalast võtma
1225,ausziehen::V,кудаша́ш,seljast võtma
1226,anziehen::V,чия́ш,jalga panema
1227,sich anziehen::V,чия́ш,riietuma
1228,kämmen::V,шера́ш,kammima
1229,schmücken::V,тӱзата́ш,kaunistama
1230,schmücken::V,чеверта́ш,kaunistama
1231,sagen::V,ойла́ш,ütlema
1232,sagen::V,каласа́ш,ütlema
1233,sprechen::V,кутыра́ш,rääkima
1234,sprechen::V,кутыра́ш,kõnelema
1235,reden::V,мутлана́ш,kõnelema
1236,sich unterhalten::V,кутыра́ш,vestlema
1237,fragen::V,йода́ш,küsima
1238,bitten::V,йода́ш,paluma
1239,erzählen::V,ойла́ш,jutustama
1240,mitteilen::V,увертара́ш,teatama
1241,mitteilen::V,увертара́ш,teada andma
1242,nennen::V,лӱмда́ш,nimetama
1243,rufen::V,ӱжа́ш,kutsuma
1244,prahlen::V,моктана́ш,hooplema
1245,übersetzen::V,кусара́ш,tõlkima
1246,denken::V,шона́ш,mõtlema
1247,glauben::V,ӱшана́ш,uskuma
1248,bemerken::V,шижа́ш,märkama
1249,erkennen::V,пала́ш,ära tundma
1250,begreifen::V,ыҥла́ш,aru saama
1251,verstehen::V,умыла́ш,mõistma
1252,lernen::V,тунема́ш,õppima
1253,wissen::V,шинча́ш,teadma
1254,sich erinnern an::V,шарна́ш,mäletama
1255,vergessen::V,монда́ш,unustama
1256,messen::V,виса́ш,mõõtma
1257,zählen::V,шотла́ш,loendama
1258,rechnen::V,шотла́ш,arvutama
1259,lesen::V,луда́ш,lugema
1260,malen::V,сӱретла́ш,maalima
1261,zeichnen::V,сӱретла́ш,joonistama
1262,schreiben::V,воза́ш,kirjutama
1263,besitzen::V,лия́ш,omama
1264,kaufen::V,нала́ш,ostma
1265,verkaufen::V,ужала́ш,müüma
1266,bezahlen::V,тӱла́ш,tasuma
1267,zahlen::V,тӱла́ш,maksma
1268,beherrschen::V,куча́ш,valitsema
1269,ertragen::V,турка́ш,taluma
