,Concept_ID,lbe,no
760,hinter::PRP,махъ,bakom
761,unter::PRP,лув,under
762,durch::PRP,-х,gjennom
763,durch::PRP,-х,igjennom
764,neben::PRP,чӏарав,ved siden av
765,zwischen::PRP,дянив,mellom
766,wegen::PRP,цӏаний,på grunn av
767,dies::PRN,ва,dette
768,das::PRN,та,det
769,das::PRN,кӏа,det
770,das::PRN,га,det
771,alles::PRN,щала,alt
772,ich::PRN,на,jeg
773,du::PRN,ина,du
774,er::PRN,му,han
775,wir::PRN,жу,vi
776,ihr::PRN,зу,dere
777,was::FPRN,ци,hva
778,wer::FPRN,цу,hvem
779,wo::FADV,чув,hvor
780,wohin::FADV,чун,hvor ... hen
781,wie::FADV,цукун,hvordan
782,warum::FADV,цан,hvorfor
783,wieviel::FNUM,циксса,hvor mye
784,eins::NUM,ца,en
785,eins::NUM,ца,ett
786,zwei::NUM,кӏива,to
787,drei::NUM,шамма,tre
788,vier::NUM,мукьа,fire
789,vier::NUM,мукьва,fire
790,fünf::NUM,ххюва,fem
791,sechs::NUM,ряхва,seks
792,sieben::NUM,арула,sju
793,acht::NUM,мяйва,åtte
794,neun::NUM,урчӏва,ni
795,zehn::NUM,ацӏва,ti
796,elf::NUM,ацӏния цава,elleve
797,zwölf::NUM,ацӏиия кӏива,tolv
798,zwanzig::NUM,кьува,tjue
799,dreißig::NUM,зувира,tretti
800,vierzig::NUM,мукьцӏала,førti
801,fünfzig::NUM,ххюцӏала,femti
802,sechzig::NUM,ряхцӏала,seksti
803,achtzig::NUM,мяйцӏала,åtti
804,neunzig::NUM,урчӏцӏала,nitti
805,hundert::NUM,ттурш,hundre
806,hundert::NUM,ттуршва,hundre
807,tausend::NUM,азарва,tusen
808,und::CNJ,-гу,og
809,oder::CNJ,я,eller
810,oder::CNJ,ягу,eller
811,stehen::V,ацӏан,stå
812,sitzen::V,щяивкӏун икӏан,sitte
813,liegen::V,утту нвхьуну икӏан,ligge
814,hängen::V,зурчӏай тӏун,henge
815,werden::V,хьун,bli
816,passieren::V,хьун,skje
817,passieren::V,хьун,hende
818,beginnen::V,дайдишин,begynne
819,beginnen::V,дайдирхьуну дикӏан,begynne
820,enden::V,къуртал дан,ende
821,enden::V,къуртал дан,slutte
822,wechseln::V,даххана хьун,veksle
823,wechseln::V,даххана дуллан,veksle
824,aufgehen[Sonne]::V,буклай бур,stå opp
825,untergehen[Sonne]::V,лаглай бур,gå ned
826,scheinen[Sonne]::V,битан,skinne
827,scheinen[Sonne]::V,чани буллан,skinne
828,donnern::V,тӏий бур,tordne
829,wehen::V,бишлай бур,blåse
830,strömen::V,экьинан,strømme
831,fließen::V,экьинан,flyte
832,sich drehen::V,гьанан,dreie seg
833,schwanken::V,хъюлчу тӏун,svaie
834,schwanken::V,хӏуркку тӏун,svaie
835,schwingen::V,хъюлчай тӏун,svinge
836,schwingen::V,хъюлчу тӏун,svinge
837,fallen::V,багьлан,falle
838,brennen::V,ччучлан,brenne
839,rauchen::V,пуркӏу тӏун,ryke
840,regnen::V,лачӏун,regne
841,regnen::V,лачIлай дур,regne
842,gefrieren::V,микӏ лачӏун,fryse
843,tauen::V,баслан,tine
844,schmelzen::V,баслан,smelte
845,trocknen::V,кьакьан,tørre
846,sieden::V,щаран,koke
847,faulen::V,аьллан,råtne
848,verfaulen::V,аьллан,råtne
849,verfaulen::V,аьян,råtne
850,reißen::V,ххя дукан,briste
851,versinken::V,оькьлан,synke
852,versinken::V,оькьлан,synke ned
853,versinken::V,оькьан,synke
854,versinken::V,оькьан,synke ned
855,vergehen::V,лялиян,forløpe
856,erscheinen::V,буккан,synes
857,erscheinen::V,загьир хьун,synes
858,verschwinden::V,бат хьун,forsvinne
859,verschwinden::V,акъа хьун,forsvinne
860,sinken::V,чахь учин,synke
861,abnehmen::V,чан хьун,avta
862,abnehmen::V,чан хьун,minske
863,abnehmen::V,ссуссукьу хьун,avta
864,abnehmen::V,ссуссукьу хьун,minske
865,zunehmen::V,гьарза хьун,tilta
866,steigen::V,гьаз хьун,stige
867,wachsen::V,ххяххан,gro
868,wachsen::V,ххяххан,vokse
869,glänzen::V,цӏай буккан,skinne
870,funkeln::V,цӏай-цӏай тӏун,tindre
871,lärmen::V,чӏу буллан,bråke
872,lärmen::V,аьлагъужа буллан,bråke
873,läuten::V,занг ришлан,ringe
874,läuten::V,занг дуллан,ringe
875,klingeln::V,занг ришлан,ringe
876,klingeln::V,занг дуллан,ringe
877,brausen::V,никъащилан,bruse
878,rauschen::V,щурщур тӏун,suse
879,klingen::V,чӏу буклан,lyde
880,klingen::V,чӏу буклан,klinge
881,bellen::V,хӏап тӏун,gjø
882,bellen::V,хӏап тӏун,bjeffe
883,blasen::V,уф тӏун,blåse
884,pfeifen::V,щютӏа тӏун,plystre
885,schreien::V,чӏу бан,skrike
886,stöhnen::V,угь-къак тӏун,stønne
887,zittern::V,зурзу чин,dirre
888,zittern::V,зурзу чин,skjelve
889,zittern::V,зурзу тӏун,dirre
890,zittern::V,зурзу тӏун,skjelve
891,leben::V,ялапар хъанан,leve
892,geboren werden::V,ан,fødes
893,atmen::V,ссихӏ ласлан,ånde
894,atmen::V,ссихӏ ласлан,puste
895,atmen::V,ссихӏ бигьлан,ånde
896,atmen::V,ссихӏ бигьлан,puste
897,trinken::V,хӏачӏан,drikke
898,trinken::V,хӏачӏлан,drikke
899,essen::V,канан,spise
900,schlucken::V,кьюлтӏа тӏун,svelge
901,müde werden::V,аьхчӏин,bli trett
902,einschlafen::V,шанан икӏан,sovne
903,schlafen::V,шанан,sove
904,aufwachen::V,чантӏ учин,våkne
905,aufstehen::V,бизан,stå opp
906,sich erholen::V,бигьалаган,bli bra
907,sich erholen::V,бигьалаган,komme seg
908,krank werden::V,къашай хьун,bli syk
909,krank sein::V,къашай хъанан,være syk
910,krank sein::V,къашавай икӏан,være syk
911,schmerzen::V,цӏун,gjøre vondt
912,husten::V,хъугьу чин,hoste
913,husten::V,хъугьу тӏун,hoste
914,genesen::V,хъин хьун,komme seg
915,genesen::V,сагъ лаган,komme seg
916,sterben::V,ивчӏан,dø
917,umkommen::V,лиллан,omkomme
918,umkommen::V,литӏлан,omkomme
919,umkommen::V,ажал биян,omkomme
920,umkommen::V,личӏи хьун,omkomme
921,umkommen::V,иакьлу хьун,omkomme
922,umkommen::V,ахир жан хъанан,omkomme
923,umkommen::V,рухӏирачӏа икӏан,omkomme
924,sich bewegen::V,сукку хьун,bevege seg
925,sich rühren::V,сукку хьун,røre på seg
926,sich erheben::V,бизан,reise seg
927,sich setzen::V,щяикӏан,sette sig
928,sich setzen::V,щябикӏан,sette sig
929,hinfallen::V,багьан,falle over ende
930,laufen::V,занан,løpe
931,schreiten::V,ша ласлан,skride
932,spazierengehen::V,сайр буллан,spasere
933,spazierengehen::V,сайр буллан,gå en tur
934,eilen::V,анавар буккан,ile
935,sich beeilen::V,анавар буккан,skynde seg
936,sausen::V,никъа щилан,suse
937,sausen::V,никъа щун,suse
938,rennen::V,лечлан,løpe
939,springen::V,тӏанкӏ дан,hoppe
940,springen::V,тӏанкӏ дан,springe
941,klettern::V,лахълан,klatre
942,schaukeln::V,гьайжак бигьлан,huske
943,kriechen::V,ххярк тӏун,krype
944,schwimmen::V,гьузун,svømme
945,tauchen::V,лултту уккан,dykke
946,rudern::V,бяхлан,ro
947,rudern::V,батӏлан,ro
948,rudern::V,ххялаххи дуклан,ro
949,fahren::V,гьан,kjøre
950,fliegen::V,лехлан,fly
951,gehen::V,нан,gå
952,weggehen::V,ялагьан,gå bort
953,abfahren::V,гьан,reise
954,anhalten::V,бацӏан,stanse
955,hineingehen::V,буххан,gå inn
956,eintreten::V,буххан,tre inn
957,kommen::V,учӏан,komme
958,ankommen::V,биян,ankomme
959,ankommen::V,биян,komme til
960,ankommen::V,бучӏан,ankomme
961,ankommen::V,бучӏан,komme til
962,zurückkommen::V,зана хъун,komme tilbake
963,zurückkommen::V,зана бикӏан,komme tilbake
964,bleiben::V,личӏан,bli
965,bleiben::V,личӏан,forbli
966,warten::V,ялугьлан,vente
967,erwarten::V,ялугьлан,vente
968,suchen::V,луглан,søke
969,finden::V,лякъин,finne
970,versuchen::V,ххал буллан,prøve
971,versuchen::V,ххал буллан,forsøke
972,vorbereiten::V,хӏадур бан,forberede
973,lieben::V,эшкьи хьуиу бикӏан,elske
974,mögen::V,ххиран бикӏан,like
975,lachen::V,хъян,le
976,weinen::V,аьтӏун,gråte
977,schimpfen::V,дяъван,skjelle
978,schimpfen::V,ссугайи агьан,skjelle
979,sich ärgern::V,ссибизлан,ergre seg
980,sich fürchten::V,ингъауслан,være redd
981,fürchten::V,хӏучӏ тӏун,være redd for
982,fliehen::V,ака бан,rømme
983,fliehen::V,ака бан,flykte
984,flüchten::V,лихъан,flykte
985,sehen::V,чӏалан,se
986,anschauen::V,урган,se på
987,anschauen::V,урган,betrakte
988,ansehen::V,буруглан,anse
989,hören::V,баллан,høre
990,zuhören::V,вичӏи дихьлан,tilhøre
991,probieren::V,тӏин ххал буллан,smake
992,probieren::V,тӏин ххал буллан,smake på
993,riechen::V,ссунтӏа тӏун,lukte
994,fühlen::V,дакӏнил буслан,føle
995,scheinen::V,ххан,se ut
996,scheinen::V,бизан,se ut
997,scheinen::V,ххан бикӏлай бикӏан,se ut
998,vernehmen::V,баян,få vite
999,frieren::V,лигьулул хъанан,fryse
1000,tun::V,бан,gjøre
1001,können::V,хьун,kunne
1002,anfangen::V,дайдишин,begynne
1003,beenden::V,къуртал бан,avslutte
1004,aufhören::V,кьабагьан,slutte
1005,aufhören::V,кьабагьан,holde opp
1006,gelingen::V,бюхъан,lykkes
1007,öffnen::V,тӏитӏин,åpne
1008,schließen::V,лакьин,lukke
1009,schließen::V,лакьин,stenge
1010,stellen::V,дацӏан дан,stille
1011,stellen::V,бишин,stille
1012,setzen::V,щяитан,sette
1013,legen::V,бишин,legge
1014,berühren::V,ка щун,berøre
1015,verbinden::V,бахӏин,forbinde
1016,verbinden::V,дахӏин,forbinde
1017,bedecken::V,ялтту бущин,dekke
1018,bedecken::V,ялтту бакьин,dekke
1019,aufhängen::V,лахъан,henge
1020,aufhängen::V,лахъан,henge opp
1021,anzünden::V,лахъан,tenne
1022,anzünden::V,лахъан,antenne
1023,anzünden::V,лахъан,tenne på
1024,aufheben::V,гьаз бан,løfte
1025,aufheben::V,гьаз бан,ta opp
1026,zurücklassen::V,кьаитан,slippe tilbake
1027,zurücklassen::V,битан,slippe tilbake
1028,verlieren::V,дакъа дан,miste
1029,fallen lassen::V,рутан,droppe
1030,fallen lassen::V,рутан,la falle
1031,machen::V,дан,lage
1032,machen::V,дан,gjøre
1033,herstellen::V,яраг ишла бувиу бан,fremstille
1034,bauen::V,дан,bygge
1035,reparieren::V,дакьин дан,reparere
1036,verbessern::V,ххуй дан,rette
1037,verbessern::V,ххуй дан,forbedre
1038,ändern::V,баххана бан,forandre
1039,graben::V,дуклан,grave
1040,beugen::V,лахӏан бан,bøye
1041,beugen::V,кьус бикӏан,bøye
1042,biegen::V,баччин,bøye
1043,biegen::V,лахӏан бан,bøye
1044,drehen::V,гьанан,dreie
1045,wenden::V,кӏура баен бан,vende
1046,umdrehen::V,кӏура баен бан,snu
1047,heben::V,гьаз бан,heve
1048,hochheben::V,гьаз бан,løfte
1049,ergreifen::V,хъап дан,gripe
1050,ergreifen::V,хъап дан,få tak i
1051,ergreifen::V,хъап увиу угьан,gripe
1052,ergreifen::V,хъап увиу угьан,få tak i
1053,halten::V,бугьлан,holde
1054,drücken::V,кьюч бигьлан,trykke
1055,schieben::V,щун,skyve
1056,lecken::V,ланцӏа тӏун,slikke
1057,beißen::V,хъапа тӏун,bite
1058,beißen::V,кьацӏа тӏун,bite
1059,abreißen::V,буцан,rive av
1060,abschneiden::V,бухъан,skjære av
1061,abschneiden::V,кьукьин,skjære av
1062,binden::V,бахӏин,binde
1063,binden::V,дахӏин,binde
1064,brechen::V,гъагъан,bryte
1065,brechen::V,гъагъан,briste
1066,klopfen::V,кьутӏа тӏун,banke
1067,hauen::V,рищун,hogge
1068,kleben::V,лачӏун буллан,klistre
1069,reiben::V,ссуку буллан,gni
1070,streichen::V,дугъан,stryke
1071,streichen::V,аьгъу дан,stryke
1072,schneiden::V,духълан,klippe
1073,schneiden::V,кьукьлан,klippe
1074,schütteln::V,хъюлчу буллан,riste
1075,schwenken::V,палцӏ дуллан,svinge
1076,schütten::V,рутӏин,helle
1077,füllen::V,буцӏин бан,fylle
1078,einwickeln::V,кай-кай бан,vikle inn
1079,tragen::V,ларсун занан,bære
1080,tragen::V,ларсун ачин,bære
1081,schleppen::V,ххилан,slepe
1082,aufbewahren::V,ядан,oppbevare
1083,aufbewahren::V,ядан,ta vare på
1084,aufbewahren::V,ядуллан,oppbevare
1085,aufbewahren::V,ядуллан,ta vare på
1086,werfen::V,личин,kaste
1087,fangen::V,бугьан,fange
1088,fangen::V,бугьлан,fange
1089,verstecken::V,ладитан,gjemme
1090,verstecken::V,кьюлтӏ дан,gjemme
1091,verstecken::V,дахьлаган дан,gjemme
1092,teilen::V,бачӏин,dele
1093,teilen::V,бутӏа бан,dele
1094,schicken::V,тӏайла буккан,sende
1095,bringen::V,диян дан,bringe
1096,hinzufügen::V,ххи бан,tilføye
1097,bekommen::V,ласун,få
1098,erhalten::V,ласун,få
1099,nehmen::V,ласун,ta
1100,wählen::V,бувчӏин,velge
1101,auswählen::V,бувчӏин,velge ut
1102,auswählen::V,язи бугьан,velge ut
1103,bewahren::V,ядан,bevare
1104,behindern::V,дайщишруду дуллан,hindre
1105,behindern::V,дайщишруду дуллан,forhindre
1106,verderben::V,зия дан,ødelegge
1107,beschädigen::V,зарал буллан,skade
1108,zerbrechen::V,гьагъан,brekke i stykker
1109,zerbrechen::V,гьагъан бан,brekke i stykker
1110,zerreißen::V,ххяхха дуккан,rive i stykker
1111,zerstören::V,лекьан дан,ødelegge
1112,verbrennen::V,ччуччин,brenne
1113,verbrennen::V,ччуччин,brenne opp
1114,geben::V,дулун,gi
1115,reichen::V,дулун,rekke
1116,schenken::V,пишкаш дан,forære
1117,schenken::V,пишкаш дан,skjenke
1118,schenken::V,багъишла дан,forære
1119,schenken::V,багъишла дан,skjenke
1120,schenken::V,ихӏсандалун дуллун,forære
1121,schenken::V,ихӏсандалун дуллун,skjenke
1122,versprechen::V,банна чин,love
1123,loben::V,цӏа дан,rose
1124,küssen::V,ппай тӏун,kysse
1125,wiegen::V,гьуркку тӏун,vogge
1126,wiegen::V,гьуркку буллан,vogge
1127,wiegen::V,гьуркку бан,vogge
1128,wecken::V,чантӏ учин ан,vekke
1129,zeigen::V,ккаккан бан,vise
1130,führen::V,буцин,føre
1131,lehren::V,лахьхьин бан,lære
1132,lehren::V,лахьхьин буллан,lære
1133,unterrichten::V,дарс дишаван,undervise
1134,aufziehen::V,хъуна ан,oppdra
1135,aufziehen::V,тарбия ан,oppdra
1136,leiten::V,каялувшиву дан,lede
1137,einladen::V,хъамалу оьвчин,be
1138,einladen::V,хъамалу оьвчин,invitere
1139,vereinigen::V,ца бан,forene
1140,besuchen::V,ялун уххан,besøke
1141,treffen::V,хьуна бакьин,møte
1142,treffen::V,хьуна бакьин,treffe
1143,sich versammeln::V,батӏин,forsamles
1144,spielen::V,тӏуркӏу тӏун,leke
1145,spielen::V,тӏуркӏу тӏун,spille
1146,singen::V,балай тӏун,synge
1147,tanzen::V,къавтӏун,danse
1148,sich trennen::V,ппив хьун,skilles
1149,verlassen::V,увккун гьан,forlate
1150,retten::V,ххассал бан,redde
1151,bewachen::V,къарал бан,bevokte
1152,schützen::V,ябан,verne
1153,schützen::V,ябан,beskytte
1154,verteidigen::V,буруччин,forsvare
1155,sich schlagen::V,биян,slåss
1156,schießen::V,битлан,skyte
1157,siegen::V,ххув хьун,seire
1158,siegen::V,ххувшаву ласун,seire
1159,ärgern::V,ссибизан уллан,ergre
1160,schlagen::V,рищун,
1161,stechen::V,кьутӏин,stikke
1162,stoßen::V,щун,støte
1163,stehlen::V,дацин,stjele
1164,stören::V,кьючин,forstyrre
1165,belästigen::V,бизар уллан,plage
1166,belästigen::V,бизар уллан,sjenere
1167,verbergen::V,лабитан,gjemme
1168,verbergen::V,кӏучӏ бан,gjemme
1169,täuschen::V,хъяврин ан,villede
1170,betrügen::V,аьикьин ан,bedra
1171,töten::V,ивчӏан,drepe
1172,wohnen::V,оьрму бутлан,bo
1173,arbeiten::V,зун,arbeide
1174,sammeln::V,ттихӏин,samle
1175,sammeln::V,вив дишин,samle
1176,pflücken::V,риттун,plukke
1177,jagen::V,авли занан,jage
1178,fischen::V,чавахъру бугьлан,fiske
1179,fassen::V,бугьан,fange
1180,hüten::V,урттуйн бакьлан,vokte
1181,treiben::V,дачин дуллан,drive
1182,treiben::V,лихъан буллан,drive
1183,anbinden::V,бахӏин,feste
1184,füttern::V,канаки буллан,fore
1185,melken::V,ттизин,melke
1186,hacken::V,мюрш буллан,hakke
1187,hacken::V,мюрш бан,hakke
1188,gießen::V,щин дишин,helle
1189,reifen::V,диян,modne
1190,zubereiten::V,хӏадур дан,lage
1191,zubereiten::V,хӏадур дан,tilberede
1192,zubereiten::V,хӏадур бан,lage
1193,zubereiten::V,хӏадур бан,tilberede
1194,kochen::V,шашан,koke
1195,kochen::V,шашан дуллан,koke
1196,backen::V,бишлан,bake
1197,backen::V,шахьлан,bake
1198,braten::V,цӏарайх дуллан,steke
1199,umrühren::V,хӏала бан,røre om
1200,stricken::V,щащлан,strikke
1201,stricken::V,щащан,strikke
1202,nähen::V,дуруххан,sy
1203,färben::V,ранг щун,farge
1204,reinigen::V,марцӏ бан,rense
1205,reinigen::V,марцӏ бан,gjøre ren
1206,waschen::V,шюшин,vaske
1207,abwischen::V,лишин,tørke av
1208,spülen::V,вилаган,spyle
1209,spülen::V,вилаган,skylle
1210,fegen::V,башин,feie
1211,kehren::V,бахьлан,koste
1212,baden::V,щинавун учӏлан,bade
1213,sich waschen::V,диссун,vaske seg
1214,sich waschen::V,лажин диссун,vaske seg
1215,sich waschen::V,лажин дислан,vaske seg
1216,sich waschen::V,биссун,vaske seg
1217,sich waschen::V,чурх бислан,vaske seg
1218,ausziehen::V,ликкан,ta av
1219,anziehen::V,лаххан,ta på
1220,sich anziehen::V,янна лаххан,kle på seg
1221,kämmen::V,ттарал дуккан,gre
1222,kämmen::V,ттарал дуккан,kjemme
1223,schmücken::V,чӏюлу бан,pynte
1224,schmücken::V,чӏюлу бан,smykke
1225,sagen::V,учин,si
1226,sprechen::V,гъалгъа тӏун,snakke
1227,reden::V,гъалгъа тӏун,tale
1228,reden::V,гъалгъа тӏун,snakke
1229,sich unterhalten::V,гъалгъа тӏун,samtale
1230,fragen::V,цӏуххин,spørre
1231,bitten::V,тавакъю буллан,be
1232,erzählen::V,хавар бусан,fortelle
1233,mitteilen::V,баян бан,meddele
1234,mitteilen::V,хавар бан,meddele
1235,nennen::V,цӏа дизан,kalle
1236,rufen::V,оьвтӏун,rope
1237,prahlen::V,цӏа дуллан,skryte
1238,übersetzen::V,таржума бан,oversette
1239,denken::V,пикри буллан,tenke
1240,glauben::V,вих хьун,tro
1241,bemerken::V,хӏисав хъун,bemerke
1242,bemerken::V,хӏисав хъун,legge merke til
1243,erkennen::V,увчӏин,gjenkjenne
1244,begreifen::V,бувчӏин,begripe
1245,lernen::V,лахьлан,lære
1246,lernen::V,лахьхьин,lære
1247,wissen::V,кӏулну бикӏан,vite
1248,wissen::V,хавар бикӏан,vite
1249,sich erinnern an::V,дакӏнин бутан,huske på
1250,vergessen::V,хъама битан,glemme
1251,messen::V,дуцин дуллан,måle
1252,messen::V,дуцин дан,måle
1253,zählen::V,дуккин,telle
1254,rechnen::V,хӏисав дан,regne
1255,lesen::V,ккалан,lese
1256,malen::V,сурат дуллан,male
1257,zeichnen::V,сурат дуллан,tegne
1258,schreiben::V,чичин,skrive
1259,schreiben::V,чичлан,skrive
1260,besitzen::V,дуну икӏан,eie
1261,besitzen::V,дуну икӏан,inneha
1262,besitzen::V,дуну дикӏан,eie
1263,besitzen::V,дуну дикӏан,inneha
1264,besitzen::V,заллуну икӏан,eie
1265,besitzen::V,заллуну икӏан,inneha
1266,kaufen::V,машан ласун,kjøpe
1267,verkaufen::V,баххан,selge
1268,bezahlen::V,арцу дулун,betale
1269,bezahlen::V,багьа булун,betale
1270,zahlen::V,арцу дулун,betale
1271,zahlen::V,багьа булун,betale
1272,beherrschen::V,дуну икӏан,beherske
1273,beherrschen::V,заллуну икӏан,beherske
1274,ertragen::V,бухӏан,orke
1275,Leber::N,,lever
1276,Moor::N,,myr
1277,Moor::N,,myrhei
1278,Anhöhe::N,,haug
1279,Anhöhe::N,,bakke
1280,Bucht::N,,bukt
1281,Barsch::N,,abbor
1282,Hecht::N,,gjedde
1283,Laus::N,,lus
1284,Ruf::N,,rop
1285,Platz::N,,plass
1286,Kante::N,,kant
1287,Größe::N,,størrelse
1288,Menge::N,,mengde
1289,Figur::N,,figur
1290,Tasche::N,,veske
1291,Öl::N,,olje
1292,Schuh::N,,sko
1293,Leine::N,,line
1294,König::N,,konge
1295,fein::A,,fin
1296,auf einmal::ADV,,med ett
1297,bald::ADV,,snart
1298,einst::ADV,,engang
1299,schon::ADV,,alt
1300,schon::ADV,,allerede
1301,sie::PRN,,de
1302,siebzig::NUM,,sytti
1303,klirren::V,,klirre
1304,heulen::V,,ule
1305,rühren::V,,røre
1306,zu sehen sein::V,,synes
1307,wollen::V,,ville
1308,geraten::V,,bli
1309,kratzen::V,,klø
1310,kratzen::V,,klore
1311,stecken::V,,stikke
1312,schleifen::V,,slipe
1313,rütteln::V,,ruske
1314,ziehen::V,,dra
1315,ziehen::V,,trekke
1316,packen::V,,gripe
1317,packen::V,,gripe tak i
1318,wünschen::V,,ønske
1319,zudecken::V,,dekke til
1320,antreiben::V,,drive på
1321,lassen::V,,få til å
1322,treten::V,,sparke
1323,verstehen::V,,forstå
1324,verstehen::V,,skjønne
