,Concept_ID,sk,kl
760,fett::A,tučný,pualavoq
761,schlank::A,štíhly,tuappoq
762,hübsch::A,šumný,aatsialaq
763,hübsch::A,švárny,aatsialaq
764,böse::A,zlý,ajorpoq
765,dumm::A,hlúpy,taqajak
766,dumm::A,hlúpy,sikkilluppoq
767,dumm::A,hlúpy,qaatusimasaqanngilaq
768,faul::A,lenivý,eqiasuppoq
769,faul::A,lenivý,eqiattortuvoq
770,fleißig::A,snaživý,eqiasuippoq
771,fleißig::A,usilovný,eqiasuippoq
772,geizig::A,skupý,iasilaarpoq
773,geizig::A,skupý,tukkuippoq
774,geizig::A,lakomý,iasilaarpoq
775,geizig::A,lakomý,tukkuippoq
776,klug::A,múdry,mallak
777,klug::A,múdry,ittanneq
778,klug::A,múdry,kutaappoq
779,klug::A,múdry,kuttaappoq
780,klug::A,múdry,qarasagippoq
781,klug::A,bystrý,mallak
782,klug::A,bystrý,ittanneq
783,klug::A,bystrý,kutaappoq
784,klug::A,bystrý,kuttaappoq
785,klug::A,bystrý,qarasagippoq
786,geschickt::A,zručný,
787,geschickt::A,šikovný,
788,lieb::A,milý,akisooq
789,lustig::A,veselý,piikulavoq
790,sanft::A,nežný,isumagippoq
791,hungrig::A,lačný,kaappoq
792,hungrig::A,lačný,perlilerpoq
793,hungrig::A,hladný,kaappoq
794,hungrig::A,hladný,perlilerpoq
795,krank::A,chorý,napparsimavoq
796,krank::A,nemocný,napparsimavoq
797,nackt::A,nahý,
798,traurig::A,smutný,aliasuppoq
799,lebendig::A,živý,uumavoq
800,gut::A,dobrý,ajunngilaq
801,schlecht::A,zlý,sualuppoq
802,richtig::A,správny,iluarpoq
803,schlimm::A,zlý,amiilaarnarpoq
804,schlimm::A,nepríjemný,amiilaarnarpoq
805,wahr::A,pravý,ilumoorpoq
806,wahr::A,pravdivý,ilumoorpoq
807,alt::A,starý,pisoqaq
808,neu::A,nový,nutaavoq
809,ehemalig::A,bývalý,
810,alt[Lebewesen]::A,starý,utoqqaq
811,jung::A,mladý,inuusuppoq
812,jung::A,mladý,kingulliarsuk
813,arm::A,chudobný,piillasoq
814,arm::A,chudobný,piitsuuvoq
815,reich::A,bohatý,pisuuvoq
816,bekannt::A,známy,
817,berühmt::A,slávny,tusaamasaq
818,berühmt::A,povestný,tusaamasaq
819,fremd::A,cudzí,ajasoornarpoq
820,verschieden::A,rôzny,allatut
821,verschieden::A,rôzny,tamalaat
822,verschieden::A,rozličný,allatut
823,verschieden::A,rozličný,tamalaat
824,nah::A,blízky,qanippoq
825,fern::A,ďaleký,ungasippoq
826,linker::A,ľavý,saamerleq
827,rechter::A,pravý,innarluissut
828,anderer::A,iný,
829,anderer::A,druhý,
830,erster::A,prvý,siulleq
831,zweiter::A,druhý,qataatsup tullia
832,dritter::A,tretí,pingajorarterut
833,letzter::A,ostatný,kingulleq
834,letzter::A,posledný,kingulleq
835,allein::ADV,sám,kisimiippoq
836,auf einmal::ADV,zároveň,tassanngaannaq
837,zusammen::ADV,spolu,attaasa
838,zusammen::ADV,spolu,attarmik
839,zusammen::ADV,spoločne,attaasa
840,zusammen::ADV,spoločne,attarmik
841,lange::ADV,dlho,akuni
842,plötzlich::ADV,náhle,tassanngaannaq
843,sofort::ADV,hneď,erniinnaq
844,sofort::ADV,ihneď,erniinnaq
845,später::ADV,neskoršie,kingorna
846,jetzt::ADV,teraz,maanna
847,jetzt::ADV,teraz,massakkut
848,heute::ADV,dnes,ullumi
849,morgen::ADV,zajtra,aqagu
850,bald::ADV,skoro,erniinnaq
851,dann::ADV,nato,taava
852,dann::ADV,potom,taava
853,gestern::ADV,včera,ippassaq
854,einst::ADV,kedysi,ataatsimik
855,einst::ADV,kedysi,ilaanni
856,einst::ADV,niekedy,ataatsimik
857,einst::ADV,niekedy,ilaanni
858,damals::ADV,vtedy,taamani
859,damals::ADV,vtedy,taamanikkut
860,damals::ADV,vtedy,taassumuunakkut
861,danach::ADV,potom,taava
862,danach::ADV,podľa toho,taava
863,vorher::ADV,napred,siornagut
864,vorher::ADV,predtým,siornagut
865,zuerst::ADV,najprv,
866,einmal::ADV,raz,ilaanni
867,einmal::ADV,raz,ataatsimik
868,einmal::ADV,jedenkrát,ilaanni
869,einmal::ADV,jedenkrát,ataatsimik
870,manchmal::ADV,občas,qaqutigu
871,manchmal::ADV,občas,qaqutigut
872,manchmal::ADV,niekedy,qaqutigu
873,manchmal::ADV,niekedy,qaqutigut
874,oft::ADV,často,akulikitsumik
875,immer::ADV,vždy,tamatigut
876,immer::ADV,ustavične,tamatigut
877,niemals::ADV,nikdy,
878,hier::ADV,tu,maani
879,hierhin::ADV,sem,maani
880,hierhin::ADV,tade,maani
881,von hier::ADV,odtiaľto,
882,dort::ADV,tam,
883,dorthin::ADV,ta,ikuuna
884,dorthin::ADV,tam,ikuuna
885,geradeaus::ADV,rovno,narlumut
886,geradeaus::ADV,priamo,narlumut
887,vorwärts::ADV,napred,pilangavoc
888,rückwärts::ADV,nazad,kingumut
889,rückwärts::ADV,nazad,tunumut or tunummut
890,zurück::ADV,späť,kingumut
891,zurück::ADV,späť,tunumut or tunummut
892,zurück::ADV,naspäť,kingumut
893,zurück::ADV,naspäť,tunumut or tunummut
894,unten::ADV,dolu,kana
895,unten::ADV,naspodku,kana
896,hinab::ADV,dolu,qiviu
897,oben::ADV,hore,
898,oben::ADV,navrchu,
899,hinauf::ADV,hore,
900,hinauf::ADV,navrch,
901,überall::ADV,všade,tamaginni
902,überall::ADV,všade,tamani tamaani
903,nicht::ADV,nie,
904,ein wenig::ADV,trocha,
905,kaum::ADV,ledva,qaqutigorsuaq
906,sehr::ADV,veľmi,assut
907,so::ADV,tak,
908,so::ADV,takto,
909,noch::ADV,ešte,qeratavoq
910,nur::ADV,len,
911,schon::ADV,už,taava-una
912,wieder::ADV,zasa,kingumut
913,vergebens::ADV,márne,angiluk
914,vergebens::ADV,nadarmo,angiluk
915,vor::PRP,pred,
916,hinter::PRP,za,
917,unter::PRP,pod,
918,durch::PRP,cez,
919,neben::PRP,pri,
920,neben::PRP,vedľa,
921,zwischen::PRP,medzi,
922,wegen::PRP,pre,
923,wegen::PRP,kvôli,
924,dies::PRN,to,manna
925,dies::PRN,to,matuma
926,dies::PRN,táto,manna
927,dies::PRN,táto,matuma
928,das::PRN,to,ua
929,alles::PRN,všetko,
930,ich::PRN,ja,uanga
931,du::PRN,ty,illit
932,er::PRN,on,una
933,wir::PRN,my,uagut
934,ihr::PRN,vy,ilissi
935,sie::PRN,oni,uku
936,was::FPRN,čo,aat?
937,wer::FPRN,kto,kikkut
938,wo::FADV,kde,sumi
939,wohin::FADV,kam,sumut
940,wie::FADV,ako,qanoq
941,warum::FADV,prečo,sooq
942,wieviel::FNUM,koľko,qassit
943,wieviel::FNUM,koľko,qanoq atsigisumik?
944,eins::NUM,jeden,ataaseq
945,zwei::NUM,dva,marluk
946,drei::NUM,tri,pingasut
947,vier::NUM,štyri,sisamat
948,vier::NUM,štyri,qajuusat
949,fünf::NUM,päť,tallimat
950,sechs::NUM,šesť,arfineq
951,sechs::NUM,šesť,arfinillit
952,sieben::NUM,sedem,arfineq-marluk
953,acht::NUM,osem,arfineq pingasut
954,neun::NUM,deväť,qulingiluat
955,neun::NUM,deväť,arfineq sisamat
956,zehn::NUM,desať,qulit
957,elf::NUM,jedenásť,aqqaneq
958,zwölf::NUM,dvanásť,aqqaneq-marluk
959,zwanzig::NUM,dvadsať,tyve
960,dreißig::NUM,tridsať,tredive
961,dreißig::NUM,tridsať,pingasunik qulillit
962,vierzig::NUM,štyridsať,fyrre
963,fünfzig::NUM,päťdesiat,halvtreds
964,fünfzig::NUM,päťdesiat,tallimanik qulillit
965,sechzig::NUM,šesťdesiat,tres
966,siebzig::NUM,sedemdesiat,halvfjerds
967,achtzig::NUM,osemdesiat,firs
968,neunzig::NUM,deväťdesiat,halvfems
969,hundert::NUM,sto,et hundrede
970,tausend::NUM,tisíc,et tusinde
971,und::CNJ,i,aamma
972,oder::CNJ,alebo,imalluunnit
973,stehen::V,stáť,sikingavoq
974,sitzen::V,sedieť,ingippoq
975,liegen::V,ležať,nalavoq
976,liegen::V,ležať,aqupivoq
977,hängen::V,visieť,nivinngarpaa
978,werden::V,stať sa,pinngorpoq
979,passieren::V,stať sa,pivoq
980,beginnen::V,začať sa,aallarnerpaa
981,enden::V,končiť sa,naggaserpaa
982,wechseln::V,meniť sa,immikkut ilivoq
983,aufgehen[Sonne]::V,vychádzať,
984,untergehen[Sonne]::V,zapadnúť,ilioqqaasoq
985,scheinen[Sonne]::V,svietiť,qinnorpoq
986,scheinen[Sonne]::V,svietiť,qinngorpoq
987,donnern::V,hrmieť,kalleq
988,wehen::V,viať,timmivoq
989,strömen::V,prúdiť,
990,fließen::V,tiecť,
991,sich drehen::V,točiť sa,ipippaa
992,sich drehen::V,krútiť sa,ipippaa
993,schwanken::V,kolísať,aalavoq
994,schwanken::V,klátiť sa,aalavoq
995,schwingen::V,kývať sa,issakajaat or issakatsiaarut
996,schwingen::V,chvieť sa,issakajaat or issakatsiaarut
997,fallen::V,padať,quasivaa
998,brennen::V,páliť,seerpoq
999,brennen::V,páliť,uuppaa
1000,brennen::V,horieť,seerpoq
1001,brennen::V,horieť,uuppaa
1002,rauchen::V,dymiť sa,pujoorpoq
1003,regnen::V,pršať,siallerpoq
1004,gefrieren::V,zamrznút,qiulerpoq
1005,tauen::V,taviť sa,aappoq
1006,schmelzen::V,taviť sa,aappoq
1007,schmelzen::V,taviť sa,aatsippaa
1008,trocknen::V,schnúť,panerserpaa
1009,sieden::V,vrieť,qalappoq
1010,faulen::V,hniť,
1011,verfaulen::V,zhniť,
1012,reißen::V,pretrhnúť sa,qulli
1013,reißen::V,pretrhnúť sa,alittorpaa
1014,reißen::V,pretrhnúť sa,kimillanneq
1015,versinken::V,zapadnúť,kivivaa
1016,versinken::V,zapadnúť,apparpoq
1017,versinken::V,potopiť sa,kivivaa
1018,versinken::V,potopiť sa,apparpoq
1019,vergehen::V,plynúť,qaangerpaa
1020,vergehen::V,plynúť,sarsuppoq
1021,erscheinen::V,objaviť sa,takutippoq
1022,verschwinden::V,zmiznúť,
1023,sinken::V,klesať,kivivaa
1024,sinken::V,klesať,apparpoq
1025,abnehmen::V,ubúdať,ikillipput
1026,zunehmen::V,pribúdať,allisippaa
1027,steigen::V,stúpať,allisippaa
1028,wachsen::V,rásť,allivoq
1029,glänzen::V,jagať sa,qinngorpoq
1030,glänzen::V,jagať sa,qinnorpoq
1031,glänzen::V,lesknúť sa,qinngorpoq
1032,glänzen::V,lesknúť sa,qinnorpoq
1033,funkeln::V,iskriť sa,uisorilavoq
1034,lärmen::V,lomoziť,
1035,läuten::V,cengať,avilualaarpoq
1036,klingeln::V,zvoniť,aviluarpoq
1037,klingeln::V,zvoniť,aviluarpaluppoq
1038,klirren::V,rinčať,
1039,brausen::V,hučať,ittuk
1040,brausen::V,hučať,ittuppoq
1041,brausen::V,hučať,ittuppaluppoq
1042,rauschen::V,šumieť,
1043,klingen::V,znieť,
1044,klingen::V,zvoniť,
1045,bellen::V,štekať,qiluppoq
1046,bellen::V,brechať,qiluppoq
1047,heulen::V,vyť,maarpoq
1048,heulen::V,vyť,maalavoq
1049,heulen::V,vyť,miaggoorpoq
1050,blasen::V,duť,aporneq
1051,blasen::V,fúkať,aporneq
1052,pfeifen::V,pískať,siggartartitsivoq
1053,pfeifen::V,pískať,siorsulavoq
1054,pfeifen::V,hvízdať,siggartartitsivoq
1055,pfeifen::V,hvízdať,siorsulavoq
1056,schreien::V,kričať,suaarpoq
1057,stöhnen::V,stenať,nipiliorpoq
1058,stöhnen::V,stenať,nipilliorpoq
1059,zittern::V,triasť sa,qarsulivik
1060,leben::V,žiť,inuuvoq
1061,geboren werden::V,narodiť sa,inuuvoq
1062,geboren werden::V,narodiť sa,inunngorpoq
1063,atmen::V,dýchať,anersaarpoq
1064,trinken::V,piť,imerpoq
1065,essen::V,jesť,tamorpoq
1066,schlucken::V,zhltnuť,tuluarnaq
1067,müde werden::V,unaviť sa,
1068,einschlafen::V,usnúť,sinippoq
1069,einschlafen::V,zaspať,sinippoq
1070,schlafen::V,spať,sinik
1071,aufwachen::V,zobudiť sa,iterpoq
1072,aufwachen::V,zobudiť sa,eqqumavoq
1073,aufstehen::V,vstať,makippoq
1074,sich erholen::V,zotavovať sa,qasuerserpoq
1075,sich erholen::V,oddýchovať si,qasuerserpoq
1076,krank werden::V,ochorieť,
1077,krank sein::V,chorieť,
1078,krank sein::V,byť chorý,
1079,schmerzen::V,bolieť,anneraa
1080,schmerzen::V,bolieť,annernarpoq
1081,husten::V,kašľať,quersorpoq
1082,genesen::V,uzdraviť sa,ajunngissivoq
1083,genesen::V,uzdraviť sa,ilisimmarpoq
1084,genesen::V,uzdraviť sa,ilorrippoq
1085,sterben::V,umrieť,toquvoq
1086,sterben::V,zomrieť,toquvoq
1087,umkommen::V,zahynúť,
1088,sich bewegen::V,pohybovať sa,ingerlavoq
1089,sich rühren::V,hnúť sa,
1090,sich erheben::V,zdvihnúť sa,
1091,sich setzen::V,sadnúť si,ingippoq
1092,hinfallen::V,spadnúť,
1093,laufen::V,bežať,arpappoq
1094,schreiten::V,kráčať,ingerlavoq
1095,spazierengehen::V,prechádzať sa,utertakajaarpoq
1096,spazierengehen::V,prechádzať sa,utertakattajaarpoq
1097,eilen::V,súriť,qaa qaa
1098,eilen::V,súriť,qiilasaarpoq
1099,eilen::V,súriť,ingerlasaarpaa
1100,sich beeilen::V,ponáhľať sa,tuaviorpoq
1101,sausen::V,hučať,uiguut
1102,rennen::V,bežať,igivoq
1103,springen::V,skákať,upernassaq
1104,klettern::V,liezť,pilaakkeerpoq
1105,schaukeln::V,húpať,aalavoq
1106,schaukeln::V,hojdať,aalavoq
1107,kriechen::V,liezť,
1108,kriechen::V,plaziť sa,
1109,schwimmen::V,plávať,naluppoq
1110,tauchen::V,ponoriť sa,allorpoq
1111,rudern::V,veslovať,ipuppaa
1112,fahren::V,ísť,qimusserpoq
1113,fahren::V,jazdiť,qimusserpoq
1114,fliegen::V,letieť,timmivoq
1115,gehen::V,ísť,
1116,weggehen::V,odísť,piiarpoq
1117,weggehen::V,odchádzať,piiarpoq
1118,abfahren::V,odcestovať,
1119,anhalten::V,zadržať sa,unitsippaa
1120,anhalten::V,zastaviť sa,unitsippaa
1121,hineingehen::V,vchádzať,timaappaa
1122,eintreten::V,vojsť,allattorpaa
1123,eintreten::V,vstúpiť,allattorpaa
1124,kommen::V,prísť,qaa-
1125,kommen::V,prísť,pivaa
1126,ankommen::V,prísť,tikippoq
1127,ankommen::V,doraziť,tikippoq
1128,zurückkommen::V,vrátiť sa,angerlarpoq
1129,bleiben::V,ostať,uninngavoq
1130,bleiben::V,zostať,uninngavoq
1131,warten::V,čakať,paavoq
1132,warten::V,čakať,utaqqivoq
1133,erwarten::V,očakávať,
1134,suchen::V,hľadať,nivivaa
1135,finden::V,nájsť,nanivaa
1136,versuchen::V,skúsiť,uuppaa
1137,versuchen::V,skúsiť,ussersarpaa
1138,versuchen::V,pokúsiť sa,uuppaa
1139,versuchen::V,pokúsiť sa,ussersarpaa
1140,vorbereiten::V,pripraviť,piareersarpaa
1141,lieben::V,ľúbiť,asavaa
1142,lieben::V,milovať,asavaa
1143,mögen::V,mať rád,akaaraa
1144,lachen::V,smiať sa,
1145,rühren::V,dojať,qeerlerpaa
1146,weinen::V,plakať,qiavoq
1147,schimpfen::V,nadávať,qatimaarpoq
1148,sich ärgern::V,hnevať sa,ugguutigaa
1149,sich ärgern::V,zlostiť sa,ugguutigaa
1150,sich fürchten::V,báť sa,eqqanaarpoq
1151,fürchten::V,báť sa,ersigaa
1152,fliehen::V,utekať,qimaavoq
1153,flüchten::V,utiecť,allikarfigaa
1154,sehen::V,vidieť,isigaa
1155,anschauen::V,pozrieť sa na,
1156,ansehen::V,pozrieť,alaatsinaappaa
1157,hören::V,počúvať,tusarpaa
1158,zuhören::V,počúvať,naalappoq
1159,probieren::V,ochutnať,
1160,riechen::V,ňuchať,tipippoq
1161,fühlen::V,cítiť,misigaa
1162,fühlen::V,pociťovať,misigaa
1163,scheinen::V,zdať sa,takutippoq
1164,zu sehen sein::V,byť vidieť,
1165,vernehmen::V,počuť,
1166,frieren::V,mrznúť,qiiavoq
1167,frieren::V,oziabať,qiiavoq
1168,tun::V,robiť,iliorpoq
1169,können::V,môcť,
1170,wollen::V,chcieť,piumavaa
1171,anfangen::V,začať,pilerpoq
1172,beenden::V,skončiť,naggaserpaa
1173,aufhören::V,prestať,naammatsippaa
1174,gelingen::V,podariť sa,
1175,geraten::V,dariť sa,
1176,öffnen::V,otvoriť,ammarpaa
1177,schließen::V,zavrieť,matuaa
1178,stellen::V,postaviť,ilivaa
1179,stellen::V,postaviť,iliorarpai
1180,stellen::V,postaviť,ilioqqarpai
1181,setzen::V,posadiť,iliorarpai
1182,setzen::V,posadiť,ilioqqarpai
1183,legen::V,klásť,ilivaa
1184,legen::V,položiť,ilivaa
1185,berühren::V,dotykať sa,attorpaa
1186,verbinden::V,spojiť,taperserpaa
1187,bedecken::V,pokryť,iikkerpaa
1188,bedecken::V,pokryť,iikkersorpaa
1189,aufhängen::V,zavesiť,inivaa
1190,aufhängen::V,zavesiť,iniorarpai
1191,anzünden::V,zapáliť,saggaavoq
1192,aufheben::V,zdvihnúť,allisippaa
1193,zurücklassen::V,zanechať,aallarpoq
1194,verlieren::V,stratiť,annaavaa
1195,fallen lassen::V,pustiť,nakkaavaa
1196,machen::V,robiť,iliorpoq
1197,herstellen::V,vyrobiť,anillatsippaa
1198,bauen::V,stavať,marrarterpaa
1199,bauen::V,budovať,marrarterpaa
1200,reparieren::V,opraviť,iluarsaappaa
1201,verbessern::V,zlepšiť,naqqippaa
1202,ändern::V,zmeniť,
1203,ändern::V,preinačiť,
1204,graben::V,ryť,assappaa
1205,graben::V,kopať,assappaa
1206,beugen::V,ohnúť,qappappoq
1207,biegen::V,ohnúť,qappappoq
1208,drehen::V,točiť,
1209,drehen::V,krútiť,
1210,wenden::V,obrátiť,assappaa
1211,wenden::V,obrátiť,assakarpoq
1212,wenden::V,prevrátiť,assappaa
1213,wenden::V,prevrátiť,assakarpoq
1214,umdrehen::V,otočiť,assakartippaa
1215,umdrehen::V,obrátiť,assakartippaa
1216,heben::V,dvíhať,kivippaa
1217,heben::V,povzniesť,kivippaa
1218,hochheben::V,zdvihnúť,kissumiarpaa
1219,ergreifen::V,uchopiť sa,isaappaa
1220,ergreifen::V,uchopiť sa,isaguppaa
1221,halten::V,držať,minarpaa
1222,drücken::V,tisnúť,naqittaat
1223,schieben::V,posunovať,
1224,kratzen::V,škrabať,qitsuppaa
1225,lecken::V,lízať,aluppaa
1226,beißen::V,kúsať,kiivaa
1227,abreißen::V,odtrhnúť,aqqarpaa
1228,abreißen::V,odtrhnúť,isaterpaa
1229,abschneiden::V,odrezať,kipivaa
1230,abschneiden::V,odkrojiť,kipivaa
1231,binden::V,zaviazať,kakkersarpaa
1232,binden::V,priviazať,kakkersarpaa
1233,stecken::V,strčiť,kussunneq
1234,brechen::V,zlomiť,nallorpaa
1235,klopfen::V,tĺcť,pattappaa
1236,klopfen::V,klopať,pattappaa
1237,hauen::V,nabiť,aqivaa
1238,kleben::V,lepiť,qaappoq
1239,kleben::V,nalepiť,qaappoq
1240,reiben::V,trieť,tagiarpaa
1241,reiben::V,trieť,tangiarpaa
1242,streichen::V,namazať,erlerpoq
1243,schleifen::V,ostríť,sequppaa
1244,schneiden::V,rezať,uullivoq
1245,schneiden::V,strihať,uullivoq
1246,rütteln::V,triasť,
1247,rütteln::V,lomcovať,
1248,schütteln::V,triasť,aalavoq
1249,schütteln::V,potriasť,aalavoq
1250,schwenken::V,mávať,issarpoq
1251,schütten::V,sypať,
1252,füllen::V,plniť,immerpaa
1253,einwickeln::V,zabaliť,immoqquserpaa
1254,tragen::V,niesť,maqippaa
1255,tragen::V,niesť,assartorpoq
1256,schleppen::V,vliecť,assartorpoq
1257,ziehen::V,ťahať,kalippaa
1258,ziehen::V,ťahať,kalissarpoq
1259,aufbewahren::V,uložiť,toqqorpaa
1260,aufbewahren::V,uschovať,toqqorpaa
1261,werfen::V,hodiť,kuivaa
1262,werfen::V,vrhnúť,kuivaa
1263,fangen::V,chytať,anguaa
1264,packen::V,baliť,
1265,packen::V,chytiť,
1266,verstecken::V,skryť,anngigaa
1267,verstecken::V,schovať,anngigaa
1268,teilen::V,podeliť,agguut
1269,teilen::V,podeliť,agguusersorpaa
1270,teilen::V,rozdeliť,agguut
1271,teilen::V,rozdeliť,agguusersorpaa
1272,schicken::V,posielať,nassiuppaa
1273,bringen::V,priniesť,aggiuppaa
1274,bringen::V,priniesť,nassataraa
1275,hinzufügen::V,pripojiť,
1276,bekommen::V,dostať,tiguaa
1277,erhalten::V,prijať,tiguaa
1278,nehmen::V,vziať,pivoq
1279,nehmen::V,vziať,tiguaa
1280,wählen::V,voliť,
1281,auswählen::V,vybrať,
1282,auswählen::V,vyvoliť,
1283,bewahren::V,zachovať,sukkunik simerserpaa
1284,behindern::V,zavadzať,
1285,behindern::V,byť v ceste,
1286,verderben::V,skaziť,asiutippaa
1287,verderben::V,skaziť,piuneerunnerit
1288,beschädigen::V,ublížiť,
1289,beschädigen::V,poškodiť,
1290,zerbrechen::V,rozbiť,ukuvoq
1291,zerbrechen::V,prelomiť,ukuvoq
1292,zerreißen::V,pretrhnúť,tisavaa
1293,zerreißen::V,pretrhnúť,alittorpaa
1294,zerstören::V,zničiť,aserorpaa
1295,verbrennen::V,spáliť,seerpoq
1296,geben::V,dať,pivoq
1297,reichen::V,podať,
1298,schenken::V,darovať,
1299,versprechen::V,sľúbiť,neriorsorpaa
1300,wünschen::V,želať,kissaat
1301,loben::V,chváliť,nersorpaa
1302,loben::V,chváliť,nersornaat
1303,küssen::V,bozkať,kunippaa
1304,küssen::V,bozkať,kunissorpaa
1305,wiegen::V,kolísať,
1306,zudecken::V,prikryť,majorpaa
1307,wecken::V,zobudiť,itersarpaa
1308,zeigen::V,ukázať,tikkuuppaa
1309,führen::V,viesť,tasissiuppaa
1310,führen::V,viesť,ilitsersorpaa
1311,führen::V,viesť,tasissersuuppaa
1312,lehren::V,učiť,ilinniartippaa
1313,unterrichten::V,vyučovať,ajoqerpaa
1314,unterrichten::V,vyučovať,ajoqersorpaa
1315,unterrichten::V,vyučovať,ilinniartitsivoq
1316,aufziehen::V,vychovať,inororsarpaa
1317,leiten::V,viesť,iluatsippaa
1318,antreiben::V,popudiť,ikusimmippaa
1319,lassen::V,dať,
1320,einladen::V,pozvať,qaaqquaa
1321,einladen::V,pozvať,qaasarpaa
1322,einladen::V,povolať,qaaqquaa
1323,einladen::V,povolať,qaasarpaa
1324,vereinigen::V,spojiť,taperserpaa
1325,vereinigen::V,zjednotiť,taperserpaa
1326,besuchen::V,navštíviť,tikeraarpaa
1327,treffen::V,stretnúť,aporappaa
1328,sich versammeln::V,zhromaždiť sa,majorpoq
1329,spielen::V,hrať,pinnguarpoq
1330,singen::V,spievať,erinarsorpoq
1331,tanzen::V,tancovať,qitippoq
1332,sich trennen::V,rozísť sa,immikkoortippaa
1333,verlassen::V,opustiť,
1334,retten::V,zachrániť,annaappaa
1335,bewachen::V,strážiť,
1336,schützen::V,chrániť,eriagaa
1337,schützen::V,chrániť,pineqartaalivaa
1338,verteidigen::V,brániť,
1339,sich schlagen::V,biť sa,
1340,schießen::V,streliť,aallaavaa
1341,schießen::V,streliť,piseriuppaa
1342,schießen::V,strieľať,aallaavaa
1343,schießen::V,strieľať,piseriuppaa
1344,siegen::V,zvíťaziť,
1345,ärgern::V,hnevať,ninngassarpaa
1346,ärgern::V,hnevať,ninngassaarpaa
1347,ärgern::V,zlostiť,ninngassarpaa
1348,ärgern::V,zlostiť,ninngassaarpaa
1349,schlagen::V,biť,unatarpaa
1350,schlagen::V,udrieť,unatarpaa
1351,treten::V,kopnúť,tukerpoq
1352,stechen::V,bodnúť,iguppaa
1353,stechen::V,bodnúť,qasilippoq
1354,stechen::V,pichnúť,iguppaa
1355,stechen::V,pichnúť,qasilippoq
1356,stoßen::V,udrieť,ikuserpaa
1357,stoßen::V,udrieť,ikusimmippaa
1358,stehlen::V,kradnúť,tillippaa
1359,stören::V,vyrušiť,akornuserpaa
1360,belästigen::V,obťažovať,
1361,verbergen::V,skryť,anngigaa
1362,täuschen::V,sklamať,
1363,betrügen::V,klamať,peqquserluttuliorfigaa
1364,betrügen::V,podvádzať,peqquserluttuliorfigaa
1365,töten::V,zabiť,maappaa
1366,töten::V,zabiť,toquppaa
1367,töten::V,usmrtiť,maappaa
1368,töten::V,usmrtiť,toquppaa
1369,wohnen::V,bývať,najugaqarpoq
1370,arbeiten::V,pracovať,sulivoq
1371,sammeln::V,zbierať,katersorpai
1372,pflücken::V,trhať,
1373,pflücken::V,oberať,
1374,jagen::V,poľovať,piniarpoq
1375,fischen::V,loviť ryby,aalisarpoq
1376,fischen::V,chytať ryby,aalisarpoq
1377,fassen::V,uloviť,
1378,hüten::V,pásť,
1379,treiben::V,hnať,
1380,anbinden::V,priviazať,qilerut
1381,anbinden::V,priviazať,qilersorpaa
1382,anbinden::V,priviazať,ungerlatserpaa
1383,füttern::V,kŕmiť,nerlerpaa
1384,melken::V,dojiť,
1385,hacken::V,seknúť,
1386,gießen::V,polievať,imerterpaa
1387,reifen::V,dozrieť,
1388,zubereiten::V,pripraviť,
1389,kochen::V,variť,igavoq
1390,backen::V,piecť,
1391,backen::V,smažiť,
1392,braten::V,piecť,siappaa
1393,braten::V,pražiť,siappaa
1394,umrühren::V,pomiešať,qeerlerpaa
1395,stricken::V,pliesť,
1396,nähen::V,šiť,
1397,färben::V,zafarbiť,misuppaa
1398,reinigen::V,čistiť,sanniarpaa
1399,waschen::V,myť,asappaa
1400,abwischen::V,utrieť,saligarpaa
1401,abwischen::V,utrieť,saligartorpaa
1402,spülen::V,vyplachovať,
1403,fegen::V,zametať,sanngiarpaa
1404,kehren::V,zametať,
1405,baden::V,kúpať sa,uffarpoq
1406,sich waschen::V,umývať sa,uffarpoq
1407,ausziehen::V,zobliecť,annoraajarpaa
1408,anziehen::V,obliecť,ativaa
1409,anziehen::V,obliecť,atitippaa
1410,sich anziehen::V,obliecť sa,atisalersorpoq
1411,kämmen::V,česať,
1412,schmücken::V,ozdobiť,
1413,sagen::V,povedať,oqarpoq
1414,sprechen::V,hovoriť,oqaluttarpoq
1415,reden::V,rozprávať,oqaluppoq
1416,sich unterhalten::V,rozprávať sa,
1417,fragen::V,spýtať sa,aperaa
1418,bitten::V,prosiť,aperaa
1419,bitten::V,prosiť,qinnuigaa
1420,erzählen::V,rozprávať,oqaluttuaraa
1421,mitteilen::V,oznámiť,oqalualaarpoq
1422,nennen::V,nazvať,
1423,nennen::V,menovať,
1424,rufen::V,volať,qaaqquaa
1425,rufen::V,zavolať,qaaqquaa
1426,prahlen::V,vystatovať sa,oqqartuvoq
1427,prahlen::V,vystatovať sa,oqallortuvoq
1428,übersetzen::V,preložiť,ikaarpoq
1429,übersetzen::V,preložiť,nutserpaa
1430,denken::V,myslieť,isumaqarpoq
1431,glauben::V,veriť,upperaa
1432,glauben::V,veriť,isumaqarpoq
1433,bemerken::V,podotknuť,
1434,bemerken::V,spozorovať,
1435,erkennen::V,poznať,ilisaraa
1436,begreifen::V,pochopiť,
1437,begreifen::V,porozumieť,
1438,verstehen::V,rozumieť,paasivaa
1439,lernen::V,učiť sa,ilinniarpoq
1440,wissen::V,vedieť,nalunngilaa
1441,sich erinnern an::V,pamätať si na,eqqaavaa
1442,vergessen::V,zabudnuť,puiorpaa
1443,messen::V,merať,ussersarpaa
