,Concept_ID,sl,uk
824,regnen::V,deževáti,дощити
825,gefrieren::V,zmŕzniti,змерзнути
826,tauen::V,tájati,танути
827,schmelzen::V,kopnéti,плавитися
828,trocknen::V,sušíti se,сохнути
829,sieden::V,kipéti,кипіти
830,faulen::V,gníti,гнити
831,verfaulen::V,zgníti,згнити
832,reißen::V,tŕgati se,рватися
833,versinken::V,pogrézniti se,тонути
834,vergehen::V,miníti,проходити
835,erscheinen::V,pojáviti se,з’явитися
836,verschwinden::V,izgíniti,щезнути
837,verschwinden::V,izgíniti,зникнути
838,sinken::V,péšati,спадати
839,abnehmen::V,pojémati,поменшитися
840,zunehmen::V,véčati se,збільшуватися
841,zunehmen::V,množíti se,збільшуватися
842,steigen::V,dvígati se,підніматися
843,wachsen::V,rásti,рости
844,glänzen::V,sijáti,блищати
845,funkeln::V,ískriti se,блискати
846,lärmen::V,ropotáti,шуміти
847,lärmen::V,razgrájati,шуміти
848,läuten::V,zvoníti,дзвонити
849,klingeln::V,zvončkljáti,дзвонити
850,klirren::V,žvenketáti,дзвякати
851,brausen::V,šuméti,бушувати
852,rauschen::V,šuštéti,шелестіти
853,rauschen::V,šelestéti,шелестіти
854,klingen::V,zvenéti,лунати
855,klingen::V,zvenéti,звучати
856,bellen::V,lájati,гавкати
857,heulen::V,zavíjati,вити
858,blasen::V,píhniti,дунути
859,pfeifen::V,pískati,свистіти
860,pfeifen::V,žvížgati,свистіти
861,schreien::V,kričáti,кричати
862,stöhnen::V,stókati,стогнати
863,zittern::V,drgetáti,тремтіти
864,leben::V,živéti,жити
865,geboren werden::V,rodíti se,народитися
866,atmen::V,díhati,дихати
867,trinken::V,píti,пити
868,essen::V,jésti,їсти
869,schlucken::V,požírati,ковтати
870,müde werden::V,péšati,втомитися
871,müde werden::V,utrúditi se,втомитися
872,einschlafen::V,zaspáti,заснути
873,schlafen::V,spáti,спати
874,aufwachen::V,zbudíti se,прокинутися
875,aufstehen::V,vstáti,встати
876,sich erholen::V,oddahníti se,відпочивати
877,krank werden::V,oboléti,захворіти
878,krank sein::V,bíti bolán,хворіти
879,schmerzen::V,boléti,боліти
880,husten::V,kášljati,кашляти
881,genesen::V,okrévati,одужати
882,genesen::V,okrévati,видужати
883,sterben::V,umréti,померти
884,umkommen::V,pogíniti,згинути
885,sich bewegen::V,zganíti se,рухатися
886,sich rühren::V,premakníti se,ворушитися
887,sich erheben::V,vstájati,встати
888,sich erheben::V,vzdígniti se,встати
889,sich setzen::V,sésti,сісти
890,hinfallen::V,pásti dôl,упасти
891,laufen::V,hodíti,ходити
892,schreiten::V,stópati,крокувати
893,spazierengehen::V,na sprehòd íti,гуляти
894,eilen::V,drvéti,спішити
895,sich beeilen::V,hitéti,поспішати
896,sausen::V,dírkati,мчатися
897,rennen::V,dírjati,бігати
898,springen::V,skákati,скакати
899,springen::V,skákati,стрибати
900,klettern::V,plézati,лазити
901,schaukeln::V,kolébati,гойдатися
902,kriechen::V,pláziti se,повзати
903,schwimmen::V,plávati,пливти
904,schwimmen::V,plávati,плавати
905,tauchen::V,potápljati se,пірнати
906,rudern::V,vesláti,гребти
907,rudern::V,vesláti,веслувати
908,fahren::V,vozíti se,їхати
909,fahren::V,peljáti se,їхати
910,fliegen::V,létati,літати
911,gehen::V,íti,іти
912,weggehen::V,odíti,піти
913,abfahren::V,odpeljáti se,від’їхати
914,abfahren::V,odpeljáti se,відправитися
915,anhalten::V,ustáviti se,зупинитися
916,hineingehen::V,íti nóter,входити
917,eintreten::V,vstopíti,увійти
918,kommen::V,príti,прийти
919,ankommen::V,prispéti,прибути
920,ankommen::V,prihájati,прибути
921,zurückkommen::V,vrníti se,повернутися
922,bleiben::V,ostáti,залишитися
923,warten::V,čákati,чекати
924,erwarten::V,pričakováti,чекати
925,suchen::V,iskáti,шукати
926,finden::V,nájti,знайти
927,versuchen::V,poskúšati,випробовувати
928,vorbereiten::V,pripráviti,підготувати
929,lieben::V,ljubíti,любити
930,mögen::V,márati,любити
931,mögen::V,márati,подобатися
932,lachen::V,smejáti se,сміятися
933,rühren::V,ganíti,розчулити
934,weinen::V,jókati,плакати
935,weinen::V,plákati,плакати
936,schimpfen::V,psováti,лаятися
937,schimpfen::V,zmérjati,лаятися
938,sich ärgern::V,jezíti se,сердитися
939,sich fürchten::V,báti se,боятися
940,fürchten::V,báti se,боятися
941,fliehen::V,bežáti,тікати
942,flüchten::V,pobégniti,утекти
943,sehen::V,vídeti,бачити
944,anschauen::V,oglédati,поглянути
945,ansehen::V,glédati,дивитися на
946,hören::V,slíšati,чути
947,zuhören::V,poslúšati,слухати
948,probieren::V,poskúšati,покуштувати
949,riechen::V,dúhati,нюхати
950,fühlen::V,čutíti,відчувати
951,scheinen::V,zdéti se,здаватися
952,zu sehen sein::V,vídeti se,виднітися
953,vernehmen::V,čúti,почути
954,frieren::V,zébsti,мерзнути
955,tun::V,délati,робити
956,können::V,môči,могти
957,wollen::V,hotéti,хотіти
958,anfangen::V,začéti,почати
959,beenden::V,dokončáti,закінчити
960,aufhören::V,prenéhati,перестати
961,gelingen::V,uspéti,вдатися
962,gelingen::V,posréčiti se,вдатися
963,geraten::V,obnêsti se,опинитися
964,öffnen::V,odpréti,відкрити
965,schließen::V,zapréti,закрити
966,stellen::V,postáviti,поставити
967,setzen::V,posadíti,посадити
968,legen::V,položíti,класти
969,berühren::V,dotíkati se,чіпати
970,verbinden::V,obvézati,зв’язати
971,bedecken::V,pokríti,покрити
972,aufhängen::V,obésiti,повісити
973,anzünden::V,zažgáti,запалити
974,aufheben::V,vzdígniti,підняти
975,zurücklassen::V,zapustíti,залишити
976,verlieren::V,izgubíti,загубити
977,fallen lassen::V,navréči,упустити
978,machen::V,naredíti,зробити
979,machen::V,napráviti,зробити
980,herstellen::V,izdélati,виготовити
981,bauen::V,gradíti,будувати
982,reparieren::V,popráviti,лагодити
983,verbessern::V,izbóljšati,поліпшити
984,ändern::V,spremeníti,змінити
985,graben::V,kopáti,копати
986,graben::V,grêbsti,копати
987,beugen::V,upogníti,зігнути
988,biegen::V,zavíjati,погнути
989,drehen::V,vrtéti,вертіти
990,wenden::V,obrníti,повернути
991,umdrehen::V,zasúkati,перевернути
992,heben::V,dvígati,піднімати
993,hochheben::V,privzdígniti,підняти
994,ergreifen::V,zgrábiti,схопити
995,halten::V,držáti,тримати
996,drücken::V,tiščáti,натискати
997,schieben::V,ríniti,пхати
998,schieben::V,ríniti,штовхати
999,kratzen::V,práskati,шкребти
1000,lecken::V,lízati,лизати
1001,beißen::V,grísti,кусати
1002,abreißen::V,odtŕgati,відірвати
1003,abschneiden::V,odrézati,відрізати
1004,binden::V,vézati,в’язати
1005,stecken::V,vtakníti,увіткнути
1006,brechen::V,lomíti,зламати
1007,klopfen::V,tólči,стукати
1008,hauen::V,séči,бити
1009,kleben::V,lépiti,клеїти
1010,reiben::V,tréti,терти
1011,reiben::V,dŕgniti,терти
1012,streichen::V,namázati,намазати
1013,schleifen::V,brúsiti,точити
1014,schneiden::V,rézati,різати
1015,rütteln::V,strésti,хитати
1016,schütteln::V,majáti,трясти
1017,schwenken::V,obrníti,махати
1018,schütten::V,sípati,налити
1019,füllen::V,napolníti,наповнити
1020,einwickeln::V,zavíti,загорнути
1021,tragen::V,nêsti,нести
1022,schleppen::V,vláčiti,тягти
1023,ziehen::V,vléči,тягнути
1024,aufbewahren::V,shranjeváti,зберігати
1025,werfen::V,lúčati,кидати
1026,fangen::V,ujéti,ловити
1027,packen::V,prijéti,схопити
1028,verstecken::V,skríti,сховати
1029,teilen::V,razdelíti,розділити
1030,schicken::V,pošíljati,посилати
1031,bringen::V,prinêsti,принести
1032,hinzufügen::V,pristáviti,додати
1033,bekommen::V,dobíti,дістати
1034,erhalten::V,prejéti,одержати
1035,nehmen::V,vzéti,взяти
1036,wählen::V,izbírati,вибрати
1037,auswählen::V,izbráti,відібрати
1038,bewahren::V,ohraníti,зберегти
1039,behindern::V,ovírati,перешкоджати
1040,verderben::V,pokváriti,зіпсувати
1041,beschädigen::V,poškodováti,зашкодити
1042,zerbrechen::V,razlomíti,розбити
1043,zerreißen::V,raztŕgati,розірвати
1044,zerstören::V,razrúšiti,зруйнувати
1045,verbrennen::V,sežgáti,спалити
1046,geben::V,dáti,дати
1047,reichen::V,séči,передати
1048,reichen::V,molíti,передати
1049,schenken::V,podáriti,дарувати
1050,versprechen::V,obljubíti,обіцяти
1051,wünschen::V,vóščiti,бажати
1052,loben::V,hváliti,хвалити
1053,küssen::V,poljubováti,цілувати
1054,wiegen::V,zíbati,качати
1055,zudecken::V,pokríti,накрити
1056,wecken::V,zbudíti,розбудити
1057,zeigen::V,pokázati,показати
1058,führen::V,vêsti,вести
1059,lehren::V,učíti,вчити
1060,unterrichten::V,poučeváti,викладати
1061,aufziehen::V,vzgojíti,виховати
1062,leiten::V,uprávljati,керувати
1063,antreiben::V,goníti,підганяти
1064,lassen::V,povzročíti,змусити
1065,einladen::V,povábiti,запросити
1066,vereinigen::V,zdrúžiti,об’єднати
1067,besuchen::V,obiskáti,завітати
1068,besuchen::V,obiskáti,відвідати
1069,treffen::V,pogodíti,зустріти
1070,sich versammeln::V,zbráti se,зібратися
1071,spielen::V,igráti se,грати
1072,singen::V,péti,співати
1073,tanzen::V,plésati,танцювати
1074,sich trennen::V,ločíti se,розлучитися
1075,verlassen::V,zapustíti,покинути
1076,retten::V,réšiti,врятувати
1077,bewachen::V,strážiti,охороняти
1078,schützen::V,sčítiti,уберігати
1079,verteidigen::V,braníti,захистити
1080,sich schlagen::V,têpsti se,битися
1081,sich schlagen::V,têpsti se,дратися
1082,schießen::V,stréljati,стріляти
1083,siegen::V,zmágati,перемогти
1084,ärgern::V,jezíti,сердити
1085,ärgern::V,razbúriti,сердити
1086,schlagen::V,têpsti,ударити
1087,schlagen::V,udáriti,ударити
1088,treten::V,teptáti,штовхати
1089,stechen::V,ubôsti,вколоти
1090,stoßen::V,peháti,штовхнути
1091,stoßen::V,drégniti,штовхнути
1092,stehlen::V,ukrásti,украсти
1093,stehlen::V,pokrásti,украсти
1094,stören::V,motíti,перешкодити
1095,belästigen::V,nadlegováti,докучати
1096,verbergen::V,skríti,сховати
1097,täuschen::V,slepíti,обдурити
1098,betrügen::V,várati,зшахраювати
1099,betrügen::V,ogoljufáti,зшахраювати
1100,töten::V,ubíti,убити
1101,wohnen::V,prebívati,жити
1102,wohnen::V,prebívati,мешкати
1103,arbeiten::V,délati,працювати
1104,sammeln::V,zbráti,зібрати
1105,pflücken::V,obráti,зривати
1106,jagen::V,lovíti,полювати
1107,fischen::V,ribáriti,рибалити
1108,fassen::V,zajéti,піймати
1109,hüten::V,pásti,пасти
1110,treiben::V,pogánjati,гнати
1111,anbinden::V,privézati,прив’язати
1112,füttern::V,kŕmiti,годувати
1113,füttern::V,kŕmiti,харчувати
1114,melken::V,mólsti,доїти
1115,hacken::V,sékati,рубати
1116,gießen::V,ulíti,полити
1117,reifen::V,zoréti,дозріти
1118,zubereiten::V,pripráviti,зготовити
1119,zubereiten::V,pripráviti,приготувати
1120,kochen::V,kúhati,варити
1121,kochen::V,kúhati,готувати
1122,backen::V,cvréti,пекти
1123,braten::V,pêči,смажити
1124,umrühren::V,preméšati,переміщати
1125,stricken::V,plêsti,в’язати
1126,nähen::V,šívati,шити
1127,färben::V,bárvati,пофарбувати
1128,reinigen::V,očístiti,очистити
1129,waschen::V,opráti,мити
1130,abwischen::V,obrísati,витерти
1131,spülen::V,splakováti,полоскати
1132,fegen::V,pométati,підмітати
1133,kehren::V,mésti,мести
1134,baden::V,kópati se,купатися
1135,sich waschen::V,umíti se,митися
1136,ausziehen::V,izvléči,зняти
1137,anziehen::V,obléči,надіти
1138,sich anziehen::V,obléči se,одягтися
1139,sich anziehen::V,obléči se,одягнутися
1140,kämmen::V,česáti,зачесати
1141,schmücken::V,okrasíti,оздобити
1142,sagen::V,dejáti,сказати
1143,sprechen::V,govoríti,говорити
1144,reden::V,rêči,розмовляти
1145,sich unterhalten::V,razgovárjati se,бесідувати
1146,fragen::V,vprášati,запитати
1147,bitten::V,prosíti,просити
1148,erzählen::V,práviti,розповісти
1149,mitteilen::V,naznániti,повідомити
1150,nennen::V,imenováti,назвати
1151,rufen::V,klícati,кликати
1152,prahlen::V,baháti se,хвалитися
1153,übersetzen::V,prevêsti,перекласти
1154,denken::V,mísliti,думати
1155,denken::V,mísliti,мислити
1156,glauben::V,verjéti,вірити
1157,bemerken::V,opáziti,помітити
1158,erkennen::V,spoznáti,пізнати
1159,begreifen::V,pôjmiti,осягнути
1160,verstehen::V,razuméti,почути
1161,lernen::V,učíti se,навчатися
1162,wissen::V,znáti,знати
1163,wissen::V,védeti,знати
1164,sich erinnern an::V,spómniti se,пам’ятати
1165,vergessen::V,pozábiti,забути
1166,messen::V,mériti,міряти
1167,zählen::V,štéti,лічити
1168,rechnen::V,račúnati,рахувати
1169,lesen::V,bráti,читати
1170,lesen::V,čítati,читати
1171,malen::V,slíkati,малювати
1172,zeichnen::V,rísati,рисувати
1173,schreiben::V,písati,писати
1174,besitzen::V,iméti,мати
1175,kaufen::V,kupíti,купити
1176,verkaufen::V,prodáti,продати
1177,bezahlen::V,pláčati,заплатити
1178,zahlen::V,plačeváti,платити
1179,beherrschen::V,obvládati,володіти
1180,ertragen::V,prenêsti,витерпіти
1181,Verstand::N,,розум
