,Concept_ID,et,myv
827,vier::NUM,neli,ниле
828,fünf::NUM,viis,вете
829,sechs::NUM,kuus,кото
830,sieben::NUM,seitse,сисем
831,acht::NUM,kaheksa,кавксо
832,neun::NUM,üheksa,вейксэ
833,zehn::NUM,kümme,кемень
834,elf::NUM,üksteist,кевейкее
835,zwölf::NUM,kaksteist,кемгавтово
836,zwanzig::NUM,kakskümmend,комсь
837,dreißig::NUM,kolmkümmend,колоньгемень
838,vierzig::NUM,nelikümmend,ниленьгемень
839,fünfzig::NUM,viiskümmend,ведьгемень
840,sechzig::NUM,kuuskümmend,кодгемень
841,siebzig::NUM,seitsekümmend,сизьгемень
842,achtzig::NUM,kaheksakümmend,кавксоньгемень
843,neunzig::NUM,üheksakümmend,вейксэньгемень
844,hundert::NUM,sada,сядо
845,tausend::NUM,tuhat,тыща
846,und::CNJ,ja,ды
847,oder::CNJ,või,или
848,stehen::V,seisma,аштемс стядо
849,sitzen::V,istuma,аштемс озадо
850,liegen::V,lamama,мадезь аштемс
851,hängen::V,rippuma,нурьгемс
852,werden::V,saama,арамс
853,werden::V,hakkama,арамс
854,passieren::V,juhtuma,лисэмс
855,beginnen::V,algama,ушодомс
856,beginnen::V,hakkama,ушодомс
857,enden::V,lõppema,лоткамс
858,wechseln::V,vahelduma,полавтнемс
859,aufgehen[Sonne]::V,tõusma,лисемс
860,aufgehen[Sonne]::V,tõusma,стямс
861,untergehen[Sonne]::V,loojuma,валгомс
862,scheinen[Sonne]::V,paistma,валдомтомс
863,donnern::V,kõmisema,цярномс
864,donnern::V,kõmisema,галдордомс
865,wehen::V,puhuma,пувамс
866,strömen::V,voolama,чудемс
867,fließen::V,voolama,чудемс
868,sich drehen::V,pöörduma,велямс
869,schwanken::V,kõikuma,лыкамс
870,schwanken::V,kõikuma,якамс
871,schwingen::V,võnkuma,нурсемс
872,schwingen::V,võnkuma,лыкамс
873,fallen::V,langema,прамс
874,fallen::V,langema,сяворемс
875,brennen::V,põlema,паломс
876,rauchen::V,suitsema,качадомс
877,regnen::V,sadama,пиземс
878,gefrieren::V,kinni külmuma,кельмемс
879,tauen::V,sulama,соламс
880,schmelzen::V,sulama,соламс
881,trocknen::V,kuivama,коськемс
882,sieden::V,keema,лакамс
883,sieden::V,keema,пиксемс
884,faulen::V,mädanema,наксадомс
885,verfaulen::V,mädanema,наксадомс
886,reißen::V,rebenema,сезневемс
887,versinken::V,uppuma,ваямс
888,vergehen::V,mööduma,ютамс
889,erscheinen::V,ilmuma,лисемс
890,verschwinden::V,kaduma,ёмамс
891,sinken::V,vajuma,явамс
892,sinken::V,langema,явамс
893,abnehmen::V,vähenema,киремемс
894,abnehmen::V,kahenema,киремемс
895,zunehmen::V,kasvama,ламолгадомс
896,zunehmen::V,kasvama,раштамс
897,steigen::V,tõusma,куземс
898,steigen::V,tõusma,кепсевемс
899,steigen::V,üles minema,куземс
900,steigen::V,üles minema,кепсевемс
901,wachsen::V,kasvama,касомс
902,glänzen::V,läikimä,цитнемс
903,funkeln::V,sädelema,пиндолдомс
904,funkeln::V,sädelema,цивтёрдомс
905,lärmen::V,lärmama,шалномс
906,läuten::V,helisema,гайгезевемс
907,klingeln::V,helisema,чавомс баягас
908,klirren::V,kõlisema,калдордомс
909,klirren::V,kõlisema,кальцяемс
910,brausen::V,kohisema,лакамс
911,rauschen::V,kohisema,лажномс
912,klingen::V,kõlama,гайгемс
913,bellen::V,haukuma,онгомс
914,heulen::V,uluma,урномс
915,blasen::V,puhuma,пувамс
916,pfeifen::V,vilistama,вешкемс
917,schreien::V,karjuma,пижнемс
918,stöhnen::V,oigama,кувсемс
919,zittern::V,värisema,тарномс
920,leben::V,elama,эрямс
921,leben::V,elus olema,эрямс
922,geboren werden::V,sündima,чачомс
923,atmen::V,hingama,лексемс
924,trinken::V,jooma,симемс
925,essen::V,sööma,ярсамс
926,schlucken::V,neelama,нилемс
927,schlucken::V,neelama,порнемс
928,müde werden::V,väsima,сиземс
929,einschlafen::V,uinuma,матедевемс
930,schlafen::V,magama,удомс
931,aufwachen::V,ärkama,сыргоземс
932,aufstehen::V,ärkama,стямс
933,aufstehen::V,üles tõusma,стямс
934,sich erholen::V,puhkama,оймсемс
935,krank werden::V,haigestuma,сэредезевемс
936,krank werden::V,haigeks jääma,сэредезевемс
937,krank sein::V,haige olema,сэредемс
938,schmerzen::V,valutama,сэредемс
939,husten::V,köhima,козомс
940,genesen::V,toibuma,пичкамс
941,sterben::V,surema,куломс
942,umkommen::V,surma saama,чавовомс
943,umkommen::V,surma saama,ёмамс
944,sich bewegen::V,liikuma,шаштомс
945,sich rühren::V,liikuma,сыргамс
946,sich erheben::V,kerkima,куземс
947,sich setzen::V,istet võtma,озамс
948,hinfallen::V,kukkuma,прамс
949,hinfallen::V,kukkuma,сяворемс
950,hinfallen::V,maha kukkuma,прамс
951,hinfallen::V,maha kukkuma,сяворемс
952,laufen::V,kõndima,якамс
953,schreiten::V,astuma,эскелямс
954,schreiten::V,astuma,молемс
955,spazierengehen::V,jalutama,якамс
956,eilen::V,ruttama,эрзкалемс
957,eilen::V,ruttama,капшамс
958,eilen::V,kiirustama,эрзкалемс
959,eilen::V,kiirustama,капшамс
960,sich beeilen::V,ruttama,капшамс
961,sich beeilen::V,kiirustama,капшамс
962,sausen::V,kihutama,ливтямс
963,sausen::V,tormama,ливтямс
964,rennen::V,jooksma,чийнемс
965,rennen::V,jooksma,ардтнемс
966,rennen::V,kihutama,чийнемс
967,rennen::V,kihutama,ардтнемс
968,springen::V,hüppama,кирнявтнемс
969,klettern::V,ronima,куземс
970,schaukeln::V,kiikuma,нурямс
971,kriechen::V,roomama,ёзмолдомс
972,schwimmen::V,ujuma,уемс
973,tauchen::V,sukelduma,чопавтомс
974,tauchen::V,sukelduma,чопавтнемс
975,rudern::V,sõudma,миледемс
976,fahren::V,sõitma,ардомс
977,fliegen::V,lendama,ливтямс
978,gehen::V,käima,туемс
979,gehen::V,käima,молемс
980,gehen::V,minema,туемс
981,gehen::V,minema,молемс
982,weggehen::V,ära minema,туемс
983,weggehen::V,välja minema,туемс
984,abfahren::V,väljuma,туемс
985,abfahren::V,ära sõitma,туемс
986,anhalten::V,peatuma,лоткамс
987,hineingehen::V,sisenema,совамс
988,hineingehen::V,sisse minema,совамс
989,eintreten::V,sisenema,совамс
990,eintreten::V,sisenema,эскельдямс
991,eintreten::V,sisse astuma,совамс
992,eintreten::V,sisse astuma,эскельдямс
993,kommen::V,tulema,самс
994,ankommen::V,saabuma,самс
995,ankommen::V,saabuma,пачкодемс
996,zurückkommen::V,tagasi tulema,велявтомс
997,bleiben::V,jääma,кадовомс
998,warten::V,ootama,учомс
999,erwarten::V,ootama,учомс
1000,erwarten::V,lootma,учомс
1001,suchen::V,otsima,вешнемс
1002,finden::V,leidma,муемс
1003,versuchen::V,püüdma,варштамс
1004,versuchen::V,üritama,варштамс
1005,versuchen::V,katsetama,варштамс
1006,vorbereiten::V,valmistama,анокстамс
1007,lieben::V,armastama,вечкемс
1008,mögen::V,sallima,вечкемс
1009,mögen::V,meeldima,вечкемс
1010,lachen::V,naerma,пейдемс
1011,rühren::V,liigutama,токамс седейс
1012,rühren::V,heldima panema,токамс седейс
1013,weinen::V,nutma,авардемс
1014,schimpfen::V,sõimama,сёвномс
1015,sich ärgern::V,ärrituma,кежиявтнемс
1016,sich ärgern::V,vihastuma,кежиявтнемс
1017,sich fürchten::V,kartma,пелемс
1018,sich fürchten::V,hirmu tundma,пелемс
1019,fürchten::V,kartma,пелемс
1020,fliehen::V,põgenema,оргодемс
1021,flüchten::V,põgenema,ворьгодемс
1022,flüchten::V,põgenema,чадомс
1023,sehen::V,nägema,неемс
1024,anschauen::V,vaatama,ваномс
1025,ansehen::V,vaatama,ваномс
1026,hören::V,kuulma,марямс
1027,zuhören::V,kuulama,кунсоломс
1028,probieren::V,proovima,варшамс
1029,riechen::V,nuusutama,никсемс
1030,fühlen::V,tundma,марямс
1031,scheinen::V,näida,марявомс
1032,scheinen::V,ilmuda,марявомс
1033,zu sehen sein::V,ilmuma,неявомс
1034,vernehmen::V,üle kuulama,марямс
1035,frieren::V,külmetada,кельмемс
1036,tun::V,tegema,теемс
1037,können::V,võima,маштомс
1038,können::V,oskama,маштомс
1039,wollen::V,tahtma,бажамс
1040,anfangen::V,hakkama,кармамс
1041,anfangen::V,alustama,кармамс
1042,beenden::V,lõpetama,прядомс
1043,aufhören::V,lakkama,лоткамс
1044,gelingen::V,õnnestuma,удаламс
1045,geraten::V,jõudma,лисемс
1046,öffnen::V,avama,панжомс
1047,schließen::V,sulgema,пекстамс
1048,schließen::V,sulgema,сёлгомс
1049,schließen::V,sulgema,конямс
1050,stellen::V,panema,аравтомс
1051,stellen::V,asetama,аравтомс
1052,setzen::V,panema,ойсевтемс
1053,setzen::V,panema,озавтнемс
1054,legen::V,panema,путомс
1055,legen::V,asetama,путомс
1056,berühren::V,riivama,токамс
1057,berühren::V,puudutama,токамс
1058,verbinden::V,ühendama,содомс
1059,bedecken::V,katma,вельтямс
1060,aufhängen::V,riputama,понгавтомс
1061,anzünden::V,süütama,кирвастемс
1062,aufheben::V,üles tõstma,кепедемс
1063,zurücklassen::V,jätma,кадомс
1064,verlieren::V,kaotama,ёмавтомс
1065,fallen lassen::V,maha pillama,правтомс
1066,fallen lassen::V,kukkuda laskma,правтомс
1067,machen::V,tegema,теемс
1068,herstellen::V,valmistama,анокстамс
1069,bauen::V,ehitama,путомс
1070,reparieren::V,parandama,витемс
1071,verbessern::V,parandama,паролгавтомс
1072,verbessern::V,parandama,вадрялгавтомс
1073,ändern::V,muutma,полавтомс
1074,ändern::V,ümber tegema,полавтомс
1075,graben::V,kaevama,чувомс
1076,graben::V,kaevama,таргамс
1077,beugen::V,painutama,мендемс
1078,biegen::V,painutama,комавтомс
1079,drehen::V,keerama,чаравтомс
1080,drehen::V,keerama,велявтнемс
1081,wenden::V,ümber pöörama,велявтомс
1082,umdrehen::V,ümber keerama,велявтомс
1083,heben::V,tõstma,кепедемс
1084,hochheben::V,üles tõstma,кепедемс
1085,hochheben::V,kõrgele tõstma,кепедемс
1086,ergreifen::V,haarama,кундамс
1087,halten::V,hoidma,кирдемс
1088,drücken::V,pigistama,нуемс
1089,schieben::V,lükkama,шаштомс
1090,kratzen::V,kraapima,ангордамс
1091,lecken::V,lakkuma,нолсемс
1092,beißen::V,purema,сускомс
1093,beißen::V,hammustama,сускомс
1094,abreißen::V,rebima,сеземс
1095,abreißen::V,ära rebima,сеземс
1096,abschneiden::V,ära lõikama,печкемс
1097,binden::V,siduma,кодамс
1098,binden::V,siduma,сюлмамс
1099,stecken::V,pistma,сялгомс
1100,brechen::V,murdma,синдемс
1101,brechen::V,murdma,калавтомс
1102,klopfen::V,koputama,калтаямс
1103,hauen::V,lööma,чавомс
1104,kleben::V,kleepima,педявтнемс
1105,reiben::V,hõõruma,ёзамс
1106,streichen::V,silitama,вадемс
1107,schleifen::V,lihvima,човамс
1108,schleifen::V,teritama,човамс
1109,schneiden::V,lõikama,керямс
1110,rütteln::V,raputama,чукамс
1111,rütteln::V,raputama,лыкавтомс
1112,schütteln::V,raputama,чукамс
1113,schütteln::V,loksutama,чукамс
1114,schwenken::V,vehkima,яхолемс
1115,schwenken::V,lehvitama,яхолемс
1116,schütten::V,kallama,каямс
1117,füllen::V,täitma,пештямс
1118,einwickeln::V,sisse mähkima,тапарямс
1119,tragen::V,kandma,кандомс
1120,schleppen::V,tassima,ускомс
1121,schleppen::V,lohistama,ускомс
1122,ziehen::V,vedama,ускомс
1123,ziehen::V,tõmbama,ускомс
1124,aufbewahren::V,säilitama,ванстомс
1125,aufbewahren::V,alal hoidma,ванстомс
1126,werfen::V,viskama,ёртомс
1127,fangen::V,püüdma,кундамс
1128,packen::V,kinni haarama,кундамс
1129,packen::V,kinni võtma,кундамс
1130,verstecken::V,peitma,кекшемс
1131,teilen::V,jagama,явомс
1132,teilen::V,jaotama,явомс
1133,schicken::V,saatma,кучомс
1134,bringen::V,viima,кандомс
1135,hinzufügen::V,lisama,путомс
1136,hinzufügen::V,lisama,максомс
1137,bekommen::V,saama,саемс
1138,erhalten::V,saama,саемс
1139,nehmen::V,võtma,саемс
1140,wählen::V,valima,кочкамс
1141,auswählen::V,valima,кочкамс
1142,bewahren::V,hoidma,ванстомс
1143,behindern::V,takistama,кирдемс
1144,verderben::V,rikkuma,коламс
1145,beschädigen::V,rikkuma,теемс зыян
1146,zerbrechen::V,katki tegema,коламс
1147,zerreißen::V,katki rebima,сеземс
1148,zerstören::V,purustama,калавтомс
1149,verbrennen::V,põletama,пултамс
1150,geben::V,andma,максомс
1151,reichen::V,andma,максомс
1152,reichen::V,ulatama,максомс
1153,schenken::V,kinkima,каземс
1154,versprechen::V,lubama,алтамс
1155,versprechen::V,tõotama,алтамс
1156,wünschen::V,soovima,арсемс
1157,loben::V,kiitma,шнамс
1158,küssen::V,suudlema,палсемс
1159,wiegen::V,hällitama,нурсемс
1160,zudecken::V,kaanetama,тавадомс
1161,zudecken::V,kaanetama,вельтямс
1162,zudecken::V,kinni katma,тавадомс
1163,zudecken::V,kinni katma,вельтямс
1164,wecken::V,äratama,стявтомс
1165,zeigen::V,näitama,невтемс
1166,führen::V,juhatama,ветямс
1167,lehren::V,õpetama,тонавтомс
1168,unterrichten::V,õpetama,тонавтомс
1169,aufziehen::V,üles kasvatama,трямс
1170,aufziehen::V,üles kasvatama,кастомс
1171,leiten::V,juhtima,ветямс
1172,leiten::V,juhtima,азоркстамс
1173,antreiben::V,ergutama,ветямс
1174,lassen::V,laskma,кармавтомс
1175,einladen::V,kutsuma,тердемс
1176,vereinigen::V,ühendama,вейсэндямс
1177,vereinigen::V,ühendama,вейс путомс
1178,vereinigen::V,ühendama,вейс пурнамс
1179,besuchen::V,külastama,варштамс
1180,treffen::V,kohtama,вастомс
1181,sich versammeln::V,kogunema,промокшномс
1182,spielen::V,mängima,налксемс
1183,singen::V,laulma,морамс
1184,tanzen::V,tantsima,киштемс
1185,sich trennen::V,lahku minema,явомс
1186,verlassen::V,maha jätma,кадомс
1187,retten::V,päästma,идемс
1188,bewachen::V,valvama,ванстомс
1189,schützen::V,kaitsma,аштемс
1190,verteidigen::V,kaitsma,ваномс
1191,sich schlagen::V,kaklema,тюремс
1192,schießen::V,tulistama,ледемс
1193,siegen::V,võitma,изнямс
1194,ärgern::V,ärritama,кежейгавтомс
1195,ärgern::V,vihastama,кежейгавтомс
1196,schlagen::V,lööma,токамс
1197,treten::V,sõtkuma,тапамс
1198,stechen::V,pistma,пупамс
1199,stechen::V,torkama,пупамс
1200,stoßen::V,tõukama,тулкадемс
1201,stehlen::V,varastama,саламс
1202,stören::V,segama,пирямс ки
1203,stören::V,häirima,пирямс ки
1204,belästigen::V,ahistama,а максомс
1205,belästigen::V,ahistama,а кадомс оймамо
1206,verbergen::V,peitma,сёпомс
1207,verbergen::V,peitma,кекшемс
1208,verbergen::V,varjama,сёпомс
1209,verbergen::V,varjama,кекшемс
1210,täuschen::V,petma,манямс
1211,täuschen::V,tüssama,манямс
1212,betrügen::V,petma,манчемс
1213,betrügen::V,tüssama,манчемс
1214,betrügen::V,truudust murtma,манчемс
1215,töten::V,tapma,чавномс
1216,töten::V,tapma,маштнемс
1217,töten::V,surmama,чавномс
1218,töten::V,surmama,маштнемс
1219,wohnen::V,elama,эрямс
1220,arbeiten::V,töötama,важодемс
1221,sammeln::V,koguma,пурнамс
1222,sammeln::V,korjama,пурнамс
1223,pflücken::V,noppima,ноцковтнемс
1224,jagen::V,jahtima,кундамс
1225,fischen::V,kalastama,калонь кундамс
1226,fischen::V,kala püüdma,калонь кундамс
1227,fassen::V,püüdma,кундамс
1228,hüten::V,karjatama,ваномс
1229,treiben::V,ajama,панемс
1230,anbinden::V,kinni siduma,сюлмамс
1231,füttern::V,söötma,андомс
1232,melken::V,lüpsma,потявтомс
1233,hacken::V,raiuma,лазномс
1234,hacken::V,lõhkuma,лазномс
1235,gießen::V,kastma,валомс
1236,reifen::V,valmima,кенеремс
1237,zubereiten::V,valmistama,анокстамс
1238,kochen::V,keetma,пидемс
1239,backen::V,küpsetama,пидемс
1240,braten::V,praadima,пуштамс
1241,umrühren::V,segama,човорямс
1242,stricken::V,kuduma,кодамс
1243,nähen::V,õmblema,стамс
1244,färben::V,värvima,артомс
1245,reinigen::V,puhastama,урядамс
1246,waschen::V,pesema,муськемс
1247,abwischen::V,puhtaks pühkima,нардамс
1248,spülen::V,uhtma,ёрвалдомс
1249,fegen::V,pühkima,тенсемс
1250,kehren::V,pühkima,тенсемс
1251,baden::V,suplema,экшелямс
1252,baden::V,kümblema,экшелямс
1253,sich waschen::V,end pesema,шлямс
1254,ausziehen::V,käest võtma,кайсевтемс
1255,ausziehen::V,jalast võtma,кайсевтемс
1256,ausziehen::V,seljast võtma,кайсевтемс
1257,anziehen::V,jalga panema,оршамс
1258,sich anziehen::V,riietuma,оршамс
1259,kämmen::V,kammima,судрямс
1260,schmücken::V,kaunistama,мазылгавтомс
1261,schmücken::V,kaunistama,наряжамс
1262,sagen::V,ütlema,меремс
1263,sprechen::V,rääkima,кортамс
1264,sprechen::V,kõnelema,кортамс
1265,reden::V,kõnelema,кортамс
1266,sich unterhalten::V,vestlema,кортнемс
1267,fragen::V,küsima,кевкстемс
1268,bitten::V,paluma,вешемс
1269,erzählen::V,jutustama,ёвтнемс
1270,mitteilen::V,teatama,ёвтамс
1271,mitteilen::V,teada andma,ёвтамс
1272,nennen::V,nimetama,лемдемс
1273,nennen::V,nimetama,путомс лем
1274,rufen::V,kutsuma,тердемс
1275,rufen::V,kutsuma,серьгедемс
1276,prahlen::V,hooplema,шнамс пря
1277,übersetzen::V,tõlkima,ютавтомс
1278,denken::V,mõtlema,арсемс
1279,glauben::V,uskuma,кемемс
1280,bemerken::V,märkama,неемс
1281,erkennen::V,ära tundma,содамс
1282,begreifen::V,aru saama,пачкодемс
1283,verstehen::V,mõistma,чарькодемс
1284,lernen::V,õppima,тонавтнемс
1285,wissen::V,teadma,содамс
1286,sich erinnern an::V,mäletama,ледстямс
1287,vergessen::V,unustama,стувтомс
1288,messen::V,mõõtma,онкстнемс
1289,zählen::V,loendama,ловомс
1290,rechnen::V,arvutama,ловомс
1291,lesen::V,lugema,ловномс
1292,malen::V,maalima,рисовамс
1293,zeichnen::V,joonistama,рисовамс
1294,schreiben::V,kirjutama,сёрмадомс
1295,besitzen::V,omama,улемс
1296,besitzen::V,omama,улемс азорокс
1297,kaufen::V,ostma,рамамс
1298,verkaufen::V,müüma,миемс
1299,bezahlen::V,tasuma,пандомс
1300,zahlen::V,maksma,пандомс
1301,beherrschen::V,valitsema,азоркстамс
1302,ertragen::V,taluma,кирдемс
