,Concept_ID,ro,bn
725,gut::A,bun,ভালো
726,schlecht::A,rău,মন্দ
727,schlecht::A,prost,মন্দ
728,richtig::A,drept,ঠিক
729,richtig::A,corect,ঠিক
730,schlimm::A,rău,কদর্য
731,wahr::A,adevărat,বাস্তব
732,alt::A,uzat,পুরাতন
733,alt::A,vechi,পুরাতন
734,neu::A,nou,নব
735,neu::A,nou,নূতন
736,ehemalig::A,fost,পূর্বকালীন
737,ehemalig::A,anterior,পূর্বকালীন
738,alt[Lebewesen]::A,bătrîn,বৃদ্ধ
739,jung::A,tânăr,তরুণ
740,arm::A,sărac,ক্ষুদ্র
741,arm::A,sărman,ক্ষুদ্র
742,reich::A,avut,ধনবান্
743,reich::A,bogat,ধনবান্
744,bekannt::A,cunoscut,সুপরিচিত
745,berühmt::A,renumit,বিখ্যাত
746,fremd::A,străin,বিদেশি
747,verschieden::A,diferit,বিসদৃশ
748,verschieden::A,deosebit,বিসদৃশ
749,nah::A,apropiat,নিকটবতী
750,fern::A,departe,দুরবতী
751,linker::A,stâng,বাম
752,rechter::A,drept,ডান
753,rechter::A,drept,ডাইন
754,anderer::A,alt,অন্যতর
755,erster::A,prim,প্রথম
756,zweiter::A,al doilea,দ্বিতীয়
757,dritter::A,treilea,তৃতীয়
758,letzter::A,final,সর্বশেষ
759,allein::ADV,singur,একক
760,auf einmal::ADV,dintrodată,জলদি
761,zusammen::ADV,împreună,একসঙ্গে
762,lange::ADV,îndelung,লম্বা
763,lange::ADV,mult timp,লম্বা
764,plötzlich::ADV,deodată,হঠাৎ
765,plötzlich::ADV,pe neașteptate,হঠাৎ
766,sofort::ADV,imediat,মুহ্ণর্তমধ্যে
767,sofort::ADV,numaidecît,মুহ্ণর্তমধ্যে
768,später::ADV,mai apoi,পশ্চাতে
769,später::ADV,mai târziu,পশ্চাতে
770,jetzt::ADV,acum,এখন
771,heute::ADV,azi,আজ
772,heute::ADV,astăzi,আজ
773,morgen::ADV,mâine,আগামিকাল
774,bald::ADV,curând,অস্পকালমধ্যে
775,dann::ADV,apoi,তখন
776,gestern::ADV,ieri,গতকাল
777,einst::ADV,odată,একবার মাত্র
778,einst::ADV,odinioară,একবার মাত্র
779,damals::ADV,atunci,তখন
780,damals::ADV,pe atunci,তখন
781,danach::ADV,după aceasta,পরে
782,vorher::ADV,mai întâi,আগে
783,vorher::ADV,în prealabil,আগে
784,zuerst::ADV,întâi,আগে
785,zuerst::ADV,în primul rând,আগে
786,einmal::ADV,odată,একবার
787,manchmal::ADV,uneori,কখনও কখনও
788,manchmal::ADV,câteodată,কখনও কখনও
789,oft::ADV,des,ঘনঘন
790,oft::ADV,deseori,ঘনঘন
791,immer::ADV,mereu,সর্বদা
792,immer::ADV,întotdeauna,সর্বদা
793,niemals::ADV,niciodată,কখলও নহে
794,hier::ADV,aci,এখানে
795,hier::ADV,aici,এখানে
796,hierhin::ADV,încoace,এখানে
797,von hier::ADV,de aici,ত্রই স্তান হইতে
798,dort::ADV,acolo,ওখানে
799,dorthin::ADV,dincolo,ওখানে
800,geradeaus::ADV,drept înainte,অগ্রগামী
801,vorwärts::ADV,înainte,সন্মুখিকে
802,rückwärts::ADV,îndărăt,খিরিয়া
803,zurück::ADV,înapoi,পিঠ
804,unten::ADV,jos,নীচে
805,unten::ADV,dedesubt,নীচে
806,hinab::ADV,în jos,নিম্নগামী
807,hinab::ADV,de vale,নিম্নগামী
808,oben::ADV,sus,উপরে
809,oben::ADV,deasupra,উপরে
810,hinauf::ADV,în sus,উচ্চতর অংশে
811,überall::ADV,peste tot,সর্বত্র
812,überall::ADV,pretutindeni,সর্বত্র
813,nicht::ADV,nu,না
814,ein wenig::ADV,puțin,অল্প
815,kaum::ADV,cu greu,কষ্টসহকাবে
816,kaum::ADV,cu anevoie,কষ্টসহকাবে
817,sehr::ADV,mult,খুব
818,sehr::ADV,foarte,খুব
819,so::ADV,așa,তত
820,so::ADV,atât,তত
821,noch::ADV,încă,এখন পর্যস্ত
822,nur::ADV,doar,শুধু
823,schon::ADV,și,ইতঃপুর্বে
824,schon::ADV,deja,ইতঃপুর্বে
825,wieder::ADV,iar,আবার
826,wieder::ADV,iarăși,আবার
827,vergebens::ADV,în zadar,বিফলে
828,vor::PRP,înainte de,সম্মুখে
829,hinter::PRP,după,পশ্চাতে
830,hinter::PRP,în spatele,পশ্চাতে
831,unter::PRP,sub,নীচে
832,durch::PRP,prin,দ্বারা
833,neben::PRP,lângă,কাছে
834,neben::PRP,alături de,কাছে
835,zwischen::PRP,între,মধ্যে
836,zwischen::PRP,dintre,মধ্যে
837,wegen::PRP,pentru,জন্য
838,dies::PRN,acesta,এটা
839,das::PRN,asta,ওটা
840,alles::PRN,tot,সব
841,ich::PRN,eu,আমি
842,du::PRN,tu,তুমি
843,er::PRN,el,উনি
844,er::PRN,dânsul,উনি
845,wir::PRN,noi,আমরা
846,ihr::PRN,voi,তোমরা
847,sie::PRN,ei,তারা
848,sie::PRN,dânșii,তারা
849,was::FPRN,ce,কি
850,wer::FPRN,cine,কে
851,wo::FADV,unde,কোথায়
852,wohin::FADV,încotro,কোথায়
853,wie::FADV,cum,কেমন
854,warum::FADV,de ce,কেন
855,warum::FADV,pentru ce,কেন
856,wieviel::FNUM,cât,কত
857,eins::NUM,unu,অক
858,zwei::NUM,doi,দুই
859,drei::NUM,trei,তিন
860,vier::NUM,patru,চার
861,fünf::NUM,cinci,পাঁচ
862,sechs::NUM,șase,ছয়
863,sieben::NUM,șapte,সাত
864,acht::NUM,opt,আট
865,neun::NUM,nouă,নয়
866,zehn::NUM,zece,দশ
867,elf::NUM,unsprezece,এগারো
868,zwölf::NUM,douăsprezece,দ্বাদশ
869,zwanzig::NUM,douăzeci,বিশ
870,dreißig::NUM,treizeci,ত্রিশ
871,vierzig::NUM,patruzeci,চল্লিশ
872,fünfzig::NUM,cincizeci,পঞ্চাশ
873,sechzig::NUM,șaizeci,ষাট
874,siebzig::NUM,șaptezeci,সত্তর
875,achtzig::NUM,optzeci,আশি
876,neunzig::NUM,nouăzeci,নব্বুই
877,hundert::NUM,sută,শত
878,tausend::NUM,mie,হাজার
879,und::CNJ,și,আর
880,und::CNJ,și,এবং
881,oder::CNJ,ori,বা
882,stehen::V,sta,দাঁড়ানো
883,sitzen::V,ședea,বসা
884,liegen::V,zăcea,শোয়া
885,liegen::V,fi culcat,শোয়া
886,hängen::V,atârna,ঝোলা
887,werden::V,deveni,হইয়া উঠা
888,werden::V,se face,হইয়া উঠা
889,passieren::V,se întâmpla,ঘটা
890,beginnen::V,începe,আরম্ভ হওয়া
891,enden::V,se sfârși,শেষ হওয়া
892,enden::V,se termina,শেষ হওয়া
893,wechseln::V,se schimba,রূপাস্তর করা
894,aufgehen[Sonne]::V,răsări,উদিত হওয়া
895,untergehen[Sonne]::V,apune,অস্ত যাওয়া
896,scheinen[Sonne]::V,străluci,আলো দেওয়া
897,donnern::V,tuna,বজ্রধ্বনি করা
898,wehen::V,bate,প্রবাহিত হওয়া
899,strömen::V,curge în șiroaie,প্রবাহিত হওয়া
900,fließen::V,curge,ছুটা
901,sich drehen::V,se învârti,পাক খাওয়া
902,schwanken::V,se clătina,দোলা
903,schwingen::V,vibra,দোলা
904,schwingen::V,flutura,দোলা
905,fallen::V,cădea,পড়া
906,brennen::V,arde,সেঁকা
907,rauchen::V,fuma,ধোঁয়া ছড়ান
908,regnen::V,ploua,বর্ষণ_করা
909,gefrieren::V,îngheța,হিমায়িত হওয়া
910,tauen::V,se dezgheța,গলা
911,schmelzen::V,se topi,গলা
912,trocknen::V,se usca,শুষ্ক করা
913,sieden::V,fierbe,ফোঁড়া
914,sieden::V,clocoti,ফোঁড়া
915,faulen::V,se împuți,ক্ষয় হওয়া
916,verfaulen::V,putrezi,ক্ষয় হওয়া 
917,reißen::V,se rupe,ছিঁড়া
918,reißen::V,se sfâșia,ছিঁড়া
919,versinken::V,se scufunda,ডুবা
920,vergehen::V,trece,যাওয়া
921,vergehen::V,se scurge,যাওয়া
922,erscheinen::V,apărea,আসা
923,verschwinden::V,dispărea,অদৃশ্য হওয়া
924,sinken::V,cădea,হ্রাস হওয়া
925,sinken::V,coborî,হ্রাস হওয়া
926,abnehmen::V,scădea,হ্রাস হওয়া
927,abnehmen::V,descrește,হ্রাস হওয়া
928,zunehmen::V,spori,বৃদ্ধি পাওয়া
929,zunehmen::V,crește,বৃদ্ধি পাওয়া
930,zunehmen::V,augmenta,বৃদ্ধি পাওয়া
931,steigen::V,urca,ওঠা
932,wachsen::V,crește,বড় হওয়া
933,glänzen::V,luci,জ্বলা
934,glänzen::V,străluci,জ্বলা
935,funkeln::V,scânteia,জ্বল্জ্বল করা
936,lärmen::V,face larmă,
937,läuten::V,suna,রুসুঝুসু করা
938,klingeln::V,suna,বাজা
939,klirren::V,zăngăni,টুংটাং-শব্দ করা
940,brausen::V,vui,গর্জন করা
941,rauschen::V,vâjâi,মর্মরধ্বনি করা
942,klingen::V,suna,শব্দ করা
943,bellen::V,lătra,ঘেউ ঘেউ করা
944,heulen::V,urla,গর্জন করা
945,blasen::V,sufla,ফুঁ দেওয়া
946,pfeifen::V,fluiera,শিস্ দেওয়া
947,schreien::V,țipa,চিৎকার করা
948,stöhnen::V,geme,গোঁ-গো করা
949,zittern::V,tremura,কাঁপা
950,leben::V,trăi,বাঁচা
951,geboren werden::V,se naște,জন্মানো
952,atmen::V,respira,শ্বাস ফেলা
953,trinken::V,bea,পান করা
954,essen::V,mânca,ভক্ষণ করা
955,schlucken::V,înghiți,গেলা
956,müde werden::V,se obosi,পরিশ্রান্ত হওয়া
957,einschlafen::V,adormi,নিদ্রামগ্ন হওয়া
958,schlafen::V,dormi,নিদ্রা যাওয়া
959,aufwachen::V,se deștepta,জাগা
960,aufstehen::V,fi se scula,জাগা
961,sich erholen::V,se relaxa,আরাম করা
962,sich erholen::V,se destinde,আরাম করা
963,krank werden::V,se îmbolnăvi,অসুস্থ হত্তয়া
964,krank sein::V,zăcea,রূগ্ণ হত্তয়া
965,krank sein::V,fi bolnav,রূগ্ণ হত্তয়া
966,schmerzen::V,durea,কন্কন করা
967,husten::V,tuși,কাশা
968,genesen::V,se însănătoși,আরোগ্য হওয়া
969,sterben::V,muri,মারা যাওয়া
970,umkommen::V,pieri,মারা যাওয়া
971,sich bewegen::V,se mișca,চলা
972,sich rühren::V,se mișca,নড়া
973,sich erheben::V,se ridica,উদিত হওয়া
974,sich setzen::V,lua loc,বসা
975,sich setzen::V,se așeza,বসা
976,hinfallen::V,cădea jos,পড়া
977,laufen::V,merge,হাঁটা
978,laufen::V,merge pe jos,হাঁটা
979,schreiten::V,păși,হাঁটা
980,spazierengehen::V,se plimba,পায়চারি করা
981,eilen::V,fi se grăbi,ত্বরাম্বিত করা
982,sich beeilen::V,se grăbi,ত্বরাম্বিত করা
983,sausen::V,țâșni,ধেয়ে যাওয়া
984,rennen::V,fugi,চলা
985,rennen::V,alerga,চলা
986,springen::V,sări,লাফানো
987,klettern::V,urca,আরোহণ করা
988,klettern::V,se cățăra,আরোহণ করা
989,schaukeln::V,legăna,দোলা
990,kriechen::V,se târî,হামাগুড়ি দেওয়া
991,schwimmen::V,înota,সাঁতার কাটা
992,tauchen::V,se scufunda,ডোবা
993,rudern::V,vâsli,দাঁড় টানা
994,rudern::V,lopăta,দাঁড় টানা
995,fahren::V,merge,চালান
996,fliegen::V,zbura,ওড়া
997,gehen::V,merge,যাওয়া
998,weggehen::V,se duce,প্রস্থান করা
999,abfahren::V,pleca,প্রস্থান করা
1000,anhalten::V,se opri,থামা
1001,hineingehen::V,intra,ঢোকা
1002,eintreten::V,intra,ঢোকা
1003,kommen::V,veni,আসা
1004,ankommen::V,sosi,আসা
1005,ankommen::V,ajunge,আসা
1006,zurückkommen::V,se întoarce,ফিরা
1007,bleiben::V,rămâne,থাকা
1008,warten::V,aștepta,অপেক্ষা করা
1009,erwarten::V,aștepta,অপেক্ষা করা
1010,suchen::V,căuta,খোঁজ করা
1011,finden::V,găsi,পাওয়া
1012,versuchen::V,încerca,পরখ করা
1013,vorbereiten::V,pregăti,প্রস্তুত করা
1014,lieben::V,iubi,ভালবাসা
1015,mögen::V,plăcea a,পছন্দ করা
1016,lachen::V,râde,হাসা
1017,rühren::V,mișca,হৃদয়ম্পর্শ করা
1018,rühren::V,înduioșa,হৃদয়ম্পর্শ করা
1019,weinen::V,plânge,কাঁদা
1020,schimpfen::V,înjura,নালিশ করা
1021,sich ärgern::V,se supăra,রাগ হত্তয়া
1022,sich fürchten::V,se teme,ভয় করা
1023,sich fürchten::V,fi teamă a,ভয় করা
1024,fürchten::V,se teme de,ডরা
1025,fliehen::V,fugi,পালানো
1026,flüchten::V,evada,পালানো
1027,sehen::V,vedea,দেখা
1028,anschauen::V,privi,দেখা
1029,ansehen::V,privi,দেখা
1030,hören::V,auzi,শোনা
1031,zuhören::V,asculta,শোনা
1032,probieren::V,gusta,পরখ করা
1033,riechen::V,mirosi,শুঁকা
1034,fühlen::V,simți,অনুভব করা
1035,fühlen::V,resimți,অনুভব করা
1036,scheinen::V,părea,মনে হত্তয়া
1037,zu sehen sein::V,se vedea,দেখা দেত্তয়া
1038,vernehmen::V,auzi,শোনা
1039,frieren::V,fi frig,শীত লাগা
1040,tun::V,face,করা
1041,können::V,ști,পারা
1042,können::V,putea,পারা
1043,wollen::V,dori,ইচ্ছা করা
1044,anfangen::V,începe,আরম্ভ করা
1045,beenden::V,sfârși,শেষ করা
1046,beenden::V,termina,শেষ করা
1047,aufhören::V,înceta,থামা
1048,gelingen::V,reuși,সিদ্ধিলাভ করা
1049,gelingen::V,izbuti,সিদ্ধিলাভ করা
1050,geraten::V,reuși,পরিণত হত্তয়া
1051,öffnen::V,deschide,খোলা
1052,schließen::V,închide,বন্ধ করা
1053,stellen::V,pune,স্থাপন করা
1054,stellen::V,așeza,স্থাপন করা
1055,setzen::V,pune,স্থাপন করা
1056,setzen::V,așeza,স্থাপন করা
1057,legen::V,pune,স্থাপন করা
1058,berühren::V,atinge,স্পর্শ করা
1059,verbinden::V,lega,সংযুক্ত করা
1060,bedecken::V,acoperi,ঢাকা
1061,aufhängen::V,atârna,ঝুলানো
1062,aufhängen::V,spânzura,ঝুলানো
1063,anzünden::V,aprinde,জ্বালান
1064,aufheben::V,ridica,কুড়াইয়া তোলা
1065,aufheben::V,lua de jos,কুড়াইয়া তোলা
1066,zurücklassen::V,lăsa,পরিত্যাগ করা
1067,zurücklassen::V,lăsa în urmă,পরিত্যাগ করা
1068,verlieren::V,pierde,হারান
1069,fallen lassen::V,scăpa,ফেলা
1070,fallen lassen::V,arunca,ফেলা
1071,machen::V,face,গঠন করা
1072,herstellen::V,fabrica,সৃষ্টি করা
1073,herstellen::V,confecționa,সৃষ্টি করা
1074,bauen::V,clădi,নির্মাণ করা
1075,bauen::V,construi,নির্মাণ করা
1076,reparieren::V,repara,মেরামত করা
1077,verbessern::V,ameliora,উন্নতিলাভ করা
1078,verbessern::V,îmbunătăți,উন্নতিলাভ করা
1079,ändern::V,schimba,পরিবর্তিত করা
1080,ändern::V,modifica,পরিবর্তিত করা
1081,graben::V,săpa,খনন করা
1082,beugen::V,curba,নোয়া
1083,biegen::V,îndoi,নোয়া
1084,biegen::V,încovoia,নোয়া
1085,drehen::V,învârti,ঘোরান
1086,wenden::V,întoarce,উলটাইয়া দেত্তয়া
1087,umdrehen::V,învârti,উলটানো
1088,umdrehen::V,întoarce,উলটানো
1089,heben::V,ridica,উত্তোলন করা
1090,hochheben::V,ridica,উঁচু করা
1091,ergreifen::V,lua,দখল করা
1092,ergreifen::V,apuca,দখল করা
1093,halten::V,ține,ধরা
1094,drücken::V,apăsa,টেপা
1095,drücken::V,strânge,টেপা
1096,schieben::V,împinge,ঠেলা
1097,kratzen::V,zgâria,চাঁচা
1098,lecken::V,linge,চাটা
1099,beißen::V,mușca,দংশন করা
1100,abreißen::V,rupe,বিচ্ছিন্ন করা
1101,abreißen::V,smulge,বিচ্ছিন্ন করা
1102,abschneiden::V,scurta,বিচ্ছিন্ন করা
1103,binden::V,lega,বন্ধন করা
1104,stecken::V,pune,বিদ্ধ করা
1105,brechen::V,rupe,ভাঙা
1106,brechen::V,frânge,ভাঙা
1107,klopfen::V,ciocăni,আঘাত করা
1108,hauen::V,lovi,আঘাত করা
1109,kleben::V,lipi,সাঁটা
1110,reiben::V,freca,ঘষা
1111,reiben::V,fricționa,ঘষা
1112,streichen::V,unge,ছড়াইয়া
1113,schleifen::V,ascuți,ধার দেওয়া
1114,schneiden::V,tăia,কাটা
1115,rütteln::V,zgâlțâi,নাড়ান
1116,schütteln::V,scutura,নড়া
1117,schwenken::V,agita,দোলা
1118,schütten::V,vărsa,বর্ষণ করা
1119,füllen::V,umple,পরিপূর্ণ করা
1120,einwickeln::V,înveli,মুড়া
1121,einwickeln::V,înfășura,মুড়া
1122,tragen::V,căra,বহন করা
1123,schleppen::V,târî,টানা
1124,ziehen::V,trage,টানা
1125,aufbewahren::V,păstra,রাখা
1126,aufbewahren::V,conserva,রাখা
1127,werfen::V,arunca,ছুড়া
1128,fangen::V,prinde,লোফা
1129,packen::V,apuca,ধরা
1130,verstecken::V,ascunde,গোপন করা
1131,teilen::V,împărți,বিভক্ত করা
1132,schicken::V,trimite,প্রেরণ করা
1133,bringen::V,aduce,আনা
1134,hinzufügen::V,adăuga,একত্র করা
1135,bekommen::V,obține,পাওয়া
1136,bekommen::V,dobândi,পাওয়া
1137,erhalten::V,primi,পাওয়া
1138,erhalten::V,căpăta,পাওয়া
1139,nehmen::V,lua,নেওয়া
1140,wählen::V,opta,বাছা
1141,wählen::V,alege,বাছা
1142,auswählen::V,selecta,বাছা
1143,bewahren::V,păstra,বাঁচাইয়া রাখা
1144,behindern::V,stingheri,বাধা দেওয়া
1145,verderben::V,strica,নষ্ট করা
1146,beschädigen::V,strica,ক্ষতি করা
1147,zerbrechen::V,rupe,ভাঙ্গিয়া যাওয়া
1148,zerbrechen::V,frânge,ভাঙ্গিয়া যাওয়া
1149,zerreißen::V,rupe,ছিঁড়া
1150,zerreißen::V,sfâșia,ছিঁড়া
1151,zerstören::V,distruge,বিনাশ করা
1152,verbrennen::V,arde,দহন করা
1153,verbrennen::V,incendia,দহন করা
1154,geben::V,da,দেওয়া
1155,reichen::V,întinde,দেওয়া
1156,schenken::V,dărui,উপহার দেত্তয়া
1157,versprechen::V,făgădui,প্রতিশ্রুতি দেওয়া
1158,wünschen::V,ura,আকাঙ্ক্ষা করা
1159,loben::V,lăuda,প্রশংসা করা
1160,küssen::V,săruta,চুম্বন করা
1161,wiegen::V,legăna,দুলানো
1162,zudecken::V,acoperi,ঢাকা
1163,wecken::V,trezi,জাগানো
1164,wecken::V,deștepta,জাগানো
1165,zeigen::V,arăta,দেখানো
1166,führen::V,călăuzi,পথ দেখানো
1167,lehren::V,preda,শেখানো
1168,lehren::V,învăța,শেখানো
1169,unterrichten::V,învăța,শিক্ষা দেওয়া
1170,unterrichten::V,instrui,শিক্ষা দেওয়া
1171,aufziehen::V,crește,পালন করা
1172,leiten::V,duce,পরিচালনা করা
1173,leiten::V,conduce,পরিচালনা করা
1174,antreiben::V,împinge,চালনা করা
1175,antreiben::V,încuraja,চালনা করা
1176,lassen::V,pune pe să,অনুমতি দেওয়া
1177,einladen::V,invita,নিমন্ত্রণ করা
1178,vereinigen::V,uni,এক করা
1179,vereinigen::V,întruni,এক করা
1180,besuchen::V,vizita,দেখিতে যাওয়া
1181,besuchen::V,face o vizită,দেখিতে যাওয়া
1182,treffen::V,întâlni,সন্মুখীন হওয়া
1183,sich versammeln::V,se aduna,জড়ো হওয়া
1184,spielen::V,se juca,খেলা
1185,singen::V,cânta,গাওয়া
1186,tanzen::V,dansa,নাচা
1187,sich trennen::V,se separa,পৃথক করা
1188,sich trennen::V,se despărți,পৃথক করা
1189,verlassen::V,părăsi,পরিত্যাগ করা
1190,verlassen::V,abandona,পরিত্যাগ করা
1191,retten::V,salva,উদ্ধার করা
1192,bewachen::V,păzi,পাহারা দেওয়া
1193,schützen::V,ocroti,রক্ষা করা
1194,schützen::V,proteja,রক্ষা করা
1195,verteidigen::V,apăra,রক্ষা করা
1196,sich schlagen::V,se bate,লড়াই করা
1197,schießen::V,trage,তীরবেগে ছোটা
1198,siegen::V,birui,জেতা
1199,siegen::V,învinge,জেতা
1200,ärgern::V,supăra,বিরক্ত করা
1201,schlagen::V,lovi,আঘাত করা
1202,treten::V,călca,লাথি মারা
1203,stechen::V,înțepa,দংশন করা
1204,stechen::V,împunge,দংশন করা
1205,stoßen::V,împinge,ঠেলা
1206,stehlen::V,fura,অপহরণ করা
1207,stören::V,deranja,ঘাঁটান
1208,belästigen::V,importuna,বিরক্ত করা
1209,verbergen::V,ascunde,গোপন করা
1210,täuschen::V,amăgi,প্রবঞ্চনা করা
1211,betrügen::V,înșela,প্রতারণা করা
1212,töten::V,omorî,হত্যা করা
1213,wohnen::V,sta,বাস করা
1214,wohnen::V,locui,বাস করা
1215,arbeiten::V,lucra,কাজ করা
1216,sammeln::V,aduna,সংগ্রহ করা
1217,sammeln::V,colecționa,সংগ্রহ করা
1218,pflücken::V,culege,চয়ন করা
1219,jagen::V,vâna,শিকার করা
1220,fischen::V,pescui,মাছ ধরা
1221,fassen::V,prinde,ধরা
1222,hüten::V,paște,যুথভুক্ত করা
1223,treiben::V,mână,চালনা করা
1224,anbinden::V,lega,বন্ধন করা
1225,füttern::V,da de mâncare,ভোজন করানো
1226,melken::V,mulge,দুগ্ধ দোহন করা
1227,hacken::V,toca,কাটা
1228,hacken::V,sparge,কাটা
1229,gießen::V,uda,বর্ষণ করা
1230,reifen::V,pârgui,পাকা
1231,zubereiten::V,găti,রন্ধন করা
1232,kochen::V,găti,রন্ধন করা
1233,backen::V,coace,সেকা
1234,braten::V,coace,ভাজা
1235,umrühren::V,mesteca,নড়ানো
1236,stricken::V,împleti,বোনা
1237,nähen::V,coase,সেলাই করা
1238,färben::V,vopsi,রঞ্জিত করা
1239,färben::V,colora,রঞ্জিত করা
1240,reinigen::V,curăți,পরিষ্কার করা
1241,waschen::V,spăla,পরিষ্কার করা
1242,abwischen::V,șterge,মুছা
1243,spülen::V,clăti,পরিষ্কার করা
1244,fegen::V,mătura,ঝাঁট দেওয়া
1245,kehren::V,mătura,ঝাঁট দেওয়া
1246,baden::V,se scălda,অবগাহন করা
1247,sich waschen::V,se spăla,ধোয়া
1248,ausziehen::V,și scoate,খুলা
1249,anziehen::V,îmbrăca,গায়ে দেত্তয়া
1250,sich anziehen::V,se îmbrăca,পোশাক পরা
1251,kämmen::V,pieptăna,আঁচড়ানো
1252,schmücken::V,împodobi,সাজান করা
1253,sagen::V,zice,উচ্চারণ করা
1254,sagen::V,spune,উচ্চারণ করা
1255,sprechen::V,vorbi,বলা
1256,reden::V,vorbi,আলাপ করা
1257,reden::V,discuta,আলাপ করা
1258,sich unterhalten::V,conversa,আড্ডা দেওয়া
1259,sich unterhalten::V,sta de vorbă,আড্ডা দেওয়া
1260,fragen::V,întreba,জিজ্ঞাসা করা
1261,bitten::V,ruga,প্রার্থনা করা
1262,erzählen::V,spune,বর্ণনা করা
1263,erzählen::V,povesti,বর্ণনা করা
1264,mitteilen::V,comunica,বলা
1265,mitteilen::V,înștiința,বলা
1266,nennen::V,numi,নাম দেওয়া
1267,nennen::V,chema,নাম দেওয়া
1268,rufen::V,chema,আমন্ত্রণ করা
1269,prahlen::V,se făli,বড়াই করা
1270,übersetzen::V,traduce,ভাষাস্তরিত করা
1271,denken::V,gândi,ভাবা
1272,glauben::V,crede,বিশ্বাস করা
1273,bemerken::V,observa,লক্ষ্য করা
1274,erkennen::V,cunoaște,চিনিতে পারা
1275,erkennen::V,recunoaște,চিনিতে পারা
1276,begreifen::V,pricepe,উপলব্ধি করা
1277,begreifen::V,înțelege,উপলব্ধি করা
1278,verstehen::V,înțelege,উপলব্ধি করা
1279,lernen::V,învăța,শেখা
1280,wissen::V,ști,জানা
1281,sich erinnern an::V,a-și aminti de,মনে করা
1282,vergessen::V,uita,বিস্মৃত হওয়া
1283,messen::V,măsura,মাপা
1284,zählen::V,număra,গণনা করা
1285,rechnen::V,calcula,হিসাব করা
1286,lesen::V,citi,পাঠ করা
1287,malen::V,picta,আঁকা
1288,zeichnen::V,desena,ছকা
1289,schreiben::V,scrie,লেখা
1290,besitzen::V,avea,অধিকার করা
1291,besitzen::V,poseda,অধিকার করা
1292,kaufen::V,cumpăra,ক্রয় করা
1293,verkaufen::V,vinde,বেচা
1294,bezahlen::V,plăti,প্রদান করা
1295,bezahlen::V,achita,প্রদান করা
1296,zahlen::V,plăti,প্রদান করা
1297,beherrschen::V,stăpâni,শাসন করা
1298,ertragen::V,răbda,বহন করা
1299,ertragen::V,suporta,বহন করা
