,Concept_ID,hy,ro
768,kräftig::A,հզոր,forte
769,kräftig::A,հզոր,robust
770,stark::A,ուժեղ,viguros
771,stark::A,ուժեղ,puternic
772,schwach::A,տկար,slab
773,schwach::A,տկար,debil
774,schwach::A,թույլ,slab
775,schwach::A,թույլ,debil
776,fett::A,գեր,gras
777,schlank::A,նիհար,zvelt
778,hübsch::A,գրավիչ,drăguț
779,hübsch::A,սիրունիկ,drăguț
780,böse::A,չար,rău
781,böse::A,չար,răutăcios
782,dumm::A,հիմար,nerod
783,dumm::A,հիմար,tâmpit
784,faul::A,ծույլ,leneș
785,fleißig::A,ջանասեր,harnic
786,fleißig::A,ջանասեր,sârguincios
787,fleißig::A,փութաջան,harnic
788,fleißig::A,փութաջան,sârguincios
789,geizig::A,ագահ,calic
790,geizig::A,ագահ,zgârcit
791,geizig::A,կծծի,calic
792,geizig::A,կծծի,zgârcit
793,klug::A,խելոք,isteț
794,klug::A,խելոք,deștept
795,klug::A,ընդունակ,isteț
796,klug::A,ընդունակ,deștept
797,geschickt::A,ճարտար,dibaci
798,lieb::A,սիրելի,drag
799,lieb::A,սիրելի,iubit
800,lustig::A,զվարթ,vesel
801,sanft::A,հեզ,blând
802,sanft::A,հեզ,blajin
803,hungrig::A,քաղցած,flămând
804,krank::A,հիվանդ,bolnav
805,nackt::A,մերկ,gol
806,traurig::A,տխուր,trist
807,traurig::A,տխուր,mâhnit
808,lebendig::A,կենդանի,viu
809,gut::A,լավ,bun
810,schlecht::A,վատ,rău
811,schlecht::A,վատ,prost
812,richtig::A,ձիշտ,drept
813,richtig::A,ձիշտ,corect
814,schlimm::A,լղրճուկ,rău
815,wahr::A,ճիշտ,adevărat
816,wahr::A,իրական,adevărat
817,alt::A,հին,uzat
818,alt::A,հին,vechi
819,neu::A,նոր,nou
820,ehemalig::A,նախկին,fost
821,ehemalig::A,նախկին,anterior
822,alt[Lebewesen]::A,ծեր,bătrîn
823,alt[Lebewesen]::A,պառավ,bătrîn
824,jung::A,մատաղ,tânăr
825,arm::A,աղքատ,sărac
826,arm::A,աղքատ,sărman
827,reich::A,հարուստ,avut
828,reich::A,հարուստ,bogat
829,bekannt::A,ծանոթ,cunoscut
830,berühmt::A,հայտնի,renumit
831,berühmt::A,հռչակավոր,renumit
832,fremd::A,օտար,străin
833,verschieden::A,տարբեր,diferit
834,verschieden::A,տարբեր,deosebit
835,nah::A,մոտ,apropiat
836,nah::A,մերձ,apropiat
837,fern::A,հեռավոր,departe
838,linker::A,ձախ,stâng
839,rechter::A,աջ,drept
840,anderer::A,այլ,alt
841,anderer::A,ուրիշ,alt
842,erster::A,առաջին,prim
843,zweiter::A,երկրորդ,al doilea
844,dritter::A,երրորդ,treilea
845,letzter::A,վերջին,final
846,allein::ADV,միայնակ,singur
847,auf einmal::ADV,միասնաբար,dintrodată
848,zusammen::ADV,միասին,împreună
849,zusammen::ADV,իրար հետ,împreună
850,lange::ADV,երկար ժամանակ,îndelung
851,lange::ADV,երկար ժամանակ,mult timp
852,plötzlich::ADV,հանկարծ,deodată
853,plötzlich::ADV,հանկարծ,pe neașteptate
854,sofort::ADV,իսկույն,imediat
855,sofort::ADV,իսկույն,numaidecît
856,später::ADV,ավելի ուշ,mai apoi
857,später::ADV,ավելի ուշ,mai târziu
858,später::ADV,հետո,mai apoi
859,später::ADV,հետո,mai târziu
860,jetzt::ADV,այժմ,acum
861,heute::ADV,այսօր,azi
862,heute::ADV,այսօր,astăzi
863,morgen::ADV,վաղը,mâine
864,bald::ADV,շուտով,curând
865,dann::ADV,ապա,apoi
866,dann::ADV,հետո,apoi
867,gestern::ADV,երեկ,ieri
868,einst::ADV,հին ատեն,odată
869,einst::ADV,հին ատեն,odinioară
870,damals::ADV,ատէնին,atunci
871,damals::ADV,ատէնին,pe atunci
872,danach::ADV,ապա,după aceasta
873,danach::ADV,այն ժամանակ,după aceasta
874,vorher::ADV,առաջ,mai întâi
875,vorher::ADV,առաջ,în prealabil
876,zuerst::ADV,նախ,întâi
877,zuerst::ADV,նախ,în primul rând
878,einmal::ADV,մի անգամ,odată
879,manchmal::ADV,երբեմն,uneori
880,manchmal::ADV,երբեմն,câteodată
881,oft::ADV,հաճախ,des
882,oft::ADV,հաճախ,deseori
883,immer::ADV,միշտ,mereu
884,immer::ADV,միշտ,întotdeauna
885,niemals::ADV,երբեք,niciodată
886,hier::ADV,այստեղ,aci
887,hier::ADV,այստեղ,aici
888,hierhin::ADV,այստեղ,încoace
889,von hier::ADV,այդտեղից,de aici
890,dort::ADV,այնտեղ,acolo
891,dorthin::ADV,այնտեղ,dincolo
892,geradeaus::ADV,ուղիղ,drept înainte
893,vorwärts::ADV,առաջ,înainte
894,rückwärts::ADV,դեպի ետ,îndărăt
895,zurück::ADV,ետ,înapoi
896,unten::ADV,ներքեւում,jos
897,unten::ADV,ներքեւում,dedesubt
898,hinab::ADV,ներքեւ,în jos
899,hinab::ADV,ներքեւ,de vale
900,oben::ADV,վերեւում,sus
901,oben::ADV,վերեւում,deasupra
902,hinauf::ADV,վերեւ,în sus
903,überall::ADV,ամենուր,peste tot
904,überall::ADV,ամենուր,pretutindeni
905,nicht::ADV,չէ,nu
906,ein wenig::ADV,մի քիչ,puțin
907,kaum::ADV,հազիվ,cu greu
908,kaum::ADV,հազիվ,cu anevoie
909,sehr::ADV,շատ,mult
910,sehr::ADV,շատ,foarte
911,so::ADV,այդպես,așa
912,so::ADV,այդպես,atât
913,noch::ADV,դեռ,încă
914,nur::ADV,միայն,doar
915,schon::ADV,արդեն,și
916,schon::ADV,արդեն,deja
917,wieder::ADV,նորից,iar
918,wieder::ADV,նորից,iarăși
919,wieder::ADV,դարձյալ,iar
920,wieder::ADV,դարձյալ,iarăși
921,vergebens::ADV,իզուր,în zadar
922,vor::PRP,դիմացը,înainte de
923,hinter::PRP,ետեւը,după
924,hinter::PRP,ետեւը,în spatele
925,unter::PRP,տակ,sub
926,durch::PRP,միջով,prin
927,neben::PRP,քովը,lângă
928,neben::PRP,քովը,alături de
929,zwischen::PRP,միջեւ,între
930,zwischen::PRP,միջեւ,dintre
931,wegen::PRP,պատճառով,pentru
932,wegen::PRP,շնորհից,pentru
933,dies::PRN,սա,acesta
934,dies::PRN,այս,acesta
935,das::PRN,դա,asta
936,das::PRN,այդ,asta
937,alles::PRN,ամեն ինչ,tot
938,ich::PRN,ես,eu
939,du::PRN,դու,tu
940,er::PRN,նա,el
941,er::PRN,նա,dânsul
942,wir::PRN,մենք,noi
943,ihr::PRN,դուք,voi
944,sie::PRN,նրանք,ei
945,sie::PRN,նրանք,dânșii
946,was::FPRN,ինչ,ce
947,wer::FPRN,ով,cine
948,wo::FADV,ուր,unde
949,wo::FADV,որտեղ,unde
950,wohin::FADV,դեպի ուր,încotro
951,wie::FADV,ինչպես,cum
952,warum::FADV,ինչու,de ce
953,warum::FADV,ինչու,pentru ce
954,wieviel::FNUM,որչափ,cât
955,eins::NUM,մեկ,unu
956,zwei::NUM,երկու,doi
957,drei::NUM,երեք,trei
958,vier::NUM,չորս,patru
959,fünf::NUM,հինգ,cinci
960,sechs::NUM,վեց,șase
961,sieben::NUM,յոթ,șapte
962,acht::NUM,ութ,opt
963,neun::NUM,ինը,nouă
964,zehn::NUM,տասը,zece
965,elf::NUM,տասնմեկ,unsprezece
966,zwölf::NUM,տասներկու,douăsprezece
967,zwanzig::NUM,քսան,douăzeci
968,dreißig::NUM,երեսուն,treizeci
969,vierzig::NUM,քառասուն,patruzeci
970,fünfzig::NUM,հիսուն,cincizeci
971,sechzig::NUM,վաթսուն,șaizeci
972,siebzig::NUM,յոթանասուն,șaptezeci
973,achtzig::NUM,ութսուն,optzeci
974,neunzig::NUM,իննսուն,nouăzeci
975,hundert::NUM,հարյուր,sută
976,tausend::NUM,հազար,mie
977,und::CNJ,ու,și
978,oder::CNJ,կամ,ori
979,stehen::V,կանգնել,sta
980,sitzen::V,նստել,ședea
981,liegen::V,ստել,zăcea
982,liegen::V,ստել,fi culcat
983,hängen::V,կախվել,atârna
984,werden::V,դառնալ,deveni
985,werden::V,դառնալ,se face
986,passieren::V,պատահել,se întâmpla
987,beginnen::V,սկսվել,începe
988,enden::V,վերջանալ,se sfârși
989,enden::V,վերջանալ,se termina
990,wechseln::V,փոխվել,se schimba
991,aufgehen[Sonne]::V,բարձրանալ,răsări
992,aufgehen[Sonne]::V,ելնել ,răsări
993,untergehen[Sonne]::V,մտնել,apune
994,scheinen[Sonne]::V,շողալ,străluci
995,scheinen[Sonne]::V,փայլել,străluci
996,donnern::V,որոտալ,tuna
997,wehen::V,փչել,bate
998,strömen::V,հոսել,curge în șiroaie
999,fließen::V,հոսել,curge
1000,sich drehen::V,պտտվել,se învârti
1001,schwanken::V,տատանվել,se clătina
1002,schwingen::V,ճոճվել,vibra
1003,schwingen::V,ճոճվել,flutura
1004,fallen::V,ընկնել,cădea
1005,brennen::V,այրվել,arde
1006,rauchen::V,ծխել,fuma
1007,regnen::V,անձրեւ գալ,ploua
1008,gefrieren::V,սառչել,îngheța
1009,tauen::V,լկիլ,se dezgheța
1010,schmelzen::V,հալիլ,se topi
1011,trocknen::V,չորանալ,se usca
1012,sieden::V,եռալ,fierbe
1013,sieden::V,եռալ,clocoti
1014,faulen::V,փտել,se împuți
1015,verfaulen::V,նեխել,putrezi
1016,reißen::V,պատռվել,se rupe
1017,reißen::V,պատռվել,se sfâșia
1018,reißen::V,ճղվել,se rupe
1019,reißen::V,ճղվել,se sfâșia
1020,versinken::V,սուզվել,se scufunda
1021,vergehen::V,անցնել ,trece
1022,vergehen::V,անցնել ,se scurge
1023,erscheinen::V,հայտնվել,apărea
1024,erscheinen::V,երեւալ,apărea
1025,verschwinden::V,անհետանալ,dispărea
1026,sinken::V,ընկնել,cădea
1027,sinken::V,ընկնել,coborî
1028,abnehmen::V,փոքրանալ,scădea
1029,abnehmen::V,փոքրանալ,descrește
1030,zunehmen::V,մեծանալ,spori
1031,zunehmen::V,մեծանալ,crește
1032,zunehmen::V,մեծանալ,augmenta
1033,steigen::V,բարձրանալ,urca
1034,wachsen::V,աճել,crește
1035,glänzen::V,նշուլել,luci
1036,glänzen::V,նշուլել,străluci
1037,glänzen::V,փայլիլ,luci
1038,glänzen::V,փայլիլ,străluci
1039,funkeln::V,փայլատակել,scânteia
1040,lärmen::V,աղմուկ հանել,face larmă
1041,läuten::V,զնգալ,suna
1042,klingeln::V,զնգալ,suna
1043,klirren::V,զնգզնգալ,zăngăni
1044,brausen::V,մոլեգնել,vui
1045,rauschen::V,սոսափել,vâjâi
1046,klingen::V,հնչել,suna
1047,bellen::V,հաչել,lătra
1048,heulen::V,ոռնալ ,urla
1049,blasen::V,փչել ,sufla
1050,pfeifen::V,սուլել,fluiera
1051,schreien::V,գոռալ ,țipa
1052,stöhnen::V,տնքալ,geme
1053,zittern::V,դողալ,tremura
1054,leben::V,ապրել,trăi
1055,geboren werden::V,ծնվել,se naște
1056,atmen::V,շնչել,respira
1057,trinken::V,խմել,bea
1058,essen::V,ուտել,mânca
1059,schlucken::V,կլանել,înghiți
1060,schlucken::V,կուլ տալ,înghiți
1061,müde werden::V,հոգնել,se obosi
1062,einschlafen::V,քուն մտնել,adormi
1063,schlafen::V,քնել,dormi
1064,aufwachen::V,արթննալ,se deștepta
1065,aufstehen::V,ելլել,fi se scula
1066,sich erholen::V,հանգստանալ,se relaxa
1067,sich erholen::V,հանգստանալ,se destinde
1068,krank werden::V,հիւանդանալ,se îmbolnăvi
1069,krank sein::V,հիվանդ լինել,zăcea
1070,krank sein::V,հիվանդ լինել,fi bolnav
1071,schmerzen::V,ցավել,durea
1072,husten::V,հազալ,tuși
1073,genesen::V,ապաքինվել,se însănătoși
1074,sterben::V,մեռնել,muri
1075,sterben::V,վախճանվել,muri
1076,umkommen::V,կործանվել,pieri
1077,sich bewegen::V,ընթանալ,se mișca
1078,sich rühren::V,շարժվել,se mișca
1079,sich erheben::V,կանգնել,se ridica
1080,sich erheben::V,վեր կենալ,se ridica
1081,sich setzen::V,նստել,lua loc
1082,sich setzen::V,նստել,se așeza
1083,hinfallen::V,ընկնել,cădea jos
1084,laufen::V,քայլել,merge
1085,laufen::V,քայլել,merge pe jos
1086,schreiten::V,ճեմել,păși
1087,spazierengehen::V,շրջագայել,se plimba
1088,eilen::V,շտապել,fi se grăbi
1089,sich beeilen::V,շտապել ,se grăbi
1090,sausen::V,սլանալ,țâșni
1091,rennen::V,վազել,fugi
1092,rennen::V,վազել,alerga
1093,springen::V,ցատկել,sări
1094,klettern::V,մագլցել,urca
1095,klettern::V,մագլցել,se cățăra
1096,schaukeln::V,ճոճվել,legăna
1097,schaukeln::V,օրորվել,legăna
1098,kriechen::V,սողալ,se târî
1099,schwimmen::V,լողալ,înota
1100,tauchen::V,սուզվել,se scufunda
1101,rudern::V,թիավարել,vâsli
1102,rudern::V,թիավարել,lopăta
1103,fahren::V,ընթանալ,merge
1104,fliegen::V,թռչել,zbura
1105,gehen::V,գնալ,merge
1106,weggehen::V,հեռանալ,se duce
1107,abfahren::V,ճանապարհվել,pleca
1108,anhalten::V,կանգնել,se opri
1109,hineingehen::V,մտնել,intra
1110,eintreten::V,մտնել,intra
1111,kommen::V,գալ,veni
1112,ankommen::V,ժամանել,sosi
1113,ankommen::V,ժամանել,ajunge
1114,zurückkommen::V,վերադառնալ,se întoarce
1115,bleiben::V,մնալ,rămâne
1116,warten::V,սպասել,aștepta
1117,erwarten::V,սպասել,aștepta
1118,suchen::V,որոնել,căuta
1119,finden::V,գտնել,găsi
1120,versuchen::V,փորձել,încerca
1121,vorbereiten::V,պատրաստել,pregăti
1122,lieben::V,սիրել,iubi
1123,mögen::V,հավանել,plăcea a
1124,mögen::V,սիրել,plăcea a
1125,lachen::V,ծիծաղել,râde
1126,rühren::V,հուզել,mișca
1127,rühren::V,հուզել,înduioșa
1128,weinen::V,լալ,plânge
1129,schimpfen::V,տրտնջալ,înjura
1130,schimpfen::V,քրթմնջել,înjura
1131,sich ärgern::V,զայրանալ,se supăra
1132,sich fürchten::V,վախնալ,se teme
1133,sich fürchten::V,վախնալ,fi teamă a
1134,fürchten::V,վախենալ,se teme de
1135,fliehen::V,փախչել,fugi
1136,flüchten::V,փախչել,evada
1137,sehen::V,տեսնել,vedea
1138,anschauen::V,դիտել,privi
1139,ansehen::V,նայել,privi
1140,hören::V,լսել,auzi
1141,zuhören::V,ունկնդրել,asculta
1142,probieren::V,համը տեսել,gusta
1143,riechen::V,հոտ առնել,mirosi
1144,fühlen::V,զգալ,simți
1145,fühlen::V,զգալ,resimți
1146,scheinen::V,երեւալ,părea
1147,zu sehen sein::V,երեւալ,se vedea
1148,vernehmen::V,իմանալ ,auzi
1149,frieren::V,մրսել,fi frig
1150,tun::V,անել,face
1151,können::V,կարողանալ,ști
1152,können::V,կարողանալ,putea
1153,wollen::V,ուզել,dori
1154,wollen::V,ցանկանալ,dori
1155,anfangen::V,սկսել,începe
1156,beenden::V,վերջացնել,sfârși
1157,beenden::V,վերջացնել,termina
1158,aufhören::V,դադարել,înceta
1159,gelingen::V,հաջողվել,reuși
1160,gelingen::V,հաջողվել,izbuti
1161,gelingen::V,գլուխ գալ,reuși
1162,gelingen::V,գլուխ գալ,izbuti
1163,geraten::V,ստացվել,reuși
1164,öffnen::V,բաց անել,deschide
1165,schließen::V,փակել ,închide
1166,stellen::V,դնել,pune
1167,stellen::V,դնել,așeza
1168,setzen::V,նստեցնել,pune
1169,setzen::V,նստեցնել,așeza
1170,legen::V,դնել,pune
1171,berühren::V,դիպչել,atinge
1172,berühren::V,շոշափել,atinge
1173,verbinden::V,շաղկապել,lega
1174,bedecken::V,ծածկել,acoperi
1175,aufhängen::V,կախել,atârna
1176,aufhängen::V,կախել,spânzura
1177,anzünden::V,վառել,aprinde
1178,aufheben::V,վերցնել,ridica
1179,aufheben::V,վերցնել,lua de jos
1180,zurücklassen::V,թողնել,lăsa
1181,zurücklassen::V,թողնել,lăsa în urmă
1182,verlieren::V,կորցնել,pierde
1183,fallen lassen::V,գցել,scăpa
1184,fallen lassen::V,գցել,arunca
1185,machen::V,անել,face
1186,herstellen::V,արտադրել,fabrica
1187,herstellen::V,արտադրել,confecționa
1188,bauen::V,կառուցել,clădi
1189,bauen::V,կառուցել,construi
1190,reparieren::V,նորոգել,repara
1191,verbessern::V,բարելավել,ameliora
1192,verbessern::V,բարելավել,îmbunătăți
1193,ändern::V,փոխել,schimba
1194,ändern::V,փոխել,modifica
1195,graben::V,փորել,săpa
1196,beugen::V,ծռել,curba
1197,biegen::V,թեքել,îndoi
1198,biegen::V,թեքել,încovoia
1199,drehen::V,ոլորել,învârti
1200,wenden::V,պտտել,întoarce
1201,umdrehen::V,շրջել,învârti
1202,umdrehen::V,շրջել,întoarce
1203,heben::V,բարձրացնել,ridica
1204,hochheben::V,բարձրացնել,ridica
1205,ergreifen::V,վարակվել,lua
1206,ergreifen::V,վարակվել,apuca
1207,halten::V,բռնել,ține
1208,drücken::V,ճնշել,apăsa
1209,drücken::V,ճնշել,strânge
1210,schieben::V,հրել,împinge
1211,kratzen::V,քերել,zgâria
1212,lecken::V,լիզել,linge
1213,beißen::V,կծել,mușca
1214,abreißen::V,պոկել,rupe
1215,abreißen::V,պոկել,smulge
1216,abschneiden::V,կտրել ,scurta
1217,binden::V,կապել,lega
1218,stecken::V,խրել,pune
1219,brechen::V,կոտրել ,rupe
1220,brechen::V,կոտրել ,frânge
1221,klopfen::V,թակել,ciocăni
1222,hauen::V,ծեծել,lovi
1223,kleben::V,կպցնել,lipi
1224,reiben::V,շփել,freca
1225,reiben::V,շփել,fricționa
1226,streichen::V,վրան քսել,unge
1227,schleifen::V,սրել ,ascuți
1228,schneiden::V,կտրել,tăia
1229,rütteln::V,ցնցել,zgâlțâi
1230,schütteln::V,թափահարել,scutura
1231,schwenken::V,ճոճել,agita
1232,schütten::V,լցնել,vărsa
1233,füllen::V,լիքը լցնել,umple
1234,einwickeln::V,փաթաթել,înveli
1235,einwickeln::V,փաթաթել,înfășura
1236,tragen::V,կրել,căra
1237,tragen::V,տանել,căra
1238,schleppen::V,քաշել,târî
1239,ziehen::V,ձգել,trage
1240,ziehen::V,քաշել,trage
1241,aufbewahren::V,պահել ,păstra
1242,aufbewahren::V,պահել ,conserva
1243,werfen::V,նետել,arunca
1244,packen::V,հափշտակել,apuca
1245,verstecken::V,ծածկել,ascunde
1246,teilen::V,բաժանել,împărți
1247,schicken::V,ուղարկել,trimite
1248,bringen::V,բերել,aduce
1249,hinzufügen::V,ավելացնել,adăuga
1250,bekommen::V,հայթայթել,obține
1251,bekommen::V,հայթայթել,dobândi
1252,erhalten::V,ստանալ,primi
1253,erhalten::V,ստանալ,căpăta
1254,nehmen::V,վերցնել,lua
1255,wählen::V,ընտրել,opta
1256,wählen::V,ընտրել,alege
1257,auswählen::V,գերադասել,selecta
1258,bewahren::V,պահպանել,păstra
1259,behindern::V,խոչընդոտել,stingheri
1260,verderben::V,փչացնել,strica
1261,beschädigen::V,վնասել,strica
1262,zerbrechen::V,ջարդել,rupe
1263,zerbrechen::V,ջարդել,frânge
1264,zerbrechen::V,կոտրել,rupe
1265,zerbrechen::V,կոտրել,frânge
1266,zerreißen::V,պատռել,rupe
1267,zerreißen::V,պատռել,sfâșia
1268,zerstören::V,քանդել,distruge
1269,verbrennen::V,այրել,arde
1270,verbrennen::V,այրել,incendia
1271,geben::V,տալ,da
1272,reichen::V,հանձնել,întinde
1273,schenken::V,նվիրել,dărui
1274,versprechen::V,խոստանալ,făgădui
1275,wünschen::V,մաղթել,ura
1276,loben::V,գովել,lăuda
1277,küssen::V,համբուրել,săruta
1278,wiegen::V,օրորել,legăna
1279,zudecken::V,վրան գցել,acoperi
1280,wecken::V,զարթնեցնել,trezi
1281,wecken::V,զարթնեցնել,deștepta
1282,zeigen::V,ցույց տալ,arăta
1283,führen::V,ուղեկցել,călăuzi
1284,lehren::V,սովորեցնել,preda
1285,lehren::V,սովորեցնել,învăța
1286,unterrichten::V,ավանդել,învăța
1287,unterrichten::V,ավանդել,instrui
1288,aufziehen::V,դաստիարակել,crește
1289,leiten::V,ղեկավարել,duce
1290,leiten::V,ղեկավարել,conduce
1291,leiten::V,կառավարել,duce
1292,leiten::V,կառավարել,conduce
1293,antreiben::V,շտապեցնել,împinge
1294,antreiben::V,շտապեցնել,încuraja
1295,lassen::V,ստիպել,pune pe să
1296,einladen::V,հրավիրել,invita
1297,vereinigen::V,միացնել,uni
1298,vereinigen::V,միացնել,întruni
1299,besuchen::V,այցելել,vizita
1300,besuchen::V,այցելել,face o vizită
1301,treffen::V,հանդիպել,întâlni
1302,sich versammeln::V,հավաքվել,se aduna
1303,spielen::V,խաղալ,se juca
1304,singen::V,երգել,cânta
1305,tanzen::V,պարել,dansa
1306,sich trennen::V,ցրվել,se separa
1307,sich trennen::V,ցրվել,se despărți
1308,verlassen::V,լքել,părăsi
1309,verlassen::V,լքել,abandona
1310,retten::V,փրկել,salva
1311,bewachen::V,պահել,păzi
1312,schützen::V,պաշտպանել,ocroti
1313,schützen::V,պաշտպանել,proteja
1314,verteidigen::V,պաշտպանել,apăra
1315,sich schlagen::V,կռվել,se bate
1316,schießen::V,կրակել,trage
1317,siegen::V,հաղթել,birui
1318,siegen::V,հաղթել,învinge
1319,ärgern::V,ձանձրացնել,supăra
1320,schlagen::V,խփել,lovi
1321,treten::V,քացի տալ,călca
1322,stechen::V,խայթել,înțepa
1323,stechen::V,խայթել,împunge
1324,stoßen::V,մղել,împinge
1325,stehlen::V,գողանալ,fura
1326,stören::V,խանգարել,deranja
1327,belästigen::V,անհանգստացնել,importuna
1328,verbergen::V,թաքցնել,ascunde
1329,täuschen::V,խաբել,amăgi
1330,betrügen::V,խաբել,înșela
1331,töten::V,սպանել ,omorî
1332,wohnen::V,բնակվել,sta
1333,wohnen::V,բնակվել,locui
1334,arbeiten::V,աշխատել,lucra
1335,sammeln::V,հավաքել,aduna
1336,sammeln::V,հավաքել,colecționa
1337,pflücken::V,քաղել,culege
1338,jagen::V,որս անել,vâna
1339,fischen::V,ձուկ բռնել,pescui
1340,fassen::V,բռնել,prinde
1341,hüten::V,արածեցնել,paște
1342,treiben::V,հովուել,mână
1343,anbinden::V,չուանել,lega
1344,füttern::V,կերակրել,da de mâncare
1345,melken::V,կթել,mulge
1346,hacken::V,կոտորել,toca
1347,hacken::V,կոտորել,sparge
1348,gießen::V,ջրել,uda
1349,reifen::V,հասունանալ ,pârgui
1350,zubereiten::V,պատրաստել,găti
1351,kochen::V,եփել,găti
1352,backen::V,թխել,coace
1353,braten::V,տապակել,coace
1354,umrühren::V,խառնել,mesteca
1355,stricken::V,գործել,împleti
1356,nähen::V,կարել,coase
1357,färben::V,ներկել,vopsi
1358,färben::V,ներկել,colora
1359,reinigen::V,մաքրել,curăți
1360,waschen::V,լվանալ,spăla
1361,abwischen::V,սրբել,șterge
1362,spülen::V,ողողել,clăti
1363,spülen::V,պարզաջրել,clăti
1364,fegen::V,ավլել,mătura
1365,kehren::V,ավլել,mătura
1366,baden::V,լողանալ,se scălda
1367,sich waschen::V,լվացվել,se spăla
1368,ausziehen::V,հանել,și scoate
1369,anziehen::V,հագնել,îmbrăca
1370,sich anziehen::V,հագնվել,se îmbrăca
1371,kämmen::V,սանրել,pieptăna
1372,schmücken::V,զարդարել,împodobi
1373,sagen::V,ասել,zice
1374,sagen::V,ասել,spune
1375,sprechen::V,խոսել,vorbi
1376,reden::V,զրուցել,vorbi
1377,reden::V,զրուցել,discuta
1378,sich unterhalten::V,խոսակցել,conversa
1379,sich unterhalten::V,խոսակցել,sta de vorbă
1380,fragen::V,հարցնել,întreba
1381,bitten::V,խնդրել,ruga
1382,erzählen::V,պատմել,spune
1383,erzählen::V,պատմել,povesti
1384,mitteilen::V,հաղորդել,comunica
1385,mitteilen::V,հաղորդել,înștiința
1386,nennen::V,անվանել,numi
1387,nennen::V,անվանել,chema
1388,rufen::V,կանչել,chema
1389,prahlen::V,պարծենալ,se făli
1390,übersetzen::V,թարգմանել,traduce
1391,denken::V,մտածել,gândi
1392,glauben::V,հավատալ,crede
1393,bemerken::V,նկատել,observa
1394,erkennen::V,ճանաչել,cunoaște
1395,erkennen::V,ճանաչել,recunoaște
1396,begreifen::V,հասկանալ,pricepe
1397,begreifen::V,հասկանալ,înțelege
1398,verstehen::V,ըմբռնել,înțelege
1399,lernen::V,սովորել,învăța
1400,wissen::V,իմանալ,ști
1401,sich erinnern an::V,հիշել,a-și aminti de
1402,sich erinnern an::V,մտաբերել,a-și aminti de
1403,vergessen::V,մոռանալ,uita
1404,messen::V,չափել,măsura
1405,zählen::V,թվել,număra
1406,zählen::V,հաշվել,număra
1407,rechnen::V,հաշվել,calcula
1408,rechnen::V,հաշվարկել,calcula
1409,lesen::V,կարդալ,citi
1410,malen::V,նկարել,picta
1411,zeichnen::V,գծել,desena
1412,schreiben::V,գրել,scrie
1413,besitzen::V,ունենալ,avea
1414,besitzen::V,ունենալ,poseda
1415,besitzen::V,տեր լինել,avea
1416,besitzen::V,տեր լինել,poseda
1417,kaufen::V,գնել,cumpăra
1418,verkaufen::V,վաճառել,vinde
1419,bezahlen::V,վճարել,plăti
1420,bezahlen::V,վճարել,achita
1421,zahlen::V,վճարել,plăti
1422,beherrschen::V,ղեկավարել,stăpâni
1423,ertragen::V,դիմանալ,răbda
1424,ertragen::V,դիմանալ,suporta
1425,Horn::N,,corn
1426,fangen::V,,prinde
