,Concept_ID,da,eu
845,hinter::PRP,bagved,ostean
846,hinter::PRP,bagved,gibelean
847,unter::PRP,under,pean
848,unter::PRP,under,azpian
849,durch::PRP,gennem,zehar
850,durch::PRP,igennem,zehar
851,neben::PRP,ved siden af,ondoan
852,neben::PRP,ved siden af,aldamenean
853,zwischen::PRP,mellem,artean
854,wegen::PRP,på grund af,-gatik
855,dies::PRN,dette,hau
856,das::PRN,det,hura
857,alles::PRN,alt,dena
858,ich::PRN,jeg,ni
859,du::PRN,du,zu
860,er::PRN,han,bera
861,wir::PRN,vi,gu
862,ihr::PRN,I,zuek
863,sie::PRN,de,berak
864,was::FPRN,hvad,zer
865,wer::FPRN,hvem,nor
866,wo::FADV,hvor,non
867,wohin::FADV,hvorhen,nora
868,wie::FADV,hvordan,nola
869,wie::FADV,hvordan,zelan
870,warum::FADV,hvorfor,zeren
871,warum::FADV,hvorfor,zergatik
872,wieviel::FNUM,hvor meget,zenbat
873,eins::NUM,én,bat
874,zwei::NUM,to,bi
875,zwei::NUM,to,biga
876,drei::NUM,tre,hiru
877,vier::NUM,fire,lau
878,fünf::NUM,fem,bost
879,sechs::NUM,seks,sei
880,sieben::NUM,syv,zazpi
881,acht::NUM,otte,zortzi
882,neun::NUM,ni,bederatzi
883,zehn::NUM,ti,hamar
884,elf::NUM,elleve,hamaika
885,zwölf::NUM,tolv,hamabi
886,zwanzig::NUM,tyve,hogei
887,dreißig::NUM,tredive,hogeita hamar
888,vierzig::NUM,fyrre,berrogei
889,vierzig::NUM,fyrretyve,berrogei
890,fünfzig::NUM,halvtreds,berrogeita hamar
891,sechzig::NUM,tres,hirurogei
892,siebzig::NUM,halvfjerds,hirurogeita hamar
893,achtzig::NUM,firs,laurogei
894,neunzig::NUM,halvfems,laurogeita hamar
895,hundert::NUM,hundrede,ehun
896,tausend::NUM,tusind,mila
897,und::CNJ,og,eta
898,oder::CNJ,eller,edo
899,stehen::V,stå,zutik egon
900,sitzen::V,sidde,eserita egon
901,liegen::V,ligge,etzan
902,hängen::V,hænge,eskegita egon
903,hängen::V,hænge,zintzilik egon
904,werden::V,blive,bihurtu
905,werden::V,blive,bilakatu
906,passieren::V,ske,pasatu
907,passieren::V,ske,gertatu
908,passieren::V,hænde,pasatu
909,passieren::V,hænde,gertatu
910,beginnen::V,begynde,hasi
911,enden::V,ende,bukatu
912,wechseln::V,veksle,aldatu
913,aufgehen[Sonne]::V,gå op,ilki
914,aufgehen[Sonne]::V,gå op,sortu
915,aufgehen[Sonne]::V,stå op,ilki
916,aufgehen[Sonne]::V,stå op,sortu
917,untergehen[Sonne]::V,gå ned,sartu
918,scheinen[Sonne]::V,skinne,eguzkia egon
919,donnern::V,tordne,trumoia jo
920,wehen::V,blæse,haizea ibili
921,strömen::V,strømme,zorrotadaka isuri
922,fließen::V,flyde,isuri
923,sich drehen::V,dreje sig,biratu
924,schwanken::V,vakle,zabuka ibili
925,schwingen::V,svinge,kulunkatu
926,fallen::V,falde,erori
927,brennen::V,brænde,sutan egon
928,rauchen::V,ryge,kea bota
929,regnen::V,regne,euria ari izan
930,gefrieren::V,fryse,izoztu
931,gefrieren::V,fryse,hormatu
932,tauen::V,tø,gesaldu
933,schmelzen::V,smelte,urtu
934,trocknen::V,tørre,idortu
935,trocknen::V,tørre,lehortu
936,sieden::V,koge,irakin
937,faulen::V,rådne,hirotu
938,faulen::V,rådne,usteldu
939,verfaulen::V,rådne,hirotu
940,verfaulen::V,rådne,usteldu
941,reißen::V,briste,eten
942,reißen::V,briste,tarrat egin
943,versinken::V,synke,urperatu
944,versinken::V,synke ned,urperatu
945,vergehen::V,forløbe,iragan
946,erscheinen::V,vise sig,agertu
947,verschwinden::V,forsvinde,desagertu
948,sinken::V,synke,beheititu
949,abnehmen::V,aftage,gutxitu
950,abnehmen::V,aftage,beheratu
951,zunehmen::V,tiltage,gora egin
952,steigen::V,stige,igo
953,wachsen::V,gro,hazi
954,wachsen::V,vokse,hazi
955,glänzen::V,glinse,distiratu
956,funkeln::V,tindre,izarniatu
957,lärmen::V,larme,zarata atera
958,läuten::V,ringe,jo
959,läuten::V,ringe,hots egin
960,klingeln::V,ringe,txirrina jo
961,klirren::V,klirre,tintin egin
962,brausen::V,bruse,marru egin
963,rauschen::V,suse,fir-fir egin
964,klingen::V,lyde,soinu egin
965,klingen::V,klinge,soinu egin
966,bellen::V,gø,zaunkatu
967,heulen::V,hyle,ulu egin
968,heulen::V,hyle,uhuri egin
969,blasen::V,blæse,ufa egin
970,blasen::V,blæse,putz egin
971,pfeifen::V,fløjte,txistu egin
972,schreien::V,skrige,oihu egin
973,schreien::V,skrige,garrasi egin
974,stöhnen::V,stønne,intziri egin
975,zittern::V,dirre,ikara egin
976,zittern::V,dirre,dar-dar egin
977,zittern::V,skælve,ikara egin
978,zittern::V,skælve,dar-dar egin
979,leben::V,leve,bizi izan
980,geboren werden::V,fødes,jaio
981,atmen::V,ånde,hats egin
982,atmen::V,ånde,arnasa egin
983,trinken::V,drikke,edan
984,essen::V,spise,jan
985,schlucken::V,synke,irentsi
986,müde werden::V,blive træt,unatu
987,müde werden::V,blive træt,nekatu
988,einschlafen::V,falde i søvn,lokartu
989,schlafen::V,sove,lo egin
990,aufwachen::V,vågne,esnatu
991,aufwachen::V,vågne,atzarri
992,aufstehen::V,stå op,jaiki
993,sich erholen::V,komme sig,atseden egin
994,krank werden::V,blive syg,gaixotu
995,krank sein::V,være syg,eri izan
996,krank sein::V,være syg,gaixo izan
997,schmerzen::V,smerte,min egin
998,husten::V,hoste,eztul egin
999,genesen::V,komme sig,osatu
1000,sterben::V,dø,hil
1001,sterben::V,dø,zendu
1002,umkommen::V,omkomme,istripuz hil
1003,sich bewegen::V,bevæge sig,higitu
1004,sich rühren::V,røre på sig,zirkin egin
1005,sich erheben::V,rejse sig,zutitu
1006,sich erheben::V,rejse sig,altxatu
1007,sich setzen::V,sætte sig,eseri
1008,sich setzen::V,sætte sig,jesarri
1009,laufen::V,løbe,ibili
1010,schreiten::V,skride,oinkatu
1011,spazierengehen::V,gå en tur,paseatu
1012,spazierengehen::V,gå en tur,ostera bat egin
1013,eilen::V,ile,lasterkatu
1014,sich beeilen::V,skynde sig,lehiatu
1015,sausen::V,suse,ziztu bizian joan
1016,rennen::V,løbe,lasterka egin
1017,rennen::V,rende,lasterka egin
1018,springen::V,hoppe,jauzi egin
1019,springen::V,springe,jauzi egin
1020,klettern::V,klatre,igo
1021,schaukeln::V,gynge,zabu egin
1022,schaukeln::V,gynge,zanbulu egin
1023,kriechen::V,krybe,narras egin
1024,schwimmen::V,svømme,igerikatu
1025,schwimmen::V,svømme,igeri egin
1026,tauchen::V,dykke,murgildu
1027,tauchen::V,dykke,pulunpatu
1028,rudern::V,ro,bogatu
1029,rudern::V,ro,arraun egin
1030,fahren::V,køre,joan
1031,fliegen::V,flyve,hegaldatu
1032,fliegen::V,flyve,hegan egin
1033,gehen::V,gå,joan
1034,weggehen::V,gå bort,alde egin
1035,abfahren::V,køre bort,abiatu
1036,anhalten::V,standse,geratu
1037,anhalten::V,standse,gelditu
1038,hineingehen::V,gå ind,sartu
1039,eintreten::V,træde ind,sartu
1040,kommen::V,komme,etorri
1041,ankommen::V,ankomme,heldu
1042,ankommen::V,ankomme,iritsi
1043,zurückkommen::V,komme tilbage,itzuli
1044,bleiben::V,blive,gelditu
1045,bleiben::V,forblive,gelditu
1046,warten::V,vente,itxaron
1047,warten::V,vente,zain egon
1048,erwarten::V,vente,iguriki
1049,erwarten::V,afvente,iguriki
1050,suchen::V,søge,bilatu
1051,finden::V,finde,idoro
1052,finden::V,finde,aurkitu
1053,versuchen::V,forsøge,saiatu
1054,versuchen::V,forsøge,ahalegindu
1055,vorbereiten::V,forberede,gertatu
1056,lieben::V,elske,maitatu
1057,lieben::V,elske,maite izan
1058,mögen::V,holde af,laket izan
1059,mögen::V,holde af,atsegin izan
1060,mögen::V,kunne lide,laket izan
1061,mögen::V,kunne lide,atsegin izan
1062,lachen::V,le,irri egin
1063,lachen::V,le,barre egin
1064,rühren::V,røre,hunkitu
1065,weinen::V,græde,negar egin
1066,schimpfen::V,skænde,erneguka ari izan
1067,sich ärgern::V,ærgre sig,ernegatu
1068,sich ärgern::V,ærgre sig,haserretu
1069,sich fürchten::V,være bange,beldur izan
1070,fürchten::V,være bange for,beldur izan
1071,fliehen::V,flygte,ihes egin
1072,flüchten::V,flygte,ihes egin
1073,sehen::V,se,ikusi
1074,anschauen::V,se på,begietsi
1075,anschauen::V,betragte,begietsi
1076,ansehen::V,anse,begiratu
1077,hören::V,høre,aditu
1078,zuhören::V,høre til,entzun
1079,probieren::V,smage,dastatu
1080,probieren::V,smage på,dastatu
1081,riechen::V,lugte,usnatu
1082,riechen::V,lugte,usaindu
1083,fühlen::V,føle,sentitu
1084,scheinen::V,synes,iruditu
1085,scheinen::V,synes,begitandu
1086,zu sehen sein::V,synes,azaldu
1087,vernehmen::V,erfare,aditu
1088,frieren::V,fryse,hotz izan
1089,tun::V,gøre,egin
1090,können::V,kunne,ahal izan
1091,wollen::V,ville,nahi izan
1092,anfangen::V,begynde,hasi
1093,beenden::V,afslutte,bukatu
1094,aufhören::V,ophøre,utzi
1095,aufhören::V,holde op,utzi
1096,gelingen::V,lykkes,lortu
1097,geraten::V,blive,heldu
1098,öffnen::V,åbne,ireki
1099,öffnen::V,åbne,zabaldu
1100,schließen::V,lukke,itxi
1101,stellen::V,stille,ipini
1102,setzen::V,sætte,jesarri
1103,legen::V,lægge,jarri
1104,berühren::V,berøre,ukitu
1105,verbinden::V,forbinde,uztartu
1106,bedecken::V,dække,estali
1107,bedecken::V,bedække,estali
1108,aufhängen::V,hænge,eseki
1109,aufhängen::V,hænge,eskegi
1110,aufhängen::V,hænge op,eseki
1111,aufhängen::V,hænge op,eskegi
1112,anzünden::V,tænde,piztu
1113,anzünden::V,antænde,piztu
1114,aufheben::V,løfte,jaso
1115,aufheben::V,tage op,jaso
1116,zurücklassen::V,lade tilbage,atzean utzi
1117,verlieren::V,miste,galdu
1118,fallen lassen::V,tabe,erortzen utzi
1119,fallen lassen::V,droppe,erortzen utzi
1120,machen::V,gøre,egin
1121,herstellen::V,fremstille,ekoiztu
1122,bauen::V,bygge,eraiki
1123,reparieren::V,reparere,konpondu
1124,verbessern::V,rette,hobetu
1125,verbessern::V,forbedre,hobetu
1126,ändern::V,ændre,mudatu
1127,graben::V,grave,aitzurtu
1128,beugen::V,bøje,makurtu
1129,biegen::V,bøje,malgutu
1130,biegen::V,bøje,makolatu
1131,drehen::V,dreje,jiratu
1132,wenden::V,vende,bihurtu
1133,umdrehen::V,dreje om,biratu
1134,umdrehen::V,dreje om,alderantzikatu
1135,heben::V,hæve,jaso
1136,heben::V,hæve,goratu
1137,hochheben::V,løfte,goratu
1138,hochheben::V,løfte,altxatu
1139,ergreifen::V,gribe fat i,oratu
1140,halten::V,holde,eutsi
1141,drücken::V,trykke,sakatu
1142,schieben::V,skyde,bultzatu
1143,schieben::V,skubbe,bultzatu
1144,kratzen::V,klø,hatz egin
1145,kratzen::V,klø,hazka egin
1146,kratzen::V,kradse,hatz egin
1147,kratzen::V,kradse,hazka egin
1148,lecken::V,slikke,miaztu
1149,lecken::V,slikke,lamikatu
1150,beißen::V,bide,hozka egin
1151,beißen::V,bide,ausiki egin
1152,abreißen::V,rive af,kendu
1153,abschneiden::V,skære af,moztu
1154,abschneiden::V,skære af,pikatu
1155,binden::V,binde,lotu
1156,binden::V,binde,estekatu
1157,stecken::V,stikke,sartu
1158,brechen::V,brække,apurtu
1159,klopfen::V,banke,jo
1160,hauen::V,hugge,jo
1161,kleben::V,klistre,itsatsi
1162,reiben::V,gnide,igurtzi
1163,streichen::V,smøre,igurtzi
1164,schleifen::V,slibe,zorroztu
1165,schneiden::V,skære,moztu
1166,schneiden::V,klippe,moztu
1167,rütteln::V,ruske,astindu
1168,rütteln::V,ruske,inarrosi
1169,schütteln::V,ryste,astindu
1170,schütteln::V,ryste,inarrosi
1171,schwenken::V,svinge,zabukatu
1172,schütten::V,hælde,isuri
1173,füllen::V,fylde,bete
1174,einwickeln::V,pakke ind,bildu
1175,tragen::V,bære,eroan
1176,tragen::V,bære,eraman
1177,schleppen::V,slæbe,narrastu
1178,schleppen::V,slæbe,herrestatu
1179,ziehen::V,trække,tira egin
1180,aufbewahren::V,opbevare,gorde
1181,werfen::V,kaste,jaurti
1182,werfen::V,kaste,aurtiki
1183,fangen::V,fange,atzeman
1184,packen::V,gribe,heldu
1185,verstecken::V,gemme,ostendu
1186,verstecken::V,gemme,ezkutatu
1187,teilen::V,dele,zatitu
1188,schicken::V,sende,bidali
1189,bringen::V,bringe,ekarri
1190,hinzufügen::V,tilføje,eratxiki
1191,hinzufügen::V,tilføje,gaineratu
1192,bekommen::V,få,jaso
1193,erhalten::V,få,jaso
1194,nehmen::V,tage,hartu
1195,wählen::V,vælge,hautatu
1196,wählen::V,vælge,aukeratu
1197,auswählen::V,udvælge,hautatu
1198,auswählen::V,udvælge,aukeratu
1199,bewahren::V,bevare,begiratu
1200,behindern::V,hindre,oztopatu
1201,behindern::V,forhindre,oztopatu
1202,verderben::V,ødelægge,hondatu
1203,beschädigen::V,beskadige,akastu
1204,zerbrechen::V,brække itu,apurtu
1205,zerreißen::V,rive itu,zarratatu
1206,zerstören::V,ødelægge,suntsitu
1207,verbrennen::V,brænde,erre
1208,verbrennen::V,brænde,kiskali
1209,geben::V,give,eman
1210,reichen::V,række,luzatu
1211,reichen::V,række,helarazi
1212,schenken::V,forære,oparitu
1213,versprechen::V,love,agindu
1214,wünschen::V,ønske,opatu
1215,wünschen::V,ønske,opetsi
1216,loben::V,rose,laudatu
1217,loben::V,rose,goraipatu
1218,küssen::V,kysse,musu eman
1219,wiegen::V,vugge,kulunkatu
1220,zudecken::V,dække til,estali
1221,wecken::V,vække,esnatu
1222,wecken::V,vække,iratzartu
1223,zeigen::V,vise,erakutsi
1224,führen::V,føre,gidatu
1225,lehren::V,lære,irakatsi
1226,unterrichten::V,undervise,eskolak eman
1227,aufziehen::V,opdrage,hazi
1228,leiten::V,lede,arteztu
1229,antreiben::V,skynde på,bulkatu
1230,lassen::V,få til at,-arazi
1231,einladen::V,indbyde,gonbidatu
1232,einladen::V,invitere,gonbidatu
1233,vereinigen::V,forene,batu
1234,vereinigen::V,forene,bateratu
1235,besuchen::V,besøge,ikustatu
1236,treffen::V,møde,topatu
1237,sich versammeln::V,forsamles,bildu
1238,spielen::V,lege,jolastu
1239,spielen::V,spille,jolastu
1240,singen::V,synge,abestu
1241,singen::V,synge,kantatu
1242,tanzen::V,danse,dantzatu
1243,tanzen::V,danse,dantzan egin
1244,sich trennen::V,skilles,banandu
1245,verlassen::V,forlade,utzietsi
1246,retten::V,redde,salbatu
1247,retten::V,redde,gaizkatu
1248,bewachen::V,bevogte,jagon
1249,bewachen::V,bevogte,zaindu
1250,schützen::V,skærme,babestu
1251,schützen::V,skærme,gerizatu
1252,schützen::V,beskytte,babestu
1253,schützen::V,beskytte,gerizatu
1254,verteidigen::V,forsvare,aldeztu
1255,sich schlagen::V,slås,elkar jo
1256,sich schlagen::V,slås,elkar borrokatu
1257,schießen::V,skyde,tiro egin
1258,siegen::V,sejre,irabazi
1259,ärgern::V,ærgre,ernegatu
1260,ärgern::V,ærgre,haserretu
1261,schlagen::V,slå,jo
1262,schlagen::V,slå,erauntsi
1263,treten::V,sparke,zapaldu
1264,treten::V,sparke,ostiaktu
1265,stechen::V,stikke,sastatu
1266,stoßen::V,støde,bultzatu
1267,stehlen::V,stjæle,ostu
1268,stehlen::V,stjæle,lapurtu
1269,stören::V,forstyrre,galarazi
1270,belästigen::V,genere,gohaindu
1271,belästigen::V,genere,alamena eman
1272,belästigen::V,ulejlige,gohaindu
1273,belästigen::V,ulejlige,alamena eman
1274,verbergen::V,skjule,ezkutatu
1275,täuschen::V,villede,tronpatu
1276,täuschen::V,villede,engainatu
1277,betrügen::V,bedrage,iruzurtu
1278,töten::V,dræbe,hil
1279,töten::V,dræbe,heriotza eman
1280,wohnen::V,bo,bizi izan
1281,arbeiten::V,arbejde,lan egin
1282,arbeiten::V,arbejde,behar egin
1283,sammeln::V,samle,bildu
1284,sammeln::V,samle,bildumatu
1285,pflücken::V,plukke,batu
1286,pflücken::V,plukke,bildu
1287,jagen::V,jage,ehizatu
1288,fischen::V,fiske,arrantzatu
1289,fischen::V,fiske,arrantza egin
1290,fassen::V,fange,harrapatu
1291,hüten::V,vogte,begiratu
1292,treiben::V,drive,bultza egin
1293,anbinden::V,binde fast,estekatu
1294,füttern::V,fodre,bazkatu
1295,melken::V,malke,jetzi
1296,hacken::V,hakke,xehatu
1297,gießen::V,hælde,isuri
1298,reifen::V,modne,heldu
1299,reifen::V,modne,zoritu
1300,zubereiten::V,tilberede,prestatu
1301,kochen::V,koge,egosi
1302,backen::V,bage,labean egin
1303,braten::V,stege,erregosi
1304,umrühren::V,røre om,eragin
1305,stricken::V,strikke,trikotatu
1306,stricken::V,strikke,puntu egin
1307,nähen::V,sy,josi
1308,färben::V,farve,tindatu
1309,reinigen::V,rense,ikuzi
1310,reinigen::V,rense,garbitu
1311,reinigen::V,gøre ren,ikuzi
1312,reinigen::V,gøre ren,garbitu
1313,waschen::V,vaske,xahutu
1314,waschen::V,vaske,garbitu
1315,abwischen::V,tørre af,xukatu
1316,spülen::V,skylle,irakutzi
1317,fegen::V,feje,erraztatu
1318,kehren::V,feje,isastu
1319,baden::V,bade,bainatu
1320,baden::V,bade,bainua hartu
1321,sich waschen::V,vaske sig,burua garbitu
1322,ausziehen::V,tage af,erantzi
1323,anziehen::V,tage på,jantzi
1324,sich anziehen::V,klæde sig på,jantzi
1325,kämmen::V,rede,orraztu
1326,kämmen::V,frisere,orraztu
1327,schmücken::V,pynte,apaindu
1328,schmücken::V,smykke,apaindu
1329,sagen::V,sige,esan
1330,sprechen::V,snakke,mintzatu
1331,sprechen::V,snakke,hitz egin
1332,reden::V,tale,hitz egin
1333,reden::V,snakke,hitz egin
1334,sich unterhalten::V,snakke sammen,solastu
1335,sich unterhalten::V,snakke sammen,solas egin
1336,fragen::V,spørge,galdetu
1337,bitten::V,bede,eskatu
1338,bitten::V,bede,galdegin
1339,erzählen::V,berette,edestu
1340,erzählen::V,berette,kontatu
1341,erzählen::V,fortælle,edestu
1342,erzählen::V,fortælle,kontatu
1343,mitteilen::V,meddele,jakinarazi
1344,nennen::V,nævne,izena eman
1345,rufen::V,råbe,dei egin
1346,prahlen::V,prale,harrokerian ibili
1347,prahlen::V,prale,ahoberokeriak esan
1348,übersetzen::V,oversætte,itzuli
1349,denken::V,tænke,pentsatu
1350,denken::V,tænke,gogoeta egin
1351,glauben::V,tro,sinetsi
1352,bemerken::V,bemærke,ohartu
1353,bemerken::V,bemærke,konturatu
1354,bemerken::V,lægge mærke til,ohartu
1355,bemerken::V,lægge mærke til,konturatu
1356,erkennen::V,genkende,ezagutu
1357,erkennen::V,genkende,antzeman
1358,begreifen::V,begribe,ulertu
1359,verstehen::V,forstå,aditu
1360,lernen::V,lære,ikasi
1361,wissen::V,vide,jakin
1362,sich erinnern an::V,mindes,gogoratu
1363,sich erinnern an::V,mindes,gogoan izan
1364,sich erinnern an::V,huske på,gogoratu
1365,sich erinnern an::V,huske på,gogoan izan
1366,vergessen::V,glemme,ahaztu
1367,vergessen::V,glemme,ahantzi
1368,messen::V,måle,neurtu
1369,zählen::V,tælle,zenbatu
1370,zählen::V,tælle,kopuratu
1371,rechnen::V,regne,kalkulatu
1372,lesen::V,læse,irakurri
1373,malen::V,male,margotu
1374,zeichnen::V,tegne,marraztu
1375,schreiben::V,skrive,idatzi
1376,besitzen::V,eje,ukan
1377,besitzen::V,eje,eduki
1378,besitzen::V,besidde,ukan
1379,besitzen::V,besidde,eduki
1380,kaufen::V,købe,erosi
1381,verkaufen::V,sælge,saldu
1382,bezahlen::V,betale,ordaindu
1383,zahlen::V,betale,ordaindu
1384,beherrschen::V,beherske,menpean izan
1385,ertragen::V,tåle,jasan
1386,ertragen::V,tåle,pairatu
1387,ertragen::V,udholde,jasan
1388,ertragen::V,udholde,pairatu
1389,hinfallen::V,,erori
