,Concept_ID,sl,ka
191,Gans::N,gós,ბატი
192,Adler::N,ôrel,არწივი
193,Ente::N,ráca,იხვი
194,Eule::N,sôva,ბუ
195,Kranich::N,žerjàv,წერო
196,Krähe::N,vrána,ყვავი
197,Kuckuck::N,kúkavica,გუგული
198,Schwan::N,labód,გედი
199,Fisch::N,ríba,თევზი
200,Barsch::N,ostríž,ქორჭილა
201,Hecht::N,ščúka,ქარიყლაპია
202,Schlange[Tier]::N,káča,გველი
203,Wurm::N,čr̀v,ჭია
204,Wurm::N,glísta,ჭია
205,Spinne::N,pájek,ობობა
206,Ameise::N,mrávlja,ჭიანჭველა
207,Laus::N,úš,ტილი
208,Laus::N,úš,მკბენარი
209,Mücke::N,komár,კოღო
210,Fliege::N,múha,ბუზი
211,Schmetterling::N,metúlj,პეპელა
212,Beere::N,jágoda,კენკრა
213,Apfel::N,jábolko,ვაშლი
214,Pilz::N,góba,სოკო
215,Zwiebel::N,čebúla,ხახვი
216,Saat::N,séme,თესლი
217,Korn::N,zŕno,მარცვალი
218,Heu::N,senó,თივა
219,Schale::N,lupína,ჩენჩო
220,Grube::N,jáma,ორმო
221,Falle::N,pást,ხაფანგი
222,Schlinge::N,zánka,მახე
223,Schlinge::N,pêtlja,მახე
224,Spur::N,sléd,კვალი
225,Asche::N,pepél,ფერფლი
226,Dreck::N,bláto,ტალახი
227,Dreck::N,bláto,სიბინძურე
228,Eisen::N,želézo,რკინა
229,Gold::N,zlató,ოქრო
230,Silber::N,srebró,ვერცხლი
231,Kohle::N,ógel,ნახშირი
232,Glas::N,stêklo,მინა
233,Lehm::N,ílo,თიხა
234,Sand::N,pések,ქვიშა
235,Mensch::N,člôvek,ადამიანი
236,Mann::N,móž,კაცი
237,Mann::N,môški,კაცი
238,Frau::N,gospá,ქალი
239,Frau::N,žénska,ქალი
240,Kind::N,déte,ბავშვი
241,Kind::N,otròk,ბავშვი
242,Junge::N,fànt,ვაჟი
243,Junge::N,déček,ვაჟი
244,Mädchen::N,deklè,გოგო
245,Mädchen::N,déklica,გოგო
246,Familie::N,družína,ოჯახი
247,Großvater::N,dèd,პაპა
248,Großvater::N,dèd,ბაბუა
249,Großvater::N,dédek,პაპა
250,Großvater::N,dédek,ბაბუა
251,Großmutter::N,bábica,ბებია
252,Großmutter::N,bábica,დიდედა
253,Eltern::N,stárši,მშობლები
254,Vater::N,ôče,მამა
255,Mutter::N,máma,დედა
256,Sohn::N,sín,ვაჟიშვილი
257,Tochter::N,hčí,ქალიშვილი
258,Tochter::N,hčérka,ქალიშვილი
259,Bruder::N,bràt,ძმა
260,Schwester::N,sêstra,და
261,Onkel::N,újec,ბიძა
262,Onkel::N,stríc,ბიძა
263,Tante::N,têta,დეიდა
264,Tante::N,têta,მამიდა
265,Tante::N,strína,დეიდა
266,Tante::N,strína,მამიდა
267,Ehemann::N,móž,ქმარი
268,Ehemann::N,sopróg,ქმარი
269,Ehefrau::N,žêna,ცოლი
270,Ehefrau::N,sopróga,ცოლი
271,Freude::N,rádost,სიხარული
272,Freude::N,vesêlje,სიხარული
273,Gelächter::N,sméh,სიცილი
274,Gelächter::N,grohòt,სიცილი
275,Glück::N,sréča,ბედნიერება
276,Kummer::N,gorjé,მწუხარება
277,Wunsch::N,žêlja,წადილი
278,Wunsch::N,žêlja,სურვილი
279,Lust::N,poželênje,წადილი
280,Geist::N,dúša,სული
281,Gedanke::N,mísel,ფიქრი
282,Gedächtnis::N,pámet,მეხსიერება
283,Sinn::N,pomèn,მნიშვნელობა
284,Sinn::N,smísel,მნიშვნელობა
285,Grund::N,vzròk,მიზეზი
286,Wahrheit::N,resníca,სიმართლე
287,Wahrheit::N,resníca,ჭეშმარიტება
288,Gespräch::N,pogóvor,ბაასი
289,Gespräch::N,pogóvor,საუბარი
290,Märchen::N,právljica,არაკი
291,Märchen::N,právljica,ზღაპარი
292,Erzählung::N,povést,თქმულება
293,Nachricht::N,sporočílo,ცნობა
294,Nachricht::N,sporočílo,ამბავი
295,Neuigkeit::N,novóst,სიახლე
296,Name::N,imé,სახელი
297,Rätsel::N,ugánka,გამოცანა
298,Rede::N,góvor,სიტყვა
299,Sprache::N,jêzik,ენა
300,Stimme::N,glás,ხმა
301,Wort::N,beséda,სიტყვა
302,Zeichen::N,znák,ნიშანი
303,Ruf::N,klíc,ძახილი
304,Lärm::N,hrúp,ხმაური
305,Lärm::N,trúšč,ხმაური
306,Laut::N,glás,ხმა
307,Laut::N,glás,ბგერა
308,Ton::N,tón,ტონი
309,Lied::N,pésem,სიმღერა
310,Ruhe::N,pokòj,სიწყნარე
311,Leute::N,ljudjé,ადამიანები
312,Volk::N,národ,ერი
313,Volk::N,národ,ხალხი
314,Arbeit::N,délo,მუშაობა
315,Gast::N,gòst,სტუმარი
316,Geschenk::N,darílo,საჩუქარი
317,Spiel::N,ígra,თამაში
318,Gesellschaft::N,drúžba,საზოგადოება
319,Hilfe::N,pomóč,შველა
320,Hilfe::N,pomóč,დახმარება
321,Freund::N,prijátelj,მეგობარი
322,Kamerad::N,továriš,ამხანაგი
323,Angelegenheit::N,zadéva,საქმე
324,Anzahl::N,števílo,ოდენობა
325,Art::N,vŕsta,სახეობა
326,Stück::N,kós,ნატეხი
327,Teil::N,dél,წილი
328,Hälfte::N,polovíca,ნახევარი
329,Kreis::N,króg,წრე
330,Kreis::N,kolobár,წრე
331,Kreuz::N,kríž,ჯვარი
332,Linie::N,próga,ხაზი
333,Strich::N,čŕta,შტრიხი
334,Abstand::N,preslédek,მანძილი
335,Entfernung::N,oddáljenost,სიშორე
336,Gegend::N,kràj,არე
337,Gegend::N,kràj,მხარე
338,Gegend::N,dežêla,არე
339,Gegend::N,dežêla,მხარე
340,Platz::N,prôstor,ფართობი
341,Ort::N,mésto,ადგილი
342,Seite::N,bòk,მხარე
343,Seite::N,strán,მხარე
344,Mitte::N,sredína,შუა
345,Gegenstand::N,prédmet,საგანი
346,Sache::N,réč,ნივთი
347,Sache::N,stvár,ნივთი
348,Rand::N,kràj,კიდე
349,Kante::N,rób,ნაწიბული
350,Ecke::N,vogál,კუთხე
351,Spitze::N,óst,წვეტი
352,Ende::N,kônec,ბოლო
353,Loch::N,lúknja,ხვრელი
354,Winkel::N,kót,კუთხე
355,Muster::N,vzórec,მოხატულობა
356,Größe::N,veličína,ზომა
357,Größe::N,veličína,სიდიდე
358,Länge::N,dolžína,სიგრძე
359,Höhe::N,vršína,სიმაღლე
360,Gewicht::N,téža,წონა
361,Menge::N,količína,რაოდენობა
362,Haufen::N,kùp,გროვა
363,Haufen::N,kopíca,გროვა
364,Reihe::N,níz,რიგი
365,Reihe::N,níz,წყება
366,Reihe::N,vŕsta,რიგი
367,Reihe::N,vŕsta,წყება
368,Boot::N,čóln,გემი
369,Ruder::N,vêslo,ხოფი
370,Ruder::N,vêslo,ნიჩაბი
371,Schlitten::N,saní,მარხილი
372,Ski::N,smučí,თხილამური
373,Lagerfeuer::N,táborni ôgenj,კოცონი
374,Last::N,tôvor,ტვირთი
375,Gang::N,hòd,სვლა
376,Schritt::N,korák,ბიჯი
377,Norden::N,séver,ჩრდილოეთი
378,Süden::N,júg,სამხრეთი
379,Westen::N,zapàd,დასავლეთი
380,Osten::N,vzhòd,აღმოსავლეთი
381,Holz::N,lés,ხე
382,Brett::N,deskà,დაფა
383,Brett::N,deskà,ფიცარი
384,Platte::N,plôča,თლილი ქვა
385,Stütze::N,opóra,საყრდენი
386,Stütze::N,zaslómba,საყრდენი
387,Stange::N,gréd,ჭოკი
388,Stock::N,pálica,კეტი
389,Stab::N,pálica,ლატანი
390,Rohr::N,cév,მილაკი
391,Haus::N,híša,სახლი
392,Heim::N,dóm,ოჯახის კერა
393,Ofen::N,péč,ღუმელი
394,Fußboden::N,pòd,იატაკი
395,Tisch::N,míza,სუფრა
396,Tisch::N,míza,მაგიდა
397,Stuhl::N,stòl,სკამი
398,Wiege::N,zíbel,აკვანი
399,Bett::N,póstelja,საწოლი
400,Bett::N,póstelja,სარეცელი
401,Regal::N,políca,თაროები
402,Kiste::N,zabòj,ყუთი
403,Kiste::N,zabòj,სკივრი
404,Fenster::N,ôkno,ფანჯარა
405,Fenster::N,ôkno,სარკმელი
406,Tür::N,vráta,ბჭე
407,Tür::N,vráta,კარი
408,Tor::N,velíka vráta,ჭიშკარი
409,Zaun::N,ográja,ღობე
410,Zaun::N,ográja,გალავანი
411,Dach::N,stréha,სახურავი
412,Leiter::N,léstev,კიბე
413,Besen::N,mêtla,ცოცხი
414,Spaten::N,lopáta,ნიჩაბი
415,Schaufel::N,lopáta,ბარი
416,Gabel::N,vílice,ჩანგალი
417,Löffel::N,žlíca,კოვზი
418,Messer::N,nòž,დანა
419,Nagel::N,žebèlj,ლურსმანი
420,Netz::N,mréža,ბადე
421,Haken::N,kljúka,კავი
422,Haken::N,kljúka,კაუჭი
423,Griff::N,ročáj,ტარი
424,Griff::N,oprijèm,ტარი
425,Schloss::N,ključávnica,კლიტე
426,Schloss::N,ključávnica,საკეტი
427,Bild::N,slíka,სურათი
428,Figur::N,figúra,ფიგურა
429,Figur::N,postáva,ფიგურა
430,Puppe::N,lútka,თოჯინა
431,Beutel::N,môšnja,პარკი
432,Bündel::N,cúla,გალა
433,Bündel::N,cúla,ასხმა
434,Bündel::N,svéženj,გალა
435,Bündel::N,svéženj,ასხმა
436,Tasche::N,tórba,ჩანთა
437,Tasche::N,tobôlec,ჩანთა
438,Eimer::N,vêdro,ჩამჩა
439,Deckel::N,pokròv,ხუფი
440,Deckel::N,pokròv,სარქველი
441,Deckel::N,poklópec,ხუფი
442,Deckel::N,poklópec,სარქველი
443,Geschirr::N,posóda,ჭურჭელი
444,Sack::N,vréča,ტომარა
445,Tasse::N,skodélica,ფინჯანი
446,Topf::N,lônec,ქოთანი
447,Kessel::N,kôtel,ქვაბი
448,Essen::N,hrána,ჭამა
449,Nahrung::N,živílo,საზრდო
450,Nahrung::N,živílo,საკვები
451,Speise::N,jéd,საჭმელი
452,Fleisch::N,mesó,ხორცი
453,Getreide::N,žíto,მარცვლოვანი
454,Brei::N,káša,ფაფა
455,Brot::N,krùh,პური
456,Scheibe::N,réženj,ნაჭერი
457,Fett::N,mást,ქონი
458,Fett::N,mást,ცხიმი
459,Fett::N,maščôba,ქონი
460,Fett::N,maščôba,ცხიმი
461,Butter::N,máslo,კარაქი
462,Öl::N,ólje,ზეთი
463,Salz::N,sól,მარილი
464,Suppe::N,júha,სუფი
465,Honig::N,méd,თაფლი
466,Milch::N,mléko,რძე
467,Tee::N,čáj,ჩაი
468,Leder::N,úsnje,ტყავი
469,Wolle::N,vólna,მატყლი
470,Stoff::N,blagó,ქსოვილი
471,Nadel::N,ígla,ნემსი
472,Faden::N,nít,ძაფი
473,Faden::N,nít,მკედი
474,Knopf::N,gúmb,ღილი
475,Knoten::N,vôzel,ნასკვი
476,Farbe::N,bárva,საღებავი
477,Kleidung::N,obléka,ტანსაცმელი
478,Hemd::N,srájca,ხალათი
479,Hemd::N,srájca,პერანგი
480,Kragen::N,ovrátnik,საყელო
481,Ärmel::N,rokáv,სახელო
482,Hose::N,hláče,შარვალი
483,Gürtel::N,pás,ქამარი
484,Mütze::N,kápa,ქუდი
485,Mütze::N,čépica,ქუდი
486,Schuh::N,čévelj,ფეხსაცმელი
487,Stiefel::N,škórenj,ჩექმა
488,Ring::N,pŕstan,ბეჭედი
489,Band::N,trák,ბაფთი
490,Kamm::N,glavník,სავარცხელი
491,Spiegel::N,zrcálo,სარკე
492,Spiegel::N,ogledálo,სარკე
493,Riemen::N,jêrmen,ღვედი
494,Schnur::N,vŕvca,ლარი
495,Leine::N,konôpec,ჯაჭვი
496,Decke::N,odéja,საბანი
497,Kissen::N,blazína,ბალიში
498,Tuch::N,pŕt,მაუდი
499,Tuch::N,pŕt,თავშალი
500,Tuch::N,rúta,მაუდი
501,Tuch::N,rúta,თავშალი
502,Handtuch::N,brisáča,ხელსახოცი
503,Kraft::N,síla,ძალა
504,Stärke::N,jákost,ღონე
505,Gesundheit::N,zdrávje,ჯანმრთელობა
506,Krankheit::N,bolézen,სენი
507,Krankheit::N,bolézen,ავადმყოფობა
508,Schmerz::N,ból,ტკივილი
509,Schmerz::N,bolečína,ტკივილი
510,Wunde::N,rána,იარი
511,Wunde::N,rána,ჭრილობა
512,Fieber::N,vročína,ციება
513,Arznei::N,lék,წამალი
514,Arznei::N,zdravílo,წამალი
515,Brücke::N,móst,ხიდი
516,Brunnen::N,vodnják,ჭა
517,Weide::N,páša,საძოვარი
518,Pfad::N,stezà,ბილიკი
519,Weg::N,pót,გზა
520,Straße::N,césta,შარაგზა
521,Dorf::N,vás,დაბა
522,Dorf::N,vás,სოფელი
523,Stadt::N,mésto,ქალაქი
524,Brief::N,písmo,წერილი
525,Buch::N,knjíga,წიგნი
526,Buchstabe::N,čŕka,ასო
527,Zeitung::N,čásnik,გაზეთი
528,Leben::N,življênje,სიცოცხლე
529,Tod::N,smŕt,სიკვდილი
530,Grab::N,gròb,სამარე
531,Grab::N,gròb,საფლავი
532,Kirche::N,cérkev,ეკლესია
533,Sünde::N,gréh,ცოდვა
534,Gott::N,bóg,ღმერთი
535,Arbeiter::N,délavec,მუშა
536,Chef::N,šéf,გამგე
537,Meister::N,mójster,ოსტატი
538,Arzt::N,zdravník,ექიმი
539,Arzt::N,zdravník,მკურნალი
540,Lehrer::N,učítelj,მასწავლებელი
541,Geld::N,denár,ფული
542,Geschäft::N,kupčíja,საქმე
543,Geschäft::N,kupčíja,ბიზნესი
544,Laden::N,trgovína,დუქანი
545,Laden::N,trgovína,მაღაზია
546,Preis::N,céna,ფასი
547,Ware::N,róba,საქონელი
548,Nutzen::N,príd,ხეირი
549,Reichtum::N,bogástvo,სიმდიდრე
550,Welt::N,svét,მსოფლიო
551,Land::N,dežêla,მხარე
552,Land::N,dežêla,ქვეყანა
553,Staat::N,držáva,სახელმწიფო
554,König::N,králj,მეფე
555,Macht::N,oblást,ძლიერება
556,Grenze::N,mêja,ზღვარი
557,Krieg::N,vôjna,ომი
558,Feind::N,sovrážnik,მტერი
559,Gewalt::N,nasílje,სისასტიკე
560,Kampf::N,bòj,ბრძოლა
561,Kampf::N,bórba,ბრძოლა
562,Bogen[Waffe]::N,lók,მშვილდი
563,Pfeil::N,puščíca,ისარი
564,Pfeil::N,puščíca,მახვილი
565,Gewehr::N,púška,თოფი
566,Gewehr::N,púška,შაშხანა
567,Fehler::N,zmóta,შეცდომა
568,Lüge::N,láž,სიცრუე
569,Schaden::N,okvára,ვნება
570,Unglück::N,nesréča,ხიფათი
571,Unglück::N,nesréča,უბედურება
572,Schuld::N,krívda,ბრალი
573,Alter::N,dôba,ასაკი
574,Schluss::N,kônec,ბოლო
575,Schluss::N,kônec,დასასრული
576,Zeit::N,čàs,დრო
577,Tag::N,dán,დღე
578,Morgen::N,jútro,დილა
579,Mittag::N,póldan,შუადღე
580,Abend::N,večér,საღამო
581,Nacht::N,nóč,ღამე
582,Woche::N,téden,კვირა
583,Monat::N,mésec,თვე
584,Jahr::N,léto,წელი
585,Frühling::N,pomlád,გაზაფხული
586,Sommer::N,polétje,ზაფხული
587,Herbst::N,jesén,შემოდგომა
588,Winter::N,zíma,ზამთარი
589,Januar::N,jánuar,იანვარი
590,Februar::N,fébruar,თებერვალი
591,März::N,márec,მარტი
592,April::N,apríl,აპრილი
593,Mai::N,máj,მაისი
594,Juni::N,júnij,ივნისი
595,Juli::N,júlij,ივლისი
596,August::N,avgúst,აგვისტო
597,September::N,septêmber,სექტემბერი
598,Oktober::N,október,ოქტომბერი
599,November::N,novêmber,ნოემბერი
600,Dezember::N,decémber,დეკემბერი
601,Montag::N,ponedéljek,ორშაბათი
602,Dienstag::N,tôrek,სამშაბათი
603,Mittwoch::N,sréda,ოთხშაბათი
604,Donnerstag::N,četŕtek,ხუთშაბათი
605,Freitag::N,pétek,პარასკევი
606,Samstag::N,sobóta,შაბათი
607,Sonntag::N,nedélja,კვირა
608,groß::A,vêlik,დიდი
609,klein::A,májhen,მცირე
610,klein::A,májhen,პატარა
611,lang::A,dólg,გრძელი
612,kurz::A,krátek,მოკლე
613,breit::A,širòk,ფართო
614,breit::A,širòk,განიერი
615,schmal::A,ózek,ვიწრო
616,schmal::A,ózek,წვრილი
617,dicht::A,góst,მჭიდრო
618,dick[Gegenstand]::A,dêbel,სქელი
619,dünn::A,tánek,წვრილი
620,fein::A,drôben,თხელი
621,fest::A,tŕden,მყარი
622,flach::A,plán,ბრტყელი
623,flach::A,plòsk,ბრტყელი
624,glatt::A,gládek,გლუ
625,hart::A,tŕd,მაგარი
626,weich::A,mehák,რბილი
627,rund::A,okrógel,მრგვალი
628,spitz::A,šílast,წვეტიანი
629,scharf::A,óster,მჭრელი
630,stumpf::A,tóp,ბლაგვი
631,stumpf::A,skŕhan,ბლაგვი
632,schwer::A,têžek,მძიმე
633,schön::A,lép,ლამაზი
634,schön::A,krásen,ლამაზი
635,heiß::A,vròč,ცხელი
636,warm::A,tôpel,თბილი
637,kalt::A,mŕzel,ცივი
638,kalt::A,hláden,ცივი
639,kühl::A,hláden,გრილი
640,frisch::A,svéž,სუფთა
641,feucht::A,vlážen,ნოტიო
642,nass::A,móker,სველი
643,trocken::A,súh,მშრალი
644,voll::A,póln,სავსე
645,leer::A,prázen,ცარიელი
646,offen::A,odpŕt,ღია
647,offen::A,odpŕt,გაშლილი
648,geschlossen::A,zapŕt,დახურული
649,sauber::A,číst,სუფთა
650,sauber::A,číst,წმინდა
651,sauber::A,líčen,სუფთა
652,sauber::A,líčen,წმინდა
653,schmutzig::A,umázan,ტალახიანი
654,roh::A,suròv,უმი
655,reif::A,zrèl,მწიფე
656,lecker::A,okúsen,გემრიელი
657,süß::A,sládek,ტკბილი
658,bitter::A,grenák,მწარე
659,sauer::A,kísel,მჟავე
660,hell::A,svetèl,ნათელი
661,dunkel::A,temèn,ბნელი
662,schwarz::A,čŕn,შავი
663,weiß::A,bél,თეთრი
664,rot::A,rdèč,წითელი
665,gelb::A,žólt,ყვითელი
666,gelb::A,rumèn,ყვითელი
667,blau::A,móder,ლურჯი
668,blau::A,móder,ცისფერი
669,grün::A,zelèn,მწვანე
670,grau::A,sív,რუხი
671,grau::A,sív,ნაცრისფერი
672,bunt::A,písan,ჭრელი
673,bunt::A,písan,ფერადი
674,billig::A,pocéni,იაფი
675,teuer::A,drág,ძვირი
676,wertvoll::A,dragocén,ღირსიანი
677,blind::A,slép,ბრმა
678,taub::A,glúh,ყრუ
679,kräftig::A,močán,ძალავანი
680,stark::A,ják,ძლიერი
681,stark::A,ják,ღონიერი
682,schwach::A,šíbek,სუსტი
683,fett::A,dêbel,სქელი
684,schlank::A,vítek,გამხდარი
685,hübsch::A,lép,ეშხიანი
686,hübsch::A,lép,მშვენიერი
687,böse::A,zèl,ავი
688,böse::A,zèl,ბოროტი
689,böse::A,hudôben,ავი
690,böse::A,hudôben,ბოროტი
691,dumm::A,glúp,ბოთე
692,dumm::A,glúp,სულელი
693,dumm::A,bédast,ბოთე
694,dumm::A,bédast,სულელი
695,faul::A,lén,ზანტი
696,faul::A,lén,ზარმაცი
697,fleißig::A,marljív,ბეჯითი
698,fleißig::A,marljív,მუყაითი
699,geizig::A,škŕt,ძუნწი
700,klug::A,pámeten,ჭკვიანი
701,geschickt::A,spréten,მარჯვე
702,geschickt::A,spréten,გაწაფული
703,lieb::A,míl,სატრფიალო
704,lieb::A,ljúb,სატრფიალო
705,lustig::A,vesél,მხიარული
706,sanft::A,láhek,ალერსიანი
707,sanft::A,láhek,გრძნობიერი
708,hungrig::A,láčen,მშიერი
709,krank::A,bolán,სნეული
710,krank::A,bolán,ავადმყოფი
711,nackt::A,nág,ტიტველი
712,traurig::A,túžen,მწუხარე
713,traurig::A,túžen,სევდიანი
714,lebendig::A,žív,ცოცხალი
715,gut::A,dóber,კარგი
716,schlecht::A,malopríden,უხეირო
717,richtig::A,pravílen,ნამდვილი
718,schlimm::A,húd,ცუდი
719,wahr::A,resníčen,სწორი
720,wahr::A,resníčen,ჭეშმარიტი
721,alt::A,stàr,ძველი
722,neu::A,nòv,ახალი
723,ehemalig::A,nekdánji,ყოფილი
724,alt[Lebewesen]::A,stàr,ბებერი
725,jung::A,mlád,ნორჩი
726,jung::A,mlád,ახალგაზრდა
727,arm::A,ubóg,ღარიბი
728,arm::A,réven,ღარიბი
729,reich::A,bogàt,მდიდარი
730,bekannt::A,znán,ცნობილი
