,Concept_ID,mn,lv
440,Wurm::N,хорхой,tārps
441,Spinne::N,аалз,черань
442,Spinne::N,аалз,zirneklis
443,Ameise::N,шоргоолж,кодзувкот
444,Ameise::N,шоргоолж,skudra
445,Laus::N,бөөс,той
446,Laus::N,бөөс,uts
447,Mücke::N,шумуул,ном
448,Mücke::N,шумуул,ods
449,Fliege::N,ялаа,гут
450,Fliege::N,ялаа,muša
451,Schmetterling::N,эрвээхэй,бобув
452,Schmetterling::N,эрвээхэй,tauriņš
453,Beere::N,жимсгэнэ,тусь
454,Beere::N,жимсгэнэ,вотӧс
455,Beere::N,жимсгэнэ,oga
456,Apfel::N,алим,яблӧг
457,Apfel::N,алим,ābols
458,Pilz::N,мөөг,тшак
459,Pilz::N,мөөг,sēne
460,Zwiebel::N,сонгино,луккок
461,Zwiebel::N,сонгино,йӧнгыль
462,Zwiebel::N,сонгино,sīpols
463,Saat::N,тариа,тусь
464,Saat::N,тариа,кӧйдыс
465,Saat::N,тариа,sēkla
466,Korn::N,үр,тусь
467,Korn::N,үр,grauds
468,Korn::N,мөхлөг,тусь
469,Korn::N,мөхлөг,grauds
470,Heu::N,өвс,турун
471,Heu::N,өвс,siens
472,Schale::N,хальс,кор
473,Schale::N,хальс,čaula
474,Schale::N,хальс,čaumala
475,Grube::N,алам,гу
476,Grube::N,алам,bedre
477,Grube::N,нүх,гу
478,Grube::N,нүх,bedre
479,Falle::N,хавх,лэч
480,Falle::N,хавх,slazds
481,Falle::N,хавх,lamatas
482,Falle::N,занга,лэч
483,Falle::N,занга,slazds
484,Falle::N,занга,lamatas
485,Schlinge::N,урхи,лэч
486,Schlinge::N,урхи,cilpa
487,Spur::N,мөр,туй
488,Spur::N,мөр,pēda
489,Asche::N,үнс,пӧм
490,Asche::N,үнс,pelni
491,Dreck::N,хир,няйт
492,Dreck::N,хир,dubļi
493,Eisen::N,төмөр,кӧрт
494,Eisen::N,төмөр,dzelzs
495,Gold::N,алт,зарни
496,Gold::N,алт,zelts
497,Silber::N,мөнгө,эзысь
498,Silber::N,мөнгө,sudrabs
499,Kohle::N,нүүрс,шом
500,Kohle::N,нүүрс,ogle
501,Glas::N,шил,стеклӧ
502,Glas::N,шил,stikls
503,Lehm::N,шавар,сёй
504,Lehm::N,шавар,māls
505,Sand::N,элс,лыа
506,Sand::N,элс,smiltis
507,Mensch::N,хүн,морт
508,Mensch::N,хүн,cilvēks
509,Mann::N,эр,аймӧрт
510,Mann::N,эр,мужичӧй
511,Mann::N,эр,vīrietis
512,Mann::N,эрэгтэй,аймӧрт
513,Mann::N,эрэгтэй,мужичӧй
514,Mann::N,эрэгтэй,vīrietis
515,Frau::N,эмэгтэй,ань
516,Frau::N,эмэгтэй,нывбаба
517,Frau::N,эмэгтэй,sieviete
518,Frau::N,хатагтай,ань
519,Frau::N,хатагтай,нывбаба
520,Frau::N,хатагтай,sieviete
521,Kind::N,хүүхэд,кага
522,Kind::N,хүүхэд,bērns
523,Junge::N,хүү,пи
524,Junge::N,хүү,zēns
525,Junge::N,хүү,puika
526,Junge::N,хүү,puisis
527,Mädchen::N,охин,ныв
528,Mädchen::N,охин,meiča
529,Mädchen::N,охин,skuķis
530,Mädchen::N,охин,meitene
531,Mädchen::N,бүсгүй,ныв
532,Mädchen::N,бүсгүй,meiča
533,Mädchen::N,бүсгүй,skuķis
534,Mädchen::N,бүсгүй,meitene
535,Familie::N,айл,семья
536,Familie::N,айл,ģimene
537,Großvater::N,өвгөн аав,пӧль
538,Großvater::N,өвгөн аав,vecaistēvs
539,Großmutter::N,эмэг эх,баб
540,Großmutter::N,эмэг эх,vecāmāte
541,Großmutter::N,эмгээ,баб
542,Großmutter::N,эмгээ,vecāmāte
543,Eltern::N,эцэг эх,ай-мам
544,Eltern::N,эцэг эх,бать-мам
545,Eltern::N,эцэг эх,vecāki
546,Vater::N,аав,бать
547,Vater::N,аав,ай
548,Vater::N,аав,tēvs
549,Vater::N,эцэг,бать
550,Vater::N,эцэг,ай
551,Vater::N,эцэг,tēvs
552,Mutter::N,эх,мам
553,Mutter::N,эх,māte
554,Mutter::N,ээж,мам
555,Mutter::N,ээж,māte
556,Sohn::N,хүү,пи
557,Sohn::N,хүү,dēls
558,Tochter::N,охин,ныв
559,Tochter::N,охин,meita
560,Bruder::N,ах,вок
561,Bruder::N,ах,brālis
562,Bruder::N,дүү,вок
563,Bruder::N,дүү,brālis
564,Schwester::N,эгч,чой
565,Schwester::N,эгч,māsa
566,Schwester::N,охин дүү,чой
567,Schwester::N,охин дүү,māsa
568,Onkel::N,авга ах,дядь
569,Onkel::N,авга ах,tēvocis
570,Onkel::N,нагац ах,дядь
571,Onkel::N,нагац ах,tēvocis
572,Tante::N,авга эгч,тьӧт
573,Tante::N,авга эгч,tante
574,Tante::N,нагац эгч,тьӧт
575,Tante::N,нагац эгч,tante
576,Ehemann::N,нөхөр,верӧс
577,Ehemann::N,нөхөр,vīrs
578,Ehefrau::N,эхнэр,гӧтыр
579,Ehefrau::N,эхнэр,sieva
580,Ehefrau::N,гэргий,гӧтыр
581,Ehefrau::N,гэргий,sieva
582,Freude::N,баяр,радлун
583,Freude::N,баяр,prieks
584,Freude::N,баясгалан,радлун
585,Freude::N,баясгалан,prieks
586,Gelächter::N,инээдэм,серам
587,Gelächter::N,инээдэм,smiekli
588,Glück::N,жаргалан,шуд
589,Glück::N,жаргалан,laime
590,Kummer::N,гаслан,шог
591,Kummer::N,гаслан,bēdas
592,Kummer::N,гаслан,raizes
593,Wunsch::N,ерөөл,кӧсйӧм
594,Wunsch::N,ерөөл,vēlme
595,Wunsch::N,ерөөл,vēlējums
596,Lust::N,дур,кыскӧм
597,Lust::N,дур,радейтӧм
598,Lust::N,дур,kāre
599,Lust::N,хүсэл,кыскӧм
600,Lust::N,хүсэл,радейтӧм
601,Lust::N,хүсэл,kāre
602,Geist::N,оюун,лов
603,Geist::N,оюун,gars
604,Gedanke::N,сэтгэл,мӧвп
605,Gedanke::N,сэтгэл,doma
606,Gedächtnis::N,ой,паметь
607,Gedächtnis::N,ой,atmiņa
608,Gedächtnis::N,цээж,паметь
609,Gedächtnis::N,цээж,atmiņa
610,Verstand::N,ухаан,вежӧр
611,Verstand::N,ухаан,prāts
612,Sinn::N,утга,мог
613,Sinn::N,утга,вежӧртас
614,Sinn::N,утга,nozīme
615,Grund::N,учир,помка
616,Grund::N,учир,pamats
617,Grund::N,учир,iemesls
618,Wahrheit::N,үнэн,збыль
619,Wahrheit::N,үнэн,збыльтор
620,Wahrheit::N,үнэн,taisnība
621,Wahrheit::N,үнэн,patiesība
622,Gespräch::N,яриа,сёрни
623,Gespräch::N,яриа,saruna
624,Märchen::N,явган үлгэр,мойд
625,Märchen::N,явган үлгэр,pasaka
626,Erzählung::N,тууж,висьт
627,Erzählung::N,тууж,stāsts
628,Erzählung::N,тууж,nostāsts
629,Nachricht::N,мэдээ,юӧртӧм
630,Nachricht::N,мэдээ,ziņa
631,Neuigkeit::N,сонин,выльтор
632,Neuigkeit::N,сонин,jaunums
633,Name::N,нэр,ним
634,Name::N,нэр,vārds
635,Rätsel::N,оньсого,нӧдкыв
636,Rätsel::N,оньсого,mīkla
637,Rede::N,хэлсэн үг,сёрни
638,Rede::N,хэлсэн үг,runa
639,Sprache::N,хэл,кыв
640,Sprache::N,хэл,valoda
641,Stimme::N,дуу,гӧлӧс
642,Stimme::N,дуу,вом шы
643,Stimme::N,дуу,balss
644,Wort::N,үг,кыв
645,Wort::N,үг,vārds
646,Zeichen::N,тамга,пас
647,Zeichen::N,тамга,zīme
648,Zeichen::N,тэмдэг,пас
649,Zeichen::N,тэмдэг,zīme
650,Ruf::N,дуудлага,чукӧстчӧм
651,Ruf::N,дуудлага,корӧм
652,Ruf::N,дуудлага,sauciens
653,Lärm::N,шуугиан,шы
654,Lärm::N,шуугиан,зык
655,Lärm::N,шуугиан,зычитӧм
656,Lärm::N,шуугиан,troksnis
657,Lärm::N,чимээ,шы
658,Lärm::N,чимээ,зык
659,Lärm::N,чимээ,зычитӧм
660,Lärm::N,чимээ,troksnis
661,Laut::N,анир,шы
662,Laut::N,анир,skaņa
663,Laut::N,дуу,шы
664,Laut::N,дуу,skaņa
665,Ton::N,авиа,шы
666,Ton::N,авиа,tonis
667,Ton::N,аялгуу,шы
668,Ton::N,аялгуу,tonis
669,Lied::N,дуу,сьылан
670,Lied::N,дуу,сьыланкыв
671,Lied::N,дуу,dziesma
672,Ruhe::N,энх,чӧв
673,Ruhe::N,энх,miers
674,Ruhe::N,тайван,чӧв
675,Ruhe::N,тайван,miers
676,Leute::N,хүмүүс,йӧз
677,Leute::N,хүмүүс,войтыр
678,Leute::N,хүмүүс,ļaudis
679,Leute::N,хүмүүс,cilvēki
680,Volk::N,улс,йӧз
681,Volk::N,улс,войтыр
682,Volk::N,улс,tauta
683,Arbeit::N,ажил,удж
684,Arbeit::N,ажил,darbs
685,Arbeit::N,хөдөлмөр,удж
686,Arbeit::N,хөдөлмөр,darbs
687,Gast::N,зочин,гӧсть
688,Gast::N,зочин,viešņa
689,Gast::N,зочин,ciemiņš
690,Gast::N,айлчин,гӧсть
691,Gast::N,айлчин,viešņa
692,Gast::N,айлчин,ciemiņš
693,Geschenk::N,бэлэг,козин
694,Geschenk::N,бэлэг,dāvana
695,Spiel::N,наадам,ворсан
696,Spiel::N,наадам,rotaļa
697,Spiel::N,тоглоом,ворсан
698,Spiel::N,тоглоом,rotaļa
699,Gesellschaft::N,хамт байх,котыр
700,Gesellschaft::N,хамт байх,biedrība
701,Gesellschaft::N,хамт байх,kompānija
702,Hilfe::N,тусламж,отсӧг
703,Hilfe::N,тусламж,palīdzība
704,Freund::N,найз,ёрт
705,Freund::N,найз,draugs
706,Freund::N,нөхөр,ёрт
707,Freund::N,нөхөр,draugs
708,Kamerad::N,хань,ёрт
709,Kamerad::N,хань,biedrs
710,Kamerad::N,нөхөр,ёрт
711,Kamerad::N,нөхөр,biedrs
712,Angelegenheit::N,хэрэг,мог
713,Angelegenheit::N,хэрэг,делӧ
714,Angelegenheit::N,хэрэг,darīšana
715,Anzahl::N,тоо,лыд
716,Anzahl::N,тоо,тшӧт
717,Anzahl::N,тоо,skaits
718,Anzahl::N,тоо,daudzums
719,Art::N,төрөл,сикас
720,Art::N,төрөл,suga
721,Art::N,төрөл,šķira
722,Art::N,янз,сикас
723,Art::N,янз,suga
724,Art::N,янз,šķira
725,Stück::N,хэсэг,тор
726,Stück::N,хэсэг,gabals
727,Teil::N,хувь,юкӧн
728,Teil::N,хувь,daļa
729,Teil::N,хэсэг,юкӧн
730,Teil::N,хэсэг,daļa
731,Hälfte::N,хагас,пӧв
732,Hälfte::N,хагас,джын
733,Hälfte::N,хагас,puse
734,Kreis::N,тойрог,кытш
735,Kreis::N,тойрог,aplis
736,Kreis::N,тойрог,riņķis
737,Kreis::N,хүрээ,кытш
738,Kreis::N,хүрээ,aplis
739,Kreis::N,хүрээ,riņķis
740,Kreuz::N,загалмай,перна
741,Kreuz::N,загалмай,крест
742,Kreuz::N,загалмай,krusts
743,Linie::N,шугам,визь
744,Linie::N,шугам,līnija
745,Strich::N,зураас,визь
746,Strich::N,зураас,svītra
747,Abstand::N,зай,кост
748,Abstand::N,зай,коласт
749,Abstand::N,зай,atstarpe
750,Entfernung::N,зай,ылна
751,Entfernung::N,зай,attālums
752,Entfernung::N,зай,atstatums
753,Entfernung::N,хол ойр,ылна
754,Entfernung::N,хол ойр,attālums
755,Entfernung::N,хол ойр,atstatums
756,Gegend::N,хавь,му-ва
757,Gegend::N,хавь,apvidus
758,Gegend::N,хавь,apgabals
759,Gegend::N,газар,му-ва
760,Gegend::N,газар,apvidus
761,Gegend::N,газар,apgabals
762,Platz::N,зай,ылдӧс
763,Platz::N,зай,йир
764,Platz::N,зай,гӧгӧртас
765,Platz::N,зай,vieta
766,Platz::N,завсар,ылдӧс
767,Platz::N,завсар,йир
768,Platz::N,завсар,гӧгӧртас
769,Platz::N,завсар,vieta
770,Ort::N,газар,ин
771,Ort::N,газар,места
772,Ort::N,газар,vieta
773,Ort::N,байр,ин
774,Ort::N,байр,места
775,Ort::N,байр,vieta
776,Seite::N,тал,бок
