,Concept_ID,la,sk
835,wieviel::FNUM,quantum,koľko
836,eins::NUM,unus,jeden
837,zwei::NUM,duo,dva
838,drei::NUM,tres,tri
839,vier::NUM,quattuor,štyri
840,fünf::NUM,quinque,päť
841,sechs::NUM,sex,šesť
842,sieben::NUM,septem,sedem
843,acht::NUM,octo,osem
844,neun::NUM,novem,deväť
845,zehn::NUM,decem,desať
846,elf::NUM,undecim,jedenásť
847,zwölf::NUM,duodecim,dvanásť
848,zwanzig::NUM,viginti,dvadsať
849,dreißig::NUM,triginta,tridsať
850,vierzig::NUM,quadraginta,štyridsať
851,fünfzig::NUM,quinquaginta,päťdesiat
852,sechzig::NUM,sexaginta,šesťdesiat
853,siebzig::NUM,septuaginta,sedemdesiat
854,achtzig::NUM,octoginta,osemdesiat
855,neunzig::NUM,nonaginta,deväťdesiat
856,hundert::NUM,centum,sto
857,tausend::NUM,mille,tisíc
858,und::CNJ,et,i
859,und::CNJ,-que,i
860,oder::CNJ,vel,alebo
861,stehen::V,stare,stáť
862,sitzen::V,sedere,sedieť
863,liegen::V,iacere,ležať
864,hängen::V,pendere,visieť
865,werden::V,fieri,stať sa
866,passieren::V,accidere,stať sa
867,beginnen::V,incipere,začať sa
868,enden::V,finem habere,končiť sa
869,wechseln::V,mutari,meniť sa
870,aufgehen[Sonne]::V,oriri,vychádzať
871,untergehen[Sonne]::V,occidere,zapadnúť
872,scheinen[Sonne]::V,lucere,svietiť
873,donnern::V,tonare,hrmieť
874,wehen::V,flare,viať
875,strömen::V,fluere,prúdiť
876,fließen::V,manare,tiecť
877,sich drehen::V,torqueri,točiť sa
878,sich drehen::V,torqueri,krútiť sa
879,schwanken::V,vacillare,kolísať
880,schwanken::V,vacillare,klátiť sa
881,schwingen::V,vibrare,kývať sa
882,schwingen::V,vibrare,chvieť sa
883,fallen::V,cadere,padať
884,brennen::V,ardere,páliť
885,brennen::V,ardere,horieť
886,rauchen::V,fumare,dymiť sa
887,regnen::V,pluere,pršať
888,gefrieren::V,congelari,zamrznút
889,tauen::V,rorare,taviť sa
890,schmelzen::V,liquescere,taviť sa
891,trocknen::V,arescere,schnúť
892,sieden::V,fervere,vrieť
893,faulen::V,putescere,hniť
894,verfaulen::V,putescere,zhniť
895,reißen::V,scindi,pretrhnúť sa
896,versinken::V,mergi,zapadnúť
897,versinken::V,mergi,potopiť sa
898,vergehen::V,praeterire,plynúť
899,erscheinen::V,apparere,objaviť sa
900,verschwinden::V,discedere,zmiznúť
901,sinken::V,labi,klesať
902,abnehmen::V,deminui,ubúdať
903,zunehmen::V,augeri,pribúdať
904,steigen::V,augescere,stúpať
905,wachsen::V,crescere,rásť
906,glänzen::V,splendere,jagať sa
907,glänzen::V,splendere,lesknúť sa
908,funkeln::V,micare,iskriť sa
909,lärmen::V,strepere,lomoziť
910,läuten::V,sonare,cengať
911,klingeln::V,tinnire,zvoniť
912,klirren::V,crepare,rinčať
913,brausen::V,saevire,hučať
914,rauschen::V,crepare,šumieť
915,klingen::V,sonare,znieť
916,klingen::V,sonare,zvoniť
917,bellen::V,latrare,štekať
918,bellen::V,latrare,brechať
919,heulen::V,ululare,vyť
920,blasen::V,flare,duť
921,blasen::V,flare,fúkať
922,pfeifen::V,sibilare,pískať
923,pfeifen::V,sibilare,hvízdať
924,schreien::V,clamare,kričať
925,stöhnen::V,gemere,stenať
926,zittern::V,tremere,triasť sa
927,zittern::V,trepidare,triasť sa
928,leben::V,vivere,žiť
929,geboren werden::V,nasci,narodiť sa
930,atmen::V,spirare,dýchať
931,trinken::V,bibere,piť
932,essen::V,edere,jesť
933,schlucken::V,devorare,zhltnuť
934,müde werden::V,fatigari,unaviť sa
935,einschlafen::V,obdormiscere,usnúť
936,einschlafen::V,obdormiscere,zaspať
937,schlafen::V,dormire,spať
938,aufwachen::V,expergisci,zobudiť sa
939,aufstehen::V,exsurgere,vstať
940,sich erholen::V,se reficere,zotavovať sa
941,sich erholen::V,se reficere,oddýchovať si
942,krank werden::V,aegrescere,ochorieť
943,krank sein::V,aegrotare,chorieť
944,krank sein::V,aegrotare,byť chorý
945,schmerzen::V,dolere,bolieť
946,husten::V,tussire,kašľať
947,genesen::V,convalescere,uzdraviť sa
948,sterben::V,mori,umrieť
949,sterben::V,mori,zomrieť
950,umkommen::V,perire,zahynúť
951,sich bewegen::V,se movere,pohybovať sa
952,sich rühren::V,micare,hnúť sa
953,sich erheben::V,surgere,zdvihnúť sa
954,sich setzen::V,considere,sadnúť si
955,hinfallen::V,cadere,spadnúť
956,laufen::V,vadere,bežať
957,schreiten::V,gradi,kráčať
958,spazierengehen::V,ambulare,prechádzať sa
959,eilen::V,properare,súriť
960,sich beeilen::V,festinare,ponáhľať sa
961,sausen::V,currere,hučať
962,rennen::V,currere,bežať
963,springen::V,salire,skákať
964,klettern::V,niti,liezť
965,schaukeln::V,oscillare,húpať
966,schaukeln::V,oscillare,hojdať
967,kriechen::V,repere,liezť
968,kriechen::V,repere,plaziť sa
969,kriechen::V,serpere,liezť
970,kriechen::V,serpere,plaziť sa
971,schwimmen::V,nare,plávať
972,schwimmen::V,natare,plávať
973,tauchen::V,mergere,ponoriť sa
974,rudern::V,remigare,veslovať
975,fahren::V,vehi,ísť
976,fahren::V,vehi,jazdiť
977,fliegen::V,volare,letieť
978,gehen::V,ire,ísť
979,gehen::V,vadere,ísť
980,weggehen::V,abire,odísť
981,weggehen::V,abire,odchádzať
982,weggehen::V,discedere,odísť
983,weggehen::V,discedere,odchádzať
984,abfahren::V,proficisci,odcestovať
985,anhalten::V,consistere,zadržať sa
986,anhalten::V,consistere,zastaviť sa
987,hineingehen::V,inire,vchádzať
988,hineingehen::V,ingredi,vchádzať
989,eintreten::V,intrare,vojsť
990,eintreten::V,intrare,vstúpiť
991,kommen::V,venire,prísť
992,ankommen::V,advenire,prísť
993,ankommen::V,advenire,doraziť
994,zurückkommen::V,revenire,vrátiť sa
995,bleiben::V,manere,ostať
996,bleiben::V,manere,zostať
997,warten::V,opperiri,čakať
998,erwarten::V,opperiri,očakávať
999,erwarten::V,expectare,očakávať
1000,suchen::V,quaerere,hľadať
1001,finden::V,reperire,nájsť
1002,versuchen::V,conari,skúsiť
1003,versuchen::V,conari,pokúsiť sa
1004,versuchen::V,temptare,skúsiť
1005,versuchen::V,temptare,pokúsiť sa
1006,vorbereiten::V,parare,pripraviť
1007,lieben::V,amare,ľúbiť
1008,lieben::V,amare,milovať
1009,mögen::V,amare,mať rád
1010,lachen::V,ridere,smiať sa
1011,rühren::V,commovere,dojať
1012,weinen::V,flere,plakať
1013,schimpfen::V,increpare,nadávať
1014,sich ärgern::V,indignari,hnevať sa
1015,sich ärgern::V,indignari,zlostiť sa
1016,sich fürchten::V,vereri,báť sa
1017,fürchten::V,timere,báť sa
1018,fliehen::V,fugere,utekať
1019,flüchten::V,effugere,utiecť
1020,sehen::V,videre,vidieť
1021,anschauen::V,aspectare,pozrieť sa na
1022,ansehen::V,spectare,pozrieť
1023,hören::V,audire,počúvať
1024,zuhören::V,auscultare,počúvať
1025,probieren::V,gustare,ochutnať
1026,riechen::V,olfacere,ňuchať
1027,fühlen::V,sentire,cítiť
1028,fühlen::V,sentire,pociťovať
1029,scheinen::V,videri,zdať sa
1030,zu sehen sein::V,conspici,byť vidieť
1031,vernehmen::V,comperire,počuť
1032,frieren::V,algere,mrznúť
1033,frieren::V,algere,oziabať
1034,tun::V,facere,robiť
1035,können::V,posse,môcť
1036,wollen::V,velle,chcieť
1037,anfangen::V,incipere,začať
1038,beenden::V,finire,skončiť
1039,aufhören::V,desistere,prestať
1040,gelingen::V,contingere,podariť sa
1041,geraten::V,evenire,dariť sa
1042,öffnen::V,aperire,otvoriť
1043,schließen::V,claudere,zavrieť
1044,stellen::V,sistere,postaviť
1045,setzen::V,ponere,posadiť
1046,legen::V,ponere,klásť
1047,legen::V,ponere,položiť
1048,berühren::V,tangere,dotykať sa
1049,verbinden::V,iungere,spojiť
1050,bedecken::V,tegere,pokryť
1051,bedecken::V,operire,pokryť
1052,aufhängen::V,suspendere,zavesiť
1053,anzünden::V,accendere,zapáliť
1054,anzünden::V,inflammare,zapáliť
1055,aufheben::V,tollere,zdvihnúť
1056,zurücklassen::V,relinquere,zanechať
1057,verlieren::V,perdere,stratiť
1058,verlieren::V,amittere,stratiť
1059,fallen lassen::V,dimittere,pustiť
1060,machen::V,facere,robiť
1061,herstellen::V,fabricare,vyrobiť
1062,bauen::V,construere,stavať
1063,bauen::V,construere,budovať
1064,reparieren::V,reparare,opraviť
1065,verbessern::V,emendare,zlepšiť
1066,ändern::V,mutare,zmeniť
1067,ändern::V,mutare,preinačiť
1068,graben::V,fodere,ryť
1069,graben::V,fodere,kopať
1070,beugen::V,flectere,ohnúť
1071,biegen::V,curvare,ohnúť
1072,drehen::V,torquere,točiť
1073,drehen::V,torquere,krútiť
1074,wenden::V,vertere,obrátiť
1075,wenden::V,vertere,prevrátiť
1076,umdrehen::V,convertere,otočiť
1077,umdrehen::V,convertere,obrátiť
1078,heben::V,tollere,dvíhať
1079,heben::V,tollere,povzniesť
1080,hochheben::V,levare,zdvihnúť
1081,ergreifen::V,capessere,uchopiť sa
1082,halten::V,tenere,držať
1083,drücken::V,premere,tisnúť
1084,schieben::V,promovere,posunovať
1085,kratzen::V,radere,škrabať
1086,lecken::V,lambere,lízať
1087,beißen::V,mordere,kúsať
1088,abreißen::V,avellere,odtrhnúť
1089,abschneiden::V,desecare,odrezať
1090,abschneiden::V,desecare,odkrojiť
1091,binden::V,ligare,zaviazať
1092,binden::V,ligare,priviazať
1093,stecken::V,inserere,strčiť
1094,brechen::V,rumpere,zlomiť
1095,klopfen::V,pultare,tĺcť
1096,klopfen::V,pultare,klopať
1097,hauen::V,ferire,nabiť
1098,kleben::V,agglutinare,lepiť
1099,kleben::V,agglutinare,nalepiť
1100,reiben::V,terere,trieť
1101,streichen::V,oblinere,namazať
1102,schleifen::V,acuere,ostríť
1103,schneiden::V,secare,rezať
1104,schneiden::V,secare,strihať
1105,rütteln::V,quassare,triasť
1106,rütteln::V,quassare,lomcovať
1107,schütteln::V,quatere,triasť
1108,schütteln::V,quatere,potriasť
1109,schwenken::V,ventilare,mávať
1110,schütten::V,fundere,sypať
1111,füllen::V,complere,plniť
1112,einwickeln::V,involvere,zabaliť
1113,tragen::V,ferre,niesť
1114,tragen::V,portare,niesť
1115,schleppen::V,pertrahere,vliecť
1116,ziehen::V,trahere,ťahať
1117,aufbewahren::V,asservare,uložiť
1118,aufbewahren::V,asservare,uschovať
1119,werfen::V,iacere,hodiť
1120,werfen::V,iacere,vrhnúť
1121,fangen::V,capere,chytať
1122,packen::V,capessere,baliť
1123,packen::V,capessere,chytiť
1124,verstecken::V,abdere,skryť
1125,verstecken::V,abdere,schovať
1126,teilen::V,partiri,podeliť
1127,teilen::V,partiri,rozdeliť
1128,teilen::V,dividere,podeliť
1129,teilen::V,dividere,rozdeliť
1130,schicken::V,mittere,posielať
1131,bringen::V,apportare,priniesť
1132,hinzufügen::V,addere,pripojiť
1133,bekommen::V,adipisci,dostať
1134,erhalten::V,accipere,prijať
1135,nehmen::V,sumere,vziať
1136,wählen::V,eligere,voliť
1137,auswählen::V,deligere,vybrať
1138,auswählen::V,deligere,vyvoliť
1139,bewahren::V,conservare,zachovať
1140,behindern::V,impedire,zavadzať
1141,behindern::V,impedire,byť v ceste
1142,verderben::V,corrumpere,skaziť
1143,beschädigen::V,laedere,ublížiť
1144,beschädigen::V,laedere,poškodiť
1145,zerbrechen::V,rumpere,rozbiť
1146,zerbrechen::V,rumpere,prelomiť
1147,zerbrechen::V,frangere,rozbiť
1148,zerbrechen::V,frangere,prelomiť
1149,zerreißen::V,discindere,pretrhnúť
1150,zerstören::V,delere,zničiť
1151,verbrennen::V,urere,spáliť
1152,verbrennen::V,cremare,spáliť
1153,geben::V,dare,dať
1154,reichen::V,praebere,podať
1155,schenken::V,donare,darovať
1156,schenken::V,largiri,darovať
1157,versprechen::V,polliceri,sľúbiť
1158,versprechen::V,promittere,sľúbiť
1159,loben::V,laudare,chváliť
1160,küssen::V,osculari,bozkať
1161,zudecken::V,tegere,prikryť
1162,wecken::V,excitare,zobudiť
1163,zeigen::V,monstrare,ukázať
1164,führen::V,ducere,viesť
1165,lehren::V,docere,učiť
1166,unterrichten::V,instituere,vyučovať
1167,aufziehen::V,nutrire,vychovať
1168,leiten::V,ducere,viesť
1169,antreiben::V,incitare,popudiť
1170,lassen::V,iubere,dať
1171,einladen::V,invitare,pozvať
1172,einladen::V,invitare,povolať
1173,vereinigen::V,coniungere,spojiť
1174,vereinigen::V,coniungere,zjednotiť
1175,besuchen::V,visere,navštíviť
1176,treffen::V,convenire,stretnúť
1177,sich versammeln::V,convenire,zhromaždiť sa
1178,spielen::V,ludere,hrať
1179,singen::V,cantare,spievať
1180,tanzen::V,saltare,tancovať
1181,sich trennen::V,digredi,rozísť sa
1182,sich trennen::V,discedere,rozísť sa
1183,verlassen::V,deserere,opustiť
1184,verlassen::V,relinquere,opustiť
1185,retten::V,servare,zachrániť
1186,bewachen::V,custodire,strážiť
1187,schützen::V,tueri,chrániť
1188,schützen::V,tutari,chrániť
1189,verteidigen::V,defendere,brániť
1190,sich schlagen::V,luctari,biť sa
1191,schießen::V,iaculari,streliť
1192,schießen::V,iaculari,strieľať
1193,siegen::V,vincere,zvíťaziť
1194,ärgern::V,irritare,hnevať
1195,ärgern::V,irritare,zlostiť
1196,schlagen::V,ferire,biť
1197,schlagen::V,ferire,udrieť
1198,treten::V,calcare,kopnúť
1199,stechen::V,pungere,bodnúť
1200,stechen::V,pungere,pichnúť
1201,stoßen::V,tundere,udrieť
1202,stehlen::V,furari,kradnúť
1203,stören::V,turbare,vyrušiť
1204,belästigen::V,obtundere,obťažovať
1205,verbergen::V,celare,skryť
1206,verbergen::V,occultare,skryť
1207,täuschen::V,fallere,sklamať
1208,betrügen::V,fraudare,klamať
1209,betrügen::V,fraudare,podvádzať
1210,töten::V,necare,zabiť
1211,töten::V,necare,usmrtiť
1212,töten::V,caedere,zabiť
1213,töten::V,caedere,usmrtiť
1214,wohnen::V,habitare,bývať
1215,arbeiten::V,laborare,pracovať
1216,sammeln::V,colligere,zbierať
1217,pflücken::V,carpere,trhať
1218,pflücken::V,carpere,oberať
1219,jagen::V,venari,poľovať
1220,fischen::V,piscari,loviť ryby
1221,fischen::V,piscari,chytať ryby
1222,fassen::V,capere,uloviť
1223,hüten::V,custodire,pásť
1224,treiben::V,agere,hnať
1225,anbinden::V,alligare,priviazať
1226,füttern::V,nutrire,kŕmiť
1227,melken::V,mulgere,dojiť
1228,hacken::V,findere,seknúť
1229,gießen::V,rigare,polievať
1230,reifen::V,maturescere,dozrieť
1231,zubereiten::V,apparare,pripraviť
1232,kochen::V,coquere,variť
1233,backen::V,coquere,piecť
1234,backen::V,coquere,smažiť
1235,braten::V,torrere,piecť
1236,braten::V,torrere,pražiť
1237,umrühren::V,commovere,pomiešať
1238,stricken::V,texere,pliesť
1239,nähen::V,suere,šiť
1240,färben::V,tingere,zafarbiť
1241,reinigen::V,purgare,čistiť
1242,waschen::V,lavare,myť
1243,abwischen::V,abstergere,utrieť
1244,spülen::V,perluere,vyplachovať
1245,fegen::V,verrere,zametať
1246,kehren::V,purgare,zametať
1247,baden::V,lavari,kúpať sa
1248,sich waschen::V,lavari,umývať sa
1249,ausziehen::V,exuere,zobliecť
1250,anziehen::V,induere,obliecť
1251,sich anziehen::V,vestiri,obliecť sa
1252,kämmen::V,pectere,česať
1253,schmücken::V,ornare,ozdobiť
1254,schmücken::V,decorare,ozdobiť
1255,sagen::V,dicere,povedať
1256,sprechen::V,fari,hovoriť
1257,reden::V,loqui,rozprávať
1258,sich unterhalten::V,colloqui,rozprávať sa
1259,sich unterhalten::V,disputare,rozprávať sa
1260,fragen::V,rogare,spýtať sa
1261,fragen::V,quaerere,spýtať sa
1262,bitten::V,orare,prosiť
1263,bitten::V,rogare,prosiť
1264,erzählen::V,narrare,rozprávať
1265,mitteilen::V,communicare,oznámiť
1266,nennen::V,appellare,nazvať
1267,nennen::V,appellare,menovať
1268,rufen::V,vocare,volať
1269,rufen::V,vocare,zavolať
1270,prahlen::V,gloriari,vystatovať sa
1271,übersetzen::V,vertere,preložiť
1272,denken::V,cogitare,myslieť
1273,glauben::V,credere,veriť
1274,bemerken::V,animadvertere,podotknuť
1275,bemerken::V,animadvertere,spozorovať
1276,erkennen::V,cognoscere,poznať
1277,begreifen::V,comprehendere,pochopiť
1278,begreifen::V,comprehendere,porozumieť
1279,verstehen::V,intellegere,rozumieť
1280,lernen::V,discere,učiť sa
1281,wissen::V,scire,vedieť
1282,sich erinnern an::V,meminisse,pamätať si na
1283,vergessen::V,oblivisci,zabudnuť
1284,messen::V,metiri,merať
1285,zählen::V,numerare,počítať
1286,rechnen::V,reri,rátať
1287,rechnen::V,reri,počítať
1288,rechnen::V,calculare,rátať
1289,rechnen::V,calculare,počítať
1290,lesen::V,legere,čítať
1291,malen::V,pingere,maľovať
1292,zeichnen::V,scribere,kresliť
1293,schreiben::V,scribere,písať
1294,besitzen::V,possidere,mať
1295,besitzen::V,possidere,vlastniť
1296,kaufen::V,emere,kúpiť
1297,verkaufen::V,vendere,predať
1298,bezahlen::V,pendere,zaplatiť
1299,zahlen::V,solvere,platiť
1300,beherrschen::V,regere,ovládať
1301,beherrschen::V,imperare,ovládať
1302,ertragen::V,tolerare,znášať
1303,ertragen::V,tolerare,vydržať
1304,ertragen::V,sustinere,znášať
1305,ertragen::V,sustinere,vydržať
1306,wünschen::V,,želať
1307,wiegen::V,,kolísať
