,Concept_ID,bg,la
221,Spur::N,диря,vestigium
222,Spur::N,следа,vestigium
223,Asche::N,пепел,cinis
224,Dreck::N,кал,lutum
225,Eisen::N,желязо,ferrum
226,Gold::N,злато,aurum
227,Silber::N,сребро,argentum
228,Kohle::N,въглища,carbo
229,Glas::N,стъкло,vitrum
230,Lehm::N,глина,lutum
231,Sand::N,пясък,arena
232,Mensch::N,човек,homo
233,Mann::N,мъж,vir
234,Frau::N,жена,mulier
235,Kind::N,дете,puer
236,Kind::N,дете,infans
237,Junge::N,момче,puer
238,Mädchen::N,момиче,puella
239,Familie::N,фамилия,familia
240,Familie::N,семейство,familia
241,Großvater::N,дядо,avus
242,Großmutter::N,баба,avia
243,Eltern::N,родители,parentes
244,Vater::N,баща,pater
245,Mutter::N,майка,mater
246,Sohn::N,син,filius
247,Tochter::N,дъщеря,filia
248,Bruder::N,брат,frater
249,Schwester::N,сестра,soror
250,Onkel::N,чичо,patruus
251,Onkel::N,чичо,avunculus
252,Onkel::N,вуйчо,patruus
253,Onkel::N,вуйчо,avunculus
254,Tante::N,леля,amita
255,Ehemann::N,съпруг,maritus
256,Ehefrau::N,съпруга,uxor
257,Freude::N,радост,gaudium
258,Freude::N,радост,laetitia
259,Gelächter::N,смях,risus
260,Glück::N,щастие,felicitas
261,Kummer::N,тъга,aegritudo
262,Wunsch::N,желание,voluntas
263,Wunsch::N,желание,desiderium
264,Lust::N,желание,libido
265,Lust::N,желание,voluptas
266,Geist::N,дух,mens
267,Geist::N,дух,animus
268,Gedanke::N,мисъл,sententia
269,Gedächtnis::N,памет,memoria
270,Verstand::N,ум,ratio
271,Verstand::N,ум,ingenium
272,Verstand::N,разум,ratio
273,Verstand::N,разум,ingenium
274,Sinn::N,смисъл,sensus
275,Grund::N,причина,causa
276,Wahrheit::N,правда,veritas
277,Gespräch::N,разговор,sermo
278,Märchen::N,приказка,fabula
279,Erzählung::N,разказ,fabula
280,Erzählung::N,разказ,narratio
281,Nachricht::N,вест,nuntius
282,Nachricht::N,известие,nuntius
283,Neuigkeit::N,новина,novitas
284,Name::N,име,nomen
285,Rätsel::N,гатанка,aenigma
286,Rede::N,реч,oratio
287,Rede::N,слово,oratio
288,Sprache::N,език,lingua
289,Stimme::N,глас,vox
290,Wort::N,дума,verbum
291,Wort::N,дума,vocabulum
292,Zeichen::N,знак,signum
293,Ruf::N,зов,clamor
294,Lärm::N,шум,strepitus
295,Lärm::N,глъчка,strepitus
296,Laut::N,звук,sonus
297,Ton::N,тон,sonus
298,Lied::N,песен,carmen
299,Ruhe::N,тишина,quies
300,Ruhe::N,спокойствие,quies
301,Leute::N,хора,homines
302,Volk::N,народ,populus
303,Arbeit::N,труд,labor
304,Arbeit::N,работа,labor
305,Gast::N,гост,hospes
306,Gast::N,гост,conviva
307,Geschenk::N,дар,munus
308,Geschenk::N,подарък,munus
309,Spiel::N,игра,ludus
310,Gesellschaft::N,общество,societas
311,Hilfe::N,помощ,auxilium
312,Hilfe::N,помощ,subsidium
313,Freund::N,приятел,amicus
314,Kamerad::N,другар,socius
315,Angelegenheit::N,работа,res
316,Anzahl::N,брой,numerus
317,Anzahl::N,количество,numerus
318,Art::N,вид,genus
319,Stück::N,къс,frustum
320,Stück::N,къс,fragmentum
321,Stück::N,парче,frustum
322,Stück::N,парче,fragmentum
323,Teil::N,дял,pars
324,Teil::N,част,pars
325,Hälfte::N,половина,dimidium
326,Kreis::N,кръг,orbis
327,Kreis::N,кръг,circus
328,Kreuz::N,кръст,crux
329,Linie::N,черта,linea
330,Strich::N,щрих,lineamentum
331,Strich::N,черта,lineamentum
332,Abstand::N,дистанция,intervallum
333,Abstand::N,разстояние,intervallum
334,Entfernung::N,разстояние,spatium
335,Gegend::N,местност,loca
336,Gegend::N,местност,regio
337,Platz::N,място,locus
338,Ort::N,място,locus
339,Seite::N,страна,latus
340,Mitte::N,среда,medium
341,Gegenstand::N,предмет,res
342,Sache::N,вещ,res
343,Rand::N,ръб,margo
344,Kante::N,ръб,angulus
345,Kante::N,кант,angulus
346,Ecke::N,ъгъл,angulus
347,Spitze::N,връх,cacumen
348,Spitze::N,острие,cacumen
349,Ende::N,край,caput
350,Loch::N,дупка,foramen
351,Winkel::N,кът,angulus
352,Winkel::N,ъгъл,angulus
353,Muster::N,десен,exemplum
354,Muster::N,образец,exemplum
355,Größe::N,големина,magnitudo
356,Länge::N,дължина,longitudo
357,Höhe::N,висота,altitudo
358,Höhe::N,височина,altitudo
359,Gewicht::N,тегло,pondus
360,Gewicht::N,тежест,pondus
361,Menge::N,количество,copia
362,Haufen::N,куп,acervus
363,Haufen::N,грамада,acervus
364,Reihe::N,ред,ordo
365,Reihe::N,редица,ordo
366,Boot::N,лодка,navicula
367,Ruder::N,весло,remus
368,Ruder::N,гребло,remus
369,Schlitten::N,шейна,sclodia
370,Ski::N,ски,narta
371,Lagerfeuer::N,огнище,ignis
372,Last::N,товар,onus
373,Gang::N,ход,cursus
374,Gang::N,вървеж,cursus
375,Schritt::N,стъпка,gradus
376,Norden::N,север,septentriones
377,Süden::N,юг,meridies
378,Westen::N,запад,occidens
379,Osten::N,изток,oriens
380,Holz::N,дърво,lignum
381,Brett::N,дъска,tabula
382,Stange::N,прът,pertica
383,Stange::N,върлина,pertica
384,Stock::N,прът,baculum
385,Stock::N,тояга,baculum
386,Stab::N,прът,scipio
387,Rohr::N,цев,tubus
388,Rohr::N,тръба,tubus
389,Haus::N,къща,aedes
390,Heim::N,дом,domicilium
391,Ofen::N,печка,fornax
392,Fußboden::N,под,solum
393,Tisch::N,маса,mensa
394,Stuhl::N,стол,sella
395,Wiege::N,люлка,cunae
396,Bett::N,легло,lectus
397,Bett::N,креват,lectus
398,Regal::N,рафт,foruli
399,Regal::N,етажерка,foruli
400,Kiste::N,кутия,cista
401,Kiste::N,сандък,cista
402,Fenster::N,прозорец,fenestra
403,Tür::N,врата,ianua
404,Tor::N,врата,porta
405,Zaun::N,ограда,saepes
406,Dach::N,покрив,tectum
407,Leiter::N,стълба,scalae
408,Besen::N,метла,scopae
409,Spaten::N,лопата,pala
410,Schaufel::N,лопата,pala
411,Gabel::N,вилица,fuscinula
412,Löffel::N,лъжица,coclear
413,Messer::N,нож,culter
414,Nagel::N,гвоздей,clavus
415,Netz::N,мрежа,rete
416,Haken::N,кука,hamus
417,Haken::N,закачалка,hamus
418,Griff::N,ръчка,manubrium
419,Griff::N,дръжка,manubrium
420,Schloss::N,брава,claustra
421,Schloss::N,ключалка,claustra
422,Bild::N,картина,tabula
423,Bild::N,картина,pictura
424,Figur::N,фигура,statunculum
425,Puppe::N,кукла,pupa
426,Beutel::N,кесия,sacculus
427,Bündel::N,връзка,fascis
428,Tasche::N,чанта,sacculus
429,Eimer::N,кофа,situla
430,Deckel::N,капак,operculum
431,Deckel::N,похлупак,operculum
432,Geschirr::N,съдове,vasa
433,Sack::N,чувал,saccus
434,Tasse::N,чаша,pocillum
435,Topf::N,гърне,olla
436,Topf::N,тенджера,olla
437,Kessel::N,котел,aenum
438,Essen::N,ядене,cena
439,Nahrung::N,храна,cibus
440,Nahrung::N,храна,alimenta
441,Speise::N,ястие,cibus
442,Fleisch::N,месо,caro
443,Getreide::N,зърнено храни,frumentum
444,Brei::N,каша,puls
445,Brot::N,хляб,panis
446,Scheibe::N,резен,frustum
447,Fett::N,мазнина,pingue
448,Butter::N,масло,butȳrum
449,Öl::N,олио,oleum
450,Öl::N,оливия,oleum
451,Salz::N,сол,sal
452,Suppe::N,супа,ius
453,Honig::N,мед,mel
454,Milch::N,мляко,lac
455,Tee::N,чай,thea
456,Leder::N,кожа,corium
457,Wolle::N,вълна,lana
458,Stoff::N,плат,textum
459,Stoff::N,материал,textum
460,Nadel::N,игла,acus
461,Faden::N,конец,filum
462,Knopf::N,копче,bulla
463,Knoten::N,възел,nodus
464,Farbe::N,боя,pigmentum
465,Kleidung::N,дрехи,vestimenta
466,Kleidung::N,облекло,vestimenta
467,Hemd::N,риза,tunica
468,Kragen::N,яка,collare
469,Ärmel::N,ръкав,manica
470,Hose::N,панталони,bracae
471,Gürtel::N,пояс,cingulum
472,Gürtel::N,колан,cingulum
473,Mütze::N,каскет,pilleus
474,Mütze::N,фуражка,pilleus
475,Schuh::N,обувка,calceus
476,Stiefel::N,ботуш,pero
477,Stiefel::N,ботуш,caliga
478,Ring::N,пръстен,anulus
479,Band::N,лента,redimiculum
480,Band::N,връзка,redimiculum
481,Kamm::N,гребен,pecten
482,Spiegel::N,огледало,speculum
483,Riemen::N,каиш,lorum
484,Riemen::N,ремък,lorum
485,Schnur::N,връв,linum
486,Leine::N,връв,retinaculum
487,Leine::N,въже,retinaculum
488,Decke::N,покривка,lodix
489,Kissen::N,възглавница,pulvinus
490,Tuch::N,сукно,velum
491,Handtuch::N,пешкир,mantele
492,Handtuch::N,кърпа за лице,mantele
493,Kraft::N,мощ,vis
494,Kraft::N,сила,vis
495,Stärke::N,сила,robur
496,Gesundheit::N,здраве,valetudo
497,Krankheit::N,болест,morbus
498,Schmerz::N,болка,dolor
499,Wunde::N,рана,vulnus
500,Fieber::N,треска,febris
501,Fieber::N,температура,febris
502,Arznei::N,лек,remedium
503,Arznei::N,лекарство,remedium
504,Brücke::N,мост,pons
505,Brunnen::N,чешма,puteus
506,Brunnen::N,кладенец,puteus
507,Weide::N,паша,pascua
508,Weide::N,пасище,pascua
509,Pfad::N,пътека,semita
510,Weg::N,път,iter
511,Straße::N,шосе,via
512,Dorf::N,село,vicus
513,Stadt::N,град,urbs
514,Stadt::N,град,oppidum
515,Brief::N,писмо,epistula
516,Buch::N,книга,liber
517,Buchstabe::N,буква,littera
518,Zeitung::N,вестник,diurnum
519,Leben::N,живот,vita
520,Tod::N,смърт,mors
521,Grab::N,гроб,sepulcrum
522,Kirche::N,църква,ecclesia
523,Sünde::N,грях,peccatum
524,Gott::N,бог,deus
525,Arbeiter::N,работник,operarius
526,Chef::N,шеф,praefectus
527,Chef::N,началник,praefectus
528,Meister::N,майстор,magister
529,Arzt::N,лекар,medicus
530,Lehrer::N,учител,magister
531,Geld::N,пари,aes
532,Geld::N,пари,pecunia
533,Geschäft::N,сделка,negotium
534,Laden::N,дюкян,taberna
535,Laden::N,магазин,taberna
536,Preis::N,цена,pretium
537,Ware::N,стока,merx
538,Nutzen::N,полза,utilitas
539,Nutzen::N,облага,utilitas
540,Reichtum::N,богатство,opes
541,Reichtum::N,богатство,divitiae
542,Welt::N,свят,mundus
543,Land::N,страна,terra
544,Staat::N,щат,res publica
545,Staat::N,държава,res publica
546,König::N,крал,rex
547,Macht::N,мощ,potestas
548,Macht::N,власт,potestas
549,Grenze::N,граница,limes
550,Krieg::N,война,bellum
551,Feind::N,враг,inimicus
552,Feind::N,неприятел,inimicus
553,Gewalt::N,сила,vis
554,Gewalt::N,насилие,vis
555,Kampf::N,борба,pugna
556,Kampf::N,сражение,pugna
557,Bogen[Waffe]::N,лък,arcus
558,Pfeil::N,стрела,sagitta
559,Gewehr::N,пушка,sclopetum
560,Fehler::N,грешка,error
561,Lüge::N,лъжа,mendacium
562,Schaden::N,повреда,damnum
563,Schaden::N,повреда,detrimentum
564,Unglück::N,нещастие,miseria
565,Unglück::N,нещастие,calamitas
566,Schuld::N,вина,culpa
567,Alter::N,възраст,aetas
568,Schluss::N,край,finis
569,Zeit::N,време,tempus
570,Tag::N,ден,dies
571,Morgen::N,утро,mane
572,Morgen::N,сутрин,mane
573,Mittag::N,обед,meridies
574,Mittag::N,пладне,meridies
575,Abend::N,вечер,vesper
576,Nacht::N,нощ,nox
577,Woche::N,седмица,septimana
578,Monat::N,месец,mensis
579,Jahr::N,година,annus
580,Frühling::N,пролет,ver
581,Sommer::N,лято,aestas
582,Herbst::N,есен,autumnus
583,Winter::N,зима,hiems
584,Januar::N,януари,Ianuarius
585,Februar::N,февруари,Februarius
586,März::N,март,Martius
587,April::N,април,Aprilis
588,Mai::N,май,Maius
589,Juni::N,юни,Iunius
590,Juli::N,юли,Iulius
591,August::N,август,Augustus
592,September::N,септември,September
593,Oktober::N,октомври,Octobris
594,November::N,ноември,Novembris
595,Dezember::N,декември,December
596,Montag::N,понеделник,dies lunae
597,Dienstag::N,вторник,dies Martis 
598,Mittwoch::N,сряда,dies Mercurii
599,Donnerstag::N,четвъртък,dies Iovis
600,Freitag::N,петък,dies Veneris
601,Samstag::N,събота,dies Saturni
602,Sonntag::N,неделя,dominicus
603,Sonntag::N,неделя,dies solis
604,groß::A,едър,magnus
605,groß::A,голям,magnus
606,klein::A,малък,parvus
607,klein::A,дребен,parvus
608,lang::A,дълъг,longus
609,kurz::A,къс,brevis
610,breit::A,широк,latus
611,schmal::A,тесен,angustus
612,dicht::A,гъст,densus
613,dick[Gegenstand]::A,дебел,crassus
614,dünn::A,тънък,tenuis
615,fein::A,фин,subtilis
616,fein::A,тънък,subtilis
617,fest::A,твърд,solidus
618,fest::A,твърд,stabilis
619,fest::A,плътен,solidus
620,fest::A,плътен,stabilis
621,flach::A,равен,planus
622,flach::A,плосък,planus
623,glatt::A,гладък,levis
624,hart::A,твърд,durus
625,hart::A,корав,durus
626,weich::A,мек,mollis
627,rund::A,кръгъл,rotundus
628,spitz::A,островръх,acutus
629,scharf::A,остър,acer
630,stumpf::A,тъп,hebes
631,schwer::A,тежък,gravis
632,schön::A,хубав,pulcher
633,schön::A,хубав,formosus
634,schön::A,красив,pulcher
635,schön::A,красив,formosus
636,heiß::A,жарък,fervidus
637,warm::A,топъл,calidus
638,kalt::A,студен,frigidus
639,kühl::A,хладен,frigidus
640,frisch::A,свеж,recens
641,feucht::A,влажен,umidus
642,nass::A,мокър,madidus
643,trocken::A,сух,aridus
644,voll::A,пълен,plenus
645,leer::A,празен,vacuus
646,offen::A,откровен,apertus
647,geschlossen::A,закрит,clausus
648,geschlossen::A,затворен,clausus
649,sauber::A,чист,lautus
650,schmutzig::A,мръсен,sordidus
651,roh::A,суров,crudus
652,reif::A,зрял,maturus
653,lecker::A,вкусен,delicatus
654,süß::A,сладък,dulcis
655,bitter::A,горчив,amarus
656,bitter::A,горчив,acerbus
657,sauer::A,кисел,acidus
658,hell::A,ясен,clarus
659,hell::A,светъл,clarus
660,dunkel::A,тъмен,obscurus
661,schwarz::A,черен,niger
662,weiß::A,бял,albus
663,rot::A,червен,ruber
664,gelb::A,жълт,flavus
665,blau::A,син,caeruleus
666,grün::A,зелен,viridis
667,grau::A,сив,canus
668,bunt::A,шарен,varius
669,bunt::A,пъстър,varius
670,billig::A,евтин,vilis
671,teuer::A,скъп,carus
672,wertvoll::A,ценен,pretiosus
673,blind::A,сляп,caecus
674,taub::A,глух,surdus
675,kräftig::A,силен,robustus
676,stark::A,здрав,firmus
677,stark::A,здрав,validus
678,stark::A,силен,firmus
679,stark::A,силен,validus
680,schwach::A,слаб,debilis
681,schwach::A,слаб,infirmus
682,fett::A,тлъст,crassus
683,schlank::A,тънък,procerus
684,schlank::A,строен,procerus
685,hübsch::A,хубав,pulcher
686,böse::A,зъл,improbus
687,dumm::A,глупав,stultus
688,dumm::A,глупав,stupidus
689,faul::A,ленив,piger
690,faul::A,мързелив,piger
691,fleißig::A,прилежен,sedulus
692,geizig::A,скъпернически,avarus
693,klug::A,умен,prudens
694,klug::A,разумен,prudens
695,geschickt::A,умел,sollers
696,geschickt::A,сръчен,sollers
697,lieb::A,мил,carus
698,lieb::A,драг,carus
699,lustig::A,весел,iocosus
700,sanft::A,нежен,clemens
701,sanft::A,кротък,clemens
702,hungrig::A,гладен,impastus
703,krank::A,болен,aeger
704,nackt::A,гол,nudus
705,traurig::A,тъжен,maestus
706,traurig::A,печален,maestus
707,lebendig::A,жив,vivus
708,gut::A,добър,bonus
709,schlecht::A,лош,malus
710,richtig::A,правилен,rectus
711,schlimm::A,лош,malus
712,wahr::A,верен,verus
713,wahr::A,истински,verus
714,alt::A,стар,antiquus
715,alt::A,древен,antiquus
716,neu::A,нов,novus
717,ehemalig::A,бивш,pristinus
718,alt[Lebewesen]::A,стар,vetus
719,jung::A,млад,iuvenis
720,arm::A,беден,pauper
721,reich::A,богат,dives
722,bekannt::A,познат,notus
723,bekannt::A,известен,notus
724,berühmt::A,почут,celeber
725,berühmt::A,почут,illustris
726,berühmt::A,известен,celeber
727,berühmt::A,известен,illustris
728,fremd::A,чужд,peregrinus
729,verschieden::A,разен,varius
730,verschieden::A,различен,varius
731,nah::A,близък,propinquus
732,fern::A,далечен,longinquus
733,linker::A,ляв,sinister
734,rechter::A,прав,dexter
735,anderer::A,друг,alius
736,erster::A,пръв,primus
737,erster::A,първи,primus
738,zweiter::A,втори,secundus
739,dritter::A,трети,tertius
740,letzter::A,последен,ultimus
741,allein::ADV,само,solum
742,auf einmal::ADV,същевременно,simul
743,zusammen::ADV,заедно,una
744,lange::ADV,дълго,diu
745,plötzlich::ADV,изведнъж,subito
746,plötzlich::ADV,изведнъж,repente
747,sofort::ADV,веднага,statim
748,später::ADV,по-късно,postea
749,jetzt::ADV,сега,nunc
750,heute::ADV,днес,hodie
751,morgen::ADV,утре,cras
752,bald::ADV,скоро,mox
753,dann::ADV,после,deinde
754,dann::ADV,тогава,deinde
755,gestern::ADV,вчера,heri
756,einst::ADV,някога,olim
757,damals::ADV,тогава,tum
758,danach::ADV,после,postea
759,danach::ADV,след това,postea
760,vorher::ADV,преди,antea
761,vorher::ADV,преди това,antea
762,zuerst::ADV,най-напред,primo
763,einmal::ADV,веднъж,semel
764,einmal::ADV,един път,semel
765,manchmal::ADV,понякога,interdum
766,oft::ADV,често,saepe
767,immer::ADV,винаги,semper
768,niemals::ADV,никога,numquam
769,hier::ADV,тук,hic
770,hier::ADV,тука,hic
771,hierhin::ADV,насам,huc
772,von hier::ADV,оттук,hinc
773,von hier::ADV,оттука,hinc
774,dort::ADV,там,ibi
775,dorthin::ADV,натам,eo
776,dorthin::ADV,нататък,eo
777,geradeaus::ADV,направо,recte
778,vorwärts::ADV,напред,porro
779,rückwärts::ADV,назад,retro
780,zurück::ADV,обратно,retro
781,unten::ADV,долу,infra
782,hinab::ADV,надолу,pessum
783,oben::ADV,горе,supra
784,hinauf::ADV,нагоре,sursum
785,überall::ADV,навсякъде,ubique
786,nicht::ADV,не,non
787,ein wenig::ADV,малко,paulum
788,kaum::ADV,едва,vix
789,kaum::ADV,едва,aegre
790,kaum::ADV,едвам,vix
791,kaum::ADV,едвам,aegre
792,sehr::ADV,много,valde
793,sehr::ADV,много,magnopere
794,sehr::ADV,твърде,valde
795,sehr::ADV,твърде,magnopere
796,so::ADV,тъй,ita
797,so::ADV,така,ita
798,noch::ADV,още,etiam
799,nur::ADV,само,solum
800,nur::ADV,само,tantum
801,schon::ADV,вече,iam
802,wieder::ADV,пак,rursus
803,wieder::ADV,отново,rursus
804,vergebens::ADV,напразно,frustra
805,vor::PRP,пред,ante
806,hinter::PRP,зад,post
807,unter::PRP,под,sub
808,durch::PRP,през,per
809,neben::PRP,до,iuxta
810,neben::PRP,при,iuxta
811,zwischen::PRP,между,inter
812,zwischen::PRP,помежду,inter
813,wegen::PRP,заради,propter
814,dies::PRN,този,hoc
815,das::PRN,туй,id
816,das::PRN,това,id
817,alles::PRN,всичко,omnia
818,ich::PRN,аз,ego
819,du::PRN,ти,tu
820,er::PRN,той,is
821,er::PRN,той,ille
822,wir::PRN,ние,nos
823,ihr::PRN,вие,vos
824,sie::PRN,те,ii
825,sie::PRN,те,illi
826,was::FPRN,що,quid
827,was::FPRN,какво,quid
828,wer::FPRN,кой,quis
829,wo::FADV,къде,ubi
830,wohin::FADV,накъде,quo
831,wohin::FADV,накъдето,quo
832,wie::FADV,как,quomodo
833,warum::FADV,защо,cur
834,wieviel::FNUM,колко,quantum
835,eins::NUM,един,unus
836,zwei::NUM,два,duo
837,drei::NUM,три,tres
838,vier::NUM,четири,quattuor
839,fünf::NUM,пет,quinque
840,sechs::NUM,шест,sex
841,sieben::NUM,седем,septem
842,acht::NUM,осем,octo
843,neun::NUM,девет,novem
844,zehn::NUM,десет,decem
845,elf::NUM,единайсет,undecim
846,elf::NUM,единадесет,undecim
847,zwölf::NUM,дванайсет,duodecim
848,zwölf::NUM,дванадесет,duodecim
849,zwanzig::NUM,двайсет,viginti
850,zwanzig::NUM,двадесет,viginti
851,dreißig::NUM,тридесет,triginta
852,vierzig::NUM,четиридесет,quadraginta
853,fünfzig::NUM,петдесет,quinquaginta
854,sechzig::NUM,шестдесет,sexaginta
855,siebzig::NUM,седемдесет,septuaginta
856,achtzig::NUM,осемдесет,octoginta
857,neunzig::NUM,деветдесет,nonaginta
858,hundert::NUM,сто,centum
