,Concept_ID,lt,az
785,auf einmal::ADV,iš karto,birdən
786,zusammen::ADV,kartu,birlikdə
787,zusammen::ADV,drauge,birlikdə
788,lange::ADV,ilgai,uzun
789,plötzlich::ADV,staiga,qəfildən
790,sofort::ADV,tuojau,həmən
791,sofort::ADV,tuojau,dərhal
792,später::ADV,vėliau,sonra
793,später::ADV,paskiau,sonra
794,jetzt::ADV,dabãr,indi
795,heute::ADV,šiandien,bugün
796,morgen::ADV,rytoj,sabah
797,bald::ADV,greitai,yaxında
798,bald::ADV,greitai,tezliklə
799,bald::ADV,netrukus,yaxında
800,bald::ADV,netrukus,tezliklə
801,dann::ADV,po to,onda
802,gestern::ADV,vakar,dünən
803,einst::ADV,kadaise,əvvəllər
804,einst::ADV,kitą kartą,əvvəllər
805,damals::ADV,anuomet,o vaxt
806,damals::ADV,anuokart,o vaxt
807,danach::ADV,po to,sonra
808,danach::ADV,paskui,sonra
809,vorher::ADV,anksčiau,qabaqcadan
810,zuerst::ADV,pirma,əvvəl
811,zuerst::ADV,iš pradžių̃,əvvəl
812,einmal::ADV,kartą,bir dəfə
813,einmal::ADV,vieną kartą,bir dəfə
814,manchmal::ADV,kai kada,hərdənbir
815,oft::ADV,dažnai,tez-tez
816,oft::ADV,dažnai,çox vaxt
817,immer::ADV,visada,daimi
818,immer::ADV,visada,həmişə
819,immer::ADV,visuomet,daimi
820,immer::ADV,visuomet,həmişə
821,niemals::ADV,niekada,əsla
822,niemals::ADV,niekada,heç bir zaman
823,niemals::ADV,niekuomet,əsla
824,niemals::ADV,niekuomet,heç bir zaman
825,hier::ADV,čia,bura
826,hier::ADV,čia,burada
827,hierhin::ADV,šen,buraya
828,hierhin::ADV,čionai,buraya
829,von hier::ADV,iš čia,buradan
830,dort::ADV,ten,ora
831,dort::ADV,ten,orada
832,dort::ADV,tenai,ora
833,dort::ADV,tenai,orada
834,dorthin::ADV,ten,oraya
835,dorthin::ADV,ten link,oraya
836,geradeaus::ADV,tiesiai,düz
837,vorwärts::ADV,pirmyn,irəli
838,rückwärts::ADV,atbulai,geri
839,zurück::ADV,atgal,geriyə
840,unten::ADV,žemai,aşağıda
841,unten::ADV,apačioje,aşağıda
842,hinab::ADV,žemyn,aşağı
843,oben::ADV,viršuj,yuxarıda
844,hinauf::ADV,aukštyn,yuxarı
845,hinauf::ADV,į viršų,yuxarı
846,überall::ADV,visur,hər yerdə
847,nicht::ADV,ne,-ma-
848,ein wenig::ADV,truputį,bir az
849,kaum::ADV,vos,güclə
850,sehr::ADV,labai,çox
851,sehr::ADV,baisiai,çox
852,so::ADV,taip,belə
853,noch::ADV,dar,hələ
854,nur::ADV,tik,yalnız
855,nur::ADV,vien,yalnız
856,schon::ADV,jau,artıq
857,wieder::ADV,vėl,yenə
858,wieder::ADV,iš naujo,yenə
859,vergebens::ADV,veltui,boş yerə
860,vergebens::ADV,bergždžiai,boş yerə
861,vor::PRP,prieš,önündə
862,hinter::PRP,už,arxasında
863,unter::PRP,po,altında
864,durch::PRP,pro,içindən
865,durch::PRP,per,içindən
866,neben::PRP,prie,yanında
867,neben::PRP,šalia,yanında
868,zwischen::PRP,tarp,arasında
869,wegen::PRP,dėl,üçün
870,wegen::PRP,dėl,ötəri
871,wegen::PRP,dėlei,üçün
872,wegen::PRP,dėlei,ötəri
873,dies::PRN,šis,bu
874,dies::PRN,šitas,bu
875,das::PRN,tat,o
876,alles::PRN,visas,hər şey
877,ich::PRN,aš,mən
878,du::PRN,tu,sən
879,er::PRN,jis,o
880,wir::PRN,mes,biz
881,ihr::PRN,jūs,siz
882,sie::PRN,ji,onlar
883,sie::PRN,jos,onlar
884,was::FPRN,kas,nə
885,wer::FPRN,kas,kim
886,wo::FADV,kur,harada
887,wohin::FADV,kur,haraya
888,wohin::FADV,kur link,haraya
889,wie::FADV,kaip,necə
890,warum::FADV,kod̃ėl,niyə
891,warum::FADV,kod̃ėl,nə üçün
892,warum::FADV,dėl ko,niyə
893,warum::FADV,dėl ko,nə üçün
894,wieviel::FNUM,kiek,neçə
895,wieviel::FNUM,kiek,nə qədər
896,eins::NUM,vienas,bir
897,zwei::NUM,du,iki
898,drei::NUM,trys,üç
899,vier::NUM,keturi,dörd
900,fünf::NUM,penki,beş
901,sechs::NUM,šeši,altı
902,sieben::NUM,septyni,yeddi
903,acht::NUM,aštuoni,səkkiz
904,neun::NUM,devyni,doqquz
905,zehn::NUM,dešimt,on
906,elf::NUM,vienuolika,on bir
907,zwölf::NUM,dvylika,on iki
908,zwanzig::NUM,dvidešimt,iyirmi
909,dreißig::NUM,trisdešimt,otuz
910,vierzig::NUM,keturiasdešimt,qırx
911,fünfzig::NUM,penkiasdešimt,əlli
912,sechzig::NUM,šešiasdešimt,altmış
913,siebzig::NUM,septyniasdešimt,yetmiş
914,achtzig::NUM,aštuoniasdešimt,səksən
915,neunzig::NUM,devyniasdešimt,doxsan
916,hundert::NUM,šimtas,yüz
917,tausend::NUM,tūkstantis,min
918,und::CNJ,ĩr,və
919,oder::CNJ,ar,ya
920,oder::CNJ,arba,ya
921,stehen::V,stovėti,durmaq
922,sitzen::V,sėdėti,oturmaq
923,liegen::V,gulėti,uzanmaq
924,hängen::V,kyboti,asılmaq
925,hängen::V,kabėti,asılmaq
926,werden::V,taptis,olmaq
927,werden::V,darytis,olmaq
928,passieren::V,atsitikti,olmaq
929,passieren::V,atsitikti,baş vermək
930,passieren::V,pasitaikyti,olmaq
931,passieren::V,pasitaikyti,baş vermək
932,beginnen::V,prasid́ėti,başlamaq
933,enden::V,baigtis,bitmək
934,wechseln::V,keistis,dəyişmək
935,wechseln::V,pasikeisti,dəyişmək
936,aufgehen[Sonne]::V,tekėti,doğmaq
937,aufgehen[Sonne]::V,patekėti,doğmaq
938,untergehen[Sonne]::V,leistis,batmaq
939,untergehen[Sonne]::V,nusileisti,batmaq
940,scheinen[Sonne]::V,šviesti,parlamaq
941,donnern::V,griausti,guruldamaq
942,donnern::V,griaudėti,guruldamaq
943,wehen::V,pūsti,əsmək
944,strömen::V,lietis,axmaq
945,strömen::V,plūsti,axmaq
946,fließen::V,tekėti,axmaq
947,sich drehen::V,suktis,dönmək
948,sich drehen::V,pasisukti,dönmək
949,schwanken::V,svyruoti,yellənmək
950,schwingen::V,suptis,yellənmək
951,fallen::V,pulti,düşmek
952,fallen::V,kristi,düşmek
953,brennen::V,degti,yanmaq
954,rauchen::V,rūkyti,tüstüləmək
955,regnen::V,lyti,yağmaq
956,gefrieren::V,užšalti,donmaq
957,tauen::V,tirpti,ərimək
958,schmelzen::V,lydytis,ərimək
959,trocknen::V,džiūti,qurumaq
960,sieden::V,virti,qaynamaq
961,faulen::V,pūti,çürümək
962,verfaulen::V,švinkti,çürümək
963,reißen::V,plyšti,yırtılmaq
964,reißen::V,trūkti,yırtılmaq
965,versinken::V,skę̃sti,batmaq
966,versinken::V,grimzti,batmaq
967,vergehen::V,praeiti,ötmək
968,erscheinen::V,pasirodyti,görünmək
969,verschwinden::V,dingti,yox olmaq
970,verschwinden::V,išnykti,yox olmaq
971,verschwinden::V,pranykti,yox olmaq
972,sinken::V,kristi,enmək
973,abnehmen::V,mažėti,azalmaq
974,abnehmen::V,silpnėti,azalmaq
975,zunehmen::V,didėti,artmaq
976,zunehmen::V,padaugėti,artmaq
977,steigen::V,kilti,yüksəlmək
978,wachsen::V,augti,böyümək
979,glänzen::V,blizgėti,parlamaq
980,funkeln::V,žibėti,parıldamaq
981,lärmen::V,triukšmauti,səs-küy etmək
982,läuten::V,skambinti,çalmaq
983,klingeln::V,skambinti,zəng etmək
984,klirren::V,žvangėti,cingildəmək
985,brausen::V,šniokšti,gurlamaq
986,rauschen::V,ošti,xışıldamaq
987,rauschen::V,šlamėti,xışıldamaq
988,klingen::V,skardėti,səslənmək
989,bellen::V,loti,hürmək
990,heulen::V,kaukti,ulamaq
991,heulen::V,staugti,ulamaq
992,blasen::V,pūsti,üfləmək
993,pfeifen::V,švilpti,fit vermek
994,pfeifen::V,švilpauti,fit vermek
995,schreien::V,šaukti,bağırmaq
996,schreien::V,šaukti,qışqırmaq
997,stöhnen::V,dejuoti,inləmək
998,stöhnen::V,aimanuoti,inləmək
999,zittern::V,virpėti,titrəmək
1000,leben::V,gyventi,yaşamaq
1001,geboren werden::V,gimti,doğmaq
1002,atmen::V,alsuoti,nəfəs almaq
1003,atmen::V,kvėpuoti,nəfəs almaq
1004,trinken::V,gerti,içmek
1005,essen::V,valgyti,yemək
1006,schlucken::V,praryti,udmaq
1007,müde werden::V,nuvargti,yorulmaq
1008,müde werden::V,privargti,yorulmaq
1009,einschlafen::V,užmigti,yuxuya getmək
1010,schlafen::V,miegoti,uyumaq
1011,aufwachen::V,pabusti,oyanmaq
1012,aufstehen::V,keltis,yuxudan durmaq
1013,aufstehen::V,atsikelti,yuxudan durmaq
1014,sich erholen::V,pailsėti,dincəlmək
1015,sich erholen::V,poilsiauti,dincəlmək
1016,krank werden::V,susirgti,xəstə olmaq
1017,krank sein::V,sirgti,azarlanmaq
1018,krank sein::V,sirgti,xəstələnmək
1019,schmerzen::V,sopėti,ağrimaq
1020,schmerzen::V,skaudėti,ağrimaq
1021,husten::V,kosėti,öksürmək
1022,genesen::V,sveikti,sağalmaq
1023,genesen::V,taisytis,sağalmaq
1024,sterben::V,mirti,ölmək
1025,sterben::V,mirti,vəfat etmək
1026,sterben::V,numirti,ölmək
1027,sterben::V,numirti,vəfat etmək
1028,umkommen::V,žūti,həlak olmaq
1029,sich bewegen::V,judėti,hərəkət etmək
1030,sich bewegen::V,pasijudinti,hərəkət etmək
1031,sich rühren::V,krutėti,tərpənmək
1032,sich erheben::V,pakilti,qalxmaq
1033,sich erheben::V,atsikelti,qalxmaq
1034,sich setzen::V,sėstis,oturmaq
1035,sich setzen::V,atsisėsti,oturmaq
1036,hinfallen::V,parkristi,yıxılmaq
1037,hinfallen::V,pargriūti,yıxılmaq
1038,laufen::V,eiti,yerimək
1039,schreiten::V,žengti,addım atmaq
1040,schreiten::V,žingsniuoti,addım atmaq
1041,spazierengehen::V,pasivaikščioti,gəzmək
1042,eilen::V,skubėti,atılmaq
1043,sich beeilen::V,paskub́ėti,tələsmək
1044,sich beeilen::V,pasiskubinti,tələsmək
1045,sausen::V,dumti,çırpmaq
1046,sausen::V,lėkti,çırpmaq
1047,rennen::V,bėgti,qaçmaq
1048,springen::V,šokti,sıçramaq
1049,klettern::V,kopti,dırmanmaq
1050,schaukeln::V,supti,sallanmaq
1051,schaukeln::V,linguoti,sallanmaq
1052,kriechen::V,ropoti,sürünmək
1053,kriechen::V,šliaužti,sürünmək
1054,schwimmen::V,plaukti,üzmek
1055,tauchen::V,nerti,dalmaq
1056,rudern::V,irtis,avarlamaq
1057,rudern::V,irkluoti,avarlamaq
1058,fahren::V,važiuoti,sürmək
1059,fahren::V,važinėti,sürmək
1060,fliegen::V,lėkti,uçmaq
1061,fliegen::V,skristi,uçmaq
1062,gehen::V,eiti,getmək
1063,weggehen::V,išeiti,getmək
1064,abfahren::V,išvykti,yola düşmək
1065,abfahren::V,išvažiuoti,yola düşmək
1066,anhalten::V,sustoti,saxlamaq
1067,hineingehen::V,įeiti,girmək
1068,eintreten::V,įžengti,girmək
1069,eintreten::V,įžengti,daxil olmaq
1070,kommen::V,ateiti,gəlmək
1071,ankommen::V,ateiti,gəlib çatmaq
1072,zurückkommen::V,grį̃žti,qayıtmaq
1073,zurückkommen::V,sugrį̃žti,qayıtmaq
1074,bleiben::V,likti,qalmaq
1075,bleiben::V,pasilikti,qalmaq
1076,warten::V,laukti,gözləmək
1077,erwarten::V,laukti,bəkləmək
1078,suchen::V,ieškoti,aramaq
1079,suchen::V,ieškoti,axtarmaq
1080,finden::V,rasti,tapmaq
1081,finden::V,surasti,tapmaq
1082,versuchen::V,mėginti,çalışmaq
1083,vorbereiten::V,rengti,hazırlamaq
1084,lieben::V,myĺėti,sevmək
1085,mögen::V,ḿėgti,xoşlamaq
1086,mögen::V,patikti,xoşlamaq
1087,lachen::V,juoktis,gülmək
1088,rühren::V,jaudinti,həyəcanlandırmaq
1089,rühren::V,graudinti,həyəcanlandırmaq
1090,weinen::V,verkti,ağlamaq
1091,schimpfen::V,bartis,küfr etmək
1092,sich ärgern::V,pykti,acıqlanmaq
1093,sich ärgern::V,apmaudauti,acıqlanmaq
1094,sich fürchten::V,bijoti,qorxmaq
1095,sich fürchten::V,baimintis,qorxmaq
1096,fürchten::V,bijoti,qorxmaq
1097,fürchten::V,baimintis,qorxmaq
1098,fliehen::V,bėgti,qaçmaq
1099,fliehen::V,sprukti,qaçmaq
1100,flüchten::V,pabėgti,qaçmaq
1101,sehen::V,žiūŕėti,görmək
1102,anschauen::V,žiūŕėti,baxmaq
1103,ansehen::V,žiūrėti į,baxmaq
1104,ansehen::V,pažiūrėti į,baxmaq
1105,hören::V,girdėti,duymaq
1106,hören::V,girdėti,eşitmək
1107,zuhören::V,klausytis,dinləmək
1108,probieren::V,ragauti,dadına baxmaq
1109,probieren::V,paragauti,dadına baxmaq
1110,riechen::V,uosti,qoxlamaq
1111,riechen::V,užuosti,qoxlamaq
1112,fühlen::V,justi,duymaq
1113,fühlen::V,jausti,duymaq
1114,fühlen::V,pajusti,duymaq
1115,scheinen::V,rodytis,görünmək
1116,scheinen::V,atrodyti,görünmək
1117,zu sehen sein::V,pasirodyti,görünmək
1118,vernehmen::V,išgirsti,eşitmək
1119,frieren::V,šalti,üşümək
1120,tun::V,daryti,etmək
1121,können::V,galėti,bilmək
1122,können::V,galėti,bacarmaq
1123,können::V,pajėgti,bilmək
1124,können::V,pajėgti,bacarmaq
1125,wollen::V,norėti,istəmək
1126,anfangen::V,pradėti,başlamaq
1127,anfangen::V,prasid́ėti,başlamaq
1128,beenden::V,baigti,bitirmək
1129,beenden::V,užbaigti,bitirmək
1130,aufhören::V,liautis,bitmək
1131,aufhören::V,liautis,qurtarmaq
1132,gelingen::V,pavykti,müvəffəq olmaq
1133,gelingen::V,pasisekti,müvəffəq olmaq
1134,geraten::V,nusisekti,düşmək
1135,öffnen::V,atverti,açmaq
1136,öffnen::V,atidaryti,açmaq
1137,schließen::V,uždaryti,qapamaq
1138,stellen::V,statyti,qoymaq
1139,stellen::V,pastatyti,qoymaq
1140,setzen::V,sodinti,oturtmaq
1141,setzen::V,pasodinti,oturtmaq
1142,legen::V,dėti,qoymaq
1143,legen::V,pad́ėti,qoymaq
1144,berühren::V,liesti,toxunmaq
1145,berühren::V,paliesti,toxunmaq
1146,verbinden::V,jungti,bağlamaq
1147,verbinden::V,surišti,bağlamaq
1148,bedecken::V,uždengti,örtmək
1149,aufhängen::V,pakarti,asmaq
1150,aufhängen::V,pakabinti,asmaq
1151,anzünden::V,padegti,yandırmaq
1152,aufheben::V,pakelti,qaldırmaq
1153,zurücklassen::V,palikti,buraxmaq
1154,verlieren::V,pamesti,itirmək
1155,fallen lassen::V,atsisakyti,düşürmək
1156,machen::V,dirbti,etmək
1157,herstellen::V,gaminti,istehsal etmək
1158,bauen::V,statyti,tikmək
1159,bauen::V,pastatyti,tikmək
1160,reparieren::V,taisyti,təmir etmək
1161,reparieren::V,remontuoti,təmir etmək
1162,verbessern::V,gerinti,düzəltmək
1163,verbessern::V,ištaisyti,düzəltmək
1164,ändern::V,keisti,dəyişdirmək
1165,ändern::V,pakeisti,dəyişdirmək
1166,graben::V,kasti,qazımaq
1167,beugen::V,lenkti,əymək
1168,beugen::V,palenkti,əymək
1169,biegen::V,lenkti,bükmək
1170,biegen::V,palenkti,bükmək
1171,drehen::V,sukti,döndərmək
1172,wenden::V,kreipti,çevirmək
1173,wenden::V,pakreipti,çevirmək
1174,umdrehen::V,sukti,çevirmək
1175,umdrehen::V,apversti,çevirmək
1176,heben::V,kelti,qaldırmaq
1177,heben::V,pakelti,qaldırmaq
1178,hochheben::V,pakelti,qaldırmaq
1179,ergreifen::V,čiupti,tutmaq
1180,ergreifen::V,griebti,tutmaq
1181,halten::V,laikyti,saxlamaq
1182,halten::V,palaikyti,saxlamaq
1183,drücken::V,spausti,sıxmaq
1184,schieben::V,stumti,sürmək
1185,kratzen::V,kasyti,qaşımaq
1186,kratzen::V,grandyti,qaşımaq
1187,lecken::V,laižyti,yalamaq
1188,beißen::V,kandžioti,dişləmək
1189,abreißen::V,nuplėšti,qoparmaq
1190,abschneiden::V,atpjauti,ayırmaq
1191,abschneiden::V,atkirpti,ayırmaq
1192,binden::V,rišti,bağlamaq
1193,binden::V,surišti,bağlamaq
1194,stecken::V,kišti,soxmaq
1195,stecken::V,įkišti,soxmaq
1196,brechen::V,lūžti,qırmaq
1197,brechen::V,laužyti,qırmaq
1198,klopfen::V,belsti,sındırmaq
1199,klopfen::V,barbenti,sındırmaq
1200,hauen::V,mušti,vurmaq
1201,kleben::V,lipdyti,apışdırmaq
1202,kleben::V,klijuoti,apışdırmaq
1203,reiben::V,trinti,ovmaq
1204,reiben::V,tarkuoti,ovmaq
1205,streichen::V,tepti,sürtmək
1206,streichen::V,užtepti,sürtmək
1207,schleifen::V,galą́sti,bülövləmək
1208,schneiden::V,pjauti,kəsmək
1209,schneiden::V,kirpti,kəsmək
1210,rütteln::V,purtyti,sirkələmək
1211,schütteln::V,purtyti,çalxalamaq
1212,schwenken::V,mojuoti,yelləmək
1213,schütten::V,pilti,tökmək
1214,schütten::V,berti,tökmək
1215,füllen::V,pildyti,doldurmaq
1216,füllen::V,pripildyti,doldurmaq
1217,einwickeln::V,įvynioti,sarımaq
1218,einwickeln::V,suvynioti,sarımaq
1219,tragen::V,nešti,daşımaq
1220,tragen::V,nešioti,daşımaq
1221,schleppen::V,vilkti,sürükləmək
1222,ziehen::V,tempti,çəkmək
1223,aufbewahren::V,laikyti,gizlətmək
1224,werfen::V,mesti,atmaq
1225,werfen::V,sviesti,atmaq
1226,fangen::V,sugauti,tutmaq
1227,packen::V,čiupti,yaxalamaq
1228,packen::V,griebti,yaxalamaq
1229,verstecken::V,slėpti,gizlətmək
1230,verstecken::V,slapstyti,gizlətmək
1231,teilen::V,dalyti,bölmək
1232,teilen::V,padalyti,bölmək
1233,schicken::V,sių̃sti,yollamaq
1234,schicken::V,sių̃sti,göndərmək
1235,schicken::V,pasių̃sti,yollamaq
1236,schicken::V,pasių̃sti,göndərmək
1237,bringen::V,atnešti,gətirmək
1238,hinzufügen::V,pridėti,əlavə etmək
1239,bekommen::V,gauti,almaq
1240,bekommen::V,gauti,əldə etmək
1241,erhalten::V,gauti,almaq
1242,nehmen::V,paimti,almaq
1243,wählen::V,rinkti,seçmək
1244,wählen::V,išsirinkti,seçmək
1245,auswählen::V,išrinkti,arımaq
1246,bewahren::V,išsaugoti,qorumaq
1247,behindern::V,trukdyti,mane olmaq
1248,verderben::V,sugadinti,pozmaq
1249,beschädigen::V,žaloti,zədələmək
1250,beschädigen::V,gadinti,zədələmək
1251,zerbrechen::V,sukulti,qırmaq
1252,zerbrechen::V,sukulti,sındırmaq
1253,zerbrechen::V,sudaužyti,qırmaq
1254,zerbrechen::V,sudaužyti,sındırmaq
1255,zerreißen::V,perplėšti,yırtmaq
1256,zerreißen::V,suplėšyti,yırtmaq
1257,zerstören::V,suardyti,dağıtmaq
1258,zerstören::V,sugriauti,dağıtmaq
1259,verbrennen::V,deginti,yandırmaq
1260,verbrennen::V,sudeginti,yandırmaq
1261,geben::V,duoti,vermək
1262,geben::V,paduoti,vermək
1263,reichen::V,paduoti,uzatmaq
1264,schenken::V,dovanoti,vermək
1265,versprechen::V,žadėti,vəd vermək
1266,versprechen::V,pažadėti,vəd vermək
1267,wünschen::V,norėti,arzulamaq
1268,wünschen::V,linḱėti,arzulamaq
1269,loben::V,girti,tərifləmək
1270,loben::V,pagirti,tərifləmək
1271,küssen::V,bučiuoti,öpmək
1272,wiegen::V,supti,tərpətmək
1273,zudecken::V,užkloti,örtmək
1274,zudecken::V,uždengti,örtmək
1275,wecken::V,žadinti,oyatmaq
1276,zeigen::V,rodyti,göstərmək
1277,führen::V,vesti,rəhbərlik etmək
1278,führen::V,vadovauti,rəhbərlik etmək
1279,lehren::V,mokyti,öyrətmək
1280,lehren::V,išmokyti,öyrətmək
1281,unterrichten::V,dėstyti,öyrətmək
1282,unterrichten::V,dėstyti,dərs vermək
1283,aufziehen::V,išauginti,tərbiyə etmək
1284,leiten::V,valdyti,idarə etmək
1285,leiten::V,vadovauti,idarə etmək
1286,antreiben::V,uiti,bizləmək
1287,antreiben::V,raginti,bizləmək
1288,antreiben::V,skubinti,bizləmək
1289,lassen::V,paliepti,-tırmaq
1290,einladen::V,kviesti,dəvət etmək
1291,einladen::V,pakviesti,dəvət etmək
1292,vereinigen::V,sujungti,birləşdirmək
1293,vereinigen::V,suvienyti,birləşdirmək
1294,besuchen::V,lankyti,baş çəkmək
1295,besuchen::V,lankyti,ziyarət etmək
1296,besuchen::V,aplankyti,baş çəkmək
1297,besuchen::V,aplankyti,ziyarət etmək
1298,treffen::V,sutikti,rastlaşmaq
1299,treffen::V,sutikti,rast gəlmək
1300,treffen::V,pasitikti,rastlaşmaq
1301,treffen::V,pasitikti,rast gəlmək
1302,sich versammeln::V,susirinkti,toplanmaq
1303,spielen::V,groti,oynamaq
1304,spielen::V,žaisti,oynamaq
1305,singen::V,dainuoti,oxumaq
1306,tanzen::V,šokti,oynamaq
1307,tanzen::V,šokti,rəqs etmək
1308,sich trennen::V,skirtis,ayrılmaq
1309,sich trennen::V,išsiskirti,ayrılmaq
1310,verlassen::V,palikti,tərk etmək
1311,retten::V,gelbėti,xilas etmək
1312,bewachen::V,sergėti,gözətmək
1313,schützen::V,ginti,qorumaq
1314,schützen::V,apginti,qorumaq
1315,verteidigen::V,ginti,qorumaq
1316,verteidigen::V,apginti,qorumaq
1317,sich schlagen::V,muštis,döyüşmək
1318,schießen::V,šauti,atmaq
1319,schießen::V,šauti,atəş açmaq
1320,schießen::V,šaudyti,atmaq
1321,schießen::V,šaudyti,atəş açmaq
1322,siegen::V,nugalėti,yenmək
1323,ärgern::V,pykinti,acışdırmaq
1324,schlagen::V,mušti,döymək
1325,schlagen::V,smogti,döymək
1326,schlagen::V,trenkti,döymək
1327,treten::V,mygti,təpmək
1328,stechen::V,gelti,soxmaq
1329,stechen::V,smeigti,soxmaq
1330,stoßen::V,stumti,itələmək
1331,stoßen::V,pastumti,itələmək
1332,stehlen::V,vogti,çalmaq
1333,stehlen::V,vogti,oğurlamaq
1334,stören::V,trikdyti,pozmaq
1335,belästigen::V,apsunkinti,narahat etmək
1336,verbergen::V,slėpti,gizləmək
1337,verbergen::V,paslėpti,gizləmək
1338,täuschen::V,klaidinti,aldatmaq
1339,betrügen::V,apgauti,aldatmaq
1340,töten::V,žudyti,öldürmək
1341,töten::V,nužudyti,öldürmək
1342,wohnen::V,gyventi,yaşamaq
1343,arbeiten::V,dirbti,işləmək
1344,arbeiten::V,dirbti,çalışmaq
1345,arbeiten::V,triūsti,işləmək
1346,arbeiten::V,triūsti,çalışmaq
1347,sammeln::V,rinkti,yığmaq
1348,sammeln::V,rinkti,toplamaq
1349,pflücken::V,skinti,qoparmaq
1350,pflücken::V,raškyti,qoparmaq
1351,jagen::V,medžioti,ovlamaq
1352,fischen::V,žvejoti,balıq tutmaq
1353,fassen::V,sučiupti,tutmaq
1354,hüten::V,ganyti,güdmək
1355,treiben::V,ginti,haylamaq
1356,anbinden::V,pririšti,bağlamaq
1357,füttern::V,šerti,bəsləmək
1358,melken::V,melžti,sağmaq
1359,hacken::V,kapoti,yarmaq
1360,gießen::V,lieti,sulamaq
1361,gießen::V,laistyti,sulamaq
1362,reifen::V,nokti,dəymək
1363,reifen::V,sirpti,dəymək
1364,zubereiten::V,ruošti,bişirmək
1365,zubereiten::V,gaminti,bişirmək
1366,kochen::V,virti,qaynatmaq
1367,kochen::V,virinti,qaynatmaq
1368,backen::V,kepti,bişirmək
1369,braten::V,kepti,qızartmaq
1370,braten::V,kepinti,qızartmaq
1371,umrühren::V,maišyti,qarışdırmaq
1372,umrühren::V,pamaišyti,qarışdırmaq
1373,stricken::V,megzti,hörmək
1374,nähen::V,siūti,tikmək
1375,färben::V,dažyti,boyamaq
1376,färben::V,nudažyti,boyamaq
1377,reinigen::V,valyti,təmizləmək
1378,reinigen::V,švarinti,təmizləmək
1379,waschen::V,plauti,yumaq
1380,waschen::V,mazgoti,yumaq
1381,waschen::V,skalbti,yumaq
1382,abwischen::V,nušluostyti,silmək
1383,spülen::V,plauti,çalxamaq
1384,spülen::V,skalauti,çalxamaq
1385,fegen::V,šluoti,süpürmək
1386,kehren::V,šluoti,süpürmək
1387,baden::V,maudytis,çimmək
1388,sich waschen::V,praustis,yuyunmaq
1389,ausziehen::V,numauti,soyunmaq
1390,ausziehen::V,nuvilkti,soyunmaq
1391,anziehen::V,mauti,geymək
1392,anziehen::V,apsivilkti,geymək
1393,sich anziehen::V,rengtis,geyinmək
1394,sich anziehen::V,apsirengti,geyinmək
1395,kämmen::V,šukuoti,daramaq
1396,schmücken::V,puošti,bəzəmək
1397,schmücken::V,dabinti,bəzəmək
1398,schmücken::V,gražinti,bəzəmək
1399,sagen::V,tarti,demək
1400,sagen::V,tarti,söymek
1401,sprechen::V,kalbėti,danışmaq
1402,reden::V,šnekėti,danışmaq
1403,sich unterhalten::V,kalbėtis,söhbət etmək
1404,sich unterhalten::V,šnekučiuotis,söhbət etmək
1405,fragen::V,klausti,soruşmaq
1406,bitten::V,prašyti,diləmək
1407,bitten::V,prašyti,xahiş etmək
1408,erzählen::V,pasakoti,bəhs etmək
1409,mitteilen::V,skelbti,bildirmək
1410,mitteilen::V,pranešti,bildirmək
1411,nennen::V,vadinti,adlandırmaq
1412,nennen::V,vardyti,adlandırmaq
1413,rufen::V,šaukti,çağırmaq
1414,rufen::V,kviesti,çağırmaq
1415,prahlen::V,girtis,öyünmək
1416,übersetzen::V,versti,tərcümə etmək
1417,übersetzen::V,išversti,tərcümə etmək
1418,denken::V,galvoti,düşünmək
1419,denken::V,galvoti,fikirləşmək
1420,glauben::V,manyti,inanmaq
1421,glauben::V,tikėti,inanmaq
1422,bemerken::V,pamatyti,qeyd etmək
1423,bemerken::V,pastebėti,qeyd etmək
1424,erkennen::V,pažinti,tanımaq
1425,erkennen::V,atpažinti,tanımaq
1426,begreifen::V,suvokti,anlamaq
1427,verstehen::V,suprasti,duymaq
1428,lernen::V,mokytis,öyrənmək
1429,wissen::V,žinoti,bilmək
1430,sich erinnern an::V,prisiminti,xatırlamaq
1431,vergessen::V,užmiršti,unutmaq
1432,messen::V,matuoti,ölçmək
1433,zählen::V,skaičiuoti,saymaq
1434,rechnen::V,skaičiuoti,hesablamaq
1435,lesen::V,skaityti,oxumaq
1436,malen::V,tapyti,şəkil çəkmək
1437,zeichnen::V,piešti,cızmaq
1438,zeichnen::V,žymėti,cızmaq
1439,zeichnen::V,braižyti,cızmaq
1440,schreiben::V,rašyti,yazmaq
1441,besitzen::V,turėti,yiyələnmək
1442,besitzen::V,turėti,malik olmaq
1443,kaufen::V,pirkti,satın almaq
1444,verkaufen::V,parduoti,satmaq
1445,bezahlen::V,apmokėti,ödəmək
1446,zahlen::V,mokėti,ödəmək
1447,beherrschen::V,valdyti,idarə etmək
1448,ertragen::V,kę̃sti,dözmək
1449,ertragen::V,pakelti,dözmək
1450,ertragen::V,iškę̃sti,dözmək
