,Concept_ID,xal,cs
804,er::PRN,тер,on
805,wir::PRN,мадн,my
806,ihr::PRN,та,vy
807,sie::PRN,тедн,oni
808,was::FPRN,юн,co
809,wer::FPRN,кен,kdo
810,wo::FADV,хама,kde
811,wohin::FADV,хамаран,kam
812,wie::FADV,яһҗ,jak
813,wie::FADV,яһад,jak
814,warum::FADV,юңгад,proč
815,wieviel::FNUM,кедү,kolik
816,eins::NUM,негн,jeden
817,zwei::NUM,хойр,dva
818,drei::NUM,һурвн,tři
819,vier::NUM,дөрвн,čtyři
820,fünf::NUM,тавн,pět
821,sechs::NUM,зурһан,šest
822,sieben::NUM,долан,sedm
823,acht::NUM,нәәмн,osm
824,neun::NUM,йисн,devět
825,zehn::NUM,арвн,deset
826,elf::NUM,арвн негн,jedenáct
827,zwölf::NUM,арвн хойр,dvanáct
828,zwanzig::NUM,хөрн,dvacet
829,dreißig::NUM,һучн,třicet
830,vierzig::NUM,дөчн,čtyřicet
831,fünfzig::NUM,тәвн,padesát
832,sechzig::NUM,җирн,šedesát
833,siebzig::NUM,далн,sedmdesát
834,achtzig::NUM,найн,osmdesát
835,neunzig::NUM,йирн,devadesát
836,hundert::NUM,зун,sto
837,tausend::NUM,миңһн,tisíc
838,und::CNJ,болн,a
839,oder::CNJ,эс гиҗ,nebo
840,oder::CNJ,эс гихлә,nebo
841,stehen::V,зогсх,stát
842,sitzen::V,суух,sedět
843,liegen::V,кевтх,ležet
844,hängen::V,өлгәтә бәәх,viset
845,werden::V,болх,stát se
846,passieren::V,болх,stát se
847,beginnen::V,эклх,počít
848,enden::V,төгсх,končit
849,enden::V,төгсх,skončit
850,wechseln::V,хүврх,měnit se
851,aufgehen[Sonne]::V,һарх,vyjít
852,untergehen[Sonne]::V,орх,zapadnout
853,untergehen[Sonne]::V,сүүрлх,zapadnout
854,scheinen[Sonne]::V,герлтх,svítit
855,donnern::V,күрҗңнх,hřmět
856,wehen::V,сальклх,vát
857,wehen::V,сальклх,vanout
858,strömen::V,һооҗх,proudit
859,fließen::V,урсх,téct
860,sich drehen::V,эргх,točit se
861,schwanken::V,дәәвлх,kolísat
862,schwanken::V,дәәвлх,houpat se
863,schwingen::V,нәәхлх,kývat se
864,fallen::V,унх,padat
865,fallen::V,киисх,padat
866,brennen::V,шатх,hořet
867,rauchen::V,ута һарһх,kouřit
868,regnen::V,орх,pršet
869,gefrieren::V,мөстх,zamrznout
870,tauen::V,хәәлх,tát
871,schmelzen::V,хәәлх,tavit
872,schmelzen::V,хәәлгдх,tavit
873,trocknen::V,эврх,schnout
874,sieden::V,буслх,vřít
875,faulen::V,үмкәрх,hnít
876,verfaulen::V,илҗрх,shnít
877,reißen::V,тасрх,roztrhat se
878,versinken::V,чивх,topit se
879,versinken::V,чивх,ponořit se
880,vergehen::V,болх,plynout
881,erscheinen::V,һарх,objevit se
882,verschwinden::V,уга болх,zmizet
883,sinken::V,татгдх,klesat
884,abnehmen::V,хасгдх,ubýt
885,zunehmen::V,өсх,přibýt
886,steigen::V,немх,stoupat
887,wachsen::V,өсх,růst
888,wachsen::V,урһх,růst
889,glänzen::V,гилвкх,lesknout se
890,funkeln::V,цәклх,jiskřit se
891,lärmen::V,шууглдх,dělat hluk
892,läuten::V,хоңх,zvonit
893,klingeln::V,җиңнулх,zvonit
894,klirren::V,җиңнх,řinčet
895,brausen::V,догшрхх,hučet
896,rauschen::V,сарҗңнх,šumět
897,klingen::V,ә һарх,znít
898,bellen::V,хуцх,štěkat
899,heulen::V,уульх,výt
900,blasen::V,үләх,foukat
901,pfeifen::V,ишкрх,pískat
902,schreien::V,хәәкрх,křičet
903,stöhnen::V,түңшх,sténat
904,zittern::V,дагҗннх,třást se
905,leben::V,бәәх,žít
906,geboren werden::V,төрх,rodit se
907,atmen::V,әмсхлх,dýchat
908,trinken::V,уух,pít
909,essen::V,идх,jíst
910,schlucken::V,зальгх,polykat
911,müde werden::V,көшх,unavit se
912,einschlafen::V,унтх,usnout
913,schlafen::V,нөөрсх,spát
914,aufwachen::V,серх,probudit se
915,aufstehen::V,босх,vstát
916,sich erholen::V,амрх,zotavovat se
917,krank werden::V,гемтх,onemocnět
918,krank sein::V,шалтглх,být nemocný
919,schmerzen::V,өвдх,bolet
920,husten::V,ханях,kašlat
921,genesen::V,эдгх,uzdravit se
922,sterben::V,үкх,umřít
923,sterben::V,өңгрх,umřít
924,umkommen::V,үкх,zahynout
925,sich bewegen::V,көдлх,pohnout se
926,sich bewegen::V,көндрх,pohnout se
927,sich rühren::V,көндрх,hnout se
928,sich erheben::V,босх,zdvihnout se
929,sich setzen::V,суух,posadit se
930,hinfallen::V,унх,upadnout
931,hinfallen::V,киисх,upadnout
932,laufen::V,йовх,běžet
933,schreiten::V,алхх,kráčet
934,spazierengehen::V,сергҗ йовх,procházet se
935,eilen::V,шулудх,spěchat
936,sich beeilen::V,адһх,pospíšit si
937,sich beeilen::V,шамдх,pospíšit si
938,sausen::V,хурдлх,fičet
939,sausen::V,йир_хурдар_гүүх,fičet
940,sausen::V,йир_хурдар_йовх,fičet
941,rennen::V,гүүх,pádit
942,springen::V,һәрәдх,skákat
943,klettern::V,давшх,lézt
944,klettern::V,давшх,šplhat
945,schaukeln::V,дүүдңндх,houpat
946,kriechen::V,мөлкх,lézt
947,kriechen::V,мөлкх,plazit se
948,schwimmen::V,усчх,plavat
949,tauchen::V,булхх,nořit se
950,rudern::V,хәәвдх,veslovat
951,fahren::V,йовх,jet
952,fahren::V,йовх,jezdit
953,fliegen::V,нисх,létat
954,gehen::V,йовх,jít
955,weggehen::V,йовх,odejít
956,weggehen::V,одх,odejít
957,weggehen::V,һарх,odejít
958,weggehen::V,мөрлх,odejít
959,abfahren::V,мордх,odjet
960,anhalten::V,зогсх,zastavit se
961,hineingehen::V,орх,vcházet se
962,eintreten::V,орх,vstoupit
963,kommen::V,ирх,přijít
964,ankommen::V,ирх,dojít
965,zurückkommen::V,орх,vrátit se
966,bleiben::V,бәәх,zůstat
967,warten::V,күләх,čekat
968,erwarten::V,күләх,čekat na
969,suchen::V,хәәх,hledat
970,finden::V,олх,najít
971,versuchen::V,седх,zkoušet
972,vorbereiten::V,белдх,připravit
973,lieben::V,дурлх,milovat
974,mögen::V,таассгдх,mít rád
975,lachen::V,инәх,smát se
976,rühren::V,уйрах,dojmout
977,weinen::V,уульх,plakat
978,schimpfen::V,харах,nadávat
979,sich ärgern::V,уурлх,pohoršit se
980,sich fürchten::V,әәх,bát se
981,fürchten::V,әәх,bát se
982,fürchten::V,сүрдх,bát se
983,fliehen::V,зулх,utéct
984,flüchten::V,орһх,prchnout
985,flüchten::V,зулх,prchnout
986,sehen::V,үзх,vidět
987,anschauen::V,харх,podívat se na
988,ansehen::V,хәләх,sledovat
989,ansehen::V,үзх,sledovat
990,hören::V,соңсх,slyšet
991,zuhören::V,соңсх,poslouchat
992,probieren::V,амсх,ochutnávat
993,riechen::V,үнрчлх,cítit
994,fühlen::V,медх,cítit
995,scheinen::V,болҗ медгдх,zdát se
996,scheinen::V,миниһәр болхла,zdát se
997,scheinen::V,болад бәәх,zdát se
998,zu sehen sein::V,үзгдх,moci být viděn
999,vernehmen::V,соңсх,uslyšet
1000,frieren::V,даарх,mrznout
1001,tun::V,кех,dělat
1002,können::V,чадх,moct
1003,wollen::V,дурлх,chtít
1004,anfangen::V,эклх,začít
1005,beenden::V,дуусх,ukončit
1006,aufhören::V,уурх,přestat
1007,gelingen::V,бүтх,podařit se
1008,gelingen::V,күцәх,podařit se
1009,geraten::V,болх,dařit se
1010,öffnen::V,секх,otevřít
1011,schließen::V,хаах,zavřít
1012,stellen::V,тәвх,postavit
1013,setzen::V,суулһх,posadit
1014,legen::V,тәвх,klást
1015,legen::V,тәвх,položit
1016,berühren::V,көндәх,dotýkat se
1017,verbinden::V,боох,spojit
1018,bedecken::V,хучх,pokrýt
1019,bedecken::V,бүркх,pokrýt
1020,aufhängen::V,өлгх,oběsit
1021,aufhängen::V,өлгх,pověsit
1022,anzünden::V,асах,zapálit
1023,anzünden::V,асах,podpálit
1024,anzünden::V,шатах,zapálit
1025,anzünden::V,шатах,podpálit
1026,aufheben::V,өөдән өргх,zvednout
1027,aufheben::V,өөдән өргх,zdvihnout
1028,zurücklassen::V,үлдәх,zanechat
1029,verlieren::V,геех,ztratit
1030,fallen lassen::V,алдх,upustit
1031,machen::V,кех,udělat
1032,herstellen::V,кех,vyrobit
1033,bauen::V,тосхх,stavět
1034,bauen::V,тосхх,budovat
1035,reparieren::V,ясх,opravit
1036,verbessern::V,сәәрүлх,zlepšit
1037,ändern::V,хүврәх,změnit
1038,graben::V,малтх,rýt
1039,graben::V,малтх,kopat
1040,beugen::V,нуһлх,ohnout
1041,biegen::V,матилһх,ohnout
1042,drehen::V,эргүлх,točit
1043,wenden::V,көмрх,obrátit
1044,wenden::V,эргүлх,obrátit
1045,umdrehen::V,эргүлх,obrátit
1046,heben::V,өргх,zdvihnout
1047,heben::V,деер өргх,zdvihnout
1048,hochheben::V,өргх,zvednout
1049,ergreifen::V,бәрх,chopit se
1050,halten::V,бәрх,držet
1051,drücken::V,шахх,stisknout
1052,schieben::V,түлкх,posouvat
1053,kratzen::V,мааҗх,škrábat
1054,lecken::V,долах,lízat
1055,beißen::V,хазх,kousat
1056,abreißen::V,таслх,utrhat
1057,abreißen::V,таслх,odtrhat
1058,abschneiden::V,тәәрх,uřezat
1059,abschneiden::V,тәәрх,ukrojit
1060,binden::V,боох,přivázat
1061,stecken::V,шаах,strčit
1062,stecken::V,хатхх,strčit
1063,brechen::V,хамхлх,lomit
1064,klopfen::V,цокх,ťukat
1065,klopfen::V,цокх,klepat
1066,hauen::V,цокх,bít
1067,kleben::V,наах,lepit
1068,reiben::V,зүлгх,třít
1069,streichen::V,наах,mazat
1070,streichen::V,лашх,mazat
1071,streichen::V,түркх,mazat
1072,schleifen::V,хурцлх,brousit
1073,schneiden::V,хәәчлх,řezat
1074,schneiden::V,хәәчлх,střihat
1075,rütteln::V,дәәвлүлх,třást
1076,rütteln::V,дәәвлүлх,otřást
1077,schütteln::V,сегсрх,třást
1078,schütteln::V,сегсрх,zatřást
1079,schwenken::V,дайлх,mávat
1080,schütten::V,кех,nasypat
1081,füllen::V,дүүргх,naplnit
1082,einwickeln::V,орах,zavinout
1083,tragen::V,зөөх,nést
1084,schleppen::V,чирх,vléct
1085,ziehen::V,татх,tahat
1086,ziehen::V,татх,táhnout
1087,aufbewahren::V,хадһлх,schovat
1088,werfen::V,хайх,házet
1089,fangen::V,бәрх,chytat
1090,fangen::V,хавлх,chytat
1091,packen::V,бәрх,uchvátit
1092,verstecken::V,дүрх,schovat
1093,verstecken::V,бултулх,schovat
1094,teilen::V,хувах,rozdělit
1095,schicken::V,илгәх,posílat
1096,bringen::V,авч ирх,přinést
1097,hinzufügen::V,немх,připojit
1098,bekommen::V,авх,dostat
1099,erhalten::V,авх ,uchovat
1100,nehmen::V,авх,vzít
1101,wählen::V,шүүх,zvolit
1102,auswählen::V,шүүх,vybrat
1103,bewahren::V,хадһлх,uchránit
1104,bewahren::V,кевтнь үлдәх,uchránit
1105,bewahren::V,кевтнь бәәлһх,uchránit
1106,behindern::V,харшлх,překážet
1107,verderben::V,үрәх,zkazit
1108,beschädigen::V,эвдх,porušit
1109,beschädigen::V,эвдх,poškodit
1110,zerbrechen::V,күүлх,rozlámat
1111,zerbrechen::V,хамхлх,rozlámat
1112,zerreißen::V,шуучх,roztrhnout
1113,zerstören::V,эвдх,zničit
1114,verbrennen::V,шатах,spálit
1115,geben::V,өгх,dát
1116,reichen::V,өгх,podat
1117,schenken::V,белглх,darovat
1118,versprechen::V,амлх,slíbit
1119,wünschen::V,сә хәәх,přát
1120,loben::V,магтх,chválit
1121,küssen::V,үмсх,líbat
1122,wiegen::V,саатулх,chovat
1123,wiegen::V,саатулх,kolébat
1124,zudecken::V,бүркх,přikrýt
1125,zudecken::V,бүркх,přiklopit
1126,wecken::V,серүлх,vzbudit
1127,zeigen::V,үзүлх,ukázat
1128,führen::V,көтлх,vést
1129,lehren::V,заах,učit
1130,lehren::V,сурһх,učit
1131,unterrichten::V,сурһх,vyučovat
1132,unterrichten::V,багшлх,vyučovat
1133,aufziehen::V,өскәх,vychovat
1134,leiten::V,һардх,vodit
1135,leiten::V,толһалх,vodit
1136,antreiben::V,шамдах,nutit
1137,lassen::V,күч үзүлх,dát
1138,einladen::V,үрх,pozvat
1139,vereinigen::V,хамцулх,spojit
1140,besuchen::V,одх,návštívit
1141,treffen::V,харһх,potkat
1142,sich versammeln::V,цуглрх,shromáždit se
1143,sich versammeln::V,хурх,shromáždit se
1144,spielen::V,наадх,hrát
1145,singen::V,дуулх,zpívat
1146,tanzen::V,биилх,tančit
1147,sich trennen::V,хаһцх,rozejít se
1148,verlassen::V,хайх,opustit
1149,retten::V,әм аврх,zachránit
1150,retten::V,әәмшгәс харсх,zachránit
1151,bewachen::V,харх,hlídat
1152,bewachen::V,манх,hlídat
1153,schützen::V,харсх,chránit
1154,verteidigen::V,харсх,obhájit
1155,sich schlagen::V,гүвдлдх,bít se
1156,schießen::V,хах,střílet
1157,siegen::V,диилх,zvítězit
1158,ärgern::V,уурлулх,zlobit
1159,ärgern::V,уурлулх,pohoršit
1160,schlagen::V,цокх,udeřit
1161,schlagen::V,цокх,praštit
1162,schlagen::V,гүвдх,udeřit
1163,schlagen::V,гүвдх,praštit
1164,stechen::V,хатхх,bodnout
1165,stechen::V,хатхх,píchnout
1166,stoßen::V,түлкчкх,strčit
1167,stehlen::V,хулхалх,ukrást
1168,stören::V,һә болх,vyrušit
1169,belästigen::V,амр эс өгх,obtěžovat
1170,verbergen::V,нуух,skrýt
1171,verbergen::V,бултулх,skrýt
1172,täuschen::V,меклх,klamat
1173,betrügen::V,меклх,podvést
1174,betrügen::V,мек һарһх,podvést
1175,töten::V,алх,zabít
1176,wohnen::V,бәәх,bydlit
1177,arbeiten::V,көдлх,pracovat
1178,sammeln::V,түүх,sebrat
1179,pflücken::V,түүх,česat
1180,pflücken::V,хурах,česat
1181,jagen::V,аңнх,uhonit
1182,jagen::V,аңһучлх,uhonit
1183,fischen::V,заһс аңнх,chytat ryby
1184,fassen::V,бәрх,ulovit
1185,hüten::V,хәрүлх,pást
1186,treiben::V,туух,hnát
1187,anbinden::V,уйх,přivázat
1188,füttern::V,теҗәх,krmit
1189,melken::V,саах,dojit
1190,hacken::V,чавчх,seknout
1191,gießen::V,услх,zalít
1192,reifen::V,болх,uzrát
1193,reifen::V,болвсрх,uzrát
1194,zubereiten::V,белдх,připravit
1195,kochen::V,чанх,vařit
1196,kochen::V,болһх,vařit
1197,backen::V,болһх,péct
1198,braten::V,хуурх,smažit
1199,umrühren::V,самрх,zamíchat
1200,stricken::V,өлгх,plést
1201,nähen::V,уйх,šít
1202,färben::V,будх,nabarvit
1203,reinigen::V,цеврлх,očistit
1204,waschen::V,уһах,mýt
1205,abwischen::V,арчх,utřít
1206,spülen::V,зәәлх,spláchnout
1207,fegen::V,сәвүрдх,zamést
1208,kehren::V,сәвүрдх,mést
1209,baden::V,өөмх,koupat se
1210,sich waschen::V,уһах,mýt se
1211,sich waschen::V,бийән уһаҗ,mýt se
1212,ausziehen::V,тәәлх,svléct
1213,anziehen::V,өмсх,obléct
1214,sich anziehen::V,хувцлх,oblékat se
1215,kämmen::V,самлх,učesat
1216,schmücken::V,чимх,ozdobit
1217,schmücken::V,кеерүлх,ozdobit
1218,sagen::V,келх,říct
1219,sprechen::V,келх,mluvit
1220,reden::V,күүндх,hovořit
1221,reden::V,күр_кех,hovořit
1222,sich unterhalten::V,күүндх,povídat se
1223,fragen::V,сурх,zeptat se
1224,bitten::V,эрх,prosit
1225,erzählen::V,келх,povídat
1226,erzählen::V,келҗ өгх,povídat
1227,mitteilen::V,медүлх,sdělit
1228,mitteilen::V,медүлх,oznámit
1229,nennen::V,нерәдх,nazvat
1230,nennen::V,нер өгх,nazvat
1231,rufen::V,дуудх,volat
1232,rufen::V,дуудх,zavolat
1233,prahlen::V,көөрх,chlubit se
1234,übersetzen::V,орчулх,přeložit
1235,denken::V,санх,myslit
1236,glauben::V,шүтх,věřit
1237,glauben::V,нәәлх,věřit
1238,bemerken::V,темдглх,zpozorovat
1239,erkennen::V,таньх,poznat
1240,erkennen::V,медх,poznat
1241,begreifen::V,медх,pochopit
1242,verstehen::V,соңсх,porozumět
1243,lernen::V,сурх,učit se
1244,wissen::V,медх,vědět
1245,sich erinnern an::V,санх,vzpomínat si na
1246,vergessen::V,мартх,zapomínat
1247,messen::V,кемҗәлх,měřit
1248,zählen::V,тоолх,spočítat
1249,rechnen::V,тоолх,počítat
1250,lesen::V,умшх,číst
1251,malen::V,зурх,malovat
1252,zeichnen::V,зурх,rýsovat
1253,schreiben::V,бичх,psát
1254,besitzen::V,эзлх,mít
1255,besitzen::V,эзлх,vlastnit
1256,kaufen::V,хулдҗ авх,koupit
1257,verkaufen::V,хулдх,prodat
1258,verkaufen::V,гүүлгх,prodat
1259,bezahlen::V,өгх,zaplatit
1260,zahlen::V,өгх,platit
1261,beherrschen::V,эзлх,ovládat
1262,ertragen::V,даах,snést
1263,treten::V,,kopnout
