,Concept_ID,lt,ru
166,Fuchs::N,lapė,лиса
167,Hase::N,kiškas,заяц
168,Maus::N,pelė,мышь
169,Wolf::N,vilkas,волк
170,Vogel::N,paukštis,птица
171,Schwarm::N,spiečius,стая
172,Huhn::N,višta,курица
173,Hahn::N,gaidys,петух
174,Gans::N,žąsis,гусь
175,Adler::N,erelis,орел
176,Ente::N,antis,утка
177,Eule::N,pelėda,сова
178,Kranich::N,gervė,журавль
179,Krähe::N,varna,ворона
180,Kuckuck::N,gegužė,кукушка
181,Schwan::N,gulbė,лебедь
182,Fisch::N,žuvis,рыба
183,Barsch::N,ešerys,окунь
184,Hecht::N,lydeka,щука
185,Schlange[Tier]::N,gyvatė,змея
186,Wurm::N,kirmėlė,червяк
187,Spinne::N,voras,паук
188,Ameise::N,skruzdė,муравей
189,Laus::N,utėlė,вошь
190,Mücke::N,uodas,комар
191,Fliege::N,musė,муха
192,Schmetterling::N,drugys,бабочка
193,Schmetterling::N,peteliškė,бабочка
194,Beere::N,uoga,ягода
195,Apfel::N,obuolys,яблоко
196,Pilz::N,grybas,гриб
197,Zwiebel::N,svogūnas,луковица
198,Saat::N,sėkla,семя
199,Korn::N,grūdai,зерно
200,Heu::N,šienas,сено
201,Schale::N,žievelė,шелуха
202,Grube::N,duobė,яма
203,Falle::N,pinklės,ловушка
204,Falle::N,žabangai,ловушка
205,Schlinge::N,kilpa,силок
206,Spur::N,vėžė,след
207,Spur::N,pėdos,след
208,Spur::N,pėdsakas,след
209,Asche::N,pelenai,зола
210,Asche::N,pelenai,пепел
211,Dreck::N,purvas,грязь
212,Eisen::N,geležis,железо
213,Gold::N,auksas,золото
214,Silber::N,sidabras,серебро
215,Kohle::N,anglis,уголь
216,Glas::N,stiklas,стекло
217,Lehm::N,molis,глина
218,Sand::N,smėlis,песок
219,Mensch::N,žmogus,человек
220,Mann::N,vyras,мужчина
221,Mann::N,vyriškis,мужчина
222,Frau::N,moteris,женщина
223,Kind::N,vaikas,ребенок
224,Junge::N,vaikinas,мальчик
225,Junge::N,berniukas,мальчик
226,Mädchen::N,mergytė,девочка
227,Mädchen::N,mergaitė,девочка
228,Familie::N,šeima,семья
229,Großvater::N,senelis,дедушка
230,Großmutter::N,senelė,бабушка
231,Eltern::N,tėvai,родители
232,Vater::N,tėvas,отец
233,Mutter::N,motina,мать
234,Sohn::N,sūnus,сын
235,Tochter::N,duktė,дочь
236,Bruder::N,brolis,брат
237,Schwester::N,sesuo,сестра
238,Onkel::N,dėdė,дядя
239,Tante::N,teta,тетя
240,Ehemann::N,vyras,муж
241,Ehefrau::N,žmona,жена
242,Freude::N,džiaugsmas,радость
243,Gelächter::N,juokas,смех
244,Glück::N,laimė,счастье
245,Kummer::N,vargas,горе
246,Kummer::N,rūpestis,горе
247,Wunsch::N,troškimas,желание
248,Wunsch::N,pageidavimas,желание
249,Lust::N,noras,влечение
250,Lust::N,geidulys,влечение
251,Geist::N,dvasia,дух
252,Gedanke::N,mintis,мысль
253,Gedächtnis::N,atmintis,память
254,Verstand::N,protas,ум
255,Sinn::N,prasmė,смысл
256,Grund::N,priežastis,повод
257,Wahrheit::N,tiesa,правда
258,Wahrheit::N,teisybė,правда
259,Gespräch::N,pokalbis,беседа
260,Märchen::N,pasaka,сказка
261,Erzählung::N,apsakymas,рассказ
262,Erzählung::N,pasakojimas,рассказ
263,Nachricht::N,žinia,сообщение
264,Neuigkeit::N,naujiena,новость
265,Name::N,vardas,имя
266,Rätsel::N,mįslė,загадка
267,Rede::N,kalba,речь
268,Sprache::N,kalba,язык
269,Stimme::N,balsas,голос
270,Wort::N,žodis,слово
271,Zeichen::N,žymė,знак
272,Zeichen::N,ženklas,знак
273,Ruf::N,šauksmas,зов
274,Lärm::N,triukšmas,шум
275,Laut::N,garsas,звук
276,Ton::N,tonas,звучание
277,Ton::N,garsas,звучание
278,Lied::N,daina,песня
279,Lied::N,giesmė,песня
280,Ruhe::N,ramybė,покой
281,Ruhe::N,ramumas,покой
282,Leute::N,žmonės,люди
283,Volk::N,tauta,народ
284,Arbeit::N,darbas,работа
285,Arbeit::N,triūsas,работа
286,Gast::N,svečias,гость
287,Geschenk::N,dovana,подарок
288,Spiel::N,žaismas,игра
289,Spiel::N,žaidimas,игра
290,Gesellschaft::N,draugija,общество
291,Gesellschaft::N,kompanija,общество
292,Hilfe::N,pagalba,помощь
293,Freund::N,draugas,друг
294,Freund::N,bičiulis,друг
295,Kamerad::N,draugas,приятель
296,Angelegenheit::N,dalykas,дело
297,Angelegenheit::N,reikalas,дело
298,Anzahl::N,kiekis,количество
299,Anzahl::N,skaičius,количество
300,Art::N,rūšis,вид
301,Stück::N,gabalas,кусок
302,Teil::N,dalis,часть
303,Hälfte::N,pusė,половина
304,Kreis::N,ratas,круг
305,Kreis::N,apskritis,круг
306,Kreis::N,apskritimas,круг
307,Kreuz::N,kryžius,крест
308,Linie::N,linija,линия
309,Strich::N,brėžis,черта
310,Strich::N,brūkšnys,черта
311,Abstand::N,atstumas,промежуток
312,Entfernung::N,atstumas,расстояние
313,Gegend::N,vietovė,местность
314,Platz::N,vieta,пространство
315,Ort::N,vieta,место
316,Ort::N,vietovė,место
317,Seite::N,pusė,сторона
318,Seite::N,šonas,сторона
319,Mitte::N,vidurys,середина
320,Gegenstand::N,dalykas,предмет
321,Sache::N,daiktas,вещь
322,Rand::N,kraštas,край
323,Rand::N,pakraštys,край
324,Kante::N,kraštas,ребро
325,Ecke::N,kertė,угол
326,Ecke::N,kampas,угол
327,Spitze::N,priekis,кончик
328,Spitze::N,priešakys,кончик
329,Ende::N,galas,конец
330,Loch::N,skylė,дыра
331,Winkel::N,kampas,угол
332,Winkel::N,kampelis,угол
333,Muster::N,raštas,узор
334,Größe::N,dydis,размер
335,Größe::N,didumas,размер
336,Länge::N,ilgis,длина
337,Länge::N,ilgumas,длина
338,Höhe::N,aukštis,высота
339,Höhe::N,aukštuma,высота
340,Gewicht::N,svoris,вес
341,Gewicht::N,svarstis,вес
342,Menge::N,kiekis,количество
343,Menge::N,daugybė,количество
344,Haufen::N,krūva,куча
345,Haufen::N,šūsnis,куча
346,Reihe::N,greta,ряд
347,Boot::N,valtis,лодка
348,Boot::N,laivelis,лодка
349,Ruder::N,irklas,весло
350,Schlitten::N,rogės,сани
351,Schlitten::N,rogutės,сани
352,Ski::N,slidė,лыжа
353,Lagerfeuer::N,laužas,костер
354,Last::N,našta,тяжесть
355,Last::N,nešulys,тяжесть
356,Gang::N,eisena,ход
357,Schritt::N,žingsnis,шаг
358,Norden::N,šiaurė,север
359,Norden::N,žiemiai,север
360,Süden::N,pietūs,юг
361,Westen::N,vakarai,запад
362,Osten::N,rytai,восток
363,Holz::N,mediena,древесина
364,Brett::N,lenta,доска
365,Platte::N,plokštė,плита
366,Stütze::N,atrama,подпорка
367,Stütze::N,atspara,подпорка
368,Stange::N,lazda,жердь
369,Stange::N,kartis,жердь
370,Stock::N,lazda,палка
371,Stab::N,kartis,шест
372,Rohr::N,vamzdis,труба
373,Haus::N,namas,дом
374,Heim::N,namai,дом
375,Ofen::N,krosnis,печь
376,Fußboden::N,grindys,пол
377,Tisch::N,stalas,стол
378,Stuhl::N,kėdė,стул
379,Wiege::N,lopšys,колыбель
380,Bett::N,lova,постель
381,Bett::N,patalai,постель
382,Regal::N,lentyna,полка
383,Kiste::N,dėžė,ящик
384,Fenster::N,langas,окно
385,Tür::N,durys,дверь
386,Tor::N,vartai,ворота
387,Zaun::N,tvora,забор
388,Dach::N,stogas,крыша
389,Leiter::N,kopėčios,лестница
390,Besen::N,šluota,метла
391,Spaten::N,lopeta,лопата
392,Spaten::N,kastuvas,лопата
393,Schaufel::N,semtuvas,совок
394,Gabel::N,šakutė,вилка
395,Löffel::N,šaukštas,ложка
396,Messer::N,peilis,нож
397,Nagel::N,vinis,гвоздь
398,Netz::N,tinklas,сеть
399,Haken::N,vagis,крюк
400,Haken::N,kablys,крюк
401,Griff::N,kotas,ручка
402,Griff::N,rankena,ручка
403,Schloss::N,spyna,замок
404,Schloss::N,užraktas,замок
405,Bild::N,paveikslas,картина
406,Figur::N,figūra,фигура
407,Puppe::N,lėlė,кукла
408,Beutel::N,krepšys,мешок
409,Beutel::N,maišelis,мешок
410,Bündel::N,ryšulys,связка
411,Tasche::N,krepšelis,сумка
412,Eimer::N,kibiras,ведро
413,Deckel::N,dangtis,крышка
414,Geschirr::N,indai,посуда
415,Sack::N,maišas,мешок
416,Tasse::N,puodukas,чашка
417,Topf::N,puodas,кастрюля
418,Kessel::N,katilas,котел
419,Essen::N,valgis,еда
420,Nahrung::N,penas,пища
421,Nahrung::N,maistas,пища
422,Speise::N,patiekalas,блюдо
423,Speise::N,patiekalas,кушанье
424,Fleisch::N,mėsa,мясо
425,Getreide::N,javai,хлеб
426,Brei::N,košė,каша
427,Brot::N,duona,хлеб
428,Scheibe::N,riekė,ломоть
429,Fett::N,taukai,жир
430,Fett::N,riebalai,жир
431,Butter::N,sviestas,масло
432,Öl::N,aliejus,масло
433,Salz::N,druska,соль
434,Suppe::N,sriuba,суп
435,Honig::N,medus,мед
436,Milch::N,pienas,молоко
437,Tee::N,arbata,чай
438,Leder::N,oda,кожа
439,Wolle::N,vilna,шерсть
440,Stoff::N,audeklas,ткань
441,Nadel::N,adata,игла
442,Faden::N,gija,нитка
443,Faden::N,siūlas,нитка
444,Knopf::N,saga,пуговица
445,Knoten::N,mazgas,узел
446,Farbe::N,dažai,краска
447,Kleidung::N,rūbai,одежда
448,Kleidung::N,drabužiai,одежда
449,Hemd::N,marškiniai,рубашка
450,Kragen::N,apykaklė,воротник
451,Ärmel::N,rankovė,рукав
452,Hose::N,kelnės,брюки
453,Gürtel::N,juosta,пояс
454,Gürtel::N,diržas,пояс
455,Mütze::N,kepurė,шапка
456,Schuh::N,batas,ботинок
457,Stiefel::N,auliniai batai,сапог
458,Ring::N,žiedas,кольцо
459,Band::N,kaspinas,лента
460,Kamm::N,šukos,расческа
461,Spiegel::N,veidrodis,зеркало
462,Riemen::N,diržas,ремень
463,Schnur::N,virvė,веревка
464,Leine::N,pavadėlis,поводок
465,Decke::N,antklodė,одеяло
466,Kissen::N,pagalvė,подушка
467,Kissen::N,priegalvis,подушка
468,Tuch::N,skarelė,платок
469,Handtuch::N,rankšluostis,полотенце
470,Kraft::N,jėga,сила
471,Stärke::N,stiprumas,крепость
472,Gesundheit::N,sveikata,здоровье
473,Krankheit::N,liga,болезнь
474,Schmerz::N,skausmas,боль
475,Wunde::N,žaizda,рана
476,Fieber::N,karštis,лихорадка
477,Fieber::N,karštis,температура
478,Arznei::N,vaistas,лекарство
479,Brücke::N,tiltas,мост
480,Brunnen::N,šulinys,колодец
481,Weide::N,ganykla,пастбище
482,Weide::N,gluosnis,пастбище
483,Pfad::N,takas,тропа
484,Weg::N,kelias,путь
485,Weg::N,kelias,дорога
486,Straße::N,gatvė,улица
487,Straße::N,gatvė,дорога
488,Dorf::N,kaimas,деревня
489,Dorf::N,sodžius,деревня
490,Stadt::N,miestas,город
491,Brief::N,laiškas,письмо
492,Buch::N,knyga,книга
493,Buchstabe::N,raidė,буква
494,Zeitung::N,laikraštis,газета
495,Leben::N,gyvybė,жизнь
496,Leben::N,gyvenimas,жизнь
497,Tod::N,mirtis,смерть
498,Grab::N,kapas,могила
499,Kirche::N,bažnyčia,церковь
500,Sünde::N,nuodėmė,грех
501,Sünde::N,nusidėjimas,грех
502,Gott::N,dievas,бог
503,Arbeiter::N,darbininkas,рабочий
504,Chef::N,šefas,начальник
505,Chef::N,vadovas,начальник
506,Chef::N,viršininkas,начальник
507,Meister::N,meistras,мастер
508,Arzt::N,gydytojas,врач
509,Lehrer::N,mokytojas,учитель
510,Geld::N,pinigai,деньги
511,Geschäft::N,biznis,занятие
512,Laden::N,krautuvė,магазин
513,Laden::N,parduotuvė,магазин
514,Preis::N,kaina,цена
515,Ware::N,prekė,товар
516,Nutzen::N,nauda,выгода
517,Nutzen::N,pelnas,выгода
518,Reichtum::N,turtas,богатство
519,Welt::N,pasaulis,мир
520,Land::N,žemė,страна
521,Land::N,šalis,страна
522,Staat::N,valstija,государство
523,König::N,karalius,король
524,Macht::N,galia,власть
525,Macht::N,valdžia,власть
526,Grenze::N,riba,граница
527,Grenze::N,siena,граница
528,Krieg::N,karas,война
529,Feind::N,priešas,враг
530,Gewalt::N,jėga,насилие
531,Gewalt::N,smurtas,насилие
532,Gewalt::N,prievarta,насилие
533,Kampf::N,kova,борьба
534,Bogen[Waffe]::N,lankas,лук
535,Pfeil::N,strėlė,стрела
536,Gewehr::N,šautuvas,ружье
537,Fehler::N,klaida,ошибка
538,Lüge::N,melas,ложь
539,Schaden::N,nuostolis,вред
540,Schaden::N,apgadinimas,вред
541,Unglück::N,nelaimė,беда
542,Schuld::N,kaltė,вина
543,Alter::N,amžius,возраст
544,Schluss::N,pabaiga,окончание
545,Zeit::N,laikas,время
546,Tag::N,diena,день
547,Morgen::N,rytas,утро
548,Mittag::N,vidurdienis,полдень
549,Abend::N,vakaras,вечер
550,Nacht::N,naktis,ночь
551,Woche::N,savaitė,неделя
552,Monat::N,mėnuo,месяц
553,Jahr::N,metai,год
554,Frühling::N,pavasaris,весна
555,Sommer::N,vasara,лето
556,Herbst::N,ruduo,осень
557,Winter::N,žiema,зима
558,Januar::N,sausis,январь
559,Februar::N,vasaris,февраль
560,März::N,kovas,март
561,April::N,balandis,апрель
562,Mai::N,gegužė,май
563,Juni::N,birželis,июнь
564,Juli::N,liepa,июль
565,August::N,rugpjūtis,август
566,September::N,rugsėjis,сентябрь
567,Oktober::N,spalis,октябрь
568,November::N,lapkritis,ноябрь
569,Dezember::N,gruodis,декабрь
570,Montag::N,pirmadienis,понедельник
571,Dienstag::N,antradienis,вторник
572,Mittwoch::N,trečiadienis,среда
573,Donnerstag::N,ketvirtadienis,четверг
574,Freitag::N,penktadienis,пятница
575,Samstag::N,šeštadienis,суббота
576,Sonntag::N,sekmadienis,воскресенье
577,groß::A,didis,большой
578,groß::A,didelis,большой
579,klein::A,mažas,маленький
580,lang::A,ilgas,длинный
581,kurz::A,trumpas,короткий
582,breit::A,platus,широкий
583,schmal::A,smulkus,узкий
584,dicht::A,tankus,густой
585,dick[Gegenstand]::A,storas,толстый
586,dünn::A,plonas,тонкий
587,fein::A,smulkus,тонкий
588,fest::A,kietas,крепкий
589,fest::A,tvirtas,крепкий
590,flach::A,lėkštas,плоский
591,flach::A,plokščias,плоский
592,glatt::A,slidus,гладкий
593,hart::A,kietas,твердый
594,weich::A,minkštas,мягкий
595,rund::A,apvalus,круглый
596,rund::A,apskritas,круглый
597,spitz::A,aštrus,остроконечный
598,spitz::A,smailus,остроконечный
599,scharf::A,aštrus,острый
600,stumpf::A,bukas,тупой
601,stumpf::A,atšipęs,тупой
602,schwer::A,sunkus,тяжелый
603,schön::A,gražus,красивый
604,heiß::A,karštas,жаркий
605,warm::A,šiltas,теплый
606,kalt::A,šaltas,холодный
607,kühl::A,vėsus,прохладный
608,kühl::A,bejausmis,прохладный
609,frisch::A,šviežias,свежий
610,feucht::A,drėgnas,влажный
611,nass::A,šlapias,мокрый
612,trocken::A,sausas,сухой
613,voll::A,pilnas,полный
614,voll::A,pilnas,наполненный
615,leer::A,tuščias,пустой
616,offen::A,atviras,открытый
617,geschlossen::A,uždaras,закрытый
618,geschlossen::A,uždarytas,закрытый
619,sauber::A,švarus,чистый
620,schmutzig::A,nešvarus,грязный
621,schmutzig::A,purvinas,грязный
622,roh::A,žalias,сырой
623,reif::A,prinokęs,зрелый
624,reif::A,pribrendęs,зрелый
625,lecker::A,gardus,вкусный
626,süß::A,saldus,сладкий
627,bitter::A,kartus,горький
628,sauer::A,gižus,кислый
629,sauer::A,rūgštus,кислый
630,hell::A,šviesus,светлый
631,hell::A,skaistus,светлый
632,dunkel::A,tamsus,темный
633,schwarz::A,juodas,черный
634,weiß::A,baltas,белый
635,rot::A,raudonas,красный
636,gelb::A,geltonas,желтый
637,blau::A,mėlynas,синий
638,grün::A,žalias,зеленый
639,grau::A,pilkas,серый
640,bunt::A,margas,пестрый
641,bunt::A,spalvotas,пестрый
642,billig::A,pigus,дешевый
643,teuer::A,brangus,дорогой
644,wertvoll::A,vertingas,ценный
645,blind::A,aklas,слепой
646,taub::A,kurčias,глухой
647,kräftig::A,stiprus,могучий
648,stark::A,stiprus,сильный
649,schwach::A,silpnas,слабый
650,fett::A,riebus,жирный
651,schlank::A,laibas,стройный
652,schlank::A,lieknas,стройный
653,hübsch::A,gražus,прелестный
654,böse::A,blogas,злой
655,dumm::A,paikas,глупый
656,dumm::A,kvailas,глупый
657,faul::A,tingus,ленивый
658,fleißig::A,stropus,прилежный
659,fleißig::A,kruopštus,прилежный
660,geizig::A,šykštus,жадный
661,klug::A,sumanus,умный
662,klug::A,protingas,умный
663,geschickt::A,apsukrus,искусный
664,lieb::A,mielas,милый
665,lustig::A,smagus,веселый
666,lustig::A,linksmas,веселый
667,sanft::A,švelnus,нежный
668,sanft::A,minkštas,нежный
669,hungrig::A,alkanas,голодный
670,krank::A,ligotas,больной
671,krank::A,sergantis,больной
672,nackt::A,nuogas,голый
673,traurig::A,liūdnas,грустный
674,lebendig::A,gyvas,живой
675,gut::A,geras,хороший
676,schlecht::A,blogas,плохой
677,schlecht::A,prastas,плохой
678,richtig::A,tikras,правильный
679,richtig::A,teisingas,правильный
680,schlimm::A,blogas,отвратительный
681,schlimm::A,blogas,мерзкий
682,schlimm::A,prastas,отвратительный
683,schlimm::A,prastas,мерзкий
684,wahr::A,tikras,настоящий
685,alt::A,senas,старый
686,neu::A,naujas,новый
687,ehemalig::A,buvęs,бывший
688,alt[Lebewesen]::A,pagyvenęs,пожилой
689,jung::A,jaunas,молодой
690,arm::A,neturtingas,бедный
691,reich::A,turtingas,богатый
692,bekannt::A,žinomas,знакомый
693,bekannt::A,pažįstamas,знакомый
694,berühmt::A,žymus,знаменитый
695,berühmt::A,garsus,знаменитый
696,fremd::A,svetimas,чужой
697,verschieden::A,įvairus,разный
698,nah::A,artimas,близкий
699,fern::A,tolimas,далекий
700,linker::A,kairys,левый
701,rechter::A,dešinys,правый
702,anderer::A,kitas,другой
703,erster::A,pirmas,первый
704,zweiter::A,antras,второй
705,dritter::A,trečias,третий
706,letzter::A,paskutinis,последний
707,allein::ADV,vienas,один
708,auf einmal::ADV,iš karto,сразу
709,zusammen::ADV,kartu,вместе
710,zusammen::ADV,drauge,вместе
711,lange::ADV,ilgai,долго
712,plötzlich::ADV,staiga,вдруг
713,sofort::ADV,tuojau,тотчас
714,später::ADV,vėliau,позже
715,später::ADV,paskiau,позже
716,jetzt::ADV,dabãr,сейчас
717,heute::ADV,šiandien,сегодня
718,morgen::ADV,rytoj,завтра
719,bald::ADV,greitai,скоро
720,bald::ADV,netrukus,скоро
721,dann::ADV,po to,потом
722,gestern::ADV,vakar,вчера
723,einst::ADV,kadaise,однажды
724,einst::ADV,kitą kartą,однажды
725,damals::ADV,anuomet,тогда
726,damals::ADV,anuokart,тогда
727,danach::ADV,po to,затем
728,danach::ADV,paskui,затем
729,vorher::ADV,anksčiau,раньше
730,zuerst::ADV,pirma,сперва
731,zuerst::ADV,iš pradžių̃,сперва
732,einmal::ADV,kartą,раз
733,einmal::ADV,vieną kartą,раз
734,manchmal::ADV,kai kada,иногда
735,oft::ADV,dažnai,часто
736,immer::ADV,visada,всегда
737,immer::ADV,visuomet,всегда
738,niemals::ADV,niekada,никогда
739,niemals::ADV,niekuomet,никогда
740,hier::ADV,čia,здесь
741,hierhin::ADV,šen,сюда
742,hierhin::ADV,čionai,сюда
743,von hier::ADV,iš čia,отсюда
744,dort::ADV,ten,там
745,dort::ADV,tenai,там
746,dorthin::ADV,ten,туда
747,dorthin::ADV,ten link,туда
748,geradeaus::ADV,tiesiai,прямо
749,vorwärts::ADV,pirmyn,вперед
750,rückwärts::ADV,atbulai,назад
751,zurück::ADV,atgal,обратно
752,unten::ADV,žemai,внизу
753,unten::ADV,apačioje,внизу
754,hinab::ADV,žemyn,вниз
755,oben::ADV,viršuj,наверху
756,hinauf::ADV,aukštyn,вверх
757,hinauf::ADV,į viršų,вверх
758,überall::ADV,visur,везде
759,nicht::ADV,ne,не
760,ein wenig::ADV,truputį,немного
761,kaum::ADV,vos,едва
762,sehr::ADV,labai,очень
763,sehr::ADV,baisiai,очень
764,so::ADV,taip,так
765,noch::ADV,dar,еще
766,nur::ADV,tik,только
767,nur::ADV,vien,только
768,schon::ADV,jau,уже
769,wieder::ADV,vėl,опять
770,wieder::ADV,iš naujo,опять
771,vergebens::ADV,veltui,напрасно
772,vergebens::ADV,bergždžiai,напрасно
773,vor::PRP,prieš,перед
774,hinter::PRP,už,за
775,hinter::PRP,už,позади
776,unter::PRP,po,под
777,durch::PRP,pro,сквозь
778,durch::PRP,per,сквозь
779,neben::PRP,prie,возле
780,neben::PRP,šalia,возле
781,zwischen::PRP,tarp,между
782,wegen::PRP,dėl,из-за
783,wegen::PRP,dėlei,из-за
784,dies::PRN,šis,это
785,dies::PRN,šitas,это
786,das::PRN,tat,то
787,alles::PRN,visas,все
788,ich::PRN,aš,я
789,du::PRN,tu,ты
790,er::PRN,jis,он
791,wir::PRN,mes,мы
792,ihr::PRN,jūs,вы
793,sie::PRN,ji,они
794,sie::PRN,jos,они
795,was::FPRN,kas,что
796,wer::FPRN,kas,кто
797,wo::FADV,kur,где
798,wohin::FADV,kur,куда
799,wohin::FADV,kur link,куда
800,wie::FADV,kaip,как
801,warum::FADV,kod̃ėl,почему
802,warum::FADV,dėl ko,почему
803,wieviel::FNUM,kiek,сколько
804,eins::NUM,vienas,один
805,zwei::NUM,du,два
806,drei::NUM,trys,три
807,vier::NUM,keturi,четыре
808,fünf::NUM,penki,пять
809,sechs::NUM,šeši,шесть
810,sieben::NUM,septyni,семь
811,acht::NUM,aštuoni,восемь
812,neun::NUM,devyni,девять
813,zehn::NUM,dešimt,десять
814,elf::NUM,vienuolika,одиннадцать
815,zwölf::NUM,dvylika,двенадцать
816,zwanzig::NUM,dvidešimt,двадцать
