,Concept_ID,tt,bg
400,Stuhl::N,утыргыч,стол
401,Wiege::N,бишек,люлка
402,Bett::N,ятак,легло
403,Bett::N,ятак,креват
404,Bett::N,урын-җир,легло
405,Bett::N,урын-җир,креват
406,Regal::N,киштә,рафт
407,Regal::N,киштә,етажерка
408,Regal::N,шүрлек,рафт
409,Regal::N,шүрлек,етажерка
410,Kiste::N,әрҗә,кутия
411,Kiste::N,әрҗә,сандък
412,Fenster::N,тәрәзә,прозорец
413,Tür::N,ишек,врата
414,Tor::N,капка,врата
415,Zaun::N,койма,ограда
416,Dach::N,түбә,покрив
417,Leiter::N,баскыч,стълба
418,Besen::N,себерке,метла
419,Spaten::N,көрәк,лопата
420,Schaufel::N,көрәк,лопата
421,Gabel::N,чәннечке,вилица
422,Löffel::N,кашык,лъжица
423,Messer::N,пычак,нож
424,Nagel::N,кадак,гвоздей
425,Netz::N,челтәр,мрежа
426,Haken::N,ыргак,кука
427,Haken::N,ыргак,закачалка
428,Griff::N,тотка,ръчка
429,Griff::N,тотка,дръжка
430,Schloss::N,йозак,брава
431,Schloss::N,йозак,ключалка
432,Bild::N,рәсем,картина
433,Bild::N,картина,картина
434,Figur::N,сын,фигура
435,Figur::N,фигура,фигура
436,Puppe::N,курчак,кукла
437,Beutel::N,луза,кесия
438,Bündel::N,бәйләм,връзка
439,Tasche::N,букча,чанта
440,Eimer::N,чиләк,кофа
441,Deckel::N,капкач,капак
442,Deckel::N,капкач,похлупак
443,Geschirr::N,савыт-саба,съдове
444,Geschirr::N,кашык-аяк,съдове
445,Sack::N,капчык,чувал
446,Tasse::N,чынаяк,чаша
447,Topf::N,чүлмәк,гърне
448,Topf::N,чүлмәк,тенджера
449,Kessel::N,казан,котел
450,Essen::N,ашау,ядене
451,Nahrung::N,азык,храна
452,Nahrung::N,тәгам,храна
453,Nahrung::N,ашамлык,храна
454,Speise::N,ризык,ястие
455,Fleisch::N,ит,месо
456,Getreide::N,ашлык,зърнено храни
457,Brei::N,ботка,каша
458,Brot::N,ипи,хляб
459,Brot::N,икмәк,хляб
460,Scheibe::N,телем,резен
461,Fett::N,май,мазнина
462,Butter::N,май,масло
463,Öl::N,май,олио
464,Öl::N,май,оливия
465,Salz::N,тоз,сол
466,Suppe::N,шулпа,супа
467,Honig::N,бал,мед
468,Milch::N,сөт,мляко
469,Tee::N,чәй,чай
470,Leder::N,күн,кожа
471,Wolle::N,йон,вълна
472,Stoff::N,тукыма,плат
473,Stoff::N,тукыма,материал
474,Nadel::N,энә,игла
475,Faden::N,җеп,конец
476,Knopf::N,төймә,копче
477,Knoten::N,төен,възел
478,Farbe::N,буяу,боя
479,Kleidung::N,кием,дрехи
480,Kleidung::N,кием,облекло
481,Hemd::N,күлмәк,риза
482,Kragen::N,яка,яка
483,Ärmel::N,җиң,ръкав
484,Hose::N,чалбар,панталони
485,Gürtel::N,билбау,пояс
486,Gürtel::N,билбау,колан
487,Mütze::N,бүрек,каскет
488,Mütze::N,бүрек,фуражка
489,Schuh::N,башмак,обувка
490,Stiefel::N,итек,ботуш
491,Ring::N,балдак,пръстен
492,Band::N,тасма,лента
493,Band::N,тасма,връзка
494,Kamm::N,тарак,гребен
495,Spiegel::N,көзге,огледало
496,Riemen::N,каеш,каиш
497,Riemen::N,каеш,ремък
498,Schnur::N,бау,връв
499,Leine::N,тезген,връв
500,Leine::N,тезген,въже
501,Decke::N,юрган,покривка
502,Kissen::N,мендәр,възглавница
503,Tuch::N,яулык,сукно
504,Handtuch::N,сөлгә,пешкир
505,Handtuch::N,сөлгә,кърпа за лице
506,Kraft::N,егәр,мощ
507,Kraft::N,егәр,сила
508,Kraft::N,дәрман,мощ
509,Kraft::N,дәрман,сила
510,Stärke::N,көч,сила
511,Stärke::N,дәрман,сила
512,Gesundheit::N,саулык,здраве
513,Krankheit::N,чир,болест
514,Krankheit::N,хаста,болест
515,Krankheit::N,сырхау,болест
516,Schmerz::N,авырту,болка
517,Wunde::N,яра,рана
518,Wunde::N,җәрәхәт,рана
519,Fieber::N,бизгәк,треска
520,Fieber::N,бизгәк,температура
521,Arznei::N,дару,лек
522,Arznei::N,дару,лекарство
523,Brücke::N,күпер,мост
524,Brunnen::N,кое,чешма
525,Brunnen::N,кое,кладенец
526,Weide::N,утлавык,паша
527,Weide::N,утлавык,пасище
528,Pfad::N,сукмак,пътека
529,Weg::N,юл,път
530,Straße::N,урам,шосе
531,Dorf::N,авыл,село
532,Stadt::N,шәһәр,град
533,Brief::N,хат,писмо
534,Buch::N,китап,книга
535,Buchstabe::N,хәреф,буква
536,Zeitung::N,газет,вестник
537,Zeitung::N,газета,вестник
538,Leben::N,гомер,живот
539,Leben::N,тормыш,живот
540,Leben::N,тереклек,живот
541,Tod::N,үлем,смърт
542,Grab::N,гүр,гроб
543,Grab::N,кабер,гроб
544,Kirche::N,чиркәү,църква
545,Sünde::N,язык,грях
546,Sünde::N,гөнаһ,грях
547,Gott::N,алла,бог
548,Gott::N,ходай,бог
549,Arbeiter::N,эшче,работник
550,Chef::N,башлык,шеф
551,Chef::N,башлык,началник
552,Meister::N,оста,майстор
553,Arzt::N,врач,лекар
554,Arzt::N,табиб,лекар
555,Lehrer::N,укытучы,учител
556,Lehrer::N,мөгаллим,учител
557,Geld::N,акча,пари
558,Geschäft::N,эш,сделка
559,Laden::N,кибет,дюкян
560,Laden::N,кибет,магазин
561,Laden::N,магазин,дюкян
562,Laden::N,магазин,магазин
563,Preis::N,бәя,цена
564,Preis::N,бәһа,цена
565,Ware::N,товар,стока
566,Nutzen::N,файда,полза
567,Nutzen::N,файда,облага
568,Reichtum::N,байлык,богатство
569,Welt::N,дөнья,свят
570,Land::N,ил,страна
571,Staat::N,дәүләт,щат
572,Staat::N,дәүләт,държава
573,König::N,патша,крал
574,Macht::N,хакимият,мощ
575,Macht::N,хакимият,власт
576,Grenze::N,чик,граница
577,Krieg::N,сугыш,война
578,Feind::N,дошман,враг
579,Feind::N,дошман,неприятел
580,Gewalt::N,көчләү,сила
581,Gewalt::N,көчләү,насилие
582,Kampf::N,көрәш,борба
583,Kampf::N,көрәш,сражение
584,Bogen[Waffe]::N,җәя,лък
585,Pfeil::N,ук,стрела
586,Gewehr::N,мылтык,пушка
587,Fehler::N,хата,грешка
588,Lüge::N,ялган,лъжа
589,Schaden::N,зыян,повреда
590,Schaden::N,зарар,повреда
591,Unglück::N,бәла,нещастие
592,Schuld::N,гаеп,вина
593,Alter::N,яшь,възраст
594,Schluss::N,ахыр,край
595,Zeit::N,заман,време
596,Tag::N,көн,ден
597,Morgen::N,иртә,утро
598,Morgen::N,иртә,сутрин
599,Mittag::N,өйлә,обед
600,Mittag::N,өйлә,пладне
601,Abend::N,кич,вечер
602,Nacht::N,төн,нощ
603,Woche::N,атна,седмица
604,Monat::N,ай,месец
605,Jahr::N,ел,година
606,Frühling::N,яз,пролет
607,Sommer::N,җәй,лято
608,Herbst::N,көз,есен
609,Winter::N,кыш,зима
610,Januar::N,гыйнвар,януари
611,Februar::N,февраль,февруари
612,März::N,март,март
613,April::N,апрель,април
614,Mai::N,май,май
615,Juni::N,июнь,юни
616,Juli::N,июль,юли
617,August::N,август,август
618,September::N,сентябрь,септември
619,Oktober::N,октябрь,октомври
620,November::N,ноябрь,ноември
621,Dezember::N,декабрь,декември
622,Montag::N,дүшәмбе,понеделник
623,Dienstag::N,сишәмбе,вторник
624,Mittwoch::N,чәршәмбе,сряда
625,Donnerstag::N,атнакич,четвъртък
626,Donnerstag::N,пәнҗешәмбе,четвъртък
627,Freitag::N,җомга,петък
628,Samstag::N,шимбә,събота
629,Sonntag::N,якшәмбе,неделя
630,groß::A,зур,едър
631,groß::A,зур,голям
632,klein::A,кечкенә,малък
633,klein::A,кечкенә,дребен
634,lang::A,озын,дълъг
635,kurz::A,кыска,къс
636,breit::A,киң,широк
637,schmal::A,кысык,тесен
638,dicht::A,куе,гъст
639,dick[Gegenstand]::A,калын,дебел
640,dünn::A,нечкә,тънък
641,fein::A,нәзакәтле,фин
642,fein::A,нәзакәтле,тънък
643,fest::A,нык,твърд
644,fest::A,нык,плътен
645,flach::A,яссы,равен
646,flach::A,яссы,плосък
647,flach::A,ялпак,равен
648,flach::A,ялпак,плосък
649,glatt::A,шома,гладък
650,hart::A,каты,твърд
651,hart::A,каты,корав
652,weich::A,йомшак,мек
653,rund::A,түгәрәк,кръгъл
654,spitz::A,очлы,островръх
655,scharf::A,үткен,остър
656,stumpf::A,үтмәс,тъп
657,schwer::A,салмак,тежък
658,schön::A,гүзәл,хубав
659,schön::A,гүзәл,красив
660,heiß::A,эссе,жарък
661,warm::A,җылы,топъл
662,kalt::A,суык,студен
663,kalt::A,салкын,студен
664,kühl::A,салкынча,хладен
665,frisch::A,салкынча,свеж
666,feucht::A,юеш,влажен
667,nass::A,дымлы,мокър
668,trocken::A,коры,сух
669,voll::A,тулы,пълен
670,leer::A,буш,празен
671,offen::A,ачык,откровен
672,geschlossen::A,йомык,закрит
673,geschlossen::A,йомык,затворен
674,sauber::A,пакь,чист
675,sauber::A,чиста,чист
676,schmutzig::A,керле,мръсен
677,schmutzig::A,пычрак,мръсен
678,roh::A,чи,суров
679,reif::A,өлгергән,зрял
680,lecker::A,тәмле,вкусен
681,süß::A,татлы,сладък
682,bitter::A,ачы,горчив
683,sauer::A,әче,кисел
684,hell::A,якты,ясен
685,hell::A,якты,светъл
686,dunkel::A,кара,тъмен
687,schwarz::A,кара,черен
688,weiß::A,ак,бял
689,rot::A,кызыл,червен
690,gelb::A,сары,жълт
691,blau::A,күк,син
692,grün::A,яшел,зелен
693,grau::A,соры,сив
694,bunt::A,чуар,шарен
695,bunt::A,чуар,пъстър
696,billig::A,арзан,евтин
697,teuer::A,хаклы,скъп
698,wertvoll::A,кыйммәтле,ценен
699,blind::A,сукыр,сляп
700,blind::A,күзсез,сляп
701,taub::A,чукрак,глух
702,taub::A,саңгырау,глух
703,kräftig::A,егәрле,силен
704,stark::A,нык,здрав
705,stark::A,нык,силен
706,stark::A,базык,здрав
707,stark::A,базык,силен
708,schwach::A,зәгыйфь,слаб
709,fett::A,симез,тлъст
710,schlank::A,нәзек,тънък
711,schlank::A,нәзек,строен
712,hübsch::A,чибәр,хубав
713,böse::A,усал,зъл
714,dumm::A,акылсыз,глупав
715,faul::A,ялкау,ленив
716,faul::A,ялкау,мързелив
717,faul::A,иренчәк,ленив
718,faul::A,иренчәк,мързелив
719,fleißig::A,тырыш,прилежен
720,fleißig::A,тырышучан,прилежен
721,geizig::A,саран,скъпернически
722,klug::A,акыллы,умен
723,klug::A,акыллы,разумен
724,geschickt::A,маһир,умел
725,geschickt::A,маһир,сръчен
726,lieb::A,сөекле,мил
727,lieb::A,сөекле,драг
728,lustig::A,күңелле,весел
729,sanft::A,басынкы,нежен
730,sanft::A,басынкы,кротък
731,hungrig::A,ач,гладен
732,krank::A,чирле,болен
733,krank::A,сырхау,болен
734,nackt::A,шәрә,гол
735,traurig::A,ямансу,тъжен
736,traurig::A,ямансу,печален
737,lebendig::A,тере,жив
738,gut::A,яхшы,добър
739,schlecht::A,начар,лош
740,richtig::A,дөрес,правилен
741,schlimm::A,әшәкә,лош
742,wahr::A,чып-чын,верен
743,wahr::A,чып-чын,истински
744,alt::A,иске,стар
745,alt::A,иске,древен
746,neu::A,яңа,нов
747,ehemalig::A,элекке,бивш
748,alt[Lebewesen]::A,карт,стар
749,jung::A,яшь,млад
750,arm::A,фәкыйрь,беден
751,reich::A,бай,богат
752,bekannt::A,таныш,познат
753,bekannt::A,таныш,известен
754,berühmt::A,атаклы,почут
755,berühmt::A,атаклы,известен
756,fremd::A,ят,чужд
757,verschieden::A,төрле,разен
758,verschieden::A,төрле,различен
759,nah::A,якын,близък
760,fern::A,ерак,далечен
761,linker::A,сул,ляв
762,rechter::A,уң,прав
763,anderer::A,бүтән,друг
764,erster::A,беренче,пръв
765,erster::A,беренче,първи
766,zweiter::A,икенче,втори
767,dritter::A,өченче,трети
768,letzter::A,ахыргы,последен
769,allein::ADV,ялгыз,само
770,auf einmal::ADV,бердән,същевременно
771,zusammen::ADV,бергә,заедно
772,lange::ADV,озак,дълго
773,plötzlich::ADV,искәрмәстән,изведнъж
774,sofort::ADV,хәзер,веднага
775,später::ADV,соңрак,по-късно
776,jetzt::ADV,хәзер,сега
777,heute::ADV,бүген,днес
778,morgen::ADV,иртәгә,утре
779,bald::ADV,тиздән,скоро
780,dann::ADV,аннары,после
781,dann::ADV,аннары,тогава
782,gestern::ADV,кичә,вчера
783,einst::ADV,берчак,някога
784,damals::ADV,ул вакытта,тогава
785,damals::ADV,ул чакта,тогава
786,danach::ADV,да,после
787,danach::ADV,да,след това
788,vorher::ADV,элек,преди
789,vorher::ADV,элек,преди това
790,zuerst::ADV,башта,най-напред
791,einmal::ADV,бер,веднъж
792,einmal::ADV,бер,един път
793,einmal::ADV,бер мәртәбә,веднъж
794,einmal::ADV,бер мәртәбә,един път
795,manchmal::ADV,кайчакта,понякога
796,oft::ADV,еш,често
797,immer::ADV,һәркайчан,винаги
798,niemals::ADV,hичбер вакыт,никога
799,hier::ADV,монда,тук
800,hier::ADV,монда,тука
801,hier::ADV,биредә,тук
802,hier::ADV,биредә,тука
803,hierhin::ADV,монда,насам
804,von hier::ADV,моннан,оттук
805,von hier::ADV,моннан,оттука
806,dort::ADV,анда,там
807,dorthin::ADV,тегеләй,натам
808,dorthin::ADV,тегеләй,нататък
809,geradeaus::ADV,турыдан-туры,направо
810,vorwärts::ADV,алга,напред
811,rückwärts::ADV,кире,назад
812,zurück::ADV,кире,обратно
813,unten::ADV,түбәндә,долу
814,hinab::ADV,аска,надолу
815,oben::ADV,өстә,горе
816,oben::ADV,югарыда,горе
817,hinauf::ADV,өскә,нагоре
818,überall::ADV,hәркайда,навсякъде
819,nicht::ADV,түгел,не
820,ein wenig::ADV,бераз,малко
821,kaum::ADV,көчкә,едва
822,kaum::ADV,көчкә,едвам
823,sehr::ADV,бик,много
824,sehr::ADV,бик,твърде
825,so::ADV,алай,тъй
826,so::ADV,алай,така
827,noch::ADV,янә,още
828,noch::ADV,тагын,още
829,nur::ADV,фәкать,само
830,schon::ADV,инде,вече
831,wieder::ADV,янә,пак
832,wieder::ADV,янә,отново
833,wieder::ADV,тагын,пак
834,wieder::ADV,тагын,отново
835,vergebens::ADV,юкка,напразно
836,vor::PRP,алдыннан,пред
837,hinter::PRP,арттан,зад
838,unter::PRP,астында,под
839,durch::PRP,аша,през
840,neben::PRP,тирәсендә,до
841,neben::PRP,тирәсендә,при
