,Concept_ID,vep,ja
127,Wurzel::N,jur',根
128,Baum::N,pu,木
129,Stamm::N,tüvi,幹
130,Rinde::N,kor',皮層
131,Ast::N,oks,枝
132,Zweig::N,oks,小枝
133,Zweig::N,barb,小枝
134,Blatt::N,lehtez,葉
135,Birke::N,koiv,樺
136,Kiefer[Baum]::N,pedai,松
137,Weide[Baum]::N,raid,柳
138,Tanne::N,kuz',樅
139,Horn::N,sar'v,角
140,Feder::N,höuneh,羽根
141,Fell::N,nahk,毛皮
142,Flügel::N,suug,羽
143,Klaue::N,künz',鉤爪
144,Kralle::N,künz',爪
145,Schwanz::N,händ,尻尾
146,Ei::N,muna,卵
147,Nest::N,peza,巣
148,Bau::N,uru,穴
149,Tier::N,živat,動物
150,Herde::N,kogo,群れ
151,Kuh::N,lehm,牛
152,Bulle::N,härg,雄牛
153,Pferd::N,hebo,馬
154,Schaf::N,lambaz,羊
155,Schwein::N,siga,豚
156,Hund::N,koir,犬
157,Katze::N,kaži,猫
158,Bär::N,kondi,熊
159,Eichhörnchen::N,orav,栗鼠
160,Elch::N,hirb',ヘラジカ
161,Fuchs::N,reboi,狐
162,Hase::N,jäniš,兎
163,Maus::N,hir',鼠
164,Wolf::N,händikaz,狼
165,Vogel::N,lind,鳥
166,Schwarm::N,parveh,群れ
167,Huhn::N,kana,鶏
168,Hahn::N,kukoi,雄鶏
169,Gans::N,hanh',ガチョウ
170,Adler::N,orl,鷲
171,Ente::N,sorz,鴨
172,Eule::N,hir'pulo,フクロウ
173,Kranich::N,kurg,鶴
174,Krähe::N,variš,烏
175,Kuckuck::N,kägi,郭公
176,Schwan::N,joucen,白鳥
177,Fisch::N,kala,魚
178,Barsch::N,ahven,鱸
179,Hecht::N,haug',川魳
180,Schlange[Tier]::N,kü,蛇
181,Schlange[Tier]::N,mado,蛇
182,Wurm::N,mado,虫
183,Spinne::N,hämähouk,蜘蛛
184,Ameise::N,murahaine,蟻
185,Laus::N,täi,虱
186,Mücke::N,säs'k,蚊
187,Fliege::N,kärbhaine,蝿
188,Schmetterling::N,lipkaine,蝶
189,Beere::N,marj,漿果
190,Apfel::N,jablok,林檎
191,Pilz::N,sen',茸
192,Pilz::N,babuk,茸
193,Zwiebel::N,lauk,玉葱
194,Saat::N,semned,種
195,Korn::N,jüvä,粒
196,Korn::N,vill',粒
197,Heu::N,hein,干し草
198,Schale::N,kor',皮
199,Grube::N,kop,穴
200,Falle::N,rida,わな
201,Schlinge::N,rihm,輪
202,Spur::N,jäl'g,跡
203,Asche::N,tuhk,灰
204,Dreck::N,redu,泥
205,Dreck::N,pačak,泥
206,Eisen::N,raud,鉄
207,Gold::N,kuld,金
208,Silber::N,hobed,銀
209,Kohle::N,hil',炭
210,Glas::N,stökol,ガラス
211,Lehm::N,savi,ローム
212,Sand::N,lete,砂
213,Mensch::N,mez',人
214,Mensch::N,ristit,人
215,Mann::N,mez',男
216,Mann::N,mez',男性
217,Frau::N,naine,女
218,Frau::N,naine,女性
219,Kind::N,laps',子
220,Kind::N,laps',子供
221,Junge::N,poig,男の子
222,Junge::N,prihaine,男の子
223,Mädchen::N,neičukaine,女の子
224,Familie::N,kanz,家族
225,Familie::N,pereh,家族
226,Großvater::N,ded,祖父
227,Großvater::N,ded,おじいさん
228,Großmutter::N,bab,祖母
229,Großmutter::N,bab,おばあさん
230,Eltern::N,vanhembad,親
231,Eltern::N,vanhembad,両親
232,Eltern::N,kazvatajad,親
233,Eltern::N,kazvatajad,両親
234,Vater::N,tat,父
235,Vater::N,tat,お父さん
236,Mutter::N,mam,母
237,Mutter::N,mam,お母さん
238,Sohn::N,poig,息子
239,Sohn::N,poig,息子さん
240,Tochter::N,tütär,娘
241,Tochter::N,tütär,お嬢さん
242,Bruder::N,veik,弟
243,Bruder::N,vell',弟
244,Schwester::N,čiža,妹
245,Schwester::N,sizar,妹
246,Onkel::N,däd',伯父
247,Onkel::N,däd',伯父さん
248,Tante::N,tädi,叔母
249,Tante::N,tädi,叔母さん
250,Ehemann::N,mužik,夫
251,Ehemann::N,mužik,主人
252,Ehefrau::N,ak,妻
253,Ehefrau::N,ak,奥さん
254,Freude::N,ilo,喜び
255,Freude::N,ihastuz,喜び
256,Gelächter::N,nagr,笑い
257,Glück::N,oza,幸せ
258,Kummer::N,gor'a,悩み
259,Wunsch::N,taht,希望
260,Lust::N,himo,気
261,Geist::N,heng,精神
262,Gedanke::N,meletuz,考え
263,Gedächtnis::N,mušt,記憶
264,Verstand::N,mel',理解力
265,Sinn::N,jüvä,意味
266,Grund::N,sü,理由
267,Wahrheit::N,tozi,真実
268,Gespräch::N,lodu,会話
269,Gespräch::N,pagin,会話
270,Märchen::N,sarn,童話
271,Erzählung::N,sanutez,物語
272,Nachricht::N,tedotuz,報告
273,Neuigkeit::N,uzištuz,ニュース
274,Name::N,nimi,名前
275,Rätsel::N,ozoitez,謎
276,Rede::N,pagin,演説
277,Rede::N,sanad,演説
278,Sprache::N,kel',言語
279,Stimme::N,än',声
280,Wort::N,sana,言葉
281,Zeichen::N,znam,記号
282,Ruf::N,kida,呼び声
283,Ruf::N,kucund,呼び声
284,Lärm::N,judu,騒音
285,Laut::N,kulund,音
286,Ton::N,kulund,音
287,Lied::N,pajo,歌
288,Ruhe::N,lebu,静けさ
289,Leute::N,rahvaz,人々
290,Volk::N,rahvaz,民族
291,Arbeit::N,tö,仕事
292,Arbeit::N,rad,仕事
293,Gast::N,adiv,客
294,Geschenk::N,lahj,贈り物
295,Spiel::N,vänd,遊び
296,Gesellschaft::N,sebr,社会
297,Hilfe::N,abu,援助
298,Freund::N,sebranik,友達
299,Kamerad::N,sebranik,同志
300,Angelegenheit::N,azj,件
301,Anzahl::N,lugu,数
302,Art::N,rod,種類
303,Art::N,rodsugu,種類
304,Stück::N,pala,部分
305,Stück::N,supal,部分
306,Teil::N,pala,部分
307,Hälfte::N,pol',半分
308,Kreis::N,ümbruz,円
309,Kreis::N,kehkruz,円
310,Kreuz::N,rist,十字
311,Linie::N,pird,線
312,Strich::N,pird,線
313,Abstand::N,keskust,距離
314,Entfernung::N,matk,距離
315,Gegend::N,taho,辺
316,Gegend::N,taho,地域
317,Platz::N,avaruz',ゆとり
318,Ort::N,koht,所
319,Ort::N,koht,場所
320,Seite::N,pol',横
321,Seite::N,kül'g,横
322,Mitte::N,kesk,真ん中
323,Gegenstand::N,kalu,物件
324,Sache::N,azj,物
325,Rand::N,röun,端
326,Kante::N,röun,縁
327,Ecke::N,saum,角
328,Spitze::N,agjaine,先頭
329,Ende::N,agj,端
330,Loch::N,reig,穴
331,Winkel::N,čoga,片隅
332,Winkel::N,saum,片隅
333,Muster::N,kirjam,模様
334,Größe::N,suruz',大きさ
335,Länge::N,piduz,長さ
336,Höhe::N,korktuz',高さ
337,Gewicht::N,jügu,重さ
338,Gewicht::N,vedäduz,重さ
339,Menge::N,äjüz',量
340,Haufen::N,kogo,堆積
341,Reihe::N,rivi,並び
342,Boot::N,veneh,ボート
343,Ruder::N,air,オール
344,Schlitten::N,regi,そり
345,Schlitten::N,regut,そり
346,Ski::N,suks',スキー
347,Lagerfeuer::N,nodj,篝火
348,Lagerfeuer::N,pažag,篝火
349,Last::N,jüguz,荷物
350,Gang::N,astund,歩み
351,Schritt::N,hašk,歩
352,Norden::N,pohjoine,北
353,Süden::N,suvi,南
354,Westen::N,päivlaskm,西
355,Osten::N,päivnouzm,東
356,Holz::N,pu,木
357,Holz::N,pu,木材
358,Brett::N,laud,板
359,Platte::N,keitim,盤
360,Stütze::N,tugi,支柱
361,Stange::N,arz',棒
362,Stock::N,kalu,杖
363,Stab::N,seibaz,棒
364,Rohr::N,torv,管
365,Haus::N,pert',家
366,Heim::N,kodi,家
367,Ofen::N,päč,ストーブ
368,Fußboden::N,lava,床
369,Tisch::N,laud,机
370,Tisch::N,stal'c,机
371,Stuhl::N,ištim,椅子
372,Wiege::N,kätte,揺籃
373,Bett::N,sija,ベッド
374,Bett::N,magaduzsija,ベッド
375,Regal::N,palič,棚
376,Kiste::N,mülütim,箱
377,Fenster::N,ikun,窓
378,Tür::N,uks',戸
379,Tür::N,uks',ドア
380,Tor::N,verai,門
381,Zaun::N,aid,垣根
382,Dach::N,katuz,屋根
383,Leiter::N,pordhad,梯子
384,Besen::N,lud,ほうき
385,Besen::N,vast,ほうき
386,Spaten::N,labid,スコップ
387,Schaufel::N,labid,シャベル
388,Gabel::N,hangoine,フォーク
389,Löffel::N,luzik,スプーン
390,Messer::N,veič,ナイフ
391,Nagel::N,nagl,釘
392,Netz::N,verk,網
393,Haken::N,kouk,鉤
394,Haken::N,kouk,フック
395,Griff::N,kägä,取っ手
396,Griff::N,varz',取っ手
397,Schloss::N,lukkol,錠
398,Bild::N,kuva,絵
399,Figur::N,figur,像
400,Puppe::N,tätüine,人形
401,Beutel::N,havad,袋
402,Bündel::N,toppaz,束
403,Bündel::N,toppaz,包み
404,Bündel::N,käč,束
405,Bündel::N,käč,包み
406,Tasche::N,sumk,かばん
407,Eimer::N,vädr,バケツ
408,Deckel::N,katuz,蓋
409,Geschirr::N,astii,食器
410,Sack::N,havad,袋
411,Tasse::N,čašk,カップ
412,Topf::N,pada,鍋
413,Kessel::N,katil,釜
414,Essen::N,sönd,食事
415,Nahrung::N,söm,食物
416,Speise::N,sömine,料理
417,Fleisch::N,liha,肉
418,Getreide::N,vill',麦
419,Getreide::N,vill',穀物
420,Brei::N,pudr,粥
421,Brot::N,leib,パン
422,Scheibe::N,bibaleh,枚
423,Scheibe::N,bibaleh,切れ
424,Scheibe::N,šlik,枚
425,Scheibe::N,šlik,切れ
426,Fett::N,razv,脂肪
427,Butter::N,voi,バター
428,Öl::N,voi,油
429,Salz::N,sol,塩
430,Suppe::N,lem',スープ
431,Suppe::N,keitoz,スープ
432,Honig::N,mezi,蜂蜜
433,Milch::N,maid,牛乳
434,Tee::N,čai,茶
435,Tee::N,čai,お茶
436,Leder::N,nahk,革
437,Wolle::N,vill,毛糸
438,Stoff::N,kangaz,布
439,Nadel::N,negl,針
440,Faden::N,nit',糸
441,Knopf::N,nübl',ボタン
442,Knoten::N,sol'm,結び目
443,Farbe::N,muju,ペンキ
444,Kleidung::N,sobad,衣服
445,Hemd::N,paid,シャツ
446,Kragen::N,kagluz,襟
447,Ärmel::N,hijam,袖
448,Hose::N,štanad,ズボン
449,Gürtel::N,vö,帯
450,Gürtel::N,vö,ベルト
451,Mütze::N,šapuk,帽子
452,Schuh::N,keng',靴
453,Stiefel::N,sapug,ブーツ
454,Ring::N,rengaz,輪
455,Band::N,lentaine,リボン
456,Kamm::N,suga,櫛
457,Spiegel::N,zerkol,鏡
458,Riemen::N,vö,緒
459,Schnur::N,nor,紐
460,Leine::N,talutimnor,綱
461,Decke::N,sijakatuz,掛け布団
462,Kissen::N,pöluz,枕
463,Tuch::N,paik,スカーフ
464,Handtuch::N,käzipaik,タオル
465,Kraft::N,vägi,力
466,Stärke::N,vahvuz',強さ
467,Gesundheit::N,tervhuz,健康
468,Krankheit::N,läžund,病気
469,Schmerz::N,kibu,痛み
470,Wunde::N,čapatez,傷
471,Fieber::N,säru,熱
472,Arznei::N,zel'l',薬
473,Brücke::N,sild,橋
474,Brunnen::N,kaiv,井戸
475,Weide::N,omaluine,牧場
476,Pfad::N,tehut,小路
477,Weg::N,te,道
478,Straße::N,te,街道
479,Dorf::N,külä,村
480,Stadt::N,lidn,町
481,Stadt::N,lidn,都市
482,Brief::N,kirjeine,手紙
483,Buch::N,kirj,本
484,Buchstabe::N,kirjam,文字
485,Zeitung::N,lehtez,新聞
486,Leben::N,elo,生活
487,Tod::N,surm,死
488,Grab::N,kaum,墓
489,Kirche::N,jumalanpert',教会
490,Sünde::N,grähk,罪
491,Gott::N,jumal,神
492,Arbeiter::N,radnik,労働者
493,Chef::N,pämez',上司
494,Meister::N,mastar,達人
495,Meister::N,mastar,マイスター
496,Arzt::N,lekar',医者
497,Lehrer::N,opendai,先生
498,Geld::N,rahad,金
499,Geschäft::N,biznes,取り引き
500,Laden::N,lauk,店
501,Preis::N,arv,値段
502,Ware::N,tavar,商品
503,Nutzen::N,liža,利益
504,Reichtum::N,kodielo,豊かさ
505,Reichtum::N,kal'huz',豊かさ
506,Welt::N,mail'm,世界
507,Land::N,ma,国
508,Staat::N,valdkund,国家
509,König::N,kunigaz,国王
510,Macht::N,vald,権力
511,Grenze::N,röun,国境
512,Krieg::N,soda,戦争
513,Feind::N,vihanik,敵
514,Feind::N,vastustai,敵
515,Gewalt::N,vägivald,暴力
516,Kampf::N,tora,戦い
517,Bogen[Waffe]::N,taug,弓
518,Pfeil::N,nol,矢
519,Gewehr::N,oružj,銃
520,Fehler::N,viga,間違い
521,Lüge::N,kelastuz,嘘
522,Schaden::N,pahuz',損害
523,Unglück::N,bed,不幸
524,Unglück::N,gor'a,不幸
525,Schuld::N,värhuz',罪
526,Alter::N,igä,年
527,Alter::N,igä,年齢
528,Schluss::N,lop,終わり
529,Zeit::N,aig,時
530,Zeit::N,aig,時間
531,Tag::N,päiv,日
532,Morgen::N,homendez,朝
533,Mittag::N,keskpäiv,昼
534,Abend::N,eht,晩
535,Abend::N,eht,夕方
536,Nacht::N,ö,夜
537,Woche::N,nedal',週
538,Monat::N,ku,月
539,Jahr::N,voz',年
540,Frühling::N,keväz',春
541,Sommer::N,keza,夏
542,Herbst::N,sügüz',秋
543,Winter::N,tal'v,冬
544,Januar::N,viluku,一月
545,Februar::N,uhoku,二月
546,März::N,keväz'ku,三月
547,April::N,sulaku,四月
548,Mai::N,semendku,五月
549,Juni::N,kezaku,六月
550,Juli::N,heinku,七月
551,August::N,eloku,八月
552,September::N,sügüz'ku,九月
553,Oktober::N,reduku,十月
554,November::N,kül'mku,十一月
555,Dezember::N,tal'vku,十二月
556,Montag::N,ezmärg,月曜日
557,Dienstag::N,tožnarg,火曜日
558,Mittwoch::N,koumanz'päiv,水曜日
559,Donnerstag::N,nellänz'päiv,木曜日
560,Freitag::N,pätnič,金曜日
561,Freitag::N,videnz'päiv,金曜日
562,Samstag::N,sobat,土曜日
563,Sonntag::N,pühäpäiv,日曜日
564,groß::A,sur',大きい
565,groß::A,järed,大きい
566,klein::A,pen',小さい
567,klein::A,pičuine,小さい
568,lang::A,pit'k,長い
569,kurz::A,lühüd,短い
570,breit::A,leved,広い
571,schmal::A,kaid,狭い
572,dicht::A,tihed,密な
573,dick[Gegenstand]::A,paks,厚い
574,dünn::A,hoik,薄い
575,fein::A,hen,細い
576,fest::A,luja,硬い
577,fest::A,ninev,硬い
578,flach::A,lapak,平らな
579,glatt::A,siled,滑らかな
580,hart::A,kova,堅い
581,weich::A,pehmed,柔らかい
582,rund::A,kehker,丸い
583,spitz::A,nügu,尖った
584,spitz::A,terav,尖った
585,scharf::A,terav,鋭い
586,stumpf::A,tül'c,鈍い
587,schwer::A,jüged,重い
588,schön::A,čoma,綺麗な
589,heiß::A,räk,熱い
590,warm::A,läm',温かい
591,kalt::A,vilu,寒い
592,kalt::A,vilu,冷たい
593,kühl::A,raibak,涼しい
594,kühl::A,viluhk,涼しい
595,frisch::A,lahed,ひんやりした
596,feucht::A,neps,湿った
597,feucht::A,toreh,湿った
598,nass::A,märg,濡れた
599,trocken::A,kuiv,乾いた
600,voll::A,täuz',いっぱいの
601,leer::A,joudai,空の
602,offen::A,avoin,開いた
603,offen::A,avol'jaine,開いた
604,geschlossen::A,saubaline,閉まった
605,sauber::A,puhtaz,清潔な
606,schmutzig::A,redukaz,汚い
607,roh::A,rohk,生の
608,roh::A,toreh,生の
609,reif::A,küps,熟した
610,lecker::A,magukaz,美味しい
611,süß::A,maged,甘い
612,bitter::A,karged,苦い
613,sauer::A,muiged,酸っぱい
614,hell::A,kirkas,明るい
615,hell::A,valgei,明るい
616,dunkel::A,pimed,暗い
617,schwarz::A,must,黒い
618,weiß::A,vauged,白い
619,rot::A,rusked,赤い
620,gelb::A,pakuine,黄色い
621,blau::A,sinine,青い
622,grün::A,vihand,緑の
623,grau::A,hahk,灰色の
624,bunt::A,kirjav,色取り取りの
625,billig::A,odav,安い
626,teuer::A,kalliž,高い
627,wertvoll::A,arvokas,貴重な
628,blind::A,soged,盲目の
629,taub::A,kurdiž,耳が聞こえない
630,kräftig::A,vägev,強力な
631,stark::A,vahv,強い
632,stark::A,vägekaz,強い
633,schwach::A,väll',弱い
634,fett::A,razvakaz,太った
635,schlank::A,kapos,ほっそりした
636,hübsch::A,čoma,素敵な
637,böse::A,äred,悪い
638,böse::A,käred,悪い
639,dumm::A,el'getoi,馬鹿な
640,faul::A,lašk,怠惰な
641,fleißig::A,radonnavedii,勤勉な
642,geizig::A,ažlak,けちな
643,klug::A,melev,賢い
644,klug::A,melev,頭のいい
645,klug::A,melekaz,賢い
646,klug::A,melekaz,頭のいい
647,geschickt::A,mahtokaz,器用な
648,lieb::A,izo,愛らしい
649,lieb::A,sula,愛らしい
650,lustig::A,ilokaz,楽しい
651,sanft::A,laskav,温和な
652,hungrig::A,näl'ghine,空腹の
653,krank::A,läžui,病気の
654,nackt::A,alastoi,裸の
655,traurig::A,opalahine,悲しい
656,lebendig::A,eläb,生きた
657,gut::A,hüvä,良い
658,schlecht::A,huba,悪い
659,schlecht::A,huba,駄目な
660,richtig::A,oiged,正しい
661,schlimm::A,paha,ひどい
662,wahr::A,todesine,本当の
663,alt::A,vanh,古い
664,neu::A,uz',新しい
665,ehemalig::A,edeline,以前の
666,alt[Lebewesen]::A,ravaz,年を取った
667,jung::A,nor',若い
668,arm::A,gol'l',貧乏な
669,reich::A,elokaz,裕福な
670,bekannt::A,tutab,有名な
671,berühmt::A,tetab,有名な
672,fremd::A,veraz,見知らぬ
673,verschieden::A,erazvuitte,色々な
674,nah::A,läheline,近い
675,fern::A,edahaine,遠い
676,linker::A,hura,左の
677,rechter::A,oiged,右の
678,anderer::A,toine,別の
679,erster::A,ezmäine,一番目
680,zweiter::A,toine,二番目
681,dritter::A,koumanz',三番目
682,letzter::A,jäl'gmäine,最後の
683,allein::ADV,üksnäze,一人で
684,auf einmal::ADV,ühten aigan,同時に
685,zusammen::ADV,ühtes,一緒に
686,lange::ADV,hätken,長い間
687,plötzlich::ADV,äkkid,急に
688,sofort::ADV,kerdalaz,すぐに
689,später::ADV,möhemba,後で
690,jetzt::ADV,nügüd',今
691,heute::ADV,tämbei,今日
692,morgen::ADV,homen,明日
693,bald::ADV,pigai,間もなく
694,dann::ADV,sid',それから
695,gestern::ADV,eglai,昨日
696,einst::ADV,ende,過去に
697,einst::ADV,kerdan,過去に
698,damals::ADV,siloi,あの時
699,danach::ADV,sid',その後で
700,vorher::ADV,ende,以前に
701,zuerst::ADV,ezmäi,まず
702,zuerst::ADV,ezmäi,最初に
703,einmal::ADV,kerdan,一回
704,manchmal::ADV,erašti,時々
705,oft::ADV,paksus,よく
706,immer::ADV,kaiken,いつも
707,niemals::ADV,ei nikonz,一度も...ない
708,hier::ADV,täs,こちら
709,hier::ADV,tägä,こちら
710,hierhin::ADV,tänna,ここへ
711,hierhin::ADV,tänna,こちらへ
712,von hier::ADV,täspäi,ここから
713,von hier::ADV,sid'päi,ここから
714,dort::ADV,sigä,そちら
715,dorthin::ADV,sinna,そこへ
716,dorthin::ADV,sinna,そちらへ
717,dorthin::ADV,nakkale,そこへ
718,dorthin::ADV,nakkale,そちらへ
719,geradeaus::ADV,kohtha,真っ直ぐに
720,vorwärts::ADV,edehe,前へ
721,rückwärts::ADV,sel'gin,後ろへ
722,zurück::ADV,tagaze,後ろへ
723,unten::ADV,alahan,下に
724,hinab::ADV,alaz,下へ
725,hinab::ADV,alahaks,下へ
726,oben::ADV,ülähän,上に
727,hinauf::ADV,ülez,上へ
728,hinauf::ADV,ülähäks,上へ
729,überall::ADV,kaikjal,どこでも
730,nicht::ADV,ei,ない
731,ein wenig::ADV,vähän,少し
732,ein wenig::ADV,vähän,ちょっと
733,kaum::ADV,habi,ほとんど～ない
734,sehr::ADV,lujas,とても
735,so::ADV,muga,こう
736,so::ADV,ninga,こう
737,noch::ADV,völ,まだ
738,nur::ADV,järg,～だけ
739,nur::ADV,vaiše,～だけ
740,schon::ADV,jo,もう
741,wieder::ADV,möst,再び
742,vergebens::ADV,uhtei,無駄に
743,vor::PRP,edes,前に
744,hinter::PRP,taga,後ろに
745,unter::PRP,al,下に
746,durch::PRP,läbi,通して
747,durch::PRP,kal't,通して
748,neben::PRP,rindal,横に
749,zwischen::PRP,keskes,間に
750,wegen::PRP,tagut,為に
751,wegen::PRP,tagut,せいで
752,dies::PRN,nece,これ
753,das::PRN,se,それ
754,alles::PRN,kaik,全部
755,ich::PRN,minä,私
756,du::PRN,sinä,あなた
757,er::PRN,hän,彼
758,wir::PRN,mö,私達
759,ihr::PRN,tö,あなた達
760,sie::PRN,hö,彼ら
761,was::FPRN,mi,何
762,wer::FPRN,ken,誰
763,wer::FPRN,ken,どなた
764,wo::FADV,kus,どこ
765,wo::FADV,kus,どこに
766,wohin::FADV,kuna,どこへ
767,wie::FADV,kut,どう
768,wie::FADV,mit',どう
769,warum::FADV,mikš,何故
770,warum::FADV,mikš,どうして
771,wieviel::FNUM,äjak,どのくらい
772,wieviel::FNUM,kuverz',どのくらい
773,eins::NUM,üks',一
774,zwei::NUM,kaks',二
775,zwei::NUM,kaks',二つ
776,drei::NUM,koume,三
777,drei::NUM,koume,三つ
778,vier::NUM,nel'l',四
779,vier::NUM,nel'l',四つ
780,fünf::NUM,viž,五
781,fünf::NUM,viž,五つ
782,sechs::NUM,kuz',六
783,sechs::NUM,kuz',六つ
784,sieben::NUM,seičeme,七
785,sieben::NUM,seičeme,七つ
786,acht::NUM,kahesa,八
787,acht::NUM,kahesa,八つ
788,neun::NUM,ühesa,九
789,neun::NUM,ühesa,九つ
790,zehn::NUM,kümne,十
791,elf::NUM,üks'toštkümne,十一
792,zwölf::NUM,kaks'toštkümne,十二
793,zwanzig::NUM,kaks'kümne,二十
794,dreißig::NUM,koumekümne,三十
795,vierzig::NUM,nel'l'kümne,四十
796,fünfzig::NUM,vižkümne,五十
797,sechzig::NUM,kuz'kümne,六十
798,siebzig::NUM,seičemekümne,七十
799,achtzig::NUM,kahesakümne,八十
800,neunzig::NUM,ühesakümne,九十
801,hundert::NUM,sada,百
802,tausend::NUM,tuha,千
803,und::CNJ,i,-と
804,und::CNJ,i,そして
805,und::CNJ,da,-と
806,und::CNJ,da,そして
807,oder::CNJ,vai,或いは
808,stehen::V,seišta,立っている
809,sitzen::V,ištta,座っている
810,liegen::V,venuda,横になっている
811,hängen::V,ripta,掛かっている
812,werden::V,lindä,なる
813,werden::V,tehtas,なる
814,passieren::V,ozaitas,起こる
815,beginnen::V,augotadas,始まる
816,enden::V,loptas,終わる
817,wechseln::V,vajehtadas,変わる
818,aufgehen[Sonne]::V,nousta,出る
819,untergehen[Sonne]::V,lasktas,沈む
820,scheinen[Sonne]::V,paštta,輝く
821,donnern::V,juraita,雷が鳴る
822,wehen::V,dölta,吹く
823,wehen::V,puhuda,吹く
824,strömen::V,valadas,流れる
825,fließen::V,valuda,流れる
826,sich drehen::V,punotas,回転する
827,schwanken::V,čibuda,揺れる
828,schwingen::V,čibuda,振動する
829,fallen::V,langeta,落ちる
830,brennen::V,pallada,燃える
831,rauchen::V,savustada,煙を出す
832,regnen::V,vihmda,雨が降る
833,gefrieren::V,jäduda,凍る
834,gefrieren::V,kül'mdä,凍る
835,tauen::V,sulada,溶ける
836,schmelzen::V,sulada,溶ける
837,trocknen::V,kuida,乾く
838,trocknen::V,kuivehtuda,乾く
839,sieden::V,kehuda,沸く
840,faulen::V,hapata,腐る
841,faulen::V,traudäs,腐る
842,verfaulen::V,hapata,朽ちる
843,reißen::V,rebita,切れる
844,versinken::V,upota,沈む
