,Concept_ID,he,he
794,werden::V,הפך ל,הפך ל
795,passieren::V,קרה,קרה
796,beginnen::V,התחיל,התחיל
797,enden::V,הסתים,הסתים
798,wechseln::V,השתנה,השתנה
799,aufgehen[Sonne]::V,זרח,זרח
800,untergehen[Sonne]::V,שקע,שקע
801,scheinen[Sonne]::V,בהק,בהק
802,donnern::V,רעם,רעם
803,wehen::V,נשב,נשב
804,strömen::V,זרם,זרם
805,fließen::V,זרם,זרם
806,sich drehen::V,הסתובב,הסתובב
807,schwanken::V,התנודד,התנודד
808,schwingen::V,התנענע,התנענע
809,fallen::V,נפל,נפל
810,brennen::V,בער,בער
811,rauchen::V,עשן,עשן
812,regnen::V,ירד גשם,ירד גשם
813,gefrieren::V,קפא,קפא
814,tauen::V,נמס,נמס
815,schmelzen::V,התיך,התיך
816,trocknen::V,התיבש,התיבש
817,sieden::V,רתח,רתח
818,faulen::V,רקב,רקב
819,verfaulen::V,רקב,רקב
820,reißen::V,נקרע,נקרע
821,versinken::V,טבע,טבע
822,vergehen::V,עבר,עבר
823,erscheinen::V,נגלה,נגלה
824,erscheinen::V,נגלה,הופיע
825,erscheinen::V,הופיע,נגלה
826,erscheinen::V,הופיע,הופיע
827,verschwinden::V,נעלם,נעלם
828,sinken::V,ירד,ירד
829,abnehmen::V,הפחית,הפחית
830,zunehmen::V,רבה,רבה
831,steigen::V,עלה,עלה
832,wachsen::V,גדל,גדל
833,glänzen::V,נצץ,נצץ
834,glänzen::V,נצץ,בהק
835,glänzen::V,בהק,נצץ
836,glänzen::V,בהק,בהק
837,funkeln::V,נצנץ,נצנץ
838,lärmen::V,רעש,רעש
839,läuten::V,צלצל,צלצל
840,klingeln::V,צלצל,צלצל
841,klirren::V,קרקש,קרקש
842,brausen::V,געש,געש
843,rauschen::V,רשרש,רשרש
844,klingen::V,נשמע,נשמע
845,bellen::V,נבח,נבח
846,heulen::V,ילל,ילל
847,blasen::V,נשף,נשף
848,pfeifen::V,שרק,שרק
849,schreien::V,צעק,צעק
850,stöhnen::V,נאנק,נאנק
851,zittern::V,רעד,רעד
852,leben::V,חי,חי
853,geboren werden::V,נולד,נולד
854,atmen::V,נשם,נשם
855,trinken::V,שתה,שתה
856,essen::V,אכל,אכל
857,schlucken::V,בלע,בלע
858,müde werden::V,התעיף,התעיף
859,einschlafen::V,נרדם,נרדם
860,schlafen::V,ישן,ישן
861,aufwachen::V,התעורר,התעורר
862,aufstehen::V,קם,קם
863,sich erholen::V,נפש,נפש
864,krank werden::V,חלה,חלה
865,krank sein::V,היה חולה,היה חולה
866,schmerzen::V,כאב,כאב
867,husten::V,השתעל,השתעל
868,genesen::V,הבריא,הבריא
869,sterben::V,מת,מת
870,umkommen::V,נספה,נספה
871,sich bewegen::V,נע,נע
872,sich rühren::V,זז,זז
873,sich erheben::V,קם,קם
874,sich setzen::V,התישב,התישב
875,hinfallen::V,נפל,נפל
876,laufen::V,הלך ברגל,הלך ברגל
877,schreiten::V,פסע,פסע
878,spazierengehen::V,טיל,טיל
879,eilen::V,אץ,אץ
880,eilen::V,אץ,מהר
881,eilen::V,מהר,אץ
882,eilen::V,מהר,מהר
883,sich beeilen::V,מהר,מהר
884,sausen::V,אץ,אץ
885,rennen::V,רץ,רץ
886,springen::V,קפץ,קפץ
887,klettern::V,טפס,טפס
888,schaukeln::V,התנדנד,התנדנד
889,kriechen::V,זחל,זחל
890,schwimmen::V,שחה,שחה
891,tauchen::V,צלל,צלל
892,rudern::V,חתר,חתר
893,fahren::V,נסע,נסע
894,fliegen::V,עף,עף
895,gehen::V,הלך,הלך
896,weggehen::V,עזב,עזב
897,abfahren::V,יצא,יצא
898,anhalten::V,עצר,עצר
899,hineingehen::V,נכנס,נכנס
900,eintreten::V,נכנס,נכנס
901,kommen::V,בא,בא
902,ankommen::V,הגיע,הגיע
903,zurückkommen::V,שב,שב
904,zurückkommen::V,שב,חזר
905,zurückkommen::V,חזר,שב
906,zurückkommen::V,חזר,חזר
907,bleiben::V,נשאר,נשאר
908,warten::V,חכה,חכה
909,warten::V,חכה,המתין
910,warten::V,המתין,חכה
911,warten::V,המתין,המתין
912,erwarten::V,צפה,צפה
913,suchen::V,חפש,חפש
914,finden::V,מצא,מצא
915,versuchen::V,נסה,נסה
916,vorbereiten::V,הכין,הכין
917,lieben::V,אהב,אהב
918,mögen::V,אהב,אהב
919,lachen::V,צחק,צחק
920,rühren::V,נגע ללב,נגע ללב
921,weinen::V,בכה,בכה
922,schimpfen::V,גער,גער
923,sich ärgern::V,זעם,זעם
924,sich ärgern::V,זעם,כעס
925,sich ärgern::V,כעס,זעם
926,sich ärgern::V,כעס,כעס
927,sich fürchten::V,פחד,פחד
928,sich fürchten::V,פחד,חשש
929,sich fürchten::V,חשש,פחד
930,sich fürchten::V,חשש,חשש
931,fürchten::V,פחד מ,פחד מ
932,fürchten::V,פחד מ,חשש מ
933,fürchten::V,חשש מ,פחד מ
934,fürchten::V,חשש מ,חשש מ
935,fliehen::V,ברח,ברח
936,flüchten::V,נמלט,נמלט
937,sehen::V,ראה,ראה
938,anschauen::V,הביט,הביט
939,ansehen::V,התבונן,התבונן
940,hören::V,שמע,שמע
941,zuhören::V,הקשיב,הקשיב
942,probieren::V,נסה,נסה
943,riechen::V,הריח,הריח
944,fühlen::V,חש,חש
945,scheinen::V,נדמה,נדמה
946,zu sehen sein::V,נראה,נראה
947,vernehmen::V,נודע ל,נודע ל
948,frieren::V,קר ל,קר ל
949,tun::V,פעל,פעל
950,können::V,יכל,יכל
951,wollen::V,רצה,רצה
952,anfangen::V,התחיל,התחיל
953,beenden::V,גמר,גמר
954,aufhören::V,סים,סים
955,gelingen::V,הצליח,הצליח
956,geraten::V,עלה,עלה
957,öffnen::V,פתח,פתח
958,schließen::V,סגר,סגר
959,stellen::V,העמיד,העמיד
960,setzen::V,הושיב,הושיב
961,legen::V,שם,שם
962,berühren::V,נגע,נגע
963,verbinden::V,קשר,קשר
964,bedecken::V,כסה,כסה
965,aufhängen::V,תלה,תלה
966,anzünden::V,הצית,הצית
967,aufheben::V,אסף,אסף
968,zurücklassen::V,השאיר,השאיר
969,verlieren::V,אבד,אבד
970,fallen lassen::V,שמט,שמט
971,fallen lassen::V,שמט,הפיל
972,fallen lassen::V,הפיל,שמט
973,fallen lassen::V,הפיל,הפיל
974,machen::V,עשה,עשה
975,herstellen::V,יצר,יצר
976,bauen::V,בנה,בנה
977,reparieren::V,תקן,תקן
978,verbessern::V,שפר,שפר
979,ändern::V,שנה,שנה
980,graben::V,חפר,חפר
981,beugen::V,כפף,כפף
982,biegen::V,כופף,כופף
983,drehen::V,סובב,סובב
984,wenden::V,הפך,הפך
985,umdrehen::V,סובב,סובב
986,heben::V,הרים,הרים
987,hochheben::V,הרים,הרים
988,ergreifen::V,אחז,אחז
989,halten::V,החזיק,החזיק
990,drücken::V,לחץ,לחץ
991,schieben::V,הזיז,הזיז
992,kratzen::V,שרט,שרט
993,kratzen::V,שרט,שפשף
994,kratzen::V,שפשף,שרט
995,kratzen::V,שפשף,שפשף
996,lecken::V,לקק,לקק
997,beißen::V,נשך,נשך
998,abreißen::V,קרע,קרע
999,abschneiden::V,חתך,חתך
1000,binden::V,קשר,קשר
1001,stecken::V,תקע,תקע
1002,brechen::V,שבר,שבר
1003,klopfen::V,נקש,נקש
1004,hauen::V,הכה,הכה
1005,kleben::V,הדביק,הדביק
1006,reiben::V,שפשף,שפשף
1007,streichen::V,מרח,מרח
1008,schleifen::V,השחיז,השחיז
1009,schneiden::V,גזר,גזר
1010,rütteln::V,נענע,נענע
1011,schütteln::V,נער,נער
1012,schwenken::V,נופף,נופף
1013,schwenken::V,נופף,טלטל
1014,schwenken::V,טלטל,נופף
1015,schwenken::V,טלטל,טלטל
1016,schütten::V,שפך,שפך
1017,füllen::V,מלא,מלא
1018,einwickeln::V,עטף,עטף
1019,tragen::V,נשא,נשא
1020,schleppen::V,סחב,סחב
1021,ziehen::V,משך,משך
1022,aufbewahren::V,שמר,שמר
1023,werfen::V,זרק,זרק
1024,fangen::V,תפס,תפס
1025,packen::V,אחז,אחז
1026,verstecken::V,החביא,החביא
1027,teilen::V,חלק,חלק
1028,schicken::V,שלח,שלח
1029,bringen::V,הביא,הביא
1030,hinzufügen::V,הוסיף,הוסיף
1031,bekommen::V,תפס,תפס
1032,erhalten::V,קבל,קבל
1033,nehmen::V,אחז,אחז
1034,wählen::V,בחר,בחר
1035,auswählen::V,בחר ב,בחר ב
1036,bewahren::V,קים,קים
1037,behindern::V,מנע,מנע
1038,verderben::V,מנע,מנע
1039,beschädigen::V,הזיק,הזיק
1040,zerbrechen::V,נשבר,נשבר
1041,zerreißen::V,קרע,קרע
1042,zerstören::V,הרס,הרס
1043,zerstören::V,הרס,השמיד
1044,zerstören::V,השמיד,הרס
1045,zerstören::V,השמיד,השמיד
1046,verbrennen::V,שרף,שרף
1047,geben::V,נתן,נתן
1048,reichen::V,העביר,העביר
1049,schenken::V,נתן במתנה,נתן במתנה
1050,versprechen::V,הבטיח,הבטיח
1051,wünschen::V,אחל,אחל
1052,loben::V,שבח,שבח
1053,küssen::V,נשק,נשק
1054,wiegen::V,נדנד,נדנד
1055,zudecken::V,כסה,כסה
1056,wecken::V,עורר,עורר
1057,zeigen::V,הראה,הראה
1058,führen::V,הביא,הביא
1059,führen::V,הביא,הוביל
1060,führen::V,הוביל,הביא
1061,führen::V,הוביל,הוביל
1062,lehren::V,למד,למד
1063,unterrichten::V,למד,למד
1064,aufziehen::V,רומם,רומם
1065,leiten::V,נהל,נהל
1066,antreiben::V,המרץ,המרץ
1067,lassen::V,נתן,נתן
1068,einladen::V,הזמין,הזמין
1069,vereinigen::V,אחד,אחד
1070,vereinigen::V,אחד,לכד
1071,vereinigen::V,לכד,אחד
1072,vereinigen::V,לכד,לכד
1073,besuchen::V,בקר,בקר
1074,treffen::V,פגש,פגש
1075,sich versammeln::V,התאסף,התאסף
1076,spielen::V,שחק,שחק
1077,singen::V,שר,שר
1078,tanzen::V,רקד,רקד
1079,sich trennen::V,נפרד,נפרד
1080,verlassen::V,עזב,עזב
1081,retten::V,הציל,הציל
1082,bewachen::V,שמר,שמר
1083,schützen::V,אבטח,אבטח
1084,verteidigen::V,הגן,הגן
1085,sich schlagen::V,התכתש,התכתש
1086,schießen::V,ירה,ירה
1087,siegen::V,גבר,גבר
1088,siegen::V,גבר,נצח
1089,siegen::V,נצח,גבר
1090,siegen::V,נצח,נצח
1091,ärgern::V,עצבן,עצבן
1092,schlagen::V,הכה,הכה
1093,schlagen::V,הכה,הלקה
1094,schlagen::V,הלקה,הכה
1095,schlagen::V,הלקה,הלקה
1096,treten::V,בעט,בעט
1097,stechen::V,דקר,דקר
1098,stoßen::V,דחק,דחק
1099,stehlen::V,גנב,גנב
1100,stören::V,קטע,קטע
1101,stören::V,קטע,הפריע
1102,stören::V,הפריע,קטע
1103,stören::V,הפריע,הפריע
1104,belästigen::V,הציק,הציק
1105,belästigen::V,הציק,הטריד
1106,belästigen::V,הטריד,הציק
1107,belästigen::V,הטריד,הטריד
1108,verbergen::V,הצניע,הצניע
1109,täuschen::V,שגע,שגע
1110,betrügen::V,הונה,הונה
1111,töten::V,הרג,הרג
1112,wohnen::V,גר,גר
1113,arbeiten::V,עבד,עבד
1114,sammeln::V,אסף,אסף
1115,pflücken::V,קטף,קטף
1116,jagen::V,צד,צד
1117,fischen::V,דג,דג
1118,fassen::V,תפס,תפס
1119,hüten::V,רעה,רעה
1120,treiben::V,הוציא,הוציא
1121,anbinden::V,קשר,קשר
1122,füttern::V,הלעיט,הלעיט
1123,melken::V,חלב,חלב
1124,hacken::V,קצץ,קצץ
1125,gießen::V,השקה,השקה
1126,reifen::V,בשל,בשל
1127,zubereiten::V,הכין,הכין
1128,kochen::V,בשל,בשל
1129,backen::V,אפה,אפה
1130,braten::V,צלה,צלה
1131,braten::V,צלה,טגן
1132,braten::V,טגן,צלה
1133,braten::V,טגן,טגן
1134,umrühren::V,ערבב,ערבב
1135,stricken::V,סרג,סרג
1136,nähen::V,תפר,תפר
1137,färben::V,צבע,צבע
1138,reinigen::V,נקה,נקה
1139,waschen::V,רחץ,רחץ
1140,waschen::V,רחץ,כבס
1141,waschen::V,כבס,רחץ
1142,waschen::V,כבס,כבס
1143,abwischen::V,נגב,נגב
1144,spülen::V,שטף,שטף
1145,fegen::V,טאטא,טאטא
1146,kehren::V,טאטא,טאטא
1147,baden::V,טבל,טבל
1148,baden::V,טבל,שחה
1149,baden::V,שחה,טבל
1150,baden::V,שחה,שחה
1151,sich waschen::V,התרחץ,התרחץ
1152,ausziehen::V,הוריד,הוריד
1153,anziehen::V,לבש,לבש
1154,sich anziehen::V,התלבש,התלבש
1155,kämmen::V,סרק,סרק
1156,schmücken::V,קשט,קשט
1157,sagen::V,אמר,אמר
1158,sprechen::V,דבר,דבר
1159,reden::V,דבר,דבר
1160,sich unterhalten::V,שוחח,שוחח
1161,fragen::V,שאל,שאל
1162,bitten::V,בקש,בקש
1163,erzählen::V,ספר,ספר
1164,mitteilen::V,מסר,מסר
1165,mitteilen::V,מסר,הודיע
1166,mitteilen::V,הודיע,מסר
1167,mitteilen::V,הודיע,הודיע
1168,nennen::V,קרא בשם,קרא בשם
1169,rufen::V,גיס,גיס
1170,rufen::V,גיס,הזמין לבוא
1171,rufen::V,הזמין לבוא,גיס
1172,rufen::V,הזמין לבוא,הזמין לבוא
1173,prahlen::V,התרברב,התרברב
1174,übersetzen::V,תרגם,תרגם
1175,denken::V,חשב,חשב
1176,glauben::V,האמין,האמין
1177,bemerken::V,הבחין,הבחין
1178,erkennen::V,זהה,זהה
1179,begreifen::V,קלט,קלט
1180,begreifen::V,קלט,הבין
1181,begreifen::V,הבין,קלט
1182,begreifen::V,הבין,הבין
1183,verstehen::V,הבין,הבין
1184,lernen::V,למד,למד
1185,wissen::V,ידע,ידע
1186,sich erinnern an::V,זכר,זכר
1187,vergessen::V,שכח,שכח
1188,messen::V,מדד,מדד
1189,zählen::V,ספר,ספר
1190,rechnen::V,חשב,חשב
1191,lesen::V,קרא,קרא
1192,malen::V,ציר,ציר
1193,zeichnen::V,שרטט,שרטט
1194,schreiben::V,כתב,כתב
1195,besitzen::V,היה בעל של,היה בעל של
1196,kaufen::V,קנה,קנה
1197,kaufen::V,קנה,רכש
1198,kaufen::V,רכש,קנה
1199,kaufen::V,רכש,רכש
1200,verkaufen::V,מכר,מכר
1201,bezahlen::V,שלם,שלם
1202,zahlen::V,שלם,שלם
1203,beherrschen::V,שלט,שלט
1204,ertragen::V,סבל,סבל
