,Concept_ID,de,ps
192,Pilz::N,Pilz,خرېړی
193,Zwiebel::N,Zwiebel,پیاز
194,Saat::N,Saat,تخم
195,Korn::N,Korn,تخم
196,Korn::N,Korn,دانه
197,Heu::N,Heu,بوس
198,Heu::N,Heu,پروړه
199,Schale::N,Schale,پوستکی
200,Grube::N,Grube,کنده
201,Falle::N,Falle,دام
202,Falle::N,Falle,لومه
203,Schlinge::N,Schlinge,کړۍ
204,Spur::N,Spur,نښه
205,Asche::N,Asche,آس
206,Asche::N,Asche,ایره
207,Dreck::N,Dreck,ناپاکي
208,Eisen::N,Eisen,اوسپنه
209,Gold::N,Gold,سره زر
210,Silber::N,Silber,نقره
211,Silber::N,Silber,سپین زر
212,Kohle::N,Kohle,سکور
213,Kohle::N,Kohle,سکاره
214,Glas::N,Glas,ښيښه
215,Lehm::N,Lehm,خټه
216,Sand::N,Sand,شګه
217,Mensch::N,Mensch,انسان
218,Mann::N,Mann,سړی
219,Mann::N,Mann,نارینه
220,Frau::N,Frau,ښځه
221,Kind::N,Kind,بچی
222,Kind::N,Kind,ماشوم
223,Junge::N,Junge,هلک
224,Mädchen::N,Mädchen,نجلۍ
225,Familie::N,Familie,کورنۍ
226,Großvater::N,Großvater,بابا
227,Großmutter::N,Großmutter,انا
228,Eltern::N,Eltern,مور او پلار
229,Vater::N,Vater,پلار
230,Mutter::N,Mutter,مور
231,Sohn::N,Sohn,زوی
232,Tochter::N,Tochter,لور
233,Bruder::N,Bruder,ورور
234,Schwester::N,Schwester,خور
235,Onkel::N,Onkel,تره
236,Onkel::N,Onkel,ماما
237,Tante::N,Tante,خاله
238,Ehemann::N,Ehemann,مېړه
239,Ehefrau::N,Ehefrau,مېرمن
240,Freude::N,Freude,خوشحالي
241,Gelächter::N,Gelächter,خندا
242,Glück::N,Glück,بخت
243,Kummer::N,Kummer,غم
244,Wunsch::N,Wunsch,هيله
245,Wunsch::N,Wunsch,غوښتنه
246,Lust::N,Lust,شوق
247,Lust::N,Lust,مینه
248,Geist::N,Geist,روح
249,Gedanke::N,Gedanke,فکر
250,Gedächtnis::N,Gedächtnis,یاد
251,Gedächtnis::N,Gedächtnis,حافظه
252,Verstand::N,Verstand,عقل
253,Verstand::N,Verstand,شعور
254,Sinn::N,Sinn,معنی
255,Grund::N,Grund,علت
256,Grund::N,Grund,اساس
257,Wahrheit::N,Wahrheit,حقیقت
258,Gespräch::N,Gespräch,مرکه
259,Gespräch::N,Gespräch,خبرې اترې
260,Märchen::N,Märchen,افسانه
261,Erzählung::N,Erzählung,قصه
262,Erzählung::N,Erzählung,کیسه
263,Nachricht::N,Nachricht,خبر
264,Neuigkeit::N,Neuigkeit,نوی خبر
265,Name::N,Name,نوم
266,Rätsel::N,Rätsel,کیسۍ
267,Rätsel::N,Rätsel,چیستان
268,Rede::N,Rede,وینا
269,Sprache::N,Sprache,ژبه
270,Stimme::N,Stimme,غږ
271,Stimme::N,Stimme,اواز
272,Wort::N,Wort,لغت
273,Wort::N,Wort,کلمه
274,Zeichen::N,Zeichen,نښه
275,Zeichen::N,Zeichen,اشاره
276,Ruf::N,Ruf,ږغ
277,Ruf::N,Ruf,بلنه
278,Lärm::N,Lärm,غالمغال
279,Laut::N,Laut,ږغ
280,Ton::N,Ton,اواز
281,Lied::N,Lied,غزله
282,Lied::N,Lied,سندره
283,Ruhe::N,Ruhe,ارامي
284,Leute::N,Leute,خلک
285,Volk::N,Volk,ولس
286,Arbeit::N,Arbeit,کار
287,Gast::N,Gast,مېلمه
288,Geschenk::N,Geschenk,تحفه
289,Geschenk::N,Geschenk,سوغات
290,Spiel::N,Spiel,لوبه
291,Gesellschaft::N,Gesellschaft,ډله
292,Hilfe::N,Hilfe,کومک
293,Hilfe::N,Hilfe,مرسته
294,Freund::N,Freund,ملګری
295,Kamerad::N,Kamerad,انډيوال
296,Angelegenheit::N,Angelegenheit,موضوع
297,Anzahl::N,Anzahl,شمېر
298,Anzahl::N,Anzahl,تعداد
299,Art::N,Art,ډول
300,Stück::N,Stück,ټوټه
301,Teil::N,Teil,برخه
302,Hälfte::N,Hälfte,نیم
303,Kreis::N,Kreis,دایره
304,Kreuz::N,Kreuz,صلیب
305,Linie::N,Linie,خط
306,Linie::N,Linie,لیکه
307,Strich::N,Strich,کرښه
308,Abstand::N,Abstand,فاصله
309,Entfernung::N,Entfernung,واټن
310,Gegend::N,Gegend,سیمه
311,Gegend::N,Gegend,منطقه
312,Platz::N,Platz,ځای
313,Ort::N,Ort,ځای
314,Seite::N,Seite,مخ
315,Seite::N,Seite,اړخ
316,Mitte::N,Mitte,وسط
317,Mitte::N,Mitte,مینځ
318,Gegenstand::N,Gegenstand,شی
319,Sache::N,Sache,شی
320,Sache::N,Sache,څيز
321,Rand::N,Rand,څنډه
322,Rand::N,Rand,کناره
323,Kante::N,Kante,اړخ
324,Ecke::N,Ecke,ګوټ
325,Spitze::N,Spitze,څوکه
326,Ende::N,Ende,څوکه
327,Loch::N,Loch,سوری
328,Winkel::N,Winkel,کنج
329,Winkel::N,Winkel,کوتی
330,Muster::N,Muster,نمونه
331,Größe::N,Größe,قد
332,Größe::N,Größe,لويوالی
333,Länge::N,Länge,طول
334,Länge::N,Länge,اوږد والی
335,Höhe::N,Höhe,جګوالی
336,Gewicht::N,Gewicht,وزن
337,Menge::N,Menge,اندازه
338,Haufen::N,Haufen,کوټه
339,Reihe::N,Reihe,صف
340,Reihe::N,Reihe,کتار
341,Boot::N,Boot,قايق
342,Ruder::N,Ruder,چپه
343,Schlitten::N,Schlitten,ښویېدونی
344,Ski::N,Ski,سکي
345,Lagerfeuer::N,Lagerfeuer,اور
346,Last::N,Last,بار
347,Last::N,Last,پېټی
348,Gang::N,Gang,تګ
349,Schritt::N,Schritt,ګام
350,Norden::N,Norden,شمال
351,Süden::N,Süden,سوېل
352,Westen::N,Westen,لوېدېځ
353,Osten::N,Osten,شرق
354,Osten::N,Osten,ختیځ
355,Holz::N,Holz,لرګی
356,Brett::N,Brett,تخته
357,Platte::N,Platte,تخته
358,Stütze::N,Stütze,تکیوان
359,Stange::N,Stange,ډاګه
360,Stock::N,Stock,لرګی
361,Stab::N,Stab,چيخله
362,Rohr::N,Rohr,نل
363,Haus::N,Haus,کور
364,Heim::N,Heim,کور
365,Ofen::N,Ofen,تودنۍ
366,Fußboden::N,Fußboden,غولی
367,Tisch::N,Tisch,مېز
368,Stuhl::N,Stuhl,چوکۍ
369,Wiege::N,Wiege,زانګو
370,Bett::N,Bett,کټ
371,Bett::N,Bett,چپرکټ
372,Regal::N,Regal,تاخچۍ
373,Kiste::N,Kiste,صندوق
374,Fenster::N,Fenster,کړکۍ
375,Tür::N,Tür,دروازه
376,Tor::N,Tor,دروازه
377,Zaun::N,Zaun,کټاره
378,Dach::N,Dach,بام
379,Leiter::N,Leiter,زينه
380,Besen::N,Besen,جارو
381,Spaten::N,Spaten,یوم
382,Schaufel::N,Schaufel,بېلچه
383,Gabel::N,Gabel,پنجه
384,Löffel::N,Löffel,کاشوغه
385,Messer::N,Messer,چاقو
386,Nagel::N,Nagel,ميخ
387,Netz::N,Netz,جال
388,Haken::N,Haken,څنګک
389,Griff::N,Griff,لاستی
390,Schloss::N,Schloss,کلپ
391,Bild::N,Bild,رسم
392,Figur::N,Figur,قدوقامت
393,Puppe::N,Puppe,ګوډۍ
394,Beutel::N,Beutel,کڅوړه
395,Bündel::N,Bündel,دسته
396,Tasche::N,Tasche,بکس
397,Tasche::N,Tasche,توبره
398,Eimer::N,Eimer,سطل
399,Deckel::N,Deckel,سرپوښ
400,Geschirr::N,Geschirr,لوښی
401,Sack::N,Sack,جوال
402,Tasse::N,Tasse,پیاله
403,Topf::N,Topf,دېګی
404,Kessel::N,Kessel,دېګ
405,Essen::N,Essen,خوراک
406,Nahrung::N,Nahrung,خوراک
407,Speise::N,Speise,خواړه
408,Fleisch::N,Fleisch,غوښه
409,Getreide::N,Getreide,غله
410,Brei::N,Brei,اوګره
411,Brot::N,Brot,ډوډۍ
412,Scheibe::N,Scheibe,مړۍ
413,Fett::N,Fett,غوړي
414,Butter::N,Butter,کوچ
415,Öl::N,Öl,تېل
416,Salz::N,Salz,مالګه
417,Suppe::N,Suppe,شوربا
418,Honig::N,Honig,شات
419,Milch::N,Milch,شوده
420,Tee::N,Tee,چای
421,Leder::N,Leder,څرمن
422,Wolle::N,Wolle,پشم
423,Stoff::N,Stoff,ټوټه
424,Nadel::N,Nadel,ستن
425,Faden::N,Faden,تار
426,Knopf::N,Knopf,تڼۍ
427,Knopf::N,Knopf,تکمه
428,Knoten::N,Knoten,غوټه
429,Farbe::N,Farbe,رنګ
430,Kleidung::N,Kleidung,کالي
431,Hemd::N,Hemd,کميس
432,Kragen::N,Kragen,غاړه
433,Ärmel::N,Ärmel,لستوڼی
434,Hose::N,Hose,پطلون
435,Gürtel::N,Gürtel,کمربند
436,Mütze::N,Mütze,خولۍ
437,Schuh::N,Schuh,بوټ
438,Stiefel::N,Stiefel,موزه
439,Ring::N,Ring,ګوته
440,Band::N,Band,فيته
441,Kamm::N,Kamm,ګمنځ
442,Spiegel::N,Spiegel,ایینه
443,Spiegel::N,Spiegel,هنداره
444,Riemen::N,Riemen,تسمه
445,Schnur::N,Schnur,مزی
446,Leine::N,Leine,رسۍ
447,Decke::N,Decke,بړستن
448,Kissen::N,Kissen,بالښت
449,Tuch::N,Tuch,ټیکری
450,Handtuch::N,Handtuch,دسمال
451,Kraft::N,Kraft,زور
452,Kraft::N,Kraft,توان
453,Stärke::N,Stärke,قوت
454,Gesundheit::N,Gesundheit,صحت
455,Gesundheit::N,Gesundheit,روغتیا
456,Krankheit::N,Krankheit,مرض
457,Krankheit::N,Krankheit,ناروغي
458,Schmerz::N,Schmerz,درد
459,Wunde::N,Wunde,ټپ
460,Wunde::N,Wunde,زخم
461,Fieber::N,Fieber,تبه
462,Arznei::N,Arznei,دوا
463,Arznei::N,Arznei,دارو
464,Brücke::N,Brücke,پول
465,Brunnen::N,Brunnen,څاه
466,Brunnen::N,Brunnen,کوهی
467,Weide::N,Weide,وله
468,Pfad::N,Pfad,تړه
469,Weg::N,Weg,لیار
470,Straße::N,Straße,سړک
471,Dorf::N,Dorf,کلی
472,Stadt::N,Stadt,ښار
473,Brief::N,Brief,لیک
474,Brief::N,Brief,مکتوب
475,Buch::N,Buch,کتاب
476,Buchstabe::N,Buchstabe,حرف
477,Buchstabe::N,Buchstabe,توری
478,Zeitung::N,Zeitung,اخبار
479,Leben::N,Leben,ژوند
480,Tod::N,Tod,مرګ
481,Tod::N,Tod,مړینه
482,Grab::N,Grab,قبر
483,Grab::N,Grab,ډورۍ
484,Kirche::N,Kirche,کلیسا
485,Sünde::N,Sünde,ګناه
486,Gott::N,Gott,خدای
487,Arbeiter::N,Arbeiter,کاریګر
488,Chef::N,Chef,آمر
489,Meister::N,Meister,استاد
490,Arzt::N,Arzt,طبیب
491,Arzt::N,Arzt,ډاکټر
492,Lehrer::N,Lehrer,معلم
493,Lehrer::N,Lehrer,ښوونکی
494,Geld::N,Geld,پیسې
495,Geschäft::N,Geschäft,سوداګري
496,Laden::N,Laden,دکان
497,Laden::N,Laden,مغازه
498,Preis::N,Preis,بیه
499,Ware::N,Ware,مال
500,Nutzen::N,Nutzen,ګټه
501,Reichtum::N,Reichtum,شتمني
502,Welt::N,Welt,نړۍ
503,Welt::N,Welt,دنیا
504,Land::N,Land,هېواد
505,Staat::N,Staat,دولت
506,König::N,König,باچا
507,König::N,König,پادشاه
508,Macht::N,Macht,قدرت
509,Grenze::N,Grenze,حد
510,Grenze::N,Grenze,سرحد
511,Krieg::N,Krieg,جګړه
512,Feind::N,Feind,دښمن
513,Gewalt::N,Gewalt,زور
514,Gewalt::N,Gewalt,تشدد
515,Kampf::N,Kampf,جنګ
516,Kampf::N,Kampf,مبارزه
517,Bogen[Waffe]::N,Bogen,لیندۍ
518,Pfeil::N,Pfeil,غشی
519,Gewehr::N,Gewehr,ټوپک
520,Fehler::N,Fehler,خطا
521,Fehler::N,Fehler,غلطي
522,Lüge::N,Lüge,دروغ
523,Schaden::N,Schaden,زیان
524,Schaden::N,Schaden,تاوان
525,Unglück::N,Unglück,بدبختي
526,Schuld::N,Schuld,ګناه
527,Alter::N,Alter,منګ
528,Schluss::N,Schluss,اخر
529,Zeit::N,Zeit,وخت
530,Tag::N,Tag,ورځ
531,Morgen::N,Morgen,سبا
532,Morgen::N,Morgen,سهار
533,Mittag::N,Mittag,غرمه
534,Abend::N,Abend,ماښام
535,Nacht::N,Nacht,شپه
536,Woche::N,Woche,اونۍ
537,Monat::N,Monat,مياشت
538,Jahr::N,Jahr,کال
539,Frühling::N,Frühling,پسرلی
540,Sommer::N,Sommer,دوبی
541,Herbst::N,Herbst,منی
542,Herbst::N,Herbst,خزان
543,Winter::N,Winter,ژمی
544,Januar::N,Januar,جنوري
545,Februar::N,Februar,فبروري
546,März::N,März,مارچ
547,April::N,April,اپریل
548,Mai::N,Mai,مې
549,Juni::N,Juni,جون
550,Juli::N,Juli,جولای
551,August::N,August,اګست
552,September::N,September,سپټامبر
553,Oktober::N,Oktober,اکتوبر
554,November::N,November,نومبر
555,Dezember::N,Dezember,دسمبر
556,Montag::N,Montag,دوشنبه
557,Dienstag::N,Dienstag,سه شنبه
558,Mittwoch::N,Mittwoch,چارشنبه
559,Donnerstag::N,Donnerstag,پنجشنبه
560,Freitag::N,Freitag,جمعه
561,Samstag::N,Samstag,خالي
562,Sonntag::N,Sonntag,یکشنبه
563,groß::A,groß,لوی
564,klein::A,klein,وړوکی
565,lang::A,lang,اوړد
566,kurz::A,kurz,لنډ
567,breit::A,breit,پراخه
568,schmal::A,schmal,تنګ
569,dicht::A,dicht,ګڼ
570,dick[Gegenstand]::A,dick,پنډ
571,dünn::A,dünn,نری
572,fein::A,fein,نازک
573,fest::A,fest,کلک
574,fest::A,fest,ټینګ
575,flach::A,flach,هوار
576,glatt::A,glatt,ښوی
577,hart::A,hart,کلک
578,weich::A,weich,نرم
579,weich::A,weich,پوست
580,rund::A,rund,ګرد
581,spitz::A,spitz,تېره
582,scharf::A,scharf,تېز
583,scharf::A,scharf,تېره
584,stumpf::A,stumpf,پڅ
585,schwer::A,schwer,دروند
586,schön::A,schön,ښکلی
587,heiß::A,heiß,تود
588,warm::A,warm,تود
589,kalt::A,kalt,ېخ
590,kalt::A,kalt,سوړ
591,kühl::A,kühl,ېخ
592,kühl::A,kühl,سوړ
593,frisch::A,frisch,تازه
594,feucht::A,feucht,مرطوب
595,nass::A,nass,لوند
596,trocken::A,trocken,وچ
597,voll::A,voll,ډک
598,leer::A,leer,خالی
599,offen::A,offen,خلاص
600,offen::A,offen,پرانیستی
601,geschlossen::A,geschlossen,تړلی
602,sauber::A,sauber,پاک
603,schmutzig::A,schmutzig,چټل
604,roh::A,roh,خام
605,reif::A,reif,پوخ
606,reif::A,reif,رسېدلی
607,lecker::A,lecker,خوندور
608,lecker::A,lecker,مزه دار
609,süß::A,süß,خوږ
610,süß::A,süß,شیرین
611,bitter::A,bitter,تریخ
612,sauer::A,sauer,ټاک
613,sauer::A,sauer,تريو
614,hell::A,hell,روڼ
615,hell::A,hell,روښان
616,dunkel::A,dunkel,تیاره
617,schwarz::A,schwarz,تور
618,weiß::A,weiß,سپين
619,rot::A,rot,سور
620,gelb::A,gelb,زېړ
621,blau::A,blau,شین
622,blau::A,blau,اسماني رنګه
623,grün::A,grün,زرغون
624,grau::A,grau,خړ
625,bunt::A,bunt,رنګارنګ
626,billig::A,billig,ارزان
627,teuer::A,teuer,ګران
628,wertvoll::A,wertvoll,قیمتي
629,blind::A,blind,ړوند
630,taub::A,taub,کوڼ
631,kräftig::A,kräftig,قوی
632,stark::A,stark,قوی
633,stark::A,stark,تکړه
634,schwach::A,schwach,ضعیف
635,schwach::A,schwach,کمزوری
636,fett::A,fett,چاغ
637,schlank::A,schlank,خوش اندام
638,hübsch::A,hübsch,ښکلی
639,hübsch::A,hübsch,ښایسته
640,böse::A,böse,شریر
641,böse::A,böse,قهرناک
642,dumm::A,dumm,احمق
643,faul::A,faul,لټ
644,faul::A,faul,تنبل
645,fleißig::A,fleißig,زحمت کښ
646,geizig::A,geizig,بخیل
647,klug::A,klug,عاقل
648,klug::A,klug,هوښیار
649,geschickt::A,geschickt,ماهر
650,lieb::A,lieb,عزیز
651,lieb::A,lieb,محبوب
652,lustig::A,lustig,خوشحال
653,sanft::A,sanft,پوست
654,sanft::A,sanft,ملایم
655,hungrig::A,hungrig,وږی
656,krank::A,krank,مريض
657,krank::A,krank,ناروغ
658,nackt::A,nackt,لوڅ
659,traurig::A,traurig,غمجن
660,lebendig::A,lebendig,ژوندی
661,gut::A,gut,ښه
662,schlecht::A,schlecht,بد
663,schlecht::A,schlecht,خراب
664,richtig::A,richtig,سم
665,richtig::A,richtig,صحیح
666,schlimm::A,schlimm,بد
667,schlimm::A,schlimm,مخوف
668,wahr::A,wahr,واقعي
669,alt::A,alt,زوړ
670,neu::A,neu,نوی
671,ehemalig::A,ehemalig,پخوانی
672,alt[Lebewesen]::A,alt,زوړ
673,jung::A,jung,ځوان
674,arm::A,arm,غریب
675,arm::A,arm,بې وزله
676,reich::A,reich,شتمن
677,reich::A,reich,دولتمند
678,bekannt::A,bekannt,اشنا
679,berühmt::A,berühmt,مشهور
680,fremd::A,fremd,پردی
681,fremd::A,fremd,بېګانه
682,verschieden::A,verschieden,مختلف
683,nah::A,nah,نژدې
684,fern::A,fern,لیری
685,linker::A,linker,چپ
686,linker::A,linker,کیڼ
687,rechter::A,rechter,ښی
688,anderer::A,anderer,بل
689,erster::A,erster,لومړی
690,zweiter::A,zweiter,دوهم
691,dritter::A,dritter,درېم
692,letzter::A,letzter,آخرنی
693,letzter::A,letzter,وروستی
694,allein::ADV,allein,یوازې
695,auf einmal::ADV,auf einmal,په یوه وخت کی
696,zusammen::ADV,zusammen,یو ځای
697,lange::ADV,lange,ډېر وخت
698,lange::ADV,lange,ډېره موده
699,plötzlich::ADV,plötzlich,ناببره
700,plötzlich::ADV,plötzlich,یوناڅاپه
701,sofort::ADV,sofort,فوراً
702,sofort::ADV,sofort,سمدلاسه
703,später::ADV,später,وروسته
704,jetzt::ADV,jetzt,اوس
705,heute::ADV,heute,نن
706,morgen::ADV,morgen,سبا
707,bald::ADV,bald,ژر
708,dann::ADV,dann,پس
709,dann::ADV,dann,وروسته
710,gestern::ADV,gestern,پرون
711,einst::ADV,einst,پخوا
712,damals::ADV,damals,هغه وخت
713,danach::ADV,danach,بیا
714,vorher::ADV,vorher,دمخه
715,zuerst::ADV,zuerst,لومړی
716,einmal::ADV,einmal,یو ځل
717,manchmal::ADV,manchmal,ګاهی ګاهی
718,oft::ADV,oft,ډېر ځله
719,immer::ADV,immer,تل
720,immer::ADV,immer,همېشه
721,niemals::ADV,niemals,هیڅکله نه
722,hier::ADV,hier,دلته
723,hierhin::ADV,hierhin,دلته
724,hierhin::ADV,hierhin,دې ځای ته
725,von hier::ADV,von hier,د دې ځای نه
726,dort::ADV,dort,هلته
727,dorthin::ADV,dorthin,هلته
728,dorthin::ADV,dorthin,هغه ځای ته
729,geradeaus::ADV,geradeaus,مخامخ
730,vorwärts::ADV,vorwärts,مخ پهٔ وړاندې
731,rückwärts::ADV,rückwärts,بېرته
732,zurück::ADV,zurück,بېرته
733,unten::ADV,unten,لاندي
734,hinab::ADV,hinab,ښکته
735,oben::ADV,oben,پورته
736,hinauf::ADV,hinauf,پاس
737,überall::ADV,überall,هره خوا
738,nicht::ADV,nicht,نه
739,ein wenig::ADV,ein wenig,یو څه
740,kaum::ADV,kaum,ایله
741,sehr::ADV,sehr,ډېر
742,sehr::ADV,sehr,زيات
743,so::ADV,so,داسې
744,so::ADV,so,دومره
745,noch::ADV,noch,نور
746,nur::ADV,nur,تش
747,nur::ADV,nur,صرف
748,schon::ADV,schon,دمخه
749,wieder::ADV,wieder,بیا
750,vergebens::ADV,vergebens,عبث
751,vor::PRP,vor,دمخه
752,hinter::PRP,hinter,شاته
753,unter::PRP,unter,لاندي
754,durch::PRP,durch,د مینځ نه
755,neben::PRP,neben,نژدې
756,zwischen::PRP,zwischen,ترمینځ
757,wegen::PRP,wegen,د ... له لاسه
758,dies::PRN,dies,دا
759,das::PRN,das,دا
760,alles::PRN,alles,هرڅهٔ
761,ich::PRN,ich,زه
762,du::PRN,du,ته
763,er::PRN,er,دی
764,wir::PRN,wir,مونږ
765,ihr::PRN,ihr,تاسې
766,sie::PRN,sie,هغوی
767,was::FPRN,was,څهٔ
768,wer::FPRN,wer,چا
769,wer::FPRN,wer,څوک
770,wo::FADV,wo,چيری
771,wo::FADV,wo,چېرته
