,Concept_ID,lv,az
315,Bau::N,гу,yuva
316,Bau::N,ala,yuva
317,Tier::N,пемӧс,heyvan
318,Tier::N,dzīvnieks,heyvan
319,Herde::N,стада,sürü
320,Herde::N,кельӧб,sürü
321,Herde::N,ganāmpulks,sürü
322,Kuh::N,мӧс,inək
323,Kuh::N,govs,inək
324,Bulle::N,ӧш,öküz
325,Bulle::N,bullis,öküz
326,Pferd::N,вӧв,at
327,Pferd::N,zirgs,at
328,Schaf::N,ыж,qoyun
329,Schaf::N,aita,qoyun
330,Schwein::N,порсь,donuz
331,Schwein::N,cūka,donuz
332,Hund::N,пон,it
333,Hund::N,пон,köpək
334,Hund::N,suns,it
335,Hund::N,suns,köpək
336,Katze::N,кань,pişik
337,Katze::N,kaķis,pişik
338,Bär::N,ош,ayı
339,Bär::N,lācis,ayı
340,Eichhörnchen::N,ур,dələ
341,Eichhörnchen::N,vāvere,dələ
342,Elch::N,йӧра,sığın
343,Elch::N,alnis,sığın
344,Fuchs::N,руч,tülkü
345,Fuchs::N,lapsa,tülkü
346,Hase::N,кӧч,dovşan
347,Hase::N,zaķis,dovşan
348,Maus::N,шыр,siçan
349,Maus::N,pele,siçan
350,Wolf::N,кӧин,qurd
351,Wolf::N,vilks,qurd
352,Vogel::N,кай,quş
353,Vogel::N,лэбач,quş
354,Vogel::N,putns,quş
355,Schwarm::N,чукӧр,sürü
356,Schwarm::N,spiets,sürü
357,Huhn::N,курӧг,toyuq
358,Huhn::N,vista,toyuq
359,Hahn::N,петук,xoruz
360,Hahn::N,gailis,xoruz
361,Gans::N,дзодзӧг,qaz
362,Gans::N,zoss,qaz
363,Adler::N,кутш,qartal
364,Adler::N,кутш,qaraquş
365,Adler::N,ērglis,qartal
366,Adler::N,ērglis,qaraquş
367,Ente::N,утка,ördək
368,Ente::N,pīle,ördək
369,Eule::N,сюзь,bayquş
370,Eule::N,pūce,bayquş
371,Kranich::N,тури,durna
372,Kranich::N,dzērve,durna
373,Krähe::N,рака,qarğa
374,Krähe::N,vārna,qarğa
375,Kuckuck::N,кӧк,ququ
376,Kuckuck::N,dzeguze,ququ
377,Schwan::N,юсь,qu quşu
378,Schwan::N,gulbis,qu quşu
379,Fisch::N,чери,balıq
380,Fisch::N,zivs,balıq
381,Barsch::N,ёкыш,tar
382,Barsch::N,asaris,tar
383,Hecht::N,сир,durnabalığı
384,Hecht::N,līdaka,durnabalığı
385,Schlange[Tier]::N,кый,ilan
386,Schlange[Tier]::N,čūska,ilan
387,Wurm::N,номыр,qurd
388,Wurm::N,tārps,qurd
389,Spinne::N,черань,hörümçək
390,Spinne::N,zirneklis,hörümçək
391,Ameise::N,кодзувкот,qarışqa
392,Ameise::N,skudra,qarışqa
393,Laus::N,той,bit
394,Laus::N,uts,bit
395,Mücke::N,ном,ağcaqanad
396,Mücke::N,ods,ağcaqanad
397,Fliege::N,гут,milçək
398,Fliege::N,muša,milçək
399,Schmetterling::N,бобув,kəpənək
400,Schmetterling::N,tauriņš,kəpənək
401,Beere::N,тусь,gilə
402,Beere::N,вотӧс,gilə
403,Beere::N,oga,gilə
404,Apfel::N,яблӧг,alma
405,Apfel::N,ābols,alma
406,Pilz::N,тшак,göbələk
407,Pilz::N,sēne,göbələk
408,Zwiebel::N,луккок,soğan
409,Zwiebel::N,йӧнгыль,soğan
410,Zwiebel::N,sīpols,soğan
411,Saat::N,тусь,əkin
412,Saat::N,кӧйдыс,əkin
413,Saat::N,sēkla,əkin
414,Korn::N,тусь,taxıl
415,Korn::N,grauds,taxıl
416,Heu::N,турун,quru ot
417,Heu::N,siens,quru ot
418,Schale::N,кор,qabıq
419,Schale::N,čaula,qabıq
420,Schale::N,čaumala,qabıq
421,Grube::N,гу,çuxur
422,Grube::N,bedre,çuxur
423,Falle::N,лэч,tələ
424,Falle::N,лэч,duzaq
425,Falle::N,slazds,tələ
426,Falle::N,slazds,duzaq
427,Falle::N,lamatas,tələ
428,Falle::N,lamatas,duzaq
429,Schlinge::N,лэч,ilmək
430,Schlinge::N,cilpa,ilmək
431,Spur::N,туй,iz
432,Spur::N,pēda,iz
433,Asche::N,пӧм,kül
434,Asche::N,pelni,kül
435,Dreck::N,няйт,kir
436,Dreck::N,dubļi,kir
437,Eisen::N,кӧрт,dəmir
438,Eisen::N,dzelzs,dəmir
439,Gold::N,зарни,altun
440,Gold::N,zelts,altun
441,Silber::N,эзысь,gümüş
442,Silber::N,sudrabs,gümüş
443,Kohle::N,шом,kömür
444,Kohle::N,ogle,kömür
445,Glas::N,стеклӧ,şüşə
446,Glas::N,stikls,şüşə
447,Lehm::N,сёй,gil
448,Lehm::N,сёй,palçıq
449,Lehm::N,māls,gil
450,Lehm::N,māls,palçıq
451,Sand::N,лыа,qum
452,Sand::N,smiltis,qum
453,Mensch::N,морт,adam
454,Mensch::N,морт,insan
455,Mensch::N,cilvēks,adam
456,Mensch::N,cilvēks,insan
457,Mann::N,аймӧрт,kişi
458,Mann::N,мужичӧй,kişi
459,Mann::N,vīrietis,kişi
460,Frau::N,ань,qadın
461,Frau::N,нывбаба,qadın
462,Frau::N,sieviete,qadın
463,Kind::N,кага,uşaq
464,Kind::N,bērns,uşaq
465,Junge::N,пи,oğlan
466,Junge::N,zēns,oğlan
467,Junge::N,puika,oğlan
468,Junge::N,puisis,oğlan
469,Mädchen::N,ныв,qız
470,Mädchen::N,meiča,qız
471,Mädchen::N,skuķis,qız
472,Mädchen::N,meitene,qız
473,Familie::N,семья,ailə
474,Familie::N,ģimene,ailə
475,Großvater::N,пӧль,baba
476,Großvater::N,vecaistēvs,baba
477,Großmutter::N,баб,nənə
478,Großmutter::N,vecāmāte,nənə
479,Eltern::N,ай-мам,valideyn
480,Eltern::N,бать-мам,valideyn
481,Eltern::N,vecāki,valideyn
482,Vater::N,бать,ata
483,Vater::N,ай,ata
484,Vater::N,tēvs,ata
485,Mutter::N,мам,ana
486,Mutter::N,māte,ana
487,Sohn::N,пи,oğul
488,Sohn::N,dēls,oğul
489,Tochter::N,ныв,qız
490,Tochter::N,meita,qız
491,Bruder::N,вок,qardaş
492,Bruder::N,brālis,qardaş
493,Schwester::N,чой,bacı
494,Schwester::N,māsa,bacı
495,Onkel::N,дядь,əmi
496,Onkel::N,дядь,dayı
497,Onkel::N,tēvocis,əmi
498,Onkel::N,tēvocis,dayı
499,Tante::N,тьӧт,bibi
500,Tante::N,tante,bibi
501,Ehemann::N,верӧс,ər
502,Ehemann::N,vīrs,ər
503,Ehefrau::N,гӧтыр,arvad
504,Ehefrau::N,sieva,arvad
505,Freude::N,радлун,nəşə
506,Freude::N,радлун,sevinc
507,Freude::N,prieks,nəşə
508,Freude::N,prieks,sevinc
509,Gelächter::N,серам,gülüş
510,Gelächter::N,серам,qəhqəhə
511,Gelächter::N,smiekli,gülüş
512,Gelächter::N,smiekli,qəhqəhə
513,Glück::N,шуд,səadət
514,Glück::N,шуд,xoşbəxtlik
515,Glück::N,laime,səadət
516,Glück::N,laime,xoşbəxtlik
517,Kummer::N,шог,qəm
518,Kummer::N,шог,kədər
519,Kummer::N,bēdas,qəm
520,Kummer::N,bēdas,kədər
521,Kummer::N,raizes,qəm
522,Kummer::N,raizes,kədər
523,Wunsch::N,кӧсйӧм,arzu
524,Wunsch::N,vēlme,arzu
525,Wunsch::N,vēlējums,arzu
526,Lust::N,кыскӧм,həvəs
527,Lust::N,радейтӧм,həvəs
528,Lust::N,kāre,həvəs
529,Geist::N,лов,ruh
530,Geist::N,gars,ruh
531,Gedanke::N,мӧвп,fikir
532,Gedanke::N,мӧвп,düşüncə
533,Gedanke::N,doma,fikir
534,Gedanke::N,doma,düşüncə
535,Gedächtnis::N,паметь,xatir
536,Gedächtnis::N,паметь,hafizə
537,Gedächtnis::N,atmiņa,xatir
538,Gedächtnis::N,atmiņa,hafizə
539,Verstand::N,вежӧр,ağıl
540,Verstand::N,prāts,ağıl
541,Sinn::N,мог,məna
542,Sinn::N,вежӧртас,məna
543,Sinn::N,nozīme,məna
544,Grund::N,помка,səbəb
545,Grund::N,pamats,səbəb
546,Grund::N,iemesls,səbəb
547,Wahrheit::N,збыль,haqq
548,Wahrheit::N,збыль,doğruluq
549,Wahrheit::N,збыльтор,haqq
550,Wahrheit::N,збыльтор,doğruluq
551,Wahrheit::N,taisnība,haqq
552,Wahrheit::N,taisnība,doğruluq
553,Wahrheit::N,patiesība,haqq
554,Wahrheit::N,patiesība,doğruluq
555,Gespräch::N,сёрни,söhbət
556,Gespräch::N,сёрни,qonuşma
557,Gespräch::N,saruna,söhbət
558,Gespräch::N,saruna,qonuşma
559,Märchen::N,мойд,nağıl
560,Märchen::N,pasaka,nağıl
561,Erzählung::N,висьт,hekayə
562,Erzählung::N,stāsts,hekayə
563,Erzählung::N,nostāsts,hekayə
564,Nachricht::N,юӧртӧм,xəbər
565,Nachricht::N,ziņa,xəbər
566,Neuigkeit::N,выльтор,xəbər
567,Neuigkeit::N,выльтор,yenilik
568,Neuigkeit::N,jaunums,xəbər
569,Neuigkeit::N,jaunums,yenilik
570,Name::N,ним,ad
571,Name::N,vārds,ad
572,Rätsel::N,нӧдкыв,tapmaca
573,Rätsel::N,mīkla,tapmaca
574,Rede::N,сёрни,nitq
575,Rede::N,runa,nitq
576,Sprache::N,кыв,dil
577,Sprache::N,valoda,dil
578,Stimme::N,гӧлӧс,səs
579,Stimme::N,вом шы,səs
580,Stimme::N,balss,səs
581,Wort::N,кыв,söz
582,Wort::N,кыв,kəlmə
583,Wort::N,vārds,söz
584,Wort::N,vārds,kəlmə
585,Zeichen::N,пас,nişan
586,Zeichen::N,zīme,nişan
587,Ruf::N,чукӧстчӧм,çığırtı
588,Ruf::N,корӧм,çığırtı
589,Ruf::N,sauciens,çığırtı
590,Lärm::N,шы,gurultu
591,Lärm::N,зык,gurultu
592,Lärm::N,зычитӧм,gurultu
593,Lärm::N,troksnis,gurultu
594,Laut::N,шы,səs
595,Laut::N,skaņa,səs
596,Ton::N,шы,ton
597,Ton::N,tonis,ton
598,Lied::N,сьылан,mahnı
599,Lied::N,сьыланкыв,mahnı
600,Lied::N,dziesma,mahnı
601,Ruhe::N,чӧв,sakitlik
602,Ruhe::N,miers,sakitlik
603,Leute::N,йӧз,xalq
604,Leute::N,войтыр,xalq
605,Leute::N,ļaudis,xalq
606,Leute::N,cilvēki,xalq
607,Volk::N,йӧз,millət
608,Volk::N,войтыр,millət
609,Volk::N,tauta,millət
610,Arbeit::N,удж,iş
611,Arbeit::N,удж,əmək
612,Arbeit::N,darbs,iş
613,Arbeit::N,darbs,əmək
614,Gast::N,гӧсть,qonaq
615,Gast::N,гӧсть,müsafir
616,Gast::N,viešņa,qonaq
617,Gast::N,viešņa,müsafir
618,Gast::N,ciemiņš,qonaq
619,Gast::N,ciemiņš,müsafir
620,Geschenk::N,козин,hədiyyə
621,Geschenk::N,dāvana,hədiyyə
622,Spiel::N,ворсан,oyun
623,Spiel::N,ворсан,tamaşa
624,Spiel::N,rotaļa,oyun
625,Spiel::N,rotaļa,tamaşa
626,Gesellschaft::N,котыр,cəmiyyet
627,Gesellschaft::N,biedrība,cəmiyyet
628,Gesellschaft::N,kompānija,cəmiyyet
629,Hilfe::N,отсӧг,kömək
630,Hilfe::N,отсӧг,yardım
631,Hilfe::N,palīdzība,kömək
632,Hilfe::N,palīdzība,yardım
633,Freund::N,ёрт,dost
634,Freund::N,draugs,dost
635,Kamerad::N,ёрт,yoldaş
636,Kamerad::N,biedrs,yoldaş
637,Angelegenheit::N,мог,iş
638,Angelegenheit::N,делӧ,iş
639,Angelegenheit::N,darīšana,iş
640,Anzahl::N,лыд,say
641,Anzahl::N,тшӧт,say
642,Anzahl::N,skaits,say
643,Anzahl::N,daudzums,say
644,Art::N,сикас,çeşid
645,Art::N,suga,çeşid
646,Art::N,šķira,çeşid
647,Stück::N,тор,dənə
648,Stück::N,тор,parça
649,Stück::N,gabals,dənə
650,Stück::N,gabals,parça
651,Teil::N,юкӧн,qisim
652,Teil::N,daļa,qisim
653,Hälfte::N,пӧв,yarım
654,Hälfte::N,джын,yarım
655,Hälfte::N,puse,yarım
656,Kreis::N,кытш,dairə
657,Kreis::N,aplis,dairə
658,Kreis::N,riņķis,dairə
659,Kreuz::N,перна,xaç
660,Kreuz::N,крест,xaç
661,Kreuz::N,krusts,xaç
662,Linie::N,визь,xətt
663,Linie::N,līnija,xətt
664,Strich::N,визь,cızıq
665,Strich::N,svītra,cızıq
666,Abstand::N,кост,məsafə
667,Abstand::N,коласт,məsafə
668,Abstand::N,atstarpe,məsafə
669,Entfernung::N,ылна,məsafə
670,Entfernung::N,ылна,uzaqlıq
671,Entfernung::N,attālums,məsafə
672,Entfernung::N,attālums,uzaqlıq
673,Entfernung::N,atstatums,məsafə
674,Entfernung::N,atstatums,uzaqlıq
675,Gegend::N,му-ва,bölgə
676,Gegend::N,apvidus,bölgə
677,Gegend::N,apgabals,bölgə
678,Platz::N,ылдӧс,yer
679,Platz::N,йир,yer
680,Platz::N,гӧгӧртас,yer
681,Platz::N,vieta,yer
682,Ort::N,ин,yer
683,Ort::N,места,yer
684,Ort::N,vieta,yer
685,Seite::N,бок,yan
686,Seite::N,бок,tərəf
687,Seite::N,ӧтарладор,yan
688,Seite::N,ӧтарладор,tərəf
689,Seite::N,sāns,yan
690,Seite::N,sāns,tərəf
691,Mitte::N,шӧр,orta
692,Mitte::N,vidus,orta
693,Gegenstand::N,кӧлуй,şey
694,Gegenstand::N,priekšmets,şey
695,Sache::N,добра,şey
696,Sache::N,lieta,şey
697,Rand::N,дор,kənar
698,Rand::N,mala,kənar
699,Rand::N,apmale,kənar
700,Kante::N,дор,tiyə
701,Kante::N,дор,kənar
702,Kante::N,šķautne,tiyə
703,Kante::N,šķautne,kənar
704,Ecke::N,пельӧс,bucaq
705,Ecke::N,kakts,bucaq
706,Ecke::N,stūris,bucaq
707,Spitze::N,йыв,uc
708,Spitze::N,smaile,uc
709,Spitze::N,galotne,uc
710,Ende::N,пом,son
711,Ende::N,пом,axır
712,Ende::N,gals,son
713,Ende::N,gals,axır
714,Ende::N,uzgalis,son
715,Ende::N,uzgalis,axır
716,Loch::N,розь,deşik
717,Loch::N,caurums,deşik
718,Winkel::N,пельӧс,guşə
719,Winkel::N,leņķis,guşə
720,Muster::N,сер,ülgü
721,Muster::N,piemērs,ülgü
722,Größe::N,ыджда,böyüklük
723,Größe::N,lielums,böyüklük
724,Länge::N,кузьта,uzunluq
725,Länge::N,garums,uzunluq
726,Höhe::N,джуджда,yüksəklik
727,Höhe::N,augstums,yüksəklik
728,Gewicht::N,сьӧкта,çəki
729,Gewicht::N,сьӧкта,ağırlıq
730,Gewicht::N,сьӧкталун,çəki
731,Gewicht::N,сьӧкталун,ağırlıq
732,Gewicht::N,svars,çəki
733,Gewicht::N,svars,ağırlıq
734,Gewicht::N,smagums,çəki
735,Gewicht::N,smagums,ağırlıq
736,Menge::N,лун,miqdar
737,Menge::N,числӧ,miqdar
738,Menge::N,masa,miqdar
739,Menge::N,daudzums,miqdar
740,Haufen::N,чукӧр,yığın
741,Haufen::N,čupa,yığın
742,Haufen::N,grēda,yığın
743,Haufen::N,kaudze,yığın
744,Reihe::N,рад,səf
745,Reihe::N,рад,sıra
746,Reihe::N,rinda,səf
747,Reihe::N,rinda,sıra
748,Reihe::N,virkne,səf
749,Reihe::N,virkne,sıra
750,Boot::N,пыж,qayıq
751,Boot::N,laiva,qayıq
752,Ruder::N,пелыс,kürək
753,Ruder::N,ӧпаснӧй,kürək
754,Ruder::N,airis,kürək
755,Ruder::N,irklis,kürək
756,Schlitten::N,дадь,kirşə
757,Schlitten::N,ragavas,kirşə
758,Ski::N,лызь,xizək
759,Ski::N,slēpe,xizək
760,Lagerfeuer::N,бипур,düşərgə tonqalı
761,Lagerfeuer::N,ugunskurs,düşərgə tonqalı
762,Last::N,сьӧкыдтор,yük
763,Last::N,krava,yük
764,Gang::N,мунӧм,yeriş
765,Gang::N,ветлӧм,yeriş
766,Gang::N,eja,yeriş
767,Gang::N,gājums,yeriş
768,Schritt::N,воськов,addım
769,Schritt::N,воськовтӧм,addım
770,Schritt::N,solis,addım
771,Norden::N,войвыв,şimal
772,Norden::N,ziemeļi,şimal
773,Süden::N,лунвыв,cənub
774,Süden::N,dienvidi,cənub
775,Westen::N,рытыв,qərb
776,Westen::N,rietumi,qərb
777,Osten::N,асыв,şərq
778,Osten::N,austrumi,şərq
779,Holz::N,пу,ağac
780,Holz::N,пу,taxta
781,Holz::N,koks,ağac
782,Holz::N,koks,taxta
783,Holz::N,koksne,ağac
784,Holz::N,koksne,taxta
785,Brett::N,пӧв,taxta
786,Brett::N,dēlis,taxta
787,Platte::N,плита,lövhə
