,Concept_ID,be,se
0,Auge::N,вока,tjelmie
1,Auge::N,вока,tjalmme
2,Auge::N,вока,čalbmi
3,Auge::N,вока,čalme
4,Auge::N,вока,čâ´lmm
5,Auge::N,вока,ча̄лльм
6,Ohr::N,вуха,bieljie
7,Ohr::N,вуха,biellje
8,Ohr::N,вуха,beallji
9,Ohr::N,вуха,pelji
10,Ohr::N,вуха,pe´llj
11,Ohr::N,вуха,пе̄лльй
12,Nase::N,нос,njuenie
13,Nase::N,нос,njunnje
14,Nase::N,нос,njunni
15,Nase::N,нос,njuṇe
16,Nase::N,нос,njuu´nn
17,Nase::N,нос,нюннҍ
18,Mund::N,рот,njaelmie
19,Mund::N,рот,njálmme
20,Mund::N,рот,njálbmi
21,Mund::N,рот,njälmi
22,Mund::N,рот,njä´lmm
23,Mund::N,рот,ня̄лльм
24,Zahn::N,зуб,baenie
25,Zahn::N,зуб,bádne
26,Zahn::N,зуб,bátni
27,Zahn::N,зуб,pääṇi
28,Zahn::N,зуб,pää´nn
29,Zahn::N,зуб,па̄ннҍ
30,Zunge::N,язык,njoektjeme
31,Zunge::N,язык,njuovtjav
32,Zunge::N,язык,njuovčča
33,Zunge::N,язык,njuovčâ
34,Zunge::N,язык,njuhččâm
35,Zunge::N,язык,нюхчем
36,Lippe::N,губа,bangseme
37,Lippe::N,губа,njálmmerabdda
38,Lippe::N,губа,bavssa
39,Lippe::N,губа,poovsâ
40,Lippe::N,губа,põõus
41,Lippe::N,губа,пэ̄кс
42,Wange::N,шчака,skiehrie
43,Wange::N,шчака,nierra
44,Wange::N,шчака,muohtu
45,Wange::N,шчака,nieṛâ
46,Wange::N,шчака,njiõrr
47,Wange::N,шчака,нӣрр
48,Gesicht::N,твар,ååredæjja
49,Gesicht::N,твар,muohto
50,Gesicht::N,твар,muođut
51,Gesicht::N,твар,ámadadju
52,Gesicht::N,твар,muáđuh
53,Gesicht::N,твар,muâđ
54,Gesicht::N,твар,ка̄ссв
55,Stirn::N,лоб,gaalloe
56,Stirn::N,лоб,gállo
57,Stirn::N,лоб,gállu
58,Stirn::N,лоб,kállu
59,Stirn::N,лоб,käll
60,Stirn::N,лоб,вуэххьц
61,Haar::N,волас,voepte
62,Haar::N,волас,vuoppta
63,Haar::N,волас,vuokta
64,Haar::N,волас,vuop'tâ
65,Haar::N,волас,vuõpt
66,Haar::N,волас,вӯппт
67,Haar::N,валасы,voepte
68,Haar::N,валасы,vuoppta
69,Haar::N,валасы,vuokta
70,Haar::N,валасы,vuop'tâ
71,Haar::N,валасы,vuõpt
72,Haar::N,валасы,вӯппт
73,Schnurrbart::N,вус,bijjie-skaavtjoe
74,Schnurrbart::N,вус,njunjevuolskávttjá
75,Schnurrbart::N,вус,seamu
76,Schnurrbart::N,вус,siämu
77,Schnurrbart::N,вус,ää´bben
78,Schnurrbart::N,вус,о̄а̄бпан
79,Schnurrbart::N,вусы,bijjie-skaavtjoe
80,Schnurrbart::N,вусы,njunjevuolskávttjá
81,Schnurrbart::N,вусы,seamu
82,Schnurrbart::N,вусы,siämu
83,Schnurrbart::N,вусы,ää´bben
84,Schnurrbart::N,вусы,о̄а̄бпан
85,Bart::N,барада,skaavtja
86,Bart::N,барада,skaavtjoe
87,Bart::N,барада,skávttjá
88,Bart::N,барада,seamu
89,Bart::N,барада,siämu
90,Bart::N,барада,seäm
91,Bart::N,барада,ся̄м
92,Kinn::N,падбародак,gaejpie
93,Kinn::N,падбародак,gájbbe
94,Kinn::N,падбародак,gáibi
95,Kinn::N,падбародак,käibi
96,Kinn::N,падбародак,käi´bb
97,Kinn::N,падбародак,ка̄ййп
98,Kiefer[Anatomie]::N,сківіца,gaejpie
99,Kiefer[Anatomie]::N,сківіца,oalol
100,Kiefer[Anatomie]::N,сківіца,oaloldákte
101,Kiefer[Anatomie]::N,сківіца,gáibi
102,Kiefer[Anatomie]::N,сківіца,uá'lultähti
103,Kiefer[Anatomie]::N,сківіца,vuâl'lõš
104,Kiefer[Anatomie]::N,сківіца,вуаллнешш
105,Kehle::N,горла,gealoe
106,Kehle::N,горла,tjåttå
107,Kehle::N,горла,njiello
108,Kehle::N,горла,čotta
109,Kehle::N,горла,čuudâ
110,Kehle::N,горла,čoodd
111,Kehle::N,горла,чонт
112,Kehle::N,горла,кэ̄ҏс
113,Hals::N,шыя,tjeapohke
114,Hals::N,шыя,tjiebet
115,Hals::N,шыя,čeabet
116,Hals::N,шыя,čiäppát
117,Hals::N,шыя,čeäppat
118,Hals::N,шыя,ча̄пэх
119,Genick::N,патыліца,tjovrese
120,Genick::N,патыліца,nisske
121,Genick::N,патыліца,niehkki
122,Genick::N,патыліца,niski
123,Genick::N,патыліца,niek'ki
124,Genick::N,патыліца,nji´šǩǩmaadd
125,Genick::N,патыліца,нышшькмоант
126,Kopf::N,галава,åejjie
127,Kopf::N,галава,oajvve
128,Kopf::N,галава,oaivi
129,Kopf::N,галава,uái'vi
130,Kopf::N,галава,vuei´vv
131,Kopf::N,галава,вуэййв
132,Rücken::N,спіна,rudtje
133,Rücken::N,спіна,hárddo
134,Rücken::N,спіна,tjavelk
135,Rücken::N,спіна,sealgi
136,Rücken::N,спіна,selgi
137,Rücken::N,спіна,čielgi
138,Rücken::N,спіна,seä´lǧǧ
139,Rücken::N,спіна,се̄лльк
140,Bauch::N,жывот,tjåejjie
141,Bauch::N,жывот,tjoajvve
142,Bauch::N,жывот,čoavji
143,Bauch::N,жывот,čuáv'ji
144,Bauch::N,жывот,čåu´jj
145,Bauch::N,жывот,чо̄ввьй
146,Nabel::N,пупок,naepie
147,Nabel::N,пупок,náhpe
148,Nabel::N,пупок,náhpi
149,Nabel::N,пупок,nääpi
150,Nabel::N,пупок,nää´pp
151,Nabel::N,пупок,на̄бпь
152,Busen::N,грудзі,boenge
153,Busen::N,грудзі,bållå
154,Busen::N,грудзі,čižži
155,Busen::N,грудзі,njamma
156,Busen::N,грудзі,njižže
157,Busen::N,грудзі,nje´ǯǯ
158,Busen::N,грудзі,раннҍт
159,Brust::N,грудзі,mïelke
160,Brust::N,грудзі,radde
161,Brust::N,грудзі,mielgga
162,Brust::N,грудзі,raddi
163,Brust::N,грудзі,radde
164,Brust::N,грудзі,râ´dd
165,Brust::N,грудзі,раннҍт
166,Schulter::N,плячо,åelkie
167,Schulter::N,плячо,oalgge
168,Schulter::N,плячо,hárdu
169,Schulter::N,плячо,ärdee
170,Schulter::N,плячо,uál'gi
171,Schulter::N,плячо,a´rddi
172,Schulter::N,плячо,vuä´lǧǧ
173,Schulter::N,плячо,вуэллык
174,Arm::N,рука,gïete
175,Arm::N,рука,giehta
176,Arm::N,рука,giehta
177,Arm::N,рука,kietâ
