,Concept_ID,zh,myv
212,Lehm::N,粘土,сёвонь
213,Sand::N,沙,човар
214,Mensch::N,人,ломань
215,Mann::N,男子,аля
216,Mann::N,男子,цёраломань
217,Frau::N,妇女,ава
218,Kind::N,小孩,эйкакш
219,Junge::N,男孩,цёрыне
220,Mädchen::N,女孩,тейтерне
221,Familie::N,家庭,семия
222,Großvater::N,祖父,покштя
223,Großmutter::N,祖母,баба
224,Eltern::N,父母,тетят-ават
225,Vater::N,父亲,тетя
226,Mutter::N,母亲,ава
227,Sohn::N,儿子,цёра
228,Tochter::N,女儿,тейтерь
229,Bruder::N,兄弟,леля
230,Bruder::N,兄弟,ялакс
231,Schwester::N,姐妹,сазор
232,Onkel::N,伯父,леля
233,Tante::N,阿姨,патя
234,Ehemann::N,丈夫,мирде
235,Ehefrau::N,妻子,ни
236,Freude::N,愉快,кеняркс
237,Gelächter::N,大笑,ракамо
238,Gelächter::N,大笑,пейдема
239,Glück::N,运气,уцяска
240,Kummer::N,苦恼,рискс
241,Kummer::N,苦恼,мелявкс
242,Wunsch::N,愿望,мель
243,Wunsch::N,愿望,бажамо
244,Lust::N,乐趣,бажамо
245,Geist::N,精神,ойме
246,Gedanke::N,思想,мель
247,Gedächtnis::N,记性,мель
248,Verstand::N,理智,прев
249,Sinn::N,感觉,толк
250,Sinn::N,感觉,смысла
251,Grund::N,理由,тувтал
252,Wahrheit::N,真理,видечи
253,Gespräch::N,谈话,кортнема
254,Märchen::N,童话,ёвкс
255,Erzählung::N,故事,ёвтнема
256,Nachricht::N,消息,куля
257,Neuigkeit::N,新闻,куля
258,Name::N,名字,лем
259,Rätsel::N,谜语,содамоёвкс
260,Rede::N,讲话,кортамо
261,Sprache::N,语言,кель
262,Stimme::N,声音,ваигель
263,Wort::N,词,вал
264,Zeichen::N,标记,теште
265,Ruf::N,呼喊,тердема
266,Lärm::N,噪音,шалнома
267,Laut::N,响声,вайгель
268,Ton::N,声音,гайнема
269,Lied::N,歌曲,моро
270,Ruhe::N,安静,оймамо
271,Leute::N,人们,ломанть
272,Volk::N,人民,народ
273,Arbeit::N,劳动,тев
274,Gast::N,客人,инже
275,Geschenk::N,礼物,казне
276,Spiel::N,游戏,налксема
277,Gesellschaft::N,陪同,община
278,Hilfe::N,帮助,лездамо
279,Freund::N,朋友,оя
280,Freund::N,朋友,ялга
281,Kamerad::N,同志,оя
282,Kamerad::N,同志,ялга
283,Angelegenheit::N,事情,тев
284,Anzahl::N,数目,ламоксчи
285,Art::N,种类,вид
286,Stück::N,块,пакш
287,Stück::N,块,пелькс
288,Teil::N,部分,часть
289,Teil::N,部分,пелькс
290,Hälfte::N,一半,пель
291,Hälfte::N,一半,пелькс
292,Kreis::N,圆,кирькс
293,Kreuz::N,十字架,крёст
294,Linie::N,线条,кикс
295,Strich::N,划,межа
296,Abstand::N,距离,ютко
297,Entfernung::N,距离,ютко
298,Gegend::N,地区,тарка
299,Gegend::N,地区,пертьпелькс
300,Platz::N,场所,васолкс
301,Ort::N,地点,тарка
302,Seite::N,面,ён
303,Seite::N,面,чире
304,Mitte::N,中间,куншка
305,Gegenstand::N,物品,предмет
306,Sache::N,物,тев
307,Sache::N,物,веща
308,Rand::N,边,пе
309,Rand::N,边,чире
310,Kante::N,棱,ирдез
311,Ecke::N,角,ужо
312,Spitze::N,尖,пряне
313,Spitze::N,尖,пе
314,Ende::N,结尾,пе
315,Loch::N,洞,варя
316,Winkel::N,角度,ужо
317,Muster::N,模型,сёрма
318,Größe::N,大小,сэрь
319,Größe::N,大小,покшолма
320,Länge::N,长度,кувалмо
321,Höhe::N,高度,сэрь
322,Höhe::N,高度,пандо
323,Gewicht::N,重量,сталмо
324,Menge::N,数量,лововкс
325,Haufen::N,堆,мар
326,Haufen::N,堆,валявкс
327,Reihe::N,行,ряд
328,Boot::N,小船,венч
329,Ruder::N,奖,милё
330,Schlitten::N,雪橇,нурдт
331,Ski::N,雪板,сокс
332,Lagerfeuer::N,营火,толбандя
333,Last::N,负担,сталмо
334,Last::N,负担,кандома
335,Gang::N,行走,молема
336,Gang::N,行走,якамо
337,Schritt::N,步伐,эскелькс
338,Norden::N,北,якшамо ёнкс
339,Süden::N,南,лембе ёнкс
340,Westen::N,西,чивалгома
341,Osten::N,东,чилисема
342,Holz::N,木材,чувто
343,Brett::N,木板,лаз
344,Platte::N,平板,плита
345,Stütze::N,支架,неже
346,Stange::N,杆,олга
347,Stock::N,棒,мандо
348,Stab::N,棍,олога
349,Rohr::N,管子,турба
350,Haus::N,房屋,кудо
351,Heim::N,家,кудо
352,Ofen::N,炉子,каштомо
353,Fußboden::N,地板,киякс
354,Tisch::N,桌子,столь
355,Stuhl::N,椅子,стул
356,Wiege::N,摇蓝,лавсь
357,Wiege::N,摇蓝,нурямот
358,Bett::N,床,ацамо
359,Regal::N,架子,лався
360,Regal::N,架子,лавсяланго
361,Kiste::N,箱子,горобия
362,Kiste::N,箱子,сундук
363,Fenster::N,窗户,вальма
364,Tür::N,门,кенкш
365,Tor::N,大门,ортат
366,Zaun::N,篱笆,пирявт
367,Zaun::N,篱笆,пирвякс
368,Dach::N,屋顶,кудопря
369,Leiter::N,梯子,кузтема
370,Besen::N,扫帚,тенсть
371,Spaten::N,铁锹,койме
372,Schaufel::N,铁锹,кече
373,Schaufel::N,铁锹,келей койме
374,Gabel::N,叉,сянгине
375,Löffel::N,食匙,пенч
376,Messer::N,刀,пеель
377,Nagel::N,钉子,эске
378,Netz::N,网,алтыма
379,Haken::N,钩子,кечказ
380,Griff::N,把柄,кедне
381,Schloss::N,锁,замок
382,Schloss::N,锁,панжома
383,Bild::N,图画,картина
384,Figur::N,人像,рунго
385,Puppe::N,娃娃,няка
386,Beutel::N,袋子,кескав
387,Bündel::N,捆,керькс
388,Tasche::N,手提包,юдма
389,Eimer::N,桶,ведра
390,Deckel::N,盖子,велькс
391,Geschirr::N,餐具,кедьге
392,Sack::N,袋子,кескав
393,Tasse::N,杯子,чакш
394,Topf::N,锅,кастрюля
395,Kessel::N,水壶,котёл
396,Essen::N,进餐,ярсамо
397,Nahrung::N,食物,ярсамопель
398,Speise::N,菜肴,ярсамопель
399,Fleisch::N,肉,сывель
400,Getreide::N,谷物,сюро
401,Brei::N,粥,каша
402,Brot::N,面包,кши
403,Scheibe::N,片,кочом
404,Scheibe::N,片,сускомо
405,Fett::N,脂肪,куя
406,Butter::N,黄油,ой
407,Öl::N,油,ой
408,Salz::N,盐,сал
409,Suppe::N,汤,ям
410,Honig::N,蜂蜜,медь
411,Milch::N,奶,ловсо
412,Tee::N,茶,чай
413,Leder::N,皮革,киське
414,Wolle::N,毛线,пона
415,Stoff::N,织物,коцт
416,Nadel::N,针,салмукс
417,Faden::N,线,суре
418,Knopf::N,纽扣,пов
419,Knoten::N,结,сюлмо
420,Farbe::N,颜色,артомапель
421,Kleidung::N,衣服,оршамот
422,Hemd::N,衬衫,панар
423,Kragen::N,领子,сиве
424,Ärmel::N,袖子,ожа
425,Hose::N,裤子,понкст
426,Gürtel::N,腰带,каркс
427,Mütze::N,帽子,чапка
428,Schuh::N,鞋,туфля
429,Stiefel::N,靴子,кем
430,Ring::N,戒指,суркс
431,Band::N,带子,лента
432,Kamm::N,梳子,сурсеме
433,Spiegel::N,镜子,чавачамо
434,Riemen::N,皮带,кшнань каркс
435,Schnur::N,绳子,пикс
436,Leine::N,皮带,ведьме
437,Decke::N,被子,вельтямо
438,Kissen::N,软垫,тодов
439,Tuch::N,巾,паця
440,Handtuch::N,手巾,нардамо
441,Kraft::N,力,вий
442,Stärke::N,力量,виевчи
443,Gesundheit::N,健康,шумбрачи
444,Krankheit::N,病,орма
445,Krankheit::N,病,сэредема
446,Schmerz::N,痛,сэредькс
447,Wunde::N,伤口,керявкс
448,Fieber::N,发烧,маштыкс
449,Arznei::N,药,ормаменькс
450,Brücke::N,桥,сэдь
451,Brücke::N,桥,мадамо
452,Brunnen::N,井,лисьма
453,Weide::N,牧场,ракшань ванома тарка
454,Pfad::N,小路,ян
455,Weg::N,路,ки
456,Straße::N,街,ки
457,Dorf::N,村庄,веле
458,Stadt::N,城市,ош
459,Brief::N,信,сёрма
460,Buch::N,书,книга
461,Buchstabe::N,字母,буква
462,Zeitung::N,报纸,газета
463,Leben::N,生命,эрямо
464,Tod::N,死亡,кулома
465,Grab::N,坟墓,калмо
466,Kirche::N,教堂,церькова
467,Sünde::N,罪,чумочи
468,Gott::N,上帝,паз
469,Arbeiter::N,工人,робочей
470,Chef::N,上司,прявт
471,Meister::N,师傅,кол тевень тенця
472,Arzt::N,医生,врач
473,Lehrer::N,教师,учитель
474,Lehrer::N,教师,тонавтыця
475,Geld::N,钱,ярмак
476,Geschäft::N,交易,ладязь тев
477,Laden::N,商店,лавка
478,Preis::N,价格,питне
479,Ware::N,商品,миевкс
480,Ware::N,商品,рамавкс
481,Nutzen::N,好处,паро
482,Nutzen::N,好处,лезэ
483,Reichtum::N,财富,сюпавчи
484,Welt::N,世界,мир
485,Welt::N,世界,мастор ланго
486,Land::N,国家,мастор
487,Staat::N,国家,государства
488,König::N,国王,король
489,Macht::N,权力,азорксчи
490,Grenze::N,边界,буен тешкс
491,Krieg::N,战争,война
492,Feind::N,敌人,душман
493,Gewalt::N,暴力,нарьгамо
494,Kampf::N,战斗,тюрема
495,Bogen[Waffe]::N,弓,нал
496,Pfeil::N,箭,нал
497,Gewehr::N,枪,ружия
498,Gewehr::N,枪,винтовка
499,Fehler::N,错误,ильведькс
500,Fehler::N,错误,ильведевкс
501,Lüge::N,谎话,манчема
502,Lüge::N,谎话,кенгелема
503,Schaden::N,损失,зыян
504,Unglück::N,不幸,зыян
505,Schuld::N,过错,чумочи
506,Alter::N,年龄,шка
507,Schluss::N,结束,пе
508,Zeit::N,时间,шка
509,Zeit::N,时间,пинге
510,Tag::N,天,чи
511,Morgen::N,早晨,валске
512,Mittag::N,中午,чикуншка
513,Abend::N,晚上,чокшнэ
514,Nacht::N,夜,ве
515,Woche::N,星期,недля
516,Monat::N,月,ков
517,Jahr::N,年,ие
518,Frühling::N,春天,тундо
519,Sommer::N,夏天,кизэ
520,Herbst::N,秋天,сёксь
521,Winter::N,冬天,теле
522,Januar::N,一月,якшамков
523,Februar::N,二月,февраль
524,März::N,三月,март
525,April::N,四月,апрель
526,Mai::N,五月,май
527,Juni::N,六月,июнь
528,Juli::N,七月,июль
529,August::N,八月,август
530,September::N,九月,сентября
531,Oktober::N,十月,октября
532,November::N,十一月,ноября
533,Dezember::N,十二月,декабря
534,Montag::N,星期一,пондельник
535,Dienstag::N,星期二,овторник
536,Mittwoch::N,星期三,серёда
537,Donnerstag::N,星期四,цетьверьг
538,Freitag::N,星期五,пеця
539,Samstag::N,星期六,субута
540,Samstag::N,星期六,шлямочи
541,Sonntag::N,星期日,недлячи
542,groß::A,大,ине
543,groß::A,大,покш
544,klein::A,小,вишка
545,lang::A,长,кувака
546,kurz::A,短,нурькине
547,breit::A,宽,келей
548,schmal::A,细长的,теине
549,dicht::A,密,тусто
550,dick[Gegenstand]::A,厚,эчке
551,dünn::A,薄,човине
552,fein::A,细小,човине
553,fest::A,固体,кеме
554,flach::A,平坦,лапужа
555,glatt::A,光滑,валаня
556,hart::A,硬,калгодо
557,weich::A,软,чевте
558,rund::A,圆,кеверь
559,spitz::A,尖,пшти
560,scharf::A,锋利,пшти
561,stumpf::A,钝,ношка
562,schwer::A,重,стака
563,schön::A,美丽,мазый
564,heiß::A,烫,пси
565,warm::A,暖和,лембе
566,kalt::A,冷,якшамо
567,kühl::A,凉,экше
568,frisch::A,新鲜,свежа
569,feucht::A,潮湿,летьке
570,nass::A,湿,начко
571,trocken::A,干,коське
572,voll::A,满,пешксе
573,leer::A,空,чаво
574,offen::A,敞开,панжадо
575,offen::A,敞开,виде
576,geschlossen::A,关闭,пекстазь
577,geschlossen::A,关闭,сёлгозь
578,sauber::A,干净,ванькс
579,schmutzig::A,肮脏,ливезев
580,roh::A,生,верек
581,reif::A,成熟,кенерезь
582,lecker::A,好吃,тантей
583,süß::A,甜,ламбамо
584,bitter::A,苦,сэпей
585,sauer::A,酸,чапамо
586,hell::A,亮,валдо
587,dunkel::A,阴暗,чопода
588,schwarz::A,黑,раужо
589,weiß::A,白,ашо
590,rot::A,红,якстере
591,gelb::A,黄,ожо
592,blau::A,蓝,сэнь
593,grün::A,绿,пиже
594,grau::A,灰色,шержев
595,bunt::A,五彩,сёрмав
596,billig::A,便宜,аволь питней
597,teuer::A,贵,питней
598,wertvoll::A,贵重,питней
599,blind::A,瞎,сокор
600,taub::A,聋,амариця
601,kräftig::A,强壮,пек виев
602,stark::A,强壮,виев
603,schwach::A,弱,лавшо
604,fett::A,胖,куя
605,schlank::A,苗条,виде ронга
606,hübsch::A,漂亮,мазый
607,böse::A,邪恶,кежей
608,dumm::A,笨,чавола
609,dumm::A,笨,превтеме
610,faul::A,懒惰,нузякс
611,fleißig::A,勤奋,мелень путыця
612,geizig::A,吝啬,скупой
613,klug::A,聪明,превей
614,geschickt::A,灵巧,маштозь теезь
615,lieb::A,可爱,вадря
616,lustig::A,快乐,весёла
617,sanft::A,柔和,сэтьме
618,hungrig::A,饥饿,вачо
619,krank::A,患病,сэредиця
620,nackt::A,裸体,штапо
621,traurig::A,悲哀,нусманя
622,lebendig::A,活,эриця
623,gut::A,好,паро
624,schlecht::A,坏,берянь
625,richtig::A,正确,виде
626,schlimm::A,糟糕,берянь
627,wahr::A,真,алкуксонь
628,alt::A,旧,ташто
629,neu::A,新,од
630,ehemalig::A,以前,икелень
631,alt[Lebewesen]::A,老,сыре
632,jung::A,年轻,од
633,arm::A,贫穷,кажов
634,reich::A,富裕,сюпав
635,bekannt::A,出名,содавикс
636,berühmt::A,著名,содавикс
637,fremd::A,陌生,лия
638,fremd::A,陌生,асодавикс
639,verschieden::A,不同,эрьва
640,nah::A,近,а васолонь
641,fern::A,遥远,умонь
642,fern::A,遥远,кезэрень
643,linker::A,左,керш
644,rechter::A,右,вить
645,anderer::A,别的,лия
646,erster::A,第一,васень
647,erster::A,第一,васенце
648,zweiter::A,第二,омбоце
649,dritter::A,第三,колмоце
650,letzter::A,最后,меельце
651,allein::ADV,单独,башка
652,allein::ADV,单独,ськамонзо
653,auf einmal::ADV,同时,вейсэ
654,zusammen::ADV,一起,вейс
655,zusammen::ADV,一起,вейсэ
656,lange::ADV,许久,кувать
657,plötzlich::ADV,忽然,апак учо
658,sofort::ADV,立刻,курок
659,sofort::ADV,立刻,нейке
660,später::ADV,以后,мейле
661,jetzt::ADV,现在,ней
662,heute::ADV,今天,течи
663,morgen::ADV,明天,ванды
664,bald::ADV,即将,курок
665,dann::ADV,然后,мейле
666,dann::ADV,然后,седе мейле
667,gestern::ADV,昨天,исяк
668,einst::ADV,曾经,весть
669,einst::ADV,曾经,зярдо-бути
670,damals::ADV,当时,сестэ
671,danach::ADV,随后,мейле
672,danach::ADV,随后,седе мейле
673,vorher::ADV,事先,васняяк
674,zuerst::ADV,首先,васня
675,einmal::ADV,一次,весть
676,manchmal::ADV,有时,лиясто
677,oft::ADV,时常,сеетьстэ
678,immer::ADV,总是,свал
679,niemals::ADV,从未,а зярдояк
680,hier::ADV,这里,тесэ
681,hierhin::ADV,到这里,тей
682,von hier::ADV,由此,тестэ
683,dort::ADV,那里,тосо
684,dorthin::ADV,到那里,тов
685,geradeaus::ADV,一直往前,витьстэ
686,vorwärts::ADV,向前,икелев
687,rückwärts::ADV,向后,мекев
688,zurück::ADV,退后,мекев
689,unten::ADV,下面,ало
690,hinab::ADV,向下,алов
691,oben::ADV,上面,вере
692,hinauf::ADV,向上,верев
693,überall::ADV,到处,эрьва косо
694,nicht::ADV,不,а
695,ein wenig::ADV,一点儿,аламошка
696,kaum::ADV,几乎不,ансяк
697,sehr::ADV,很,пек
698,sehr::ADV,很,вельть
699,so::ADV,如此,истя
700,noch::ADV,还,таго
701,nur::ADV,只,ансяк
702,schon::ADV,已经,уш
703,wieder::ADV,又,таго
704,vor::PRP,在...面前,икеле
705,hinter::PRP,在...背后,вельде
706,unter::PRP,在...下面,ало
707,durch::PRP,穿过,пачк
708,neben::PRP,在...旁,вакссо
709,zwischen::PRP,在...之间,ютксо
710,wegen::PRP,由于,кис
711,wegen::PRP,由于,коряс
712,wegen::PRP,由于,кувалт
713,dies::PRN,这,те
714,das::PRN,那,те
715,das::PRN,那,тона
716,alles::PRN,一切,весе
717,alles::PRN,一切,весемесь
718,ich::PRN,我,мон
719,du::PRN,你,тон
720,er::PRN,他,сон
721,wir::PRN,我们,минь
722,ihr::PRN,你们,тынь
723,sie::PRN,她,сынь
724,was::FPRN,什么,мезе
725,wer::FPRN,谁,ки
726,wo::FADV,哪里,косо
727,wohin::FADV,去哪里,ков
728,wohin::FADV,去哪里,козо
729,wie::FADV,怎么,кода
730,warum::FADV,为什么,мекс
731,wieviel::FNUM,多少,зяро
732,eins::NUM,一,вейке
733,zwei::NUM,二,кавто
734,drei::NUM,三,колмо
735,vier::NUM,四,ниле
736,fünf::NUM,五,вете
737,sechs::NUM,六,кото
738,sieben::NUM,七,сисем
739,acht::NUM,八,кавксо
740,neun::NUM,九,вейксэ
741,zehn::NUM,十,кемень
742,elf::NUM,十一,кевейкее
743,zwölf::NUM,十二,кемгавтово
744,zwanzig::NUM,二十,комсь
745,dreißig::NUM,三十,колоньгемень
746,vierzig::NUM,四十,ниленьгемень
747,fünfzig::NUM,五十,ведьгемень
748,sechzig::NUM,六十,кодгемень
749,siebzig::NUM,七十,сизьгемень
750,achtzig::NUM,八十,кавксоньгемень
751,neunzig::NUM,九十,вейксэньгемень
752,hundert::NUM,百,сядо
753,tausend::NUM,千,тыща
754,und::CNJ,和,ды
755,oder::CNJ,或者,или
756,stehen::V,站,аштемс стядо
757,sitzen::V,坐,аштемс озадо
758,liegen::V,躺着,мадезь аштемс
759,hängen::V,挂着,нурьгемс
760,werden::V,成为,арамс
761,passieren::V,发生,лисэмс
762,beginnen::V,开始,ушодомс
763,enden::V,终止,лоткамс
764,wechseln::V,变迁,полавтнемс
765,aufgehen[Sonne]::V,升起,лисемс
766,aufgehen[Sonne]::V,升起,стямс
767,untergehen[Sonne]::V,下落,валгомс
768,scheinen[Sonne]::V,照射,валдомтомс
769,donnern::V,打雷,цярномс
770,donnern::V,打雷,галдордомс
771,wehen::V,飘扬,пувамс
772,strömen::V,流,чудемс
773,fließen::V,流动,чудемс
774,sich drehen::V,转动,велямс
775,schwanken::V,摇摆,лыкамс
776,schwanken::V,摇摆,якамс
777,schwingen::V,摇,нурсемс
778,schwingen::V,摇,лыкамс
779,fallen::V,坠落,прамс
780,fallen::V,坠落,сяворемс
781,brennen::V,燃烧,паломс
782,rauchen::V,冒烟,качадомс
783,regnen::V,下雨,пиземс
784,gefrieren::V,结冰,кельмемс
785,tauen::V,融化,соламс
786,schmelzen::V,溶化,соламс
787,trocknen::V,变干,коськемс
788,sieden::V,煮,лакамс
789,sieden::V,煮,пиксемс
790,faulen::V,腐烂,наксадомс
791,verfaulen::V,腐烂,наксадомс
792,reißen::V,撕,сезневемс
793,versinken::V,下沉,ваямс
794,vergehen::V,流逝,ютамс
795,erscheinen::V,出现,лисемс
796,verschwinden::V,消失,ёмамс
797,sinken::V,下降,явамс
798,abnehmen::V,减少,киремемс
799,zunehmen::V,增加,ламолгадомс
800,zunehmen::V,增加,раштамс
801,steigen::V,上升,куземс
802,steigen::V,上升,кепсевемс
803,wachsen::V,生长,касомс
804,glänzen::V,发光,цитнемс
805,funkeln::V,闪烁,пиндолдомс
806,funkeln::V,闪烁,цивтёрдомс
807,lärmen::V,吵闹,шалномс
808,läuten::V,响,гайгезевемс
809,klingeln::V,按铃,чавомс баягас
810,brausen::V,疾驶,лакамс
811,klingen::V,听起来,гайгемс
812,bellen::V,吠,онгомс
813,heulen::V,嗥,урномс
814,blasen::V,吹,пувамс
815,pfeifen::V,吹口哨,вешкемс
816,schreien::V,叫喊,пижнемс
817,stöhnen::V,呻吟,кувсемс
818,zittern::V,颤抖,тарномс
819,leben::V,生存,эрямс
820,geboren werden::V,出生,чачомс
821,atmen::V,呼吸,лексемс
822,trinken::V,喝,симемс
823,essen::V,吃,ярсамс
824,schlucken::V,咽,нилемс
825,schlucken::V,咽,порнемс
826,müde werden::V,疲倦,сиземс
827,einschlafen::V,入睡,матедевемс
828,schlafen::V,睡觉,удомс
829,aufwachen::V,睡醒,сыргоземс
830,aufstehen::V,起床,стямс
831,sich erholen::V,休养,оймсемс
832,krank werden::V,生病,сэредезевемс
833,krank sein::V,生病,сэредемс
834,schmerzen::V,疼痛,сэредемс
835,husten::V,咳,козомс
836,genesen::V,痊愈,пичкамс
