,Concept_ID,cy,hy
748,erster::A,cyntaf,առաջին
749,zweiter::A,ail,երկրորդ
750,dritter::A,trydydd,երրորդ
751,letzter::A,olaf,վերջին
752,allein::ADV,unig,միայնակ
753,allein::ADV,ar ei ben ei hun,միայնակ
754,auf einmal::ADV,ar yr un pryd,միասնաբար
755,zusammen::ADV,ynghyd,միասին
756,zusammen::ADV,ynghyd,իրար հետ
757,zusammen::ADV,gyda'i gilydd,միասին
758,zusammen::ADV,gyda'i gilydd,իրար հետ
759,lange::ADV,amser hir,երկար ժամանակ
760,plötzlich::ADV,yn sydyn,հանկարծ
761,sofort::ADV,ar unwaith,իսկույն
762,später::ADV,yn ddiweddarach,ավելի ուշ
763,später::ADV,yn ddiweddarach,հետո
764,jetzt::ADV,yn awr,այժմ
765,heute::ADV,heddiw,այսօր
766,morgen::ADV,yfory,վաղը
767,bald::ADV,yn fuan,շուտով
768,bald::ADV,gyda hyn,շուտով
769,dann::ADV,yna,ապա
770,dann::ADV,yna,հետո
771,dann::ADV,y pryd hwnnw,ապա
772,dann::ADV,y pryd hwnnw,հետո
773,gestern::ADV,ddoe,երեկ
774,einst::ADV,gynt,հին ատեն
775,damals::ADV,ar y pryd,ատէնին
776,damals::ADV,bryd hynny,ատէնին
777,danach::ADV,wedyn,ապա
778,danach::ADV,wedyn,այն ժամանակ
779,vorher::ADV,o'r blaen,առաջ
780,zuerst::ADV,yn gyntaf,նախ
781,einmal::ADV,unwaith,մի անգամ
782,manchmal::ADV,weithiau,երբեմն
783,manchmal::ADV,ar brydiau,երբեմն
784,oft::ADV,yn aml,հաճախ
785,oft::ADV,yn fynych,հաճախ
786,immer::ADV,bob amser,միշտ
787,niemals::ADV,ni ... byth,երբեք
788,niemals::ADV,ni ... erioed,երբեք
789,hier::ADV,yma,այստեղ
790,hierhin::ADV,hyd yma,այստեղ
791,von hier::ADV,oddi yma,այդտեղից
792,dort::ADV,acw,այնտեղ
793,dorthin::ADV,tuag yno,այնտեղ
794,geradeaus::ADV,syth ymlaen,ուղիղ
795,vorwärts::ADV,ymlaen,առաջ
796,rückwärts::ADV,yn ôl,դեպի ետ
797,zurück::ADV,yn ôl,ետ
798,unten::ADV,isod,ներքեւում
799,unten::ADV,oddi tanodd,ներքեւում
800,hinab::ADV,i lawr,ներքեւ
801,hinab::ADV,i waered,ներքեւ
802,oben::ADV,fry,վերեւում
803,hinauf::ADV,i fyny,վերեւ
804,hinauf::ADV,i'r lan,վերեւ
805,überall::ADV,ym mhobman,ամենուր
806,nicht::ADV,ni,չէ
807,nicht::ADV,nid,չէ
808,ein wenig::ADV,tipyn,մի քիչ
809,ein wenig::ADV,ychydig,մի քիչ
810,kaum::ADV,prin,հազիվ
811,sehr::ADV,iawn,շատ
812,so::ADV,fel,այդպես
813,so::ADV,felly,այդպես
814,noch::ADV,eto,դեռ
815,nur::ADV,yn unig,միայն
816,schon::ADV,eisoes,արդեն
817,schon::ADV,yn barod,արդեն
818,wieder::ADV,drachefn,նորից
819,wieder::ADV,drachefn,դարձյալ
820,vergebens::ADV,yn ofer,իզուր
821,vor::PRP,o flaen,դիմացը
822,hinter::PRP,ar ôl,ետեւը
823,unter::PRP,islaw,տակ
824,durch::PRP,trwy,միջով
825,neben::PRP,ar bwys,քովը
826,zwischen::PRP,rhwng,միջեւ
827,zwischen::PRP,cydrhwng,միջեւ
828,wegen::PRP,o achos,պատճառով
829,wegen::PRP,o achos,շնորհից
830,wegen::PRP,oherwydd,պատճառով
831,wegen::PRP,oherwydd,շնորհից
832,dies::PRN,hyn,սա
833,dies::PRN,hyn,այս
834,das::PRN,hynny,դա
835,das::PRN,hynny,այդ
836,alles::PRN,popeth,ամեն ինչ
837,ich::PRN,fi,ես
838,du::PRN,ti,դու
839,er::PRN,fe,նա
840,wir::PRN,ni,մենք
841,ihr::PRN,chi,դուք
842,sie::PRN,hwy,նրանք
843,was::FPRN,pa beth,ինչ
844,wer::FPRN,pwy,ով
845,wo::FADV,ble,ուր
846,wo::FADV,ble,որտեղ
847,wo::FADV,ym mha le,ուր
848,wo::FADV,ym mha le,որտեղ
849,wohin::FADV,i ble,դեպի ուր
850,wohin::FADV,i ba le,դեպի ուր
851,wie::FADV,sut,ինչպես
852,warum::FADV,pam,ինչու
853,wieviel::FNUM,faint,որչափ
854,eins::NUM,un,մեկ
855,zwei::NUM,dau,երկու
856,drei::NUM,tri,երեք
857,vier::NUM,pedwar,չորս
858,fünf::NUM,pump,հինգ
859,sechs::NUM,chwech,վեց
860,sieben::NUM,saith,յոթ
861,acht::NUM,wyth,ութ
862,neun::NUM,naw,ինը
863,zehn::NUM,deg,տասը
864,elf::NUM,un ar ddeg,տասնմեկ
865,zwölf::NUM,deuddeg,տասներկու
866,zwölf::NUM,un deg dau,տասներկու
867,zwanzig::NUM,ugain,քսան
868,dreißig::NUM,tri deg,երեսուն
869,dreißig::NUM,deg ar hugain,երեսուն
870,vierzig::NUM,deugain,քառասուն
871,fünfzig::NUM,hanner cant,հիսուն
872,sechzig::NUM,chwe deg,վաթսուն
873,siebzig::NUM,saith deg,յոթանասուն
874,siebzig::NUM,deg a thrigain,յոթանասուն
875,achtzig::NUM,wyth deg,ութսուն
876,achtzig::NUM,pedar ugain,ութսուն
877,neunzig::NUM,naw deg,իննսուն
878,neunzig::NUM,deg a phedwar ugain,իննսուն
879,hundert::NUM,cant,հարյուր
880,tausend::NUM,mil,հազար
881,und::CNJ,a,ու
882,oder::CNJ,neu,կամ
883,stehen::V,sefyll,կանգնել
884,sitzen::V,eistedd,նստել
885,liegen::V,gorwedd,ստել
886,hängen::V,hongian,կախվել
887,werden::V,dod yn,դառնալ
888,werden::V,mynd yn,դառնալ
889,passieren::V,digwydd,պատահել
890,beginnen::V,cychwyn,սկսվել
891,enden::V,gorffen,վերջանալ
892,wechseln::V,newid,փոխվել
893,aufgehen[Sonne]::V,codi,բարձրանալ
894,aufgehen[Sonne]::V,codi,ելնել 
895,untergehen[Sonne]::V,machlud,մտնել
896,scheinen[Sonne]::V,tywynnu,շողալ
897,scheinen[Sonne]::V,tywynnu,փայլել
898,donnern::V,taranu,որոտալ
899,wehen::V,chwythu,փչել
900,strömen::V,ffrydio,հոսել
901,fließen::V,llifo,հոսել
902,sich drehen::V,troi,պտտվել
903,sich drehen::V,cylchdroi,պտտվել
904,schwanken::V,siglo,տատանվել
905,schwingen::V,siglo,ճոճվել
906,fallen::V,cwympo,ընկնել
907,brennen::V,llosgi,այրվել
908,rauchen::V,mygu,ծխել
909,regnen::V,glawio,անձրեւ գալ
910,gefrieren::V,rhewi,սառչել
911,tauen::V,toddi,լկիլ
912,tauen::V,meirioli,լկիլ
913,schmelzen::V,toddi,հալիլ
914,trocknen::V,sychu,չորանալ
915,sieden::V,berwi,եռալ
916,faulen::V,pydru,փտել
917,faulen::V,braenu,փտել
918,verfaulen::V,pydru,նեխել
919,verfaulen::V,dadfeilio,նեխել
920,reißen::V,clecian,պատռվել
921,reißen::V,clecian,ճղվել
922,reißen::V,torri'n glats,պատռվել
923,reißen::V,torri'n glats,ճղվել
924,versinken::V,suddo,սուզվել
925,vergehen::V,myned heibio,անցնել 
926,vergehen::V,pasio,անցնել 
927,erscheinen::V,ymddangos,հայտնվել
928,erscheinen::V,ymddangos,երեւալ
929,verschwinden::V,diflannu,անհետանալ
930,sinken::V,syrthio,ընկնել
931,abnehmen::V,lleihau,փոքրանալ
932,zunehmen::V,cynyddu,մեծանալ
933,steigen::V,codi,բարձրանալ
934,wachsen::V,tyfu,աճել
935,glänzen::V,disgleirio,նշուլել
936,glänzen::V,disgleirio,փայլիլ
937,funkeln::V,pefrio,փայլատակել
938,lärmen::V,cadw sŵn,աղմուկ հանել
939,lärmen::V,gwneud twrw,աղմուկ հանել
940,läuten::V,canu,զնգալ
941,klingeln::V,canu,զնգալ
942,klingeln::V,seinio,զնգալ
943,klirren::V,tincian,զնգզնգալ
944,brausen::V,rhuo,մոլեգնել
945,rauschen::V,siffrwd,սոսափել
946,rauschen::V,chwithrwd,սոսափել
947,klingen::V,seinio,հնչել
948,bellen::V,cyfarth,հաչել
949,heulen::V,udo,ոռնալ 
950,heulen::V,oernadu,ոռնալ 
951,blasen::V,chwythu,փչել 
952,pfeifen::V,chwibanu,սուլել
953,schreien::V,gweiddi,գոռալ 
954,schreien::V,bloeddio,գոռալ 
955,stöhnen::V,griddfan,տնքալ
956,zittern::V,crynu,դողալ
957,leben::V,byw,ապրել
958,geboren werden::V,cael eich geni,ծնվել
959,atmen::V,anadlu,շնչել
960,trinken::V,yfed,խմել
961,essen::V,bwyta,ուտել
962,schlucken::V,llyncu,կլանել
963,schlucken::V,llyncu,կուլ տալ
964,müde werden::V,blino,հոգնել
965,einschlafen::V,mynd i gysgu,քուն մտնել
966,einschlafen::V,syrthio i gysgu,քուն մտնել
967,schlafen::V,huno,քնել
968,schlafen::V,cysgu,քնել
969,aufwachen::V,dihuno,արթննալ
970,aufstehen::V,codi,ելլել
971,sich erholen::V,ymlacio,հանգստանալ
972,sich erholen::V,dadflino,հանգստանալ
973,krank werden::V,mynd yn sâl,հիւանդանալ
974,krank werden::V,mynd yn wael,հիւանդանալ
975,krank sein::V,gwaelu,հիվանդ լինել
976,schmerzen::V,brifo,ցավել
977,husten::V,pesychu,հազալ
978,genesen::V,gwella,ապաքինվել
979,genesen::V,cael yn ôl,ապաքինվել
980,sterben::V,marw,մեռնել
981,sterben::V,marw,վախճանվել
982,umkommen::V,trengi,կործանվել
983,sich bewegen::V,symud,ընթանալ
984,sich rühren::V,syflyd,շարժվել
985,sich erheben::V,codi,կանգնել
986,sich erheben::V,codi,վեր կենալ
987,sich setzen::V,eistedd,նստել
988,hinfallen::V,cwympo,ընկնել
989,laufen::V,cerdded,քայլել
990,schreiten::V,camu,ճեմել
991,spazierengehen::V,mynd am dro,շրջագայել
992,eilen::V,rhuthro,շտապել
993,sich beeilen::V,brysio,շտապել 
994,sausen::V,rhuthro,սլանալ
995,rennen::V,rhedeg,վազել
996,springen::V,llamu,ցատկել
997,springen::V,neidio,ցատկել
998,klettern::V,dringo,մագլցել
999,schaukeln::V,siglo,ճոճվել
1000,schaukeln::V,siglo,օրորվել
1001,kriechen::V,cropian,սողալ
1002,schwimmen::V,nofio,լողալ
1003,tauchen::V,plymio,սուզվել
1004,tauchen::V,ymsuddo,սուզվել
1005,rudern::V,rhwyfo,թիավարել
1006,fahren::V,gyrru,ընթանալ
1007,fahren::V,dreifio,ընթանալ
1008,fliegen::V,hedfan,թռչել
1009,gehen::V,mynd,գնալ
1010,weggehen::V,mynd,հեռանալ
1011,weggehen::V,ymadael,հեռանալ
1012,abfahren::V,ymadael,ճանապարհվել
1013,anhalten::V,stopio,կանգնել
1014,hineingehen::V,mynd i mewn,մտնել
1015,eintreten::V,mynd i,մտնել
1016,kommen::V,dod,գալ
1017,ankommen::V,cyrraedd,ժամանել
1018,zurückkommen::V,dychwelyd,վերադառնալ
1019,bleiben::V,aros,մնալ
1020,bleiben::V,sefyll,մնալ
1021,warten::V,aros,սպասել
1022,warten::V,disgwyl,սպասել
1023,erwarten::V,disgwyl,սպասել
1024,suchen::V,chwilio am,որոնել
1025,finden::V,darganfod,գտնել
1026,versuchen::V,profi,փորձել
1027,versuchen::V,ceisio,փորձել
1028,vorbereiten::V,paratoi,պատրաստել
1029,lieben::V,caru,սիրել
1030,mögen::V,hoffi,հավանել
1031,mögen::V,hoffi,սիրել
1032,lachen::V,chwerthin,ծիծաղել
1033,rühren::V,cynhyrfu,հուզել
1034,weinen::V,wylo,լալ
1035,weinen::V,llefain,լալ
1036,schimpfen::V,grwgnach,տրտնջալ
1037,schimpfen::V,grwgnach,քրթմնջել
1038,sich ärgern::V,gofidio,զայրանալ
1039,sich fürchten::V,ofni,վախնալ
1040,fürchten::V,arswydo,վախենալ
1041,fliehen::V,ffoi,փախչել
1042,flüchten::V,dianc,փախչել
1043,sehen::V,gweld,տեսնել
1044,anschauen::V,syllu,դիտել
1045,anschauen::V,edrych,դիտել
1046,ansehen::V,gwylio,նայել
1047,hören::V,clywed,լսել
1048,zuhören::V,gwrando,ունկնդրել
1049,probieren::V,profi,համը տեսել
1050,riechen::V,arogli,հոտ առնել
1051,fühlen::V,teimlo,զգալ
1052,fühlen::V,clywed,զգալ
1053,scheinen::V,ymddangos,երեւալ
1054,zu sehen sein::V,dod i'r golwg,երեւալ
1055,vernehmen::V,clywed sôn am,իմանալ 
1056,frieren::V,bod yn oer,մրսել
1057,tun::V,gwneud,անել
1058,können::V,gallu,կարողանալ
1059,wollen::V,bod mewn angen,ուզել
1060,wollen::V,bod mewn angen,ցանկանալ
1061,anfangen::V,dechrau,սկսել
1062,beenden::V,darfod,վերջացնել
1063,beenden::V,gorffen,վերջացնել
1064,aufhören::V,peidio,դադարել
1065,gelingen::V,llwyddo,հաջողվել
1066,gelingen::V,llwyddo,գլուխ գալ
1067,geraten::V,diweddu,ստացվել
1068,öffnen::V,agor,բաց անել
1069,schließen::V,cau,փակել 
1070,stellen::V,gosod,դնել
1071,setzen::V,gosod,նստեցնել
1072,legen::V,gosod,դնել
1073,berühren::V,cyffwrdd,դիպչել
1074,berühren::V,cyffwrdd,շոշափել
1075,verbinden::V,cysylltu,շաղկապել
1076,bedecken::V,gorchuddio,ծածկել
1077,aufhängen::V,crogi,կախել
1078,aufhängen::V,hongian,կախել
1079,anzünden::V,cynnau,վառել
1080,aufheben::V,codi,վերցնել
1081,zurücklassen::V,gadael,թողնել
1082,verlieren::V,colli,կորցնել
1083,fallen lassen::V,gollwng,գցել
1084,machen::V,gwneud,անել
1085,herstellen::V,cynhyrchu,արտադրել
1086,bauen::V,adeiladu,կառուցել
1087,reparieren::V,trwsio,նորոգել
1088,reparieren::V,atgyweirio,նորոգել
1089,verbessern::V,diwygio,բարելավել
1090,ändern::V,altro,փոխել
1091,graben::V,palu,փորել
1092,graben::V,cloddio,փորել
1093,beugen::V,plygu,ծռել
1094,biegen::V,plygu,թեքել
1095,drehen::V,troelli,ոլորել
1096,wenden::V,troi,պտտել
1097,umdrehen::V,troi,շրջել
1098,heben::V,codi,բարձրացնել
1099,hochheben::V,dyrchafu,բարձրացնել
1100,ergreifen::V,gafael,վարակվել
1101,halten::V,dal,բռնել
1102,drücken::V,pwyso,ճնշել
1103,drücken::V,gwasgu,ճնշել
1104,schieben::V,gwthio,հրել
1105,kratzen::V,crafu,քերել
1106,lecken::V,llyfu,լիզել
1107,beißen::V,cnoi,կծել
1108,beißen::V,brathu,կծել
1109,abreißen::V,tynnu ymaith,պոկել
1110,abschneiden::V,torri,կտրել 
1111,binden::V,clymu,կապել
1112,stecken::V,plannu,խրել
1113,brechen::V,torri,կոտրել 
1114,klopfen::V,taro,թակել
1115,hauen::V,taro,ծեծել
1116,kleben::V,gludio,կպցնել
1117,reiben::V,rhwbio,շփել
1118,streichen::V,taenu,վրան քսել
1119,schleifen::V,hogi,սրել 
1120,schneiden::V,torri,կտրել
1121,rütteln::V,ysgytio,ցնցել
1122,schütteln::V,siglo,թափահարել
1123,schütteln::V,ysgwyd,թափահարել
1124,schwenken::V,siglo,ճոճել
1125,schütten::V,tywallt,լցնել
1126,füllen::V,llenwi,լիքը լցնել
1127,einwickeln::V,lapio,փաթաթել
1128,tragen::V,cludo,կրել
1129,tragen::V,cludo,տանել
1130,schleppen::V,llusgo,քաշել
1131,ziehen::V,tynnu,ձգել
1132,ziehen::V,tynnu,քաշել
1133,aufbewahren::V,cadw,պահել 
1134,werfen::V,taflu,նետել
1135,fangen::V,dal,
1136,packen::V,cipio,հափշտակել
1137,packen::V,crafangu,հափշտակել
1138,verstecken::V,celu,ծածկել
1139,verstecken::V,cuddio,ծածկել
1140,teilen::V,rhannu,բաժանել
1141,schicken::V,anfon,ուղարկել
1142,bringen::V,dod â,բերել
1143,hinzufügen::V,chwanegu,ավելացնել
1144,bekommen::V,cael,հայթայթել
1145,erhalten::V,derbyn,ստանալ
1146,nehmen::V,cymryd,վերցնել
1147,wählen::V,dewis,ընտրել
1148,auswählen::V,dethol,գերադասել
1149,bewahren::V,cadw,պահպանել
1150,behindern::V,atal,խոչընդոտել
1151,behindern::V,rhwystro,խոչընդոտել
1152,verderben::V,difetha,փչացնել
1153,beschädigen::V,niweidio,վնասել
1154,zerbrechen::V,torri,ջարդել
1155,zerbrechen::V,torri,կոտրել
1156,zerreißen::V,rhwygo,պատռել
1157,zerstören::V,dinistrio,քանդել
1158,verbrennen::V,llosgi,այրել
1159,geben::V,rhoi,տալ
1160,reichen::V,estyn,հանձնել
1161,schenken::V,rhoddi,նվիրել
1162,versprechen::V,addo,խոստանալ
1163,wünschen::V,dymuno,մաղթել
1164,loben::V,canmol,գովել
1165,küssen::V,cusanu,համբուրել
1166,wiegen::V,siglo,օրորել
1167,zudecken::V,gorchuddio,վրան գցել
1168,wecken::V,deffro,զարթնեցնել
1169,zeigen::V,dangos,ցույց տալ
1170,führen::V,arwain,ուղեկցել
1171,lehren::V,dysgu,սովորեցնել
1172,unterrichten::V,hyfforddi,ավանդել
1173,aufziehen::V,dod i fyny,դաստիարակել
1174,leiten::V,arwain,ղեկավարել
1175,leiten::V,arwain,կառավարել
1176,antreiben::V,annog,շտապեցնել
1177,lassen::V,gadael,ստիպել
1178,einladen::V,gwahodd,հրավիրել
1179,vereinigen::V,uno,միացնել
1180,vereinigen::V,cyfuno,միացնել
1181,besuchen::V,ymweld â,այցելել
1182,treffen::V,cwrdd,հանդիպել
1183,treffen::V,cyfarfod,հանդիպել
1184,sich versammeln::V,casglu,հավաքվել
1185,sich versammeln::V,cynnull,հավաքվել
1186,spielen::V,chwarae,խաղալ
1187,singen::V,canu,երգել
1188,tanzen::V,dawnsio,պարել
1189,sich trennen::V,ymwahanu,ցրվել
1190,verlassen::V,gadael,լքել
1191,retten::V,achub,փրկել
1192,bewachen::V,gwarchod,պահել
1193,schützen::V,noddi,պաշտպանել
1194,verteidigen::V,amddiffyn,պաշտպանել
1195,sich schlagen::V,ffraeo,կռվել
1196,sich schlagen::V,terfysgu,կռվել
1197,schießen::V,saethu,կրակել
1198,siegen::V,ennill,հաղթել
1199,ärgern::V,cythruddo,ձանձրացնել
1200,schlagen::V,curo,խփել
1201,treten::V,cicio,քացի տալ
1202,stechen::V,pigo,խայթել
1203,stoßen::V,gwthio,մղել
1204,stehlen::V,dwyn,գողանալ
1205,stehlen::V,lladrata,գողանալ
1206,stören::V,aflonyddu,խանգարել
1207,belästigen::V,trafferthu,անհանգստացնել
1208,verbergen::V,cuddio,թաքցնել
1209,täuschen::V,twyllo,խաբել
1210,betrügen::V,hocedu,խաբել
1211,töten::V,lladd,սպանել 
1212,wohnen::V,byw,բնակվել
1213,arbeiten::V,gweithio,աշխատել
1214,sammeln::V,casglu,հավաքել
1215,pflücken::V,casglu,քաղել
1216,jagen::V,hela,որս անել
1217,fischen::V,pysgota,ձուկ բռնել
1218,fassen::V,dal,բռնել
1219,hüten::V,bugeilio,արածեցնել
1220,treiben::V,gyrru,հովուել
1221,anbinden::V,clymu,չուանել
1222,füttern::V,porthi,կերակրել
1223,melken::V,godro,կթել
1224,hacken::V,torri,կոտորել
1225,gießen::V,dyfrhau,ջրել
1226,reifen::V,aeddfedu,հասունանալ 
1227,zubereiten::V,coginio,պատրաստել
1228,kochen::V,berwi,եփել
1229,backen::V,pobi,թխել
1230,backen::V,crasu,թխել
1231,braten::V,ffrio,տապակել
1232,umrühren::V,cyffroi,խառնել
1233,stricken::V,gwau,գործել
1234,nähen::V,gwnïo,կարել
1235,färben::V,lliwio,ներկել
1236,reinigen::V,glanhau,մաքրել
1237,waschen::V,golchi,լվանալ
1238,abwischen::V,sychu,սրբել
1239,spülen::V,streulio,ողողել
1240,spülen::V,streulio,պարզաջրել
1241,fegen::V,ysgubo,ավլել
1242,kehren::V,ysgubo,ավլել
1243,baden::V,cael bath,լողանալ
1244,sich waschen::V,ymolchi,լվացվել
1245,ausziehen::V,tynnu,հանել
1246,anziehen::V,gwisgo,հագնել
1247,sich anziehen::V,ymwisgo,հագնվել
1248,kämmen::V,cribo,սանրել
1249,schmücken::V,harddu,զարդարել
1250,schmücken::V,addurno,զարդարել
1251,sagen::V,dweud,ասել
1252,sprechen::V,llefaru,խոսել
1253,reden::V,siarad,զրուցել
1254,sich unterhalten::V,sgwrsio,խոսակցել
1255,fragen::V,gofyn,հարցնել
1256,bitten::V,gofyn am,խնդրել
1257,erzählen::V,dweud,պատմել
1258,mitteilen::V,cyfleu,հաղորդել
1259,nennen::V,enwi,անվանել
1260,rufen::V,galw,կանչել
1261,prahlen::V,brolio,պարծենալ
1262,prahlen::V,ymffrostio,պարծենալ
1263,übersetzen::V,cyfieithu,թարգմանել
1264,denken::V,meddwl,մտածել
1265,glauben::V,credu,հավատալ
1266,glauben::V,coelio,հավատալ
1267,bemerken::V,sylwi,նկատել
1268,erkennen::V,adnabod,ճանաչել
1269,begreifen::V,amgyffred,հասկանալ
1270,verstehen::V,deall,ըմբռնել
1271,lernen::V,dysgu,սովորել
1272,wissen::V,gwybod,իմանալ
1273,sich erinnern an::V,cofio,հիշել
1274,sich erinnern an::V,cofio,մտաբերել
1275,vergessen::V,anghofio,մոռանալ
1276,messen::V,mesur,չափել
1277,zählen::V,cyfrif,թվել
1278,zählen::V,cyfrif,հաշվել
1279,rechnen::V,cyfrifo,հաշվել
1280,rechnen::V,cyfrifo,հաշվարկել
1281,lesen::V,darllen,կարդալ
1282,malen::V,peintio,նկարել
1283,zeichnen::V,tynnu,գծել
1284,schreiben::V,ysgrifennu,գրել
1285,besitzen::V,meddu,ունենալ
1286,besitzen::V,meddu,տեր լինել
1287,kaufen::V,prynu,գնել
1288,verkaufen::V,gwerthu,վաճառել
1289,bezahlen::V,talu am,վճարել
1290,zahlen::V,talu,վճարել
1291,beherrschen::V,rheoli,ղեկավարել
1292,beherrschen::V,llywodraethu,ղեկավարել
1293,ertragen::V,dioddef,դիմանալ
