,Concept_ID,da,cs
852,glänzen::V,glinse,lesknout se
853,funkeln::V,tindre,jiskřit se
854,lärmen::V,larme,dělat hluk
855,läuten::V,ringe,zvonit
856,klingeln::V,ringe,zvonit
857,klirren::V,klirre,řinčet
858,brausen::V,bruse,hučet
859,rauschen::V,suse,šumět
860,klingen::V,lyde,znít
861,klingen::V,klinge,znít
862,bellen::V,gø,štěkat
863,heulen::V,hyle,výt
864,blasen::V,blæse,foukat
865,pfeifen::V,fløjte,pískat
866,schreien::V,skrige,křičet
867,stöhnen::V,stønne,sténat
868,zittern::V,dirre,třást se
869,zittern::V,skælve,třást se
870,leben::V,leve,žít
871,geboren werden::V,fødes,rodit se
872,atmen::V,ånde,dýchat
873,trinken::V,drikke,pít
874,essen::V,spise,jíst
875,schlucken::V,synke,polykat
876,müde werden::V,blive træt,unavit se
877,einschlafen::V,falde i søvn,usnout
878,schlafen::V,sove,spát
879,aufwachen::V,vågne,probudit se
880,aufstehen::V,stå op,vstát
881,sich erholen::V,komme sig,zotavovat se
882,krank werden::V,blive syg,onemocnět
883,krank sein::V,være syg,být nemocný
884,schmerzen::V,smerte,bolet
885,husten::V,hoste,kašlat
886,genesen::V,komme sig,uzdravit se
887,sterben::V,dø,umřít
888,umkommen::V,omkomme,zahynout
889,sich bewegen::V,bevæge sig,pohnout se
890,sich rühren::V,røre på sig,hnout se
891,sich erheben::V,rejse sig,zdvihnout se
892,sich setzen::V,sætte sig,posadit se
893,laufen::V,løbe,běžet
894,schreiten::V,skride,kráčet
895,spazierengehen::V,gå en tur,procházet se
896,eilen::V,ile,spěchat
897,sich beeilen::V,skynde sig,pospíšit si
898,sausen::V,suse,fičet
899,rennen::V,løbe,pádit
900,rennen::V,rende,pádit
901,springen::V,hoppe,skákat
902,springen::V,springe,skákat
903,klettern::V,klatre,lézt
904,klettern::V,klatre,šplhat
905,schaukeln::V,gynge,houpat
906,kriechen::V,krybe,lézt
907,kriechen::V,krybe,plazit se
908,schwimmen::V,svømme,plavat
909,tauchen::V,dykke,nořit se
910,rudern::V,ro,veslovat
911,fahren::V,køre,jet
912,fahren::V,køre,jezdit
913,fliegen::V,flyve,létat
914,gehen::V,gå,jít
915,weggehen::V,gå bort,odejít
916,abfahren::V,køre bort,odjet
917,anhalten::V,standse,zastavit se
918,hineingehen::V,gå ind,vcházet se
919,eintreten::V,træde ind,vstoupit
920,kommen::V,komme,přijít
921,ankommen::V,ankomme,dojít
922,zurückkommen::V,komme tilbage,vrátit se
923,bleiben::V,blive,zůstat
924,bleiben::V,forblive,zůstat
925,warten::V,vente,čekat
926,erwarten::V,vente,čekat na
927,erwarten::V,afvente,čekat na
928,suchen::V,søge,hledat
929,finden::V,finde,najít
930,versuchen::V,forsøge,zkoušet
931,vorbereiten::V,forberede,připravit
932,lieben::V,elske,milovat
933,mögen::V,holde af,mít rád
934,mögen::V,kunne lide,mít rád
935,lachen::V,le,smát se
936,rühren::V,røre,dojmout
937,weinen::V,græde,plakat
938,schimpfen::V,skænde,nadávat
939,sich ärgern::V,ærgre sig,pohoršit se
940,sich fürchten::V,være bange,bát se
941,fürchten::V,være bange for,bát se
942,fliehen::V,flygte,utéct
943,flüchten::V,flygte,prchnout
944,sehen::V,se,vidět
945,anschauen::V,se på,podívat se na
946,anschauen::V,betragte,podívat se na
947,ansehen::V,anse,sledovat
948,hören::V,høre,slyšet
949,zuhören::V,høre til,poslouchat
950,probieren::V,smage,ochutnávat
951,probieren::V,smage på,ochutnávat
952,riechen::V,lugte,cítit
953,fühlen::V,føle,cítit
954,scheinen::V,synes,zdát se
955,zu sehen sein::V,synes,moci být viděn
956,vernehmen::V,erfare,uslyšet
957,frieren::V,fryse,mrznout
958,tun::V,gøre,dělat
959,können::V,kunne,moct
960,wollen::V,ville,chtít
961,anfangen::V,begynde,začít
962,beenden::V,afslutte,ukončit
963,aufhören::V,ophøre,přestat
964,aufhören::V,holde op,přestat
965,gelingen::V,lykkes,podařit se
966,geraten::V,blive,dařit se
967,öffnen::V,åbne,otevřít
968,schließen::V,lukke,zavřít
969,stellen::V,stille,postavit
970,setzen::V,sætte,posadit
971,legen::V,lægge,klást
972,legen::V,lægge,položit
973,berühren::V,berøre,dotýkat se
974,verbinden::V,forbinde,spojit
975,bedecken::V,dække,pokrýt
976,bedecken::V,bedække,pokrýt
977,aufhängen::V,hænge,oběsit
978,aufhängen::V,hænge,pověsit
979,aufhängen::V,hænge op,oběsit
980,aufhängen::V,hænge op,pověsit
981,anzünden::V,tænde,zapálit
982,anzünden::V,tænde,podpálit
983,anzünden::V,antænde,zapálit
984,anzünden::V,antænde,podpálit
985,aufheben::V,løfte,zvednout
986,aufheben::V,løfte,zdvihnout
987,aufheben::V,tage op,zvednout
988,aufheben::V,tage op,zdvihnout
989,zurücklassen::V,lade tilbage,zanechat
990,verlieren::V,miste,ztratit
991,fallen lassen::V,tabe,upustit
992,fallen lassen::V,droppe,upustit
993,machen::V,gøre,udělat
994,herstellen::V,fremstille,vyrobit
995,bauen::V,bygge,stavět
996,bauen::V,bygge,budovat
997,reparieren::V,reparere,opravit
998,verbessern::V,rette,zlepšit
999,verbessern::V,forbedre,zlepšit
1000,ändern::V,ændre,změnit
1001,graben::V,grave,rýt
1002,graben::V,grave,kopat
1003,beugen::V,bøje,ohnout
1004,biegen::V,bøje,ohnout
1005,drehen::V,dreje,točit
1006,wenden::V,vende,obrátit
1007,umdrehen::V,dreje om,obrátit
1008,heben::V,hæve,zdvihnout
1009,hochheben::V,løfte,zvednout
1010,ergreifen::V,gribe fat i,chopit se
1011,halten::V,holde,držet
1012,drücken::V,trykke,stisknout
1013,schieben::V,skyde,posouvat
1014,schieben::V,skubbe,posouvat
1015,kratzen::V,klø,škrábat
1016,kratzen::V,kradse,škrábat
1017,lecken::V,slikke,lízat
1018,beißen::V,bide,kousat
1019,abreißen::V,rive af,utrhat
1020,abreißen::V,rive af,odtrhat
1021,abschneiden::V,skære af,uřezat
1022,abschneiden::V,skære af,ukrojit
1023,binden::V,binde,přivázat
1024,stecken::V,stikke,strčit
1025,brechen::V,brække,lomit
1026,klopfen::V,banke,ťukat
1027,klopfen::V,banke,klepat
1028,hauen::V,hugge,bít
1029,kleben::V,klistre,lepit
1030,reiben::V,gnide,třít
1031,streichen::V,smøre,mazat
1032,schleifen::V,slibe,brousit
1033,schneiden::V,skære,řezat
1034,schneiden::V,skære,střihat
1035,schneiden::V,klippe,řezat
1036,schneiden::V,klippe,střihat
1037,rütteln::V,ruske,třást
1038,rütteln::V,ruske,otřást
1039,schütteln::V,ryste,třást
1040,schütteln::V,ryste,zatřást
1041,schwenken::V,svinge,mávat
1042,schütten::V,hælde,nasypat
1043,füllen::V,fylde,naplnit
1044,einwickeln::V,pakke ind,zavinout
1045,tragen::V,bære,nést
1046,schleppen::V,slæbe,vléct
1047,ziehen::V,trække,tahat
1048,ziehen::V,trække,táhnout
1049,aufbewahren::V,opbevare,schovat
1050,werfen::V,kaste,házet
1051,fangen::V,fange,chytat
1052,packen::V,gribe,uchvátit
1053,verstecken::V,gemme,schovat
1054,teilen::V,dele,rozdělit
1055,schicken::V,sende,posílat
1056,bringen::V,bringe,přinést
1057,hinzufügen::V,tilføje,připojit
1058,bekommen::V,få,dostat
1059,erhalten::V,få,uchovat
1060,nehmen::V,tage,vzít
1061,wählen::V,vælge,zvolit
1062,auswählen::V,udvælge,vybrat
1063,bewahren::V,bevare,uchránit
1064,behindern::V,hindre,překážet
1065,behindern::V,forhindre,překážet
1066,verderben::V,ødelægge,zkazit
1067,beschädigen::V,beskadige,porušit
1068,beschädigen::V,beskadige,poškodit
1069,zerbrechen::V,brække itu,rozlámat
1070,zerreißen::V,rive itu,roztrhnout
1071,zerstören::V,ødelægge,zničit
1072,verbrennen::V,brænde,spálit
1073,geben::V,give,dát
1074,reichen::V,række,podat
1075,schenken::V,forære,darovat
1076,versprechen::V,love,slíbit
1077,wünschen::V,ønske,přát
1078,loben::V,rose,chválit
1079,küssen::V,kysse,líbat
1080,wiegen::V,vugge,chovat
1081,wiegen::V,vugge,kolébat
1082,zudecken::V,dække til,přikrýt
1083,zudecken::V,dække til,přiklopit
1084,wecken::V,vække,vzbudit
1085,zeigen::V,vise,ukázat
1086,führen::V,føre,vést
1087,lehren::V,lære,učit
1088,unterrichten::V,undervise,vyučovat
1089,aufziehen::V,opdrage,vychovat
1090,leiten::V,lede,vodit
1091,antreiben::V,skynde på,nutit
1092,lassen::V,få til at,dát
1093,einladen::V,indbyde,pozvat
1094,einladen::V,invitere,pozvat
1095,vereinigen::V,forene,spojit
1096,besuchen::V,besøge,návštívit
1097,treffen::V,møde,potkat
1098,sich versammeln::V,forsamles,shromáždit se
1099,spielen::V,lege,hrát
1100,spielen::V,spille,hrát
1101,singen::V,synge,zpívat
1102,tanzen::V,danse,tančit
1103,sich trennen::V,skilles,rozejít se
1104,verlassen::V,forlade,opustit
1105,retten::V,redde,zachránit
1106,bewachen::V,bevogte,hlídat
1107,schützen::V,skærme,chránit
1108,schützen::V,beskytte,chránit
1109,verteidigen::V,forsvare,obhájit
1110,sich schlagen::V,slås,bít se
1111,schießen::V,skyde,střílet
1112,siegen::V,sejre,zvítězit
1113,ärgern::V,ærgre,zlobit
1114,ärgern::V,ærgre,pohoršit
1115,schlagen::V,slå,udeřit
1116,schlagen::V,slå,praštit
1117,treten::V,sparke,kopnout
1118,stechen::V,stikke,bodnout
1119,stechen::V,stikke,píchnout
1120,stoßen::V,støde,strčit
1121,stehlen::V,stjæle,ukrást
1122,stören::V,forstyrre,vyrušit
1123,belästigen::V,genere,obtěžovat
1124,belästigen::V,ulejlige,obtěžovat
1125,verbergen::V,skjule,skrýt
1126,täuschen::V,villede,klamat
1127,betrügen::V,bedrage,podvést
1128,töten::V,dræbe,zabít
1129,wohnen::V,bo,bydlit
1130,arbeiten::V,arbejde,pracovat
1131,sammeln::V,samle,sebrat
1132,pflücken::V,plukke,česat
1133,jagen::V,jage,uhonit
1134,fischen::V,fiske,chytat ryby
1135,fassen::V,fange,ulovit
1136,hüten::V,vogte,pást
1137,treiben::V,drive,hnát
1138,anbinden::V,binde fast,přivázat
1139,füttern::V,fodre,krmit
1140,melken::V,malke,dojit
1141,hacken::V,hakke,seknout
1142,gießen::V,hælde,zalít
1143,reifen::V,modne,uzrát
1144,zubereiten::V,tilberede,připravit
1145,kochen::V,koge,vařit
1146,backen::V,bage,péct
1147,braten::V,stege,smažit
1148,umrühren::V,røre om,zamíchat
1149,stricken::V,strikke,plést
1150,nähen::V,sy,šít
1151,färben::V,farve,nabarvit
1152,reinigen::V,rense,očistit
1153,reinigen::V,gøre ren,očistit
1154,waschen::V,vaske,mýt
1155,abwischen::V,tørre af,utřít
1156,spülen::V,skylle,spláchnout
1157,fegen::V,feje,zamést
1158,kehren::V,feje,mést
1159,baden::V,bade,koupat se
1160,sich waschen::V,vaske sig,mýt se
1161,ausziehen::V,tage af,svléct
1162,anziehen::V,tage på,obléct
1163,sich anziehen::V,klæde sig på,oblékat se
1164,kämmen::V,rede,učesat
1165,kämmen::V,frisere,učesat
1166,schmücken::V,pynte,ozdobit
1167,schmücken::V,smykke,ozdobit
1168,sagen::V,sige,říct
1169,sprechen::V,snakke,mluvit
1170,reden::V,tale,hovořit
1171,reden::V,snakke,hovořit
1172,sich unterhalten::V,snakke sammen,povídat se
1173,fragen::V,spørge,zeptat se
1174,bitten::V,bede,prosit
1175,erzählen::V,berette,povídat
1176,erzählen::V,fortælle,povídat
1177,mitteilen::V,meddele,sdělit
1178,mitteilen::V,meddele,oznámit
1179,nennen::V,nævne,nazvat
1180,rufen::V,råbe,volat
1181,rufen::V,råbe,zavolat
1182,prahlen::V,prale,chlubit se
1183,übersetzen::V,oversætte,přeložit
1184,denken::V,tænke,myslit
1185,glauben::V,tro,věřit
1186,bemerken::V,bemærke,zpozorovat
1187,bemerken::V,lægge mærke til,zpozorovat
1188,erkennen::V,genkende,poznat
1189,begreifen::V,begribe,pochopit
1190,verstehen::V,forstå,porozumět
1191,lernen::V,lære,učit se
1192,wissen::V,vide,vědět
1193,sich erinnern an::V,mindes,vzpomínat si na
1194,sich erinnern an::V,huske på,vzpomínat si na
1195,vergessen::V,glemme,zapomínat
1196,messen::V,måle,měřit
1197,zählen::V,tælle,spočítat
1198,rechnen::V,regne,počítat
1199,lesen::V,læse,číst
1200,malen::V,male,malovat
1201,zeichnen::V,tegne,rýsovat
1202,schreiben::V,skrive,psát
1203,besitzen::V,eje,mít
1204,besitzen::V,eje,vlastnit
1205,besitzen::V,besidde,mít
1206,besitzen::V,besidde,vlastnit
1207,kaufen::V,købe,koupit
1208,verkaufen::V,sælge,prodat
1209,bezahlen::V,betale,zaplatit
1210,zahlen::V,betale,platit
1211,beherrschen::V,beherske,ovládat
1212,ertragen::V,tåle,snést
1213,ertragen::V,udholde,snést
1214,hinfallen::V,,upadnout
